geo,time,fr_inr_rinr
atg,1984,7.35309
atg,1985,3.39698
atg,1986,3.49139
atg,1987,1.61978
atg,1988,-2.66137
atg,1989,5.79389
atg,1990,8.84356
atg,1991,9.78847
atg,1992,9.99275
atg,1993,10.66917
atg,1994,9.59099
atg,1995,10.05092
atg,1996,9.01365
atg,1997,9.97306
atg,1998,9.87681
atg,1999,10.41106
atg,2000,10.45584
atg,2001,9.99363
atg,2002,10.61164
atg,2003,13.80627
atg,2004,10.26681
atg,2005,6.63621
atg,2006,10.44035
atg,2007,6.46307
atg,2008,5.79459
atg,2009,8.08001
atg,2010,9.38768
atg,2011,9.79953
atg,2012,7.95945
atg,2013,11.00305
atg,2014,8.00727
atg,2015,6.61788
atg,2016,7.55968
atg,2017,10.33597
atg,2018,6.47145
atg,2019,8.3858
atg,2020,5.837
aus,1961,2.20786
aus,1962,5.58008
aus,1963,3.27523
aus,1964,1.72664
aus,1965,2.26168
aus,1966,2.62016
aus,1967,0.48359
aus,1968,3.25594
aus,1969,1.07084
aus,1970,1.68569
aus,1971,1.95711
aus,1972,0.77924
aus,1973,-1.50551
aus,1974,-6.01875
aus,1975,-5.34939
aus,1976,-3.59993
aus,1977,-1.38626
aus,1978,1.05167
aus,1979,0.45494
aus,1980,-0.03365
aus,1981,2.10347
aus,1982,1.4145
aus,1983,2.05026
aus,1984,3.37527
aus,1985,7.44047
aus,1986,8.02603
aus,1987,7.49807
aus,1988,6.42243
aus,1989,6.60191
aus,1990,9.66219
aus,1991,10.06732
aus,1992,8.94483
aus,1993,8.44987
aus,1994,7.98451
aus,1995,8.0466
aus,1996,6.81737
aus,1997,5.8257
aus,1998,5.42974
aus,1999,6.04959
aus,2000,5.02998
aus,2001,2.12639
aus,2002,3.42943
aus,2003,3.49985
aus,2004,3.6855
aus,2005,3.32481
aus,2006,2.37063
aus,2007,3.0609
aus,2008,4.10435
aus,2009,0.98344
aus,2010,6.04335
aus,2011,1.44126
aus,2012,5.09472
aus,2013,6.34143
aus,2014,4.4441
aus,2015,6.22995
aus,2016,6.05457
aus,2017,1.44625
aus,2018,3.36902
aus,2019,1.6266
aze,1998,21.01799
aze,1999,16.95461
aze,2000,6.36757
aze,2001,16.76908
aze,2002,12.62441
aze,2003,7.9423
aze,2004,5.92029
aze,2005,2.00904
aze,2006,5.89582
aze,2007,-1.56862
aze,2008,-6.27259
aze,2009,47.90106
aze,2010,6.3007
aze,2011,-2.88598
aze,2012,15.02961
aze,2013,17.68622
aze,2014,19.39168
aze,2015,28.94544
aze,2016,1.48583
aze,2017,0.31858
aze,2018,4.69177
aze,2019,17.56491
aze,2020,26.7917
bdi,1978,-0.45126
bdi,1979,-11.20323
bdi,1980,-3.76686
bdi,1981,19.22924
bdi,1982,5.98832
bdi,1983,5.23492
bdi,1984,-4.45006
bdi,1985,6.59678
bdi,1986,16.98034
bdi,1987,15.96339
bdi,1988,8.22174
bdi,1989,-2.40263
bdi,1990,5.99714
bdi,1991,8.34848
bdi,1992,7.83343
bdi,1993,5.59112
bdi,1994,7.09083
bdi,1995,-0.72727
bdi,1998,3.54367
bdi,1999,0.24505
bdi,2000,-16.6792
bdi,2001,2.7329
bdi,2002,18.25204
bdi,2003,5.6144
bdi,2004,4.51452
bdi,2005,-0.33371
bdi,2006,13.83319
bdi,2007,7.91511
bdi,2008,-6.19484
bdi,2009,3.27456
bdi,2010,3.55416
bdi,2011,4.49249
bdi,2012,0.02411
bdi,2013,6.66204
bdi,2014,9.84141
bdi,2015,-4.94904
bdi,2016,13.15155
bdi,2017,3.00361
bdi,2018,18.15767
bdi,2019,13.59927
bdi,2020,0.26541
ben,2005,3.5961
ben,2006,2.58815
ben,2007,4.34456
ben,2008,-1.36233
ben,2009,2.37743
ben,2010,4.19549
ben,2011,1.46803
ben,2012,-2.46961
ben,2013,3.83659
ben,2014,5.59999
ben,2015,4.26633
ben,2016,4.5801
ben,2017,7.32902
ben,2018,6.05231
ben,2019,7.11417
ben,2020,3.55709
bfa,2005,4.94407
bfa,2006,5.43552
bfa,2007,2.20438
bfa,2008,-3.82525
bfa,2009,2.51158
bfa,2010,1.28514
bfa,2011,-1.38853
bfa,2012,-0.74164
bfa,2013,7.57802
bfa,2014,5.99592
bfa,2015,7.54594
bfa,2016,2.62241
bfa,2017,5.44081
bfa,2018,5.62891
bfa,2019,4.99054
bfa,2020,-0.27848
bgd,1976,33.79506
bgd,1977,13.86156
bgd,1978,-12.26922
bgd,1979,-2.09487
bgd,1980,-5.98813
bgd,1981,1.12798
bgd,1982,1.16377
bgd,1983,2.43947
bgd,1984,3.02081
bgd,1985,-6.21193
bgd,1986,4.37451
bgd,1987,3.35322
bgd,1988,6.83736
bgd,1989,6.00689
bgd,1990,7.80322
bgd,1991,11.71899
bgd,1992,11.05036
bgd,1993,13.74097
bgd,1994,9.12576
bgd,1995,5.45528
bgd,1996,-5.16455
bgd,1997,8.85332
bgd,1998,7.82565
bgd,1999,8.97864
bgd,2000,8.9982
bgd,2001,9.25696
bgd,2002,8.3897
bgd,2003,5.88445
bgd,2004,5.58236
bgd,2005,5.76427
bgd,2006,5.46699
bgd,2007,5.78911
bgd,2008,4.66174
bgd,2009,6.14654
bgd,2010,4.73612
bgd,2011,5.0642
bgd,2012,5.34333
bgd,2013,5.98869
bgd,2014,6.88587
bgd,2015,5.51264
bgd,2016,3.44925
bgd,2017,3.06864
bgd,2018,3.83859
bgd,2019,4.87931
bgd,2020,4.04
bgr,1992,9.06848
bgr,1993,17.05249
bgr,1994,17.26117
bgr,1995,-23.99028
bgr,1996,139.96357
bgr,1997,-69.10632
bgr,1998,-14.83204
bgr,1999,9.85229
bgr,2000,3.69017
bgr,2001,4.70518
bgr,2002,5.16085
bgr,2003,6.21782
bgr,2004,3.11585
bgr,2005,1.93888
bgr,2006,2.00086
bgr,2007,-0.94555
bgr,2008,2.55403
bgr,2009,7.11671
bgr,2010,10.30141
bgr,2011,4.25629
bgr,2012,8.50746
bgr,2013,8.96499
bgr,2014,6.83032
bgr,2015,4.37321
bgr,2016,2.9722
bgr,2017,0.60039
bgr,2018,0.7009
bgr,2019,-0.65339
bgr,2020,0.12861
bhr,1986,31.89908
bhr,1987,6.79616
bhr,1988,5.67651
bhr,1989,4.26721
bhr,1990,3.41973
bhr,1991,11.47487
bhr,1992,15.81804
bhr,1993,14.2943
bhr,1994,3.15014
bhr,1995,10.4967
bhr,1996,12.09982
bhr,1997,11.16095
bhr,1998,20.28486
bhr,1999,8.84268
bhr,2000,-14.14586
bhr,2001,14.54559
bhr,2002,4.82736
bhr,2003,-0.28303
bhr,2004,-2.78109
bhr,2005,-5.19903
bhr,2006,-0.79675
bhr,2007,-0.15612
bhr,2008,-2.82102
bhr,2009,24.06197
bhr,2010,-0.18022
bhr,2011,-2.68453
bhr,2012,2.93185
bhr,2013,5.52962
bhr,2014,7.66733
bhr,2015,15.88629
bhs,1976,6.94439
bhs,1977,7.63924
bhs,1978,7.09268
bhs,1979,0.52592
bhs,1980,0.75129
bhs,1981,-5.68309
bhs,1982,7.04469
bhs,1983,4.73974
bhs,1984,7.58792
bhs,1985,1.72653
bhs,1986,4.38524
bhs,1987,2.2645
bhs,1988,7.40576
bhs,1989,7.05884
bhs,1990,3.7367
bhs,1991,6.28284
bhs,1992,4.02074
bhs,1993,8.38173
bhs,1994,4.59139
bhs,1995,5.90022
bhs,1996,5.70956
bhs,1997,-34.97681
bhs,1998,-5.52974
bhs,1999,6.13734
bhs,2000,5.03169
bhs,2001,5.6261
bhs,2002,1.96154
bhs,2003,4.79022
bhs,2004,4.74864
bhs,2005,0.46148
bhs,2006,4.6337
bhs,2007,2.4796
bhs,2008,3.9527
bhs,2009,6.60441
bhs,2010,5.9155
bhs,2011,5.97261
bhs,2012,1.4358
bhs,2013,3.16986
bhs,2014,0.91297
bhs,2015,-0.27631
bhs,2016,3.95374
bhs,2017,2.79739
bhs,2018,3.14478
bhs,2019,2.37777
bhs,2020,18.4147
bih,2002,7.32133
bih,2003,9.32754
bih,2004,7.94786
bih,2005,3.22395
bih,2006,0.19855
bih,2007,0.91803
bih,2008,-0.33262
bih,2009,7.73269
bih,2010,6.39215
bih,2011,4.88042
bih,2012,6.48156
bih,2013,7.27648
bih,2014,5.5853
bih,2015,4.36357
bih,2016,3.77805
bih,2017,2.63846
bih,2018,1.01483
bih,2019,0.6392
bih,2020,2.85275
blr,1992,-89.29939
blr,1993,-85.18833
blr,1994,-87.85286
blr,1995,-63.88726
blr,1996,5.60716
blr,1997,-23.21566
blr,1998,-28.08283
blr,1999,-63.76103
blr,2000,-41.22955
blr,2001,-18.14019
blr,2002,-5.52847
blr,2003,-5.13472
blr,2004,-4.70086
blr,2005,-6.39967
blr,2006,-1.72187
blr,2007,-3.80757
blr,2008,-10.4473
blr,2009,2.21158
blr,2010,-1.86342
blr,2011,-33.59695
blr,2012,-31.8271
blr,2013,-1.75162
blr,2014,0.53894
blr,2015,1.77624
blr,2016,5.59163
blr,2017,0.95336
blr,2018,-3.07064
blr,2019,0.3651
blr,2020,-0.97026
blz,1982,23.19035
blz,1983,6.3587
blz,1984,4.70818
blz,1985,16.69811
blz,1986,10.06628
blz,1987,4.1614
blz,1988,9.47879
blz,1989,11.48634
blz,1990,13.84487
blz,1991,17.99408
blz,1992,9.86069
blz,1993,12.5085
blz,1994,10.79098
blz,1995,9.08929
blz,1996,14.05778
blz,1997,18.03657
blz,1998,14.79726
blz,1999,18.95524
blz,2000,15.4555
blz,2001,15.80894
blz,2002,12.87993
blz,2003,17.59742
blz,2004,11.69853
blz,2005,11.06621
blz,2006,9.03602
blz,2007,9.40538
blz,2008,11.15379
blz,2009,17.28316
blz,2010,12.2045
blz,2011,8.92416
blz,2012,10.46782
blz,2013,8.96919
blz,2014,9.21649
blz,2015,9.65492
blz,2016,5.6558
blz,2017,7.29665
blz,2018,8.92364
blz,2019,7.25971
blz,2020,13.28456
bol,1987,31.09622
bol,1988,18.28446
bol,1989,21.28074
bol,1990,21.97114
bol,1991,19.93217
bol,1992,28.54477
bol,1993,44.40763
bol,1994,44.11316
bol,1995,35.53009
bol,1996,39.77987
bol,1997,41.9516
bol,1998,30.22905
bol,1999,32.18153
bol,2000,27.94839
bol,2001,17.8531
bol,2002,17.32306
bol,2003,10.65861
bol,2004,6.02233
bol,2005,10.07567
bol,2006,-1.55933
bol,2007,5.11063
bol,2008,3.16372
bol,2009,15.14604
bol,2010,1.04104
bol,2011,-3.21718
bol,2012,3.76719
bol,2013,4.77003
bol,2014,7.4912
bol,2015,13.3088
bol,2016,9.43472
bol,2017,1.93142
bol,2018,4.83326
bol,2019,9.15599
bol,2020,9.68597
bra,1997,65.40884
bra,1998,77.61684
bra,1999,67.06092
bra,2000,48.50473
bra,2001,45.63782
bra,2002,48.34044
bra,2003,46.4474
bra,2004,43.77915
bra,2005,44.63517
bra,2006,41.24033
bra,2007,35.02252
bra,2008,35.36676
bra,2009,34.79201
bra,2010,29.11581
bra,2011,32.83346
bra,2012,26.58209
bra,2013,18.49884
bra,2014,22.40367
bra,2015,33.83234
bra,2016,40.69836
bra,2017,41.71381
bra,2018,33.10233
bra,2019,31.83193
bra,2020,23.12502
brb,1981,-0.66128
brb,1982,3.2129
brb,1983,5.79891
brb,1984,6.00548
brb,1985,6.80889
brb,1986,4.39251
brb,1987,1.31569
brb,1988,6.50089
brb,1989,2.89551
brb,1990,7.41202
brb,1991,7.58061
brb,1992,11.18195
brb,1993,3.53751
brb,1994,6.72488
brb,1995,8.89348
brb,1996,7.27687
brb,1997,8.83542
brb,1998,0.96294
brb,1999,4.75174
brb,2000,11.66464
brb,2001,7.16632
brb,2002,7.52384
brb,2003,7.30264
brb,2004,2.36722
brb,2005,2.34273
brb,2006,5.77941
brb,2007,2.14158
brb,2008,8.23431
brb,2009,11.07564
brb,2010,4.7023
brb,2011,5.01249
brb,2012,9.31966
brb,2013,5.63579
brb,2014,7.79889
brb,2015,10.26999
brb,2016,8.09185
brb,2017,5.33568
brb,2018,5.13151
brb,2019,5.40756
brb,2020,3.2163
brn,1998,20.54135
brn,1999,-5.46085
brn,2000,-18.22701
brn,2001,11.74888
brn,2002,5.10668
brn,2003,-0.56983
brn,2004,-8.96239
brn,2005,-11.1701
brn,2006,-4.1325
brn,2007,4.33103
brn,2008,-6.3826
brn,2009,35.41512
brn,2010,-9.58818
brn,2011,-12.21538
brn,2012,4.22975
brn,2013,8.56291
brn,2014,7.48466
brn,2015,28.05388
brn,2016,16.14832
brn,2017,0.52052
brn,2018,-3.40389
brn,2019,9.14068
brn,2020,18.35814
btn,1982,7.18898
btn,1983,7.31781
btn,1984,4.39011
btn,1985,7.97249
btn,1986,7.29069
btn,1987,13.74744
btn,1988,0.03056
btn,1989,8.89335
btn,1990,8.28079
btn,1991,5.56145
btn,1992,7.41504
btn,1993,7.82073
btn,1994,3.77606
btn,1995,7.12533
btn,1996,7.29551
btn,1997,2.73954
btn,1998,4.79125
btn,1999,9.25847
btn,2000,8.05756
btn,2001,9.96157
btn,2002,10.21726
btn,2003,11.76075
btn,2004,10.89153
btn,2005,8.11804
btn,2006,8.13902
btn,2007,10.72966
btn,2008,7.90793
btn,2009,8.58537
btn,2010,7.61646
btn,2011,5.05915
btn,2012,4.4148
btn,2013,7.71481
btn,2014,6.6442
btn,2015,10.94929
btn,2016,9.35646
btn,2017,8.7009
btn,2018,12.02904
btn,2019,12.98421
btn,2020,6.68872
bwa,1980,-1.55665
bwa,1981,9.72191
bwa,1982,19.78189
bwa,1983,4.2572
bwa,1984,-2.96896
bwa,1985,-9.27115
bwa,1986,-2.68386
bwa,1987,-2.3906
bwa,1988,-12.11417
bwa,1989,-5.26368
bwa,1990,1.48164
bwa,1991,6.32798
bwa,1992,6.90245
bwa,1993,1.63797
bwa,1994,4.06789
bwa,1995,6.77649
bwa,1996,-1.38848
bwa,1997,8.53034
bwa,1998,3.34969
bwa,1999,0.47326
bwa,2000,1.14583
bwa,2001,6.86638
bwa,2002,14.8447
bwa,2003,12.72616
bwa,2004,5.15196
bwa,2005,0.23018
bwa,2006,8.36042
bwa,2007,10.75731
bwa,2008,11.27885
bwa,2009,6.85039
bwa,2010,2.33045
bwa,2011,-2.59576
bwa,2012,10.7853
bwa,2013,7.70223
bwa,2014,1.11395
bwa,2015,3.9819
bwa,2016,-3.92512
bwa,2017,9.78137
bwa,2018,6.85464
bwa,2019,5.92378
bwa,2020,0.09323
can,1961,3.08435
can,1962,4.34479
can,1963,3.52987
can,1964,2.83586
can,1965,1.91334
can,1966,0.99917
can,1967,1.44392
can,1968,2.74647
can,1969,2.986
can,1998,5.66542
can,1999,3.26586
can,2000,2.55943
can,2001,3.69299
can,2002,3.33671
can,2003,3.38907
can,2004,1.51851
can,2005,3.01241
can,2006,4.69674
can,2007,7.56411
can,2008,0.71687
can,2009,4.81875
can,2010,-0.23897
can,2011,-0.2274
can,2012,1.76667
can,2013,1.24099
can,2014,1.03527
can,2015,3.68402
can,2016,1.93141
can,2017,0.13163
che,2008,1.84859
che,2009,2.3234
che,2010,2.39081
che,2011,2.7521
che,2012,2.6922
che,2013,2.71311
che,2014,3.29984
che,2015,3.93238
che,2016,3.26286
che,2017,3.01355
che,2018,1.86506
che,2019,2.74157
che,2020,3.15357
chl,1985,-1.21143
chl,1986,4.03791
chl,1987,5.41693
chl,1988,-0.41445
chl,1989,19.56213
chl,1990,21.5547
chl,1991,5.91843
chl,1992,9.25943
chl,1993,10.86031
chl,1994,5.1332
chl,1995,5.80121
chl,1996,13.54001
chl,1997,12.23407
chl,1998,18.92962
chl,1999,10.11319
chl,2000,10.13845
chl,2001,7.7316
chl,2002,4.22276
chl,2003,1.52987
chl,2004,-2.52433
chl,2005,-0.89649
chl,2006,-3.71134
chl,2007,3.16433
chl,2008,13.32233
chl,2009,2.48041
chl,2010,-3.8614
chl,2011,5.73861
chl,2012,8.82734
chl,2013,7.14402
chl,2014,2.06948
chl,2015,0.53489
chl,2016,1.07062
chl,2017,-0.21897
chl,2018,1.77552
chn,1980,1.24164
chn,1981,2.62034
chn,1982,7.35067
chn,1983,5.9741
chn,1984,2.14956
chn,1985,-2.07732
chn,1986,3.10596
chn,1987,2.70024
chn,1988,-2.77203
chn,1989,2.52069
chn,1990,3.45164
chn,1991,1.80431
chn,1992,0.41564
chn,1993,-3.65137
chn,1994,-7.98974
chn,1995,-1.41265
chn,1996,3.35497
chn,1997,6.9117
chn,1998,7.35648
chn,1999,7.20405
chn,2000,3.71066
chn,2001,3.72666
chn,2002,4.67972
chn,2003,2.63815
chn,2004,-1.28281
chn,2005,1.61328
chn,2006,2.11058
chn,2007,-0.25957
chn,2008,-2.30562
chn,2009,5.53112
chn,2010,-1.0024
chn,2011,-1.40243
chn,2012,3.5852
chn,2013,3.75539
chn,2014,4.52231
chn,2015,4.35307
chn,2016,2.90182
chn,2017,0.11255
chn,2018,0.8215
chn,2019,3.02362
chn,2020,3.70166
civ,2005,5.76399
civ,2006,3.33183
civ,2007,1.61329
civ,2008,-0.36894
civ,2009,3.72473
civ,2010,3.54339
civ,2011,-0.42892
civ,2012,5.46535
civ,2013,2.34336
civ,2014,0.8917
civ,2015,0.36123
civ,2016,7.54304
civ,2017,7.10822
cod,2006,29.21733
cod,2007,22.22435
cod,2008,18.83434
cod,2009,24.69477
cod,2010,29.58283
cod,2011,26.33035
cod,2012,21.24474
cod,2013,16.14723
cod,2014,17.52474
cod,2015,20.76675
cod,2016,14.08406
cod,2017,-15.69025
cod,2018,-3.91846
cod,2019,21.8542
cod,2020,18.00905
col,1986,8.55563
col,1987,13.86605
col,1988,11.19027
col,1989,14.20066
col,1990,-5.09823
col,1991,15.28657
col,1992,11.45806
col,1993,8.35841
col,1994,14.54667
col,1995,19.54132
col,1996,20.95821
col,1997,14.43888
col,1998,23.37815
col,1999,14.91957
col,2000,-11.13796
col,2001,13.33248
col,2002,9.7752
col,2003,7.8238
col,2004,7.27051
col,2005,9.36261
col,2006,6.6973
col,2007,9.67644
col,2008,8.82102
col,2009,8.59455
col,2010,5.37222
col,2011,4.54296
col,2012,8.65535
col,2013,8.90797
col,2014,8.44295
col,2015,8.78547
col,2016,9.0321
col,2017,8.13449
col,2018,7.15307
col,2019,7.45918
col,2020,8.32647
com,1999,7.42388
com,2000,17.22842
com,2001,3.10229
com,2002,7.51588
com,2003,6.39462
com,2004,7.36218
com,2005,10.65048
com,2006,7.16631
com,2007,6.71697
com,2008,7.16791
com,2009,9.378
com,2010,8.70267
com,2011,7.18903
com,2012,6.00711
com,2013,8.63216
com,2014,9.57778
com,2015,11.04652
com,2016,8.63714
com,2017,10.05696
com,2018,8.50823
com,2019,6.24982
com,2020,6.32603
cpv,2006,5.89106
cpv,2007,1.65481
cpv,2008,6.22244
cpv,2009,8.61469
cpv,2010,10.48187
cpv,2011,6.94842
cpv,2012,9.29596
cpv,2013,8.96365
cpv,2014,11.05676
cpv,2015,8.5216
cpv,2016,9.86118
cpv,2017,8.74307
cpv,2018,7.33729
cpv,2019,8.52983
cpv,2020,9.13536
cri,1982,-32.12862
cri,1983,-4.40661
cri,1984,1.11873
cri,1985,0.30814
cri,1986,3.17598
cri,1987,12.41911
cri,1988,8.28771
cri,1989,12.079
cri,1990,11.81697
cri,1991,-15.71774
cri,1992,7.29313
cri,1993,17.73456
cri,1994,15.00414
cri,1995,12.75094
cri,1996,9.732
cri,1997,6.79873
cri,1998,9.41157
cri,1999,13.24651
cri,2000,14.16902
cri,2001,12.86157
cri,2002,15.14733
cri,2003,13.49782
cri,2004,8.88855
cri,2005,10.30189
cri,2006,8.14628
cri,2007,2.06444
cri,2008,3.95222
cri,2009,9.13572
cri,2010,9.81159
cri,2011,11.04527
cri,2012,12.86966
cri,2013,10.133
cri,2014,8.18792
cri,2015,9.88706
cri,2016,9.49388
cri,2017,8.26983
cri,2018,8.73921
cri,2019,6.4275
cri,2020,6.42053
cze,1993,-5.73344
cze,1994,0.69107
cze,1995,3.65558
cze,1996,2.40123
cze,1997,4.51721
cze,1998,2.73132
cze,1999,5.47581
cze,2000,5.22389
cze,2001,2.19959
cze,2002,3.89374
cze,2003,4.59702
cze,2004,1.90146
cze,2005,5.67633
cze,2006,4.90746
cze,2007,2.17113
cze,2008,4.15856
cze,2009,3.31632
cze,2010,7.41889
cze,2011,5.73959
cze,2012,3.89923
cze,2013,3.55665
cze,2014,2.01443
cze,2015,3.25793
cze,2016,2.73458
cze,2017,2.25335
cze,2018,0.94915
cze,2019,-0.19611
cze,2020,-1.00683
dma,1982,5.22373
dma,1983,2.78565
dma,1984,4.74148
dma,1985,2.62326
dma,1986,5.06192
dma,1987,5.26342
dma,1988,6.46718
dma,1989,2.62858
dma,1990,7.79843
dma,1991,3.31217
dma,1992,6.83639
dma,1993,9.00286
dma,1994,3.68913
dma,1995,10.63345
dma,1996,7.90722
dma,1997,9.58963
dma,1998,8.51613
dma,1999,8.64014
dma,2000,13.70791
dma,2001,8.87051
dma,2002,10.10244
dma,2003,15.0907
dma,2004,4.9613
dma,2005,11.53343
dma,2006,6.97033
dma,2007,7.52816
dma,2008,7.44339
dma,2009,1.86603
dma,2010,9.13093
dma,2011,7.03647
dma,2012,11.2247
dma,2013,5.31781
dma,2014,8.98958
dma,2015,1.72959
dma,2016,4.20581
dma,2017,11.65346
dma,2018,4.03828
dma,2019,4.1592
dma,2020,8.12387
dom,1991,-33.3568
dom,1992,21.5706
dom,1993,23.72389
dom,1994,16.8375
dom,1995,19.17889
dom,1996,19.35418
dom,1997,10.55751
dom,1998,17.96897
dom,1999,20.42762
dom,2000,18.27424
dom,2001,17.18452
dom,2002,17.89582
dom,2003,-1.55091
dom,2004,-8.63525
dom,2005,17.32624
dom,2006,12.03451
dom,2007,7.60974
dom,2008,8.65401
dom,2009,14.14295
dom,2010,6.34772
dom,2011,6.93059
dom,2012,9.88059
dom,2013,8.49971
dom,2014,9.18433
dom,2015,12.10555
dom,2016,12.83461
dom,2017,9.33816
dom,2018,8.07923
dom,2019,9.71576
dom,2020,5.97396
dza,1995,-7.90217
dza,1996,-4.04921
dza,1997,8.13665
dza,1998,15.10401
dza,1999,-0.09592
dza,2000,-10.33438
dza,2001,10.02084
dza,2002,7.16825
dza,2003,-0.18991
dza,2004,-3.78416
dza,2005,-6.99705
dza,2006,-2.30374
dza,2007,1.50821
dza,2008,-6.3399
dza,2009,21.56907
dza,2010,-6.99275
dza,2011,-8.65109
dza,2012,0.50407
dza,2013,8.10086
dza,2014,8.32561
dza,2015,15.45326
dza,2016,6.35272
dza,2017,1.51268
dza,2018,1.06404
dza,2019,8.50784
dza,2020,14.29598
egy,1976,-3.16791
egy,1977,-3.11968
egy,1978,0.56509
egy,1979,-9.31164
egy,1980,0.80269
egy,1981,17.58479
egy,1982,-7.80148
egy,1983,2.03008
egy,1984,6.23807
egy,1985,3.06872
egy,1986,1.88246
egy,1987,3.43557
egy,1988,3.15863
egy,1989,-0.67491
egy,1990,1.06754
egy,1991,3.20464
egy,1992,1.67092
egy,1993,9.10124
egy,1994,7.43542
egy,1995,4.55216
egy,1996,7.91322
egy,1997,3.56345
egy,1998,10.3919
egy,1999,11.93582
egy,2000,8.9196
egy,2001,11.21451
egy,2002,10.30003
egy,2003,6.32703
egy,2004,1.5269
egy,2005,6.52364
egy,2006,4.8808
egy,2007,-0.07763
egy,2008,0.10785
egy,2009,0.71004
egy,2010,0.81872
egy,2011,-0.56388
egy,2012,-6.26272
egy,2013,3.29216
egy,2014,0.41413
egy,2015,1.54107
egy,2016,6.92201
egy,2017,-3.87005
egy,2018,-2.56086
egy,2019,2.19507
egy,2020,4.84409
eth,1985,-17.67066
eth,1986,13.22028
eth,1987,12.90949
eth,1988,2.80732
eth,1989,0.3933
eth,1990,2.64219
eth,1991,-10.98742
eth,1992,-6.51959
eth,1993,0.54961
eth,1994,11.07756
eth,1995,2.10899
eth,1996,13.6449
eth,1997,10.27212
eth,1998,10.66616
eth,1999,8.17719
eth,2000,1.30357
eth,2001,17.63548
eth,2002,12.74395
eth,2003,-5.11491
eth,2004,2.97238
eth,2005,-2.61706
eth,2006,-4.08091
eth,2007,-8.29255
eth,2008,-17.12178
fji,1992,5.77887
fji,1993,4.33787
fji,1994,10.52647
fji,1995,9.99411
fji,1996,8.03929
fji,1997,7.49018
fji,1998,2.037
fji,1999,1.90572
fji,2000,13.76717
fji,2001,4.93889
fji,2002,4.63466
fji,2003,-0.09311
fji,2004,4.86843
fji,2005,0.12638
fji,2006,3.47308
fji,2007,5.80554
fji,2008,5.7158
fji,2009,6.37408
fji,2010,3.12757
