geo,time,gc_xpn_totl_gd_zs
gab,2016,17.0855
gab,2017,15.66749
gab,2018,13.69764
gab,2019,13.54187
gbr,1972,29.51186
gbr,1973,28.83808
gbr,1974,33.25357
gbr,1975,36.48901
gbr,1976,36.44496
gbr,1977,34.52817
gbr,1978,34.48902
gbr,1979,33.97992
gbr,1980,35.55988
gbr,1981,37.48444
gbr,1982,37.67155
gbr,1983,36.88162
gbr,1984,36.81956
gbr,1985,35.93276
gbr,1986,34.97786
gbr,1987,33.13741
gbr,1988,30.97244
gbr,1989,29.65462
gbr,1990,32.58304
gbr,1991,34.78408
gbr,1992,37.64063
gbr,1993,37.36898
gbr,1994,37.07977
gbr,1995,35.28096
gbr,1996,34.04522
gbr,1997,33.03978
gbr,1998,32.38627
gbr,1999,32.11772
gbr,2000,32.6102
gbr,2001,33.00905
gbr,2002,34.30158
gbr,2003,35.59378
gbr,2004,36.12124
gbr,2005,36.61914
gbr,2006,36.73819
gbr,2007,36.95595
gbr,2008,39.67082
gbr,2009,42.10286
gbr,2010,42.68832
gbr,2011,41.45944
gbr,2012,42.14703
gbr,2013,39.90079
gbr,2014,39.20376
gbr,2015,38.32836
gbr,2016,37.26901
gbr,2017,36.74294
gbr,2018,36.48543
gbr,2019,36.20561
geo,1995,14.20111
geo,1996,17.43053
geo,1997,20.07728
geo,1998,17.11037
geo,1999,17.04271
geo,2000,15.07835
geo,2001,16.05933
geo,2002,15.41175
geo,2003,14.58063
geo,2004,19.75306
geo,2005,21.75219
geo,2006,23.42729
geo,2007,26.13071
geo,2008,29.53567
geo,2009,31.31324
geo,2010,25.43306
geo,2011,23.70333
geo,2012,24.86989
geo,2013,25.07073
geo,2014,26.74142
geo,2015,28.18771
geo,2016,29.24852
geo,2017,27.24329
geo,2018,24.12947
geo,2019,24.59766
geo,2020,29.31654
gha,2001,18.71164
gha,2002,20.02903
gha,2003,22.02038
gha,2004,23.47931
gha,2005,22.74579
gha,2006,15.62065
gha,2007,17.86514
gha,2008,20.54609
gha,2009,18.02795
gha,2010,20.1575
gha,2011,21.14093
gha,2012,26.88392
gha,2013,19.28113
gha,2014,18.18159
gha,2015,30.01275
gha,2016,18.28959
gha,2017,17.35524
gha,2018,17.60185
gha,2019,17.51094
gin,1989,11.12885
gin,1990,11.51446
gin,1991,11.29658
gin,1992,9.43305
gmb,1990,17.16007
gnb,2017,12.62713
gnb,2019,14.64657
gnq,2006,3.68613
gnq,2007,3.42602
gnq,2008,4.15894
gnq,2009,4.86568
gnq,2010,5.62325
gnq,2011,4.97368
gnq,2012,7.13381
gnq,2013,8.04261
gnq,2014,7.09212
gnq,2015,9.9433
gnq,2016,10.24574
gnq,2017,9.90214
gnq,2018,10.32139
gnq,2019,11.35728
grc,1972,16.09428
grc,1973,15.80969
grc,1974,18.19953
grc,1975,17.90482
grc,1976,19.36354
grc,1977,20.30912
grc,1978,20.15287
grc,1979,19.97638
grc,1980,21.39792
grc,1981,24.17743
grc,1982,33.69674
grc,1983,27.37901
grc,1984,31.24599
grc,1985,31.57906
grc,1986,31.39804
grc,1987,34.33876
grc,1988,34.12577
grc,1989,38.27188
grc,1990,42.29029
grc,1995,42.86316
grc,1996,42.41404
grc,1997,42.40962
grc,1998,42.7071
grc,1999,41.79276
grc,2000,42.84684
grc,2001,42.43404
grc,2002,41.99785
grc,2003,42.02233
grc,2004,43.45283
grc,2005,42.94319
grc,2006,42.4196
grc,2007,44.04958
grc,2008,47.21097
grc,2009,51.26546
grc,2010,50.95705
grc,2011,54.82907
grc,2012,56.0806
grc,2013,60.15697
grc,2014,48.95056
grc,2015,51.2857
grc,2016,48.24344
grc,2017,47.5706
grc,2018,47.88545
grc,2019,46.69621
gtm,1990,9.13127
gtm,1991,8.15939
gtm,1992,9.62236
gtm,1993,8.62665
gtm,1994,7.943
gtm,1995,7.56205
gtm,1996,7.99635
gtm,1997,8.26735
gtm,1998,9.41326
gtm,1999,10.5182
gtm,2000,10.94
gtm,2001,13.39916
gtm,2002,12.98161
gtm,2003,14.57289
gtm,2004,12.87859
gtm,2005,13.03938
gtm,2006,13.22465
gtm,2007,12.65967
gtm,2008,11.8742
gtm,2009,12.62166
gtm,2010,12.85781
gtm,2011,12.74531
gtm,2012,13.1714
gtm,2013,13.0331
gtm,2014,12.61083
gtm,2015,12.14206
gtm,2016,12.25429
gtm,2017,12.33185
gtm,2018,12.47002
gtm,2019,12.59853
hnd,1972,13.16937
hnd,1973,11.13425
hnd,1974,10.65249
hnd,1975,11.89947
hnd,1976,12.55564
hnd,2003,20.90258
hnd,2004,19.54129
hnd,2005,19.88159
hnd,2006,19.90821
hnd,2007,22.42386
hnd,2008,22.047
hnd,2009,23.60762
hnd,2010,22.74801
hnd,2011,22.50415
hnd,2012,23.49927
hnd,2013,23.89384
hnd,2014,24.24192
hnd,2015,21.97609
hrv,2001,43.31285
hrv,2002,41.96926
hrv,2003,39.41076
hrv,2004,38.81213
hrv,2005,38.21583
hrv,2006,37.92565
hrv,2007,37.04117
hrv,2008,36.95187
hrv,2009,39.65176
hrv,2010,41.24836
hrv,2011,41.65396
hrv,2012,40.49655
hrv,2013,39.72961
hrv,2014,41.07861
hrv,2015,40.21657
hrv,2016,39.38783
hrv,2017,38.12223
hrv,2018,38.14091
hrv,2019,37.60939
hun,1991,49.75536
hun,1992,51.45357
hun,1993,50.4249
hun,1994,51.13101
hun,1995,51.04706
hun,1996,46.90045
hun,1997,44.62858
hun,1998,45.16943
hun,1999,43.93702
hun,2000,41.35713
hun,2001,40.93949
hun,2002,42.91749
hun,2003,42.66265
hun,2004,41.60227
hun,2005,41.77787
hun,2006,42.81677
hun,2007,42.3628
hun,2008,44.27521
hun,2009,44.98449
hun,2010,43.50888
hun,2011,44.96356
hun,2012,44.58481
hun,2013,46.9156
hun,2014,45.00711
hun,2015,43.2573
hun,2016,43.50758
hun,2017,41.83643
hun,2018,39.60009
hun,2019,39.08942
idn,1972,10.42945
idn,1973,11.31282
idn,1974,13.2331
idn,1975,13.27269
idn,1976,12.91808
idn,1977,12.27204
idn,1978,12.40218
idn,1979,13.26759
idn,1980,13.54364
idn,1981,13.75608
idn,1982,13.5597
idn,1983,13.379
idn,1984,12.58403
idn,1985,13.64959
idn,1986,14.65295
idn,1987,11.89022
idn,1988,11.23467
idn,1989,11.57881
idn,1990,12.72104
idn,1991,11.23762
idn,1992,11.7102
idn,1993,10.70964
idn,1994,9.98483
idn,1995,9.71103
idn,1996,10.36281
idn,1997,12.91962
idn,1998,13.42967
idn,1999,16.32917
idn,2002,15.71345
idn,2003,16.25793
idn,2004,16.85394
idn,2008,18.44857
idn,2009,15.3673
idn,2010,14.0121
idn,2011,15.02466
idn,2012,15.61346
idn,2013,15.37502
idn,2014,15.90537
idn,2015,14.50132
idn,2016,14.87298
idn,2017,14.29903
idn,2018,14.8191
idn,2019,14.4948
ind,1974,8.73291
ind,1975,10.11237
ind,1976,10.62937
ind,1977,10.50532
ind,1978,11.26994
ind,1979,12.31445
ind,1980,11.70248
ind,1981,11.37603
ind,1982,11.95987
ind,1983,12.07779
ind,1984,13.14296
ind,1985,14.37895
ind,1986,15.33864
ind,1987,15.76722
ind,1988,15.5195
ind,1989,15.97153
ind,1990,15.48422
ind,1991,15.33898
ind,1992,15.11648
ind,1993,15.14511
ind,1994,14.60329
ind,1995,14.24573
ind,1996,14.08071
ind,1997,14.59748
ind,1998,14.40763
ind,1999,14.80404
ind,2000,15.4104
ind,2001,15.54563
ind,2002,16.05295
ind,2003,15.57759
ind,2004,15.13348
ind,2005,15.17398
ind,2006,15.18948
ind,2007,15.25786
ind,2008,17.22767
ind,2009,16.85189
ind,2010,16.50514
ind,2011,14.48984
ind,2012,16.16671
ind,2013,16.63868
ind,2014,14.80314
ind,2015,15.12569
ind,2016,15.27195
ind,2017,15.61411
ind,2018,15.67367
irl,1972,28.65912
irl,1973,28.65308
irl,1974,31.5304
irl,1975,34.82405
irl,1976,35.31684
irl,1977,34.10195
irl,1978,35.35667
irl,1979,36.92361
irl,1980,40.28995
irl,1981,42.17221
irl,1982,45.5779
irl,1983,46.50053
irl,1984,45.02562
irl,1985,45.86467
irl,1986,45.0347
irl,1987,44.71425
irl,1988,41.07611
irl,1989,35.16969
irl,1990,35.74206
irl,1991,37.12488
irl,1992,37.5822
irl,1993,37.62977
irl,1994,37.11573
irl,1995,37.20855
irl,1996,35.35852
irl,1997,33.07404
irl,1998,31.09597
irl,1999,29.40919
irl,2000,27.68881
irl,2001,28.9797
irl,2002,29.47424
irl,2003,29.7252
irl,2004,29.71846
irl,2005,30.42518
irl,2006,30.6618
irl,2007,31.928
irl,2008,37.06943
irl,2009,44.04367
irl,2010,62.37023
irl,2011,44.24991
irl,2012,40.0269
irl,2013,38.4539
irl,2014,35.17774
irl,2015,27.42274
irl,2016,26.17789
irl,2017,24.66473
irl,2018,23.54984
irl,2019,22.15916
irn,1972,20.76383
irn,1973,18.47284
irn,1974,33.07317
irn,1975,34.07116
irn,1976,29.4212
irn,1977,27.96257
irn,1978,29.27784
irn,1979,25.89646
irn,1980,27.35572
irn,1981,27.17882
irn,1982,22.99978
irn,1983,20.31905
irn,1984,18.54621
irn,1985,18.34192
irn,1986,17.44263
irn,1987,16.81618
irn,1988,18.34926
irn,1989,14.99586
irn,1990,14.6673
irn,1991,13.20432
irn,1992,13.89206
irn,1993,14.83137
irn,1994,15.53836
irn,1995,14.87712
irn,1996,15.61048
irn,1997,15.92132
irn,1998,18.16784
irn,1999,16.58077
irn,2000,15.59063
irn,2001,17.54634
irn,2002,17.48591
irn,2003,17.17553
irn,2004,16.65291
irn,2005,19.42024
irn,2006,20.71788
irn,2007,16.82577
irn,2008,18.25101
irn,2009,19.63739
irq,2014,25.70901
irq,2015,27.03093
irq,2016,26.56002
irq,2017,25.97498
irq,2018,24.48342
irq,2019,27.44053
isl,1972,22.87212
isl,1973,23.70021
isl,1974,26.84173
isl,1975,26.3785
isl,1976,22.51335
isl,1977,22.50424
isl,1978,23.58215
isl,1979,24.64216
isl,1980,22.85625
isl,1981,23.36282
isl,1982,24.32975
isl,1983,25.83187
isl,1984,23.19916
isl,1985,25.15446
isl,1986,27.8908
isl,1987,26.72782
isl,1988,29.80677
isl,1989,31.34734
isl,1990,29.42206
isl,1991,30.66232
isl,1992,31.09579
isl,1993,30.32172
isl,1994,30.05907
isl,1995,30.24037
isl,1996,29.91557
isl,1997,27.20727
isl,1998,29.30632
isl,1999,29.88124
isl,2000,29.34455
isl,2001,29.57257
isl,2002,30.4427
isl,2003,31.93998
isl,2004,30.51196
isl,2005,33.3084
isl,2006,32.64145
isl,2007,32.3697
isl,2008,50.81528
isl,2009,41.65523
isl,2010,37.96215
isl,2011,38.45446
isl,2012,37.06907
isl,2013,34.6598
isl,2014,34.33424
isl,2015,32.21064
isl,2016,35.48876
isl,2017,31.45025
isl,2018,30.85744
isl,2019,30.85021
isr,1995,40.48767
isr,1996,41.59458
isr,1997,40.93644
isr,1998,40.66236
isr,1999,40.04487
isr,2000,41.86343
isr,2001,44.36604
isr,2002,48.19768
isr,2003,43.43091
isr,2004,41.76164
isr,2005,41.23314
isr,2006,40.44591
isr,2007,38.83724
isr,2008,39.33843
isr,2009,39.43413
isr,2010,37.87106
isr,2011,37.55189
isr,2012,37.62792
isr,2013,37.5301
isr,2014,36.18664
isr,2015,35.60187
isr,2016,35.4925
isr,2017,36.36862
isr,2018,36.68414
isr,2019,36.29253
ita,1973,26.62007
ita,1974,26.58107
ita,1975,31.03018
ita,1976,30.00986
ita,1977,30.16161
ita,1978,33.88777
ita,1979,35.73075
ita,1980,38.57083
ita,1986,46.14674
ita,1987,46.99084
ita,1988,42.42
ita,1989,43.31061
ita,1990,43.24297
ita,1991,44.07993
ita,1992,47.0796
ita,1993,48.12943
ita,1994,45.87713
ita,1995,48.18369
ita,1996,47.42374
ita,1997,45.09449
ita,1998,41.21021
ita,1999,41.0038
ita,2000,39.47982
ita,2001,40.00669
ita,2002,39.47221
ita,2003,39.6242
ita,2004,38.83651
ita,2005,39.14142
ita,2006,39.76011
ita,2007,39.20959
ita,2008,40.60135
ita,2009,44.0302
ita,2010,42.75211
ita,2011,41.88989
ita,2012,43.61297
ita,2013,43.71065
ita,2014,43.64511
ita,2015,43.61729
ita,2016,43.27195
ita,2017,42.90108
ita,2018,42.52748
ita,2019,42.3826
jam,1988,24.445
jam,1989,24.2547
jam,1990,22.64286
jam,1991,21.3846
jam,1992,20.107
jam,1993,18.69211
jam,1994,19.09876
jam,1995,19.22652
jam,1996,23.40072
jam,1997,24.24798
jam,1998,26.38555
jam,1999,26.85047
jam,2000,24.74383
jam,2001,26.87609
jam,2002,29.9817
jam,2003,31.81721
jam,2004,30.25434
jam,2005,27.45346
jam,2006,28.62361
jam,2007,28.55338
jam,2008,31.09443
jam,2009,36.33136
jam,2010,28.90175
jam,2011,28.20108
jam,2012,27.51037
jam,2013,25.01599
jam,2014,25.68045
jam,2015,25.78647
jam,2016,26.20143
jam,2017,26.6616
jam,2018,26.55779
jam,2019,25.78994
jor,1990,29.69075
jor,1991,28.95673
jor,1992,24.68398
jor,1993,25.89638
jor,1994,24.92228
jor,1995,26.14053
jor,1996,28.80437
jor,1997,28.41862
jor,1998,28.5165
jor,1999,26.77338
jor,2000,27.12038
jor,2001,26.98764
jor,2002,28.33694
jor,2003,29.46592
jor,2004,32.13872
jor,2005,35.64897
jor,2006,32.75373
jor,2007,33.88395
jor,2008,30.46801
jor,2009,29.21382
jor,2010,26.24033
jor,2011,28.84771
jor,2012,28.87464
jor,2013,26.24
jor,2014,27.48776
jor,2015,25.7147
jor,2016,25.85784
jor,2017,25.682
jor,2018,26.56077
jor,2019,26.24833
kaz,1997,18.74242
kaz,1998,16.64721
kaz,1999,14.18231
kaz,2000,13.72158
kaz,2001,13.56822
kaz,2002,12.6911
kaz,2003,13.88722
kaz,2004,14.07074
kaz,2010,16.46783
kaz,2011,15.20708
kaz,2012,15.79604
kaz,2013,14.60898
kaz,2014,15.30891
kaz,2015,15.48714
kaz,2016,16.33094
kaz,2017,19.02614
kaz,2018,14.70504
kaz,2019,16.06421
ken,2014,20.5375
ken,2015,20.71507
ken,2016,22.19098
ken,2017,25.12851
ken,2018,23.63518
ken,2019,18.76546
kgz,2014,25.99767
kgz,2015,27.24195
kgz,2016,27.0351
kgz,2017,26.04977
kgz,2018,25.48525
kgz,2019,24.52129
khm,2002,9.38059
khm,2003,9.29103
khm,2004,8.18001
khm,2005,7.59088
khm,2006,8.58695
khm,2007,8.20115
khm,2008,8.56012
khm,2009,10.9657
khm,2010,10.63277
khm,2011,11.05141
khm,2012,10.57334
khm,2013,11.86137
khm,2014,12.45269
khm,2015,12.04555
khm,2016,12.98964
khm,2017,14.29445
khm,2018,14.52011
khm,2019,15.7826
kir,2011,63.93561
kir,2012,67.63807
kir,2013,65.60912
kir,2014,61.57206
kir,2015,65.75069
kir,2016,71.08549
kir,2017,76.65705
kir,2018,71.99674
kir,2019,80.71474
kna,1990,17.56734
kna,1991,17.1548
kna,1992,16.81019
kna,1993,17.31822
kna,1994,18.38054
kna,2000,25.94423
kna,2001,24.8161
kna,2002,21.04461
kna,2003,21.50192
kna,2004,21.05054
kna,2005,22.14033
kna,2006,20.48144
kna,2007,20.35501
kna,2008,26.43712
kna,2009,27.00282
kna,2010,25.82949
kna,2011,26.94445
kna,2012,25.28596
kna,2013,24.72369
kna,2014,25.13082
kna,2015,25.62828
kna,2016,25.79222
kna,2017,22.84358
kor,1972,15.48844
kor,1973,11.30751
kor,1974,12.35927
kor,1975,13.83778
kor,1976,14.56525
kor,1977,13.6231
kor,1978,13.59995
kor,1979,14.65019
kor,1980,15.01066
kor,1981,14.88027
kor,1982,15.91472
kor,1983,14.16714
kor,1984,13.69999
kor,1985,13.89203
kor,1986,13.2426
kor,1987,12.65676
kor,1988,12.21962
kor,1989,13.10903
kor,1990,13.25962
kor,1991,13.18041
kor,1992,13.41929
kor,1993,13.1188
kor,1994,13.18788
kor,1995,13.05068
kor,1996,13.25005
kor,1997,13.05106
kor,1998,15.27452
kor,1999,14.84594
kor,2000,15.39092
kor,2001,16.33076
kor,2002,15.43953
kor,2003,17.30113
kor,2004,17.16884
kor,2005,17.81947
kor,2006,18.5519
kor,2007,18.02112
kor,2008,18.31723
kor,2009,19.30229
kor,2010,17.62713
kor,2011,18.13577
kor,2012,24.63344
kor,2013,24.03261
kor,2014,23.61889
kor,2015,23.48943
kor,2016,23.50455
kor,2017,23.96287
kor,2018,24.91804
kor,2019,27.51245
kwt,1972,20.69672
kwt,1973,22.94121
kwt,1974,19.40729
kwt,1977,24.41192
kwt,1978,24.50578
kwt,1979,16.33089
kwt,1980,18.86061
kwt,1981,24.27782
kwt,1982,30.82594
kwt,1983,35.52266
kwt,1984,31.78423
kwt,1985,33.45768
kwt,1986,38.61375
kwt,1987,30.57756
kwt,1988,39.54479
kwt,1989,34.74779
kwt,1990,48.04793
kwt,1991,210.20513
kwt,1992,92.25092
kwt,1993,55.15677
kwt,1994,52.16802
kwt,1995,46.41418
kwt,1996,41.77493
kwt,1997,38.17872
kwt,1998,46.50604
kwt,2001,43.50467
kwt,2002,41.41501
kwt,2003,37.78597
kwt,2004,35.27491
kwt,2005,28.51245
kwt,2006,34.55437
lbn,1998,26.17867
lbn,1999,28.05552
lbn,2000,30.51076
lbn,2001,29.00928
lbn,2002,28.35204
lbn,2003,30.47227
lbn,2004,26.84614
lbn,2005,26.84398
lbn,2006,31.71239
lbn,2007,31.57111
lbn,2008,30.54916
lbn,2009,28.78526
lbn,2010,25.84334
lbn,2011,26.39701
lbn,2012,26.78753
lbn,2013,26.67536
lbn,2014,25.92629
lbn,2015,22.83507
lbn,2016,25.72528
lbn,2017,25.83881
lbn,2018,29.1473
lbn,2019,28.99217
lca,2000,14.63149
lca,2001,16.6378
lca,2002,16.68687
lca,2003,17.50139
lca,2004,17.02734
lca,2005,15.66092
lca,2006,14.15627
lca,2007,13.37191
lca,2008,16.16208
lca,2009,17.48979
lca,2010,18.01524
lca,2011,17.50263
lca,2012,19.05561
lca,2013,18.86414
lca,2014,18.64505
lca,2015,18.18831
lca,2016,18.20073
lca,2017,17.62623
lka,1990,24.63609
lka,1991,25.51075
lka,1992,23.9798
lka,1993,22.83887
lka,1994,24.302
lka,1995,25.95077
lka,1996,24.97618
lka,1997,22.83167
lka,1998,21.76484
lka,1999,21.21934
lka,2000,22.98869
lka,2001,23.81338
lka,2002,22.90697
lka,2003,20.47784
lka,2004,20.71109
lka,2005,20.19597
lka,2006,21.14773
lka,2007,20.0467
lka,2008,19.21179
lka,2009,20.95842
lka,2010,16.84983
lka,2011,16.16557
lka,2012,15.51155
lka,2013,14.66776
lka,2014,14.77103
lka,2015,18.04987
lka,2016,16.72726
lka,2017,16.54926
lka,2018,16.41961
lka,2019,16.88718
lso,1987,38.98362
lso,1988,37.02983
lso,1989,34.54818
lso,1991,29.38153
lso,1992,29.98981
lso,1993,28.35209
lso,1994,32.8393
lso,1995,32.46973
lso,1996,29.95021
lso,1997,32.79345
lso,1998,39.52419
lso,1999,34.58916
lso,2000,33.80813
lso,2001,33.57051
lso,2002,34.52296
lso,2003,33.93099
lso,2004,32.21169
lso,2005,33.43343
lso,2006,36.42902
lso,2007,41.46245
lso,2008,46.49202
lso,2009,52.18141
lso,2010,42.54159
lso,2011,40.79598
lso,2012,40.05458
lso,2013,42.70844
lso,2014,38.32192
lso,2015,38.24295
lso,2016,40.59226
lso,2017,39.72492
lso,2018,39.90701
lso,2019,39.6526
ltu,1995,32.66335
ltu,1996,34.01409
ltu,1997,49.03709
ltu,1998,40.48382
ltu,1999,37.68636
ltu,2000,37.17317
ltu,2001,34.34163
ltu,2002,32.77412
ltu,2003,31.56198
ltu,2004,31.81061
ltu,2005,31.06501
ltu,2006,30.97143
ltu,2007,31.3454
ltu,2008,34.46912
ltu,2009,41.80914
ltu,2010,39.53189
ltu,2011,39.5197
ltu,2012,33.88259
ltu,2013,33.06732
ltu,2014,32.66026
ltu,2015,32.76465
ltu,2016,32.63
ltu,2017,31.07795
ltu,2018,32.05034
ltu,2019,32.675
lux,1972,23.00755
lux,1973,22.02636
lux,1974,21.58944
lux,1975,29.752
lux,1976,30.27726
lux,1977,33.01873
lux,1978,31.85945
lux,1979,32.76485
lux,1980,33.32718
lux,1981,35.11412
lux,1982,35.6999
lux,1983,35.5285
lux,1984,33.52965
lux,1985,32.03277
lux,1986,30.76592
lux,1987,32.02757
lux,1988,30.85061
lux,1989,28.0741
lux,1990,30.17894
lux,1991,30.22774
lux,1992,32.86225
lux,1993,32.32863
lux,1994,32.48629
lux,1995,38.00297
lux,1996,37.80336
lux,1997,37.55596
lux,1998,37.13871
lux,1999,35.73515
lux,2000,34.17421
lux,2001,35.31872
lux,2002,36.72061
lux,2003,38.23927
lux,2004,38.82722
lux,2005,38.22738
lux,2006,35.73728
lux,2007,34.03491
lux,2008,34.69556
lux,2009,38.68326
lux,2010,37.55365
lux,2011,37.71326
lux,2012,38.64937
lux,2013,38.57625
lux,2014,37.76095
lux,2015,37.15399
lux,2016,36.757
lux,2017,37.66375
lux,2018,38.58172
lux,2019,39.25118
lva,1995,46.00843
lva,1996,44.3197
lva,1997,45.90099
lva,1998,47.8771
lva,1999,50.41107
lva,2000,45.94471
lva,2001,42.02048
lva,2002,41.49766
lva,2003,39.68843
lva,2004,39.50001
lva,2005,39.50222
lva,2006,38.57343
lva,2007,36.02807
lva,2008,42.1281
lva,2009,52.41994
lva,2010,55.28244
lva,2011,48.84336
lva,2012,44.38227
lva,2013,43.9001
lva,2014,44.67064
lva,2015,43.62237
lva,2016,42.46171
lva,2017,42.86695
lva,2018,42.57568
lva,2019,43.56753
mac,1996,12.45876
mac,1997,13.36861
mac,1998,15.02122
mac,1999,18.69102
mac,2000,15.02087
mac,2001,15.29818
mac,2002,14.93014
mac,2003,14.57928
mac,2004,11.85282
mac,2005,11.56085
mac,2006,10.86595
mac,2007,10.07372
mac,2008,13.68489
mac,2009,17.05433
mac,2010,14.70432
mac,2011,11.99963
mac,2012,10.90458
mac,2013,10.4709
mac,2014,11.36964
mac,2015,15.37578
mac,2016,16.30751
mac,2017,15.16852
mac,2018,14.54915
mac,2019,15.79626
mar,1990,16.48218
mar,1991,17.33429
mar,1992,18.20724
mar,1993,21.09257
mar,1994,20.40347
mar,1995,22.43409
mar,1997,21.17484
mar,1998,21.19103
mar,1999,21.86061
mar,2002,24.60717
mar,2003,23.19377
mar,2004,23.69364
mar,2005,28.11809
mar,2006,25.36527
mar,2007,25.66498
mar,2008,26.87176
mar,2009,26.11855
mar,2010,27.08161
mar,2011,29.38936
mar,2012,29.78391
mar,2013,27.84306
mar,2014,27.50665
mar,2015,25.16532
mar,2016,24.58921
mar,2017,24.51082
mar,2018,24.64687
mar,2019,25.15331
mda,1997,38.41325
mda,1998,33.2697
mda,1999,29.0004
mda,2000,28.92527
mda,2001,22.27905
mda,2003,22.21659
mda,2004,27.25837
mda,2005,29.31823
mda,2006,31.86665
mda,2007,32.40951
mda,2008,32.77916
mda,2009,38.041
mda,2010,29.14366
mda,2011,27.35996
mda,2012,27.85443
mda,2013,27.12827
mda,2014,29.03358
mda,2015,28.52183
mda,2016,26.37529
mda,2017,26.80303
mda,2018,27.28627
mda,2019,27.71789
mdg,2003,9.64041
mdg,2004,10.85645
mdg,2005,9.49791
mdg,2006,10.00179
mdg,2007,9.67877
mdg,2008,9.47685
mdg,2009,7.72437
mdg,2010,8.57346
mdg,2011,8.93507
mdg,2012,8.75653
mdg,2013,9.4042
mdg,2014,9.85274
mdg,2015,9.55869
mdg,2016,9.31726
mdg,2017,10.58911
mdg,2018,9.83236
mdg,2019,10.13287
mdv,1990,16.59121
mdv,1991,17.16418
mdv,1992,17.97137
mdv,1993,17.38614
mdv,1994,16.77455
mdv,1995,18.69849
mdv,1996,18.02301
mdv,1997,19.75997
mdv,1998,20.41707
mdv,1999,22.28438
mdv,2000,25.52784
mdv,2001,18.50906
mdv,2002,18.37136
mdv,2003,17.41794
mdv,2004,17.75473
mdv,2005,31.18184
mdv,2006,27.81293
mdv,2007,27.43055
mdv,2008,25.66696
mdv,2009,29.19709
mex,1972,10.0885
mex,1973,10.41968
mex,1974,11.66667
mex,1975,12.54545
mex,1976,13.1291
mex,1977,12.97999
mex,1978,12.66581
mex,1979,13.16819
mex,1980,10.87279
mex,1981,12.57151
mex,1982,21.95553
mex,1983,21.04004
mex,1984,18.65838
mex,1985,20.5296
mex,1986,24.90471
mex,1987,27.33049
mex,1988,23.80013
mex,1989,19.34171
mex,1990,16.91858
mex,1991,13.77268
mex,1992,13.36205
mex,1993,10.87185
mex,1994,10.91358
mex,1995,11.91382
mex,1996,11.68435
mex,1997,12.21794
mex,1998,11.1615
mex,1999,11.96287
mex,2000,12.68006
mex,2008,22.10453
mex,2009,21.57001
mex,2010,21.40366
mex,2011,21.73215
mex,2012,21.87382
mex,2013,21.55132
mex,2014,21.78179
mex,2015,21.60665
mex,2016,20.96416
mex,2017,20.41178
mex,2018,20.42065
mex,2019,20.31416
mhl,2008,56.51545
mhl,2009,56.5114
mhl,2010,52.55249
mhl,2011,51.66984
mhl,2012,52.09821
mhl,2013,54.06087
mhl,2014,50.00262
mhl,2015,55.11495
mhl,2016,56.21547
mhl,2017,60.47623
mhl,2018,57.78385
mhl,2019,62.60766
mkd,2005,28.89447
mkd,2006,29.56142
mkd,2007,29.2956
mkd,2008,30.55123
mkd,2009,31.33939
mkd,2010,30.08603
mkd,2011,28.9817
mkd,2012,29.37264
mkd,2013,28.24765
mkd,2014,28.36722
mkd,2015,28.79461
mkd,2016,27.78314
mkd,2017,27.9967
mkd,2018,27.84505
mkd,2019,29.68724
mli,2000,9.51851
mli,2001,11.01373
mli,2002,11.68875
mli,2003,12.93894
mli,2004,13.66089
mli,2005,12.83346
mli,2006,13.3351
mli,2007,13.04829
mli,2008,11.98133
mli,2009,12.89804
mli,2010,12.78094
mli,2011,12.24227
mli,2012,11.98909
mli,2013,13.25367
mli,2014,12.95836
mli,2015,12.27662
mli,2016,12.31485
mli,2017,12.507
mli,2018,12.37168
mli,2019,12.85796
mlt,1972,33.68386
mlt,1973,32.11937
mlt,1974,38.88326
mlt,1975,34.99517
mlt,1976,31.43756
mlt,1977,30.85383
mlt,1978,28.64302
mlt,1980,24.67743
mlt,1981,28.01194
mlt,1982,30.07197
mlt,1983,29.618
mlt,1984,29.72218
mlt,1985,29.06257
mlt,1986,28.11906
mlt,1987,28.17089
mlt,1988,27.6503
mlt,1989,27.46719
mlt,1990,64.53344
mlt,1991,66.25846
mlt,1992,67.59946
mlt,1993,69.97142
mlt,1994,70.52678
mlt,1995,87.58884
mlt,1996,92.02023
mlt,1997,91.33529
mlt,1998,89.41349
mlt,1999,89.61231
mlt,2000,88.03627
mlt,2001,92.75644
mlt,2002,91.34464
mlt,2003,98.47741
mlt,2004,94.85459
mlt,2005,93.75278
mlt,2006,93.80283
mlt,2007,92.3849
mlt,2008,41.82579
mlt,2009,41.07343
mlt,2010,39.55054
mlt,2011,39.94687
mlt,2012,40.12023
mlt,2013,39.35505
mlt,2014,38.20175
mlt,2015,35.85832
mlt,2016,34.99281
mlt,2017,33.91307
mlt,2018,34.63084
mlt,2019,34.29394
mmr,2003,3.5369
mmr,2004,3.93952
mmr,2005,3.22737
mmr,2012,11.08584
mmr,2013,14.90215
mmr,2014,17.44933
mmr,2015,17.94432
mmr,2016,16.47967
mmr,2017,18.32094
mmr,2018,6.89387
mmr,2019,14.74069
mng,1992,16.67015
mng,1993,14.62552
mng,1994,14.23359
mng,1995,11.67247
mng,1996,13.3254
mng,1997,16.32787
mng,1998,18.35728
mng,1999,18.91244
mng,2000,22.38914
mng,2001,22.05128
