geo,time,eg_cft_accs_ur_zs
bgd,2016,52.4
bgd,2017,53.8
bgd,2018,55.3
bgd,2019,56.5
bgd,2020,58
bhr,2000,100
bhr,2001,100
bhr,2002,100
bhr,2003,100
bhr,2004,100
bhr,2005,100
bhr,2006,100
bhr,2007,100
bhr,2008,100
bhr,2009,100
bhr,2010,100
bhr,2011,100
bhr,2012,100
bhr,2013,100
bhr,2014,100
bhr,2015,100
bhr,2016,100
bhr,2017,100
bhr,2018,100
bhr,2019,100
bhr,2020,100
bhs,2000,100
bhs,2001,100
bhs,2002,100
bhs,2003,100
bhs,2004,100
bhs,2005,100
bhs,2006,100
bhs,2007,100
bhs,2008,100
bhs,2009,100
bhs,2010,100
bhs,2011,100
bhs,2012,100
bhs,2013,100
bhs,2014,100
bhs,2015,100
bhs,2016,100
bhs,2017,100
bhs,2018,100
bhs,2019,100
bhs,2020,100
bih,2000,80
bih,2001,79
bih,2002,78.4
bih,2003,77.4
bih,2004,76.7
bih,2005,75.9
bih,2006,74.5
bih,2007,73.1
bih,2008,71.85
bih,2009,71.1
bih,2010,69.8
bih,2011,68.8
bih,2012,67.95
bih,2013,67.6
bih,2014,66.5
bih,2015,66.6
bih,2016,66.5
bih,2017,66.9
bih,2018,67.7
bih,2019,67
bih,2020,67.2
blr,2000,98.9
blr,2001,99
blr,2002,99.1
blr,2003,99.2
blr,2004,99.3
blr,2005,99.4
blr,2006,99.5
blr,2007,99.5
blr,2008,99.6
blr,2009,99.6
blr,2010,99.7
blr,2011,99.7
blr,2012,99.8
blr,2013,99.8
blr,2014,99.8
blr,2015,99.8
blr,2016,99.8
blr,2017,99.8
blr,2018,99.8
blr,2019,99.9
blr,2020,99.8
blz,2000,94.2
blz,2001,94.6
blz,2002,94.9
blz,2003,95.2
blz,2004,95.4
blz,2005,95.6
blz,2006,95.8
blz,2007,95.8
blz,2008,95.9
blz,2009,96
blz,2010,96
blz,2011,95.9
blz,2012,95.9
blz,2013,95.8
blz,2014,95.6
blz,2015,95.5
blz,2016,95.4
blz,2017,95.3
blz,2018,95
blz,2019,94.8
blz,2020,94.6
bol,2000,92.3
bol,2001,92.6
bol,2002,93
bol,2003,93.3
bol,2004,93.6
bol,2005,94.1
bol,2006,94.6
bol,2007,95.1
bol,2008,95.7
bol,2009,96.1
bol,2010,96.7
bol,2011,97
bol,2012,97.4
bol,2013,97.8
bol,2014,98
bol,2015,98.3
bol,2016,98.5
bol,2017,98.7
bol,2018,98.8
bol,2019,98.9
bol,2020,99.1
bra,2000,97
bra,2001,97.1
bra,2002,97.3
bra,2003,97.5
bra,2004,97.7
bra,2005,97.9
bra,2006,98
bra,2007,98.2
bra,2008,98.3
bra,2009,98.4
bra,2010,98.5
bra,2011,98.6
bra,2012,98.6
bra,2013,98.7
bra,2014,98.7
bra,2015,98.8
bra,2016,98.8
bra,2017,98.7
bra,2018,98.7
bra,2019,98.7
bra,2020,98.7
brb,2000,100
brb,2001,100
brb,2002,100
brb,2003,100
brb,2004,100
brb,2005,100
brb,2006,100
brb,2007,100
brb,2008,100
brb,2009,100
brb,2010,100
brb,2011,100
brb,2012,100
brb,2013,100
brb,2014,100
brb,2015,100
brb,2016,100
brb,2017,100
brb,2018,100
brb,2019,100
brb,2020,100
brn,2000,100
brn,2001,100
brn,2002,100
brn,2003,100
brn,2004,100
brn,2005,100
brn,2006,100
brn,2007,100
brn,2008,100
brn,2009,100
brn,2010,100
brn,2011,100
brn,2012,100
brn,2013,100
brn,2014,100
brn,2015,100
brn,2016,100
brn,2017,100
brn,2018,100
brn,2019,100
brn,2020,100
btn,2000,86.9
btn,2001,88.8
btn,2002,90.2
btn,2003,91.6
btn,2004,92.8
btn,2005,93.8
btn,2006,94.3
btn,2007,95.05
btn,2008,95.4
btn,2009,95.8
btn,2010,96.1
btn,2011,96.3
btn,2012,96.6
btn,2013,96.7
btn,2014,96.9
btn,2015,97
btn,2016,97
btn,2017,97.1
btn,2018,97.05
btn,2019,97.2
btn,2020,97.2
bwa,2000,69.2
bwa,2001,70.8
bwa,2002,72.9
bwa,2003,74.6
bwa,2004,76
bwa,2005,77.3
bwa,2006,78.6
bwa,2007,79.6
bwa,2008,80.5
bwa,2009,81.2
bwa,2010,82.1
bwa,2011,82.5
bwa,2012,82.8
bwa,2013,83.5
bwa,2014,83.6
bwa,2015,84
bwa,2016,84.5
bwa,2017,84.9
bwa,2018,84.95
bwa,2019,85.3
bwa,2020,85.6
caf,2000,1
caf,2001,1
caf,2002,1
caf,2003,1
caf,2004,1
caf,2005,1.1
caf,2006,1
caf,2007,1
caf,2008,1
caf,2009,1.1
caf,2010,1
caf,2011,1.1
caf,2012,1.2
caf,2013,1.2
caf,2014,1.2
caf,2015,1.3
caf,2016,1.3
caf,2017,1.3
caf,2018,1.4
caf,2019,1.4
caf,2020,1.5
can,2000,100
can,2001,100
can,2002,100
can,2003,100
can,2004,100
can,2005,100
can,2006,100
can,2007,100
can,2008,100
can,2009,100
can,2010,100
can,2011,100
can,2012,100
can,2013,100
can,2014,100
can,2015,100
can,2016,100
can,2017,100
can,2018,100
can,2019,100
can,2020,100
che,2000,100
che,2001,100
che,2002,100
che,2003,100
che,2004,100
che,2005,100
che,2006,100
che,2007,100
che,2008,100
che,2009,100
che,2010,100
che,2011,100
che,2012,100
che,2013,100
che,2014,100
che,2015,100
che,2016,100
che,2017,100
che,2018,100
che,2019,100
che,2020,100
chl,2000,100
chl,2001,100
chl,2002,100
chl,2003,100
chl,2004,100
chl,2005,100
chl,2006,100
chl,2007,100
chl,2008,100
chl,2009,100
chl,2010,100
chl,2011,100
chl,2012,100
chl,2013,100
chl,2014,100
chl,2015,100
chl,2016,100
chl,2017,100
chl,2018,100
chl,2019,100
chl,2020,100
chn,2000,68.35
chn,2001,68.3
chn,2002,68.9
chn,2003,69.2
chn,2004,70
chn,2005,70.5
chn,2006,71.4
chn,2007,72.4
chn,2008,73.8
chn,2009,75.1
chn,2010,76.8
chn,2011,78.2
chn,2012,79.6
chn,2013,81.2
chn,2014,82.5
chn,2015,83.7
chn,2016,85.1
chn,2017,86.2
chn,2018,87.4
chn,2019,88.4
chn,2020,89.4
civ,2000,37
civ,2001,36.1
civ,2002,35.1
civ,2003,34.4
civ,2004,33.7
civ,2005,33.5
civ,2006,33.4
civ,2007,33.8
civ,2008,34
civ,2009,34.7
civ,2010,36.1
civ,2011,37.4
civ,2012,39
civ,2013,41.25
civ,2014,43.65
civ,2015,46.7
civ,2016,49.7
civ,2017,52.6
civ,2018,55.9
civ,2019,58.9
civ,2020,62.2
cmr,2000,21
cmr,2001,22.7
cmr,2002,24.4
cmr,2003,26.25
cmr,2004,28
cmr,2005,29.8
cmr,2006,31.5
cmr,2007,33.1
cmr,2008,34.8
cmr,2009,36.3
cmr,2010,37.4
cmr,2011,38.1
cmr,2012,39
cmr,2013,39.8
cmr,2014,40.2
cmr,2015,40.1
cmr,2016,39.7
cmr,2017,39.7
cmr,2018,39.3
cmr,2019,38.7
cmr,2020,37.9
cod,2000,4.1
cod,2001,4.5
cod,2002,5.1
cod,2003,5.8
cod,2004,6.55
cod,2005,7.2
cod,2006,7.9
cod,2007,8.5
cod,2008,9
cod,2009,9.5
cod,2010,9.7
cod,2011,10
cod,2012,10
cod,2013,10.1
cod,2014,10
cod,2015,9.8
cod,2016,9.5
cod,2017,9.2
cod,2018,8.7
cod,2019,8.5
cod,2020,8.3
cog,2000,15
cog,2001,15.2
cog,2002,15.9
cog,2003,16.7
cog,2004,17.6
cog,2005,18.5
cog,2006,19.5
cog,2007,20.7
cog,2008,22.4
cog,2009,24.1
cog,2010,25.8
cog,2011,27.7
cog,2012,30.1
cog,2013,32.45
cog,2014,34.8
cog,2015,37
cog,2016,39.6
cog,2017,42
cog,2018,44.2
cog,2019,46.9
cog,2020,49.2
col,2000,93.2
col,2001,93.9
col,2002,94.4
col,2003,95
col,2004,95.4
col,2005,95.8
col,2006,96.2
col,2007,96.6
col,2008,96.8
col,2009,97.1
col,2010,97.4
col,2011,97.7
col,2012,97.9
col,2013,98.1
col,2014,98.3
col,2015,98.4
col,2016,98.6
col,2017,98.7
col,2018,98.9
col,2019,99
col,2020,99.1
com,2000,1
com,2001,1.3
com,2002,1.5
com,2003,2
com,2004,2.5
com,2005,3.1
com,2006,3.7
com,2007,4.5
com,2008,5.2
com,2009,6.2
com,2010,7.2
com,2011,8.4
com,2012,9.4
com,2013,10.6
com,2014,11.9
com,2015,13.1
com,2016,13.9
com,2017,15
com,2018,16
com,2019,16.8
com,2020,17.4
cpv,2000,90.2
cpv,2001,89.9
cpv,2002,89.7
cpv,2003,89.5
cpv,2004,89.6
cpv,2005,89.5
cpv,2006,89.7
cpv,2007,89.9
cpv,2008,90.3
cpv,2009,90.8
cpv,2010,91.1
cpv,2011,91.5
cpv,2012,91.9
cpv,2013,92.3
cpv,2014,92.7
cpv,2015,93
cpv,2016,93.4
cpv,2017,93.6
cpv,2018,93.8
cpv,2019,94.2
cpv,2020,94.4
cri,2000,97.4
cri,2001,97.5
cri,2002,97.5
cri,2003,97.6
cri,2004,97.6
cri,2005,97.6
cri,2006,97.6
cri,2007,97.7
cri,2008,97.7
cri,2009,97.7
cri,2010,97.8
cri,2011,97.8
cri,2012,97.8
cri,2013,97.9
cri,2014,97.9
cri,2015,98
cri,2016,98.1
cri,2017,98.1
cri,2018,98.1
cri,2019,98.1
cri,2020,98.2
cub,2000,84.75
cub,2001,87
cub,2002,88.8
cub,2003,90.2
cub,2004,91.3
cub,2005,92.15
cub,2006,92.6
cub,2007,93.5
cub,2008,94.1
cub,2009,94.5
cub,2010,94.9
cub,2011,95.25
cub,2012,95.4
cub,2013,95.7
cub,2014,95.9
cub,2015,96.1
cub,2016,96.2
cub,2017,96.3
cub,2018,96.4
cub,2019,96.4
cub,2020,96.6
cyp,2000,100
cyp,2001,100
cyp,2002,100
cyp,2003,100
cyp,2004,100
cyp,2005,100
cyp,2006,100
cyp,2007,100
cyp,2008,100
cyp,2009,100
cyp,2010,100
cyp,2011,100
cyp,2012,100
cyp,2013,100
cyp,2014,100
cyp,2015,100
cyp,2016,100
cyp,2017,100
cyp,2018,100
cyp,2019,100
cyp,2020,100
cze,2000,100
cze,2001,100
cze,2002,100
cze,2003,100
cze,2004,100
cze,2005,100
cze,2006,100
cze,2007,100
cze,2008,100
cze,2009,100
cze,2010,100
cze,2011,100
cze,2012,100
cze,2013,100
cze,2014,100
cze,2015,100
cze,2016,100
cze,2017,100
cze,2018,100
cze,2019,100
cze,2020,100
deu,2000,100
deu,2001,100
deu,2002,100
deu,2003,100
deu,2004,100
deu,2005,100
deu,2006,100
deu,2007,100
deu,2008,100
deu,2009,100
deu,2010,100
deu,2011,100
deu,2012,100
deu,2013,100
deu,2014,100
deu,2015,100
deu,2016,100
deu,2017,100
deu,2018,100
deu,2019,100
deu,2020,100
dji,2000,4.4
dji,2001,4.5
dji,2002,4.7
dji,2003,5
dji,2004,5.2
dji,2005,5.4
dji,2006,5.8
dji,2007,6.45
dji,2008,6.6
dji,2009,7.3
dji,2010,7.7
dji,2011,8.3
dji,2012,8.9
dji,2013,9.3
dji,2014,9.7
dji,2015,10.1
dji,2016,10.6
dji,2017,11
dji,2018,11.5
dji,2019,11.7
dji,2020,11.8
dma,2000,93.8
dma,2001,94.3
dma,2002,94.7
dma,2003,94.9
dma,2004,95.2
dma,2005,95.3
dma,2006,95.6
dma,2007,96.1
dma,2008,96.1
dma,2009,96.4
dma,2010,96.2
dma,2011,96.3
dma,2012,96.5
dma,2013,96.3
dma,2014,96.5
dma,2015,96.3
dma,2016,96.2
dma,2017,96.2
dma,2018,96.3
dma,2019,96.3
dma,2020,96
dnk,2000,100
dnk,2001,100
dnk,2002,100
dnk,2003,100
dnk,2004,100
dnk,2005,100
dnk,2006,100
dnk,2007,100
dnk,2008,100
dnk,2009,100
dnk,2010,100
dnk,2011,100
dnk,2012,100
dnk,2013,100
dnk,2014,100
dnk,2015,100
dnk,2016,100
dnk,2017,100
dnk,2018,100
dnk,2019,100
dnk,2020,100
dom,2000,95.2
dom,2001,95.4
dom,2002,95.7
dom,2003,95.8
dom,2004,95.8
dom,2005,95.8
dom,2006,95.8
dom,2007,95.7
dom,2008,95.5
dom,2009,95.4
dom,2010,95.3
dom,2011,95.3
dom,2012,95.1
dom,2013,95
dom,2014,95.1
dom,2015,95.2
dom,2016,95.2
dom,2017,95.4
dom,2018,95.5
dom,2019,95.6
dom,2020,95.7
dza,2000,99.8
dza,2001,99.9
dza,2002,99.9
dza,2003,99.9
dza,2004,99.9
dza,2005,99.9
dza,2006,99.9
dza,2007,99.9
dza,2008,99.9
dza,2009,99.9
dza,2010,100
dza,2011,99.9
dza,2012,99.9
dza,2013,100
dza,2014,100
dza,2015,100
dza,2016,100
dza,2017,100
dza,2018,100
dza,2019,100
dza,2020,99.9
ecu,2000,98.6
ecu,2001,98.7
ecu,2002,98.8
ecu,2003,98.9
ecu,2004,98.9
ecu,2005,99
ecu,2006,99
ecu,2007,99
ecu,2008,99
ecu,2009,99.1
ecu,2010,99.1
ecu,2011,99.1
ecu,2012,99.1
ecu,2013,99.1
ecu,2014,99.1
ecu,2015,99.1
ecu,2016,99.1
ecu,2017,99
ecu,2018,99.1
ecu,2019,99
ecu,2020,99
egy,2000,96.3
egy,2001,96.8
egy,2002,97.4
egy,2003,97.8
egy,2004,98.2
egy,2005,98.5
egy,2006,98.8
egy,2007,99
egy,2008,99.2
egy,2009,99.4
egy,2010,99.6
egy,2011,99.7
egy,2012,99.7
egy,2013,99.8
egy,2014,99.8
egy,2015,99.9
egy,2016,99.9
egy,2017,99.9
egy,2018,99.9
egy,2019,99.9
egy,2020,99.9
eri,2000,10.9
eri,2001,11.9
eri,2002,13.1
eri,2003,14.1
eri,2004,15.2
eri,2005,16.3
eri,2006,17.2
eri,2007,18.5
eri,2008,19.2
eri,2009,19.8
eri,2010,20.3
eri,2011,21
eri,2012,21.35
eri,2013,21.4
eri,2014,21.4
eri,2015,21.2
eri,2016,21.4
eri,2017,20.8
eri,2018,20.5
eri,2019,19.8
eri,2020,19.5
esp,2000,100
esp,2001,100
esp,2002,100
esp,2003,100
esp,2004,100
esp,2005,100
esp,2006,100
esp,2007,100
esp,2008,100
esp,2009,100
esp,2010,100
esp,2011,100
esp,2012,100
esp,2013,100
esp,2014,100
esp,2015,100
esp,2016,100
esp,2017,100
esp,2018,100
esp,2019,100
esp,2020,100
est,2000,100
est,2001,100
est,2002,100
est,2003,100
est,2004,100
est,2005,100
est,2006,100
est,2007,100
est,2008,100
est,2009,100
est,2010,100
est,2011,100
est,2012,100
est,2013,100
est,2014,100
est,2015,100
est,2016,100
est,2017,100
est,2018,100
est,2019,100
est,2020,100
eth,2000,2.6
eth,2001,2.7
eth,2002,3
eth,2003,3.3
eth,2004,3.8
eth,2005,4.4
eth,2006,5.3
eth,2007,6.3
eth,2008,7.2
eth,2009,8.6
eth,2010,10
eth,2011,11.3
eth,2012,12.9
eth,2013,14.7
eth,2014,16.3
eth,2015,18.2
eth,2016,20.1
eth,2017,22.3
eth,2018,24.3
eth,2019,26.7
eth,2020,28.9
fin,2000,100
fin,2001,100
fin,2002,100
fin,2003,100
fin,2004,100
fin,2005,100
fin,2006,100
fin,2007,100
fin,2008,100
fin,2009,100
fin,2010,100
fin,2011,100
fin,2012,100
fin,2013,100
fin,2014,100
fin,2015,100
fin,2016,100
fin,2017,100
fin,2018,100
fin,2019,100
fin,2020,100
fji,2000,47.3
fji,2001,46.7
fji,2002,46.5
fji,2003,46.5
fji,2004,46.6
fji,2005,46.5
fji,2006,46.8
fji,2007,47.3
fji,2008,47.4
fji,2009,48.6
fji,2010,49.7
fji,2011,50.8
fji,2012,52.5
fji,2013,54
fji,2014,56.4
fji,2015,58.5
fji,2016,60.7
fji,2017,63
fji,2018,65.4
fji,2019,67.8
fji,2020,69.5
fra,2000,100
fra,2001,100
fra,2002,100
fra,2003,100
fra,2004,100
fra,2005,100
fra,2006,100
fra,2007,100
fra,2008,100
fra,2009,100
fra,2010,100
fra,2011,100
fra,2012,100
fra,2013,100
fra,2014,100
fra,2015,100
fra,2016,100
fra,2017,100
fra,2018,100
fra,2019,100
fra,2020,100
fsm,2000,29
fsm,2001,29.1
fsm,2002,29.6
fsm,2003,29.8
fsm,2004,29.5
fsm,2005,30
fsm,2006,30.45
fsm,2007,30.8
fsm,2008,30.85
fsm,2009,31.3
fsm,2010,32.4
fsm,2011,33.1
fsm,2012,33.4
fsm,2013,33.3
fsm,2014,33.65
fsm,2015,34.05
fsm,2016,35
fsm,2017,34.55
fsm,2018,35.3
fsm,2019,34.2
fsm,2020,34.05
gab,2000,79.2
gab,2001,80.2
gab,2002,81.3
gab,2003,82.5
gab,2004,83.85
gab,2005,84.7
gab,2006,85.9
gab,2007,87.1
gab,2008,88.3
gab,2009,89.1
gab,2010,90
gab,2011,90.6
gab,2012,91.3
gab,2013,91.8
gab,2014,92.4
gab,2015,92.7
gab,2016,93
gab,2017,93.2
gab,2018,93.6
gab,2019,93.7
gab,2020,93.8
gbr,2000,100
gbr,2001,100
gbr,2002,100
gbr,2003,100
gbr,2004,100
gbr,2005,100
gbr,2006,100
gbr,2007,100
gbr,2008,100
gbr,2009,100
gbr,2010,100
gbr,2011,100
gbr,2012,100
gbr,2013,100
gbr,2014,100
gbr,2015,100
gbr,2016,100
gbr,2017,100
gbr,2018,100
gbr,2019,100
gbr,2020,100
geo,2000,85.7
geo,2001,86.3
geo,2002,87
geo,2003,87.9
geo,2004,88.7
geo,2005,89.3
geo,2006,90.1
geo,2007,90.9
geo,2008,91.7
geo,2009,92.3
geo,2010,92.9
geo,2011,93.6
geo,2012,94.2
geo,2013,94.7
geo,2014,95.2
geo,2015,95.6
geo,2016,95.9
geo,2017,96.3
geo,2018,96.6
geo,2019,96.8
geo,2020,97
gha,2000,13.6
gha,2001,14.5
gha,2002,15.4
gha,2003,16.6
gha,2004,17.9
gha,2005,19.4
gha,2006,21
gha,2007,23.1
gha,2008,25.2
gha,2009,27.4
gha,2010,29.8
gha,2011,31.7
gha,2012,33.4
gha,2013,34.9
gha,2014,35.7
gha,2015,36.2
gha,2016,36.4
gha,2017,35.8
gha,2018,35.6
gha,2019,35.1
gha,2020,34.5
gin,2000,1.1
gin,2001,1
gin,2002,1
gin,2003,1
gin,2004,1
gin,2005,1
gin,2006,1
gin,2007,1
gin,2008,1.1
gin,2009,1.1
gin,2010,1.2
gin,2011,1.3
gin,2012,1.4
gin,2013,1.6
gin,2014,1.8
gin,2015,2
gin,2016,2.3
gin,2017,2.7
gin,2018,3.1
gin,2019,3.7
gin,2020,4.3
gmb,2000,5.7
gmb,2001,5.7
gmb,2002,5.7
gmb,2003,5.7
gmb,2004,5.5
gmb,2005,5.4
gmb,2006,5.1
gmb,2007,4.85
gmb,2008,4.5
gmb,2009,4.3
gmb,2010,4
gmb,2011,3.6
gmb,2012,3.4
gmb,2013,3.2
gmb,2014,3
gmb,2015,2.9
gmb,2016,2.8
gmb,2017,2.7
gmb,2018,2.6
gmb,2019,2.6
gmb,2020,2.4
gnb,2000,3.9
gnb,2001,3.7
gnb,2002,3.4
gnb,2003,3.2
gnb,2004,3.1
gnb,2005,3
gnb,2006,2.9
gnb,2007,2.7
gnb,2008,2.7
gnb,2009,2.6
gnb,2010,2.6
gnb,2011,2.6
gnb,2012,2.5
gnb,2013,2.5
gnb,2014,2.5
gnb,2015,2.5
gnb,2016,2.5
gnb,2017,2.4
gnb,2018,2.3
gnb,2019,2.3
gnb,2020,2.2
gnq,2000,30.35
gnq,2001,31
gnq,2002,31.2
gnq,2003,31.8
gnq,2004,32.35
gnq,2005,32.7
gnq,2006,33.1
gnq,2007,33.4
gnq,2008,33.65
gnq,2009,34
gnq,2010,33.8
gnq,2011,33.8
gnq,2012,33.5
gnq,2013,34.1
gnq,2014,33.9
gnq,2015,33.6
gnq,2016,33.8
gnq,2017,33.4
gnq,2018,33.3
gnq,2019,32.75
gnq,2020,32.65
grc,2000,100
grc,2001,100
grc,2002,100
grc,2003,100
grc,2004,100
grc,2005,100
grc,2006,100
grc,2007,100
grc,2008,100
grc,2009,100
grc,2010,100
grc,2011,100
grc,2012,100
grc,2013,100
grc,2014,100
grc,2015,100
grc,2016,100
grc,2017,100
grc,2018,100
grc,2019,100
grc,2020,100
grd,2000,93.6
grd,2001,93.8
grd,2002,93.9
grd,2003,94.1
grd,2004,94.5
grd,2005,94.6
grd,2006,94.7
grd,2007,95
grd,2008,94.9
grd,2009,94.9
grd,2010,94.95
grd,2011,95.1
grd,2012,94.9
grd,2013,95.1
grd,2014,95.1
grd,2015,94.8
grd,2016,95.05
grd,2017,94.95
grd,2018,94.75
grd,2019,94.7
grd,2020,94.5
gtm,2000,67.6
gtm,2001,66.2
gtm,2002,65
gtm,2003,64.15
gtm,2004,63.4
gtm,2005,62.35
gtm,2006,61.8
gtm,2007,61.6
gtm,2008,61.5
gtm,2009,61.5
gtm,2010,61.9
gtm,2011,62.5
gtm,2012,63.5
gtm,2013,64.4
gtm,2014,66.1
gtm,2015,67.4
gtm,2016,68.7
gtm,2017,70.4
gtm,2018,71.8
gtm,2019,73.3
gtm,2020,75.2
guy,2000,55.4
guy,2001,57.7
guy,2002,59.6
guy,2003,61.9
guy,2004,63.9
guy,2005,65.9
guy,2006,68
guy,2007,70.3
guy,2008,72.2
guy,2009,74
guy,2010,75.6
guy,2011,77
guy,2012,78.5
guy,2013,79.6
guy,2014,80.4
guy,2015,81.3
guy,2016,82
guy,2017,82.6
guy,2018,83.1
guy,2019,83.6
guy,2020,84
hnd,2000,56.05
hnd,2001,58.1
