geo,time,eg_cft_accs_ur_zs
rou,2017,96.4
rou,2018,96.3
rou,2019,96.5
rou,2020,96.4
rus,2000,99.9
rus,2001,99.9
rus,2002,99.8
rus,2003,99.7
rus,2004,99.6
rus,2005,99.4
rus,2006,99.3
rus,2007,98.9
rus,2008,98.6
rus,2009,98.1
rus,2010,97.5
rus,2011,97.1
rus,2012,96.3
rus,2013,95.6
rus,2014,95
rus,2015,94.2
rus,2016,93.3
rus,2017,92.4
rus,2018,91.7
rus,2019,91.1
rus,2020,89.6
rwa,2000,0.9
rwa,2001,0.8
rwa,2002,0.7
rwa,2003,0.6
rwa,2004,0.6
rwa,2005,0.7
rwa,2006,0.7
rwa,2007,0.7
rwa,2008,0.7
rwa,2009,0.8
rwa,2010,1
rwa,2011,1.1
rwa,2012,1.4
rwa,2013,1.7
rwa,2014,2.2
rwa,2015,2.8
rwa,2016,3.6
rwa,2017,4.7
rwa,2018,6.1
rwa,2019,7.8
rwa,2020,9.9
sau,2000,100
sau,2001,100
sau,2002,100
sau,2003,100
sau,2004,100
sau,2005,100
sau,2006,100
sau,2007,100
sau,2008,100
sau,2009,100
sau,2010,100
sau,2011,100
sau,2012,100
sau,2013,100
sau,2014,100
sau,2015,100
sau,2016,100
sau,2017,100
sau,2018,100
sau,2019,100
sau,2020,100
sdn,2000,18.1
sdn,2001,20.8
sdn,2002,24.6
sdn,2003,28.6
sdn,2004,32.7
sdn,2005,36.7
sdn,2006,40.9
sdn,2007,44.6
sdn,2008,48.3
sdn,2009,51.9
sdn,2010,55
sdn,2011,57.5
sdn,2012,59.8
sdn,2013,61.1
sdn,2014,63
sdn,2015,64.3
sdn,2016,65.2
sdn,2017,66.4
sdn,2018,66.5
sdn,2019,67.3
sdn,2020,67.9
sen,2000,68.5
sen,2001,70.6
sen,2002,72.3
sen,2003,73.6
sen,2004,74.2
sen,2005,74.1
sen,2006,73.3
sen,2007,71.6
sen,2008,69.5
sen,2009,67.2
sen,2010,64.2
sen,2011,61.3
sen,2012,58.7
sen,2013,56
sen,2014,53.75
sen,2015,52
sen,2016,50.5
sen,2017,49.1
sen,2018,48
sen,2019,47.1
sen,2020,45.8
sgp,2000,100
sgp,2001,100
sgp,2002,100
sgp,2003,100
sgp,2004,100
sgp,2005,100
sgp,2006,100
sgp,2007,100
sgp,2008,100
sgp,2009,100
sgp,2010,100
sgp,2011,100
sgp,2012,100
sgp,2013,100
sgp,2014,100
sgp,2015,100
sgp,2016,100
sgp,2017,100
sgp,2018,100
sgp,2019,100
sgp,2020,100
slb,2000,38.1
slb,2001,38.1
slb,2002,38
slb,2003,37.7
slb,2004,37.55
slb,2005,37.2
slb,2006,37
slb,2007,36.9
slb,2008,36.8
slb,2009,36.6
slb,2010,36.7
slb,2011,36.4
slb,2012,36.55
slb,2013,36.6
slb,2014,36.65
slb,2015,36.7
slb,2016,36.6
slb,2017,36.7
slb,2018,37.25
slb,2019,36.7
slb,2020,37
sle,2000,0.2
sle,2001,0.2
sle,2002,0.2
sle,2003,0.2
sle,2004,0.3
sle,2005,0.3
sle,2006,0.3
sle,2007,0.4
sle,2008,0.4
sle,2009,0.5
sle,2010,0.5
sle,2011,0.6
sle,2012,0.6
sle,2013,0.7
sle,2014,0.8
sle,2015,0.9
sle,2016,1
sle,2017,1
sle,2018,1.1
sle,2019,1.3
sle,2020,1.2
slv,2000,81.6
slv,2001,84
slv,2002,85.1
slv,2003,86.7
slv,2004,88
slv,2005,89.4
slv,2006,90.3
slv,2007,91.3
slv,2008,92.2
slv,2009,93
slv,2010,93.6
slv,2011,94.1
slv,2012,94.6
slv,2013,95.1
slv,2014,95.4
slv,2015,95.7
slv,2016,96
slv,2017,96.2
slv,2018,96.3
slv,2019,96.35
slv,2020,96.7
smr,2000,100
smr,2001,100
smr,2002,100
smr,2003,100
smr,2004,100
smr,2005,100
smr,2006,100
smr,2007,100
smr,2008,100
smr,2009,100
smr,2010,100
smr,2011,100
smr,2012,100
smr,2013,100
smr,2014,100
smr,2015,100
smr,2016,100
smr,2017,100
smr,2018,100
smr,2019,100
smr,2020,100
som,2000,0.5
som,2001,0.5
som,2002,0.6
som,2003,0.7
som,2004,0.8
som,2005,0.9
som,2006,1
som,2007,1.2
som,2008,1.5
som,2009,1.8
som,2010,1.9
som,2011,2.2
som,2012,2.5
som,2013,2.9
som,2014,3.2
som,2015,3.5
som,2016,3.9
som,2017,4.3
som,2018,4.6
som,2019,5
som,2020,5.4
srb,2000,82.5
srb,2001,82.7
srb,2002,83.5
srb,2003,83.8
srb,2004,84.2
srb,2005,84.4
srb,2006,84.8
srb,2007,85.1
srb,2008,85.4
srb,2009,85.7
srb,2010,86.35
srb,2011,86.6
srb,2012,87
srb,2013,87.6
srb,2014,88
srb,2015,88.8
srb,2016,89.3
srb,2017,89.9
srb,2018,90.6
srb,2019,91.1
srb,2020,91.6
ssd,2000,0.1
ssd,2001,0.1
ssd,2002,0.1
ssd,2003,0.1
ssd,2004,0.1
ssd,2005,0.1
ssd,2006,0.1
ssd,2007,0.1
ssd,2008,0
ssd,2009,0
ssd,2010,0
ssd,2011,0
ssd,2012,0
ssd,2013,0
ssd,2014,0
ssd,2015,0
ssd,2016,0
ssd,2017,0
ssd,2018,0
ssd,2019,0
ssd,2020,0
stp,2000,0.4
stp,2001,0.5
stp,2002,0.6
stp,2003,0.6
stp,2004,0.7
stp,2005,0.9
stp,2006,1
stp,2007,1.1
stp,2008,1.3
stp,2009,1.5
stp,2010,1.7
stp,2011,1.9
stp,2012,2.1
stp,2013,2.3
stp,2014,2.5
stp,2015,2.8
stp,2016,3
stp,2017,3.3
stp,2018,3.7
stp,2019,3.9
stp,2020,4.1
sur,2000,88.6
sur,2001,89
sur,2002,89.9
sur,2003,90.3
sur,2004,90.9
sur,2005,91.4
sur,2006,91.9
sur,2007,92.8
sur,2008,93
sur,2009,93.6
sur,2010,94.2
sur,2011,94.6
sur,2012,95
sur,2013,95.3
sur,2014,95.6
sur,2015,96
sur,2016,96.2
sur,2017,96.6
sur,2018,96.9
sur,2019,97.1
sur,2020,97.3
svk,2000,100
svk,2001,100
svk,2002,100
svk,2003,100
svk,2004,100
svk,2005,100
svk,2006,100
svk,2007,100
svk,2008,100
svk,2009,100
svk,2010,100
svk,2011,100
svk,2012,100
svk,2013,100
svk,2014,100
svk,2015,100
svk,2016,100
svk,2017,100
svk,2018,100
svk,2019,100
svk,2020,100
svn,2000,100
svn,2001,100
svn,2002,100
svn,2003,100
svn,2004,100
svn,2005,100
svn,2006,100
svn,2007,100
svn,2008,100
svn,2009,100
svn,2010,100
svn,2011,100
svn,2012,100
svn,2013,100
svn,2014,100
svn,2015,100
svn,2016,100
svn,2017,100
svn,2018,100
svn,2019,100
svn,2020,100
swe,2000,100
swe,2001,100
swe,2002,100
swe,2003,100
swe,2004,100
swe,2005,100
swe,2006,100
swe,2007,100
swe,2008,100
swe,2009,100
swe,2010,100
swe,2011,100
swe,2012,100
swe,2013,100
swe,2014,100
swe,2015,100
swe,2016,100
swe,2017,100
swe,2018,100
swe,2019,100
swe,2020,100
swz,2000,59.8
swz,2001,61.5
swz,2002,63.4
swz,2003,65.3
swz,2004,67.1
swz,2005,69.5
swz,2006,71.6
swz,2007,73.6
swz,2008,75.7
swz,2009,77.7
swz,2010,79.25
swz,2011,81
swz,2012,82.5
swz,2013,83.8
swz,2014,84.8
swz,2015,85.9
swz,2016,86.8
swz,2017,87.4
swz,2018,88
swz,2019,88.6
swz,2020,89.3
syc,2000,100
syc,2001,100
syc,2002,100
syc,2003,100
syc,2004,100
syc,2005,100
syc,2006,100
syc,2007,100
syc,2008,100
syc,2009,100
syc,2010,100
syc,2011,100
syc,2012,100
syc,2013,100
syc,2014,100
syc,2015,100
syc,2016,100
syc,2017,100
syc,2018,100
syc,2019,100
syc,2020,100
syr,2000,99.6
syr,2001,99.6
syr,2002,99.6
syr,2003,99.7
syr,2004,99.7
syr,2005,99.7
syr,2006,99.7
syr,2007,99.6
syr,2008,99.6
syr,2009,99.6
syr,2010,99.6
syr,2011,99.6
syr,2012,99.5
syr,2013,99.5
syr,2014,99.5
syr,2015,99.4
syr,2016,99.4
syr,2017,99.3
syr,2018,99.3
syr,2019,99.2
syr,2020,99.1
tcd,2000,4.6
tcd,2001,4.8
tcd,2002,5.2
tcd,2003,5.5
tcd,2004,6
tcd,2005,6.4
tcd,2006,7.2
tcd,2007,7.7
tcd,2008,8.4
tcd,2009,9.3
tcd,2010,10
tcd,2011,11.2
tcd,2012,12.3
tcd,2013,13.7
tcd,2014,15.2
tcd,2015,17.1
tcd,2016,19
tcd,2017,21.2
tcd,2018,23.5
tcd,2019,26.2
tcd,2020,28.6
tgo,2000,0.9
tgo,2001,1.1
tgo,2002,1.4
tgo,2003,1.8
tgo,2004,2.2
tgo,2005,2.8
tgo,2006,3.5
tgo,2007,4.4
tgo,2008,5.4
tgo,2009,6.6
tgo,2010,7.8
tgo,2011,9.1
tgo,2012,10.5
tgo,2013,12
tgo,2014,13.3
tgo,2015,14.7
tgo,2016,16
tgo,2017,17.2
tgo,2018,18.7
tgo,2019,19.9
tgo,2020,21.1
tha,2000,85.8
tha,2001,86.3
tha,2002,86.4
tha,2003,86.8
tha,2004,87
tha,2005,87.1
tha,2006,87.3
tha,2007,87.6
tha,2008,87.6
tha,2009,87.4
tha,2010,87.5
tha,2011,87.6
tha,2012,87.7
tha,2013,88.1
tha,2014,88.2
tha,2015,88.6
tha,2016,88.7
tha,2017,89.3
tha,2018,89.5
tha,2019,89.7
tha,2020,90.05
tjk,2000,79.1
tjk,2001,81.9
tjk,2002,84.3
tjk,2003,86.5
tjk,2004,88.5
tjk,2005,90.1
tjk,2006,91.4
tjk,2007,92.4
tjk,2008,93.5
tjk,2009,94.3
tjk,2010,94.8
tjk,2011,95.4
tjk,2012,95.7
tjk,2013,96.2
tjk,2014,96.4
tjk,2015,96.7
tjk,2016,96.8
tjk,2017,97.1
tjk,2018,97.2
tjk,2019,97.2
tjk,2020,97.4
tkm,2000,99.9
tkm,2001,100
tkm,2002,100
tkm,2003,100
tkm,2004,100
tkm,2005,100
tkm,2006,100
tkm,2007,100
tkm,2008,100
tkm,2009,100
tkm,2010,100
tkm,2011,100
tkm,2012,100
tkm,2013,100
tkm,2014,100
tkm,2015,100
tkm,2016,100
tkm,2017,100
tkm,2018,100
tkm,2019,100
tkm,2020,100
tls,2000,4.1
tls,2001,4.6
tls,2002,4.9
tls,2003,5.5
tls,2004,6.2
tls,2005,6.9
tls,2006,7.8
tls,2007,9
tls,2008,10
tls,2009,11.3
tls,2010,12.5
tls,2011,14
tls,2012,15.9
tls,2013,17.5
tls,2014,19.2
tls,2015,21
tls,2016,23
tls,2017,24.9
tls,2018,26.9
tls,2019,28.7
tls,2020,30.6
ton,2000,80
ton,2001,80.85
ton,2002,82.2
ton,2003,83.4
ton,2004,84
ton,2005,85.05
ton,2006,85.9
ton,2007,86.6
ton,2008,87.4
ton,2009,88.2
ton,2010,88.8
ton,2011,89.4
ton,2012,90
ton,2013,90.5
ton,2014,91.2
ton,2015,91.7
ton,2016,92.3
ton,2017,92.8
ton,2018,93
ton,2019,93.5
ton,2020,93.9
tto,2000,100
tto,2001,100
tto,2002,100
tto,2003,100
tto,2004,100
tto,2005,100
tto,2006,100
tto,2007,100
tto,2008,100
tto,2009,100
tto,2010,100
tto,2011,100
tto,2012,100
tto,2013,100
tto,2014,100
tto,2015,100
tto,2016,100
tto,2017,100
tto,2018,100
tto,2019,100
tto,2020,100
tun,2000,96.5
tun,2001,97.2
tun,2002,97.7
tun,2003,98.2
tun,2004,98.6
tun,2005,99
tun,2006,99.2
tun,2007,99.4
tun,2008,99.6
tun,2009,99.7
tun,2010,99.8
tun,2011,99.8
tun,2012,99.9
tun,2013,99.9
tun,2014,99.9
tun,2015,99.9
tun,2016,99.9
tun,2017,99.9
tun,2018,99.9
tun,2019,99.9
tun,2020,99.9
tur,2000,98.6
tur,2001,98.7
tur,2002,98.7
tur,2003,98.9
tur,2004,99
tur,2005,99
tur,2006,99.1
tur,2007,99.2
tur,2008,99.2
tur,2009,99.3
tur,2010,99.3
tur,2011,99.4
tur,2012,99.4
tur,2013,99.5
tur,2014,99.5
tur,2015,99.4
tur,2016,99.4
tur,2017,99.5
tur,2018,99.5
tur,2019,99.5
tur,2020,99.4
tuv,2000,18.6
tuv,2001,20.8
tuv,2002,24.1
tuv,2003,27.45
tuv,2004,31.5
tuv,2005,36.95
tuv,2006,42.6
tuv,2007,48.9
tuv,2008,55.2
tuv,2009,60.8
tuv,2010,67.1
tuv,2011,72.6
tuv,2012,77.5
tuv,2013,81.3
tuv,2014,84
tuv,2015,86.4
tuv,2016,88.3
tuv,2017,89.7
tuv,2018,90.9
tuv,2019,91.9
tuv,2020,92.6
tza,2000,1.7
tza,2001,1.7
tza,2002,1.8
tza,2003,1.9
tza,2004,2
tza,2005,2
tza,2006,2.2
tza,2007,2.5
tza,2008,2.7
tza,2009,3.2
tza,2010,3.6
tza,2011,4.25
tza,2012,4.8
tza,2013,5.8
tza,2014,6.6
tza,2015,7.6
tza,2016,8.6
tza,2017,9.3
tza,2018,10.1
tza,2019,10.8
tza,2020,10.7
uga,2000,4.3
uga,2001,3.8
uga,2002,3.5
uga,2003,3.3
uga,2004,3
uga,2005,3
uga,2006,2.8
uga,2007,2.7
uga,2008,2.7
uga,2009,2.6
uga,2010,2.6
uga,2011,2.5
uga,2012,2.5
uga,2013,2.4
uga,2014,2.2
uga,2015,2
uga,2016,1.9
uga,2017,1.7
uga,2018,1.5
uga,2019,1.3
uga,2020,1.1
ukr,2000,95.3
ukr,2001,95.6
ukr,2002,96
ukr,2003,96.2
ukr,2004,96.5
ukr,2005,96.8
ukr,2006,97.1
ukr,2007,97.3
ukr,2008,97.6
ukr,2009,97.8
ukr,2010,98
ukr,2011,98.2
ukr,2012,98.3
ukr,2013,98.5
ukr,2014,98.5
ukr,2015,98.6
ukr,2016,98.6
ukr,2017,98.7
ukr,2018,98.8
ukr,2019,98.8
ukr,2020,98.9
ury,2000,100
ury,2001,100
ury,2002,100
ury,2003,100
ury,2004,100
ury,2005,100
ury,2006,100
ury,2007,100
ury,2008,100
ury,2009,100
ury,2010,100
ury,2011,100
ury,2012,100
ury,2013,100
ury,2014,100
ury,2015,100
ury,2016,100
ury,2017,100
ury,2018,100
ury,2019,100
ury,2020,100
usa,2000,100
usa,2001,100
usa,2002,100
usa,2003,100
usa,2004,100
usa,2005,100
usa,2006,100
usa,2007,100
usa,2008,100
usa,2009,100
usa,2010,100
usa,2011,100
usa,2012,100
usa,2013,100
usa,2014,100
usa,2015,100
usa,2016,100
usa,2017,100
usa,2018,100
usa,2019,100
usa,2020,100
uzb,2000,98.4
uzb,2001,98.4
uzb,2002,98.5
uzb,2003,98.5
uzb,2004,98.6
uzb,2005,98.7
uzb,2006,98.7
uzb,2007,98.8
uzb,2008,98.7
uzb,2009,98.7
uzb,2010,98.7
uzb,2011,98.7
uzb,2012,98.7
uzb,2013,98.5
uzb,2014,98.6
uzb,2015,98.6
uzb,2016,98.5
uzb,2017,98.5
uzb,2018,98.4
uzb,2019,98.3
uzb,2020,98.4
vct,2000,95.95
vct,2001,95.9
vct,2002,95.8
vct,2003,96.1
vct,2004,96.1
vct,2005,96
vct,2006,96.2
vct,2007,96.1
vct,2008,96.15
vct,2009,96.3
vct,2010,96.2
vct,2011,96
vct,2012,96
vct,2013,96
vct,2014,96.1
vct,2015,96
vct,2016,95.9
vct,2017,96
vct,2018,95.65
vct,2019,95.8
vct,2020,95.7
ven,2000,99.5
ven,2001,99.4
ven,2002,99.4
ven,2003,99.4
ven,2004,99.3
ven,2005,99.3
ven,2006,99.3
ven,2007,99.2
ven,2008,99.2
ven,2009,99.2
ven,2010,99.1
ven,2011,99.1
ven,2012,99.1
ven,2013,99
ven,2014,99
ven,2015,98.9
ven,2016,98.9
ven,2017,98.8
ven,2018,98.8
ven,2019,98.8
ven,2020,98.7
vnm,2000,41.1
vnm,2001,47
vnm,2002,52.7
vnm,2003,57.7
vnm,2004,62.4
vnm,2005,66.3
vnm,2006,69.7
vnm,2007,72.1
vnm,2008,75.2
vnm,2009,77
vnm,2010,78.5
vnm,2011,79.9
vnm,2012,81
vnm,2013,81.6
vnm,2014,82.2
vnm,2015,82.3
vnm,2016,82.5
vnm,2017,82.6
vnm,2018,82.5
vnm,2019,82.6
vnm,2020,82.25
vut,2000,58.3
vut,2001,57.3
vut,2002,56.1
vut,2003,54.8
vut,2004,53
vut,2005,50.7
vut,2006,48.9
vut,2007,46.3
vut,2008,44.2
vut,2009,41.5
vut,2010,38.9
vut,2011,36.9
vut,2012,34.1
vut,2013,32.1
vut,2014,30.6
vut,2015,28.4
vut,2016,26.9
vut,2017,25.2
vut,2018,23.9
vut,2019,22.6
vut,2020,21.3
wsm,2000,46.5
wsm,2001,47.5
wsm,2002,48.45
wsm,2003,49
wsm,2004,50.25
wsm,2005,50.9
wsm,2006,52
wsm,2007,53.35
wsm,2008,54.2
wsm,2009,55.2
wsm,2010,56.5
wsm,2011,57.5
wsm,2012,58.6
wsm,2013,59.4
wsm,2014,60.5
wsm,2015,61.3
wsm,2016,62.4
wsm,2017,63.2
wsm,2018,64.2
wsm,2019,65
wsm,2020,65.4
yem,2000,93.3
yem,2001,93.5
yem,2002,93.7
yem,2003,94
yem,2004,94.1
yem,2005,94.2
yem,2006,94.4
yem,2007,94.4
yem,2008,94.5
yem,2009,94.5
yem,2010,94.5
yem,2011,94.6
yem,2012,94.4
yem,2013,94.4
yem,2014,94.2
yem,2015,94.2
yem,2016,94
yem,2017,93.9
yem,2018,93.7
yem,2019,93.3
yem,2020,93.3
zaf,2000,76.9
zaf,2001,78.1
zaf,2002,79.05
zaf,2003,80.45
zaf,2004,81.6
zaf,2005,82.9
zaf,2006,84.05
zaf,2007,85.5
zaf,2008,86.7
zaf,2009,87.9
zaf,2010,89
zaf,2011,90.1
zaf,2012,91
zaf,2013,91.8
zaf,2014,92.3
zaf,2015,93.2
zaf,2016,93.6
zaf,2017,94.2
zaf,2018,94.65
zaf,2019,94.9
zaf,2020,95.2
zmb,2000,38.2
zmb,2001,38.7
zmb,2002,39.1
zmb,2003,39.5
zmb,2004,40.1
zmb,2005,39.8
zmb,2006,39.9
zmb,2007,39.8
zmb,2008,39.3
zmb,2009,38.8
zmb,2010,37.9
zmb,2011,37
zmb,2012,35.9
zmb,2013,34.1
zmb,2014,32.4
zmb,2015,30.4
zmb,2016,28.6
zmb,2017,26.5
zmb,2018,24.6
zmb,2019,22.5
zmb,2020,20.5
zwe,2000,87.6
zwe,2001,86.8
zwe,2002,86.2
zwe,2003,85.4
zwe,2004,84.9
zwe,2005,84.1
zwe,2006,83.4
zwe,2007,82.7
zwe,2008,82.1
zwe,2009,81.9
zwe,2010,81.3
zwe,2011,80.75
zwe,2012,80.3
zwe,2013,80.3
zwe,2014,79.7
zwe,2015,79.6
zwe,2016,79.3
zwe,2017,79.3
zwe,2018,79.1
zwe,2019,79.1
zwe,2020,78.6
