geo,time,sp_pop_6064_fe_5y
abw,1960,1.82377
abw,1961,1.90783
abw,1962,1.98883
abw,1963,2.07894
abw,1964,2.18273
abw,1965,2.30985
abw,1966,2.44134
abw,1967,2.59241
abw,1968,2.74841
abw,1969,2.87743
abw,1970,2.95872
abw,1971,3.00309
abw,1972,3.01903
abw,1973,3.01765
abw,1974,3.01957
abw,1975,3.03711
abw,1976,3.07608
abw,1977,3.1366
abw,1978,3.18814
abw,1979,3.22937
abw,1980,3.23963
abw,1981,3.13748
abw,1982,3.02655
abw,1983,2.92312
abw,1984,2.83347
abw,1985,2.77382
abw,1986,2.7452
abw,1987,2.7396
abw,1988,2.76849
abw,1989,2.85862
abw,1990,3.01337
abw,1991,3.16878
abw,1992,3.33768
abw,1993,3.47275
abw,1994,3.55522
abw,1995,3.5988
abw,1996,3.70922
abw,1997,3.83134
abw,1998,3.94558
abw,1999,4.04292
abw,2000,4.1026
abw,2001,4.0892
abw,2002,4.05001
abw,2003,4.00544
abw,2004,3.9949
abw,2005,4.03401
abw,2006,4.19321
abw,2007,4.40983
abw,2008,4.66964
abw,2009,4.95557
abw,2010,5.25376
abw,2011,5.48481
abw,2012,5.73051
abw,2013,5.98335
abw,2014,6.23254
abw,2015,6.47218
abw,2016,6.69283
abw,2017,6.88621
abw,2018,7.06809
abw,2019,7.2601
abw,2020,7.4763
afg,1960,1.87188
afg,1961,1.85308
afg,1962,1.84079
afg,1963,1.83367
afg,1964,1.82952
afg,1965,1.82733
afg,1966,1.81334
afg,1967,1.80239
afg,1968,1.79435
afg,1969,1.7893
afg,1970,1.78677
afg,1971,1.77222
afg,1972,1.7609
afg,1973,1.7529
afg,1974,1.74832
afg,1975,1.74756
afg,1976,1.73228
afg,1977,1.71838
afg,1978,1.70713
afg,1979,1.70005
afg,1980,1.69863
afg,1981,1.69136
afg,1982,1.68507
afg,1983,1.67833
afg,1984,1.66557
afg,1985,1.63896
afg,1986,1.61391
afg,1987,1.58217
afg,1988,1.54351
afg,1989,1.49826
afg,1990,1.44551
afg,1991,1.43361
afg,1992,1.43302
afg,1993,1.441
afg,1994,1.45761
afg,1995,1.48349
afg,1996,1.4728
afg,1997,1.46677
afg,1998,1.46515
afg,1999,1.46533
afg,2000,1.46506
afg,2001,1.4543
afg,2002,1.44417
afg,2003,1.43977
