geo,time,gc_xpn_othr_cn
hun,2015,2044008266863.16968
hun,2016,2228985164318.18018
hun,2017,2317758050652.3501
hun,2018,2402382360200.00977
hun,2019,2739753464194.9502
idn,1990,0
idn,1991,0
idn,1992,0
idn,1993,0
idn,1994,792000000000
idn,1995,731000000000
idn,1996,550000000000
idn,1997,787400000000
idn,1998,368000000000
idn,1999,434600000000
idn,2002,200600000000
idn,2003,676268923852
idn,2004,610960000000
idn,2008,31096700000000
idn,2009,38955700000000
idn,2010,21666900000000
idn,2011,5464230000000
idn,2012,4072860000000
idn,2013,15939300000000
idn,2014,72958543615852.98438
idn,2015,122772260646817
idn,2016,179399319878647
idn,2017,153729678429288
idn,2018,241824769243751
idn,2019,257869481810418
ind,1990,10680000000
ind,1991,10070000000
ind,1992,7600000000
ind,1993,6110000000
ind,1994,5100000000
ind,1995,5970000000
ind,1996,6380000000
ind,1997,9160000000
ind,1998,27950000000
ind,2000,0
ind,2001,0
ind,2002,294050000000
ind,2003,131170000000
ind,2004,273390000000
ind,2005,347460000000
ind,2006,302190000000
ind,2007,38550000000
ind,2008,51310000000
ind,2009,93640000000
ind,2010,89630000000
ind,2011,89630000000
ind,2012,107980000000
ind,2013,99590000000
ind,2014,103306050000
ind,2015,85730000000
ind,2016,65000000000
ind,2017,82040000000
ind,2018,130600000000
irl,1990,349177971.56802
irl,1991,339020066.94059
irl,1992,374572733.13661
irl,1993,434250422.82278
irl,1994,608204539.56758
irl,1995,366427000
irl,1996,403826000
irl,1997,462615000
irl,1998,525092000
irl,1999,604057000
irl,2000,729331000
irl,2001,836301000
irl,2002,903195000
irl,2003,953808000
irl,2004,1041289000
irl,2005,1134719000
irl,2006,1231594000
irl,2007,1311664000
irl,2008,1343329000
irl,2009,1298258000
irl,2010,1256582000
irl,2011,1257504000
irl,2012,1280501000
irl,2013,1308736000
irl,2014,1595048000
irl,2015,1723753000
irl,2016,1856939000
irl,2017,2005562000
irl,2018,2203061000
irl,2019,2421970000
irn,1999,5141160000000
irn,2000,1323000000000
irn,2001,8463720000000
irn,2002,14179200000000
irn,2003,15722900000000
irn,2004,19545674000000
irn,2005,69428100000000
irn,2007,74071369000000
irn,2008,109453600000000
irn,2009,116370000000000
irq,2014,5464370000000
irq,2015,616657530697.625
irq,2016,495393076880.40302
irq,2017,377381014192.57098
irq,2018,1217815844232.40991
irq,2019,2736915413875.22021
isl,1990,5421700000
isl,1991,6690400000
isl,1992,5535500000
isl,1993,3352800000
isl,1994,5591800000
isl,1995,2755800000
isl,1996,4202000000
isl,1997,2416100000
isl,1998,28307100000
isl,1999,30333200000
isl,2000,31684700000
isl,2001,25994167261
isl,2002,26656042792
isl,2003,28717172304
isl,2004,28724729599
isl,2005,31466300002.138
isl,2006,34129312333.0523
isl,2007,37642046529.4318
isl,2008,249979815212.35901
isl,2009,64159199201.9974
isl,2010,82714278858.46539
isl,2011,80104147096.4579
isl,2012,66801860294.8437
isl,2013,59851977926.5996
isl,2014,93727807751.6272
isl,2015,80324650318.11749
isl,2016,193877828572.77802
isl,2017,75804077748.35741
isl,2018,81016240661.49229
isl,2019,85623270319.23198
isr,1990,2040500000
isr,1991,3653000000
isr,1992,7784000000
isr,1993,7916000000
isr,1994,6455000000
isr,1995,7225000000
isr,1996,8221000000
isr,1997,6658000000
isr,1998,5183000000
isr,1999,6115000000
isr,2000,21179767017.9907
isr,2001,21869187132.7937
isr,2002,22153326619.4905
isr,2003,22606373442.6123
isr,2004,24504484443.5216
isr,2005,25162885491.2215
isr,2006,30015783659.4806
isr,2007,28966648528.6507
isr,2008,31499726278.5237
isr,2009,36014352845.7471
isr,2010,34632190285.3207
isr,2011,34863258541.7999
isr,2012,39251396776.1317
isr,2013,43852901696.0106
isr,2014,43428326927.671
isr,2015,45671239967.33489
isr,2016,46188028009.4678
isr,2017,51167670700.8748
isr,2018,51809567102.313
isr,2019,55594807477.837
ita,1995,10484310591.6031
ita,1996,10614608896.5757
ita,1997,10746558920.7963
ita,1998,10954759910.1839
ita,1999,11114653562.2882
ita,2000,11610612908.3741
ita,2001,12949709358.6299
ita,2002,13447433996.5147
ita,2003,13962649952.0228
ita,2004,14618495003.4657
ita,2005,15154276552.6961
ita,2006,15800491141.2935
ita,2007,16487169424.6686
ita,2008,17170440754.5374
ita,2009,17810608103.0058
ita,2010,18742734040.4628
ita,2011,19399861390.2452
ita,2012,19505166279.16529
ita,2013,19419657255.9372
ita,2014,19363017311.7077
ita,2015,19268456429.16389
ita,2016,19673887081.0252
ita,2017,20029101430.0663
ita,2018,19752137743.1881
ita,2019,19986057337.2055
jor,1990,19130000
jor,1991,15660000
jor,1992,10040000
jor,1993,14870000
jor,1994,33370000
jor,1995,44520000
jor,1996,81200000
jor,1997,60960000
jor,1998,76870000
jor,1999,0
jor,2000,41660000
jor,2001,45400000
jor,2002,142110000
jor,2003,154600000
jor,2004,317870000
jor,2005,357100000
jor,2006,542250000
jor,2007,1438500000
jor,2008,161000000
jor,2009,77600000
jor,2010,82600000
jor,2011,72900000
jor,2012,79600000
jor,2013,95700000
jor,2014,71200000
jor,2015,100000000
jor,2016,206600000
jor,2017,273300000
jor,2018,347500000
jor,2019,260000000
kaz,2000,1883123000
kaz,2001,24067843000
kaz,2002,18138723000
kaz,2003,62790167000
kaz,2004,64906389000
kaz,2010,59881338184.9
kaz,2011,80453761581.41
kaz,2012,97981139969.53999
kaz,2013,118624723579.95
kaz,2014,144664543208.09
kaz,2015,86731429823.94
kaz,2016,179707336192.19
kaz,2017,144225966807.22
kaz,2018,137926938574.29999
kaz,2019,111812647388.44
ken,2014,5240144369.09
ken,2015,4348503508.38
ken,2016,8314666014
ken,2017,27178813165.6
ken,2018,358992810000
ken,2019,20850717717.15
kgz,2014,836424000
kgz,2015,1939700000
kgz,2016,961400000
kgz,2017,962849000
kgz,2018,587270000
kgz,2019,555830000
khm,2002,165535860123
khm,2003,6797778644
khm,2004,29267628385
khm,2005,41276415214
khm,2006,128891674940
khm,2007,93866000000
khm,2008,67830420204
khm,2009,474269742853
khm,2010,335777760552.091
khm,2011,593459942864
khm,2012,351594100000
khm,2013,639503600000
khm,2014,769058114983
khm,2015,531416208512
khm,2016,825338764600
khm,2017,943286532872
khm,2018,1215563400000
khm,2019,1480396770690
kir,2011,2306653.35
kir,2012,4435060.82
kir,2013,5611062.47
kir,2014,7498143.07
kir,2015,4960337.99
kir,2016,8452334.69
kir,2017,12206604.52
kir,2018,11008254.57
kir,2019,10661432.28
kna,1990,0
kna,1991,0
kna,1992,0
kna,1993,0
kna,1994,0
kna,2000,0
kna,2001,0
kna,2002,0
kna,2003,0
kna,2004,0
kna,2005,0
kna,2006,0
kna,2007,0
kna,2008,0
kna,2009,0
kna,2010,0
kna,2011,0
kna,2012,0
kna,2013,0
kna,2014,0
kna,2015,0
kna,2016,0
kna,2017,0
kor,1990,354000000000
kor,1991,529000000000
kor,1992,668000000000
kor,1993,865000000000
kor,1994,1252000000000
kor,1995,1770000000000
kor,1996,2590000000000
kor,1997,2132000000000
kor,1998,13307303000000
kor,1999,13917000000000
kor,2000,15121691000000
kor,2001,17581485000000
kor,2002,18681180000000
kor,2003,29696110000000
kor,2004,35142086000000
kor,2005,36020600000000
kor,2006,37136200000000
kor,2007,27745119000000
kor,2008,32479183000000
kor,2009,39945714000000
kor,2010,34530860000000
kor,2011,36761656000000
kor,2012,47592100000000
kor,2013,30946200000000
kor,2014,30699196437200
kor,2015,30173570732282
kor,2016,31395740506863
kor,2017,35552491164855
kor,2018,35519962723117
kor,2019,34924069228113
kwt,1990,156000000
kwt,1991,10000000
kwt,1992,108000000
kwt,1993,175000000
kwt,1994,243000000
kwt,1995,257000000
kwt,1996,198000000
kwt,1997,221000000
kwt,1998,282000000
kwt,2001,507000000
kwt,2002,572000000
kwt,2003,681000000
kwt,2004,802000000
kwt,2005,1390000000
kwt,2006,2086000000
lbn,1998,0
lbn,1999,0
lbn,2000,201400000000
lbn,2001,148200000000
lbn,2002,198200000000
lbn,2003,220299393000
lbn,2004,197200000000
lbn,2005,202333934000
lbn,2006,391181072000
lbn,2007,962871000000
lbn,2008,454524847000
lbn,2009,257717004000
lbn,2010,311163000000
lbn,2011,609544000000
lbn,2012,337775000000
lbn,2013,537944000000
lbn,2014,479953247000
lbn,2015,453974870000
lbn,2016,514840140500
lbn,2017,531325761000
lbn,2018,420129591000
lbn,2019,233467397000
lca,2000,0
lca,2001,0
lca,2002,0
lca,2003,0
lca,2004,0
lca,2005,0
lca,2006,0
lca,2007,0
lca,2008,0
lca,2009,0
lca,2010,0
lca,2011,0
lca,2012,0
lca,2013,0
lca,2014,0
lca,2015,0
lca,2016,0
lca,2017,0
lka,1990,6552000000
lka,1991,9982000000
lka,1992,11272000000
lka,1993,12064000000
lka,1994,12679000000
lka,1995,18059000000
lka,1996,15620000000
lka,1997,16921000000
lka,1998,20086000000
lka,1999,25043000000
lka,2000,26570000000
lka,2001,25324000000
lka,2002,26577000000
lka,2003,34233000000
lka,2004,38372000000
lka,2005,40669000000
lka,2006,53897000000
lka,2007,74145000000
lka,2008,82423000000
lka,2009,110041000000
lka,2010,119496100000
lka,2011,132297000000
lka,2012,196795000000
lka,2013,0
lka,2014,0
lka,2015,0
lka,2016,0
lka,2017,0
lka,2018,0
lka,2019,0
lso,1991,27546305
lso,1992,35266588
lso,1993,29866091
lso,1994,24135101
lso,1995,14469432
lso,1996,17693300
lso,1997,30477571
lso,1998,32281696
lso,1999,125992326
lso,2000,122624924
lso,2001,166535070
lso,2002,224623936
lso,2003,225400000
lso,2004,253400000
lso,2005,266300000
lso,2006,330590705
lso,2007,332728770
lso,2008,1135094067
lso,2009,868773438
lso,2010,876494251
lso,2011,749477424
lso,2012,760843090
lso,2013,823451571
lso,2014,692699604
lso,2015,686629957
lso,2016,544244236
lso,2017,692008868.34
lso,2018,625562521.36
lso,2019,837478800.44
ltu,1993,0
ltu,1994,0
ltu,1995,154118000
ltu,1996,171430000
ltu,1997,190624000
ltu,1998,197455000
ltu,1999,188106000
ltu,2000,198535000
ltu,2001,211440000
ltu,2002,213998000
ltu,2003,221028000
ltu,2004,225051944.08986
ltu,2005,261087605.22905
ltu,2006,315044401.2832
ltu,2007,374400484.18328
ltu,2008,451689860.56786
ltu,2009,428480741.57522
ltu,2010,607793812.96193
ltu,2011,1958209310.12789
ltu,2012,622046287.36036
ltu,2013,1005309628.58344
ltu,2014,1103138129.40734
ltu,2015,948030973.49856
ltu,2016,952870626.18422
ltu,2017,914425427.6215
ltu,2018,949322213.75765
ltu,2019,949107483.7492
lux,1990,112741975.06687
lux,1991,147893276.87971
lux,1992,150768841.76708
lux,1993,131829776.47441
lux,1994,146430705.08355
lux,1995,184008376.95072
lux,1996,197098403.59921
lux,1997,205642732.879
lux,1998,215065839.20762
lux,1999,231973227.41781
lux,2000,250762370.41689
lux,2001,272298364.17755
lux,2002,306727677.41165
lux,2003,331949012.19757
lux,2004,361115930.90735
lux,2005,395411751.85546
lux,2006,432081281.30525
lux,2007,459816273.99488
lux,2008,496868103.88012
lux,2009,527960311.61571
lux,2010,564596861.27463
lux,2011,627524236.14843
lux,2012,676373790.44347
lux,2013,715766805.64895
lux,2014,753892626.17745
lux,2015,790897962.22525
lux,2016,832883656.3889
lux,2017,885763784.92798
lux,2018,942881787.08586
lux,2019,998811328.14247
lva,1994,4069413.37841
lva,1995,309081906.19291
lva,1996,273202770.61599
lva,1997,414742943.97869
lva,1998,580890262.43448
lva,1999,571754002.5384
lva,2000,580212975.45262
lva,2001,411588437.17452
lva,2002,467093243.63549
lva,2003,389975014.371
lva,2004,522401693.7866
lva,2005,970899425.72894
lva,2006,1447747878.49813
lva,2007,1483735152.33266
lva,2008,1900485768.43615
lva,2009,1497972407.66985
lva,2010,1833922402.26293
lva,2011,1647588801.4297
lva,2012,1555782266.46405
lva,2013,1380389126.98277
lva,2014,1576516354.48859
lva,2015,1539995503.72508
lva,2016,1481761629.13131
lva,2017,1554735032.81142
lva,2018,1616063653.59332
lva,2019,1181157193.18615
mac,1996,183730000
mac,1997,136060000
mac,1998,59520000
mac,1999,1697560137.98
mac,2000,1185648776.44
mac,2001,1194020638.38
mac,2002,1211573831.65154
mac,2003,1407651292.35904
mac,2004,1528987107.72224
mac,2005,2022000000
mac,2006,2673000000
mac,2007,3247345117.44801
mac,2008,7255439185.83
mac,2009,9640327947.8761
mac,2010,11864090863.94
mac,2011,6116232050.14
mac,2012,5781174455.4
mac,2013,7893181892
mac,2014,9795465401.68
mac,2015,11781801416.63
mac,2016,12549884559.08
mac,2017,12800490491.09
mac,2018,14174906918.1
mac,2019,14018542688.42
mar,1990,0
mar,1991,0
mar,1992,0
mar,1993,0
mar,1994,0
mar,1995,2931000000
mar,1997,4323000000
mar,1998,3449000000
mar,1999,4448000000
mar,2002,2933764220
mar,2003,765954918.47
mar,2004,0
mar,2005,7767817300
mar,2006,14363085680
mar,2007,15507946660
mar,2008,18282075246.3332
mar,2009,25197128895.66669
mar,2010,32591158509.4286
mar,2011,25649652751.8571
mar,2012,12087276000
mar,2013,13851000000
mar,2014,14770000000
mar,2015,16754000000
mar,2016,16764000000
mar,2017,18805000000
mar,2018,18815000000
mar,2019,17853000000
mda,1997,25600000
mda,1998,62800000
mda,1999,92300000
mda,2000,125900000
mda,2001,6600000
mda,2003,601300000
mda,2004,855500000
mda,2005,1207200000
mda,2006,838200000
mda,2007,1150500000
mda,2008,1153000000
mda,2009,1309000000
mda,2010,1363900000
mda,2011,1969500000
mda,2012,2744600000
mda,2013,3543700000
mda,2014,4602700000
mda,2015,4748300000
mda,2016,700900000
mda,2017,856600000
mda,2018,966200000
mda,2019,1161600000
mdg,2003,38940000000
mdg,2004,130680000000
mdg,2005,96099999999.99988
mdg,2006,114600000000
mdg,2007,246794000000
mdg,2008,90176000000
mdg,2009,261782000000
mdg,2010,29221900000
mdg,2011,37254600000
mdg,2012,28233400000
mdg,2013,31933600000
mdg,2014,63341600000
mdg,2015,72652625500
mdg,2016,86608722209.67998
mdg,2017,43255519502.21
mdg,2018,53578538554.6
mdg,2019,57111040710.4
mdv,1990,0
mdv,1991,0
mdv,1992,0
mdv,1993,0
mdv,1994,0
mdv,1995,0
mdv,1996,0
mdv,1997,0
mdv,1998,0
mdv,1999,0
mdv,2000,0
mdv,2001,0
mdv,2002,0
mdv,2003,0
mdv,2004,0
mdv,2005,0
mdv,2006,0
mdv,2007,0
mdv,2008,0
mdv,2009,0
mex,2008,400847524631.50403
mex,2009,187570524575.93399
mex,2010,236998817339.99799
mex,2011,313619602482.68494
mex,2012,431924398068.53601
mex,2013,286301666226.73199
mex,2014,270619050904.85501
mex,2015,236557881464.82001
mex,2016,244625263204.022
mex,2017,218976526872.38199
mex,2018,213510150064.75601
mex,2019,245026842558.94
mhl,2008,10725763
mhl,2009,6301147
mhl,2010,7809283
mhl,2011,6965344
mhl,2012,8033294
mhl,2013,14490883
mhl,2014,10937499
mhl,2015,12477139
mhl,2016,10444949
mhl,2017,19109336
mhl,2018,16640595
mhl,2019,27900682.6
mkd,2005,2386160811.5
mkd,2006,2818636745.5
mkd,2007,5466005268.5
mkd,2008,7877000000
mkd,2009,5480000000
mkd,2010,5393000000
mkd,2011,4387000000
mkd,2012,1196000000
mkd,2013,3180879384
mkd,2014,3062334146
mkd,2015,4037166064
mkd,2016,3644370694
mkd,2017,3063313236
mkd,2018,4376968065
mkd,2019,7043428056
mli,2000,35000000000
mli,2001,62911000000
mli,2002,57984500000
mli,2003,98138000000
mli,2006,61697360000
mli,2007,63600000000
mli,2008,85611010000
mli,2009,108530000000
mli,2010,102110000000
mli,2011,64972000000
mli,2012,81831345000
mli,2013,84135480445
mli,2014,150100000000
mli,2015,94794447000
mli,2016,40200000000
mli,2017,40200000000
mli,2018,35530000000
mli,2019,54826127000
mlt,1990,0
mlt,1991,0
mlt,1992,0
mlt,1993,0
mlt,1994,0
mlt,1995,133239394.00194
mlt,1996,142890489.96836
mlt,1997,152840406.3747
mlt,1998,168691077.54542
mlt,1999,185310318.51807
mlt,2000,205053064.68192
mlt,2001,222174375.4146
mlt,2002,234542747.07966
mlt,2003,250587962.47994
mlt,2004,262770217.54948
mlt,2005,271933736.0746
mlt,2006,284122879.51194
mlt,2007,311871023.10775
mlt,2008,141521199.46968
mlt,2009,148339145.83129
mlt,2010,150439234.10966
mlt,2011,155986411.38527
mlt,2012,163192470.39619
mlt,2013,169023109.35587
mlt,2014,176247976.74627
mlt,2015,186946124.89219
mlt,2016,203630543.43655
mlt,2017,214164817.13519
mlt,2018,229692223.92739
mlt,2019,250070644.99143
mmr,2012,915525454000
mmr,2013,1130520686000
mmr,2014,1580565279000
mmr,2015,1709314950000
mmr,2016,1039272300000
mmr,2017,1403805301000
mmr,2018,94003447999.99988
mmr,2019,186679144000
mng,1992,527000000
mng,1993,0
mng,1994,0
mng,1995,14000000
mng,1996,0
mng,1997,0
mng,1998,0
mng,1999,2085000000
mng,2000,4678000000
mng,2001,3796000000
mng,2002,5902166400
mng,2003,134928300
mng,2006,11116653896.5
mng,2007,9380025597.82
mng,2008,0
mng,2009,15585037845.29
mng,2010,150937229010
mng,2011,192117359062.92001
mng,2012,280234551869.28003
mng,2013,87781629364
mng,2014,422470647333.79102
mng,2015,201648684924.20999
mng,2016,12875500000
mng,2017,73592239000
mng,2018,0
moz,2010,4254697460
moz,2011,7079406600
moz,2012,7520966200
moz,2016,733000000
moz,2017,1482479840
moz,2018,1133844490
moz,2019,1062400000
mus,1990,86100000
mus,1991,119100000
mus,1992,258800000
mus,1993,288900000
mus,1994,427500000
mus,1995,323900000
mus,1996,333600000
mus,1997,423300000
mus,1998,671000000
mus,1999,1638000000
mus,2000,1274000000
mus,2001,1415000000
mus,2002,579700000
mus,2003,936400000
mus,2004,1191600000
mus,2005,1048000000
mus,2006,1784100000
mus,2007,2208600000
mus,2008,3011300000
mus,2009,5931100000
mus,2010,7103100000
mus,2011,5980900000
mus,2012,6429800000
mus,2013,8153409000
mus,2014,8244000000
mus,2015,4607600000
mus,2016,9394933000
mus,2017,12333703634
mus,2018,12471323089
mus,2019,12915300000
mwi,2009,2503449858
mwi,2010,1632600000
mwi,2011,3038279078
mwi,2012,6057400000
mwi,2013,5857023066.5
mwi,2014,7268634870.78
mwi,2015,8437914220.44
mwi,2016,5024032633
mwi,2017,13540000000
mwi,2018,3945455348.37333
mwi,2019,6103334293.61939
mwi,2020,9531187964.47
mys,1996,430000000
mys,1997,520000000
mys,1998,1797000000
mys,1999,2089000000
mys,2000,1988000000
mys,2001,199000000
mys,2002,1792000000
mys,2003,2706000000
mys,2004,5082000000
mys,2005,343000000
mys,2006,390802523
mys,2007,1197407256.62
mys,2008,849169830.28
mys,2009,684976820.1
mys,2010,1154849000
mys,2011,1137741000
mys,2012,1466358000
mys,2013,1232045000
mys,2014,1484444000
mys,2015,1108248000
mys,2016,912600000
mys,2017,1039790341.63
mys,2018,1097200000
mys,2019,1754982397.76
nam,1991,91700000
nam,1992,109300000
nam,2000,44420824
nam,2001,72244290
nam,2002,126418262.66
nam,2003,158319199.6
nam,2004,67086000
nam,2005,320043000
nam,2006,244002000
nam,2007,36019007.22587
nam,2008,309904125.70664
nam,2009,289644483.14617
nam,2010,76064572.29351
nam,2011,621392544.46834
nam,2012,472219326.35641
nam,2013,126888597.83
nam,2014,184492658.96
nam,2015,156218933.18
nam,2016,154647219.1
nam,2017,369214013.09
nam,2018,253521593.17
nam,2019,139215724.68
nic,1990,690000
nic,1991,17520000
nic,1992,161610000
nic,1993,322630000
nic,1994,317720000
nic,1995,490920000
nic,1996,443970000
nic,1997,793440000
nic,1998,446420000
nic,1999,1481460000
nic,2000,995600000
nic,2001,780000000
nic,2002,360724000
nic,2003,300468100
nic,2004,377805300
nic,2005,765000000
nic,2006,1189683900
nic,2007,1166460100
nic,2008,1654889000
nic,2009,1534017000
nic,2010,1530901000
nic,2011,1904418000
nic,2012,2871701005
nic,2013,3091202479
nic,2014,3811308820.37
nic,2015,4150296837.86
nic,2016,4779539489.63
nic,2017,5267240118.4
nic,2018,5047437000
nic,2019,4846321000
nld,1990,2831588548.40247
nld,1991,1415794274.20123
nld,1992,1052770101.32912
nld,1993,1860498885.96957
nld,1994,1365878450.43132
nld,1995,6443238442.20035
nld,1996,6675040451.64896
nld,1997,7281588727.1491
nld,1998,7705603532.37039
nld,1999,7271431037.66517
nld,2000,7991474710.30016
nld,2001,11149917938.6593
nld,2002,9774024388.34288
nld,2003,9784498008.85658
nld,2004,10404107238.217
nld,2005,10286530320.3099
nld,2006,11686283613.7967
nld,2007,10625303057.7268
nld,2008,12108246012.5589
nld,2009,14764840052.243
nld,2010,13774990204.7599
nld,2011,13455063259.0353
nld,2012,13880763218.2123
nld,2013,15057623857.9342
nld,2014,13603212388.4024
nld,2015,14312055140.0032
nld,2016,14976325010.5734
nld,2017,14502704535.585
nld,2018,16035373271.3295
nld,2019,15922091011.2987
nor,1990,1295000000
nor,1991,1230000000
nor,1992,1973000000
nor,1993,1307000000
nor,1994,2890000000
nor,1995,28294000000
nor,1996,30859000000
nor,1997,30664000000
nor,1998,31914000000
nor,1999,35653000000
nor,2000,42682000000
nor,2001,36625000000
nor,2002,43190000000
nor,2003,44391000000
nor,2004,48987000000
nor,2005,51925000000
nor,2006,56456000000
nor,2007,58592000000
nor,2008,65586000000
nor,2009,72611000000
nor,2010,71224000000
nor,2011,76993000000
nor,2012,81872000000
nor,2013,83723000000
nor,2014,95515000000
nor,2015,103407000000
nor,2016,110033000000
nor,2017,117340000000
nor,2018,126546000000
nor,2019,135556000000
npl,2000,0
npl,2001,0
npl,2002,0
npl,2003,0
npl,2004,0
npl,2010,1384186000
npl,2011,1861206000
npl,2012,1996743000
npl,2013,2275047000
npl,2014,3333038000
npl,2015,9272879
npl,2016,6203041
npl,2017,285979097.06
npl,2018,277539844.19
npl,2019,122681000
nru,2014,5976957.29
nru,2015,8664502.16
nru,2016,10479621.91
nru,2017,11080518.35
nru,2018,11802264.39
nzl,2001,1424000000
nzl,2002,1787499000
nzl,2003,2558328000
nzl,2004,3003230000
nzl,2005,3115097000
nzl,2006,3352000000
nzl,2007,3920000000
nzl,2008,4793456354.38413
nzl,2009,8799650000
nzl,2010,9296440000
nzl,2011,21490960000
nzl,2012,10385420000
nzl,2013,10157460000
nzl,2014,10493880000
nzl,2015,10393170000
nzl,2016,10704770000
nzl,2017,11349520000
nzl,2018,11778210000
nzl,2019,11990840000
pan,2014,717009955.72
pan,2015,779682160.67
pan,2016,754824436.87
pan,2017,1378563795.47
pan,2018,1544055903.54
per,1990,3940000
per,1991,5000000
per,1992,122000000
per,1993,57000000
per,1994,4000000
per,1995,1757200000
per,1996,2045400000
per,1997,2470700000
per,1998,1720500000
per,1999,1495000000
per,2000,1511000000
per,2001,1334200000
per,2002,791500000
per,2003,747100000
per,2004,780100000
per,2005,1637000000
per,2006,1191998613.74136
per,2007,2622547080.70334
per,2008,4206118526.93045
per,2009,5633798213.49
per,2010,5874880111.7055
per,2011,6641739521.68907
per,2012,5370008230.59
per,2013,7787188469.04148
per,2014,11388301963.8587
per,2015,12609517005.0397
per,2016,9556147017.99923
per,2017,11928449647.021
per,2018,11527888471.2088
per,2019,12109752381.4206
phl,1990,0
phl,1991,0
phl,1992,0
phl,1993,0
phl,1994,0
phl,1995,0
phl,1996,0
phl,1997,0
phl,2000,3600000000
phl,2001,4250000000
phl,2002,8300000000
phl,2003,13110000000
phl,2004,6950000000
phl,2005,20400000000
phl,2006,18200000000
phl,2007,86957000000
phl,2008,53035000000
phl,2009,26918000000
phl,2010,41637000000
phl,2011,18224000000
phl,2012,41366000000
phl,2013,18583000000
phl,2014,32300000000
phl,2015,32128000000
phl,2016,28916000000
phl,2017,8313000000
phl,2018,21593000000
phl,2019,27315000000
plw,2008,34658979
plw,2009,32641769
plw,2010,31275476
plw,2011,40107631
plw,2012,48724680
plw,2013,39702948
plw,2014,39828510
plw,2015,34542560
plw,2016,37071678
plw,2017,35897780
plw,2018,31095097
plw,2019,21790776.2
png,1990,4370000
png,1991,5010000
png,1992,4480000
png,1993,16370000
png,1994,0
png,1995,0
png,1996,0
png,1997,0
png,1998,0
png,1999,0
png,2000,0
png,2001,0
png,2002,0
png,2014,136700000
png,2015,120840000
png,2016,79200000
png,2017,79743513.04
png,2018,73561989.6
png,2019,84784074.68
pol,1994,505000000
pol,1995,8001000000
pol,1996,9430000000
pol,1997,10489000000
pol,1998,11583000000
pol,1999,11564000000
pol,2000,12218000000
pol,2001,13032000000
pol,2002,13203000000
pol,2003,13689000000
pol,2004,14657000000
pol,2005,15270700000
pol,2006,16015000000
pol,2007,17067000000
pol,2008,17815000000
pol,2009,19011000000
pol,2010,19979000000
pol,2011,20934000000
pol,2012,22133000000
pol,2013,22727000000
pol,2014,24568930000
pol,2015,24866900000
pol,2016,25727000000
pol,2017,26421000000
pol,2018,28331000000
pol,2019,31354000000
prt,1990,828004509.13299
prt,1991,1199110144.55163
prt,1992,1400125697.07006
prt,1993,1913887531.05017
prt,1994,1120798874.71194
prt,1995,1173090000
prt,1996,1248836000
prt,1997,1354846000
prt,1998,1463424000
prt,1999,1573722000
prt,2000,1726210000
prt,2001,1846184000
prt,2002,1963210000
prt,2003,2060128000
prt,2004,2184927000
prt,2005,2338683000
prt,2006,2473586000
prt,2007,2595588000
prt,2008,2835563000
prt,2009,2871483000
prt,2010,2864550732.31152
prt,2011,2964320955.23466
prt,2012,2964739129.53728
prt,2013,2833134150.34835
prt,2014,2833559775.39073
prt,2015,2873481800.862
prt,2016,2857955968.19042
prt,2017,2881242877.54425
prt,2018,2964555274.17824
prt,2019,3069212064.33907
pry,2005,414400000000
pry,2006,657600000000
pry,2007,788997869002.40002
pry,2008,938684603751.89905
pry,2009,1140914308777
pry,2010,1153560651817.5
pry,2011,1717754547125.69995
pry,2012,1934781351100
pry,2013,1233760000000
pry,2014,1224012658980
pry,2015,1665475207771
pry,2016,1150332938106
pry,2017,1704481520586
pry,2018,1623484797783
pry,2019,1723761771084
rou,1990,4641000
rou,1991,3328000
rou,1992,10246000
rou,1993,31378000
rou,1994,104687000
rou,1995,4500000
rou,1996,9500000
rou,1997,32500000
rou,1998,63100000
rou,1999,187800000
rou,2000,623300000
rou,2001,1418400000
rou,2002,1742200000
rou,2003,3048800000
rou,2004,3299900000
rou,2005,4091900000
rou,2006,4235600000
rou,2007,4591831900.26365
rou,2008,5740666206.54832
rou,2009,6387016813.07385
rou,2010,7377876734.4033
rou,2011,8137147415.15962
rou,2012,7579975480.98547
rou,2013,6879641698.79637
rou,2014,7735837557.4858
rou,2015,8780039097.19703
rou,2016,9525966918.83818
rou,2017,10527856076.385
rou,2018,11768558229.7965
rou,2019,12453840189.3303
rus,1999,1220000000
rus,2000,1049000000
rus,2001,13863000000
rus,2002,16916000000
rus,2003,19633969319.21
rus,2004,31860059900
rus,2005,368941700000
rus,2006,180600000000
rus,2007,1145500000000
rus,2008,637500000000
rus,2009,1149900000000
rus,2010,1153300000000
rus,2011,1602000000000
rus,2012,1628400000000
rus,2013,1394700000000
rus,2014,972695213948.28992
rus,2015,1705163702379.31006
rus,2016,1701605000000
rus,2017,1771056000000
rus,2018,2117321000000
rus,2019,2268912000000
rwa,1990,0
rwa,1991,0
rwa,1992,0
rwa,2014,36915964977
rwa,2015,70034831906
rwa,2016,80824019721
rwa,2017,95142966102
rwa,2018,111062654014
rwa,2019,176362985466
sau,2010,61140000000
sau,2011,81838000000
sau,2012,82629000000
sau,2013,119674000000
sau,2014,138328000000
sau,2015,105007000000
sau,2016,78407563467.3
sau,2017,97886000000
sau,2018,148464000000
sau,2019,85229352839.21001
sdn,1998,0
sdn,1999,0
sen,2015,128152488476
sen,2016,234604271600
