geo,time,ny_adj_nnty_cd
ago,2011,55362146875.185
ago,2012,68621211332.6228
ago,2013,79445137953.70509
ago,2014,93490724979.8436
ago,2015,86972303354.05609
ago,2016,75964641772.5305
ago,2017,85480641693.412
ago,2018,61636421304.8371
ago,2019,54113143405.6325
alb,1984,1350439031.15642
alb,1985,1369606171.27152
alb,1986,1669360013.42137
alb,1987,1597753161.20027
alb,1988,1583665139.99188
alb,1989,1707859353.9417
alb,1990,1561871171.31808
alb,1991,819677920.53037
alb,1992,451977146.27356
alb,1993,1023713660.80934
alb,1994,1633118401.45833
alb,1995,2130968985.79185
alb,1996,2895697071.01003
alb,1997,2021947921.8405
alb,1998,2342179098.42151
alb,1999,2947970545.17556
alb,2000,3211018419.92975
alb,2001,3649170531.1413
alb,2002,4002770013.27013
alb,2003,5177890903.01325
alb,2004,6566689986.82562
alb,2005,7338944240.45227
alb,2006,8193785639.22072
alb,2007,9595438182.5129
alb,2008,11301420124.159
alb,2009,10290752652.434
alb,2010,10190743725.7709
alb,2011,10846764003.6072
alb,2012,10175711201.7362
alb,2013,10900546594.0819
alb,2014,11123205138.2531
alb,2015,9426795636.13788
alb,2016,9917729742.00647
alb,2017,10697748755.0788
alb,2018,12400890188.4463
alb,2019,12328642743.2557
are,2000,95418089295.23628
are,2001,95924463551.4301
are,2002,98108396331.23869
are,2003,109812583702.048
are,2004,130986218043.48
are,2005,152812677112.61301
are,2006,190351670080.60199
are,2007,226263074436.14801
are,2008,264964764104.91901
are,2009,216816516547.28101
are,2010,260762804253.54999
are,2011,309086301025.09003
are,2012,329580881766.23901
are,2013,348707628572.341
are,2014,362193757505.07501
are,2015,330186113074.06897
are,2016,332111554663.34003
are,2017,357994350192.90601
are,2018,385430708179.01398
are,2019,384038141822.74597
arg,1970,28530889258.6175
arg,1971,31567585213.4528
arg,1972,31923194985.0713
arg,1973,49254295660.9672
arg,1974,67247485701.917
arg,1975,48874960091.4284
arg,1976,46811595553.2748
arg,1977,51762657753.5696
arg,1978,52637293278.8123
arg,1979,61159996485.4303
arg,1980,67169807616.7579
arg,1981,67853585655.0648
arg,1982,71184390300.4883
arg,1983,88531337820.13849
arg,1984,67396941969.3257
arg,1985,75209802000.98819
arg,1986,97452370100.2515
arg,1987,96819336007.10301
arg,1988,110394040843.021
arg,1989,61857887306.4471
arg,1990,120392341742.325
arg,1991,166509909027.172
arg,1992,203496126190.22
arg,1993,210276990369.42496
arg,1994,226445097376.802
arg,1995,222814937976.117
arg,1996,236105598193.814
arg,1997,252440235278.94501
arg,1998,256760574877.983
arg,1999,239073889627.34296
arg,2000,237361979420.66501
arg,2001,223514183897.64096
arg,2002,74738466669.46649
arg,2003,102026991892.62
arg,2004,122115152328.15601
arg,2005,146889029196.58801
arg,2006,191322520339.57401
arg,2007,242010939265.53
arg,2008,303206788538.35693
arg,2009,276685908799.01898
arg,2010,351392109749.87903
arg,2011,440994816699.04095
arg,2012,451876624133.20496
arg,2013,457323376239.38702
arg,2014,435774740904.82898
arg,2015,503664418950.85498
arg,2016,470934742333.79102
arg,2017,550460178091.61499
arg,2018,430564891145.67401
arg,2019,366725596152.48694
arm,1995,1292582405.00113
arm,1996,1399709763.1418
arm,1997,1475577032.91937
arm,1998,1667396480.66728
arm,1999,1614496455.468
arm,2000,1663272188.53038
arm,2001,1847306380.94511
arm,2002,2062612582.52321
arm,2003,2468375390.8604
arm,2004,3204749962.54586
arm,2005,4420408885.38025
arm,2006,5854482718.51502
arm,2007,8522166674.8209
arm,2008,10965183924.6538
arm,2009,7940891505.75873
arm,2010,8414606010.76748
arm,2011,9102808278.0984
arm,2012,9610501398.87226
arm,2013,10321316189.1485
arm,2014,10641310040.3797
arm,2015,9484439956.46094
arm,2016,9315875161.04089
arm,2017,10374084257.1213
arm,2018,10879426490.4955
arm,2019,11902307289.6981
aus,1970,33529407577.7408
aus,1971,36631174096.8514
aus,1972,42863368027.4147
aus,1973,52889761462.0544
aus,1974,73233228435.94691
aus,1975,80532873254.41299
aus,1976,87020221741.72659
aus,1977,89975288581.04419
aus,1978,96833497951.19389
aus,1979,108116122422.646
aus,1980,120416500228.034
aus,1981,144958263255.952
aus,1982,155610537583.328
aus,1983,143928404361.31201
aus,1984,156306441078.99399
aus,1985,143660945333.50101
aus,1986,145325226432.233
aus,1987,150921699253.91101
aus,1988,189102130973.69901
aus,1989,237865691072.37601
aus,1990,242151335112.396
aus,1991,253097325301.95096
aus,1992,253102433091.64999
aus,1993,246755307723.05896
aus,1994,257877304388.53201
aus,1995,290304096499.92798
aus,1996,317180463282.039
aus,1997,344637781947.38397
aus,1998,317387182231.79999
aus,1999,309144190211.43903
aus,2000,326717231873.40503
aus,2001,299958011505.58093
aus,2002,314245066517.88202
aus,2003,372721615693.73602
aus,2004,487895396043.67401
aus,2005,540690383916.63898
aus,2006,576387861957.41699
aus,2007,651072944831.94092
aus,2008,803336222497.94092
aus,2009,723361413158.72998
aus,2010,886410571895.33789
aus,2011,1078643958582.76001
aus,2012,1215668643545.94995
aus,2013,1247069572099.65991
aus,2014,1144175543456.83008
aus,2015,1056290293181.07996
aus,2016,946766793192.10596
aus,2017,1034183380361.73999
aus,2018,1106747125595.05005
aus,2019,1069193708469.20996
aut,1970,13144807350.0641
aut,1971,15255979869.4837
aut,1972,18837555841.2431
aut,1973,25259813817.363
aut,1974,30070692610.1552
aut,1975,34099220858.6142
aut,1976,36714431888.08769
aut,1977,43866262525.521
aut,1978,52577446428.0024
aut,1979,62732652719.9923
aut,1980,69241953831.45261
aut,1981,59510346515.5348
aut,1982,59802854998.47
aut,1983,60789638884.8016
aut,1984,57235255667.7283
aut,1985,58512819823.5708
aut,1986,83258920448.0013
aut,1987,104269762251.658
aut,1988,112756174488.57401
aut,1989,112756577829.005
aut,1990,141245075094.81299
aut,1991,146407906464.55801
aut,1992,164585954834.76501
aut,1993,160076993388.78699
aut,1994,171012109864.33499
aut,1995,201837856703.88199
aut,1996,199252986902.35696
aut,1997,177613461587.409
aut,1998,181823229270.59897
aut,1999,178646946419.47699
aut,2000,162984936466.08401
aut,2001,161884718524.57199
aut,2002,176375732102.052
aut,2003,216602477919.29401
aut,2004,249783059787.77097
aut,2005,262112937784.23697
aut,2006,280951146975.66101
aut,2007,324597154312.23694
aut,2008,361917421529.74707
aut,2009,329662991623.29303
aut,2010,326203393665.875
aut,2011,357328356033.32397
aut,2012,337173165989.66803
aut,2013,353614404128.31897
aut,2014,362641552561.78497
aut,2015,309539443246.07397
aut,2016,324883905742.32599
aut,2017,338252497997.44098
aut,2018,368757591249.23199
aut,2019,365671100124.37402
aze,1998,3553246042.44945
aze,1999,3244322435.26154
aze,2000,2909425917.00014
aze,2001,3529007593.02241
aze,2002,4501673708.57184
aze,2003,5363364122.31722
aze,2004,6142359740.39963
aze,2005,7897389736.51894
aze,2006,11498871146.0369
aze,2007,17519731588.6997
aze,2008,27549706996.54449
aze,2009,29603562758.6878
aze,2010,34722093584.8162
aze,2011,42571802840.7701
aze,2012,47856898252.6463
aze,2013,53659679313.1902
aze,2014,57104790344.4081
aze,2015,42696316852.8742
aze,2016,29250675448.9645
aze,2017,31273008794.6258
aze,2018,33394033878.4972
aze,2019,35101534133.6374
bdi,1980,711154717.82104
bdi,1981,757304216.84287
bdi,1982,752470491.30309
bdi,1983,842452918.12881
bdi,1984,757271782.04317
bdi,1985,887962590.23066
bdi,1986,895773368.18981
bdi,1987,820709677.93684
bdi,1988,779925052.40881
bdi,1989,801600923.86385
bdi,1990,791699116.04823
bdi,1991,833613501.34874
bdi,1992,756098152.81276
bdi,1993,651474744.49475
bdi,1994,616230684.24412
bdi,1995,594672735.98771
bdi,1996,469566876.34028
bdi,1997,576068812.73866
bdi,1998,509103310.75726
bdi,1999,548398296.32994
bdi,2000,614445299.44823
bdi,2001,560619618.54029
bdi,2002,483278458.28699
bdi,2003,330684004.27625
bdi,2004,467851759.74805
bdi,2005,621975700.6839
bdi,2006,774753823.58273
bdi,2007,717898198.71728
bdi,2008,853102464.7062
bdi,2009,981064267.86561
bdi,2010,1263434630.13547
bdi,2011,1367638565.12706
bdi,2012,1611355928.95882
bdi,2013,1728148268.30348
bdi,2014,1910852165.51492
bdi,2015,2240041304.67298
bdi,2016,2094295317.43776
bdi,2017,2244729131.95489
bdi,2018,2275768967.97332
bdi,2019,2304820834.589
bel,1970,23186129925.561
bel,1971,25923724170.2172
bel,1972,32385642502.5499
bel,1973,41740297784.9102
bel,1974,48848149789.9646
bel,1975,57297047840.3074
bel,1976,62432331154.9622
bel,1977,71995892611.6843
bel,1978,87876295184.7677
bel,1979,100274921752.024
bel,1980,106815492944.069
bel,1981,87527445070.86729
bel,1982,76508923841.6445
bel,1983,72403789606.9312
bel,1984,69822868248.6803
bel,1985,72671689623.6423
bel,1986,101592488790.58099
bel,1987,127119242389.026
bel,1988,138880082865.95901
bel,1989,140125006352.80099
bel,1990,175509301172.539
bel,1991,180176650635.09
bel,1992,200574240566.203
bel,1993,193747863728.724
bel,1994,213407065989.97601
bel,1995,249460475588.80096
bel,1996,240920818496.59
bel,1997,218225838350.52802
bel,1998,222792566295.93201
bel,1999,221429570421.104
bel,2000,203030386810.67001
bel,2001,200876117538.46301
bel,2002,217879872735.54901
bel,2003,267959795254.492
bel,2004,309744120510.49597
bel,2005,322777532680.72302
bel,2006,340779905096.76398
bel,2007,392445401310.50702
bel,2008,431114805281.28003
bel,2009,396535524718.086
bel,2010,395608985746.56598
bel,2011,422121776931.64801
bel,2012,410624477206.56097
bel,2013,432711860317.89801
bel,2014,442766292828.80298
bel,2015,381014438943.04797
bel,2016,391079446374.66895
bel,2017,413467560827.55103
bel,2018,446775934763.64203
bel,2019,438976108709.08197
ben,1971,316721276.81867
ben,1972,389325292.59403
ben,1973,480718355.88465
ben,1974,531419514.59183
ben,1975,642469455.43896
ben,1976,653955080.84412
ben,1977,705527264.85178
ben,1978,869037808.08525
ben,1979,1112374768.49003
ben,1980,1314085353.06334
ben,1981,1213137471.71345
ben,1982,1166209259.18913
ben,1983,989205221.69302
ben,1984,923515740.78149
ben,1985,931709084.10148
ben,1986,1200625198.92992
ben,1987,1388630182.38132
ben,1988,1447835489.45904
ben,1989,1303346386.23972
ben,1990,1700501988.04782
ben,1991,1721000569.50981
ben,1992,1391920724.85278
ben,1993,1893521466.12069
ben,1994,1256862422.74669
ben,1995,1698339767.28912
ben,1996,1820783854.37289
ben,1997,1771638643.33091
ben,1998,1934255956.79959
ben,1999,2977722790.75897
ben,2000,2873472324.33707
ben,2001,3017433611.0429
ben,2002,3455775027.38784
ben,2003,4414541103.50222
ben,2004,5163147319.16292
ben,2005,5532512292.2227
ben,2006,5914732582.68067
ben,2007,6858008620.90691
ben,2008,8199547957.39448
ben,2009,8074797923.29283
ben,2010,7915616585.07903
ben,2011,8969357041.38913
ben,2012,9409720304.79514
ben,2013,10770697212.6034
ben,2014,11474823125.896
ben,2015,9845045192.82127
ben,2016,10205838136.7713
ben,2017,10885619495.164
ben,2018,12368839828.0631
ben,2019,12492896618.0925
bfa,1980,1815374385.30809
bfa,1981,1661437039.05347
bfa,1982,1630074294.10617
bfa,1983,1476821958.53293
bfa,1984,1339924328.91716
bfa,1985,1427703125.66169
bfa,1986,1866109778.53004
bfa,1987,2158757101.63992
bfa,1988,2377668963.07463
bfa,1989,2370883219.00562
bfa,1990,2802099660.58373
bfa,1991,2830715994.18048
bfa,1992,1995606796.73127
bfa,1993,2082022619.11504
bfa,1994,1641835645.52971
bfa,1995,2054603942.05811
bfa,1996,2258682255.49121
bfa,1997,2119663717.43931
bfa,1998,2423085949.95318
bfa,1999,3053288399.73878
bfa,2000,2733636663.97365
bfa,2001,2943543621.56541
bfa,2002,3321905733.95924
bfa,2003,4332390255.67245
bfa,2004,4919267966.50808
bfa,2005,5451087263.8079
bfa,2006,5798180055.80019
bfa,2007,6680524840.67967
bfa,2008,8171540427.68233
bfa,2009,7983552911.82991
bfa,2010,8262420271.76929
bfa,2011,9526798810.08743
bfa,2012,10235905796.6434
bfa,2013,11024862788.2322
bfa,2014,11252111516.4696
bfa,2015,9493819272.92738
bfa,2016,10352402893.4957
bfa,2017,11427658982.3463
bfa,2018,13289626097.9242
bfa,2019,13670817401.7096
bgd,1973,7449577180.15343
bgd,1974,11570697001.2285
bgd,1975,17830946935.8384
bgd,1976,9233833967.90174
bgd,1977,8640173704.39504
bgd,1978,11987409300.372
bgd,1979,14208600521.7391
bgd,1980,16618089701.0565
bgd,1981,18913542008.915
bgd,1982,17286619992.5645
bgd,1983,16668567182.2074
bgd,1984,17918294921.2864
bgd,1985,20895745392.2058
bgd,1986,20455809150.5919
bgd,1987,22922522017.0158
bgd,1988,25019095058.033
bgd,1989,27091152488.9276
bgd,1990,29651276927.5147
bgd,1991,29101257224.49409
bgd,1992,29861188744.0802
bgd,1993,31378796034.6083
bgd,1994,32083675314.8198
bgd,1995,36006039316.2362
bgd,1996,43879030592.3801
bgd,1997,45756853239.159
bgd,1998,47412878967.3172
bgd,1999,48727789456.9476
bgd,2000,50811155071.6577
bgd,2001,51214917730.8092
bgd,2002,52459256932.7305
bgd,2003,57725773226.2972
bgd,2004,62726767722.5328
bgd,2005,66912837962.80769
bgd,2006,69295729667.19231
bgd,2007,77508905327.6274
bgd,2008,90531941322.4299
bgd,2009,101427501082.26601
bgd,2010,114355019572.867
bgd,2011,126973789560.69299
bgd,2012,132338243874.155
bgd,2013,148628071475.02301
bgd,2014,168655857940.17599
bgd,2015,190295697551.40399
bgd,2016,214873008190.65497
bgd,2017,238476779903.72198
bgd,2018,262450221876.87897
bgd,2019,289778098265.43298
bgr,1980,16735278491.8646
bgr,1981,16864792368.5986
bgr,1982,16439901378.2653
bgr,1983,14148749900.0839
bgr,1984,15069338381.6669
bgr,1985,14644947230.5893
bgr,1986,17296194855.7669
bgr,1987,23902118678.6242
bgr,1988,18777280871.8854
bgr,1989,18022723106.5153
bgr,1990,15968627654.2624
bgr,1991,8254758615.50476
bgr,1992,8785879637.10535
bgr,1993,9153076986.62582
bgr,1994,8454680252.64845
bgr,1995,17336303839.6596
bgr,1996,11051219069.2486
bgr,1997,10233903046.6303
bgr,1998,13220025366.5978
bgr,1999,11825232297.0119
bgr,2000,11227430096.2399
bgr,2001,12382788589.5542
bgr,2002,14558296695.1098
bgr,2003,18443507803.6362
bgr,2004,22719701317.3417
bgr,2005,25561191833.30149
bgr,2006,28378499323.7212
bgr,2007,34807514199.473
bgr,2008,44762218585.4502
bgr,2009,42881320191.405
bgr,2010,41305281739.7854
bgr,2011,46829419123.1951
bgr,2012,45381676842.01009
bgr,2013,46489026710.1564
bgr,2014,47836076712.9996
bgr,2015,41666896109.2796
bgr,2016,44337944909.6408
bgr,2017,49020937731.2667
bgr,2018,54424648436.9427
bgr,2019,57622976153.4332
bhr,1980,2247063423.44521
bhr,1981,2829745382.68772
bhr,1982,3028997761.3975
bhr,1983,3112411540.35903
bhr,1984,3136502883.21341
bhr,1985,2286034536.12533
bhr,1986,2033581495.1264
bhr,1987,2313431223.21804
bhr,1988,2678776029.17453
bhr,1989,2823821702.69579
bhr,1990,3694164976.50302
bhr,1991,4136871673.06737
bhr,1992,4089492915.41893
bhr,1993,4257369774.69595
bhr,1994,4550143183.34544
bhr,1995,5000396596.37222
bhr,1996,5264409585.76556
bhr,1997,5273804927.55702
bhr,1998,5234313279.91247
bhr,1999,5452835858.42671
bhr,2000,7592025762.95538
bhr,2001,7407035609.15595
bhr,2002,7840814214.23562
bhr,2003,9209563623.17494
bhr,2004,11046229911.8448
bhr,2005,13733919158.2051
bhr,2006,15978261966.2958
bhr,2007,19024820533.9952
bhr,2008,22008608982.7674
bhr,2009,18143754115.0522
bhr,2010,20663622030.7597
bhr,2011,21478267033.7347
bhr,2012,25924126367.8173
bhr,2013,27130526123.2327
bhr,2014,27552695107.5052
bhr,2015,25948596932.5003
bhr,2016,27485672715.0191
bhr,2017,30087389916.6734
bhr,2018,31729894991.9567
bhr,2019,31987257577.0043
bhs,1980,1140884500.26112
bhs,1981,1193238936.50879
bhs,1982,1354530045.54715
bhs,1983,1493745302.57364
bhs,1984,1768016768.10904
bhs,1985,2021781066.14186
bhs,1986,2147169487.6706
bhs,1987,2384584218.59011
bhs,1988,2494915163.02099
bhs,1989,2768408774.67282
bhs,1990,2811724159.62399
bhs,1991,2769067940.23259
bhs,1992,2859185819.76931
bhs,1993,2786179113.33128
bhs,1994,2911816205.59678
bhs,1995,3673127835.456
bhs,1996,4235986330.47836
bhs,1997,5829273153.81148
bhs,1998,6259220416.57655
bhs,1999,7086839875.21678
bhs,2000,7403450572.53859
bhs,2001,7579612157.74615
bhs,2002,8121420733.81526
bhs,2003,8126298454.36822
bhs,2004,8284825972.66503
bhs,2005,9004308982.67999
bhs,2006,9236944816.38668
bhs,2007,9668672339.19872
bhs,2008,9718750366.55289
bhs,2009,9118151772.94886
bhs,2010,9146702351.34353
bhs,2011,9152247917.69863
bhs,2012,9890232396.65561
bhs,2013,9781583787.86319
bhs,2014,9821937453.84645
bhs,2015,10227757769.5299
bhs,2016,10467021446.6888
bhs,2017,11212751039.3836
bhs,2018,11426089391.2037
bhs,2019,12245181264.2263
bih,1994,933329442.8312
bih,1995,1447253769.18645
bih,1996,2426139399.26073
bih,1997,3253962705.28874
bih,1998,4664807128.29284
bih,1999,5089985347.94485
bih,2000,5643379585.59695
bih,2001,5776583036.91847
bih,2002,6546567609.41748
bih,2003,8053522256.57433
bih,2004,9940884929.90234
bih,2005,10512927019.5963
bih,2006,11907343678.9777
bih,2007,14212684647.242
bih,2008,17478293882.3507
bih,2009,15969242550.363
bih,2010,15011454707.6759
bih,2011,15884612821.3554
bih,2012,14388513384.2238
bih,2013,15317105038.0389
bih,2014,15371427605.8698
bih,2015,13462568428.245
bih,2016,14074943556.8272
bih,2017,15128109932.9193
bih,2018,16858882548.1647
bih,2019,16879479823.4738
blr,1992,14113372262.7369
blr,1993,13645933541.2894
blr,1994,12445307411.5183
blr,1995,11539317214.122
blr,1996,12179207684.8062
blr,1997,11550533640.5333
blr,1998,12513201083.2287
blr,1999,9927119010.50525
blr,2000,10492397963.1171
blr,2001,10241212355.2934
blr,2002,12113550085.7787
blr,2003,14854417658.5866
blr,2004,19167003764.9491
blr,2005,25028366673.0563
blr,2006,30500069195.7446
blr,2007,37081335939.6923
blr,2008,49542422442.1435
blr,2009,41426764011.0748
blr,2010,45983579182.4682
blr,2011,48964106821.9595
blr,2012,52101937123.969
blr,2013,59000895637.94029
blr,2014,62264439469.8426
blr,2015,44045815653.178
blr,2016,37270932073.3093
blr,2017,43007200125.2504
blr,2018,47187859788.5222
blr,2019,49763391253.8467
blz,1980,184973727.81809
blz,1981,182148049.32392
blz,1982,164101559.43127
blz,1983,172436735.09455
blz,1984,191182525.15474
blz,1985,187191659.71081
blz,1986,209684841.87987
blz,1987,255840361.71631
blz,1988,292396894.43672
blz,1989,336236810.74017
blz,1990,378130041.07647
blz,1991,406360720.10419
blz,1992,471734810.11352
blz,1993,507536073.85764
blz,1994,526953331.72476
blz,1995,565800099.73576
blz,1996,585224832.42953
blz,1997,600917561.12583
blz,1998,627030400.48456
blz,1999,651944862.83026
blz,2000,658081199.04419
blz,2001,674011072.75051
blz,2002,721696056.58987
blz,2003,749722936.53712
blz,2004,780181840.45316
blz,2005,823388992.69907
blz,2006,873671917.29431
blz,2007,875253385.07926
blz,2008,897846282.28563
blz,2009,975625206.62395
blz,2010,955221384.65259
blz,2011,1034468776.15068
blz,2012,1096108512.6335
blz,2013,1165614136.24175
blz,2014,1235075838.81973
blz,2015,1359651612.08793
blz,2016,1385888663.335
blz,2017,1412091752.93572
blz,2018,1368410662.10136
blz,2019,1385635270.79333
bol,1976,2458024258.91051
bol,1977,2839815979.08768
bol,1978,3235359244.22389
bol,1979,3636656719.25195
bol,1980,3541172910.19573
bol,1981,4827994137.12112
bol,1982,4563720896.70739
bol,1983,4461406792.41149
bol,1984,5167961115.59235
bol,1985,4549517169.60356
bol,1986,3349300083.24327
bol,1987,3707397093.28085
bol,1988,3882973056.30164
bol,1989,3958428154.50517
bol,1990,4126221731.49553
bol,1991,4656428135.48545
bol,1992,4986342249.21294
bol,1993,5083235680.13067
bol,1994,5288530375.65105
bol,1995,5947048836.54407
bol,1996,6597429232.37043
bol,1997,7094824003.9118
bol,1998,7704457704.61425
bol,1999,7339363079.84619
bol,2000,7258973717.79634
bol,2001,7088244096.78387
bol,2002,6865884821.74079
bol,2003,6881142722.6821
bol,2004,7142212190.72417
bol,2005,7552642185.19235
bol,2006,8877979084.98973
bol,2007,10142620809.6934
bol,2008,13496394479.7853
bol,2009,14456706496.0996
bol,2010,16007634878.8035
bol,2011,19048913716.759
bol,2012,21023836151.3666
bol,2013,23888817165.505
bol,2014,26405078095.5058
bol,2015,28032177815.9001
bol,2016,29241885920.9302
bol,2017,31209808006.7638
bol,2018,33343655591.0091
bol,2019,34384682864.6136
bra,1970,38799440792.9359
bra,1971,45244303462.11169
bra,1972,53813384465.6578
bra,1973,72178679239.52631
bra,1974,95496328254.07948
bra,1975,111393671869.513
bra,1976,137101396712.118
bra,1977,158646298402.62701
bra,1978,179209736194.11301
bra,1979,199139564595.65799
bra,1980,204209520902.67999
bra,1981,227540087609.29599
bra,1982,240226183924.91
bra,1983,171606443021.04001
bra,1984,176082596603.64099
bra,1985,186503769819.48599
bra,1986,228121285939.50696
bra,1987,253382021152.168
bra,1988,284716155908.39001
bra,1989,408503473027.77502
bra,1990,406437128800.776
bra,1991,537926675346.12701
bra,1992,360468495041.96399
bra,1993,391471385269.85907
bra,1994,488963633654.724
bra,1995,697435255039.427
bra,1996,762522109317.06213
bra,1997,786953641665.65295
bra,1998,760200135220.07104
bra,1999,520506757550.53198
bra,2000,577772039318.422
bra,2001,491827935918.534
bra,2002,444841466112.97296
bra,2003,489339429497.39899
bra,2004,582206562128.677
bra,2005,775222262559.31885
bra,2006,967301727261.85083
bra,2007,1222242949020.12012
bra,2008,1469255290289.22998
bra,2009,1474973250775.02002
bra,2010,1913064323692.53003
bra,2011,2269850580778.41016
bra,2012,2149650297940.64966
bra,2013,2186978330791.28003
bra,2014,2164465519440.55005
bra,2015,1601328720710.28003
bra,2016,1596447912264.3999
bra,2017,1832859952856.54004
bra,2018,1644502481342.1499
bra,2019,1610060574839.78003
brb,1986,1363598699.11025
brb,1987,1497363011.18964
brb,1988,1596117447.43436
brb,1989,1784128567.1234
brb,1990,1770997805.31913
brb,1991,1790676378.48625
brb,1992,1751999967.96516
brb,1993,1837895775.44785
brb,1994,1912257980.08506
brb,1995,1937176332.06475
brb,1996,2058383205.81444
brb,1997,2184362310.67312
brb,1998,2470664276.31571
brb,1999,2569763517.86028
brb,2000,2660627101.46082
brb,2001,2648469121.15054
brb,2002,2686455967.75908
brb,2003,2757619098.41582
brb,2004,2963779531.47937
brb,2005,3261971196.45992
brb,2006,3522900114.9641
brb,2007,3985597788.7713
brb,2008,4025578844.95172
brb,2009,3824965390.8858
brb,2010,3944646359.25766
brb,2011,3855300386.82133
brb,2012,3942993689.92305
brb,2013,3995007579.38249
brb,2014,4011450189.05995
brb,2015,4019317929.77206
brb,2016,4106551364.58588
brb,2017,4238748425.38278
brb,2018,4332129089.30684
brb,2019,4489446647.97232
brn,1989,2260170886.57332
brn,1990,2468005163.02412
brn,1991,2905176195.28494
brn,1992,3289305183.17204
brn,1993,3212914580.95295
brn,1994,3212317850.2126
brn,1995,3686410578.31073
brn,1996,3929444136.25926
brn,1997,4027939705.94476
brn,1998,3319288570.41527
brn,1999,3563935655.10331
brn,2000,4179406206.64922
brn,2001,4129131278.90235
brn,2002,4501276375.36683
brn,2003,4934481558.38547
brn,2004,5696658770.13984
brn,2005,6548880588.9836
brn,2006,7754570012.63987
brn,2007,9099560514.77625
brn,2008,10536116526.6417
brn,2009,8283570475.52504
brn,2010,10331597957.4061
brn,2011,12583911995.6401
brn,2012,13433061726.43
brn,2013,13648913429.7309
brn,2014,13157802498.7508
brn,2015,10762361711.0432
brn,2016,10157522010.8338
brn,2017,10446414625.1239
brn,2018,10248498931.2903
brn,2019,10699757400.5921
btn,1980,94637958.19682
btn,1981,99761011.94968
btn,1982,95048190.65003
btn,1983,102836723.63308
btn,1984,120186926.51625
btn,1985,124490102.55024
btn,1986,145414417.63566
btn,1987,194504254.8292
btn,1988,227692180.4386
btn,1989,235510561.78054
btn,1990,255368104.23512
btn,1991,204257622.69163
btn,1992,196682440.94168
btn,1993,188513449.90483
btn,1994,227172974.92333
btn,1995,236503947.04656
btn,1996,251228705.36645
btn,1997,303673776.65052
btn,1998,289365600.63253
btn,1999,307420065.27371
btn,2000,384153456.39133
btn,2001,420411301.04195
btn,2002,469406928.35184
btn,2003,536123764.57038
btn,2004,606810405.15952
btn,2005,713833624.32271
btn,2006,787932526.67262
btn,2007,1028896976.57321
btn,2008,1062557264.1717
btn,2009,1055457375.47684
btn,2010,1290544240.60912
btn,2011,1472861359.14187
btn,2012,1462007531.07714
btn,2013,1460053114.05318
btn,2014,1584335985.60944
btn,2015,1650275580.43441
btn,2016,1743642597.79019
btn,2017,1997643867.73323
btn,2018,2007841116.03457
btn,2019,2075487246.54738
bwa,1980,870612451.248
bwa,1981,973062970.64745
bwa,1982,909532494.60978
bwa,1983,986139420.72735
bwa,1984,986808069.69061
bwa,1985,895671377.50253
bwa,1986,1125053840.77008
bwa,1987,1509865724.88237
bwa,1988,2065691058.01874
bwa,1989,2400805598.05753
bwa,1990,3209562695.92059
