geo,time,dt_nfl_mida_cd
geo,2013,51489000
geo,2014,20290000
geo,2015,-15731000
geo,2016,-30408000
geo,2017,-48408000
geo,2018,-70146000
geo,2019,-95299000
geo,2020,-82794000
gha,1970,3938000
gha,1971,3418000
gha,1972,6738000
gha,1973,2170000
gha,1974,7248000
gha,1975,9955000
gha,1976,12735000
gha,1977,22927000
gha,1978,11337000
gha,1979,3951000
gha,1980,4633000
gha,1981,11474000
gha,1982,14091000
gha,1983,16429000
gha,1984,48989000
gha,1985,61544000
gha,1986,167951000
gha,1987,192188000
gha,1988,203460000
gha,1989,166509000
gha,1990,199026000
gha,1991,196837000
gha,1992,167588000
gha,1993,201516000
gha,1994,171761000
gha,1995,234269000
gha,1996,233648000
gha,1997,225235000
gha,1998,244841000
gha,1999,198611000
gha,2000,178887000
gha,2001,158903000
gha,2002,88727000
gha,2003,190304000
gha,2004,218251000
gha,2005,290760000
gha,2006,257885000
gha,2007,230191000
gha,2008,256476000
gha,2009,239712000
gha,2010,308301000
gha,2011,411713000
gha,2012,253345000
gha,2013,300032000
gha,2014,296284000
gha,2015,474260000
gha,2016,235355000
gha,2017,322763000
gha,2018,75211000
gha,2019,87650000
gha,2020,308953000
gin,1976,1170000
gin,1977,6290000
gin,1978,7412000
gin,1979,7241000
gin,1980,9791000
gin,1981,13488000
gin,1982,11430000
gin,1983,15987000
gin,1984,19871000
gin,1985,21511000
gin,1986,35606000
gin,1987,39069000
gin,1988,47639000
gin,1989,63072000
gin,1990,51143000
gin,1991,81908000
gin,1992,86764000
gin,1993,132309000
gin,1994,61019000
gin,1995,56798000
gin,1996,42939000
gin,1997,105049000
gin,1998,61118000
gin,1999,19111000
gin,2000,17476000
gin,2001,62542000
gin,2002,28360000
gin,2003,26314000
gin,2004,31165000
gin,2005,22140000
gin,2006,11884000
gin,2007,9036000
gin,2008,-2934000
gin,2009,-27170000
gin,2010,0
gin,2011,-81171000
gin,2012,-30232000
gin,2013,8615000
gin,2014,38644000
gin,2015,-1997000
gin,2016,42557000
gin,2017,17469000
gin,2018,98122000
gin,2019,129292000
gin,2020,79235000
gmb,1972,1419000
gmb,1973,909000
gmb,1974,1216000
gmb,1975,964000
gmb,1976,404000
gmb,1977,1631000
gmb,1978,1251000
gmb,1979,2803000
gmb,1980,5172000
gmb,1981,3625000
gmb,1982,4185000
gmb,1983,4331000
gmb,1984,2457000
gmb,1985,4248000
gmb,1986,13721000
gmb,1987,13939000
gmb,1988,4900000
gmb,1989,15255000
gmb,1990,9509000
gmb,1991,6095000
gmb,1992,21446000
gmb,1993,7263000
gmb,1994,8598000
gmb,1995,10873000
gmb,1996,9064000
gmb,1997,7842000
gmb,1998,1679000
gmb,1999,3645000
gmb,2000,5440000
gmb,2001,6859000
gmb,2002,14263000
gmb,2003,10353000
gmb,2004,19393000
gmb,2005,15583000
gmb,2006,7465000
gmb,2007,-3869000
gmb,2008,2297000
gmb,2009,2010000
gmb,2010,1874000
gmb,2011,-762000
gmb,2012,-1186000
gmb,2013,-1180000
gmb,2014,-473000
gmb,2015,-211000
gmb,2016,3989000
gmb,2017,43898000
gmb,2018,13251000
gmb,2019,2546000
gmb,2020,5428000
gnb,1979,503000
gnb,1980,4189000
gnb,1981,5173000
gnb,1982,2915000
gnb,1983,10744000
gnb,1984,4687000
gnb,1985,14606000
gnb,1986,10058000
gnb,1987,18972000
gnb,1988,17587000
gnb,1989,21635000
gnb,1990,15386000
gnb,1991,13470000
gnb,1992,10588000
gnb,1993,13146000
gnb,1994,10431000
gnb,1995,7872000
gnb,1996,13333000
gnb,1997,16413000
gnb,1998,4794000
gnb,1999,-553000
gnb,2000,11279000
gnb,2001,2368000
gnb,2002,3796000
gnb,2003,11608000
gnb,2004,24908000
gnb,2005,10645000
gnb,2006,5472000
gnb,2007,10758000
gnb,2008,3061000
gnb,2009,-27000
gnb,2010,-987000
gnb,2011,-26000
gnb,2012,-37000
gnb,2013,-2000
gnb,2014,1178000
gnb,2015,2199000
gnb,2016,2794000
gnb,2017,9425000
gnb,2018,46051000
gnb,2019,15674000
gnb,2020,30507000
gnq,1985,2766757.67
gnq,1986,3630846.28
gnq,1987,10381354.82
gnq,1988,6213749.47
gnq,1989,7829789.3
gnq,1990,2023179.82
gnq,1991,2376086.91
gnq,1992,2507112.52
gnq,1993,3952613.77
gnq,1994,2363391.95
gnq,1995,2032849.74
gnq,1996,752580.98
gnq,1997,822691.15
gnq,1998,-67504.48
gnq,1999,-330461.66
gnq,2000,-453611.21
gnq,2001,-458407.79
gnq,2002,-529715.41
gnq,2003,-709369.7
gnq,2004,-801641.77
gnq,2005,-1049332.11
gnq,2006,-1282074.01
gnq,2007,-1609000
gnq,2008,-1550000
gnq,2009,-1729000
gnq,2010,-1579000
gnq,2011,-2001000
gnq,2012,-2216000
gnq,2013,-2338000
gnq,2014,-1967000
gnq,2015,-2503000
grc,1970,0
grc,1971,0
grc,1972,0
grc,1973,0
grc,1974,0
grc,1975,0
grc,1976,0
grc,1977,0
grc,1978,0
grc,1979,0
grc,1980,0
grc,1981,0
grc,1982,0
grc,1983,0
grc,1984,0
grc,1985,0
grc,1986,0
grc,1987,0
grc,1988,0
grc,1989,0
grc,1990,0
grc,1991,0
grc,1992,0
grc,1993,0
grc,1994,0
grc,1995,0
grc,1996,0
grc,1997,0
grc,1998,0
grc,1999,0
grc,2000,0
grc,2001,0
grc,2002,0
grc,2003,0
grc,2004,0
grc,2005,0
grc,2006,0
grc,2007,0
grc,2008,0
grc,2009,0
grd,1986,2033000
grd,1987,727000
grd,1988,507000
grd,1989,635000
grd,1990,960000
grd,1991,1503000
grd,1992,8000
grd,1995,-76000
grd,1996,178000
grd,1997,260000
grd,1998,851000
grd,1999,1306000
grd,2000,714000
grd,2001,41000
grd,2002,6008000
grd,2003,1505000
grd,2004,1066000
grd,2005,3330000
grd,2006,3645000
grd,2007,5655000
grd,2008,2128000
grd,2009,2567000
grd,2010,5256000
grd,2011,1321000
grd,2012,3145000
grd,2013,5583000
grd,2014,16361000
grd,2015,14493000
grd,2016,3236000
grd,2017,8311000
grd,2018,32100000
grd,2019,1745000
grd,2020,25434000
guy,1970,299000
guy,1971,176000
guy,1972,172000
guy,1973,1343000
guy,1974,2003000
guy,1975,372000
guy,1976,537000
guy,1977,1570000
guy,1978,2933000
guy,1979,6372000
guy,1980,2137000
guy,1981,7787000
guy,1982,271000
guy,1983,-96000
guy,1984,217000
guy,1985,1117000
guy,1986,5397000
guy,1987,442000
guy,1988,-129000
guy,1989,-274000
guy,1990,53722000
guy,1991,39614000
guy,1992,3866000
guy,1993,29164000
guy,1994,11736000
guy,1995,17001000
guy,1996,15522000
guy,1997,17110000
guy,1998,8599000
guy,1999,6592000
guy,2000,5297000
guy,2001,6138000
guy,2002,5554000
guy,2003,19582000
guy,2004,5804000
guy,2005,609000
guy,2006,-634000
guy,2007,406000
guy,2008,-132000
guy,2009,-130000
guy,2010,-127000
guy,2011,668000
guy,2012,974000
guy,2013,1811000
guy,2014,2188000
guy,2015,6947000
guy,2016,5372000
guy,2017,8749000
guy,2018,41146000
guy,2019,7948000
guy,2020,3659000
hnd,1970,2052000
hnd,1971,1645000
hnd,1972,4516000
hnd,1973,2062000
hnd,1974,1149000
hnd,1975,1741000
hnd,1976,1707000
hnd,1977,2418000
hnd,1978,8259000
hnd,1979,5514000
hnd,1980,17463000
hnd,1981,12553000
hnd,1982,2724000
hnd,1983,1487000
hnd,1984,565000
hnd,1985,65000
hnd,1986,-682000
hnd,1987,-715000
hnd,1988,-877000
hnd,1990,-2236000
hnd,1991,46672000
hnd,1992,58678000
hnd,1993,53727000
hnd,1994,62072000
hnd,1995,75925000
hnd,1996,50040000
hnd,1997,93130000
hnd,1998,62002000
hnd,1999,270865000
hnd,2000,35931000
hnd,2001,94490000
hnd,2002,45648000
hnd,2003,35805000
hnd,2004,113418000
hnd,2005,142901000
hnd,2006,54246000
hnd,2007,45595000
hnd,2008,51132000
hnd,2009,49367000
hnd,2010,108668000
hnd,2011,132658000
hnd,2012,76598000
hnd,2013,86797000
hnd,2014,91460000
hnd,2015,68224000
hnd,2016,671000
hnd,2017,-4210000
hnd,2018,-28495000
hnd,2019,-23373000
hnd,2020,95243000
hrv,1985,0
hrv,1986,0
hrv,1987,0
hrv,1988,0
hrv,1989,0
hrv,1990,0
hrv,1991,0
hrv,1992,0
hrv,1993,0
hrv,1994,0
hrv,1995,0
hrv,1996,0
hrv,1997,0
hrv,1998,0
hrv,1999,0
hrv,2000,0
hrv,2001,0
hrv,2002,0
hrv,2003,0
hrv,2004,0
hrv,2005,0
hrv,2006,0
hrv,2007,0
hrv,2008,0
hrv,2009,0
hti,1972,-2000
hti,1973,-4000
hti,1974,-4000
hti,1975,5844000
hti,1976,13166000
hti,1977,17919000
hti,1978,7915000
hti,1979,7943000
hti,1980,13092000
hti,1981,16182000
hti,1982,13952000
hti,1983,26314000
hti,1984,30160000
hti,1985,19779000
hti,1986,24482000
hti,1987,48355000
hti,1988,21583000
hti,1989,10154000
hti,1990,12561000
hti,1991,10177000
hti,1992,7000
hti,1993,-5000
hti,1995,39345000
hti,1996,62868000
hti,1997,35108000
hti,1998,33964000
hti,1999,8236000
hti,2000,1482000
hti,2001,744000
hti,2002,-124000
hti,2003,0
hti,2004,-40499000
hti,2005,-5139000
hti,2006,-3907000
hti,2007,-6660000
hti,2008,-15823000
hti,2009,-10972000
hti,2010,-35942000
idn,1970,3139000
idn,1971,26808000
idn,1972,32047000
idn,1973,59157000
idn,1974,76337000
idn,1975,106889000
idn,1976,99417000
idn,1977,48959000
idn,1978,29469000
idn,1979,29446000
idn,1980,40437000
idn,1981,66431000
idn,1982,75046000
idn,1983,55318000
idn,1984,49009000
idn,1985,32731000
idn,1986,12427000
idn,1987,8722000
idn,1988,-4835000
idn,1989,-7048000
idn,1990,-11159000
idn,1991,-13362000
idn,1992,-15282000
idn,1993,-17604000
idn,1994,-19876000
idn,1995,-20387000
idn,1996,-20387000
idn,1997,-20387000
idn,1998,-21073000
idn,1999,-12354000
idn,2000,33158000
idn,2001,12292000
idn,2002,59779000
idn,2003,63776000
idn,2004,94754000
idn,2005,40129000
idn,2006,288324000
idn,2007,192078000
idn,2008,466563000
idn,2009,212814000
idn,2010,110016000
idn,2011,-30207000
idn,2012,-78650000
idn,2013,-106841000
idn,2014,-111199000
idn,2015,-134495000
idn,2016,-157721000
idn,2017,-157662000
idn,2018,-172849000
idn,2019,-190030000
idn,2020,-191364000
ind,1970,172867000
ind,1971,104951000
ind,1972,185341000
ind,1973,320125000
ind,1974,394812000
ind,1975,484938000
ind,1976,524368000
ind,1977,322873000
ind,1978,316147000
ind,1979,533423000
ind,1980,636597000
ind,1981,767582000
ind,1982,1087257000
ind,1983,844432000
ind,1984,789125000
ind,1985,968121000
ind,1986,582041000
ind,1987,831541000
ind,1988,681045000
ind,1989,467913000
ind,1990,634811000
ind,1991,812046000
ind,1992,1030437000
ind,1993,495232000
ind,1994,772458000
ind,1995,502834000
ind,1996,671903000
ind,1997,579879000
ind,1998,578463000
ind,1999,486110000
ind,2000,687789000
ind,2001,766013000
ind,2002,429800000
ind,2003,198827000
ind,2004,530960000
ind,2005,683237000
ind,2006,351310000
ind,2007,102108000
ind,2008,196782000
ind,2009,464318000
ind,2010,231541000
ind,2011,806407000
ind,2012,-247865000
ind,2013,-12516000
ind,2014,371798000
ind,2015,-232411000
ind,2016,65688000
ind,2017,-395979000
ind,2018,-783752000
ind,2019,-930716000
ind,2020,-646948000
jor,1970,399000
jor,1971,699000
jor,1972,2297000
jor,1973,4691000
jor,1974,4682000
jor,1975,10029000
jor,1976,6380000
jor,1977,8639000
jor,1978,5677000
jor,1979,13239000
jor,1980,8896000
jor,1981,2644000
jor,1982,3825000
jor,1983,1880000
jor,1984,-834000
jor,1985,-856000
jor,1986,-882000
jor,1987,-959000
jor,1988,-982000
jor,1989,-1093000
jor,1990,-1073000
jor,1991,-1177000
jor,1992,-1315000
jor,1993,-1526000
jor,1994,-1779000
jor,1995,-2024000
jor,1996,-2274000
jor,1997,-2274000
jor,1998,-2414000
jor,1999,-2554000
jor,2000,-2554000
jor,2001,-2554000
jor,2002,-2554000
jor,2003,-2554000
jor,2004,-2554000
jor,2005,-2554000
jor,2006,-2554000
jor,2007,-2554000
jor,2008,-2541000
jor,2009,-2566000
jor,2010,-2554000
jor,2011,-2527000
jor,2012,-2499000
jor,2013,-2501000
jor,2014,-2299000
jor,2015,-2300000
jor,2016,46040000
jor,2017,6137000
jor,2018,12858000
jor,2019,16092000
jor,2020,32752000
ken,1970,6628000
ken,1971,3066000
ken,1972,5891000
ken,1973,14675000
ken,1974,11129000
ken,1975,6617000
ken,1976,13408000
ken,1977,17415000
ken,1978,15929000
ken,1979,21030000
ken,1980,71077000
ken,1981,14105000
ken,1982,84629000
ken,1983,18897000
ken,1984,34498000
ken,1985,33497000
ken,1986,27996000
ken,1987,71083000
ken,1988,132734000
ken,1989,223611000
ken,1990,230340000
ken,1991,172888000
ken,1992,84998000
ken,1993,218759000
ken,1994,88929000
ken,1995,149634000
ken,1996,145485000
ken,1997,72283000
ken,1998,108214000
ken,1999,55083000
ken,2000,141528000
ken,2001,80906000
ken,2002,23642000
ken,2003,74309000
ken,2004,26697000
ken,2005,-20079000
ken,2006,-18430000
ken,2007,92815000
ken,2008,103579000
ken,2009,82869000
ken,2010,132427000
ken,2011,165114000
ken,2012,192884000
ken,2013,384090000
ken,2014,469584000
ken,2015,364536000
ken,2016,334170000
ken,2017,455074000
ken,2018,631196000
ken,2019,1358616000
ken,2020,1572093000
kgz,1993,22813000
kgz,1994,35709000
kgz,1995,81289000
kgz,1996,61152000
kgz,1997,66536000
kgz,1998,65517000
kgz,1999,21584000
kgz,2000,51743000
kgz,2001,26658000
kgz,2002,33398000
kgz,2003,31855000
kgz,2004,22714000
kgz,2005,29454000
kgz,2006,19355000
kgz,2007,13111000
kgz,2008,9317000
kgz,2009,-4055000
kgz,2010,5378000
kgz,2011,13261000
kgz,2012,13731000
kgz,2013,21224000
kgz,2014,17064000
kgz,2015,9238000
kgz,2016,-2315000
kgz,2017,-716000
kgz,2018,7802000
kgz,2019,1201000
kgz,2020,-6513000
khm,1994,38229000
khm,1995,24623000
khm,1996,45622000
khm,1997,30409000
khm,1998,19181000
khm,1999,26783000
khm,2000,36569000
khm,2001,39550000
khm,2002,47246000
khm,2003,62560000
khm,2004,46321000
khm,2005,33665000
khm,2006,15078000
khm,2007,13649000
khm,2008,14085000
khm,2009,16383000
khm,2010,8961000
khm,2011,12224000
khm,2012,13623000
khm,2013,1987000
khm,2014,21665000
khm,2015,-10834000
khm,2016,-7146000
khm,2017,669000
khm,2018,6992000
khm,2019,44160000
khm,2020,72824000
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,0
kna,1992,561000
kna,1993,852000
kna,1994,111000
kna,1995,0
kna,1996,0
kna,1997,0
kna,1998,0
kna,1999,0
kna,2000,0
kna,2001,-17000
kna,2002,-36000
kna,2003,-38000
kna,2004,-41000
kna,2005,-41000
kna,2006,-40000
kna,2007,-42000
kna,2008,-44000
kna,2009,-42000
kna,2010,-42000
kor,1970,1100000
kor,1971,15100000
kor,1972,3800000
kor,1973,6000000
kor,1974,20000000
kor,1975,14200000
kor,1976,10000000
kor,1977,9000000
kor,1978,3100000
kor,1979,-400000
kor,1980,-600000
kor,1981,-700000
kor,1982,-900000
kor,1983,-1500000
kor,1984,-1500000
kor,1985,-1493739.86
kor,1986,-1493739.86
kor,1987,-1647529.73
kor,1988,-1725196.07
kor,1989,-2050667.84
kor,1990,-2412385.5
kor,1991,-2557124.22
kor,1992,-2962866.28
kor,1993,-3467866.28
kor,1994,-3467866.28
kor,1995,-3467866.28
kor,1996,-3467866.28
kor,1997,-3467866.28
kor,1998,-3467866.28
kor,1999,-3467866.28
kor,2000,-3467866.28
kor,2001,-3467866.28
kor,2002,-3467866.28
kor,2003,-3467866.28
kor,2004,-3467866.28
kor,2005,-3467866.28
kor,2006,-3467866.28
kor,2007,-3468000
kor,2008,-3468000
kor,2009,-36893000
kor,2010,0
kor,2011,0
kor,2012,0
kor,2013,0
kor,2014,0
kor,2015,0
kos,2010,0
kos,2011,6531000
kos,2012,4534000
kos,2013,5855000
kos,2014,9630000
kos,2015,7319000
kos,2016,7693000
kos,2017,8815000
kos,2018,8641000
kos,2019,11353000
kos,2020,89708000
lao,1979,340000
lao,1980,5300000
lao,1981,5410000
lao,1982,3170000
lao,1983,4624000
lao,1984,7301000
lao,1986,6948000
lao,1987,4980000
lao,1988,10058000
lao,1989,35134000
lao,1990,32189000
lao,1991,14555000
lao,1992,37692000
lao,1993,37439000
lao,1994,26203000
lao,1995,27096000
lao,1996,59020000
lao,1997,40892000
lao,1998,23673000
lao,1999,18527000
lao,2000,16728000
lao,2001,26853000
lao,2002,27193000
lao,2003,41652000
lao,2004,29191000
lao,2005,26115000
lao,2006,16860000
lao,2007,16356000
lao,2008,3821000
lao,2009,-9636000
lao,2010,-12647000
lao,2011,-15227000
lao,2012,-18817000
lao,2013,-10138000
lao,2014,-21253000
lao,2015,-20522000
lao,2016,-3920000
lao,2017,60267000
lao,2018,18934000
lao,2019,74314000
lao,2020,30160000
lbn,2017,25469000
lbn,2018,0
lbn,2020,57331000
lbr,1973,217000
lbr,1974,2308000
lbr,1975,2197000
lbr,1976,1776000
lbr,1977,3157000
lbr,1978,3483000
lbr,1979,4917000
lbr,1980,4884000
lbr,1981,5831000
lbr,1982,7486000
lbr,1983,10704000
lbr,1984,14593000
lbr,1985,12118000
lbr,1986,10525000
lbr,1987,6152000
lbr,1988,471000
lbr,1999,0
lbr,2000,0
lbr,2001,0
lbr,2002,0
lbr,2003,0
lbr,2004,0
lbr,2005,0
lbr,2006,0
lbr,2007,-35272000
lbr,2008,-4288000
lbr,2009,-3337000
lbr,2010,-1654000
lbr,2011,14297000
lbr,2012,23107000
lbr,2013,21573000
lbr,2014,48938000
lbr,2015,67165000
lbr,2016,74345000
lbr,2017,59598000
lbr,2018,69314000
lbr,2019,89383000
lbr,2020,75307000
lca,1991,599000
lca,1992,3953000
lca,1993,829000
lca,1994,170000
lca,1995,2095000
lca,1996,567000
lca,1997,1976000
lca,1998,1228000
lca,1999,527000
lca,2000,598000
lca,2001,645000
lca,2002,7147000
lca,2003,1167000
lca,2004,1740000
lca,2005,3159000
lca,2006,11846000
lca,2007,3768000
lca,2008,3456000
lca,2009,412000
lca,2010,10230000
lca,2011,4761000
lca,2012,5000
lca,2013,8785000
lca,2014,4556000
lca,2015,2064000
lca,2016,2541000
lca,2017,3360000
lca,2018,3243000
lca,2019,2349000
lca,2020,18467000
lka,1970,989000
lka,1971,3653000
lka,1972,2877000
lka,1973,5009000
lka,1974,10928000
lka,1975,13578000
lka,1976,5013000
lka,1977,11069000
lka,1978,11190000
lka,1979,12353000
lka,1980,19692000
lka,1981,27831000
lka,1982,53511000
lka,1983,59076000
lka,1984,79325000
lka,1985,72818000
lka,1986,84436000
lka,1987,82506000
lka,1988,55125000
lka,1989,51245000
lka,1990,123696000
lka,1991,182148000
lka,1992,68257000
lka,1993,123390000
lka,1994,70634000
lka,1995,98337000
lka,1996,94925000
lka,1997,67815000
lka,1998,83588000
lka,1999,34344000
lka,2000,28295000
lka,2001,11920000
lka,2002,58949000
lka,2003,165911000
lka,2004,29938000
lka,2005,73593000
lka,2006,57133000
lka,2007,24852000
lka,2008,39987000
lka,2009,90782000
lka,2010,82896000
lka,2011,132058000
lka,2012,94858000
lka,2013,93875000
lka,2014,106309000
lka,2015,41463000
lka,2016,156306000
lka,2017,117042000
lka,2018,17602000
lka,2019,-16350000
lka,2020,89858000
lso,1973,14000
lso,1974,1395000
lso,1975,1735000
lso,1976,1909000
lso,1977,5006000
lso,1978,2699000
lso,1979,2593000
lso,1980,3795000
lso,1981,7213000
lso,1982,8289000
lso,1983,8382000
lso,1984,5581000
lso,1985,8025000
lso,1986,5760000
lso,1987,8319000
lso,1988,6874000
lso,1989,12409000
lso,1990,8636000
lso,1991,8271000
lso,1992,9174000
lso,1993,6205000
lso,1994,5224000
lso,1995,7430000
lso,1996,10285000
lso,1997,9962000
lso,1998,12482000
lso,1999,8050000
lso,2000,5272000
lso,2001,9498000
lso,2002,18485000
lso,2003,11644000
lso,2004,10069000
lso,2005,8091000
lso,2006,5510000
lso,2007,8025000
lso,2008,10895000
lso,2009,5939000
lso,2010,22266000
lso,2011,-5904000
lso,2012,-6219000
lso,2013,-8067000
lso,2014,1924000
lso,2015,2374000
lso,2016,8689000
lso,2017,20909000
lso,2018,24562000
lso,2019,27664000
lso,2020,21475000
mar,1970,1753000
mar,1971,5665000
mar,1972,6126000
mar,1973,5997000
mar,1974,6274000
mar,1975,1235000
mar,1976,4367000
mar,1977,3158000
mar,1978,42000
mar,1979,58000
mar,1980,726000
mar,1981,746000
mar,1982,906000
mar,1983,1015000
mar,1984,1178000
mar,1985,-286000
mar,1986,-646000
mar,1987,-735000
mar,1988,-689000
mar,1989,-689000
mar,1990,-853000
mar,1991,-938000
mar,1992,-1118000
mar,1993,-1228000
mar,1994,-1223000
mar,1995,-1289000
mar,1996,-1354000
mar,1997,-1354000
mar,1998,-1354000
mar,1999,-1354000
mar,2000,-1354000
mar,2001,-1354000
mar,2002,-1354000
mar,2003,-1354000
mar,2004,-1354000
mar,2005,-1354000
mar,2006,-1354000
mar,2007,-1354000
mar,2008,-1333000
mar,2009,-1376000
mar,2010,-1354000
mar,2011,-1354000
mar,2012,-1354000
mar,2013,-1354000
mar,2014,-1347000
mar,2015,-1361000
mar,2016,-992000
mar,2017,-1002000
mar,2018,-997000
mar,2019,-997000
mar,2020,-748000
mda,1997,35000000
mda,1998,2258000
mda,1999,39270000
mda,2000,30083000
mda,2001,14156000
mda,2002,21870000
mda,2003,15654000
mda,2004,17237000
mda,2005,23563000
mda,2006,22568000
mda,2007,38153000
mda,2008,22190000
mda,2009,17985000
mda,2010,59366000
mda,2011,50718000
mda,2012,71252000
mda,2013,26798000
mda,2014,34451000
mda,2015,30215000
mda,2016,41310000
mda,2017,12402000
mda,2018,23841000
mda,2019,-272000
mda,2020,34866000
mdg,1970,5018000
mdg,1971,2297000
mdg,1972,2219000
mdg,1973,10604000
mdg,1974,12126000
mdg,1975,14097000
mdg,1976,13550000
mdg,1977,8758000
mdg,1978,8492000
mdg,1979,12410000
mdg,1980,24524000
mdg,1981,32615000
mdg,1982,32888000
mdg,1983,36314000
mdg,1984,29490000
mdg,1985,57073000
mdg,1986,93442000
mdg,1987,91036000
mdg,1988,79256000
mdg,1989,70295000
mdg,1990,60741000
mdg,1991,102648000
mdg,1992,32987000
mdg,1993,42056000
mdg,1994,53573000
mdg,1995,69269000
mdg,1996,68558000
mdg,1997,119669000
mdg,1998,64530000
mdg,1999,68569000
mdg,2000,76857000
mdg,2001,86843000
mdg,2002,157313000
mdg,2003,185999000
mdg,2004,216743000
mdg,2005,209186000
mdg,2006,171688000
mdg,2007,198096000
mdg,2008,210173000
mdg,2009,30361000
mdg,2010,74562000
mdg,2011,41725000
mdg,2012,46813000
mdg,2013,80325000
mdg,2014,117811000
mdg,2015,106211000
mdg,2016,65367000
mdg,2017,76662000
mdg,2018,92802000
mdg,2019,47867000
mdg,2020,116548000
mdv,1980,1634000
mdv,1981,472000
mdv,1982,62000
mdv,1983,313000
mdv,1984,500000
mdv,1985,739000
mdv,1986,1077000
mdv,1987,1374000
mdv,1988,613000
mdv,1989,973000
mdv,1990,1181000
mdv,1991,4267000
mdv,1992,8075000
mdv,1993,2971000
mdv,1994,5513000
mdv,1995,3783000
mdv,1996,2384000
mdv,1997,3707000
mdv,1998,3589000
mdv,1999,2430000
mdv,2000,2960000
mdv,2001,-316000
mdv,2002,2611000
mdv,2003,2484000
mdv,2004,5236000
mdv,2005,3593000
mdv,2006,2331000
mdv,2007,4060000
mdv,2008,3036000
mdv,2009,4434000
mdv,2010,15689000
mdv,2011,4557000
mdv,2012,1935000
mdv,2013,3748000
mdv,2014,-2056000
mdv,2015,-1856000
mdv,2016,-2481000
mdv,2017,-2450000
mdv,2018,-2687000
mdv,2019,7211000
mdv,2020,9377000
mkd,1994,40107000
mkd,1995,41744000
mkd,1996,44079000
mkd,1997,29156000
mkd,1998,28868000
mkd,1999,45021000
mkd,2000,38420000
mkd,2001,14872000
mkd,2002,18202000
mkd,2003,32893000
mkd,2004,13578000
mkd,2005,5637000
mkd,2006,1778000
mkd,2007,-4625000
mkd,2008,-5850000
mkd,2009,-7013000
mkd,2010,-8221000
mkd,2011,-9022000
mkd,2012,-11411000
mkd,2013,-11632000
mkd,2014,-12164000
mkd,2015,-12883000
mkd,2016,-14103000
mkd,2017,-14805000
mkd,2018,-16063000
mkd,2019,-16831000
mkd,2020,-18132000
mli,1970,1200000
mli,1971,3388000
mli,1972,5007000
mli,1973,4496000
mli,1974,6540000
mli,1975,12765000
mli,1976,13432000
mli,1977,12646000
mli,1978,14468000
mli,1979,20447000
mli,1980,18802000
mli,1981,19047000
mli,1982,14070000
mli,1983,18473000
mli,1984,20468000
mli,1985,28364000
mli,1986,44078000
mli,1987,42173000
mli,1988,59029000
mli,1989,46304000
mli,1990,41479000
mli,1991,66736000
mli,1992,58668000
mli,1993,43042000
mli,1994,87413000
mli,1995,79612000
mli,1996,77201000
mli,1997,67491000
mli,1998,38976000
mli,1999,46270000
mli,2000,42174000
mli,2001,64646000
mli,2002,87515000
mli,2003,90272000
mli,2004,68986000
mli,2005,101989000
mli,2006,44078000
mli,2007,138892000
mli,2008,87094000
mli,2009,159237000
mli,2010,151328000
mli,2011,147674000
mli,2012,68503000
mli,2013,148629000
mli,2014,105117000
mli,2015,172479000
mli,2016,57189000
mli,2017,123329000
mli,2018,149261000
mli,2019,298481000
mli,2020,69833000
mmr,1974,4282000
mmr,1975,17861000
mmr,1976,19269000
mmr,1977,21256000
mmr,1978,22924000
mmr,1979,37982000
mmr,1980,22657000
mmr,1981,38895000
mmr,1982,48043000
mmr,1983,52528000
mmr,1984,77475000
mmr,1985,39051000
mmr,1986,55922000
mmr,1987,54675000
mmr,1988,58392000
mmr,1989,56719000
mmr,1990,52433000
mmr,1991,27017000
mmr,1992,9674000
mmr,1993,-4096000
mmr,1994,-1722000
mmr,1995,-9489000
mmr,1996,-10797000
mmr,1997,-7033000
mmr,1998,-10000
mmr,2001,0
mmr,2002,0
mmr,2005,0
mmr,2012,88951000
mmr,2013,-25566000
mmr,2014,-7573000
mmr,2015,53055000
mmr,2016,108183000
mmr,2017,214102000
mmr,2018,180673000
mmr,2019,208213000
mmr,2020,271155000
mne,2006,14006000
mne,2007,6600000
mne,2008,15418000
mne,2009,3796000
mne,2010,3032000
mne,2011,4241000
mne,2012,2510000
mne,2013,-1509000
mne,2014,-4867000
mne,2015,-6398000
mne,2016,-6358000
mne,2017,-7182000
mne,2018,-8142000
mne,2019,-7937000
mne,2020,-7998000
mng,1992,27400000
mng,1993,3439000
mng,1994,17394000
mng,1995,8393000
mng,1996,10963000
mng,1997,33764000
mng,1998,16736000
mng,1999,14222000
mng,2000,14070000
mng,2001,23472000
mng,2002,13257000
mng,2003,27884000
mng,2004,47196000
mng,2005,12057000
mng,2006,10425000
mng,2007,16400000
mng,2008,9893000
mng,2009,50996000
mng,2010,17340000
mng,2011,47037000
mng,2012,19511000
mng,2013,3557000
mng,2014,6121000
mng,2015,4289000
mng,2016,2048000
mng,2017,129729000
mng,2018,4689000
mng,2019,12895000
mng,2020,130203000
moz,1985,4705000
moz,1986,23411000
moz,1987,48313000
moz,1988,44042000
moz,1989,50816000
moz,1990,73971000
moz,1991,56058000
moz,1992,105927000
moz,1993,92964000
moz,1994,176308000
