geo,time,bx_gsr_totl_cd
ben,1994,558884142.06141
ben,1995,637738362.94325
ben,1996,685560226.56988
ben,1997,565414968.87074
ben,1998,587673628.5
ben,1999,626211679.8824
ben,2000,553226115.0351
ben,2001,543488467.62215
ben,2002,623725458.11949
ben,2003,737572164.82764
ben,2004,808500570.58707
ben,2005,797601763.74758
ben,2006,977228098.45408
ben,2007,1387748030.194
ben,2008,1681901189.04517
ben,2009,1494586071.40621
ben,2010,1709055792.60532
ben,2011,1767811033.35645
ben,2012,1968654630.83476
ben,2013,2651294851.74859
ben,2014,3202965311.72383
ben,2015,2833169921.56212
ben,2016,3300303693.19401
ben,2017,3433172991.47035
ben,2018,3954426852.11118
ben,2019,3708936175.14574
ben,2020,3718479448.05504
bfa,2005,583429342.78772
bfa,2006,728815704.77405
bfa,2007,805008057.57384
bfa,2008,1073481963.05527
bfa,2009,1145021327.69374
bfa,2010,1982702862.38276
bfa,2011,2917027286.61084
bfa,2012,3393035928.69845
bfa,2013,3281421146.58681
bfa,2014,3370957552.00296
bfa,2015,2914314797.69312
bfa,2016,3448462093.60111
bfa,2017,3925344520.00739
bfa,2018,4750004847.64712
bfa,2019,4682310006.61436
bfa,2020,5603943479.57159
bgd,1976,483588161.4867
bgd,1977,567120159.74564
bgd,1978,684784580.74618
bgd,1979,852604342.47857
bgd,1980,1081034789.04313
bgd,1981,1043424141.64224
bgd,1982,1015542802.0184
bgd,1983,975782628.6782
bgd,1984,1207351321.42226
bgd,1985,1278986213.32446
bgd,1986,1126729575.3453
bgd,1987,1372242422.50266
bgd,1988,1623516532.30955
bgd,1989,1727889680.8181
bgd,1990,2128166694.48457
bgd,1991,2189663684.16161
bgd,1992,2681277318.50376
bgd,1993,3174232178.35729
bgd,1994,3674705067.31616
bgd,1995,4701572921.84713
bgd,1996,4743506599.82131
bgd,1997,5613818705.67122
bgd,1998,5956824418.79564
bgd,1999,6330290046.40151
bgd,2000,7292611567.70184
bgd,2001,6913563236.58279
bgd,2002,6941782608.39971
bgd,2003,7984802607.16541
bgd,2004,9219984982.16512
bgd,2005,10668033942.2203
bgd,2006,13064944732.013
bgd,2007,14334394905.4761
bgd,2008,17687393265.7427
bgd,2009,17082688770.8273
bgd,2010,21764077876.4401
bgd,2011,27147928001.3128
bgd,2012,27768035486.55289
bgd,2013,31767533486.4156
bgd,2014,33138217973.18489
bgd,2015,35107953649.4788
bgd,2016,37756801960.699
bgd,2017,39281430149.367
bgd,2018,44518232859.6161
bgd,2019,45143332661.7345
bgd,2020,38693585662.5986
bgd,2021,49824250545.4538
bgr,1980,9443000000
bgr,1981,9518000000
bgr,1982,9261000000
bgr,1983,10049000000
bgr,1984,11117000000
bgr,1985,11520000000
bgr,1986,9958000000
bgr,1987,11570000000
bgr,1988,10551000000
bgr,1989,9618000000
bgr,1990,7070000000
bgr,1991,4192500000
bgr,1992,5151800000
bgr,1993,4990400000
bgr,1994,5276600000
bgr,1995,6926100000
bgr,1996,6437200000
bgr,1997,5030100000
bgr,1998,6287575957.00867
bgr,1999,6060126535.11979
bgr,2000,7320635450.11212
bgr,2001,7953381427.12852
bgr,2002,8466750262.24032
bgr,2003,11322108577.5907
bgr,2004,15480668737.8113
bgr,2005,17673875415.8795
bgr,2006,21972412182.011
bgr,2007,27487439318.7671
bgr,2008,31897081760.143
bgr,2009,24384475267.2182
bgr,2010,26143690000
bgr,2011,34901600000
bgr,2012,33592910000
bgr,2013,37139440000
bgr,2014,38152790000
bgr,2015,33553820000
bgr,2016,35772010000
bgr,2017,41450590000
bgr,2018,44863810000
bgr,2019,45505170000
bgr,2020,40358260000
bhr,1975,1404804049.06398
bhr,1976,1786151390.91417
bhr,1977,2180968032.80922
bhr,1978,2362865211.37048
bhr,1979,2924918281.24677
bhr,1980,4080103560.63259
bhr,1981,5055851077.2762
bhr,1982,4752420225.40538
bhr,1983,3901861712.50496
bhr,1984,4353457451.63282
bhr,1985,4130851063.82978
bhr,1986,3241755319.14893
bhr,1987,3575265957.44681
bhr,1988,3576063829.78724
bhr,1989,4018351063.82978
bhr,1990,9615957446.80851
bhr,1991,7442021276.59574
bhr,1992,6533510638.29787
bhr,1993,6659042745.0522
bhr,1994,7548139000.49166
bhr,1995,8884529412.0722
bhr,1996,9183446133.25328
bhr,1997,9291199477.59858
bhr,1998,8758981988.90734
bhr,1999,10340170861.8776
bhr,2000,13504024037.2187
bhr,2001,10400747220.8226
bhr,2002,8634902592.28317
bhr,2003,9247241353.03839
bhr,2004,12881029141.0996
bhr,2005,18412687109.4652
bhr,2006,23295926212.3131
bhr,2007,27687960947.7997
bhr,2008,28319383826.1134
bhr,2009,17384881832.8324
bhr,2010,19347876092.4707
bhr,2011,29767819148.9362
bhr,2012,33454032807.24409
bhr,2013,36174962300.4805
bhr,2014,34205194235.3993
bhr,2015,27888067760.4066
bhr,2016,26046276595.7447
bhr,2017,28844946808.5106
bhr,2018,32515691489.36169
bhs,1976,672000000
bhs,1977,725600000
bhs,1978,814400000
bhs,1979,928700000
bhs,1980,1136100000
bhs,1981,1136600000
bhs,1982,1134800000
bhs,1983,1239300000
bhs,1984,1303800000
bhs,1985,1512800000
bhs,1986,1583500000
bhs,1987,1608500000
bhs,1988,1601300000
bhs,1989,1931400000
bhs,1990,2015700000
bhs,1991,1781300000
bhs,1992,1709500000
bhs,1993,1763400000
bhs,1994,1770300000
bhs,1995,1842800000
bhs,1996,1936100000
bhs,1997,1993600000
bhs,1998,2043800000
bhs,1999,2600200000
bhs,2000,2754920000
bhs,2001,2405800000
bhs,2002,2591599201.85
bhs,2003,2560320000
bhs,2004,2801280000
bhs,2005,3157026153.259
bhs,2006,3259010000
bhs,2007,3522484138.25
bhs,2008,3603116609.6
bhs,2009,3119235000
bhs,2010,3234768000
bhs,2011,3382563000
bhs,2012,3725090600
bhs,2013,3674164000
bhs,2014,3613851248.32
bhs,2015,3460395303.195
bhs,2016,3926984118.96
bhs,2017,3810619827.1375
bhs,2018,4793336461.7215
bhs,2019,5195613316.0575
bhs,2020,1681848099.69994
bih,1998,1986977108.34503
bih,1999,2088869123.39924
bih,2000,2246587544.0923
bih,2001,2256436938.09415
bih,2002,2239345969.16485
bih,2003,2852423433.69081
bih,2004,3624808468.54304
bih,2005,4226573145.69265
bih,2006,5253755990.13231
bih,2007,5379477185.28077
bih,2008,6412421680.07941
bih,2009,5328379102.19463
bih,2010,5691102088.28783
bih,2011,6646029863.21964
bih,2012,6139805758.44437
bih,2013,6719878400.85267
bih,2014,6955732838.63753
bih,2015,6286388254.69792
bih,2016,6675416146.03252
bih,2017,7992867250.77298
bih,2018,9211900401.85714
bih,2019,8841545761.82239
bih,2020,7366885306.09108
blr,1993,2155100000
blr,1994,2761900000
blr,1995,5271000000
blr,1996,6772200000
blr,1997,7868700000
blr,1998,7124200000
blr,1999,6420500000
blr,2000,7073500000
blr,2001,7860200000
blr,2002,8649600000
blr,2003,11007800000
blr,2004,15134500000
blr,2005,17704700000
blr,2006,21815900000
blr,2007,27148400000
blr,2008,36877500000
blr,2009,24817700000
blr,2010,29804900000
blr,2011,47242200000
blr,2012,52802700000
blr,2013,44904700000
blr,2014,44203300000
blr,2015,33405500000
blr,2016,30599500000
blr,2017,37438900000
blr,2018,43451100000
blr,2019,43144600000
blr,2020,38034100000
blr,2021,50082678337.71
blz,1984,129900000
blz,1985,131150000
blz,1986,144600000
blz,1987,164700000
blz,1988,201850000
blz,1989,219950000
blz,1990,255150000
blz,1991,257100000
blz,1992,289900000
blz,1993,288400000
blz,1994,280490000
blz,1995,300176500
blz,1996,315445000
blz,1997,338690000
blz,1998,333810000
blz,1999,404286920.865
blz,2000,430609975.64625
blz,2001,433958032.78435
blz,2002,483393435.65639
blz,2003,521232221.57688
blz,2004,532400145.56282
blz,2005,621781575.87283
blz,2006,786064530.28389
blz,2007,823317708.67348
blz,2008,872493092.4388
blz,2009,732767580.28203
blz,2010,834170906.42726
blz,2011,948530342.39036
blz,2012,1039521955.13461
blz,2013,1062177961.83546
blz,2014,1091434215.44131
blz,2015,1040919494.94431
blz,2016,975774627.33124
blz,2017,1037843639.36688
blz,2018,1080804896.50472
blz,2019,1112434207.6715
blz,2020,722213182.63903
bmu,2006,3538220000
bmu,2007,4062408522.20724
bmu,2008,3796859890.46665
bmu,2009,3128974785.02173
bmu,2010,3150596255.82453
bmu,2011,3149722594.87365
bmu,2012,3120840151.71226
bmu,2013,3728541596.59196
bmu,2014,3225101912.07337
bmu,2015,3195210148.91199
bmu,2016,3254026689.03139
bmu,2017,3476883151.47462
bmu,2018,3540611310.44885
bmu,2019,3657511972.04247
bmu,2020,3067388857.57818
bol,1976,636200000
bol,1977,700700000
bol,1978,706000000
bol,1979,873400000
bol,1980,1045700000
bol,1981,1021600000
bol,1982,918400000
bol,1983,899000000
bol,1984,848000000
bol,1985,737400000
bol,1986,684200000
bol,1987,666400000
bol,1988,689000000
bol,1989,890700000
bol,1990,995500000
bol,1991,941900000
bol,1992,790700000
bol,1993,906100000
bol,1994,1199800000
bol,1995,1262100000
bol,1996,1341530000
bol,1997,1512040000
bol,1998,1482600000
bol,1999,1467900000
bol,2000,1609734096.03
bol,2001,1641878269.97172
bol,2002,1658552119.06189
bol,2003,2032285035.63242
bol,2004,2637965186.20425
bol,2005,3400621025.11789
bol,2006,4584798041.71298
bol,2007,5324570734.85986
bol,2008,7369497131.15274
bol,2009,5662610000
bol,2010,6918664527.02533
bol,2011,9259640783.46915
bol,2012,12399420637.2437
bol,2013,12923354978.0695
bol,2014,14100527390.7742
bol,2015,10038518414.6954
bol,2016,8412909193.50527
bol,2017,9769881367.7388
bol,2018,10580229224.4761
bol,2019,10405339364.025
bol,2020,7674226370.21675
bra,1975,9939000000
bra,1976,11283000000
bra,1977,13510000000
bra,1978,14489000000
bra,1979,17998000000
bra,1980,23275000000
bra,1981,26923000000
bra,1982,23469000000
bra,1983,24341000000
bra,1984,30205000000
bra,1985,29309000000
bra,1986,25131000000
bra,1987,28730000000
bra,1988,36823000000
bra,1989,38817000000
bra,1990,36327000000
bra,1991,35842000000
bra,1992,40999000000
bra,1993,44903000000
bra,1994,51212000000
bra,1995,56098000000
bra,1996,57856000000
bra,1997,64675092738.01289
bra,1998,63419078757.8874
bra,1999,58965573467.6515
bra,2000,67980082347.8193
bra,2001,70620649041.2496
bra,2002,73111750665.6244
bra,2003,86612196932.18329
bra,2004,111796666134.196
bra,2005,137319872510.409
bra,2006,163044796014.763
bra,2007,195366578216.94101
bra,2008,240186411345.35901
bra,2009,188995914093.13501
bra,2010,249555654873.76001
bra,2011,315250912726.99493
bra,2012,290087357671.01001
bra,2013,292505984908
bra,2014,271696127797.26501
bra,2015,225957326512.005
bra,2016,230332955953.92001
bra,2017,275688753195.23999
bra,2018,288125977742.98499
bra,2019,285203736607.35498
bra,2020,259380725858.47501
bra,2021,346966590597.96002
brb,1967,71569892.18053
brb,1968,76442934.96178
brb,1969,79770459.96011
brb,1970,97558984.95122
brb,1971,110064608.24559
brb,1972,126547785.9062
brb,1973,149669174.24398
brb,1974,170279279.04401
brb,1975,204354920.57298
brb,1976,209444530.85
brb,1977,258634658.95
brb,1978,333859749.15
brb,1979,419027875
brb,1980,538207750
brb,1981,531346750
brb,1982,583770500
brb,1983,639648125
brb,1984,756957875
brb,1985,739493000
brb,1986,787843054.89667
brb,1987,721411150.21992
brb,1988,820063385.05514
brb,1989,917088379.41496
brb,1990,893619186.18969
brb,1991,867435839.56076
brb,1992,852223747.49443
brb,1993,923635680.51385
brb,1994,1034382896.674
brb,1995,1099889882.29544
brb,1996,1313887836.57213
brb,1997,1251298515.30441
brb,1998,1284967000.65978
brb,1999,1343764386.2022
brb,2000,1487323634.49906
brb,2001,1390191278.59737
brb,2002,1397242868.6273
brb,2003,1550328753.86273
brb,2004,1577192009.19742
brb,2005,1897910464.21897
brb,2006,2177829123.10991
brb,2007,2366019798.01184
brb,2008,2523351952.61916
brb,2009,2167429725.58849
brb,2010,2292523306.79183
brb,2011,2587012922.19879
brb,2012,2328722276.52251
brb,2013,2640905236.59611
brb,2014,2415767927.26034
brb,2015,2638571003.60209
brb,2016,2646456506.77914
brn,2001,4370084980.10786
brn,2002,4370316126.70814
brn,2003,5074003660.51107
brn,2004,5849355900.53256
brn,2005,7120262753.00205
brn,2006,8619419397.80665
brn,2007,8773233349.9634
brn,2008,11868545475.124
brn,2009,8403066964.23237
brn,2010,10198638550.2017
brn,2011,13837820971.338
brn,2012,14338783603.4076
brn,2013,13324521260.2528
brn,2014,12679477493.9848
brn,2015,7869854054.56226
brn,2016,6418974173.20282
brn,2017,7086499766.39691
brn,2018,8039962735.7531
brn,2019,8855694135.62026
brn,2020,7805639830.43299
btn,2006,381915532.05685
btn,2007,663135422.11144
btn,2008,688334873.78272
btn,2009,595343456.57932
btn,2010,606876814.67745
btn,2011,762221392.11589
btn,2012,746446088.73662
btn,2013,685401498.13304
btn,2014,678569468.51254
btn,2015,748140243.54608
btn,2016,666802935.81912
btn,2017,746384595.05707
btn,2018,821097545.93698
btn,2019,814917182.79111
btn,2020,816188649.76259
bwa,1975,219876006.54865
bwa,1976,275885069.28853
bwa,1977,311297572.42286
bwa,1978,332787141.00441
bwa,1979,575578114.58668
bwa,1980,747531282.12233
bwa,1981,604370542.68782
bwa,1982,645455259.65707
bwa,1983,835972654.514
bwa,1984,877559613.3359
bwa,1985,888799341.35757
bwa,1986,1069050494.26925
bwa,1987,1883508898.71541
bwa,1988,1799366997.75099
bwa,1989,2174912308.92735
bwa,1990,2421060316.88301
bwa,1991,2564113133.93803
bwa,1992,2475251513.82289
bwa,1993,2468021006.36587
bwa,1994,2291214985.36772
bwa,1995,2903751764.53895
bwa,1996,2882203118.74849
bwa,1997,3652093489.1242
bwa,1998,2938198434.40893
bwa,1999,3419153672.0396
bwa,2000,3377990131.78848
bwa,2001,3032394025.42192
bwa,2002,3105156035.19395
bwa,2003,4092094955.88928
bwa,2004,4696603912.93541
bwa,2005,5731279638.44237
bwa,2006,5826188818.07111
bwa,2007,6535160445.43231
bwa,2008,5917575883.98051
bwa,2009,4474767258.8007
bwa,2010,5692305606.48453
bwa,2011,7505034785.90277
bwa,2012,6688489625.67952
bwa,2013,9009299048.11604
bwa,2014,9730746751.98047
bwa,2015,7430892778.20925
bwa,2016,8446438383.96674
bwa,2017,7168513757.02348
bwa,2018,7774439041.73068
bwa,2019,6504266777.98707
bwa,2020,4833297452.57001
caf,1977,130617229.48472
caf,1978,146670243.64307
caf,1979,159833288.79342
caf,1980,205381916.46053
caf,1981,177384691.93614
caf,1982,170931014.0591
caf,1983,162168742.83702
caf,1984,151939551.90104
caf,1985,184493285.40178
caf,1986,188327716.42236
caf,1987,199506507.69707
caf,1988,195989085.4187
caf,1989,214311038.64617
caf,1990,220373704.77026
caf,1991,181594276.4972
caf,1992,167417350.57278
caf,1993,186175730.18682
caf,1994,179033067.94372
can,1960,7196751076.16469
can,1961,7489304968.48136
can,1962,7776342631.85785
can,1963,8473383242.09928
can,1964,9895900901.52017
can,1965,10547872545.8018
can,1966,12334126707.6901
can,1967,13769635313.7101
can,1968,15832266134.9151
can,1969,17680911747.7376
can,1970,21143929969.3993
can,1971,22505772054.2629
can,1972,25216058601.6615
can,1973,32455398400.9389
can,1974,42366919181.2812
can,1975,41584858895.2492
can,1976,47978953386.973
can,1977,51867043800.5089
can,1978,57723819543.3284
can,1979,71474558488.43311
can,1980,82843892578.87068
can,1981,90563718219.3757
can,1982,90756776663.3054
can,1983,93571625486.04141
can,1984,110693095277.15401
can,1985,110846989091.049
can,1986,110522303116.80299
can,1987,121634118148.772
can,1988,146072147484.422
can,1989,155426040287.32199
can,1990,164487933885.19299
can,1991,162113942349.21201
can,1992,166933144496.685
can,1993,179308453175.68701
can,1994,205347056576.55801
can,1995,237645928677.90201
can,1996,253148805157.60501
can,1997,273512957870.00296
can,1998,274809513429.91101
can,1999,305845831614.13702
can,2000,353285347789.07202
can,2001,326861644845.18597
can,2002,322895139943.44202
can,2003,350315475781.39301
can,2004,411288119001.74493
can,2005,471686632921.11902
can,2006,523770951402.62897
can,2007,574240614245.79504
can,2008,601987688562.78796
can,2009,441587417336.32202
can,2010,530366250634.79102
can,2011,617008470670.47998
can,2012,628021429859.09692
can,2013,633595812760.53101
can,2014,651216270438.08997
can,2015,568476612155.30396
can,2016,555554623572.18896
can,2017,608866564683.00891
can,2018,663213133704.41101
can,2019,673497702522.89905
can,2020,582464260337.30798
can,2021,726954401152.68799
che,1977,30234014010.2322
che,1978,41347783596.5253
che,1979,48588878276.6854
che,1980,59462335113.3432
che,1981,59250522212.1214
che,1982,55011203543.9495
che,1983,52918295993.287
che,1984,56153098656.4474
che,1985,57026402808.1599
che,1986,74842266185.65269
che,1987,88354839250.4874
che,1988,99335064580.05881
che,1989,104397450983.38901
che,1990,125718426625.235
che,1991,121693942898.32001
che,1992,127349783284.009
che,1993,122178643536.325
che,1994,132123777822.866
che,1995,154894102242.271
che,1996,154946885542.99701
che,1997,155528805822.31601
che,1998,166557375775.228
che,1999,170774315819.487
che,2000,203354190055.63199
che,2001,194418869525.72
che,2002,191429731479.91599
che,2003,235564424937.65497
che,2004,279681941266.87701
che,2005,327174531405.96002
che,2006,359281563638.08398
che,2007,424198608164.01697
che,2008,446336248398.24597
che,2009,414573190857.69897
che,2010,510630433330.33002
che,2011,579829485511.75
che,2012,581571090731.96301
che,2013,621690901443.07898
che,2014,620171341239.43604
che,2015,580705293258.06897
che,2016,600007802765.46802
che,2017,628271902160.30396
