geo,time,fr_inr_lndp
brn,2019,5.13225
brn,2020,5.27
brn,2021,5.35867
btn,1982,9.5
btn,1983,9.5
btn,1984,9.5
btn,1985,8.91667
btn,1986,8.5
btn,1987,8.5
btn,1988,8.5
btn,1989,8.5
btn,1990,8.5
btn,1991,8.5
btn,1992,9
btn,1993,9
btn,1994,8.58333
btn,1995,8
btn,1996,7.79167
btn,1997,7.75
btn,1998,7.75
btn,1999,7.75
btn,2000,7.75
btn,2001,8.04167
btn,2002,8.25
btn,2003,9.14583
btn,2004,10.5
btn,2005,10
btn,2006,9.5
btn,2007,9.5
btn,2008,11.85417
btn,2009,11.75
btn,2010,11.70833
btn,2011,9.5
btn,2012,9.20833
btn,2013,9.32917
btn,2014,9.48333
btn,2015,10.89583
btn,2016,10.15
btn,2017,11.41667
btn,2018,12
btn,2019,11.75
btn,2020,11
btn,2021,11
bwa,1980,3.475
bwa,1981,0.95833
bwa,1982,13.45833
bwa,1983,1.5
bwa,1984,2
bwa,1985,2.5
bwa,1986,2.33333
bwa,1987,2.5
bwa,1988,2.83333
bwa,1989,2.08333
bwa,1990,1.76042
bwa,1991,0.43333
bwa,1992,1.5
bwa,1993,1.42583
bwa,1994,3.33167
bwa,1995,4.63167
bwa,1996,4.82417
bwa,1997,4.43229
bwa,1998,5.21875
bwa,1999,5.67687
bwa,2000,6.06271
bwa,2001,5.66417
bwa,2002,5.75458
bwa,2003,6.4549
bwa,2004,5.89896
bwa,2005,6.48367
bwa,2006,7.58707
bwa,2007,7.59636
bwa,2008,7.86844
bwa,2009,6.2861
bwa,2010,5.86045
bwa,2011,5.85226
bwa,2012,7.39241
bwa,2013,7.07958
bwa,2014,6.46563
bwa,2015,5.44771
bwa,2016,5.17699
bwa,2017,5.43082
bwa,2018,4.97989
bwa,2019,4.80347
bwa,2020,4.19323
bwa,2021,3.81703
can,1971,2.06892
can,1972,1.02231
can,1973,1.26
can,1974,1.4375
can,1975,2.0625
can,1976,1.39583
can,1977,1.54167
can,1978,1.5
can,1979,1.58333
can,1980,2.72917
can,1981,3.33333
can,1982,2.89583
can,1983,3.83333
can,1984,3.125
can,1985,2.79167
can,1986,3.4375
can,1987,3.83333
can,1988,4.1875
can,1989,4.25
can,1990,4.20833
can,1991,4.1875
can,1992,3.5625
can,1993,2.72917
can,1994,2.89417
can,1995,3.36333
can,1996,3.06
can,1997,3.055
can,1998,3.525
can,1999,3.55833
can,2000,3.7875
can,2001,3.55833
can,2002,3.37917
can,2003,3.5875
can,2004,3.21667
can,2005,3.625
can,2006,3.9875
can,2007,4.02083
can,2008,3.22917
can,2009,2.3
can,2010,2.40417
can,2011,2.525
can,2012,2.51667
can,2013,2.45
can,2014,2.45
can,2015,2.7
can,2016,2.6
can,2017,2.6
che,2008,1.53667
che,2009,2.65917
che,2010,2.66167
che,2011,2.6625
che,2012,2.65
che,2013,2.65583
che,2014,2.66083
che,2015,2.82333
che,2016,2.8475
che,2017,2.8992
che,2018,2.94324
che,2019,2.984
che,2020,3.0185
che,2021,3.05658
chl,1985,7.86798
chl,1986,7.31846
chl,1987,7.38085
chl,1988,6.04953
chl,1989,8.2204
chl,1990,8.51518
chl,1991,6.22686
chl,1992,5.67588
chl,1993,6.10517
chl,1994,5.22089
chl,1995,4.42601
chl,1996,3.88582
chl,1997,3.65228
chl,1998,5.25154
chl,1999,4.06307
chl,2000,5.6424
chl,2001,5.7036
chl,2002,3.95843
chl,2003,3.44504
chl,2004,3.18956
chl,2005,2.74597
chl,2006,2.89355
chl,2007,3.06103
chl,2008,5.77257
chl,2009,5.20303
chl,2010,3.00364
chl,2011,3.74331
chl,2012,4.26904
chl,2013,4.09301
chl,2014,4.17895
chl,2015,1.90638
chl,2016,1.77323
chl,2017,1.6136
chl,2018,1.47506
chn,1980,-0.36
chn,1981,-0.36
chn,1982,1.44
chn,1983,1.44
chn,1984,1.44
chn,1985,0.72
chn,1986,0.72
chn,1987,0.72
chn,1988,0.36
chn,1989,0
chn,1990,0.72
chn,1991,1.08
chn,1992,1.08
chn,1993,0
chn,1994,0
chn,1995,1.08
chn,1996,2.61
chn,1997,2.97
chn,1998,2.61
chn,1999,3.6
chn,2000,3.6
chn,2001,3.6
chn,2002,3.33
chn,2003,3.33
chn,2004,3.33
chn,2005,3.33
chn,2006,3.6
chn,2007,3.33
chn,2008,3.06
chn,2009,3.06
chn,2010,3.06
chn,2011,3.06
chn,2012,3
chn,2013,3
chn,2014,2.85
chn,2015,2.85
chn,2016,2.85
chn,2017,2.85
chn,2018,2.85
chn,2019,2.85
chn,2020,2.85
chn,2021,2.85
civ,2005,-0.55833
civ,2006,-3.085
civ,2007,-3.06167
civ,2008,-3.14
civ,2009,-3.60167
civ,2010,-3.27333
civ,2011,-3.24492
civ,2012,-2.95333
civ,2013,-2.36667
civ,2014,-1.92
civ,2015,-1.84417
civ,2016,-1.63
civ,2017,-1.35
cod,2007,32.61344
cod,2008,35.35667
cod,2009,49.3425
cod,2010,39.745
cod,2011,30.39674
cod,2012,20.7275
cod,2013,14.65701
cod,2014,14.68583
cod,2015,15.7125
cod,2016,15.67083
cod,2017,16.43583
cod,2018,19.88333
cod,2019,21.26
cod,2020,19.75683
cod,2021,17.25871
col,1986,8.85847
col,1987,9.69444
col,1988,8.58647
col,1989,8.66452
col,1990,8.12882
col,1991,9.1956
col,1992,10.04768
col,1993,9.44051
col,1994,10.4415
col,1995,9.73768
col,1996,10.2119
col,1997,9.58189
col,1998,9.02153
col,1999,8.1008
col,2000,6.64
col,2001,8.285
col,2002,7.38846
col,2003,7.38377
col,2004,7.28472
col,2005,7.54656
col,2006,6.6187
col,2007,7.36794
col,2008,7.43454
col,2009,6.86229
col,2010,5.71963
col,2011,6.95603
col,2012,7.22921
col,2013,6.81557
col,2014,6.77793
col,2015,6.87075
col,2016,7.862
col,2017,7.69643
col,2018,7.40633
col,2019,7.27113
col,2020,6.47243
col,2021,7.2652
com,1999,10.66667
com,2000,9
com,2001,9
com,2002,8.83333
com,2003,8.33333
com,2004,7.5
com,2005,8
com,2006,8
com,2007,8
com,2008,8
com,2009,8.625
com,2010,8.75
com,2011,8.75
com,2012,8.75
com,2013,8.75
com,2014,8.75
com,2015,8.75
com,2016,8.75
com,2017,8.75
com,2018,8.75
com,2019,8.75
com,2020,6.34375
com,2021,6.125
cpv,2006,7.46711
cpv,2007,7.26459
cpv,2008,6.17885
cpv,2009,8.09205
cpv,2010,7.92562
cpv,2011,6.45959
cpv,2012,6.11282
cpv,2013,6.3456
cpv,2014,7.41144
cpv,2015,7.53794
cpv,2016,6.97288
cpv,2017,6.95809
cpv,2018,7.11741
cpv,2019,7.67626
cpv,2020,7.31073
cri,1982,6.70833
cri,1983,3.75
cri,1984,3.5
cri,1985,4.41667
cri,1986,5.12583
cri,1987,9.7675
cri,1988,13.51167
cri,1989,13.55167
cri,1990,11.40083
cri,1991,11.56083
cri,1992,12.6575
cri,1993,13.12333
cri,1994,15.3025
cri,1995,12.81833
cri,1996,8.98417
cri,1997,9.45167
cri,1998,9.71667
cri,1999,11.42867
cri,2000,11.50722
cri,2001,12.06111
cri,2002,14.95833
cri,2003,15.17361
cri,2004,13.91167
cri,2005,14.51333
cri,2006,12.41667
cri,2007,6.4475
cri,2008,11.6775
cri,2009,12.76417
cri,2010,11.7675
cri,2011,12.13667
cri,2012,13.47389
cri,2013,11.31083
cri,2014,11.58028
cri,2015,11.8625
cri,2016,10.42611
cri,2017,8.57081
cri,2018,7.10756
cri,2019,4.11104
cri,2020,4.05487
cri,2021,3.90508
cze,1993,7.03833
cze,1994,6.04833
cze,1995,5.8375
cze,1996,5.75083
cze,1997,5.48958
cze,1998,4.72792
cze,1999,4.20408
cze,2000,3.7405
cze,2001,4.32308
cze,2002,4.72667
cze,2003,4.61583
cze,2004,4.74417
cze,2005,4.6025
cze,2006,4.4078
cze,2007,4.46469
cze,2008,4.63968
cze,2009,4.72494
cze,2010,4.80625
cze,2011,4.67958
cze,2012,4.38242
cze,2013,4.10834
cze,2014,3.94341
cze,2015,3.7532
cze,2016,3.53413
cze,2017,3.31462
cze,2018,3.26572
cze,2019,3.29747
cze,2020,3.04075
cze,2021,2.96829
dma,1982,5.91193
dma,1983,5.61022
dma,1984,6.51205
dma,1985,6.06535
dma,1986,6.2887
dma,1987,6.55672
dma,1988,6.55672
dma,1989,7.23328
dma,1990,6.98402
dma,1991,7.04169
dma,1992,7.56124
dma,1993,7.73057
dma,1994,7.11515
dma,1995,7.29914
dma,1996,7.13038
dma,1997,6.90452
dma,1998,7.04553
dma,1999,7.0164
dma,2000,7.80627
dma,2001,7.16324
dma,2002,7.05893
dma,2003,7.84207
dma,2004,5.68302
dma,2005,6.77122
dma,2006,6.16938
dma,2007,5.90991
dma,2008,5.86197
dma,2009,6.81606
dma,2010,6.19455
dma,2011,5.63802
dma,2012,5.94487
dma,2013,6.02355
dma,2014,6.06192
dma,2015,6.21775
dma,2016,6.3725
dma,2017,6.32
dma,2018,6.17743
dma,2019,5.77181
dma,2020,5.08584
dma,2021,4.6151
dom,1991,15.24
dom,1992,11.64
dom,1993,15.85
dom,1994,14.98
dom,1995,15.74
dom,1996,9.8225
dom,1997,7.60833
dom,1998,7.9975
dom,1999,8.97833
dom,2000,9.14583
dom,2001,8.65833
dom,2002,9.515
dom,2003,10.89417
dom,2004,11.51333
dom,2005,10.2875
dom,2006,9.68083
dom,2007,8.89417
dom,2008,9.84917
dom,2009,10.50333
dom,2010,7.31667
dom,2011,7.995
dom,2012,8.43176
dom,2013,8.00521
dom,2014,7.50297
dom,2015,8.4475
dom,2016,8.39083
dom,2017,7.90667
dom,2018,6.52473
dom,2019,6.36356
dom,2020,6.33225
dom,2021,7.12313
dza,1995,1.83333
dza,1996,4.5
dza,1997,3.10417
dza,1998,2.375
dza,1999,2.5
dza,2000,2.5
dza,2001,3.25
dza,2002,3.25
dza,2003,2.875
dza,2004,4.35417
dza,2005,6.0625
dza,2006,6.25
dza,2007,6.25
dza,2008,6.25
dza,2009,6.25
dza,2010,6.25
dza,2011,6.25
dza,2012,6.25
dza,2013,6.25
dza,2014,6.25
dza,2015,6.25
dza,2016,6.25
dza,2017,6.25
dza,2018,6.25
dza,2019,6.25
dza,2020,6.25
dza,2021,6.25
egy,1976,5
egy,1977,4.16667
egy,1978,4.29167
egy,1979,5
egy,1980,5
egy,1981,5
egy,1982,4
egy,1983,4
egy,1984,4
egy,1985,4
egy,1986,4
egy,1987,5.33333
egy,1988,6
egy,1989,6.66667
egy,1990,7
egy,1991,7.84667
egy,1992,8.32833
egy,1993,6.2975
egy,1994,4.67917
egy,1995,5.55417
egy,1996,5.04167
egy,1997,3.95625
egy,1998,3.65417
egy,1999,3.7475
egy,2000,3.75917
egy,2001,3.83333
egy,2002,4.45833
egy,2003,5.30833
egy,2004,5.65
egy,2005,5.91667
egy,2006,6.58333
egy,2007,6.40833
egy,2008,5.74167
egy,2009,5.48333
egy,2010,4.775
egy,2011,4.29167
egy,2012,4.35833
egy,2013,4.60833
egy,2014,4.79167
egy,2015,4.71667
egy,2016,5.74167
egy,2017,6.08333
egy,2018,6
egy,2019,5.16667
egy,2020,3.58333
egy,2021,2.025
eth,1985,4.5
eth,1992,5.125
eth,1993,2.5
eth,1994,2.83333
eth,1995,3.625
eth,1996,4.5
eth,1997,3.5
eth,1998,4.5
eth,1999,4.58167
eth,2000,4.89167
eth,2001,4.86517
eth,2002,4.8672
eth,2003,3.64999
eth,2004,3.61922
eth,2005,3.53651
eth,2006,3.43891
eth,2007,3.38844
eth,2008,3.32481
fji,1992,4.69333
fji,1993,4.25667
fji,1994,4.29667
fji,1995,4.465
fji,1996,4.93167
fji,1997,5.46417
fji,1998,5.1025
fji,1999,5.40833
fji,2000,5.2825
fji,2001,5.65958
fji,2002,5.7625
fji,2003,5.69141
fji,2004,5.44717
fji,2005,4.95321
fji,2006,1.79271
fji,2007,1.96075
fji,2008,5.24369
fji,2009,2.94057
fji,2010,2.07482
fji,2011,3.71955
fji,2012,4.50335
fji,2013,4.03482
fji,2014,4.47775
fji,2015,3.27827
fji,2016,3.03427
fji,2017,2.50947
fji,2018,2.28131
fji,2019,1.96608
fji,2020,2.48985
fji,2021,3.36537
fsm,1995,9.67
fsm,1996,10.42417
fsm,1997,10.79
fsm,1998,11.02167
fsm,1999,11.445
fsm,2000,10.74417
fsm,2001,12.15667
fsm,2002,13.80417
fsm,2003,13.97833
fsm,2004,14.35708
fsm,2005,14.75167
fsm,2006,13.58
fsm,2007,11.49458
fsm,2008,11.91167
fsm,2009,14.09417
fsm,2010,14.21917
fsm,2011,13.76083
fsm,2012,13.90417
fsm,2013,15.32
fsm,2014,15.32
fsm,2015,15.32
fsm,2016,15.32
fsm,2017,15.63
fsm,2018,15.26
fsm,2019,14.39
fsm,2020,14.4
gbr,1967,1.29167
gbr,1968,0.70833
gbr,1969,0.70833
gbr,1970,2.04167
gbr,1971,3.66667
gbr,1972,3.35417
gbr,1973,-0.02083
gbr,1974,-0.5
gbr,1975,3.38436
gbr,1976,3.55928
gbr,1977,4.01603
gbr,1978,3.00982
gbr,1979,1.98647
gbr,1980,2.18768
gbr,1981,2.58833
gbr,1982,-0.4907
gbr,1983,-1.36723
gbr,1984,2.40843
gbr,1985,0.46048
gbr,1986,1.04969
gbr,1987,1.16633
gbr,1988,1.54987
gbr,1989,2.33681
gbr,1990,2.22395
gbr,1991,1.41498
gbr,1992,2.10182
gbr,1993,2.04363
gbr,1994,1.80612
gbr,1995,2.58451
gbr,1996,2.91353
gbr,1997,2.93173
gbr,1998,2.74872
geo,2003,14.92556
geo,2004,15.01251
geo,2005,10.06839
geo,2006,6.92832
geo,2007,6.89186
geo,2008,6.80486
geo,2009,7.05599
geo,2010,5.78292
geo,2011,3.45737
geo,2012,4.10293
geo,2013,3.86827
geo,2014,3.48403
geo,2015,3.57827
geo,2016,2.68224
geo,2017,1.83286
geo,2018,2.28679
geo,2019,2.10953
geo,2020,1.57859
geo,2021,2.19876
gin,1987,0
gin,1988,-1.83333
gin,1989,-2.25
gin,1990,0.16667
gin,1991,2.5
gin,1992,4
gin,1993,4.75
gin,1994,4
gin,1995,4
gin,1996,4
gin,1997,4.83333
gin,1998,13.1875
gin,1999,14.20833
gin,2000,11.875
gin,2001,4.85
gmb,1985,4.73333
