geo,time,fr_inr_lndp
abw,1986,4.6
abw,1987,3.71667
abw,1988,3.54167
abw,1989,3.775
abw,1990,3.9
abw,1991,4.125
abw,1992,4.70833
abw,1993,5.625
abw,1994,6.60833
abw,1995,6.23333
abw,1996,6.10833
abw,1997,5.89167
abw,1998,6.14167
abw,1999,6.975
abw,2000,5.86667
abw,2001,6.1
abw,2002,5.1
abw,2003,5.6
abw,2004,6.5
abw,2005,6.9
abw,2006,5.1
abw,2007,5.9
abw,2008,6.3
abw,2009,7.3
abw,2010,8.4
abw,2011,7.4
abw,2012,7
abw,2013,5.3
abw,2014,5
abw,2015,5.1
abw,2016,4.9
abw,2017,4.7
abw,2018,4.8
abw,2019,3.5
abw,2020,5.5
ago,1995,80.33333
ago,1996,70.75
ago,1997,8.5
ago,1998,8.125
ago,1999,43.72417
ago,2000,63.58177
ago,2001,48.05777
ago,2002,48.645
ago,2003,69.9425
ago,2004,66.89482
ago,2005,54.31963
ago,2006,15.01049
ago,2007,10.9424
ago,2008,5.99553
ago,2009,8.09271
ago,2010,9.78727
ago,2011,12.44801
ago,2012,13.05276
ago,2013,12.66357
ago,2014,12.85531
ago,2015,13.56724
ago,2016,10.23619
ago,2017,9.46391
ago,2018,13.80035
ago,2019,12.87997
ago,2020,13.45417
ago,2021,12.35725
alb,1992,2.08333
alb,1993,2.25
alb,1994,3.83333
alb,1995,4.35
alb,1996,7.175
alb,1997,5.4325
alb,1999,8.66917
alb,2000,13.8
alb,2001,11.92917
alb,2002,6.76583
alb,2003,5.89534
alb,2004,5.15483
alb,2005,7.98745
alb,2006,7.71252
alb,2007,8.44052
alb,2008,6.2169
alb,2009,5.8885
alb,2010,6.40479
alb,2011,6.57035
alb,2012,5.45544
alb,2013,5.6624
alb,2014,6.05833
alb,2015,6.48417
alb,2016,5.90333
alb,2017,5.45333
alb,2018,5.18083
alb,2019,5.78333
alb,2020,5.7115
alb,2021,5.61167
arg,2010,1.39066
arg,2011,3.40833
arg,2012,2.03734
arg,2013,2.29471
arg,2014,3.59148
arg,2015,3.74668
arg,2016,6.95254
arg,2017,7.58109
arg,2018,16.59527
arg,2019,19.96737
arg,2020,0.06736
arg,2021,2.01217
arm,1995,39.91667
arm,1996,34.16667
arm,1997,28.15083
arm,1998,23.54917
arm,1999,11.49917
arm,2000,13.48826
arm,2001,11.78583
arm,2002,11.53821
arm,2003,13.95455
arm,2004,13.73727
arm,2005,12.17113
arm,2006,10.68841
arm,2007,11.26138
arm,2008,10.42146
arm,2009,10.11154
arm,2010,10.25017
arm,2011,8.50643
arm,2012,7.66096
arm,2013,5.83472
arm,2014,5.98288
arm,2015,3.44217
arm,2016,5.74105
arm,2017,5.39267
arm,2018,4.12931
arm,2019,3.65504
arm,2020,3.50195
arm,2021,3.52038
atg,1982,5.92386
atg,1983,4.01477
atg,1984,3.48618
atg,1985,3.06618
atg,1986,6.59854
atg,1987,5.54671
atg,1988,4.71694
atg,1989,5.64386
atg,1990,4.64463
atg,1991,6.65463
atg,1992,6.94738
atg,1993,7.66803
atg,1994,8.95891
atg,1995,8.67357
atg,1996,7.9279
atg,1997,7.62648
atg,1998,7.85073
atg,1999,7.62233
atg,2000,6.99434
atg,2001,7.13507
atg,2002,7.02394
atg,2003,7.96498
atg,2004,7.84246
atg,2005,7.53583
atg,2006,7.05603
atg,2007,6.91461
atg,2008,6.8919
atg,2009,6.58179
atg,2010,7.62904
atg,2011,7.53908
atg,2012,6.99677
atg,2013,6.908
atg,2014,7.17844
atg,2015,7.36892
atg,2016,7.6475
atg,2017,7.555
atg,2018,7.32445
atg,2019,7.03484
atg,2020,6.16923
atg,2021,5.82326
aus,1981,-1.79124
aus,1982,-1.72168
aus,1983,-0.43312
aus,1984,-0.96483
aus,1985,-1.59287
aus,1986,-1.21695
aus,1987,0.20155
aus,1988,0.72189
aus,1989,-1.88806
aus,1990,0.52705
aus,1991,2.36497
aus,1992,3.45918
aus,1993,3.65205
aus,1994,3.3375
aus,1995,3.35148
aus,1996,3.04845
aus,1997,2.11836
aus,1998,2.34647
aus,1999,2.50756
aus,2000,2.80968
aus,2001,3.10417
aus,2002,2.6625
aus,2003,3.10417
aus,2004,3.2
aus,2005,3.36667
aus,2006,3.55
aus,2007,3.66667
aus,2008,4.18333
aus,2009,2.94167
aus,2010,3.06667
aus,2011,3.4
aus,2012,3.05833
aus,2013,2.92917
aus,2014,3.04583
aus,2015,3.27083
aus,2016,3.27917
aus,2017,3.23717
aus,2018,3.28167
aus,2019,3.54267
aze,1998,6.39
aze,1999,7.40333
aze,2000,6.75667
aze,2001,11.2475
aze,2002,8.71167
aze,2003,5.91333
aze,2004,6.53833
aze,2005,8.50833
aze,2006,7.2825
aze,2007,7.57417
aze,2008,7.53833
aze,2009,7.83333
aze,2010,9.06
aze,2011,8.11417
aze,2012,8.13083
aze,2013,8.31833
aze,2014,8.68583
aze,2015,8.53583
aze,2016,8.64234
aze,2017,8.11417
aze,2018,7.1725
aze,2019,7.58705
aze,2020,8.48749
aze,2021,7.71833
ben,2005,0.43667
ben,2006,-3.085
ben,2007,-3.06167
ben,2008,-3.14
ben,2009,-3.60167
ben,2010,-3.27333
ben,2011,-3.24492
ben,2012,-2.95333
ben,2013,-2.36667
ben,2014,-1.92
ben,2015,-1.84417
ben,2016,-1.63
ben,2017,1.6675
ben,2018,1.37
ben,2019,1.37667
ben,2020,1.4425
ben,2021,0.95
bfa,2005,1.26083
bfa,2006,-3.085
bfa,2007,-3.06167
bfa,2008,-3.14
bfa,2009,-3.60167
bfa,2010,-3.27333
bfa,2011,-3.24492
bfa,2012,-2.95333
bfa,2013,-2.36667
bfa,2014,-1.92
bfa,2015,-1.84417
bfa,2016,-1.63
bfa,2017,1.6675
bfa,2018,1.37
bfa,2019,1.37667
bfa,2020,1.4425
bfa,2021,0.95
bgd,1976,2.55263
bgd,1977,2.26915
bgd,1978,2.26915
bgd,1979,2.26915
bgd,1980,1.16107
bgd,1981,-2.47247
bgd,1982,-2.47247
bgd,1983,-2.47247
bgd,1984,-2.47247
bgd,1985,-2.47247
bgd,1986,-0.61676
bgd,1987,1.23896
bgd,1988,1.23896
bgd,1989,1.23896
bgd,1990,1.1936
bgd,1991,1.10494
bgd,1992,2.05069
bgd,1993,4.64448
bgd,1994,6.19321
bgd,1995,6.13749
bgd,1996,4.73051
bgd,1997,3.78938
bgd,1998,3.63083
bgd,1999,3.66167
bgd,2000,4.06833
bgd,2001,3.66667
bgd,2002,4.70167
bgd,2003,4.9325
bgd,2004,4.5975
bgd,2005,5.08083
bgd,2006,5.67917
bgd,2007,5.64167
bgd,2008,5.3425
bgd,2009,5.5125
bgd,2010,5.00833
bgd,2011,4.48417
bgd,2012,3.72833
bgd,2013,1.87167
bgd,2014,3.145
bgd,2015,3.465
bgd,2016,4.21
bgd,2017,3.93417
bgd,2018,2.99333
bgd,2019,2.78083
bgd,2020,2.2275
bgd,2021,2.27917
bgr,2000,8.2049
bgr,2001,8.19138
bgr,2002,6.40468
bgr,2003,5.61107
bgr,2004,5.82162
bgr,2005,5.57663
bgr,2006,5.71996
bgr,2007,6.31582
bgr,2008,6.41678
bgr,2009,5.1575
bgr,2010,7.06829
bgr,2011,7.26119
bgr,2012,6.63004
bgr,2013,6.6301
bgr,2014,6.60682
bgr,2015,6.83498
bgr,2016,6.21963
bgr,2017,5.39325
bgr,2018,4.93577
bgr,2019,4.52424
bgr,2020,4.32332
bgr,2021,4.10042
bhr,1986,3.375
bhr,1987,2.5
bhr,1988,2.3
bhr,1989,1.07815
bhr,1990,0.91148
bhr,1992,8.1016
bhr,1993,7.81097
bhr,1994,6.71227
bhr,1995,6.00186
bhr,1996,7.14535
bhr,1997,6.92165
bhr,1998,7.06087
bhr,1999,6.93902
bhr,2000,5.7854
bhr,2001,7.98498
bhr,2002,7.07153
bhr,2003,6.82021
bhr,2004,6.36182
bhr,2005,4.67935
bhr,2006,3.60524
bhr,2007,3.78134
bhr,2008,6.57596
bhr,2009,6.35976
bhr,2010,6.0225
bhr,2011,5.76833
bhr,2012,4.95083
bhr,2013,4.87667
bhr,2014,4.88667
bhr,2015,4.1675
bhs,1985,3.935
bhs,1986,3.68
bhs,1987,3.5
bhs,1988,3.03
bhs,1989,2.51667
bhs,1990,2.42917
bhs,1991,2.08333
bhs,1992,1.95
bhs,1993,2.26833
bhs,1994,2.57417
bhs,1995,2.55333
bhs,1996,1.61417
bhs,1997,1.52167
bhs,1998,1.3875
bhs,1999,1.8025
bhs,2000,1.92083
bhs,2001,1.75417
bhs,2002,1.74833
bhs,2003,2.05083
bhs,2004,2.175
bhs,2005,2.31833
bhs,2006,2.14167
bhs,2007,1.80917
bhs,2008,1.57917
bhs,2009,1.7175
bhs,2010,2.05917
bhs,2011,2.42881
bhs,2012,2.73792
bhs,2013,3.07
bhs,2014,3.3325
bhs,2015,3.345
bhs,2016,3.50833
bhs,2017,3.25583
bhs,2018,3.40917
bhs,2019,3.66167
bhs,2020,3.79771
bhs,2021,3.7285
bih,2002,8.1675
bih,2003,6.845
bih,2004,6.56083
bih,2005,6.04833
bih,2006,4.32083
bih,2007,3.61667
bih,2008,3.49333
bih,2009,4.3325
bih,2010,4.72917
bih,2011,4.63583
bih,2012,4.15158
bih,2013,4.02988
bih,2014,3.97972
bih,2015,3.72922
bih,2016,3.6556
bih,2017,3.17059
bih,2018,2.80855
bih,2019,2.37433
bih,2020,2.27607
bih,2021,2.62489
blr,1993,6.55
blr,1994,58.9
blr,1995,74.18333
blr,1996,29.975
blr,1997,16.15833
blr,1998,12.65833
blr,1999,27.24167
blr,2000,30.11667
blr,2001,12.79167
blr,2002,10.03333
blr,2003,6.53333
blr,2004,4.19167
blr,2005,2.125
blr,2006,1.15833
blr,2007,0.26667
blr,2008,0.025
blr,2009,0.99167
blr,2010,0.125
blr,2011,0.26667
blr,2012,-2.80833
blr,2013,-1.125
blr,2014,0.15833
blr,2015,-1.825
blr,2016,-0.24167
blr,2017,2.6596
blr,2018,2.775
blr,2019,2.51583
blr,2020,2.42417
blr,2021,1.76333
blz,1982,-0.275
blz,1983,3.29167
blz,1984,5.51667
blz,1985,2.96667
blz,1986,2.85833
blz,1987,4.55833
blz,1988,5.14167
blz,1989,5.90833
blz,1990,5.9
blz,1991,5.825
blz,1992,6.16667
blz,1993,6.23333
blz,1994,6.225
blz,1995,6.325
blz,1996,7.225
blz,1997,7.10583
blz,1998,7.74417
blz,1999,8.15083
blz,2000,8.31083
blz,2001,9.10083
blz,2002,8.55417
blz,2003,7.41083
blz,2004,6.5225
blz,2005,6.54333
blz,2006,6.05417
blz,2007,6.01083
blz,2008,5.68333
blz,2009,5.70917
blz,2010,6.1225
blz,2011,6.9225
blz,2012,8.02833
blz,2013,7.98417
blz,2014,7.92472
blz,2015,7.71968
blz,2016,7.54315
blz,2017,7.34307
blz,2018,7.11583
blz,2019,7.11583
blz,2020,6.55417
blz,2021,6.20917
bol,1987,19.06417
bol,1988,12.05667
bol,1989,13.60667
bol,1990,17.97917
bol,1991,17.3725
bol,1992,22.28833
bol,1993,31.69583
bol,1994,37.14167
bol,1995,32.1475
bol,1996,36.80833
bol,1997,35.32167
bol,1998,26.5925
bol,1999,23.11
bol,2000,23.61333
bol,2001,10.2383
bol,2002,11.05251
bol,2003,6.25339
bol,2004,7.05012
bol,2005,11.68096
bol,2006,7.86477
bol,2007,9.31527
bol,2008,9.2175
bol,2009,8.92034
bol,2010,8.86326
bol,2011,9.51236
bol,2012,9.50879
bol,2013,9.31222
bol,2014,6.74409
bol,2015,6.65936
bol,2016,6.50824
bol,2017,5.64087
bol,2018,5.00344
bol,2019,5.22064
bol,2020,4.051
bol,2021,4.85998
bra,1997,53.84269
bra,1998,58.36
bra,1999,54.42083
bra,2000,39.63083
bra,2001,39.76
bra,2002,43.73227
bra,2003,45.11264
bra,2004,39.50885
bra,2005,37.75459
bra,2006,36.87593
bra,2007,33.13941
bra,2008,35.59467
bra,2009,35.37117
bra,2010,31.12123
bra,2011,32.89097
bra,2012,28.7292
bra,2013,19.58456
bra,2014,21.9847
bra,2015,31.33587
bra,2016,39.65424
bra,2017,38.40313
bra,2018,32.21117
bra,2019,32.04482
bra,2020,26.84524
bra,2021,25.66861
brb,1981,4.06667
brb,1982,4.54167
brb,1983,5.06667
brb,1984,5.43333
brb,1985,5.07083
brb,1986,4.77917
brb,1987,5.14167
brb,1988,5.17917
brb,1989,5.13333
brb,1990,5.13333
brb,1991,5.88333
brb,1992,6.85833
brb,1993,4.525
brb,1994,4.76667
brb,1995,4.89167
brb,1996,4.8
brb,1997,5.25833
brb,1998,5.54583
brb,1999,4.99583
brb,2000,5.215
brb,2001,5.54417
brb,2002,5.79583
brb,2003,5.93667
brb,2004,5.79833
brb,2005,5.98667
brb,2006,5.69417
brb,2007,5.62417
brb,2008,5.57333
brb,2009,6.33833
brb,2010,6.03417
brb,2011,6.02333
brb,2012,6.1375
brb,2013,6.18917
brb,2014,5.87417
brb,2015,6.73583
brb,2016,7.7025
brb,2017,7.85511
brb,2018,7.89972
brb,2019,7.9
brb,2020,7.9
brb,2021,7.9
brn,2003,4.43525
brn,2004,4.45608
brn,2005,4.494
brn,2006,4.4585
brn,2007,4.32724
brn,2008,4.62424
brn,2009,4.80008
brn,2010,5.02946
brn,2011,5.10431
brn,2012,5.26846
brn,2013,5.21565
brn,2014,5.2
brn,2015,5.16423
brn,2016,5.15883
brn,2017,5.1845
brn,2018,5.18783
