geo,time,ny_gdp_mktp_pp_cd
aus,2006,711378945253.44092
aus,2007,762287051079.70703
aus,2008,796834909433.13794
aus,2009,873780713946.53186
aus,2010,866655535725.33301
aus,2011,938351559046.28003
aus,2012,973825980527.42798
aus,2013,1061730067174.66003
aus,2014,1100561174645.72998
aus,2015,1101456818288.22998
aus,2016,1143148737101.38989
aus,2017,1190694343959.23999
aus,2018,1253361153370.87988
aus,2019,1312636660762.96997
aus,2020,1369884973053.41992
aut,1990,149426293193.353
aut,1991,159796148361.341
aut,1992,166859341278.435
aut,1993,171714389063.40701
aut,1994,179594119848.03699
aut,1995,188251944516.39496
aut,1996,195424431040.79599
aut,1997,202601126779.91696
aut,1998,212781190836.64999
aut,1999,220639956878.73001
aut,2000,235347920936.07501
aut,2001,238878600644.73599
aut,2002,251984858807.04199
aut,2003,261056984714.604
aut,2004,275998555936.94397
aut,2005,288086851811.74701
aut,2006,311415088416.13702
aut,2007,327096105756.992
aut,2008,343812802543
aut,2009,341393192854.12097
aut,2010,351341906220.68701
aut,2011,373031463577.16302
aut,2012,391635006784.26001
aut,2013,406370494341.22803
aut,2014,417059741085.65802
aut,2015,430975998137.23602
aut,2016,460282766423.27094
aut,2017,476590426691.81897
aut,2018,503556884412.526
aut,2019,515713331248.95398
aut,2020,496544223813.71802
aze,1990,37712019363.7038
aze,1991,38714438414.7562
aze,1992,30647850232.2514
aze,1993,24126843347.9232
aze,1994,19787568927.4367
aze,1995,17818600294.7837
aze,1996,18380736134.2346
aze,1997,19794560262.4464
aze,1998,22019087516.4113
aze,1999,23989937776.8964
aze,2000,27248637737.3468
aze,2001,30603101610.0069
aze,2002,34021462133.6036
aze,2003,38190783153.5147
aze,2004,42848204693.85449
aze,2005,56537120408.6161
aze,2006,78343626403.3192
aze,2007,100560193394.951
aze,2008,113545919485.911
aze,2009,125047649105.33701
aze,2010,132891923102.797
aze,2011,135803575412.21201
aze,2012,148339507564.97699
aze,2013,161864879226.65601
aze,2014,166328757240.29199
aze,2015,144145726475.68701
aze,2016,140229738154.492
aze,2017,139152809949.42801
aze,2018,144631250275.617
aze,2019,150893465695.11301
aze,2020,146145418741.85699
bdi,1990,3343218160.13726
bdi,1991,3628982376.7027
bdi,1992,3749171575.05258
bdi,1993,3598545997.92306
bdi,1994,3534622757.6616
bdi,1995,3322928056.98163
bdi,1996,3113068217.85374
bdi,1997,3118352162.52856
bdi,1998,3303238719.97174
bdi,1999,3317086594.10514
bdi,2000,3362180905.95967
bdi,2001,3506563882.74682
bdi,2002,3720415742.34283
bdi,2003,3743134142.91074
bdi,2004,4029708575.80255
bdi,2005,4192628759.83366
bdi,2006,4553356025.89181
bdi,2007,4837073839.93406
bdi,2008,5170900206.2792
bdi,2009,5408976901.06728
bdi,2010,5752399507.71457
bdi,2011,6109378663.94635
bdi,2012,6386094258.45455
bdi,2013,7069203706.21655
bdi,2014,7649427870.69596
bdi,2015,8551152238.70251
bdi,2016,8358351140.30498
bdi,2017,8375481076.5592
bdi,2018,8714651910.38732
bdi,2019,9033653418.07496
bdi,2020,9169733231.23839
bel,1990,186170807521.397
bel,1991,195994875686.73401
bel,1992,203529748884.845
bel,1993,206350004389.93799
bel,1994,217557501355.00201
bel,1995,227416383686.97198
bel,1996,230946171106.604
bel,1997,241624078147.23801
bel,1998,248636221287.11096
bel,1999,260168701709.78
bel,2000,284826588632.10693
bel,2001,296130423579.75897
bel,2002,312900377877.01801
bel,2003,320963391708.604
bel,2004,334133752698.89697
bel,2005,347658412088.97198
bel,2006,371912420547.90894
bel,2007,390932258442.52301
bel,2008,405729462246.52197
bel,2009,407562315465.05695
bel,2010,434081107185.03601
bel,2011,451932718764.38702
bel,2012,469720618339.76599
bel,2013,487343797679.38599
bel,2014,503619406808.67902
bel,2015,520878052195.13
bel,2016,550677647305.86096
bel,2017,573788797293.56799
bel,2018,600241647062.19897
bel,2019,623501361331.91699
bel,2020,612871850247.14893
ben,1990,6266778980.84084
ben,1991,6752483644.83647
ben,1992,7110637047.35056
ben,1993,7704008956.54848
ben,1994,8027497847.74483
ben,1995,8691280501.8499
ben,1996,9233132139.9759
ben,1997,9937195423.44491
ben,1998,10447084302.1134
ben,1999,11164002187.4058
ben,2000,12082144945.2969
ben,2001,13005648454.7123
ben,2002,13824774838.4711
ben,2003,14566421816.8017
ben,2004,15621198734.1148
ben,2005,16383743020.1581
ben,2006,17545233924.4818
ben,2007,19095081332.5382
ben,2008,20419698276.0852
ben,2009,21052570732.5208
ben,2010,21748137021.3122
ben,2011,22860459982.9645
ben,2012,24308499989.2082
ben,2013,26709146743.02209
ben,2014,29146860808.5474
ben,2015,30530995255.4114
ben,2016,32668486802.0226
ben,2017,34023063767.8647
ben,2018,37173273024.81129
ben,2019,40434633627.9884
ben,2020,42496953516.8372
bfa,1990,5194776255.17158
bfa,1991,5857550290.7247
bfa,1992,6004980400.78973
bfa,1993,6360101197.4054
bfa,1994,6581338077.9775
bfa,1995,7103444925.38865
bfa,1996,8030258957.33215
bfa,1997,8690182135.43683
bfa,1998,9430193718.02498
bfa,1999,10273801310.7499
bfa,2000,10701824788.6934
bfa,2001,11659840501.0674
bfa,2002,12359848400.9137
bfa,2003,13571668356.7838
bfa,2004,14561210412.9236
bfa,2005,16315345253.9871
bfa,2006,17860180506.1432
bfa,2007,19093979820.3741
bfa,2008,20594373474.422
bfa,2009,21366020198.687
bfa,2010,23440650603.1545
bfa,2011,25515102554.621
bfa,2012,26835475975.0516
bfa,2013,28735314121.1823
bfa,2014,29760893893.85369
bfa,2015,31032905189.7743
bfa,2016,35340335154.5367
bfa,2017,39238401912.359
bfa,2018,42834257969.65849
bfa,2019,46078870838.4397
bfa,2020,47534406014.5047
bgd,1990,87692342796.52078
bgd,1991,93817522685.31088
bgd,1992,101178098203.325
bgd,1993,108456426994.827
bgd,1994,115081618885.562
bgd,1995,123511999678.265
bgd,1996,131462096909.681
bgd,1997,139820916424.04599
bgd,1998,148714667316.24899
bgd,1999,157907297582.569
bgd,2000,169982625545.87399
bgd,2001,182530878334.24097
bgd,2002,192525389218.375
bgd,2003,205395097099.78201
bgd,2004,221976241488.92896
bgd,2005,243850841826.99701
bgd,2006,267992112040.62701
bgd,2007,294615766788.06897
bgd,2008,318408634408.93903
bgd,2009,337022600321.16498
bgd,2010,359946756348.41998
bgd,2011,391220073587.41101
bgd,2012,443598789939.63293
bgd,2013,480218563286.77002
bgd,2014,520423230999.26398
bgd,2015,555570050290.63403
bgd,2016,608047366029.66394
bgd,2017,664403662063.26404
bgd,2018,733857377477.86304
bgd,2019,807854957463.3219
bgd,2020,846281626653.11084
bgr,1990,65797993934.2371
bgr,1991,62278330670.8929
bgr,1992,59065261509.07929
bgr,1993,59570292368.5683
bgr,1994,61948491622.9964
bgr,1995,65053238123.5232
bgr,1996,57260138653.6366
bgr,1997,47798043632.7839
bgr,1998,51007564201.2472
bgr,1999,47685758137.2379
bgr,2000,52468510708.6717
bgr,2001,55735446319.015
bgr,2002,61023649905.0158
bgr,2003,65444800367.9274
bgr,2004,71006719143.5679
bgr,2005,78821833750.4599
bgr,2006,86713356360.42461
bgr,2007,96666032169.88019
bgr,2008,107411216119.713
bgr,2009,105570797722.54601
bgr,2010,110612181615.067
bgr,2011,115714748426.258
bgr,2012,119289608551.244
bgr,2013,120942415882.877
bgr,2014,127263488552.679
bgr,2015,132017089872.021
bgr,2016,143086580996.86301
bgr,2017,151920196034.54401
bgr,2018,161687275972.95599
bgr,2019,170889592876.08301
bgr,2020,170328972858.99899
bhr,1990,13319945106.7787
bhr,1991,15316808955.1044
bhr,1992,16713911428.5497
bhr,1993,19312157342.6673
bhr,1994,19675242051.7473
bhr,1995,20877261671.9303
bhr,1996,22133285099.0104
bhr,1997,23225888942.0756
bhr,1998,24612343435.0628
bhr,1999,26041308042.2956
bhr,2000,28034516575.2414
bhr,2001,29363075270.7015
bhr,2002,30826319472.13029
bhr,2003,33375800391.1598
bhr,2004,36667026445.9921
bhr,2005,40368485984.997
bhr,2006,44279752026.7835
bhr,2007,49240429590.8121
bhr,2008,53333105095.2994
bhr,2009,55104616844.50089
bhr,2010,58162953475.7136
bhr,2011,60555691596.7436
bhr,2012,65875368137.9427
bhr,2013,67716644746.8625
bhr,2014,68275971746.1039
bhr,2015,62523275420.368
bhr,2016,63831285346.3079
bhr,2017,71282082008.2729
bhr,2018,74553205529.52271
bhr,2019,77509057578.9628
bhr,2020,74454220069.377
bhs,1990,5504544171.40977
bhs,1991,5452722123.71645
bhs,1992,5363632647.43091
bhs,1993,5507669888.42666
bhs,1994,5802417359.76476
bhs,1995,6183489431.39909
bhs,1996,6562650477.60831
bhs,1997,7139301072.8161
bhs,1998,6894511207.50107
bhs,1999,7847155468.10203
bhs,2000,8355452100.65134
bhs,2001,8762877803.17492
bhs,2002,9142241663.7283
bhs,2003,9194268830.79057
bhs,2004,9525144596.77682
bhs,2005,10155324622.2698
bhs,2006,10725975032.7384
bhs,2007,11173449422.157
bhs,2008,11126121952.0703
bhs,2009,10742794805.0321
bhs,2010,11035166687.0261
bhs,2011,11334782601.5822
bhs,2012,11713379202.2105
bhs,2013,11620838487.7678
bhs,2014,12322581987.1852
bhs,2015,12699382099.6096
bhs,2016,12977316326.2205
bhs,2017,13711567829.4446
bhs,2018,14429294095.7259
bhs,2019,14790048177.698
bhs,2020,12795727246.6372
bih,1994,3545944237.06255
bih,1995,4373321305.35387
bih,1996,8415032038.62659
bih,1997,11511148093.7085
bih,1998,13456658540.007
bih,1999,14961437051.7146
bih,2000,17248489098.8046
bih,2001,17996031735.0805
bih,2002,19535776794.8386
bih,2003,20548203209.5603
bih,2004,22394548750.0808
bih,2005,24398017504.54309
bih,2006,27916911835.3832
bih,2007,30841702560.6664
bih,2008,33896691698.2771
bih,2009,33730478208.4274
bih,2010,34639788698.9419
bih,2011,36525658657.023
bih,2012,37145719739.8258
bih,2013,39027209595.236
bih,2014,39811580989.7746
bih,2015,41189242211.7366
bih,2016,44265849654.8882
bih,2017,46096453819.6274
bih,2018,49587953597.2054
bih,2019,51863282605.01
bih,2020,51153263774.5055
blr,1990,53275662592.94769
blr,1991,54416393086.2388
blr,1992,50313469697.596
blr,1993,47591607541.2966
blr,1994,42920764985.42329
blr,1995,39263410437.4665
blr,1996,41101817429.5946
blr,1997,46606182102.5295
blr,1998,51089722656.2062
blr,1999,53589487606.9613
blr,2000,57965141850.7952
blr,2001,62035672870.9428
blr,2002,66196302880.9147
blr,2003,72174548287.95619
blr,2004,82603919631.1015
blr,2005,93183621908.21779
blr,2006,105603898919.09399
blr,2007,117766622690.552
blr,2008,132303186469.252
blr,2009,133578417143.272
blr,2010,145673123596.38501
blr,2011,156715098657.89899
blr,2012,171037674358.34399
blr,2013,179366145726.60501
blr,2014,179597949624.117
blr,2015,171204463522.202
blr,2016,168421837005.77899
blr,2017,173630155305.78601
blr,2018,183398223823.04501
blr,2019,189285570275.74701
blr,2020,189842741589.98001
blz,1990,625100954.0264
blz,1991,720325610.02978
blz,1992,825579827.3468
blz,1993,898188561.61199
blz,1994,918822002.69091
blz,1995,944134647.5245
blz,1996,975161243.08589
blz,1997,1027782931.16378
blz,1998,1078227903.07623
blz,1999,1189818106.39705
blz,2000,1374788432.13124
blz,2001,1470717719.88727
blz,2002,1564682258.01815
blz,2003,1742493392.88601
blz,2004,1875116458.80864
blz,2005,1971053117.75086
blz,2006,2128692308.32874
blz,2007,2197045056.61103
blz,2008,2317944453.44841
blz,2009,2340694349.83933
blz,2010,2439091906.92247
blz,2011,2537807474.36966
blz,2012,2458226039.33398
blz,2013,2498498319.23996
blz,2014,2540731967.76196
blz,2015,2611555931.58153
blz,2016,2666078128.51442
blz,2017,2703187932.80397
blz,2018,2848533618.20145
blz,2019,2950494545.09976
blz,2020,2567691905.93813
bmu,1990,2069701819.7898
bmu,1991,2064069231.39599
bmu,1992,2109846380.32823
bmu,1993,2224837649.35203
bmu,1994,2285972658.46591
bmu,1995,2436579276.91577
bmu,1996,2545715055.60402
bmu,1997,2710433578.98293
bmu,1998,2847836726.73602
bmu,1999,2986677006.57941
bmu,2000,3337937504.76127
bmu,2001,3657520974.81199
bmu,2002,3660468836.62029
bmu,2003,3855613626.28385
bmu,2004,4051323524.73477
bmu,2005,4247460210.71958
bmu,2006,4618596477.95015
bmu,2007,4901313626.55102
bmu,2008,4903415338.1953
bmu,2009,4662792839.53546
bmu,2010,4599062134.44337
bmu,2011,4519405326.5993
bmu,2012,4370872662.28833
bmu,2013,4484628779.9265
bmu,2014,4479895049.92416
bmu,2015,4688793778.80788
bmu,2016,4929475866.99318
bmu,2017,5227044136.51153
bmu,2018,5329378596.94909
bmu,2019,5449462884.82198
bmu,2020,5165255002.75565
bol,1990,16291396888.7512
bol,1991,17729339184.1256
bol,1992,18431940387.6071
bol,1993,19674406165.1928
bol,1994,21032404534.296
bol,1995,22478018915.1956
bol,1996,23887877510.9591
bol,1997,25519649912.2215
bol,1998,27104797638.019
bol,1999,27613515807.50389
bol,2000,28938783243.5531
bol,2001,30071493290.4146
bol,2002,31306422344.5285
bol,2003,32752399650.2214
bol,2004,35037816368.9345
bol,2005,37726654226.3094
bol,2006,40732857821.293
bol,2007,43736202919.4137
bol,2008,47328355788.2333
bol,2009,49290089322.2839
bol,2010,51922209247.3177
bol,2011,55765337780.2746
bol,2012,61452959665.47169
bol,2013,69841188330.13071
bol,2014,75554052848.63289
bol,2015,77543289207.73701
bol,2016,82736157918.03741
bol,2017,94285208488.04066
bol,2018,100626843894.55499
bol,2019,104693606216.901
bol,2020,96600052229.8176
bra,1990,997829676500.52405
bra,1991,1042221695198.43994
bra,1992,1060173331912.20996
bra,1993,1138750850581.62012
bra,1994,1231140868861.27002
bra,1995,1310047926509.34009
bra,1996,1363501491200.62988
bra,1997,1434999659066.73999
bra,1998,1456057183573.25
bra,1999,1483991599739.62988
bra,2000,1583738322704.83008
bra,2001,1640971586326.6001
bra,2002,1717826874441.3999
bra,2003,1769689965653.55005
bra,2004,1922011556195.08008
bra,2005,2045343558484.91992
bra,2006,2190728444722.4895
bra,2007,2386123965616.64014
bra,2008,2556455419655.10938
bra,2009,2572703709807.47021
bra,2010,2798617943636.41016
bra,2011,2970630762099.6001
bra,2012,2998534424980.66016
bra,2013,3133893649534.77979
bra,2014,3187155079572.02979
bra,2015,3014754849735.87012
bra,2016,2939094210373.7002
bra,2017,3018705988834.87988
bra,2018,3146320980859.83984
bra,2019,3247679577278.91016
bra,2020,3153407029131.60938
brb,1990,2498088877.41874
brb,1991,2481850529.69146
brb,1992,2393910179.43526
brb,1993,2470089332.89981
brb,1994,2573564953.94004
brb,1995,2680448458.92482
brb,1996,2838065611.54157
brb,1997,3025747724.56527
brb,1998,3173886818.17816
brb,1999,3230486447.30124
brb,2000,3449580616.56608
brb,2001,3441856192.52922
brb,2002,3523828107.5899
brb,2003,3667352806.06023
brb,2004,3819247737.69655
brb,2005,4093989531.57469
brb,2006,4466850967.78133
brb,2007,4687849280.29696
brb,2008,4812536630.10609
brb,2009,4602990809.13498
brb,2010,4550155553.50911
brb,2011,4613928269.19212
brb,2012,4343448700.80602
brb,2013,4359599661.30851
brb,2014,4322360546.09697
brb,2015,4425610429.8278
brb,2016,4559037885.70882
brb,2017,4519281462.81962
brb,2018,4600931965.93093
brb,2019,4678563482.67459
brb,2020,3836279388.58695
brn,1990,14456814065.0958
brn,1991,15415892287.6316
brn,1992,16517501924.4194
brn,1993,16960523110.4211
brn,1994,17867569963.7186
brn,1995,19059251493.3829
brn,1996,19966850512.137
brn,1997,20024891666.3744
brn,1998,20137176323.1266
brn,1999,21051409730.2095
brn,2000,22135261424.2843
brn,2001,23241505278.15409
brn,2002,24523299248.72589
brn,2003,25704091177.389
brn,2004,26529220186.5056
brn,2005,27461594984.134
brn,2006,29536870000.7498
brn,2007,30377197856.8618
brn,2008,30367382091.4862
brn,2009,30058959574.4164
brn,2010,31199547021.6826
brn,2011,33044207206.1251
brn,2012,35209872643.723
brn,2013,33885246844.1847
brn,2014,33344140243.0964
brn,2015,25948980972.91529
brn,2016,23633069098.5308
brn,2017,25891019749.5614
brn,2018,26526507870.94329
brn,2019,28044707686.4434
brn,2020,28704441736.3112
btn,1990,827268923.55229
btn,1991,851756848.77718
btn,1992,911249100.11307
btn,1993,951378595.26412
btn,1994,1019808051.0988
btn,1995,1114847585.94547
btn,1996,1198439273.28363
btn,1997,1285423168.08347
btn,1998,1376766814.77139
btn,1999,1508152338.48854
btn,2000,1593597378.5948
btn,2001,1764518791.51334
btn,2002,1989458177.16496
btn,2003,2184936045.71166
btn,2004,2378580863.14402
btn,2005,2631404630.98
btn,2006,2900801762.11939
btn,2007,3525644809.26293
btn,2008,3766726573.09193
btn,2009,4051571320.42925
btn,2010,4588418545.30904
btn,2011,5058193225.03562
btn,2012,5551018263.98396
btn,2013,5674556893.9944
btn,2014,6231640988.1671
btn,2015,6915381146.16075
btn,2016,7703914681.55542
btn,2017,8307416844.22731
btn,2018,8766772471.38418
btn,2019,9436822154.78967
btn,2020,8588208404.93795
bwa,1990,7038747941.05542
bwa,1991,7819535585.99953
bwa,1992,8231035365.93548
bwa,1993,8587592705.20048
bwa,1994,9089177773.72257
bwa,1995,9932174626.90719
bwa,1996,10703657255.5928
bwa,1997,11802166942.389
bwa,1998,11987953987.0706
bwa,1999,13336673163.4289
bwa,2000,13905829653.1517
bwa,2001,14246452305.6117
bwa,2002,15350167629.2162
bwa,2003,16358504370.5991
bwa,2004,17253458567.4908
bwa,2005,18601561847.1099
bwa,2006,20767375838.8839
bwa,2007,23090285672.4291
bwa,2008,25009562004.7458
bwa,2009,23271823208.186
bwa,2010,25559133702.5797
bwa,2011,27671240750.1864
bwa,2012,26701761149.1743
bwa,2013,29222392061.6123
bwa,2014,32797318372.1494
bwa,2015,31046345793.2204
bwa,2016,35937956386.5053
bwa,2017,35166622661.948
bwa,2018,37444345486.3431
bwa,2019,39253399419.9971
bwa,2020,36352554239.0005
caf,1990,1782370844.527
caf,1991,1832464962.82366
caf,1992,1753823503.86582
caf,1993,1801414600.04777
caf,1994,1930035742.97084
caf,1995,2112384054.89276
caf,1996,2065016683.32829
caf,1997,2213344226.10028
caf,1998,2343457079.34914
caf,1999,2462873910.50581
caf,2000,2455248639.60648
caf,2001,2621127572.36473
caf,2002,2758881202.53287
caf,2003,2658440643.58652
caf,2004,2893672534.09782
caf,2005,3010908030.21931
caf,2006,3250024496.71239
caf,2007,3491097826.2955
caf,2008,3632110885.70067
caf,2009,3974076863.97219
caf,2010,4206561537.35153
caf,2011,4474567487.04114
caf,2012,4889047036.92662
caf,2013,3284695704.66429
caf,2014,3215650000.89682
caf,2015,3536183568.04248
caf,2016,3861897992.35142
caf,2017,4195263790.82987
caf,2018,4458785448.52118
caf,2019,4674532971.27166
caf,2020,4770089911.79351
can,1997,755390170461.40784
can,1998,793674327704.28784
can,1999,846412945809.995
can,2000,900996986801.06396
can,2001,937786776176.92883
can,2002,971003788233.13086
can,2003,1023682523002.92004
can,2004,1083609294356.43994
can,2005,1171326187910.12988
can,2006,1241594039979.59009
can,2007,1301593351698.16992
can,2008,1342395839240.42993
can,2009,1307000908301.47998
can,2010,1363577286343.32007
can,2011,1430806739876.63989
can,2012,1468097961846.59009
can,2013,1554125000000
can,2014,1621395561291.91992
can,2015,1594851775821.6499
can,2016,1678092366067.54004
can,2017,1765762548007.76001
can,2018,1852985933143.47998
can,2019,1853711000627.97998
can,2020,1771473892248.83008
che,1990,191193236430.01697
che,1991,195848715687.20999
che,1992,200224296291.47696
che,1993,204712100849.82199
che,1994,211738482724.21497
che,1995,217217870076.85199
che,1996,223004397318.79095
che,1997,232310959374.42896
che,1998,241065489560.29001
che,1999,248740021832.26901
che,2000,264184231312.54199
che,2001,273987586086.83096
che,2002,282753110962.94202
che,2003,285053270982.81403
che,2004,298070936029.30798
che,2005,310493723866.73798
che,2006,348024846014.13
che,2007,386678345599.46497
che,2008,413714805073.37695
che,2009,413164395107.14496
che,2010,429262364074.64307
che,2011,458820195091.51398
che,2012,479280657897.06897
che,2013,503360260789.33197
che,2014,524917052399.00403
che,2015,546805476343.83899
che,2016,570267482220.76501
che,2017,584052319305.96802
che,2018,610138577242.87598
che,2019,617711114452.177
che,2020,619632654690.61902
chl,1990,59789059112.4313
chl,1991,66729735171.1657
chl,1992,77021084269.31558
chl,1993,85199851653.6722
chl,1994,92908933315.4046
chl,1995,105559120796.17799
chl,1996,116683584095.731
chl,1997,127512263215.28999
chl,1998,134523911453.414
chl,1999,135857469922.42599
chl,2000,146336489247.979
chl,2001,154575763031.64001
chl,2002,161862285225.401
chl,2003,171809556829.70999
chl,2004,189140716087.79401
chl,2005,206274402670.254
chl,2006,257648250742.035
chl,2007,280051852457.172
chl,2008,275716447509.86798
chl,2009,272874099668.82101
chl,2010,309886433252.55103
chl,2011,350575241993.77893
chl,2012,374241571983.12598
