geo,time,sh_sta_smss_ru_zs
som,2014,15.62326
som,2015,16.44896
som,2016,17.29466
som,2017,18.16038
som,2018,19.0461
som,2019,19.95184
som,2020,20.8776
srb,2000,32.56725
srb,2001,31.88353
srb,2002,31.1998
srb,2003,30.51608
srb,2004,29.83236
srb,2005,29.11555
srb,2006,28.4195
srb,2007,27.72118
srb,2008,27.0206
srb,2009,26.31777
srb,2010,25.61268
srb,2011,24.90534
srb,2012,24.19576
srb,2013,23.48394
srb,2014,22.76988
srb,2015,22.05359
srb,2016,21.33507
srb,2017,20.61432
srb,2018,19.89715
srb,2019,19.89547
srb,2020,19.8945
stp,2000,8.89722
stp,2001,9.84704
stp,2002,10.79685
stp,2003,11.74667
stp,2004,12.69649
stp,2005,13.65904
stp,2006,14.64033
stp,2007,15.64036
stp,2008,16.65913
stp,2009,17.69664
stp,2010,18.7529
stp,2011,19.8279
stp,2012,20.92164
stp,2013,22.03413
stp,2014,23.16535
stp,2015,24.31532
stp,2016,25.48403
stp,2017,26.67148
stp,2018,27.87767
stp,2019,29.10261
stp,2020,30.34629
sur,2000,37.38469
sur,2001,38.17765
sur,2002,38.9706
sur,2003,39.76355
sur,2004,40.55651
sur,2005,40.18821
sur,2006,39.81395
sur,2007,39.43374
sur,2008,39.04758
sur,2009,38.65545
sur,2010,38.25737
sur,2011,37.85333
sur,2012,37.44333
sur,2013,37.02738
sur,2014,36.60547
sur,2015,36.1776
sur,2016,35.74378
sur,2017,35.304
sur,2018,34.85826
sur,2019,34.40656
sur,2020,33.94891
svk,2000,79.10231
svk,2001,79.11554
svk,2002,79.12876
svk,2003,78.9192
svk,2004,78.59519
svk,2005,78.27162
svk,2006,77.94849
svk,2007,77.62581
svk,2008,77.30357
svk,2009,76.98177
svk,2010,76.66041
svk,2011,76.33949
svk,2012,76.01902
svk,2013,75.69899
svk,2014,75.3794
svk,2015,75.31022
svk,2016,75.24102
svk,2017,75.1718
svk,2018,75.08997
svk,2019,75.00813
svk,2020,75.00813
swe,2000,87.2016
swe,2001,87.30852
swe,2002,87.41543
swe,2003,87.52234
swe,2004,87.62926
swe,2005,87.73617
swe,2006,87.84308
swe,2007,87.95
swe,2008,88.21177
swe,2009,88.46242
swe,2010,88.71209
swe,2011,88.96079
swe,2012,89.20852
swe,2013,89.45528
swe,2014,89.70107
swe,2015,89.94589
swe,2016,90.12157
swe,2017,90.28649
swe,2018,90.4266
swe,2019,90.56667
swe,2020,90.56667
tcd,2000,5.90245
tcd,2001,5.79781
tcd,2002,5.70015
tcd,2003,5.60248
tcd,2004,5.50481
tcd,2005,5.40715
tcd,2006,5.30948
tcd,2007,5.21181
tcd,2008,5.11414
tcd,2009,4.95193
tcd,2010,4.79223
tcd,2011,4.63504
tcd,2012,4.48036
tcd,2013,4.3282
tcd,2014,4.17855
tcd,2015,4.03142
tcd,2016,3.88679
tcd,2017,3.74469
tcd,2018,3.60509
tcd,2019,3.46801
tcd,2020,3.33344
tgo,2000,2.63565
tgo,2001,2.76184
tgo,2002,2.88799
tgo,2003,3.01371
tgo,2004,3.13942
tgo,2005,3.34317
tgo,2006,3.54894
tgo,2007,3.76084
tgo,2008,3.97885
tgo,2009,4.20299
tgo,2010,4.43325
tgo,2011,4.66964
tgo,2012,4.91215
tgo,2013,5.16079
tgo,2014,5.41554
tgo,2015,5.67643
tgo,2016,5.94343
tgo,2017,6.21656
tgo,2018,6.49581
tgo,2019,6.78119
tgo,2020,6.78119
tha,2000,18.38616
tha,2001,18.4339
tha,2002,18.4817
tha,2003,18.54857
tha,2004,18.63445
tha,2005,18.8562
tha,2006,19.07842
tha,2007,19.30112
tha,2008,19.52431
tha,2009,19.74797
tha,2010,19.97211
tha,2011,20.19673
tha,2012,20.42183
tha,2013,20.64741
tha,2014,20.87347
tha,2015,21.10001
tha,2016,21.32554
tha,2017,21.53374
tha,2018,21.73747
tha,2019,21.9012
tha,2020,22.06527
tjk,2000,54.96427
tjk,2001,55.23145
tjk,2002,55.49863
tjk,2003,55.76581
tjk,2004,56.07709
tjk,2005,56.33038
tjk,2006,56.53936
tjk,2007,56.7486
tjk,2008,56.9581
tjk,2009,57.16785
tjk,2010,57.37787
tjk,2011,57.58814
tjk,2012,57.79867
tjk,2013,58.00946
tjk,2014,58.22051
tjk,2015,58.43182
tjk,2016,58.64339
tjk,2017,58.85521
tjk,2018,59.0673
tjk,2019,59.26222
tjk,2020,59.26222
ton,2000,34.63433
ton,2001,34.63433
ton,2002,34.63433
ton,2003,34.63433
ton,2004,34.63433
ton,2005,35.3323
ton,2006,36.03027
ton,2007,36.72825
ton,2008,37.42622
ton,2009,38.11668
ton,2010,38.70943
ton,2011,38.80014
ton,2012,38.71473
ton,2013,38.50171
ton,2014,38.28727
ton,2015,38.07142
ton,2016,37.85417
ton,2017,37.6355
ton,2018,37.41541
ton,2019,37.19392
ton,2020,36.97101
tun,2000,24.96094
tun,2001,26.08255
tun,2002,27.64306
tun,2003,29.26617
tun,2004,30.92918
tun,2005,32.63223
tun,2006,34.37546
tun,2007,36.15899
tun,2008,37.98297
tun,2009,39.84753
tun,2010,41.75279
tun,2011,43.6989
tun,2012,45.68598
tun,2013,47.71418
tun,2014,49.78362
tun,2015,51.89443
tun,2016,54.04676
tun,2017,56.24073
tun,2018,58.41752
tun,2019,60.63118
tun,2020,62.8817
tur,2000,51.94524
tur,2001,51.94524
tur,2002,53.12901
tur,2003,54.31547
tur,2004,55.95112
tur,2005,57.60237
tur,2006,59.26927
tur,2007,60.61969
tur,2008,62.00326
tur,2009,63.42009
tur,2010,64.87027
tur,2011,66.35392
tur,2012,67.87115
tur,2013,69.42206
tur,2014,71.00677
tur,2015,72.62537
tur,2016,74.27797
tur,2017,75.96469
tur,2018,77.68562
tur,2019,78.77611
tur,2020,79.86895
tuv,2001,4.70061
tuv,2002,4.70061
tuv,2003,4.70061
tuv,2004,4.70061
tuv,2005,4.70061
tuv,2006,5.19031
tuv,2007,5.68
tuv,2008,6.16969
tuv,2009,6.65939
tuv,2010,7.14908
tuv,2011,7.63877
tuv,2012,8.12846
tuv,2013,7.83455
tuv,2014,7.50604
tuv,2015,7.50604
tuv,2016,7.50604
tuv,2017,7.50604
tuv,2018,7.50604
tza,2000,3.59426
tza,2001,4.67831
tza,2002,5.76236
tza,2003,6.84641
tza,2004,7.90633
tza,2005,8.95964
tza,2006,10.01265
tza,2007,11.05902
tza,2008,12.09875
tza,2009,13.13185
tza,2010,14.1523
tza,2011,15.05226
tza,2012,15.90603
tza,2013,16.7551
tza,2014,17.59944
tza,2015,18.43906
tza,2016,19.27394
tza,2017,20.10408
tza,2018,20.92946
tza,2019,21.75009
tza,2020,21.74834
uga,2000,13.23762
uga,2001,13.37559
uga,2002,13.51121
uga,2003,13.64448
uga,2004,13.7754
uga,2005,13.90398
uga,2006,14.0302
uga,2007,14.15408
uga,2008,14.2776
uga,2009,14.39874
uga,2010,14.5175
uga,2011,14.63388
uga,2012,14.74789
uga,2013,14.85951
uga,2014,14.96877
uga,2015,15.07564
uga,2016,15.18014
uga,2017,15.28226
uga,2018,15.382
uga,2019,15.47937
uga,2020,15.57436
wsm,2000,50.4236
wsm,2001,50.4236
wsm,2002,50.4236
wsm,2003,50.4236
wsm,2004,50.4236
wsm,2005,50.59682
wsm,2006,50.77003
wsm,2007,50.94325
wsm,2008,50.8709
wsm,2009,50.79855
wsm,2010,50.72621
wsm,2011,50.65386
wsm,2012,50.58151
wsm,2013,50.50917
wsm,2014,50.43682
wsm,2015,50.36447
wsm,2016,50.29213
wsm,2017,50.21978
wsm,2018,50.14743
wsm,2019,50.14743
wsm,2020,50.14743
zmb,2000,8.59171
zmb,2001,9.26903
zmb,2002,9.95485
zmb,2003,10.64915
zmb,2004,11.35195
zmb,2005,12.06324
zmb,2006,12.78302
zmb,2007,13.5113
zmb,2008,14.24807
zmb,2009,14.99334
zmb,2010,15.74709
zmb,2011,16.50934
zmb,2012,17.28008
zmb,2013,18.05932
zmb,2014,18.84705
zmb,2015,19.64327
zmb,2016,20.44798
zmb,2017,21.26119
zmb,2018,22.08289
zmb,2019,22.91308
zmb,2020,23.75177
zwe,2000,32.7321
zwe,2001,32.7321
zwe,2002,32.83524
zwe,2003,32.89399
zwe,2004,32.95275
zwe,2005,32.78919
zwe,2006,32.62483
zwe,2007,32.45969
zwe,2008,32.29375
zwe,2009,32.12702
zwe,2010,31.95951
zwe,2011,31.7912
zwe,2012,31.62209
zwe,2013,31.4522
zwe,2014,31.28152
zwe,2015,31.11004
zwe,2016,30.93778
zwe,2017,30.76472
zwe,2018,30.59087
zwe,2019,30.41623
zwe,2020,30.2408
