geo,time,tm_tax_manf_wm_fn_zs
gnb,2010,13.56
gnb,2011,13.32
gnb,2012,12.22
gnb,2013,12.23
gnb,2014,13.46
gnb,2017,12.84
gnb,2018,12.29
gnb,2019,12.67
gnb,2020,12.9
gnq,1998,13.59
gnq,2001,12.91
gnq,2002,14.18
gnq,2005,14.34
gnq,2007,14.54
grc,1988,5.84
grc,1989,5.8
grc,1990,7.59
grc,1991,6.79
grc,1992,7.15
grc,1993,7.01
grc,1994,6.82
grc,1995,6.4
grc,1996,5.03
grc,1997,5.06
grc,1998,4.11
grc,1999,3.66
grc,2000,3.42
grc,2001,3.64
grc,2002,3.86
grc,2003,3.82
grc,2004,3.56
grc,2005,3.53
grc,2006,3.49
grc,2007,3.36
grc,2008,3.36
grc,2009,3.39
grc,2010,3.38
grc,2011,3.42
grc,2012,3.36
grc,2013,3.39
grc,2014,3.42
grc,2015,3.43
grc,2016,3.39
grc,2017,3.47
grc,2018,3.42
grc,2019,3.39
grc,2020,3.23
grd,1996,21.58
grd,1999,16.77
grd,2000,10.29
grd,2001,16.25
grd,2002,11.28
grd,2003,10.37
grd,2006,10.53
grd,2007,11.55
grd,2008,11.44
grd,2010,11.97
grd,2011,11.96
grd,2012,13.21
grd,2013,11.5
grd,2015,10.98
grd,2016,11.91
grd,2019,9.59
gtm,1995,8.06
gtm,1997,6.58
gtm,1998,6.04
gtm,1999,5.15
gtm,2000,5.14
gtm,2001,5.88
gtm,2002,5.73
gtm,2003,6.34
gtm,2004,6
gtm,2005,5.97
gtm,2006,5.44
gtm,2007,5.47
gtm,2008,5.26
gtm,2009,5.45
gtm,2010,5.31
gtm,2011,5.11
gtm,2012,5.16
gtm,2013,5.24
gtm,2014,4.29
gtm,2015,4.28
gtm,2020,4.31
guy,1996,18.42
guy,1999,15.64
guy,2000,16.08
guy,2001,9.76
guy,2002,10.05
guy,2003,9.64
guy,2006,9.5
guy,2007,9.15
guy,2008,8.76
guy,2009,9.72
guy,2010,9.55
guy,2011,8.78
guy,2012,8.59
guy,2013,10.15
guy,2015,9.54
guy,2016,9.28
guy,2017,9.31
guy,2018,4.38
guy,2019,8.82
guy,2020,7.9
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,7.55
hnd,1996,6.22
hnd,1997,8.33
hnd,1998,6.63
hnd,1999,5.98
hnd,2000,6.02
hnd,2001,5.45
hnd,2002,5.64
hnd,2003,5.63
hnd,2004,5.11
hnd,2005,5.37
hnd,2006,5.46
hnd,2007,5.55
hnd,2008,5.56
hnd,2009,5.36
hnd,2010,5.61
hnd,2011,5.21
hnd,2012,5.16
hnd,2013,5.16
hnd,2015,5.14
hnd,2018,5.84
hnd,2020,5.8
hrv,1988,5.84
hrv,1989,5.8
hrv,1990,7.59
hrv,1991,6.79
hrv,1992,7.15
hrv,1993,7.01
hrv,1994,6.82
hrv,1995,6.4
hrv,1996,5.03
hrv,1997,5.06
hrv,1998,4.11
hrv,1999,3.66
hrv,2000,3.42
hrv,2001,3.64
hrv,2002,3.86
hrv,2003,3.82
hrv,2004,3.56
hrv,2005,3.53
hrv,2006,3.49
hrv,2007,3.36
hrv,2008,3.36
hrv,2009,3.39
hrv,2010,3.38
hrv,2011,3.42
hrv,2012,3.36
hrv,2013,3.39
hrv,2014,3.42
hrv,2015,3.43
hrv,2016,3.39
hrv,2017,3.47
hrv,2018,3.42
hrv,2019,3.39
hrv,2020,3.23
hti,2001,2.81
hti,2002,3.26
hti,2007,5.1
hti,2008,5.58
hti,2009,2.9
hti,2010,6.76
hti,2011,5.83
hti,2012,4.31
hti,2013,6.34
hti,2014,7.06
hti,2015,5.97
hti,2016,6.09
hti,2020,6.41
hun,1988,5.84
hun,1989,5.8
hun,1990,7.59
hun,1991,6.79
hun,1992,7.15
hun,1993,7.01
hun,1994,6.82
hun,1995,6.4
hun,1996,5.03
hun,1997,5.06
hun,1998,4.11
hun,1999,3.66
hun,2000,3.42
hun,2001,3.64
hun,2002,3.86
hun,2003,3.82
hun,2004,3.56
hun,2005,3.53
hun,2006,3.49
hun,2007,3.36
hun,2008,3.36
hun,2009,3.39
hun,2010,3.38
hun,2011,3.42
hun,2012,3.36
hun,2013,3.39
hun,2014,3.42
hun,2015,3.43
hun,2016,3.39
hun,2017,3.47
hun,2018,3.42
hun,2019,3.39
hun,2020,3.23
idn,1989,17.72
idn,1990,18.15
idn,1993,14.51
idn,1995,13.15
idn,1996,9.36
idn,1997,18
idn,1998,6.88
idn,1999,8.11
idn,2000,6.71
idn,2001,5.47
idn,2002,5.73
idn,2003,6.04
idn,2004,6.38
idn,2005,6.58
idn,2006,5.84
idn,2007,5.14
idn,2008,5.44
idn,2009,4.1
idn,2010,5.98
idn,2011,6.26
idn,2012,6.31
idn,2013,6.31
idn,2016,6.45
idn,2017,6.64
idn,2018,6.76
idn,2019,6.91
idn,2020,6.49
ind,1990,71.1
ind,1992,42.71
ind,1996,27.23
ind,1997,20.53
ind,1999,31.44
ind,2000,29.24
ind,2001,28.31
ind,2002,24.88
ind,2003,22.29
ind,2004,25.42
ind,2005,12.78
ind,2006,9.08
ind,2007,10.98
ind,2008,5.67
ind,2009,7.33
ind,2010,5.36
ind,2011,5.92
ind,2012,7.32
ind,2013,7.29
ind,2015,7.06
ind,2016,7.44
ind,2017,7.33
ind,2018,7.41
ind,2019,8.53
ind,2020,8.46
irl,1988,5.84
irl,1989,5.8
irl,1990,7.59
irl,1991,6.79
irl,1992,7.15
irl,1993,7.01
irl,1994,6.82
irl,1995,6.4
irl,1996,5.03
irl,1997,5.06
irl,1998,4.11
irl,1999,3.66
irl,2000,3.42
irl,2001,3.64
irl,2002,3.86
irl,2003,3.82
irl,2004,3.56
irl,2005,3.53
irl,2006,3.49
irl,2007,3.36
irl,2008,3.36
irl,2009,3.39
irl,2010,3.38
irl,2011,3.42
irl,2012,3.36
irl,2013,3.39
irl,2014,3.42
irl,2015,3.43
irl,2016,3.39
irl,2017,3.47
irl,2018,3.42
irl,2019,3.39
irl,2020,3.23
irn,2000,28.64
irn,2003,18.12
irn,2004,14.64
irn,2007,18.47
irn,2008,15.73
irn,2011,16.28
irn,2019,16.13
irn,2020,12.83
isl,1993,5.13
isl,1996,2.87
isl,1998,2.74
isl,1999,2.79
isl,2000,2.87
isl,2001,3.16
isl,2003,2.97
isl,2004,2.78
isl,2005,2.6
isl,2006,2.36
isl,2007,2.49
isl,2008,2.62
isl,2009,2.66
isl,2010,2.7
isl,2011,2.53
isl,2012,2.39
isl,2013,2.56
isl,2014,2.47
isl,2015,2.35
isl,2016,1.72
isl,2017,0
isl,2019,0
isr,1993,5.46
isr,1999,4.33
isr,2000,3.49
isr,2001,3.17
isr,2002,2.98
isr,2003,2.8
isr,2004,2.81
isr,2005,2.78
isr,2006,2.9
isr,2007,2.83
isr,2008,3.02
isr,2009,3.44
isr,2011,2.35
isr,2012,2.59
isr,2013,2.39
isr,2014,2.61
isr,2015,2.82
isr,2016,2.85
isr,2017,2.82
ita,1988,5.84
ita,1989,5.8
ita,1990,7.59
ita,1991,6.79
ita,1992,7.15
ita,1993,7.01
ita,1994,6.82
ita,1995,6.4
ita,1996,5.03
ita,1997,5.06
ita,1998,4.11
ita,1999,3.66
ita,2000,3.42
ita,2001,3.64
ita,2002,3.86
ita,2003,3.82
ita,2004,3.56
ita,2005,3.53
ita,2006,3.49
ita,2007,3.36
ita,2008,3.36
ita,2009,3.39
ita,2010,3.38
ita,2011,3.42
ita,2012,3.36
ita,2013,3.39
ita,2014,3.42
ita,2015,3.43
ita,2016,3.39
ita,2017,3.47
ita,2018,3.42
ita,2019,3.39
ita,2020,3.23
jam,1996,20.85
jam,1999,18.42
jam,2000,10
jam,2001,9.17
jam,2002,9.34
jam,2003,9.56
jam,2004,8.97
jam,2006,8.58
jam,2007,9.18
jam,2010,10.17
jam,2011,10.36
jam,2012,13.87
jam,2013,13.08
jam,2015,9.98
jam,2016,10.45
jam,2020,9.55
jor,2000,19.91
jor,2001,12.88
jor,2002,13.2
jor,2003,11.12
jor,2004,11.32
jor,2005,12.27
jor,2006,8.38
jor,2007,8.1
jor,2008,7.6
jor,2009,7.34
jor,2010,7.26
jor,2011,7.18
jor,2012,6.83
jor,2013,6.81
jor,2014,7.1
jor,2015,7.08
jor,2016,7.42
jor,2017,7.68
jor,2020,7.16
jpn,1988,5.36
jpn,1989,4.95
jpn,1990,3.98
jpn,1991,4.29
jpn,1992,4.59
jpn,1993,4.94
jpn,1994,4.93
jpn,1995,3.14
jpn,1996,4.87
jpn,1997,2.62
jpn,1998,2.46
jpn,1999,2.33
jpn,2000,2.18
jpn,2001,2.24
jpn,2002,2.09
jpn,2003,2
jpn,2004,1.89
jpn,2005,1.84
jpn,2006,2.32
jpn,2007,2.31
jpn,2008,2.23
jpn,2009,2.47
jpn,2010,2.3
jpn,2011,2.21
jpn,2012,2.31
jpn,2013,1.71
jpn,2014,2.28
jpn,2015,2.1
jpn,2016,1.94
jpn,2017,1.86
jpn,2018,1.91
jpn,2019,2.26
jpn,2020,1.8
kaz,2004,1.49
kaz,2008,4.01
kaz,2010,6.81
kaz,2011,7.54
kaz,2012,7.8
kaz,2013,7.35
kaz,2014,6.36
kaz,2015,5.27
kaz,2016,5.2
kaz,2017,4.91
kaz,2018,4.76
kaz,2019,4.43
kaz,2020,4
ken,1994,23.62
ken,1999,11.97
ken,2000,14.09
ken,2001,11.85
ken,2002,11.02
ken,2004,10.43
ken,2005,7
ken,2006,7.04
ken,2007,7.28
ken,2008,7.1
ken,2009,6.97
ken,2010,6.88
ken,2011,6.78
ken,2012,9.83
ken,2013,9.91
ken,2014,9.72
ken,2015,12.49
ken,2016,12.21
ken,2018,8.13
ken,2019,7.86
ken,2020,8.45
kgz,1995,0
kgz,2000,2.94
kgz,2001,3.59
kgz,2002,7.17
kgz,2003,2.9
kgz,2006,1.88
kgz,2007,2.05
kgz,2008,3.34
kgz,2009,3.18
kgz,2010,3.95
kgz,2011,4.14
kgz,2012,4.29
kgz,2013,4.29
kgz,2014,3.92
kgz,2015,6.19
kgz,2016,5.51
kgz,2017,5.11
kgz,2018,4.62
kgz,2019,4.72
kgz,2020,5.04
khm,2001,16.81
khm,2002,16.76
khm,2003,16.9
khm,2005,10.96
khm,2006,10.72
khm,2007,11.01
khm,2008,11.17
khm,2010,9.72
khm,2011,8.95
khm,2012,9.26
khm,2014,8.06
khm,2016,9.71
khm,2020,9.87
kna,1996,23.76
kna,1999,19.08
kna,2000,13.41
kna,2001,12.19
kna,2002,13.63
kna,2003,13.82
kna,2006,13.79
kna,2007,13.74
kna,2008,15.46
kna,2009,15.62
kna,2010,14.96
kna,2011,14.11
kna,2012,13.5
kna,2013,13.5
kna,2014,14.29
kna,2015,14.29
kna,2016,14.29
kna,2017,15.38
kna,2018,15.58
kna,2019,17.12
kna,2020,10.13
kor,1988,17.14
kor,1989,13.72
kor,1990,11.51
kor,1992,9.9
kor,1995,7.43
kor,1996,7.71
kor,1997,7.22
kor,1998,6.59
kor,1999,6.26
kor,2000,4.98
kor,2001,5.25
kor,2002,5.07
kor,2003,4.94
kor,2004,4.56
kor,2005,4.46
kor,2006,4.52
kor,2007,4.34
kor,2008,4.25
kor,2009,4.46
kor,2010,4.46
kor,2011,4.61
kor,2012,4.77
kor,2013,4.87
kor,2014,4.86
kor,2015,4.8
kor,2016,4.87
kor,2017,6.24
kor,2018,6.24
kor,2020,6.36
kwt,2002,4
kwt,2003,4.82
kwt,2004,4.82
kwt,2005,4.81
kwt,2006,4.81
kwt,2007,4.35
kwt,2008,4.45
kwt,2009,4.23
kwt,2010,4.24
kwt,2011,4.24
kwt,2012,4.33
kwt,2013,4.19
kwt,2014,4.18
kwt,2015,4.04
kwt,2016,4.04
kwt,2017,4.02
kwt,2018,4.07
kwt,2019,4.09
kwt,2020,4.12
lao,2000,12.33
lao,2001,11.47
lao,2004,10.89
lao,2005,12.1
lao,2006,13.02
lao,2007,13.26
lao,2008,12.63
lao,2014,9.75
lao,2015,10.2
lao,2016,7.7
lao,2017,7.65
lao,2018,7.65
lao,2019,8.44
lao,2020,8.45
lbn,1999,12.88
lbn,2000,16.5
lbn,2001,6.84
lbn,2002,7.01
lbn,2004,6.14
lbn,2005,6.61
lbn,2006,6.08
lbn,2007,6.87
lbn,2014,5.88
lbn,2015,6.08
lbn,2016,6.1
lbn,2017,6.51
lbn,2018,7.09
lbn,2019,6.05
lbn,2020,5.65
lbr,2012,13.53
lbr,2013,12.7
lbr,2014,12.68
lbr,2018,9.61
lbr,2020,6.08
lby,1996,40.89
lby,2002,35.06
lby,2006,0
lby,2020,4.66
lca,1996,20.88
lca,1999,17.61
lca,2000,17.71
lca,2001,11.74
lca,2002,12.51
lca,2003,12.48
lca,2005,13.5
lca,2006,13.12
lca,2007,14.1
lca,2010,12.91
lca,2011,13.03
lca,2012,13.39
lca,2013,12.71
lca,2014,10.97
lca,2015,10.94
lca,2016,11.55
lca,2019,10.83
lca,2020,11.22
lka,1990,24.48
lka,1993,26.63
lka,1994,27.17
lka,1997,21.61
lka,1998,6.75
lka,2000,5.65
lka,2001,5.31
lka,2003,5.71
lka,2004,6.65
lka,2005,7.1
lka,2006,7.19
lka,2007,7.03
lka,2008,7.11
lka,2009,6.61
lka,2010,6.72
lka,2011,6.76
lka,2012,6.32
lka,2014,6.42
lka,2015,4.22
lka,2017,6.6
lka,2018,10.81
lka,2019,10.87
lka,2020,4.76
lso,2001,13.98
lso,2004,17.4
lso,2005,17.46
lso,2006,16.41
lso,2007,13.94
lso,2008,12.47
lso,2009,11.82
lso,2010,10.84
lso,2011,13.85
lso,2012,13.97
lso,2013,12.57
lso,2014,13.04
lso,2015,13.54
lso,2016,12.99
lso,2017,12.14
lso,2018,12.69
lso,2019,12.86
lso,2020,12.7
ltu,1988,5.84
ltu,1989,5.8
ltu,1990,7.59
ltu,1991,6.79
ltu,1992,7.15
ltu,1993,7.01
ltu,1994,6.82
ltu,1995,6.4
ltu,1996,5.03
ltu,1997,5.06
ltu,1998,4.11
ltu,1999,3.66
ltu,2000,3.42
ltu,2001,3.64
ltu,2002,3.86
ltu,2003,3.82
ltu,2004,3.56
ltu,2005,3.53
ltu,2006,3.49
ltu,2007,3.36
ltu,2008,3.36
ltu,2009,3.39
ltu,2010,3.38
ltu,2011,3.42
ltu,2012,3.36
ltu,2013,3.39
ltu,2014,3.42
ltu,2015,3.43
ltu,2016,3.39
ltu,2017,3.47
ltu,2018,3.42
ltu,2019,3.39
ltu,2020,3.23
lux,1988,5.84
lux,1989,5.8
lux,1990,7.59
lux,1991,6.79
lux,1992,7.15
lux,1993,7.01
lux,1994,6.82
lux,1995,6.4
lux,1996,5.03
lux,1997,5.06
lux,1998,4.11
lux,1999,3.66
lux,2000,3.42
lux,2001,3.64
lux,2002,3.86
lux,2003,3.82
lux,2004,3.56
lux,2005,3.53
lux,2006,3.49
lux,2007,3.36
lux,2008,3.36
lux,2009,3.39
lux,2010,3.38
lux,2011,3.42
lux,2012,3.36
lux,2013,3.39
lux,2014,3.42
lux,2015,3.43
lux,2016,3.39
lux,2017,3.47
lux,2018,3.42
lux,2019,3.39
lux,2020,3.23
lva,1988,5.84
lva,1989,5.8
lva,1990,7.59
lva,1991,6.79
lva,1992,7.15
lva,1993,7.01
lva,1994,6.82
lva,1995,6.4
lva,1996,5.03
lva,1997,5.06
lva,1998,4.11
lva,1999,3.66
lva,2000,3.42
lva,2001,3.64
lva,2002,3.86
lva,2003,3.82
lva,2004,3.56
lva,2005,3.53
lva,2006,3.49
lva,2007,3.36
lva,2008,3.36
lva,2009,3.39
lva,2010,3.38
lva,2011,3.42
lva,2012,3.36
lva,2013,3.39
lva,2014,3.42
lva,2015,3.43
lva,2016,3.39
lva,2017,3.47
lva,2018,3.42
lva,2019,3.39
lva,2020,3.23
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,55.71
mar,1997,18.26
mar,2000,26.41
mar,2001,26.24
mar,2002,25.86
mar,2003,24.68
mar,2005,21.85
mar,2006,19.48
mar,2007,18.46
mar,2008,16.53
mar,2009,14.04
mar,2010,12.78
mar,2011,10.54
mar,2012,9.65
mar,2014,9.8
mar,2015,9.82
mar,2016,10.34
mar,2017,9.88
mar,2019,9.87
mar,2020,9.87
mda,1996,2.32
mda,2000,2.86
mda,2001,3.09
mda,2003,3.21
mda,2004,3.17
mda,2005,3.18
mda,2006,3.3
mda,2007,2.75
mda,2008,2.98
mda,2009,3.31
mda,2010,3.11
mda,2011,3.21
mda,2012,3.32
mda,2013,8.57
mda,2014,3.34
mda,2015,4.28
mda,2016,4.5
mda,2020,4
mdg,1995,6.3
mdg,1996,6.62
mdg,1997,6.9
mdg,1998,5.81
mdg,2000,6.34
mdg,2001,4.62
mdg,2002,4.29
mdg,2003,4.01
mdg,2004,1.7
mdg,2005,6.08
mdg,2006,12.95
mdg,2007,11.91
mdg,2008,11.46
mdg,2009,9.79
mdg,2010,9
mdg,2011,10
mdg,2012,9.8
mdg,2013,9.67
mdg,2014,9.96
mdg,2015,10.01
mdg,2016,10.38
mdg,2017,10.33
mdg,2018,10.33
mdg,2019,10.63
mdg,2020,10.63
mdv,2000,21.5
mdv,2001,21.5
mdv,2002,21.67
mdv,2003,21.94
mdv,2004,21.54
mdv,2005,21.95
mdv,2006,22.24
mdv,2008,21.9
mdv,2009,22.02
mdv,2010,21.44
mdv,2011,23.05
mdv,2012,12.5
mdv,2013,13.31
mdv,2014,14.37
mdv,2015,16.14
mdv,2016,15.75
mdv,2017,15.95
mdv,2018,15.05
mdv,2019,15.08
mdv,2020,15.11
mex,1991,13.03
mex,1995,11.79
mex,1996,12.16
mex,1997,12.48
mex,1998,12.22
mex,1999,15.21
mex,2000,14.64
mex,2001,14.51
mex,2002,14.7
mex,2003,14.51
mex,2004,12.8
mex,2005,11.87
mex,2006,11.76
mex,2007,10.04
mex,2008,9.27
mex,2009,7.09
mex,2010,4.43
mex,2011,4.1
mex,2012,3.76
mex,2013,3.69
mex,2014,3.67
mex,2015,3.75
mex,2016,3.85
mex,2017,4.06
mex,2018,3.73
mkd,2001,13.02
mkd,2002,6.55
mkd,2004,7.24
mkd,2005,7.27
mkd,2006,6.71
mkd,2007,5.88
mkd,2008,5.98
mkd,2009,6.1
mkd,2010,5.51
mkd,2011,5.42
mkd,2012,5.71
mkd,2013,5.58
mkd,2014,5.66
mkd,2015,5.62
mkd,2016,5.35
mkd,2017,5.36
mkd,2018,5.23
mkd,2019,5.15
mkd,2020,5.14
mli,1995,2.53
mli,1996,8.62
mli,1997,8.62
mli,1998,8.62
mli,1999,5.64
mli,2001,10.61
mli,2002,10.59
mli,2003,11.2
mli,2004,11.2
mli,2005,10.62
mli,2006,10.69
mli,2007,10.77
mli,2008,10.77
mli,2009,10.7
mli,2010,10.7
mli,2011,10.36
mli,2012,9.89
mli,2013,9.89
mli,2014,9.89
mli,2015,10.26
mli,2016,10.26
mli,2017,9.12
mli,2018,8.82
mli,2019,12.05
mli,2020,10.99
mlt,1988,5.84
mlt,1989,5.8
mlt,1990,7.59
mlt,1991,6.79
mlt,1992,7.15
mlt,1993,7.01
mlt,1994,6.82
mlt,1995,6.4
mlt,1996,5.03
mlt,1997,5.06
mlt,1998,4.11
mlt,1999,3.66
mlt,2000,3.42
mlt,2001,3.64
mlt,2002,3.86
mlt,2003,3.82
mlt,2004,3.56
mlt,2005,3.53
mlt,2006,3.49
mlt,2007,3.36
mlt,2008,3.36
mlt,2009,3.39
mlt,2010,3.38
mlt,2011,3.42
mlt,2012,3.36
mlt,2013,3.39
mlt,2014,3.42
mlt,2015,3.43
mlt,2016,3.39
mlt,2017,3.47
mlt,2018,3.42
mlt,2019,3.39
mlt,2020,3.23
mmr,1996,4.36
mmr,1997,4.36
mmr,1998,4.36
mmr,1999,4.36
mmr,2000,4.36
mmr,2001,4.36
mmr,2002,4.36
mmr,2003,4.36
mmr,2004,4.36
mmr,2005,3.37
mmr,2006,3.37
mmr,2007,3.37
mmr,2008,3.37
mmr,2010,3.39
mmr,2011,3.39
mmr,2012,5.61
mmr,2013,4.44
mmr,2015,3.6
mmr,2019,5.72
mne,2007,5.08
mne,2008,5.08
mne,2009,5.05
mne,2010,5.15
mne,2011,5.5
mne,2012,5.47
mne,2013,3.7
mne,2014,3.73
mne,2015,3.42
mne,2016,3.14
mne,2017,3.11
mne,2018,2.99
mne,2019,2.92
mne,2020,2.95
mng,1999,0
mng,2000,4.81
mng,2001,6.7
mng,2002,6.84
mng,2003,4.89
mng,2004,4.88
mng,2005,3.74
mng,2006,3.9
mng,2007,4.89
mng,2008,4.89
mng,2009,4.89
mng,2010,4.91
mng,2011,4.91
mng,2013,4.91
mng,2015,4.88
mng,2017,5.04
mng,2018,4.97
mng,2019,5.02
mng,2020,5.02
moz,2001,12.38
moz,2002,9.5
moz,2003,9.49
moz,2005,8.8
moz,2006,8.39
moz,2007,7.87
moz,2008,7.94
moz,2009,7.9
moz,2010,7.91
moz,2011,7.93
moz,2012,7.91
moz,2014,7.73
moz,2016,7.07
moz,2018,7.3
moz,2020,7.3
mrt,2001,9.89
mrt,2006,10.67
mrt,2007,10.02
mrt,2008,8.77
mrt,2009,7.86
mrt,2010,6.85
mrt,2011,7.24
mrt,2014,8.46
mrt,2015,8.55
mrt,2018,7.16
mrt,2019,7.16
mrt,2020,13.11
mus,1995,23.08
mus,1996,18.25
mus,1997,19.12
mus,1998,27.06
mus,1999,20.69
mus,2000,12.7
mus,2001,12.74
mus,2002,14.45
mus,2004,14.23
mus,2005,4.77
mus,2006,2.01
mus,2007,2.81
mus,2008,3.1
mus,2009,1.9
mus,2010,1.93
mus,2011,2.12
mus,2012,1.61
mus,2013,1.68
mus,2014,1.2
mus,2015,1.13
mus,2016,1.27
mus,2017,1.05
mus,2018,1.05
mus,2019,1.11
mus,2020,1.04
mwi,1994,26.61
mwi,1996,19.47
mwi,1997,21.16
mwi,1998,16.59
mwi,2000,13.07
mwi,2001,11.69
mwi,2003,11.09
mwi,2006,10.21
mwi,2008,7.79
mwi,2009,9.75
mwi,2010,8.36
mwi,2011,8.26
mwi,2012,7.12
mwi,2013,6.86
mwi,2014,7.32
mwi,2015,7.3
mwi,2016,7.68
mwi,2019,7.36
mwi,2020,8.15
mys,1988,15.61
mys,1991,11.53
mys,1993,9.76
mys,1996,6.43
mys,1997,5.75
mys,1998,5
mys,1999,4.89
mys,2000,4.64
mys,2001,5.22
mys,2002,5.14
mys,2003,5.12
mys,2004,4.99
mys,2005,4.79
mys,2006,4.49
mys,2007,4.68
mys,2008,5.03
mys,2009,5
mys,2010,4.15
mys,2011,4.4
mys,2012,4.67
mys,2013,4.48
mys,2014,4.33
mys,2016,4.28
mys,2020,3.85
nam,2001,11.72
nam,2002,9.49
nam,2004,11.08
nam,2005,11.24
nam,2006,10.66
nam,2007,10.22
nam,2008,9.74
nam,2009,10.14
nam,2010,10.01
nam,2011,10.01
nam,2012,8.97
nam,2013,8.48
nam,2014,8.49
nam,2015,7.54
nam,2016,8.17
nam,2017,9.04
nam,2018,7.64
nam,2019,8.88
nam,2020,8.07
ner,2001,13.25
ner,2002,12.62
ner,2003,12.33
ner,2004,11.5
ner,2005,12.01
ner,2006,11.39
ner,2007,9.99
ner,2008,9.99
ner,2009,9.99
ner,2010,10.96
ner,2011,10.62
ner,2012,10.1
ner,2013,11.22
ner,2014,9.91
ner,2015,8.89
ner,2016,9.17
ner,2017,9.44
ner,2018,9.65
ner,2019,11.27
ner,2020,9.42
nga,1988,21.41
nga,1989,22.51
nga,1990,22.66
nga,1992,23.34
nga,1995,57.88
nga,1996,15.13
nga,1997,15.34
nga,1998,15.34
nga,1999,18.65
nga,2000,18.24
nga,2001,18.67
nga,2002,15.82
nga,2003,17.77
nga,2005,7.52
nga,2006,7.6
nga,2008,9.79
nga,2009,9.85
nga,2010,10.87
nga,2011,10.11
nga,2013,10.13
nga,2014,11.01
nga,2015,8.12
nga,2016,8.74
nga,2020,12.48
nic,1995,7.58
nic,1996,7.11
nic,1997,4.85
nic,1998,5.06
nic,1999,9.58
nic,2000,3.93
nic,2001,4.51
nic,2002,4.47
nic,2003,4.42
nic,2004,5.45
nic,2005,5.49
nic,2006,4.8
nic,2007,5.5
nic,2008,4.74
nic,2009,4.98
nic,2010,4.64
nic,2011,4.92
nic,2012,4.81
nic,2013,5.28
nic,2014,5.08
nic,2015,5.11
nic,2016,6.25
nic,2017,6.36
nic,2018,6.32
nic,2019,6.72
nic,2020,7.09
nld,1988,5.84
nld,1989,5.8
nld,1990,7.59
nld,1991,6.79
nld,1992,7.15
nld,1993,7.01
nld,1994,6.82
nld,1995,6.4
nld,1996,5.03
nld,1997,5.06
nld,1998,4.11
nld,1999,3.66
nld,2000,3.42
nld,2001,3.64
nld,2002,3.86
nld,2003,3.82
nld,2004,3.56
nld,2005,3.53
nld,2006,3.49
nld,2007,3.36
nld,2008,3.36
nld,2009,3.39
nld,2010,3.38
nld,2011,3.42
nld,2012,3.36
nld,2013,3.39
nld,2014,3.42
nld,2015,3.43
nld,2016,3.39
nld,2017,3.47
nld,2018,3.42
nld,2019,3.39
nld,2020,3.23
nor,1988,5.56
nor,1993,5.69
nor,1995,5.43
nor,1996,4.61
nor,1997,2.88
nor,1998,2.46
nor,1999,2.12
nor,2000,1.79
nor,2001,1.7
nor,2002,1.42
nor,2003,0.76
nor,2004,0.69
nor,2005,0.59
nor,2006,0.55
nor,2007,0.49
nor,2008,0.47
nor,2009,0.5
nor,2010,0.66
nor,2011,0.66
nor,2012,0.63
nor,2013,0.65
nor,2014,0.66
nor,2015,0.66
nor,2016,0.7
nor,2017,0.7
nor,2018,0.7
nor,2019,0.65
nor,2020,0.69
npl,1993,22.1
npl,1998,30.35
npl,1999,16.41
npl,2000,20.87
npl,2002,18.59
npl,2003,18.99
npl,2004,18.38
npl,2005,18.41
npl,2006,14.5
npl,2007,14.78
npl,2008,150.92
npl,2009,14.11
npl,2010,14.62
npl,2011,14.15
npl,2012,14.31
npl,2013,16.17
npl,2014,14.11
npl,2015,14.09
npl,2016,13.18
npl,2018,13.82
npl,2019,15.99
npl,2020,12.29
nru,2016,11.25
nru,2017,11.3
nru,2018,10.38
nru,2019,13.74
nru,2020,13.48
nzl,1992,12.09
nzl,1993,8.91
nzl,1996,7.31
nzl,1997,6.26
nzl,1998,5.25
nzl,1999,4.47
nzl,2000,3.56
nzl,2001,4.48
nzl,2002,4.9
nzl,2003,5.52
nzl,2004,5.41
nzl,2005,4.38
nzl,2006,4.22
nzl,2007,4.34
nzl,2008,3.05
nzl,2009,2.69
nzl,2010,3.02
nzl,2011,2.66
nzl,2012,2.94
nzl,2013,2.99
nzl,2014,2.9
nzl,2015,2.96
nzl,2016,3.1
nzl,2017,3.16
nzl,2019,3.01
nzl,2020,2.79
omn,1992,5.44
omn,1997,4.92
omn,2001,4.9
omn,2002,6.53
omn,2003,4.98
omn,2004,4.88
omn,2005,4.72
omn,2006,4.9
omn,2007,4.65
omn,2008,4.47
