geo,time,se_prm_oenr_zs
lux,1976,4.44784
lux,1977,4.7396
lux,1978,4.60566
lux,1981,11.40978
lux,1982,5.95688
lux,1983,6.24671
lux,1984,6.87474
lux,1986,8.32159
lux,1987,11.52147
lux,1988,9.69412
lux,1999,3.27067
lux,2000,3.71557
lux,2001,3.86581
lux,2002,3.89213
lux,2003,4.03744
lux,2004,4.03722
lux,2005,4.03815
lux,2006,4.3493
lux,2007,4.19984
lux,2008,4.11451
lux,2010,4.15779
lux,2011,3.76649
lux,2012,3.45227
lux,2013,3.37305
lux,2014,3.33286
lux,2015,3.24332
lux,2016,3.41015
lux,2017,3.54587
lva,1999,1.73753
lva,2008,5.73129
lva,2009,5.20414
lva,2010,4.6556
lva,2011,3.93866
lva,2012,3.62226
lva,2013,3.43673
lva,2014,3.17563
lva,2015,2.76719
lva,2016,2.50108
lva,2017,2.44432
mac,1990,19.76013
mac,1992,17.34791
mac,1999,14.5864
mac,2000,16.63704
mac,2001,17.69047
mac,2002,17.27146
mac,2003,15.93387
mac,2004,15.22622
mac,2005,14.2162
mac,2006,13.52083
mac,2007,13.46714
mac,2008,13.12363
mac,2009,12.18208
mac,2010,11.7942
mac,2011,10.72104
mac,2012,9.5911
mac,2013,8.64109
mac,2014,6.8323
mac,2015,5.36038
mac,2016,4.72462
mac,2017,4.57838
mac,2018,3.99417
mar,1971,21.52761
mar,1972,21.30744
mar,1973,21.66426
mar,1975,22.28441
mar,1976,22.97262
mar,1977,22.16633
mar,1978,22.2404
mar,1979,22.80095
mar,1980,22.4635
mar,1981,22.8802
mar,1982,24.40849
mar,1983,23.79084
mar,1984,23.70864
mar,1985,20.49467
mar,1986,18.10585
mar,1987,16.47812
mar,1988,14.57057
mar,1989,12.50943
mar,1990,10.74596
mar,1991,7.36009
mar,1992,8.12552
mar,1993,7.68694
mar,1994,7.62394
mar,1995,7.69413
mar,1996,7.72932
mar,1997,8.04073
mar,1998,18.36927
mar,1999,17.83049
mar,2000,17.24177
mar,2001,16.91062
mar,2002,16.97027
mar,2003,17.98317
mar,2004,18.45058
mar,2005,17.87702
mar,2006,16.61108
mar,2007,15.40878
mar,2008,14.37733
mar,2009,14.19789
mar,2010,13.41541
mar,2011,13.22256
mar,2012,13.92221
mar,2013,12.75191
mar,2014,12.36688
mar,2016,14.26618
mar,2017,13.79619
mar,2018,12.97601
mco,2004,0
mco,2009,3.865
mco,2012,0
mco,2016,1.69915
mco,2017,4.75719
mco,2018,1.76678
mco,2019,1.75968
mda,2000,3.59724
mda,2001,3.72801
mda,2002,3.67091
mda,2003,3.61841
mda,2004,3.80522
mda,2005,4.76002
mda,2006,6.55639
mda,2007,4.45405
mda,2008,3.74862
mda,2009,3.34734
mda,2010,3.02839
mda,2011,2.49863
mda,2012,2.43238
mda,2013,2.31845
mda,2014,1.96792
mda,2015,1.83923
mda,2016,1.66782
mda,2017,1.69304
mda,2018,1.36077
mdg,1972,21.51765
mdg,1989,31.73122
mdg,1990,30.79047
mdg,1995,30.47688
mdg,1996,29.25551
mdg,1999,29.95887
mdg,2000,33.21768
mdg,2001,32.60667
mdg,2002,32.365
mdg,2003,32.02655
mdg,2018,24.98175
mdv,1997,21.31794
mdv,1999,24.88184
mdv,2000,24.00778
mdv,2001,22.38298
mdv,2002,21.06474
mdv,2004,18.05529
mdv,2005,14.55255
mdv,2006,12.34435
mdv,2007,10.88323
mdv,2008,11.38227
mdv,2009,3.44936
mdv,2010,8.24752
mdv,2011,7.75851
mdv,2012,6.66684
mdv,2013,5.46316
mdv,2014,4.4655
mdv,2015,3.59779
mdv,2016,2.67468
mdv,2017,1.57525
mex,1971,22.01049
mex,1977,21.60775
mex,1985,16.65532
mex,1986,15.22172
mex,1987,14.27715
mex,1988,13.49506
mex,1989,14.65518
mex,1990,11.62266
mex,1991,11.38981
mex,1992,10.89609
mex,1993,10.91423
mex,1994,10.83429
mex,1995,10.84566
mex,1996,10.64698
mex,1997,10.03564
mex,1998,9.17045
mex,1999,8.3857
mex,2000,7.72899
mex,2001,7.3516
mex,2002,6.95505
mex,2003,6.97827
mex,2004,6.81772
mex,2005,6.78821
mex,2006,6.49221
mex,2007,6.24346
mex,2008,5.69959
mex,2009,5.20945
mex,2010,4.6587
mex,2011,4.30241
mex,2012,4.06004
mex,2013,4.06996
mex,2014,3.78542
mex,2015,3.27965
mex,2016,2.77142
mex,2017,2.25995
mhl,2002,17.506
mhl,2011,0
mhl,2015,9.77416
mhl,2016,9.8854
mkd,1998,1.84789
mkd,1999,1.85061
mkd,2000,1.4012
mkd,2001,1.36421
mkd,2002,1.32525
mkd,2003,1.01942
mkd,2004,1.20499
mkd,2005,1.21744
mkd,2006,1.09572
mkd,2007,1.07025
mkd,2008,0.87416
mkd,2009,0.94419
mkd,2010,0.73132
mkd,2012,1.17545
mkd,2013,1.0287
mkd,2014,1.13899
mkd,2015,0.83803
mkd,2017,1.47818
mli,1971,25.11205
mli,1972,25.62676
mli,1973,22.75355
mli,1974,16.38267
mli,1977,19.00029
mli,1999,14.27459
mli,2002,0.00008
mli,2003,11.45526
mli,2004,16.97212
mli,2005,13.25517
mli,2006,9.98417
mli,2007,10.88566
mli,2009,7.8567
mli,2010,6.9268
mli,2011,6.92675
mli,2012,7.28545
mli,2013,7.91816
mli,2014,7.90753
mli,2015,11.56347
mli,2017,7.36812
mli,2018,7.08447
mlt,1971,20.72412
mlt,1972,19.6491
mlt,1973,17.7289
mlt,1974,16.05514
mlt,1975,12.50907
mlt,1976,10.95059
mlt,1977,12.95078
mlt,1978,12.59446
mlt,1979,13.07654
mlt,1980,12.9931
mlt,1981,13.13855
mlt,1982,10.9109
mlt,1983,10.10299
mlt,1984,9.07112
mlt,1985,8.13589
mlt,1986,9.65508
mlt,1987,10.19492
mlt,1988,10.40641
mlt,1989,10.00381
mlt,1990,10.17398
mlt,1991,10.10868
mlt,1992,7.2812
mlt,1993,7.03336
mlt,1994,8.29045
mlt,1995,6.94987
mlt,1996,6.43268
mlt,1997,6.82422
mlt,2011,0.80997
mlt,2012,0.7171
mlt,2013,0.69753
mlt,2014,0.91392
mlt,2015,0.85283
mlt,2016,0.91353
mlt,2017,0.85672
mmr,1971,27.7255
mmr,1973,17.94265
mmr,1974,28.37509
mmr,1978,22.30082
mmr,2000,8.49382
mmr,2001,6.47364
mmr,2002,8.62521
mmr,2003,8.41816
mmr,2004,9.87588
mmr,2005,9.48992
mmr,2006,9.38113
mmr,2007,9.10876
mmr,2008,9.22008
mmr,2009,9.23609
mmr,2010,9.28007
mmr,2014,2.80072
mmr,2017,10.40747
mmr,2018,8.75126
mne,2003,1.21862
mne,2005,0.51306
mne,2006,1.10222
mne,2007,1.87102
mne,2008,0.77059
mne,2011,0.86123
mne,2012,1.09223
mne,2015,1.49528
mne,2016,2.14159
mne,2017,2.17605
mne,2018,2.27805
mng,1980,4.79385
mng,1983,4.06396
mng,1995,3.15492
mng,1996,5.94935
mng,1997,5.0958
mng,1998,5.16635
mng,1999,4.75672
mng,2000,4.35407
mng,2001,5.08633
mng,2002,5.51401
mng,2003,12.83372
mng,2004,7.56756
mng,2005,6.27416
mng,2006,4.77081
mng,2007,4.76758
mng,2008,3.61424
mng,2009,12.19339
mng,2010,18.00588
mng,2011,16.932
mng,2012,15.61945
mng,2013,11.66239
mng,2014,5.11223
mng,2015,2.97965
mng,2016,2.96468
mng,2017,2.40613
mng,2018,1.78517
moz,1973,22.06032
moz,1979,54.20618
moz,1981,55.42073
moz,1982,61.8442
moz,1983,40.10814
moz,1985,39.63908
moz,1986,40.37559
moz,1987,32.06718
moz,1988,31.98124
moz,1989,30.45369
moz,1990,29.05989
moz,1991,28.89481
moz,1992,29.39625
moz,1993,28.72853
moz,1994,29.24907
moz,1995,29.93264
moz,1998,24.28464
moz,1999,24.72383
moz,2000,25.16031
moz,2001,25.14829
moz,2002,32.87372
moz,2004,25.16663
moz,2005,24.40963
moz,2006,22.66169
moz,2007,22.14951
moz,2008,21.83263
moz,2009,20.84072
moz,2010,20.17142
moz,2011,19.1588
moz,2012,17.92772
moz,2013,17.58648
moz,2014,16.43708
moz,2015,15.75503
moz,2016,16.45715
moz,2017,16.63962
moz,2018,16.58509
mrt,1985,27.04744
mrt,1994,29.85309
mrt,1995,24.65366
mrt,1996,23.80486
mrt,1998,25.27597
mrt,1999,26.57919
mrt,2000,26.5793
mrt,2001,22.20519
mrt,2002,22.02132
mrt,2003,19.9467
mrt,2004,19.34216
mrt,2005,20.64313
mrt,2006,18.26191
mrt,2007,19.92389
mrt,2008,19.92409
mrt,2009,25.14825
mrt,2010,26.52569
mrt,2011,25.42782
mrt,2013,23.93836
mrt,2014,22.67813
mrt,2016,18.55947
mrt,2017,19.48651
mrt,2018,20.33938
mus,1972,20.48142
mus,1973,21.28657
mus,1974,22.15895
mus,1975,23.23391
mus,1976,22.45072
mus,1977,18.18672
mus,1978,18.98162
mus,1979,16.52648
mus,1980,14.36105
mus,1982,12.85437
mus,1983,9.03163
mus,1984,8.32404
mus,1985,8.20459
mus,1986,13.5262
mus,1987,11.54652
mus,1988,9.83694
mus,1989,9.74414
mus,1990,13.06267
mus,1991,16.40872
mus,1993,11.81746
mus,1998,7.34071
mus,1999,7.99991
mus,2000,8.76535
mus,2001,8.57739
mus,2002,6.97188
mus,2003,6.82477
mus,2004,7.49846
mus,2005,6.9803
mus,2006,6.63003
mus,2007,5.92658
mus,2008,6.32488
mus,2009,6.03195
mus,2010,6.0452
mus,2011,5.93101
mus,2012,9.06595
mus,2013,5.81134
mus,2014,5.4691
mus,2015,5.42048
mus,2016,5.33299
mus,2017,4.30481
mus,2018,2.8268
mwi,1999,26.46243
mwi,2002,22.32479
mwi,2004,21.58687
mwi,2005,20.15057
mwi,2006,20.95473
mwi,2007,24.80246
mwi,2008,24.10899
mwi,2009,23.35579
mwi,2013,18.97745
mwi,2014,19.65906
mwi,2015,19.1885
mwi,2016,19.3956
mwi,2017,19.68946
mwi,2018,19.31977
mys,1970,0.62728
mys,1998,0.16137
mys,1999,0.02342
mys,2000,0.26686
mys,2001,0.26574
mys,2002,0.00499
mys,2003,0
mys,2004,0
mys,2005,0.39912
mys,2006,0.3755
mys,2007,0.1133
mys,2008,0.21699
mys,2009,0.3577
mys,2010,0.09503
mys,2011,0.17006
mys,2012,0.33321
mys,2013,0.4092
mys,2014,0.39473
mys,2015,0.24554
mys,2016,0.24776
mys,2017,0.24278
nam,1970,0
nam,1971,0
nam,1972,0
nam,1973,0
nam,1974,0
nam,1975,0
nam,1976,0
nam,1977,0
nam,1978,0
nam,1979,0
nam,1980,0
nam,1981,0
nam,1982,0
nam,1983,0
nam,1984,0
nam,1985,0
nam,1986,0
nam,1987,0
nam,1988,0
nam,1989,24.86118
nam,1990,24.86111
nam,1991,0
nam,1992,27.55386
nam,1993,0
nam,1994,26.42513
nam,1995,25.64594
nam,1996,24.6595
nam,1997,23.26562
nam,1998,22.33197
nam,1999,20.52094
nam,2000,18.31145
nam,2001,17.3321
nam,2002,16.07528
nam,2003,15.8528
nam,2004,16.74541
nam,2005,16.72324
nam,2006,17.54134
nam,2007,17.89269
nam,2008,18.22819
nam,2009,18.16745
nam,2010,18.00903
nam,2012,17.26401
nam,2013,17.07569
nam,2017,15.57541
nam,2018,15.69615
ner,1973,9.65686
ner,1974,10.83695
ner,1977,9.83983
ner,1978,9.72295
ner,1981,11.35566
ner,1986,3.62629
ner,1989,8.97771
ner,1990,10.22654
ner,1991,11.42022
ner,1992,17.49933
ner,1997,11.64395
ner,1998,11.48434
ner,1999,10.1707
ner,2000,14.0333
ner,2001,9.35608
ner,2002,7.97806
ner,2003,6.26522
ner,2004,5.32288
ner,2005,8.33687
ner,2006,9.54636
ner,2007,11.35325
ner,2008,8.94828
ner,2009,7.22816
ner,2010,6.38147
ner,2011,5.35603
ner,2012,6.01481
ner,2013,6.86342
ner,2014,8.28328
ner,2015,8.36723
ner,2016,8.09818
ner,2017,7.85694
nga,1999,30.57582
nga,2000,30.57581
nga,2004,30.57581
nga,2005,30.57581
nga,2006,30.57581
nga,2007,16.23158
nga,2008,16.23158
nga,2009,16.23159
nga,2010,16.23159
nic,1970,19.87451
nic,1971,19.29869
nic,1972,19.21162
nic,1973,19.83806
nic,1974,20.06137
nic,1975,19.09567
nic,1976,19.7488
nic,1977,19.96829
nic,1978,20.11498
nic,1980,21.37168
nic,1982,21.22673
nic,1983,21.92652
nic,1984,19.81333
nic,1985,18.0363
nic,1986,16.81726
nic,1987,15.84753
nic,1988,15.92647
nic,1989,15.33767
nic,1990,15.12367
nic,1991,15.66913
nic,1992,14.45286
nic,1993,15.88567
nic,1994,16.71014
nic,1995,16.71373
nic,1996,15.78197
nic,1999,13.96027
nic,2000,11.89749
nic,2001,11.41613
nic,2002,11.75742
nic,2004,12.1771
nic,2005,12.08183
nic,2006,21.78604
nic,2007,21.65412
nic,2008,20.73509
nic,2010,20.57256
nld,1971,8.47757
nld,1972,8.06605
nld,1973,7.63911
nld,1974,7.58393
nld,1975,7.42361
nld,1976,7.46491
nld,1977,7.50537
nld,1978,7.41456
nld,1979,7.27005
nld,1980,7.34434
nld,1981,7.6213
nld,1982,8.22093
nld,1983,8.4094
nld,1984,8.31507
nld,1985,8.03649
nld,1986,7.20455
nld,1987,6.96173
nld,1988,7.01954
nld,1989,6.97795
nld,1990,6.90494
nld,1991,6.96446
nld,1992,3.29546
nld,1993,3.43216
nld,1994,7.49573
nld,1995,7.2846
nld,1996,7.21519
nld,1997,7.23176
nld,1999,7.42406
nld,2000,7.42432
nld,2001,6.95454
nld,2002,7.13808
nld,2003,8.08639
nld,2004,8.12018
nld,2005,8.08152
nld,2006,7.97838
nld,2007,7.80097
nld,2008,7.61997
nld,2009,7.38735
nld,2010,7.30903
nld,2011,6.96729
nld,2012,6.93901
nld,2015,6.10835
nld,2016,5.77153
nld,2017,5.35545
nor,1971,5.69876
nor,1972,5.02903
nor,1976,0.76949
nor,1977,0.74989
nor,1978,0.71974
nor,1979,0.60636
nor,1980,90.08517
nor,1981,0.79603
nor,1982,0.81387
nor,1984,0.23065
nor,1985,0.28706
nor,1986,0.25106
nor,1987,0.25985
nor,1988,0.28528
nor,1989,0.25898
nor,1990,0.22634
nor,1991,0.21006
nor,1992,0.18767
nor,1993,0.16718
nor,1994,0.17167
nor,1995,0.14838
nor,1996,0.16212
nor,1997,0.16908
nor,1998,0
nor,1999,0
nor,2000,0
nor,2001,0
nor,2002,0
nor,2003,0
nor,2004,0
nor,2005,0
nor,2006,0
nor,2007,0
nor,2008,0
nor,2009,0
nor,2010,0
nor,2011,0
nor,2012,0
nor,2013,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
npl,1988,20.70005
npl,1999,36.43361
npl,2000,39.6084
npl,2003,22.80838
npl,2004,22.8084
npl,2011,30.80863
npl,2012,28.65114
npl,2014,28.16658
npl,2015,27.27237
npl,2016,27.71623
npl,2017,28.52365
npl,2019,27.96354
nru,2007,8.25911
nru,2012,14.41718
nru,2014,2.02788
nru,2016,1.38274
nzl,1970,5.90843
nzl,1971,6.02024
nzl,1972,6.06191
nzl,1973,6.00408
nzl,1974,5.5872
nzl,1975,6.2854
nzl,1976,5.0501
nzl,1977,5.00866
nzl,1978,4.60568
nzl,1979,4.35343
nzl,1980,4.26898
nzl,1981,4.23331
nzl,1982,4.66365
nzl,1983,4.61452
nzl,1984,4.45058
nzl,1985,4.27283
nzl,1986,4.0612
nzl,1987,3.90777
nzl,1988,3.68117
nzl,1989,3.53163
nzl,1990,4.07417
nzl,1991,3.4985
nzl,1992,3.34997
nzl,2013,0.2556
nzl,2014,0.20738
nzl,2015,0.2802
nzl,2016,0.35882
nzl,2017,0.38595
omn,1973,28.45848
omn,1974,27.21167
omn,1975,23.34066
omn,1976,26.50565
omn,1978,21.91771
omn,1979,19.77322
omn,1981,15.92252
omn,1982,15.51989
omn,1983,16.57445
omn,1984,13.29087
omn,1985,15.85567
omn,1986,11.6773
omn,1987,12.73624
omn,1988,15.31827
omn,1989,15.9815
omn,1990,15.6599
omn,1991,16.06987
omn,1992,15.49447
omn,1993,13.11092
omn,1994,10.89402
omn,1995,9.98182
omn,1996,9.58867
omn,1997,9.81039
omn,1998,9.89104
omn,1999,9.36725
omn,2000,9.12031
omn,2001,8.37612
omn,2002,7.78125
omn,2003,7.41664
omn,2009,2.87117
omn,2011,4.12713
omn,2012,4.87025
omn,2013,5.50255
omn,2014,2.4926
omn,2015,2.94514
omn,2016,2.29776
omn,2017,1.85182
omn,2018,0.66835
pak,2002,0
pak,2003,0
pak,2004,0
pak,2006,0
pak,2007,0.00001
pak,2009,0
pak,2010,0.00001
pak,2011,0
pak,2012,0
pak,2013,0
pak,2014,0
pak,2015,26.3896
pak,2016,26.3896
pak,2017,26.38961
pak,2018,26.3896
pan,1970,25.27077
pan,1971,24.23661
pan,1972,24.36864
pan,1973,23.81739
pan,1975,22.52404
pan,1976,22.18686
pan,1978,18.11999
pan,1979,17.03976
pan,1980,15.89822
pan,1981,15.35591
pan,1982,15.55711
pan,1983,15.63588
pan,1984,15.98875
pan,1985,15.23189
pan,1986,15.53973
pan,1987,14.87764
pan,1988,14.88809
pan,1989,14.09085
pan,1990,13.45703
pan,1999,10.3931
pan,2000,9.79026
pan,2001,9.66249
pan,2002,9.37571
pan,2004,9.37541
pan,2005,8.82456
pan,2006,8.399
pan,2007,8.91195
pan,2008,9.46357
pan,2009,10.84455
pan,2010,8.76279
pan,2011,9.31708
pan,2012,8.72262
pan,2013,8.65902
pan,2014,8.44254
pan,2015,8.93796
pan,2017,8.56269
per,1970,26.66945
per,1973,25.44704
per,1980,23.03147
per,1981,18.97001
per,1982,20.61892
per,1985,18.9776
per,1988,20.11207
per,1993,18.38723
per,1995,24.89157
per,1996,24.885
per,1997,24.62598
per,1998,17.35497
per,1999,17.04865
per,2000,16.16286
per,2001,15.15745
per,2002,14.60631
per,2003,13.04984
per,2004,13.04986
per,2005,12.37776
per,2006,12.2169
per,2007,12.58138
per,2008,11.87728
per,2009,11.68144
per,2010,10.62931
per,2011,9.88329
per,2012,9.61218
per,2013,8.86713
per,2014,8.00746
per,2015,6.9866
per,2016,6.3776
per,2017,6.06553
per,2018,5.62746
phl,1976,10.94484
phl,1979,11.38349
phl,1981,15.41922
phl,1982,14.31355
phl,1983,14.70536
phl,1984,14.1007
phl,1985,9.88618
phl,1986,9.73767
phl,1987,10.23192
phl,1988,9.82549
phl,1989,9.82548
phl,1990,9.8196
phl,1992,10.64
phl,1993,10.93268
phl,1994,10.98
phl,1996,10.98
phl,1998,15.03356
phl,1999,17.09124
phl,2001,17.49676
phl,2002,16.89176
phl,2003,16.49231
phl,2004,16.25485
phl,2005,16.33082
phl,2006,16.41497
phl,2007,16.34355
phl,2008,16.56684
phl,2009,16.38878
phl,2014,14.1448
phl,2015,14.64906
phl,2016,13.74949
phl,2017,9.81991
plw,2014,13.30079
png,2016,28.21569
pol,1999,2.06561
pol,2000,1.90094
pol,2001,1.72532
pol,2002,1.57423
pol,2003,1.459
pol,2004,1.44616
pol,2005,1.41736
pol,2006,1.39853
pol,2007,1.43717
pol,2008,1.48223
pol,2009,1.36255
pol,2010,1.36371
pol,2011,1.36924
pol,2012,1.30616
pol,2013,1.26223
pol,2014,1.21427
pol,2017,0.94142
pri,2010,5.09331
pri,2011,3.06723
pri,2012,2.87678
pri,2013,3.4823
pri,2014,4.58569
pri,2015,3.18582
pri,2016,3.2235
prk,2009,2.60825
prt,1973,23.26534
prt,1974,24.34345
prt,1976,22.83875
prt,1977,22.39147
prt,1978,20.86757
prt,1980,20.71777
prt,1981,20.09164
prt,1984,16.96399
prt,1985,18.8543
prt,1986,18.75502
prt,1987,18.7031
prt,1990,16.54514
prt,1991,17.3436
prt,1992,14.94196
prt,1993,13.64114
prt,1994,18.31181
prt,1995,13.93193
prt,1996,11.8315
prt,1999,13.15811
prt,2000,14.73349
prt,2001,12.94425
prt,2002,10.30328
prt,2003,10.14362
prt,2004,10.92151
prt,2005,10.8521
prt,2006,10.62555
prt,2007,9.13904
prt,2008,8.68669
prt,2009,7.99382
prt,2010,7.38676
prt,2011,7.01654
prt,2012,6.83473
prt,2013,8.62801
prt,2014,8.92546
prt,2015,8.8265
prt,2016,8.47667
prt,2017,8.08109
pry,1970,16.03898
pry,1972,14.77107
pry,1973,14.4172
pry,1975,13.26327
pry,1976,13.14185
pry,1977,12.81865
pry,1978,12.64012
pry,1979,12.40758
pry,1980,12.02406
pry,1981,11.78778
pry,1982,12.15861
pry,1983,12.14492
pry,1984,11.86288
pry,1985,11.09421
pry,1986,10.20413
pry,1987,9.30742
pry,1988,8.5907
pry,1989,7.93482
pry,1990,7.43019
pry,1991,7.19365
pry,1992,7.37039
pry,1993,7.71257
pry,1994,18.03592
pry,1995,19.4251
pry,1996,18.36919
pry,1999,18.47341
pry,2000,18.01255
pry,2001,17.55164
pry,2002,18.20807
pry,2003,15.90707
pry,2004,15.3759
pry,2005,14.661
pry,2006,14.10772
pry,2007,14.07568
pry,2008,13.98123
pry,2009,13.8387
pry,2010,13.68441
pry,2011,12.87399
pry,2012,15.79579
pry,2016,13.94173
pse,1999,3.76764
pse,2000,3.23137
pse,2001,4.09998
pse,2002,3.30616
pse,2003,2.62898
pse,2004,1.54134
pse,2005,4.2171
pse,2006,2.32179
pse,2007,2.19236
pse,2008,2.12921
pse,2009,1.42711
pse,2010,1.46699
pse,2011,2.07794
pse,2012,1.87104
pse,2013,1.84615
pse,2014,1.94655
pse,2015,2.01363
pse,2016,1.43124
pse,2017,1.69382
pse,2018,1.54225
qat,1971,25.14476
qat,1972,25.60676
qat,1973,25.75331
qat,1974,25.80422
qat,1976,27.35126
qat,1977,26.72762
qat,1978,20.32227
qat,1979,18.10884
qat,1980,16.67252
qat,1981,15.54625
qat,1982,14.87829
qat,1983,13.85146
qat,1984,13.30735
qat,1985,12.50296
qat,1986,11.40614
qat,1987,10.71008
qat,1988,10.04034
qat,1989,9.62014
qat,1990,8.90912
qat,1991,8.5776
qat,1992,7.74623
qat,1993,6.94674
qat,1994,6.27691
qat,1998,2.03966
qat,1999,4.31225
qat,2000,2.62171
qat,2001,3.72849
qat,2002,3.46432
qat,2003,4.47851
qat,2004,3.01143
qat,2005,2.9661
qat,2006,3.3894
qat,2007,3.16629
qat,2009,2.59318
qat,2010,4.83978
qat,2011,1.98979
qat,2012,1.89994
qat,2013,2.63387
qat,2014,2.45288
qat,2015,2.78544
qat,2016,2.25944
qat,2017,2.15069
qat,2018,2.53008
rou,1998,4.41635
rou,1999,4.94338
rou,2000,5.30782
rou,2001,6.07326
rou,2002,5.5685
rou,2003,5.21423
rou,2004,4.81506
rou,2005,4.65343
rou,2006,4.98766
rou,2007,4.59378
rou,2008,4.05432
rou,2009,3.68923
rou,2010,3.71023
rou,2011,3.71664
rou,2012,3.70796
rou,2015,3.24544
rou,2016,3.22388
rou,2017,3.43218
rus,2006,0
rus,2007,0
rus,2008,0
rus,2009,0
rus,2011,0
rus,2012,0
rus,2013,0
rus,2014,0.00669
rus,2015,0.00627
rus,2016,0.00681
rus,2017,3.23492
rwa,1973,6.85493
rwa,1974,8.42133
rwa,1975,8.63676
rwa,1977,8.79212
rwa,1978,8.33804
rwa,1999,18.34397
rwa,2002,23.84703
rwa,2003,25.0745
rwa,2016,26.70773
rwa,2017,26.34187
rwa,2018,24.85824
sau,1979,23.85668
sau,2009,12.70071
sau,2010,8.92265
sau,2011,8.92738
sau,2012,9.07851
sau,2013,10.61962
sau,2014,11.31433
sau,2015,10.59256
sau,2016,7.28875
sau,2017,3.92919
sau,2018,4.39658
sdn,2011,12.46169
sdn,2013,19.16729
sdn,2014,19.07737
sdn,2015,19.1134
sdn,2016,19.04731
sdn,2017,17.90049
sen,1978,24.47365
sen,1979,20.45128
sen,1980,19.37224
sen,1981,19.03023
sen,1982,18.21732
sen,1983,18.14134
sen,1984,19.42973
sen,1985,20.38747
sen,1986,11.03427
sen,1988,12.63474
sen,1989,13.36556
sen,1990,14.75008
sen,1992,14.5404
sen,1994,14.04693
sen,1996,12.24915
sen,1997,10.15084
sen,1998,11.33951
sen,1999,11.84007
sen,2000,11.83999
sen,2003,9.46109
sen,2004,18.0361
sen,2005,18.26615
sen,2006,15.93897
sen,2007,16.26533
sen,2008,15.81027
sen,2009,15.24853
sen,2010,14.18319
sen,2011,12.58854
sen,2012,10.54989
sen,2013,8.09428
sen,2014,10.60691
sen,2015,7.56827
sen,2016,11.30558
sen,2017,10.4256
sgp,1970,10.66715
sgp,1971,8.30567
sgp,1972,8.43951
sgp,1973,7.28444
sgp,1974,7.68436
sgp,1975,8.07945
sgp,1976,8.65066
sgp,1977,9.12521
sgp,1978,8.76332
sgp,1979,7.89695
sgp,1980,7.65009
sgp,1981,7.9515
sgp,1982,10.27268
sgp,1983,9.19945
sgp,1984,10.50713
sgp,1989,7.02587
sgp,1994,2.22543
sgp,1995,1.70229
sgp,2007,1.65327
sgp,2008,1.77976
sgp,2009,2.02986
sgp,2016,0.53853
sgp,2017,0.53014
slb,1970,0
slb,1971,0
slb,1972,0
slb,1973,0
slb,1974,0
slb,1975,0
slb,2005,23.88455
slb,2006,23.61592
slb,2007,23.65797
slb,2013,36.83656
slb,2014,36.9814
slb,2015,36.71284
slb,2016,36.67528
slb,2017,36.32514
slb,2018,36.45901
sle,1983,15.38011
sle,2012,13.08699
sle,2013,8.72003
sle,2015,12.39352
sle,2016,9.75764
sle,2017,8.61427
sle,2018,0.19047
slv,1970,19.69842
slv,1998,25.83654
slv,2000,17.19049
slv,2001,17.19053
slv,2002,16.15864
slv,2003,16.53039
slv,2005,16.17815
slv,2006,15.99401
slv,2007,19.42065
slv,2008,16.33063
slv,2009,16.30805
slv,2010,16.68412
slv,2011,16.51328
slv,2012,16.01488
slv,2013,16.469
slv,2014,16.03463
slv,2015,15.5062
slv,2016,14.46901
slv,2017,14.54293
slv,2018,13.19718
smr,1979,2.267
smr,1981,1.45792
smr,1984,0.68681
smr,2000,0.64051
smr,2004,0
smr,2008,0.25429
smr,2009,0.31888
smr,2010,0.31706
smr,2011,0.38388
smr,2012,0.50826
som,1976,37.83598
som,1977,47.46714
som,1978,51.24046
som,1979,52.30956
som,1980,48.83657
srb,2005,0
srb,2006,0
srb,2007,0.80016
srb,2008,0.76574
srb,2009,0.869
srb,2010,0.8052
srb,2011,1.81787
srb,2012,1.71249
srb,2013,1.51911
srb,2014,0.80947
srb,2015,0.87637
srb,2016,0.7992
srb,2017,0.88417
srb,2018,0.89069
ssd,2011,48.69852
ssd,2015,48.63917
stp,1983,33.69147
stp,1984,28.39234
stp,1987,23.78013
stp,1988,23.80216
stp,1990,24.09949
stp,1999,15.70112
stp,2002,14.88534
stp,2003,15.49733
stp,2004,15.74671
stp,2005,16.46974
stp,2007,24.79218
stp,2008,24.81893
stp,2009,23.82432
stp,2010,21.80209
stp,2014,14.90447
stp,2015,16.42106
stp,2017,12.79458
sur,1977,24.23354
sur,1978,24.42346
sur,1985,26.81865
sur,1987,23.11082
sur,1988,22.8437
sur,1989,21.7575
sur,2005,21.25078
sur,2006,18.86693
sur,2007,19.31867
sur,2008,18.10528
sur,2009,17.90106
sur,2010,17.71178
sur,2011,18.37182
sur,2012,18.18272
sur,2013,17.1976
sur,2014,17.77223
sur,2015,18.58706
sur,2016,17.84294
sur,2017,17.19233
sur,2018,16.0393
svk,2001,13.24499
svk,2002,14.22733
svk,2003,15.10607
svk,2004,15.81681
svk,2005,15.47478
svk,2006,15.30177
svk,2007,15.58238
svk,2008,16.15837
svk,2009,16.70669
svk,2010,17.10989
svk,2011,16.98221
svk,2012,16.21641
svk,2013,15.94034
svk,2014,15.90244
svk,2015,16.15326
svk,2016,16.00475
svk,2017,15.82774
