geo,time,se_prm_oenr_zs
eri,2018,24.69057
esp,1973,13.18154
esp,1975,9.54699
esp,1976,7.34819
esp,1977,7.8345
esp,1978,6.67505
esp,1979,6.4349
esp,1980,6.51487
esp,1981,6.5288
esp,1983,6.1927
esp,1984,5.96715
esp,1985,5.51292
esp,1986,5.2923
esp,1987,5.11307
esp,1988,5.70153
esp,1989,5.01138
esp,1990,5.0255
esp,1991,4.9236
esp,1992,4.81564
esp,1993,5.34522
esp,1994,4.94443
esp,1995,4.2471
esp,1996,4.14034
esp,1997,3.18055
esp,1999,2.50602
esp,2000,2.56276
esp,2001,2.59013
esp,2002,2.75323
esp,2003,2.92547
esp,2004,3.00659
esp,2005,3.19167
esp,2006,3.13473
esp,2007,3.06813
esp,2008,3.03948
esp,2009,3.03724
esp,2010,3.10023
esp,2011,2.88697
esp,2012,2.90178
esp,2013,5.7335
esp,2014,5.45233
esp,2015,5.28823
esp,2016,5.1605
esp,2017,5.24675
est,1995,2.25281
est,1996,2.59549
est,1998,3.02293
est,1999,3.21936
est,2000,3.57924
est,2001,3.91767
est,2002,4.16709
est,2003,4.27469
est,2004,4.1293
est,2005,3.48847
est,2006,2.61845
est,2007,2.06245
est,2008,1.54096
est,2009,1.29957
est,2010,1.14728
est,2011,0.99789
est,2012,0.89563
est,2013,0.82227
est,2014,3.7143
est,2015,3.55052
est,2016,3.51468
est,2017,3.43974
eth,1987,24.67955
eth,1988,25.04202
eth,1989,25.04197
eth,1994,23.31052
eth,1995,23.3345
eth,1996,24.11644
eth,1998,31.68268
eth,1999,26.95115
eth,2000,22.99334
eth,2001,24.89345
eth,2002,25.13011
eth,2003,25.53188
eth,2004,24.30093
eth,2005,21.18884
eth,2006,21.23776
eth,2007,20.32094
eth,2008,19.26767
eth,2009,18.45643
eth,2010,19.4568
eth,2011,17.47126
eth,2012,15.93591
eth,2014,13.37524
eth,2015,12.12287
fin,1979,0.97931
fin,1993,0.37754
fin,1994,0.52035
fin,1995,0.52852
fin,1996,0.55389
fin,1997,0.33759
fin,1998,0.32566
fin,1999,0.31431
fin,2000,0.38267
fin,2001,1.03149
fin,2002,1.0278
fin,2003,1.07603
fin,2004,1.13628
fin,2005,1.17789
fin,2006,1.31165
fin,2007,1.2206
fin,2008,1.18158
fin,2009,1.23271
fin,2010,1.21074
fin,2011,1.20481
fin,2012,1.23688
fin,2013,1.22233
fin,2014,1.14991
fin,2015,1.30788
fin,2016,1.23737
fin,2017,1.30031
fji,1992,4.19285
fji,1994,4.49749
fji,1995,4.75845
fji,1996,4.97553
fji,1997,4.94287
fji,1998,5.99691
fji,1999,5.44051
fji,2000,5.11464
fji,2001,4.72544
fji,2002,4.7249
fji,2003,5.26835
fji,2004,5.98771
fji,2006,5.67355
fji,2007,5.90017
fji,2008,5.81317
fji,2009,5.32847
fji,2011,5.35489
fji,2012,4.84734
fji,2013,8.15617
fji,2015,7.40203
fji,2016,2.92753
fra,1971,15.08194
fra,1972,13.08914
fra,1973,11.22385
fra,1974,10.37732
fra,1976,9.78025
fra,1977,9.43961
fra,1979,9.69906
fra,1980,9.62805
fra,1981,9.61131
fra,1982,9.90775
fra,1983,10.22985
fra,1985,10.15998
fra,1986,10.14564
fra,1987,9.07697
fra,1988,8.056
fra,1989,7.57417
fra,1990,6.8717
fra,1991,6.55892
fra,1992,6.4263
fra,1993,5.95546
fra,1994,6.28531
fra,1995,5.65652
fra,1996,5.35889
fra,1997,4.6531
fra,1999,4.55803
fra,2000,4.55115
fra,2001,4.59345
fra,2002,4.5246
fra,2003,4.50746
fra,2004,4.40204
fra,2005,5.1192
fra,2006,4.95982
fra,2007,4.82282
fra,2008,5.10166
fra,2009,4.91244
fra,2010,5.00336
fra,2011,4.00669
fra,2012,3.96521
fra,2013,3.71453
fra,2014,3.50116
fra,2015,3.33166
fra,2016,3.21651
fra,2017,2.90753
fsm,2014,8.81387
fsm,2015,0
gab,1975,25.96967
gab,1987,24.12955
gab,1997,35.72301
gbr,1971,5.6172
gbr,1972,5.85388
gbr,1973,6.09521
gbr,1974,6.64044
gbr,1975,6.89539
gbr,1976,7.22234
gbr,1977,7.30137
gbr,1978,7.3508
gbr,1979,7.38577
gbr,1980,2.80121
gbr,1981,2.80637
gbr,1982,2.84622
gbr,1989,2.33925
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,2.65835
gbr,2005,1.6997
gbr,2006,1.59374
gbr,2007,1.43623
gbr,2008,1.09263
gbr,2009,1.12196
gbr,2010,1.09451
gbr,2011,1.0337
gbr,2012,1.05812
gbr,2013,1.10046
gbr,2014,1.12051
gbr,2015,1.1249
gbr,2016,1.12512
gbr,2017,1.11448
geo,1995,0.11059
geo,1996,0.09948
geo,1997,1.38072
geo,2004,3.95905
geo,2005,4.32793
geo,2006,5.7894
geo,2007,4.83787
geo,2008,5.50142
geo,2009,6.40875
geo,2011,4.96324
geo,2012,4.16474
geo,2013,3.68479
geo,2014,3.01827
geo,2015,2.75732
geo,2016,2.43543
geo,2017,1.87317
geo,2018,1.43303
gha,1999,21.27587
gha,2000,21.28135
gha,2001,22.40501
gha,2002,24.15411
gha,2003,20.72935
gha,2005,23.88047
gha,2006,28.75603
gha,2007,27.19585
gha,2008,26.03889
gha,2009,26.70443
gha,2011,21.20752
gha,2012,24.45797
gha,2013,19.08421
gha,2014,15.92725
gha,2015,16.9753
gha,2016,16.56565
gha,2017,16.7714
gha,2018,15.42734
gib,2016,0
gin,1984,16.50557
gin,1985,17.05953
gin,1986,19.76537
gin,1987,21.51662
gin,1988,20.23751
gin,1989,20.54893
gin,1990,20.29
gin,1991,20.28967
gin,1998,21.2677
gin,1999,20.55437
gin,2000,19.76048
gin,2001,17.94715
gin,2002,17.39587
gin,2003,16.84453
gin,2004,16.53878
gin,2005,16.83614
gin,2006,15.91892
gin,2007,15.73945
gin,2008,17.15042
gin,2009,15.15502
gin,2010,13.89626
gin,2011,11.35905
gin,2012,11.9502
gin,2013,12.30239
gin,2014,10.03151
gin,2016,10.4816
gmb,1971,12.89382
gmb,1972,12.42055
gmb,1973,13.38242
gmb,1974,13.15866
gmb,1975,12.28148
gmb,1976,12.84884
gmb,1977,5.24047
gmb,1978,1.29173
gmb,1979,1.66356
gmb,1980,1.43589
gmb,1981,2.06365
gmb,1982,1.76038
gmb,1983,2.30139
gmb,1984,3.77338
gmb,1985,3.59075
gmb,1986,4.57232
gmb,1987,0
gmb,1988,0
gmb,1989,0
gmb,1990,10.9288
gmb,1992,18.26025
gmb,1993,14.31083
gmb,1996,11.68794
gmb,1998,14.53305
gmb,1999,14.47019
gmb,2000,17.43898
gmb,2001,16.95383
gmb,2002,16.84962
gmb,2003,15.68682
gmb,2004,16.72683
gmb,2005,17.47384
gmb,2006,11.54024
gmb,2007,13.57907
gmb,2008,16.18107
gmb,2010,13.38614
gmb,2011,13.37316
gmb,2012,13.81166
gmb,2013,17.67953
gmb,2014,16.6335
gmb,2015,16.35588
gmb,2016,16.30783
gmb,2017,16.55348
gmb,2018,19.02187
gnb,1981,27.24077
gnb,1982,10.59583
gnb,1984,9.95479
gnb,1985,9.76556
gnb,1987,21.05994
gnb,1988,20.94687
gnb,2000,31.82064
gnb,2010,34.29452
gnq,1994,44.32021
gnq,2000,36.77855
gnq,2001,32.93959
gnq,2002,32.93915
gnq,2003,30.4781
gnq,2008,30.25438
gnq,2009,30.36631
gnq,2010,30.18187
gnq,2011,28.31458
gnq,2012,26.30367
gnq,2015,22.57591
grc,1971,4.76293
grc,1972,4.83931
grc,1973,4.35652
grc,1974,3.812
grc,1975,3.42297
grc,1976,3.04725
grc,1977,2.85504
grc,1978,2.54015
grc,1979,2.42953
grc,1980,2.17532
grc,1981,2.01956
grc,1982,1.78196
grc,1983,1.45107
grc,1984,1.27516
grc,1985,1.0965
grc,1986,0.85251
grc,1987,0.34806
grc,1988,0.34353
grc,1989,0.33508
grc,1990,0.35259
grc,1991,0.41507
grc,1992,0.45673
grc,1993,0.46376
grc,1994,0.59127
grc,1995,0.50339
grc,1996,0.46885
grc,1997,1.41755
grc,1998,1.73942
grc,1999,1.74755
grc,2000,1.81338
grc,2001,1.93241
grc,2002,2.14143
grc,2003,2.09569
grc,2004,1.89736
grc,2005,1.84562
grc,2006,1.8335
grc,2007,1.52484
grc,2010,1.73036
grc,2011,1.36024
grc,2012,1.44492
grc,2013,1.44965
grc,2014,1.37097
grc,2015,1.54964
grc,2016,1.34524
grc,2017,1.33909
grd,1972,34.03256
grd,1977,19.2507
grd,1978,17.68274
grd,1979,15.64822
grd,1980,15.5609
grd,1981,33.86811
grd,1982,16.506
grd,1983,14.46001
grd,1984,31.08601
grd,1999,4.86586
grd,2002,10.12199
grd,2003,4.86806
grd,2004,5.14571
grd,2005,4.41533
grd,2007,3.32775
grd,2008,6.97758
grd,2009,8.07134
grd,2010,7.31172
grd,2013,2.28607
grd,2014,2.38113
grd,2015,4.04611
grd,2016,4.81964
grd,2017,4.73856
grd,2018,4.12277
gtm,1970,14.65322
gtm,1971,14.75235
gtm,1972,15.41616
gtm,1974,15.10224
gtm,1975,14.76051
gtm,1978,15.13426
gtm,1979,16.32245
gtm,1980,16.07373
gtm,1981,16.2654
gtm,1982,15.24414
gtm,1983,15.01371
gtm,1997,14.98528
gtm,1999,14.99362
gtm,2000,14.18763
gtm,2001,14.28092
gtm,2002,14.72149
gtm,2004,15.57391
gtm,2005,14.97113
gtm,2006,14.35772
gtm,2007,13.85853
gtm,2008,13.99214
gtm,2009,13.97121
gtm,2010,14.52193
gtm,2011,13.05858
gtm,2012,12.68725
gtm,2013,13.16803
gtm,2014,12.474
gtm,2015,11.82514
gtm,2016,12.02127
gtm,2017,10.99932
gtm,2018,10.31004
guy,1971,11.71791
guy,1972,11.32998
guy,1974,11.0814
guy,1976,11.39205
guy,1977,10.69633
guy,1979,10.12439
guy,1982,8.32827
guy,1991,5.02298
guy,1992,3.99936
guy,1993,4.06485
guy,1995,4.64461
guy,2003,1.78655
guy,2008,2.30234
guy,2009,1.49563
guy,2010,1.25754
guy,2011,1.18587
guy,2012,1.19274
hkg,1971,24.90201
hkg,1972,24.14994
hkg,1973,24.10242
hkg,1974,23.34033
hkg,1975,22.86185
hkg,1976,22.55486
hkg,1977,21.32386
hkg,1978,19.83379
hkg,1979,17.18642
hkg,1980,9.35616
hkg,1981,8.2799
hkg,1982,7.66175
hkg,1983,7.21598
hkg,1984,7.02724
hkg,1985,6.60885
hkg,1995,3.21948
hkg,1996,2.86326
hkg,2001,5.34672
hkg,2002,5.32273
hkg,2003,4.92138
hkg,2004,4.23759
hkg,2005,3.67134
hkg,2006,3.23616
hkg,2007,3.2246
hkg,2008,3.22642
hkg,2009,3.12968
hkg,2010,2.98179
hkg,2011,2.76034
hkg,2012,2.49994
hkg,2013,2.2713
hkg,2014,1.84316
hkg,2015,1.61669
hkg,2016,2.49434
hkg,2017,2.5032
hkg,2018,2.56581
hnd,1978,13.4647
hnd,1979,14.641
hnd,1980,15.21443
hnd,1982,14.89924
hnd,1983,14.71416
hnd,1984,14.95246
hnd,1986,13.94797
hnd,1991,11.10116
hnd,1993,11.09989
hnd,2000,9.29948
hnd,2003,18.45908
hnd,2004,17.40077
hnd,2005,18.27625
hnd,2006,16.83031
hnd,2007,18.07678
hnd,2008,15.52305
hnd,2009,15.32936
hnd,2010,15.36829
hnd,2011,13.13493
hnd,2012,13.42161
hnd,2013,14.48921
hnd,2014,12.16616
hnd,2015,13.77919
hnd,2016,12.74586
hnd,2017,11.93537
hrv,1998,1.53017
hrv,1999,1.46947
hrv,2000,1.2879
hrv,2001,1.21551
hrv,2002,1.24289
hrv,2003,1.02498
hrv,2005,1.08024
hrv,2006,1.06189
hrv,2007,0.94707
hrv,2008,1.14868
hrv,2009,1.24001
hrv,2010,1.46729
hrv,2011,1.09566
hrv,2012,1.12101
hrv,2013,1.0014
hrv,2014,0.9918
hrv,2015,0.99597
hrv,2016,0.7433
hrv,2017,0.85975
hti,1980,44.79519
hti,1981,43.09976
hti,1982,39.60739
hti,1983,38.86917
hti,1984,33.10087
hti,1985,39.72339
hti,1986,37.20642
hti,1987,38.75823
hti,1997,47.008
hun,1994,4.09896
hun,1995,4.0171
hun,1996,1.60497
hun,1997,4.24212
hun,1998,4.45316
hun,1999,4.54955
hun,2000,4.58233
hun,2001,4.19464
hun,2002,3.79396
hun,2003,3.49559
hun,2004,3.29146
hun,2005,3.49033
hun,2006,3.72026
hun,2007,3.80063
hun,2008,3.72001
hun,2009,3.55986
hun,2010,3.27629
hun,2011,3.0744
hun,2012,3.13252
hun,2013,3.20054
hun,2014,3.1001
hun,2015,2.8305
hun,2016,2.80453
hun,2017,2.81479
idn,1971,13.53336
idn,1972,13.16539
idn,1974,12.5989
idn,1975,11.66979
idn,1976,10.75826
idn,1977,10.69687
idn,1978,10.6961
idn,1981,13.05675
idn,1982,10.0704
idn,1983,9.06
idn,1984,12.4643
idn,1985,12.28375
idn,1986,11.48579
idn,1987,11.82228
idn,1988,9.40028
idn,1989,8.94547
idn,1990,8.96218
idn,1991,8.55256
idn,1992,7.87058
idn,1993,8.04587
idn,1994,8.1338
idn,1995,7.71082
idn,1996,7.72813
idn,1997,7.72813
idn,2001,5.94878
idn,2002,5.72761
idn,2003,7.03897
idn,2004,7.15638
idn,2005,7.15638
idn,2006,3.19807
idn,2007,3.19807
idn,2008,3.19807
idn,2009,3.19741
idn,2010,2.87199
idn,2011,2.78251
idn,2012,2.7809
idn,2013,3.01012
idn,2014,2.9279
idn,2016,1.34125
idn,2017,1.33553
idn,2018,1.32239
ind,1971,11.81528
ind,1990,6.74026
ind,2000,6.74026
ind,2001,6.74003
ind,2002,6.66287
ind,2003,6.04805
ind,2007,5.89111
ind,2008,5.83887
ind,2009,5.8911
ind,2010,5.741
ind,2011,5.90922
ind,2012,5.90921
ind,2013,5.90922
irl,1971,13.08406
irl,1972,12.32481
irl,1973,11.838
irl,1974,11.14095
irl,1975,10.91246
irl,1976,11.16403
irl,1977,11.04096
irl,1978,10.75117
irl,1979,10.49409
irl,1980,10.18537
irl,1981,9.89719
irl,1982,10.17485
irl,1983,10.46072
irl,1986,11.15302
irl,1987,11.45067
irl,1988,11.40665
irl,1989,11.60147
irl,1990,11.6476
irl,1991,11.77093
irl,1992,12.05237
irl,1993,12.71474
irl,1994,12.64853
irl,1995,12.80871
irl,1996,12.28565
irl,1997,12.02659
irl,1998,1.63848
irl,1999,1.59912
irl,2000,1.53346
irl,2001,1.50377
irl,2002,1.41654
irl,2003,1.38265
irl,2004,1.37407
irl,2005,1.29763
irl,2006,1.2418
irl,2007,1.15124
irl,2008,0.6385
irl,2009,0.64069
irl,2010,0.56359
irl,2011,0.61646
irl,2012,0.59087
irl,2013,0.58264
irl,2014,0.55753
irl,2015,0.5774
irl,2016,0.54843
irl,2017,0.55405
irn,1971,16.98494
irn,1984,17.61296
irn,1985,17.61
irn,1986,17.61
irn,1987,17.60999
irn,1988,17.57998
irn,1989,17.57999
irn,1990,12.95206
irn,1992,12.29154
irn,1997,8.78671
irn,1999,14.84478
irn,2000,14.84478
irn,2002,6.06776
irn,2003,6.10429
irn,2004,3.85328
irn,2006,3.85324
irn,2007,5.18587
irn,2009,4.07252
irn,2010,4.07312
irn,2011,3.99955
irn,2012,3.46709
irn,2013,11.93007
irn,2014,7.31061
irn,2015,7.6914
irn,2016,8.87043
irn,2017,7.66478
irq,1971,19.47519
irq,1972,18.39452
irq,1973,16.90834
irq,1974,15.59092
irq,1975,17.45019
irq,1976,15.80687
irq,1977,17.61116
irq,1978,16.2872
irq,1979,14.02562
irq,1980,13.65922
irq,1981,13.04907
irq,1983,13.34291
irq,1985,14.29471
irq,1986,13.51953
irq,1987,12.90241
irq,1988,12.23619
irq,1989,12.35037
irq,1993,11.38291
irq,1996,8.76559
irq,1999,8.3772
irq,2000,8.37718
irq,2003,10.9034
irq,2004,10.90338
irq,2007,12.83205
isl,1977,0.46289
isl,1996,0.02738
isl,1997,0.02726
isl,1998,0.13129
isl,1999,0.11201
isl,2000,0.06713
isl,2001,0.08494
isl,2002,0.09852
isl,2003,0.06673
isl,2004,0.05809
isl,2005,0.07146
isl,2006,0.05917
isl,2007,0.06316
isl,2008,0.05009
isl,2009,0.05358
isl,2010,0.02706
isl,2011,0.03398
isl,2012,0.03063
isl,2013,0.02367
isl,2014,0.02676
isl,2015,0.03616
isl,2016,0.04488
isl,2017,0.0344
isr,1999,2.72704
isr,2000,2.88247
isr,2001,3.06065
isr,2002,2.66189
isr,2003,2.72173
isr,2004,2.82037
isr,2005,2.44086
isr,2006,2.55604
isr,2007,2.65001
isr,2008,2.29135
isr,2009,2.49232
isr,2010,2.45757
isr,2011,2.59373
isr,2012,2.809
isr,2013,2.63055
isr,2014,2.75282
isr,2015,2.94
isr,2016,2.62703
isr,2017,2.80433
ita,1973,6.78271
ita,1976,7.28332
ita,1979,2.80061
ita,1985,1.61869
ita,1995,1.00002
ita,1997,0.83529
ita,1999,0.94908
ita,2000,1.27249
ita,2001,0.77802
ita,2002,0.82172
ita,2003,0.92037
ita,2004,0.83681
ita,2005,1.00348
ita,2006,0.9983
ita,2007,1.02381
ita,2008,1.00309
ita,2009,0.98745
ita,2010,0.99407
ita,2011,1.0264
ita,2012,1.05806
ita,2013,2.2568
ita,2014,2.21451
ita,2015,2.15311
ita,2016,0.90316
ita,2017,4.62548
jam,1976,8.07043
jam,1977,7.50071
jam,1979,7.7195
jam,1980,6.84745
jam,1981,6.60551
jam,1983,6.77787
jam,1984,7.03171
jam,1985,6.86444
jam,1986,5.98896
jam,1987,6.02127
jam,1988,7.51893
jam,1989,5.22374
jam,1990,4.92326
jam,1991,5.29956
jam,1993,5.25421
jam,1999,4.19312
jam,2000,4.19309
jam,2001,4.17874
jam,2002,4.95054
jam,2003,4.68918
jam,2004,4.22143
jam,2005,4.22137
jam,2007,5.13933
jam,2008,5.48188
jam,2009,5.59914
jam,2010,5.19259
jam,2013,5.74208
jam,2014,5.725
jam,2015,5.69206
jam,2016,5.59645
jam,2017,5.52451
jam,2018,5.31354
jor,1972,13.11337
jor,1973,11.11186
jor,1974,10.45546
jor,1975,9.42655
jor,1976,9.19427
jor,1977,8.90356
jor,1978,8.17462
jor,1979,7.44618
jor,1980,7.49959
jor,1981,7.53404
jor,1982,6.74434
jor,1983,6.78333
jor,1984,6.91693
jor,1985,6.91376
jor,1999,1.97084
jor,2000,1.67075
jor,2002,1.68635
jor,2003,1.7653
jor,2004,2.1478
jor,2005,2.25928
jor,2006,2.35022
jor,2007,2.38838
jor,2008,2.3425
jor,2010,1.34199
jor,2011,1.24893
jor,2012,1.26267
jor,2013,0.74084
jor,2016,2.21126
jor,2017,0.76694
jor,2018,0.69604
jpn,2013,0
jpn,2014,0
jpn,2015,0
jpn,2016,0
jpn,2017,0
kaz,2000,2.91876
kaz,2001,2.91882
kaz,2002,2.66883
kaz,2003,2.60097
kaz,2004,2.83411
kaz,2005,2.33873
kaz,2006,2.18258
kaz,2007,1.99735
kaz,2008,1.76848
kaz,2009,1.49562
kaz,2010,1.24384
kaz,2011,1.00994
kaz,2012,0.83831
kaz,2013,0.73629
kaz,2014,0.69296
kaz,2015,0.79664
kaz,2016,1.18098
kaz,2017,0.31404
kaz,2018,0.69156
kaz,2019,0.66085
ken,1999,30.52933
ken,2000,30.69779
ken,2001,30.38153
ken,2002,31.83285
ken,2003,29.53685
ken,2004,29.95946
ken,2005,28.93114
ken,2006,27.57562
ken,2007,21.95132
ken,2008,25.96578
ken,2009,25.96576
ken,2012,25.96576
kgz,1999,1.50454
kgz,2000,2.09108
kgz,2001,1.5469
kgz,2002,1.74145
kgz,2003,3.12773
kgz,2004,0
kgz,2005,2.94181
kgz,2006,2.80424
kgz,2007,2.6313
kgz,2008,2.52405
kgz,2009,2.70889
kgz,2010,2.26996
kgz,2011,2.1534
kgz,2012,1.956
kgz,2013,1.6921
kgz,2014,1.63077
kgz,2015,1.45298
kgz,2016,1.39746
kgz,2017,1.00696
kgz,2018,1.11402
khm,1998,0
khm,1999,0
khm,2000,0
khm,2003,0
khm,2006,13.64337
khm,2007,22.01098
khm,2008,20.54126
khm,2010,22.09875
khm,2011,17.84808
khm,2012,17.13238
khm,2014,17.62431
khm,2015,17.62431
khm,2016,14.27169
khm,2017,14.39788
khm,2018,13.89509
kir,1979,17.7077
kir,1981,20.86229
kir,1982,22.29691
kir,1983,22.22304
kir,1984,20.97923
kir,1985,19.09226
kir,1986,17.1255
kir,1987,15.29225
kir,1989,14.34257
kir,1991,12.69107
kir,1992,12.42821
kir,1993,13.44079
kir,1994,12.07143
kir,1995,11.55903
kir,1996,10.82817
kir,1997,10.78208
kir,2000,2.12138
kir,2001,2.66998
kir,2014,6.70702
kir,2015,4.48005
kir,2016,5.1955
kir,2017,3.4142
kna,1984,7.05081
kna,1985,7.629
kna,1986,5.67222
kna,1988,4.03428
kna,1989,3.22494
kna,1992,3.41349
kna,2000,2.08032
kna,2001,2.93286
kna,2002,1.7236
kna,2003,1.68724
kna,2004,1.8142
kna,2005,1.82677
kna,2007,2.72197
kna,2008,2.87303
kna,2009,1.67351
kna,2010,2.23821
kna,2011,2.36943
kna,2012,2.44322
kna,2013,2.70174
kna,2014,2.31339
kna,2015,1.55507
kna,2016,1.7058
kor,1971,8.66184
kor,1972,8.41671
kor,1973,8.99312
kor,1974,8.42186
kor,1975,7.35732
kor,1976,6.90882
kor,1977,6.44964
kor,1978,6.17596
kor,1979,5.75334
kor,1980,4.86527
kor,1981,5.07663
kor,1982,4.43896
kor,1983,3.81686
kor,1984,3.95181
kor,1985,3.26549
kor,1986,2.63909
kor,1987,2.14233
kor,1988,1.83194
kor,1989,1.2552
kor,1990,1.32582
kor,1991,1.21815
kor,1992,1.40199
kor,1993,1.59215
kor,1994,2.05166
kor,1995,2.08464
kor,1996,2.01701
kor,1997,1.86217
kor,1998,0.82238
kor,1999,1.10315
kor,2000,1.3618
kor,2001,1.00887
kor,2002,1.10519
kor,2003,1.26618
kor,2004,1.94494
kor,2005,1.31467
kor,2006,1.2153
kor,2007,1.32572
kor,2008,1.733
kor,2009,2.10991
kor,2010,1.46467
kor,2011,1.95625
kor,2012,2.35843
kor,2013,2.64715
kor,2014,2.46902
kor,2015,0.75804
kor,2016,0.77851
kor,2017,0.75714
kwt,1971,30.92845
kwt,1972,28.163
kwt,1973,26.05013
kwt,1974,25.31928
kwt,1975,25.55656
kwt,1976,25.83885
kwt,1977,25.49393
kwt,1978,11.56858
kwt,1979,15.25856
kwt,1980,16.278
kwt,1981,13.69686
kwt,1982,13.44817
kwt,1983,12.87737
kwt,1984,11.23383
kwt,1985,10.38472
kwt,1986,9.21578
kwt,1987,9.57149
kwt,1988,9.79863
kwt,1992,12.00966
kwt,1994,7.30324
kwt,1996,6.90985
kwt,1997,5.08494
kwt,1998,4.98356
kwt,1999,5.49928
kwt,2000,5.49928
kwt,2001,5.83656
kwt,2002,5.71037
kwt,2003,6.19385
kwt,2004,6.46676
kwt,2005,4.99689
kwt,2007,3.50276
kwt,2008,2.50374
kwt,2010,1.73207
kwt,2011,1.70371
kwt,2012,1.48471
kwt,2013,1.3719
kwt,2014,1.82354
kwt,2015,2.96648
kwt,2016,2.75983
kwt,2017,2.94842
kwt,2018,2.58255
lao,1988,36.58482
lao,1990,34.10385
lao,1992,39.47282
lao,1993,38.26791
lao,1994,36.64462
lao,1996,37.31854
lao,1997,35.4101
lao,1998,33.28542
lao,1999,31.27429
lao,2000,29.08273
lao,2001,27.98555
lao,2002,27.92074
lao,2003,27.00434
lao,2004,27.34254
lao,2005,27.82299
lao,2006,27.83622
lao,2007,26.67763
lao,2008,26.08299
lao,2009,25.62197
lao,2010,23.2121
lao,2011,22.60036
lao,2012,21.74779
lao,2013,19.66963
lao,2014,18.195
lao,2015,16.69696
lao,2016,14.24274
lao,2017,12.72429
lao,2018,10.60813
lbn,1974,22.8
lbn,1997,31.29615
lbn,1998,15.68163
lbn,1999,15.05657
lbn,2000,12.58459
lbn,2001,11.40278
lbn,2002,11.59727
lbn,2003,10.85068
lbn,2004,10.51662
lbn,2005,10.01181
lbn,2006,9.34525
lbn,2007,9.20374
lbn,2008,9.07447
lbn,2009,9.10103
lbn,2010,8.47897
lbn,2011,8.04403
lbn,2012,7.43568
lbn,2013,7.10966
lbn,2014,9.76768
lbn,2015,8.62317
lbn,2016,7.50453
lbn,2017,6.9052
lbn,2018,6.72872
lbr,1999,50.81001
lbr,2006,61.44751
lbr,2008,52.33947
lbr,2009,59.38593
lbr,2011,59.90832
lbr,2014,60.0953
lbr,2017,46.95615
lby,1971,22.40902
lby,1972,22.40115
lby,1973,22.08348
lby,1974,20.47222
lby,1975,20.88873
lby,1976,18.27556
lby,1977,17.0719
lby,1978,15.47593
lby,1980,12.05063
lby,1981,12.11403
lby,1983,10.89523
lca,1981,20.86134
lca,1982,24.20911
lca,1983,19.75782
lca,1984,20.48774
lca,1985,21.59118
lca,1986,21.43401
lca,1990,31.30506
lca,1993,16.84437
lca,1999,3.06477
lca,2000,10.75867
lca,2001,11.4242
lca,2002,2.4445
lca,2003,4.28519
lca,2004,4.16859
lca,2005,4.92088
lca,2006,9.72719
lca,2007,4.53968
lca,2008,3.68708
lca,2009,3.37346
lca,2010,3.36191
lca,2011,3.53551
lca,2012,3.40634
lca,2013,3.35249
lca,2014,3.32639
lca,2015,2.43728
lca,2016,2.7972
lca,2017,2.87779
lca,2018,2.70253
lie,2003,1.98377
lie,2004,2.78023
lie,2005,2.31936
lie,2006,2.26969
lie,2007,2.89661
lie,2008,2.64133
lie,2009,2.53165
lie,2010,2.70924
lie,2011,1.73784
lie,2012,2.07071
lie,2014,1.81441
lie,2015,1.41629
lie,2016,1.7017
lie,2017,1.79551
lka,2001,5.80681
lka,2002,4.83923
lka,2003,3.07687
lka,2004,0
lka,2005,2.38338
lka,2006,2.39663
lka,2007,2.17579
lka,2008,1.92046
lka,2009,1.60834
lka,2010,1.55979
lka,2011,1.48403
lka,2012,1.49537
lka,2013,1.18156
lka,2014,1.15523
lka,2015,1.57184
lka,2016,0.90781
lka,2017,0.93695
lka,2018,0.9473
lso,1970,35.7844
lso,1971,32.60525
lso,1972,32.05936
lso,1973,33.9989
lso,1974,33.59231
lso,1976,25.53332
lso,1977,24.45325
lso,1978,35.04461
lso,1979,33.83771
lso,1980,34.41337
lso,1981,35.40414
lso,1982,33.97183
lso,1983,35.05784
lso,1984,33.9504
lso,1985,33.86783
lso,1986,33.42765
lso,1987,33.06454
lso,1988,33.20406
lso,1989,33.07427
lso,1990,33.25181
lso,1991,32.83095
lso,1992,31.92934
lso,1993,31.55938
lso,1994,33.40047
lso,1995,36.14075
lso,1996,34.80172
lso,1998,40.76069
lso,1999,42.90302
lso,2000,30.5501
lso,2001,30.80623
lso,2002,31.07976
lso,2003,32.30452
lso,2004,33.64707
lso,2005,33.45213
lso,2006,32.96254
lso,2007,31.08921
lso,2008,29.88807
lso,2009,28.70496
lso,2010,27.79091
lso,2011,26.36021
lso,2012,25.1458
lso,2013,24.89789
lso,2014,23.86162
lso,2015,22.61024
lso,2016,21.73547
lso,2017,21.07759
ltu,1998,2.24719
ltu,1999,4.50558
ltu,2000,4.16993
ltu,2001,4.16064
ltu,2002,4.25295
ltu,2003,4.22955
ltu,2004,4.06542
ltu,2005,3.51855
ltu,2006,2.93508
ltu,2007,2.75425
ltu,2008,2.40644
ltu,2009,2.02786
ltu,2010,1.74754
ltu,2011,1.6058
ltu,2012,1.45436
ltu,2013,1.24188
ltu,2014,1.07941
ltu,2015,1.0339
ltu,2016,0.95378
ltu,2017,0.94309
lux,1972,15.98459
lux,1973,15.23075
lux,1974,15.7205
lux,1975,4.14804
