geo,time,ne_con_totl_kd
arg,1968,145537832973.017
arg,1969,154775148102.716
arg,1970,157986125143.72601
arg,1971,166128347822.62399
arg,1972,168583168990.896
arg,1973,176260884412.33899
arg,1974,188800998398.15497
arg,1975,188761840559.52399
arg,1976,175773435519.78799
arg,1977,179768930127.091
arg,1978,177771857605.29401
arg,1979,201831249246.90799
arg,1980,214714315249.57999
arg,1981,207019045145.005
arg,1982,197540035383.73001
arg,1983,205909108076.76199
arg,1984,214472620545.08301
arg,1985,197215976529.60501
arg,1986,215486676168.81696
arg,1987,219248573235.121
arg,1988,210196273467.57297
arg,1989,197587290312.93799
arg,1990,194445193451.93896
arg,1991,223190065490.55801
arg,1992,252665441456.71097
arg,1993,264154033234.62296
arg,1994,277757615459.43201
arg,1995,267825034566.19101
arg,1996,281178649162.26801
arg,1997,303850402358.48102
arg,1998,314355009306.03601
arg,1999,310272627208.08197
arg,2000,308829967824.85602
arg,2001,292902847021.98499
arg,2002,255321675083.125
arg,2003,273115447949.17001
arg,2004,295918203245.75598
arg,2005,318867854089.05902
arg,2006,350339486290.80603
arg,2007,382307537908.66095
arg,2008,408810156695.79694
arg,2009,392949345623.00702
arg,2010,433505028659.39502
arg,2011,471108934593.60693
arg,2012,477583769075.09601
arg,2013,496099339926.48999
arg,2014,479669494720.95099
arg,2015,499614480942.48798
arg,2016,495916395302.58801
arg,2017,515354487027.18402
arg,2018,504064138330.97998
arg,2019,472079019136.664
arg,2020,415188043458.86707
arm,1994,3529190084.95956
arm,1995,3800111293.70399
arm,1996,3898141231.33639
arm,1997,4153908998.99295
arm,1998,4315302931.29211
arm,1999,4350947216.97827
arm,2000,4686482525.05648
arm,2001,5004693920.88541
arm,2002,5397915213.01848
arm,2003,5817124185.73074
arm,2004,6346538027.54923
arm,2005,6993251534.56638
arm,2006,7619445209.35025
arm,2007,8548399712.50903
arm,2008,8936935830.09013
arm,2009,8574148242.70917
arm,2010,8901280674.27989
arm,2011,9151149397.73927
arm,2012,9871387169.7079
arm,2013,10098429074.6112
arm,2014,10219610223.5065
arm,2015,9606433610.09612
arm,2016,9404698504.2841
arm,2017,10495643530.7811
arm,2018,10894477984.9507
arm,2019,12169131909.19
arm,2020,10940049586.3618
asm,2015,831000000
atg,2015,1107565814.81481
aus,1960,143877570926.30099
aus,1961,147404092134.24799
aus,1962,151430416941.21201
aus,1963,159335062698.68701
aus,1964,169506259661.00601
aus,1965,179142008116.47198
aus,1966,186611940976.19696
aus,1967,196236066092.151
aus,1968,207520004090.42096
aus,1969,217702824392.25201
aus,1970,231636883799.263
aus,1971,241236212457.59
aus,1972,250262123033.32501
aus,1973,261220607525.259
aus,1974,275551410254.28003
aus,1975,291280888171.24799
aus,1976,298576470938.29303
aus,1977,311015768884.05798
aus,1978,317864240524.54102
aus,1979,323997489340.38397
aus,1980,330155534613.85199
aus,1981,341911380196.31
aus,1982,357573442744.10797
aus,1983,366292497156.72601
aus,1984,373450149628.22803
aus,1985,382446614410.53296
aus,1986,399767714951.34601
aus,1987,409175645952.37598
aus,1988,422735433827.09998
aus,1989,440479623926.15106
aus,1990,457677517068.138
aus,1991,464600378081.49695
aus,1992,475685944418.76202
aus,1993,485384458907.59296
aus,1994,494530477324.95203
aus,1995,515147956951.37506
aus,1996,533571724967.22894
aus,1997,547801017197.84497
aus,1998,574000024457.93994
aus,1999,604261001432.83691
aus,2000,628164786583.95801
aus,2001,646948103235.38403
aus,2002,666993714557.81604
aus,2003,693272535415.89404
aus,2004,728584240853.41394
aus,2005,759087758179.46094
aus,2006,783518468055.12805
aus,2007,820644189345.82385
aus,2008,856541711094.75012
aus,2009,866864011470.72498
aus,2010,892529894891.86902
aus,2011,927333272948.06274
aus,2012,956185501174.10303
aus,2013,971022306616.547
aus,2014,990988104340.99597
aus,2015,1015654380564.10999
aus,2016,1047310158280.44995
aus,2017,1079185229668.91003
aus,2018,1110600016812.69995
aus,2019,1137577012930.80005
aus,2020,1132838564856.3999
aut,1970,103221763215.74899
aut,1971,109124001216.569
aut,1972,115150074170.13699
aut,1973,120565101760.912
aut,1974,125073069278.215
aut,1975,129391341157.582
aut,1976,135167135740.847
aut,1977,142997920172.048
aut,1978,141403299398.306
aut,1979,147741244220.78699
aut,1980,151277387178.16599
aut,1981,153431357780.58701
aut,1982,156874079752.57501
aut,1983,164009888608.85901
aut,1984,161613329669.98001
aut,1985,164380554675.35901
aut,1986,167779504144.78601
aut,1987,170840106548.70401
aut,1988,174666175210.01801
aut,1989,180080290781.198
aut,1990,186750123085.138
aut,1991,192347656670.31799
aut,1992,198829710574.59799
aut,1993,200915869968.17001
aut,1994,205500139796.474
aut,1995,208212975370.44101
aut,1996,213336639328.57401
aut,1997,215508377670.42599
aut,1998,221832024200.285
aut,1999,227689597650.17999
aut,2000,233011542656.996
aut,2001,234998968717.457
aut,2002,236671836778.29697
aut,2003,240350559908.71097
aut,2004,245439817872.10501
aut,2005,250966057487.47296
aut,2006,256997669129.39096
aut,2007,260035138189.539
aut,2008,264371414134.582
aut,2009,267770939441.19901
aut,2010,269701491870.88696
aut,2011,272376871399.17999
aut,2012,273450502642.922
aut,2013,273854443001.01199
aut,2014,275083561381.24597
aut,2015,276717174876.01599
aut,2016,281211900356.96893
aut,2017,285813172360.80798
aut,2018,289024202522.43701
aut,2019,291582239967.41803
aut,2020,273290411027.93301
aze,2015,36673531134.1011
bdi,1997,1502872726.63054
bdi,1998,1618778394.72728
bdi,1999,1605844472.55573
bdi,2000,1441939950.09482
bdi,2001,1479032965.60471
bdi,2002,1583361243.40889
bdi,2003,1586318191.73248
bdi,2004,1702026545.06221
bdi,2005,1929498338.76973
bdi,2006,2142954431.69594
bdi,2007,2202833234.63757
bdi,2008,2392275357.49156
bdi,2009,2358545225.44067
bdi,2010,2426402628.03639
bdi,2011,2603357335.71351
bdi,2012,2716617240.32701
bdi,2013,3013268060.98839
bdi,2014,3113665315.28256
bdi,2015,3037202852.11836
bdi,2016,2997347739.02037
bdi,2017,3060045768.43594
bdi,2018,3190123311.4345
bdi,2019,3333577447.41824
bdi,2020,3499481873.77754
bel,1970,136551659153.619
bel,1971,143517324208.12601
bel,1972,151999580213.802
bel,1973,163114794631.91101
bel,1974,167977751908.082
bel,1975,171214571587.341
bel,1976,179197276071.09
bel,1977,183721544551.78201
bel,1978,190244821298
bel,1979,198471046109.03601
bel,1980,198485788206.81296
bel,1981,200971488739.86401
bel,1982,203916086023.50296
bel,1983,204093527091.561
bel,1984,204755870782.85199
bel,1985,210429383810.78201
bel,1986,215232520589.94199
bel,1987,219584406271.84399
bel,1988,224171861511.65601
bel,1989,230171192985.535
bel,1990,235069167598.04697
bel,1991,242587453285.55096
bel,1992,246934750022.13696
bel,1993,246023072156.013
bel,1994,251204034688.35696
bel,1995,255113849382.65601
bel,1996,259797325196.56201
bel,1997,263542596910.15601
bel,1998,270751435014.414
bel,1999,276681226658.35901
bel,2000,284111301633.008
bel,2001,287753721501.64001
bel,2002,291743418905.039
bel,2003,294845062190.78101
bel,2004,299188250401.13293
bel,2005,302519119050.078
bel,2006,306935646062.5
bel,2007,313201620112.30402
bel,2008,319146723034.14001
bel,2009,321992401696.01501
bel,2010,328962583577.5
bel,2011,331415716578.672
bel,2012,335981140221.01501
bel,2013,339950311635.93701
bel,2014,342534921914.64801
bel,2015,346539153936.914
bel,2016,350773831786.56201
bel,2017,355536083015.703
bel,2018,361783195346.36707
bel,2019,368248881716.48401
bel,2020,347518077160.31201
ben,1960,1650649554.67285
ben,1961,1683116142.90741
ben,1962,1677674468.06932
ben,1963,1800103979.78656
ben,1964,1900949015.09057
ben,1965,2020099384.70659
ben,1966,2180041022.96316
ben,1967,2266357141.09081
ben,1968,2337644094.81805
ben,1969,2350048112.54667
ben,1970,2421840141.01558
ben,1971,2442803673.53863
ben,1972,2558676015.58819
ben,1973,2663614005.20003
ben,1974,2646195397.86501
ben,1975,2585303059.57086
ben,1976,2544457198.79688
ben,1977,2755115547.66661
ben,1978,2820831587.64398
ben,1979,2977021691.50906
ben,1980,3181522101.59075
ben,1981,3471518627.4466
ben,1982,3015881919.36036
ben,1983,3089083202.25449
ben,1984,3309500864.01605
ben,1985,3693642707.91156
ben,1986,3630256444.57745
ben,1987,3556704271.42107
ben,1988,3800764306.36809
ben,1989,3546978815.72117
ben,1990,3614592591.90963
ben,1991,3868859536.77845
ben,1992,4053954489.22949
ben,1993,4235663668.19195
ben,1994,4070352219.01055
ben,1995,4234901120.02181
ben,1996,4454496796.32524
ben,1997,4670986947.31515
ben,1998,4923689634.86345
ben,1999,5161994387.2897
ben,2000,5540722259.04866
ben,2001,5812163994.04816
ben,2002,6057746654.54016
ben,2003,6287716569.88521
ben,2004,6555335897.61502
ben,2005,6706221860.79877
ben,2006,7032542294.40994
ben,2007,7299395503.84406
ben,2008,7697238149.21119
ben,2009,7977948394.28922
ben,2010,8133082217.7572
ben,2011,8433719649.49273
ben,2012,8624706029.83669
ben,2013,9015619840.23659
ben,2014,9277893365.27001
ben,2015,9860273401.2199
ben,2016,9944552856.44719
ben,2017,10334890622.0902
ben,2018,10729190813.037
ben,2019,11136839987.436
ben,2020,11660446845.69
bfa,1965,1495940419.37237
bfa,1966,1504317076.76956
bfa,1967,1701787988.2647
bfa,1968,1770482217.08537
bfa,1969,1809096508.79792
bfa,1970,1733484851.99547
bfa,1971,1769271662.7789
bfa,1972,1724652765.04202
bfa,1973,1722642131.63821
bfa,1974,1826913206.45067
bfa,1975,2007625093.99753
bfa,1976,2121218649.87242
bfa,1977,2310279901.44596
bfa,1978,2298462458.3364
bfa,1979,2374974092.18047
bfa,1980,2498172163.60732
bfa,1981,2616164815.83069
bfa,1982,2805380553.17838
bfa,1983,2797902802.79881
bfa,1984,2657743591.83404
bfa,1985,2772460291.04196
bfa,1986,3126923825.21586
bfa,1987,3049686322.56478
bfa,1988,3209713180.34777
bfa,1989,3157583708.27108
bfa,1990,3115916450.99804
bfa,1991,3285862147.68754
bfa,1992,3289500946.1078
bfa,1993,3438227513.42709
bfa,1994,3030475864.0602
bfa,1995,3409691184.22386
bfa,1996,3905346985.52143
bfa,1997,3986916153.38465
bfa,1998,4448774549.11667
bfa,1999,4867730158.08043
bfa,2000,4983203690.48853
bfa,2001,5129022077.70922
bfa,2002,5411035845.0281
bfa,2003,5649613073.79404
bfa,2004,6044448128.31005
bfa,2005,6406886629.78084
bfa,2006,6769250624.94535
bfa,2007,6935201663.12676
bfa,2008,7317568446.29428
bfa,2009,7454188749.4784
bfa,2010,7844051813.92723
bfa,2011,8316137373.46538
bfa,2012,9066440745.67537
bfa,2013,9635767746.64642
bfa,2014,9841695670.60327
bfa,2015,10349257296.498
bfa,2016,10909620022.7431
bfa,2017,11502778449.7499
bfa,2018,11904727985.4238
bfa,2019,12551797168.5946
bgd,1960,34118985535.605
bgd,1961,37172385993.31329
bgd,1962,36524119649.38049
bgd,1963,38317899301.8806
bgd,1964,42377123204.7077
bgd,1965,42581240431.3261
bgd,1966,43365443359.4047
bgd,1967,42087404469.3875
bgd,1968,42690945788.5928
bgd,1969,44797215659.5795
bgd,1970,49245383681.1535
bgd,1971,48502168614.6279
bgd,1972,46445499131.1405
bgd,1973,40748180691.2083
bgd,1974,39447604792.3474
bgd,1975,37740149276.7001
bgd,1976,40843971930.0318
bgd,1977,37273583329.8458
bgd,1978,41703561739.6391
bgd,1979,43445656641.6703
bgd,1980,44792729260.2615
bgd,1981,43880500556.7559
bgd,1982,42567919887.1984
bgd,1983,43680337660.6085
bgd,1984,46745746778.9339
bgd,1985,47370612445.0491
bgd,1986,48847858005.0124
bgd,1987,50166643212.2772
bgd,1988,52029931343.0748
bgd,1989,52492747273.89551
bgd,1990,56305771169.5206
bgd,1991,56192851648.379
bgd,1992,58604243193.4208
bgd,1993,60856652182.1301
bgd,1994,63073968182.2747
bgd,1995,65385196984.8434
bgd,1996,65295826938.7816
bgd,1997,66119080781.9921
bgd,1998,67287747090.166
bgd,1999,69925898496.5744
bgd,2000,73352876909.12518
bgd,2001,76449706114.53651
bgd,2002,77620556602.70569
bgd,2003,80982191630.39859
bgd,2004,86014854365.1734
bgd,2005,91980760007.20541
bgd,2006,98532571932.96381
bgd,2007,105558792954.12
bgd,2008,109704522597.965
bgd,2009,112495176571.899
bgd,2010,117845533487.412
bgd,2011,125515801583.59599
bgd,2012,130589261680.425
bgd,2013,137345164425.026
bgd,2014,143218008397.97501
bgd,2015,151852227932.064
bgd,2016,157013887297.272
bgd,2017,168713967484.69699
bgd,2018,187886803491.59296
bgd,2019,196030804627.46201
bgd,2020,206409819947.758
bgr,1980,25208805102.2868
bgr,1981,26767342566.8252
bgr,1982,28121983729.9667
bgr,1983,29231973916.0085
bgr,1984,30266967604.2374
bgr,1985,31036311842.5801
bgr,1986,31960005975.1196
bgr,1987,33776606613.4501
bgr,1988,35405188468.4159
bgr,1989,34365342820.6313
bgr,1990,36330596969.56609
bgr,1991,28379701422.9162
bgr,1992,27500466564.8322
bgr,1993,26520845111.2929
bgr,1994,25332114081.2673
bgr,1995,30155519156.6538
bgr,1996,29478750850.1474
bgr,1997,20065141691.2265
bgr,1998,20979231466.7876
bgr,1999,21772794717.75109
bgr,2000,23390517456.3591
bgr,2001,24827169576.05989
bgr,2002,25956764339.1521
bgr,2003,27731797778.2816
bgr,2004,30061452618.4539
bgr,2005,31824629902.5164
bgr,2006,34347099297.21149
bgr,2007,37351919632.7363
bgr,2008,38532407050.5554
bgr,2009,36796258218.0911
bgr,2010,37647488097.937
bgr,2011,38427140671.0496
bgr,2012,39430953865.3367
bgr,2013,38246013375.6518
bgr,2014,38657171276.3546
bgr,2015,39664541487.1911
bgr,2016,40543676037.1798
bgr,2017,41714548288.37
bgr,2018,43400557129.9025
bgr,2019,45615639310.8139
bgr,2020,46315193833.5978
bhr,2000,7717630012.70826
bhr,2001,8237554437.84974
bhr,2002,8434053481.24348
bhr,2003,8897355078.79591
bhr,2004,9078448737.50228
bhr,2005,9442185363.05246
bhr,2006,9616847931.377
bhr,2007,10190238103.3747
bhr,2008,12343484092.1255
bhr,2009,13716054172.9808
bhr,2010,15293074463.5202
bhr,2011,16724021305.7051
bhr,2012,17514606939.2344
bhr,2013,18958708284.473
bhr,2014,19183153338.79869
bhr,2015,19619707446.80849
bhr,2016,19522188730.8368
bhr,2017,20309968070.3813
bhr,2018,20618368086.4188
bhr,2019,20323414895.7251
bhs,1989,6550128731.32567
bhs,1990,6413060035.9382
bhs,1991,6238337997.04046
bhs,1992,5924782718.18295
bhs,1993,5882913102.3865
bhs,1994,6130160275.11822
bhs,1995,6422852410.28356
bhs,1996,6837448662.68935
bhs,1997,7691965106.57957
bhs,1998,7670670300.06906
bhs,1999,8177887217.72155
bhs,2000,8383841862.86476
bhs,2001,8475175717.86871
bhs,2002,8707898280.79691
bhs,2003,8496847980.32918
bhs,2004,8341776494.2187
bhs,2005,8953779377.53638
bhs,2006,9202009089.07563
bhs,2007,9295639134.44187
bhs,2008,9109521896.4468
bhs,2009,8398269068.06341
bhs,2010,8464533557.05721
bhs,2011,8424816803.21093
bhs,2012,8616176484.9555
bhs,2013,8406059339.47519
bhs,2014,8639809421.37829
bhs,2015,8941900000
bhs,2016,9033254824.77894
bhs,2017,9802342292.60691
bhs,2018,9888066732.79888
bhs,2019,9709309885.82812
bhs,2020,8946219773.64959
bih,2000,12114180463.8307
bih,2001,12474834099.3596
bih,2002,13041471126.4466
bih,2003,13639016986.5841
bih,2004,14001468585.7574
bih,2005,14593423689.6086
bih,2006,15114315021.0828
bih,2007,15872976150.5538
bih,2008,16615371130.7735
bih,2009,16090286870.4019
bih,2010,16160456775.5016
bih,2011,16108955066.5863
bih,2012,16069324087.6065
bih,2013,16068594029.0598
bih,2014,16362516841.0556
bih,2015,16570999741.624
bih,2016,16858056998.5405
bih,2017,17055227525.9471
bih,2018,17355938294.1784
bih,2019,17699679634.4564
bih,2020,17381385453.3076
blr,1990,14316053684.1031
blr,1991,13377584920.8228
blr,1992,12064042869.2475
blr,1993,11282848681.9427
blr,1994,10038101293.0843
blr,1995,9126687275.27984
blr,1996,9434283990.53751
blr,1997,10359391697.8426
blr,1998,11547717753.2222
blr,1999,12497568407.878
blr,2000,13407658572.596
blr,2001,15249357245.1021
blr,2002,16504187325.5187
blr,2003,17445982509.1481
blr,2004,18751351789.0223
blr,2005,20998131969.1119
blr,2006,23215074772.4227
blr,2007,25832873421.107
blr,2008,29494095044.4538
blr,2009,29491347065.12329
blr,2010,31855297666.71709
blr,2011,32208123833.9541
blr,2012,34915302613.3324
blr,2013,37830464512.1441
blr,2014,39040204125.87209
blr,2015,38275806856.7123
blr,2016,37337197710.7644
blr,2017,38634126945.1296
blr,2018,41025328851.1204
blr,2019,42733027657.0534
blr,2020,42115589359.4068
blz,1980,361098955.27994
blz,1981,301375897.31868
blz,1982,329958380.98792
blz,1983,308936882.88273
blz,1984,276366405.4216
blz,1985,266675249.12226
blz,1986,256302347.25198
blz,1987,292187208.44988
blz,1988,329859439.90229
blz,1989,361354188.27066
blz,1990,383262918.47799
blz,1991,417965229.91772
blz,1992,672645885.47738
blz,1993,695578293.09302
blz,1994,731268395.8402
blz,1995,753441524.28857
blz,1996,765879208.56926
blz,1997,785673425.99323
blz,1998,832584680.68868
blz,1999,887756422.8616
blz,2000,960804706.48458
blz,2001,1046321069.44625
blz,2002,1123087305.76463
blz,2003,1167106118.9579
blz,2004,1164118112.20785
blz,2005,1145326201.68566
blz,2006,1122789062.55357
blz,2007,1166502000.5889
blz,2008,1157132159.85909
blz,2009,1198862782.64868
blz,2010,1258556154.70569
blz,2011,1303394506.26419
blz,2012,1325845968.49698
blz,2013,1381938720.74623
blz,2014,1404964569.93757
blz,2015,1469499450
blz,2016,1556887099.97151
blz,2017,1505182318.98884
blz,2018,1504035934.20294
blz,2019,1486483850.04235
blz,2020,1435384677.44352
bmu,2014,4053939402.12195
bmu,2015,4069755000
bmu,2016,4359331065.91
bmu,2017,4118080437.9607
bmu,2018,3955474245.8086
bmu,2019,3923987394.42602
bmu,2020,3586452650.17745
bol,1960,4363803902.32617
bol,1961,4699378283.2955
bol,1962,4754193222.01957
bol,1963,5031804940.83884
bol,1964,5094730263.7712
bol,1965,5547792588.88425
bol,1966,5940150484.81548
bol,1967,6279947228.65027
bol,1968,6507218689.12364
bol,1969,6910681053.80765
bol,1970,7354119506.00163
bol,1971,7662803969.22689
bol,1972,7832678177.70133
bol,1973,8517605772.73949
bol,1974,8856376652.68306
bol,1975,9308541825.24002
bol,1976,10011390932.0418
bol,1977,10496900978.0014
bol,1978,10290314824.2172
bol,1979,10617789720.9886
bol,1980,10661887501.4493
bol,1981,10857841957.7491
bol,1982,10445489808.8687
bol,1983,9822869697.19228
bol,1984,9888706965.42554
bol,1985,10072910004.5323
bol,1986,10248948713.5254
bol,1987,10466370593.6074
bol,1988,10599967912.4637
bol,1989,10775953953.5869
bol,1990,11088856199.6468
bol,1991,11457638245.4241
bol,1992,11867098523.108
bol,1993,12249183662.5539
bol,1994,12611741176.3807
bol,1995,13044808003.6408
bol,1996,13459099140.4094
bol,1997,14152064889.9848
bol,1998,14868127526.2105
bol,1999,15287606853.3044
bol,2000,15635167798.8757
bol,2001,15866462395.8964
bol,2002,16220826409.7125
bol,2003,16563460883.7584
bol,2004,17050871229.4839
bol,2005,17619179423.4169
bol,2006,18317170498.0582
bol,2007,19070893092.1063
bol,2008,20075731228.3158
bol,2009,20817103612.0035
bol,2010,21619675024.634
bol,2011,22803503697.0099
bol,2012,23862387746.193
bol,2013,25385942580.6389
bol,2014,26807982103.4155
bol,2015,28352112445.7308
bol,2016,29239703326.0608
bol,2017,30631666134.3196
bol,2018,31986495021.8654
bol,2019,33166096640.2064
bol,2020,30735373351.8079
bra,1960,158388934740.091
bra,1961,172456403805.60599
bra,1962,181349636137.66296
bra,1963,183971906902.75296
bra,1964,187153509764.64999
bra,1965,185320679724.448
bra,1966,193394287285.44101
bra,1967,210801569120.89301
bra,1968,232290565664.11801
bra,1969,229504139916.41101
bra,1970,264298891379.85101
bra,1971,295869438321.38702
bra,1972,327801726304.62201
bra,1973,360273949807.83698
bra,1974,393008034063.82098
bra,1975,390482611482.41296
bra,1976,448728120151.59698
bra,1977,481531125690.38898
bra,1978,494403356045.61298
bra,1979,543851317453.96094
bra,1980,581973314288.91003
bra,1981,567460054942.86499
bra,1982,591127922183.09302
bra,1983,604861422519.31604
bra,1984,639051023844.32605
bra,1985,660185756181.6969
bra,1986,690610325866.97083
bra,1987,702020966583.94092
bra,1988,706427257210.53796
bra,1989,720567903785.69482
bra,1990,713685942890.91882
bra,1991,750565528361.13696
bra,1992,752447089129.51904
bra,1993,782168845364.61084
bra,1994,825954331089.80701
bra,1995,882345398456.91199
bra,1996,900404574639.70911
bra,1997,923884548932
bra,1998,925786104144.92004
bra,1999,932222125906.73694
bra,2000,960285452965.60486
bra,2001,971887367968.18701
bra,2002,990533614361.07007
bra,2003,990316431101.42273
bra,2004,1029054621818.13
bra,2005,1068393574107.30005
bra,2006,1120358435390.13989
bra,2007,1185563465459.02002
bra,2008,1249778372401.37012
bra,2009,1301138298242.18994
bra,2010,1375373166942.73999
bra,2011,1433016189124.88989
bra,2012,1479039917602.75
bra,2013,1523612161961.48999
bra,2014,1552864445164.23999
bra,2015,1509201474487.29004
bra,2016,1465379003808.6499
bra,2017,1485126332038.76001
bra,2018,1514793012180.02002
bra,2019,1538781918005
bra,2020,1457541229727.33008
brb,2015,4259147900
brn,1989,2525283540.49738
brn,1990,2614388934.30574
brn,1991,2589742777.29096
brn,1992,2952483694.06217
brn,1993,3277307451.88613
brn,1994,3175563005.09535
brn,1995,3131326356.64757
brn,1996,3336711023.09792
brn,1997,3590124105.67773
brn,1998,3332919329.39761
brn,1999,3312696815.03318
brn,2000,3311254104.13703
brn,2001,3536405041.77982
brn,2002,3511972986.87947
brn,2003,3734611072.96086
brn,2004,4049461178.96987
brn,2005,4017747506.7189
brn,2006,4332795069.03178
brn,2007,4701476394.71115
brn,2008,4723973910.49948
brn,2009,4960766632.11899
brn,2010,5097278702.53725
brn,2011,5368499399.26752
brn,2012,5568659056.75669
brn,2013,5826459457.12916
brn,2014,5797026852.77529
brn,2015,5798930467.67038
brn,2016,5553092708.52074
brn,2017,5898617122.36965
brn,2018,6007674110.72798
brn,2019,6225078014.15705
brn,2020,6046818518.22856
btn,1990,304809491.92199
btn,1991,332489608.78559
btn,1992,377828051.32877
btn,1993,288375211.13025
btn,1994,265450679.74513
btn,1995,297514232.64722
btn,1996,354773975.87139
btn,1997,386026020.55068
btn,1998,459351123.66193
btn,1999,486269616.47624
btn,2000,468314737.80321
btn,2001,457882241.42329
btn,2002,531561780.25081
btn,2003,605107954.753
btn,2004,655378972.27357
btn,2005,763074986.83014
btn,2006,590320305.69609
btn,2007,868763169.59963
btn,2008,818406978.33776
btn,2009,933105326.9884
btn,2010,991965036.7316
btn,2011,1043521820.05229
btn,2012,1022689209.61882
btn,2013,1421763315.37299
btn,2014,1337497521.36264
btn,2015,1473613799.4354
btn,2016,1466832678.8946
btn,2017,1548020498.77843
btn,2018,1717752620.17887
btn,2019,1858785799.90936
btn,2020,1761182009.27521
bwa,1975,764461791.98941
bwa,1976,863728655.94144
bwa,1977,950061732.85845
bwa,1978,1044105319.71827
bwa,1979,1159265839.4717
bwa,1980,1222939881.50653
bwa,1981,1251220133.11582
bwa,1982,1252040928.76711
bwa,1983,1241644136.86088
bwa,1984,1363022826.84677
bwa,1985,1572923358.65818
bwa,1986,1732506473.86496
bwa,1987,1927906235.51368
bwa,1988,2173474197.41719
bwa,1989,2553528733.83054
bwa,1990,2956283820.68113
bwa,1991,3168546492.42064
bwa,1992,3277636613.35278
bwa,1993,3367387252.17159
bwa,1994,3486672261.26215
bwa,1995,3901281554.5043
bwa,1996,4051784252.17871
bwa,1997,4545177945.5265
bwa,1998,4712843695.24807
bwa,1999,4747892268.6791
bwa,2000,4719592616.12494
bwa,2001,4561970952.30365
bwa,2002,4792227216.26707
bwa,2003,4854022379.87523
bwa,2004,5078567770.42896
bwa,2005,5288525553.53
bwa,2006,5808514981.93317
bwa,2007,6475832542.50295
bwa,2008,7368016569.57241
bwa,2009,7726116549.19166
bwa,2010,8295020235.39919
bwa,2011,8888897043.39551
bwa,2012,9127155060.55042
bwa,2013,10155584416.8132
bwa,2014,10525215236.1217
bwa,2015,10570174745.7794
bwa,2016,10843972486.6213
bwa,2017,10764134198.8425
bwa,2018,11142469116.1852
bwa,2019,11833414449.9958
bwa,2020,11824657094.5467
caf,2009,2622586967.59784
caf,2010,2567983181.78786
caf,2011,2553687919.52809
caf,2012,2758555016.87441
caf,2013,1631182825.88592
caf,2014,1618280678.88513
caf,2015,1648416294.87373
caf,2016,1776155465.60918
caf,2017,1794307124.1995
caf,2018,2000760473.23843
caf,2019,2115264108.34415
caf,2020,2415418159.20491
can,1961,232124168651.82401
can,1962,244027740536.509
can,1963,254620646654.509
can,1964,268578087741.53101
can,1965,283374814705.23602
can,1966,299804946685.41602
can,1967,314342989672.81403
can,1968,329941226691.20502
can,1969,345936933668.65503
can,1970,358448207918.12701
can,1971,376105241545.784
can,1972,398517955194.66602
can,1973,423262931258.90997
can,1974,445691247985.104
can,1975,466296457773.33502
can,1976,485430043145.64398
can,1977,500579894579.03699
can,1978,512623895332.51294
can,1979,522572143885.65802
can,1980,533116598433.08002
can,1981,540163069512.02399
can,1982,532204428754.76099
can,1983,543256807142.89899
can,1984,561583750250.00696
can,1985,587599768334.71692
can,1986,604683179883.93799
can,1987,623893344124.33398
can,1988,647510786128.61499
can,1989,667885850331.00403
can,1990,680658271517.35498
can,1991,679893511155.35901
can,1992,688908444978.78894
