geo,time,ny_gnp_mktp_kn
chl,2016,141453984140143
chl,2017,141537266587129
chl,2018,146274339254207
chl,2019,149057364664285
chl,2020,139162409495698
chn,1995,11261604288573.19922
chn,1996,12391425444425.09961
chn,1997,13568378866921.09961
chn,1998,14573757436021.09961
chn,1999,15726281571591.40039
chn,2000,17074914771007.59961
chn,2001,18457563199023.30078
chn,2002,20213517983407.39844
chn,2003,22319780333973.89453
chn,2004,24653612320223.39844
chn,2005,27346762757090.39844
chn,2006,30975300157801.60156
chn,2007,35524907004868.10156
chn,2008,39103274287907.20312
chn,2009,42450431289362.09375
chn,2010,46840760684589.39844
chn,2011,51055744623034.70312
chn,2012,55460343336976.29688
chn,2013,59422572003527.50781
chn,2014,64435515536480.09375
chn,2015,68557120000000
chn,2016,73236882108524.28125
chn,2017,78613796455254.5
chn,2018,83662283944511.29688
chn,2019,88783730652437.20312
chn,2020,90480451160331.8125
civ,2008,13099649189631.59961
civ,2009,13754372127919.90039
civ,2010,14640728102228.19922
civ,2011,13906359373252.90039
civ,2012,15169558576137.59961
civ,2013,16572497556022.09961
civ,2014,24805038721939.5
civ,2015,26490650000000
civ,2016,28368068819856.39844
civ,2017,30225051999759
civ,2018,32018553524470.89453
civ,2019,34438434377570.30078
civ,2020,34988661167093.30078
cmr,1967,2624037600264.10938
cmr,1968,2824608084402.66943
cmr,1969,3034158617473.14014
cmr,1970,3155624474159.56982
cmr,1971,3331293387926.18945
cmr,1972,3474199240257.33008
cmr,1973,3459434318232.06006
cmr,1974,3863506015044.08008
cmr,1975,4393034831736.95996
cmr,1976,4138175795612.06982
cmr,1977,4154621593503
cmr,1978,5889154200300.08984
cmr,1979,6421875222433.68945
cmr,1980,5665492364719.13965
cmr,1981,7080516290866.70996
cmr,1982,7837035093790.29004
cmr,1983,8432532317720.58887
cmr,1984,9268897437824.75
cmr,1985,10053007110974.40039
cmr,1986,10901575680447.09961
cmr,1987,10672021834120.5
cmr,1988,9923120652871.96094
cmr,1989,9626496169307.25
cmr,1990,8855928797330.30078
cmr,1991,8358052274056.15039
cmr,1992,8189994413746.07031
cmr,1993,7566850941858.00977
cmr,1994,7655857463992.26855
cmr,1995,7865492224924.09961
cmr,1996,8191200008079.61914
cmr,1997,8540827088985.66113
cmr,1998,9043838055796.31055
cmr,1999,9483220640002.46289
cmr,2000,9663731497029.90039
cmr,2001,10018046266156.80078
cmr,2002,10573172732117.80078
cmr,2003,11382651303133.09961
cmr,2004,12319166581438.09961
cmr,2005,12542457126766.09961
cmr,2006,13185907952021.40039
cmr,2007,13639038101696.09961
cmr,2008,14109923974799.19922
cmr,2009,14626079814943.09961
cmr,2010,14967946934981.19922
cmr,2011,15468966628866.5
cmr,2012,16104104262188.30078
cmr,2013,16841330488565.90039
cmr,2014,17995270901415.10156
cmr,2015,18910075634151.30078
cmr,2016,19707566000000
cmr,2017,20367385031317
cmr,2018,21166545586923.19922
cmr,2019,21835151346211.69531
cmr,2020,21937108945760.10156
cod,1994,5085266606968.17969
cod,1995,5012385965618.12988
cod,1996,5370641518675.66016
cod,1997,5042272248479.48047
cod,1998,4988613897037.0498
cod,1999,4609467152918.26953
cod,2000,4613504232065.20996
cod,2001,4377889950331.02002
cod,2002,4586794706962.37988
cod,2003,4879220879489.90039
cod,2004,5182739081776.26953
cod,2005,5429574624361.36035
cod,2006,5777124179086.98047
cod,2007,6094337086839.7002
cod,2008,6298454733859.98047
cod,2009,6640503385363.60938
cod,2010,7094254744394.29004
cod,2011,7490877725267.05957
cod,2012,7952998775174.26855
cod,2013,8270412553854.50879
cod,2014,9100605442853.51953
cod,2015,9919671104065.5
cod,2016,10795979158351.90039
cod,2017,11099303454719.80078
cod,2018,11767880040243.19922
cod,2019,12231986708191.40039
cod,2020,12460114876484.40039
cog,1960,551083992582.26294
cog,1961,594945354746.60498
cog,1962,627448430407.34595
cog,1963,603530786928.89697
cog,1964,626724096832.42004
cog,1965,649412025238.31396
cog,1966,657687505130.46594
cog,1967,674527975603.99194
cog,1968,724087449259.98596
cog,1969,776456616525.49414
cog,1970,822705640560.30701
cog,1971,887944058086.44189
cog,1972,969620328521.32483
cog,1973,1027778294671.90002
cog,1974,1116972056120.48999
cog,1975,1196423136569.51001
cog,1976,1202138357000.20996
cog,1977,1095421346063.58997
cog,1978,1160158533741.72998
cog,1979,1257923145105.07007
cog,1980,1447469773305.84009
cog,1981,1746919720439.11011
cog,1982,2124355381410.84009
cog,1983,2207714476435.77979
cog,1984,2423546891496.62012
cog,1985,2405340151206.72021
cog,1986,2384030945728.99023
cog,1987,2387238233346.16943
cog,1988,2241248714243.24023
cog,1989,2272213599177.64941
cog,1990,2202872758912.5
cog,1991,2281489965353.0498
cog,1992,2400604609904.56006
cog,1993,2260685536077.5498
cog,1994,2196234351453.51001
cog,1995,1834474584469.64966
cog,1996,1902182487133.84009
cog,1997,2132650208793.62964
cog,1998,2399351609949.06982
cog,1999,2063713422938.04004
cog,2000,1989605768293.53003
cog,2001,2222074903711.02979
cog,2002,2328015466731.2998
cog,2003,2324061992760.41992
cog,2004,2286160353370.18945
cog,2005,2659381940000
cog,2006,3217481050864.91016
cog,2007,3009772004850.68018
cog,2008,3256681119447.22021
cog,2009,3933452727718.45996
cog,2010,4234750983283.00977
cog,2011,4204095118649.68945
cog,2012,4870909688487.11035
cog,2013,5016708764602.71973
cog,2014,5575610504682.66992
cog,2015,5272767568763.40918
cog,2016,4582495601215.50977
cog,2017,3975662085678.5
cog,2018,3658968773917.12012
cog,2019,3420228692856.5
cog,2020,3498260053889.37012
col,1968,120675672897130
col,1969,127581675816354
col,1970,134963176483716
col,1971,143235866414739
col,1972,154149950747184
col,1973,164849636679143
col,1974,175326785082238
col,1975,177725245397553
col,1976,186224490608414
col,1977,195266004841440
col,1978,212203582043145
col,1979,224626509228604
col,1980,234509146947017
col,1981,238482881961727
col,1982,237964814990357
col,1983,240145253817565
col,1984,245694733039131
col,1985,251653425481550
col,1986,265307843108002
col,1987,278736168936121
col,1988,293196187743717
col,1989,298969801907467
col,1990,315416996340902
col,1991,323496470615088
col,1992,337981530664687
col,1993,359369584931392
col,1994,384012899327894
col,1995,404377925144212.9375
col,1996,411051478133150
col,1997,424867506014542
col,1998,429382120493372.9375
col,1999,411891303990200.9375
col,2000,421622101472295.0625
col,2001,427549188077292.9375
col,2002,437339878975090
col,2003,451267418364587.0625
col,2004,474903143373627.0625
col,2005,502571129240166
col,2006,535654372781214
col,2007,569290616725215
col,2008,584881595110119
col,2009,593894977565839
col,2010,616353927667767
col,2011,654337298201382
col,2012,683196167672216
col,2013,720566522230398
col,2014,757764341031491
col,2015,793476000000000
col,2016,812695672183993.875
col,2017,817300597993220
col,2018,831589713932219
col,2019,861043955154825.875
col,2020,805822559653871
com,1980,151835764367.832
com,1981,157445773651.83701
com,1982,167787584751.67401
com,1983,174882097657.892
com,1984,181929502482.98697
com,1985,185601845395.92599
com,1986,189165457503.29599
com,1987,192754144264.45599
com,1988,197266357898.21701
com,1989,192904186334.78296
com,1990,201648150994.78799
com,1991,190851193243.97
com,1992,209126126592.742
com,1993,214470154517.509
com,1994,202627753285.04599
com,1995,210180752600.83496
com,1996,207131030475.87
com,1997,215416924291.33801
com,1998,217825090737.71201
com,1999,222353433210.79001
com,2000,246583709774.284
com,2001,252564785998.62601
com,2002,257496993824.354
com,2003,262731882754.59799
com,2004,267523411538.918
com,2005,275350542927.89093
com,2006,282779090171.70697
com,2007,286184161000
com,2008,296482693389.513
com,2009,306134880532.51703
com,2010,317918675511.04797
com,2011,331007010836.24493
com,2012,341296040109.42297
com,2013,357305438890.15894
com,2014,365217595942.75
com,2015,370359972266.62299
com,2016,383188085896.41296
com,2017,397937265983.17603
com,2018,408725198651.07202
cpv,2007,119444000001.593
cpv,2008,126682081087.056
cpv,2009,125136454879.79601
cpv,2010,124562228579.121
cpv,2011,130206292926.435
cpv,2012,131171838590.841
cpv,2013,133269474685.117
cpv,2014,131982254780.243
cpv,2015,135066469755.37399
cpv,2016,141598902329.28601
cpv,2017,147033655707.23599
cpv,2018,155417499539.439
cpv,2019,164581125600.68201
cpv,2020,139848104055.45901
cri,1960,2659359974122.16943
cri,1961,2702907534289.29004
cri,1962,2821305512781.18945
cri,1963,3026986228229.02002
cri,1964,3121329967968.60938
cri,1965,3365027050377.29004
cri,1966,3598814323284.87988
cri,1967,3797735183394.9502
cri,1968,4123482714957.68945
cri,1969,4381259717318.7998
cri,1970,4722555307400.90039
cri,1971,5048434556159.37988
cri,1972,5376438770208.36035
cri,1973,5816367883565.66992
cri,1974,6161855834784.01953
cri,1975,6226808843104.28027
cri,1976,6577279433590.36035
cri,1977,7194525295724.20996
cri,1978,7596554242030.03027
cri,1979,7937098968776.91016
cri,1980,7932644197696.89941
cri,1981,7264064646677.13965
cri,1982,6332976051457.33984
cri,1983,6908050192827.71973
cri,1984,7664206427897.26855
cri,1985,7803290664823.24023
cri,1986,8299909496263.75879
cri,1987,8698884529953.21875
cri,1988,8924280746674.76953
cri,1989,9412601321227.10156
cri,1990,10102788790278.19922
cri,1991,10538478082738.69922
cri,1992,11534138347640.90039
cri,1993,12369960209691.19922
cri,1994,13092343166323.30078
cri,1995,13578399402492.90039
cri,1996,13823642302776.69922
cri,1997,14569859529983
cri,1998,15450801941117.90039
cri,1999,15829496904744
cri,2000,16298131287992.5
cri,2001,16865559379561.30078
cri,2002,17446684601255.80078
cri,2003,18195162504494.60156
cri,2004,19082529003574.60156
cri,2005,19942891453288.30078
cri,2006,21596796341239
cri,2007,23450434103243.5
cri,2008,24718705151034.80078
cri,2009,24142930256347.80078
cri,2010,25470394877341.10156
cri,2011,26559503770589.5
cri,2012,27906809817921.30078
cri,2013,28449982131526
cri,2014,29301003911850.80078
cri,2015,30296675457609.39844
cri,2016,31578881691148.19922
cri,2017,32548530514885.39844
cri,2018,33349314214388.30078
cri,2019,33881129185033.89453
cri,2020,32576509393829.69531
cub,1970,14174399419.9683
cub,1971,15391069205.0648
cub,1972,16133843860.6736
cub,1973,16687998709.0462
cub,1974,16852699085.6831
cub,1975,18449426343.8634
cub,1976,19450525665.6042
cub,1977,21144035292.4373
cub,1978,22539741847.1365
cub,1979,22788056513.0984
cub,1980,21678173272.9384
cub,1981,25945779918.88169
cub,1982,28257793044.9715
cub,1983,29798994650.7527
cub,1984,32180247734.3083
cub,1985,32628321203.8025
cub,1986,32693043910.8512
cub,1987,31897522083.1846
cub,1988,33170932249.86309
cub,1989,33442920756.3022
cub,1990,32243773548.178
cub,1991,28878319810.58689
cub,1992,25670109931.272
cub,1993,21826240049.897
cub,1994,21970048737.3126
cub,1995,22371507865.2924
cub,1996,24190217609.8954
cub,1997,24882382100
cub,1998,24970697965.8244
cub,1999,26498983893.5206
cub,2000,28018061462.6124
cub,2001,29035964773.7508
cub,2002,29380564651.0418
cub,2003,30563172175.7724
cub,2004,32279288201.1728
cub,2005,35984082559.1457
cub,2006,40443074565.0175
cub,2007,43183396338.0692
cub,2008,44974385243.2415
cub,2009,45223385173.009
cub,2010,46434065398.8792
cub,2011,48080152359.5506
cub,2012,49605145091.53809
cub,2013,51052179983.009
cub,2014,51520154088.8292
cub,2015,53818111643.1006
cub,2016,54006945549.8442
cub,2017,54988523510.83849
cub,2018,56187732574.1434
cyp,1976,3362571042.16398
cyp,1977,3943064635.14033
cyp,1978,4246622658.53711
cyp,1979,4654810996.73669
cyp,1980,4929780783.01464
cyp,1981,5044997078.03501
cyp,1982,5345226730.00288
cyp,1983,5603725316.13455
cyp,1984,6102300119.42937
cyp,1985,6406093601.26605
cyp,1986,6552853062.38028
cyp,1987,7024027937.29041
cyp,1988,7630681287.83731
cyp,1989,8263233546.38456
cyp,1990,8884190488.25608
cyp,1991,8955864823.02525
cyp,1992,9785340399.42036
cyp,1993,9865775443.92603
cyp,1994,10435503106.3696
cyp,1995,10818591302.303
cyp,1996,10978001510.2114
cyp,1997,11192574683.9696
cyp,1998,12933771808.8769
cyp,1999,12426547566.4536
cyp,2000,12771825018.6822
cyp,2001,13473534661.9491
cyp,2002,14288710390.9475
cyp,2003,14818365561.4709
cyp,2004,15301314627.81
cyp,2005,16132343921.6523
cyp,2006,16837172461.0028
cyp,2007,17528028336.718
cyp,2008,19099835373.266
cyp,2009,18973524301.2038
cyp,2010,19132821000
cyp,2011,19998630355.9332
cyp,2012,18686273675.6741
cyp,2013,17376378431.0856
cyp,2014,16802495629.2437
cyp,2015,17728104005.8613
cyp,2016,18226231425.4976
cyp,2017,19509079117.6322
cyp,2018,20482006445.9221
cyp,2019,21313536723.08789
cyp,2020,19942271413.0222
cze,1992,2625972448177.25
cze,1993,2622307922603.45996
cze,1994,2698995345737.85986
cze,2004,3357677907426.66016
cze,2005,3586394961865.8999
cze,2006,3767676961509.91016
cze,2007,3967047662588.64014
cze,2008,4091294660522.47998
cze,2009,3863922698104.43994
cze,2010,3937181606934.36963
cze,2011,3985054138506.87988
cze,2012,4023809016342.52002
cze,2013,4023081889693.75977
cze,2014,4088138802329.12939
cze,2015,4308149000000
cze,2016,4421113543086.80957
cze,2017,4706752339888.9502
cze,2018,4866577166189.16992
cze,2019,4984132960347
cze,2020,4820750793718.36035
deu,1970,1267367544087.37988
deu,1971,1306193943345.04004
deu,1972,1361243639329.45996
deu,1973,1426762173205.32007
deu,1974,1439585393146.6001
deu,1975,1428319901487.90991
deu,1976,1500370116831.13989
deu,1977,1549284717958.28003
deu,1978,1600700563377.15991
deu,1979,1663919857506.87988
deu,1980,1687985944461.69995
deu,1981,1695569513147.22998
deu,1982,1687462056016.84009
deu,1983,1718063982895.37988
deu,1984,1772692630262.20996
deu,1985,1814191462335.15991
deu,1986,1853258675675.81006
deu,1987,1877759163756.09009
deu,1988,1956737677561.97998
deu,1989,2036278155989.04004
deu,1990,2145205150466.8501
deu,1991,2242827485063.37012
deu,1992,2282529446765.68018
deu,1993,2256384552174.18945
deu,1994,2295033187355.24023
deu,1995,2325137123827.52979
deu,1996,2347444084396.77979
deu,1997,2384601474760.41016
deu,1998,2423254860709.12012
deu,1999,2465973663183.0498
deu,2000,2541299367916.64014
deu,2001,2580411153906.52979
deu,2002,2565912900010.04004
deu,2003,2548981189996.62012
deu,2004,2621357358756.85986
deu,2005,2646256275395.37012
deu,2006,2770555799827.66943
deu,2007,2846413383365.79004
deu,2008,2859384941532.22949
deu,2009,2731818886498.39014
deu,2010,2838678937696.16016
deu,2011,2965346654953
deu,2012,2973085944129.5498
deu,2013,2983895182731.93994
deu,2014,3040895009859.72021
deu,2015,3095143000000
deu,2016,3170858714275.64941
deu,2017,3252445681116.06982
deu,2018,3314171464613.45996
deu,2019,3350215548974.70947
deu,2020,3183553287878.04004
dji,2013,358105109000
dji,2014,384564502121.97803
dji,2015,414184390256.09998
dji,2016,431249112090.22498
dji,2017,447679274776.23102
dji,2018,486062384348.98895
dnk,1966,746200401449.99695
dnk,1967,786634130428.42896
dnk,1968,828753999518.0061
dnk,1969,883218523224.89099
dnk,1970,895866993732.99084
dnk,1971,921704584339.84302
dnk,1972,957341992569.14001
dnk,1973,999114619678.37195
dnk,1974,983906175126.29211
dnk,1975,969029238078.81885
dnk,1976,1027502202105.73999
dnk,1977,1045151045251.71997
dnk,1978,1067191876349.98999
dnk,1979,1100424754108.79004
dnk,1980,1097876116407.37
dnk,1981,1081608179232.07996
dnk,1982,1114278961105.48999
dnk,1983,1145514573560.3999
dnk,1984,1187441943065.31006
dnk,1985,1233620882607.6001
dnk,1986,1296977571432.51001
dnk,1987,1304430343326.19995
dnk,1988,1301556448225.38989
dnk,1989,1305407279331.1499
dnk,1990,1320814542581.11011
dnk,1991,1337136241165.08008
dnk,1992,1366352461869.45996
dnk,1993,1373201389416.16992
dnk,1994,1448249681392.37988
dnk,1995,1498655419640.31006
dnk,1996,1539669233588.72998
dnk,1997,1592232524412.15991
dnk,1998,1633750062941.32007
dnk,1999,1687956633598.54004
dnk,2000,1730358098009.34009
dnk,2001,1758334573974.75
dnk,2002,1770443789307.37012
dnk,2003,1783363587084.6499
dnk,2004,1849045514881.88965
dnk,2005,1904850904067.76001
dnk,2006,1987057789448.86011
dnk,2007,1991448022480.96948
dnk,2008,1993176141679.83008
dnk,2009,1893219338623.31006
dnk,2010,1941006098692.6897
dnk,2011,1975672186988.8501
dnk,2012,1983131540179.27002
dnk,2013,2019489584205.03003
dnk,2014,2061965676717.9895
dnk,2015,2098865221000
dnk,2016,2153928052728.01001
dnk,2017,2208948757423.85986
dnk,2018,2265642758815.47998
dnk,2019,2316075995891.83984
dnk,2020,2279742018137.22949
dom,1960,131286120407.472
dom,1961,126495306059.7
dom,1962,148321956252.66699
dom,1963,158679717279.159
dom,1964,169945098559.108
dom,1965,149661117577.95001
dom,1966,168801390561.733
dom,1967,174395532786.444
dom,1968,175048371680.51801
dom,1969,193859445386.64301
dom,1970,232228822636.427
dom,1971,258760576122.21497
dom,1972,291486800509.00897
dom,1973,323691098730.82294
dom,1974,341683286048.69501
dom,1975,359852863552.32001
dom,1976,383710590012.05493
dom,1977,396892162688.00598
dom,1978,411802822501.93695
dom,1979,434268086236.30493
dom,1980,451926783868.15399
dom,1981,467796234771.27197
dom,1982,479499533647.20801
dom,1983,500985912515.24597
dom,1984,508201989983.59198
dom,1985,481636859131.47906
dom,1986,508977280834.72198
dom,1987,554684616604.21997
dom,1988,559423272668.78601
dom,1989,593110684893.802
dom,1990,562800698012.68201
dom,1991,571355199833.45105
dom,1992,634896773252.42102
dom,1993,670450901090.30005
dom,1994,692311328081.98596
dom,1995,731869292994.66895
dom,1996,781240634842.13403
dom,1997,850250602222.93201
dom,1998,905390321833.39014
dom,1999,956496522551.48401
dom,2000,1003174530097.27002
dom,2001,1027551138057.57996
dom,2002,1074449704790.81995
dom,2003,1034716307422.94995
dom,2004,1041576438199.41003
dom,2005,1176978946142.41992
dom,2006,1291094829315.43994
dom,2007,1386003158500
dom,2008,1451674024388.77002
dom,2009,1464826500695.31006
dom,2010,1587123805267.31006
dom,2011,1632807255564.97998
dom,2012,1675823068915.56006
dom,2013,1743639204229.09009
dom,2014,1864767562103.65991
dom,2015,2006296459421.87988
dom,2016,2135003225228.1001
dom,2017,2225631407542.12012
dom,2018,2393263660137.37988
dom,2019,2506043273918.43018
dom,2020,2328664807193.85986
dza,1960,2972478998378.47998
dza,1961,2663301580618.95996
dza,1962,2001589449319.51001
dza,1963,2467712545782.79004
dza,1964,2558573569125.41992
dza,1965,2651664746069.2002
dza,1966,2487876767896.95996
dza,1967,2770563430388.49023
dza,1968,3096932805431.37012
dza,1969,3401057235534.41016
dza,1970,3638950296632.64014
dza,1971,3262219722518.83008
dza,1972,4173642297163.14014
dza,1973,4317397290726.75049
dza,1974,4648276953368.55957
dza,1975,4862533308577.91992
dza,1976,5245901424075.68945
dza,1977,5350440481493.99023
dza,1978,5888611193847.36914
dza,1979,6300816640920.56934
dza,1980,6347975882197.70996
dza,1981,6514321386693.12012
dza,1982,6960461403304.12012
dza,1983,7387076468293.61914
dza,1984,7853011847160.21875
dza,1985,8176984729629.04004
dza,1986,8238591713393.83008
dza,1987,8184406381055.79883
dza,1988,8031688915151.54883
dza,1989,8418227796392.79004
dza,1990,8482256052014.83008
dza,1991,8267027683836.25
dza,1992,8493378066695
dza,1993,8378226316172.96973
dza,1994,8268928868627.56934
dza,1995,8524371508104.32031
dza,1996,8860775675494.92969
dza,1997,9009212456703.11914
dza,1998,9510312354471.21875
dza,1999,9776116957720.67969
dza,2000,10077439395560.90039
dza,2001,10530758783209.19922
dza,2002,11041026544543.19922
dza,2003,11842976452170.90039
dza,2004,12291853551350
dza,2005,12887346546121
dza,2006,13192924460966.09961
dza,2007,13961747113100.90039
dza,2008,14368149488371.90039
dza,2009,14579578206548
dza,2010,15195767266633.90039
dza,2011,15522897372512.59961
dza,2012,16004319000000
dza,2013,16343978783272
dza,2014,16927758161533.80078
dza,2015,17553233912040.80078
dza,2016,18364747422783
dza,2017,18512299252382.30078
dza,2018,18531404399957.60156
dza,2019,18722893635134.10156
dza,2020,17862872043443.60156
ecu,1960,8144836587.23283
ecu,1961,8531928725.28127
ecu,1962,8953954829.19741
ecu,1963,9201811719.73827
ecu,1964,9898335690.58886
ecu,1965,10200569410.4764
ecu,1966,10166022334.4875
ecu,1967,10642017814.218
ecu,1968,10835403459.4746
ecu,1969,11360287493.9079
ecu,1970,12125129452.6802
ecu,1971,12849784159.1335
ecu,1972,13485075822.4767
ecu,1973,15141448007.821
ecu,1974,16883702564.4028
ecu,1975,19104518298.4742
ecu,1976,20339389333.1811
ecu,1977,20598243416.9458
ecu,1978,21673576491.7669
ecu,1979,22314293131.0528
ecu,1980,22979477426.89709
ecu,1981,24265558299.4412
ecu,1982,24006512477.4778
ecu,1983,23907888193.5326
ecu,1984,24166256878.7242
ecu,1985,25174644825.3086
ecu,1986,26007018896.9524
ecu,1987,25713563194.12889
ecu,1988,26880606950.4971
ecu,1989,27028255146.2078
ecu,1990,28449807609.7935
ecu,1991,30103053542.7193
ecu,1992,31163912145.6601
ecu,1993,32123748119.7675
ecu,1994,33620977046.5894
ecu,1995,34500113877.4075
ecu,1996,34989469072.7808
ecu,1997,36643678060.8599
ecu,1998,37680191182.1121
ecu,1999,35053971617.6382
ecu,2000,35356141997.735
ecu,2001,37437277591.1411
ecu,2002,39172624622.1698
ecu,2003,40134545326.3903
ecu,2004,43275367117.7373
ecu,2005,45818256543.6863
ecu,2006,48012831091.3555
ecu,2007,48973356000
ecu,2008,52926925089.044
ecu,2009,53456973956.8541
ecu,2010,55679867328.6237
ecu,2011,59981474992.3658
ecu,2012,63373542515.1668
ecu,2013,66490430705.2443
ecu,2014,68996590899.4388
ecu,2015,68931686096.5957
ecu,2016,68012287882.5639
ecu,2017,69296683822.78819
ecu,2018,69884229912.8853
ecu,2019,69752072547.13901
ecu,2020,64397938218.9408
egy,1965,274062336959.022
egy,1966,288177181698.229
egy,1967,291946823857.12402
egy,1968,287527792542.27197
egy,1969,299923824693.12598
egy,1970,317437233800.14301
egy,1971,330091978979.94098
egy,1972,340835880127.75
egy,1973,349895453283.77502
egy,1974,355589638947.60199
egy,1975,383625723614.01202
egy,1976,431111010291.93402
egy,1977,468095890290.62799
egy,1978,500727843826.69507
egy,1979,516994955385.87
egy,1980,561768388628.02905
egy,1981,599891118982.151
egy,1982,669230448192.94495
egy,1983,706012977758.50806
egy,1984,775925162546.19812
egy,1985,798353405839.31006
egy,1986,827878204065.38306
egy,1987,941645187096.42395
egy,1988,1000834785872.20996
egy,1989,1042823909607.28003
egy,1990,1087411786111.05005
egy,1991,1136324117270.12988
egy,1992,1185649163772.62012
egy,1993,1219498359205.6499
egy,1994,1267092390525.96997
egy,1995,1327683917867.38989
egy,1996,1395354010455.82007
egy,1997,1471967778103.16992
egy,1998,1559162885229.87988
egy,1999,1646360624496.59009
egy,2000,1749600601616.45996
egy,2001,1823430540743.44971
egy,2002,1848162334728.17993
egy,2003,1902349172548.34009
egy,2004,1977578401002.5
egy,2005,2065573675240.95996
egy,2006,2224676895190.22949
egy,2007,2392009191860.8999
egy,2008,2561176213978.06006
egy,2009,2660695854792.24023
egy,2010,2740244837725.50977
egy,2011,2769913248276.33008
egy,2012,2838761143325.68945
egy,2013,2892500939527.3501
egy,2014,2983280064886.24023
egy,2015,3135167188134
egy,2016,3284660264439.72021
egy,2017,3402751680000
egy,2018,3562029235153.4502
egy,2019,3717351381214.45996
egy,2020,3871391305217.24951
eri,1992,16275381300
eri,1993,18465195200
eri,1994,22385918425.9646
eri,1995,23099091077.86349
eri,1996,25083783253.9276
eri,1997,27112688497.6169
eri,1998,27666768267.0975
eri,1999,27689872427.0082
eri,2000,26766099000
eri,2001,29081351106.8807
eri,2002,29916951588.31829
eri,2003,29098968533.4434
eri,2004,29497727456.32529
eri,2005,30304439257.436
eri,2006,30023293318.363
eri,2007,30464350582.9522
eri,2008,27463178032.8153
eri,2009,28524376650.3312
eri,2010,29145403836.4599
eri,2011,31387373100
esp,1970,345288834199.84497
esp,1971,362110084179.98999
esp,1972,392205807655.44495
esp,1973,424116423350.42798
esp,1974,450070445962.13293
esp,1975,450287855087.82202
esp,1976,463186391324.19397
esp,1977,475385247512.46497
esp,1978,481731897672.00403
esp,1979,483500494052.70697
esp,1980,492419873631.47803
esp,1981,488229463720.96002
esp,1982,493862021512.89093
esp,1983,501239745465.82294
esp,1984,510419859818.24707
esp,1985,526420003719.95502
esp,1986,544663553613.99902
esp,1987,575223799458.57605
esp,1988,603037947097.01001
esp,1989,634499345653.45203
esp,1990,658017594227.00195
esp,1991,674436961296.36902
esp,1992,679295542448.38
esp,1993,675982244848.18396
esp,1994,680414126468.27002
esp,1995,712003283071.76404
esp,1996,728634342803.83386
esp,1997,755840840908.01501
esp,1998,788422819151.75696
esp,1999,824173020258.84302
esp,2000,869153985826.06592
esp,2001,897317959987.89294
esp,2002,924041168916.78882
esp,2003,954542225740.67395
esp,2004,983249319977.38
esp,2005,1014540177307.44995
esp,2006,1051154097274.60999
esp,2007,1082268952109.77002
esp,2008,1088356708282.44995
esp,2009,1056306087806.70996
esp,2010,1063136713205.56006
esp,2011,1051330886039.93994
esp,2012,1030243488424.98999
esp,2013,1016776398792.16003
esp,2014,1033990335650.28003
esp,2015,1077348000000
esp,2016,1113000149754.31006
esp,2017,1143695888145.70996
esp,2018,1171113246686.6499
esp,2019,1196388076491.31006
esp,2020,1070883763544.17004
est,2000,12139519360.2523
est,2001,12770338310.726
est,2002,13638827968.6245
est,2003,14559097659.5956
est,2004,15600944221.7747
est,2005,17241281174.7104
est,2006,18684960884.7366
est,2007,19748408476.3101
est,2008,19014614064.5256
est,2009,16579995583.6817
est,2010,16593504879.7562
est,2011,17842118253.0748
est,2012,18598210239.0202
est,2013,19194682925.9063
est,2014,19681195033.1615
est,2015,20175962000
est,2016,20800779007.5121
est,2017,21968279520.6918
est,2018,22983152103.861
est,2019,23845155374.3204
eth,2011,977830591313.67603
eth,2012,1062345091713.09998
eth,2013,1174727613786.03003
eth,2014,1294561890679.75
eth,2015,1427250574389.40991
eth,2016,1562975451000
eth,2017,1707960515438.8999
eth,2018,1826555607136.55005
eth,2019,1973919626601.53003
eth,2020,2093447304934.15991
fin,1970,70562150055.3299
fin,1971,72195688649.521
fin,1972,77699983124.06038
fin,1973,83100613075.5639
fin,1974,85803411538.62158
fin,1975,87133671470.59109
fin,1976,87329226822.7401
fin,1977,87275176613.45009
fin,1978,89848538166.2196
fin,1979,96451769454.97031
fin,1980,101673126085.26801
fin,1981,102496660329.894
fin,1982,105392235557.717
fin,1983,108680070484.63499
fin,1984,112349980902.937
fin,1985,116643188464.71201
fin,1986,120181501339.097
fin,1987,124412501199.946
fin,1988,131149070864.30901
fin,1989,136520415452.854
fin,1990,136837806334.396
fin,1991,127732504543.217
fin,1992,122210629298.586
fin,1993,120664388882.151
fin,1994,126886586220.33501
fin,1995,133362441479.401
fin,1996,139324416279.11801
fin,1997,149374869824.66299
fin,1998,156755964595.66699
fin,1999,165303877905.97601
fin,2000,175581760325.87299
fin,2001,181284874329.77701
fin,2002,185037183465.039
fin,2003,186997932597.17096
fin,2004,197073312962.638
fin,2005,201949840669.595
fin,2006,211108663035.15201
fin,2007,220927045251.23901
fin,2008,222378308630.60501
fin,2009,206607650165.314
fin,2010,213283342568.23495
fin,2011,216762748124.26599
fin,2012,213907212063.90601
fin,2013,211864108676.595
fin,2014,212322330615.42999
fin,2015,213464000000
fin,2016,218316517002.04697
fin,2017,224377696636.11801
fin,2018,227738216665.186
fin,2019,230755965700.39801
fin,2020,226970835642.651
fra,1971,868680544634.75293
fra,1972,907034619470.24011
fra,1973,963675861381.38403
fra,1974,1003944588373.59998
fra,1975,994953011375.69409
fra,1976,1038603135926.5
