geo,time,ag_lnd_agri_k2
brn,2003,110
brn,2004,110
brn,2005,110
brn,2006,103
brn,2007,114
brn,2008,114
brn,2009,134
brn,2010,134
brn,2011,134
brn,2012,134
brn,2013,144
brn,2014,144
brn,2015,144
brn,2016,144
brn,2017,144
brn,2018,144
btn,1961,3610
btn,1962,3630
btn,1963,3630
btn,1964,3650
btn,1965,3660
btn,1966,3680
btn,1967,3680
btn,1968,3700
btn,1969,3700
btn,1970,3820
btn,1971,3820
btn,1972,3850
btn,1973,3850
btn,1974,3920
btn,1975,3920
btn,1976,3980
btn,1977,4000
btn,1978,4000
btn,1979,4050
btn,1980,4130
btn,1981,4130
btn,1982,4180
btn,1983,4300
btn,1984,4440
btn,1985,4440
btn,1986,4440
btn,1987,4650
btn,1988,4600
btn,1989,4520
btn,1990,4540
btn,1991,5040
btn,1992,5040
btn,1993,5050
btn,1994,5090
btn,1995,5650
btn,1996,5700
btn,1997,5720
btn,1998,5720
btn,1999,5720
btn,2000,5300
btn,2001,5350
btn,2002,5350
btn,2003,5370
btn,2004,5840
btn,2005,5930
btn,2006,5770
btn,2007,5630
btn,2008,5213
btn,2009,5200
btn,2010,5200
btn,2011,5196
btn,2012,5196
btn,2013,5196
btn,2014,5256
btn,2015,5256
btn,2016,5190
btn,2017,5130
btn,2018,5130
bwa,1961,260000
bwa,1962,260000
bwa,1963,260000
bwa,1964,260000
bwa,1965,260010
bwa,1966,260010
bwa,1967,260010
bwa,1968,260010
bwa,1969,260010
bwa,1970,260010
bwa,1971,260010
bwa,1972,260020
bwa,1973,260020
bwa,1974,260020
bwa,1975,260020
bwa,1976,260020
bwa,1977,260020
bwa,1978,260020
bwa,1979,260040
bwa,1980,260040
bwa,1981,260040
bwa,1982,260060
bwa,1983,260060
bwa,1984,260060
bwa,1985,260080
bwa,1986,260080
bwa,1987,260100
bwa,1988,260100
bwa,1989,260150
bwa,1990,260210
bwa,1991,259010
bwa,1992,258510
bwa,1993,259510
bwa,1994,259960
bwa,1995,259460
bwa,1996,259460
bwa,1997,259010
bwa,1998,258310
bwa,1999,258410
bwa,2000,259510
bwa,2001,258010
bwa,2002,258460
bwa,2003,257960
bwa,2004,258270
bwa,2005,258415
bwa,2006,258030
bwa,2007,257840
bwa,2008,258810
bwa,2009,259180
bwa,2010,258610
bwa,2011,259260
bwa,2012,258870
bwa,2013,258820
bwa,2014,260040
bwa,2015,258616
bwa,2016,258616
bwa,2017,258616
bwa,2018,258616
caf,1961,47380
caf,1962,47480
caf,1963,47560
caf,1964,47700
caf,1965,47800
caf,1966,47900
caf,1967,48000
caf,1968,48100
caf,1969,48200
caf,1970,48300
caf,1971,48400
caf,1972,48500
caf,1973,48600
caf,1974,48700
caf,1975,48900
caf,1976,49000
caf,1977,49100
caf,1978,49200
caf,1979,49300
caf,1980,49450
caf,1981,49450
caf,1982,49600
caf,1983,49700
caf,1984,49820
caf,1985,49830
caf,1986,50040
caf,1987,50050
caf,1988,50060
caf,1989,50060
caf,1990,50060
caf,1991,50080
caf,1992,50200
caf,1993,50200
caf,1994,50200
caf,1995,50100
caf,1996,50220
caf,1997,51230
caf,1998,51490
caf,1999,51490
caf,2000,51490
caf,2001,51490
caf,2002,51490
caf,2003,51950
caf,2004,52150
caf,2005,52150
caf,2006,52100
caf,2007,52100
caf,2008,52100
caf,2009,52300
caf,2010,50800
caf,2011,50800
caf,2012,50800
caf,2013,50800
caf,2014,50800
caf,2015,50800
caf,2016,50800
caf,2017,50800
caf,2018,50800
can,1961,618430
can,1962,622800
can,1963,627170
can,1964,631540
can,1965,635910
can,1966,637010
can,1967,635660
can,1968,634310
can,1969,632960
can,1970,631610
can,1971,630230
can,1972,630500
can,1973,630770
can,1974,631040
can,1975,631310
can,1976,631589.9
can,1977,627850
can,1978,624100
can,1979,620350
can,1980,616600
can,1981,612900
can,1982,612120
can,1983,611340
can,1984,610560
can,1985,609780
can,1986,608988.92
can,1987,610250
can,1988,611510
can,1989,612770
can,1990,614030
can,1991,615332.464
can,1992,614650
can,1993,613970
can,1994,613290
can,1995,612610
can,1996,611920
can,1997,612150
can,1998,612390
can,1999,612630
can,2000,612870
can,2001,613081.608
can,2002,620910
can,2003,619460
can,2004,618010
can,2005,616560
can,2006,605840
can,2007,600080
can,2008,594320
can,2009,588560
can,2010,582800
can,2011,576997
can,2012,577710
can,2013,578420
can,2014,579130
can,2015,579850
can,2016,580500
can,2017,580240
can,2018,581990
chanisl,1961,90
chanisl,1962,90
chanisl,1963,90
chanisl,1964,90
chanisl,1965,90
chanisl,1966,90
chanisl,1967,90
chanisl,1968,90
chanisl,1969,89
chanisl,1970,89
chanisl,1971,89
chanisl,1972,89
chanisl,1973,88
chanisl,1974,88
chanisl,1975,88
chanisl,1976,88
chanisl,1977,88
chanisl,1978,87
chanisl,1979,87
chanisl,1980,87
chanisl,1981,87
chanisl,1982,87
chanisl,1983,86
chanisl,1984,86
chanisl,1985,86
chanisl,1986,86
chanisl,1987,86
chanisl,1988,85
chanisl,1989,85
chanisl,1990,85
chanisl,1991,85
chanisl,1992,85
chanisl,1993,84
chanisl,1994,84
chanisl,1995,84
chanisl,1996,84
chanisl,1997,81
chanisl,1998,80
chanisl,1999,79
chanisl,2000,79
chanisl,2001,75
chanisl,2002,74
chanisl,2003,74
chanisl,2004,75
chanisl,2005,76
chanisl,2006,84
chanisl,2007,82
chanisl,2008,81
chanisl,2009,88
chanisl,2010,91.1
chanisl,2011,96.1
chanisl,2012,95.6
chanisl,2013,94.6
chanisl,2014,95.2
chanisl,2015,92.6
chanisl,2016,92.9
chanisl,2017,92.2
chanisl,2018,92.2
che,1961,17363
che,1962,17334
che,1963,17192
che,1964,17104
che,1965,17016
che,1966,16957
che,1967,16888
che,1968,16861
che,1969,16874
che,1970,16739
che,1971,16654
che,1972,16628
che,1973,16537
che,1974,16475
che,1975,16438
che,1976,16426
che,1977,16414
che,1978,16449
che,1979,16587
che,1980,16539
che,1981,16490
che,1982,16441
che,1983,16393
che,1984,16345
che,1985,16296
che,1986,16248
che,1987,16200
che,1988,16151
che,1989,16104
che,1990,16057
che,1991,16009
che,1992,15962
che,1993,15915
che,1994,15868
che,1995,15821
che,1996,15788
che,1997,15757
che,1998,15723
che,1999,15691
che,2000,15660
che,2001,15626
che,2002,15595
che,2003,15562
che,2004,15532
che,2005,15500
che,2006,15468
che,2007,15435
che,2008,15406
che,2009,15375
che,2010,15346
che,2011,15316
che,2012,15287
che,2013,15248.795
che,2014,15219.027
che,2015,15189.336
che,2016,15159.731
che,2017,15129.99
che,2018,15100.756
chl,1961,133860
chl,1962,135560
chl,1963,137260
chl,1964,138980
chl,1965,140690
chl,1966,142380
chl,1967,144580
chl,1968,146780
chl,1969,148480
chl,1970,151000
chl,1971,153500
chl,1972,156000
chl,1973,158380
chl,1974,162500
chl,1975,165500
chl,1976,172000
chl,1977,171000
chl,1978,170000
chl,1979,169000
chl,1980,168500
chl,1981,167500
chl,1982,166000
chl,1983,165500
chl,1984,165000
chl,1985,164720
chl,1986,164360
chl,1987,161630
chl,1988,161540
chl,1989,161690
chl,1990,158990
chl,1991,157890
chl,1992,155560
chl,1993,154770
chl,1994,154500
chl,1995,153300
chl,1996,152320
chl,1997,152220
chl,1998,152190
chl,1999,150600
chl,2000,151100
chl,2001,151500
chl,2002,155650
chl,2003,154250
chl,2004,159350
chl,2005,158850
chl,2006,158000
chl,2007,157320
chl,2008,157840
chl,2009,157820
chl,2010,157430
chl,2011,157890
chl,2012,157550
chl,2013,157810
chl,2014,157612
chl,2015,157850
chl,2016,157418
chl,2017,157570
chl,2018,156930
chn,1961,3432480
chn,1962,3460010
chn,1963,3488540
chn,1964,3517060
chn,1965,3555090
chn,1966,3591120
chn,1967,3627150
chn,1968,3663130
chn,1969,3709280
chn,1970,3755180
chn,1971,3801650
chn,1972,3847810
chn,1973,3903880
chn,1974,3970290
chn,1975,4016370
chn,1976,4075333.333
chn,1977,4134286.667
chn,1978,4193960
chn,1979,4239605
chn,1980,4285190
chn,1981,4338180
chn,1982,4434180
chn,1983,4538310
chn,1984,4654380
chn,1985,4772440
chn,1986,4833530
chn,1987,4886610
chn,1988,4942790
chn,1989,5003880
chn,1990,5065920
chn,1991,5122710
chn,1992,5151980
chn,1993,5191060
chn,1994,5237130
chn,1995,5237140
chn,1996,5237520
chn,1997,5237442.5
chn,1998,5237385
chn,1999,5237347.5
chn,2000,5237310
chn,2001,5243228.444
chn,2002,5249146.889
chn,2003,5255055.333
chn,2004,5260913.778
chn,2005,5266822.222
chn,2006,5272720.667
chn,2007,5278619.111
chn,2008,5284517.556
chn,2009,5290386
chn,2010,5289168
chn,2011,5288851
chn,2012,5287995
chn,2013,5288015
chn,2014,5286950
chn,2015,5286334
chn,2016,5285529
chn,2017,5285311
chn,2018,5285287
civ,1961,156800
civ,1962,158800
civ,1963,158800
civ,1964,159800
civ,1965,160800
civ,1966,160800
civ,1967,161500
civ,1968,161500
civ,1969,162000
civ,1970,162000
civ,1971,163000
civ,1972,163100
civ,1973,164400
civ,1974,166250
civ,1975,167150
civ,1976,168400
civ,1977,170800
civ,1978,172100
civ,1979,172250
civ,1980,172550
civ,1981,173700
civ,1982,174900
civ,1983,175840
civ,1984,179010
civ,1985,181800
civ,1986,182800
civ,1987,184000
civ,1988,187200
civ,1989,188200
civ,1990,189300
civ,1991,189500
civ,1992,192000
civ,1993,195020
civ,1994,197000
civ,1995,198000
civ,1996,198000
civ,1997,197000
civ,1998,197000
civ,1999,196000
civ,2000,196000
civ,2001,196000
civ,2002,196000
civ,2003,196000
civ,2004,200000
civ,2005,202000
civ,2006,203000
civ,2007,206000
civ,2008,206000
civ,2009,206000
civ,2010,206000
civ,2011,206000
civ,2012,207000
civ,2013,212000
civ,2014,212000
civ,2015,212000
civ,2016,212000
civ,2017,212000
civ,2018,212000
cmr,1961,75100
cmr,1962,75700
cmr,1963,76200
cmr,1964,76800
cmr,1965,77400
cmr,1966,78000
cmr,1967,78700
cmr,1968,79200
cmr,1969,79700
cmr,1970,79780
cmr,1971,80280
cmr,1972,80950
cmr,1973,81600
cmr,1974,82800
cmr,1975,83950
cmr,1976,85100
cmr,1977,86440
cmr,1978,86710
cmr,1979,89120
cmr,1980,89300
cmr,1981,89600
cmr,1982,90100
cmr,1983,90600
cmr,1984,91100
cmr,1985,91600
cmr,1986,92300
cmr,1987,92100
cmr,1988,92100
cmr,1989,91900
cmr,1990,91700
cmr,1991,91500
cmr,1992,91600
cmr,1993,91600
cmr,1994,91600
cmr,1995,91600
cmr,1996,91600
cmr,1997,91600
cmr,1998,91600
cmr,1999,91600
cmr,2000,91600
cmr,2001,91600
cmr,2002,91600
cmr,2003,91600
cmr,2004,92100
cmr,2005,92130
cmr,2006,92130
cmr,2007,92130
cmr,2008,92630
cmr,2009,93130
cmr,2010,97000
cmr,2011,97500
cmr,2012,97500
cmr,2013,97500
cmr,2014,97500
cmr,2015,97500
cmr,2016,97500
cmr,2017,97500
cmr,2018,97500
cod,1961,250500
cod,1962,250700
cod,1963,251000
cod,1964,251300
cod,1965,251500
cod,1966,251700
cod,1967,252000
cod,1968,252500
cod,1969,253000
cod,1970,253500
cod,1971,254000
cod,1972,254500
cod,1973,255000
cod,1974,255500
cod,1975,255500
cod,1976,256000
cod,1977,256300
cod,1978,256500
cod,1979,256500
cod,1980,257000
cod,1981,257500
cod,1982,257700
cod,1983,258000
cod,1984,258500
cod,1985,259000
cod,1986,259500
cod,1987,259500
cod,1988,259500
cod,1989,259500
cod,1990,259600
cod,1991,259800
cod,1992,260000
cod,1993,260000
cod,1994,260000
cod,1995,258000
cod,1996,258000
cod,1997,257000
cod,1998,257000
cod,1999,256000
cod,2000,256000
cod,2001,255500
cod,2002,255500
cod,2003,255500
cod,2004,255500
cod,2005,255500
cod,2006,255860
cod,2007,256500
cod,2008,257000
cod,2009,257450
cod,2010,260000
cod,2011,262000
cod,2012,307760
cod,2013,314000
cod,2014,321000
cod,2015,322000
cod,2016,320000
cod,2017,315000
cod,2018,315000
cog,1961,105400
cog,1962,105400
cog,1963,105420
cog,1964,105430
cog,1965,105430
cog,1966,105430
cog,1967,105430
cog,1968,105430
cog,1969,105440
cog,1970,105480
cog,1971,105480
cog,1972,105500
cog,1973,105540
cog,1974,105580
cog,1975,105620
cog,1976,105680
cog,1977,105650
cog,1978,105200
cog,1979,105220
cog,1980,105250
cog,1981,105280
cog,1982,105540
cog,1983,105580
cog,1984,105620
cog,1985,105680
cog,1986,105650
cog,1987,105400
cog,1988,105420
cog,1989,105440
cog,1990,105210
cog,1991,105230
cog,1992,105250
cog,1993,105300
cog,1994,105180
cog,1995,105200
cog,1996,105220
cog,1997,105360
cog,1998,105380
cog,1999,105440
cog,2000,105400
cog,2001,105400
cog,2002,105400
cog,2003,105400
cog,2004,105450
cog,2005,105470
cog,2006,105500
cog,2007,105500
cog,2008,105500
cog,2009,105630
cog,2010,105760
cog,2011,105960
cog,2012,106020
cog,2013,106270
cog,2014,106270
cog,2015,106270
cog,2016,106270
cog,2017,106280
cog,2018,106280
col,1961,399700
col,1962,409720
col,1963,414930
col,1964,419950
col,1965,430080
col,1966,430200
col,1967,430230
col,1968,430250
col,1969,430300
col,1970,430300
col,1971,450540
col,1972,450680
col,1973,450840
col,1974,450990
col,1975,451150
col,1976,451300
col,1977,453150
col,1978,452610
col,1979,452770
col,1980,452920
col,1981,453080
col,1982,453230
col,1983,453390
col,1984,453560
col,1985,453750
col,1986,453950
col,1987,454010
col,1988,452830
col,1989,451830
col,1990,450830
col,1991,448840
col,1992,449830
col,1993,449030
col,1994,448650
col,1995,445130
col,1996,449200
col,1997,450820
col,1998,455430
col,1999,456680
col,2000,448590
col,2001,417450
col,2002,416070
col,2003,420510
col,2004,423910
col,2005,425570
col,2006,421740
col,2007,424360
col,2008,426140
col,2009,425400
col,2010,425030
col,2011,417210
col,2012,426176
col,2013,448156
col,2014,447847
col,2015,447539
col,2016,447230
col,2017,494990
col,2018,494920
com,1961,950
com,1962,950
com,1963,950
com,1964,950
com,1965,950
com,1966,950
com,1967,950
com,1968,950
com,1969,950
com,1970,950
com,1971,950
com,1972,950
com,1973,950
com,1974,950
com,1975,950
com,1976,950
com,1977,950
com,1978,1000
com,1979,1000
com,1980,1000
com,1981,1000
com,1982,1000
com,1983,1000
com,1984,1100
com,1985,1100
com,1986,1100
com,1987,1130
com,1988,1140
com,1989,1140
com,1990,1140
com,1991,1140
com,1992,1150
com,1993,1150
com,1994,1200
com,1995,1220
com,1996,1240
com,1997,1260
com,1998,1300
com,1999,1320
com,2000,1330
com,2001,1350
com,2002,1350
com,2003,1350
com,2004,1350
com,2005,1330
com,2006,1330
com,2007,1330
com,2008,1330
com,2009,1330
com,2010,1330
com,2011,1330
com,2012,1330
com,2013,1330
com,2014,1330
com,2015,1330
com,2016,1320
com,2017,1310
com,2018,1310
cpv,1961,650
cpv,1962,650
cpv,1963,650
cpv,1964,650
cpv,1965,650
cpv,1966,650
cpv,1967,650
cpv,1968,650
cpv,1969,650
cpv,1970,650
cpv,1971,650
cpv,1972,650
cpv,1973,650
cpv,1974,650
cpv,1975,650
cpv,1976,650
cpv,1977,650
cpv,1978,650
cpv,1979,650
cpv,1980,650
cpv,1981,650
cpv,1982,650
cpv,1983,650
cpv,1984,650
cpv,1985,650
cpv,1986,650
cpv,1987,650
cpv,1988,670
cpv,1989,670
cpv,1990,680
cpv,1991,680
cpv,1992,690
cpv,1993,690
cpv,1994,690
cpv,1995,700
cpv,1996,700
cpv,1997,720
cpv,1998,720
cpv,1999,710
cpv,2000,710
cpv,2001,730
cpv,2002,740
cpv,2003,740
cpv,2004,750
cpv,2005,750
cpv,2006,760
cpv,2007,760
cpv,2008,780
cpv,2009,780
cpv,2010,780
cpv,2011,780
cpv,2012,840
cpv,2013,840
cpv,2014,790
cpv,2015,790
cpv,2016,790
cpv,2017,790
cpv,2018,790
cri,1961,13950
cri,1962,14100
cri,1963,14200
cri,1964,14850
cri,1965,15550
cri,1966,16350
cri,1967,16360
cri,1968,17160
cri,1969,17900
cri,1970,18560
cri,1971,18870
cri,1972,18870
cri,1973,20480
cri,1974,20480
cri,1975,21220
cri,1976,22050
cri,1977,22870
cri,1978,23600
cri,1979,24430
cri,1980,25160
cri,1981,25990
cri,1982,26790
cri,1983,26820
cri,1984,27480
cri,1985,26810
cri,1986,26120
cri,1987,25390
cri,1988,24630
cri,1989,23780
cri,1990,21986
cri,1991,22036.18
cri,1992,21600
cri,1993,21130
cri,1994,20950
cri,1995,20480
cri,1996,19950
cri,1997,19530
cri,1998,19150
cri,1999,18880
cri,2000,18400
cri,2001,18330
cri,2002,18260
cri,2003,18290
cri,2004,18220
cri,2005,18050
cri,2006,18150
cri,2007,18000
cri,2008,17930
cri,2009,18160
cri,2010,18190
cri,2011,18190
cri,2012,18120
cri,2013,18010
cri,2014,17780
cri,2015,17775
cri,2016,17775
cri,2017,17795
cri,2018,17825
cub,1961,35500
cub,1962,38050
cub,1963,40380
cub,1964,47550
cub,1965,45480
cub,1966,45100
cub,1967,46210
cub,1968,47270
cub,1969,47450
cub,1970,50220
cub,1971,50730
cub,1972,55810
cub,1973,58510
cub,1974,56310
cub,1975,58100
cub,1976,59970
cub,1977,60380
cub,1978,59480
cub,1979,58620
cub,1980,59370
cub,1981,59380
cub,1982,60830
cub,1983,61790
cub,1984,61420
cub,1985,62220
cub,1986,64510
cub,1987,67260
cub,1988,67880
cub,1989,67720
cub,1990,67410
cub,1991,67550
cub,1992,67750
cub,1993,67300
cub,1994,66860
cub,1995,66840
cub,1996,66150
cub,1997,66870
cub,1998,66740
cub,1999,66600
cub,2000,65540
cub,2001,66560
cub,2002,66540
cub,2003,66380
cub,2004,65280
cub,2005,66370
cub,2006,66300
cub,2007,66200
cub,2008,65670
cub,2009,65138
cub,2010,64612
cub,2011,64078
cub,2012,64056
cub,2013,63423
cub,2014,62788.8
cub,2015,62403
cub,2016,62267
cub,2017,63000
cub,2018,63000
cym,1961,27
cym,1962,27
cym,1963,27
cym,1964,27
cym,1965,27
cym,1966,27
cym,1967,27
cym,1968,27
cym,1969,27
cym,1970,27
cym,1971,27
cym,1972,27
cym,1973,27
cym,1974,27
cym,1975,27
cym,1976,27
cym,1977,27
cym,1978,27
cym,1979,27
cym,1980,27
cym,1981,27
cym,1982,27
cym,1983,27
cym,1984,27
cym,1985,27
cym,1986,27
cym,1987,27
cym,1988,27
cym,1989,27
cym,1990,27
cym,1991,27
cym,1992,27
cym,1993,27
cym,1994,27
cym,1995,27
cym,1996,27
cym,1997,27
cym,1998,27
cym,1999,27
cym,2000,27
cym,2001,27
cym,2002,27
cym,2003,27
cym,2004,27
cym,2005,27
cym,2006,27
cym,2007,27
cym,2008,27
cym,2009,27
cym,2010,27
cym,2011,27
cym,2012,27
cym,2013,27
cym,2014,27
cym,2015,27
cym,2016,27
cym,2017,27
cym,2018,27
cyp,1961,4040
cyp,1962,4020
cyp,1963,4050
cyp,1964,4030
cyp,1965,4020
cyp,1966,4000
cyp,1967,4010
cyp,1968,4010
cyp,1969,3990
cyp,1970,3980
cyp,1971,3960
cyp,1972,3940
cyp,1973,3942
cyp,1974,2870
cyp,1975,1803
cyp,1976,1779
cyp,1977,1761
cyp,1978,1743
cyp,1979,1725
cyp,1980,1715
cyp,1981,1759
cyp,1982,1820
cyp,1983,1830
cyp,1984,1820
cyp,1985,1628
cyp,1986,1632
cyp,1987,1624
cyp,1988,1614
cyp,1989,1614
cyp,1990,1606
cyp,1991,1592
cyp,1992,1596
cyp,1993,1587
cyp,1994,1434
cyp,1995,1431
cyp,1996,1432
cyp,1997,1422
cyp,1998,1442
cyp,1999,1442
cyp,2000,1415
cyp,2001,1400
cyp,2002,1400
cyp,2003,1540
cyp,2004,1560
cyp,2005,1670
cyp,2006,1570
cyp,2007,1472
cyp,2008,1156
cyp,2009,1276
cyp,2010,1145
cyp,2011,1163
cyp,2012,1169
cyp,2013,1088.3
cyp,2014,1089.8
cyp,2015,1266.8
cyp,2016,1093.9
cyp,2017,1214.2
cyp,2018,1309.47
cze,1993,42820
cze,1994,42840
cze,1995,42800
cze,1996,42800
cze,1997,42800
cze,1998,42840
cze,1999,42820
cze,2000,42800
cze,2001,42780
cze,2002,42720
cze,2003,42690
cze,2004,42650
cze,2005,42600
cze,2006,42540
cze,2007,42490
cze,2008,42440
cze,2009,42390
cze,2010,42340
cze,2011,42290
cze,2012,42250
cze,2013,35210
cze,2014,35160
cze,2015,34940
cze,2016,34880
cze,2017,35210
cze,2018,35230
deu,1961,193750
deu,1962,193930
deu,1963,194020
deu,1964,194580
deu,1965,195340
deu,1966,195310
deu,1967,194120
deu,1968,192850
deu,1969,192540
deu,1970,190230
deu,1971,189520
deu,1972,189490
deu,1973,188970
deu,1974,188210
deu,1975,187920
deu,1976,187580
deu,1977,187090
deu,1978,186590
deu,1979,185940
deu,1980,185190
deu,1981,184610
deu,1982,183960
deu,1983,183300
deu,1984,182840
deu,1985,182440
deu,1986,182080
deu,1987,181250
deu,1988,180970
deu,1989,180560
deu,1990,180320
deu,1991,171360
deu,1992,169510
deu,1993,171620
deu,1994,173080
deu,1995,173430
deu,1996,173370
deu,1997,173270
deu,1998,173730
deu,1999,171520
deu,2000,170680
deu,2001,170340
deu,2002,169670
deu,2003,170010
deu,2004,170130
deu,2005,170310
deu,2006,169460
deu,2007,169500
deu,2008,169210
deu,2009,168860
deu,2010,167000
deu,2011,167190
deu,2012,166640
deu,2013,166970
deu,2014,167250
deu,2015,167310
deu,2016,166570
deu,2017,166870
deu,2018,166450
dji,1961,13010
dji,1962,13010
dji,1963,13010
dji,1964,13010
dji,1965,13010
dji,1966,13010
dji,1967,13010
dji,1968,13010
dji,1969,13010
dji,1970,13010
dji,1971,13010
dji,1972,13010
dji,1973,13010
dji,1974,13010
dji,1975,13010
dji,1976,13010
dji,1977,13010
dji,1978,13010
dji,1979,13010
dji,1980,13010
dji,1981,13010
dji,1982,13010
dji,1983,13010
dji,1984,13010
dji,1985,13010
dji,1986,13010
dji,1987,13010
dji,1988,13010
dji,1989,13010
dji,1990,12990
dji,1991,13360
dji,1992,13710
dji,1993,14010
dji,1994,14010
dji,1995,14510
dji,1996,14810
dji,1997,15010
dji,1998,15010
dji,1999,15510
dji,2000,16010
dji,2001,16810
dji,2002,17010
dji,2003,17010
dji,2004,17010
dji,2005,17010
dji,2006,17013
dji,2007,17015
dji,2008,17012
dji,2009,17013
dji,2010,17016
dji,2011,17020
dji,2012,17020
dji,2013,17020
dji,2014,17020
dji,2015,17020
dji,2016,17020
dji,2017,17020
dji,2018,17020
dma,1961,170
dma,1962,180
dma,1963,170
dma,1964,170
dma,1965,180
dma,1966,190
dma,1967,190
dma,1968,190
dma,1969,190
dma,1970,190
dma,1971,190
dma,1972,190
dma,1973,190
dma,1974,190
dma,1975,190
dma,1976,190
dma,1977,190
dma,1978,190
dma,1979,190
dma,1980,190
dma,1981,190
dma,1982,190
dma,1983,190
dma,1984,190
dma,1985,190
dma,1986,190
dma,1987,190
dma,1988,180
dma,1989,180
dma,1990,180
dma,1991,180
dma,1992,180
dma,1993,180
dma,1994,180
dma,1995,170
dma,1996,170
dma,1997,170
dma,1998,170
dma,1999,190
dma,2000,210
dma,2001,220
dma,2002,220
dma,2003,220
dma,2004,220
dma,2005,220
dma,2006,220
dma,2007,220
dma,2008,220
dma,2009,230
dma,2010,250
dma,2011,250
dma,2012,250
dma,2013,250
dma,2014,250
dma,2015,250
dma,2016,250
dma,2017,250
dma,2018,250
dnk,1961,31600
dnk,1962,31410
dnk,1963,30880
dnk,1964,30680
dnk,1965,30330
dnk,1966,30270
dnk,1967,30230
dnk,1968,30170
dnk,1969,29910
dnk,1970,29750
dnk,1971,29510
dnk,1972,29560
dnk,1973,29860
dnk,1974,29320
dnk,1975,29370
dnk,1976,29330
dnk,1977,29270
dnk,1978,29210
dnk,1979,29200
dnk,1980,29050
dnk,1981,28970
dnk,1982,28870
dnk,1983,28460
dnk,1984,28550
dnk,1985,28340
dnk,1986,28190
dnk,1987,27980
dnk,1988,27870
dnk,1989,27740
dnk,1990,27880
dnk,1991,27700
dnk,1992,27560
dnk,1993,27390
dnk,1994,26910
dnk,1995,27260
dnk,1996,27160
dnk,1997,26880
dnk,1998,26720
dnk,1999,26440
dnk,2000,26470
dnk,2001,26760
dnk,2002,26650
dnk,2003,26580
dnk,2004,26460
dnk,2005,27070
dnk,2006,27100
dnk,2007,26630
dnk,2008,26680
dnk,2009,26340
dnk,2010,26260
dnk,2011,26900
dnk,2012,26240
dnk,2013,26280
dnk,2014,26526.31
dnk,2015,26338.99
dnk,2016,26256.3
dnk,2017,26312.89
dnk,2018,26320
dom,1961,21900
dom,1962,22050
dom,1963,22200
dom,1964,22350
dom,1965,22500
dom,1966,22650
dom,1967,22800
dom,1968,22900
dom,1969,23300
dom,1970,23350
dom,1971,23440
dom,1972,23700
dom,1973,24050
dom,1974,24250
dom,1975,24550
dom,1976,25100
dom,1977,25400
dom,1978,25650
dom,1979,25900
dom,1980,26200
dom,1981,26250
dom,1982,26300
dom,1983,26300
dom,1984,26300
dom,1985,26300
dom,1986,26370
dom,1987,26370
dom,1988,26370
dom,1989,26410
dom,1990,25460
dom,1991,25460
dom,1992,25460
dom,1993,25460
dom,1994,25460
dom,1995,25760
dom,1996,25750
dom,1997,25000
dom,1998,25100
dom,1999,24670
dom,2000,25150
dom,2001,25150
dom,2002,25150
dom,2003,24350
dom,2004,24170
dom,2005,24170
dom,2006,24170
dom,2007,24170
dom,2008,23970
dom,2009,23970
dom,2010,23970
dom,2011,23970
dom,2012,23520
dom,2013,23520
dom,2014,23520
dom,2015,24290
dom,2016,24290
dom,2017,24290
dom,2018,24290
dza,1961,454710
dza,1962,449000
dza,1963,445100
dza,1964,441640
dza,1965,441670
dza,1966,441670
dza,1967,442510
dza,1968,442030
dza,1969,442030
dza,1970,442160
dza,1971,454330
dza,1972,453960
dza,1973,443040
dza,1974,443360
dza,1975,437530
dza,1976,440210
dza,1977,438320
dza,1978,438430
dza,1979,438200
dza,1980,438300
dza,1981,391710
dza,1982,391070
dza,1983,392820
dza,1984,396100
dza,1985,390510
dza,1986,386880
dza,1987,387790
dza,1988,388170
dza,1989,387600
dza,1990,386760
dza,1991,386220
dza,1992,388650
dza,1993,388620
dza,1994,396400
dza,1995,396490
dza,1996,396360
dza,1997,396900
dza,1998,398260
dza,1999,397310
dza,2000,400210
dza,2001,401090
dza,2002,398550
dza,2003,399057
dza,2004,411450
dza,2005,412110
dza,2006,411810
dza,2007,412520
dza,2008,413090
dza,2009,413800
dza,2010,413740
dza,2011,413880
dza,2012,413981.9
dza,2013,414316.35
dza,2014,414310
dza,2015,414564
dza,2016,413602
dza,2017,413351.408
dza,2018,413588.47
ecu,1961,47100
ecu,1962,47100
ecu,1963,47200
ecu,1964,47200
ecu,1965,47300
ecu,1966,47300
ecu,1967,47400
ecu,1968,47350
ecu,1969,47950
ecu,1970,48550
ecu,1971,49150
ecu,1972,49750
ecu,1973,50350
ecu,1974,51680
ecu,1975,53850
ecu,1976,55550
ecu,1977,58350
ecu,1978,60050
ecu,1979,61900
ecu,1980,64780
ecu,1981,67590
ecu,1982,69600
ecu,1983,70950
ecu,1984,72550
ecu,1985,74200
ecu,1986,75800
ecu,1987,77210
ecu,1988,77260
ecu,1989,77530
ecu,1990,78460
ecu,1991,79140
ecu,1992,79530
ecu,1993,79750
ecu,1994,81290
ecu,1995,81080
ecu,1996,79870
ecu,1997,80120
ecu,1998,80270
ecu,1999,80750
ecu,2000,80660
ecu,2001,77850
ecu,2002,74900
ecu,2003,72500
ecu,2004,75270
ecu,2005,75000
ecu,2006,74440
ecu,2007,74120
ecu,2008,74450
ecu,2009,75344
