geo,time,dt_nfl_rdbc_cd
bfa,2020,39081105.9
bgd,1975,16436000
bgd,1976,3681000
bgd,1977,10755000
bgd,1978,36286000
bgd,1979,41583000
bgd,1980,56596000
bgd,1981,44283000
bgd,1982,31201000
bgd,1983,48274000
bgd,1984,77347000
bgd,1985,142352495.6
bgd,1986,140271210.6
bgd,1987,165023584.5
bgd,1988,236717971.1
bgd,1989,320291489.6
bgd,1990,289954625.6
bgd,1991,259161000
bgd,1992,302395000
bgd,1993,210412000
bgd,1994,355325000
bgd,1995,245040000
bgd,1996,263013000
bgd,1997,148263000
bgd,1998,181257000
bgd,1999,214118000
bgd,2000,196203000
bgd,2001,122743000
bgd,2002,84886148.6
bgd,2003,96147000
bgd,2004,-20645000
bgd,2005,57318000
bgd,2006,106090000
bgd,2007,127196000
bgd,2008,298477000
bgd,2009,149794000
bgd,2010,74964000
bgd,2011,56450000
bgd,2012,115679000
bgd,2013,92593412
bgd,2014,187278000
bgd,2015,97214000
bgd,2016,99869000
bgd,2017,69180000
bgd,2018,168670000
bgd,2019,28454000
bgd,2020,302420000
bol,1970,2270000
bol,1971,1058000
bol,1972,3480000
bol,1973,6360000
bol,1974,6954000
bol,1975,7665000
bol,1976,7970000
bol,1977,23290000
bol,1978,30114000
bol,1979,31785000
bol,1980,31487000
bol,1981,43437000
bol,1982,36974000
bol,1983,15545000
bol,1984,36110000
bol,1985,36441000
bol,1986,81170000
bol,1987,22910000
bol,1988,8486000
bol,1989,48950000
bol,1990,25773000
bol,1991,23336000
bol,1992,11284000
bol,1993,11883000
bol,1994,24644000
bol,1995,34629000
bol,1996,61279000
bol,1997,65388000
bol,1998,82149000
bol,1999,57095000
bol,2000,58189000
bol,2001,64623000
bol,2002,88163000
bol,2003,175447000
bol,2004,79283000
bol,2005,97160000
bol,2006,41108000
bol,2007,43129000
bol,2008,36235000
bol,2009,95033000
bol,2010,85529000
bol,2011,82728000
bol,2012,64575000
bol,2013,69842000
bol,2014,77326000
bol,2015,75965000
bol,2016,50607000
bol,2017,-19156000
bol,2018,-20963000
bol,2019,-20499000
bol,2020,-20460000
bra,1970,49708000
bra,1971,35594000
bra,1972,50176000
bra,1973,45909000
bra,1974,34450000
bra,1975,32866000
bra,1976,15993000
bra,1977,7851000
bra,1978,20809000
bra,1979,15971000
bra,1980,-688000
bra,1981,4744000
bra,1982,26793000
bra,1983,-5875000
bra,1984,1411000
bra,1985,34727000
bra,1986,28092000
bra,1987,-7265000
bra,1988,-12596000
bra,1989,-33406000
bra,1990,-25508000
bra,1991,-38300000
bra,1992,-18313000
bra,1993,415018000
bra,1994,-7899000
bra,1995,14635000
bra,1996,10630000
bra,1997,20437000
bra,1998,15831000
bra,1999,-33957000
bra,2000,-22183000
bra,2001,-23560000
bra,2002,-28060000
bra,2003,-30228000
bra,2004,-25329000
bra,2005,-32532000
bra,2006,-28089000
bra,2007,-29439000
bra,2008,-27734000
bra,2009,-29335000
bra,2010,-28384000
bra,2011,-27655000
bra,2012,-25225000
bra,2013,-46540000
bra,2014,-17366000
bra,2015,-14942000
bra,2016,-14398000
bra,2017,-10555000
bra,2018,-5736000
bra,2019,-2859000
bra,2020,-1228000
btn,1985,1480581.5
btn,1986,1504619.3
btn,1987,2668113.5
btn,1988,3724868.2
btn,1989,3386859.1
btn,1990,3603183.3
btn,1991,4386000
btn,1992,2361000
btn,1993,1576000
btn,1994,2286000
btn,1995,3214000
btn,1996,2414000
btn,1997,6683000
btn,1998,3780000
btn,1999,1332995
btn,2000,6142171.7
btn,2001,6042104.2
btn,2002,13256168.3
btn,2003,4040000
btn,2004,6132000
btn,2005,11391000
btn,2006,3304000
btn,2007,7409000
btn,2008,2033000
btn,2009,19238000
btn,2010,16544000
btn,2011,9619000
btn,2012,8916000
btn,2013,17695606
btn,2014,44062000
btn,2015,-6329000
btn,2016,-6948000
btn,2017,16443000
btn,2018,4210000
btn,2019,35596000
btn,2020,58082000
bwa,1977,380689.8
bwa,1978,2087864.2
bwa,1979,1110312
bwa,1980,3411855.6
bwa,1981,1371393.2
bwa,1982,264441.1
bwa,1983,768079.8
bwa,1984,3623365.9
bwa,1985,3485533.2
bwa,1986,553035.7
bwa,1987,10469781.7
bwa,1988,3587647.7
bwa,1989,20435603.7
bwa,1990,-334516.3
bwa,1991,18908309.1
bwa,1992,10393687.4
bwa,1993,6805684.5
bwa,1994,-1129396.3
bwa,1995,-564412.4
bwa,1996,108883.9
bwa,1997,1565990.4
bwa,1998,2837021.8
bwa,1999,-1129376
bwa,2000,154323.5
bwa,2001,-1555845.4
bwa,2002,-1610802.8
bwa,2003,-1821842.4
bwa,2004,991466.4
bwa,2005,-1823037.5
bwa,2006,-2202697.1
bwa,2007,-2259623.2
bwa,2008,-2299861.9
bwa,2009,-3570847.1
bwa,2010,-1815859.7
bwa,2011,-2890727.6
bwa,2012,-3036812.7
bwa,2013,-3202021
bwa,2014,-3171471.7
bwa,2015,-2949354.8
bwa,2016,-2944144
bwa,2017,-2970393.9
bwa,2018,-2979327.3
bwa,2019,-2974763.9
bwa,2020,-2985342.9
caf,1975,60406
caf,1976,51042.9
caf,1977,538772.9
caf,1978,2510051.1
caf,1979,4668546.4
caf,1980,3220043.6
caf,1981,6690703.7
caf,1982,3189565.8
caf,1983,6169255.6
caf,1984,3966155.1
caf,1985,6675246.8
caf,1986,8294438.9
caf,1987,4146445.9
caf,1988,5208708.9
caf,1989,27078669.8
caf,1990,21271517.8
caf,1991,14827269.4
caf,1992,9103873.5
caf,1993,1075994
caf,1994,-963778.2
caf,1995,-86482.6
caf,1997,-16513.1
caf,1998,-499294.2
caf,1999,-13462
caf,2000,0
caf,2001,0
caf,2002,0
caf,2003,0
caf,2004,0
caf,2005,0
caf,2006,0
caf,2007,-28857653.5
caf,2008,-3745806.8
caf,2009,-1815501.8
caf,2010,0
caf,2014,0
caf,2015,733141.3
caf,2016,418407.6
caf,2017,3945270.9
caf,2018,24072.5
caf,2019,0
caf,2020,0
civ,1979,731301.7
civ,1982,855803.4
civ,1983,543115.5
civ,1984,406006
civ,1985,443056.7
civ,1986,-240598.3
civ,1987,347103.7
civ,1988,-526939.1
civ,1989,-83325.4
civ,1990,1811303
civ,1991,2481240.7
civ,1992,12010647.5
civ,1993,1019366.6
civ,1994,2799682.2
civ,1995,791998
civ,1996,15764933.4
civ,1997,6581838.6
civ,1998,55494913.4
civ,1999,6354806.2
civ,2000,43281830.5
civ,2001,122126.8
civ,2002,34278763.4
civ,2003,442507.5
civ,2004,1070013
civ,2005,94549.8
civ,2006,0
civ,2007,-1126749.8
civ,2008,-615835.9
civ,2009,-4227944.5
civ,2010,-2160720.7
civ,2011,34325612.7
civ,2012,-2011812.1
civ,2014,12546080.3
civ,2015,7905054.2
civ,2016,404507
civ,2017,84559151.1
civ,2018,17087235.4
civ,2019,15892121
civ,2020,19796877.3
cmr,1984,18886.5
cmr,1985,4679.8
cmr,1986,1882004.2
cmr,1988,100286.5
cmr,1990,191319.9
cmr,1991,3889905
cmr,1992,806984.4
cmr,1993,339542.8
cmr,1994,30639826.9
cmr,1995,2368407.8
cmr,1996,-171310.6
cmr,1997,1627914.4
cmr,1998,12494564
cmr,1999,33969157
cmr,2000,3296193.6
cmr,2001,13450494.8
cmr,2002,20564927.3
cmr,2003,9537715.5
cmr,2004,48503305.1
cmr,2005,20301606.3
cmr,2006,17883486.7
cmr,2007,16007194.8
cmr,2008,45282992.5
cmr,2009,23598439.6
cmr,2010,50325254.6
cmr,2011,24403044.6
cmr,2012,53825521.7
cmr,2013,25751937
cmr,2014,68649367.1
cmr,2015,27418645.3
cmr,2016,41974207.2
cmr,2017,58746401.3
cmr,2018,48867199.7
cmr,2019,28440568.8
cmr,2020,14713575
cod,1981,545514.6
cod,1982,2100272.2
cod,1983,3499686.3
cod,1984,2474125.3
cod,1985,4956829.1
cod,1986,31106577.6
cod,1987,14195877.2
cod,1988,31472637.7
cod,1989,26367875.5
cod,1990,34606387.2
cod,1991,29141515.3
cod,1992,10798281.6
cod,1993,8547318.4
cod,1996,0
cod,1998,71909.2
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,-32024416.6
cod,2003,-3981166.4
cod,2004,44438144.9
cod,2005,22229534.9
cod,2006,-150083.7
cod,2007,636858.4
cod,2008,1182468.6
cod,2009,14298812.5
cod,2010,17526861.1
cod,2011,18801569.4
cod,2012,15052693.1
cod,2013,7902081.2
cod,2014,1130606
cod,2015,-926220.4
cod,2016,362805.3
cod,2017,-847297.2
cod,2018,-291702.3
cod,2019,972704.9
cod,2020,2421150.7
cog,1982,936731.6
cog,1983,550457.1
cog,1984,976429.6
cog,1985,1757727.6
cog,1986,1359885.8
cog,1987,560982.7
cog,1988,584385.7
cog,1989,40144.5
cog,1990,416402.1
cog,1992,-29840.3
cog,1994,2878445.6
cog,1996,-288905.2
cog,1997,-49539.2
cog,1999,0
cog,2000,-361407.4
cog,2001,0
cog,2002,0
cog,2003,-170841.5
cog,2004,-687653.8
cog,2005,-382631
cog,2006,9361094.6
cog,2007,-367418.4
cog,2008,-395214.4
cog,2009,-401045.4
cog,2010,-212104.6
cog,2014,0
cog,2015,190280.9
cog,2016,5189088.5
cog,2017,6402571.4
cog,2018,2027755.1
cog,2019,4752990.5
cog,2020,9458925.9
col,1970,23612951.5
col,1971,22963000
col,1972,14878000
col,1973,15687000
col,1974,16694000
col,1975,8854000
col,1976,3861000
col,1977,4658000
col,1978,10429000
col,1979,11725000
col,1980,44711000
col,1981,44667000
col,1982,31010000
col,1983,40272000
col,1984,36195000
col,1985,7125000
col,1986,12270000
col,1987,-5041000
col,1988,-18818000
col,1989,-9071000
col,1990,-13367000
col,1991,-22880000
col,1992,-7710000
col,1993,-18808000
col,1994,-16515000
col,1995,-12385000
col,1996,-9817000
col,1997,96000
col,1998,-14641000
col,1999,-17302000
col,2000,-16523000
col,2001,-17113000
col,2002,-18837000
col,2003,-18113000
col,2004,-20929000
col,2005,-25792000
col,2006,-19432000
col,2007,-13697000
col,2008,-12222000
col,2009,-8965000
col,2010,-11100000
col,2011,-7403000
col,2012,-6434000
col,2013,-6098000
col,2014,-5435000
col,2015,-5642000
col,2016,-5637000
col,2017,-5637000
col,2018,-5333000
col,2019,-4804000
col,2020,-4276000
com,1978,643729.7
com,1979,502199
com,1980,2715954.9
com,1981,1972639.8
com,1982,578719.8
com,1983,1141850.5
com,1984,5342033.1
com,1985,2791960.2
com,1986,4075333.5
com,1987,1214859.3
com,1990,-27510
com,1991,1196467
com,1992,14258075
com,1993,-765223.1
com,1994,-144638.3
com,1996,595231.8
com,2005,-231942.4
com,2006,-64741.9
com,2007,-421000.3
com,2008,-5396500.9
com,2009,-3917905.4
com,2010,-1069678.7
com,2011,-1182498.7
com,2012,-4142774.7
com,2017,0
com,2018,751912
com,2019,812429.8
com,2020,965395.5
cpv,1981,782351.4
cpv,1982,425139.8
cpv,1983,284161.1
cpv,1984,1300871.7
cpv,1985,4411650.1
cpv,1986,2403937.4
cpv,1987,2706883
cpv,1988,2711839.4
cpv,1989,3203972.1
cpv,1990,3789061.9
cpv,1991,1327486.9
cpv,1992,10160144.3
cpv,1993,-111711.4
cpv,1994,17620097.1
cpv,1995,5616813.2
cpv,1996,5095765.5
cpv,1997,3634253.6
cpv,1998,1887277.4
cpv,1999,8618035
cpv,2000,7929858.1
cpv,2001,6215749.5
cpv,2002,2824084.4
cpv,2003,4352256.6
cpv,2004,2965506.7
cpv,2005,5575481.2
cpv,2006,-110355.8
cpv,2007,3942093.2
cpv,2008,-992004.2
cpv,2009,6444492.1
cpv,2010,15500422.5
cpv,2011,-693079.9
cpv,2012,-2260806.3
cpv,2013,-2813018.8
cpv,2014,671677.4
cpv,2015,197276.8
cpv,2016,-1451220.8
cpv,2017,-2419858.6
cpv,2018,-889267.2
cpv,2019,-3534345.5
cpv,2020,-3920091.1
cri,1970,3513000
cri,1971,2116000
cri,1972,2256000
cri,1973,6518000
cri,1974,6389000
cri,1975,8245000
cri,1976,8323000
cri,1977,7597000
cri,1978,13753000
cri,1979,24176000
cri,1980,38163000
cri,1981,21232000
cri,1982,15213000
cri,1983,23547000
cri,1984,15079000
cri,1985,26946000
cri,1986,12734000
cri,1987,2227000
cri,1988,2647000
cri,1989,127000
cri,1990,2845000
cri,1991,-11719000
cri,1992,-12907000
cri,1993,-12917000
cri,1994,-10453000
cri,1995,-12894000
cri,1996,-12496000
cri,1997,-11996000
cri,1998,-12430000
cri,1999,-12046000
cri,2000,-12473000
cri,2001,-12234000
cri,2002,-11913000
cri,2003,-12482000
cri,2004,-11765000
cri,2005,-11212000
cri,2006,-11624000
cri,2007,-12313000
cri,2008,-9724000
cri,2009,-9150000
cri,2010,-8231000
cri,2011,-6783000
cri,2012,-5877000
cri,2013,-4259000
cri,2014,-2964000
cri,2015,-2964000
cri,2016,-1389000
cri,2017,-1143000
cri,2018,-937000
cri,2019,-927000
cri,2020,-463000
dji,1980,153449.6
dji,1982,29495.3
dji,1983,80746.8
dji,1984,225693.1
dji,1985,285466.9
dji,1986,3236485
dji,1987,7263820.6
dji,1988,5467473.3
dji,1989,1333034.7
dji,1990,5712085.8
dji,1991,6536956.4
dji,1992,7530124.3
dji,1993,9080740.3
dji,1994,9006241.2
dji,1995,6675845.1
dji,1996,8413094.1
dji,1997,4670449.4
dji,1998,1705469.2
dji,1999,1614844.1
dji,2000,2921596.1
dji,2001,1768295.5
dji,2002,4095634.4
dji,2003,-1218295.7
dji,2004,2578701.7
dji,2005,555480
dji,2006,303109.9
dji,2007,996622.5
dji,2008,6213912.2
dji,2009,16553921.9
dji,2010,1693785.1
dji,2011,1559824.5
dji,2012,-1764345.6
dji,2013,-2463680
dji,2014,-3323434.9
dji,2015,-3051490.9
dji,2016,-2488204.9
dji,2017,-3088266.5
dji,2018,-2384594.7
dji,2019,13077632.4
dji,2020,201994.7
dom,1970,8286000
dom,1971,6789000
dom,1972,4565000
dom,1973,5459000
dom,1974,4024000
dom,1975,9082000
dom,1976,7794000
dom,1977,17839000
dom,1978,28065000
dom,1979,30960000
dom,1980,50426000
dom,1981,37653000
dom,1982,34907000
dom,1983,35661000
dom,1984,37563000
dom,1985,38452000
dom,1986,21237000
dom,1987,12650000
dom,1988,7862000
dom,1989,10727000
dom,1990,10765000
dom,1991,-10763000
dom,1992,-13316000
dom,1993,-3432000
dom,1994,4444000
dom,1995,13835000
dom,1996,14589000
dom,1997,4825000
dom,1998,9440000
dom,1999,6654000
dom,2000,-6236000
dom,2001,-12209000
dom,2002,-18129000
dom,2003,-19153000
dom,2004,-21219000
dom,2005,-21895000
dom,2006,-21929000
dom,2007,-22010000
dom,2008,-22234000
dom,2009,-22180000
dom,2010,-22062000
dom,2011,-22213000
dom,2012,-22075000
dom,2013,-21627000
dom,2014,-20558000
dom,2015,-17915000
dom,2016,-17183000
dom,2017,-16614000
dom,2018,-16763000
dom,2019,-15736000
dom,2020,-10621000
dza,2000,329751.3
dza,2002,-3884.6
dza,2003,-4201
dza,2004,-4446
dza,2005,-4432
dza,2006,-4414.2
dza,2007,-4592.7
dza,2008,0
ecu,1970,4639000
ecu,1971,4271000
ecu,1972,4191000
ecu,1973,5167000
ecu,1974,16169000
ecu,1975,28861000
ecu,1976,28106000
ecu,1977,21492000
ecu,1978,11491000
ecu,1979,9355000
ecu,1980,10318000
ecu,1981,21478000
ecu,1982,9129000
ecu,1983,12314000
ecu,1984,64334000
ecu,1985,52875000
ecu,1986,48380000
ecu,1987,34662000
ecu,1988,20538000
ecu,1989,20264000
ecu,1990,12528000
ecu,1991,38616000
ecu,1992,18530000
ecu,1993,50152000
ecu,1994,17151000
ecu,1995,37831000
ecu,1996,10769000
ecu,1997,-5594000
ecu,1998,-5293000
ecu,1999,-5809000
ecu,2000,-10484000
ecu,2001,127000
ecu,2002,-18048000
ecu,2003,-23979000
ecu,2004,-26229000
ecu,2005,-27607000
ecu,2006,-27476000
ecu,2007,-27472000
ecu,2008,-27930000
ecu,2009,-28662000
ecu,2010,-30373000
ecu,2011,-26465000
ecu,2012,-26840000
ecu,2013,-26650000
ecu,2014,-25455000
ecu,2015,-24161000
ecu,2016,-24144000
ecu,2017,-24190000
ecu,2018,-24081000
ecu,2019,-22861000
ecu,2020,-21613000
egy,1980,191812
egy,1981,474880.2
egy,1982,2289449.3
egy,1983,19033849.8
egy,1984,4159167
egy,1985,590804.9
egy,1986,6709871.5
egy,1987,1356009.7
egy,1988,1868301.1
egy,1989,308168.3
egy,1990,-96000
egy,1991,-52000
egy,1992,7821000
egy,1993,6796505.2
egy,1994,2409850.3
egy,1995,7556392.9
egy,1996,18569044.8
egy,1997,20768118.4
egy,1998,33593795.6
egy,1999,22545820.8
egy,2000,3368686.9
egy,2001,1996577.9
egy,2002,554199
egy,2003,9695954.2
egy,2004,15411447.8
egy,2005,-440247.3
egy,2006,1537621
egy,2007,166869
egy,2008,8507425.2
egy,2009,-5013068.3
egy,2010,-5978603.7
egy,2011,-6370335.9
egy,2012,-6230965.6
egy,2013,-6399465.4
egy,2014,-7244084.8
egy,2015,-6496135.8
egy,2016,-6605558.1
egy,2017,-7091780.4
egy,2018,-7336451.9
egy,2019,-7430692.9
egy,2020,-7696696.1
eri,1998,6389065.2
eri,1999,5104476.2
eri,2000,696434.6
eri,2001,5580943.9
eri,2002,6647798.6
eri,2003,9966219.7
eri,2004,19137227.4
eri,2005,12287036.8
eri,2006,5054284.7
eri,2007,3991082.4
eri,2008,4779077.7
eri,2009,3361069.2
eri,2010,3738534.6
eri,2011,6048267
eri,2012,2298995.6
eri,2013,-904620.4
eri,2014,-875307.9
eri,2015,-873053.7
eri,2016,-795113.4
eri,2017,-335590.7
eri,2018,-1985274.3
eri,2019,149221.8
eri,2020,-348266.8
eth,1976,537013.8
eth,1977,2072286.1
eth,1978,1905608.6
eth,1979,4087804.4
eth,1980,2600007.1
eth,1981,13454775
eth,1982,9980088.7
eth,1983,12420438.8
eth,1984,5110701.1
eth,1985,15557934.1
eth,1986,14170978.9
eth,1987,21657996.6
eth,1988,17716613.9
eth,1989,21416230.4
eth,1990,45921626.1
eth,1991,36194432
eth,1992,44506652.3
eth,1993,110845270.1
eth,1994,49815726.1
eth,1995,83629292.9
eth,1996,75569764.6
eth,1997,20831250.3
eth,1998,27714893.7
eth,1999,26845223.9
eth,2000,22733051.4
eth,2001,24682351.5
eth,2002,80191821.9
eth,2003,13608504.1
eth,2004,68329668.3
eth,2005,125949144.4
eth,2006,34826744
eth,2007,65917922.7
eth,2008,72202009.6
eth,2009,162986411.7
eth,2010,80750823.1
eth,2011,194984383.8
eth,2012,71545355.1
eth,2013,297975583.4
eth,2014,156199915.4
eth,2015,358737163.7
eth,2016,383260435.7
eth,2017,347277343.8
eth,2018,163908317.6
eth,2019,82931394.3
eth,2020,55184962.6
gab,1992,991215.5
gab,1993,106125.8
gab,1994,561368.5
gab,1995,430895.5
gab,1996,345524.8
gab,1997,133480.7
gab,1998,226581.8
gab,1999,0
gab,2000,0
gab,2001,-8905.1
gab,2002,-9064
gab,2003,-224054.4
gab,2004,-186733.6
gab,2005,-184667.5
gab,2006,-185397.4
gab,2007,-188301.9
gab,2008,-193639.2
gab,2009,-198980.3
gab,2010,-196845.2
gab,2011,-225764.1
gab,2012,-209277.3
gab,2013,-64070.9
gab,2014,-63824.5
gab,2015,-60162.4
gab,2016,-65332.8
gab,2017,-59629.8
gab,2018,-53809.1
gab,2019,-59412.4
gab,2020,-59901.9
geo,2008,69856000
geo,2009,111388000
geo,2010,38282000
geo,2011,42362000
geo,2012,56486000
geo,2013,47149976
geo,2014,116951000
geo,2015,114207000
geo,2016,121138000
geo,2017,29337000
geo,2018,3146000
geo,2019,-18355000
geo,2020,-46263000
gha,1982,3910193.5
gha,1983,4071228
gha,1984,5405210.3
gha,1985,18098254.9
gha,1986,15399461.7
gha,1987,13809484.9
gha,1988,18176711.8
gha,1989,2133131.5
gha,1990,5256001.7
gha,1991,5515246.5
gha,1992,29144192.6
gha,1993,21887056.1
gha,1994,18170009.1
gha,1995,18658986.8
gha,1996,17406902.1
gha,1997,32076657.8
gha,1998,13177023
gha,1999,14559451.1
gha,2000,706987
gha,2001,45269636.4
gha,2002,39143543.1
gha,2003,62775842
gha,2004,47946068.6
gha,2005,57291245.2
gha,2006,47188038.5
gha,2007,16543013.5
gha,2008,85912296.5
gha,2009,99638198.5
gha,2010,129957569.3
gha,2011,108971427.2
gha,2012,145681472.6
gha,2013,62377625.2
gha,2014,48830329.3
gha,2015,112102062.7
gha,2016,47263379.8
gha,2017,89941083.2
gha,2018,29732384.1
gha,2019,65248611.6
gha,2020,35512068.2
gin,1980,686926.7
gin,1981,1552310.9
gin,1982,2102306.3
gin,1983,2572729.6
gin,1984,940221.9
gin,1985,-242974.6
gin,1986,19298765.8
gin,1987,14514405.1
gin,1988,13034914.6
gin,1989,17294164.6
gin,1990,27159596.1
gin,1991,17606421.4
gin,1992,25722302.8
gin,1993,37321382.3
gin,1994,22987467.4
gin,1995,7344946.5
gin,1996,6646271.5
gin,1997,17922196.2
gin,1998,17787353.1
gin,1999,3764889.3
gin,2000,581680.7
gin,2001,2278429.5
gin,2002,2587125.1
gin,2003,12958746.4
gin,2004,1290832.6
gin,2005,4287240.5
gin,2006,5984214.5
gin,2007,10212700.8
gin,2008,11570733.1
gin,2009,2926089.4
gin,2010,6257849.5
gin,2011,-6911854.2
gin,2012,-8555930.1
gin,2013,-1961790.7
gin,2014,11100910.4
gin,2015,4088242.4
gin,2016,2379780.2
gin,2017,12056304.1
gin,2018,13150671.6
gin,2019,24897932.7
gin,2020,42895323.9
gmb,1976,424294.1
gmb,1977,1582000.9
gmb,1978,1651080.5
gmb,1979,73647
gmb,1980,222571
gmb,1982,860246.9
gmb,1983,2712699.9
gmb,1984,1897387.8
