geo,time,sp_pop_1564_fe_zs
are,1960,51.61759
are,1961,51.70223
are,1962,51.89423
are,1963,52.21455
are,1964,52.64548
are,1965,53.15861
are,1966,53.59497
are,1967,53.90249
are,1968,53.97746
are,1969,53.75015
are,1970,53.22368
are,1971,53.71388
are,1972,54.18893
are,1973,54.43271
are,1974,54.30386
are,1975,53.76215
are,1976,54.20852
are,1977,54.29597
are,1978,53.98067
are,1979,53.44474
are,1980,52.89332
are,1981,53.2722
are,1982,53.52204
are,1983,53.62816
are,1984,53.64593
are,1985,53.66535
are,1986,53.49128
are,1987,53.46017
are,1988,53.58398
are,1989,53.88696
are,1990,54.36832
are,1991,55.18715
are,1992,56.1023
are,1993,57.0896
are,1994,58.10828
are,1995,59.09812
are,1996,59.43672
are,1997,59.76486
are,1998,59.94835
are,1999,60.00665
are,2000,60.08062
are,2001,62.34461
are,2002,64.41435
are,2003,66.22806
are,2004,67.74469
are,2005,68.92921
are,2006,70.37287
are,2007,71.53286
are,2008,72.38584
are,2009,73.03412
are,2010,73.61297
are,2011,74.04533
are,2012,74.50767
are,2013,74.92305
are,2014,75.25834
are,2015,75.53845
are,2016,75.32617
are,2017,75.21752
are,2018,75.16181
are,2019,75.13194
are,2020,75.1255
arg,1960,63.32821
arg,1961,63.31739
arg,1962,63.35355
arg,1963,63.41949
arg,1964,63.49002
arg,1965,63.55085
arg,1966,63.56795
arg,1967,63.58527
arg,1968,63.59464
arg,1969,63.5876
arg,1970,63.55656
arg,1971,63.4416
arg,1972,63.31729
arg,1973,63.18169
arg,1974,63.02881
arg,1975,62.85189
arg,1976,62.58117
arg,1977,62.26946
arg,1978,61.93742
arg,1979,61.62204
arg,1980,61.34622
arg,1981,60.98428
arg,1982,60.75404
arg,1983,60.60211
arg,1984,60.45986
arg,1985,60.30042
arg,1986,60.25296
arg,1987,60.14127
arg,1988,60.02481
arg,1989,59.98518
arg,1990,60.0517
arg,1991,60.05265
arg,1992,60.16093
arg,1993,60.33643
arg,1994,60.5171
arg,1995,60.6748
arg,1996,60.82398
arg,1997,60.97682
arg,1998,61.13118
arg,1999,61.29565
arg,2000,61.4741
arg,2001,61.68209
arg,2002,61.86683
arg,2003,62.04209
arg,2004,62.22586
arg,2005,62.42345
arg,2006,62.57808
arg,2007,62.76972
arg,2008,62.97136
arg,2009,63.14192
arg,2010,63.25938
arg,2011,63.35895
arg,2012,63.41014
arg,2013,63.42631
arg,2014,63.43424
arg,2015,63.448
arg,2016,63.43336
arg,2017,63.4354
arg,2018,63.44668
arg,2019,63.45513
arg,2020,63.45529
arm,1960,56.26937
arm,1961,55.49097
arm,1962,54.95568
arm,1963,54.61893
arm,1964,54.41055
arm,1965,54.31451
arm,1966,54.38683
arm,1967,54.61816
arm,1968,55.00252
arm,1969,55.51493
arm,1970,56.12019
arm,1971,57.03345
arm,1972,57.90683
arm,1973,58.75643
arm,1974,59.62575
arm,1975,60.52686
arm,1976,61.23358
arm,1977,62.00658
arm,1978,62.76762
arm,1979,63.42458
arm,1980,63.9462
arm,1981,64.32879
arm,1982,64.55866
arm,1983,64.66929
arm,1984,64.72543
arm,1985,64.75692
arm,1986,64.793
arm,1987,64.79411
arm,1988,64.71958
arm,1989,64.55907
arm,1990,64.36497
arm,1991,63.97161
arm,1992,63.57809
arm,1993,63.23281
arm,1994,62.99358
arm,1995,62.88655
arm,1996,63.14312
arm,1997,63.59517
arm,1998,64.17576
arm,1999,64.76763
arm,2000,65.28458
arm,2001,65.8472
arm,2002,66.24118
arm,2003,66.56356
arm,2004,66.97302
arm,2005,67.55226
arm,2006,68.08132
arm,2007,68.81233
arm,2008,69.6136
arm,2009,70.28035
arm,2010,70.68538
arm,2011,70.84524
arm,2012,70.80765
arm,2013,70.59904
arm,2014,70.30352
arm,2015,69.98031
arm,2016,69.65308
arm,2017,69.28596
arm,2018,68.88253
arm,2019,68.4355
arm,2020,67.94335
atg,1960,54.07636
atg,1961,53.96815
atg,1962,53.84641
atg,1963,53.73025
atg,1964,53.62447
atg,1965,53.52372
atg,1966,53.46789
atg,1967,53.33872
atg,1968,53.15255
atg,1969,52.95462
atg,1970,52.82209
atg,1971,53.56473
atg,1972,54.19494
atg,1973,54.70129
atg,1974,55.04925
atg,1975,55.27831
atg,1976,55.97192
atg,1977,56.5896
atg,1978,57.06406
atg,1979,57.39085
atg,1980,57.63856
atg,1981,58.24447
atg,1982,58.79783
atg,1983,59.24989
atg,1984,59.57434
atg,1985,59.80291
atg,1986,60.34164
atg,1987,60.82613
atg,1988,61.22616
atg,1989,61.51341
atg,1990,61.64685
atg,1991,62.08099
atg,1992,62.53262
atg,1993,62.95417
atg,1994,63.33657
atg,1995,63.70907
atg,1996,64.18908
atg,1997,64.66335
atg,1998,65.09914
atg,1999,65.54052
atg,2000,65.98754
atg,2001,66.39625
atg,2002,66.74066
atg,2003,67.04627
atg,2004,67.31541
atg,2005,67.58498
atg,2006,67.89475
atg,2007,68.22458
atg,2008,68.54443
atg,2009,68.87349
atg,2010,69.18453
atg,2011,69.34842
atg,2012,69.55819
atg,2013,69.76177
atg,2014,69.91261
atg,2015,69.98949
atg,2016,69.94817
atg,2017,69.8841
atg,2018,69.79524
atg,2019,69.64826
atg,2020,69.45656
aus,1960,60.35356
aus,1961,60.2536
aus,1962,60.31233
aus,1963,60.47284
aus,1964,60.65247
aus,1965,60.80572
aus,1966,61.0133
aus,1967,61.21747
aus,1968,61.39788
aus,1969,61.57604
aus,1970,61.78775
aus,1971,61.97367
aus,1972,62.15683
aus,1973,62.35026
aus,1974,62.5771
aus,1975,62.84692
aus,1976,62.98774
aus,1977,63.26711
aus,1978,63.61228
aus,1979,63.92662
aus,1980,64.16416
aus,1981,64.51148
aus,1982,64.71136
aus,1983,64.82752
aus,1984,64.95632
aus,1985,65.13214
aus,1986,65.2287
aus,1987,65.42313
aus,1988,65.65263
aus,1989,65.8245
aus,1990,65.90251
aus,1991,65.92813
aus,1992,65.86949
aus,1993,65.77094
aus,1994,65.70659
aus,1995,65.71
aus,1996,65.73796
aus,1997,65.82644
aus,1998,65.9531
aus,1999,66.07609
aus,2000,66.17181
aus,2001,66.33577
aus,2002,66.48541
aus,2003,66.61459
aus,2004,66.72132
aus,2005,66.79482
aus,2006,66.967
aus,2007,67.09838
aus,2008,67.15918
aus,2009,67.14162
aus,2010,67.05594
aus,2011,66.85413
aus,2012,66.65609
aus,2013,66.44615
aus,2014,66.21162
aus,2015,65.9515
aus,2016,65.60315
aus,2017,65.22867
aus,2018,64.84892
aus,2019,64.49234
aus,2020,64.16946
aut,1960,65.6912
aut,1961,65.21653
aut,1962,64.75536
aut,1963,64.27874
aut,1964,63.76762
aut,1965,63.227
aut,1966,62.70282
aut,1967,62.18012
aut,1968,61.68505
aut,1969,61.26699
aut,1970,60.95703
aut,1971,60.73404
aut,1972,60.63869
aut,1973,60.65822
aut,1974,60.76324
aut,1975,60.93655
aut,1976,61.13128
aut,1977,61.35246
aut,1978,61.64057
aut,1979,62.05014
aut,1980,62.59467
aut,1981,63.17863
aut,1982,63.88103
aut,1983,64.60507
aut,1984,65.21561
aut,1985,65.63524
aut,1986,65.77548
aut,1987,65.8019
aut,1988,65.73776
aut,1989,65.63068
aut,1990,65.51247
aut,1991,65.2963
aut,1992,65.03465
aut,1993,64.76606
aut,1994,64.56912
aut,1995,64.4994
aut,1996,64.52855
aut,1997,64.7117
aut,1998,64.99177
aut,1999,65.26093
aut,2000,65.45119
aut,2001,65.62904
aut,2002,65.73617
aut,2003,65.78902
aut,2004,65.83111
aut,2005,65.88191
aut,2006,65.85592
aut,2007,65.8362
aut,2008,65.81862
aut,2009,65.79249
aut,2010,65.75207
aut,2011,65.72647
aut,2012,65.69206
aut,2013,65.6326
aut,2014,65.54619
aut,2015,65.43363
aut,2016,65.33967
aut,2017,65.25003
aut,2018,65.15074
aut,2019,65.01957
aut,2020,64.8391
aze,1960,57.08013
aze,1961,55.93236
aze,1962,54.74511
aze,1963,53.64072
aze,1964,52.76065
aze,1965,52.16941
aze,1966,51.58253
aze,1967,51.33431
aze,1968,51.33122
aze,1969,51.46166
aze,1970,51.68795
aze,1971,52.15925
aze,1972,52.70394
aze,1973,53.34815
aze,1974,54.13515
aze,1975,55.06311
aze,1976,55.96546
aze,1977,56.96787
aze,1978,58.02049
aze,1979,59.04216
aze,1980,59.97542
aze,1981,60.75658
aze,1982,61.44957
aze,1983,62.02842
aze,1984,62.47683
aze,1985,62.78779
aze,1986,62.82573
aze,1987,62.74912
aze,1988,62.59642
aze,1989,62.40831
aze,1990,62.20858
aze,1991,61.82771
aze,1992,61.556
aze,1993,61.3899
aze,1994,61.33202
aze,1995,61.39738
aze,1996,61.64345
aze,1997,62.02349
aze,1998,62.52657
aze,1999,63.12674
aze,2000,63.79825
aze,2001,64.52394
aze,2002,65.23377
aze,2003,65.98934
aze,2004,66.85803
aze,2005,67.84698
aze,2006,68.71123
aze,2007,69.6679
aze,2008,70.61859
aze,2009,71.4328
aze,2010,72.03954
aze,2011,72.36472
aze,2012,72.50062
aze,2013,72.4656
aze,2014,72.32493
aze,2015,72.12593
aze,2016,71.75208
aze,2017,71.40761
aze,2018,71.06076
aze,2019,70.67067
aze,2020,70.23388
bdi,1960,54.05181
bdi,1961,53.74018
bdi,1962,53.36171
bdi,1963,52.98832
bdi,1964,52.72753
bdi,1965,52.61549
bdi,1966,52.24718
bdi,1967,52.07034
bdi,1968,52.03803
bdi,1969,52.09461
bdi,1970,52.22803
bdi,1971,52.00972
bdi,1972,51.9142
bdi,1973,51.93348
bdi,1974,52.03379
bdi,1975,52.16933
bdi,1976,52.33324
bdi,1977,52.51388
bdi,1978,52.68189
bdi,1979,52.82651
bdi,1980,52.93942
bdi,1981,52.60006
bdi,1982,52.32666
bdi,1983,52.07871
bdi,1984,51.82271
bdi,1985,51.55675
bdi,1986,51.12351
bdi,1987,50.72502
bdi,1988,50.38016
bdi,1989,50.12177
bdi,1990,49.96086
bdi,1991,49.29887
bdi,1992,48.79076
bdi,1993,48.42139
bdi,1994,48.17949
bdi,1995,48.07038
bdi,1996,47.84023
bdi,1997,47.71802
bdi,1998,47.70274
bdi,1999,47.77448
bdi,2000,47.90725
bdi,2001,48.55516
bdi,2002,49.22004
bdi,2003,49.88593
bdi,2004,50.53877
bdi,2005,51.15905
bdi,2006,51.62057
bdi,2007,52.06994
bdi,2008,52.47567
bdi,2009,52.80562
bdi,2010,53.04861
bdi,2011,53.05196
bdi,2012,53.02189
bdi,2013,52.96032
bdi,2014,52.88229
bdi,2015,52.80359
bdi,2016,52.73228
bdi,2017,52.69171
bdi,2018,52.68595
bdi,2019,52.71978
bdi,2020,52.79659
bel,1960,63.9402
bel,1961,63.50326
bel,1962,63.22108
bel,1963,63.04312
bel,1964,62.88129
bel,1965,62.6959
bel,1966,62.46739
bel,1967,62.27366
bel,1968,62.1133
bel,1969,62.00023
bel,1970,61.94362
bel,1971,61.94483
bel,1972,61.9814
bel,1973,62.0657
bel,1974,62.21138
bel,1975,62.41955
bel,1976,62.57687
bel,1977,62.79188
bel,1978,63.06978
bel,1979,63.41854
bel,1980,63.8377
bel,1981,64.27035
bel,1982,64.76003
bel,1983,65.24479
bel,1984,65.64186
bel,1985,65.9009
bel,1986,65.9388
bel,1987,65.87132
bel,1988,65.72627
bel,1989,65.54957
bel,1990,65.37062
bel,1991,65.18964
bel,1992,64.9983
bel,1993,64.798
bel,1994,64.60141
bel,1995,64.42143
bel,1996,64.2201
bel,1997,64.0661
bel,1998,63.94994
bel,1999,63.85089
bel,2000,63.7559
bel,2001,63.74551
bel,2002,63.72965
bel,2003,63.71657
bel,2004,63.7289
bel,2005,63.77426
bel,2006,63.83652
bel,2007,63.94839
bel,2008,64.06873
bel,2009,64.13853
bel,2010,64.12344
bel,2011,64.02904
bel,2012,63.8858
bel,2013,63.7023
bel,2014,63.50943
bel,2015,63.33309
bel,2016,63.11308
bel,2017,62.89956
bel,2018,62.69374
bel,2019,62.48908
bel,2020,62.27512
ben,1960,57.374
ben,1961,57.03223
ben,1962,56.75485
ben,1963,56.51963
ben,1964,56.31207
ben,1965,56.12783
ben,1966,55.66116
ben,1967,55.25837
ben,1968,54.91192
ben,1969,54.62104
ben,1970,54.38445
ben,1971,53.96635
ben,1972,53.63704
ben,1973,53.38249
ben,1974,53.18719
ben,1975,53.03913
ben,1976,52.73646
ben,1977,52.51143
ben,1978,52.34754
ben,1979,52.23166
ben,1980,52.15551
ben,1981,51.92931
ben,1982,51.78025
ben,1983,51.68943
ben,1984,51.63962
ben,1985,51.6222
ben,1986,51.47502
ben,1987,51.38867
ben,1988,51.35162
ben,1989,51.35519
ben,1990,51.39187
ben,1991,51.41063
ben,1992,51.48504
ben,1993,51.59918
ben,1994,51.74444
ben,1995,51.9183
ben,1996,51.88963
ben,1997,51.91909
ben,1998,51.99358
ben,1999,52.1002
ben,2000,52.23081
ben,2001,52.28687
ben,2002,52.38631
ben,2003,52.51762
ben,2004,52.67022
ben,2005,52.83644
ben,2006,52.87354
ben,2007,52.93623
ben,2008,53.02499
ben,2009,53.14252
ben,2010,53.28817
ben,2011,53.35299
ben,2012,53.46307
ben,2013,53.6073
ben,2014,53.77478
ben,2015,53.95957
ben,2016,54.11388
ben,2017,54.29907
ben,2018,54.50817
ben,2019,54.73563
ben,2020,54.97687
bfa,1960,56.49722
bfa,1961,56.2046
bfa,1962,56
bfa,1963,55.86025
bfa,1964,55.76369
bfa,1965,55.69723
bfa,1966,55.37778
bfa,1967,55.11968
bfa,1968,54.91905
bfa,1969,54.78168
bfa,1970,54.70883
bfa,1971,54.37342
bfa,1972,54.15604
bfa,1973,54.01989
bfa,1974,53.91726
bfa,1975,53.82249
bfa,1976,53.48173
bfa,1977,53.17156
bfa,1978,52.89945
bfa,1979,52.68309
bfa,1980,52.52538
bfa,1981,52.14586
bfa,1982,51.87922
bfa,1983,51.68941
bfa,1984,51.54067
bfa,1985,51.42119
bfa,1986,51.16724
bfa,1987,50.98698
bfa,1988,50.8715
bfa,1989,50.81971
bfa,1990,50.8304
bfa,1991,50.74273
bfa,1992,50.72786
bfa,1993,50.77704
bfa,1994,50.88118
bfa,1995,51.03048
bfa,1996,51.01823
bfa,1997,51.07853
bfa,1998,51.18794
bfa,1999,51.32304
bfa,2000,51.472
bfa,2001,51.45577
bfa,2002,51.48918
bfa,2003,51.55911
bfa,2004,51.65329
bfa,2005,51.76293
bfa,2006,51.72453
bfa,2007,51.72644
bfa,2008,51.76397
bfa,2009,51.83885
bfa,2010,51.95079
bfa,2011,51.96296
bfa,2012,52.04231
bfa,2013,52.16923
bfa,2014,52.3239
bfa,2015,52.4981
bfa,2016,52.6492
bfa,2017,52.821
bfa,2018,53.0201
bfa,2019,53.25582
bfa,2020,53.52803
bgd,1960,54.39169
bgd,1961,54.0133
bgd,1962,53.76027
bgd,1963,53.57875
bgd,1964,53.40114
bgd,1965,53.19859
bgd,1966,52.82047
bgd,1967,52.45438
bgd,1968,52.13089
bgd,1969,51.91916
bgd,1970,51.86849
bgd,1971,51.70508
bgd,1972,51.61917
bgd,1973,51.60492
bgd,1974,51.61897
bgd,1975,51.6261
bgd,1976,51.48672
bgd,1977,51.46413
bgd,1978,51.52568
bgd,1979,51.65755
bgd,1980,51.8521
bgd,1981,51.8768
bgd,1982,52.00758
bgd,1983,52.21445
bgd,1984,52.46281
bgd,1985,52.73583
bgd,1986,52.96463
bgd,1987,53.23182
bgd,1988,53.54175
bgd,1989,53.90997
bgd,1990,54.34178
bgd,1991,54.6851
bgd,1992,55.08993
bgd,1993,55.542
bgd,1994,56.02331
bgd,1995,56.52234
bgd,1996,56.98318
bgd,1997,57.45899
bgd,1998,57.9461
bgd,1999,58.44511
bgd,2000,58.95429
bgd,2001,59.37843
bgd,2002,59.8289
bgd,2003,60.29487
bgd,2004,60.76662
bgd,2005,61.24296
bgd,2006,61.64553
bgd,2007,62.0682
bgd,2008,62.50573
bgd,2009,62.95369
bgd,2010,63.41233
bgd,2011,63.8988
bgd,2012,64.36893
bgd,2013,64.83592
bgd,2014,65.32054
bgd,2015,65.83012
bgd,2016,66.33637
bgd,2017,66.86516
bgd,2018,67.38726
bgd,2019,67.86636
bgd,2020,68.28615
bgr,1960,66.04968
bgr,1961,66.16349
bgr,1962,66.36425
bgr,1963,66.61408
bgr,1964,66.84572
bgr,1965,67.02261
bgr,1966,67.13708
bgr,1967,67.21338
bgr,1968,67.24919
bgr,1969,67.25003
bgr,1970,67.21647
bgr,1971,67.12434
bgr,1972,67.02059
bgr,1973,66.89752
bgr,1974,66.74857
bgr,1975,66.57456
bgr,1976,66.32427
bgr,1977,66.06326
bgr,1978,65.83157
bgr,1979,65.69489
bgr,1980,65.68541
bgr,1981,65.75785
bgr,1982,65.99309
bgr,1983,66.29977
bgr,1984,66.53891
bgr,1985,66.63248
bgr,1986,66.62225
bgr,1987,66.43642
bgr,1988,66.17212
bgr,1989,65.97201
bgr,1990,65.9109
bgr,1991,65.76288
bgr,1992,65.78272
bgr,1993,65.9111
bgr,1994,66.0436
bgr,1995,66.12123
bgr,1996,66.21743
bgr,1997,66.26273
bgr,1998,66.28775
bgr,1999,66.35771
bgr,2000,66.50577
bgr,2001,66.65288
bgr,2002,66.83534
bgr,2003,67.03849
bgr,2004,67.22258
bgr,2005,67.35033
bgr,2006,67.26386
bgr,2007,67.15737
bgr,2008,66.99082
bgr,2009,66.72143
bgr,2010,66.331
bgr,2011,65.79741
bgr,2012,65.20613
bgr,2013,64.57021
bgr,2014,63.92589
bgr,2015,63.30769
bgr,2016,62.79968
bgr,2017,62.28564
bgr,2018,61.808
bgr,2019,61.41476
bgr,2020,61.12241
bhr,1960,52.48254
bhr,1961,51.33668
bhr,1962,50.29009
bhr,1963,49.19519
bhr,1964,48.02941
bhr,1965,46.98572
bhr,1966,47.58103
bhr,1967,48.01898
bhr,1968,48.30561
bhr,1969,48.53199
bhr,1970,48.77564
bhr,1971,49.4479
bhr,1972,50.39485
bhr,1973,51.43613
bhr,1974,52.34321
bhr,1975,53.01394
bhr,1976,53.85702
bhr,1977,54.62448
bhr,1978,55.33638
bhr,1979,56.04829
bhr,1980,56.75987
bhr,1981,57.52979
bhr,1982,58.06438
bhr,1983,58.44504
bhr,1984,58.73591
bhr,1985,58.98428
bhr,1986,58.9808
bhr,1987,59.14067
bhr,1988,59.37656
bhr,1989,59.67617
bhr,1990,60.08276
bhr,1991,60.26436
bhr,1992,60.67031
bhr,1993,61.23642
bhr,1994,61.86669
bhr,1995,62.452
bhr,1996,62.6675
bhr,1997,62.92887
bhr,1998,63.09642
bhr,1999,63.14243
bhr,2000,63.10602
bhr,2001,63.90604
bhr,2002,64.63722
bhr,2003,65.28878
bhr,2004,65.86981
bhr,2005,66.39147
bhr,2006,67.50842
bhr,2007,68.49107
bhr,2008,69.34706
bhr,2009,70.11626
bhr,2010,70.81829
bhr,2011,70.87817
bhr,2012,70.91101
bhr,2013,70.87063
bhr,2014,70.75339
bhr,2015,70.60429
bhr,2016,70.75354
bhr,2017,70.90524
bhr,2018,71.06916
bhr,2019,71.22314
bhr,2020,71.34031
bhs,1960,55.06597
bhs,1961,54.95676
bhs,1962,54.7632
bhs,1963,54.47436
bhs,1964,54.15167
bhs,1965,53.85797
bhs,1966,54.05025
bhs,1967,54.31748
bhs,1968,54.58114
bhs,1969,54.74531
bhs,1970,54.80274
bhs,1971,55.46994
bhs,1972,55.77137
bhs,1973,55.8871
bhs,1974,56.05895
bhs,1975,56.40554
bhs,1976,56.76926
bhs,1977,57.44175
bhs,1978,58.24913
bhs,1979,58.92989
bhs,1980,59.37883
bhs,1981,60.08697
bhs,1982,60.42489
bhs,1983,60.56355
bhs,1984,60.77136
bhs,1985,61.17059
bhs,1986,61.40054
bhs,1987,61.92847
bhs,1988,62.59577
bhs,1989,63.14366
bhs,1990,63.45503
bhs,1991,63.85193
bhs,1992,63.93462
bhs,1993,63.86985
bhs,1994,63.90091
bhs,1995,64.15631
bhs,1996,64.184
bhs,1997,64.46387
bhs,1998,64.88311
bhs,1999,65.24891
bhs,2000,65.44842
bhs,2001,65.74406
bhs,2002,65.92927
bhs,2003,66.04711
bhs,2004,66.15722
bhs,2005,66.25767
bhs,2006,66.48682
bhs,2007,66.61159
bhs,2008,66.72805
bhs,2009,66.90869
bhs,2010,67.1818
bhs,2011,67.54123
bhs,2012,68.01262
bhs,2013,68.55467
bhs,2014,69.07685
bhs,2015,69.51223
bhs,2016,69.98498
bhs,2017,70.28849
bhs,2018,70.47596
bhs,2019,70.65057
bhs,2020,70.84415
bih,1960,59.71701
bih,1961,59.63578
bih,1962,59.6344
bih,1963,59.7328
bih,1964,59.92389
bih,1965,60.19668
bih,1966,60.24759
bih,1967,60.50481
bih,1968,60.89298
bih,1969,61.29454
bih,1970,61.64483
bih,1971,62.06755
bih,1972,62.34452
bih,1973,62.56242
bih,1974,62.85069
bih,1975,63.2647
bih,1976,63.62166
bih,1977,64.11217
bih,1978,64.68449
bih,1979,65.24859
bih,1980,65.75487
bih,1981,66.34158
bih,1982,66.8523
bih,1983,67.29696
bih,1984,67.70553
bih,1985,68.08548
bih,1986,68.28817
bih,1987,68.42621
bih,1988,68.49409
bih,1989,68.49534
bih,1990,68.46061
bih,1991,68.4686
bih,1992,68.42956
bih,1993,68.35308
bih,1994,68.22296
bih,1995,68.00382
bih,1996,67.91695
bih,1997,67.78993
bih,1998,67.63664
bih,1999,67.49824
bih,2000,67.40823
bih,2001,67.27369
bih,2002,67.23351
bih,2003,67.28347
bih,2004,67.40381
bih,2005,67.58161
bih,2006,67.89938
bih,2007,68.19464
bih,2008,68.46685
bih,2009,68.71817
bih,2010,68.92384
bih,2011,68.87887
bih,2012,68.90738
bih,2013,68.98746
bih,2014,69.00962
bih,2015,68.89113
bih,2016,68.5786
bih,2017,68.01462
bih,2018,67.31163
bih,2019,66.63025
bih,2020,66.04456
blr,1960,64.44213
blr,1961,63.88182
blr,1962,63.52336
blr,1963,63.30795
blr,1964,63.13429
blr,1965,62.9588
blr,1966,62.9224
blr,1967,62.87918
blr,1968,62.877
blr,1969,62.97221
blr,1970,63.17401
blr,1971,63.5575
blr,1972,63.90793
blr,1973,64.20102
blr,1974,64.42964
blr,1975,64.61136
blr,1976,64.67561
blr,1977,64.80836
blr,1978,64.99186
blr,1979,65.18641
blr,1980,65.35991
blr,1981,65.56312
blr,1982,65.74086
