geo,time,tm_tax_tcom_ip_zs
arm,2010,0.42017
arm,2011,0.62431
arm,2012,0.40019
arm,2013,0.38762
arm,2014,0
arm,2015,12.56968
arm,2016,2.32912
arm,2017,3.20007
arm,2019,3.30278
arm,2020,2.10007
atg,1996,63.13186
atg,1999,57.18353
atg,2000,55.22529
atg,2001,50.33163
atg,2002,50.12267
atg,2003,51.27833
atg,2004,54.80217
atg,2005,54.80217
atg,2006,43.47317
atg,2007,50.76315
atg,2008,53.71863
atg,2009,57.90964
atg,2010,64.53511
atg,2011,64.53511
atg,2012,52.33681
atg,2013,59.69048
atg,2014,56.15298
atg,2015,54.4589
atg,2016,55.9761
atg,2017,55.70977
atg,2018,50.46763
atg,2019,50.60734
atg,2020,50.60734
aus,1991,10.72414
aus,1993,5.00928
aus,1996,3.21506
aus,1997,3.18665
aus,1998,3.22832
aus,1999,2.90109
aus,2000,3.11499
aus,2001,0.38732
aus,2002,0.33951
aus,2003,0.32836
aus,2004,0.29124
aus,2005,0.35402
aus,2006,0.37069
aus,2007,0.37461
aus,2008,0.67869
aus,2009,0.39881
aus,2010,0.35093
aus,2011,0.37055
aus,2012,0.33788
aus,2013,0.34485
aus,2014,0.37557
aus,2015,0.33263
aus,2016,0.34908
aus,2017,0.37148
aus,2018,0.38319
aus,2019,0.37204
aus,2020,0.38707
aut,1988,15.13533
aut,1989,15.71462
aut,1990,20.88422
aut,1991,21.1868
aut,1992,20.77558
aut,1993,17.21824
aut,1994,17.74051
aut,1995,24.90896
aut,1996,31.28151
aut,1997,28.44493
aut,1998,22.96523
aut,1999,18.91264
aut,2000,18.55474
aut,2001,21.59943
aut,2002,21.35761
aut,2003,21.93359
aut,2004,18.66892
aut,2005,17.18664
aut,2006,20.97429
aut,2007,20.77506
aut,2008,17.29213
aut,2009,16.56008
aut,2010,18.11398
aut,2011,16.5732
aut,2012,17.05898
aut,2013,16.65655
aut,2014,19.09314
aut,2015,19.38812
aut,2016,18.67354
aut,2017,18.64967
aut,2018,17.85365
aut,2019,18.68754
aut,2020,5.64958
aze,2002,9.18299
aze,2005,7.57367
aze,2007,73.24254
aze,2008,67.65318
aze,2009,69.00347
aze,2011,71.77248
aze,2012,6.73263
aze,2013,70.447
aze,2014,70.74332
aze,2015,62.09655
aze,2019,7.72351
aze,2020,5.67631
bdi,2002,55.21092
bdi,2003,53.47395
bdi,2005,75.77778
bdi,2006,45.18518
bdi,2007,36.03896
bdi,2008,35.79734
bdi,2009,39.25049
bdi,2010,36.35766
bdi,2011,36.22617
bdi,2012,55.22828
bdi,2013,40.34707
bdi,2014,41.1572
bdi,2015,32.07896
bdi,2016,31.58544
bdi,2018,60.52288
bdi,2019,59.39491
bdi,2020,50.60852
bel,1988,15.13533
bel,1989,15.71462
bel,1990,20.88422
bel,1991,21.1868
bel,1992,20.77558
bel,1993,17.21824
bel,1994,17.74051
bel,1995,24.90896
bel,1996,31.28151
bel,1997,28.44493
bel,1998,22.96523
bel,1999,18.91264
bel,2000,18.55474
bel,2001,21.59943
bel,2002,21.35761
bel,2003,21.93359
bel,2004,18.66892
bel,2005,17.18664
bel,2006,20.97429
bel,2007,20.77506
bel,2008,17.29213
bel,2009,16.56008
bel,2010,18.11398
bel,2011,16.5732
bel,2012,17.05898
bel,2013,16.65655
bel,2014,19.09314
bel,2015,19.38812
bel,2016,18.67354
bel,2017,18.64967
bel,2018,17.85365
bel,2019,18.68754
bel,2020,5.64958
ben,2001,47.71274
ben,2002,47.75599
ben,2003,51.26089
ben,2004,51.85185
ben,2005,52.35955
ben,2006,41.90687
ben,2007,47.59341
ben,2008,47.59341
ben,2009,47.59341
ben,2010,47.59341
ben,2011,47.38335
ben,2012,47.38335
ben,2013,47.47793
ben,2014,44.839
ben,2015,37.5
ben,2016,34.95575
ben,2017,59.55826
ben,2018,56.45161
ben,2019,49.95096
ben,2020,49.95096
bfa,1993,0
bfa,2001,38.54167
bfa,2002,39.8533
bfa,2003,47.19203
bfa,2004,48.21509
bfa,2005,48.62986
bfa,2006,34.53039
bfa,2007,34.62138
bfa,2008,34.62138
bfa,2009,34.62138
bfa,2010,34.43551
bfa,2011,36.7247
bfa,2012,35.40421
bfa,2013,35.48219
bfa,2014,34.25656
bfa,2015,28.00891
bfa,2016,33.60085
bfa,2017,54.49735
bfa,2018,57.07196
bfa,2019,50.52765
bfa,2020,35.27668
bgd,1989,94.22151
bgd,1994,98.81064
bgd,1998,64.76286
bgd,1999,63.01642
bgd,2000,63.01642
bgd,2001,64.12733
bgd,2002,63.47955
bgd,2003,63.07178
bgd,2004,61.58237
bgd,2005,47.86869
bgd,2006,47.87339
bgd,2007,47.08587
bgd,2008,47.0235
bgd,2009,45.24969
bgd,2010,46.29601
bgd,2011,44.5449
bgd,2012,47.5
bgd,2013,45.51308
bgd,2015,42.33106
bgd,2016,43.13193
bgd,2019,48.74069
bgd,2020,51.18217
bgr,1988,15.13533
bgr,1989,15.71462
bgr,1990,20.88422
bgr,1991,21.1868
bgr,1992,20.77558
bgr,1993,17.21824
bgr,1994,17.74051
bgr,1995,24.90896
bgr,1996,31.28151
bgr,1997,28.44493
bgr,1998,22.96523
bgr,1999,18.91264
bgr,2000,18.55474
bgr,2001,21.59943
bgr,2002,21.35761
bgr,2003,21.93359
bgr,2004,18.66892
bgr,2005,17.18664
bgr,2006,20.97429
bgr,2007,20.77506
bgr,2008,17.29213
bgr,2009,16.56008
bgr,2010,18.11398
bgr,2011,16.5732
bgr,2012,17.05898
bgr,2013,16.65655
bgr,2014,19.09314
bgr,2015,19.38812
bgr,2016,18.67354
bgr,2017,18.64967
bgr,2018,17.85365
bgr,2019,18.68754
bgr,2020,5.64958
bhr,1999,2.70752
bhr,2000,2.52605
bhr,2001,2.6694
bhr,2002,1.75202
bhr,2003,1.72063
bhr,2004,1.75533
bhr,2005,1.16391
bhr,2006,1.43058
bhr,2007,1.51867
bhr,2008,1.34147
bhr,2009,1.63813
bhr,2010,1.88971
bhr,2011,1.72965
bhr,2012,1.72965
bhr,2013,0.28132
bhr,2014,0.22723
bhr,2015,0.1355
bhr,2016,0.13446
bhr,2017,0.82112
bhr,2018,0.50284
bhr,2019,0.21893
bhr,2020,0.02142
bhs,1999,74.19355
bhs,2002,66.2234
bhs,2006,65.46448
bhs,2010,50.72202
bhs,2011,52.82349
bhs,2013,46.33227
bhs,2014,46.32948
bhs,2015,44.38515
bhs,2016,43.06828
bhs,2018,30.77722
bih,2001,0
bih,2006,23.4183
bih,2007,22.1529
bih,2008,21.14748
bih,2009,16.91501
bih,2010,14.41958
bih,2011,14.11003
bih,2012,10.20889
bih,2013,11.2392
bih,2014,13.18066
bih,2015,9.49552
bih,2016,10.26348
bih,2017,12.09581
bih,2018,11.32891
bih,2019,12.92796
bih,2020,12.7704
blr,1996,15.87755
blr,1997,15.95518
blr,2000,9.07548
blr,2001,9.37515
blr,2002,15.5775
blr,2008,23.10773
blr,2009,23.2874
blr,2010,13.7535
blr,2011,26.50252
blr,2012,14.80986
blr,2013,25.2454
blr,2014,15.1821
blr,2015,12.30471
blr,2016,3.0985
blr,2017,4.34157
blr,2018,2.04716
blr,2019,2.21644
blr,2020,2.2509
blz,1996,45.82989
blz,1999,48.12673
blz,2001,48.78861
blz,2002,56.0286
blz,2003,54.76272
blz,2006,44.70739
blz,2007,49.02407
blz,2008,49.82008
blz,2009,47.0469
blz,2010,47.28881
blz,2011,47.14022
blz,2012,40.19639
blz,2013,46.47091
blz,2014,46.47091
blz,2015,46.20338
blz,2016,47.47423
blz,2017,46.89997
blz,2018,43.45103
blz,2019,42.31924
blz,2020,48.07414
bmu,2007,30.87945
bmu,2008,30.87945
bmu,2009,30.87945
bmu,2010,26.92688
bmu,2011,30.80995
bmu,2012,23.92694
bmu,2013,27.97541
bmu,2014,28.92779
bmu,2015,29.43201
bmu,2016,28.31461
bmu,2017,28.85271
bmu,2018,22.75518
bmu,2019,26.72287
bmu,2020,28.86223
bol,1993,0
bol,1994,0
bol,1995,0
bol,1996,0
bol,1997,0
bol,1998,0
bol,1999,0
bol,2000,0
bol,2001,0
bol,2002,3.23814
bol,2003,0
bol,2004,0
bol,2005,0
bol,2006,0
bol,2007,0
bol,2008,0
bol,2009,18.46211
bol,2010,13.81737
bol,2011,19.47579
bol,2012,12.11039
bol,2013,18.2865
bol,2014,19.23506
bol,2015,18.7183
bol,2016,18.55826
bol,2017,28.92274
bol,2018,14.99242
bol,2019,14.99242
bol,2020,14.3965
bra,1989,82.96335
bra,1990,66.14822
bra,1991,52.8144
bra,1992,47.07633
bra,1993,32.72715
bra,1994,27.72261
bra,1995,24.57718
bra,1996,19.98002
bra,1997,19.57209
bra,1998,29.47523
bra,1999,11.1238
bra,2000,26.36415
bra,2001,27.41373
bra,2002,27.93666
bra,2003,27.13847
bra,2004,21.70295
bra,2005,13.63304
bra,2006,13.102
bra,2007,13.35785
bra,2008,13.35674
bra,2009,13.08208
bra,2010,12.78383
bra,2011,13.52216
bra,2012,14.086
bra,2013,16.98297
bra,2014,14.66512
bra,2015,15.29826
bra,2016,15.43406
bra,2017,16.28034
bra,2018,16.21622
bra,2019,15.78339
bra,2020,15.82104
brb,1996,56.7713
brb,1999,52.0013
brb,2000,51.37394
brb,2001,59.45752
brb,2002,63.75779
brb,2003,64.62675
brb,2004,44.80969
brb,2006,50.10551
brb,2007,53.626
brb,2010,56.10814
brb,2011,56.27114
brb,2012,42.97581
brb,2013,55.74646
brb,2020,41.66447
brn,1992,1.72443
brn,1996,1.09413
brn,1997,1.09413
brn,1998,1.09413
brn,1999,1.24415
brn,2000,1.05404
brn,2001,0.88496
brn,2002,0.88496
brn,2003,0.92513
brn,2004,1.21832
brn,2005,1.41225
brn,2006,1.26142
brn,2007,1.59171
brn,2008,0.41345
brn,2009,0.09821
brn,2010,0.75624
brn,2011,0.08839
brn,2014,0
brn,2016,0
brn,2017,0
brn,2018,0
brn,2019,0
brn,2020,0
btn,1996,39.86254
btn,2002,56.6193
btn,2004,93.86549
btn,2005,94.00887
btn,2007,45.23809
btn,2015,45.11512
btn,2019,30.80111
btn,2020,19.60265
bwa,2001,11.51539
bwa,2002,11.16165
bwa,2004,10.21716
bwa,2005,9.53264
bwa,2006,9.77873
bwa,2007,9.2059
bwa,2008,11.30137
bwa,2009,10.85787
bwa,2010,12.46057
bwa,2011,13.2454
bwa,2012,9.72222
bwa,2013,8.0414
bwa,2014,14.59684
bwa,2015,15.84429
bwa,2016,15.5303
bwa,2017,5.82206
bwa,2018,4.8273
bwa,2019,13.37222
bwa,2020,13.43608
caf,1995,64.34159
caf,1997,59.9393
caf,2001,66.51852
caf,2002,62.13292
caf,2003,95.99121
caf,2004,95.99121
caf,2005,97.38232
caf,2006,95.75912
caf,2007,47.42064
caf,2008,47.42064
caf,2009,47.42064
caf,2010,47.42064
caf,2011,56.4781
caf,2012,58.3196
caf,2013,43.06123
caf,2015,44.42231
caf,2016,44.42231
caf,2017,44.42231
can,1989,6.07728
can,1993,5.12006
can,1995,8.64515
can,1996,8.77612
can,1997,6.72018
can,1998,6.40558
can,1999,5.74298
can,2000,5.83646
can,2001,5.81549
can,2002,5.72994
can,2003,15.95368
can,2004,5.85608
can,2005,5.88873
can,2006,5.86216
can,2007,5.7795
can,2008,5.93994
can,2009,5.56413
can,2010,5.72625
can,2011,5.71038
can,2012,5.67691
can,2013,5.401
can,2014,5.51423
can,2015,5.4708
can,2016,5.65151
can,2017,5.33727
can,2018,5.45039
can,2019,5.65846
can,2020,5.28982
che,1990,37.82045
che,1993,40.52888
che,1995,45.89021
che,1996,41.86542
che,1997,37.62429
che,1998,35.53408
che,1999,37.07483
che,2000,36.9614
che,2001,38.52436
che,2002,36.87175
che,2003,37.91603
che,2004,37.40918
che,2005,40.57053
che,2006,37.70107
che,2007,33.10455
che,2008,30.95702
che,2009,31.19703
che,2010,28.09994
che,2011,31.34241
che,2012,32.42157
che,2013,29.14916
che,2014,30.17323
che,2015,29.56101
che,2016,32.28555
che,2017,31.52004
che,2018,30.34628
che,2019,29.46581
che,2020,31.17542
chl,1992,0
chl,1993,0
chl,1994,0
chl,1995,0
chl,1996,0
chl,1997,0
chl,1998,0
chl,1999,0
chl,2000,0
chl,2001,0
chl,2002,0
chl,2003,0
chl,2004,0.05652
chl,2005,0.05793
chl,2006,0
chl,2007,0
chl,2008,0.08835
chl,2009,0
chl,2010,0.07317
chl,2011,0
chl,2012,0
chl,2013,0
chl,2015,0
chl,2016,0
chl,2017,0
chl,2018,0
chl,2019,0
chl,2020,0
chn,1992,65.90944
chn,1993,63.20728
chn,1994,63.63066
chn,1996,44.49856
chn,1997,34.56993
chn,1998,33.41003
chn,1999,35.7026
chn,2000,37.20517
chn,2001,36.52144
chn,2002,28.85069
chn,2003,23.40757
chn,2004,17.19168
chn,2005,14.42645
chn,2006,14.92724
chn,2007,18.64407
chn,2008,19.30344
chn,2009,18.47371
chn,2010,14.29845
chn,2011,18.60546
chn,2014,17.61351
chn,2015,18.23052
chn,2016,19.14344
chn,2017,22.47207
chn,2018,13.92848
chn,2019,7.15855
chn,2020,7.19092
civ,1993,0
civ,1996,0
civ,2001,50.61993
civ,2002,58.16161
civ,2003,58.85822
civ,2004,58.48495
civ,2005,59.36297
civ,2006,55.67549
civ,2007,56.70054
civ,2008,56.70054
civ,2009,56.37595
civ,2010,55.92387
civ,2011,55.45228
civ,2012,54.07407
civ,2013,54.07945
civ,2014,52.65543
civ,2015,47.42781
civ,2016,48.69428
civ,2017,55.20289
civ,2018,53.03438
civ,2019,52.49055
civ,2020,52.51345
cmr,1994,56.38978
cmr,1995,57.56136
cmr,2001,59.4533
cmr,2002,58.72868
cmr,2003,65.12524
cmr,2004,65.12524
cmr,2005,65.88235
cmr,2006,65.67845
cmr,2007,60.1935
cmr,2008,60.1935
cmr,2009,62.45387
cmr,2010,60.1935
cmr,2011,61.26289
cmr,2012,61.09528
cmr,2013,60.65799
cmr,2014,65.91975
cmr,2019,64.52572
cod,2003,48.23081
cod,2006,47.49829
cod,2007,46.43265
cod,2008,46.23656
cod,2009,47.1831
cod,2010,31.13636
cod,2014,30.88078
cod,2019,31.10883
cod,2020,26.03874
cog,1994,69.75269
cog,1997,40.3709
cog,2001,64.35007
cog,2002,64.50993
cog,2003,68.95307
cog,2004,68.95307
cog,2005,70.11243
cog,2006,68.95307
cog,2007,59.08342
cog,2008,59.08342
cog,2009,59.08342
cog,2010,59.08342
cog,2011,59.08342
cog,2013,63.93042
cog,2014,63.17495
cog,2015,50.64309
col,1991,8.03213
col,1992,20.82973
col,1994,24.47803
col,1995,26.08333
col,1996,28.83699
col,1997,28.53427
col,1998,31.56095
col,1999,30.66911
col,2000,30.41592
col,2001,29.60623
col,2002,30.64899
col,2003,30.73952
col,2004,26.19735
col,2005,27.04128
col,2006,22.97228
col,2007,35.57013
col,2008,36.18102
col,2009,35.97963
col,2010,24.53062
col,2011,23.72953
col,2012,3.73127
col,2013,26.22934
col,2014,25.40811
col,2015,5.23773
col,2016,3.34493
col,2017,16.14715
col,2018,2.80923
col,2019,2.87014
col,2020,2.50591
com,2008,14.0458
com,2010,2.01042
com,2011,16.90246
com,2012,7.7266
com,2013,39.09159
com,2014,42.15425
com,2015,38.60619
com,2017,35.10638
com,2018,40.94755
com,2019,39.80247
com,2020,38.19785
cpv,2005,40.23579
cpv,2006,41.33217
cpv,2007,45.47677
cpv,2008,45.47677
cpv,2009,46.81856
cpv,2010,45.3066
cpv,2011,47.49505
cpv,2012,46.66476
cpv,2013,44.65731
cpv,2015,44.24161
cpv,2019,41.97739
cpv,2020,45.64369
cri,1995,35.14339
cri,1996,41.61097
cri,1997,33.82981
cri,1998,34.2709
cri,1999,34.935
cri,2000,3.42366
cri,2001,3.77513
cri,2002,4.86011
cri,2003,5.02626
cri,2004,3.91486
cri,2005,4.80745
cri,2006,4.06418
cri,2007,3.36784
cri,2008,3.50026
cri,2009,5.42181
cri,2010,4.47517
cri,2011,4.36702
cri,2012,4.61937
cri,2013,4.37652
cri,2014,2.77646
cri,2016,2.60139
cri,2018,4.99452
cri,2019,5.60561
cri,2020,5.04734
cub,1993,20.4398
cub,1996,14.13317
cub,1997,13.5468
cub,1998,14.13317
cub,1999,17.36509
cub,2000,19.37114
cub,2001,22.87871
cub,2002,16.69565
cub,2003,24.40752
cub,2004,21.68861
cub,2005,20.17949
cub,2006,23.02427
cub,2007,37.49222
cub,2008,36.68326
cub,2009,36.0161
cub,2010,24.04415
cub,2011,36.6108
cub,2012,25.02585
cub,2013,39.95404
cub,2015,36.91211
cub,2016,39.40455
cub,2017,37.05374
cub,2019,22.35996
cub,2020,24.04139
cym,2016,74.07787
cyp,1988,15.13533
cyp,1989,15.71462
cyp,1990,20.88422
cyp,1991,21.1868
cyp,1992,20.77558
cyp,1993,17.21824
cyp,1994,17.74051
cyp,1995,24.90896
cyp,1996,31.28151
cyp,1997,28.44493
cyp,1998,22.96523
cyp,1999,18.91264
cyp,2000,18.55474
cyp,2001,21.59943
cyp,2002,21.35761
cyp,2003,21.93359
cyp,2004,18.66892
cyp,2005,17.18664
cyp,2006,20.97429
cyp,2007,20.77506
cyp,2008,17.29213
cyp,2009,16.56008
cyp,2010,18.11398
cyp,2011,16.5732
cyp,2012,17.05898
cyp,2013,16.65655
cyp,2014,19.09314
cyp,2015,19.38812
cyp,2016,18.67354
cyp,2017,18.64967
cyp,2018,17.85365
cyp,2019,18.68754
cyp,2020,5.64958
cze,1988,15.13533
cze,1989,15.71462
cze,1990,20.88422
cze,1991,21.1868
cze,1992,20.77558
cze,1993,17.21824
cze,1994,17.74051
cze,1995,24.90896
cze,1996,31.28151
cze,1997,28.44493
cze,1998,22.96523
cze,1999,18.91264
cze,2000,18.55474
cze,2001,21.59943
cze,2002,21.35761
cze,2003,21.93359
cze,2004,18.66892
cze,2005,17.18664
cze,2006,20.97429
cze,2007,20.77506
cze,2008,17.29213
cze,2009,16.56008
cze,2010,18.11398
cze,2011,16.5732
cze,2012,17.05898
cze,2013,16.65655
cze,2014,19.09314
cze,2015,19.38812
cze,2016,18.67354
cze,2017,18.64967
cze,2018,17.85365
cze,2019,18.68754
cze,2020,5.64958
deu,1988,15.13533
deu,1989,15.71462
deu,1990,20.88422
deu,1991,21.1868
deu,1992,20.77558
deu,1993,17.21824
deu,1994,17.74051
deu,1995,24.90896
deu,1996,31.28151
deu,1997,28.44493
deu,1998,22.96523
deu,1999,18.91264
deu,2000,18.55474
deu,2001,21.59943
deu,2002,21.35761
deu,2003,21.93359
deu,2004,18.66892
deu,2005,17.18664
deu,2006,20.97429
deu,2007,20.77506
deu,2008,17.29213
deu,2009,16.56008
deu,2010,18.11398
deu,2011,16.5732
deu,2012,17.05898
deu,2013,16.65655
deu,2014,19.09314
deu,2015,19.38812
deu,2016,18.67354
deu,2017,18.64967
deu,2018,17.85365
deu,2019,18.68754
deu,2020,5.64958
dji,1998,65.82609
dji,1999,65.91304
dji,2002,78.35233
dji,2005,77.87457
dji,2006,72.74321
dji,2009,36.06928
dji,2011,32.79326
dji,2012,32.79326
dji,2014,33.96108
dma,1996,58.64865
dma,1997,60.73241
dma,1998,60.73241
dma,1999,54.82176
dma,2000,23.17731
dma,2001,54.79452
dma,2002,55.27366
dma,2003,55.81261
dma,2006,47.07865
dma,2007,51.30053
dma,2010,56.11034
dma,2011,37.41688
dma,2012,40.22518
dma,2013,46.77749
dma,2015,64.58758
dma,2016,46.51222
dma,2017,45.55215
dma,2020,50.55644
dnk,1988,15.13533
dnk,1989,15.71462
dnk,1990,20.88422
dnk,1991,21.1868
dnk,1992,20.77558
dnk,1993,17.21824
dnk,1994,17.74051
dnk,1995,24.90896
dnk,1996,31.28151
dnk,1997,28.44493
dnk,1998,22.96523
dnk,1999,18.91264
dnk,2000,18.55474
dnk,2001,21.59943
dnk,2002,21.35761
dnk,2003,21.93359
dnk,2004,18.66892
dnk,2005,17.18664
dnk,2006,20.97429
dnk,2007,20.77506
dnk,2008,17.29213
dnk,2009,16.56008
dnk,2010,18.11398
dnk,2011,16.5732
dnk,2012,17.05898
dnk,2013,16.65655
dnk,2014,19.09314
dnk,2015,19.38812
dnk,2016,18.67354
dnk,2017,18.64967
dnk,2018,17.85365
dnk,2019,18.68754
dnk,2020,5.64958
dom,1996,53.19893
dom,1997,48.24133
dom,1998,53.19893
dom,1999,53.19893
dom,2000,68.71495
dom,2001,51.98292
dom,2002,47.56949
dom,2003,48.44994
dom,2004,47.99601
dom,2005,51.67586
dom,2006,46.66424
dom,2007,40.45135
dom,2008,43.79072
dom,2010,42.60777
dom,2011,51.63193
dom,2012,51.13345
dom,2013,51.49044
dom,2015,41.19784
dom,2016,37.69824
dom,2017,36.42838
dom,2018,36.17597
dom,2020,35.50867
dza,1993,29.30262
dza,1997,38.31883
dza,1998,35.62637
dza,2001,43.44751
dza,2002,43.25604
dza,2003,41.73418
dza,2005,40.0491
dza,2006,40.38736
dza,2007,42.50917
dza,2008,59.71223
dza,2009,49.66088
dza,2014,54.91184
dza,2015,53.73238
dza,2016,51.1346
dza,2017,54.41151
dza,2018,40.68682
dza,2019,40.80781
dza,2020,40.80781
ecu,1993,25.49277
ecu,1994,27.05538
ecu,1995,28.04575
ecu,1996,28.36527
ecu,1997,27.90198
ecu,1998,26.69809
ecu,1999,38.39831
ecu,2000,23.84018
ecu,2001,24.19493
ecu,2002,28.71268
ecu,2003,27.29278
ecu,2004,26.3904
ecu,2005,27.5572
ecu,2006,22.36928
ecu,2007,30.94201
ecu,2008,27.26445
ecu,2009,23.5193
ecu,2010,24.88922
ecu,2011,22.25933
ecu,2012,20.25389
ecu,2014,20.99778
ecu,2015,20.98619
ecu,2016,22.39427
ecu,2017,19.50292
ecu,2018,20.74517
ecu,2019,20.97732
ecu,2020,19.42076
egy,1995,49.66955
egy,1997,0
egy,1998,50.69431
egy,1999,51.71548
egy,2000,51.87089
egy,2001,51.67962
egy,2002,50.44638
egy,2003,47.90197
egy,2004,28.37451
egy,2005,21.24689
egy,2006,27.12192
egy,2007,22.33744
egy,2008,17.1921
egy,2009,18.26344
egy,2010,12.2753
egy,2011,11.60524
egy,2012,11.64379
egy,2013,12.60695
egy,2014,11.89772
egy,2015,11.4835
egy,2016,11.9372
egy,2017,11.68463
egy,2018,10.35596
egy,2019,10.53693
eri,2002,26.28505
eri,2006,22.95561
esp,1988,15.13533
esp,1989,15.71462
esp,1990,20.88422
esp,1991,21.1868
esp,1992,20.77558
esp,1993,17.21824
esp,1994,17.74051
esp,1995,24.90896
esp,1996,31.28151
esp,1997,28.44493
esp,1998,22.96523
esp,1999,18.91264
esp,2000,18.55474
esp,2001,21.59943
esp,2002,21.35761
esp,2003,21.93359
esp,2004,18.66892
esp,2005,17.18664
esp,2006,20.97429
esp,2007,20.77506
esp,2008,17.29213
esp,2009,16.56008
esp,2010,18.11398
esp,2011,16.5732
esp,2012,17.05898
esp,2013,16.65655
esp,2014,19.09314
esp,2015,19.38812
esp,2016,18.67354
esp,2017,18.64967
esp,2018,17.85365
esp,2019,18.68754
esp,2020,5.64958
est,1988,15.13533
est,1989,15.71462
est,1990,20.88422
est,1991,21.1868
est,1992,20.77558
est,1993,17.21824
est,1994,17.74051
est,1995,24.90896
est,1996,31.28151
est,1997,28.44493
est,1998,22.96523
est,1999,18.91264
est,2000,18.55474
est,2001,21.59943
est,2002,21.35761
est,2003,21.93359
est,2004,18.66892
est,2005,17.18664
est,2006,20.97429
est,2007,20.77506
est,2008,17.29213
est,2009,16.56008
est,2010,18.11398
est,2011,16.5732
est,2012,17.05898
est,2013,16.65655
est,2014,19.09314
est,2015,19.38812
est,2016,18.67354
est,2017,18.64967
est,2018,17.85365
est,2019,18.68754
est,2020,5.64958
eth,1995,72.78719
eth,2001,61.90707
eth,2002,62.63791
eth,2006,51.43752
eth,2008,60.18674
eth,2009,60.70397
eth,2010,59.89505
eth,2011,59.32765
eth,2012,61.20631
eth,2015,56.47036
eth,2018,55.55775
fin,1988,15.13533
fin,1989,15.71462
fin,1990,20.88422
fin,1991,21.1868
fin,1992,20.77558
fin,1993,17.21824
fin,1994,17.74051
fin,1995,24.90896
fin,1996,31.28151
fin,1997,28.44493
fin,1998,22.96523
fin,1999,18.91264
fin,2000,18.55474
fin,2001,21.59943
fin,2002,21.35761
fin,2003,21.93359
fin,2004,18.66892
fin,2005,17.18664
fin,2006,20.97429
fin,2007,20.77506
fin,2008,17.29213
fin,2009,16.56008
fin,2010,18.11398
fin,2011,16.5732
fin,2012,17.05898
fin,2013,16.65655
fin,2014,19.09314
fin,2015,19.38812
fin,2016,18.67354
fin,2017,18.64967
fin,2018,17.85365
fin,2019,18.68754
fin,2020,5.64958
fji,2003,29.54942
fji,2004,26.11741
fji,2006,28.4593
fji,2007,27.65217
fji,2008,50.19707
fji,2009,26.80965
fji,2010,27.69231
fji,2011,52.75291
fji,2012,31.2031
fji,2013,50.31446
fji,2015,24.15556
fji,2017,56.29187
fji,2018,40.21557
fji,2019,40.1333
fji,2020,40.51681
fra,1988,15.13533
fra,1989,15.71462
fra,1990,20.88422
fra,1991,21.1868
fra,1992,20.77558
fra,1993,17.21824
fra,1994,17.74051
fra,1995,24.90896
fra,1996,31.28151
fra,1997,28.44493
fra,1998,22.96523
fra,1999,18.91264
fra,2000,18.55474
fra,2001,21.59943
fra,2002,21.35761
fra,2003,21.93359
fra,2004,18.66892
fra,2005,17.18664
fra,2006,20.97429
fra,2007,20.77506
fra,2008,17.29213
fra,2009,16.56008
fra,2010,18.11398
fra,2011,16.5732
fra,2012,17.05898
fra,2013,16.65655
fra,2014,19.09314
