geo,time,sl_agr_empl_ma_zs
dza,2004,21.81
dza,2005,20.18
dza,2006,18.71
dza,2007,17.24
dza,2008,15.91
dza,2009,14.62
dza,2010,13.36
dza,2011,12.3
dza,2012,12.29
dza,2013,12.16
dza,2014,11.95
dza,2015,11.78
dza,2016,11.56
dza,2017,11.36
dza,2018,11.05
dza,2019,10.76
ecu,1991,33.36
ecu,1992,33.33
ecu,1993,33.37
ecu,1994,33.15
ecu,1995,33.06
ecu,1996,33.02
ecu,1997,32.71
ecu,1998,32.5
ecu,1999,33.09
ecu,2000,33.07
ecu,2001,32.33
ecu,2002,33.01
ecu,2003,33.81
ecu,2004,33.23
ecu,2005,33.48
ecu,2006,32.5
ecu,2007,32.16
ecu,2008,31.96
ecu,2009,32.67
ecu,2010,32.21
ecu,2011,32.23
ecu,2012,32.36
ecu,2013,30.36
ecu,2014,28.43
ecu,2015,28.53
ecu,2016,29.06
ecu,2017,29.71
ecu,2018,30.67
ecu,2019,31.52
egy,1991,35.37
egy,1992,34.72
egy,1993,32.46
egy,1994,32.15
egy,1995,31.94
egy,1996,30.54
egy,1997,29.25
egy,1998,28.56
egy,1999,27.95
egy,2000,27.43
egy,2001,27.75
egy,2002,27.51
egy,2003,27.83
egy,2004,28.59
egy,2005,27.41
egy,2006,28.43
egy,2007,27.79
egy,2008,28.24
egy,2009,25.96
egy,2010,24.72
egy,2011,25.76
egy,2012,24.48
egy,2013,24.13
egy,2014,23.45
egy,2015,22.17
egy,2016,22.21
egy,2017,21.99
egy,2018,21.66
egy,2019,20.46
eri,1991,65.92
eri,1992,65.58
eri,1993,64.86
eri,1994,64.23
eri,1995,63.69
eri,1996,62.89
eri,1997,62.16
eri,1998,62.16
eri,1999,61.85
eri,2000,61.43
eri,2001,61.15
eri,2002,60.76
eri,2003,61.26
eri,2004,61.31
eri,2005,62.13
eri,2006,62.43
eri,2007,62.37
eri,2008,62.35
eri,2009,61.92
eri,2010,61.96
eri,2011,61.18
eri,2012,60.85
eri,2013,61.25
eri,2014,59.95
eri,2015,60.59
eri,2016,59.88
eri,2017,60.19
eri,2018,59.19
eri,2019,58.66
esp,1991,11
esp,1992,10.77
esp,1993,10.64
esp,1994,10.54
esp,1995,9.95
esp,1996,9.54
esp,1997,9.23
esp,1998,8.97
esp,1999,8.39
esp,2000,7.79
esp,2001,7.75
esp,2002,7.23
esp,2003,6.83
esp,2004,6.66
esp,2005,6.49
esp,2006,5.86
esp,2007,5.62
esp,2008,5.13
esp,2009,5.43
esp,2010,5.59
esp,2011,5.49
esp,2012,5.72
esp,2013,6.02
esp,2014,5.91
esp,2015,5.79
esp,2016,5.95
esp,2017,6.08
esp,2018,5.89
esp,2019,5.68
est,1991,23.97
est,1992,22.5
est,1993,20.06
est,1994,17.63
est,1995,12.45
est,1996,12.09
est,1997,12.25
est,1998,11.92
est,1999,10.55
est,2000,8.27
est,2001,9.54
est,2002,9.02
est,2003,8.57
est,2004,7.41
est,2005,7.18
est,2006,6.89
est,2007,6.42
est,2008,5.32
est,2009,5.54
est,2010,5.68
est,2011,6.34
est,2012,6.43
est,2013,6.2
est,2014,5.39
est,2015,5.23
est,2016,5.7
est,2017,5.04
est,2018,4.83
est,2019,4.7
eth,1991,84.15
eth,1992,84.41
eth,1993,84.2
eth,1994,84.05
eth,1995,83.99
eth,1996,83.78
eth,1997,83.84
eth,1998,83.83
eth,1999,83.65
eth,2000,83.44
eth,2001,83.07
eth,2002,82.82
eth,2003,82.76
eth,2004,82.36
eth,2005,82.07
eth,2006,81.5
eth,2007,80.84
eth,2008,80.36
eth,2009,79.8
eth,2010,78.92
eth,2011,78.23
eth,2012,77.89
eth,2013,77.29
eth,2014,76.49
eth,2015,75.73
eth,2016,75.06
eth,2017,74.41
eth,2018,73.78
eth,2019,73.44
fin,1991,10.62
fin,1992,10.62
fin,1993,10.55
fin,1994,10.28
fin,1995,10.02
fin,1996,9.9
fin,1997,9.98
fin,1998,9.34
fin,1999,8.18
fin,2000,8.26
fin,2001,7.69
fin,2002,7.19
fin,2003,6.99
fin,2004,6.84
fin,2005,6.59
fin,2006,6.39
fin,2007,6.34
fin,2008,6.2
fin,2009,6.33
fin,2010,6.01
fin,2011,5.93
fin,2012,5.89
fin,2013,5.9
fin,2014,6.09
fin,2015,6.14
fin,2016,5.52
fin,2017,5.26
fin,2018,5.23
fin,2019,5.38
fji,1991,37.87
fji,1992,37.48
fji,1993,37.21
fji,1994,37
fji,1995,36.56
fji,1996,36.16
fji,1997,35.68
fji,1998,35.29
fji,1999,35.15
fji,2000,34.33
fji,2001,33.36
fji,2002,32.97
fji,2003,32.48
fji,2004,31.82
fji,2005,31.28
fji,2006,30.96
fji,2007,30.89
fji,2008,30.1
fji,2009,29.64
fji,2010,28.96
fji,2011,28.61
fji,2012,28.05
fji,2013,27.26
fji,2014,25.83
fji,2015,24.72
fji,2016,23.83
fji,2017,23.08
fji,2018,22.52
fji,2019,22.17
fra,1991,6.83
fra,1992,6.52
fra,1993,6.22
fra,1994,6.15
fra,1995,5.8
fra,1996,5.84
fra,1997,5.64
fra,1998,5.46
fra,1999,5.25
fra,2000,5.18
fra,2001,5.07
fra,2002,5.23
fra,2003,5.58
fra,2004,4.9
fra,2005,4.79
fra,2006,5.02
fra,2007,4.59
fra,2008,3.53
fra,2009,3.86
fra,2010,3.92
fra,2011,3.82
fra,2012,3.88
fra,2013,4.19
fra,2014,3.93
fra,2015,3.73
fra,2016,4
fra,2017,3.55
fra,2018,3.53
fra,2019,3.5
gab,1991,30.86
gab,1992,30.87
gab,1993,30.53
gab,1994,30.27
gab,1995,29.69
gab,1996,29.19
gab,1997,28.75
gab,1998,28.35
gab,1999,28.55
gab,2000,28.33
gab,2001,28.04
gab,2002,27.82
gab,2003,27.51
gab,2004,27.15
gab,2005,26.68
gab,2006,26.52
gab,2007,26.02
gab,2008,25.83
gab,2009,25.77
gab,2010,25.11
gab,2011,24.39
gab,2012,23.8
gab,2013,23.24
gab,2014,22.77
gab,2015,22.39
gab,2016,22.12
gab,2017,21.84
gab,2018,21.46
gab,2019,20.99
gbr,1991,2.93
gbr,1992,2.89
gbr,1993,2.85
gbr,1994,2.85
gbr,1995,2.73
gbr,1996,2.6
gbr,1997,2.52
gbr,1998,2.38
gbr,1999,2.22
gbr,2000,2.17
gbr,2001,1.99
gbr,2002,1.98
gbr,2003,1.81
gbr,2004,1.85
gbr,2005,1.93
gbr,2006,1.93
gbr,2007,1.89
gbr,2008,1.38
gbr,2009,1.6
gbr,2010,1.75
gbr,2011,1.71
gbr,2012,1.62
gbr,2013,1.46
gbr,2014,1.73
gbr,2015,1.57
gbr,2016,1.56
gbr,2017,1.62
gbr,2018,1.47
gbr,2019,1.46
geo,1991,45.04
geo,1992,49
geo,1993,52.05
geo,1994,51.93
geo,1995,49.42
geo,1996,47.54
geo,1997,46.4
geo,1998,46.32
geo,1999,50.48
geo,2000,47.28
geo,2001,52.79
geo,2002,52.4
geo,2003,53.19
geo,2004,51.75
geo,2005,51.77
geo,2006,53.46
geo,2007,50.73
geo,2008,48.74
geo,2009,46.98
geo,2010,46.39
geo,2011,45.6
geo,2012,43.92
geo,2013,44.69
geo,2014,43.45
geo,2015,41.34
geo,2016,42.18
geo,2017,41.02
geo,2018,36.9
geo,2019,36.52
gha,1991,61.66
gha,1992,61.53
gha,1993,61.32
gha,1994,61.2
gha,1995,61
gha,1996,60.76
gha,1997,60.48
gha,1998,60.17
gha,1999,59.87
gha,2000,59.84
gha,2001,59.76
gha,2002,59.63
gha,2003,59.42
gha,2004,59.18
gha,2005,58.89
gha,2006,58.7
gha,2007,57.76
gha,2008,56.37
gha,2009,55.31
gha,2010,53.88
gha,2011,51.88
gha,2012,50.29
gha,2013,48.78
gha,2014,45.57
gha,2015,41.88
gha,2016,40.46
gha,2017,39.06
gha,2018,37.65
gha,2019,36.38
gin,1991,67.82
gin,1992,67.71
gin,1993,67.57
gin,1994,67.65
gin,1995,67.65
gin,1996,67.49
gin,1997,67.27
gin,1998,67.06
gin,1999,66.82
gin,2000,66.59
gin,2001,66.34
gin,2002,66
gin,2003,65.09
gin,2004,64.98
gin,2005,64.66
gin,2006,64.56
gin,2007,64.23
gin,2008,63.83
gin,2009,63.81
gin,2010,63.53
gin,2011,62.98
gin,2012,62.59
gin,2013,62.26
gin,2014,61.88
gin,2015,61.59
gin,2016,60.8
gin,2017,60.13
gin,2018,59.67
gin,2019,59.24
gmb,1991,29.28
gmb,1992,29.27
gmb,1993,29.27
gmb,1994,29.28
gmb,1995,29.29
gmb,1996,29.02
gmb,1997,28.84
gmb,1998,28.55
gmb,1999,28.38
gmb,2000,28.05
gmb,2001,27.69
gmb,2002,27.65
gmb,2003,27.43
gmb,2004,27.12
gmb,2005,27.12
gmb,2006,26.67
gmb,2007,26.29
gmb,2008,26.25
gmb,2009,25.99
gmb,2010,25.79
gmb,2011,25.57
gmb,2012,25.24
gmb,2013,24.94
gmb,2014,24.68
gmb,2015,24.35
gmb,2016,24.1
gmb,2017,23.7
gmb,2018,23.18
gmb,2019,22.56
gnb,1991,61.8
gnb,1992,61.86
gnb,1993,61.95
gnb,1994,61.84
gnb,1995,61.68
gnb,1996,61.48
gnb,1997,60.56
gnb,1998,61.26
gnb,1999,61.41
gnb,2000,61.19
gnb,2001,60.87
gnb,2002,61.2
gnb,2003,61.1
gnb,2004,60.93
gnb,2005,60.8
gnb,2006,60.47
gnb,2007,60.29
gnb,2008,60.22
gnb,2009,59.81
gnb,2010,59.58
gnb,2011,59.05
gnb,2012,59.16
gnb,2013,58.68
gnb,2014,58.37
gnb,2015,58.41
gnb,2016,57.9
gnb,2017,57.68
gnb,2018,57.18
gnb,2019,57.14
gnq,1991,57.81
gnq,1992,56.89
gnq,1993,56.3
gnq,1994,55.62
gnq,1995,54.8
gnq,1996,52.69
gnq,1997,50.35
gnq,1998,48.84
gnq,1999,47.22
gnq,2000,45.87
gnq,2001,43.24
gnq,2002,41.32
gnq,2003,39.72
gnq,2004,37.81
gnq,2005,36.33
gnq,2006,35.47
gnq,2007,34.31
gnq,2008,33.21
gnq,2009,33.2
gnq,2010,33.62
gnq,2011,33.48
gnq,2012,33.43
gnq,2013,34.01
gnq,2014,34.41
gnq,2015,35.36
gnq,2016,36.24
gnq,2017,36.84
gnq,2018,37.14
gnq,2019,37.79
grc,1991,19.76
grc,1992,19.4
grc,1993,19.23
grc,1994,18.72
grc,1995,18.6
grc,1996,18.34
grc,1997,18.06
grc,1998,16.49
grc,1999,16.11
grc,2000,16.12
grc,2001,14.99
grc,2002,14.22
grc,2003,14.12
grc,2004,11.46
grc,2005,11.32
grc,2006,11.01
grc,2007,10.82
grc,2008,10.84
grc,2009,11.59
grc,2010,12.26
grc,2011,12.15
grc,2012,13.04
grc,2013,13.86
grc,2014,13.98
grc,2015,13.28
grc,2016,12.82
grc,2017,12.51
grc,2018,12.64
grc,2019,12.31
gtm,1991,49.82
gtm,1992,49.7
gtm,1993,49.57
gtm,1994,49.38
gtm,1995,49.23
gtm,1996,49.24
gtm,1997,48.89
gtm,1998,48.5
gtm,1999,49.8
gtm,2000,51.1
gtm,2001,48.01
gtm,2002,45.82
gtm,2003,43.32
gtm,2004,48.09
gtm,2005,45.53
gtm,2006,42.77
gtm,2007,42.69
gtm,2008,42.93
gtm,2009,43.69
gtm,2010,43.92
gtm,2011,43.25
gtm,2012,43.4
gtm,2013,41.96
gtm,2014,42.07
gtm,2015,42.58
gtm,2016,39.56
gtm,2017,42.29
gtm,2018,42.32
gtm,2019,41.77
gum,1991,0.84
gum,1992,0.83
gum,1993,0.82
gum,1994,0.81
gum,1995,0.8
gum,1996,0.78
gum,1997,0.76
gum,1998,0.74
gum,1999,0.72
gum,2000,0.7
gum,2001,0.67
gum,2002,0.64
gum,2003,0.61
gum,2004,0.57
gum,2005,0.55
gum,2006,0.53
gum,2007,0.5
gum,2008,0.48
gum,2009,0.46
gum,2010,0.44
gum,2011,0.42
gum,2012,0.41
gum,2013,0.4
gum,2014,0.38
gum,2015,0.37
gum,2016,0.36
gum,2017,0.35
gum,2018,0.34
gum,2019,0.33
guy,1991,38.27
guy,1992,37.83
guy,1993,37.4
guy,1994,36.65
guy,1995,36.1
guy,1996,34.9
guy,1997,33.61
guy,1998,32.92
guy,1999,31.67
guy,2000,30.59
guy,2001,29.46
guy,2002,28.36
guy,2003,27.97
guy,2004,27.67
guy,2005,27.9
guy,2006,28.19
guy,2007,27.28
guy,2008,26.86
guy,2009,26.29
guy,2010,25.79
guy,2011,25.06
guy,2012,24.43
guy,2013,23.46
guy,2014,22.71
guy,2015,22.18
guy,2016,21.61
guy,2017,21.14
guy,2018,20.58
guy,2019,20.08
hkg,1991,0.92
hkg,1992,0.84
hkg,1993,0.8
hkg,1994,0.77
hkg,1995,0.69
hkg,1996,0.49
hkg,1997,0.4
hkg,1998,0.35
hkg,1999,0.36
hkg,2000,0.34
hkg,2001,0.27
hkg,2002,0.34
hkg,2003,0.26
hkg,2004,0.32
hkg,2005,0.33
hkg,2006,0.28
hkg,2007,0.21
hkg,2008,0.31
hkg,2009,0.31
hkg,2010,0.29
hkg,2011,0.28
hkg,2012,0.28
hkg,2013,0.27
hkg,2014,0.26
hkg,2015,0.25
hkg,2016,0.24
hkg,2017,0.24
hkg,2018,0.23
hkg,2019,0.23
hnd,1991,54.11
hnd,1992,54.91
hnd,1993,54.03
hnd,1994,53.55
hnd,1995,53.45
hnd,1996,54.68
hnd,1997,53.22
hnd,1998,49.11
hnd,1999,49.36
hnd,2000,50.79
hnd,2001,52.4
hnd,2002,54.02
hnd,2003,51.99
hnd,2004,48.81
hnd,2005,45.7
hnd,2006,47.55
hnd,2007,45.77
hnd,2008,46.67
hnd,2009,48.14
hnd,2010,49.47
hnd,2011,48.39
hnd,2012,49.96
hnd,2013,47.46
hnd,2014,39.69
hnd,2015,40.51
hnd,2016,38.28
hnd,2017,44.3
hnd,2018,42.75
hnd,2019,42.27
hrv,1991,21.02
hrv,1992,21.35
hrv,1993,21.34
hrv,1994,19.82
hrv,1995,19.25
hrv,1996,18.88
hrv,1997,16.79
hrv,1998,16.41
hrv,1999,16.25
hrv,2000,16.28
hrv,2001,16.08
hrv,2002,15.83
hrv,2003,16.28
hrv,2004,16.02
hrv,2005,16
hrv,2006,13.67
hrv,2007,11.4
hrv,2008,11.88
hrv,2009,12.62
hrv,2010,13.22
hrv,2011,13.94
hrv,2012,12.32
hrv,2013,11.56
hrv,2014,10.82
hrv,2015,10.77
hrv,2016,9.35
hrv,2017,8.54
hrv,2018,7.24
hrv,2019,7.71
hti,1991,52.96
hti,1992,53.44
hti,1993,53.42
hti,1994,54.04
hti,1995,52.91
hti,1996,51.79
hti,1997,51.72
hti,1998,51.2
hti,1999,51.33
hti,2000,51.28
hti,2001,51.03
hti,2002,50.55
hti,2003,50.04
hti,2004,49.95
hti,2005,49.34
hti,2006,49.01
hti,2007,48.55
hti,2008,48.18
hti,2009,47.72
hti,2010,48.08
hti,2011,46.67
hti,2012,45.47
hti,2013,44.89
hti,2014,44.25
hti,2015,43.69
hti,2016,43.42
hti,2017,43.15
hti,2018,42.64
hti,2019,42.5
hun,1991,14.72
hun,1992,14.34
hun,1993,11.91
hun,1994,11.54
hun,1995,10.82
hun,1996,11.34
hun,1997,10.6
hun,1998,10.15
hun,1999,9.64
hun,2000,9.02
hun,2001,8.44
hun,2002,8.11
hun,2003,7.64
hun,2004,7.41
hun,2005,6.72
hun,2006,6.54
hun,2007,6.49
hun,2008,5.98
hun,2009,6.31
hun,2010,6.48
hun,2011,6.8
hun,2012,7.02
hun,2013,6.62
hun,2014,6.4
hun,2015,6.8
hun,2016,6.89
hun,2017,6.86
hun,2018,6.61
hun,2019,6.29
idn,1991,54.64
idn,1992,54.25
idn,1993,51.34
idn,1994,46.66
idn,1995,44.03
idn,1996,43.15
idn,1997,42.61
idn,1998,44.47
idn,1999,44.56
idn,2000,44.39
idn,2001,43.33
idn,2002,43.75
idn,2003,45.73
idn,2004,42.63
idn,2005,43.79
idn,2006,42.57
idn,2007,41.18
idn,2008,40.94
idn,2009,40.77
idn,2010,39.57
idn,2011,37.44
idn,2012,36.34
idn,2013,35.63
idn,2014,34.84
idn,2015,33.31
idn,2016,32.92
idn,2017,32.04
idn,2018,31
idn,2019,29.88
ind,1991,59
ind,1992,58.62
ind,1993,58.24
ind,1994,57.66
ind,1995,57.14
ind,1996,56.64
ind,1997,56.36
ind,1998,55.89
ind,1999,55.11
ind,2000,54.56
ind,2001,53.99
ind,2002,53.47
ind,2003,52.55
ind,2004,51.44
ind,2005,50.59
ind,2006,49.79
ind,2007,48.94
ind,2008,48.57
ind,2009,47.72
ind,2010,46.92
ind,2011,45.21
ind,2012,43.52
ind,2013,43.09
ind,2014,42.54
ind,2015,41.97
ind,2016,41.32
ind,2017,40.76
ind,2018,40.24
ind,2019,39.56
irl,1991,19.01
irl,1992,18.77
irl,1993,18.47
irl,1994,17.88
irl,1995,17.13
irl,1996,15.94
irl,1997,15.68
irl,1998,13.35
irl,1999,12.85
irl,2000,11.91
irl,2001,10.72
irl,2002,10.83
irl,2003,9.87
irl,2004,9.93
irl,2005,9.3
irl,2006,8.94
irl,2007,8.41
irl,2008,8.15
irl,2009,8.87
irl,2010,9.09
irl,2011,9.28
irl,2012,9.41
irl,2013,9.27
irl,2014,8.57
irl,2015,8.48
irl,2016,8.47
irl,2017,8.01
irl,2018,7.57
irl,2019,7.18
irn,1991,25.67
irn,1992,25.45
irn,1993,25.27
irn,1994,25.07
irn,1995,24.85
irn,1996,24.34
irn,1997,24.55
irn,1998,24.74
irn,1999,24.66
irn,2000,24.49
irn,2001,24.27
irn,2002,23.91
irn,2003,23.47
irn,2004,23.1
irn,2005,22.71
irn,2006,21.43
irn,2007,20.55
irn,2008,19.35
irn,2009,18.83
irn,2010,17.47
irn,2011,17.22
irn,2012,17.3
irn,2013,17.38
irn,2014,17.23
irn,2015,17.15
irn,2016,17.17
irn,2017,16.76
irn,2018,17.25
irn,2019,17.06
irq,1991,32.44
irq,1992,32.34
irq,1993,32.18
irq,1994,32.01
irq,1995,31.77
irq,1996,31.42
irq,1997,30.89
irq,1998,30.43
irq,1999,29.77
irq,2000,29.26
irq,2001,28.87
irq,2002,28.6
irq,2003,28.2
irq,2004,27.62
irq,2005,27
irq,2006,26.3
irq,2007,25.71
irq,2008,25
irq,2009,24.51
irq,2010,23.78
irq,2011,23.19
irq,2012,22.41
irq,2013,21.82
irq,2014,21.36
irq,2015,20.92
irq,2016,20.22
irq,2017,19.67
irq,2018,19.21
irq,2019,18.66
isl,1991,14.37
isl,1992,15.44
isl,1993,14.41
isl,1994,13.3
isl,1995,14.15
isl,1996,14.34
isl,1997,13.23
isl,1998,11.8
isl,1999,12.57
isl,2000,12.64
isl,2001,11.48
isl,2002,10.86
isl,2003,10.56
isl,2004,9.57
isl,2005,9.6
isl,2006,9.33
isl,2007,8.89
isl,2008,6.66
isl,2009,7.31
isl,2010,8.61
isl,2011,8.73
isl,2012,8.66
isl,2013,6.27
isl,2014,6.83
isl,2015,6.49
isl,2016,5.42
isl,2017,5.37
isl,2018,6.54
isl,2019,6.42
isr,1991,4.48
isr,1992,4.49
isr,1993,4.61
isr,1994,4.33
isr,1995,4.13
isr,1996,3.93
isr,1997,3.73
isr,1998,3.54
isr,1999,3.37
isr,2000,3.2
isr,2001,3.02
isr,2002,2.86
isr,2003,2.71
isr,2004,2.55
isr,2005,2.41
isr,2006,2.27
isr,2007,2.14
isr,2008,2.01
isr,2009,1.91
isr,2010,1.79
isr,2011,1.68
isr,2012,1.58
isr,2013,1.74
isr,2014,1.57
isr,2015,1.39
isr,2016,1.43
isr,2017,1.45
isr,2018,1.39
isr,2019,1.32
ita,1991,8.01
ita,1992,7.72
ita,1993,7.04
ita,1994,6.94
ita,1995,6.68
ita,1996,6.42
ita,1997,6.24
ita,1998,6.16
ita,1999,5.94
ita,2000,5.74
ita,2001,5.71
ita,2002,5.53
ita,2003,5.34
ita,2004,4.76
ita,2005,4.8
ita,2006,4.89
ita,2007,4.56
ita,2008,4.28
ita,2009,4.38
ita,2010,4.49
ita,2011,4.4
ita,2012,4.48
ita,2013,4.44
ita,2014,4.53
ita,2015,4.69
ita,2016,4.87
ita,2017,4.82
ita,2018,4.74
ita,2019,4.99
jam,1991,36.67
jam,1992,36.03
jam,1993,34.26
jam,1994,33.02
jam,1995,31.92
jam,1996,30.99
jam,1997,29.19
jam,1998,28.83
jam,1999,28.62
jam,2000,28.78
jam,2001,28.52
jam,2002,27.35
jam,2003,28.6
jam,2004,25.5
jam,2005,25.12
jam,2006,25.59
jam,2007,25.65
jam,2008,25.44
jam,2009,25.34
jam,2010,25.04
jam,2011,24.75
jam,2012,25.88
jam,2013,25.79
jam,2014,26.25
jam,2015,25.13
jam,2016,22.78
jam,2017,22.76
jam,2018,22.09
jam,2019,20.91
jor,1991,5.01
jor,1992,4.96
jor,1993,4.9
jor,1994,4.84
jor,1995,4.77
jor,1996,4.71
jor,1997,4.62
jor,1998,4.53
jor,1999,4.42
jor,2000,4.31
jor,2001,4.18
jor,2002,4.06
jor,2003,4.33
jor,2004,4.52
jor,2005,4.36
jor,2006,4.23
jor,2007,4.14
jor,2008,4.01
jor,2009,3.89
jor,2010,3.8
jor,2011,3.7
jor,2012,3.59
jor,2013,3.46
jor,2014,3.35
jor,2015,3.24
jor,2016,3.14
jor,2017,3.03
jor,2018,2.92
jor,2019,2.81
jpn,1991,6.02
jpn,1992,5.83
jpn,1993,5.42
jpn,1994,5.29
jpn,1995,5.17
jpn,1996,5.02
jpn,1997,4.92
jpn,1998,4.84
jpn,1999,4.85
jpn,2000,4.78
jpn,2001,4.66
jpn,2002,4.56
jpn,2003,4.51
jpn,2004,4.47
jpn,2005,4.39
jpn,2006,4.35
jpn,2007,4.3
jpn,2008,4.26
jpn,2009,4.29
jpn,2010,4.19
jpn,2011,4.15
jpn,2012,4.1
jpn,2013,4.01
jpn,2014,3.98
jpn,2015,3.94
jpn,2016,3.85
jpn,2017,3.79
jpn,2018,3.87
jpn,2019,3.72
kaz,1991,38.4
kaz,1992,38.12
kaz,1993,38.25
kaz,1994,38.87
kaz,1995,38.9
kaz,1996,38.97
kaz,1997,38.86
kaz,1998,38.61
kaz,1999,38.68
kaz,2000,37.68
kaz,2001,36.76
kaz,2002,36.23
kaz,2003,36.41
kaz,2004,34.93
kaz,2005,33.42
kaz,2006,32.83
kaz,2007,32.63
kaz,2008,31.11
kaz,2009,29.62
kaz,2010,29.11
kaz,2011,26.63
kaz,2012,26.04
kaz,2013,25.09
kaz,2014,21.8
kaz,2015,18.87
kaz,2016,18.45
kaz,2017,17.87
kaz,2018,17.16
kaz,2019,16.33
ken,1991,34.74
ken,1992,34.89
ken,1993,35.04
ken,1994,35.07
ken,1995,35.07
ken,1996,35.18
ken,1997,35.7
ken,1998,36.03
ken,1999,36.54
ken,2000,40.01
ken,2001,43.13
ken,2002,46.47
ken,2003,49.48
ken,2004,52.11
ken,2005,54.8
ken,2006,54.72
ken,2007,54.54
ken,2008,54.98
ken,2009,55.01
ken,2010,54.41
ken,2011,53.92
ken,2012,53.54
ken,2013,53.01
ken,2014,52.5
ken,2015,51.94
ken,2016,51.33
ken,2017,50.83
ken,2018,50.14
ken,2019,49.55
kgz,1991,34.42
kgz,1992,37.73
kgz,1993,38.98
kgz,1994,42.26
kgz,1995,47.32
kgz,1996,46.97
kgz,1997,48
kgz,1998,49.07
kgz,1999,51.76
kgz,2000,51.76
kgz,2001,51.49
kgz,2002,49.43
kgz,2003,43.43
kgz,2004,39.07
kgz,2005,39.34
kgz,2006,36.93
kgz,2007,34.87
kgz,2008,34.11
kgz,2009,33.12
kgz,2010,32.58
kgz,2011,31.42
kgz,2012,30.44
kgz,2013,30.85
kgz,2014,29.61
kgz,2015,27.52
kgz,2016,26.11
kgz,2017,23.51
kgz,2018,20.48
kgz,2019,19.62
khm,1991,75.73
khm,1992,75.39
khm,1993,75.43
khm,1994,77.24
khm,1995,76.71
khm,1996,76.17
khm,1997,75.88
khm,1998,75.52
khm,1999,73.98
khm,2000,72.08
khm,2001,69.31
khm,2002,67.46
khm,2003,65.96
khm,2004,63.6
khm,2005,61.32
khm,2006,59.01
khm,2007,56.77
khm,2008,57.31
khm,2009,57.98
khm,2010,56.9
khm,2011,55.82
khm,2012,52.1
khm,2013,48.2
khm,2014,44.75
khm,2015,40.46
khm,2016,34.88
khm,2017,36.33
khm,2018,34.43
khm,2019,32.62
kor,1991,13.04
kor,1992,12.27
kor,1993,11.73
kor,1994,10.95
kor,1995,10.27
kor,1996,9.78
kor,1997,9.41
kor,1998,10.51
kor,1999,10.06
kor,2000,9.47
kor,2001,9.02
kor,2002,8.41
kor,2003,7.9
kor,2004,7.63
kor,2005,7.34
kor,2006,7.07
kor,2007,6.71
kor,2008,6.64
kor,2009,6.65
kor,2010,6.41
kor,2011,6.11
kor,2012,6
kor,2013,6.65
kor,2014,5.55
kor,2015,5.14
kor,2016,4.91
kor,2017,5.04
kor,2018,5.18
kor,2019,5.37
kwt,1991,3.04
kwt,1992,2.97
kwt,1993,2.87
kwt,1994,2.78
kwt,1995,2.69
kwt,1996,2.77
kwt,1997,2.86
kwt,1998,2.98
kwt,1999,3.08
kwt,2000,3.17
kwt,2001,3.25
kwt,2002,3.33
kwt,2003,3.38
kwt,2004,3.44
kwt,2005,3.52
kwt,2006,3.47
kwt,2007,3.41
kwt,2008,3.33
kwt,2009,3.33
kwt,2010,3.28
kwt,2011,3.2
kwt,2012,3.11
kwt,2013,3.02
kwt,2014,2.92
kwt,2015,2.82
kwt,2016,2.69
kwt,2017,2.57
kwt,2018,2.45
kwt,2019,2.34
lao,1991,83
lao,1992,82.84
lao,1993,82.51
lao,1994,82.03
lao,1995,81.43
lao,1996,80.68
lao,1997,80.29
lao,1998,79.54
lao,1999,78.91
lao,2000,78.28
lao,2001,77.54
lao,2002,76.91
lao,2003,76.07
lao,2004,75.14
lao,2005,74.15
lao,2006,73.58
lao,2007,72.23
lao,2008,71.22
lao,2009,70.26
lao,2010,69.32
lao,2011,68.15
lao,2012,66.8
lao,2013,65.57
lao,2014,64.63
lao,2015,63.49
lao,2016,62.66
lao,2017,61.49
lao,2018,60.19
lao,2019,59.42
lbn,1991,21.74
lbn,1992,21.45
lbn,1993,21.18
lbn,1994,20.97
lbn,1995,20.72
lbn,1996,20.43
lbn,1997,20.23
lbn,1998,19.85
lbn,1999,19.61
lbn,2000,19.32
lbn,2001,18.9
lbn,2002,18.54
lbn,2003,18.16
lbn,2004,17.69
lbn,2005,17.27
lbn,2006,16.91
lbn,2007,16.33
lbn,2008,15.74
lbn,2009,15.12
lbn,2010,14.68
lbn,2011,14.34
lbn,2012,13.99
lbn,2013,13.62
lbn,2014,13.32
lbn,2015,13.03
lbn,2016,12.67
lbn,2017,12.35
lbn,2018,12.05
lbn,2019,11.88
lbr,1991,50.32
lbr,1992,51.01
lbr,1993,51.81
lbr,1994,52.62
lbr,1995,54.24
lbr,1996,54.12
lbr,1997,52.42
lbr,1998,51.79
lbr,1999,51.04
lbr,2000,50
lbr,2001,49.88
lbr,2002,49.52
lbr,2003,50.56
lbr,2004,49.88
lbr,2005,49.23
lbr,2006,48.63
lbr,2007,48.18
lbr,2008,47.85
lbr,2009,47.59
lbr,2010,47.18
lbr,2011,46.56
lbr,2012,45.93
lbr,2013,45.22
lbr,2014,45.02
lbr,2015,44.87
lbr,2016,45.22
lbr,2017,44.83
lbr,2018,44.46
lbr,2019,44.72
lby,1991,28.35
lby,1992,28.23
lby,1993,28.05
lby,1994,27.79
lby,1995,27.8
lby,1996,27.45
lby,1997,27.21
lby,1998,27.01
lby,1999,26.44
lby,2000,25.75
