geo,time,sp_pop_7579_fe_5y
abw,1960,0.44147
abw,1961,0.46014
abw,1962,0.47802
abw,1963,0.50503
abw,1964,0.53623
abw,1965,0.56038
abw,1966,0.58742
abw,1967,0.61435
abw,1968,0.65103
abw,1969,0.69018
abw,1970,0.72891
abw,1971,0.81245
abw,1972,0.87797
abw,1973,0.94868
abw,1974,1.01404
abw,1975,1.08514
abw,1976,1.13143
abw,1977,1.16816
abw,1978,1.19353
abw,1979,1.2098
abw,1980,1.23028
abw,1981,1.30138
abw,1982,1.38293
abw,1983,1.47566
abw,1984,1.55173
abw,1985,1.63148
abw,1986,1.69391
abw,1987,1.74194
abw,1988,1.78135
abw,1989,1.79712
abw,1990,1.80675
abw,1991,1.7312
abw,1992,1.65579
abw,1993,1.56984
abw,1994,1.485
abw,1995,1.41496
abw,1996,1.4279
abw,1997,1.41468
abw,1998,1.34945
abw,1999,1.2735
abw,2000,1.20377
abw,2001,1.21039
abw,2002,1.25641
abw,2003,1.32726
abw,2004,1.40769
abw,2005,1.50036
abw,2006,1.64288
abw,2007,1.79143
abw,2008,1.92999
abw,2009,2.06168
abw,2010,2.18609
abw,2011,2.2546
abw,2012,2.33914
abw,2013,2.43108
abw,2014,2.5125
abw,2015,2.57389
abw,2016,2.5961
abw,2017,2.60085
abw,2018,2.61142
abw,2019,2.65989
abw,2020,2.75996
afg,1960,0.39081
afg,1961,0.39985
afg,1962,0.4049
afg,1963,0.40592
afg,1964,0.40278
afg,1965,0.39659
afg,1966,0.40423
afg,1967,0.40787
afg,1968,0.4077
afg,1969,0.40452
afg,1970,0.39941
afg,1971,0.40593
afg,1972,0.40908
afg,1973,0.40927
afg,1974,0.40713
afg,1975,0.40387
afg,1976,0.40849
afg,1977,0.40909
afg,1978,0.40642
afg,1979,0.40084
afg,1980,0.39278
afg,1981,0.39807
afg,1982,0.39727
afg,1983,0.39089
afg,1984,0.37752
afg,1985,0.3546
afg,1986,0.36335
afg,1987,0.36709
afg,1988,0.36734
afg,1989,0.36491
afg,1990,0.35949
afg,1991,0.3712
afg,1992,0.3815
afg,1993,0.39059
afg,1994,0.40017
afg,1995,0.41238
afg,1996,0.41882
afg,1997,0.42426
afg,1998,0.42834
afg,1999,0.42976
afg,2000,0.42819
afg,2001,0.42312
afg,2002,0.41634
afg,2003,0.40918
afg,2004,0.40287
afg,2005,0.39857
afg,2006,0.40072
afg,2007,0.40258
afg,2008,0.40518
afg,2009,0.40923
afg,2010,0.41495
afg,2011,0.41816
afg,2012,0.4224
afg,2013,0.42726
afg,2014,0.432
afg,2015,0.4368
afg,2016,0.44186
afg,2017,0.44456
afg,2018,0.44918
afg,2019,0.4607
afg,2020,0.48072
ago,1960,0.50542
ago,1961,0.5039
ago,1962,0.4971
ago,1963,0.48984
ago,1964,0.48715
ago,1965,0.49047
ago,1966,0.46901
ago,1967,0.44628
ago,1968,0.4252
ago,1969,0.40872
ago,1970,0.38491
ago,1971,0.4211
