geo,time,en_atm_noxe_eg_kt_ce
aut,2004,550
aut,2005,570
aut,2006,580
aut,2007,580
aut,2008,580
aut,2009,570
aut,2010,590
aut,2011,600
aut,2012,600
aut,2013,620
aut,2014,580
aut,2015,590
aut,2016,600
aut,2017,590
aut,2018,590
aze,1990,60
aze,1991,60
aze,1992,50
aze,1993,70
aze,1994,80
aze,1995,100
aze,1996,90
aze,1997,90
aze,1998,80
aze,1999,80
aze,2000,70
aze,2001,70
aze,2002,70
aze,2003,70
aze,2004,60
aze,2005,60
aze,2006,60
aze,2007,60
aze,2008,60
aze,2009,50
aze,2010,50
aze,2011,60
aze,2012,60
aze,2013,70
aze,2014,70
aze,2015,80
aze,2016,80
aze,2017,80
aze,2018,70
bdi,1990,160
bdi,1991,170
bdi,1992,170
bdi,1993,180
bdi,1994,180
bdi,1995,180
bdi,1996,180
bdi,1997,180
bdi,1998,180
bdi,1999,180
bdi,2000,180
bdi,2001,190
bdi,2002,200
bdi,2003,210
bdi,2004,220
bdi,2005,230
bdi,2006,230
bdi,2007,230
bdi,2008,230
bdi,2009,220
bdi,2010,220
bdi,2011,220
bdi,2012,210
bdi,2013,210
bdi,2014,210
bdi,2015,200
bdi,2016,200
bdi,2017,210
bdi,2018,210
bel,1990,620
bel,1991,670
bel,1992,700
bel,1993,710
bel,1994,740
bel,1995,740
bel,1996,760
bel,1997,750
bel,1998,750
bel,1999,720
bel,2000,740
bel,2001,710
bel,2002,700
bel,2003,720
bel,2004,720
bel,2005,600
bel,2006,610
bel,2007,660
bel,2008,750
bel,2009,660
bel,2010,700
bel,2011,680
bel,2012,720
bel,2013,660
bel,2014,640
bel,2015,750
bel,2016,640
bel,2017,640
bel,2018,640
ben,1990,110
ben,1991,110
ben,1992,120
ben,1993,120
ben,1994,120
ben,1995,130
ben,1996,130
ben,1997,130
ben,1998,130
ben,1999,130
ben,2000,140
ben,2001,140
ben,2002,140
ben,2003,150
ben,2004,150
ben,2005,150
ben,2006,170
ben,2007,190
ben,2008,210
ben,2009,230
ben,2010,250
ben,2011,260
ben,2012,270
ben,2013,280
ben,2014,290
ben,2015,300
ben,2016,310
ben,2017,310
ben,2018,320
bfa,1990,130
bfa,1991,130
bfa,1992,130
bfa,1993,140
bfa,1994,140
bfa,1995,140
bfa,1996,140
bfa,1997,130
bfa,1998,120
bfa,1999,110
bfa,2000,100
bfa,2001,110
bfa,2002,120
bfa,2003,130
bfa,2004,140
bfa,2005,150
bfa,2006,160
bfa,2007,160
bfa,2008,170
bfa,2009,180
bfa,2010,180
bfa,2011,190
bfa,2012,190
bfa,2013,200
bfa,2014,200
bfa,2015,210
bfa,2016,210
bfa,2017,210
bfa,2018,210
bgd,1990,380
bgd,1991,390
bgd,1992,390
bgd,1993,390
bgd,1994,390
bgd,1995,410
bgd,1996,420
bgd,1997,440
bgd,1998,450
bgd,1999,460
bgd,2000,480
bgd,2001,490
bgd,2002,500
bgd,2003,500
bgd,2004,510
bgd,2005,510
bgd,2006,520
bgd,2007,530
bgd,2008,530
bgd,2009,540
bgd,2010,540
bgd,2011,550
bgd,2012,560
bgd,2013,560
bgd,2014,570
bgd,2015,580
bgd,2016,580
bgd,2017,580
bgd,2018,580
bgr,1990,510
bgr,1991,360
bgr,1992,340
bgr,1993,340
bgr,1994,320
bgr,1995,320
bgr,1996,320
bgr,1997,300
bgr,1998,310
bgr,1999,290
bgr,2000,290
bgr,2001,300
bgr,2002,300
bgr,2003,320
bgr,2004,310
bgr,2005,320
bgr,2006,340
bgr,2007,340
bgr,2008,310
bgr,2009,290
bgr,2010,300
bgr,2011,330
bgr,2012,310
bgr,2013,290
bgr,2014,290
bgr,2015,310
bgr,2016,300
bgr,2017,300
bgr,2018,290
bhr,1990,10
bhr,1991,10
bhr,1992,10
bhr,1993,10
bhr,1994,10
bhr,1995,10
bhr,1996,10
bhr,1997,10
bhr,1998,10
bhr,1999,20
bhr,2000,20
bhr,2001,20
bhr,2002,20
bhr,2003,20
bhr,2004,20
bhr,2005,20
bhr,2006,20
bhr,2007,20
bhr,2008,30
bhr,2009,30
bhr,2010,30
bhr,2011,30
bhr,2012,30
bhr,2013,30
bhr,2014,30
bhr,2015,30
bhr,2016,30
bhr,2017,30
bhr,2018,30
bhs,1990,30
bhs,1991,30
bhs,1992,30
bhs,1993,30
bhs,1994,20
bhs,1995,20
bhs,1996,20
bhs,1997,20
bhs,1998,30
bhs,1999,30
bhs,2000,30
bhs,2001,30
bhs,2002,30
bhs,2003,30
bhs,2004,40
bhs,2005,40
bhs,2006,40
bhs,2007,40
bhs,2008,30
bhs,2009,30
bhs,2010,30
bhs,2011,40
bhs,2012,40
bhs,2013,40
bhs,2014,50
bhs,2015,50
bhs,2016,50
bhs,2017,50
bhs,2018,50
bih,1990,130
bih,1991,320
bih,1992,30
bih,1993,10
bih,1994,10
bih,1995,10
bih,1996,40
bih,1997,40
bih,1998,60
bih,1999,60
bih,2000,70
bih,2001,120
bih,2002,110
bih,2003,110
bih,2004,100
bih,2005,90
bih,2006,80
bih,2007,70
bih,2008,60
bih,2009,50
bih,2010,40
bih,2011,30
bih,2012,20
bih,2013,10
bih,2014,10
bih,2015,10
bih,2016,10
bih,2017,10
bih,2018,10
blr,1990,600
blr,1991,600
blr,1992,510
blr,1993,460
blr,1994,350
blr,1995,310
blr,1996,330
blr,1997,320
blr,1998,330
blr,1999,300
blr,2000,310
blr,2001,930
blr,2002,200
blr,2003,190
blr,2004,200
blr,2005,210
blr,2006,220
blr,2007,220
blr,2008,230
blr,2009,210
blr,2010,210
blr,2011,230
blr,2012,240
blr,2013,270
blr,2014,280
blr,2015,260
blr,2016,230
blr,2017,230
blr,2018,230
blz,1990,10
blz,1991,10
blz,1992,10
blz,1993,10
blz,1994,10
blz,1995,10
blz,1996,10
blz,1997,10
blz,1998,10
blz,1999,10
blz,2000,10
blz,2001,20
blz,2002,20
blz,2003,20
blz,2004,20
blz,2005,20
blz,2006,20
blz,2007,20
blz,2008,10
blz,2009,10
blz,2010,10
blz,2011,10
blz,2012,10
blz,2013,10
blz,2014,10
blz,2015,10
blz,2016,10
blz,2017,10
blz,2018,10
bol,1990,90
bol,1991,100
bol,1992,100
bol,1993,100
bol,1994,110
bol,1995,110
bol,1996,110
bol,1997,110
bol,1998,110
bol,1999,110
bol,2000,110
bol,2001,110
bol,2002,110
bol,2003,120
bol,2004,120
bol,2005,120
bol,2006,130
bol,2007,140
bol,2008,140
bol,2009,150
bol,2010,160
bol,2011,170
bol,2012,170
bol,2013,180
bol,2014,190
bol,2015,190
bol,2016,190
bol,2017,190
bol,2018,190
bra,1990,4210
bra,1991,5310
bra,1992,5210
bra,1993,5200
bra,1994,5280
bra,1995,4490
bra,1996,5330
bra,1997,5480
bra,1998,5500
bra,1999,5530
bra,2000,5660
bra,2001,5670
bra,2002,5990
bra,2003,6340
bra,2004,6710
bra,2005,7440
bra,2006,7850
bra,2007,8270
bra,2008,8690
bra,2009,9110
bra,2010,9520
bra,2011,9720
bra,2012,9920
bra,2013,10110
bra,2014,10310
bra,2015,10500
bra,2016,10430
bra,2017,10360
bra,2018,10280
brb,1990,10
brb,1991,10
brb,1992,10
brb,1993,10
brb,1994,10
brb,1995,10
brb,1996,10
brb,1997,10
brb,1998,10
brb,1999,10
brb,2000,10
brb,2001,10
brb,2002,10
brb,2003,10
brb,2004,10
brb,2005,10
brb,2006,10
brb,2007,10
brb,2008,10
brb,2009,10
brb,2010,10
brb,2011,10
brb,2012,10
brb,2013,10
brb,2014,10
brb,2015,10
brb,2016,10
brb,2017,10
brb,2018,10
brn,1990,10
brn,1991,20
brn,1992,20
brn,1993,20
brn,1994,20
brn,1995,20
brn,1996,20
brn,1997,20
brn,1998,20
brn,1999,20
brn,2000,20
brn,2001,20
brn,2002,20
brn,2003,20
brn,2004,20
brn,2005,20
brn,2006,30
brn,2007,30
brn,2008,30
brn,2009,30
brn,2010,30
brn,2011,30
brn,2012,30
brn,2013,30
brn,2014,30
brn,2015,40
brn,2016,40
brn,2017,40
brn,2018,40
btn,1990,50
btn,1991,50
btn,1992,50
btn,1993,50
btn,1994,50
btn,1995,50
btn,1996,50
btn,1997,60
btn,1998,60
btn,1999,60
btn,2000,60
btn,2001,60
btn,2002,60
btn,2003,60
btn,2004,60
btn,2005,60
btn,2006,60
btn,2007,70
btn,2008,70
btn,2009,70
btn,2010,70
btn,2011,70
btn,2012,70
btn,2013,70
btn,2014,80
btn,2015,80
btn,2016,80
btn,2017,70
btn,2018,70
bwa,1990,240
bwa,1991,260
bwa,1992,270
bwa,1993,280
bwa,1994,290
bwa,1995,310
bwa,1996,340
bwa,1997,370
bwa,1998,400
bwa,1999,430
bwa,2000,460
bwa,2001,460
bwa,2002,460
bwa,2003,460
bwa,2004,460
bwa,2005,460
bwa,2006,480
bwa,2007,510
bwa,2008,530
bwa,2009,550
bwa,2010,580
bwa,2011,600
bwa,2012,610
bwa,2013,630
bwa,2014,650
bwa,2015,670
bwa,2016,680
bwa,2017,690
bwa,2018,700
caf,1990,10860
caf,1991,11210
caf,1992,11560
caf,1993,11910
caf,1994,12260
caf,1995,12610
caf,1996,12940
caf,1997,13280
caf,1998,13610
caf,1999,13950
caf,2000,14280
caf,2001,14110
caf,2002,13950
caf,2003,13780
caf,2004,13610
caf,2005,13450
caf,2006,13610
caf,2007,13770
caf,2008,13930
caf,2009,14090
caf,2010,14250
caf,2011,15430
caf,2012,16610
caf,2013,17800
caf,2014,18980
caf,2015,20160
caf,2016,20460
caf,2017,20750
caf,2018,21050
can,1990,6370
can,1991,6150
can,1992,6280
can,1993,6260
can,1994,6710
can,1995,6980
can,1996,7300
can,1997,7620
can,1998,8110
can,1999,8610
can,2000,8860
can,2001,9130
can,2002,9270
can,2003,9360
can,2004,9040
can,2005,8800
can,2006,8310
can,2007,8190
can,2008,7750
can,2009,7020
can,2010,7100
can,2011,6960
can,2012,6740
can,2013,6620
can,2014,6410
can,2015,6430
can,2016,6370
can,2017,6350
can,2018,6330
che,1990,310
che,1991,330
che,1992,340
che,1993,320
che,1994,320
che,1995,330
che,1996,350
che,1997,350
che,1998,350
che,1999,350
che,2000,340
che,2001,330
che,2002,320
che,2003,310
che,2004,260
che,2005,260
che,2006,250
che,2007,240
che,2008,250
che,2009,250
che,2010,260
che,2011,250
che,2012,250
che,2013,260
che,2014,250
che,2015,250
che,2016,260
che,2017,260
che,2018,260
chl,1990,480
chl,1991,510
chl,1992,540
chl,1993,570
chl,1994,510
chl,1995,540
chl,1996,570
chl,1997,610
chl,1998,640
chl,1999,670
chl,2000,700
chl,2001,680
chl,2002,650
chl,2003,630
chl,2004,610
chl,2005,580
chl,2006,550
chl,2007,620
chl,2008,690
chl,2009,760
chl,2010,830
chl,2011,840
chl,2012,850
chl,2013,860
chl,2014,870
chl,2015,880
chl,2016,880
chl,2017,880
chl,2018,870
chn,1990,37210
chn,1991,37180
chn,1992,37150
chn,1993,37120
chn,1994,37090
chn,1995,37000
chn,1996,37150
chn,1997,37290
chn,1998,37440
chn,1999,37580
chn,2000,37730
chn,2001,37930
chn,2002,38130
chn,2003,38330
chn,2004,38540
chn,2005,38740
chn,2006,40150
chn,2007,41560
chn,2008,42960
chn,2009,44370
chn,2010,45780
chn,2011,46110
chn,2012,46440
chn,2013,46770
chn,2014,47100
chn,2015,47430
chn,2016,47440
chn,2017,47450
chn,2018,47460
civ,1990,110
civ,1991,480
civ,1992,850
civ,1993,1230
civ,1994,1600
civ,1995,1370
civ,1996,1140
civ,1997,900
civ,1998,670
civ,1999,440
civ,2000,200
civ,2001,200
civ,2002,190
civ,2003,180
civ,2004,180
civ,2005,170
civ,2006,170
civ,2007,160
civ,2008,150
civ,2009,150
civ,2010,140
civ,2011,130
civ,2012,130
civ,2013,130
civ,2014,130
civ,2015,130
civ,2016,130
civ,2017,130
civ,2018,140
cmr,1990,280
cmr,1991,280
cmr,1992,280
cmr,1993,270
cmr,1994,270
cmr,1995,300
cmr,1996,320
cmr,1997,350
cmr,1998,370
cmr,1999,400
cmr,2000,420
cmr,2001,430
cmr,2002,440
cmr,2003,440
cmr,2004,450
cmr,2005,460
cmr,2006,500
cmr,2007,540
cmr,2008,570
cmr,2009,610
cmr,2010,650
cmr,2011,680
cmr,2012,700
cmr,2013,730
cmr,2014,760
cmr,2015,790
cmr,2016,800
cmr,2017,810
cmr,2018,820
cod,1990,1180
cod,1991,1190
cod,1992,1200
cod,1993,1210
cod,1994,1220
cod,1995,1220
cod,1996,1210
cod,1997,1190
cod,1998,1170
cod,1999,1160
cod,2000,1290
cod,2001,1190
cod,2002,1210
cod,2003,1220
cod,2004,1230
cod,2005,1240
cod,2006,1280
cod,2007,1320
cod,2008,1360
cod,2009,1400
cod,2010,1440
cod,2011,1600
cod,2012,1760
cod,2013,1910
cod,2014,2070
cod,2015,2230
cod,2016,2260
cod,2017,2280
cod,2018,2310
cog,1990,50
cog,1991,50
cog,1992,50
cog,1993,50
cog,1994,40
cog,1995,40
cog,1996,40
cog,1997,30
cog,1998,30
cog,1999,20
cog,2000,20
cog,2001,20
cog,2002,20
cog,2003,20
cog,2004,20
cog,2005,20
cog,2006,30
cog,2007,30
cog,2008,30
cog,2009,30
cog,2010,30
cog,2011,30
cog,2012,30
cog,2013,30
cog,2014,40
cog,2015,40
cog,2016,40
cog,2017,40
cog,2018,40
col,1990,510
col,1991,530
col,1992,550
col,1993,570
col,1994,590
col,1995,560
col,1996,540
col,1997,520
col,1998,490
col,1999,470
col,2000,450
col,2001,450
col,2002,440
col,2003,440
col,2004,440
col,2005,440
col,2006,440
col,2007,450
col,2008,450
col,2009,460
col,2010,460
col,2011,480
col,2012,500
col,2013,510
col,2014,530
col,2015,550
col,2016,550
col,2017,550
col,2018,550
com,1990,0
com,1991,0
com,1992,0
com,1993,0
com,1994,0
com,1995,0
com,1996,0
com,1997,0
com,1998,0
com,1999,0
com,2000,0
com,2001,0
com,2002,0
com,2003,0
com,2004,0
com,2005,0
com,2006,0
com,2007,10
com,2008,10
com,2009,10
com,2010,10
com,2011,10
com,2012,10
com,2013,10
com,2014,10
com,2015,10
com,2016,10
com,2017,10
com,2018,10
cpv,1990,0
cpv,1991,0
cpv,1992,0
cpv,1993,0
cpv,1994,0
cpv,1995,0
cpv,1996,0
cpv,1997,0
cpv,1998,0
cpv,1999,10
cpv,2000,10
cpv,2001,10
cpv,2002,10
cpv,2003,10
cpv,2004,10
cpv,2005,10
cpv,2006,10
cpv,2007,10
cpv,2008,10
cpv,2009,10
cpv,2010,10
cpv,2011,10
cpv,2012,10
cpv,2013,10
cpv,2014,10
cpv,2015,20
cpv,2016,20
cpv,2017,20
cpv,2018,20
cri,1990,80
cri,1991,80
cri,1992,80
cri,1993,80
cri,1994,80
cri,1995,80
cri,1996,80
cri,1997,80
cri,1998,90
cri,1999,90
cri,2000,100
cri,2001,110
cri,2002,110
cri,2003,120
cri,2004,130
cri,2005,140
cri,2006,140
cri,2007,150
cri,2008,150
cri,2009,160
cri,2010,160
cri,2011,160
cri,2012,160
cri,2013,160
cri,2014,160
cri,2015,150
cri,2016,150
cri,2017,150
cri,2018,150
cub,1990,350
cub,1991,320
cub,1992,290
cub,1993,260
cub,1994,230
cub,1995,280
cub,1996,330
cub,1997,310
cub,1998,300
cub,1999,290
cub,2000,270
cub,2001,270
cub,2002,270
cub,2003,270
cub,2004,260
cub,2005,260
cub,2006,260
cub,2007,250
cub,2008,240
cub,2009,240
cub,2010,230
cub,2011,230
cub,2012,240
cub,2013,240
cub,2014,240
cub,2015,240
cub,2016,240
cub,2017,240
cub,2018,240
cyp,1990,30
cyp,1991,40
cyp,1992,40
cyp,1993,40
cyp,1994,40
cyp,1995,40
cyp,1996,40
cyp,1997,50
cyp,1998,50
cyp,1999,50
cyp,2000,50
cyp,2001,50
cyp,2002,50
cyp,2003,60
cyp,2004,60
cyp,2005,60
cyp,2006,60
cyp,2007,70
cyp,2008,70
cyp,2009,70
cyp,2010,70
cyp,2011,70
cyp,2012,60
cyp,2013,60
cyp,2014,60
cyp,2015,60
cyp,2016,60
cyp,2017,60
cyp,2018,60
cze,1990,830
cze,1991,770
cze,1992,770
cze,1993,760
cze,1994,750
cze,1995,770
cze,1996,820
cze,1997,820
cze,1998,830
cze,1999,850
cze,2000,700
cze,2001,710
cze,2002,730
cze,2003,770
cze,2004,790
cze,2005,810
cze,2006,830
cze,2007,860
cze,2008,850
cze,2009,840
cze,2010,830
cze,2011,830
cze,2012,810
cze,2013,800
cze,2014,810
cze,2015,830
cze,2016,850
cze,2017,850
cze,2018,850
deu,1990,6740
deu,1991,6330
deu,1992,6060
deu,1993,5970
deu,1994,5940
deu,1995,5960
deu,1996,5940
deu,1997,5830
