geo,time,en_atm_noxe_eg_kt_ce
khm,2012,500
khm,2013,550
khm,2014,600
khm,2015,650
khm,2016,670
khm,2017,680
khm,2018,690
kir,1990,0
kir,1991,0
kir,1992,0
kir,1993,0
kir,1994,0
kir,1995,0
kir,1996,0
kir,1997,0
kir,1998,0
kir,1999,0
kir,2000,0
kir,2001,0
kir,2002,0
kir,2003,0
kir,2004,0
kir,2005,0
kir,2006,0
kir,2007,0
kir,2008,0
kir,2009,0
kir,2010,0
kir,2011,0
kir,2012,0
kir,2013,0
kir,2014,0
kir,2015,0
kir,2016,0
kir,2017,0
kir,2018,0
kna,1990,0
kna,1991,0
kna,1992,0
kna,1993,0
kna,1994,0
kna,1995,0
kna,1996,0
kna,1997,0
kna,1998,0
kna,1999,0
kna,2000,0
kna,2001,0
kna,2002,0
kna,2003,0
kna,2004,10
kna,2005,10
kna,2006,10
kna,2007,10
kna,2008,10
kna,2009,10
kna,2010,10
kna,2011,10
kna,2012,10
kna,2013,10
kna,2014,10
kna,2015,10
kna,2016,10
kna,2017,10
kna,2018,10
kor,1990,820
kor,1991,860
kor,1992,930
kor,1993,1020
kor,1994,1060
kor,1995,1140
kor,1996,1220
kor,1997,1290
kor,1998,1180
kor,1999,1280
kor,2000,1400
kor,2001,1460
kor,2002,1540
kor,2003,1590
kor,2004,1640
kor,2005,1620
kor,2006,1610
kor,2007,1730
kor,2008,2510
kor,2009,2150
kor,2010,2520
kor,2011,2900
kor,2012,4030
kor,2013,3980
kor,2014,4090
kor,2015,4090
kor,2016,4140
kor,2017,4190
kor,2018,4240
kwt,1990,40
kwt,1991,40
kwt,1992,40
kwt,1993,50
kwt,1994,50
kwt,1995,50
kwt,1996,60
kwt,1997,60
kwt,1998,60
kwt,1999,60
kwt,2000,60
kwt,2001,60
kwt,2002,70
kwt,2003,70
kwt,2004,80
kwt,2005,80
kwt,2006,100
kwt,2007,110
kwt,2008,120
kwt,2009,140
kwt,2010,150
kwt,2011,150
kwt,2012,160
kwt,2013,170
kwt,2014,170
kwt,2015,180
kwt,2016,180
kwt,2017,180
kwt,2018,190
lao,1990,110
lao,1991,110
lao,1992,110
lao,1993,110
lao,1994,110
lao,1995,100
lao,1996,100
lao,1997,100
lao,1998,100
lao,1999,100
lao,2000,100
lao,2001,100
lao,2002,100
lao,2003,100
lao,2004,100
lao,2005,100
lao,2006,100
lao,2007,100
lao,2008,100
lao,2009,100
lao,2010,100
lao,2011,110
lao,2012,110
lao,2013,110
lao,2014,110
lao,2015,120
lao,2016,120
lao,2017,120
lao,2018,120
lbn,1990,20
lbn,1991,20
lbn,1992,30
lbn,1993,30
lbn,1994,40
lbn,1995,40
lbn,1996,40
lbn,1997,40
lbn,1998,30
lbn,1999,30
lbn,2000,30
lbn,2001,30
lbn,2002,30
lbn,2003,30
lbn,2004,30
lbn,2005,30
lbn,2006,30
lbn,2007,30
lbn,2008,40
lbn,2009,40
lbn,2010,40
lbn,2011,40
lbn,2012,50
lbn,2013,50
lbn,2014,50
lbn,2015,50
lbn,2016,50
lbn,2017,60
lbn,2018,60
lbr,1990,370
lbr,1991,360
lbr,1992,340
lbr,1993,320
lbr,1994,310
lbr,1995,290
lbr,1996,300
lbr,1997,320
lbr,1998,330
lbr,1999,350
lbr,2000,360
lbr,2001,380
lbr,2002,390
lbr,2003,400
lbr,2004,420
lbr,2005,430
lbr,2006,440
lbr,2007,450
lbr,2008,460
lbr,2009,470
lbr,2010,490
lbr,2011,600
lbr,2012,700
lbr,2013,810
lbr,2014,920
lbr,2015,1030
lbr,2016,1050
lbr,2017,1060
lbr,2018,1070
lby,1990,270
lby,1991,280
lby,1992,280
lby,1993,290
lby,1994,300
lby,1995,300
lby,1996,320
lby,1997,340
lby,1998,370
lby,1999,390
lby,2000,410
lby,2001,430
lby,2002,450
lby,2003,460
lby,2004,480
lby,2005,500
lby,2006,510
lby,2007,520
lby,2008,530
lby,2009,540
lby,2010,560
lby,2011,550
lby,2012,550
lby,2013,550
lby,2014,550
lby,2015,550
lby,2016,560
lby,2017,570
lby,2018,570
lca,1990,0
lca,1991,0
lca,1992,0
lca,1993,0
lca,1994,0
lca,1995,0
lca,1996,0
lca,1997,0
lca,1998,0
lca,1999,0
lca,2000,0
lca,2001,0
lca,2002,0
lca,2003,0
lca,2004,0
lca,2005,0
lca,2006,0
lca,2007,0
lca,2008,0
lca,2009,0
lca,2010,0
lca,2011,0
lca,2012,0
lca,2013,0
lca,2014,0
lca,2015,0
lca,2016,0
lca,2017,0
lca,2018,0
lie,1990,0
lie,1991,0
lie,1992,0
lie,1993,0
lie,1994,0
lie,1995,0
lie,1996,0
lie,1997,0
lie,1998,0
lie,1999,0
lie,2000,0
lie,2001,0
lie,2002,0
lie,2003,0
lie,2004,0
lie,2005,0
lie,2006,0
lie,2007,0
lie,2008,0
lie,2009,0
lie,2010,0
lie,2011,0
lie,2012,0
lie,2013,0
lie,2014,0
lie,2015,0
lie,2016,0
lie,2017,0
lie,2018,0
lka,1990,310
lka,1991,340
lka,1992,380
lka,1993,410
lka,1994,460
lka,1995,430
lka,1996,410
lka,1997,380
lka,1998,360
lka,1999,340
lka,2000,320
lka,2001,320
lka,2002,330
lka,2003,330
lka,2004,340
lka,2005,340
lka,2006,340
lka,2007,350
lka,2008,350
lka,2009,350
lka,2010,360
lka,2011,370
lka,2012,390
lka,2013,410
lka,2014,420
lka,2015,440
lka,2016,450
lka,2017,460
lka,2018,470
lso,1990,50
lso,1991,50
lso,1992,50
lso,1993,50
lso,1994,50
lso,1995,50
lso,1996,50
lso,1997,60
lso,1998,60
lso,1999,60
lso,2000,60
lso,2001,60
lso,2002,70
lso,2003,70
lso,2004,70
lso,2005,70
lso,2006,80
lso,2007,100
lso,2008,110
lso,2009,120
lso,2010,140
lso,2011,160
lso,2012,180
lso,2013,200
lso,2014,220
lso,2015,240
lso,2016,240
lso,2017,240
lso,2018,250
ltu,1990,340
ltu,1991,300
ltu,1992,220
ltu,1993,200
ltu,1994,200
ltu,1995,180
ltu,1996,160
ltu,1997,150
ltu,1998,150
ltu,1999,130
ltu,2000,120
ltu,2001,120
ltu,2002,130
ltu,2003,130
ltu,2004,140
ltu,2005,140
ltu,2006,150
ltu,2007,160
ltu,2008,160
ltu,2009,140
ltu,2010,140
ltu,2011,130
ltu,2012,140
ltu,2013,140
ltu,2014,140
ltu,2015,140
ltu,2016,140
ltu,2017,140
ltu,2018,140
lux,1990,40
lux,1991,40
lux,1992,50
lux,1993,50
lux,1994,50
lux,1995,50
lux,1996,50
lux,1997,50
lux,1998,50
lux,1999,50
lux,2000,50
lux,2001,50
lux,2002,50
lux,2003,50
lux,2004,50
lux,2005,50
lux,2006,50
lux,2007,60
lux,2008,60
lux,2009,60
lux,2010,60
lux,2011,70
lux,2012,70
lux,2013,70
lux,2014,70
lux,2015,70
lux,2016,70
lux,2017,70
lux,2018,70
lva,1990,180
lva,1991,190
lva,1992,150
lva,1993,130
lva,1994,110
lva,1995,110
lva,1996,110
lva,1997,110
lva,1998,110
lva,1999,100
lva,2000,100
lva,2001,110
lva,2002,110
lva,2003,110
lva,2004,120
lva,2005,120
lva,2006,120
lva,2007,130
lva,2008,120
lva,2009,120
lva,2010,120
lva,2011,130
lva,2012,130
lva,2013,140
lva,2014,140
lva,2015,140
lva,2016,140
lva,2017,140
lva,2018,140
mar,1990,340
mar,1991,350
mar,1992,370
mar,1993,380
mar,1994,390
mar,1995,390
mar,1996,390
mar,1997,380
mar,1998,380
mar,1999,380
mar,2000,380
mar,2001,390
mar,2002,400
mar,2003,400
mar,2004,410
mar,2005,420
mar,2006,440
mar,2007,460
mar,2008,480
mar,2009,500
mar,2010,520
mar,2011,540
mar,2012,550
mar,2013,570
mar,2014,590
mar,2015,610
mar,2016,620
mar,2017,620
mar,2018,630
mda,1990,180
mda,1991,160
mda,1992,110
mda,1993,90
mda,1994,80
mda,1995,60
mda,1996,60
mda,1997,50
mda,1998,50
mda,1999,30
mda,2000,30
mda,2001,40
mda,2002,40
mda,2003,50
mda,2004,50
mda,2005,50
mda,2006,50
mda,2007,50
mda,2008,50
mda,2009,50
mda,2010,50
mda,2011,50
mda,2012,60
mda,2013,60
mda,2014,60
mda,2015,70
mda,2016,70
mda,2017,70
mda,2018,70
mdg,1990,180
mdg,1991,190
mdg,1992,200
mdg,1993,210
mdg,1994,220
mdg,1995,220
mdg,1996,220
mdg,1997,220
mdg,1998,220
mdg,1999,220
mdg,2000,220
mdg,2001,230
mdg,2002,240
mdg,2003,250
mdg,2004,270
mdg,2005,280
mdg,2006,280
mdg,2007,280
mdg,2008,290
mdg,2009,290
mdg,2010,290
mdg,2011,300
mdg,2012,320
mdg,2013,330
mdg,2014,340
mdg,2015,360
mdg,2016,360
mdg,2017,370
mdg,2018,370
mdv,1990,0
mdv,1991,0
mdv,1992,0
mdv,1993,0
mdv,1994,0
mdv,1995,0
mdv,1996,0
mdv,1997,10
mdv,1998,10
mdv,1999,10
mdv,2000,10
mdv,2001,10
mdv,2002,10
mdv,2003,10
mdv,2004,10
mdv,2005,10
mdv,2006,10
mdv,2007,10
mdv,2008,10
mdv,2009,20
mdv,2010,20
mdv,2011,20
mdv,2012,20
mdv,2013,20
mdv,2014,20
mdv,2015,20
mdv,2016,20
mdv,2017,20
mdv,2018,20
mex,1990,1450
mex,1991,1500
mex,1992,1520
mex,1993,1530
mex,1994,1560
mex,1995,1560
mex,1996,1590
mex,1997,1620
mex,1998,1670
mex,1999,1660
mex,2000,1690
mex,2001,1680
mex,2002,1670
mex,2003,1710
mex,2004,1770
mex,2005,1830
mex,2006,1850
mex,2007,1910
mex,2008,1880
mex,2009,1810
mex,2010,1870
mex,2011,1860
mex,2012,1850
mex,2013,3410
mex,2014,3390
mex,2015,3370
mex,2016,3340
mex,2017,3320
mex,2018,3300
mhl,1990,0
mhl,1991,0
mhl,1992,0
mhl,1993,0
mhl,1994,0
mhl,1995,0
mhl,1996,0
mhl,1997,0
mhl,1998,0
mhl,1999,0
mhl,2000,0
mhl,2001,0
mhl,2002,0
mhl,2003,0
mhl,2004,0
mhl,2005,0
mhl,2006,0
mhl,2007,0
mhl,2008,0
mhl,2009,0
mhl,2010,0
mhl,2011,0
mhl,2012,0
mhl,2013,0
mhl,2014,0
mhl,2015,0
mhl,2016,0
mhl,2017,0
mhl,2018,0
mkd,1990,40
mkd,1991,40
mkd,1992,40
mkd,1993,50
mkd,1994,50
mkd,1995,50
mkd,1996,50
mkd,1997,50
mkd,1998,50
mkd,1999,50
mkd,2000,50
mkd,2001,50
mkd,2002,50
mkd,2003,60
mkd,2004,60
mkd,2005,60
mkd,2006,60
mkd,2007,50
mkd,2008,60
mkd,2009,60
mkd,2010,60
mkd,2011,60
mkd,2012,60
mkd,2013,60
mkd,2014,60
mkd,2015,60
mkd,2016,60
mkd,2017,60
mkd,2018,50
mli,1990,60
mli,1991,60
mli,1992,60
mli,1993,60
mli,1994,60
mli,1995,60
mli,1996,90
mli,1997,120
mli,1998,150
mli,1999,180
mli,2000,200
mli,2001,210
mli,2002,230
mli,2003,240
mli,2004,250
mli,2005,260
mli,2006,260
mli,2007,260
mli,2008,260
mli,2009,250
mli,2010,250
mli,2011,280
mli,2012,310
mli,2013,340
mli,2014,370
mli,2015,400
mli,2016,410
mli,2017,410
mli,2018,420
mlt,1990,10
mlt,1991,10
mlt,1992,10
mlt,1993,10
mlt,1994,10
mlt,1995,10
mlt,1996,10
mlt,1997,10
mlt,1998,10
mlt,1999,10
mlt,2000,10
mlt,2001,10
mlt,2002,10
mlt,2003,10
mlt,2004,10
mlt,2005,10
mlt,2006,10
mlt,2007,10
mlt,2008,10
mlt,2009,10
mlt,2010,10
mlt,2011,10
mlt,2012,10
mlt,2013,10
mlt,2014,10
mlt,2015,10
mlt,2016,0
mlt,2017,0
mlt,2018,0
mmr,1990,460
mmr,1991,460
mmr,1992,460
mmr,1993,460
mmr,1994,460
mmr,1995,450
mmr,1996,470
mmr,1997,490
mmr,1998,510
mmr,1999,520
mmr,2000,540
mmr,2001,540
mmr,2002,560
mmr,2003,570
mmr,2004,570
mmr,2005,580
mmr,2006,580
mmr,2007,570
mmr,2008,560
mmr,2009,560
mmr,2010,550
mmr,2011,570
mmr,2012,590
mmr,2013,610
mmr,2014,630
mmr,2015,650
mmr,2016,660
mmr,2017,660
mmr,2018,660
mne,1990,10
mne,1991,10
mne,1992,10
mne,1993,10
mne,1994,10
mne,1995,10
mne,1996,10
mne,1997,10
mne,1998,10
mne,1999,10
mne,2000,10
mne,2001,10
mne,2002,10
mne,2003,10
mne,2004,10
mne,2005,10
mne,2006,10
mne,2007,20
mne,2008,30
mne,2009,40
mne,2010,50
mne,2011,50
mne,2012,50
mne,2013,50
mne,2014,50
mne,2015,50
mne,2016,50
mne,2017,50
mne,2018,50
mng,1990,40
mng,1991,40
mng,1992,40
mng,1993,40
mng,1994,30
mng,1995,30
mng,1996,30
mng,1997,40
mng,1998,40
mng,1999,40
mng,2000,50
mng,2001,50
mng,2002,50
mng,2003,60
mng,2004,60
mng,2005,70
mng,2006,70
mng,2007,80
mng,2008,80
mng,2009,90
mng,2010,90
mng,2011,110
mng,2012,120
mng,2013,130
mng,2014,150
mng,2015,160
mng,2016,160
mng,2017,170
mng,2018,170
moz,1990,350
moz,1991,390
moz,1992,440
moz,1993,480
moz,1994,530
moz,1995,540
moz,1996,540
moz,1997,540
moz,1998,540
moz,1999,550
moz,2000,550
moz,2001,600
moz,2002,640
moz,2003,690
moz,2004,740
moz,2005,790
moz,2006,820
moz,2007,850
moz,2008,880
moz,2009,900
moz,2010,930
moz,2011,1010
moz,2012,1090
moz,2013,1180
moz,2014,1260
moz,2015,1340
moz,2016,1350
moz,2017,1370
moz,2018,1390
mrt,1990,20
mrt,1991,20
mrt,1992,20
mrt,1993,20
mrt,1994,20
mrt,1995,20
mrt,1996,20
mrt,1997,20
mrt,1998,20
mrt,1999,30
mrt,2000,30
mrt,2001,30
mrt,2002,30
mrt,2003,30
mrt,2004,30
mrt,2005,30
mrt,2006,30
mrt,2007,30
mrt,2008,30
mrt,2009,30
mrt,2010,30
mrt,2011,30
mrt,2012,40
mrt,2013,40
mrt,2014,40
mrt,2015,40
mrt,2016,40
mrt,2017,40
mrt,2018,40
mus,1990,10
mus,1991,10
mus,1992,10
mus,1993,10
mus,1994,10
mus,1995,10
mus,1996,10
mus,1997,10
mus,1998,20
mus,1999,20
mus,2000,20
mus,2001,20
mus,2002,20
mus,2003,20
mus,2004,20
mus,2005,30
mus,2006,30
mus,2007,30
mus,2008,30
mus,2009,30
mus,2010,30
mus,2011,30
mus,2012,30
mus,2013,30
mus,2014,30
mus,2015,40
mus,2016,40
mus,2017,40
mus,2018,40
mwi,1990,290
mwi,1991,280
mwi,1992,280
mwi,1993,280
mwi,1994,280
mwi,1995,290
mwi,1996,290
mwi,1997,300
mwi,1998,300
mwi,1999,310
mwi,2000,320
mwi,2001,330
mwi,2002,350
mwi,2003,360
mwi,2004,380
mwi,2005,390
mwi,2006,380
mwi,2007,380
mwi,2008,370
mwi,2009,360
mwi,2010,360
mwi,2011,380
mwi,2012,400
mwi,2013,430
mwi,2014,450
mwi,2015,470
mwi,2016,480
mwi,2017,490
mwi,2018,490
mys,1990,130
mys,1991,130
mys,1992,140
mys,1993,150
mys,1994,150
mys,1995,160
mys,1996,160
mys,1997,170
mys,1998,170
mys,1999,180
mys,2000,180
mys,2001,190
mys,2002,200
mys,2003,200
mys,2004,210
mys,2005,220
mys,2006,220
mys,2007,230
mys,2008,240
mys,2009,240
mys,2010,250
mys,2011,260
mys,2012,270
mys,2013,280
mys,2014,290
mys,2015,290
mys,2016,300
mys,2017,310
mys,2018,310
nam,1990,40
nam,1991,30
nam,1992,30
nam,1993,30
nam,1994,30
nam,1995,30
nam,1996,30
nam,1997,30
nam,1998,40
nam,1999,40
nam,2000,40
nam,2001,50
nam,2002,50
nam,2003,50
nam,2004,60
nam,2005,60
nam,2006,60
nam,2007,60
nam,2008,70
nam,2009,70
nam,2010,70
nam,2011,70
nam,2012,80
nam,2013,80
nam,2014,80
nam,2015,90
nam,2016,90
nam,2017,90
nam,2018,90
ner,1990,130
ner,1991,130
ner,1992,140
ner,1993,140
ner,1994,140
ner,1995,150
ner,1996,150
ner,1997,150
ner,1998,150
ner,1999,160
ner,2000,160
ner,2001,160
ner,2002,170
ner,2003,170
ner,2004,180
ner,2005,180
ner,2006,180
ner,2007,180
ner,2008,190
ner,2009,190
ner,2010,190
ner,2011,210
ner,2012,220
ner,2013,240
ner,2014,260
ner,2015,270
ner,2016,280
ner,2017,280
ner,2018,280
nga,1990,2790
nga,1991,2840
nga,1992,2880
nga,1993,2930
nga,1994,2980
nga,1995,3070
nga,1996,3160
nga,1997,3240
nga,1998,3330
nga,1999,3410
nga,2000,3500
nga,2001,3670
nga,2002,3840
nga,2003,4010
nga,2004,4180
nga,2005,4350
nga,2006,4330
nga,2007,4300
nga,2008,4280
nga,2009,4260
nga,2010,4230
nga,2011,4220
nga,2012,4210
nga,2013,4200
nga,2014,4190
nga,2015,4180
nga,2016,4240
nga,2017,4290
nga,2018,4350
nic,1990,120
nic,1991,130
nic,1992,130
nic,1993,130
nic,1994,130
nic,1995,140
nic,1996,140
nic,1997,140
nic,1998,150
nic,1999,150
nic,2000,150
nic,2001,160
nic,2002,160
nic,2003,160
nic,2004,170
nic,2005,170
nic,2006,170
nic,2007,170
nic,2008,170
nic,2009,170
nic,2010,170
nic,2011,170
nic,2012,170
nic,2013,170
nic,2014,170
nic,2015,170
nic,2016,170
nic,2017,170
nic,2018,170
nld,1990,340
nld,1991,360
nld,1992,390
nld,1993,440
nld,1994,470
nld,1995,510
nld,1996,550
nld,1997,550
nld,1998,560
nld,1999,540
nld,2000,560
nld,2001,570
nld,2002,580
nld,2003,570
nld,2004,580
nld,2005,580
nld,2006,570
nld,2007,580
nld,2008,600
nld,2009,600
nld,2010,620
nld,2011,610
nld,2012,620
nld,2013,610
nld,2014,600
nld,2015,660
nld,2016,650
nld,2017,650
nld,2018,650
nor,1990,170
nor,1991,170
nor,1992,170
nor,1993,170
nor,1994,180
nor,1995,190
nor,1996,200
nor,1997,210
nor,1998,210
nor,1999,220
nor,2000,200
nor,2001,210
nor,2002,210
nor,2003,210
nor,2004,210
nor,2005,180
nor,2006,180
nor,2007,190
nor,2008,190
nor,2009,190
nor,2010,200
nor,2011,210
nor,2012,210
nor,2013,210
nor,2014,200
nor,2015,210
nor,2016,210
nor,2017,210
nor,2018,210
npl,1990,350
npl,1991,380
npl,1992,410
npl,1993,430
npl,1994,460
npl,1995,490
npl,1996,560
npl,1997,630
npl,1998,700
npl,1999,760
npl,2000,830
npl,2001,830
npl,2002,830
npl,2003,830
npl,2004,820
npl,2005,820
npl,2006,920
npl,2007,1010
npl,2008,1110
npl,2009,1200
npl,2010,1300
npl,2011,1380
npl,2012,1460
npl,2013,1540
npl,2014,1620
npl,2015,1710
npl,2016,1750
npl,2017,1790
npl,2018,1830
nru,1990,0
nru,1991,0
nru,1992,0
nru,1993,0
nru,1994,0
nru,1995,0
nru,1996,0
nru,1997,0
nru,1998,0
nru,1999,0
nru,2000,0
nru,2001,0
nru,2002,0
nru,2003,0
nru,2004,0
nru,2005,0
nru,2006,0
nru,2007,0
nru,2008,0
nru,2009,0
nru,2010,0
nru,2011,0
nru,2012,0
nru,2013,0
nru,2014,0
nru,2015,0
nru,2016,0
nru,2017,0
nru,2018,0
nzl,1990,200
nzl,1991,200
nzl,1992,220
nzl,1993,220
nzl,1994,240
nzl,1995,240
nzl,1996,240
nzl,1997,250
nzl,1998,260
nzl,1999,270
nzl,2000,310
nzl,2001,290
nzl,2002,300
nzl,2003,320
nzl,2004,340
nzl,2005,340
nzl,2006,330
nzl,2007,320
nzl,2008,310
nzl,2009,290
nzl,2010,280
nzl,2011,280
nzl,2012,280
nzl,2013,270
nzl,2014,260
nzl,2015,260
nzl,2016,250
nzl,2017,250
nzl,2018,250
omn,1990,10
omn,1991,10
omn,1992,10
omn,1993,10
omn,1994,10
omn,1995,10
omn,1996,10
omn,1997,10
omn,1998,10
omn,1999,10
omn,2000,10
omn,2001,10
omn,2002,10
omn,2003,10
omn,2004,10
omn,2005,10
omn,2006,20
omn,2007,20
omn,2008,20
omn,2009,20
omn,2010,20
omn,2011,30
omn,2012,30
omn,2013,30
omn,2014,30
omn,2015,30
omn,2016,40
omn,2017,40
omn,2018,40
pak,1990,430
pak,1991,440
pak,1992,450
pak,1993,470
pak,1994,480
pak,1995,490
pak,1996,520
pak,1997,550
pak,1998,570
pak,1999,600
pak,2000,630
pak,2001,620
pak,2002,610
pak,2003,600
pak,2004,590
pak,2005,590
pak,2006,600
pak,2007,610
pak,2008,620
pak,2009,630
pak,2010,640
pak,2011,650
pak,2012,660
pak,2013,670
pak,2014,670
pak,2015,680
pak,2016,690
pak,2017,700
pak,2018,700
pan,1990,60
pan,1991,60
pan,1992,70
pan,1993,70
pan,1994,70
pan,1995,70
pan,1996,70
pan,1997,70
pan,1998,70
pan,1999,60
pan,2000,60
pan,2001,70
pan,2002,70
pan,2003,70
pan,2004,80
pan,2005,80
pan,2006,80
pan,2007,90
pan,2008,90
pan,2009,90
pan,2010,90
pan,2011,100
pan,2012,110
pan,2013,110
pan,2014,120
pan,2015,120
pan,2016,120
pan,2017,120
pan,2018,120
per,1990,300
per,1991,320
per,1992,330
per,1993,340
per,1994,350
per,1995,330
per,1996,320
per,1997,310
per,1998,300
per,1999,280
per,2000,270
per,2001,260
per,2002,250
per,2003,240
per,2004,240
per,2005,230
per,2006,220
per,2007,210
per,2008,200
per,2009,190
per,2010,190
per,2011,190
per,2012,190
per,2013,190
per,2014,190
per,2015,190
per,2016,190
per,2017,190
per,2018,180
phl,1990,720
phl,1991,760
phl,1992,800
phl,1993,840
phl,1994,880
phl,1995,890
phl,1996,900
phl,1997,910
phl,1998,920
phl,1999,920
phl,2000,930
phl,2001,940
phl,2002,960
phl,2003,970
phl,2004,980
phl,2005,990
phl,2006,990
phl,2007,990
phl,2008,990
phl,2009,1000
phl,2010,1000
phl,2011,1040
phl,2012,1070
phl,2013,1110
phl,2014,1150
phl,2015,1190
phl,2016,1210
phl,2017,1240
phl,2018,1260
plw,1990,0
plw,1991,0
plw,1992,0
plw,1993,0
plw,1994,0
plw,1995,0
plw,1996,0
plw,1997,0
plw,1998,0
plw,1999,0
plw,2000,0
plw,2001,0
plw,2002,0
plw,2003,0
plw,2004,0
plw,2005,0
plw,2006,0
plw,2007,0
plw,2008,0
plw,2009,0
plw,2010,0
plw,2011,0
plw,2012,0
plw,2013,0
plw,2014,0
plw,2015,0
plw,2016,0
plw,2017,0
plw,2018,0
png,1990,100
png,1991,100
png,1992,100
png,1993,100
png,1994,100
png,1995,100
png,1996,100
png,1997,100
png,1998,100
png,1999,100
png,2000,100
png,2001,100
png,2002,110
png,2003,110
png,2004,110
png,2005,120
png,2006,110
png,2007,110
png,2008,110
png,2009,110
png,2010,100
png,2011,110
png,2012,120
png,2013,130
png,2014,140
png,2015,150
png,2016,150
png,2017,160
png,2018,160
pol,1990,2220
pol,1991,2190
pol,1992,2220
pol,1993,2470
pol,1994,2500
pol,1995,2550
pol,1996,2690
pol,1997,2760
pol,1998,2570
pol,1999,2560
pol,2000,2550
pol,2001,2500
pol,2002,2460
pol,2003,2520
pol,2004,2570
pol,2005,2620
pol,2006,2450
pol,2007,2410
pol,2008,2410
pol,2009,2380
pol,2010,2500
pol,2011,2520
pol,2012,2520
pol,2013,2480
pol,2014,2390
pol,2015,2400
pol,2016,2500
pol,2017,2510
pol,2018,2510
prk,1990,950
prk,1991,880
prk,1992,810
prk,1993,730
prk,1994,660
prk,1995,610
prk,1996,570
prk,1997,520
prk,1998,470
prk,1999,420
prk,2000,370
prk,2001,370
prk,2002,370
prk,2003,360
prk,2004,340
prk,2005,320
prk,2006,330
prk,2007,340
prk,2008,350
prk,2009,350
prk,2010,360
prk,2011,350
prk,2012,340
prk,2013,320
prk,2014,310
prk,2015,300
prk,2016,300
prk,2017,300
prk,2018,300
prt,1990,460
prt,1991,480
prt,1992,490
prt,1993,520
prt,1994,550
prt,1995,590
prt,1996,640
prt,1997,640
prt,1998,630
prt,1999,720
prt,2000,740
prt,2001,750
prt,2002,640
prt,2003,600
prt,2004,620
prt,2005,660
prt,2006,650
prt,2007,640
prt,2008,640
prt,2009,590
prt,2010,570
prt,2011,540
prt,2012,510
prt,2013,480
prt,2014,490
prt,2015,530
prt,2016,530
prt,2017,530
prt,2018,530
pry,1990,180
pry,1991,200
pry,1992,220
pry,1993,240
pry,1994,260
pry,1995,250
pry,1996,240
pry,1997,230
pry,1998,210
pry,1999,200
pry,2000,190
pry,2001,190
pry,2002,190
pry,2003,200
pry,2004,200
pry,2005,200
pry,2006,210
pry,2007,220
pry,2008,220
pry,2009,230
pry,2010,240
pry,2011,240
pry,2012,250
pry,2013,250
pry,2014,260
pry,2015,260
pry,2016,260
pry,2017,260
pry,2018,260
qat,1990,80
qat,1991,80
qat,1992,90
qat,1993,100
qat,1994,110
qat,1995,120
qat,1996,120
qat,1997,120
qat,1998,120
qat,1999,120
qat,2000,120
qat,2001,140
qat,2002,160
qat,2003,190
qat,2004,210
qat,2005,230
qat,2006,290
qat,2007,400
qat,2008,460
qat,2009,510
qat,2010,560
qat,2011,580
qat,2012,600
qat,2013,620
qat,2014,630
qat,2015,650
qat,2016,660
qat,2017,670
qat,2018,690
rou,1990,590
rou,1991,510
rou,1992,570
rou,1993,530
rou,1994,530
rou,1995,530
rou,1996,640
rou,1997,660
rou,1998,580
rou,1999,510
rou,2000,560
rou,2001,540
rou,2002,550
rou,2003,590
rou,2004,620
rou,2005,480
rou,2006,490
rou,2007,550
rou,2008,600
rou,2009,550
rou,2010,540
rou,2011,570
rou,2012,570
rou,2013,520
rou,2014,530
rou,2015,510
rou,2016,330
rou,2017,330
rou,2018,330
rus,1990,9310
rus,1991,8970
rus,1992,6890
rus,1993,6390
rus,1994,5280
rus,1995,5280
rus,1996,5190
rus,1997,4750
rus,1998,4570
rus,1999,4690
rus,2000,4790
rus,2001,4900
rus,2002,4950
rus,2003,4950
rus,2004,5090
rus,2005,5220
rus,2006,5450
rus,2007,5270
rus,2008,5280
rus,2009,5030
rus,2010,4970
rus,2011,5190
rus,2012,5120
rus,2013,4840
rus,2014,5090
rus,2015,5210
rus,2016,5120
rus,2017,5090
rus,2018,5050
rwa,1990,90
rwa,1991,80
rwa,1992,80
rwa,1993,80
rwa,1994,70
rwa,1995,70
rwa,1996,70
rwa,1997,70
rwa,1998,70
rwa,1999,70
rwa,2000,70
rwa,2001,70
rwa,2002,70
rwa,2003,70
rwa,2004,70
rwa,2005,70
rwa,2006,70
rwa,2007,70
rwa,2008,70
rwa,2009,70
rwa,2010,70
rwa,2011,70
rwa,2012,70
rwa,2013,70
rwa,2014,70
rwa,2015,70
rwa,2016,70
rwa,2017,70
rwa,2018,70
sau,1990,270
sau,1991,280
sau,1992,300
sau,1993,320
sau,1994,330
sau,1995,350
sau,1996,370
sau,1997,380
sau,1998,400
sau,1999,420
sau,2000,430
sau,2001,450
sau,2002,470
sau,2003,490
sau,2004,510
sau,2005,530
sau,2006,570
sau,2007,600
sau,2008,640
sau,2009,670
sau,2010,710
sau,2011,740
sau,2012,780
sau,2013,810
sau,2014,840
sau,2015,880
sau,2016,900
sau,2017,920
sau,2018,930
sdn,1990,390
sdn,1991,370
sdn,1992,350
sdn,1993,340
sdn,1994,320
sdn,1995,300
sdn,1996,300
sdn,1997,300
sdn,1998,300
sdn,1999,300
sdn,2000,300
sdn,2001,340
sdn,2002,380
sdn,2003,420
sdn,2004,460
sdn,2005,500
sdn,2006,540
sdn,2007,580
sdn,2008,620
