geo,time,nv_agr_totl_kn
zmb,1999,11242483900
zmb,2000,11260995500
zmb,2001,10798082500
zmb,2002,10417336400
zmb,2003,10704323200
zmb,2004,10875106100
zmb,2005,10488809600
zmb,2006,10339296600
zmb,2007,9943711600
zmb,2008,9679693700
zmb,2009,9740975400
zmb,2010,9158659000
zmb,2011,9871089200
zmb,2012,10205237100
zmb,2013,9813038600
zmb,2014,9917005400
zmb,2015,9149763000
zmb,2016,9490090400
zmb,2017,10419007300
zmb,2018,8212522300
zmb,2019,8845104900
zmb,2020,10367061400
zwe,1969,1230874760.84255
zwe,1970,1138400867.48143
zwe,1971,1444518939.91335
zwe,1972,1632664626.10017
zwe,1973,1320161611.17693
zwe,1974,1559325656.74365
zwe,1975,1466847692.21834
zwe,1976,1632664626.10017
zwe,1977,1285084347.50127
zwe,1978,1415824017.70743
zwe,1979,1415824017.70743
zwe,1980,1438147454.88141
zwe,1981,1642230391.78406
zwe,1982,1524244887.34327
zwe,1983,1285085139.11653
zwe,1984,1581643326.43504
zwe,1985,1957945329.07071
zwe,1986,1796970253.36751
zwe,1987,1720104864.21456
zwe,1988,1775008584.36622
zwe,1989,1836371771.93129
zwe,1990,2059216668.96437
zwe,1991,2080532300
zwe,1992,1598024400
zwe,1993,2031441800
zwe,1994,2180005200
zwe,1995,2014647700
zwe,1996,2413830800
zwe,1997,2491342100
zwe,1998,2617943900
zwe,1999,2734789800
zwe,2000,2789485600
zwe,2001,3180013600
zwe,2002,2416810300
zwe,2003,2054288800
zwe,2004,1869402800
zwe,2005,1775932600
zwe,2006,1704895300
zwe,2007,1585552700
zwe,2008,962430500
zwe,2009,1174251200
zwe,2010,1259064600
zwe,2011,1276759800
zwe,2012,1376807100
zwe,2013,1341414000
zwe,2014,1649934500
zwe,2015,1564041400
zwe,2016,1503318300
zwe,2017,1653650100
zwe,2018,1956268100
zwe,2019,1608694800
zwe,2020,1676264900
