geo,time,bm_gsr_trvl_zs
aut,2010,26.11761
aut,2011,23.70876
aut,2012,22.64176
aut,2013,20.08968
aut,2014,20.09745
aut,2015,19.55631
aut,2016,19.64277
aut,2017,19.28028
aut,2018,18.41506
aut,2019,17.55885
aut,2020,8.01978
aze,1995,47.78804
aze,1996,22.60962
aze,1997,25.66389
aze,1998,24.19657
aze,1999,28.62078
aze,2000,27.16565
aze,2001,16.38167
aze,2002,8.07429
aze,2003,5.44378
aze,2004,4.61194
aze,2005,6.16673
aze,2006,6.85217
aze,2007,7.78595
aze,2008,8.75462
aze,2009,11.04104
aze,2010,19.88843
aze,2011,28.92391
aze,2012,33.33778
aze,2013,34.57494
aze,2014,28.96398
aze,2015,30.01391
aze,2016,33.15799
aze,2017,32.95055
aze,2018,33.82856
aze,2019,26.6968
aze,2020,7.53788
bdi,1985,10.08349
bdi,1986,13.75788
bdi,1987,12.45711
bdi,1988,13.03943
bdi,1989,15.46104
bdi,1990,13.31303
bdi,1991,12.87724
bdi,1992,15.07281
bdi,1993,17.06302
bdi,1994,19.18166
bdi,1995,30.44105
bdi,1996,31.5427
bdi,1997,10.52158
bdi,1998,8.22477
bdi,1999,7.58893
bdi,2000,31.70026
bdi,2001,31.00765
bdi,2002,32.4079
bdi,2003,32.0638
bdi,2004,27.0902
bdi,2005,44.96427
bdi,2006,61.90307
bdi,2007,56.88939
bdi,2008,55.71162
bdi,2009,35.20085
bdi,2010,11.78544
bdi,2011,14.65147
bdi,2012,11.56883
bdi,2013,14.48083
bdi,2014,14.27511
bdi,2015,12.82871
bdi,2016,12.89602
bdi,2017,10.08707
bdi,2018,9.94239
bel,2002,27.26906
bel,2003,27.4923
bel,2004,27.63802
bel,2005,28.477
bel,2006,28.69772
bel,2007,25.01817
bel,2008,21.85959
bel,2009,23.03553
bel,2010,21.43674
bel,2011,21.34348
bel,2012,20.31685
bel,2013,21.05364
bel,2014,20.25739
bel,2015,13.08957
bel,2016,13.7361
bel,2017,13.53823
bel,2018,14.88793
bel,2019,15.14764
bel,2020,10.89963
ben,1974,13.4751
ben,1975,10.50383
ben,1976,8.70281
ben,1977,6.78508
ben,1978,6.72818
ben,1979,6.01288
ben,1980,7.06969
ben,1981,5.23125
ben,1982,5.24746
ben,1983,4.7861
ben,1984,9.02285
ben,1985,6.4
ben,1986,7.74818
ben,1987,7.63723
ben,1988,9.95814
ben,1989,7.85371
ben,1990,11.11192
ben,1991,9.24061
ben,1992,8.33873
ben,1993,6.72727
ben,1994,8.91741
ben,1995,12.67772
ben,1996,15.50159
ben,1997,9.02232
ben,1998,10.54978
ben,1999,11.77616
ben,2000,6.3645
ben,2001,8.99568
ben,2002,9.36577
ben,2003,8.34157
ben,2004,10.05598
ben,2005,9.55906
ben,2006,9.61675
ben,2007,14.32072
ben,2008,12.511
ben,2009,10.59098
ben,2010,11.16167
ben,2011,10.48339
ben,2012,7.30874
ben,2013,5.11007
ben,2014,6.12414
ben,2015,10.80408
ben,2016,8.30468
ben,2017,7.20783
ben,2018,4.04708
ben,2019,11.66556
ben,2020,9.73165
bfa,2005,12.72595
bfa,2006,15.18375
bfa,2007,12.95287
bfa,2008,10.3339
bfa,2009,11.43371
bfa,2010,8.25657
bfa,2011,6.2599
bfa,2012,6.31372
bfa,2013,10.1117
bfa,2014,10.09812
bfa,2015,8.83066
bfa,2016,9.28105
bfa,2017,8.4574
bfa,2018,7.92267
bfa,2019,7.8404
bfa,2020,5.78552
bgd,1976,3.51358
bgd,1977,1.38054
bgd,1978,4.93509
bgd,1979,4.39308
bgd,1980,3.34542
bgd,1981,4.99846
bgd,1982,4.06798
bgd,1983,5.6344
bgd,1984,6.94093
bgd,1985,9.47707
bgd,1986,10.66804
bgd,1987,10.61597
bgd,1988,16.16193
bgd,1989,16.95248
bgd,1990,11.13411
bgd,1991,11.92981
bgd,1992,14.05589
bgd,1993,16.43944
bgd,1994,18.89082
bgd,1995,15.24902
bgd,1996,11.395
bgd,1997,13.84289
bgd,1998,12.17966
bgd,1999,14.9234
bgd,2000,17.59489
bgd,2001,10.74989
bgd,2002,8.00814
bgd,2003,9.60425
bgd,2004,8.23866
bgd,2005,5.76299
bgd,2006,5.50167
bgd,2007,5.0516
bgd,2008,4.88691
bgd,2009,7.33731
bgd,2010,5.93721
bgd,2011,6.29285
bgd,2012,5.44897
bgd,2013,5.32801
bgd,2014,5.14485
bgd,2015,5.53265
bgd,2016,6.19938
bgd,2017,7.09514
bgd,2018,7.85337
bgd,2019,9.62435
bgd,2020,4.97307
bgd,2021,5.7989
bgr,1980,8.56102
bgr,1981,6.14934
bgr,1982,6.19048
bgr,1983,6.68896
bgr,1984,7.57315
bgr,1985,7.33945
bgr,1986,7.92393
bgr,1987,10.43873
bgr,1988,11.28049
bgr,1989,14.3949
bgr,1990,31.5
bgr,1991,26.32771
bgr,1992,26.87951
bgr,1993,20.89807
bgr,1994,19.55702
bgr,1995,15.26724
bgr,1996,15.94028
bgr,1997,18.26123
bgr,1998,20.21957
bgr,1999,35.70886
bgr,2000,32.22099
bgr,2001,31.27714
bgr,2002,41.21793
bgr,2003,42.53918
bgr,2004,42.34903
bgr,2005,38.45326
bgr,2006,35.98779
bgr,2007,36.13234
bgr,2008,38.78774
bgr,2009,34.8621
bgr,2010,24.22663
bgr,2011,25.35254
bgr,2012,22.28056
bgr,2013,25.91584
bgr,2014,21.37384
bgr,2015,22.86339
bgr,2016,25.72678
bgr,2017,28.72626
bgr,2018,31.19917
bgr,2019,30.43753
bgr,2020,21.93968
bhr,1975,25.38787
bhr,1976,23.90852
bhr,1977,21.843
bhr,1978,34.93976
bhr,1979,25.23033
bhr,1980,23.23628
bhr,1981,23.62685
bhr,1982,27.73324
bhr,1983,19.75506
bhr,1984,23.33493
bhr,1985,25.58519
bhr,1986,17.88618
bhr,1987,15.29889
bhr,1988,14.57286
bhr,1989,13.81453
bhr,1990,19.61883
bhr,1991,18.41712
bhr,1992,23.33774
bhr,1993,22.39488
bhr,1994,23.52438
bhr,1995,19.2953
bhr,1996,17.79514
bhr,1997,19.27105
bhr,1998,21.78703
bhr,1999,29.65356
bhr,2000,29.53931
bhr,2001,32.63301
bhr,2002,40.18037
bhr,2003,41.00835
bhr,2004,30.99758
bhr,2005,29.22066
bhr,2006,28.36456
bhr,2007,28.14479
bhr,2008,24.78711
bhr,2009,23.41888
bhr,2010,26.53916
bhr,2011,40.37685
bhr,2012,13.46797
bhr,2013,11.89228
bhr,2014,9.03508
bhr,2015,12.47428
bhr,2016,25.22075
bhr,2017,22.96498
bhr,2018,26.42168
bhs,1976,31.90095
bhs,1977,26.11618
bhs,1978,30.98019
bhs,1979,23.52941
bhs,1980,26.81077
bhs,1981,29.36252
bhs,1982,30.1358
bhs,1983,25.54842
bhs,1984,29.56643
bhs,1985,31.86475
bhs,1986,31.62557
bhs,1987,33.0591
bhs,1988,34.93485
bhs,1989,35.19157
bhs,1990,34.27574
bhs,1991,36.45966
bhs,1992,36.29486
bhs,1993,30.06658
bhs,1994,30.81952
bhs,1995,33.29682
bhs,1996,32.77452
bhs,1997,29.88038
bhs,1998,25.81492
bhs,1999,29.5844
bhs,2000,25.43483
bhs,2001,26.2536
bhs,2002,24.00261
bhs,2003,27.89312
bhs,2004,25.63063
bhs,2005,26.76371
bhs,2006,23.91503
bhs,2007,23.89481
bhs,2008,21.70595
bhs,2009,20.10346
bhs,2010,19.26682
bhs,2011,19.05383
bhs,2012,18.58095
bhs,2013,16.12022
bhs,2014,12.24314
bhs,2015,18.63317
bhs,2016,17.93373
bhs,2017,20.44611
bhs,2018,18.43424
bhs,2019,18.30508
bhs,2020,7.96647
bih,1998,30.01468
bih,1999,29.06727
bih,2000,27.72228
bih,2001,27.54756
bih,2002,28.00233
bih,2003,27.65187
bih,2004,27.08778
bih,2005,28.11456
bih,2006,36.42329
bih,2007,41.03968
bih,2008,47.30691
bih,2009,36.08167
bih,2010,35.80659
bih,2011,28.6654
bih,2012,27.14754
bih,2013,25.57297
bih,2014,24.18409
bih,2015,35.86408
bih,2016,37.80247
bih,2017,37.08188
bih,2018,37.20853
bih,2019,37.05233
bih,2020,21.4029
blr,1993,40.86257
blr,1994,37.18013
blr,1995,30.63095
blr,1996,35.30813
blr,1997,31.27741
blr,1998,27.57394
blr,1999,26.17055
blr,2000,39.16667
blr,2001,56.57107
blr,2002,57.75226
blr,2003,45.79654
blr,2004,44.981
blr,2005,39.21998
blr,2006,34.27035
blr,2007,28.87227
blr,2008,25.87122
blr,2009,28.52611
blr,2010,20.53799
blr,2011,17.43383
blr,2012,19.39355
blr,2013,21.8486
blr,2014,20.11283
blr,2015,20.41043
blr,2016,18.24759
blr,2017,20.37006
blr,2018,19.77951
blr,2019,19.18082
blr,2020,9.10242
blr,2021,9.26431
blz,1984,19.38776
blz,1985,17.05989
blz,1986,11.45704
blz,1987,10.77258
blz,1988,12.27741
blz,1989,12.08
blz,1990,11.08333
blz,1991,10.99707
blz,1992,17.52451
blz,1993,22.16216
blz,1994,21.17834
blz,1995,21.94848
blz,1996,28.62773
blz,1997,19.47627
blz,1998,21.36364
blz,1999,34.40101
blz,2000,33.02804
blz,2001,34.87885
blz,2002,33.86251
blz,2003,32.50856
blz,2004,28.96534
blz,2005,26.22278
blz,2006,26.98755
blz,2007,25.42218
blz,2008,24.04898
blz,2009,25.16814
blz,2010,22.47163
blz,2011,19.74091
blz,2012,19.63026
blz,2013,19.31098
blz,2014,21.59999
blz,2015,21.36936
blz,2016,24.49217
blz,2017,20.99726
blz,2018,19.98923
blz,2019,18.52034
blz,2020,12.05986
bmu,2006,31.15022
bmu,2007,25.86018
bmu,2008,29.43738
bmu,2009,29.93226
bmu,2010,29.70553
bmu,2011,24.11278
bmu,2012,24.5962
bmu,2013,24.77005
bmu,2014,26.73009
bmu,2015,27.4983
bmu,2016,26.36318
bmu,2017,26.8436
bmu,2018,23.17345
bmu,2019,24.59092
bmu,2020,24.04037
bol,1976,21.0741
bol,1977,20.8906
bol,1978,18.28724
bol,1979,16.05096
bol,1980,21.2766
bol,1981,15.63477
bol,1982,18.0424
bol,1983,8.17661
bol,1984,11.83432
bol,1985,12.19017
bol,1986,10.82181
bol,1987,20.7624
bol,1988,21.7033
bol,1989,19.75184
bol,1990,19.28525
bol,1991,20.11568
bol,1992,21.80064
bol,1993,21.57289
bol,1994,20.17778
bol,1995,13.73501
bol,1996,14.77904
bol,1997,13.66003
bol,1998,13.57548
bol,1999,16.58884
bol,2000,16.50701
bol,2001,20.80893
bol,2002,18.45394
bol,2003,25.14617
bol,2004,27.12377
bol,2005,27.33189
bol,2006,33.0486
bol,2007,33.85573
bol,2008,27.72507
bol,2009,28.61137
bol,2010,27.22844
bol,2011,18.05509
bol,2012,18.77168
bol,2013,22.32889
bol,2014,26.6472
bol,2015,25.07803
bol,2016,28.63422
bol,2017,26.90712
bol,2018,28.02097
bol,2019,32.38569
bol,2020,14.87733
bra,1975,16.8131
bra,1976,13.8302
bra,1977,8.19907
bra,1978,8.26285
bra,1979,8.13372
bra,1980,7.53439
bra,1981,7.92137
bra,1982,16.89828
bra,1983,10.43331
bra,1984,5.89827
bra,1985,11.63588
bra,1986,13.53383
bra,1987,6.62651
bra,1988,13.29687
bra,1989,12.67534
bra,1990,20.00532
bra,1991,16.83773
bra,1992,17.7389
bra,1993,19.27786
bra,1994,21.02594
bra,1995,24.87894
bra,1996,34.49713
bra,1997,32.90608
bra,1998,33.31737
bra,1999,22.97537
bra,2000,24.37157
bra,2001,19.52114
bra,2002,17.25653
bra,2003,15.38862
bra,2004,17.49958
bra,2005,20.36144
bra,2006,20.74069
bra,2007,22.91063
bra,2008,23.96359
bra,2009,23.8677
bra,2010,26.21222
bra,2011,28.02237
bra,2012,27.8621
bra,2013,29.62379
bra,2014,28.99668
bra,2015,24.50755
bra,2016,22.70337
bra,2017,26.10759
bra,2018,25.59138
bra,2019,25.21828
bra,2020,10.89251
bra,2021,10.44198
brb,1967,11.64046
brb,1968,9.71674
brb,1969,11.04852
brb,1970,10.55498
brb,1971,12.08068
brb,1972,12.08024
brb,1973,15.30706
brb,1974,15.48076
brb,1975,14.93805
brb,1976,15.62486
brb,1977,15.48312
brb,1978,13.34133
brb,1979,14.42776
brb,1980,16.9287
brb,1981,17.65584
brb,1982,19.91179
brb,1983,17.5378
brb,1984,18.18952
brb,1985,18.56367
brb,1986,21.55545
brb,1987,23.6679
brb,1988,26.68787
brb,1989,27.32854
brb,1990,30.05115
brb,1991,30.09677
brb,1992,27.84774
brb,1993,28.08281
brb,1994,28.13016
brb,1995,29.29291
brb,1996,28.20781
brb,1997,28.14741
brb,1998,27.51305
brb,1999,27.27591
brb,2000,24.70875
brb,2001,28.07137
brb,2002,26.29797
brb,2003,23.21363
brb,2004,24.95256
brb,2005,19.28047
brb,2006,19.713
brb,2007,17.21603
brb,2008,12.13124
brb,2009,11.24254
brb,2010,10.57691
brb,2011,13.58024
brb,2012,10.20619
brb,2013,7.97507
brb,2014,7.13223
brb,2015,7.81808
brb,2016,7.80644
brn,2001,43.28051
brn,2002,45.42692
brn,2003,45.36488
brn,2004,35.49425
brn,2005,33.66626
brn,2006,33.65653
brn,2007,32.68089
brn,2008,32.72323
brn,2009,33.26798
brn,2014,28.14655
brn,2015,27.75712
brn,2016,30.35842
brn,2017,40.37887
brn,2018,37.14756
brn,2019,33.9169
brn,2020,8.06798
btn,2006,34.7857
btn,2007,29.14189
btn,2008,53.41506
btn,2009,33.30003
btn,2010,29.51624
btn,2011,31.80747
btn,2012,34.36735
btn,2013,35.81157
btn,2014,22.32878
btn,2015,20.41145
btn,2016,24.59568
btn,2017,28.99454
btn,2018,34.74737
btn,2019,30.51735
btn,2020,22.01571
bwa,1975,44.12811
bwa,1976,8.35777
bwa,1977,8.45443
bwa,1978,8.41232
bwa,1979,25.39557
bwa,1980,26.04291
bwa,1981,25.05643
bwa,1982,23.04813
bwa,1983,18.67653
bwa,1984,19.59514
bwa,1985,21.99839
bwa,1986,23.00824
bwa,1987,20.70278
bwa,1988,21.69033
bwa,1989,21.55454
bwa,1990,14.7984
bwa,1991,17.5999
bwa,1992,20.70554
bwa,1993,24.18251
bwa,1994,21.20597
bwa,1995,32.68372
bwa,1996,22.29745
bwa,1997,20.79504
bwa,1998,23.91842
bwa,1999,28.3478
bwa,2000,36.1167
bwa,2001,56.43158
bwa,2002,54.05378
bwa,2003,50.84355
bwa,2004,48.40635
bwa,2005,47.49681
bwa,2006,47.63704
bwa,2007,38.80032
bwa,2008,40.83726
bwa,2009,29.13652
bwa,2010,31.23564
bwa,2011,29.80013
bwa,2012,28.36585
bwa,2013,24.0092
bwa,2014,22.40591
bwa,2015,22.88905
bwa,2016,23.29725
bwa,2017,22.3594
bwa,2018,22.17441
bwa,2019,21.24428
bwa,2020,8.1817
caf,1977,22.35615
caf,1978,21.01416
caf,1979,15.58339
caf,1980,24.46543
caf,1981,23.27059
caf,1982,24.61816
caf,1983,26.66565
caf,1984,26.80885
caf,1985,22.56809
caf,1986,21.75154
caf,1987,26.37261
caf,1988,29.73436
caf,1989,30.89844
caf,1990,30.25714
caf,1991,31.5384
caf,1992,33.58818
caf,1993,37.99031
caf,1994,37.97468
can,1960,42.23655
can,1961,36.60906
can,1962,34.13019
can,1963,32.4634
can,1964,35.17151
can,1965,36.28133
can,1966,36.60687
can,1967,33.52249
can,1968,33.82646
can,1969,34.87943
can,1970,35.5043
can,1971,34.45817
can,1972,32.95182
can,1973,32.85947
can,1974,29.46654
can,1975,31.7745
can,1976,33.47755
can,1977,35.25497
can,1978,35.08361
can,1979,31.1736
can,1980,30.91814
can,1981,27.76919
can,1982,28.83351
can,1983,32.65065
can,1984,31.71464
can,1985,31.21148
can,1986,29.72509
can,1987,32.84676
can,1988,33.46813
can,1989,34.85466
can,1990,40.19069
can,1991,41.10746
can,1992,39.86462
can,1993,35.84604
can,1994,32.52201
can,1995,32.08987
can,1996,32.61502
can,1997,31.70012
can,1998,29.69517
can,1999,29.14448
can,2000,28.77079
can,2001,28.17249
can,2002,26.65091
can,2003,26.15667
can,2004,26.44302
can,2005,27.65067
can,2006,28.26301
can,2007,29.84038
can,2008,30.27541
can,2009,29.05815
can,2010,30.45324
can,2011,31.09333
can,2012,32.58275
can,2013,32.76686
can,2014,32.97445
can,2015,32.35091
can,2016,31.28834
can,2017,30.95804
can,2018,28.29582
can,2019,27.97775
can,2020,12.32843
can,2021,7.30352
che,1977,44.33366
che,1978,47.6301
che,1979,48.42833
che,1980,48.75302
che,1981,45.28166
che,1982,46.99711
che,1983,49.79916
che,1984,50.60173
che,1985,50.32779
che,1986,51.88928
che,1987,53.63875
che,1988,54.83298
che,1989,54.13881
che,1990,52.43508
che,1991,51.64993
che,1992,51.69881
che,1993,51.7113
che,1994,50.26004
che,1995,49.34385
che,1996,48.59725
che,1997,49.55483
che,1998,45.16959
che,1999,38.74946
che,2000,16.36528
che,2001,15.69212
che,2002,15.95273
che,2003,17.07989
che,2004,16.1372
che,2005,16.14229
che,2006,16.32297
che,2007,15.40513
che,2008,14.78893
che,2009,14.24041
che,2010,13.639
che,2011,13.87702
che,2012,14.79142
che,2013,15.01088
che,2014,14.4786
che,2015,14.61063
che,2016,14.53519
che,2017,14.79951
che,2018,14.31678
che,2019,14.27086
che,2020,8.12359
chl,1975,21.1215
chl,1976,17.08738
chl,1977,27.92916
chl,1978,17.31025
chl,1979,15.74427
chl,1980,12.63424
chl,1981,12.35955
chl,1982,13.82979
chl,1983,19.66019
chl,1984,23.11516
chl,1985,24.91439
chl,1986,22.17351
chl,1987,23.53216
chl,1988,24.82027
chl,1989,19.84551
chl,1990,20.51717
chl,1991,19.9226
chl,1992,20.89905
chl,1993,20.39699
chl,1994,16.95142
chl,1995,19.22341
chl,1996,20.08716
chl,1997,20.43986
chl,1998,19.83042
chl,1999,16.14357
chl,2000,12.74205
chl,2001,14.0106
chl,2002,13.09337
chl,2003,11.56533
chl,2004,13.38359
chl,2005,10.76838
chl,2006,10.95189
chl,2007,10.84957
chl,2008,8.54786
chl,2009,11.64484
chl,2010,10.41598
chl,2011,10.82096
chl,2012,12.37226
chl,2013,12.01501
chl,2014,14.49381
chl,2015,14.99284
chl,2016,16.54472
chl,2017,16.92801
chl,2018,16.1725
chl,2019,16.90428
chl,2020,4.68114
chn,1982,3.26087
chn,1983,2.65797
chn,1984,5.25026
chn,1985,12.44057
chn,1986,13.53251
chn,1987,15.57344
chn,1988,17.56869
chn,1989,10.97187
chn,1990,10.79963
chn,1991,12.3999
chn,1992,26.62709
chn,1993,23.23862
chn,1994,18.62691
chn,1995,14.62021
chn,1996,19.80961
chn,1997,28.75027
chn,1998,33.83694
chn,1999,33.83686
chn,2000,36.15713
chn,2001,35.25103
chn,2002,32.92792
chn,2003,27.34149
chn,2004,27.08183
chn,2005,25.9127
chn,2006,24.11954
chn,2007,22.88947
chn,2008,22.7476
chn,2009,27.4992
chn,2010,28.37622
chn,2011,29.28659
chn,2012,36.25183
chn,2013,38.89094
chn,2014,52.5185
chn,2015,57.33749
chn,2016,56.64412
chn,2017,54.63512
chn,2018,52.73844
chn,2019,50.36923
chn,2020,34.2947
civ,2005,15.57961
civ,2006,15.622
civ,2007,14.0566
civ,2008,12.5566
civ,2009,12.34635
civ,2010,11.7868
civ,2011,13.55104
civ,2012,12.41301
civ,2013,11.83359
civ,2014,13.10909
civ,2015,12.82637
civ,2016,12.80032
civ,2017,11.56938
civ,2018,12.00836
civ,2019,11.74751
civ,2020,6.71439
cmr,1977,12.82643
cmr,1978,13.95149
cmr,1979,14.8594
cmr,1980,11.50215
cmr,1981,9.76392
cmr,1982,9.55772
cmr,1983,13.74579
cmr,1984,14.74596
cmr,1985,13.93076
cmr,1986,21.71413
cmr,1987,23.17736
cmr,1988,31.38153
cmr,1989,31.11887
cmr,1990,26.74047
cmr,1991,36.93187
cmr,1992,25.07911
cmr,1993,30.37884
cmr,1994,11.84806
cmr,1995,21.10888
cmr,1996,12.85259
cmr,1997,14.52808
cmr,1998,19.51119
cmr,1999,20.93424
cmr,2000,19.96285
cmr,2001,14.05828
cmr,2002,13.13021
cmr,2003,14.00403
cmr,2004,21.65483
cmr,2005,24.2703
cmr,2006,27.77214
cmr,2007,20.86119
cmr,2008,15.27463
cmr,2009,19.81709
cmr,2010,10.65743
cmr,2011,26.68511
cmr,2012,24.31563
cmr,2013,23.87014
cmr,2014,23.71473
cmr,2015,25.8618
cmr,2016,27.35551
cmr,2017,26.02171
cmr,2018,25.41637
cmr,2019,26.54353
cmr,2020,26.12821
cod,2005,4.57578
cod,2006,10.23405
cod,2007,6.71983
cod,2008,6.03448
cod,2009,6.66997
cod,2010,5.61836
cod,2011,10.32602
cod,2012,4.61063
cod,2013,6.55196
cod,2014,9.16737
cod,2015,5.81322
cod,2016,2.86058
cod,2017,3.9195
cod,2018,4.09852
cod,2019,4.23131
cod,2020,7.56946
cog,1978,9.65928
cog,1979,13.12976
cog,1980,6.05176
cog,1981,5.24032
cog,1982,7.77868
cog,1983,9.00704
cog,1984,14.08118
cog,1985,11.96273
cog,1986,10.17094
cog,1987,14.89046
cog,1988,22.4534
cog,1989,17.32234
cog,1990,14.75645
cog,1991,13.42947
cog,1992,12.85861
cog,1993,8.27068
cog,1994,3.36408
cog,1995,7.49094
cog,1996,8.37599
cog,1997,8.74561
cog,1998,6.27732
cog,1999,7.25529
cog,2000,6.72867
cog,2001,7.58785
cog,2002,7.58098
cog,2003,8.9033
cog,2004,10.15087
cog,2005,7.89298
cog,2006,5.45526
cog,2007,3.13542
cog,2008,3.12692
cog,2009,11.59831
cog,2010,6.34113
cog,2011,5.87092
cog,2012,6.01186
cog,2013,6.9998
cog,2014,6.87661
cog,2015,8.71295
cog,2016,11.31696
