geo,time,sp_pop_65up_fe_in
brb,1990,16394
brb,1991,16619
brb,1992,16876
brb,1993,17135
brb,1994,17398
brb,1995,17642
brb,1996,17957
brb,1997,18270
brb,1998,18598
brb,1999,18950
brb,2000,19327
brb,2001,19504
brb,2002,19673
brb,2003,19832
brb,2004,19994
brb,2005,20162
brb,2006,20392
brb,2007,20647
brb,2008,20943
brb,2009,21296
brb,2010,21726
brb,2011,22041
brb,2012,22395
brb,2013,22795
brb,2014,23242
brb,2015,23735
brb,2016,24247
brb,2017,24782
brb,2018,25362
brb,2019,26009
brb,2020,26733
brn,1960,1676
brn,1961,1746
brn,1962,1807
brn,1963,1864
brn,1964,1924
brn,1965,1990
brn,1966,2045
brn,1967,2108
brn,1968,2184
brn,1969,2278
brn,1970,2384
brn,1971,2476
brn,1972,2567
brn,1973,2663
brn,1974,2757
brn,1975,2854
brn,1976,2867
brn,1977,2854
brn,1978,2812
brn,1979,2729
brn,1980,2599
brn,1981,2656
brn,1982,2705
brn,1983,2747
brn,1984,2794
brn,1985,2848
brn,1986,2915
brn,1987,2998
brn,1988,3077
brn,1989,3150
brn,1990,3218
brn,1991,3301
brn,1992,3376
brn,1993,3461
brn,1994,3573
brn,1995,3731
brn,1996,3756
brn,1997,3808
brn,1998,3865
brn,1999,3918
brn,2000,3942
brn,2001,4271
brn,2002,4575
brn,2003,4862
brn,2004,5149
brn,2005,5459
brn,2006,5808
brn,2007,6120
brn,2008,6368
brn,2009,6559
brn,2010,6718
brn,2011,6997
brn,2012,7326
brn,2013,7710
brn,2014,8170
brn,2015,8708
brn,2016,9291
brn,2017,9971
brn,2018,10735
brn,2019,11574
brn,2020,12474
btn,1960,2720
btn,1961,2799
btn,1962,2876
btn,1963,2950
btn,1964,3018
btn,1965,3079
btn,1966,3188
btn,1967,3296
btn,1968,3393
btn,1969,3488
btn,1970,3573
btn,1971,3704
btn,1972,3825
btn,1973,3940
btn,1974,4048
btn,1975,4152
btn,1976,4305
btn,1977,4458
btn,1978,4603
btn,1979,4749
btn,1980,4885
btn,1981,5080
btn,1982,5268
btn,1983,5453
btn,1984,5644
btn,1985,5842
btn,1986,6115
btn,1987,6397
btn,1988,6666
btn,1989,6909
btn,1990,7112
btn,1991,7454
btn,1992,7757
btn,1993,8046
btn,1994,8362
btn,1995,8730
btn,1996,9060
btn,1997,9453
btn,1998,9883
btn,1999,10318
btn,2000,10728
btn,2001,11234
btn,2002,11713
btn,2003,12167
btn,2004,12633
btn,2005,13119
btn,2006,13700
btn,2007,14287
btn,2008,14874
btn,2009,15458
btn,2010,16028
btn,2011,16604
btn,2012,17185
btn,2013,17762
btn,2014,18311
btn,2015,18836
btn,2016,19388
btn,2017,19895
btn,2018,20399
btn,2019,20965
btn,2020,21629
bwa,1960,13431
bwa,1961,13525
bwa,1962,13528
bwa,1963,13492
bwa,1964,13483
bwa,1965,13538
bwa,1966,13699
bwa,1967,13899
bwa,1968,14111
bwa,1969,14302
bwa,1970,14440
bwa,1971,14597
bwa,1972,14739
bwa,1973,14873
bwa,1974,14999
bwa,1975,15116
bwa,1976,15346
bwa,1977,15634
bwa,1978,15997
bwa,1979,16421
bwa,1980,16882
bwa,1981,17163
bwa,1982,17365
bwa,1983,17582
bwa,1984,17910
bwa,1985,18408
bwa,1986,19156
bwa,1987,20178
bwa,1988,21405
bwa,1989,22700
bwa,1990,23965
bwa,1991,24902
bwa,1992,25688
bwa,1993,26379
bwa,1994,27007
bwa,1995,27580
bwa,1996,28252
bwa,1997,28922
bwa,1998,29635
bwa,1999,30388
bwa,2000,31150
bwa,2001,31720
bwa,2002,32189
bwa,2003,32649
bwa,2004,33234
bwa,2005,34012
bwa,2006,34941
bwa,2007,36069
bwa,2008,37292
bwa,2009,38455
bwa,2010,39488
bwa,2011,41073
bwa,2012,42572
bwa,2013,44123
bwa,2014,45925
bwa,2015,48098
bwa,2016,50616
bwa,2017,53463
bwa,2018,56614
bwa,2019,60016
bwa,2020,63623
caf,1960,40475
caf,1961,41034
caf,1962,41597
caf,1963,42145
caf,1964,42618
caf,1965,43015
caf,1966,43731
caf,1967,44364
caf,1968,44898
caf,1969,45319
caf,1970,45620
caf,1971,46404
caf,1972,47044
caf,1973,47586
caf,1974,48086
caf,1975,48575
caf,1976,49374
caf,1977,50181
caf,1978,50990
caf,1979,51780
caf,1980,52537
caf,1981,53578
caf,1982,54559
caf,1983,55463
caf,1984,56258
caf,1985,56940
caf,1986,58106
caf,1987,59076
caf,1988,59940
caf,1989,60811
caf,1990,61779
caf,1991,63093
caf,1992,64476
caf,1993,65865
caf,1994,67162
caf,1995,68302
caf,1996,70003
caf,1997,71429
caf,1998,72623
caf,1999,73618
caf,2000,74435
caf,2001,75766
caf,2002,76832
caf,2003,77637
caf,2004,78181
caf,2005,78465
caf,2006,79341
caf,2007,79968
caf,2008,80244
caf,2009,80016
caf,2010,79234
caf,2011,79383
caf,2012,78979
caf,2013,78246
caf,2014,77445
caf,2015,76760
caf,2016,77478
caf,2017,78403
caf,2018,79480
caf,2019,80606
caf,2020,81719
can,1960,710046
can,1961,728861
can,1962,747791
can,1963,768047
can,1964,789985
can,1965,813114
can,1966,836084
can,1967,861259
can,1968,887557
can,1969,913802
can,1970,942277
can,1971,984237
can,1972,1008911
can,1973,1035615
can,1974,1067597
can,1975,1104739
can,1976,1144244
can,1977,1186142
can,1978,1228789
can,1979,1272110
can,1980,1319248
can,1981,1362335
can,1982,1404307
can,1983,1444638
can,1984,1487995
can,1985,1535848
can,1986,1579153
can,1987,1631432
can,1988,1686366
can,1989,1750994
can,1990,1810776
can,1991,1857889
can,1992,1901763
can,1993,1942865
can,1994,1984145
can,1995,2025491
can,1996,2062005
can,1997,2098635
can,1998,2132769
can,1999,2166677
can,2000,2203305
can,2001,2239511
can,2002,2275116
can,2003,2307846
can,2004,2345198
can,2005,2388516
can,2006,2431677
can,2007,2477606
can,2008,2532188
can,2009,2597144
can,2010,2672445
can,2011,2745749
can,2012,2833193
can,2013,2929258
can,2014,3029611
can,2015,3125515
can,2016,3231459
can,2017,3340073
can,2018,3459187
can,2019,3587064
can,2020,3715337
chanisl,1960,8723
chanisl,1961,8836
chanisl,1962,8977
chanisl,1963,9128
chanisl,1964,9287
chanisl,1965,9443
chanisl,1966,9580
chanisl,1967,9722
chanisl,1968,9864
chanisl,1969,10011
chanisl,1970,10158
chanisl,1971,10327
chanisl,1972,10486
chanisl,1973,10633
chanisl,1974,10763
chanisl,1975,10878
chanisl,1976,11056
chanisl,1977,11195
chanisl,1978,11291
chanisl,1979,11356
chanisl,1980,11416
chanisl,1981,11509
chanisl,1982,11594
chanisl,1983,11681
chanisl,1984,11759
chanisl,1985,11837
chanisl,1986,11931
chanisl,1987,12024
chanisl,1988,12103
chanisl,1989,12162
chanisl,1990,12199
chanisl,1991,12258
chanisl,1992,12296
chanisl,1993,12307
chanisl,1994,12306
chanisl,1995,12294
chanisl,1996,12354
chanisl,1997,12398
chanisl,1998,12431
chanisl,1999,12464
chanisl,2000,12511
chanisl,2001,12620
chanisl,2002,12705
chanisl,2003,12763
chanisl,2004,12813
chanisl,2005,12910
chanisl,2006,13095
chanisl,2007,13293
chanisl,2008,13456
chanisl,2009,13584
chanisl,2010,13722
chanisl,2011,13983
chanisl,2012,14258
chanisl,2013,14533
chanisl,2014,14795
chanisl,2015,15046
chanisl,2016,15349
chanisl,2017,15707
chanisl,2018,16097
chanisl,2019,16500
chanisl,2020,16910
che,1960,317343
che,1961,325988
che,1962,336768
che,1963,346613
che,1964,355142
che,1965,362296
che,1966,371642
che,1967,382141
che,1968,393194
che,1969,404203
che,1970,414030
che,1971,424897
che,1972,436935
che,1973,449055
che,1974,460452
che,1975,469285
che,1976,479013
che,1977,489650
che,1978,501469
che,1979,512985
che,1980,523709
che,1981,529894
che,1982,534085
che,1983,536388
che,1984,539036
che,1985,543964
che,1986,550135
che,1987,558602
che,1988,568635
che,1989,578832
che,1990,589356
che,1991,599436
che,1992,607575
che,1993,613706
che,1994,618877
che,1995,623419
che,1996,629485
che,1997,634398
che,1998,639765
che,1999,646214
che,2000,653102
che,2001,658818
che,2002,665071
che,2003,671429
che,2004,678249
che,2005,685899
che,2006,694553
che,2007,706056
che,2008,721445
che,2009,738141
che,2010,754853
che,2011,768036
che,2012,782153
che,2013,798020
che,2014,814636
che,2015,830049
che,2016,846466
che,2017,860828
che,2018,873428
che,2019,886912
che,2020,902422
chl,1960,165768
chl,1961,172281
chl,1962,178649
chl,1963,184916
chl,1964,191153
chl,1965,197405
chl,1966,203679
chl,1967,209920
chl,1968,216228
chl,1969,222686
chl,1970,229388
chl,1971,237191
chl,1972,245132
chl,1973,253246
chl,1974,261585
chl,1975,270189
chl,1976,280205
chl,1977,290451
chl,1978,300862
chl,1979,311295
chl,1980,321715
chl,1981,332760
chl,1982,343918
chl,1983,355432
chl,1984,367575
chl,1985,380590
chl,1986,394617
chl,1987,409014
chl,1988,424416
chl,1989,441730
chl,1990,461439
chl,1991,481875
chl,1992,504530
chl,1993,528566
chl,1994,552692
chl,1995,576188
chl,1996,599192
chl,1997,621703
chl,1998,643869
chl,1999,665900
chl,2000,687998
chl,2001,710123
chl,2002,731730
chl,2003,753471
chl,2004,776110
chl,2005,800114
chl,2006,823563
chl,2007,848241
chl,2008,874312
chl,2009,901827
chl,2010,930963
chl,2011,958634
chl,2012,987695
chl,2013,1019364
chl,2014,1055423
chl,2015,1097089
chl,2016,1137579
chl,2017,1183487
chl,2018,1232749
chl,2019,1282149
chl,2020,1329529
chn,1960,14198455
chn,1961,14103088
chn,1962,14061809
chn,1963,14124610
chn,1964,14142883
chn,1965,14187309
chn,1966,14829329
chn,1967,15511077
chn,1968,16235562
chn,1969,16969058
chn,1970,17681069
chn,1971,18449078
chn,1972,19184203
chn,1973,19907118
chn,1974,20621342
chn,1975,21320852
chn,1976,22146483
chn,1977,22952434
chn,1978,23782094
chn,1979,24640409
chn,1980,25501375
chn,1981,26503746
chn,1982,27524201
chn,1983,28510057
chn,1984,29416419
chn,1985,30278991
chn,1986,31081692
chn,1987,31837835
chn,1988,32558737
chn,1989,33297054
chn,1990,34119349
chn,1991,34877446
chn,1992,35789800
chn,1993,36820086
chn,1994,37891906
chn,1995,38950912
chn,1996,40377321
chn,1997,41645152
chn,1998,42815509
chn,1999,43998031
chn,2000,45246223
chn,2001,46306700
chn,2002,47460014
chn,2003,48658707
chn,2004,49789814
chn,2005,50818905
chn,2006,51905862
chn,2007,52906105
chn,2008,53911639
chn,2009,55048919
chn,2010,56405551
chn,2011,58123345
chn,2012,60057017
chn,2013,62264502
chn,2014,64924903
chn,2015,68137493
chn,2016,72014352
chn,2017,76493739
chn,2018,81181747
chn,2019,85672738
chn,2020,89710467
civ,1960,49765
civ,1961,51629
civ,1962,53513
civ,1963,55434
civ,1964,57407
civ,1965,59448
civ,1966,61493
civ,1967,63565
civ,1968,65712
civ,1969,67967
civ,1970,70372
civ,1971,72935
civ,1972,75646
civ,1973,78502
civ,1974,81488
civ,1975,84601
civ,1976,87892
civ,1977,91241
civ,1978,94688
civ,1979,98301
civ,1980,102130
civ,1981,106186
civ,1982,110441
civ,1983,114869
civ,1984,119444
civ,1985,124174
civ,1986,129397
civ,1987,134615
civ,1988,139946
civ,1989,145555
civ,1990,151540
civ,1991,157880
civ,1992,164376
civ,1993,171059
civ,1994,177955
civ,1995,185079
civ,1996,192670
civ,1997,200133
civ,1998,207427
civ,1999,214530
civ,2000,221405
civ,2001,229042
civ,2002,236075
civ,2003,242606
civ,2004,248750
civ,2005,254635
civ,2006,261004
civ,2007,267151
civ,2008,272869
civ,2009,277784
civ,2010,281763
civ,2011,287421
civ,2012,292089
civ,2013,296445
civ,2014,301377
civ,2015,307379
civ,2016,317022
civ,2017,327418
civ,2018,338298
civ,2019,349264
civ,2020,360156
cmr,1960,109587
cmr,1961,112522
cmr,1962,115284
cmr,1963,117903
cmr,1964,120434
cmr,1965,122912
cmr,1966,125986
cmr,1967,128977
cmr,1968,131875
cmr,1969,134665
cmr,1970,137355
cmr,1971,140847
cmr,1972,144194
cmr,1973,147427
cmr,1974,150576
cmr,1975,153678
cmr,1976,157664
cmr,1977,161524
cmr,1978,165284
cmr,1979,168968
cmr,1980,172587
cmr,1981,177184
cmr,1982,181571
cmr,1983,185828
cmr,1984,190039
cmr,1985,194261
cmr,1986,199443
cmr,1987,204567
cmr,1988,209613
cmr,1989,214550
cmr,1990,219397
cmr,1991,225010
cmr,1992,230325
cmr,1993,235405
cmr,1994,240319
cmr,1995,245129
cmr,1996,250968
cmr,1997,256426
cmr,1998,261615
cmr,1999,266606
cmr,2000,271428
cmr,2001,277782
cmr,2002,283656
cmr,2003,289077
cmr,2004,294052
cmr,2005,298624
cmr,2006,304414
cmr,2007,309771
cmr,2008,314775
cmr,2009,319494
cmr,2010,324035
cmr,2011,330652
cmr,2012,336978
cmr,2013,343120
cmr,2014,349197
cmr,2015,355319
cmr,2016,364347
cmr,2017,373244
cmr,2018,382035
cmr,2019,390654
cmr,2020,399135
cod,1960,272562
cod,1961,278440
cod,1962,284103
cod,1963,289659
cod,1964,295181
cod,1965,300760
cod,1966,309513
cod,1967,318263
cod,1968,326921
cod,1969,335390
cod,1970,343641
cod,1971,354067
cod,1972,363990
cod,1973,373656
cod,1974,383343
cod,1975,393242
cod,1976,405606
cod,1977,417985
cod,1978,430213
cod,1979,442047
cod,1980,453415
cod,1981,466739
cod,1982,479178
cod,1983,491040
cod,1984,502679
cod,1985,514382
cod,1986,529018
cod,1987,543816
cod,1988,559284
cod,1989,575953
cod,1990,594066
cod,1991,616056
cod,1992,639726
cod,1993,664034
cod,1994,687751
cod,1995,710361
cod,1996,730729
cod,1997,748079
cod,1998,763689
cod,1999,779017
cod,2000,794987
cod,2001,818070
cod,2002,841948
cod,2003,866611
cod,2004,891955
cod,2005,917931
cod,2006,949049
cod,2007,980737
cod,2008,1013099
cod,2009,1046252
cod,2010,1080334
cod,2011,1118184
cod,2012,1156748
cod,2013,1195664
cod,2014,1234345
cod,2015,1272652
cod,2016,1312798
cod,2017,1352477
cod,2018,1392567
cod,2019,1434111
cod,2020,1477949
cog,1960,20126
cog,1961,20704
cog,1962,21268
cog,1963,21820
cog,1964,22357
cog,1965,22873
cog,1966,23516
cog,1967,24133
cog,1968,24730
cog,1969,25305
cog,1970,25868
cog,1971,26582
cog,1972,27260
cog,1973,27916
cog,1974,28547
cog,1975,29157
cog,1976,29932
cog,1977,30664
cog,1978,31362
cog,1979,32050
cog,1980,32734
cog,1981,33578
cog,1982,34404
cog,1983,35221
cog,1984,36006
cog,1985,36770
cog,1986,37754
cog,1987,38675
cog,1988,39550
cog,1989,40408
cog,1990,41271
cog,1991,42315
cog,1992,43317
cog,1993,44285
cog,1994,45216
cog,1995,46125
cog,1996,47302
cog,1997,48405
cog,1998,49446
cog,1999,50429
cog,2000,51365
cog,2001,52574
cog,2002,53698
cog,2003,54780
cog,2004,55855
cog,2005,56939
cog,2006,58357
cog,2007,59771
cog,2008,61152
cog,2009,62455
cog,2010,63658
cog,2011,65501
cog,2012,67234
cog,2013,68916
cog,2014,70618
cog,2015,72408
cog,2016,75028
cog,2017,77785
cog,2018,80678
cog,2019,83704
cog,2020,86872
col,1960,262967
col,1961,272251
col,1962,281511
col,1963,290723
col,1964,299897
col,1965,309073
col,1966,319600
col,1967,330262
col,1968,341051
col,1969,351943
col,1970,363048
col,1971,376258
col,1972,389454
col,1973,403053
col,1974,417511
col,1975,433014
col,1976,451191
col,1977,469748
col,1978,488547
col,1979,507461
col,1980,526490
col,1981,545501
col,1982,565045
col,1983,585246
col,1984,606238
col,1985,628242
col,1986,652766
col,1987,678062
col,1988,704455
col,1989,732390
col,1990,762168
col,1991,793511
col,1992,825928
col,1993,859750
col,1994,895367
col,1995,933037
col,1996,971745
col,1997,1012715
col,1998,1055489
col,1999,1099207
col,2000,1143552
col,2001,1189689
col,2002,1235925
col,2003,1282890
col,2004,1331532
col,2005,1382557
col,2006,1432241
col,2007,1484457
col,2008,1539716
col,2009,1598305
col,2010,1660839
col,2011,1725146
col,2012,1791705
col,2013,1863390
col,2014,1944199
col,2015,2036727
col,2016,2128264
col,2017,2230927
col,2018,2341377
col,2019,2454164
col,2020,2565772
com,1960,3397
com,1961,3445
com,1962,3479
com,1963,3500
com,1964,3518
com,1965,3529
com,1966,3609
com,1967,3684
com,1968,3759
com,1969,3828
com,1970,3902
com,1971,4023
com,1972,4143
com,1973,4266
com,1974,4393
com,1975,4530
com,1976,4730
com,1977,4939
com,1978,5160
com,1979,5375
com,1980,5580
com,1981,5794
com,1982,5976
com,1983,6138
com,1984,6292
com,1985,6445
com,1986,6626
com,1987,6803
com,1988,6976
com,1989,7144
com,1990,7302
com,1991,7501
com,1992,7697
com,1993,7884
com,1994,8067
com,1995,8240
com,1996,8459
com,1997,8661
com,1998,8853
com,1999,9040
com,2000,9215
com,2001,9434
com,2002,9631
com,2003,9818
com,2004,9996
com,2005,10169
com,2006,10407
com,2007,10642
com,2008,10859
com,2009,11057
com,2010,11219
com,2011,11432
com,2012,11612
com,2013,11796
com,2014,12016
com,2015,12296
com,2016,12692
com,2017,13138
com,2018,13629
com,2019,14151
com,2020,14701
cpv,1960,6159
cpv,1961,6144
cpv,1962,6139
cpv,1963,6131
cpv,1964,6133
cpv,1965,6117
cpv,1966,6165
cpv,1967,6210
cpv,1968,6247
cpv,1969,6293
cpv,1970,6357
cpv,1971,6664
cpv,1972,6957
cpv,1973,7224
cpv,1974,7461
cpv,1975,7652
cpv,1976,7819
cpv,1977,7956
cpv,1978,8066
cpv,1979,8129
cpv,1980,8152
cpv,1981,8218
cpv,1982,8267
cpv,1983,8297
cpv,1984,8287
cpv,1985,8230
cpv,1986,8178
cpv,1987,8080
cpv,1988,7996
cpv,1989,7995
cpv,1990,8130
cpv,1991,8313
cpv,1992,8619
cpv,1993,9002
cpv,1994,9409
cpv,1995,9805
cpv,1996,10273
cpv,1997,10751
cpv,1998,11254
cpv,1999,11803
cpv,2000,12402
cpv,2001,13077
cpv,2002,13752
cpv,2003,14398
cpv,2004,14975
cpv,2005,15457
cpv,2006,15783
cpv,2007,16018
cpv,2008,16179
cpv,2009,16272
cpv,2010,16313
cpv,2011,16056
cpv,2012,15763
cpv,2013,15493
cpv,2014,15347
cpv,2015,15380
cpv,2016,15491
cpv,2017,15768
cpv,2018,16164
cpv,2019,16617
cpv,2020,17070
cri,1960,20340
cri,1961,21125
cri,1962,21990
cri,1963,22918
cri,1964,23892
cri,1965,24914
cri,1966,26015
cri,1967,27180
cri,1968,28400
cri,1969,29683
cri,1970,31038
cri,1971,32509
cri,1972,34007
cri,1973,35575
cri,1974,37226
cri,1975,38989
cri,1976,40954
cri,1977,42966
cri,1978,45034
cri,1979,47156
cri,1980,49332
cri,1981,51566
cri,1982,53905
cri,1983,56354
cri,1984,58921
cri,1985,61630
cri,1986,64441
cri,1987,67347
cri,1988,70417
cri,1989,73743
cri,1990,77396
cri,1991,80801
cri,1992,84519
cri,1993,88515
cri,1994,92719
cri,1995,97110
cri,1996,101335
cri,1997,105672
cri,1998,110153
cri,1999,114814
cri,2000,119701
cri,2001,124626
cri,2002,129737
cri,2003,135067
cri,2004,140603
cri,2005,146400
cri,2006,152217
cri,2007,158177
cri,2008,164470
cri,2009,171379
cri,2010,179078
cri,2011,187033
cri,2012,195779
cri,2013,205181
cri,2014,214986
cri,2015,225100
cri,2016,234928
cri,2017,245029
cri,2018,255673
cri,2019,267268
cri,2020,280106
cub,1960,150575
cub,1961,156288
cub,1962,161388
cub,1963,166590
cub,1964,173021
cub,1965,181297
cub,1966,189976
cub,1967,201003
cub,1968,213668
cub,1969,226707
cub,1970,239506
cub,1971,254314
cub,1972,268173
cub,1973,281527
cub,1974,295392
cub,1975,310260
cub,1976,324664
cub,1977,340188
cub,1978,356285
cub,1979,371689
cub,1980,385749
cub,1981,400027
cub,1982,412007
cub,1983,422699
cub,1984,433774
cub,1985,446097
cub,1986,454660
cub,1987,464459
cub,1988,475015
cub,1989,485558
cub,1990,495816
cub,1991,504336
cub,1992,513330
cub,1993,522354
cub,1994,530880
cub,1995,538780
cub,1996,548589
cub,1997,556732
cub,1998,564335
cub,1999,572999
cub,2000,583577
cub,2001,594854
cub,2002,608027
cub,2003,622769
cub,2004,638303
cub,2005,654348
cub,2006,673926
cub,2007,693634
cub,2008,713609
cub,2009,734189
cub,2010,755696
cub,2011,774802
cub,2012,793816
cub,2013,813494
cub,2014,834871
cub,2015,858521
cub,2016,881425
cub,2017,907213
cub,2018,934032
cub,2019,958943
cub,2020,980653
cyp,1960,17200
cyp,1961,18163
cyp,1962,19108
cyp,1963,19741
cyp,1964,20025
cyp,1965,20220
cyp,1966,22432
cyp,1967,24997
cyp,1968,27778
cyp,1969,30614
cyp,1970,33448
cyp,1971,33646
cyp,1972,33781
cyp,1973,33899
cyp,1974,34029
cyp,1975,34177
cyp,1976,34351
cyp,1977,34489
cyp,1978,34587
cyp,1979,34654
cyp,1980,34672
cyp,1981,35303
cyp,1982,35894
cyp,1983,36452
cyp,1984,37037
cyp,1985,37696
cyp,1986,38169
cyp,1987,38799
cyp,1988,39579
cyp,1989,40497
cyp,1990,41546
cyp,1991,42561
cyp,1992,43678
cyp,1993,44917
cyp,1994,46271
cyp,1995,47724
cyp,1996,48827
cyp,1997,49991
cyp,1998,51194
cyp,1999,52420
cyp,2000,53655
cyp,2001,54821
cyp,2002,56048
cyp,2003,57451
cyp,2004,59122
cyp,2005,61026
cyp,2006,62630
cyp,2007,64313
cyp,2008,66080
cyp,2009,67911
cyp,2010,69763
cyp,2011,72108
cyp,2012,74443
cyp,2013,76798
cyp,2014,79193
cyp,2015,81635
cyp,2016,83948
cyp,2017,86333
cyp,2018,88863
cyp,2019,91607
cyp,2020,94607
cze,1960,537425
cze,1961,551692
cze,1962,569343
cze,1963,588086
cze,1964,608409
cze,1965,629476
cze,1966,650796
cze,1967,672254
cze,1968,693457
cze,1969,713807
cze,1970,728518
cze,1971,741926
cze,1972,757442
cze,1973,771979
cze,1974,787370
cze,1975,803946
cze,1976,820460
cze,1977,838273
cze,1978,853671
cze,1979,860904
cze,1980,854542
cze,1981,839508
cze,1982,816146
cze,1983,788814
cze,1984,766857
cze,1985,755710
cze,1986,760837
cze,1987,773621
cze,1988,790881
cze,1989,806925
cze,1990,816067
cze,1991,825060
cze,1992,833837
cze,1993,840253
cze,1994,844719
cze,1995,847758
cze,1996,855337
cze,1997,862523
cze,1998,868617
cze,1999,872286
cze,2000,871511
cze,2001,872649
cze,2002,871574
cze,2003,870438
cze,2004,871402
cze,2005,876618
cze,2006,886651
cze,2007,902391
cze,2008,923347
cze,2009,944946
cze,2010,967172
cze,2011,992955
cze,2012,1021560
cze,2013,1051325
cze,2014,1081987
cze,2015,1112259
cze,2016,1142128
cze,2017,1170061
cze,2018,1196119
cze,2019,1220772
cze,2020,1241953
deu,1960,4992043
deu,1961,5152294
deu,1962,5312920
deu,1963,5474796
deu,1964,5634352
deu,1965,5804350
deu,1966,5960062
deu,1967,6095534
deu,1968,6234241
deu,1969,6401753
deu,1970,6549291
deu,1971,6705111
deu,1972,6884915
deu,1973,7056271
deu,1974,7206346
deu,1975,7319956
deu,1976,7465283
deu,1977,7609982
deu,1978,7738663
deu,1979,7831708
deu,1980,7879985
deu,1981,7867747
deu,1982,7778492
deu,1983,7648969
deu,1984,7531599
deu,1985,7470599
deu,1986,7473548
deu,1987,7527232
deu,1988,7622647
deu,1989,7743320
deu,1990,7851156
deu,1991,7940447
deu,1992,8019382
deu,1993,8077880
deu,1994,8099529
deu,1995,8107388
deu,1996,8170750
deu,1997,8198391
deu,1998,8212475
deu,1999,8258164
deu,2000,8354057
deu,2001,8492849
deu,2002,8672739
deu,2003,8864339
deu,2004,9038396
deu,2005,9179877
deu,2006,9325328
deu,2007,9437677
deu,2008,9518102
deu,2009,9576597
deu,2010,9637405
deu,2011,9496505
deu,2012,9539840
deu,2013,9592377
deu,2014,9669884
deu,2015,9806374
deu,2016,9895020
deu,2017,9951656
deu,2018,10008212
deu,2019,10065399
deu,2020,10123000
dji,1960,1071
dji,1961,1132
dji,1962,1207
dji,1963,1296
dji,1964,1395
dji,1965,1508
dji,1966,1610
dji,1967,1720
dji,1968,1846
dji,1969,1979
dji,1970,2127
dji,1971,2257
dji,1972,2392
dji,1973,2558
dji,1974,2768
dji,1975,3038
dji,1976,3294
dji,1977,3610
dji,1978,3971
dji,1979,4333
dji,1980,4681
dji,1981,4929
dji,1982,5135
dji,1983,5334
dji,1984,5577
dji,1985,5900
dji,1986,6311
dji,1987,6812
dji,1988,7355
dji,1989,7891
dji,1990,8404
dji,1991,8736
dji,1992,8988
dji,1993,9197
dji,1994,9397
dji,1995,9628
dji,1996,9986
dji,1997,10375
dji,1998,10791
dji,1999,11229
dji,2000,11672
dji,2001,12145
dji,2002,12620
dji,2003,13084
dji,2004,13522
dji,2005,13931
dji,2006,14435
dji,2007,14914
dji,2008,15421
dji,2009,16014
dji,2010,16723
dji,2011,17356
dji,2012,18072
dji,2013,18840
dji,2014,19614
dji,2015,20366
dji,2016,21046
dji,2017,21756
dji,2018,22501
dji,2019,23286
dji,2020,24129
dnk,1960,261702
dnk,1961,268492
dnk,1962,275846
dnk,1963,283448
dnk,1964,291111
dnk,1965,298708
dnk,1966,307135
dnk,1967,315546
dnk,1968,323486
dnk,1969,331441
