geo,time,sl_tlf_cact_ma_zs
cze,2003,68.248
cze,2004,68.085
cze,2005,68.722
cze,2006,68.573
cze,2007,68.341
cze,2008,68.218
cze,2009,68.325
cze,2010,68.042
cze,2011,67.512
cze,2012,67.685
cze,2013,68.076
cze,2014,68.198
cze,2015,68.015
cze,2016,68.386
cze,2017,68.545
cze,2018,68.723
cze,2019,68.54
cze,2020,68.137
cze,2021,68.064
deu,1990,71.957
deu,1991,71.805
deu,1992,70.594
deu,1993,69.96
deu,1994,69.43
deu,1995,68.595
deu,1996,68.17
deu,1997,67.891
deu,1998,67.65
deu,1999,67.416
deu,2000,66.678
deu,2001,66.23
deu,2002,65.711
deu,2003,65.392
deu,2004,64.77
deu,2005,66.179
deu,2006,66.347
deu,2007,66.273
deu,2008,66.332
deu,2009,66.209
deu,2010,66.046
deu,2011,66.516
deu,2012,66.433
deu,2013,66.411
deu,2014,66.324
deu,2015,65.88
deu,2016,66.595
deu,2017,66.724
deu,2018,66.812
deu,2019,67.456
deu,2020,66.54
deu,2021,66.041
dji,1990,58.089
dji,1991,58.14
dji,1992,57.896
dji,1993,57.454
dji,1994,57.025
dji,1995,56.739
dji,1996,56.324
dji,1997,56.054
dji,1998,55.853
dji,1999,55.577
dji,2000,55.152
dji,2001,54.918
dji,2002,54.556
dji,2003,54.065
dji,2004,53.475
dji,2005,52.798
dji,2006,51.716
dji,2007,50.573
dji,2008,49.439
dji,2009,48.402
dji,2010,47.523
dji,2011,47.046
dji,2012,46.704
dji,2013,46.449
dji,2014,46.203
dji,2015,45.918
dji,2016,45.72
dji,2017,45.442
dji,2018,45.125
dji,2019,44.83
dji,2020,44.236
dji,2021,44.147
dnk,1990,75.092
dnk,1991,74.241
dnk,1992,74.076
dnk,1993,73.119
dnk,1994,70.718
dnk,1995,72.046
dnk,1996,71.905
dnk,1997,72.116
dnk,1998,71.075
dnk,1999,71.792
dnk,2000,71.067
dnk,2001,70.854
dnk,2002,71.251
dnk,2003,71.451
dnk,2004,71.68
dnk,2005,71.097
dnk,2006,71.105
dnk,2007,70.938
dnk,2008,70.427
dnk,2009,69.288
dnk,2010,68.294
dnk,2011,67.644
dnk,2012,66.591
dnk,2013,65.349
dnk,2014,65.612
dnk,2015,66.02
dnk,2016,65.837
dnk,2017,65.923
dnk,2018,66.176
dnk,2019,66.858
dnk,2020,66.393
dnk,2021,66.653
dom,1990,78.642
dom,1991,78.562
dom,1992,78.427
dom,1993,78.32
dom,1994,78.253
dom,1995,78.157
dom,1996,78.06
dom,1997,77.919
dom,1998,77.786
dom,1999,77.65
dom,2000,77.521
dom,2001,76.407
dom,2002,75.278
dom,2003,74.231
dom,2004,74.662
dom,2005,73.557
dom,2006,74.115
dom,2007,74.271
dom,2008,73.465
dom,2009,72.157
dom,2010,71.914
dom,2011,72.842
dom,2012,73.853
dom,2013,73.666
dom,2014,73.919
dom,2015,76.099
dom,2016,76.328
dom,2017,75.982
dom,2018,77.529
dom,2019,78.089
dom,2020,73.59
dom,2021,75.162
dza,1990,76.461
dza,1991,76.849
dza,1992,76.943
dza,1993,77.423
dza,1994,77.774
dza,1995,77.656
dza,1996,77.486
dza,1997,76.782
dza,1998,76.079
dza,1999,75.382
dza,2000,74.69
dza,2001,74.019
dza,2002,73.349
dza,2003,72.68
dza,2004,72.011
dza,2005,71.338
dza,2006,70.662
dza,2007,69.985
dza,2008,69.305
dza,2009,68.61
dza,2010,68.948
dza,2011,65.655
dza,2012,67.9
dza,2013,69.51
dza,2014,66.397
dza,2015,66.832
dza,2016,66.51
dza,2017,66.574
dza,2018,66.626
dza,2019,66.726
dza,2020,64.023
dza,2021,64.48
ecu,1990,79.362
ecu,1991,79.38
ecu,1992,79.294
ecu,1993,79.203
ecu,1994,79.226
ecu,1995,79.153
ecu,1996,79.071
ecu,1997,80.169
ecu,1998,81.265
ecu,1999,81.359
ecu,2000,81.453
ecu,2001,81.548
ecu,2002,81.643
ecu,2003,81.738
ecu,2004,82.436
ecu,2005,82.278
ecu,2006,83.441
ecu,2007,81.825
ecu,2008,81.313
ecu,2009,78.597
ecu,2010,77.595
ecu,2011,76.743
ecu,2012,77.065
ecu,2013,76.633
ecu,2014,77.803
ecu,2015,79.643
ecu,2016,80.137
ecu,2017,80.328
ecu,2018,79.042
ecu,2019,78.153
ecu,2020,72.076
ecu,2021,76.519
egy,1990,71.549
egy,1991,71.629
egy,1992,71.699
egy,1993,73.747
egy,1994,74.852
egy,1995,74.262
egy,1996,73.664
egy,1997,73.064
egy,1998,72.455
egy,1999,74.669
egy,2000,72.154
egy,2001,69.6
egy,2002,68.242
egy,2003,69.349
egy,2004,70.444
egy,2005,71.529
egy,2006,72.606
egy,2007,72.445
egy,2008,73.112
egy,2009,72.782
egy,2010,75.441
egy,2011,74.941
egy,2012,74.37
egy,2013,73.768
egy,2014,72.986
egy,2015,71.064
egy,2016,70.168
egy,2017,67.725
egy,2018,68.18
egy,2019,68.482
egy,2020,66.973
egy,2021,67.088
eri,1990,88.87
eri,1991,89.309
eri,1992,89.734
eri,1993,90.141
eri,1994,90.519
eri,1995,90.849
eri,1996,90.628
eri,1997,90.329
eri,1998,89.969
eri,1999,89.594
eri,2000,89.248
eri,2001,88.307
eri,2002,87.433
eri,2003,86.625
eri,2004,85.877
eri,2005,85.203
eri,2006,85.235
eri,2007,85.299
eri,2008,85.401
eri,2009,85.549
eri,2010,85.726
eri,2011,86.136
eri,2012,86.497
eri,2013,86.816
eri,2014,87.1
eri,2015,87.346
eri,2016,87.209
eri,2017,87.146
eri,2018,87.083
eri,2019,86.932
eri,2020,82.578
eri,2021,83.622
esp,1990,65.737
esp,1991,64.999
esp,1992,66.077
esp,1993,65.582
esp,1994,65.039
esp,1995,64.159
esp,1996,64.213
esp,1997,64.343
esp,1998,64.56
esp,1999,64.854
esp,2000,65.529
esp,2001,65.295
esp,2002,65.999
esp,2003,66.785
esp,2004,67.174
esp,2005,68.117
esp,2006,68.381
esp,2007,68.552
esp,2008,68.711
esp,2009,67.836
esp,2010,67.341
esp,2011,66.819
esp,2012,66.335
esp,2013,65.625
esp,2014,65.047
esp,2015,64.837
esp,2016,64.292
esp,2017,63.891
esp,2018,63.719
esp,2019,63.428
esp,2020,62.071
esp,2021,62.412
est,1990,81.887
est,1991,80.863
est,1992,79.109
est,1993,76.634
est,1994,76.368
est,1995,74.694
est,1996,72.925
est,1997,71.079
est,1998,69.163
est,1999,67.132
est,2000,66.452
est,2001,65.287
est,2002,64.442
est,2003,66.791
est,2004,65.964
est,2005,64.878
est,2006,67.639
est,2007,68.306
est,2008,68.72
est,2009,67.904
est,2010,66.933
est,2011,67.991
est,2012,68.323
est,2013,68.367
est,2014,68.86
est,2015,69.44
est,2016,70.522
est,2017,71.374
est,2018,71.267
est,2019,70.605
est,2020,70.596
est,2021,70.169
eth,1990,89.404
eth,1991,89.489
eth,1992,89.552
eth,1993,89.591
eth,1994,89.604
eth,1995,89.614
eth,1996,89.614
eth,1997,89.616
eth,1998,89.618
eth,1999,89.62
eth,2000,89.624
eth,2001,89.632
eth,2002,89.639
eth,2003,89.647
eth,2004,89.656
eth,2005,89.667
eth,2006,89.514
eth,2007,89.359
eth,2008,89.201
eth,2009,89.039
eth,2010,88.873
eth,2011,88.704
eth,2012,88.532
eth,2013,88.358
eth,2014,88.033
eth,2015,87.709
eth,2016,87.445
eth,2017,87.171
eth,2018,86.896
eth,2019,86.632
eth,2020,84.112
eth,2021,84.683
fin,1990,71.941
fin,1991,70.318
fin,1992,68.75
fin,1993,67.852
fin,1994,66.927
fin,1995,66.348
fin,1996,64.49
fin,1997,65.839
fin,1998,65.815
fin,1999,65.805
fin,2000,66.208
fin,2001,66.224
fin,2002,66.057
fin,2003,65.825
fin,2004,65.059
fin,2005,64.976
fin,2006,65.253
fin,2007,65.353
fin,2008,65.826
fin,2009,64.233
fin,2010,64.127
fin,2011,64.253
fin,2012,63.727
fin,2013,62.945
fin,2014,62.584
fin,2015,62.443
fin,2016,62.398
fin,2017,62.738
fin,2018,63.158
fin,2019,63.208
fin,2020,62.969
fin,2021,64.029
fji,1990,79.608
fji,1991,79.754
fji,1992,79.551
fji,1993,79.519
fji,1994,79.365
fji,1995,79.315
fji,1996,79.165
fji,1997,79.267
fji,1998,79.366
fji,1999,79.459
fji,2000,79.544
fji,2001,79.604
fji,2002,79.659
fji,2003,79.711
fji,2004,79.765
fji,2005,78.018
fji,2006,78.413
fji,2007,78.779
fji,2008,79.122
fji,2009,79.442
fji,2010,79.742
fji,2011,80.018
fji,2012,78.722
fji,2013,77.381
fji,2014,75.992
fji,2015,76.237
fji,2016,76.458
fji,2017,76.23
fji,2018,76.097
fji,2019,76.092
fji,2020,75.38
fji,2021,75.257
fra,1990,65.829
fra,1991,64.7
fra,1992,64.556
fra,1993,64.03
fra,1994,63.674
fra,1995,63.329
fra,1996,63.601
fra,1997,63.281
fra,1998,62.96
fra,1999,63.203
fra,2000,62.923
fra,2001,62.724
fra,2002,62.959
fra,2003,63.06
fra,2004,62.933
fra,2005,62.565
fra,2006,62.307
fra,2007,62.166
fra,2008,62.131
fra,2009,62.193
fra,2010,62.034
fra,2011,61.652
fra,2012,61.851
fra,2013,61.58
fra,2014,60.989
fra,2015,60.837
fra,2016,60.506
fra,2017,60.374
fra,2018,60.203
fra,2019,59.661
fra,2020,58.801
fra,2021,59.675
gab,1990,62.553
gab,1991,62.674
gab,1992,62.749
gab,1993,62.775
gab,1994,62.744
gab,1995,62.648
gab,1996,62.525
gab,1997,62.337
gab,1998,62.097
gab,1999,61.823
gab,2000,61.524
gab,2001,61.183
gab,2002,60.825
gab,2003,60.459
gab,2004,60.095
gab,2005,59.746
gab,2006,59.221
gab,2007,58.74
gab,2008,58.317
gab,2009,57.956
gab,2010,57.661
gab,2011,57.321
gab,2012,57.02
gab,2013,56.783
gab,2014,56.613
gab,2015,56.49
gab,2016,56.735
gab,2017,56.962
gab,2018,57.161
gab,2019,57.313
gab,2020,56.991
gab,2021,57.012
gbr,1990,74.436
gbr,1991,73.857
gbr,1992,73.151
gbr,1993,72.011
gbr,1994,71.671
gbr,1995,71.345
gbr,1996,71.1
gbr,1997,71.011
gbr,1998,70.761
gbr,1999,70.172
gbr,2000,70.224
gbr,2001,69.576
gbr,2002,69.449
gbr,2003,69.706
gbr,2004,69.296
gbr,2005,69.588
gbr,2006,69.902
gbr,2007,69.77
gbr,2008,69.953
gbr,2009,69.337
gbr,2010,68.983
gbr,2011,68.784
gbr,2012,68.862
gbr,2013,68.756
gbr,2014,68.607
gbr,2015,68.556
gbr,2016,68.626
gbr,2017,68.25
gbr,2018,68.345
gbr,2019,68.172
gbr,2020,67.162
gbr,2021,67.091
geo,1990,75.848
geo,1991,76.263
geo,1992,76.723
geo,1993,77.228
geo,1994,77.784
geo,1995,77.413
geo,1996,76.599
geo,1997,75.861
geo,1998,75.555
geo,1999,75.192
geo,2000,74.687
geo,2001,75.669
geo,2002,75.507
geo,2003,75.948
geo,2004,74.002
geo,2005,73.507
geo,2006,72.147
geo,2007,73.06
geo,2008,74.354
geo,2009,76.21
geo,2010,76.787
geo,2011,77.95
geo,2012,79.492
geo,2013,79.552
geo,2014,79.669
geo,2015,80.092
geo,2016,80.566
geo,2017,77.184
geo,2018,73.549
geo,2019,72.587
geo,2020,69.17
geo,2021,68.03
gha,1990,78.722
gha,1991,78.626
gha,1992,78.41
gha,1993,78.192
gha,1994,77.972
gha,1995,77.751
gha,1996,77.529
gha,1997,77.306
gha,1998,77.081
gha,1999,76.855
gha,2000,76.627
gha,2001,76.426
gha,2002,76.224
gha,2003,76.02
gha,2004,75.814
gha,2005,75.607
gha,2006,75.399
gha,2007,75.188
gha,2008,74.976
gha,2009,74.763
gha,2010,74.547
gha,2011,74.331
gha,2012,74.113
gha,2013,73.894
gha,2014,73.673
gha,2015,73.451
gha,2016,73.316
gha,2017,73.155
gha,2018,72.976
gha,2019,72.79
gha,2020,72.098
gha,2021,72.234
gin,1990,64.527
gin,1991,64.852
gin,1992,65.097
gin,1993,65.274
gin,1994,65.394
gin,1995,65.464
gin,1996,65.708
gin,1997,65.882
gin,1998,65.992
gin,1999,66.039
gin,2000,66.021
gin,2001,66.235
gin,2002,66.373
gin,2003,66.439
gin,2004,66.447
gin,2005,66.41
gin,2006,66.343
gin,2007,66.243
gin,2008,66.112
gin,2009,65.952
gin,2010,65.765
gin,2011,65.576
gin,2012,65.357
gin,2013,65.112
gin,2014,64.855
gin,2015,64.595
gin,2016,64.194
gin,2017,63.788
gin,2018,63.38
gin,2019,62.971
gin,2020,61.926
gin,2021,62.188
gmb,1990,68.925
gmb,1991,69.492
gmb,1992,69.919
gmb,1993,70.251
gmb,1994,70.121
gmb,1995,70
gmb,1996,69.901
gmb,1997,69.811
gmb,1998,69.723
gmb,1999,69.634
gmb,2000,69.539
gmb,2001,69.438
gmb,2002,69.333
gmb,2003,69.225
gmb,2004,69.115
gmb,2005,69.003
gmb,2006,68.885
gmb,2007,68.767
gmb,2008,68.65
gmb,2009,68.532
gmb,2010,68.415
gmb,2011,68.296
gmb,2012,68.178
gmb,2013,68.05
gmb,2014,67.917
gmb,2015,67.781
gmb,2016,67.732
gmb,2017,67.657
gmb,2018,67.554
gmb,2019,67.417
gmb,2020,65.813
gmb,2021,66.259
gnb,1990,81.984
gnb,1991,82.014
gnb,1992,82.023
gnb,1993,81.993
gnb,1994,81.893
gnb,1995,81.717
gnb,1996,81.726
gnb,1997,81.642
gnb,1998,81.499
gnb,1999,81.34
gnb,2000,81.185
gnb,2001,81.006
gnb,2002,80.819
gnb,2003,80.62
gnb,2004,80.407
gnb,2005,80.185
gnb,2006,80.047
gnb,2007,79.891
gnb,2008,79.731
gnb,2009,79.578
gnb,2010,79.438
gnb,2011,79.383
gnb,2012,79.31
gnb,2013,79.226
gnb,2014,79.133
gnb,2015,79.028
gnb,2016,78.956
gnb,2017,78.857
gnb,2018,78.731
gnb,2019,78.575
gnb,2020,78.172
gnb,2021,78.373
gnq,1990,65.623
gnq,1991,65.574
gnq,1992,65.574
gnq,1993,65.554
gnq,1994,65.419
gnq,1995,65.152
gnq,1996,64.743
gnq,1997,64.229
gnq,1998,63.707
gnq,1999,63.255
gnq,2000,62.888
gnq,2001,62.579
gnq,2002,62.267
gnq,2003,62.012
gnq,2004,61.819
gnq,2005,61.667
gnq,2006,61.394
gnq,2007,61.115
gnq,2008,60.88
gnq,2009,60.678
gnq,2010,60.48
gnq,2011,60.319
gnq,2012,60.098
gnq,2013,59.885
gnq,2014,59.695
gnq,2015,59.504
gnq,2016,59.418
gnq,2017,59.264
gnq,2018,59.111
gnq,2019,58.969
gnq,2020,58.149
gnq,2021,58.483
grc,1990,65.248
grc,1991,64.179
grc,1992,63.785
grc,1993,63.621
grc,1994,63.944
grc,1995,63.712
grc,1996,63.512
grc,1997,62.23
grc,1998,65.165
grc,1999,64.801
grc,2000,64.649
grc,2001,63.929
grc,2002,63.913
grc,2003,64.147
grc,2004,64.326
grc,2005,64.117
grc,2006,64.199
grc,2007,64.024
grc,2008,64.072
grc,2009,63.939
grc,2010,63.465
grc,2011,62.073
grc,2012,61.189
grc,2013,60.819
grc,2014,60.037
grc,2015,59.7
grc,2016,59.734
grc,2017,59.888
grc,2018,59.94
grc,2019,59.975
grc,2020,58.967
grc,2021,58.108
gtm,1990,86.385
gtm,1991,86.414
gtm,1992,86.456
gtm,1993,86.509
gtm,1994,86.533
gtm,1995,86.511
gtm,1996,86.532
gtm,1997,86.49
gtm,1998,86.406
gtm,1999,86.333
gtm,2000,86.274
gtm,2001,86.168
gtm,2002,86.052
gtm,2003,85.948
gtm,2004,85.797
gtm,2005,85.592
gtm,2006,85.372
gtm,2007,85.146
gtm,2008,84.913
gtm,2009,84.677
gtm,2010,84.437
gtm,2011,84.192
gtm,2012,83.164
gtm,2013,82.131
gtm,2014,82.843
gtm,2015,84.195
gtm,2016,83.187
gtm,2017,84.601
gtm,2018,84.36
gtm,2019,84.132
gtm,2020,78.803
gtm,2021,80.268
gum,1990,83.772
gum,1991,82.982
gum,1992,82.201
gum,1993,81.413
gum,1994,80.611
gum,1995,79.78
gum,1996,78.922
gum,1997,78.039
gum,1998,77.128
gum,1999,76.189
gum,2000,75.218
gum,2001,72.845
gum,2002,70.133
gum,2003,70.318
gum,2004,70.506
gum,2005,67.193
gum,2006,69.962
gum,2007,67.009
gum,2008,68.443
gum,2009,69.827
gum,2010,66.214
gum,2011,68.91
gum,2012,68.771
gum,2013,68.651
gum,2014,68.546
gum,2015,68.555
gum,2016,68.589
gum,2017,68.639
gum,2018,68.738
gum,2019,68.698
gum,2020,66.88
gum,2021,67.209
guy,1990,81.213
guy,1991,81.125
guy,1992,81.068
guy,1993,81.035
guy,1994,80.877
guy,1995,80.686
guy,1996,80.4
guy,1997,80.081
guy,1998,79.741
guy,1999,79.399
guy,2000,79.066
guy,2001,78.793
guy,2002,78.511
guy,2003,77.75
guy,2004,77.003
guy,2005,76.271
guy,2006,75.557
guy,2007,74.874
guy,2008,74.19
guy,2009,73.48
guy,2010,72.73
guy,2011,71.952
guy,2012,71.129
guy,2013,70.284
guy,2014,69.441
guy,2015,68.609
guy,2016,67.787
guy,2017,66.97
guy,2018,66.153
guy,2019,66.082
guy,2020,63.689
guy,2021,64.097
hkg,1990,79.016
hkg,1991,78.842
hkg,1992,78.116
hkg,1993,78.27
hkg,1994,77.765
hkg,1995,76.535
hkg,1996,76.002
hkg,1997,75.861
hkg,1998,75.784
hkg,1999,74.427
hkg,2000,73.045
hkg,2001,72.926
hkg,2002,72.49
hkg,2003,71.965
hkg,2004,71.66
hkg,2005,71.06
hkg,2006,70.933
hkg,2007,70.449
hkg,2008,69.708
hkg,2009,69.442
hkg,2010,68.507
hkg,2011,68.401
hkg,2012,68.696
hkg,2013,69.186
hkg,2014,68.811
hkg,2015,68.806
hkg,2016,68.575
hkg,2017,68.315
hkg,2018,68.512
hkg,2019,67.424
hkg,2020,66.183
hkg,2021,65.771
hnd,1990,88.465
hnd,1991,88.451
hnd,1992,88.279
hnd,1993,88.088
hnd,1994,87.992
hnd,1995,87.807
hnd,1996,87.687
hnd,1997,87.529
hnd,1998,87.382
hnd,1999,87.288
hnd,2000,85.989
hnd,2001,85.317
hnd,2002,84.629
hnd,2003,83.927
hnd,2004,83.211
hnd,2005,82.48
hnd,2006,81.817
hnd,2007,80.618
hnd,2008,80.194
hnd,2009,81.146
hnd,2010,81.577
hnd,2011,80.192
hnd,2012,78.902
hnd,2013,82.268
hnd,2014,82.613
hnd,2015,81.919
hnd,2016,81.006
hnd,2017,83.242
hnd,2018,83.189
hnd,2019,82.096
hnd,2020,78.026
hnd,2021,78.94
hrv,1990,67.791
hrv,1991,68.442
hrv,1992,67.348
hrv,1993,66.245
hrv,1994,65.134
hrv,1995,64.015
hrv,1996,62.886
hrv,1997,61.751
hrv,1998,60.608
hrv,1999,59.457
hrv,2000,58.297
hrv,2001,57.765
hrv,2002,59.199
hrv,2003,58.616
hrv,2004,59.535
hrv,2005,57.419
hrv,2006,56.297
hrv,2007,61.518
hrv,2008,61.25
hrv,2009,60.177
hrv,2010,59.668
hrv,2011,59.792
hrv,2012,58.885
hrv,2013,57.722
hrv,2014,58.886
hrv,2015,59.167
hrv,2016,57.793
hrv,2017,58.243
hrv,2018,57.425
hrv,2019,57.592
hrv,2020,57.979
hrv,2021,58.751
hti,1990,77.441
hti,1991,76.681
hti,1992,75.914
hti,1993,75.137
hti,1994,74.349
hti,1995,73.552
hti,1996,72.665
hti,1997,71.767
hti,1998,70.858
hti,1999,69.939
hti,2000,69.01
hti,2001,69.112
hti,2002,69.214
hti,2003,69.316
hti,2004,69.419
hti,2005,69.521
hti,2006,69.794
hti,2007,70.066
hti,2008,70.337
hti,2009,70.606
hti,2010,70.873
hti,2011,70.625
hti,2012,70.444
hti,2013,70.22
hti,2014,70.047
hti,2015,69.929
hti,2016,69.833
hti,2017,69.752
hti,2018,69.664
hti,2019,69.649
hti,2020,68.798
hti,2021,68.93
hun,1990,62.501
hun,1991,62.843
hun,1992,62.942
hun,1993,60.779
hun,1994,59.139
hun,1995,59.383
hun,1996,57.757
hun,1997,57.213
hun,1998,57.245
hun,1999,58.182
hun,2000,58.503
hun,2001,57.687
hun,2002,57.503
hun,2003,58.138
hun,2004,57.763
hun,2005,58.274
hun,2006,58.937
hun,2007,58.709
hun,2008,58.103
hun,2009,57.872
hun,2010,57.829
hun,2011,58.326
hun,2012,59.256
hun,2013,60.177
hun,2014,61.864
hun,2015,63.133
hun,2016,64.359
hun,2017,65.19
hun,2018,65.792
hun,2019,66.491
hun,2020,66.331
hun,2021,67.21
idn,1990,82.513
idn,1991,82.629
idn,1992,82.531
idn,1993,82.122
idn,1994,83.226
idn,1995,83.299
idn,1996,83.364
idn,1997,83.138
idn,1998,83.031
idn,1999,83.518
idn,2000,84.074
idn,2001,84.496
idn,2002,84.126
idn,2003,83.694
idn,2004,84.292
idn,2005,82.884
idn,2006,82.552
idn,2007,82.731
idn,2008,82.447
idn,2009,81.875
idn,2010,82.255
idn,2011,82.893
idn,2012,83.4
idn,2013,82.848
idn,2014,82.64
idn,2015,82.42
idn,2016,81.7
idn,2017,81.54
idn,2018,82.188
idn,2019,82.468
idn,2020,81.513
idn,2021,81.668
ind,1990,84.227
ind,1991,84.093
ind,1992,83.966
ind,1993,83.838
ind,1994,83.699
ind,1995,83.461
ind,1996,83.221
ind,1997,82.977
ind,1998,82.73
ind,1999,82.483
ind,2000,82.236
ind,2001,82.192
ind,2002,82.149
ind,2003,82.106
ind,2004,82.059
ind,2005,82.009
ind,2006,81.524
ind,2007,81.007
ind,2008,80.461
ind,2009,79.886
ind,2010,79.284
ind,2011,78.773
ind,2012,78.22
ind,2013,77.463
ind,2014,76.697
ind,2015,75.921
ind,2016,75.139
ind,2017,74.349
ind,2018,73.551
ind,2019,73.245
ind,2020,69.431
ind,2021,70.092
irl,1990,74.789
irl,1991,74.692
irl,1992,72.059
irl,1993,71.625
irl,1994,71.904
irl,1995,71.653
irl,1996,71.726
irl,1997,71.984
irl,1998,73.614
irl,1999,74.687
irl,2000,75.362
irl,2001,74.976
irl,2002,74.153
irl,2003,74.068
irl,2004,74.39
irl,2005,75.858
irl,2006,76.534
irl,2007,76.447
irl,2008,75.245
irl,2009,72.272
irl,2010,70.171
irl,2011,69.202
irl,2012,68.753
irl,2013,68.898
irl,2014,68.852
irl,2015,69.082
irl,2016,69.027
irl,2017,68.547
irl,2018,68.518
irl,2019,68.646
irl,2020,67.365
irl,2021,68.573
irn,1990,81.763
irn,1991,80.868
irn,1992,79.572
irn,1993,78.264
irn,1994,76.969
irn,1995,75.695
irn,1996,74.428
irn,1997,74.26
irn,1998,74.061
irn,1999,73.814
irn,2000,73.51
irn,2001,73.145
irn,2002,72.73
irn,2003,72.279
irn,2004,71.814
irn,2005,71.344
irn,2006,70.334
irn,2007,69.679
irn,2008,67.618
irn,2009,68.655
irn,2010,67.748
irn,2011,66.024
irn,2012,66.079
irn,2013,67.427
irn,2014,67.131
irn,2015,67.987
irn,2016,68.65
irn,2017,69.765
irn,2018,70.298
irn,2019,70.176
irn,2020,67.829
irn,2021,68.086
irq,1990,77.496
irq,1991,77.372
irq,1992,76.924
irq,1993,76.907
irq,1994,76.873
irq,1995,76.727
irq,1996,76.647
irq,1997,76.331
irq,1998,75.894
irq,1999,75.445
irq,2000,74.986
irq,2001,74.502
irq,2002,74.01
irq,2003,73.511
irq,2004,73.005
irq,2005,72.493
irq,2006,71.994
irq,2007,71.485
irq,2008,71.263
irq,2009,71.041
irq,2010,70.817
irq,2011,70.569
irq,2012,70.324
irq,2013,71.336
irq,2014,72.308
irq,2015,72.038
irq,2016,71.762
irq,2017,72.501
irq,2018,72.791
irq,2019,72.597
irq,2020,71.54
irq,2021,71.763
isl,1990,80.827
isl,1991,81.134
isl,1992,81.717
isl,1993,79.907
isl,1994,79.604
isl,1995,82.205
isl,1996,81.524
isl,1997,80.766
isl,1998,81.956
isl,1999,82.302
isl,2000,83.044
isl,2001,83.616
isl,2002,82.097
isl,2003,81.636
isl,2004,81.166
isl,2005,80.687
isl,2006,81.744
isl,2007,81.892
isl,2008,81.209
isl,2009,78.985
isl,2010,79.138
isl,2011,78.381
isl,2012,77.847
isl,2013,78.695
isl,2014,80.39
isl,2015,80.949
isl,2016,82.329
isl,2017,80.969
isl,2018,79.529
isl,2019,78.493
isl,2020,76.508
isl,2021,70.463
isr,1990,71.774
isr,1991,71.826
isr,1992,71.514
isr,1993,73.262
isr,1994,73.309
isr,1995,73.168
isr,1996,71.989
isr,1997,71.228
isr,1998,70.127
isr,1999,69.577
isr,2000,69.704
isr,2001,69.39
isr,2002,68.263
isr,2003,67.979
isr,2004,68.462
isr,2005,68.695
isr,2006,69.158
isr,2007,69.752
isr,2008,69.785
isr,2009,68.922
isr,2010,69.354
isr,2011,69.253
isr,2012,69.32
isr,2013,69.399
isr,2014,69.459
isr,2015,69.291
isr,2016,69.106
isr,2017,68.94
isr,2018,68.238
isr,2019,67.585
isr,2020,65.504
isr,2021,66.075
ita,1990,65.713
ita,1991,66.627
ita,1992,64.579
ita,1993,64.107
ita,1994,63.042
ita,1995,62.19
ita,1996,62.06
ita,1997,61.944
ita,1998,62.012
ita,1999,61.815
ita,2000,61.693
ita,2001,61.429
ita,2002,61.784
ita,2003,62.152
ita,2004,61.848
ita,2005,61.049
ita,2006,60.845
ita,2007,60.448
ita,2008,60.406
ita,2009,59.601
ita,2010,59.113
ita,2011,58.732
ita,2012,59.256
ita,2013,58.667
ita,2014,58.727
ita,2015,58.903
ita,2016,59.261
ita,2017,59.364
ita,2018,59.399
ita,2019,59.157
ita,2020,57.8
ita,2021,57.592
jam,1990,76.849
jam,1991,76.453
jam,1992,76.047
jam,1993,75.632
jam,1994,75.209
jam,1995,74.781
jam,1996,74.346
jam,1997,73.905
jam,1998,73.46
jam,1999,72.868
jam,2000,72.793
jam,2001,72.736
jam,2002,71.994
jam,2003,71.24
jam,2004,73.664
jam,2005,73.627
jam,2006,73.574
jam,2007,73.519
jam,2008,73.575
jam,2009,71.713
jam,2010,70.262
jam,2011,70.044
jam,2012,69.116
jam,2013,69.982
jam,2014,69.978
jam,2015,70.252
jam,2016,71.129
jam,2017,71.268
jam,2018,70.349
jam,2019,71.011
jam,2020,68.361
jam,2021,70.003
jor,1990,63.373
jor,1991,63.734
jor,1992,62.72
jor,1993,62.844
jor,1994,62.898
jor,1995,62.791
jor,1996,62.997
jor,1997,63.051
jor,1998,63.095
jor,1999,63.073
jor,2000,62.956
jor,2001,62.715
jor,2002,62.419
jor,2003,62.29
jor,2004,61.831
jor,2005,61.482
jor,2006,61.207
jor,2007,60.982
jor,2008,60.881
jor,2009,60.96
jor,2010,61.334
jor,2011,61.69
jor,2012,62.038
jor,2013,62.335
jor,2014,62.542
jor,2015,62.732
jor,2016,62.875
jor,2017,62.933
jor,2018,62.861
jor,2019,63.996
jor,2020,61.775
jor,2021,62.322
jpn,1990,77.163
jpn,1991,77.56
jpn,1992,77.925
jpn,1993,77.972
jpn,1994,77.712
jpn,1995,77.514
jpn,1996,77.681
jpn,1997,77.68
jpn,1998,77.224
jpn,1999,76.892
jpn,2000,76.363
jpn,2001,75.593
jpn,2002,74.672
jpn,2003,74.047
jpn,2004,73.341
jpn,2005,73.223
jpn,2006,73.12
jpn,2007,73.083
jpn,2008,72.644
jpn,2009,71.96
jpn,2010,71.494
jpn,2011,71.085
jpn,2012,70.662
jpn,2013,70.408
jpn,2014,70.303
jpn,2015,70.255
jpn,2016,70.346
jpn,2017,70.494
jpn,2018,71.124
jpn,2019,71.43
jpn,2020,71.376
jpn,2021,71.031
kaz,1990,75.768
kaz,1991,76.115
