geo,time,se_ter_enrr_ma
arg,2010,58.88202
arg,2011,60.00511
arg,2012,60.60361
arg,2013,60.34128
arg,2014,62.19477
arg,2015,64.05334
arg,2016,65.87956
arg,2017,67.77473
arg,2018,69.2272
arg,2019,71.34838
arm,2000,31.49674
arm,2001,28.78222
arm,2002,30.88904
arm,2003,32.38493
arm,2004,31.27621
arm,2005,32.84921
arm,2006,36.92448
arm,2007,39.71326
arm,2008,42.19899
arm,2009,45.72026
arm,2010,47.59758
arm,2011,48.66689
arm,2012,42.1852
arm,2013,42.80576
arm,2014,43.92737
arm,2015,42.39126
arm,2016,45.01602
arm,2017,46.06831
arm,2018,47.1191
arm,2019,44.38237
arm,2020,42.17717
asm,1971,0
asm,1989,17.43993
atg,2009,9.09091
atg,2010,9.00875
atg,2011,9.74637
atg,2012,15.26888
aus,1970,20.90826
aus,1971,22.15129
aus,1972,23.46183
aus,1973,24.52473
aus,1974,26.33467
aus,1975,27.27958
aus,1976,27.28406
aus,1977,27.47655
aus,1978,27.36723
aus,1979,27.18724
aus,1980,27.0571
aus,1981,27.59502
aus,1982,27.41491
aus,1983,27.85239
aus,1984,28.34849
aus,1985,28.68642
aus,1986,29.71761
aus,1987,29.10156
aus,1988,30.29695
aus,1989,30.76476
aus,1990,32.8714
aus,1991,35.17209
aus,1992,36.34501
aus,1993,65.92642
aus,1994,66.64251
aus,1995,69.16576
aus,1996,73.42083
aus,1997,78.24882
aus,2015,97.5807
aus,2016,100.03649
aus,2017,93.83847
aus,2018,91.83286
aus,2019,98.71556
aut,1971,16.94717
aut,1972,18.33601
aut,1973,19.67355
aut,1974,20.53911
aut,1975,20.85415
aut,1976,22.761
aut,1977,23.35917
aut,1978,23.37555
aut,1979,23.85764
aut,1980,24.61448
aut,1981,25.42458
aut,1982,25.25149
aut,1983,25.38773
aut,1984,26.246
aut,1985,27.66841
aut,1986,28.65137
aut,1987,29.80225
aut,1988,31.27842
aut,1989,32.6083
aut,1990,34.54273
aut,1991,37.01546
aut,1992,39.80557
aut,1993,41.82371
aut,1994,44.07291
aut,1995,46.27949
aut,1996,48.31025
aut,1997,50.00142
aut,1998,52.32442
aut,2013,72.6608
aut,2014,72.34681
aut,2015,73.76899
aut,2016,76.44529
aut,2017,78.0511
aut,2018,79.20825
aut,2019,78.18315
aze,1981,27.26808
aze,1986,25.26985
aze,1991,29.71086
aze,1992,30.57924
aze,1993,25.99751
aze,1994,21.70233
aze,1995,19.5771
aze,1996,18.57389
aze,1997,18.0349
aze,2006,19.33599
aze,2007,19.17566
aze,2008,19.22743
aze,2009,19.1841
aze,2010,19.36225
aze,2011,19.49063
aze,2012,19.97292
aze,2013,20.32954
aze,2014,21.67637
aze,2015,23.64264
aze,2016,23.89231
aze,2017,25.27021
aze,2018,25.90973
aze,2019,29.31668
aze,2020,32.3691
bdi,1971,0.33378
bdi,1972,0.33354
bdi,1973,0.30072
bdi,1974,0.40056
bdi,1975,0.44952
bdi,1976,0.53661
bdi,1979,0.76597
bdi,1980,0.74365
bdi,1981,0.71474
bdi,1982,0.77526
bdi,1984,0.85442
bdi,1985,0.89186
bdi,1986,0.99932
bdi,1987,0.93699
bdi,1988,1.14021
bdi,1989,1.115
bdi,1990,1.01299
bdi,1991,1.18292
bdi,1992,1.28444
bdi,1993,1.44754
bdi,1998,1.37004
bdi,1999,1.49851
bdi,2000,1.81759
bdi,2001,1.76483
bdi,2002,2.6412
bdi,2004,3.55324
bdi,2005,3.57842
bdi,2006,3.42078
bdi,2010,4.22468
bdi,2012,4.20683
bdi,2013,5.09751
bdi,2014,6.30732
bdi,2015,7.75233
bdi,2016,4.95334
bdi,2017,5.14107
bdi,2018,5.05226
bdi,2019,4.81211
bdi,2020,5.83764
bel,1971,21.50247
bel,1972,21.7954
bel,1973,23.45389
bel,1974,24.17818
bel,1975,24.11386
bel,1978,27.64248
bel,1979,29.27138
bel,1980,28.19568
bel,1981,26.7025
bel,1982,28.76091
bel,1983,29.06014
bel,1984,29.88159
bel,1985,33.03968
bel,1986,33.63099
bel,1987,34.21866
bel,1988,35.03282
bel,1989,37.17574
bel,1990,38.31814
bel,1991,39.58183
bel,1993,44.87118
bel,1994,47.54008
bel,1995,52.95236
bel,1996,54.39975
bel,1999,52.82192
bel,2000,54.23755
bel,2001,54.20781
bel,2002,54.4196
bel,2003,54.58419
bel,2004,55.16501
bel,2005,54.53783
bel,2006,54.7231
bel,2007,54.15079
bel,2008,54.93643
bel,2009,58.13866
bel,2010,59.95715
bel,2011,61.60891
bel,2012,62.49104
bel,2013,62.96122
bel,2014,63.5087
bel,2015,64.76877
bel,2016,66.0998
bel,2017,69.28979
bel,2018,68.54914
bel,2019,68.63536
ben,1971,0.25307
ben,1972,0.42254
ben,1973,0.75491
ben,1974,1.17906
ben,1975,1.16539
ben,1976,1.26519
ben,1978,1.81361
ben,1979,1.61531
ben,1982,2.84938
ben,1983,3.17001
ben,1984,3.21673
ben,1985,3.35132
ben,1986,4.11371
ben,1987,3.90027
ben,1988,3.86269
ben,1991,4.31246
ben,1992,3.93793
ben,1993,3.52933
ben,1994,3.57022
ben,1995,3.56793
ben,1996,3.47403
ben,1997,4.17792
ben,1999,5.25667
ben,2000,5.96905
ben,2001,7.22307
ben,2006,10.26739
ben,2007,12.10635
ben,2008,11.70601
ben,2009,14.68724
ben,2010,20.30728
ben,2011,20.15385
ben,2012,20.69436
ben,2013,23.06981
ben,2014,23.29505
ben,2015,19.26952
ben,2016,18.16472
ben,2017,16.9937
ben,2018,17.00044
bfa,1971,0.06334
bfa,1972,0.08347
bfa,1973,0.0947
bfa,1974,0.14246
bfa,1975,0.16149
bfa,1976,0.32487
bfa,1977,0.29088
bfa,1978,0.35269
bfa,1979,0.36896
bfa,1980,0.33353
bfa,1981,0.43962
bfa,1982,0.67421
bfa,1983,0.78375
bfa,1984,0.84494
bfa,1985,0.9197
bfa,1986,0.9449
bfa,1987,0.97565
bfa,1988,1.0338
bfa,1989,1.14895
bfa,1990,1.16685
bfa,1991,1.07852
bfa,1992,1.44049
bfa,1993,1.6684
bfa,1994,1.59642
bfa,1995,1.70677
bfa,1996,1.59457
bfa,1997,1.49293
bfa,1999,1.53569
bfa,2002,2.0925
bfa,2003,2.46708
bfa,2005,3.16938
bfa,2006,3.33685
bfa,2007,3.57504
bfa,2008,4.24176
bfa,2009,4.74638
bfa,2010,4.8193
bfa,2011,5.51846
bfa,2012,6.06914
bfa,2013,6.37139
bfa,2014,6.80111
bfa,2015,6.62161
bfa,2016,7.32116
bfa,2017,7.85601
bfa,2018,8.18674
bfa,2019,9.0479
bfa,2020,10.05352
bgd,1970,3.75936
bgd,1972,4.28438
bgd,1974,5.9441
bgd,1976,4.83935
bgd,1977,5.11217
bgd,1978,4.0438
bgd,1979,5.67669
bgd,1980,5.46249
bgd,1981,5.20223
bgd,1982,5.82668
bgd,1983,7.42593
bgd,1984,8.04357
bgd,1985,8.04699
bgd,1986,7.843
bgd,1987,6.89072
bgd,1988,6.1027
bgd,1989,6.02739
bgd,1990,6.91299
bgd,1999,7.50031
bgd,2000,7.4866
bgd,2001,8.63469
bgd,2002,8.46487
bgd,2003,8.52506
bgd,2004,7.90937
bgd,2005,8.41769
bgd,2006,9.41337
bgd,2007,10.16529
bgd,2008,11.40082
bgd,2009,13.53788
bgd,2011,16.13323
bgd,2012,15.994
bgd,2013,16.02927
bgd,2014,15.92644
bgd,2015,16.41259
bgd,2016,20.95333
bgd,2017,21.27599
bgd,2018,24.01696
bgd,2019,27.86777
bgd,2020,25.70463
bgr,1971,13.81869
bgr,1972,14.27217
bgr,1973,15.51527
bgr,1974,15.86936
bgr,1975,16.18046
bgr,1976,16.28777
bgr,1977,16.21815
bgr,1978,16.07447
bgr,1979,14.97188
bgr,1980,14.2159
bgr,1981,13.75079
bgr,1982,14.0767
bgr,1983,14.1401
bgr,1984,14.53221
bgr,1985,15.41428
bgr,1986,16.65208
bgr,1987,18.1427
bgr,1988,19.58508
bgr,1989,22.50007
bgr,1990,24.32614
bgr,1991,29.50527
bgr,1992,27.77621
bgr,1993,26.70683
bgr,1994,27.11169
bgr,1995,28.16447
bgr,1996,30.45099
bgr,1997,32.51399
bgr,1998,32.64337
bgr,1999,35.44362
bgr,2000,36.73797
bgr,2001,36.37831
bgr,2002,36.56762
bgr,2003,38.15047
bgr,2004,39.21256
bgr,2005,42.0935
bgr,2006,42.48153
bgr,2007,45.35049
bgr,2008,44.96816
bgr,2009,46.7547
bgr,2010,49.96362
bgr,2011,51.52648
bgr,2012,54.13751
bgr,2013,56.72589
bgr,2014,60.01251
bgr,2015,62.00355
bgr,2016,63.69313
bgr,2017,63.71405
bgr,2018,64.19235
bgr,2019,65.33939
bhr,1971,1.26932
bhr,1972,1.16791
bhr,1973,1.04789
bhr,1974,1.88667
bhr,1975,1.9244
bhr,1976,1.7836
bhr,1977,2.85939
bhr,1978,3.19611
bhr,1979,2.9611
bhr,1980,3.21702
bhr,1981,4.84875
bhr,1982,5.73243
bhr,1985,10.25273
bhr,1986,9.87957
bhr,1987,8.28774
bhr,1988,10.3788
bhr,1991,14.57785
bhr,1992,13.3013
bhr,1993,14.08623
bhr,1994,13.21341
bhr,1995,12.84069
bhr,1996,13.32423
bhr,1999,15.97483
bhr,2003,18.54952
bhr,2005,13.00988
bhr,2006,12.15796
bhr,2011,33.60258
bhr,2012,29.97971
bhr,2013,25.87986
bhr,2014,29.08769
bhr,2015,30.94245
bhr,2016,33.72034
bhr,2017,33.9515
bhr,2018,36.99245
bhr,2019,41.01493
bhr,2020,45.25967
bhs,1988,13.01418
bhs,1995,8.17964
bih,2011,36.12931
bih,2012,38.55137
bih,2013,40.39139
bih,2014,42.48163
bih,2015,43.06201
bih,2016,43.32787
bih,2017,40.31888
bih,2018,36.23183
bih,2019,32.3972
bih,2020,30.17627
blr,1991,43.33455
blr,1996,41.13327
blr,1997,40.27959
blr,1998,43.935
blr,1999,45.87297
blr,2000,47.55165
blr,2001,49.48791
blr,2002,50.99418
blr,2003,52.99055
blr,2004,54.75313
blr,2005,57.22471
blr,2006,58.83877
blr,2007,59.49571
blr,2008,57.91641
blr,2009,60.55335
blr,2010,65.39163
blr,2011,71.35307
blr,2012,77.12176
blr,2013,79.79983
blr,2014,78.6589
blr,2015,77.24952
blr,2016,77.26039
blr,2017,79.09071
blr,2018,80.17624
blr,2020,81.17774
blz,1971,0.6165
blz,1972,0.57662
blz,1974,0.48403
blz,1975,0.77018
blz,2001,11.19114
blz,2002,12.36483
blz,2003,12.30357
blz,2004,12.27176
blz,2005,12.45044
blz,2006,12.7903
blz,2007,13.82108
blz,2008,14.64125
blz,2009,16.8193
blz,2010,16.83063
blz,2011,16.46787
blz,2012,18.32519
blz,2013,18.29603
blz,2014,18.09842
blz,2015,17.83211
blz,2016,18.48695
blz,2017,18.81743
blz,2018,18.58403
blz,2019,18.66002
blz,2020,18.97766
bmu,1979,6.97514
bmu,1980,10.07463
bmu,1981,9.94624
bmu,2006,18.02187
bmu,2007,14.91897
bmu,2008,17.12919
bmu,2009,18.70192
bmu,2010,20.11634
bmu,2011,20.87805
bmu,2012,21.16428
bmu,2013,18.82177
bmu,2014,19.69697
bmu,2015,15.26289
bmu,2017,13.35759
bmu,2018,15.28361
bra,1999,14.32017
bra,2001,16.13147
bra,2002,17.94271
bra,2003,20.08177
bra,2004,21.43834
bra,2005,22.76261
bra,2007,27.19052
bra,2008,31.06568
bra,2009,31.90576
bra,2011,37.57003
bra,2012,38.52098
bra,2013,40.07207
bra,2014,42.56475
bra,2015,43.89635
bra,2016,42.73024
bra,2017,43.71052
bra,2018,45.1861
bra,2019,46.25683
brb,1971,3.45547
brb,1972,4.47713
brb,1973,5.63336
brb,1974,6.15635
brb,1981,13.39902
brb,1984,19.69062
brb,1985,19.5937
brb,1989,13.81124
brb,1990,13.41635
brb,1992,24.42513
brb,1999,21.25387
brb,2000,22.18694
brb,2001,23.05115
brb,2007,38.05153
brb,2009,47.30798
brb,2010,43.89679
brb,2011,40.33463
brn,1977,1.69395
brn,1979,1.67707
brn,1983,1.0365
brn,1984,2.05128
brn,1986,2.8054
brn,1987,4.16629
brn,1992,4.52656
brn,1993,4.54212
brn,1994,4.66129
brn,1998,6.88782
brn,1999,8.40431
brn,2000,9.37938
brn,2001,11.09915
brn,2002,10.56879
brn,2003,10.00748
brn,2004,9.98684
brn,2005,9.73887
brn,2006,9.85972
brn,2007,10.54112
brn,2008,10.58759
brn,2009,12.16166
brn,2010,10.91779
brn,2011,12.74174
brn,2012,16.40326
brn,2013,17.25036
brn,2014,23.67862
brn,2015,23.40085
brn,2016,24.32432
brn,2017,25.92163
brn,2018,24.71217
brn,2019,24.91084
brn,2020,25.34664
btn,1978,0.61062
btn,1979,1.0468
btn,1980,1.34422
btn,1983,1.17815
btn,1999,3.37899
btn,2005,6.17732
btn,2006,6.65721
btn,2007,7.28415
btn,2008,8.45931
btn,2009,7.92479
btn,2010,8.84846
btn,2011,10.36558
btn,2012,10.98466
btn,2013,12.2484
btn,2015,15.21887
btn,2017,15.43779
btn,2018,15.61055
btn,2019,15.61232
btn,2020,15.97814
bwa,1970,0
bwa,1971,0
bwa,1972,0.53544
bwa,1973,0.61928
bwa,1974,0.64213
bwa,1975,0.99463
bwa,1976,1.02979
bwa,1977,1.17205
bwa,1978,1.42495
bwa,1979,1.49528
bwa,1980,1.90899
bwa,1981,2.086
bwa,1982,2.35639
bwa,1983,2.35933
bwa,1984,2.70645
bwa,1985,2.40536
bwa,1987,3.01061
bwa,1991,5.3731
bwa,1993,5.95815
bwa,1994,6.71139
bwa,1995,5.71723
bwa,1996,6.1603
bwa,1998,6.63673
bwa,1999,6.97783
bwa,2000,7.85054
bwa,2001,8.49551
bwa,2002,8.49923
bwa,2003,9.84598
bwa,2004,11.00672
bwa,2005,10.68045
bwa,2006,12.12825
bwa,2014,24.56857
bwa,2015,25.82068
bwa,2016,21.45258
bwa,2017,20.48172
bwa,2018,22.21492
bwa,2019,20.29845
bwa,2020,20.34147
caf,1979,1.35232
caf,1980,2.00026
caf,1981,1.6382
caf,1982,2.2816
caf,1983,1.96075
caf,1984,2.02168
caf,1986,2.07002
caf,1988,2.03614
caf,1990,2.41459
caf,1991,2.69386
caf,1992,2.45901
caf,1999,3.29113
caf,2000,3.23465
caf,2006,1.77212
caf,2008,3.45019
caf,2009,3.52578
caf,2010,4.03776
caf,2012,4.36418
can,1976,52.39979
can,1989,86.88511
can,1990,81.42568
can,1991,85.776
can,1992,87.4592
can,1993,81.37428
can,1994,83.5521
can,1995,83.62237
can,1996,81.64811
can,1998,51.51695
can,1999,51.74871
can,2000,50.70852
can,2002,50.65492
can,2007,53.7555
can,2008,53.6511
can,2009,52.796
can,2010,52.04627
can,2011,53.84628
can,2012,54.81435
can,2013,56.15423
can,2014,56.37053
can,2015,55.53108
can,2016,56.98357
can,2017,59.06871
can,2018,60.16537
can,2019,65.41322
che,1977,23.31855
che,1978,24.05449
che,1979,24.97052
che,1980,25.56829
che,1981,25.98401
che,1982,25.92703
che,1983,25.39161
che,1984,25.92278
che,1985,28.47474
che,1986,29.10336
che,1987,30.45164
che,1988,31.54958
che,1989,31.97578
che,1990,33.40662
che,1991,34.76701
che,1992,36.18909
che,1993,37.19033
che,1994,38.36944
che,1995,39.21618
che,1996,40.31931
che,1998,41.46726
che,1999,42.95914
che,2000,43.12901
che,2001,45.28377
che,2002,46.08434
che,2003,48.69536
che,2004,49.79207
che,2005,49.05331
che,2006,49.03495
che,2007,49.08339
che,2008,49.0464
che,2009,49.95877
che,2010,53.21018
che,2011,54.7102
che,2012,55.55059
che,2013,55.93575
che,2014,56.75972
che,2015,56.90904
che,2016,57.48347
che,2017,58.82378
che,2018,60.47684
che,2019,62.09361
chl,1970,10.31101
chl,1971,12.83255
chl,1972,15.4769
chl,1975,15.15026
chl,1976,13.98845
chl,1977,13.65813
chl,1978,13.34251
chl,1979,13.2913
chl,1980,14.03508
chl,1983,16.81508
chl,1984,17.53071
chl,1985,18.06098
chl,1986,19.3462
chl,1987,20.0465
chl,1993,28.33228
chl,1994,28.95066
chl,1995,29.51451
chl,1996,31.53129
chl,1997,32.1349
chl,1998,34.1165
chl,1999,36.95147
chl,2000,36.90062
chl,2002,41.80255
chl,2003,44.70679
chl,2004,45.03428
chl,2005,50.43982
chl,2006,48.31537
chl,2007,53.75879
chl,2008,55.94932
chl,2009,59.12312
chl,2010,65.47506
chl,2011,68.90478
chl,2012,71.76283
chl,2013,75.80151
chl,2014,78.37948
chl,2015,80.73681
chl,2016,81.96105
chl,2017,82.46128
chl,2018,84.11824
chl,2019,86.06812
chn,1974,0.45599
chn,1975,0.61341
chn,1976,0.74104
chn,1977,0.83058
chn,1978,0.97526
chn,1979,1.42621
chn,1980,1.66852
chn,1994,4.68749
chn,2003,16.87404
chn,2004,18.73577
chn,2005,20.02829
chn,2006,20.78171
chn,2007,20.74453
chn,2008,20.52263
chn,2009,22.03863
chn,2010,23.49371
chn,2011,24.59831
chn,2012,27.31908
chn,2013,30.50321
chn,2014,39.43411
chn,2015,42.33761
chn,2016,43.81256
chn,2017,44.71566
chn,2018,45.92842
chn,2019,48.72492
chn,2020,53.57205
civ,1971,1.80297
civ,1972,1.76521
civ,1973,2.01055
civ,1974,2.00538
civ,1976,2.05886
civ,1977,2.36312
civ,1979,3.11469
civ,1980,3.44638
civ,1987,4.31736
civ,1994,6.46857
civ,1995,6.35353
civ,1997,9.5183
civ,1999,9.69007
civ,2007,12.03166
civ,2008,11.04526
civ,2009,11.01132
civ,2010,10.20128
civ,2011,4.12062
civ,2013,10.24247
civ,2014,10.60092
civ,2015,10.70056
civ,2016,10.66311
civ,2017,11.06148
civ,2019,11.40789
cmr,1971,0.90052
cmr,1972,1.10427
cmr,1973,1.36595
cmr,1974,1.63772
cmr,1975,1.81116
cmr,2002,6.20882
cmr,2003,6.25383
cmr,2004,6.21752
cmr,2005,7.05768
cmr,2006,7.90593
cmr,2007,8.12636
cmr,2008,8.79128
cmr,2009,10.11319
cmr,2010,12.30369
cmr,2011,13.90974
cmr,2012,14.76211
cmr,2013,17.23155
cmr,2014,18.29294
cmr,2015,18.80599
cmr,2016,13.26124
cmr,2017,14.06749
cmr,2018,15.12481
cod,1971,1.2707
cod,1972,1.49893
cod,1974,1.70498
cod,2007,6.68737
cod,2008,8.38605
cod,2009,10.27764
cod,2011,11.23838
cod,2012,10.64024
cod,2013,9.51943
cod,2016,8.46606
cog,1971,3.04195
cog,1972,2.38473
cog,1975,4.27022
cog,1976,4.38612
cog,1977,4.82566
cog,1978,5.59726
cog,1980,7.79166
cog,1981,7.9143
cog,1982,9.52946
cog,1983,9.75212
cog,1984,9.73726
cog,1985,9.77245
cog,1986,9.59488
cog,1988,9.76476
cog,1989,8.35202
cog,1990,8.0732
cog,1991,7.7982
cog,1992,8.38845
cog,1999,5.67067
cog,2000,7.76668
cog,2001,7.5134
cog,2002,6.37894
cog,2003,5.394
cog,2009,10.33306
cog,2011,11.01244
cog,2012,12.28396
cog,2013,10.63824
cog,2017,15.17202
col,1970,6.24706
col,1974,8.16133
col,1975,9.1174
col,1977,10.53036
col,1978,10.62863
col,1979,10.64259
col,1980,9.84046
col,1981,11.25624
col,1982,11.33627
col,1984,11.94671
col,1985,12.0873
col,1986,12.80581
col,1987,13.1804
col,1988,14.14339
col,1989,13.81702
col,1991,15.13858
col,1995,16.58257
col,1996,17.35319
col,1997,20.07677
col,1998,23.88034
col,1999,22.31348
col,2000,23.65994
col,2001,24.32348
col,2002,24.53381
col,2004,27.11903
col,2005,29.50936
col,2006,31.31875
col,2007,32.2619
col,2008,36.18753
col,2009,36.5479
col,2010,37.54723
col,2011,40.98465
col,2012,42.54465
col,2013,45.42249
col,2014,47.74614
col,2015,49.2762
col,2016,51.3698
col,2017,52.19238
col,2018,51.09034
col,2019,51.05904
com,1990,1.16959
com,1992,0.86444
com,1999,1.55792
com,2000,1.67453
com,2003,3.48445
com,2009,6.86658
com,2010,6.61604
com,2011,8.95091
com,2012,9.30861
com,2013,9.36989
com,2014,9.91274
cpv,2000,1.9814
cpv,2001,1.68176
cpv,2002,3.98363
cpv,2003,4.42718
cpv,2004,5.80617
cpv,2005,7.37718
cpv,2006,8.05008
cpv,2007,8.63913
cpv,2008,10.4883
cpv,2009,12.95629
cpv,2010,15.79387
cpv,2011,17.64257
cpv,2012,17.36779
cpv,2013,18.78535
cpv,2014,19.50478
cpv,2015,18.77702
cpv,2016,19.22659
cpv,2017,19.61041
cpv,2018,19.04477
cri,1970,9.71742
cri,1971,10.58709
cri,1972,11.42381
cri,2004,23.92273
cri,2011,40.75368
cri,2012,42.88308
cri,2013,44.2059
cri,2014,46.79562
cri,2015,46.11328
cri,2016,48.09724
cri,2017,50.15326
cri,2018,49.98328
cri,2019,51.97708
cub,1971,4.36318
cub,1972,6.45045
cub,1973,8.66756
cub,1974,9.24092
cub,1975,11.24858
cub,1977,16.84971
cub,1979,18.90985
cub,1980,18.70828
cub,1981,17.04495
cub,1982,15.77743
cub,1983,15.11806
cub,1984,15.97157
cub,1985,16.79683
cub,1986,18.43988
cub,1987,19.83955
cub,1988,20.30244
cub,1989,18.82149
cub,1990,17.97051
cub,1991,17.90684
cub,1992,16.23987
cub,1993,14.63306
cub,1994,13.65959
cub,1995,11.07712
cub,1996,10.04606
cub,1997,9.87643
cub,1998,9.99529
cub,1999,18.74718
cub,2000,20.21826
cub,2001,23.83513
cub,2002,24.35861
cub,2003,28.396
cub,2004,40.02673
cub,2005,46.40145
cub,2006,66.7919
cub,2007,75.38238
cub,2008,88.60827
cub,2009,86.2843
cub,2010,72.20578
cub,2011,61.67836
cub,2012,50.67987
cub,2013,37.24331
cub,2015,30.16181
cub,2016,28.46138
cub,2017,29.95514
cub,2018,32.2829
cub,2019,33.5921
cub,2020,33.34592
cym,2006,11.58273
cym,2007,12.7285
cym,2008,18.0203
cyp,1971,1.44992
cyp,1972,1.42532
cyp,1973,1.75087
cyp,1974,1.57792
cyp,1978,1.50367
cyp,1979,2.25813
cyp,1980,2.36106
cyp,1981,3.18235
cyp,1982,3.56904
cyp,1983,3.00044
cyp,1984,3.55352
cyp,1985,4.16026
cyp,1986,4.73557
cyp,1987,5.42708
cyp,1988,6.46315
cyp,1989,7.10009
cyp,1990,7.69186
cyp,1991,9.22554
cyp,1992,7.0822
cyp,1993,14.10547
cyp,1994,13.93008
cyp,1995,14.95261
cyp,1996,15.79338
cyp,1997,18.81327
cyp,1999,18.68825
cyp,2000,16.89092
cyp,2001,18.25967
cyp,2002,22.27376
cyp,2003,31.44766
cyp,2004,36.20994
cyp,2005,31.20163
cyp,2006,32.64489
cyp,2007,36.28689
cyp,2008,43.52871
cyp,2009,55.5818
cyp,2010,50.87154
cyp,2011,45.81109
cyp,2012,42.16806
cyp,2013,41.60205
cyp,2014,44.1031
cyp,2015,51.11182
cyp,2016,60.91103
cyp,2017,69.58511
cyp,2018,78.0345
cyp,2019,85.68666
cze,1971,11.19857
cze,1972,10.5885
cze,1973,10.55432
cze,1974,11.30122
cze,1975,12.33814
cze,1976,13.69318
cze,1977,15.49844
cze,1978,17.30112
cze,1979,18.18938
cze,1980,19.24722
cze,1981,19.91413
cze,1982,20.07572
cze,1983,19.6799
cze,1984,18.94357
cze,1985,18.66032
cze,1986,18.34488
cze,1987,18.73001
cze,1988,18.62938
cze,1989,18.07053
cze,1990,18.02954
cze,1991,17.70616
cze,1992,15.92997
cze,1993,15.72258
cze,1994,19.72985
cze,1995,20.97837
cze,1996,22.40448
cze,1997,23.47751
cze,1998,24.09851
cze,1999,25.05238
cze,2000,27.8435
cze,2001,29.24519
cze,2002,32.84299
cze,2003,35.70672
cze,2004,41.72355
cze,2005,44.82749
cze,2006,45.28142
cze,2007,47.92397
cze,2008,50.35145
cze,2009,51.6659
cze,2010,53.63375
cze,2011,54.53499
cze,2012,54.62326
cze,2013,54.0085
cze,2014,54.88054
cze,2015,53.80164
cze,2016,53.18453
cze,2017,53.38812
cze,2018,53.49835
cze,2019,55.10808
deu,1992,40.52727
deu,1993,44.66674
deu,1994,47.89018
deu,1995,50.15128
deu,1996,50.87255
deu,1997,50.75831
deu,2013,63.23872
deu,2014,66.97768
deu,2015,68.40745
deu,2016,69.69071
deu,2017,69.81855
deu,2018,69.28555
deu,2019,72.7634
dji,1976,0
dji,1981,0
dji,1986,0
dji,1991,0
dji,1992,0.13032
dji,1993,0.09495
dji,1994,0.12958
dji,1996,0.23275
dji,1997,0.28944
dji,1999,0.25082
dji,2000,0.2848
dji,2001,0.79748
dji,2002,1.11602
dji,2003,1.48619
dji,2004,1.7321
dji,2005,2.67258
dji,2006,3.00559
dji,2007,3.1891
dji,2008,3.25844
dji,2009,4.04339
dji,2010,4.0952
dji,2011,6.02587
dma,1981,1.1149
dma,1984,0.18609
dma,1985,0.47092
dma,1989,0.35928
dma,1991,6.47224
dma,1992,7.88627
dma,1993,7.2191
dnk,1971,23.16813
dnk,1972,25.10309
dnk,1973,28.00568
dnk,1974,30.25797
dnk,1976,32.4668
dnk,1977,31.11319
dnk,1978,33.2553
dnk,1979,29.31585
dnk,1980,28.5351
dnk,1981,28.18859
dnk,1982,27.50897
dnk,1983,28.485
dnk,1984,28.49822
dnk,1985,28.48756
dnk,1986,28.75606
dnk,1987,28.94192
dnk,1988,29.4858
dnk,1989,30.36747
dnk,1990,32.1553
dnk,1991,33.99051
dnk,1992,35.72295
dnk,1993,41.08409
dnk,1994,42.74075
dnk,1995,42.99976
dnk,1996,43.24218
dnk,1998,45.87263
dnk,1999,47.93286
dnk,2000,48.50414
dnk,2001,51.53119
dnk,2002,53.33802
dnk,2003,56.1588
dnk,2004,62.02895
dnk,2005,67.65491
dnk,2006,66.46123
dnk,2007,65.57846
dnk,2008,62.38283
dnk,2009,60.7516
dnk,2010,60.36312
dnk,2011,63.56284
dnk,2012,65.77358
dnk,2013,68.02861
dnk,2014,67.43602
dnk,2015,68.69721
dnk,2016,68.84727
dnk,2017,68.35646
dnk,2018,68.65917
dnk,2019,68.91108
dom,1971,7.30357
dom,1972,9.96494
dom,1973,9.43903
dom,1975,9.7413
dom,1997,19.444
dom,2003,26.48831
dom,2012,37.50937
dom,2014,37.82701
dom,2015,36.64897
dom,2016,39.18591
dom,2017,42.98214
dza,2004,18.44102
dza,2005,18.36111
dza,2006,18.94768
dza,2007,19.77541
dza,2009,24.66836
dza,2010,24.53242
dza,2011,25.53731
dza,2012,26.03504
dza,2013,27.1193
dza,2014,27.33998
dza,2015,28.78973
dza,2016,32.04778
dza,2017,38.41262
dza,2018,38.8317
dza,2019,39.70176
dza,2020,39.15606
ecu,1971,9.80554
ecu,1972,10.42703
ecu,1973,12.65981
ecu,1979,40.04288
ecu,1980,42.18893
ecu,1984,37.32546
ecu,1988,33.42484
ecu,2008,35.9935
ecu,2012,34.47664
ecu,2015,41.50698
ecu,2018,44.37571
ecu,2019,44.33907
egy,1971,10.07745
egy,1972,11.31978
egy,1973,12.92626
egy,1974,14.59138
egy,1975,16.43713
egy,1976,18.39682
egy,1977,21.36604
egy,1978,22.18753
egy,1979,22.05795
egy,1980,22.54725
egy,1981,23.62536
egy,1982,25.10518
egy,1983,26.00625
egy,1984,27.02828
egy,1985,24.79539
egy,1986,25.85226
egy,1987,26.34539
egy,1988,24.18584
egy,1989,20.46525
egy,1990,18.75234
egy,1991,15.3269
egy,2001,33.13197
egy,2002,33.82263
egy,2003,29.56418
egy,2004,31.89875
egy,2005,32.65121
egy,2006,31.79677
egy,2007,34.2235
egy,2008,30.9961
egy,2009,32.12291
egy,2010,32.75881
egy,2011,28.05342
egy,2012,29.23512
egy,2013,31.7875
egy,2014,32.76692
egy,2015,35.70168
egy,2016,33.48467
egy,2017,34.57846
