geo,time,pa_nus_ppp
aus,1997,1.30767
aus,1998,1.29986
aus,1999,1.29695
aus,2000,1.31151
aus,2001,1.32607
aus,2002,1.33649
aus,2003,1.35324
aus,2004,1.36581
aus,2005,1.38836
aus,2006,1.40352
aus,2007,1.42687
aus,2008,1.47907
aus,2009,1.44254
aus,2010,1.50332
aus,2011,1.51105
aus,2012,1.54011
aus,2013,1.44712
aus,2014,1.45249
aus,2015,1.47369
aus,2016,1.45016
aus,2017,1.47755
aus,2018,1.4704
aus,2019,1.48269
aus,2020,1.44601
aus,2021,1.46408
aut,1990,0.92051
aut,1991,0.92283
aut,1992,0.93366
aut,1993,0.93718
aut,1994,0.94076
aut,1995,0.93815
aut,1996,0.93407
aut,1997,0.9315
aut,1998,0.92276
aut,1999,0.92391
aut,2000,0.90762
aut,2001,0.92317
aut,2002,0.8998
aut,2003,0.88817
aut,2004,0.87808
aut,2005,0.88194
aut,2006,0.86002
aut,2007,0.86818
aut,2008,0.85442
aut,2009,0.84373
aut,2010,0.84219
aut,2011,0.83137
aut,2012,0.81365
aut,2013,0.79708
aut,2014,0.7988
aut,2015,0.79881
aut,2016,0.77693
aut,2017,0.77501
aut,2018,0.7654
aut,2019,0.77081
aut,2020,0.76392
aut,2021,0.75839
aze,1990,0.00001
aze,1991,0.00001
aze,1992,0.00016
aze,1993,0.0013
aze,1994,0.01894
aze,1995,0.11975
aze,1996,0.14867
aze,1997,0.15955
aze,1998,0.15626
aze,1999,0.15736
aze,2000,0.17315
aze,2001,0.17369
aze,2002,0.1782
aze,2003,0.18713
aze,2004,0.19908
aze,2005,0.22149
aze,2006,0.23928
aze,2007,0.28203
aze,2008,0.35349
aze,2009,0.2847
aze,2010,0.31955
aze,2011,0.38351
aze,2012,0.36904
aze,2013,0.35945
aze,2014,0.3548
aze,2015,0.37726
aze,2016,0.4309
aze,2017,0.50547
aze,2018,0.55377
aze,2019,0.54274
aze,2020,0.49562
bdi,1990,71.19364
bdi,1991,71.68353
bdi,1992,73.87222
bdi,1993,77.74897
bdi,1994,81.17682
bdi,1995,92.31278
bdi,1996,103.75513
bdi,1997,134.95626
bdi,1998,148.73545
bdi,1999,168.54411
bdi,2000,186.5852
bdi,2001,207.62391
bdi,2002,206.49178
bdi,2003,226.9442
bdi,2004,250.04685
bdi,2005,288.18292
bdi,2006,287.67792
bdi,2007,303.33029
bdi,2008,369.59503
bdi,2009,405.16146
bdi,2010,434.78326
bdi,2011,461.50912
bdi,2012,527.05298
bdi,2013,539.3111
bdi,2014,547.09961
bdi,2015,570.65912
bdi,2016,585.89319
bdi,2017,654.89587
bdi,2018,621.30824
bdi,2019,615.43056
bdi,2020,680.45371
bel,1990,0.91366
bel,1991,0.90919
bel,1992,0.91938
bel,1993,0.93395
bel,1994,0.93358
bel,1995,0.92557
bel,1996,0.92787
bel,1997,0.92748
bel,1998,0.9356
bel,1999,0.93135
bel,2000,0.90011
bel,2001,0.89263
bel,2002,0.8733
bel,2003,0.87611
bel,2004,0.88833
bel,2005,0.89179
bel,2006,0.87427
bel,2007,0.87897
bel,2008,0.86694
bel,2009,0.85011
bel,2010,0.83657
bel,2011,0.83191
bel,2012,0.82214
bel,2013,0.80617
bel,2014,0.80021
bel,2015,0.8
bel,2016,0.78101
bel,2017,0.77563
bel,2018,0.76641
bel,2019,0.7669
bel,2020,0.7455
bel,2021,0.73005
ben,1990,86.12553
ben,1991,83.93857
ben,1992,84.55099
ben,1993,84.55758
ben,1994,110.5275
ben,1995,124.60373
ben,1996,130.81529
ben,1997,133.23057
ben,1998,138.64024
ben,1999,202.73536
ben,2000,206.91078
ben,2001,206.45899
ben,2002,210.46788
ben,2003,212.95697
ben,2004,208.9702
ben,2005,211.35897
ben,2006,209.44719
ben,2007,204.76383
ben,2008,213.78034
ben,2009,217.5512
ben,2010,216.93969
ben,2011,220.43358
ben,2012,234.0042
ben,2013,231.47722
ben,2014,225.04424
ben,2015,220.5239
ben,2016,214.43387
ben,2017,216.77361
ben,2018,213.11021
ben,2019,208.54022
ben,2020,211.9872
bfa,1990,162.54309
bfa,1991,150.9877
bfa,1992,147.95868
bfa,1993,142.44883
bfa,1994,159.88759
bfa,1995,167.20516
bfa,1996,164.7713
bfa,1997,164.3958
bfa,1998,175.47435
bfa,1999,203.05902
bfa,2000,196.99071
bfa,2001,200.399
bfa,2002,203.3093
bfa,2003,202.56605
bfa,2004,197.43432
bfa,2005,198.62994
bfa,2006,191.51766
bfa,2007,191.15596
bfa,2008,204.68409
bfa,2009,208.02192
bfa,2010,213.39774
bfa,2011,223.11581
bfa,2012,238.97865
bfa,2013,231.07925
bfa,2014,231.32593
bfa,2015,225.41592
bfa,2016,215.19669
bfa,2017,208.7572
bfa,2018,206.05192
bfa,2019,205.71171
bfa,2020,217.15497
bgd,1990,13.55053
bgd,1991,13.46504
bgd,1992,13.50497
bgd,1993,13.21278
bgd,1994,13.44962
bgd,1995,14.11462
bgd,1996,14.44777
bgd,1997,14.73336
bgd,1998,15.25942
bgd,1999,15.61099
bgd,2000,15.79593
bgd,2001,15.96097
bgd,2002,16.3241
bgd,2003,16.95855
bgd,2004,17.26734
bgd,2005,17.51374
bgd,2006,17.99818
bgd,2007,18.66158
bgd,2008,19.74451
bgd,2009,20.92061
bgd,2010,22.15713
bgd,2011,23.40956
bgd,2012,23.78735
bgd,2013,24.9662
bgd,2014,25.81888
bgd,2015,27.28373
bgd,2016,28.49883
bgd,2017,29.73817
bgd,2018,30.66644
bgd,2019,31.47202
bgd,2020,32.36904
bgr,1990,0.00069
bgr,1991,0.00218
bgr,1992,0.0034
bgr,1993,0.00502
bgr,1994,0.00848
bgr,1995,0.01961
bgr,1996,0.0382
bgr,1997,0.39818
bgr,1998,0.51875
bgr,1999,0.52517
bgr,2000,0.53603
bgr,2001,0.55596
bgr,2002,0.55829
bgr,2003,0.55983
bgr,2004,0.58025
bgr,2005,0.5965
bgr,2006,0.61823
bgr,2007,0.65643
bgr,2008,0.67768
bgr,2009,0.6932
bgr,2010,0.67694
bgr,2011,0.70107
bgr,2012,0.69282
bgr,2013,0.68001
bgr,2014,0.66123
bgr,2015,0.6787
bgr,2016,0.66666
bgr,2017,0.67628
bgr,2018,0.6801
bgr,2019,0.70452
bgr,2020,0.70423
bhr,1990,0.1194
bhr,1991,0.11332
bhr,1992,0.10688
bhr,1993,0.10125
bhr,1994,0.1064
bhr,1995,0.10535
bhr,1996,0.10366
bhr,1997,0.10279
bhr,1998,0.09447
bhr,1999,0.0956
bhr,2000,0.12155
bhr,2001,0.11494
bhr,2002,0.11702
bhr,2003,0.12476
bhr,2004,0.13485
bhr,2005,0.14874
bhr,2006,0.15713
bhr,2007,0.16593
bhr,2008,0.18126
bhr,2009,0.15652
bhr,2010,0.16623
bhr,2011,0.17868
bhr,2012,0.17551
bhr,2013,0.18068
bhr,2014,0.18387
bhr,2015,0.18673
bhr,2016,0.18988
bhr,2017,0.18712
bhr,2018,0.19065
bhr,2019,0.18751
bhr,2020,0.17539
bhs,1990,1.0274
bhs,1991,1.0192
bhs,1992,1.03541
bhs,1993,1.00281
bhs,1994,1.00328
bhs,1995,0.99056
bhs,1996,0.98233
bhs,1997,0.98367
bhs,1998,1.00239
bhs,1999,0.99033
bhs,2000,0.97761
bhs,2001,0.96001
bhs,2002,0.98249
bhs,2003,0.97572
bhs,2004,0.96149
bhs,2005,0.9796
bhs,2006,0.95869
bhs,2007,0.96113
bhs,2008,0.95683
bhs,2009,0.93975
bhs,2010,0.92528
bhs,2011,0.89856
bhs,2012,0.91524
bhs,2013,0.90308
bhs,2014,0.90427
bhs,2015,0.93631
bhs,2016,0.92412
bhs,2017,0.90141
bhs,2018,0.8897
bhs,2019,0.89008
bhs,2020,0.77428
bih,1994,0.66011
bih,1995,0.70375
bih,1996,0.57322
bih,1997,0.63642
bih,1998,0.61939
bih,1999,0.66159
bih,2000,0.68525
bih,2001,0.7045
bih,2002,0.71573
bih,2003,0.71675
bih,2004,0.71438
bih,2005,0.72343
bih,2006,0.71846
bih,2007,0.73108
bih,2008,0.75286
bih,2009,0.7352
bih,2010,0.73225
bih,2011,0.71816
bih,2012,0.70594
bih,2013,0.68616
bih,2014,0.6872
bih,2015,0.69409
bih,2016,0.67557
bih,2017,0.68066
bih,2018,0.67444
bih,2019,0.68055
bih,2020,0.66936
blr,1990,0
blr,1991,0
blr,1992,0
blr,1993,0
blr,1994,0.00004
blr,1995,0.00031
blr,1996,0.00047
blr,1997,0.00079
blr,1998,0.00137
blr,1999,0.00565
blr,2000,0.01576
blr,2001,0.02768
blr,2002,0.03949
blr,2003,0.05066
blr,2004,0.06052
blr,2005,0.06983
blr,2006,0.07506
blr,2007,0.08251
blr,2008,0.0981
blr,2009,0.10637
blr,2010,0.11702
blr,2011,0.19605
blr,2012,0.32017
blr,2013,0.37392
blr,2014,0.44866
blr,2015,0.52516
blr,2016,0.56376
blr,2017,0.60904
blr,2018,0.66696
blr,2019,0.71179
blr,2020,0.77436
blz,1990,1.31846
blz,1991,1.23478
blz,1992,1.25623
blz,1993,1.24741
blz,1994,1.26525
blz,1995,1.31427
blz,1996,1.31601
blz,1997,1.27378
blz,1998,1.27828
blz,1999,1.23167
blz,2000,1.21047
blz,2001,1.18086
blz,2002,1.1826
blz,2003,1.12893
blz,2004,1.12141
blz,2005,1.11876
blz,2006,1.13742
blz,2007,1.15755
blz,2008,1.16598
blz,2009,1.12557
blz,2010,1.12925
blz,2011,1.15123
blz,2012,1.23902
blz,2013,1.26429
blz,2014,1.31248
blz,2015,1.31853
blz,2016,1.34227
blz,2017,1.37507
blz,2018,1.34518
blz,2019,1.34386
blz,2020,1.27451
bmu,1990,0.87308
bmu,1991,0.89883
bmu,1992,0.90353
bmu,1993,0.92847
bmu,1994,0.92687
bmu,1995,0.94577
bmu,1996,1.20149
bmu,1997,1.22788
bmu,1998,1.2475
bmu,1999,1.2631
bmu,2000,1.18314
bmu,2001,1.1419
bmu,2002,1.22057
bmu,2003,1.23217
bmu,2004,1.25616
bmu,2005,1.3006
bmu,2006,1.33027
bmu,2007,1.38065
bmu,2008,1.4235
bmu,2009,1.42747
bmu,2010,1.44258
bmu,2011,1.3968
bmu,2012,1.45925
bmu,2013,1.44176
bmu,2014,1.43173
bmu,2015,1.41924
bmu,2016,1.39973
bmu,2017,1.36642
bmu,2018,1.35557
bmu,2019,1.37337
bmu,2020,1.32476
bol,1990,0.94793
bol,1991,1.07912
bol,1992,1.19434
bol,1993,1.24319
bol,1994,1.31399
bol,1995,1.43407
bol,1996,1.57137
bol,1997,1.63184
bol,1998,1.72746
bol,1999,1.74393
bol,2000,1.79443
bol,2001,1.78875
bol,2002,1.81057
bol,2003,1.89007
bol,2004,1.98717
bol,2005,2.04163
bol,2006,2.25243
bol,2007,2.35524
bol,2008,2.55014
bol,2009,2.4696
bol,2010,2.65543
bol,2011,2.98091
bol,2012,3.04548
bol,2013,3.0334
bol,2014,3.01776
bol,2015,2.9407
bol,2016,2.83471
bol,2017,2.74894
bol,2018,2.76653
bol,2019,2.69918
bol,2020,2.61612
bra,1990,0.00001
bra,1991,0.00006
bra,1992,0.0006
bra,1993,0.01238
bra,1994,0.28364
bra,1995,0.53891
bra,1996,0.62689
bra,1997,0.66348
bra,1998,0.6884
bra,1999,0.73296
bra,2000,0.75713
bra,2001,0.80181
bra,2002,0.86667
bra,2003,0.97076
bra,2004,1.01859
bra,2005,1.06123
bra,2006,1.09984
bra,2007,1.14003
bra,2008,1.21645
bra,2009,1.29554
bra,2010,1.38849
bra,2011,1.47322
bra,2012,1.6057
bra,2013,1.70128
bra,2014,1.8132
bra,2015,1.98881
bra,2016,2.13308
bra,2017,2.18156
bra,2018,2.22614
bra,2019,2.28071
bra,2020,2.36184
brb,1990,1.62004
brb,1991,1.63749
brb,1992,1.63498
brb,1993,1.6801
brb,1994,1.68133
brb,1995,1.66353
brb,1996,1.67508
brb,1997,1.66075
brb,1998,1.78519
brb,1999,1.8378
brb,2000,1.77384
brb,2001,1.77491
brb,2002,1.76314
brb,2003,1.75031
brb,2004,1.80376
brb,2005,1.86591
brb,2006,1.88835
brb,2007,1.99409
brb,2008,1.98856
brb,2009,1.94026
brb,2010,1.99114
brb,2011,2.01889
brb,2012,2.12274
brb,2013,2.14561
brb,2014,2.17312
brb,2015,2.13078
brb,2016,2.11887
brb,2017,2.20301
brb,2018,2.21107
brb,2019,2.22675
brb,2020,2.30327
brn,1990,0.44138
brn,1991,0.41483
brn,1992,0.41259
brn,1993,0.39114
brn,1994,0.3494
brn,1995,0.35206
brn,1996,0.36125
brn,1997,0.38537
brn,1998,0.33669
brn,1999,0.37038
brn,2000,0.4674
brn,2001,0.43179
brn,2002,0.42666
brn,2003,0.44445
brn,2004,0.50155
brn,2005,0.57768
brn,2006,0.61705
brn,2007,0.60764
brn,2008,0.6717
brn,2009,0.51936
brn,2010,0.59905
brn,2011,0.70521
brn,2012,0.67601
brn,2013,0.66811
brn,2014,0.6497
brn,2015,0.68511
brn,2016,0.66635
brn,2017,0.64685
brn,2018,0.68991
brn,2019,0.6552
brn,2020,0.57707
btn,1990,6.08858
btn,1991,6.41601
btn,1992,6.83281
btn,1993,7.24284
btn,1994,7.96658
btn,1995,8.44938
btn,1996,8.9706
btn,1997,9.95049
btn,1998,10.89223
btn,1999,11.39972
btn,2000,11.97003
btn,2001,12.3408
btn,2002,12.72633
btn,2003,12.87739
btn,2004,13.00438
btn,2005,13.35597
btn,2006,13.66628
btn,2007,13.70184
btn,2008,14.18103
btn,2009,14.74313
btn,2010,15.42648
btn,2011,16.3968
btn,2012,17.14761
btn,2013,18.1354
btn,2014,18.67707
btn,2015,18.58677
btn,2016,18.83105
btn,2017,19.20834
btn,2018,19.08798
btn,2019,18.92181
btn,2020,19.97773
bwa,1990,0.96518
bwa,1991,0.98195
bwa,1992,1.02381
bwa,1993,1.13076
bwa,1994,1.2119
bwa,1995,1.27194
bwa,1996,1.45032
bwa,1997,1.49595
bwa,1998,1.62675
bwa,1999,1.83187
bwa,2000,2.04573
bwa,2001,2.16823
bwa,2002,2.15982
bwa,2003,2.18954
bwa,2004,2.34704
bwa,2005,2.62829
bwa,2006,2.74174
bwa,2007,2.80158
bwa,2008,2.8781
bwa,2009,3.04091
bwa,2010,3.27401
bwa,2011,3.65466
bwa,2012,3.96379
bwa,2013,4.12585
bwa,2014,4.28443
bwa,2015,4.43013
bwa,2016,4.57506
bwa,2017,4.73385
bwa,2018,4.60751
bwa,2019,4.54688
bwa,2020,4.74664
caf,1990,220.07485
caf,1991,212.04607
caf,1992,213.09043
caf,1993,201.01036
caf,1994,244.8535
caf,1995,263.56239
caf,1996,249.65319
caf,1997,247.28689
caf,1998,243.52185
caf,1999,249.86151
caf,2000,265.18803
caf,2001,260.60147
caf,2002,250.45864
caf,2003,249.17834
caf,2004,231.87285
caf,2005,234.2868
caf,2006,234.98684
caf,2007,233.04618
caf,2008,244.77777
caf,2009,244.65455
caf,2010,252.02104
caf,2011,256.76135
caf,2012,262.129
caf,2013,254.34715
caf,2014,290.94522
caf,2015,283.52374
caf,2016,280.04779
caf,2017,286.82916
caf,2018,276.67512
caf,2019,278.29572
caf,2020,287.19484
can,1990,1.24156
can,1991,1.23759
can,1992,1.22769
can,1993,1.21469
can,1994,1.2066
can,1995,1.20843
can,1996,1.20741
can,1997,1.20057
can,1998,1.18504
can,1999,1.19081
can,2000,1.2276
can,2001,1.22046
can,2002,1.22933
can,2003,1.22571
can,2004,1.23266
can,2005,1.21364
can,2006,1.20537
can,2007,1.2121
can,2008,1.23439
can,2009,1.20224
can,2010,1.22182
can,2011,1.2399
can,2012,1.24461
can,2013,1.224
can,2014,1.23036
can,2015,1.24804
can,2016,1.20704
can,2017,1.2123
can,2018,1.20652
can,2019,1.24685
can,2020,1.24572
can,2021,1.28673
che,1990,1.93265
che,1991,1.97055
che,1992,1.96758
che,1993,1.96665
che,1994,1.94833
che,1995,1.9224
che,1996,1.88706
che,1997,1.84369
che,1998,1.82759
che,1999,1.80284
che,2000,1.78889
che,2001,1.76914
che,2002,1.70976
che,2003,1.71525
che,2004,1.69181
che,2005,1.68655
che,2006,1.59885
che,2007,1.53213
che,2008,1.49305
che,2009,1.47006
che,2010,1.46606
che,2011,1.3975
che,2012,1.35407
che,2013,1.31248
che,2014,1.28176
che,2015,1.23579
che,2016,1.20196
che,2017,1.18773
che,2018,1.17887
che,2019,1.17727
che,2020,1.13977
che,2021,1.10931
chl,1990,168.86742
chl,1991,198.00268
chl,1992,216.37901
chl,1993,233.85817
chl,1994,257.8202
chl,1995,276.06891
chl,1996,275.7318
chl,1997,279.35646
chl,1998,279.12714
chl,1999,281.52242
chl,2000,287.04525
chl,2001,291.55925
chl,2002,296.82318
chl,2003,304.40616
chl,2004,319.7181
chl,2005,333.69
chl,2006,318.57472
chl,2007,323.87896
chl,2008,340.40083
chl,2009,354.32589
chl,2010,359.83702
chl,2011,348.01685
chl,2012,347.22851
chl,2013,349.68054
chl,2014,367.21391
chl,2015,391.17886
chl,2016,397.2507
chl,2017,397.6894
chl,2018,396.22941
chl,2019,408.02164
chl,2020,417.72462
chl,2021,435.22006
chn,1990,1.69323
chn,1991,1.74781
chn,1992,1.84883
chn,1993,2.08028
chn,1994,2.45671
chn,1995,2.73509
chn,1996,2.86067
chn,1997,2.85585
chn,1998,2.79864
chn,1999,2.72397
chn,2000,2.71936
chn,2001,2.71547
chn,2002,2.68928
chn,2003,2.70898
chn,2004,2.82135
chn,2005,2.84293
chn,2006,2.86778
chn,2007,3.00919
chn,2008,3.18187
chn,2009,3.15118
chn,2010,3.32923
chn,2011,3.52447
chn,2012,3.56097
chn,2013,3.66364
chn,2014,3.75885
chn,2015,3.8707
chn,2016,3.98884
chn,2017,4.18381
chn,2018,4.2287
chn,2019,4.20803
chn,2020,4.18391
civ,1990,133.11324
civ,1991,129.61322
civ,1992,126.69506
civ,1993,131.37802
civ,1994,188.29815
civ,1995,204.79897
civ,1996,211.1384
civ,1997,215.5635
civ,1998,224.64823
civ,1999,219.73265
civ,2000,218.36902
civ,2001,228.37478
civ,2002,235.12018
civ,2003,238.40038
civ,2004,226.33884
civ,2005,222.35788
civ,2006,218.76078
civ,2007,219.61776
civ,2008,227.00219
civ,2009,228.00567
civ,2010,228.79668
civ,2011,236.91058
civ,2012,241.71538
civ,2013,247.24161
civ,2014,246.51933
civ,2015,250.63824
civ,2016,252.41083
civ,2017,253.74561
civ,2018,249.36919
civ,2019,245.48684
civ,2020,244.92735
cmr,1990,164.41602
cmr,1991,164.71334
cmr,1992,158.9857
cmr,1993,217.116
cmr,1994,233.02377
cmr,1995,239.63329
cmr,1996,236.29071
cmr,1997,246.44832
cmr,1998,246.30295
cmr,1999,240.07867
cmr,2000,238.42568
cmr,2001,239.06946
cmr,2002,241.87651
cmr,2003,242.10405
cmr,2004,236.08582
cmr,2005,232.06127
cmr,2006,230.42479
cmr,2007,225.498
cmr,2008,232.1237
cmr,2009,238.66882
cmr,2010,237.54334
cmr,2011,238.70708
cmr,2012,242.19395
cmr,2013,241.08301
cmr,2014,239.11934
cmr,2015,240.70827
cmr,2016,237.44376
cmr,2017,232.80139
cmr,2018,231.65561
cmr,2019,230.25505
cmr,2020,228.76438
cod,1990,0
cod,1991,0
cod,1992,0
cod,1993,0.00001
cod,1994,0.00302
cod,1995,0.01676
cod,1996,0.12148
cod,1997,0.34926
cod,1998,0.4384
cod,1999,2.3419
cod,2000,62.53866
cod,2001,105.90625
cod,2002,137.32695
cod,2003,152.9103
cod,2004,158.37982
cod,2005,199.47366
cod,2006,219.41406
cod,2007,256.98906
cod,2008,303.67579
cod,2009,399.80213
cod,2010,477.34404
cod,2011,532.06342
cod,2012,583.25464
cod,2013,558.90662
cod,2014,530.01764
cod,2015,508.59552
cod,2016,494.12671
cod,2017,645.39056
cod,2018,818.30136
cod,2019,836.1569
cod,2020,881.85477
cog,1990,101.67441
cog,1991,96.89231
cog,1992,93.2468
cog,1993,90.05767
cog,1994,120.58148
cog,1995,122.11569
cog,1996,141.49591
cog,1997,145.91137
cog,1998,117.99521
cog,1999,150.46074
cog,2000,216.40004
cog,2001,182.26797
cog,2002,176.30966
cog,2003,165.73592
cog,2004,188.51629
cog,2005,221.81641
cog,2006,239.80287
cog,2007,249.26978
cog,2008,284.29409
cog,2009,222.42691
cog,2010,284.54411
cog,2011,309.25119
cog,2012,316.11636
cog,2013,316.15192
cog,2014,314.80508
cog,2015,311.99905
cog,2016,316.62527
cog,2017,297.67398
cog,2018,359.91195
cog,2019,348.20163
cog,2020,293.35016
col,1990,174.28942
col,1991,214.11671
col,1992,256.79287
col,1993,313.16129
col,1994,374.36432
col,1995,435.79734
col,1996,500.15167
col,1997,574.11043
col,1998,651.59025
col,1999,723.39569
col,2000,786.49607
col,2001,819.7821
col,2002,855.18132
col,2003,896.92503
col,2004,937.02176
col,2005,951.90883
col,2006,977.60805
col,2007,1001.55889
col,2008,1057.87533
col,2009,1092.54078
col,2010,1121.04742
col,2011,1168.24304
col,2012,1203.58521
col,2013,1206.67908
col,2014,1220.6073
col,2015,1276.47937
col,2016,1298.14261
col,2017,1328.01663
col,2018,1322.16054
col,2019,1343.60178
col,2020,1320.0954
col,2021,1362.0096
com,1990,165.47862
com,1991,173.06116
com,1992,157.7592
com,1993,158.47192
com,1994,169.76978
com,1995,180.11936
com,1996,182.53861
com,1997,180.98955
com,1998,181.38532
com,1999,189.19468
com,2000,191.39866
com,2001,203.45373
com,2002,208.63891
com,2003,215.30574
com,2004,216.7653
com,2005,210.88119
com,2006,211.05427
com,2007,212.81907
com,2008,215.2492
com,2009,215.81198
com,2010,216.85342
com,2011,218.97758
com,2012,213.96362
com,2013,211.50003
com,2014,206.34311
com,2015,203.34404
com,2016,197.57056
com,2017,190.1259
com,2018,189.07616
com,2019,193.19079
com,2020,194.06382
cpv,1990,56.26734
cpv,1991,57.03512
cpv,1992,53.46913
cpv,1993,78.00924
cpv,1994,54.09683
cpv,1995,52.16613
cpv,1996,54.18244
cpv,1997,52.78596
cpv,1998,52.02307
cpv,1999,55.18632
cpv,2000,53.33137
cpv,2001,54.87709
cpv,2002,53.82637
cpv,2003,55.44554
cpv,2004,50.57289
cpv,2005,48.16486
cpv,2006,48.91921
cpv,2007,48.28993
cpv,2008,49.04821
cpv,2009,49.73566
cpv,2010,49.41111
cpv,2011,49.69546
cpv,2012,51.14079
cpv,2013,51.85522
cpv,2014,51.83973
cpv,2015,50.45266
cpv,2016,49.36414
cpv,2017,48.47713
cpv,2018,48.06188
cpv,2019,47.48478
