geo,time,st_int_xpnd_cd
nga,1995,938000000
nga,1996,1318000000
nga,1997,1840000000
nga,1998,1589000000
nga,1999,640000000
nga,2000,610000000
nga,2001,858000000
nga,2002,910000000
nga,2003,2076000000
nga,2005,501000000
nga,2006,3536000000
nga,2007,6665000000
nga,2008,11007000000
nga,2009,6236000000
nga,2010,8348000000
nga,2011,9533000000
nga,2012,9240000000
nga,2013,9152000000
nga,2014,9204000000
nga,2015,9017000000
nga,2016,4524000000
nga,2017,8194000000
nga,2018,13218000000
nga,2019,16406000000
nga,2020,6613000000
nic,1995,56000000
nic,1996,79000000
nic,1997,86000000
nic,1998,94000000
nic,1999,114000000
nic,2000,126000000
nic,2001,128000000
nic,2002,125000000
nic,2003,139000000
nic,2004,154000000
nic,2005,162000000
nic,2006,224000000
nic,2007,238000000
nic,2008,265000000
nic,2009,256000000
nic,2010,225000000
nic,2011,240000000
nic,2012,241000000
nic,2013,277000000
nic,2014,286000000
nic,2015,273000000
nic,2016,310000000
nic,2017,365000000
nic,2018,349000000
nic,2019,312000000
nic,2020,102000000
nld,1995,13151000000
nld,1996,13709000000
nld,1997,12555000000
nld,1998,13474000000
nld,1999,13468000000
nld,2000,13649000000
nld,2001,13061000000
nld,2002,14201000000
nld,2003,15887000000
nld,2004,16937000000
nld,2012,20094000000
nld,2013,21009000000
nld,2014,23655000000
nld,2015,20234000000
nld,2016,20188800781.25
nld,2017,22301099609.375
nld,2018,23359300781.25
nld,2019,22547400390.625
nld,2020,7435700195.3125
nld_curacao,2002,137000000
nld_curacao,2003,176000000
nld_curacao,2004,195000000
nld_curacao,2005,164000000
nld_curacao,2006,191000000
nld_curacao,2007,223000000
nld_curacao,2008,229000000
nld_curacao,2009,258000000
nld_curacao,2010,282000000
nld_curacao,2011,321000000
nld_curacao,2012,357000000
nld_curacao,2013,377000000
nld_curacao,2014,383000000
nld_curacao,2015,419000000
nld_curacao,2016,428000000
nld_curacao,2017,447000000
nld_curacao,2018,452000000
nld_curacao,2019,411000000
nld_curacao,2020,127000000
nor,1995,4481000000
nor,1996,4759000000
nor,1997,4756000000
nor,1998,5069000000
nor,1999,5185000000
nor,2000,4893000000
nor,2001,4718000000
nor,2002,5610000000
nor,2003,7089000000
nor,2004,8894000000
nor,2005,10400000000
nor,2006,11273000000
nor,2007,13256000000
nor,2008,15118000000
nor,2009,13221000000
nor,2010,14658000000
nor,2011,16958000000
nor,2012,18131000000
nor,2013,20116000000
nor,2014,20166000000
nor,2015,16485000000
nor,2016,16384000000
nor,2017,17489000000
nor,2018,18307000000
nor,2019,17683000000
nor,2020,4230000000
npl,1995,167000000
npl,1996,155000000
npl,1997,141000000
npl,1998,107000000
npl,1999,116000000
npl,2000,109000000
npl,2001,128000000
npl,2002,108000000
npl,2003,119000000
npl,2004,205000000
npl,2005,221000000
npl,2006,261000000
npl,2007,402000000
npl,2008,545000000
npl,2009,572000000
npl,2010,528000000
npl,2011,420000000
npl,2012,562000000
npl,2013,598000000
npl,2014,680000000
npl,2015,669000000
npl,2016,634000000
npl,2017,886000000
npl,2018,915000000
npl,2019,713000000
npl,2020,267000000
nru,2008,1500000
nru,2009,2500000
nru,2010,2900000
nru,2011,2900000
nru,2012,1900000
nru,2013,4300000
nru,2014,10700000
nru,2015,6400000
nru,2016,10000000
nru,2017,9000000
nru,2018,7100000
nzl,1995,1259000000
nzl,1996,1466000000
nzl,1997,1461000000
nzl,1998,1383000000
nzl,1999,1430000000
nzl,2000,1235000000
nzl,2001,1255000000
nzl,2002,1386000000
nzl,2003,1649000000
nzl,2004,2229000000
nzl,2005,2671000000
nzl,2006,2535000000
nzl,2007,3077000000
nzl,2008,3006000000
nzl,2009,2580000000
nzl,2010,3039000000
nzl,2011,3461000000
nzl,2012,3715000000
nzl,2013,3861000000
nzl,2014,4108000000
nzl,2015,3721000000
nzl,2016,4010000000
nzl,2017,4463000000
nzl,2018,4603000000
omn,1998,542000000
omn,1999,583000000
omn,2000,629000000
omn,2001,703000000
omn,2002,702000000
omn,2003,804000000
omn,2004,823000000
omn,2005,863000000
omn,2006,894000000
omn,2007,952000000
omn,2008,1197000000
omn,2009,1295000000
omn,2010,1243000000
omn,2011,1493000000
omn,2012,1644000000
omn,2013,1824000000
omn,2014,2081000000
omn,2015,2208000000
omn,2016,2643000000
omn,2017,2915000000
omn,2018,3210000000
omn,2019,3406000000
omn,2020,1236000000
pak,1995,654000000
pak,1996,1018000000
pak,1997,591000000
pak,1998,565000000
pak,1999,447000000
pak,2000,574000000
pak,2001,555000000
pak,2002,491000000
pak,2003,1163000000
pak,2004,1612000000
pak,2005,1753000000
pak,2006,2029000000
pak,2007,2075000000
pak,2008,2163000000
pak,2009,1098000000
pak,2010,1370000000
pak,2011,1857000000
pak,2012,1851000000
pak,2013,1638000000
pak,2014,2209000000
pak,2015,2642000000
pak,2016,2931000000
pak,2017,3316000000
pak,2018,2959000000
pak,2019,2998000000
pak,2020,1245000000
pan,1995,181000000
pan,1996,210000000
pan,1997,243000000
pan,1998,245000000
pan,1999,259000000
pan,2000,241000000
pan,2001,227000000
pan,2002,252000000
pan,2003,267000000
pan,2004,294000000
pan,2005,388000000
pan,2006,403000000
pan,2007,457000000
pan,2008,560000000
pan,2009,503000000
pan,2010,575000000
pan,2011,679000000
pan,2012,591000000
pan,2013,1078000000
pan,2014,1147000000
pan,2015,1272000000
pan,2016,1351000000
pan,2017,1132000000
pan,2018,1395000000
pan,2019,1623000000
pan,2020,601000000
per,1995,428000000
per,1996,492000000
per,1997,608000000
per,1998,642000000
per,1999,652000000
per,2000,641000000
per,2001,773000000
per,2002,806000000
per,2003,847000000
per,2004,852000000
per,2005,970000000
per,2006,1047000000
per,2007,1243000000
per,2008,1432000000
per,2009,1404000000
per,2010,1648000000
per,2011,1768000000
per,2012,1900000000
per,2013,2105000000
per,2014,2118000000
per,2015,2539000000
per,2016,2700000000
per,2017,2893000000
per,2018,3353000000
per,2019,3627399902.34375
per,2020,938000000
phl,1995,551000000
phl,1996,1287000000
phl,1997,1969000000
phl,1998,2022000000
phl,1999,1737000000
phl,2000,1841000000
phl,2001,1918000000
phl,2002,1874000000
phl,2003,1649000000
phl,2004,1526000000
phl,2005,3286000000
phl,2006,3075000000
phl,2007,3351000000
phl,2008,4285000000
phl,2009,4056000000
phl,2010,5964000000
phl,2011,6055000000
phl,2012,7140000000
phl,2013,8400000000
phl,2014,11130000000
phl,2015,11868000000
phl,2016,11681000000
phl,2017,12442000000
phl,2018,12474000000
phl,2019,12926000000
phl,2020,4872000000
plw,2000,11500000
plw,2001,14100000.38147
plw,2002,18200000.76294
plw,2003,16399999.61853
plw,2004,18200000.76294
plw,2005,18000000
plw,2006,17399999.61853
plw,2007,17100000.38147
plw,2008,19100000.38147
plw,2009,16100000.38147
plw,2010,15199999.80927
plw,2011,17000000
plw,2012,19399999.61853
plw,2013,18500000
plw,2014,17200000.76294
plw,2015,21899999.61853
plw,2016,23799999.23706
plw,2017,23299999.23706
png,2003,52000000
png,2004,71900001.52588
png,2005,56200000.76294
png,2006,43000000
png,2007,81000000
png,2008,75000000
png,2009,132000000
png,2010,138000000
png,2011,186000000
png,2012,203000000
png,2013,214000000
png,2014,168000000
png,2015,135000000
png,2016,126599998.47412
png,2017,168600006.10352
png,2018,134000000
pol,1995,5865000000
pol,1996,6357000000
pol,1997,5855000000
pol,1998,4524000000
pol,1999,3810000000
pol,2000,3417000000
pol,2001,3595000000
pol,2002,3440000000
pol,2003,3286000000
pol,2004,5086000000
pol,2005,5887000000
pol,2006,7645000000
pol,2007,8339000000
pol,2008,10683000000
pol,2009,7883000000
pol,2010,8888000000
pol,2011,8672000000
pol,2012,8911000000
pol,2013,8916000000
pol,2014,9177000000
pol,2015,8285000000
pol,2016,8509000000
pol,2017,9420000000
pol,2018,10367000000
pol,2019,10161000000
pol,2020,5547000000
pri,1995,1155000000
pri,1996,1137000000
pri,1997,1235000000
pri,1998,1242000000
pri,1999,1172000000
pri,2000,1333000000
pri,2001,1456000000
pri,2002,1319000000
pri,2003,1420000000
pri,2004,1584000000
pri,2005,1663000000
pri,2006,1752000000
pri,2007,1743000000
pri,2008,1761000000
pri,2009,1388000000
pri,2010,1182000000
pri,2011,1202000000
pri,2012,1162000000
pri,2013,1142000000
pri,2014,1094000000
pri,2015,983000000
pri,2016,1059000000
pri,2017,1072000000
pri,2018,893000000
prt,1995,2539000000
prt,1996,2701000000
prt,1997,2491000000
prt,1998,2776000000
prt,1999,2758000000
prt,2000,2754000000
prt,2001,2606000000
prt,2002,2635000000
prt,2003,2983000000
prt,2004,3370000000
prt,2005,3742000000
prt,2006,4144000000
prt,2007,4867000000
prt,2008,5284000000
prt,2009,4609000000
prt,2010,4692000000
prt,2011,4951000000
prt,2012,4482000000
prt,2013,4882000000
prt,2014,5213000000
prt,2015,4576000000
prt,2016,4707000000
prt,2017,5509000000
prt,2018,6427000000
prt,2019,6823000000
prt,2020,3536000000
pry,1995,173000000
pry,1996,185000000
pry,1997,211000000
pry,1998,223000000
pry,1999,181000000
pry,2000,154000000
pry,2001,130000000
pry,2002,117000000
pry,2003,115000000
pry,2004,121000000
pry,2005,130000000
pry,2006,144000000
pry,2007,184000000
pry,2008,214000000
pry,2009,231000000
pry,2010,261000000
pry,2011,308000000
pry,2012,363000000
pry,2013,425000000
pry,2014,448000000
pry,2015,494000000
pry,2016,512000000
pry,2017,545000000
pry,2018,549000000
pry,2019,552000000
pry,2020,226000000
pse,1998,295000000
pse,1999,301000000
pse,2000,290000000
pse,2001,361000000
pse,2002,373000000
pse,2003,312000000
pse,2004,336000000
pse,2005,223000000
pse,2006,211000000
pse,2007,395000000
pse,2008,477000000
pse,2009,479000000
pse,2010,521000000
pse,2011,603000000
pse,2012,647000000
pse,2013,630000000
pse,2014,514000000
pse,2015,606000000
pse,2016,620000000
pse,2017,813000000
pse,2018,826000000
pse,2019,914000000
pse,2020,567000000
pyf,2002,264000000
pyf,2003,335000000
pyf,2004,425000000
pyf,2005,430000000
pyf,2008,388000000
pyf,2009,339000000
pyf,2010,335000000
pyf,2011,327000000
pyf,2012,300000000
pyf,2013,293000000
pyf,2014,312000000
pyf,2015,277000000
pyf,2016,226000000
qat,2011,7813000000
qat,2012,10702000000
qat,2013,11729000000
qat,2014,12871000000
qat,2015,11641000000
qat,2016,13152000000
qat,2017,12284000000
qat,2018,11754000000
qat,2019,12528000000
qat,2020,11504000000
rou,1995,749000000
rou,1996,716000000
rou,1997,699000000
rou,1998,504000000
rou,1999,428000000
rou,2000,447000000
rou,2001,475000000
rou,2002,448000000
rou,2003,572000000
rou,2004,672000000
rou,2005,1071000000
rou,2006,1457000000
rou,2007,1723000000
rou,2008,2407000000
rou,2009,1766000000
rou,2010,1897000000
rou,2011,2294000000
rou,2012,2108000000
rou,2013,2125000000
rou,2014,2741000000
rou,2015,2526000000
rou,2016,2910000000
rou,2017,4955000000
rou,2018,6109000000
rou,2019,7172000000
rou,2020,3472000000
rus,2001,9760000000
rus,2002,11362000000
rus,2003,13427000000
rus,2004,16082000000
rus,2005,17963000000
rus,2006,18850000000
rus,2007,22456000000
rus,2008,26401000000
rus,2009,23785000000
rus,2010,30169000000
rus,2011,37343000000
rus,2012,48096000000
rus,2013,59504000000
rus,2014,55383000000
rus,2015,38432000000
rus,2016,27654000000
rus,2017,35584000000
rus,2018,38791000000
rus,2019,40611000000
rus,2020,10800000000
rwa,1995,13000000
rwa,1996,19000000
rwa,1997,22000000
rwa,1998,25000000
rwa,1999,28000000
rwa,2000,35000000
rwa,2001,33000000
rwa,2005,75000000
rwa,2006,84000000
rwa,2007,98000000
rwa,2008,146000000
rwa,2009,148000000
rwa,2010,120000000
rwa,2011,142000000
rwa,2012,133000000
rwa,2013,126000000
rwa,2014,133000000
rwa,2015,350000000
rwa,2016,364000000
rwa,2017,419000000
rwa,2018,390000000
rwa,2019,382799987.79297
rwa,2020,127000000
sau,2002,7370000000
sau,2003,4165000000
sau,2007,21031000000
sau,2008,16005000000
sau,2009,21312000000
sau,2010,22076000000
sau,2011,18202000000
sau,2012,17986000000
sau,2013,18648000000
sau,2014,25137000000
sau,2015,20366000000
sau,2016,17671000000
sau,2017,19065000000
sau,2018,17939000000
sau,2019,16415000000
sau,2020,9069000000
sdn,1995,43000000
sdn,1996,28000000
sdn,1997,33000000
sdn,1998,29000000
sdn,1999,35000000
sdn,2000,55000000
sdn,2001,74000000
sdn,2002,91000000
sdn,2003,119000000
sdn,2004,176000000
sdn,2005,667000000
sdn,2006,1414000000
sdn,2007,1477000000
sdn,2008,1268000000
sdn,2009,868000000
sdn,2010,1127000000
sdn,2011,937000000
sdn,2012,699000000
sdn,2013,460000000
sdn,2014,439000000
sdn,2015,195000000
sdn,2016,203000000
sdn,2017,29000000
sdn,2018,13000000
sen,1995,154000000
sen,1996,127000000
sen,1997,128000000
sen,1998,135000000
sen,1999,136000000
sen,2000,125000000
sen,2001,112000000
sen,2002,112000000
sen,2003,129000000
sen,2004,138000000
sen,2005,144000000
sen,2006,139000000
sen,2007,352000000
sen,2008,277000000
sen,2009,260000000
sen,2010,217000000
sen,2011,250000000
sen,2012,248000000
sen,2013,265000000
sen,2014,280000000
sen,2015,261000000
sen,2016,277000000
sen,2017,295000000
sen,2018,324000000
sgp,1995,4663000000
sgp,1996,5015000000
sgp,1997,4358000000
sgp,1998,3222000000
sgp,1999,4217000000
sgp,2000,4535000000
sgp,2001,6600000000
sgp,2002,8212000000
sgp,2003,8382000000
sgp,2004,9291000000
sgp,2005,10070000000
sgp,2006,11268000000
sgp,2007,13503000000
sgp,2008,16340000000
sgp,2009,15704000000
sgp,2010,18700000000
sgp,2011,21420000000
sgp,2012,23139000000
sgp,2013,24407000000
sgp,2014,25547000000
sgp,2015,23658000000
sgp,2016,23957000000
sgp,2017,24588000000
sgp,2018,25346000000
slb,1995,17399999.61853
slb,1996,18500000
slb,1997,14800000.19073
slb,1998,10199999.80927
slb,1999,11399999.61853
slb,2000,12199999.80927
slb,2001,10500000
slb,2002,8500000
slb,2003,6400000.09537
slb,2004,12300000.19073
slb,2005,11199999.80927
slb,2006,26500000
slb,2007,35599998.47412
slb,2008,40500000
slb,2009,37799999.23706
slb,2010,51200000.76294
slb,2011,66000000
slb,2012,68099998.47412
slb,2013,68300003.05176
slb,2014,65599998.47412
slb,2015,60700000.76294
slb,2016,74900001.52588
slb,2017,72699996.94824
slb,2018,53000000
slb,2019,62500000
slb,2020,30909999.84741
sle,1995,50500000
sle,1996,36500000
sle,1997,18100000.38147
sle,1998,13199999.80927
sle,1999,44200000.76294
sle,2000,34500000
sle,2001,42200000.76294
sle,2002,39099998.47412
sle,2003,37799999.23706
sle,2004,30299999.23706
sle,2005,33599998.47412
sle,2006,15000000
sle,2007,17000000
sle,2008,24399999.61853
sle,2009,26000000
sle,2010,22000000
sle,2011,26000000
sle,2012,32000000
sle,2013,71000000
sle,2014,45000000
sle,2015,34000000
sle,2016,36500000
sle,2017,62000000
sle,2018,61000000
sle,2019,83000000
slv,1995,99000000
slv,1996,102000000
slv,1999,205000000
slv,2000,219000000
slv,2001,247000000
slv,2002,266000000
slv,2003,311000000
slv,2004,373000000
slv,2005,288000000
slv,2006,307000000
slv,2007,363000000
slv,2008,326000000
slv,2009,253000000
slv,2010,280000000
slv,2011,244000000
slv,2012,287000000
slv,2013,270000000
slv,2014,277000000
slv,2015,332000000
slv,2016,451000000
slv,2017,466000000
slv,2018,490000000
slv,2019,504000000
slv,2020,162000000
srb,2002,105000000
srb,2003,144000000
srb,2004,208000000
srb,2005,260000000
srb,2006,322000000
srb,2007,1203000000
srb,2008,1448000000
srb,2009,1105000000
srb,2010,1103000000
srb,2011,1263000000
srb,2012,1188000000
srb,2013,1290000000
srb,2014,1360000000
srb,2015,1254000000
srb,2016,1351000000
srb,2017,1549000000
srb,2018,1837000000
srb,2019,2000000000
srb,2020,1179000000
ssd,2014,239000000
ssd,2015,759000000
ssd,2016,323000000
ssd,2017,293000000
ssd,2018,513000000
ssd,2020,469000000
stp,1998,1899999.97616
stp,1999,2200000.04768
stp,2000,2200000.04768
stp,2001,2000000
stp,2002,1799999.95232
stp,2003,1799999.95232
stp,2004,2099999.90463
stp,2005,500000
stp,2006,1100000.02384
stp,2007,699999.98808
stp,2008,310000.00238
stp,2009,409999.99642
stp,2010,550000.01192
stp,2011,1350000.02384
stp,2012,3200000.04768
sur,1995,27000000
sur,1996,38000000
sur,1997,41000000
sur,1998,49000000
sur,1999,47000000
sur,2000,67000000
sur,2001,62000000
sur,2002,54000000
sur,2003,68000000
sur,2004,85000000
sur,2005,94000000
sur,2006,33000000
sur,2007,28000000
sur,2008,35000000
sur,2009,35000000
sur,2010,41000000
sur,2011,49000000
sur,2012,58000000
sur,2013,75000000
sur,2014,90000000
sur,2015,128000000
sur,2016,112000000
sur,2017,99000000
sur,2018,104000000
sur,2019,94000000
sur,2020,64000000
svk,1995,338000000
svk,1996,517000000
svk,1997,484000000
svk,1998,527000000
svk,1999,387000000
svk,2000,341000000
svk,2001,340000000
svk,2002,506000000
svk,2003,662000000
svk,2004,900000000
svk,2005,1122000000
svk,2006,1230000000
svk,2007,1825000000
svk,2008,2671000000
svk,2009,2251000000
svk,2010,2146000000
svk,2011,2450000000
svk,2012,2309000000
svk,2013,2523000000
svk,2014,2582000000
svk,2015,2266000000
svk,2016,2420000000
svk,2017,2599000000
svk,2018,2823000000
svk,2019,2811000000
svk,2020,1291000000
svn,1995,606000000
svn,1996,638000000
svn,1997,554000000
svn,1998,601000000
svn,1999,579000000
svn,2000,544000000
svn,2001,560000000
svn,2002,647000000
svn,2003,805000000
svn,2004,937000000
svn,2005,1019000000
svn,2006,1059000000
svn,2007,1260000000
svn,2008,1611000000
svn,2009,1771000000
svn,2010,1642000000
svn,2011,1727000000
svn,2012,1508000000
svn,2013,1559000000
svn,2014,1646000000
svn,2015,1370000000
svn,2016,1483800048.82813
svn,2017,1641099975.58594
svn,2018,1864300048.82813
svn,2019,1771699951.17188
svn,2020,855799987.79297
swe,1995,6816000000
swe,1996,7642000000
swe,1997,6850000000
swe,1998,8591000000
swe,1999,8927000000
swe,2000,8959000000
swe,2001,7916000000
swe,2002,8221000000
swe,2003,9375000000
swe,2004,11088000000
swe,2005,11088000000
swe,2006,11159000000
swe,2007,13646000000
swe,2008,14622000000
swe,2009,12075000000
swe,2010,13973000000
swz,1995,45000000
swz,1996,44000000
swz,1997,40000000
swz,1998,60000000
swz,1999,35000000
swz,2000,32000000
swz,2001,31000000
swz,2003,23000000
swz,2004,54000000
swz,2005,60000000
swz,2006,54000000
swz,2007,63000000
swz,2008,59000000
swz,2009,98000000
swz,2010,87000000
swz,2011,35000000
swz,2012,53000000
swz,2013,48000000
swz,2014,62000000
swz,2015,64000000
swz,2016,33000000
swz,2017,74000000
swz,2018,43000000
swz,2019,33000000
swz,2020,36400001.52588
sxm,2007,83400001.52588
sxm,2008,88099998.47412
sxm,2009,104000000
sxm,2010,105000000
sxm,2011,112000000
sxm,2012,120000000
sxm,2013,114000000
sxm,2014,117000000
sxm,2015,118000000
sxm,2016,114000000
sxm,2017,100000000
sxm,2018,77000000
sxm,2019,77000000
sxm,2020,21000000
syc,1995,34000000
syc,1996,31000000
syc,1997,31000000
syc,1998,29000000
syc,1999,28000000
syc,2000,44000000
syc,2001,41000000
syc,2002,53000000
syc,2003,54000000
syc,2004,53000000
syc,2005,59000000
syc,2006,56000000
syc,2007,73000000
syc,2008,64000000
syc,2009,56000000
syc,2010,63000000
syc,2011,65000000
syc,2012,58000000
syc,2013,62000000
syc,2014,65000000
syc,2015,54000000
syc,2016,92000000
syc,2017,104000000
syc,2018,101000000
syc,2019,109000000
syc,2020,39000000
syr,2003,734000000
syr,2004,688000000
syr,2005,584000000
syr,2006,585000000
syr,2007,710000000
syr,2008,911000000
syr,2009,980000000
syr,2010,1598000000
syr,2011,850000000
tca,1995,153000000
tca,1996,174000000
tca,1997,235000000
tca,1998,194000000
tcd,1995,38000000
tcd,1996,49000000
tcd,1997,53000000
tcd,1998,66000000
tcd,1999,53000000
tcd,2000,56000000
tcd,2001,56000000
tcd,2002,80000000
tgo,1995,40000000
tgo,1996,19000000
tgo,1997,14000000
tgo,1998,16000000
tgo,1999,17000000
tgo,2000,15000000
tgo,2001,20000000
tgo,2002,26000000
tgo,2003,37000000
tgo,2004,38000000
tgo,2005,42000000
tgo,2006,42000000
tgo,2007,59000000
tgo,2008,68000000
tgo,2009,94000000
tgo,2010,89000000
tgo,2011,81000000
tgo,2012,46000000
tgo,2013,58000000
tgo,2014,60000000
tgo,2015,53000000
tgo,2016,55000000
tgo,2017,57000000
tgo,2018,65000000
tgo,2019,61000000
tha,1995,4791000000
tha,1996,4735000000
tha,1997,3752000000
tha,1998,2246000000
tha,1999,2870000000
tha,2000,3218000000
tha,2001,3334000000
tha,2002,3888000000
tha,2003,3538000000
tha,2004,5343000000
tha,2005,4920000000
tha,2006,6176000000
tha,2007,6889000000
tha,2008,6707000000
tha,2009,5744000000
tha,2010,7155000000
tha,2011,7534000000
tha,2012,8095000000
tha,2013,8238000000
tha,2014,8824000000
tha,2015,9539000000
tha,2016,11267000000
tha,2017,12676000000
tha,2018,14406000000
tha,2019,14969000000
tha,2020,3681000000
tjk,2010,35400001.52588
tjk,2011,31399999.61853
tjk,2012,36500000
tjk,2013,42500000
tjk,2016,24600000.38147
tjk,2017,15100000.38147
tjk,2018,24200000.76294
tjk,2019,28399999.61853
tjk,2020,10800000.19073
tkm,1996,74000000
tkm,1997,127000000
tls,2006,2000000
tls,2007,5000000
tls,2008,51000000
tls,2009,69000000
tls,2010,68000000
tls,2011,62000000
tls,2012,92000000
tls,2013,57000000
tls,2014,84000000
tls,2015,100000000
tls,2016,118000000
tls,2017,137000000
tls,2018,131000000
tls,2019,110000000
tls,2020,61000000
ton,2003,13199999.80927
ton,2004,16200000.76294
ton,2005,16000000
ton,2006,15000000
ton,2007,17299999.23706
ton,2008,21299999.23706
ton,2009,19799999.23706
ton,2010,21600000.38147
ton,2011,23399999.61853
ton,2012,28500000
ton,2013,29100000.38147
ton,2014,30100000.38147
ton,2015,32400001.52588
ton,2016,23799999.23706
ton,2017,37700000.76294
ton,2018,41200000.76294
ton,2019,44000000
ton,2020,38000000
tto,1995,91000000
tto,1996,98000000
tto,1997,97000000
tto,1998,92000000
tto,1999,106000000
tto,2000,190000000
tto,2001,172000000
tto,2002,208000000
tto,2003,143000000
tto,2004,141000000
tto,2005,234000000
tto,2006,146000000
tto,2007,155000000
tto,2008,102000000
tto,2009,136000000
tto,2010,97000000
tto,2011,188000000
tto,2012,223000000
tto,2013,116000000
tto,2014,168000000
tto,2015,253000000
tto,2016,230000000
tto,2017,147000000
tto,2018,149000000
tto,2019,133000000
tto,2020,42000000
tun,1995,294000000
tun,1996,282000000
tun,1997,266000000
tun,1998,271000000
tun,1999,276000000
tun,2000,310000000
tun,2001,322000000
tun,2002,303000000
tun,2003,355000000
tun,2004,427000000
tun,2005,452000000
tun,2006,498000000
tun,2007,530000000
tun,2008,555000000
tun,2009,478000000
tun,2010,611000000
tun,2011,678000000
tun,2012,673000000
tun,2013,768000000
tun,2014,770000000
tun,2015,767000000
tun,2016,823000000
tun,2017,871000000
tun,2018,954000000
tun,2019,889000000
tun,2020,407000000
tur,2005,3563000000
tur,2006,3517000000
tur,2007,4254000000
tur,2008,4509000000
tur,2009,5061000000
tur,2010,5817000000
tur,2011,5372000000
tur,2012,4585000000
tur,2013,5017000000
tur,2014,5331000000
tur,2015,5635000000
tur,2016,5698000000
tur,2017,5865000000
tur,2018,6068000000
tur,2019,5354000000
tur,2020,1639000000
tuv,2001,4199999.80927
tuv,2002,3900000.09537
tuv,2003,4300000.19073
tuv,2004,4599999.90463
tuv,2005,4599999.90463
tuv,2006,5429999.82834
tuv,2007,6889999.86649
tuv,2008,8399999.61853
tuv,2009,7500000
tuv,2010,8699999.80927
tuv,2011,11449999.80927
tuv,2012,11500000
tuv,2013,6900000.09537
tuv,2014,7500000
tuv,2015,9399999.61853
tuv,2016,11399999.61853
tuv,2017,10100000.38147
tuv,2018,10800000.19073
tuv,2019,9800000.19073
tza,1997,424000000
tza,1998,521000000
tza,1999,403000000
tza,2000,369000000
tza,2001,363000000
tza,2002,361000000
tza,2003,375000000
tza,2004,470000000
tza,2005,577000000
tza,2006,571000000
tza,2007,616000000
tza,2008,746000000
tza,2009,806000000
tza,2010,861000000
tza,2011,928000000
tza,2012,1003000000
tza,2013,1101000000
tza,2014,1185000000
tza,2015,1288000000
tza,2016,992000000
tza,2017,873000000
tza,2018,818000000
tza,2019,738200012.20703
uga,2004,158000000
uga,2005,185000000
uga,2006,196000000
uga,2007,220000000
uga,2008,315000000
uga,2009,351000000
uga,2010,464000000
uga,2011,540000000
uga,2012,642000000
uga,2013,349000000
uga,2014,342000000
uga,2015,278000000
uga,2016,309000000
uga,2017,365000000
uga,2018,497000000
uga,2019,596000000
uga,2020,268000000
ukr,1996,405000000
ukr,1997,462000000
ukr,1998,487000000
ukr,1999,460000000
ukr,2000,561000000
ukr,2001,676000000
ukr,2002,794000000
ukr,2003,953000000
ukr,2004,2660000000
ukr,2005,3078000000
ukr,2006,3202000000
ukr,2007,4022000000
ukr,2008,4585000000
ukr,2009,3751000000
ukr,2010,4134000000
ukr,2011,4829000000
ukr,2012,5536000000
ukr,2013,6300000000
ukr,2014,5470000000
ukr,2015,5408000000
ukr,2016,6306000000
ukr,2017,7536000000
ukr,2018,8287000000
ukr,2019,8907000000
ukr,2020,4823000000
ury,1995,332000000
ury,1996,339000000
ury,1997,391000000
ury,2000,381000000
ury,2001,338000000
ury,2002,243000000
ury,2003,236000000
ury,2004,267000000
ury,2005,331000000
ury,2006,305000000
ury,2007,354000000
ury,2008,466000000
ury,2009,442000000
ury,2010,549000000
ury,2011,797000000
ury,2012,1043000000
ury,2013,1486000000
ury,2014,1559000000
ury,2015,1384000000
ury,2016,1079000000
ury,2017,1222000000
ury,2018,1252000000
ury,2019,1424000000
ury,2020,412000000
usa,1995,61042000000
usa,1996,65477000000
usa,1997,71948000000
usa,1998,78423000000
usa,1999,77260000000
usa,2000,85490000000
usa,2001,82185000000
usa,2002,79362000000
usa,2003,81708000000
usa,2004,93343000000
usa,2005,98694000000
usa,2006,105403000000
usa,2007,112928000000
usa,2008,119135000000
usa,2009,115123000000
usa,2010,123831000000
usa,2011,130606000000
usa,2012,138167000000
usa,2013,132322000000
usa,2014,140228000000
usa,2015,144669000000
usa,2016,147640000000
usa,2017,158287000000
usa,2018,176818000000
usa,2019,186079000000
usa,2020,48837000000
uzb,2014,1509000000
uzb,2015,1902000000
uzb,2016,1832000000
uzb,2017,2107000000
uzb,2018,2722000000
uzb,2019,2753000000
uzb,2020,1062000000
vct,2014,34000000
vct,2015,40000000
vct,2016,41000000
vct,2017,38000000
vct,2018,40000000
vct,2019,40000000
vct,2020,13000000
ven,1995,1852000000
ven,1996,2336000000
ven,1997,1168000000
ven,1998,1319000000
ven,1999,1483000000
ven,2000,1647000000
ven,2001,1718000000
ven,2002,1546000000
ven,2003,1311000000
ven,2004,1604000000
ven,2005,1843000000
ven,2006,1807000000
ven,2007,2292000000
ven,2008,2745000000
ven,2009,3019000000
ven,2010,2944000000
ven,2011,3994000000
ven,2012,4592000000
ven,2013,5417000000
ven,2014,4118000000
ven,2015,3249000000
ven,2016,2920000000
vgb,1995,40000000
vnm,2005,900000000
vnm,2006,1050000000
vnm,2007,1220000000
vnm,2008,1300000000
vnm,2009,1100000000
vnm,2010,1470000000
vnm,2011,1710000000
vnm,2012,1856000000
vnm,2013,2050000000
vnm,2014,2650000000
vnm,2015,3595000000
vnm,2016,4500000000
vnm,2017,5040000000
vnm,2018,5910000000
