geo,time,se_sec_enrl_tc_zs
esp,1999,11.92944
esp,2000,11.38215
esp,2001,10.87339
esp,2002,11.04805
esp,2003,11.10863
esp,2004,11.00715
esp,2005,11.09815
esp,2006,10.9525
esp,2007,10.80633
esp,2008,10.80427
esp,2009,10.54833
esp,2010,10.80488
esp,2011,11.05291
esp,2012,11.35027
esp,2013,12.01328
esp,2014,11.90957
esp,2015,11.98294
esp,2016,11.60931
esp,2017,11.56883
est,1993,10.44152
est,1994,10.3307
est,1995,8.81703
est,1996,10.11786
est,1999,10.46366
est,2000,9.79109
est,2001,10.05493
est,2007,9.92589
est,2008,9.40907
est,2009,9.44342
est,2010,8.76124
est,2011,8.77001
est,2012,8.37591
est,2013,8.09777
est,2016,8.78266
est,2017,9.18187
eth,1971,27.67226
eth,1972,26.93056
eth,1973,28.02032
eth,1974,27.69489
eth,1986,42.00044
eth,1988,43.98483
eth,1989,40.12733
eth,1991,37.13778
eth,1992,33.0062
eth,1993,31.89491
eth,1994,32.17664
eth,1995,32.03766
eth,1996,31.52871
eth,2008,46.22677
eth,2009,47.41352
eth,2010,43.07495
eth,2011,40.33126
eth,2012,40.35064
fin,1971,15.80584
fin,1972,15.62673
fin,1973,15.20766
fin,1974,14.59609
fin,1975,14.05784
fin,1977,13.99688
fin,1978,15.306
fin,1979,13.66129
fin,1980,13.53336
fin,1981,13.2317
fin,1982,13.03262
fin,1983,11.84622
fin,1984,11.83076
fin,1999,12.221
fin,2000,12.74229
fin,2001,13.1808
fin,2002,12.77342
fin,2003,12.22628
fin,2004,10.15341
fin,2005,10.25668
fin,2006,9.8669
fin,2007,9.79414
fin,2008,10.03077
fin,2009,9.88786
fin,2010,9.90598
fin,2011,9.50424
fin,2012,9.26577
fin,2013,12.70659
fin,2014,12.75811
fin,2016,13.24117
fin,2017,13.57979
fji,1998,22.9542
fji,1999,21.32567
fji,2000,20.21488
fji,2001,19.14833
fji,2002,18.99961
fji,2003,24.62398
fji,2004,22.38328
fji,2006,23.86738
fji,2007,22.90224
fji,2008,18.72004
fji,2011,26.46551
fji,2012,19.2926
fra,1971,15.80167
fra,1972,15.49716
fra,1973,15.56402
fra,1974,15.43252
fra,1977,14.1608
fra,1978,14.01968
fra,1979,13.86533
fra,1980,13.7283
fra,1989,13.01208
fra,1990,12.43865
fra,1991,12.50841
fra,1992,12.49112
fra,1993,12.14632
fra,1994,12.78847
fra,1995,12.67498
fra,1996,12.49607
fra,1997,12.36769
fra,1999,12.02547
fra,2000,11.79826
fra,2001,11.60577
fra,2002,11.46309
fra,2003,11.46728
fra,2004,11.39663
fra,2005,11.43084
fra,2006,12.09852
fra,2007,12.09961
fra,2008,12.27578
fra,2009,12.49659
fra,2010,12.68018
fra,2011,12.69115
fra,2012,12.83299
fra,2013,12.9392
gab,1971,19.49805
gab,1972,17.15719
gab,1976,22.18701
gab,1977,20.92774
gab,1978,20.00152
gab,1979,18.87419
gab,1980,18.61517
gab,1981,18.5293
gab,1982,19.0916
gab,1983,18.75617
gab,1984,16.93677
gab,1985,17.79819
gab,1986,21.27483
gab,1987,21.21038
gab,1988,21.25672
gab,1989,22.87327
gab,1995,27.58942
gab,1996,26.03491
gab,1997,31.26114
gab,1999,28.11663
gbr,1993,12.24197
gbr,1994,12.21414
gbr,1995,11.02098
gbr,1996,10.49779
gbr,1997,10.71946
gbr,1999,14.67131
gbr,2000,15.05171
gbr,2001,14.86956
gbr,2002,15.48066
gbr,2003,15.34126
gbr,2004,15.31998
gbr,2005,14.86558
gbr,2006,14.54045
gbr,2007,14.00533
gbr,2008,14.26922
gbr,2013,15.86648
gbr,2014,15.82946
gbr,2015,15.45905
gbr,2017,16.61873
geo,1981,9.91427
geo,1986,9.92233
geo,1991,6.85243
geo,1992,6.40555
geo,1993,6.44267
geo,1994,6.41455
geo,1995,6.70817
geo,1996,6.40123
geo,1997,7.66106
geo,1999,7.50714
geo,2000,7.46045
geo,2001,7.60845
geo,2002,9.40904
geo,2003,9.24507
geo,2008,7.46323
geo,2009,7.56748
geo,2013,7.48672
geo,2014,7.24917
geo,2015,7.24706
geo,2016,7.44399
geo,2017,7.39342
geo,2018,7.57537
gha,1974,24.4764
gha,1975,23.58012
gha,1976,22.11359
gha,1977,21.32694
gha,1978,20.1388
gha,1979,19.29178
gha,1980,20.93086
gha,1981,21.91045
gha,1982,21.55949
gha,1983,20.81795
gha,1984,20.85693
gha,1985,21.54203
gha,1986,20.9166
gha,1987,17.16886
gha,1988,16.12501
gha,1989,17.46435
gha,1990,18.19238
gha,1999,19.61644
gha,2000,19.1357
gha,2001,18.56743
gha,2002,18.60132
gha,2003,17.68225
gha,2004,18.78948
gha,2005,18.80186
gha,2006,17.36505
gha,2007,17.68342
gha,2008,17.41128
gha,2009,18.27545
gha,2011,18.66661
gha,2012,17.8712
gha,2013,17.52991
gha,2014,15.81591
gha,2015,16.61254
gha,2016,16.97562
gha,2017,15.63675
gha,2018,16.01642
gha,2019,15.17269
gib,1972,20.67143
gib,1973,11.58779
gib,1974,11.19014
gib,1975,10.99315
gib,1976,12.34091
gib,1977,13.56489
gib,1978,12.72662
gib,1979,13.25735
gib,1980,12.85816
gib,1982,12.88112
gib,1983,12.63448
gib,1984,12.58621
gib,1985,12.54167
gib,1999,11.22951
gib,2000,11.8629
gib,2001,11.74242
gib,2008,5.45277
gib,2009,5.87589
gib,2016,16.8
gib,2017,15.04762
gin,1971,22.76804
gin,1979,24.75991
gin,1983,18.56489
gin,1985,19.66187
gin,1986,19.98147
gin,1991,14.38119
gin,1993,22.63424
gin,2003,31.33309
gin,2004,31.82767
gin,2005,34.42526
gin,2006,35.82585
gin,2008,33.29183
gin,2011,33.13554
gmb,1971,19.85039
gmb,1972,19.64875
gmb,1973,20.83094
gmb,1974,19.28296
gmb,1975,17.7069
gmb,1976,19.07205
gmb,1977,17.06178
gmb,1978,17.40367
gmb,1979,16.53265
gmb,1980,16.64804
gmb,1981,15.57581
gmb,1983,16.05168
gmb,1984,17.40651
gmb,1985,17.41028
gmb,1986,22.9036
gmb,1987,24.28267
gmb,1989,23.45528
gmb,1991,26.98413
gmb,1992,28.03861
gmb,1993,24.60057
gmb,1994,24.08526
gmb,1995,26.02391
gmb,1996,20.7479
gnb,1971,18.09013
gnb,1972,11.93769
gnb,1976,10.10798
gnb,1981,10.29654
gnb,1982,13.53548
gnb,1984,12.11824
gnb,1987,8.44241
gnb,2000,15.01456
gnb,2006,37.28108
gnq,1971,34.36571
gnq,1976,27.41212
gnq,1980,17.27215
gnq,1994,28.2585
gnq,1999,23.37529
gnq,2000,23.15996
gnq,2005,19.24943
grc,1971,24.97351
grc,1972,25.40242
grc,1973,23.93201
grc,1974,21.2551
grc,1975,20.39693
grc,1976,22.77187
grc,1977,21.14621
grc,1978,20.27286
grc,1979,19.01393
grc,1980,19.08637
grc,1981,18.70203
grc,1982,18.96556
grc,1983,18.20524
grc,1984,17.28941
grc,1985,16.65008
grc,1986,16.14539
grc,1987,16.16534
grc,1988,15.50625
grc,1989,15.26468
grc,1990,14.55338
grc,1991,14.11792
grc,1992,13.85769
grc,1993,11.76672
grc,1994,11.30987
grc,1995,12.67518
grc,1996,9.7709
grc,1997,11.56682
grc,1998,10.92763
grc,1999,10.31502
grc,2000,9.76026
grc,2001,9.41532
grc,2002,8.97739
grc,2003,8.60019
grc,2004,8.2988
grc,2005,8.28503
grc,2006,8.18975
grc,2007,7.88335
grc,2013,7.71531
grc,2014,8.30619
grc,2015,8.66634
grc,2016,8.4038
grc,2017,8.55985
grd,1971,25.34783
grd,1972,26.15152
grd,1977,26.75862
grd,1978,25.00496
grd,1979,23.16076
grd,1980,24.57702
grd,1983,32.49242
grd,1984,31.13396
grd,1985,30.97125
grd,1987,31.80592
grd,1988,30.28391
grd,1993,27.09019
grd,2003,20.08108
grd,2004,20.08824
grd,2007,20.34268
grd,2008,18.77861
grd,2009,15.89481
grd,2010,15.45699
grd,2013,13.96384
grd,2014,12.54639
grd,2015,11.87372
grd,2016,11.88228
grd,2017,11.79439
grd,2018,12.81206
gtm,1970,13.79024
gtm,1971,14.61152
gtm,1972,15.87946
gtm,1973,15.37541
gtm,1974,15.72432
gtm,1975,16.55539
gtm,1976,14.35756
gtm,1977,14.39335
gtm,1978,18.48443
gtm,1979,18.61607
gtm,1980,17.88235
gtm,1981,14.38804
gtm,1982,13.75071
gtm,1983,13.72391
gtm,1984,14.02091
gtm,1985,13.94825
gtm,1986,13.45574
gtm,1991,14.23502
gtm,1993,15.9671
gtm,1994,15.9064
gtm,1995,15.62591
gtm,1996,16.59866
gtm,1998,14.69525
gtm,1999,13.24699
gtm,2000,14.03186
gtm,2001,13.6879
gtm,2002,13.69236
gtm,2004,15.38681
gtm,2005,15.75017
gtm,2006,16.20368
gtm,2007,16.11326
gtm,2008,16.56567
gtm,2009,15.98533
gtm,2010,13.98346
gtm,2011,13.54263
gtm,2012,13.66083
gtm,2013,12.32395
gtm,2014,12.66446
gtm,2016,12.39713
gtm,2017,10.51281
gtm,2018,10.49312
gum,1971,20.31313
gum,1972,18.93214
gum,1973,19.85088
gum,1974,20.47069
gum,1975,21.40508
gum,1976,22.25546
gum,1977,21.45161
gum,1978,22.01835
gum,1979,21.90597
gum,1980,22.0259
gum,1981,21.96324
gum,1982,21.70441
gum,1983,19.35346
gum,1984,19.53194
gum,1985,18.76385
gum,1986,18.33375
gum,1987,18.02
gum,1988,18.01852
gum,1989,18.20114
guy,1974,22.7009
guy,1976,20.80111
guy,1984,19.09895
guy,1985,20.17427
guy,2003,16.47742
guy,2005,18.03704
guy,2007,22.34916
guy,2008,20.8934
guy,2009,21.90081
guy,2010,21.4222
guy,2011,20.86307
guy,2012,20.29138
hkg,1971,21.90087
hkg,1972,22.36239
hkg,1973,22.94899
hkg,1974,24.19997
hkg,1975,24.72419
hkg,1976,24.33527
hkg,1977,30.25319
hkg,1978,30.15399
hkg,1979,30.10794
hkg,1980,29.69067
hkg,1981,29.33661
hkg,1982,28.98703
hkg,1983,27.24266
hkg,1984,25.93644
hkg,1985,24.80259
hkg,1986,23.99015
hkg,1987,23.37118
hkg,1988,22.71436
hkg,1996,20.13159
hkg,2001,18.83896
hkg,2002,18.46881
hkg,2003,18.34543
hkg,2004,18.03796
hkg,2005,18.06874
hkg,2006,17.82577
hkg,2007,17.4319
hkg,2008,17.24002
hkg,2009,16.88733
hkg,2010,16.67878
hkg,2011,15.79139
hkg,2012,14.98744
hkg,2013,14.19818
hkg,2014,13.60538
hkg,2015,12.95682
hkg,2016,12.37069
hkg,2017,11.51862
hkg,2018,11.22247
hnd,1975,18.10504
hnd,1980,28.35665
hnd,1982,28.31261
hnd,1983,29.32703
hnd,1984,26.0499
hnd,1986,25.83787
hnd,1991,22.81451
hnd,1993,19.91493
hnd,2015,16.09893
hnd,2016,14.49878
hnd,2017,16.65963
hrv,1996,14.03702
hrv,1997,13.4158
hrv,1998,12.71989
hrv,1999,12.47268
hrv,2000,11.84402
hrv,2001,11.32851
hrv,2002,11.02664
hrv,2003,10.86358
hrv,2005,10.13688
hrv,2006,9.54029
hrv,2007,9.29822
hrv,2008,9.08776
hrv,2009,8.32827
hrv,2010,8.14958
hrv,2011,8.001
hrv,2012,7.80615
hrv,2013,7.70094
hrv,2014,8.0174
hrv,2015,7.03333
hrv,2016,6.73221
hti,1979,19.85751
hti,1980,22.70956
hti,1981,22.74454
hti,1983,21.13402
hti,1984,24.47286
hun,1994,10.39261
hun,1995,10.27198
hun,1997,10.61
hun,1998,10.22346
hun,1999,10.04206
hun,2000,9.84324
hun,2001,10.67705
hun,2002,10.86448
hun,2003,10.96142
hun,2004,9.85162
hun,2005,9.94135
hun,2006,9.85824
hun,2007,9.83302
hun,2008,10.22322
hun,2009,10.32898
hun,2010,10.19559
hun,2011,10.02931
hun,2012,10.03962
hun,2013,10.48026
hun,2014,10.90331
hun,2015,10.2914
hun,2016,10.01652
idn,1970,13.10005
idn,1971,13.63815
idn,1972,12.84415
idn,1973,13.43108
idn,1974,14.36685
idn,1976,16.10254
idn,1981,14.85468
idn,1982,15.66601
idn,1983,15.37848
idn,1986,15.26774
idn,1988,15.10553
idn,1989,14.82182
idn,1990,12.9166
idn,1991,13.19851
idn,1992,13.54265
idn,1993,13.82294
idn,1994,14.0878
idn,1995,14.13826
idn,1996,14.27041
idn,1997,14.39865
idn,1998,14.94995
idn,1999,14.94713
idn,2000,14.57182
idn,2001,14.25666
idn,2002,13.58158
idn,2003,14.23421
idn,2004,14.20076
idn,2005,12.47833
idn,2006,12.26633
idn,2007,13.0443
idn,2008,11.95971
idn,2009,12.59356
idn,2010,12.17648
idn,2011,14.76712
idn,2012,16.61711
idn,2013,15.37529
idn,2014,15.4731
idn,2016,14.11492
idn,2017,15.3284
idn,2018,15.2071
ind,1971,21.92318
ind,1972,21.48304
ind,1973,21.23763
ind,1975,21.61648
ind,1999,33.62363
ind,2000,33.62315
ind,2001,33.44458
ind,2002,32.32464
ind,2003,32.32493
ind,2004,32.69999
ind,2009,25.1393
ind,2010,25.32821
ind,2011,25.92121
ind,2013,30.78327
ind,2014,31.77246
ind,2015,31.65018
ind,2016,28.49097
ind,2017,27.44103
ind,2018,28.52287
irl,1974,11.64581
irl,1975,12.30591
irl,1976,14.32644
irl,1977,14.68301
irl,1978,14.95898
irl,1979,15.06217
irl,1980,15.00086
irl,1981,15.1223
irl,1982,15.17498
irl,1983,15.04644
irl,1984,15.82406
irl,1985,15.89167
irl,1986,16.41143
irl,1987,16.51431
irl,1988,16.74193
irl,1989,17.01005
irl,1990,17.01357
irl,1991,16.60783
irl,1992,16.49001
irl,1993,16.62152
irl,1994,15.13889
irl,1995,14.84516
irl,1996,14.68062
irl,1997,14.27613
irn,1971,34.21573
irn,1972,32.91062
irn,1973,27.97946
irn,1974,29.43764
irn,1975,28.66233
irn,1976,26.67078
irn,1977,24.45021
irn,1985,15.06734
irn,1991,23.51117
irn,1992,25.66588
irn,1993,27.1655
irn,1994,28.2574
irn,1995,30.69641
irn,1997,31.31113
irn,2013,17.55105
irn,2014,17.51293
irn,2016,18.6938
irn,2017,19.00886
irq,1971,23.64959
irq,1972,22.05515
irq,1974,25.02818
irq,1975,26.02837
irq,1976,24.48285
irq,1977,27.03728
irq,1978,29.55358
irq,1979,28.9634
irq,1980,29.67501
irq,1981,30.83541
irq,1982,31.00223
irq,1983,27.55024
irq,1984,25.20942
irq,1985,27.79126
irq,1986,27.69508
irq,1987,24.32491
irq,1988,23.24877
irq,1989,21.63374
irq,1993,19.36732
irq,1996,18.62754
irq,1999,19.68694
irq,2000,19.73519
irq,2003,17.57184
irq,2004,18.78595
irq,2007,13.73327
isl,1971,10.48663
isl,1972,10.39905
isl,1975,10.37215
isl,1976,10.83075
isr,1975,12.06206
isr,1977,10.97824
isr,1978,10.8898
isr,1979,10.56527
isr,1980,10.58564
isr,1981,10.56638
isr,1982,11.11796
isr,1983,11.08189
isr,1984,10.89591
isr,1985,10.53147
isr,1986,10.95521
isr,1987,11.05142
isr,1988,10.90245
isr,1989,10.92047
isr,1990,10.8389
isr,1991,10.51905
isr,1992,10.41338
isr,1993,10.18273
isr,1994,9.76723
isr,1999,10.40233
isr,2000,10.6371
isr,2001,9.97081
isr,2002,9.8969
isr,2003,9.83352
isr,2004,9.78642
isr,2005,9.88565
isr,2006,10.07465
isr,2007,10.05727
isr,2008,9.89721
isr,2009,9.76439
ita,1971,11.51306
ita,1972,11.322
ita,1973,13.37235
ita,1976,11.26253
ita,1977,10.95365
ita,1978,10.81326
ita,1979,10.67915
ita,1980,10.37101
ita,1981,10.22482
ita,1982,10.0519
ita,1983,9.99492
ita,1984,9.97182
ita,1985,9.75738
ita,1986,9.53685
ita,1987,9.36358
ita,1988,9.23947
ita,1989,9.07125
ita,1990,9.17612
ita,1991,8.67948
ita,1992,8.48237
ita,1993,8.43933
ita,1994,8.17857
ita,1995,9.55936
ita,1996,10.1963
ita,1998,10.295
ita,1999,10.5428
ita,2000,10.45422
ita,2001,10.13982
ita,2002,10.24765
ita,2003,10.57577
ita,2004,10.80444
ita,2005,10.54004
ita,2006,10.617
ita,2007,10.10115
ita,2013,11.37547
ita,2015,11.29297
ita,2016,10.04517
ita,2017,9.98461
jam,1975,26.70901
jam,1984,29.01965
jam,1985,30.46211
jam,1987,28.37827
jam,1988,27.3873
jam,1989,26.59751
jam,1993,21.50499
jam,2000,18.45466
jam,2002,19.34717
jam,2003,20.30057
jam,2004,19.1404
jam,2007,19.77441
jam,2010,14.28883
jam,2011,16.81034
jam,2013,16.17915
jam,2014,16.49503
jam,2015,16.42874
jam,2016,18.10698
jam,2017,15.49229
jam,2018,16.69828
jor,1971,22.95673
jor,1972,20.8089
jor,1973,21.20776
jor,1974,20.68463
jor,1975,21.50105
jor,1976,21.1362
jor,1977,21.15275
jor,1978,21.05421
jor,1979,20.59057
jor,1980,20.45939
jor,1981,20.73225
jor,1982,20.76904
jor,1983,20.95349
jor,1984,21.56076
jor,1985,19.18788
jor,1986,17.51512
jor,1987,17.52066
jor,1988,16.45152
jor,2002,18.76206
jor,2003,17.87835
jor,2014,14.5993
jor,2017,11.431
jor,2018,12.26127
jpn,2014,11.44178
jpn,2015,11.3877
jpn,2016,11.21106
jpn,2017,11.11967
kaz,2015,7.50668
kaz,2016,6.79388
kaz,2017,6.59153
kaz,2018,6.95898
kaz,2019,7.67993
ken,2001,29.36473
ken,2002,29.29647
ken,2003,29.36084
ken,2004,26.13435
ken,2005,27.20751
ken,2006,28.32847
ken,2007,30.37735
ken,2008,33.15497
ken,2009,33.44305
kgz,1992,13.39381
kgz,1993,13.04708
kgz,1994,13.25917
kgz,1995,13.50111
kgz,1996,12.55389
kgz,1999,13.16229
kgz,2000,13.33059
kgz,2001,13.65916
kgz,2002,13.41477
kgz,2003,14.03967
kgz,2004,13.74518
kgz,2005,13.41677
kgz,2006,13.51613
kgz,2007,13.56318
kgz,2009,14.71127
kgz,2010,14.3056
kgz,2011,14.29209
kgz,2012,12.56466
kgz,2013,12.20861
kgz,2014,12.40401
kgz,2015,10.79995
kgz,2016,9.86636
kgz,2017,10.43743
kgz,2018,10.64648
khm,1971,22.09779
khm,1998,17.17625
khm,1999,17.60297
khm,2000,18.46332
khm,2001,19.56403
khm,2002,21.62281
khm,2003,23.58824
khm,2006,29.98881
khm,2007,28.92194
kir,1970,10.84211
kir,1971,11.78947
kir,1972,11.29268
kir,1973,11.87805
kir,1974,11.46739
kir,1977,12.7451
kir,1978,13.38211
kir,1979,15.62121
kir,1980,15.84416
kir,1981,14.50382
kir,1982,14.47328
kir,1983,14.62308
kir,1984,14.20548
kir,1985,13.725
kir,1986,13.48538
kir,1987,14.32759
kir,1988,14.29121
kir,1989,12.30085
kir,1990,12.15789
kir,1991,12.77966
kir,1992,14.16456
kir,1994,16.66216
kir,1995,14.47925
kir,1996,16.69615
kir,1998,22.73059
kir,2001,20.95323
kir,2002,18.3879
kir,2003,19.88112
kir,2004,18.61897
kir,2005,17.0192
kir,2006,17.98425
kir,2007,17.66462
kir,2008,17.44428
kna,1984,14.04844
kna,1985,17.85957
kna,1986,15.26182
kna,1988,15.64835
kna,1989,14.59722
kna,1992,14.95238
kna,1993,13.67081
kna,2000,14.44848
kna,2001,11.51064
kna,2002,10.02364
kna,2003,9.82734
kna,2004,9.27078
kna,2005,9.92191
kna,2007,10.11633
kna,2008,10.54197
kna,2009,9.68254
kna,2010,9.26667
kna,2011,9.18162
kna,2012,8.19866
kna,2013,12.41451
kna,2014,8.48544
kna,2015,8.31985
kna,2016,7.9222
kor,1971,36.50862
kor,1972,36.47457
kor,1973,36.64014
kor,1974,36.75119
kor,1975,37.21392
kor,1976,37.12532
kor,1977,37.65171
kor,1978,37.91506
kor,1979,36.505
kor,1980,38.14378
kor,1981,39.1241
kor,1982,37.19168
kor,1983,36.44087
kor,1984,36.32986
kor,1985,35.8937
kor,1986,35.01423
kor,1987,34.31584
kor,1988,32.0807
kor,1989,30.4227
kor,1990,27.66815
kor,1991,25.22939
kor,1992,23.52934
kor,1993,23.15899
kor,1994,23.76735
kor,1995,24.59969
kor,1996,24.68461
kor,1997,23.68339
kor,1998,22.6941
kor,1999,22.12852
kor,2000,21.02036
kor,2001,19.90796
kor,2002,18.2354
kor,2003,17.68318
kor,2004,17.80924
kor,2005,18.10403
kor,2006,18.03688
kor,2007,18.10598
kor,2008,18.05288
kor,2009,18.01945
kor,2010,17.63652
kor,2011,16.2053
kor,2012,15.97947
kor,2013,15.61105
kor,2014,14.91446
kor,2015,14.40724
kor,2016,13.84298
kor,2017,13.26544
kwt,1971,12.91709
kwt,1972,12.17406
kwt,1973,12.06292
kwt,1974,11.84429
kwt,1975,11.22475
kwt,1976,11.54829
kwt,1977,11.75112
kwt,1978,11.76598
kwt,1979,11.93363
kwt,1980,11.87702
kwt,1981,11.85517
kwt,1982,12.02848
kwt,1983,12.21755
kwt,1984,13.0257
kwt,1985,12.7534
kwt,1986,12.74706
kwt,1987,12.75023
kwt,1988,12.78571
kwt,1989,12.55215
kwt,1990,12.50159
kwt,1992,11.10948
kwt,1993,11.04875
kwt,1994,10.78633
kwt,1995,10.79386
kwt,1996,10.83594
kwt,1997,10.8775
kwt,1998,10.5716
kwt,1999,10.55992
kwt,2000,10.78929
kwt,2001,10.45674
kwt,2004,10.56204
kwt,2007,9.47253
kwt,2008,9.08783
kwt,2009,8.17474
kwt,2015,7.58836
lao,1971,16.88852
lao,1972,17.37368
lao,1973,18.85779
lao,1978,20.78055
lao,1979,21.00815
lao,1980,22.29906
lao,1981,19.22922
lao,1984,12.47322
lao,1985,13.59956
lao,1986,11.19949
lao,1988,12.13488
lao,1990,11.76604
lao,1992,12.32614
lao,1993,10.89103
lao,1994,12.22103
lao,1995,14.06592
lao,1996,15.05821
lao,1998,18.40526
lao,1999,20.35816
lao,2000,21.33414
lao,2001,22.73286
lao,2002,24.08807
lao,2003,25.65986
lao,2004,26.62404
lao,2005,24.78485
lao,2006,24.73147
lao,2007,23.60216
lao,2008,22.76177
lao,2009,22.77202
lao,2010,20.22128
lao,2011,19.88845
lao,2012,18.60615
lao,2013,17.7271
lao,2014,18.3395
lao,2015,18.7202
lao,2016,18.34744
lao,2017,18.13429
lao,2018,18.15412
lbn,1981,11.49424
lbn,1999,9.0733
lbn,2001,7.53579
lbn,2002,7.3906
lbn,2003,7.80251
lbn,2004,8.50679
lbn,2005,9.04021
lbn,2006,9.18398
lbn,2007,9.20215
lbn,2008,9.1243
lbn,2009,9.20378
lbn,2010,8.94176
lbn,2011,9.30599
lbn,2013,8.20747
lbn,2014,7.74275
lbn,2016,7.67398
lbr,1970,16.50689
lbr,1976,17.35631
lbr,1999,17.17876
lbr,2014,14.88293
lbr,2015,18.39079
lby,1971,12.42298
lby,1972,12.67571
lby,1973,12.66609
lby,1974,13.31095
lby,1975,13.16924
lby,1976,14.0555
lby,1977,13.61807
lby,1978,14.53177
lby,1979,13.75995
lby,1980,13.54637
lby,1981,12.17765
lby,1983,11.10759
lca,1972,18.05
lca,1973,20.2246
lca,1974,31.9084
lca,1976,15.22559
lca,1977,16.28777
lca,1982,15.59006
lca,1983,16.93464
lca,1984,15.63063
lca,1990,18.53207
lca,1992,18.3249
lca,1993,18.55914
lca,1997,17.23314
lca,1999,17.70852
lca,2000,17.77305
lca,2001,17.35422
lca,2002,17.94789
lca,2003,16.35642
lca,2004,15.82064
lca,2005,16.93275
lca,2006,17.0142
lca,2007,16.69901
lca,2008,16.35751
lca,2009,16.2016
lca,2010,15.70294
lca,2011,15.31698
lca,2012,14.33398
lca,2013,12.17938
lca,2014,12.76199
lca,2015,11.73623
lca,2016,11.78644
lca,2017,11.41776
lca,2018,11.14556
lie,2005,9.57927
lie,2006,9.0625
lie,2007,8.58808
lie,2008,9.82569
lie,2009,9.26844
lie,2011,10.67314
lie,2014,9.70487
lie,2015,9.90828
lie,2016,9.65192
lie,2017,9.55752
lka,1987,21.83091
lka,1988,22.48256
lka,1989,22.28738
lka,1990,19.10929
lka,1991,19.91687
lka,1992,20.14284
lka,1993,21.16658
lka,1994,21.86205
lka,1995,22.34247
lka,2011,17.25639
lka,2012,17.28218
lka,2016,17.42213
lka,2017,17.44801
lka,2018,17.52875
lso,1970,46.55623
lso,1971,21.29227
lso,1972,19.54297
lso,1975,23.60458
lso,1976,23.32241
lso,1977,22.14369
lso,1978,21.16269
lso,1979,20.93907
lso,1980,19.47036
lso,1981,19.69657
lso,1982,18.8947
lso,1983,19.09771
lso,1984,19.61483
lso,1985,19.68529
lso,1986,20.13157
lso,1987,20.91032
lso,1988,20.95349
lso,1989,20.08167
lso,1991,18.41496
lso,1993,21.69922
lso,1994,23.50245
lso,1996,23.67338
lso,1997,22.85307
lso,1999,22.24169
lso,2000,22.06443
lso,2001,22.9424
lso,2002,23.19684
lso,2003,23.17739
lso,2004,25.12273
lso,2005,27.03748
lso,2006,25.79141
lso,2007,25.39641
lso,2008,23.75957
lso,2009,23.33837
lso,2010,24.48395
lso,2011,24.76922
lso,2012,24.69132
lso,2013,24.13987
lso,2014,23.46834
lso,2015,23.95153
lso,2016,23.16604
lso,2017,25.34293
ltu,1992,11.20588
ltu,1993,10.40818
ltu,1994,10.01857
ltu,1995,9.77604
ltu,1996,10.09675
ltu,1997,10.25544
ltu,2000,11.18394
ltu,2001,11.50088
ltu,2002,10.39653
ltu,2004,10.26179
ltu,2005,9.90824
ltu,2006,9.70397
ltu,2007,9.45009
ltu,2008,9.15568
ltu,2009,8.94914
ltu,2010,8.83776
ltu,2011,8.56257
ltu,2012,8.31545
ltu,2013,8.10003
ltu,2014,8.07679
ltu,2015,7.88976
ltu,2016,7.68762
ltu,2017,7.80821
lux,1971,11.32323
lux,1972,11.0565
lux,1973,11.9573
lux,1974,11.07635
lux,1978,12.66772
lux,1980,12.68894
lux,1981,14.1394
lux,1986,13.44654
lux,1987,12.72174
lux,1988,11.30452
lux,1997,10.15374
lux,1999,11.64506
lux,2000,10.88618
lux,2001,10.75392
lux,2002,10.61697
lux,2003,10.58737
lux,2004,10.48169
lux,2005,10.29087
lux,2006,10.09245
lux,2007,10.1755
lux,2008,10.19668
lux,2010,8.49531
lux,2011,8.62161
lux,2012,7.88117
lux,2013,7.9546
lux,2014,9.11907
lux,2015,9.44748
lux,2016,8.82794
lva,1981,11.71491
lva,1986,11.20584
lva,1989,9.87114
lva,1990,9.59315
lva,1991,9.18539
lva,1992,9.02172
lva,1993,8.38491
lva,1994,8.54856
lva,1995,8.56808
lva,1996,8.41612
lva,1997,8.01682
lva,1998,9.89391
lva,1999,10.27731
lva,2000,10.73766
lva,2001,11.24387
lva,2002,11.36004
lva,2003,11.14677
lva,2004,11.02829
lva,2005,10.81161
lva,2006,10.25442
lva,2008,9.84145
lva,2009,8.60649
lva,2010,9
lva,2011,8.33016
lva,2012,7.89986
lva,2013,8.32843
lva,2014,8.21486
lva,2015,8.03226
lva,2016,8.10571
lva,2017,8.2712
mac,1971,13.80276
mac,1972,14.38024
mac,1975,16.51826
mac,1976,20.84752
mac,1977,19.40977
mac,1978,15.14977
mac,1979,21.32402
mac,1999,22.93665
mac,2000,23.88049
mac,2001,24.02406
mac,2002,23.96863
mac,2003,24.80458
mac,2004,23.24288
mac,2005,22.40684
mac,2006,21.53807
mac,2007,20.54751
mac,2008,18.95774
mac,2009,17.14385
mac,2010,16.23015
mac,2011,14.75386
mac,2012,14.40565
mac,2013,13.1121
mac,2014,12.2064
mac,2015,11.44466
mac,2016,10.66209
mac,2017,10.13764
mac,2018,9.75724
mar,1971,20.35967
mar,1972,19.88605
mar,1979,21.217
mar,1980,21.56324
mar,1981,21.82308
mar,1982,20.88866
mar,1983,20.77108
mar,1984,19.56967
mar,1986,18.43565
mar,1987,18.60555
