geo,time,se_sec_enrl_tc_zs
atg,1972,30.84255
atg,1974,21.17791
atg,1975,26.57025
atg,1976,21.8115
atg,1977,19.34916
atg,1978,15.42162
atg,2000,13.39086
atg,2009,12.62094
atg,2010,12.15562
atg,2011,11.96742
atg,2012,11.59474
atg,2014,11.98368
atg,2015,11.48074
atg,2017,9.64207
atg,2018,9.29704
aut,1971,19.57274
aut,1981,13.6875
aut,1982,12.89659
aut,1983,12.52444
aut,1984,11.80202
aut,1985,11.74935
aut,1986,11.44632
aut,1987,10.88133
aut,1988,10.53639
aut,1989,10.14936
aut,1990,9.96332
aut,1991,9.7814
aut,1992,9.68867
aut,1993,9.486
aut,1994,9.40802
aut,1995,9.40288
aut,1996,9.87243
aut,1997,9.94267
aut,1998,10.15429
aut,1999,10.30091
aut,2002,10.43735
aut,2003,10.52508
aut,2004,10.70672
aut,2005,10.98323
aut,2006,10.94344
aut,2007,10.84635
aut,2008,10.57966
aut,2009,10.28249
aut,2010,9.9725
aut,2011,9.67872
aut,2012,9.53847
aut,2013,9.67333
aut,2014,9.61071
aut,2015,9.57663
aut,2016,9.41777
aut,2017,9.32983
aze,2018,7.60984
bdi,1972,11.06888
bdi,1973,12.56869
bdi,1974,16.71044
bdi,1976,18.63611
bdi,1977,15.66249
bdi,1978,16.20348
bdi,1982,17.66061
bdi,1983,15.69504
bdi,1984,14.16931
bdi,1985,14.58881
bdi,1986,14.02866
bdi,1987,15.21331
bdi,1989,18.68255
bdi,1990,17.7399
bdi,1991,21.81984
bdi,1992,21.88964
bdi,1993,21.7459
bdi,2003,18.84814
bdi,2004,21.21669
bdi,2005,22.82075
bdi,2006,28.40414
bdi,2007,27.98893
bdi,2009,26.52189
bdi,2010,29.94031
bdi,2011,29.38317
bdi,2012,29.70914
bdi,2013,31.66009
bdi,2014,37.21738
bdi,2015,35.79281
bdi,2016,32.13206
bdi,2017,28.02967
bdi,2018,26.59842
bel,1972,10.57618
bel,1973,10.92968
bel,1974,10.9991
bel,1977,11.40379
bel,1987,7.8173
bel,1988,7.02836
bel,1989,7.48577
bel,1990,7.31765
bel,1991,7.23346
bel,1992,6.92296
bel,1993,8.09795
bel,1994,8.29635
bel,2013,9.44806
bel,2014,9.42359
bel,2015,9.42496
bel,2016,9.14736
bel,2017,8.98821
ben,1971,23.1124
ben,1977,31.39165
ben,1987,27.93847
ben,1999,23.751
ben,2000,23.38345
ben,2001,21.59872
ben,2003,22.38497
ben,2004,23.93407
ben,2013,9.82354
ben,2014,9.91567
ben,2015,10.32268
ben,2016,10.99168
bfa,1971,22.6097
bfa,1972,20.62546
bfa,1973,23.46615
bfa,1975,20.43593
bfa,1976,19.83741
bfa,1983,22.47071
bfa,1999,27.86887
bfa,2003,31.34198
bfa,2006,29.60091
bfa,2007,28.19459
bfa,2008,30.33107
bfa,2009,25.62369
bfa,2010,30.25804
bfa,2011,26.48814
bfa,2012,26.33301
bfa,2013,26.90824
bfa,2014,27.08945
bfa,2015,25.19571
bfa,2016,23.38275
bfa,2017,23.33086
bfa,2018,23.11995
bgd,1973,24.06694
bgd,1979,22.34147
bgd,1980,23.75841
bgd,1983,25.97136
bgd,1985,27.73043
bgd,1986,28.90528
bgd,1987,29.08716
bgd,1988,26.77236
bgd,1989,26.12482
bgd,1990,27.43812
bgd,1998,36.31324
bgd,1999,37.41274
bgd,2000,38.4303
bgd,2001,37.49703
bgd,2002,34.36736
bgd,2003,31.07824
bgd,2004,27.37356
bgd,2005,23.92315
bgd,2006,25.04719
bgd,2007,25.24427
bgd,2008,27.0682
bgd,2009,28.16376
bgd,2010,28.33145
bgd,2011,30.62493
bgd,2012,32.23697
bgd,2013,35.20296
bgd,2016,36.192
bgd,2017,33.98251
bgd,2018,35.09524
bgr,1996,11.33101
bgr,1997,10.93134
bgr,1998,11.2169
bgr,1999,12.50347
bgr,2000,11.85532
bgr,2001,12.16587
bgr,2002,12.07715
bgr,2003,12.30837
bgr,2004,12.23208
bgr,2005,11.97562
bgr,2006,11.74476
bgr,2007,11.55461
bgr,2008,11.47623
bgr,2009,11.98892
bgr,2010,12.08112
bgr,2011,12.29774
bgr,2012,12.32203
bgr,2013,13.04041
bgr,2014,13.2295
bgr,2016,12.63651
bhr,1977,25.19845
bhr,1978,25.45616
bhr,1981,22.40541
bhr,1982,20.07692
bhr,1983,20.30737
bhr,1984,18.47461
bhr,1985,18.7865
bhr,1987,19.38428
bhr,1988,17.85903
bhr,1989,16.50764
bhr,1990,15.34045
bhr,1991,17.1426
bhr,1992,16.60403
bhr,1993,16.44732
bhr,1994,17.11718
bhr,1995,17.93824
bhr,2011,10.38663
bhr,2012,9.61612
bhr,2013,9.99168
bhr,2014,9.85905
bhr,2015,9.86281
bhr,2016,9.79181
bhr,2017,10.1467
bhr,2018,10.23948
bhs,1971,33.41966
bhs,1973,32.7486
bhs,1981,27.63851
bhs,1983,21.00988
bhs,1984,22.11094
bhs,1985,20.19866
bhs,1987,19.14148
bhs,1994,16.07437
bhs,1995,20.62001
bhs,1997,20.68787
bhs,1999,15.60023
bhs,2002,14.85386
bhs,2004,14.17409
bhs,2005,13.56829
bhs,2006,12.78195
bhs,2007,12.27296
bhs,2008,12.66532
bhs,2009,12.32878
bhs,2010,12.1276
bhs,2011,11.08709
bhs,2012,14.44392
bhs,2013,12.30538
bhs,2014,12.50237
bhs,2015,11.79222
bhs,2016,11.75808
bhs,2017,14.06865
bhs,2018,12.48097
bih,2013,11.12966
bih,2014,10.64639
bih,2015,10.14673
bih,2016,9.73102
bih,2017,9.34286
bih,2018,9.1229
blr,1972,13.58576
blr,1973,13.88499
blr,1974,14.04277
blr,1975,13.8265
blr,1976,12.53199
blr,1977,13.61812
blr,1978,13.66542
blr,1979,12.02703
blr,1980,12.11573
blr,1992,13.40997
blr,1993,12.90293
blr,1994,12.58101
blr,1995,12.541
blr,2013,7.73805
blr,2014,8.05511
blr,2015,8.36258
blr,2016,8.29763
blr,2017,8.35604
blr,2018,8.56276
blz,1999,23.87982
blz,2000,23.32831
blz,2001,22.88462
blz,2003,22.85246
blz,2004,19.03272
blz,2005,18.73235
blz,2006,17.27972
blz,2007,16.96826
blz,2008,16.95913
blz,2009,16.73931
blz,2010,16.83616
blz,2011,16.31748
blz,2012,16.52241
blz,2013,17.38091
blz,2015,16.30319
blz,2016,18.40628
blz,2017,16.5581
blz,2018,16.72317
bmu,1971,14.1794
bmu,1972,13.68553
bmu,1973,14.33939
bmu,1974,14.09627
bmu,1975,14.46154
bmu,1977,11.57296
bmu,1978,13.04208
bmu,2001,7.07907
bmu,2002,7.01229
bmu,2003,6.78311
bmu,2004,6.86143
bmu,2005,6.97361
bmu,2006,6.04819
bmu,2010,5.35515
bmu,2011,6.44776
bmu,2012,6.39032
bmu,2013,5.31847
bmu,2014,4.97932
bmu,2015,6.33229
bol,1999,21.39547
bol,2013,20.81323
bol,2014,20.41025
bol,2015,20.39699
bol,2016,19.609
bol,2017,18.90098
bol,2018,18.49627
bra,1970,13.24274
bra,2002,19.12073
bra,2003,16.73021
bra,2004,16.01712
bra,2005,15.42777
bra,2007,18.55159
bra,2008,17.19542
bra,2009,17.13865
bra,2010,16.66361
bra,2011,16.34985
bra,2012,15.97387
bra,2013,17.26308
bra,2014,16.69174
bra,2015,16.45139
bra,2016,16.60114
bra,2017,16.72391
brb,1974,23.39695
brb,1976,20.42576
brb,1977,20.02584
brb,1978,19.78972
brb,1979,20.26566
brb,1981,23.41024
brb,1982,22.57271
brb,1983,22.86187
brb,1984,20.2595
brb,1985,19.80331
brb,1989,17.16543
brb,1990,19.61111
brb,1999,17.75691
brb,2000,17.29712
brb,2001,17.24463
brb,2002,15.74057
brb,2003,15.16799
brb,2004,16.85127
brb,2005,15.88872
brb,2006,14.58392
brb,2015,17.53754
brb,2016,18.63678
brb,2017,18.45852
brb,2018,17.93859
brn,1970,19.42301
brn,1971,17.12772
brn,1972,16.07683
brn,1973,15.57464
brn,1974,15.95343
brn,1975,18.68798
brn,1976,15.61802
brn,1977,15.02817
brn,1978,14.42004
brn,1979,13.23746
brn,1980,12.34324
brn,1981,11.61834
brn,1984,11.05164
brn,1985,10.8093
brn,1986,10.03709
brn,1991,11.83195
brn,1992,11.93772
brn,1993,12.07103
brn,1994,11.95649
brn,1998,10.61521
brn,1999,11.01632
brn,2000,10.85358
brn,2001,10.95232
brn,2002,11.20533
brn,2003,10.63001
brn,2004,10.19265
brn,2005,10.09195
brn,2006,10.78425
brn,2007,10.80323
brn,2008,10.54877
brn,2009,10.45838
brn,2011,9.93749
brn,2012,10.09168
brn,2013,9.75452
brn,2014,9.14518
brn,2015,8.83654
brn,2016,8.56453
brn,2017,8.71672
brn,2018,8.26843
btn,1983,13.4467
btn,1984,10.10671
btn,1999,31.07948
btn,2005,28.11474
btn,2006,21.87633
btn,2008,23.74567
btn,2009,20.64367
btn,2010,21.40321
btn,2011,20.53927
btn,2012,19.88922
btn,2013,13.7798
btn,2014,14.29917
btn,2015,12.14578
btn,2016,11.41873
btn,2017,11.0089
btn,2018,10.81456
bwa,1970,14.72238
bwa,1971,14.78571
bwa,1972,15.0523
bwa,1973,17.80402
bwa,1974,16.84319
bwa,1975,16.61163
bwa,1976,17.69022
bwa,1977,19.28448
bwa,1978,16.85346
bwa,1980,18.44239
bwa,1981,15.97912
bwa,1984,19.74569
bwa,1985,21.57851
bwa,1986,19.3722
bwa,1987,19.2956
bwa,1988,17.17606
bwa,1989,17.62651
bwa,1990,16.62191
bwa,1991,18.08859
bwa,1992,17.98925
bwa,1993,17.83202
bwa,1994,16.77845
bwa,1995,16.66177
bwa,1998,17.06238
bwa,1999,16.65829
bwa,2000,16.40179
bwa,2001,15.72677
bwa,2002,15.23473
bwa,2003,14.83252
bwa,2004,13.82745
bwa,2005,13.77713
bwa,2006,13.87902
bwa,2007,13.82065
caf,1971,21.77413
caf,1972,26.4728
caf,1975,35.68449
caf,1977,35.33997
caf,1978,45.53502
caf,1979,46.44857
caf,1981,62.44613
caf,1983,55.47896
caf,1985,64.77592
caf,1986,64.28742
caf,1987,54.91874
caf,1989,43.09886
caf,1990,37.31739
caf,2009,80.05232
caf,2011,66.81707
caf,2012,68.13149
caf,2016,34.62948
caf,2017,31.63737
can,1976,17.94776
can,1983,17.95956
can,1984,17.79462
can,1985,15.15465
can,1986,14.86849
can,1987,14.62825
can,1988,14.33856
can,1989,14.35412
can,1990,14.21436
can,1991,13.96799
can,1992,14.04705
can,1993,17.82306
can,1994,18.06949
can,1995,18.51821
can,1996,18.79864
che,1979,16.07283
che,1980,15.81711
che,2012,9.32916
che,2013,9.27359
che,2016,9.7742
che,2017,9.82943
chl,1999,29.00898
chl,2000,29.3532
chl,2002,32.55556
chl,2004,25.19256
chl,2005,24.76865
chl,2006,24.41269
chl,2007,23.71092
chl,2008,23.32647
chl,2009,22.40762
chl,2010,21.86571
chl,2011,21.0574
chl,2012,20.04352
chl,2013,21.00122
chl,2014,20.06238
chl,2015,19.44185
chl,2016,18.81748
chl,2017,18.36688
chn,1970,20.59747
chn,1971,21.83943
chn,1972,23.00333
chn,1973,21.2371
chn,1974,19.93684
chn,1975,20.09417
chn,1976,20.95925
chn,1977,21.02231
chn,1978,20.9199
chn,1979,20.22543
chn,1980,18.88137
chn,1981,17.90215
chn,1982,16.66647
chn,1983,16.38346
chn,1984,16.41878
chn,1985,17.07836
chn,1986,16.9997
chn,1987,16.89917
chn,1988,16.35938
chn,1989,15.31392
chn,1990,14.60696
chn,1991,14.42533
chn,1992,14.52494
chn,1993,14.58926
chn,1994,14.48036
chn,1995,15.07365
chn,1996,15.56384
chn,1997,16.18689
chn,2000,17.10846
chn,2001,18.9229
chn,2002,18.92909
chn,2003,18.61115
chn,2006,17.54954
chn,2007,16.36853
chn,2008,15.99176
chn,2009,15.71505
chn,2010,15.46166
chn,2011,15.15325
chn,2012,14.50326
chn,2013,15.14167
chn,2014,14.27963
chn,2015,13.81544
chn,2016,13.49871
chn,2017,13.30917
chn,2018,13.25879
civ,1971,21.26075
civ,1999,29.3952
civ,2014,22.30057
civ,2016,25.83658
civ,2017,26.31551
civ,2018,27.28114
cmr,1972,22.15892
cmr,1973,23.76843
cmr,1974,23.71087
cmr,1975,24.98599
cmr,1976,29.92966
cmr,1977,25.80498
cmr,1978,26.21337
cmr,1979,26.40819
cmr,1980,25.41915
cmr,1981,26.22563
cmr,1982,26.65088
cmr,1983,28.27066
cmr,1984,28.40674
cmr,1985,25.64402
cmr,1986,30.97693
cmr,1987,28.93545
cmr,1988,24.46947
cmr,1989,24.23682
cmr,1990,25.87655
cmr,1991,25.24077
cmr,1998,22.80567
cmr,1999,22.80578
cmr,2000,23.61911
cmr,2001,19.57891
cmr,2004,16.44847
cmr,2005,16.17013
cmr,2006,16.17031
cmr,2007,21.89841
cmr,2008,26.3006
cmr,2011,24.12545
cmr,2012,21.43342
cmr,2013,19.57763
cmr,2014,20.4254
cmr,2015,19.86712
cmr,2016,19.25706
cod,1972,22.69642
cod,1973,23.56192
cod,1974,23.14583
cod,1979,23.58637
cod,1984,21.10154
cod,1987,20.00557
cod,1992,20.16941
cod,1993,20.35371
cod,1994,22.61182
cod,2007,15.67164
cod,2008,16.57498
cod,2009,16.01028
cod,2010,15.96033
cod,2011,15.21755
cod,2012,15.33509
cod,2013,14.20295
cod,2014,14.59321
cod,2015,14.24161
cog,1971,33.04436
cog,1972,35.3199
cog,1973,42.16052
cog,1974,43.1392
cog,1975,41.049
cog,1976,42.31662
cog,1978,40.86184
cog,1979,40.30923
cog,1981,36.65918
cog,1982,39.61955
cog,1984,36.40654
cog,1985,36.64584
cog,1986,35.2156
cog,1987,34.42947
cog,1988,33.88861
cog,1989,27.75215
cog,1990,27.12057
cog,1991,26.70661
cog,1992,26.48119
cog,1994,27.07671
cog,1996,29.92472
cog,2003,28.10852
cog,2004,34.26944
cog,2012,18.67603
col,1970,17.16569
col,1971,18.32271
col,1972,19.32063
col,1973,18.70961
col,1974,19.36182
col,1975,19.45419
col,1976,19.75379
col,1977,20.26675
col,1978,20.39189
col,1979,20.34494
col,1980,20.35816
col,1981,20.21892
col,1982,20.14648
col,1983,20.18309
col,1984,20.28568
col,1985,20.15015
col,1986,19.94919
col,1987,19.90078
col,1988,19.88935
col,1989,19.8784
col,1991,19.85892
col,1992,20.58411
col,1993,21.08985
col,1994,20.94314
col,1995,21.0487
col,1996,19.15089
col,1999,17.91693
col,2000,19.19542
col,2002,20.92474
col,2004,24.64723
col,2005,26.17165
col,2006,27.36572
col,2007,25.2348
col,2009,26.65632
col,2010,27.14634
col,2011,25.58137
col,2012,25.39509
col,2013,25.49841
col,2014,24.90129
col,2015,26.47999
col,2016,26.18799
col,2017,26.01138
col,2018,25.91073
com,1971,20.20635
com,1973,23.21239
com,1974,24.97656
com,1981,30.73051
com,2002,13.03849
com,2003,11.25978
com,2004,13.79589
com,2013,8.70555
com,2014,8.61767
com,2017,5.31356
com,2018,8.30834
cpv,1972,19.69231
cpv,1980,17.77841
cpv,1981,18.15761
cpv,1982,17.57619
cpv,1987,22.97571
cpv,1988,23.9291
cpv,1989,23.68041
cpv,2001,23.72641
cpv,2002,24.49286
cpv,2003,23.68341
cpv,2004,22.70406
cpv,2005,23.50335
cpv,2006,26.01143
cpv,2007,19.02441
cpv,2008,18.24521
cpv,2009,18.21613
cpv,2010,17.51193
cpv,2011,17.21693
cpv,2012,16.7948
cpv,2013,17.19012
cpv,2014,16.04694
cpv,2015,16.40755
cpv,2016,16.00499
cpv,2017,15.62939
cpv,2018,15.42052
cri,1970,16.54511
cri,1972,19.43271
cri,1975,22.62893
cri,1976,19.61741
cri,1979,18.3438
cri,1980,18.97862
cri,1981,19.25363
cri,1982,17.83865
cri,1983,17.2838
cri,1985,17.01663
cri,1986,17.72376
cri,1987,18.06675
cri,1988,17.66259
cri,1989,18.4735
cri,1990,18.95094
cri,1991,19.21686
cri,1992,19.82895
cri,1993,19.39864
cri,1994,19.19469
cri,1995,19.23877
cri,1996,18.03308
cri,1997,18.38004
cri,1998,18.95822
cri,1999,19.5273
cri,2000,18.84161
cri,2001,19.57279
cri,2002,18.75178
cri,2006,17.79432
cri,2007,17.91364
cri,2008,15.64106
cri,2009,15.81656
cri,2010,15.5078
cri,2011,14.92131
cri,2013,13.96964
cri,2014,14.35946
cri,2015,13.9521
cri,2016,12.73154
cri,2017,13.31491
cri,2018,12.42779
cub,1971,12.5121
cub,1972,11.33129
cub,1973,12.06029
cub,1974,11.91675
cub,1975,12.81693
cub,1976,14.87728
cub,1977,14.02385
cub,1978,11.73727
cub,1980,13.36737
cub,1981,13.02492
cub,1982,12.59407
cub,1983,11.85789
cub,1984,11.96005
cub,1985,11.75977
cub,1986,11.48823
cub,1987,11.41988
cub,1988,10.91394
cub,1989,10.42798
cub,1990,9.88503
cub,1991,10.01157
cub,1992,9.5319
cub,1993,8.83187
cub,1994,8.52939
cub,1995,9.77599
cub,1996,9.50378
cub,1997,10.09369
cub,1999,11.41029
cub,2000,11.94651
cub,2001,11.36325
cub,2002,11.62682
cub,2003,11.67132
cub,2004,11.0379
cub,2005,11.05182
cub,2006,10.48547
cub,2007,9.63266
cub,2008,9.67207
cub,2009,9.61048
cub,2010,9.46352
cub,2011,9.03415
cub,2012,8.42905
cub,2013,8.30605
cub,2014,8.88073
cub,2015,9.03784
cub,2016,9.34814
cub,2017,9.47531
cub,2018,9.63133
cym,1974,18.61111
cym,1975,18.97561
cym,1976,14.10377
cym,1977,13.66667
cym,1980,12.05
cym,1981,10.02415
cym,1999,9.07595
cym,2000,9.29365
cym,2001,9.77824
cym,2002,10.1342
cym,2004,11.30126
cym,2005,10.26909
cym,2006,9.17405
cym,2008,8.85873
cym,2011,8.94215
cym,2012,5.27476
cym,2018,10.9653
cyp,1971,21.0368
cyp,1972,21.54041
cyp,1973,19.39831
cyp,1974,19.17683
cyp,1975,20.87422
cyp,1976,20.14402
cyp,1977,19.3182
cyp,1978,18.15968
cyp,1979,17.13495
cyp,1980,16.5022
cyp,1981,16.11886
cyp,1982,16.04234
cyp,1983,15.6893
cyp,1984,15.70736
cyp,1985,15.25884
cyp,1986,14.70969
cyp,1987,14.20584
cyp,1988,12.38362
cyp,1989,12.09222
cyp,1990,11.97202
cyp,1991,11.94485
cyp,1992,12.12247
cyp,1993,12.24591
cyp,1994,12.26441
cyp,1995,12.45507
cyp,1996,11.29151
cyp,1997,12.41711
cyp,1999,12.86735
cyp,2000,13.60329
cyp,2001,12.73405
cyp,2002,12.14739
cyp,2003,12.15002
cyp,2004,11.2507
cyp,2005,11.29136
cyp,2006,11.03958
cyp,2007,10.67539
cyp,2008,10.22603
cyp,2009,9.91354
cyp,2010,9.75513
cyp,2011,9.72688
cyp,2012,9.66547
cyp,2013,9.54664
cyp,2014,9.72049
cyp,2015,10.35338
cyp,2016,7.95871
cyp,2017,8.31131
cze,1971,12.35504
cze,1972,12.25761
cze,1973,11.86957
cze,1974,12.26973
cze,1975,11.79553
cze,1976,12.04358
cze,1977,12.34223
cze,1978,12.09457
cze,1979,11.95963
cze,1980,11.82051
cze,1982,12.57889
cze,1983,12.61455
cze,1984,12.77077
cze,1985,13.00501
cze,1986,13.14651
cze,1987,13.12261
cze,1988,13.03415
cze,1989,13.40768
cze,1990,13.33034
cze,1991,12.93109
cze,1992,12.30383
cze,1993,11.4402
cze,1994,11.31522
cze,1995,11.78502
cze,1996,10.41089
cze,2001,10.80581
cze,2002,10.80932
cze,2003,10.75753
cze,2004,10.30692
cze,2005,10.44984
cze,2006,10.54638
cze,2007,11.55325
cze,2008,11.32133
cze,2009,11.15314
cze,2010,10.97634
cze,2011,11.32691
cze,2012,11.19134
cze,2013,11.54847
deu,1993,14.89992
deu,1994,15.33459
deu,1995,15.05811
deu,1996,15.2899
deu,1997,15.45464
deu,1998,15.24356
deu,1999,15.36929
deu,2000,14.36311
deu,2001,14.25652
deu,2002,14.34856
deu,2003,14.18665
deu,2004,14.02409
deu,2005,13.88037
deu,2006,13.78121
deu,2007,13.45986
deu,2008,13.23877
deu,2009,13.23832
deu,2010,12.90596
deu,2011,12.87907
deu,2012,12.74469
deu,2013,12.55628
deu,2014,12.20459
deu,2015,12.13371
deu,2016,12.01027
deu,2017,11.97424
dji,1972,13.15
dji,1973,17.25773
dji,1974,18.11321
dji,1975,15.30496
dji,1976,13.47297
dji,1981,18.46403
dji,1982,18.41528
dji,1983,18.89172
dji,1984,18.95509
dji,1985,19.51917
dji,1986,23.0098
dji,1987,25.24606
dji,1988,25.425
dji,1989,27.56037
dji,1990,27.90244
dji,1992,25.065
dji,1993,24.65823
dji,1994,20.36078
dji,1996,18.88535
dji,1999,22.81029
dji,2002,31.85714
dji,2006,31.29783
dji,2007,34.25269
dji,2009,29.71343
dji,2011,27.89546
dji,2012,26.55834
dji,2013,25.13412
dji,2014,24.54023
dji,2015,22.77297
dji,2016,23.75349
dji,2017,22.727
dji,2018,25.41709
dji,2019,26.83286
dma,1973,29.16228
dma,1974,23.9635
dma,1975,23.80224
dma,1977,24.96552
dma,1999,18.95213
dma,2000,21.4711
dma,2001,19.93583
dma,2002,16.93002
dma,2003,16.7913
dma,2004,16.80225
dma,2005,15.07258
dma,2006,16.42857
dma,2007,15.95096
dma,2008,14.44466
dma,2009,13.76718
dma,2010,13.2407
dma,2011,12.16262
dma,2014,10.97481
dma,2015,10.69423
dnk,1993,8.61029
dnk,1994,8.4103
dnk,1995,8.87589
dnk,1998,9.58031
dnk,1999,9.56346
dnk,2000,9.5577
dnk,2001,10.05266
dnk,2014,11.29034
dom,1971,27.0482
dom,2004,27.03779
dom,2005,26.43142
dom,2007,29.02851
dom,2008,24.46806
dom,2009,26.94102
dom,2010,28.19246
dom,2011,28.72223
dom,2012,29.17577
dom,2013,27.63296
dom,2015,22.09344
dom,2017,18.64652
dza,1971,21.09646
dza,1975,25.79755
dza,1976,25.76695
dza,1977,27.08379
dza,1978,26.72385
dza,1979,25.88182
dza,1980,25.0432
dza,1981,24.99682
dza,1982,24.17176
dza,1984,23.44037
dza,1985,23.20191
dza,1986,22.17753
dza,1987,20.91735
dza,1988,19.81811
dza,1989,18.66765
dza,1990,17.9128
dza,1991,17.12731
dza,1992,17.01399
dza,1993,16.9837
dza,1994,16.7637
dza,1995,16.84403
dza,1996,16.92098
dza,1997,17.23117
ecu,1971,13.80515
ecu,1972,14.84428
ecu,1973,15.14367
ecu,1974,15.26902
ecu,1975,15.96879
ecu,1976,16.36202
ecu,1977,16.29473
ecu,1978,16.58448
ecu,1979,13.9195
ecu,1980,17.0382
ecu,1981,16.97743
ecu,1982,17.01412
ecu,1983,16.49681
ecu,1984,16.04356
ecu,1985,16.03754
ecu,1986,15.37124
ecu,1987,15.07604
ecu,1988,14.41024
ecu,1993,12.98818
ecu,1996,11.9574
ecu,1998,11.55459
ecu,2000,13.57916
ecu,2001,13.57838
ecu,2002,13.57727
ecu,2003,13.27407
ecu,2004,13.34317
ecu,2005,13.90459
ecu,2006,14.36216
ecu,2007,14.65735
ecu,2009,20.52053
ecu,2010,19.9457
ecu,2011,20.90102
ecu,2012,21.96425
ecu,2013,23.0055
ecu,2014,23.03294
ecu,2015,22.35071
ecu,2016,21.94529
ecu,2017,20.99927
ecu,2018,20.62112
egy,1971,24.97572
egy,1972,26.62731
egy,1974,28.3238
egy,1975,28.54113
egy,1976,27.62266
egy,1977,29.68933
egy,1978,28.12015
egy,1979,26.77595
egy,1980,25.09147
egy,1981,24.00977
egy,1982,25.50856
egy,1983,22.71702
egy,1984,22.80883
egy,1986,20.39983
egy,1987,19.40773
egy,1988,17.95311
egy,1990,21.30897
egy,1991,19.20263
egy,1992,18.66078
egy,1993,18.59011
egy,1994,19.84048
egy,1995,18.42119
egy,1996,16.64192
egy,1997,15.8205
egy,1999,16.89777
egy,2000,16.94733
egy,2001,16.96453
egy,2002,17.3925
egy,2003,17.2801
egy,2004,17.07949
egy,2009,12.13411
egy,2016,14.79149
egy,2017,15.21374
egy,2018,15.16281
eri,1993,32.84213
eri,1994,31.7537
eri,1995,33.75069
eri,1996,36.5627
eri,1997,43.01642
eri,1999,50.6554
eri,2000,54.06198
eri,2001,52.44428
eri,2002,49.31321
eri,2003,53.50796
eri,2004,47.83736
eri,2005,51.34769
eri,2006,54.39016
eri,2007,43.21571
eri,2009,42.89777
eri,2010,38.68424
eri,2011,39.49376
eri,2012,37.88873
eri,2013,38.48073
eri,2014,40.59032
eri,2015,38.88105
eri,2017,36.56873
eri,2018,35.02165
esp,1971,25.48498
esp,1972,26.14025
esp,1981,20.90263
esp,1982,20.63739
esp,1983,20.86861
esp,1984,20.2989
esp,1985,20.2124
esp,1986,20.95812
esp,1987,21.26363
esp,1988,20.94973
esp,1989,20.01398
esp,1990,17.18294
esp,1991,16.65279
esp,1992,16.21173
esp,1993,16.42035
esp,1994,16.22677
esp,1995,15.86602
esp,1996,15.19959
