geo,time,ne_con_totl_cn
bwa,2014,101553500000
bwa,2015,107065300000
bwa,2016,113735100000
bwa,2017,117950500000
bwa,2018,124597300000
bwa,2019,135290000000
bwa,2020,139514300000
caf,1960,25100002800
caf,1961,26600009200
caf,1962,27400003100
caf,1963,29000007200
caf,1964,31400009200
caf,1965,32900001000
caf,1966,36100001000
caf,1967,39799988000
caf,1968,42300000000
caf,1969,45900009000
caf,1970,47899990000
caf,1971,49300000000
caf,1972,52500000000
caf,1973,52600000000
caf,1974,67800000000
caf,1975,85199830000
caf,1976,102599970000
caf,1977,121600000000
caf,1978,137200000000
caf,1979,153400000000
caf,1980,183306944400
caf,1981,190568842700
caf,1982,259123115000
caf,1983,252593187300
caf,1984,278144102100
caf,1985,366178000000
caf,1986,379540000000
caf,1987,353994000000
caf,1988,364691000000
caf,1989,371604000000
caf,1990,376957000000
caf,1991,372589000000
caf,1992,362867000000
caf,1993,343762000000
caf,1994,424908000000
caf,1995,511732000000
caf,1996,499394500000
caf,1997,503379000000
caf,1998,540568000000
caf,1999,564935315200
caf,2000,611013836700
caf,2001,650113090400
caf,2002,653384047400
caf,2003,618403900900
caf,2004,660470035800
caf,2005,693125240000
caf,2006,744847050000
caf,2007,802709300000
caf,2008,886408900000
caf,2009,914246100000
caf,2010,953347380000
caf,2011,1041012740000
caf,2012,1270350000000
caf,2013,843290000000
caf,2014,914553000000
caf,2015,974563000000
caf,2016,1064466000000
caf,2017,1167498000000
caf,2018,1260711000000
caf,2019,1290219000000
caf,2020,1358694676600
can,1961,33123000000
can,1962,35439000000
can,1963,37877000000
can,1964,40838000000
can,1965,44401000000
can,1966,49292000000
can,1967,54156000000
can,1968,59719000000
can,1969,65801000000
can,1970,71309000000
can,1971,77849000000
can,1972,86987000000
can,1973,99256000000
can,1974,117019000000
can,1975,137044000000
can,1976,155872000000
can,1977,174294000000
can,1978,192876000000
can,1979,214672000000
can,1980,241274000000
can,1981,273094000000
can,1982,297271000000
can,1983,323941000000
can,1984,350071000000
can,1985,380894000000
can,1986,408496000000
can,1987,439370000000
can,1988,473868000000
can,1989,511924000000
can,1990,545689000000
can,1991,570523000000
can,1992,590174000000
can,1993,609106000000
can,1994,627754000000
can,1995,644382000000
can,1996,663661000000
can,1997,695859000000
can,1998,723462000000
can,1999,761669000000
can,2000,814516000000
can,2001,853863000000
can,2002,904699000000
can,2003,948231000000
can,2004,990250000000
can,2005,1043178000000
can,2006,1102493000000
can,2007,1167132000000
can,2008,1229205000000
can,2009,1249800000000
can,2010,1307410000000
can,2011,1366891000000
can,2012,1408376000000
can,2013,1458363000000
can,2014,1517376000000
can,2015,1566215000000
can,2016,1610954000000
can,2017,1684247000000
can,2018,1755173000000
can,2019,1816232000000
can,2020,1761151000000
che,1970,67652524000
che,1971,76431468000
che,1972,86671757000
che,1973,97524542000
che,1974,107195345000
che,1975,111703028000
che,1976,115872227000
che,1977,120127359000
che,1978,123624965000
che,1979,130577187000
che,1980,139710703000
che,1981,149882678000
che,1982,159513372000
che,1983,167094134000
che,1984,175059958000
che,1985,184151381000
che,1986,192338942000
che,1987,199459695000
che,1988,208552335000
che,1989,222685210000
che,1990,239250335000
che,1991,257613543000
che,1992,269176804000
che,1993,275115131000
che,1994,278803779000
che,1995,284053149000
che,1996,290166645000
che,1997,296636481000
che,1998,302564396000
che,1999,309379145000
che,2000,319698219000
che,2001,328432310000
che,2002,329839831000
che,2003,335895016000
che,2004,343283621000
che,2005,350749144000
che,2006,360369933000
che,2007,373532547000
che,2008,387538660000
che,2009,394247866000
che,2010,402532839000
che,2011,407643458000
che,2012,412881728000
che,2013,421436638000
che,2014,425763083000
che,2015,430036368000
che,2016,436122113000
che,2017,443878302000
che,2018,452078805000
che,2019,457156853000
che,2020,443862237000
chl,1960,4021728.95662
chl,1961,4511875.20351
chl,1962,5303174.12847
chl,1963,7948953.50664
chl,1964,11937039.25362
chl,1965,16246813.77099
chl,1966,22760420.87139
chl,1967,29521334.09038
chl,1968,40979980.955
chl,1969,59462963.30957
chl,1970,85493901.25385
chl,1971,114898927.68725
chl,1972,225170471.15071
chl,1973,1132462264.81234
chl,1974,7511838109.87789
chl,1975,33259284490.6844
chl,1976,111869813488.009
chl,1977,262796971359.70801
chl,1978,432998182937.81097
chl,1979,690692972962.06702
chl,1980,941496561212.25195
chl,1981,1186867690818.16992
chl,1982,1172648665765.17993
chl,1983,1379359720263.45996
chl,1984,1607635414719.92993
chl,1985,2272940251652.37988
chl,1986,2844885334534.75
chl,1987,3656767605276.1001
chl,1988,4483528400413.48047
chl,1989,5602103770335.51953
chl,1990,7230838599342.01953
chl,1991,9642094586500
chl,1992,12470413260600
chl,1993,15130931341700
chl,1994,17865954450300
chl,1995,21094519292200
chl,1996,23688360768665.19922
chl,1997,26440514171959.89453
chl,1998,28663267302579.60156
chl,1999,29429162531082.30078
chl,2000,31980937103212.69531
chl,2001,34242246635757.80078
chl,2002,36250896140608.60156
chl,2003,38679520829447.50781
chl,2004,42541832183903.20312
chl,2005,47808410628275.60156
chl,2006,53099844302053.69531
chl,2007,59341415633888.60156
chl,2008,66752615942664.39844
chl,2009,68838062735983.29688
chl,2010,78539422647177.29688
chl,2011,87891949881727.09375
chl,2012,95613553464012.60938
chl,2013,103336792108317
chl,2014,112652987748788
chl,2015,121952760148156
chl,2016,130847011953207
chl,2017,139347094645782
chl,2018,149073154728116
chl,2019,152856875072912
chl,2020,150241529404830
chn,1960,92459281930
chn,1961,99289947440
chn,1962,98616984460
chn,1963,101315659790
chn,1964,107604930250
chn,1965,115589216070
chn,1966,124942892090
chn,1967,127717633440
chn,1968,127066160910
chn,1969,135804697240
chn,1970,145669577010
chn,1971,155300267120
chn,1972,164073979850
chn,1973,174889082990
chn,1974,180770768260
chn,1975,188424212390
chn,1976,196721027980
chn,1977,205532708510
chn,1978,223361836130
chn,1979,257898393060
chn,1980,296767732980
chn,1981,327820023080
chn,1982,357684308380
chn,1983,406120226000
chn,1984,478664541750
chn,1985,592076272710
chn,1986,673082271670
chn,1987,764352262520
chn,1988,942936902090
chn,1989,1104367953930
chn,1990,1201241548730
chn,1991,1362561921400
chn,1992,1623929105200
chn,1993,2081493803300
chn,1994,2829680855900
chn,1995,3622873714400
chn,1996,4312226744300
chn,1997,4754874440500
chn,1998,5150182116700
chn,1999,5666731413500
chn,2000,6374887500900
chn,2001,6866113406000
chn,2002,7422747664300
chn,2003,7973500528600
chn,2004,8939443249100
chn,2005,10187252547600
chn,2006,11536428224400
chn,2007,13773705858000
chn,2008,15889919991500
chn,2009,17453863415600
chn,2010,20158138208700
chn,2011,24474734619000
chn,2012,27544386291700
chn,2013,30666366513400
chn,2014,33803115390000
chn,2015,37192068571400
chn,2016,41080641759100
chn,2017,45651822628000
chn,2018,50613494380800
chn,2019,55263173916900
chn,2020,55698640000000
civ,1960,94966693900
civ,1961,110344033300
civ,1962,119788715000
civ,1963,131743103000
civ,1964,150520123400
civ,1965,161000001500
civ,1966,177299996700
civ,1967,193899995100
civ,1968,220399992800
civ,1969,250500005900
civ,1970,285000007700
civ,1971,324600004600
civ,1972,347800010800
civ,1973,415400001500
civ,1974,522199990300
civ,1975,646000017400
civ,1976,796700049400
civ,1977,1021600006100
civ,1978,1268500004900
civ,1979,1460499906600
civ,1980,1712199958500
civ,1981,1859900014600
civ,1982,1982200021000
civ,1983,2093699956700
civ,1984,2237000056800
civ,1985,2278100041700
civ,1986,2493559078900
civ,1987,2542786052100
civ,1988,2588726001700
civ,1989,2742842032100
civ,1990,2608154017800
civ,1991,2652683108400
civ,1992,2681100042200
civ,1993,2710834511900
civ,1994,3464847163400
civ,1995,4232527216600
civ,1996,7735242436789.99023
civ,1997,8548585774262.12012
civ,1998,9145453547808.5
civ,1999,9735653979777.44727
civ,2000,9829865230325.52734
civ,2001,10336431826414.5
civ,2002,10164454347883.59961
civ,2003,10082081287939
civ,2004,10304915681492.40039
civ,2005,10800604228589.5
civ,2006,11071674640085.80078
civ,2007,11937864716328.5
civ,2008,12422554024183.90039
civ,2009,12925317516866.40039
civ,2010,13620336750571.40039
civ,2011,13411468920695
civ,2012,14806236140256.5
civ,2013,16287614291853.80078
civ,2014,18026198547657.19922
civ,2015,20184546000000
civ,2016,21767750000000
civ,2017,23538230000000
civ,2018,25640448000000
civ,2019,27024000000000
civ,2020,27112502757500
cmr,1965,175500001300
cmr,1966,186599997400
cmr,1967,203099996200
cmr,1968,230900006900
cmr,1969,254000005100
cmr,1970,262299992100
cmr,1971,297999990800
cmr,1972,330201006100
cmr,1973,353500004400
cmr,1974,416899989500
cmr,1975,507500003300
cmr,1976,603399979000
cmr,1977,619299995600
cmr,1978,770399993900
cmr,1979,990200004600
cmr,1980,1103570010100
cmr,1981,1443849961500
cmr,1982,1530250002400
cmr,1983,1907129974800
cmr,1984,2281389948900
cmr,1985,2815000051700
cmr,1986,3038079877100
cmr,1987,3098570129400
cmr,1988,2880237994000
cmr,1989,2808099897300
cmr,1990,2659400024100
cmr,1991,2604299976700
cmr,1992,2666899963900
cmr,1993,3648062419800
cmr,1994,3825014674100
cmr,1995,4116467375800
cmr,1996,4495902887000
cmr,1997,4879560840900
cmr,1998,5324482023100
cmr,1999,5745441350100
cmr,2000,6080269930500
cmr,2001,6600415405000
cmr,2002,7155488085600
cmr,2003,7712184232100
cmr,2004,8128347048500
cmr,2005,8418234458700
cmr,2006,8845357060500
cmr,2007,9263074354000
cmr,2008,10278582588700
cmr,2009,11094145643300
cmr,2010,11469935222100
cmr,2011,12172876145500
cmr,2012,12975910549200
cmr,2013,13950667668900
cmr,2014,15070811251300
cmr,2015,16246019433100
cmr,2016,16616103000000
cmr,2017,17408352000000
cmr,2018,18556891000000
cmr,2019,19697536000000
cmr,2020,20068719000000
cod,1994,62111500
cod,1995,340408800
cod,1996,2098700000
cod,1997,7499999900
cod,1998,10089712000
cod,1999,47075521600
cod,2000,1181175195100
cod,2001,2105656730100
cod,2002,2739605347400
cod,2003,3496666448400
cod,2004,3768894421900
cod,2005,5366508936300
cod,2006,6085131696400
cod,2007,7636089932100
cod,2008,10498650103400
cod,2009,14309261726100
cod,2010,15579318474500
cod,2011,19310425983600
cod,2012,24910717433000
cod,2013,24861881361300
cod,2014,27178042170200
cod,2015,29604435825100
cod,2016,32238935740600
cod,2017,43825551541600
cod,2018,63342141805000
cod,2019,68552956297500
cod,2020,69150726576300
cog,1960,36165354000
cog,1961,37031935000
cog,1962,39234774000
cog,1963,41623359500
cog,1964,44583573500
cog,1965,46000009200
cog,1966,49300005100
cog,1967,54800006100
cog,1968,60500026100
cog,1969,67599966100
cog,1970,75100006100
cog,1971,82900024900
cog,1972,97700005100
cog,1973,96399982300
cog,1974,100299978200
cog,1975,145900001800
cog,1976,171599983900
cog,1977,175000216400
cog,1978,178500393100
cog,1979,191900104100
cog,1980,231900000000
cog,1981,378700000000
cog,1982,379900000000
cog,1983,442599999000
cog,1984,513800000000
cog,1985,669199990000
cog,1986,540407000000
cog,1987,532823000000
cog,1988,535000000000
cog,1989,550200016900
cog,1990,391356520000
cog,1991,506474918000
cog,1992,420473559500
cog,1993,448514747300
cog,1994,601362190000
cog,1995,658258080000
cog,1996,762958600000
cog,1997,845009360000
cog,1998,801225980000
cog,1999,753260386400
cog,2000,804038982700
cog,2001,980104338900
cog,2002,1012265804400
cog,2003,863644486200
cog,2004,1240276288700
cog,2005,1528899000000
cog,2006,1787622000000
cog,2007,2125480000000
cog,2008,2298183000000
cog,2009,2391459000000
cog,2010,2590486000000
cog,2011,2989865000000
cog,2012,3384168000000
cog,2013,3554104325841.47021
cog,2014,3922033719791.45996
cog,2015,4065689129008.97998
cog,2016,4043561432485.33984
cog,2017,3853774256871.81982
cog,2018,4008349297855.32959
cog,2019,4131512857435
cog,2020,4376435000000
col,1960,21241720800
col,1961,24600174600
col,1962,28004448300
col,1963,35960877100
col,1964,44819247100
col,1965,50114000000
col,1966,62517000000
col,1967,69404000000
col,1968,79573000000
col,1969,92279000000
col,1970,107611000000
col,1971,131934000000
col,1972,154377000000
col,1973,193239000000
col,1974,256729000000
col,1975,328955000000
col,1976,422016000000
col,1977,555503000000
col,1978,717479000000
col,1979,951977000000
col,1980,1268207000000
col,1981,1644570000000
col,1982,2092510000000
col,1983,2531500000000
col,1984,3147520000000
col,1985,3956649000000
col,1986,5101487000000
col,1987,6703790000000
col,1988,8866638000000
col,1989,11472215000000
col,1990,18370044000000
col,1991,23732524000000
col,1992,31792540000000
col,1993,42270205000000
col,1994,54284513000000
col,1995,68084099000000
col,1996,84088214000000
col,1997,103439485000000
col,1998,121049059000000
col,1999,131218900000000
col,2000,179214000000000
col,2001,196704000000000
col,2002,211223000000000
col,2003,230632000000000
col,2004,255076000000000
col,2005,276532000000000
col,2006,310035000000000
col,2007,346140000000000
col,2008,377562000000000
col,2009,402862000000000
col,2010,433584000000000
col,2011,482354000000000
col,2012,527261000000000
col,2013,568641000000000
col,2014,611960000000000
col,2015,670201000000000
col,2016,722130000000000
col,2017,767608000000000
col,2018,825199000000000
col,2019,894601000000000
col,2020,878561733062229
com,1980,44855000000
com,1981,53377000000
com,1982,60491000000
com,1983,73051000000
com,1984,80738000000
com,1985,88419000000
com,1986,96728000000
com,1987,101481000000
com,1988,106228000000
com,1989,108980000000
com,1990,117019000000
com,1991,119695000000
com,1992,121118000000
com,1993,128293000000
com,1994,132967000000
com,1995,149230000000
com,1996,152015000000
com,1997,159603000000
com,1998,163826000000
com,1999,176682000000
com,2000,187114000000
com,2001,208004000000
com,2002,221717000000
com,2003,237954000000
com,2004,250739000000
com,2005,258669000000
com,2006,273776000000
com,2007,280823000000
com,2008,307902000000
com,2009,323427000000
com,2010,344014000000
com,2011,376301000000
com,2012,415307000000
com,2013,433284000000
com,2014,445636000000
com,2015,445028000000
com,2016,464683000000
com,2017,482957000000
com,2018,506675000000
com,2019,544752000000
com,2020,583541150600
cpv,2007,98066513200
cpv,2008,104603057300
cpv,2009,111547088000
cpv,2010,112864595800
cpv,2011,120265176200
cpv,2012,123618838300
cpv,2013,127166908000
cpv,2014,128675760100
cpv,2015,133409791700
cpv,2016,133414634400
cpv,2017,144093498900
cpv,2018,145869189600
cpv,2019,154580324600
cpv,2020,138844220300
cri,1960,2499800000
cri,1961,2499200000
cri,1962,2672700000
cri,1963,2936000000
cri,1964,3180800000
cri,1965,3579700000
cri,1966,3728100000
cri,1967,4030600000
cri,1968,4442900000
cri,1969,4825500000
cri,1970,5624600000
cri,1971,6136000000
cri,1972,6930100000
cri,1973,8341300000
cri,1974,11661400000
cri,1975,14593900000
cri,1976,17024200000
cri,1977,21379500000
cri,1978,25480300000
cri,1979,29381700000
cri,1980,34683900000
cri,1981,43330200000
cri,1982,70588700000
cri,1983,99007800000
cri,1984,125339200000
cri,1985,150149400000
cri,1986,182331800000
cri,1987,219126800000
cri,1988,270423200000
cri,1989,329206200000
cri,1990,416091700000
cri,1991,759682047761.06995
cri,1992,980273020815.2301
cri,1993,1175068261902.19995
cri,1994,1407587206884.67993
cri,1995,1746546263632.82007
cri,1996,2092981454644.56006
cri,1997,2474686482224.04004
cri,1998,2866614807422.3999
cri,1999,3312558982474.79004
cri,2000,3700603444990.31055
cri,2001,4188562673052.64014
cri,2002,4896306919043.87012
cri,2003,5716338974871.50977
cri,2004,6675875646575.38965
cri,2005,7980482193030.5791
cri,2006,9534633599236.97852
cri,2007,11389794585184.59961
cri,2008,13644366621763.5
cri,2009,14460807836366.19922
cri,2010,16241480071983.09961
cri,2011,18087218790122.30078
cri,2012,19926687406732.30078
cri,2013,21208770121142.10156
cri,2014,23308937436428.10156
cri,2015,24713372126803.30078
cri,2016,25891653891309.19922
cri,2017,27983792358248.60156
cri,2018,29207382208887.5
cri,2019,30637912623611.39844
cri,2020,29569037603074.19922
cub,1970,4910951200
cub,1971,5964179000
cub,1972,6687392100
cub,1973,7143293900
cub,1974,8071913300
cub,1975,9210962400
cub,1976,9760084800
cub,1977,10172898100
cub,1978,11865252400
cub,1979,12360277600
cub,1980,12305641200
cub,1981,14406229200
cub,1982,15424624500
cub,1983,16544329400
cub,1984,18366920300
cub,1985,17360907700
cub,1986,17702151900
cub,1987,17632631000
cub,1988,18192087300
cub,1989,18584540000
cub,1990,18289241000
cub,1991,16517117800
cub,1992,15665652200
cub,1993,16108765200
cub,1994,20046451200
cub,1995,22620805200
cub,1996,21540000000
cub,1997,22310000000
cub,1998,23367647400
cub,1999,25793904100
cub,2000,27604324800
cub,2001,28966000000
cub,2002,31064075900
cub,2003,33093512500
cub,2004,34561199600
cub,2005,36908451700
cub,2006,46431035300
cub,2007,51050900000
cub,2008,54079500000
cub,2009,54045000000
cub,2010,54729000000
cub,2011,60906000000
cub,2012,63098000000
cub,2013,66910000000
cub,2014,70570000000
cub,2015,76616000000
cub,2016,80172000000
cub,2017,84089000000
cub,2018,86047000000
cub,2019,89877000000
cub,2020,96049000000
cyp,1975,433301300
cyp,1976,524882400
cyp,1977,648585100
cyp,1978,756739600
cyp,1979,871728500
cyp,1980,1046176700
cyp,1981,1199096500
cyp,1982,1418310100
cyp,1983,1602155600
cyp,1984,1777287300
cyp,1985,1972238600
cyp,1986,2059035600
cyp,1987,2316009300
cyp,1988,2635859600
cyp,1989,2911456800
cyp,1990,3430530200
cyp,1991,3846403700
cyp,1992,4372994500
cyp,1993,4271674500
cyp,1994,4670803800
cyp,1995,5702995000
cyp,1996,6078257000
cyp,1997,6473033000
cyp,1998,7105968000
cyp,1999,7533639000
cyp,2000,8157083000
cyp,2001,8852260000
cyp,2002,9307991000
cyp,2003,10122676000
cyp,2004,10815428000
cyp,2005,11573939000
cyp,2006,12532875000
cyp,2007,14075097000
cyp,2008,15931269000
cyp,2009,15402041000
cyp,2010,16365730000
cyp,2011,16812847000
cyp,2012,16662733000
cyp,2013,15384685000
cyp,2014,14902191000
cyp,2015,14969737000
cyp,2016,15307241000
cyp,2017,16150129000
cyp,2018,17151236000
cyp,2019,18287040000
cyp,2020,18028944000
cze,1990,520595202000
cze,1991,606932761000
cze,1992,706634236000
cze,1993,843870276000
cze,1994,969724184000
cze,1995,1099777000000
cze,1996,1257157000000
cze,1997,1402638000000
cze,1998,1496097000000
cze,1999,1591791000000
cze,2000,1668447000000
cze,2001,1784204000000
cze,2002,1902776000000
cze,2003,2027911000000
cze,2004,2135374000000
cze,2005,2238161000000
cze,2006,2361976000000
cze,2007,2515766000000
cze,2008,2688829000000
cze,2009,2740565000000
cze,2010,2778360000000
cze,2011,2804147000000
cze,2012,2816305000000
cze,2013,2870656000000
cze,2014,2940185000000
cze,2015,3056212000000
cze,2016,3182636000000
cze,2017,3378546000000
cze,2018,3616784000000
cze,2019,3844661000000
cze,2020,3829372000000
deu,1970,290335754000
deu,1971,327983253000
deu,1972,362394877000
deu,1973,404774410000
deu,1974,444985094000
deu,1975,488188093000
deu,1976,525093313000
deu,1977,561302646000
deu,1978,595145962000
deu,1979,648149373000
deu,1980,704040716000
deu,1981,747545267000
deu,1982,774824046000
deu,1983,807658326000
deu,1984,842719445000
deu,1985,872990539000
deu,1986,901289954000
deu,1987,933196384000
deu,1988,974868431000
deu,1989,1030330644000
deu,1990,1104152682000
deu,1991,1184834000000
deu,1992,1280654000000
deu,1993,1330875000000
deu,1994,1381420000000
deu,1995,1426005000000
deu,1996,1460696000000
deu,1997,1481582000000
deu,1998,1505793000000
deu,1999,1553753000000
deu,2000,1589068000000
deu,2001,1638377000000
deu,2002,1648004000000
deu,2003,1676129000000
deu,2004,1695994000000
deu,2005,1723428000000
deu,2006,1765274000000
deu,2007,1795901000000
deu,2008,1845702000000
deu,2009,1869331000000
deu,2010,1914886000000
deu,2011,1978598000000
deu,2012,2036576000000
deu,2013,2085678000000
deu,2014,2137354000000
deu,2015,2198877000000
deu,2016,2277567000000
deu,2017,2350684000000
deu,2018,2422423000000
deu,2019,2508108000000
deu,2020,2462553000000
dji,2013,283348000000
dji,2014,313950000000
dji,2015,351076000000
dji,2016,387129000000
dji,2017,413119000000
dji,2018,451013000000
dji,2019,467483510000
dji,2020,419387611100
dma,2009,1379160000
dma,2010,1328220000
dma,2011,1335060000
dma,2012,1363020000
dma,2013,1296690000
dma,2014,1370120000
dma,2015,1457600000
dma,2016,1514020000
dma,2017,1460560000
dma,2018,1724390000
dnk,1966,62575801000
dnk,1967,69876805000
dnk,1968,77325233000
dnk,1969,86752736000
dnk,1970,97440879000
dnk,1971,107879985000
dnk,1972,118989585000
dnk,1973,138232454000
dnk,1974,159095209000
dnk,1975,182543574000
dnk,1976,213191139000
dnk,1977,236585195000
dnk,1978,263243378000
dnk,1979,293432341000
dnk,1980,322000498000
dnk,1981,359586938000
dnk,1982,406835118000
dnk,1983,440494647000
dnk,1984,475749717000
dnk,1985,512077232000
dnk,1986,544564036000
dnk,1987,568232012000
dnk,1988,587012506000
dnk,1989,615328507000
dnk,1990,630079355000
dnk,1991,660521051000
dnk,1992,684448555000
dnk,1993,697228333000
dnk,1994,748364607000
dnk,1995,773260225000
dnk,1996,808105663000
dnk,1997,843331101000
dnk,1998,880843029000
dnk,1999,907707688000
dnk,2000,941282474000
dnk,2001,974255122000
dnk,2002,1012644576000
dnk,2003,1038529216000
dnk,2004,1094253684000
dnk,2005,1146493020000
dnk,2006,1204638802000
dnk,2007,1248924756000
dnk,2008,1305931364000
dnk,2009,1315967514000
dnk,2010,1357797220000
dnk,2011,1375509775000
dnk,2012,1412034157000
dnk,2013,1422204650000
dnk,2014,1445192784000
dnk,2015,1478000889000
dnk,2016,1507956917000
dnk,2017,1551992324000
dnk,2018,1605625273000
dnk,2019,1637551641000
dnk,2020,1645210430000
dom,1960,561000000
dom,1961,569899800
dom,1962,746600300
dom,1963,858500200
dom,1964,942200200
dom,1965,857500000
dom,1966,935400000
dom,1967,966800000
dom,1968,1021200000
dom,1969,1126300000
dom,1970,1349326995.9
dom,1971,1530481307
dom,1972,1662631844
dom,1973,1930153083.4
dom,1974,2516289090.6
dom,1975,2837833453.1
dom,1976,3341664894
dom,1977,3918026626.8
dom,1978,4116448530
dom,1979,4640214740
dom,1980,6023883259
dom,1981,6403238062.4
dom,1982,7354424940.5
dom,1983,8079307093.5629
dom,1984,10480846007.2476
dom,1985,13707540256.5986
dom,1986,14931361157.6625
dom,1987,18855431150.5233
dom,1988,26007681768.605
dom,1989,34917248523.2286
dom,1990,51034691043.3126
dom,1991,106609300000
dom,1992,127755000000
dom,1993,139748200000
dom,1994,154719300000
dom,1995,178567800000
dom,1996,194822100000
dom,1997,229020700000
dom,1998,252440600000
dom,1999,277709300000
dom,2000,316263100000
dom,2001,341678700000
dom,2002,383464800000
dom,2003,507505000000
dom,2004,734084600000
dom,2005,869120200000
dom,2006,1014036400000
dom,2007,1167780294400
dom,2008,1388383174800
dom,2009,1475234626000
dom,2010,1671213629800
dom,2011,1891710168400
dom,2012,2026361844400
dom,2013,2190750242100
dom,2014,2401406466800
dom,2015,2603176871200
dom,2016,2817558747500
dom,2017,3056913542600
dom,2018,3352987560600
dom,2019,3598193462000
dom,2020,3668747077400
dza,1960,11125039900
dza,1961,8662525700
dza,1962,6636129900
dza,1963,11018023500
dza,1964,11768284400
dza,1965,12484024300
dza,1966,12207967200
dza,1967,12442188800
dza,1968,13918280700
dza,1969,15118314500
dza,1970,16911523800
dza,1971,18442360800
dza,1972,21518497800
dza,1973,22704844800
dza,1974,31327170600
dza,1975,39244505100
dza,1976,44817289200
dza,1977,55866286100
dza,1978,65258934300
dza,1979,75796873200
dza,1980,92500000800
dza,1981,113499996200
dza,1982,126199996400
dza,1983,140900007900
dza,1984,178200002600
dza,1985,199799996400
dza,1986,229899993100
dza,1987,247899996200
dza,1988,277699985400
dza,1989,337800003600
dza,1990,405200011300
dza,1991,529000005600
dza,1992,710600032300
dza,1993,842600022000
dza,1994,1095400030200
dza,1995,1431100063700
dza,1996,1760599998500
dza,1997,1890100052000
dza,1998,2060300058600
dza,1999,2214318700000
dza,2000,2274323900000
dza,2001,2472290300000
dza,2002,2689771500000
dza,2003,2903822000000
dza,2004,3217920800000
dza,2005,3418909200000
dza,2006,3650447500000
dza,2007,4052822500000
dza,2008,4791796100000
dza,2009,5353284800000
dza,2010,6181324200000
dza,2011,7563404000000
dza,2012,8504463800000
dza,2013,8955490700000
dza,2014,9629645400000
dza,2015,10457265200000
dza,2016,11104798300000
dza,2017,11611334400000
dza,2018,12076300000000
dza,2019,12348200000000
dza,2020,12556700000000
ecu,1960,1292608426.34811
ecu,1961,1213735789.22047
ecu,1962,1149703876.98373
ecu,1963,1382121601.65245
ecu,1964,1720176394.84889
ecu,1965,1835856000
ecu,1966,1899932000
ecu,1967,2016892000
ecu,1968,2181370000
ecu,1969,2523236000
ecu,1970,2403605000
ecu,1971,2304476000
ecu,1972,2544022000
ecu,1973,3044078000
ecu,1974,4713377000
ecu,1975,6390137000
ecu,1976,7350648000
ecu,1977,8524435000
ecu,1978,9203169000
ecu,1979,10977396000
ecu,1980,13467991000
ecu,1981,16318237000
ecu,1982,16202205000
ecu,1983,13559525000
ecu,1984,13442998000
ecu,1985,13267544000
ecu,1986,11982617000
ecu,1987,11372757000
ecu,1988,10246102000
ecu,1989,10754257000
ecu,1990,11423091000
ecu,1991,12871214000
ecu,1992,13359351000
ecu,1993,15526168000
ecu,1994,18596331000
ecu,1995,20394359000
ecu,1996,20456272000
ecu,1997,22979551000
ecu,1998,23385518000
ecu,1999,15083502000
ecu,2000,13543108000
ecu,2001,20051882000
ecu,2002,23606958000
ecu,2003,26742603000
ecu,2004,29770074000
ecu,2005,32884561000
ecu,2006,35842793000
ecu,2007,38775487000
ecu,2008,45298051000
ecu,2009,47494560000
ecu,2010,53193172000
ecu,2011,58748321000
ecu,2012,64735024000
ecu,2013,70265165000
ecu,2014,74555251000
ecu,2015,75319038000
ecu,2016,74486286000
ecu,2017,77675205000
ecu,2018,80031510000
ecu,2019,80080014000
ecu,2020,74208173000
egy,1960,1267400000
egy,1961,1346500000
egy,1962,1413600000
egy,1963,1590400000
egy,1964,1782800000
egy,1965,1951100000
egy,1966,2145900000
egy,1967,2236200000
egy,1968,2352400000
egy,1969,2488000000
egy,1970,2847000000
egy,1971,3094700000
egy,1972,3360100000
egy,1973,3654400000
egy,1974,4088400000
egy,1975,4852000000
egy,1976,5975300000
egy,1977,7043100000
egy,1978,8346600000
egy,1979,10632900000
egy,1980,13236967921.1064
egy,1981,13176300000
egy,1982,18069100000
egy,1983,21400000000
egy,1984,25600000000
egy,1985,29800000000
egy,1986,34800000000
egy,1987,43300000000
egy,1988,52200000000
egy,1989,63800000500
egy,1990,79800000500
egy,1991,94700000000
egy,1992,115500000000
egy,1993,131000000000
egy,1994,148500000000
egy,1995,173400000000
egy,1996,200300000000
egy,1997,235300000000
egy,1998,252900000000
egy,1999,266500000000
egy,2000,296100000000
egy,2001,310600000000
egy,2002,327200000000
egy,2003,357800000000
egy,2004,409700000000
egy,2005,453900000000
egy,2006,512000000000
egy,2007,623600000000
egy,2008,745100000000
egy,2009,911400000000
egy,2010,1034500000000
egy,2011,1193100000000
egy,2012,1538900000000
egy,2013,1713900000000
egy,2014,2019000000000
egy,2015,2301900000000
egy,2016,2560800000000
egy,2017,3408100000000
egy,2018,4162200000000
egy,2019,4791300000000
egy,2020,5489200000000
eri,1992,2749100000
eri,1993,3044000000
eri,1994,4257100000
eri,1995,5114400000
eri,1996,5755900000
eri,1997,6173600000
eri,1998,7298139300
eri,1999,7395596100
eri,2000,8603454500
eri,2001,9801245600
eri,2002,12570165500
eri,2003,16253414500
eri,2004,20452921200
eri,2005,21680497200
eri,2006,21932669200
eri,2007,22359602500
eri,2008,23128095000
eri,2009,31301763500
eri,2010,35562618100
eri,2011,39619657100
esp,1970,12684815000
esp,1971,14387670000
