geo,time,ne_con_prvt_pp_cd
arm,2005,13160652086.6818
arm,2006,14964112500.4073
arm,2007,17327816491.3004
arm,2008,18695854558.9651
arm,2009,17811694443.2708
arm,2010,18805065588.9697
arm,2011,20073683504.7419
arm,2012,23159573973.6738
arm,2013,22083619978.2074
arm,2014,22442377615.6105
arm,2015,21147577577.62
arm,2016,22253308220.9932
arm,2017,26616489004.542
arm,2018,28676991058.8115
arm,2019,32725699656.2444
arm,2020,27942552787.0602
asm,2011,446172043.33207
atg,1998,493476219.35836
atg,1999,545083375.22574
atg,2000,574075956.97265
atg,2001,634045366.57533
atg,2002,604549688.87974
atg,2003,689188724.21879
atg,2004,721162048.00166
atg,2005,881460314.58127
atg,2006,1041936816.74195
atg,2007,1229842383.56311
atg,2008,1172307459.64632
atg,2009,833296814.31363
atg,2010,958498001.86685
atg,2011,993368715.0504
atg,2012,1117969221.98702
atg,2013,1066159216.12557
atg,2014,1069576864.17382
atg,2015,1014166757.97781
atg,2016,1047248004.26318
atg,2017,951937033.09213
atg,2018,946133047.71366
atg,2019,919974786.27749
atg,2020,920801470.34724
aus,1990,160771421108.005
aus,1991,170466319380.78101
aus,1992,180376062679.52802
aus,1993,187802696452.72501
aus,1994,196329431914.66696
aus,1995,207899014111.397
aus,1996,221366475354.48999
aus,1997,231694422126.724
aus,1998,245530165893.36801
aus,1999,262845322981.23096
aus,2000,277002077416.26001
aus,2001,295003268143.901
aus,2002,307181144402.68402
aus,2003,321610888581.30402
aus,2004,346922061589.948
aus,2005,363456363462.51001
aus,2006,378270051775.82001
aus,2007,409299726885.04797
aus,2008,435360870204.32202
aus,2009,444636710607.98999
aus,2010,469346495115.79199
aus,2011,506821184548.29901
aus,2012,526600664078.82001
aus,2013,560124045468.40796
aus,2014,580501053446.04895
aus,2015,597153598281.41797
aus,2016,624649121891.66296
aus,2017,634310375716.62598
aus,2018,661615445833.83301
aus,2019,671236829256.76794
aus,2020,668873090852.03503
aut,1990,81826423464.82829
aut,1991,87094864785.65529
aut,1992,92527565797.41187
aut,1993,94932703948.32419
aut,1994,98893661378.35229
aut,1995,101836637232.974
aut,1996,107043657396.403
aut,1997,109360289597.127
aut,1998,114382794983.748
aut,1999,117824613776.343
aut,2000,126622252008.069
aut,2001,128917557961.14999
aut,2002,133123764238.332
aut,2003,139431118948.76599
aut,2004,146082861996.647
aut,2005,154029885049.70099
aut,2006,162377880593.85199
aut,2007,168180657883.80099
aut,2008,174583497222.01501
aut,2009,178342272609.92499
aut,2010,184815488462.33801
aut,2011,194567111167.526
aut,2012,199057618174.57297
aut,2013,205604495822.72198
aut,2014,210370437384.32697
aut,2015,213261725111.44
aut,2016,224616160268.63501
aut,2017,231585815081.17801
aut,2018,241760619029.55301
aut,2019,242554270511.07001
aut,2020,232613407945.621
aze,1992,16648154463.5228
aze,1993,9356205052.5345
aze,1994,7676806417.82291
aze,1995,9548901370.33045
aze,1996,10922575377.5842
aze,1997,10583306776.3721
aze,1998,12676639197.126
aze,1999,14716907568.7677
aze,2000,15876118505.877
aze,2001,17292229714.0972
aze,2002,19939967223.1964
aze,2003,22414912808.2818
aze,2004,23962295656.738
aze,2005,25026117301.1362
aze,2006,31446367624.35789
aze,2007,37746125619.4049
aze,2008,45948073490.1721
aze,2009,51186352104.9643
aze,2010,54035116885.4559
aze,2011,59995668690.0375
aze,2012,71658793987.40421
aze,2013,74934826101.95529
aze,2014,82956750984.46001
aze,2015,85811687121.98441
aze,2016,85140664399.72691
aze,2017,83178284242.05838
aze,2018,89197373685.2059
aze,2019,96123525976.62521
aze,2020,88196455300.33699
bdi,1990,2754015885.77163
bdi,1991,2843791685.71134
bdi,1992,2979640301.11185
bdi,1993,2666643755.69227
bdi,1994,2673244477.00922
bdi,1995,2335284039.89842
bdi,1996,1839613119.22659
bdi,1997,1870929205.97281
bdi,1998,2111402979.44272
bdi,1999,2288414008.06075
bdi,2000,2333996898.44999
bdi,2001,2502134795.55259
bdi,2002,2809792249.55418
bdi,2003,2738677280.48268
bdi,2004,3042354992.20187
bdi,2005,3417624926.92856
bdi,2006,3874321105.59582
bdi,2007,3982632445.96984
bdi,2008,4404971225.21774
bdi,2009,4126580484.0225
bdi,2010,4340271872.32981
bdi,2011,4896324398.41912
bdi,2012,5387087294.27425
bdi,2013,6060871475.95817
bdi,2014,6340983299.44795
bdi,2015,6388547379.55648
bdi,2016,6488449703.20078
bdi,2017,6394691424.86252
bdi,2018,6795146627.3749
bdi,2019,7117713018.88775
bdi,2020,7234492593.41928
bel,1990,94531592072.2081
bel,1991,100642804557.40601
bel,1992,105297256644.25101
bel,1993,107436082445.308
bel,1994,112304646215.72501
bel,1995,116476494703.65601
bel,1996,120015688147.28
bel,1997,123447788217.845
bel,1998,126585517094.575
bel,1999,130953858672.075
bel,2000,144999940536.61899
bel,2001,149736955602.948
bel,2002,154595403389.056
bel,2003,155365019475.116
bel,2004,161837627243.72198
bel,2005,168463179091.87399
bel,2006,176505092356.58401
bel,2007,184257545089.07599
bel,2008,194581531139.51001
bel,2009,197020554048.32501
bel,2010,208924041571.78201
bel,2011,220029975644.789
bel,2012,227142064498.59601
bel,2013,236573005980.05096
bel,2014,242820925810.70901
bel,2015,247220004090.86301
bel,2016,258304118629.26096
bel,2017,267251857011.02496
bel,2018,281510833366.81702
bel,2019,286399211406.64093
bel,2020,273427222128.51999
ben,1992,3552877883.17048
ben,1993,3860615490.53524
ben,1994,3657019526.67728
ben,1995,3948844537.55743
ben,1996,4277349202.34464
ben,1997,4646624395.03134
ben,1998,4984706820.78808
ben,1999,8775358513.11198
ben,2000,9625004243.49044
ben,2001,10302096315.5894
ben,2002,10932894504.4216
ben,2003,11549995563.9901
ben,2004,12142717574.4677
ben,2005,12993263707.4862
ben,2006,13725990697.4669
ben,2007,14456399437.212
ben,2008,15611542307.3926
ben,2009,16007773010.3255
ben,2010,16351567390.4005
ben,2011,17444373382.9668
ben,2012,19223422661.0498
ben,2013,20001428170.5765
ben,2014,21324866707.1927
ben,2015,22798548817.3781
ben,2016,23752060888.10929
ben,2017,24405312592.8415
ben,2018,25883076075.7194
ben,2019,27446117998.7242
ben,2020,28647968176.895
bfa,1990,3378541563.11869
bfa,1991,3435985987.84714
bfa,1992,3612039406.85167
bfa,1993,3840188073.38441
bfa,1994,2969001834.59615
bfa,1995,3526014456.66476
bfa,1996,4074105559.39866
bfa,1997,4201364571.0504
bfa,1998,5007177912.52153
bfa,1999,8447085045.32604
bfa,2000,8807730208.37601
bfa,2001,9198063484.44501
bfa,2002,9851112776.95095
bfa,2003,10466507388.7646
bfa,2004,11430699372.9205
bfa,2005,12395329744.5914
bfa,2006,13012119419.2045
bfa,2007,13645998806.5549
bfa,2008,15080570711.9522
bfa,2009,15019769001.1572
bfa,2010,15992338559.274
bfa,2011,17531262818.0499
bfa,2012,19694126628.468
bfa,2013,21329850139.2908
bfa,2014,21715437058.3679
bfa,2015,23054452443.3497
bfa,2016,25526408106.972
bfa,2017,27297108056.3694
bfa,2018,28539014571.0038
bfa,2019,30593094027.4558
bgd,1990,77158792570.06461
bgd,1991,81646036658.9106
bgd,1992,88222379454.89529
bgd,1993,93668720968.7355
bgd,1994,97698063014.2404
bgd,1995,102852622838.987
bgd,1996,108017767103.733
bgd,1997,112562491679.55099
bgd,1998,113601160256.409
bgd,1999,118835719575.328
bgd,2000,128815643185.12199
bgd,2001,139980850320.80301
bgd,2002,147686556883.608
bgd,2003,159588270774.78201
bgd,2004,165244538733.37201
bgd,2005,178139419250.22601
bgd,2006,192831178017.17401
bgd,2007,209383588928.31799
bgd,2008,233667180282.44199
bgd,2009,244227663910.63901
bgd,2010,258085030095.724
bgd,2011,275060112973.64398
bgd,2012,318676364754.57501
bgd,2013,337539392074.73499
bgd,2014,363520589180.79102
bgd,2015,394084389558.71698
bgd,2016,420736965224.72095
bgd,2017,459743014223.13
bgd,2018,524058432028.04797
bgd,2019,553907778624.05603
bgd,2020,582009924662.71204
bgr,1990,45562371501.0006
bgr,1991,29284421015.96289
bgr,1992,28301035428.5773
bgr,1993,28098412008.3628
bgr,1994,26050575000.60089
bgr,1995,31155587361.004
bgr,1996,34525960709.719
bgr,1997,23702470743.043
bgr,1998,23803884748.6225
bgr,1999,26035256720.2706
bgr,2000,29418018717.8512
bgr,2001,31865965483.9188
bgr,2002,34919835869.3592
bgr,2003,37618115397.977
bgr,2004,40944563386.8518
bgr,2005,45634146766.8484
bgr,2006,47569423060.9419
bgr,2007,55085288551.697
bgr,2008,57485350390.56689
bgr,2009,54214112767.1149
bgr,2010,57695199091.48769
bgr,2011,63042180691.05129
bgr,2012,67550930298.7442
bgr,2013,66354551997.7757
bgr,2014,70757651457.1653
bgr,2015,73425339106.70129
bgr,2016,78910903206.9763
bgr,2017,82492744343.1152
bgr,2018,87893054497.545
bgr,2019,91014293335.0166
bgr,2020,89818925253.01849
bhr,1990,2521467911.79374
bhr,1991,4346760821.27716
bhr,1992,4651864130.4538
bhr,1993,4869274086.71388
bhr,1994,4915671498.7157
bhr,1995,5257725315.58133
bhr,1996,5737076111.97252
bhr,1997,5947903215.99692
bhr,1998,6301209924.18989
bhr,1999,6773184938.22791
bhr,2000,7786185932.52597
bhr,2001,8416711269.56467
bhr,2002,8843494857.19216
bhr,2003,9778816954.54058
bhr,2004,12911587243.7922
bhr,2005,13199442292.7908
bhr,2006,13528153733.5656
bhr,2007,14404900336.7264
bhr,2008,18649302068.7446
bhr,2009,19131951537.4971
bhr,2010,21522072313.1798
bhr,2011,23671358016.3558
bhr,2012,25303976754.26
bhr,2013,26799447555.5079
bhr,2014,26069897555.1383
bhr,2015,26332631333.6239
bhr,2016,26242371918.3208
bhr,2017,27418024084.74969
bhr,2018,28475612206.2178
bhr,2019,28557009105.0561
bhs,1990,3027169873.12351
bhs,1991,3037652198.38307
bhs,1992,2898112376.62936
bhs,1993,2981955689.10046
bhs,1994,3118786588.05508
bhs,1995,3440366951.58453
bhs,1996,3761430896.08636
bhs,1997,3554811439.71986
bhs,1998,3575263958.72502
bhs,1999,3888509641.37513
bhs,2000,4106613124.72183
bhs,2001,4503464385.90268
bhs,2002,4481479665.32411
bhs,2003,4533639248.40676
bhs,2004,4752897757.81003
bhs,2005,5339247306.40167
bhs,2006,5760851527.12592
bhs,2007,5928019107.85201
bhs,2008,5921053741.29484
bhs,2009,5422583573.47236
bhs,2010,5599465608.65617
bhs,2011,5699654891.24116
bhs,2012,6321526525.61478
bhs,2013,6169663484.78319
bhs,2014,6530812197.94817
bhs,2015,6682362373.64254
bhs,2016,6958646630.24653
bhs,2017,7496013018.56877
bhs,2018,7661834367.99309
bhs,2019,7257646804.9794
bhs,2020,5863534586.11089
bih,2005,18851004507.9018
bih,2006,19988487425.4021
bih,2007,21605021919.2712
bih,2008,23620171467.9373
bih,2009,23292878512.9303
bih,2010,24123531375.8344
bih,2011,25235364031.8952
bih,2012,26080485140.5272
bih,2013,27039454307.6866
bih,2014,27520617393.0673
bih,2015,27985087111.1172
bih,2016,29742915353.3732
bih,2017,30015196305.9199
bih,2018,31497761212.6202
bih,2019,32407782914.506
bih,2020,31867745088.4929
blr,1992,16758158263.0312
blr,1993,15761758079.4347
blr,1994,13290680509.3586
blr,1995,11460467337.6075
blr,1996,12395714053.7719
blr,1997,14070346987.0187
blr,1998,16039642575.804
blr,1999,18190042609.1314
blr,2000,20505323666.3418
blr,2001,24911131384.6244
blr,2002,27897871183.4659
blr,2003,29851196075.0466
blr,2004,33366617550.1318
blr,2005,39377719937.1184
blr,2006,45824420439.588
blr,2007,53631120013.9699
blr,2008,64960384079.0731
blr,2009,67876419765.9094
blr,2010,76052100409.1011
blr,2011,80773393164.1169
blr,2012,92884568534.3976
blr,2013,92698416518.68701
blr,2014,93682630800.3903
blr,2015,90738445475.63428
blr,2016,89188547807.69421
blr,2017,93405099723.8553
blr,2018,103789708845.687
blr,2019,111067771712.866
blr,2020,110842962414.612
blz,2011,1757318318.68488
blz,2012,1832096383.98028
blz,2013,1809632325.96025
blz,2014,1779835226.88474
blz,2015,1772907869.98232
blz,2016,1847233309.71554
blz,2017,1721819957.42566
bmu,2011,1710671145.32219
bmu,2012,1779246780.14164
bmu,2013,1797950617.43365
bmu,2014,1841768338.24689
bmu,2015,1953577344.3566
bmu,2016,2104231921.63854
bmu,2017,2229507665.52536
bol,1990,9951051158.55056
bol,1991,10714704021.4157
bol,1992,11569605075.1302
bol,1993,12182874529.8786
bol,1994,12800430256.8639
bol,1995,13610520032.1423
bol,1996,14378404470.9937
bol,1997,15504362959.7958
bol,1998,16517382265.2273
bol,1999,17395256204.6037
bol,2000,18423429936.3081
bol,2001,19044463205.36209
bol,2002,19804209914.0533
bol,2003,20591844451.4946
bol,2004,21774142567.2611
bol,2005,23077203391.7984
bol,2006,25756649956.4422
bol,2007,27557410790.33829
bol,2008,28942968647.2306
bol,2009,29627740865.5682
bol,2010,31648355650.6815
bol,2011,34904495008.9289
bol,2012,40640771684.5705
bol,2013,45833911894.775
bol,2014,51811609205.54089
bol,2015,57088877777.5852
bol,2016,60645599585.2571
bol,2017,67134149095.7757
bol,2018,71540727614.9008
bol,2019,74154263439.6512
bol,2020,67363737516.8136
bra,1994,401533934112.20001
bra,1995,537027320723.43201
bra,1996,591317327971.43994
bra,1997,631851607188.27795
bra,1998,642917584643.88196
bra,1999,685601315835.02283
bra,2000,728926802617.90002
bra,2001,764014696595.77698
bra,2002,781866071227.64111
bra,2003,803640043919.82703
bra,2004,858773602589.91882
bra,2005,925712190318.552
bra,2006,1017018120771.90002
bra,2007,1128864717556.37988
bra,2008,1265001170179.87988
bra,2009,1336023133897.59009
bra,2010,1465038994670.77002
bra,2011,1597492624989.05005
bra,2012,1778380457317.3501
bra,2013,1836504381204.83008
bra,2014,1914186746474.47998
bra,2015,1841224159242.54004
bra,2016,1791060226344.13989
bra,2017,1824912273487.66968
bra,2018,1921665076607.34009
bra,2019,1999151277160.64966
bra,2020,1909247066063.93994
brb,1990,1464250248.51836
brb,1991,1490920443.61056
brb,1992,1418592516.22757
brb,1993,1511062257.97544
brb,1994,1574483590.47604
brb,1995,1762132689.93149
brb,1996,1840553817.68802
brb,1997,1891989257.82524
brb,1998,2110399653.95112
brb,1999,2273348844.23273
brb,2000,2368987636.56378
brb,2001,2428642858.4697
brb,2002,2433389128.27706
brb,2003,2286940598.28893
brb,2004,2664360858.94153
brb,2005,2951915045.40681
brb,2006,2933810035.33388
brb,2007,3349744739.51325
brb,2008,3470991255.77228
brb,2009,2899208235.34507
brb,2010,3123178517.90494
brb,2011,3044260406.0238
brb,2012,3008348664.16367
brb,2013,3044602911.48689
brb,2014,3026521223.51745
brb,2015,3073015877.19782
brb,2016,3180361891.15368
brb,2017,3240784987.40412
brb,2018,3330582390.38701
brb,2019,3327993808.30674
brn,1990,1513890144.77219
brn,1991,1576128035.67487
brn,1992,1969830978.51186
brn,1993,2360724720.91565
brn,1994,2241099135.77265
brn,1995,2205635900.86061
brn,1996,2524568387.86009
brn,1997,2761424135.44312
brn,1998,2536164211.68988
brn,1999,2564341300.30383
brn,2000,2492817322.25654
brn,2001,2622459420.29823
brn,2002,2762985797.4582
brn,2003,3282498928.12996
brn,2004,3785947864.25949
brn,2005,3897851766.88718
brn,2006,4070341439.56387
brn,2007,4274493768.40751
brn,2008,4214770346.73521
brn,2009,4381389993.94258
brn,2010,3208751010.80527
brn,2011,3578340519.06305
brn,2012,4212187151.70926
brn,2013,4413206045.20641
brn,2014,4390359871.45185
brn,2015,4628262866.51474
brn,2016,4583343878.26934
brn,2017,4922634473.28105
brn,2018,5205849400.49316
brn,2019,5591221429.45169
brn,2020,5814959684.62726
btn,1990,362026189.70866
btn,1991,374701976.30716
btn,1992,424181415.03093
btn,1993,344411003.85043
btn,1994,333351815.65589
btn,1995,329911670.06566
btn,1996,432901135.12645
btn,1997,572769462.1472
btn,1998,660241278.46185
btn,1999,731816920.72909
btn,2000,578103440.97136
btn,2001,532902495.88266
btn,2002,695313862.6473
btn,2003,800889160.78155
btn,2004,1134644364.95465
btn,2005,1397607071.82825
btn,2006,1095233201.55586
btn,2007,1897970045.00371
btn,2008,1677612971.04879
btn,2009,1914578688.11417
btn,2010,1985391451.60299
btn,2011,1953535722.94721
btn,2012,1956009383.03415
btn,2013,3163391875.42051
btn,2014,3027970786.9251
btn,2015,3588143739.33045
btn,2016,3668794153.30481
btn,2017,4075196188.46782
btn,2018,4715059996.4066
btn,2019,5009499247.22126
btn,2020,4921777284.77269
bwa,1990,2053037900.74682
bwa,1991,2348197262.26013
bwa,1992,2320811467.50866
bwa,1993,2324412985.28674
bwa,1994,2647854836.92868
bwa,1995,2913275216.49758
bwa,1996,3001832723.58969
bwa,1997,3221850225.24397
bwa,1998,3527867966.21224
bwa,1999,3713955867.1026
bwa,2000,4193882397.77955
bwa,2001,4543733084.43912
bwa,2002,4974452708.55661
bwa,2003,5195392060.28849
bwa,2004,5816162251.14756
bwa,2005,6402529793.20494
bwa,2006,7012799195.64986
bwa,2007,7833265920.52497
bwa,2008,8927019772.2417
bwa,2009,9308164743.96559
bwa,2010,10145702964.2726
bwa,2011,10991574099.5418
bwa,2012,12642356813.8231
bwa,2013,13649909520.5056
bwa,2014,12905537409.2841
bwa,2015,13230314002.7636
bwa,2016,13722234744.1756
bwa,2017,13941145077.1559
bwa,2018,14782487408.2406
bwa,2019,15498372301.6984
bwa,2020,15310468423.4277
caf,1990,1409554114.33182
caf,1991,1469665504.35109
caf,1992,1484739697.15678
caf,1993,1520097403.41302
caf,1994,1505801534.21336
caf,1995,1604577248.48415
caf,1996,1607723820.9243
caf,1997,1640322058.22186
caf,1998,1839763598.75494
caf,1999,1847823876.82147
caf,2000,2030065158.20417
caf,2001,2207122202.18551
caf,2002,2204516942.28729
caf,2003,2133861015.03484
caf,2004,2402755941.4073
caf,2005,2583239547.81018
caf,2006,2739685353.97423
caf,2007,3026586644.40628
caf,2008,3155319030.27718
caf,2009,3113423712.31046
caf,2010,3221383806.1005
caf,2011,3609455393.34971
caf,2012,4317501071.76651
caf,2013,2656427776.76192
caf,2014,2562901488.11824
caf,2015,2773154019.85887
caf,2016,3074008602.46626
caf,2017,3253582567.57128
caf,2018,3566958318.97847
caf,2019,3878868758.67068
caf,2020,4042005203.78813
can,1997,410142847487.54602
can,1998,424721936555.65198
can,1999,447870188965.42999
can,2000,474922721038.302
can,2001,496095025376.23798
can,2002,519495362945.83502
can,2003,543755511811.33002
can,2004,574310562676.40601
can,2005,612701816597.39404
can,2006,632992155421.06006
can,2007,677883811400.599
can,2008,693187308497.948
can,2009,695026901030.48303
can,2010,732843237503.28894
can,2011,772039819895.00098
can,2012,797099124410.901
can,2013,816927857346.22302
can,2014,848851805417.01404
can,2015,858520185394.6499
can,2016,910727670962.42224
can,2017,955799041322.92493
can,2018,1004435576916.34998
can,2019,1002551622086.51001
can,2020,953716026156.75903
che,1990,101890881637.481
che,1991,107214406426.718
che,1992,110588654653.647
che,1993,112922131801.896
che,1994,116684189235.839
che,1995,120192529486.51401
che,1996,125122774337.467
che,1997,131139720281.353
che,1998,134372194786.024
che,1999,137279077528.58099
che,2000,141493664598.90399
che,2001,147593921720.92499
che,2002,151509254319.25299
che,2003,153852853626.771
che,2004,160079586611.97699
che,2005,164410583762.99799
che,2006,174190702494.642
che,2007,187964620273.73495
che,2008,199936114717.38101
che,2009,205683140547.82901
che,2010,210438243229.83401
che,2011,218673492154.55896
che,2012,225862765808.427
che,2013,238621827016.49399
che,2014,243832982380.22296
che,2015,249837716889.80701
che,2016,259188080256.18301
che,2017,265872251547.45999
che,2018,274768531771.54599
che,2019,274183590248.52802
che,2020,272167704375.46201
chl,1990,30568204340.6056
chl,1991,35039514159.9083
chl,1992,40598074692.5692
chl,1993,44840883402.3292
chl,1994,48677408562.8419
chl,1995,54904395027.0496
chl,1996,59642599883.3671
chl,1997,65298367137.47
chl,1998,69016603076.8746
chl,1999,69326011545.05119
chl,2000,74019668056.2523
chl,2001,77051362997.05638
chl,2002,79734498199.6738
chl,2003,85090217120.6515
chl,2004,94421317832.19839
chl,2005,104627138834.377
chl,2006,132804552661.979
chl,2007,145848908150.23599
chl,2008,156401938930.345
chl,2009,154620843483.24899
chl,2010,174226257474.55701
chl,2011,198155104579.40601
chl,2012,204604621028.29095
chl,2013,221387630923.98999
chl,2014,228356651705.07199
chl,2015,226309235467.67999
chl,2016,237314446044.36801
chl,2017,246062210361.69901
chl,2018,265352068130.15701
chl,2019,266805704720.362
chl,2020,252460238902.85901
chn,1990,386870641408.72601
chn,1991,435193317154.46301
chn,1992,492264759771.25507
chn,1993,563676741801.49902
chn,1994,635946126525.81201
chn,1995,732673296319.823
chn,1996,834664599430.18591
chn,1997,903680816389.39282
chn,1998,980035384700.95105
chn,1999,1096338354721.85999
chn,2000,1264854259741.23999
chn,2001,1390551648201.57007
chn,2002,1541520045082.77002
chn,2003,1673657317764.72998
chn,2004,1853556559043.8501
chn,2005,2124480052661.66968
chn,2006,2410217368156.6001
chn,2007,2804389967362.72021
chn,2008,3152819333666.87988
chn,2009,3458695348274.91992
chn,2010,3914861822289.24951
chn,2011,4608248803116.17969
chn,2012,5199444618365.46973
chn,2013,5536644836600.56934
chn,2014,5988626874779.03027
chn,2015,6461178540628.70996
chn,2016,7035347135189.71973
chn,2017,7733715329010.48926
chn,2018,8570798514249.09082
chn,2019,9272037591081.75
chn,2020,9164399610591.61914
civ,1990,18800181518.555
civ,1991,19764412118.1907
civ,1992,19516713132.2039
civ,1993,20217549789.4068
civ,1994,21499976024.313
civ,1995,24258072451.4474
civ,2015,72357143648.33321
civ,2016,77485838403.01428
civ,2017,82923379011.4496
civ,2018,92274877178.4568
civ,2019,100163873956.996
civ,2020,98144673891.41768
cmr,1990,13230186508.3758
cmr,1991,13343771722.8339
cmr,1992,14364818272.5802
cmr,1993,18356544715.4235
cmr,1994,15573045329.2635
cmr,1995,15648101902.2191
cmr,1996,16868113002.2554
cmr,1997,17994128848.221
cmr,1998,19503404657.3914
cmr,1999,20311461734.3377
cmr,2000,22050598541.98249
cmr,2001,23336288077.8946
cmr,2002,25210015583.2907
cmr,2003,27613885305.5591
cmr,2004,29817968957.87889
cmr,2005,31431460458.7587
cmr,2006,32734100078.138
cmr,2007,34856950187.4672
cmr,2008,37767982444.4087
cmr,2009,39394560599.497
cmr,2010,40776954944.1462
cmr,2011,42990280020.4659
cmr,2012,47026226895.34969
cmr,2013,49380882410.7679
cmr,2014,53737246419.355
cmr,2015,57242049406.1771
cmr,2016,59327783603.38609
cmr,2017,63146078322.9214
cmr,2018,68066056336.7602
cmr,2019,71788329514.226
cmr,2020,72139470835.29889
cod,1994,4184056532.85209
cod,1995,3640162352.80257
cod,1996,3781896487.65142
cod,1997,4645244144.95693
cod,1998,4930037374.97955
cod,1999,6207297994.96836
cod,2000,27408862032.4118
cod,2001,10729960018.2032
cod,2002,10505710297.6175
cod,2003,12327007508.3032
cod,2004,12883081586.2047
cod,2005,15822085862.5863
cod,2006,16222411254.9924
cod,2007,17664518069.1972
cod,2008,21305561946.1547
cod,2009,28522376848.8792
cod,2010,28940183690.2079
cod,2011,31815154371.8146
cod,2012,40803606105.2035
cod,2013,40486579681.9004
cod,2014,46130160846.9602
cod,2015,49486689372.5995
cod,2016,60278407238.8723
cod,2017,64679746077.5456
cog,1990,1360535988.29725
cog,1991,1745160085.83781
cog,1992,1349180361.6272
cog,1993,1492214577.52673
cog,1994,1746275430.72428
cog,1995,2086299457.76066
cog,1996,2363344241.42248
cog,1998,1887337326.31973
cog,1999,1894683911.99338
cog,2000,1990193845.27784
cog,2001,2624763875.45893
cog,2002,2312056365.76316
cog,2003,1942640076.25922
cog,2004,3325600108.2061
cog,2005,3816507514.18048
cog,2006,4238909979.01992
cog,2007,4822219086.43376
cog,2008,5604900478.65021
cog,2009,5704296949.16371
cog,2010,6179756856.62373
cog,2011,6726355493.8844
cog,2012,7304332699.96133
cog,2013,7652323214.86763
cog,2014,8229301002.53697
cog,2015,8983486920.00282
cog,2016,9032321601.0148
cog,2017,9130021470.53854
cog,2018,10270918792.3289
cog,2019,11078902500.5257
cog,2020,11819028243.7894
col,1990,97585815210.95799
col,1991,101856606254.90199
col,1992,109376246063.278
col,1993,120864265080.343
col,1994,128656525145.804
col,1995,136322229553.05901
col,1996,138159611728.673
col,1997,143287569008.38199
col,1998,143240687161.672
col,1999,139311318147.66699
col,2000,162681085081.896
col,2001,170359803125.14899
col,2002,175579006539.52802
col,2003,183457252029.51001
col,2004,195549857131.496
col,2005,213449309602.26501
col,2006,236780725407.76001
col,2007,257883608009.64801
col,2008,274326538524.13599
col,2009,277907589215.03802
col,2010,296968423861.66901
col,2011,330075356213.46399
col,2012,367755067877.86096
col,2013,383298129268.96002
col,2014,402951383043.23798
col,2015,421980863849.96198
col,2016,425085338896.98401
col,2017,429798995752.43903
col,2018,459479362921.65698
