geo,time,se_prm_prs5_ma_zs
mwi,2005,44.47621
mwi,2006,44.54537
mwi,2007,70.73381
mwi,2008,51.28961
mwi,2009,59.50037
mwi,2010,58.30228
mwi,2011,58.60771
mwi,2012,72.93719
mwi,2013,63.90562
mwi,2018,69.80299
mys,1980,96.73585
mys,1981,98.44442
mys,1982,98.88358
mys,1983,96.96629
mys,1984,99.54014
mys,1987,98.0044
mys,1988,97.39986
mys,1989,96.93177
mys,1990,98.04169
mys,1992,96.69516
mys,2001,86.89907
mys,2002,98.13595
mys,2004,98.65653
mys,2005,98.23185
mys,2006,98.30201
mys,2013,94.83571
mys,2014,91.68383
mys,2016,96.50353
mys,2017,92.85507
mys,2018,94.54987
nam,1991,61.1105
nam,1993,79.9086
nam,1997,84.20108
nam,1998,79.84546
nam,1999,92.44714
nam,2002,86.65327
nam,2003,79.87393
nam,2004,84.27159
nam,2005,84.15282
nam,2008,90.28369
nam,2009,91.7007
nam,2012,96.2524
nam,2017,89.59678
ncl,1970,54.75426
ncl,1981,84.89327
ncl,1982,80.69019
ncl,1983,87.97952
ncl,1984,68.68415
ncl,1985,90.92681
ncl,1987,93.2697
ncl,1988,91.22185
ncl,1989,94.46095
ner,1971,56.71087
ner,1972,61.69724
ner,1973,58.73162
ner,1974,64.79025
ner,1975,65.80733
ner,1976,71.7443
ner,1977,75.96953
ner,1978,62.68646
ner,1979,79.2157
ner,1980,73.18537
ner,1981,73.97689
ner,1982,75.04765
ner,1983,88.60157
ner,1984,62.59771
ner,1986,75.76369
ner,1989,72.04134
ner,1990,82.78836
ner,1991,61.04175
ner,1992,75.91063
ner,1995,67.09754
ner,1996,71.99706
ner,1997,71.24757
ner,1998,65.24338
ner,1999,62.10154
ner,2000,75.81355
ner,2001,72.84994
ner,2002,70.45522
ner,2003,74.89029
ner,2006,74.04895
ner,2007,74.1609
ner,2008,71.79839
ner,2009,66.3107
ner,2010,73.51326
ner,2011,65.75322
ner,2012,65.22934
ner,2013,63.39027
ner,2015,77.45892
nga,1999,90.57741
nga,2004,80.44186
nga,2005,77.66581
nga,2006,57.14427
nga,2007,61.50962
nga,2008,88.81626
nga,2009,70.22301
nic,1970,30.69228
nic,1971,26.09611
nic,1972,30.61735
nic,1976,30.79989
nic,1977,27.22162
nic,1978,27.43437
nic,1979,39.97454
nic,1982,40.38278
nic,1983,31.03043
nic,1984,38.49919
nic,1985,25.73025
nic,1986,36.55668
nic,1987,33.46463
nic,1992,51.24714
nic,1993,51.95187
nic,1994,42.62951
nic,1999,44.34224
nic,2000,50.51476
nic,2001,62.50775
nic,2002,51.7713
nic,2003,55.35702
nic,2004,50.96268
nic,2005,50.34676
nic,2006,43.42059
nic,2007,47.93934
nld,1971,95.22644
nld,1972,95.05087
nld,1973,95.20718
nld,1974,95.75618
nld,1975,96.56127
nld,1976,95.71021
nld,1977,95.79451
nld,1978,95.8258
nld,1979,96.43348
nld,1980,95.88945
nld,1981,94.34599
nld,1982,93.65704
nld,1983,93.18316
nld,1984,92.76704
nor,1973,98.2642
nor,1974,98.61048
nor,1975,96.75676
nor,1976,99.08582
nor,1977,98.66913
nor,1978,98.97757
nor,1979,99.01565
nor,1980,99.43927
nor,1981,99.31411
nor,1984,99.21413
nor,1985,99.57091
nor,1986,98.62059
nor,1987,99.76214
nor,1988,99.7126
nor,1989,98.35132
nor,1990,99.27688
nor,1991,99.12358
nor,1992,98.29189
nor,1998,99.54687
nor,1999,99.92464
nor,2000,99.42733
nor,2001,98.43698
nor,2002,99.78077
nor,2003,99.05777
nor,2004,99.87133
nor,2005,99.72834
nor,2006,100
nor,2007,98.76866
nor,2008,99.9182
nor,2009,99.33466
nor,2010,99.49315
nor,2011,99.39292
nor,2012,99.90121
nor,2013,99.76726
nor,2014,99.42333
nor,2015,99.60963
nor,2016,99.57014
nor,2017,99.51803
nor,2018,99.59275
npl,1991,52.65621
npl,1999,56.64868
npl,2002,63.75011
npl,2003,70.04017
npl,2004,57.29597
npl,2007,59.82393
npl,2012,54.60806
npl,2013,58.82789
npl,2014,68.44181
npl,2015,75.39182
npl,2016,73.68721
omn,1974,60.00287
omn,1975,66.48249
omn,1977,73.83785
omn,1978,71.08266
omn,1982,96.16688
omn,1983,94.55525
omn,1984,97.83333
omn,1985,96.37449
omn,1986,94.66914
omn,1987,95.73993
omn,1988,94.97859
omn,1989,96.01609
omn,1991,95.44193
omn,1993,96.37385
omn,1994,95.15918
omn,1995,95.97079
omn,1996,95.90201
omn,1997,95.14245
omn,1998,94.57456
omn,1999,93.66714
omn,2000,95.2157
omn,2001,96.06799
omn,2002,97.87405
omn,2011,93.67202
omn,2012,99.09861
omn,2014,97.5933
omn,2015,100
omn,2016,98.28809
pak,2004,67.83917
pak,2008,61.48787
pak,2009,63.68264
pak,2010,53.20393
pak,2011,60.76655
pak,2012,63.60389
pak,2013,83.5927
pak,2015,79.02708
pak,2017,73.6751
pak,2018,61.28589
pan,1970,87.94465
pan,1971,77.30141
pan,1972,77.28583
pan,1973,76.22038
pan,1974,79.65905
pan,1975,75.36758
pan,1976,81.28697
pan,1977,79.1535
pan,1978,74.13032
pan,1979,74.65469
pan,1980,74.04397
pan,1981,78.97735
pan,1982,76.18346
pan,1983,82.625
pan,1984,79.6672
pan,1985,82.16909
pan,1986,81.62502
pan,1987,73.84195
pan,1988,79.5099
pan,1999,91.53322
pan,2000,88.0821
pan,2001,89.04999
pan,2004,84.99249
pan,2005,86.73117
pan,2006,89.57087
pan,2007,86.91474
pan,2008,88.03187
pan,2009,94.73348
pan,2010,93.45199
pan,2013,87.22011
per,1977,72.62524
per,1978,76.52315
per,1979,72.4794
per,1980,77.745
per,1992,80.43303
per,1998,88.1911
per,1999,88.24423
per,2000,86.117
per,2001,84.5635
per,2003,89.65925
per,2004,90.65337
per,2005,90.38883
per,2006,93.06907
per,2007,86.18972
per,2008,90.99839
per,2009,92.60888
per,2010,85.67197
per,2011,79.82984
per,2013,91.41876
per,2016,94.56182
phl,1982,67.68752
phl,1983,68.13544
phl,1984,66.77463
phl,1985,67.7732
phl,1986,78.97699
phl,1987,70.84301
phl,1988,74.6153
phl,1998,69.33624
phl,2001,75.81008
phl,2002,72.16997
phl,2003,71.47645
phl,2004,70.60095
phl,2005,70.22997
phl,2006,72.82503
phl,2007,74.77155
phl,2008,75.48774
phl,2016,93.30631
phl,2018,97.15831
png,1986,68.43905
png,1987,66.85219
png,1988,68.97212
png,1989,55.32881
png,1990,59.53188
png,1991,70.25481
png,1994,58.97973
png,1995,69.4296
png,1996,59.91161
png,1997,66.2205
pol,2008,97.9039
pol,2009,99.37596
pol,2010,98.74437
pol,2011,98.80297
pol,2012,98.38827
pol,2013,98.24758
pol,2014,98.44401
pol,2015,98.21944
pol,2016,93.49979
pol,2017,99.63661
pol,2018,99.68178
pri,2014,81.46458
prt,1971,58.11845
prt,1972,63.95217
prt,1973,68.10185
prt,1974,71.13833
prt,2018,99.24947
pry,1972,52.66555
pry,1973,48.58481
pry,1974,46.83443
pry,1975,55.03393
pry,1976,53.4633
pry,1977,57.44209
pry,1980,58.50015
pry,1981,58.88837
pry,1982,61.80019
pry,1983,60.72522
pry,1984,61.00183
pry,1985,58.91305
pry,1986,61.14858
pry,1987,63.8332
pry,1988,64.3031
pry,1989,65.61471
pry,1990,69.11237
pry,1991,73.3085
pry,1992,74.76246
pry,1993,69.7191
pry,1994,71.04824
pry,1995,77.31434
pry,1997,76.02707
pry,1998,79.671
pry,1999,76.16616
pry,2002,80.05476
pry,2003,79.36128
pry,2004,85.83661
pry,2005,79.62989
pry,2006,82.80477
pry,2007,82.42125
pry,2008,80.84396
pry,2009,84.60219
pry,2010,81.60788
pry,2011,85.435
qat,1971,94.04068
qat,1972,98.8912
qat,1973,93.25514
qat,1974,94.77835
qat,1975,93.69769
qat,1976,96.2816
qat,1977,90.62957
qat,1978,89.22353
qat,1979,91.7366
qat,1980,97.38354
qat,1983,99.01055
qat,1984,98.37602
qat,1989,92.75078
qat,1992,91.20239
qat,1993,93.97342
qat,1994,91.34117
qat,1995,95.01798
qat,2005,85.3718
qat,2007,92.28618
qat,2012,99.27806
qat,2015,99.09922
qat,2016,98.05372
qat,2017,97.0767
qat,2018,90.46929
qat,2019,94.76964
rou,2018,94.3948
rwa,1971,41.7534
rwa,1972,41.2939
rwa,1973,46.43353
rwa,1974,48.49608
rwa,1976,58.18515
rwa,1979,75.71559
rwa,1980,80.79251
rwa,1981,69.11191
rwa,1982,55.35397
rwa,1983,61.54427
rwa,1984,63.06346
rwa,1985,63.19696
rwa,1986,67.90921
rwa,1987,66.33458
rwa,1988,65.08667
rwa,1989,57.84868
rwa,1990,57.79022
rwa,1991,61.04227
rwa,2000,40.70495
rwa,2001,40.47696
rwa,2002,44.93895
rwa,2003,43.03448
rwa,2008,46.41193
rwa,2009,44.86091
rwa,2011,49.47816
rwa,2012,47.22648
rwa,2013,47.57656
rwa,2014,58.49854
rwa,2015,72.21696
rwa,2016,67.95839
rwa,2017,64.41032
rwa,2018,73.10993
sau,2007,96.74981
sau,2011,98.0277
sau,2013,93.69424
sdn,2009,80.36282
sdn,2011,87.33667
sdn,2012,88.85228
sdn,2013,77.59958
sdn,2014,85.67636
sdn,2015,87.07516
sdn,2016,82.08343
sdn,2017,89.8508
sen,1971,74.307
sen,1978,88.19702
sen,1979,84.95217
sen,1980,87.36686
sen,1981,89.14578
sen,1982,89.02134
sen,1983,85.66308
sen,1984,87.12892
sen,1985,86.5233
sen,1987,91.62981
sen,1988,88.59817
sen,1989,91.95475
sen,1995,81.24459
sen,1996,89.0985
sen,1997,88.76307
sen,2000,75.0576
sen,2001,70.0723
sen,2002,82.6658
sen,2003,78.96813
sen,2004,74.58176
sen,2005,64.97456
sen,2007,70.05089
sen,2008,68.86584
sen,2009,72.62763
sen,2010,71.13474
sen,2011,71.0781
sen,2012,69.102
sen,2013,76.10758
sen,2014,70.34533
sen,2019,81.73457
sgp,1972,97.89138
sgp,1973,96.87756
sgp,1974,98.09731
sgp,1975,96.3735
sgp,1976,98.01628
sgp,1977,94.96375
sgp,1978,89.94463
sgp,1979,94.32029
sgp,1981,100
sgp,1983,100
sgp,2008,99.24295
sgp,2016,100
sgp,2017,99.82852
sgp,2018,99.40901
slb,1974,91.33072
slb,1980,74.74539
slb,1981,76.52167
slb,2010,84.31386
slb,2011,70.39499
slb,2012,82.66727
slb,2013,83.28311
slb,2014,77.40632
slb,2015,86.00646
slb,2016,78.38627
slb,2017,66.67519
slb,2018,81.96922
sle,2012,58.70878
sle,2015,60.37141
sle,2016,58.44933
sle,2017,27.63484
sle,2019,48.44258
slv,1970,34.56827
slv,1971,37.79705
slv,1972,52.52542
slv,1973,42.25605
slv,1975,42.11246
slv,1976,42.0989
slv,1980,17.42729
slv,1981,65.89025
slv,1982,46.09386
slv,1983,47.85945
slv,1987,49.00865
slv,1988,44.03775
slv,1991,55.74306
slv,1992,57.60933
slv,1995,76.15262
slv,2000,64.40302
slv,2001,67.0995
slv,2002,73.01002
slv,2005,70.06061
slv,2006,71.83695
slv,2007,78.12306
slv,2008,78.87857
slv,2009,88.98514
slv,2010,85.69562
slv,2011,85.54604
slv,2012,85.39522
slv,2013,84.05677
slv,2014,81.02613
slv,2015,81.27743
slv,2016,77.29623
slv,2017,85.23158
smr,2011,94.85217
smr,2018,99.4186
smr,2019,98.09611
stp,2001,59.29265
stp,2002,62.35194
stp,2003,66.58833
stp,2004,76.612
stp,2007,82.83197
stp,2008,73.78886
stp,2010,88.41814
sur,1975,34.20061
sur,1977,62.74315
sur,1978,72.31581
sur,1987,78.56359
sur,2005,77.13938
sur,2006,78.53083
sur,2008,88.96456
sur,2009,81.765
sur,2010,85.81321
sur,2011,94.22217
sur,2012,90.64126
sur,2013,87.13325
sur,2014,94.86168
sur,2015,93.36934
sur,2016,69.76893
sur,2017,85.10213
sur,2018,89.36313
svn,2008,99.69348
svn,2009,99.09618
svn,2010,99.08129
svn,2011,99.4658
svn,2012,99.87703
svn,2013,99.15091
svn,2014,98.82178
svn,2015,99.10009
svn,2016,99.57061
svn,2017,98.95808
svn,2018,99.74367
swe,1971,97.36324
swe,1972,95.98724
swe,1973,96.16964
swe,1974,96.62031
swe,1975,98.52876
swe,1976,99.11387
swe,1978,99.57916
swe,1979,98.88761
swe,1980,98.55538
swe,1981,97.99999
swe,1982,97.93676
swe,1983,98.52215
swe,1987,99.1312
swe,1988,99.40375
swe,1989,99.60463
swe,1990,99.28571
swe,1991,99.53333
swe,1999,98.53516
swe,2000,98.92075
swe,2001,98.68796
swe,2002,99.12763
swe,2003,98.62667
swe,2004,99.10216
swe,2005,98.49858
swe,2006,99.39414
swe,2007,99.57791
swe,2008,98.81446
swe,2009,99.28603
swe,2010,96.44124
swe,2012,99.54077
swe,2013,99.51745
swe,2017,99.45893
swe,2018,99.61658
swz,1970,65.70526
swz,1971,76.55079
swz,1972,75.9762
swz,1973,75.51959
swz,1974,71.51601
swz,1975,69.53518
swz,1976,73.09931
swz,1977,69.7712
swz,1978,71.09348
swz,1979,72.68022
swz,1980,76.56554
swz,1981,69.4489
swz,1982,73.10311
swz,1983,74.46391
swz,1984,74.91184
swz,1985,70.47984
swz,1986,77.2862
swz,1987,75.89869
swz,1988,71.81008
swz,1989,77.15645
swz,1990,74.27718
swz,1991,73.93591
swz,1992,74.21733
swz,1993,75.95818
swz,1994,84.55443
swz,1995,72.69585
swz,1996,72.79462
swz,1997,77.64694
swz,1998,81.24728
swz,1999,72.26883
swz,2000,69.07404
swz,2001,77.3201
swz,2002,73.99084
swz,2004,81.38786
swz,2005,91.25991
swz,2006,74.94753
swz,2009,95.08404
swz,2012,88.02373
swz,2013,92.55407
swz,2014,92.17585
swz,2015,91.77204
swz,2016,95.12744
swz,2018,96.61276
syc,1973,87.42455
syc,1974,87.14877
syc,1979,87.19766
syc,1980,95.63848
syc,1981,97.26589
syc,1982,95.57612
syc,1983,97.07775
syc,1984,96.88994
syc,1985,96.81748
syc,1986,92.87264
syc,1987,94.45126
syc,1991,91.26558
syc,1993,93.2792
syc,1996,98.5822
syc,1999,95.59212
syc,2000,90.31828
syc,2001,98.5038
syc,2002,97.09551
syc,2003,86.3382
syc,2008,96.55727
syc,2010,94.66453
syc,2015,96.82487
syc,2017,97.10824
syr,1971,90.78778
syr,1972,95.58427
syr,1973,88.16995
syr,1974,90.05081
syr,1975,91.385
syr,1976,89.16678
syr,1977,88.38166
syr,1978,91.52077
syr,1979,87.92261
syr,1980,89.99001
syr,1981,92.62853
syr,1982,92.82246
syr,1983,94.31716
syr,1984,96.11795
syr,1985,96.61618
syr,1988,94.09841
syr,1989,89.90355
syr,1990,98.36327
syr,1991,94.42086
syr,1992,91.90054
syr,1993,93.54696
syr,1994,90.5389
syr,1995,91.92926
syr,1996,92.8417
syr,1997,85.86043
syr,1999,92.00933
syr,2000,92.18676
syr,2001,92.93346
tcd,1976,37.11082
tcd,1988,37.69648
tcd,1990,58.29245
tcd,1994,33.36971
tcd,1995,47.87822
tcd,1996,63.20706
tcd,1998,53.68233
tcd,1999,58.88073
tcd,2000,58.37738
tcd,2001,68.22346
tcd,2002,56.52281
tcd,2004,34.24582
tcd,2005,40.89089
tcd,2009,36.41702
tcd,2010,57.34719
tcd,2011,48.40591
tcd,2012,59.16581
tcd,2015,37.24807
tcd,2016,30.96311
tcd,2017,76.8701
tgo,1971,78.33192
tgo,1978,81.85129
tgo,1979,79.26958
tgo,1980,69.78678
tgo,1981,59.86081
tgo,1982,59.24011
tgo,1983,43.56891
tgo,1984,53.40298
tgo,1985,59.8934
tgo,1986,80.75123
tgo,1987,70.37914
tgo,1988,67.02858
tgo,1989,72.89149
tgo,1990,74.54576
tgo,1991,55.30793
tgo,1995,79.28311
tgo,1999,54.84992
tgo,2000,79.4076
tgo,2002,73.19421
tgo,2003,79.45988
tgo,2004,79.27541
tgo,2005,89.0928
tgo,2007,79.68112
tgo,2009,78.33281
tgo,2010,63.17201
tgo,2011,76.21069
tgo,2012,71.40388
tgo,2013,61.11957
tha,1974,46.63193
tha,1975,48.49762
tha,1976,50.78766
tha,1977,54.33315
tha,1999,83.08272
tha,2000,93.95525
tha,2016,93.85119
tha,2017,97.59786
tls,2008,76.33917
tls,2009,67.74269
tls,2010,83.30946
tls,2011,77.79697
tls,2012,78.85672
tls,2013,81.90012
tls,2014,85.27969
tls,2015,82.93077
tls,2016,84.29055
tls,2018,90.51643
ton,1977,89.91481
ton,1978,92.72791
ton,1983,96.89737
ton,1985,96.13949
ton,2000,91.3644
ton,2004,87.39365
ton,2005,91.49793
ton,2019,91.20941
tto,2004,88.78424
tto,2007,94.22672
tto,2008,96.98899
tto,2009,90.34016
tun,1976,89.8888
tun,1977,90.27513
tun,1978,86.43774
tun,1979,89.23404
tun,1980,88.78202
tun,1981,88.56034
tun,1982,90.46136
tun,1983,88.84026
tun,1984,89.61746
tun,1985,90.18811
tun,1988,87.91701
tun,1989,88.85376
tun,1990,88.49189
tun,1992,88.05934
tun,1993,90.59257
tun,1994,91.38236
tun,1995,92.1428
tun,1996,90.40638
tun,1998,90.97336
tun,1999,91.48325
tun,2000,92.4761
tun,2001,95.2327
tun,2002,95.63298
tun,2003,96.38051
tun,2004,96.504
tun,2005,96.46243
tun,2006,96.44846
tun,2007,95.82176
tun,2008,95.46894
tun,2009,95.96966
tun,2012,97.14435
tun,2013,92.81361
tun,2014,96.59139
tun,2015,85.07797
tun,2016,96.54821
tur,1984,93.18899
tur,1985,97.91137
tur,1986,96.59367
tur,1987,97.55731
tur,1988,96.83499
tur,1989,97.07513
tur,1990,96.27829
tur,1991,97.99992
tur,1992,91.80866
tur,1993,88.08163
tur,2004,96.91364
tur,2005,97.53269
tur,2006,97.04402
tur,2007,94.00214
tur,2008,90.68472
tur,2009,98.48764
tur,2010,94.60823
tur,2011,90.7751
tur,2014,0
tuv,2015,65.06376
tza,1974,93.14291
tza,1975,88.27788
tza,1980,89.01276
tza,1981,80.31132
tza,1982,91.62634
tza,1983,86.53119
tza,1985,84.99308
tza,1986,77.69492
tza,1987,75.02987
tza,1988,78.82002
tza,1990,76.70878
tza,1991,81.18647
tza,1992,81.13601
tza,1993,76.2237
tza,1996,78.46451
tza,1997,74.37086
tza,1998,78.66808
tza,1999,79.78771
tza,2000,79.52686
tza,2001,96.36624
tza,2003,86.06315
tza,2004,83.6704
tza,2005,83.56898
tza,2006,84.92384
tza,2008,78.77571
tza,2009,87.04414
tza,2012,75.21898
tza,2017,93.85994
tza,2018,86.88438
tza,2019,81.85491
uga,1981,82.3373
uga,1985,55.74756
uga,2000,56.41774
uga,2001,62.55176
uga,2002,59.95967
uga,2003,40.36297
uga,2004,48.87323
uga,2006,57.65096
uga,2008,57.43466
uga,2010,47.13358
uga,2011,62.00136
uga,2012,60.13809
uga,2016,60.08181
ury,1977,87.54357
ury,1984,94.17811
ury,1985,88.92105
ury,1986,93.24856
ury,1987,93.97449
ury,1988,96.4318
ury,1989,93.52702
ury,1990,93.15894
ury,1991,93.5103
ury,1992,94.37728
ury,1993,92.85475
ury,1994,94.68091
ury,1995,96.43962
ury,1996,93.17155
ury,1997,99.6354
ury,1998,84.44595
ury,2000,87.43271
ury,2001,91.3381
ury,2002,86.56641
ury,2003,89.57562
ury,2004,93.62209
ury,2005,91.72589
ury,2006,92.69388
ury,2007,92.95273
ury,2008,93.91567
ury,2009,93.60364
ury,2010,92.69362
ury,2011,99.06589
ury,2012,98.48666
ury,2013,98.80466
ury,2014,98.47725
ury,2015,99.35953
vct,2010,74.25155
vct,2012,93.00694
vct,2013,94.25095
vct,2015,95.71369
vct,2017,96.17068
ven,1987,70.79709
ven,1988,72.31608
ven,1991,82.5477
ven,1992,74.64496
ven,1996,86.26163
ven,1999,87.5227
ven,2002,81.48264
ven,2003,88.58691
ven,2004,88.08128
ven,2005,89.71646
ven,2006,95.62784
ven,2007,82.27503
ven,2008,92.14021
ven,2009,92.63734
ven,2010,94.12692
ven,2011,93.32996
ven,2012,94.577
ven,2013,89.94995
ven,2014,92.84697
ven,2015,85.94666
ven,2016,86.64555
vgb,2017,26.23141
vnm,1999,79.89479
vnm,2000,86.09216
vnm,2002,85.66917
vnm,2012,94.48417
vnm,2014,94.03602
vut,1993,73.33613
vut,1999,72.3591
vut,2006,81.40128
vut,2007,78.46634
vut,2008,77.63733
vut,2019,86.95858
wsm,1999,88.78109
wsm,2000,94.18886
wsm,2006,86.95754
wsm,2010,78.03951
wsm,2011,92.41117
wsm,2014,93.35159
wsm,2015,89.85662
wsm,2016,93.07224
wsm,2017,86.90427
wsm,2018,92.70032
wsm,2019,92.30062
yem,2001,77.81367
yem,2002,79.59123
yem,2003,77.79385
yem,2004,67.20201
yem,2012,77.49028
zaf,1990,72.07095
zaf,1998,77.06385
zaf,1999,65.21856
zaf,2001,82.97798
zaf,2002,81.68224
zaf,2003,81.58216
zaf,2015,80.89784
zaf,2017,90.29876
zaf,2018,94.27929
zmb,1971,80.43123
zmb,1972,80.09246
zmb,1974,77.42263
zmb,1976,84.58574
zmb,1977,84.35735
zmb,1978,85.6536
zmb,1980,88.3861
zmb,1985,88.45873
zmb,1998,83.46036
zmb,1999,83.05903
zmb,2005,89.96038
zmb,2006,93.7924
zmb,2007,90.97209
zmb,2008,71.49554
zmb,2009,81.21363
zmb,2012,75.65024
zwe,1983,79.00185
zwe,1998,76.79171
zwe,2001,58.36537
zwe,2002,68.22588
zwe,2012,82.15087
zwe,2015,86.39123
zwe,2016,86.41665
zwe,2017,88.6474
zwe,2018,90.74154
zwe,2019,90.83802
