geo,time,se_prm_prs5_ma_zs
abw,1999,97.32151
abw,2001,92.10797
abw,2002,93.7913
abw,2003,94.71686
abw,2004,92.53274
abw,2006,93.64661
abw,2007,88.05661
abw,2008,86.91399
abw,2013,92.39189
afg,1973,66.13171
afg,1976,71.54778
afg,1977,77.88952
afg,1980,61.89124
ago,2008,44.31929
ago,2009,52.57597
alb,1995,18.83273
alb,2008,91.64917
alb,2009,95.06567
alb,2010,97.8378
alb,2011,98.46882
alb,2012,97.61909
alb,2013,98.32625
alb,2014,95.12022
alb,2015,88.65686
alb,2016,92.73267
alb,2017,91.63765
alb,2018,89.4172
alb,2019,88.87198
and,2006,99.95094
and,2007,96.95235
and,2008,94.77405
and,2009,92.71054
and,2010,92.17308
and,2011,93.49149
and,2012,97.85523
and,2013,97.46456
and,2016,98.75914
are,1973,64.54632
are,1977,96.63164
are,1978,91.12287
are,1982,97.67569
are,1983,88.79709
are,1984,82.65712
are,1985,91.59174
are,1986,85.37209
are,1987,91.13337
are,1988,96.12556
are,1989,97.4087
are,1990,96.2478
are,1991,80.26819
are,1992,88.05722
are,1993,100
are,1994,97.37323
are,1995,81.3517
are,1996,83.18935
are,1997,91.64787
are,1998,96.77137
are,1999,92.54609
are,2000,95.06666
are,2001,95.57497
are,2003,93.35305
are,2004,94.9103
are,2005,97.06964
are,2006,96.64423
are,2010,84.54929
are,2012,90.8167
arg,1970,73.37634
arg,1974,69.8878
arg,1975,74.50329
arg,1996,69.92834
arg,1998,89.48098
arg,1999,98.27386
arg,2000,93.30398
arg,2001,92.84423
arg,2002,85.51798
arg,2003,98.14452
arg,2004,90.603
arg,2005,96.99247
arg,2006,96.40608
arg,2007,99.07628
arg,2008,95.86792
arg,2009,97.62305
arg,2010,94.81023
arg,2011,98.2223
arg,2012,96.18751
arg,2013,96.81927
arg,2014,96.00538
arg,2015,98.60103
arg,2016,95.42372
arg,2017,95.51228
arg,2018,95.09706
atg,2007,92.00024
atg,2014,89.893
bdi,1972,13.87425
bdi,1973,49.72687
bdi,1974,67.98669
bdi,1975,57.74186
bdi,1976,56.94424
bdi,1977,84.17686
bdi,1978,60.85174
bdi,1979,78.52386
bdi,1980,81.20113
bdi,1982,86.74442
bdi,1983,85.49434
bdi,1984,83.78906
bdi,1986,87.3067
bdi,1987,83.57311
bdi,1988,69.34119
bdi,1989,71.26257
bdi,1991,65.2631
bdi,1992,74.16571
bdi,2000,59.25845
bdi,2001,69.10408
bdi,2002,66.54751
bdi,2003,64.96389
bdi,2004,67.5603
bdi,2006,67.50475
bdi,2007,61.87164
bdi,2009,59.18818
bdi,2010,56.57394
bdi,2011,50.96871
bdi,2012,58.36268
bdi,2013,58.56832
bdi,2014,55.42215
bdi,2015,53.14237
bdi,2016,51.15869
bdi,2017,51.04171
bdi,2018,49.3975
bel,1974,71.84622
bel,1975,68.61321
bel,1976,75.48768
bel,1977,67.3564
bel,1978,70.67859
bel,1979,73.9023
bel,1980,73.88741
bel,1981,75.12152
bel,1982,63.43625
bel,1983,67.7842
bel,1984,72.5155
bel,1985,77.57724
bel,1986,78.87091
bel,1987,78.80226
bel,2005,95.90535
bel,2006,95.47132
bel,2007,90.47619
bel,2008,95.57568
bel,2009,97.91258
bel,2012,98.24757
bel,2013,94.83727
bel,2014,95.89574
bel,2015,97.4108
bel,2016,95.27767
bel,2017,96.05415
bel,2018,96.08401
ben,1971,66.81083
ben,1972,63.56551
ben,1973,51.09291
ben,1975,60.70407
ben,1976,53.98965
ben,1977,53.6769
ben,1978,60.53398
ben,1979,54.13219
ben,1980,62.29093
ben,1982,59.80881
ben,1983,38.53413
ben,1984,56.6393
ben,1985,44.12646
ben,1986,50.53682
ben,1987,42.63247
ben,1988,47.63917
ben,1989,14.40936
ben,1991,54.6517
ben,1992,66.99189
ben,1993,55.73762
ben,1994,66.79116
ben,1995,63.57151
ben,1996,68.82841
ben,1997,65.94502
ben,2000,88.8101
ben,2001,74.93871
ben,2002,70.4112
ben,2003,69.89431
ben,2009,61.69885
ben,2010,65.0611
ben,2011,67.71847
ben,2012,61.79826
ben,2013,62.83116
ben,2014,67.5505
ben,2015,57.81241
ben,2018,44.51847
ben,2019,49.99614
bfa,1971,57.13446
bfa,1972,52.88171
bfa,1973,58.06391
bfa,1974,59.88348
bfa,1975,64.82822
bfa,1976,65.94472
bfa,1977,63.40119
bfa,1978,65.16927
bfa,1979,67.83925
bfa,1980,67.80492
bfa,1981,76.45472
bfa,1982,71.4777
bfa,1983,74.62387
bfa,1984,73.3609
bfa,1986,75.36547
bfa,1987,71.70347
bfa,1988,69.91984
bfa,1989,68.96029
bfa,1990,74.42429
bfa,1991,70.94457
bfa,1994,77.96164
bfa,1998,65.34998
bfa,1999,66.91954
bfa,2000,67.63882
bfa,2001,63.69066
bfa,2002,71.83361
bfa,2003,74.38228
bfa,2004,75.18541
bfa,2005,71.4711
bfa,2006,79.43755
bfa,2007,78.11684
bfa,2008,81.94592
bfa,2009,73.04027
bfa,2011,77.44804
bfa,2012,76.75898
bfa,2013,75.74791
bfa,2014,74.96126
bfa,2015,76.76626
bfa,2016,73.13962
bfa,2017,78.14399
bfa,2018,64.96391
bfa,2019,63.21607
bgd,1980,17.76169
bgd,2008,67.13794
bgd,2009,61.94934
bhr,1982,79.48853
bhr,1985,88.76061
bhr,1986,84.93102
bhr,1987,90.0618
bhr,1988,97.71565
bhr,1991,88.63394
bhr,1992,97.19667
bhr,1993,97.10655
bhr,1994,98.76886
bhr,1995,88.22036
bhr,1997,96.81478
bhr,1998,98.93301
bhr,1999,95.11443
bhr,2000,98.87358
bhr,2001,99.54518
bhr,2003,99.01071
bhr,2004,99.49578
bhr,2011,99.09671
bhr,2015,98.26407
bhr,2016,96.44352
bhr,2017,98.83545
bhr,2018,96.97757
bhs,2005,82.20736
bhs,2006,92.14
bhs,2007,91.67787
bhs,2008,78.42643
bhs,2009,92.90657
bhs,2011,72.26546
bhs,2012,70.6268
bhs,2015,67.33173
bih,2009,73.45069
bih,2010,81.11166
bih,2011,83.00176
bih,2012,82.81593
bih,2013,86.41176
bih,2014,96.48544
bih,2015,96.65293
bih,2016,98.61417
bih,2017,92.61443
bih,2018,93.54966
bih,2019,93.18631
blz,1991,68.85882
blz,1994,70.33389
blz,1999,74.4934
blz,2005,89.54989
blz,2006,87.04198
blz,2007,92.89633
blz,2008,95.03058
blz,2009,89.22077
blz,2010,94.2914
blz,2012,93.56148
blz,2013,97.70534
blz,2014,98.53143
blz,2016,92.6686
blz,2017,96.30833
blz,2019,96.03471
bmu,2002,96.56896
bmu,2010,87.17346
bol,2009,87.61352
bol,2010,89.91448
bol,2011,92.52578
bol,2012,97.67873
bol,2013,95.69334
bol,2014,97.26567
bol,2015,95.81837
bol,2016,95.44695
bol,2017,96.37367
bol,2018,98.33899
brb,1999,93.17669
brb,2001,93.86758
brb,2002,97.10671
brb,2003,94.92591
brb,2004,95.3984
brb,2005,92.94178
brb,2008,94.62104
brb,2010,97.69647
brn,1975,82.98009
brn,2003,99.01452
brn,2004,97.83457
brn,2005,97.79423
brn,2006,97.41198
brn,2007,97.86087
brn,2009,96.90666
brn,2011,99.74699
brn,2016,96.11307
brn,2018,96.58897
brn,2019,98.85895
btn,1977,14.1273
btn,1978,30.40102
btn,1993,80.64642
btn,1997,85.16509
btn,1998,86.37424
btn,1999,88.94659
btn,2000,89.21077
btn,2005,91.26942
btn,2008,92.61785
btn,2009,90.83494
btn,2010,94.73748
btn,2011,94.91756
btn,2016,92.57145
btn,2017,86.77776
bwa,1970,61.31117
bwa,1978,83.9266
bwa,1980,80.1752
bwa,1982,83.72421
bwa,1983,83.17252
bwa,1984,89.70481
bwa,1985,88.4917
bwa,1986,89.32658
bwa,1987,86.11714
bwa,1989,80.46329
bwa,1990,90.77637
bwa,1991,81.48661
bwa,1992,87.63993
bwa,1993,85.65523
bwa,1994,85.48829
bwa,1995,86.89721
bwa,1998,84.20204
bwa,1999,84.31146
bwa,2000,86.32478
bwa,2001,86.63027
bwa,2002,86.98803
bwa,2003,88.38495
bwa,2004,86.38107
bwa,2005,88.82435
bwa,2008,95.72943
bwa,2012,95.15079
caf,1971,41.86606
caf,1972,55.72205
caf,1973,48.27847
caf,1975,52.16751
caf,1977,54.54033
caf,1980,50.27015
caf,1981,64.21916
caf,1982,68.45327
caf,1985,42.87289
caf,1986,30.14932
caf,1987,73.39595
caf,1988,64.98022
caf,1990,38.85076
caf,1991,25.12674
caf,2008,57.61349
caf,2009,60.89599
caf,2010,57.84705
caf,2011,57.16032
can,1998,96.33349
can,1999,98.34177
che,1977,78.37155
che,1978,73.93596
che,1979,73.81536
che,1980,51.90652
che,1981,74.30923
che,1982,72.86287
che,1983,73.00888
che,1984,72.48967
che,1985,73.11641
che,1986,73.51952
che,2016,99.61902
che,2017,99.56157
che,2018,99.35776
chl,1970,82.28615
chl,1971,73.95582
chl,1972,75.16358
chl,1973,75.34889
chl,1974,73.01016
chl,1975,71.77694
chl,1976,77.50199
chl,1982,92.63811
chl,1996,98.27949
chl,2010,98.2312
chl,2011,98.1247
chl,2013,99.33731
chl,2014,99.30951
chl,2015,99.25824
chl,2016,99.39368
chl,2017,99.75159
chl,2018,99.73826
chn,1995,92.23717
chn,1996,93.41911
chn,2019,100
civ,1972,90.479
civ,1973,89.25242
civ,1975,82.93162
civ,1976,99.7337
civ,1977,95.17731
civ,1978,96.65458
civ,1979,90.45698
civ,1980,90.43664
civ,1982,85.58078
civ,1983,76.53134
civ,1984,73.14316
civ,1985,76.22161
civ,1986,79.72147
civ,1987,80.64953
civ,1988,84.18747
civ,1989,78.66918
civ,1990,71.91194
civ,1991,75.02201
civ,1992,64.55583
civ,1993,85.68214
civ,1994,76.95766
civ,1995,76.35168
civ,1996,74.81996
civ,1997,70.78412
civ,1999,72.54604
civ,2000,89.70933
civ,2006,83.37224
civ,2008,66.04081
civ,2011,84.34724
civ,2012,78.94805
civ,2013,78.20855
civ,2014,85.12224
civ,2015,83.04749
cmr,1972,60.78558
cmr,1973,62.55051
cmr,1974,69.30671
cmr,1975,63.60936
cmr,1976,57.39772
cmr,1977,67.90142
cmr,1978,65.79573
cmr,1979,67.89797
cmr,1980,72.8505
cmr,1981,70.18362
cmr,1982,75.20194
cmr,1983,63.63519
cmr,1984,75.07388
cmr,1985,72.77361
cmr,1986,76.09075
cmr,1990,64.26549
cmr,2006,77.04271
cmr,2007,62.73012
cmr,2008,76.88912
cmr,2009,76.07293
cmr,2010,67.46052
cmr,2011,77.62821
cmr,2014,77.97228
cmr,2015,70.76743
cmr,2016,54.80065
cmr,2017,50.98787
cmr,2018,76.79168
cod,1971,50.85291
cod,1975,62.5661
cod,1976,61.27868
cod,1977,68.07369
cod,1987,88.08397
cod,1991,58.46258
cod,1992,68.06543
cod,1993,72.82335
cod,2007,78.30697
cod,2009,62.06156
cod,2010,62.1974
cod,2011,74.86873
cod,2012,60.56779
cod,2014,44.71606
cog,1972,82.26399
cog,1973,86.81805
cog,1975,78.82739
cog,1976,79.6265
cog,1977,76.62286
cog,1978,77.10901
cog,1983,85.39106
cog,1984,80.36965
cog,1989,66.22224
cog,1991,58.94203
cog,1993,67.54935
cog,1995,39.95002
cog,2002,66.98514
cog,2007,75.25412
col,1970,48.30887
col,1971,34.02887
col,1972,38.76831
col,1973,34.39552
col,1981,35.67056
col,1982,52.06492
col,1983,53.46271
col,1984,47.9073
col,1985,55.39756
col,1986,63.80073
col,1987,53.24975
col,1988,53.18836
col,1992,58.77282
col,1993,63.24426
col,1994,54.65512
col,1998,56.18652
col,1999,64.03788
col,2004,78.31903
col,2005,77.27929
col,2006,81.55689
col,2009,83.9922
col,2010,87.61642
col,2011,82.61191
col,2012,72.64204
col,2013,81.184
col,2014,85.83614
col,2015,87.88153
col,2016,89.58752
col,2017,90.18511
col,2018,92.83835
com,1986,33.58622
com,1998,47.86691
com,2013,71.5532
cpv,1978,16.40128
cpv,1979,24.84308
cpv,1980,29.29285
cpv,1981,25.79079
cpv,1982,28.92319
cpv,1984,39.5458
cpv,1985,41.99469
cpv,1986,53.38971
cpv,1987,52.55276
cpv,2001,88.37066
cpv,2002,86.95965
cpv,2003,87.64639
cpv,2005,88.09568
cpv,2007,88.56901
cpv,2010,92.37067
cpv,2012,92.56361
cpv,2013,91.11868
cpv,2014,91.50907
cpv,2015,91.98432
cri,1970,75.80927
cri,1971,74.21587
cri,1972,78.10377
cri,1973,72.49801
cri,1975,77.88536
cri,1976,75.12741
cri,1977,75.1006
cri,1978,77.26403
cri,1979,72.57908
cri,1980,77.43616
cri,1981,74.46268
cri,1984,79.11885
cri,1985,84.60255
cri,1986,80.18367
cri,1987,82.39
cri,1988,82.39242
cri,1990,80.80614
cri,1991,83.4169
cri,1992,83.99506
cri,1993,86.72035
cri,1994,87.01876
cri,1995,86.26803
cri,1999,90.12745
cri,2000,92.83155
cri,2001,90.21861
cri,2004,83.76127
cri,2005,93.02134
cri,2006,86.15584
cri,2007,94.46096
cri,2008,94.63443
cri,2009,90.24135
cri,2010,91.69205
cri,2011,89.78291
cri,2012,88.70218
cri,2013,90.93467
cri,2014,94.51006
cri,2015,93.34689
cub,1971,67.80617
cub,1998,72.00188
cub,1999,95.03973
cub,2000,96.47954
cub,2001,96.99447
cub,2002,97.22203
cub,2003,97.24187
cub,2004,96.09012
cub,2005,96.0582
cub,2006,96.51412
cub,2007,95.93862
cub,2008,95.69767
cub,2009,96.6237
cub,2010,94.90841
cub,2011,95.46652
cub,2012,95.48514
cub,2013,96.08539
cub,2014,95.52294
cub,2015,95.40672
cub,2016,96.02072
cub,2017,96.15703
cub,2018,96.49942
cub,2019,95.98802
cym,2000,96.28183
cym,2004,77.47754
cyp,1971,95.77306
cyp,1972,99.08487
cyp,1973,97.8286
cyp,1974,68.87391
cyp,1975,94.70143
cyp,1976,99.2047
cyp,1977,99.14306
cyp,1978,99.09684
cyp,1979,98.67688
cyp,1980,99.89507
cyp,1981,97.11759
cyp,1982,99.90548
cyp,1983,98.66193
cyp,1984,98.63096
cyp,1985,98.9932
cyp,1986,98.55893
cyp,1987,99.59738
cyp,1988,99.69875
cyp,1989,98.32167
cyp,1991,99.45272
cyp,1992,98.91992
