geo,time,sp_pop_65up_ma_zs
dza,1994,3.27434
dza,1995,3.36864
dza,1996,3.48793
dza,1997,3.62553
dza,1998,3.77571
dza,1999,3.93007
dza,2000,4.08518
dza,2001,4.20697
dza,2002,4.31914
dza,2003,4.42416
dza,2004,4.52435
dza,2005,4.62172
dza,2006,4.73784
dza,2007,4.84722
dza,2008,4.95222
dza,2009,5.05666
dza,2010,5.166
dza,2011,5.22082
dza,2012,5.28317
dza,2013,5.3618
dza,2014,5.46966
dza,2015,5.61556
dza,2016,5.77452
dza,2017,5.95861
dza,2018,6.15773
dza,2019,6.35931
dza,2020,6.55751
ecu,1960,4.20803
ecu,1961,4.19389
ecu,1962,4.16136
ecu,1963,4.11754
ecu,1964,4.0698
ecu,1965,4.02184
ecu,1966,3.99306
ecu,1967,3.96137
ecu,1968,3.92705
ecu,1969,3.88886
ecu,1970,3.84779
ecu,1971,3.82783
ecu,1972,3.80332
ecu,1973,3.77818
ecu,1974,3.75651
ecu,1975,3.74128
ecu,1976,3.75401
ecu,1977,3.76882
ecu,1978,3.78236
ecu,1979,3.78913
ecu,1980,3.78736
ecu,1981,3.8018
ecu,1982,3.80689
ecu,1983,3.80666
ecu,1984,3.8059
ecu,1985,3.80743
ecu,1986,3.82945
ecu,1987,3.85114
ecu,1988,3.8737
ecu,1989,3.89806
ecu,1990,3.92523
ecu,1991,3.97146
ecu,1992,4.0186
ecu,1993,4.067
ecu,1994,4.11669
ecu,1995,4.16785
ecu,1996,4.23921
ecu,1997,4.30899
ecu,1998,4.37862
ecu,1999,4.44991
ecu,2000,4.52443
ecu,2001,4.60775
ecu,2002,4.69355
ecu,2003,4.78336
ecu,2004,4.87881
ecu,2005,4.98101
ecu,2006,5.08631
ecu,2007,5.19723
ecu,2008,5.31086
ecu,2009,5.42257
ecu,2010,5.53084
ecu,2011,5.63067
ecu,2012,5.72527
ecu,2013,5.82612
ecu,2014,5.94785
ecu,2015,6.09816
ecu,2016,6.25077
ecu,2017,6.42691
ecu,2018,6.61992
ecu,2019,6.82039
ecu,2020,7.02404
egy,1960,3.24067
egy,1961,3.26893
egy,1962,3.30192
egy,1963,3.336
egy,1964,3.36437
egy,1965,3.38495
egy,1966,3.41638
egy,1967,3.43734
egy,1968,3.45159
egy,1969,3.46513
egy,1970,3.48121
egy,1971,3.52121
egy,1972,3.56048
egy,1973,3.59703
egy,1974,3.62699
egy,1975,3.64857
egy,1976,3.68803
egy,1977,3.71592
egy,1978,3.73409
egy,1979,3.74492
egy,1980,3.74982
egy,1981,3.7704
egy,1982,3.78441
egy,1983,3.79368
egy,1984,3.80013
egy,1985,3.80548
egy,1986,3.82397
egy,1987,3.83848
egy,1988,3.85057
egy,1989,3.86308
egy,1990,3.87835
egy,1991,3.91797
egy,1992,3.95803
egy,1993,3.99689
egy,1994,4.03149
egy,1995,4.06053
egy,1996,4.11527
egy,1997,4.15479
egy,1998,4.18186
egy,1999,4.19993
egy,2000,4.21081
egy,2001,4.23151
egy,2002,4.24726
egy,2003,4.25321
egy,2004,4.24111
egy,2005,4.20948
egy,2006,4.19731
egy,2007,4.16388
egy,2008,4.12593
egy,2009,4.10452
egy,2010,4.10919
egy,2011,4.1783
egy,2012,4.25786
egy,2013,4.33822
egy,2014,4.40849
egy,2015,4.46535
egy,2016,4.52333
egy,2017,4.5769
egy,2018,4.62888
egy,2019,4.6821
egy,2020,4.73967
eri,1960,2.38415
eri,1961,2.36948
eri,1962,2.35574
eri,1963,2.33898
eri,1964,2.31413
eri,1965,2.28242
eri,1966,2.2814
eri,1967,2.27354
eri,1968,2.26043
eri,1969,2.24521
eri,1970,2.22844
eri,1971,2.23669
eri,1972,2.24204
eri,1973,2.24503
eri,1974,2.24546
eri,1975,2.24253
eri,1976,2.26309
eri,1977,2.27852
eri,1978,2.28985
eri,1979,2.29781
eri,1980,2.3036
eri,1981,2.32631
eri,1982,2.34471
eri,1983,2.35905
eri,1984,2.3707
eri,1985,2.38122
eri,1986,2.41404
eri,1987,2.44206
eri,1988,2.46608
eri,1989,2.48894
eri,1990,2.51333
eri,1991,2.6192
eri,1992,2.72998
eri,1993,2.84566
eri,1994,2.96576
eri,1995,3.08993
eri,1996,3.18588
eri,1997,3.28045
eri,1998,3.37157
eri,1999,3.45731
eri,2000,3.53239
eri,2001,3.55012
eri,2002,3.55029
eri,2003,3.53924
eri,2004,3.52396
eri,2005,3.50769
eri,2006,3.55114
eri,2007,3.58624
eri,2008,3.61356
eri,2009,3.63465
eri,2010,3.65223
eri,2011,3.71706
esp,1960,6.89627
esp,1961,6.98346
esp,1962,7.06815
esp,1963,7.15369
esp,1964,7.24498
esp,1965,7.34693
esp,1966,7.50321
esp,1967,7.66032
esp,1968,7.815
esp,1969,7.9629
esp,1970,8.10176
esp,1971,8.24105
esp,1972,8.3583
esp,1973,8.45902
esp,1974,8.54823
esp,1975,8.62901
esp,1976,8.77218
esp,1977,8.90979
esp,1978,9.03631
esp,1979,9.14199
esp,1980,9.22468
esp,1981,9.33101
esp,1982,9.41865
esp,1983,9.5062
esp,1984,9.61852
esp,1985,9.77075
esp,1986,10.01183
esp,1987,10.27317
esp,1988,10.55515
esp,1989,10.85579
esp,1990,11.17196
esp,1991,11.49387
esp,1992,11.82035
esp,1993,12.15143
esp,1994,12.48651
esp,1995,12.82558
esp,1996,13.14256
esp,1997,13.46644
esp,1998,13.77833
esp,1999,14.04975
esp,2000,14.26514
esp,2001,14.31923
esp,2002,14.31832
esp,2003,14.28869
esp,2004,14.26539
esp,2005,14.26919
esp,2006,14.30884
esp,2007,14.36462
esp,2008,14.44707
esp,2009,14.55934
esp,2010,14.69949
esp,2011,14.99732
esp,2012,15.32747
esp,2013,15.67572
esp,2014,16.01907
esp,2015,16.3468
esp,2016,16.62278
esp,2017,16.86731
esp,2018,17.10469
esp,2019,17.37133
esp,2020,17.68851
est,1960,7.29174
est,1961,7.32317
est,1962,7.34215
est,1963,7.35804
est,1964,7.38327
est,1965,7.42351
est,1966,7.53863
est,1967,7.65769
est,1968,7.77133
est,1969,7.86432
est,1970,7.93007
est,1971,8.06262
est,1972,8.14824
est,1973,8.20061
est,1974,8.24222
est,1975,8.28366
est,1976,8.36486
est,1977,8.44523
est,1978,8.49484
est,1979,8.46986
est,1980,8.35062
est,1981,8.27361
est,1982,8.11234
est,1983,7.90476
est,1984,7.69992
est,1985,7.52423
est,1986,7.47277
est,1987,7.42976
est,1988,7.41055
est,1989,7.43746
est,1990,7.52268
est,1991,7.85109
est,1992,8.22808
est,1993,8.62351
est,1994,8.98758
est,1995,9.2922
est,1996,9.62967
est,1997,9.89733
est,1998,10.11581
est,1999,10.32334
est,2000,10.53882
est,2001,10.90896
est,2002,11.26817
est,2003,11.5919
est,2004,11.83822
est,2005,11.98725
est,2006,12.17486
est,2007,12.28767
est,2008,12.34965
est,2009,12.39885
est,2010,12.46172
est,2011,12.6635
est,2012,12.88661
est,2013,13.12185
est,2014,13.3535
est,2015,13.57276
est,2016,13.79722
est,2017,14.02611
est,2018,14.29378
est,2019,14.59802
est,2020,14.91449
eth,1960,2.18267
eth,1961,2.17486
eth,1962,2.15691
eth,1963,2.13741
eth,1964,2.12659
eth,1965,2.12877
eth,1966,2.17208
eth,1967,2.22212
eth,1968,2.27245
eth,1969,2.31511
eth,1970,2.34659
eth,1971,2.39428
eth,1972,2.43039
eth,1973,2.45716
eth,1974,2.47777
eth,1975,2.49464
eth,1976,2.59399
eth,1977,2.6956
eth,1978,2.80004
eth,1979,2.90294
eth,1980,2.9988
eth,1981,2.98089
eth,1982,2.94875
eth,1983,2.90882
eth,1984,2.8678
eth,1985,2.82781
eth,1986,2.89886
eth,1987,2.96996
eth,1988,3.03445
eth,1989,3.08654
eth,1990,3.12537
eth,1991,3.13603
eth,1992,3.13148
eth,1993,3.11795
eth,1994,3.10785
eth,1995,3.11171
eth,1996,3.09812
eth,1997,3.09348
eth,1998,3.08908
eth,1999,3.07457
eth,2000,3.04595
eth,2001,3.04421
eth,2002,3.03407
eth,2003,3.01939
eth,2004,3.00518
eth,2005,2.99471
eth,2006,3.02702
eth,2007,3.05852
eth,2008,3.08918
eth,2009,3.11864
eth,2010,3.1466
eth,2011,3.16435
eth,2012,3.17889
eth,2013,3.19102
eth,2014,3.20127
eth,2015,3.21036
eth,2016,3.22191
eth,2017,3.23085
eth,2018,3.23818
eth,2019,3.24488
eth,2020,3.25199
fin,1960,5.66757
fin,1961,5.77482
fin,1962,5.88416
fin,1963,5.99569
fin,1964,6.10573
fin,1965,6.21383
fin,1966,6.3912
fin,1967,6.56059
fin,1968,6.72504
fin,1969,6.89124
fin,1970,7.06269
fin,1971,7.30867
fin,1972,7.54668
fin,1973,7.76853
fin,1974,7.96368
fin,1975,8.1264
fin,1976,8.3776
fin,1977,8.59266
fin,1978,8.76699
fin,1979,8.89252
fin,1980,8.96601
fin,1981,9.03407
fin,1982,9.06142
fin,1983,9.06638
fin,1984,9.07377
fin,1985,9.10019
fin,1986,9.23618
fin,1987,9.37847
fin,1988,9.52572
fin,1989,9.6766
fin,1990,9.8291
fin,1991,10.05632
fin,1992,10.27606
fin,1993,10.48364
fin,1994,10.67085
fin,1995,10.8352
fin,1996,11.04833
fin,1997,11.24859
fin,1998,11.43939
fin,1999,11.62298
fin,2000,11.80208
fin,2001,12.0738
fin,2002,12.33863
fin,2003,12.59728
fin,2004,12.84885
fin,2005,13.09535
fin,2006,13.32635
fin,2007,13.54066
fin,2008,13.78199
fin,2009,14.11045
fin,2010,14.55806
fin,2011,15.12653
fin,2012,15.79295
fin,2013,16.50406
fin,2014,17.18366
fin,2015,17.78908
fin,2016,18.36243
fin,2017,18.86911
fin,2018,19.32351
fin,2019,19.7489
fin,2020,20.16036
fji,1960,2.61266
fji,1961,2.57427
fji,1962,2.55442
fji,1963,2.53174
fji,1964,2.48872
fji,1965,2.42241
fji,1966,2.41272
fji,1967,2.38974
fji,1968,2.3658
fji,1969,2.34878
fji,1970,2.3487
fji,1971,2.38198
fji,1972,2.41802
fji,1973,2.45319
fji,1974,2.48878
fji,1975,2.52612
fji,1976,2.56614
fji,1977,2.59232
fji,1978,2.59957
fji,1979,2.59258
fji,1980,2.57832
fji,1981,2.64273
fji,1982,2.70144
fji,1983,2.74583
fji,1984,2.76965
fji,1985,2.77104
fji,1986,2.81529
fji,1987,2.84106
fji,1988,2.85089
fji,1989,2.85102
fji,1990,2.83851
fji,1991,2.86238
fji,1992,2.87868
fji,1993,2.88214
fji,1994,2.87546
fji,1995,2.85677
fji,1996,2.91394
fji,1997,2.9663
fji,1998,3.01605
fji,1999,3.06033
fji,2000,3.10067
fji,2001,3.22355
fji,2002,3.34984
fji,2003,3.48537
fji,2004,3.6375
fji,2005,3.8078
fji,2006,3.93107
fji,2007,4.05291
fji,2008,4.17221
fji,2009,4.28866
fji,2010,4.40125
fji,2011,4.47618
fji,2012,4.52288
fji,2013,4.53513
fji,2014,4.50708
fji,2015,4.43526
fji,2016,4.57742
fji,2017,4.70403
fji,2018,4.83027
fji,2019,4.96941
fji,2020,5.11808
fra,1960,8.89516
fra,1961,8.94803
fra,1962,9.01633
fra,1963,9.0985
fra,1964,9.1885
fra,1965,9.28455
fra,1966,9.47171
fra,1967,9.6541
fra,1968,9.82225
fra,1969,9.96477
fra,1970,10.07652
fra,1971,10.26653
fra,1972,10.41201
fra,1973,10.52352
fra,1974,10.61731
fra,1975,10.70127
fra,1976,10.86362
fra,1977,11.02708
fra,1978,11.15353
fra,1979,11.18239
fra,1980,11.08673
fra,1981,10.98505
fra,1982,10.75783
fra,1983,10.48678
fra,1984,10.2847
fra,1985,10.21017
fra,1986,10.32122
fra,1987,10.54108
fra,1988,10.82177
fra,1989,11.09263
fra,1990,11.31632
fra,1991,11.60218
fra,1992,11.84647
fra,1993,12.05912
fra,1994,12.25837
fra,1995,12.45322
fra,1996,12.68378
fra,1997,12.89473
fra,1998,13.08411
fra,1999,13.24642
fra,2000,13.37972
fra,2001,13.5187
fra,2002,13.64141
fra,2003,13.74503
fra,2004,13.82322
fra,2005,13.87757
fra,2006,13.95884
fra,2007,14.00852
fra,2008,14.06646
fra,2009,14.1913
fra,2010,14.41641
fra,2011,14.75244
fra,2012,15.17608
fra,2013,15.65395
fra,2014,16.13242
fra,2015,16.57897
fra,2016,17.00947
fra,2017,17.41427
fra,2018,17.79604
fra,2019,18.16407
fra,2020,18.52738
fsm,1960,3.23214
fsm,1961,3.21599
fsm,1962,3.21246
fsm,1963,3.18223
fsm,1964,3.14531
fsm,1965,3.10654
fsm,1966,3.08337
fsm,1967,3.08451
fsm,1968,3.06133
fsm,1969,3.04849
fsm,1970,3.04427
fsm,1971,3.21191
fsm,1972,3.42534
fsm,1973,3.68035
fsm,1974,3.94354
fsm,1975,4.24176
fsm,1976,4.12287
fsm,1977,3.99118
fsm,1978,3.82956
fsm,1979,3.66235
fsm,1980,3.46049
fsm,1981,3.46743
fsm,1982,3.45917
fsm,1983,3.41758
fsm,1984,3.39449
fsm,1985,3.36018
fsm,1986,3.34474
fsm,1987,3.31574
fsm,1988,3.29586
fsm,1989,3.25913
fsm,1990,3.22823
fsm,1991,3.23589
fsm,1992,3.20958
fsm,1993,3.14816
fsm,1994,3.09833
fsm,1995,3.08708
fsm,1996,3.17142
fsm,1997,3.27323
fsm,1998,3.33897
fsm,1999,3.3539
fsm,2000,3.30519
fsm,2001,3.36983
fsm,2002,3.4124
fsm,2003,3.43435
fsm,2004,3.44439
fsm,2005,3.43165
fsm,2006,3.295
fsm,2007,3.12953
fsm,2008,2.95644
fsm,2009,2.78899
fsm,2010,2.65309
fsm,2011,2.66611
fsm,2012,2.71579
fsm,2013,2.77509
fsm,2014,2.85405
fsm,2015,2.9543
fsm,2016,3.14854
fsm,2017,3.3511
fsm,2018,3.55322
fsm,2019,3.74825
fsm,2020,3.93468
gab,1960,6.98957
gab,1961,7.01401
gab,1962,7.01198
gab,1963,6.98605
gab,1964,6.93429
gab,1965,6.85886
gab,1966,6.83223
gab,1967,6.77959
gab,1968,6.70644
gab,1969,6.61162
gab,1970,6.50118
gab,1971,6.45454
gab,1972,6.39435
gab,1973,6.31654
gab,1974,6.21988
gab,1975,6.10579
gab,1976,6.05251
gab,1977,5.9799
gab,1978,5.88994
gab,1979,5.78734
gab,1980,5.67531
gab,1981,5.61902
gab,1982,5.55
gab,1983,5.47114
gab,1984,5.38049
gab,1985,5.28116
gab,1986,5.22858
gab,1987,5.16478
gab,1988,5.09421
gab,1989,5.02274
gab,1990,4.95374
gab,1991,4.91429
gab,1992,4.8693
gab,1993,4.82044
gab,1994,4.76655
gab,1995,4.71103
gab,1996,4.66876
gab,1997,4.61903
gab,1998,4.56184
gab,1999,4.49676
gab,2000,4.42469
gab,2001,4.35545
gab,2002,4.27233
gab,2003,4.17827
gab,2004,4.07189
gab,2005,3.95531
gab,2006,3.85988
gab,2007,3.75237
gab,2008,3.638
gab,2009,3.52216
gab,2010,3.4075
gab,2011,3.34711
gab,2012,3.28553
gab,2013,3.22387
gab,2014,3.1601
gab,2015,3.0974
gab,2016,3.0953
gab,2017,3.09031
gab,2018,3.08363
gab,2019,3.07731
gab,2020,3.07286
gbr,1960,9.38298
gbr,1961,9.42879
gbr,1962,9.45676
gbr,1963,9.47513
gbr,1964,9.49457
gbr,1965,9.52556
gbr,1966,9.68296
gbr,1967,9.84451
gbr,1968,9.99982
gbr,1969,10.13881
gbr,1970,10.25963
gbr,1971,10.49295
gbr,1972,10.69757
gbr,1973,10.8779
gbr,1974,11.03844
gbr,1975,11.18145
gbr,1976,11.42909
gbr,1977,11.65056
gbr,1978,11.83626
gbr,1979,11.96684
gbr,1980,12.03248
gbr,1981,12.14788
gbr,1982,12.18978
gbr,1983,12.19084
gbr,1984,12.19652
gbr,1985,12.23183
gbr,1986,12.38642
gbr,1987,12.56107
gbr,1988,12.73211
gbr,1989,12.86646
gbr,1990,12.94937
gbr,1991,13.09559
gbr,1992,13.1928
gbr,1993,13.2522
gbr,1994,13.28865
gbr,1995,13.31179
gbr,1996,13.40451
gbr,1997,13.47968
gbr,1998,13.54229
gbr,1999,13.59503
gbr,2000,13.64097
gbr,2001,13.74403
gbr,2002,13.83456
gbr,2003,13.91547
gbr,2004,13.98766
gbr,2005,14.05283
gbr,2006,14.2098
gbr,2007,14.35404
gbr,2008,14.51021
gbr,2009,14.71123
gbr,2010,14.97338
gbr,2011,15.26304
gbr,2012,15.60543
gbr,2013,15.96604
gbr,2014,16.29421
gbr,2015,16.56442
gbr,2016,16.78027
gbr,2017,16.94056
gbr,2018,17.06906
gbr,2019,17.2011
gbr,2020,17.35884
geo,1960,7.8426
geo,1961,7.64458
geo,1962,7.40678
geo,1963,7.15307
geo,1964,6.90917
geo,1965,6.68922
geo,1966,6.61106
geo,1967,6.54372
geo,1968,6.48233
geo,1969,6.41804
geo,1970,6.34694
geo,1971,6.43185
geo,1972,6.49368
geo,1973,6.53813
geo,1974,6.57427
geo,1975,6.60642
geo,1976,6.69758
geo,1977,6.78971
geo,1978,6.86414
geo,1979,6.89035
geo,1980,6.85397
geo,1981,6.77053
geo,1982,6.63769
geo,1983,6.4799
geo,1984,6.32908
geo,1985,6.20594
geo,1986,6.17904
geo,1987,6.16044
geo,1988,6.18123
geo,1989,6.29012
geo,1990,6.51576
geo,1991,7.02954
geo,1992,7.59284
geo,1993,8.15596
geo,1994,8.65276
geo,1995,9.05339
geo,1996,9.439
geo,1997,9.77224
geo,1998,10.05403
geo,1999,10.31415
geo,2000,10.60732
geo,2001,10.92415
geo,2002,11.28034
geo,2003,11.62048
geo,2004,11.86395
geo,2005,11.97761
geo,2006,12.0442
geo,2007,11.95944
geo,2008,11.7738
geo,2009,11.5659
geo,2010,11.38694
geo,2011,11.3329
geo,2012,11.30702
geo,2013,11.3044
geo,2014,11.31813
geo,2015,11.34847
geo,2016,11.45132
geo,2017,11.56433
geo,2018,11.68013
geo,2019,11.78895
geo,2020,11.88632
gha,1960,2.16785
gha,1961,2.17818
gha,1962,2.1873
gha,1963,2.19389
gha,1964,2.19584
gha,1965,2.1935
gha,1966,2.22145
gha,1967,2.2422
gha,1968,2.25687
gha,1969,2.26714
gha,1970,2.27342
gha,1971,2.29702
gha,1972,2.31472
gha,1973,2.32722
gha,1974,2.33512
gha,1975,2.33912
gha,1976,2.37483
gha,1977,2.40297
gha,1978,2.42415
gha,1979,2.43855
gha,1980,2.4461
gha,1981,2.47
gha,1982,2.48754
gha,1983,2.49985
gha,1984,2.50837
gha,1985,2.51405
gha,1986,2.53667
gha,1987,2.55384
gha,1988,2.56659
gha,1989,2.57569
gha,1990,2.58213
gha,1991,2.60268
gha,1992,2.61925
gha,1993,2.63199
gha,1994,2.64096
gha,1995,2.64644
gha,1996,2.6602
gha,1997,2.66562
gha,1998,2.66368
gha,1999,2.65485
gha,2000,2.64003
gha,2001,2.63627
gha,2002,2.6268
gha,2003,2.61199
gha,2004,2.59115
gha,2005,2.56495
gha,2006,2.56538
gha,2007,2.55872
gha,2008,2.55088
gha,2009,2.54902
gha,2010,2.55634
gha,2011,2.59087
gha,2012,2.63007
gha,2013,2.66842
gha,2014,2.69834
gha,2015,2.71751
gha,2016,2.74451
gha,2017,2.76326
gha,2018,2.78121
gha,2019,2.80727
gha,2020,2.84627
gin,1960,3.47794
gin,1961,3.43336
gin,1962,3.36799
gin,1963,3.28544
gin,1964,3.1916
gin,1965,3.08923
gin,1966,3.08488
gin,1967,3.06971
gin,1968,3.04255
gin,1969,3.0023
gin,1970,2.94915
gin,1971,2.97708
gin,1972,2.98889
gin,1973,2.9859
gin,1974,2.97002
gin,1975,2.94272
gin,1976,2.99477
gin,1977,3.03289
gin,1978,3.05582
gin,1979,3.06271
gin,1980,3.05323
gin,1981,3.09935
gin,1982,3.13338
gin,1983,3.1555
gin,1984,3.16504
gin,1985,3.16221
gin,1986,3.18672
gin,1987,3.20205
gin,1988,3.20859
gin,1989,3.20715
gin,1990,3.19842
gin,1991,3.21926
gin,1992,3.23166
gin,1993,3.23578
gin,1994,3.2312
gin,1995,3.21788
gin,1996,3.20336
gin,1997,3.17734
gin,1998,3.14153
gin,1999,3.09793
gin,2000,3.04769
gin,2001,3.01615
gin,2002,2.97263
gin,2003,2.91803
gin,2004,2.85278
gin,2005,2.77742
gin,2006,2.75441
gin,2007,2.72433
gin,2008,2.6847
gin,2009,2.63114
gin,2010,2.56272
gin,2011,2.52432
gin,2012,2.47336
gin,2013,2.41774
gin,2014,2.36728
gin,2015,2.32644
gin,2016,2.3184
gin,2017,2.31616
gin,2018,2.31567
gin,2019,2.31204
gin,2020,2.3035
gmb,1960,1.92164
gmb,1961,1.93522
gmb,1962,1.9407
gmb,1963,1.94019
gmb,1964,1.92814
gmb,1965,1.90478
gmb,1966,1.92411
gmb,1967,1.92927
gmb,1968,1.92553
gmb,1969,1.91471
gmb,1970,1.89307
gmb,1971,1.918
gmb,1972,1.93646
gmb,1973,1.94929
gmb,1974,1.95362
gmb,1975,1.95039
gmb,1976,1.9791
gmb,1977,2.00126
gmb,1978,2.01736
gmb,1979,2.02707
gmb,1980,2.03024
gmb,1981,2.04718
gmb,1982,2.05963
gmb,1983,2.07187
gmb,1984,2.08829
gmb,1985,2.10929
gmb,1986,2.1339
gmb,1987,2.15738
gmb,1988,2.17753
gmb,1989,2.19556
gmb,1990,2.2088
gmb,1991,2.24842
gmb,1992,2.28192
gmb,1993,2.31226
gmb,1994,2.33831
gmb,1995,2.36165
gmb,1996,2.40132
gmb,1997,2.43603
gmb,1998,2.4666
gmb,1999,2.491
gmb,2000,2.51163
gmb,2001,2.54117
gmb,2002,2.56327
gmb,2003,2.57889
gmb,2004,2.59184
gmb,2005,2.6038
gmb,2006,2.62849
gmb,2007,2.64757
gmb,2008,2.66109
gmb,2009,2.66886
gmb,2010,2.67204
gmb,2011,2.68286
gmb,2012,2.68768
gmb,2013,2.68443
gmb,2014,2.66957
gmb,2015,2.64328
gmb,2016,2.62226
gmb,2017,2.59112
gmb,2018,2.55412
gmb,2019,2.51622
gmb,2020,2.47935
gnb,1960,3.19504
gnb,1961,3.24578
gnb,1962,3.2945
gnb,1963,3.33529
gnb,1964,3.36056
gnb,1965,3.36375
gnb,1966,3.38138
gnb,1967,3.38503
gnb,1968,3.38252
gnb,1969,3.38658
gnb,1970,3.40096
gnb,1971,3.45879
gnb,1972,3.51896
gnb,1973,3.57636
gnb,1974,3.62662
gnb,1975,3.66959
gnb,1976,3.74054
gnb,1977,3.77635
gnb,1978,3.76929
gnb,1979,3.71154
gnb,1980,3.59411
gnb,1981,3.58263
gnb,1982,3.5491
gnb,1983,3.49757
gnb,1984,3.42959
gnb,1985,3.34764
gnb,1986,3.29994
gnb,1987,3.24394
gnb,1988,3.17877
gnb,1989,3.10328
gnb,1990,3.01833
gnb,1991,2.97799
gnb,1992,2.92682
gnb,1993,2.86503
gnb,1994,2.79635
gnb,1995,2.72041
gnb,1996,2.69109
gnb,1997,2.65645
gnb,1998,2.61463
gnb,1999,2.56293
gnb,2000,2.49997
gnb,2001,2.46843
gnb,2002,2.42707
gnb,2003,2.37959
gnb,2004,2.33246
gnb,2005,2.28843
gnb,2006,2.2749
gnb,2007,2.26229
gnb,2008,2.24462
gnb,2009,2.21852
gnb,2010,2.18157
gnb,2011,2.17047
gnb,2012,2.14887
gnb,2013,2.12483
gnb,2014,2.10946
gnb,2015,2.10641
gnb,2016,2.14301
gnb,2017,2.18497
gnb,2018,2.2241
gnb,2019,2.25304
gnb,2020,2.2677
gnq,1960,5.46328
gnq,1961,5.46159
gnq,1962,5.4384
gnq,1963,5.39373
gnq,1964,5.32729
gnq,1965,5.24342
gnq,1966,5.18539
gnq,1967,5.10346
gnq,1968,5.01047
gnq,1969,4.91618
gnq,1970,4.83196
gnq,1971,4.87756
gnq,1972,4.90784
gnq,1973,4.91397
gnq,1974,4.87736
gnq,1975,4.77935
gnq,1976,4.80963
gnq,1977,4.79568
gnq,1978,4.74764
gnq,1979,4.65808
gnq,1980,4.5262
gnq,1981,4.40583
gnq,1982,4.30478
gnq,1983,4.21988
gnq,1984,4.15616
gnq,1985,4.12165
gnq,1986,4.06776
gnq,1987,4.02125
gnq,1988,3.98329
gnq,1989,3.94159
gnq,1990,3.90011
gnq,1991,3.85567
gnq,1992,3.801
gnq,1993,3.73955
gnq,1994,3.68327
gnq,1995,3.63199
gnq,1996,3.56239
gnq,1997,3.49405
gnq,1998,3.42722
gnq,1999,3.35888
gnq,2000,3.2892
gnq,2001,3.21969
gnq,2002,3.14943
gnq,2003,3.07978
gnq,2004,3.0108
gnq,2005,2.94371
gnq,2006,2.86778
gnq,2007,2.79422
gnq,2008,2.72329
gnq,2009,2.65215
gnq,2010,2.582
gnq,2011,2.51008
gnq,2012,2.43509
gnq,2013,2.36386
gnq,2014,2.30156
gnq,2015,2.2533
gnq,2016,2.21968
gnq,2017,2.18579
gnq,2018,2.14853
gnq,2019,2.10354
gnq,2020,2.0481
grc,1960,5.97157
grc,1961,6.06379
grc,1962,6.16966
grc,1963,6.28655
grc,1964,6.40657
grc,1965,6.52685
grc,1966,6.95591
grc,1967,7.40582
grc,1968,7.88452
grc,1969,8.41057
grc,1970,8.99485
grc,1971,9.27615
grc,1972,9.56334
grc,1973,9.83949
grc,1974,10.0805
grc,1975,10.27727
grc,1976,10.50425
grc,1977,10.69154
grc,1978,10.83987
grc,1979,10.95104
grc,1980,11.0285
grc,1981,11.04241
grc,1982,11.05491
grc,1983,11.07448
grc,1984,11.10639
grc,1985,11.15044
grc,1986,11.19412
grc,1987,11.25846
grc,1988,11.37571
grc,1989,11.57044
grc,1990,11.8465
grc,1991,12.0828
grc,1992,12.34013
grc,1993,12.61578
grc,1994,12.90194
grc,1995,13.19157
grc,1996,13.52066
grc,1997,13.84324
grc,1998,14.15405
grc,1999,14.44262
grc,2000,14.70312
grc,2001,15.04609
grc,2002,15.37099
grc,2003,15.6681
grc,2004,15.923
grc,2005,16.13113
grc,2006,16.43095
grc,2007,16.65546
grc,2008,16.84334
grc,2009,17.05303
grc,2010,17.31956
grc,2011,17.56345
grc,2012,17.87552
grc,2013,18.224
grc,2014,18.55742
grc,2015,18.84841
grc,2016,19.13488
grc,2017,19.37116
grc,2018,19.58483
grc,2019,19.82023
grc,2020,20.10422
grd,1960,3.70876
grd,1961,3.74279
grd,1962,3.7837
grd,1963,3.80104
grd,1964,3.80132
grd,1965,3.7749
grd,1966,3.80135
grd,1967,3.83017
grd,1968,3.85973
grd,1969,3.89877
grd,1970,3.94996
grd,1971,4.19869
grd,1972,4.42611
grd,1973,4.61946
grd,1974,4.8208
grd,1975,5.01948
grd,1976,5.19086
grd,1977,5.37997
grd,1978,5.58993
grd,1979,5.78824
grd,1980,5.95651
grd,1981,5.88208
grd,1982,5.76612
grd,1983,5.61169
grd,1984,5.42725
grd,1985,5.22219
grd,1986,5.29684
grd,1987,5.41468
grd,1988,5.60032
grd,1989,5.89333
grd,1990,6.29157
grd,1991,6.31517
grd,1992,6.36789
grd,1993,6.41178
grd,1994,6.41921
grd,1995,6.387
grd,1996,6.52616
grd,1997,6.66363
grd,1998,6.83912
grd,1999,7.06932
grd,2000,7.34998
grd,2001,7.42045
grd,2002,7.4911
grd,2003,7.55879
grd,2004,7.60926
grd,2005,7.63721
grd,2006,7.77327
grd,2007,7.91169
grd,2008,8.08742
grd,2009,8.32319
grd,2010,8.61423
grd,2011,8.57408
grd,2012,8.55622
grd,2013,8.54203
grd,2014,8.52968
grd,2015,8.50983
grd,2016,8.56685
grd,2017,8.6114
grd,2018,8.666
grd,2019,8.74065
grd,2020,8.85716
gtm,1960,2.50689
gtm,1961,2.53291
gtm,1962,2.55203
gtm,1963,2.56602
gtm,1964,2.57786
gtm,1965,2.58946
