global,time,eg_elc_accs_ru_zs
world,2000,66.23187
world,2001,66.26836
world,2002,68.68355
world,2003,67.4223
world,2004,66.98636
world,2005,67.8926
world,2006,68.77007
world,2007,68.53845
world,2008,70.05735
world,2009,71.74775
world,2010,71.907
world,2011,69.0625
world,2012,74.05157
world,2013,74.57713
world,2014,74.70029
world,2015,75.75825
world,2016,78.05934
world,2017,81.39433
world,2018,83.20084
world,2019,84.24698
world,2020,82.65783
