geo,time,sl_fam_work_fe_zs
lby,2004,3.84
lby,2005,3.52
lby,2006,3.31
lby,2007,3.1
lby,2008,2.95
lby,2009,2.87
lby,2010,2.68
lby,2011,3.24
lby,2012,2.6
lby,2013,2.67
lby,2014,2.87
lby,2015,3.01
lby,2016,3.07
lby,2017,2.78
lby,2018,2.52
lby,2019,2.39
lca,1991,4.67
lca,1992,4.53
lca,1993,4.42
lca,1994,2.72
lca,1995,3.22
lca,1996,2.2
lca,1997,2.24
lca,1998,1.1
lca,1999,1.67
lca,2000,1.51
lca,2001,1.35
lca,2002,1.19
lca,2003,1.08
lca,2004,0.95
lca,2005,0.86
lca,2006,0.78
lca,2007,0.71
lca,2008,0.65
lca,2009,0.6
lca,2010,0.55
lca,2011,0.5
lca,2012,0.47
lca,2013,0.43
lca,2014,0.42
lca,2015,0.39
lca,2016,0.36
lca,2017,0.33
lca,2018,0.36
lca,2019,0.39
lka,1991,17.89
lka,1992,20.23
lka,1993,18.94
lka,1994,18.74
lka,1995,19.25
lka,1996,19.02
lka,1997,18.61
lka,1998,27.12
lka,1999,25.19
lka,2000,26.88
lka,2001,21.33
lka,2002,23.32
lka,2003,21.12
lka,2004,19.79
lka,2005,18.12
lka,2006,22.63
lka,2007,22.21
lka,2008,23.24
lka,2009,22.98
lka,2010,22.93
lka,2011,23.65
lka,2012,19.88
lka,2013,21.17
lka,2014,21.06
lka,2015,19.43
lka,2016,17.79
lka,2017,18.34
lka,2018,16.37
lka,2019,15.29
lso,1991,24.83
lso,1992,24.37
lso,1993,24.03
lso,1994,23.94
lso,1995,23.73
lso,1996,22.89
lso,1997,23.28
lso,1998,22.45
lso,1999,21.17
lso,2000,19.24
lso,2001,17.52
lso,2002,16.55
lso,2003,16.36
lso,2004,15.94
lso,2005,15.26
lso,2006,13.75
lso,2007,13.24
lso,2008,11.83
lso,2009,13.86
lso,2010,13.5
lso,2011,12.11
lso,2012,12.03
lso,2013,11.72
lso,2014,10
lso,2015,9.03
lso,2016,8.32
lso,2017,7.84
lso,2018,7.28
lso,2019,6.87
ltu,1991,3.62
ltu,1992,3.65
ltu,1993,3.8
ltu,1994,3.99
ltu,1995,4.17
ltu,1996,4.27
ltu,1997,4.14
ltu,1998,4.07
ltu,1999,4.35
ltu,2000,3.55
ltu,2001,3.62
ltu,2002,4.37
ltu,2003,4.57
ltu,2004,4.2
ltu,2005,3.92
ltu,2006,3.98
ltu,2007,2.68
ltu,2008,1.92
ltu,2009,1.9
ltu,2010,1.77
ltu,2011,1.49
ltu,2012,1.46
ltu,2013,1.45
ltu,2014,1.36
ltu,2015,1.43
ltu,2016,1.1
ltu,2017,1.09
ltu,2018,0.84
ltu,2019,0.72
lux,1991,1.26
lux,1992,1.2
lux,1993,1.2
lux,1994,1.15
lux,1995,1.16
lux,1996,1.12
lux,1997,1.05
lux,1998,1.01
lux,1999,0.91
lux,2000,0.84
lux,2001,0.81
lux,2002,0.76
lux,2003,0.73
lux,2004,0.71
lux,2005,0.58
lux,2006,0.43
lux,2007,0.58
lux,2008,0.83
lux,2009,1.15
lux,2010,0.67
lux,2011,0.58
lux,2012,0.66
lux,2013,0.64
lux,2014,0.55
lux,2015,1.03
lux,2016,1.1
lux,2017,0.73
lux,2018,0.91
lux,2019,1.23
lva,1991,3.97
lva,1992,4.11
lva,1993,4.42
lva,1994,4.73
lva,1995,4.82
lva,1996,5.09
lva,1997,7.47
lva,1998,6.22
lva,1999,6.21
lva,2000,4.8
lva,2001,5.25
lva,2002,4.23
lva,2003,4.19
lva,2004,4.62
lva,2005,2.1
lva,2006,1.58
lva,2007,1.81
lva,2008,1.17
lva,2009,1.4
lva,2010,1.42
lva,2011,1.1
lva,2012,0.75
lva,2013,0.62
lva,2014,0.57
lva,2015,0.62
lva,2016,0.66
lva,2017,0.42
lva,2018,0.43
lva,2019,0.48
mac,1991,2.95
mac,1992,2.77
mac,1993,2.67
mac,1994,2.58
mac,1995,2.45
mac,1996,2.36
mac,1997,3.25
mac,1998,3.19
mac,1999,3.23
mac,2000,2.96
mac,2001,2.8
mac,2002,2.56
mac,2003,2.88
mac,2004,3.57
mac,2005,2.38
mac,2006,1.83
mac,2007,1.32
mac,2008,1.36
mac,2009,1.22
mac,2010,1.04
mac,2011,0.62
mac,2012,0.6
mac,2013,0.51
mac,2014,0.64
mac,2015,0.58
mac,2016,0.31
mac,2017,0.36
mac,2018,0.37
mac,2019,0.38
mar,1991,59.73
mar,1992,59.13
mar,1993,58.69
mar,1994,58.03
mar,1995,57.32
mar,1996,56.94
mar,1997,56.09
mar,1998,55.68
mar,1999,57.8
mar,2000,56.11
mar,2001,54.46
mar,2002,52.93
mar,2003,52.87
mar,2004,56.38
mar,2005,55.86
mar,2006,55.63
mar,2007,52.17
mar,2008,48.87
mar,2009,50.01
mar,2010,48.76
mar,2011,49.78
mar,2012,47.74
mar,2013,47.65
mar,2014,48.45
mar,2015,46
mar,2016,43.45
mar,2017,40.85
mar,2018,37.78
mar,2019,34.84
mda,1991,8.31
mda,1992,8.49
mda,1993,8.62
mda,1994,8.63
mda,1995,8.31
mda,1996,8.27
mda,1997,8.28
mda,1998,8.02
mda,1999,7.88
mda,2000,8.74
mda,2001,10.54
mda,2002,10.2
mda,2003,3.38
mda,2004,1.48
mda,2005,1.4
mda,2006,4.24
mda,2007,3.37
mda,2008,3.49
mda,2009,3.39
mda,2010,3.47
mda,2011,4.43
mda,2012,3.34
mda,2013,3.02
mda,2014,3.52
mda,2015,6.14
mda,2016,7.09
mda,2017,5.52
mda,2018,5.26
mda,2019,4.95
mdg,1991,40.25
mdg,1992,40.62
mdg,1993,40.59
mdg,1994,42.36
mdg,1995,43.12
mdg,1996,44.82
mdg,1997,46.86
mdg,1998,47.85
mdg,1999,48.95
mdg,2000,48.59
mdg,2001,49.04
mdg,2002,51.14
mdg,2003,52.37
mdg,2004,53.56
mdg,2005,54.62
mdg,2006,55.54
mdg,2007,57.76
mdg,2008,57.89
mdg,2009,61.79
mdg,2010,63.57
mdg,2011,62.18
mdg,2012,60.9
mdg,2013,60.65
mdg,2014,59.69
mdg,2015,59.37
mdg,2016,58.34
mdg,2017,57.25
mdg,2018,53.27
mdg,2019,52.13
mdv,1991,29.62
mdv,1992,29.23
mdv,1993,28.84
mdv,1994,28.31
mdv,1995,27.71
mdv,1996,27.06
mdv,1997,26.27
mdv,1998,25.43
mdv,1999,24.58
mdv,2000,23.88
mdv,2001,24.07
mdv,2002,23.33
mdv,2003,21.7
mdv,2004,20.76
mdv,2005,22.63
mdv,2006,24.22
mdv,2007,11.4
mdv,2008,3.73
mdv,2009,1
mdv,2010,1.79
mdv,2011,3.07
mdv,2012,5.07
mdv,2013,7.55
mdv,2014,10.12
mdv,2015,6.74
mdv,2016,4.25
mdv,2017,4.22
mdv,2018,4.17
mdv,2019,3.95
mex,1991,17.45
mex,1992,17.65
mex,1993,17.67
mex,1994,17.4
mex,1995,17.03
mex,1996,16.16
mex,1997,18.11
mex,1998,15.07
mex,1999,14.45
mex,2000,12.66
mex,2001,12.04
mex,2002,11.97
mex,2003,11.78
mex,2004,11.27
mex,2005,10.89
mex,2006,10.44
mex,2007,10.41
mex,2008,10.02
mex,2009,9.53
mex,2010,9.39
mex,2011,9.27
mex,2012,8.91
mex,2013,8.19
mex,2014,8.06
mex,2015,7.71
mex,2016,7.26
mex,2017,6.98
mex,2018,6.75
mex,2019,6.77
mkd,1991,5.97
mkd,1992,6.76
mkd,1993,7.91
mkd,1994,8.92
mkd,1995,10.06
mkd,1996,11.22
mkd,1997,11.81
mkd,1998,12.01
mkd,1999,16.23
mkd,2000,16.64
mkd,2001,22.17
mkd,2002,19.19
mkd,2003,18.08
mkd,2004,11.93
mkd,2005,16.75
mkd,2006,17.01
mkd,2007,14.9
mkd,2008,16.55
mkd,2009,15.96
mkd,2010,16.46
mkd,2011,14.85
mkd,2012,13.88
mkd,2013,14.36
mkd,2014,13.86
mkd,2015,12.25
mkd,2016,10.08
mkd,2017,10.93
mkd,2018,10.04
mkd,2019,8.26
mli,1991,31.32
mli,1992,31.27
mli,1993,31.22
mli,1994,31.37
mli,1995,30.42
mli,1996,30.28
mli,1997,29.23
mli,1998,28.94
mli,1999,28.63
mli,2000,26.43
mli,2001,24.82
mli,2002,24.16
mli,2003,23.23
mli,2004,22.71
mli,2005,21.92
mli,2006,19.48
mli,2007,20.53
mli,2008,21.63
mli,2009,19.6
mli,2010,20.29
mli,2011,21.67
mli,2012,21.69
mli,2013,22.33
mli,2014,21.68
mli,2015,22.01
mli,2016,37.77
mli,2017,24.31
mli,2018,27.37
mli,2019,26.29
mlt,1991,0.68
mlt,1992,0.66
mlt,1993,0.64
mlt,1994,0.62
mlt,1995,0.59
mlt,1996,0.57
mlt,1997,0.54
mlt,1998,0.51
mlt,1999,0.48
mlt,2000,0.45
mlt,2001,0.43
mlt,2002,0.4
mlt,2003,0.37
mlt,2004,0.35
mlt,2005,0.33
mlt,2006,0.3
mlt,2007,0.28
mlt,2008,0.26
mlt,2009,0.25
mlt,2010,0.23
mlt,2011,0.22
mlt,2012,0.2
mlt,2013,0.19
mlt,2014,0.17
mlt,2015,0.16
mlt,2016,0.15
mlt,2017,0.14
mlt,2018,0.13
mlt,2019,0.13
mmr,1991,66.51
mmr,1992,66.43
mmr,1993,66.33
mmr,1994,66.14
mmr,1995,65.89
mmr,1996,65.51
mmr,1997,64.95
mmr,1998,64.14
mmr,1999,62.95
mmr,2000,61.54
mmr,2001,59.9
mmr,2002,58.2
mmr,2003,56.36
mmr,2004,54.53
mmr,2005,52.66
mmr,2006,50.86
mmr,2007,49.1
mmr,2008,47.51
mmr,2009,45.95
mmr,2010,44.52
mmr,2011,43.52
mmr,2012,42.24
mmr,2013,40.89
mmr,2014,39.73
mmr,2015,38.57
mmr,2016,37.67
mmr,2017,36.79
mmr,2018,36.09
mmr,2019,36.03
mne,1991,1.6
mne,1992,1.82
mne,1993,2.38
mne,1994,2.63
mne,1995,2.65
mne,1996,2.45
mne,1997,2.35
mne,1998,2.25
mne,1999,2.55
mne,2000,2.51
mne,2001,2.55
mne,2002,2.62
mne,2003,2.64
mne,2004,2.58
mne,2005,2.6
mne,2006,2.65
mne,2007,2.62
mne,2008,2.73
mne,2009,1.43
mne,2010,1.77
mne,2011,0.74
mne,2012,2.42
mne,2013,1.54
mne,2014,2.32
mne,2015,3.29
mne,2016,3.12
mne,2017,3.89
mne,2018,3.83
mne,2019,3.51
mng,1991,38.13
mng,1992,39.32
mng,1993,39.92
mng,1994,40.04
mng,1995,39.67
mng,1996,39.41
mng,1997,39.38
mng,1998,38.84
mng,1999,38.62
mng,2000,38.81
mng,2001,36.99
mng,2002,34.74
mng,2003,32.19
mng,2004,29.08
mng,2005,26.69
mng,2006,24.3
mng,2007,21.38
mng,2008,18.49
mng,2009,17.51
mng,2010,15.51
mng,2011,10.55
mng,2012,6.06
mng,2013,3.98
mng,2014,3.64
mng,2015,3.2
mng,2016,4.67
mng,2017,4.91
mng,2018,5.94
mng,2019,5.64
moz,1991,63.15
moz,1992,62.82
moz,1993,64.1
moz,1994,63.45
moz,1995,63.28
moz,1996,61.92
moz,1997,61.24
moz,1998,58.5
moz,1999,57.3
moz,2000,56.22
moz,2001,54.63
moz,2002,56.66
moz,2003,56.27
moz,2004,52.84
moz,2005,51.58
moz,2006,47.84
moz,2007,46.15
moz,2008,45.57
moz,2009,43.47
moz,2010,41.04
moz,2011,38.42
moz,2012,35.82
moz,2013,33.66
moz,2014,30.75
moz,2015,28.45
moz,2016,26.19
moz,2017,23.15
moz,2018,22.12
moz,2019,22.2
mrt,1991,35.09
mrt,1992,35.19
mrt,1993,34.17
mrt,1994,34.47
mrt,1995,34.27
mrt,1996,34.22
mrt,1997,33.25
mrt,1998,32.55
mrt,1999,30.73
mrt,2000,32.69
mrt,2001,31.4
mrt,2002,31.46
mrt,2003,31.89
mrt,2004,30.48
mrt,2005,26.73
mrt,2006,19.48
mrt,2007,20.75
mrt,2008,18.34
mrt,2009,20.9
mrt,2010,16.18
mrt,2011,14.72
mrt,2012,15.54
mrt,2013,14.17
mrt,2014,16.04
mrt,2015,16.97
mrt,2016,14
mrt,2017,13.28
mrt,2018,13
mrt,2019,11.52
mus,1991,3.81
mus,1992,3.86
mus,1993,3.86
mus,1994,3.91
mus,1995,3.88
mus,1996,3.83
mus,1997,3.84
mus,1998,3.75
mus,1999,3.66
mus,2000,3.64
mus,2001,3.22
mus,2002,3.65
mus,2003,5.34
mus,2004,4.63
mus,2005,4.63
mus,2006,4.67
mus,2007,4.67
mus,2008,4.46
mus,2009,4.83
mus,2010,5.14
mus,2011,4.27
mus,2012,4.81
mus,2013,4.61
mus,2014,4.46
mus,2015,4.75
mus,2016,4.37
mus,2017,3.63
mus,2018,3.69
mus,2019,3.33
mwi,1991,7.76
mwi,1992,7.36
mwi,1993,8.17
mwi,1994,8.85
mwi,1995,8.81
mwi,1996,8.59
mwi,1997,8.83
mwi,1998,8.57
mwi,1999,8.49
mwi,2000,8.6
mwi,2001,9.22
mwi,2002,9.17
mwi,2003,8.5
mwi,2004,9.01
mwi,2005,9.21
mwi,2006,8.65
mwi,2007,7.83
mwi,2008,8.54
mwi,2009,8.66
mwi,2010,8.38
mwi,2011,7.86
mwi,2012,8
mwi,2013,7.95
mwi,2014,7.66
mwi,2015,7.54
mwi,2016,7.44
mwi,2017,7.43
mwi,2018,7.31
mwi,2019,7.37
mys,1991,15.22
mys,1992,14.76
mys,1993,14.25
mys,1994,13.52
mys,1995,12.84
mys,1996,13.55
mys,1997,12.09
mys,1998,11.66
mys,1999,11.46
mys,2000,11.1
mys,2001,10.24
mys,2002,9.68
mys,2003,9.67
mys,2004,9.76
mys,2005,8.58
mys,2006,9.08
mys,2007,8.95
mys,2008,8.18
mys,2009,8.04
mys,2010,7.79
mys,2011,7.35
mys,2012,8.53
mys,2013,8.35
mys,2014,8.21
mys,2015,8.22
mys,2016,7.7
mys,2017,7.18
mys,2018,7.59
mys,2019,7.38
nam,1991,18.7
nam,1992,18.57
nam,1993,19.34
nam,1994,18.44
nam,1995,19.11
nam,1996,19.04
nam,1997,18.18
nam,1998,17.02
nam,1999,17.11
nam,2000,15.39
nam,2001,13.62
nam,2002,12.52
nam,2003,13.6
nam,2004,11.72
nam,2005,11.21
nam,2006,8.67
nam,2007,7.94
nam,2008,6.82
nam,2009,8.15
nam,2010,8.15
nam,2011,7.59
nam,2012,7.05
nam,2013,5.4
nam,2014,7.27
nam,2015,6.13
nam,2016,5.09
nam,2017,5.32
nam,2018,5.44
nam,2019,5.19
ncl,1991,0.54
ncl,1992,0.52
ncl,1993,0.5
ncl,1994,0.49
ncl,1995,0.47
ncl,1996,0.46
ncl,1997,0.47
ncl,1998,0.44
ncl,1999,0.43
ncl,2000,0.43
ncl,2001,0.4
ncl,2002,0.39
ncl,2003,0.38
ncl,2004,0.37
ncl,2005,0.35
ncl,2006,0.34
ncl,2007,0.34
ncl,2008,0.3
ncl,2009,0.28
ncl,2010,0.28
ncl,2011,0.26
ncl,2012,0.24
ncl,2013,0.23
ncl,2014,0.23
ncl,2015,0.22
ncl,2016,0.21
ncl,2017,0.2
ncl,2018,0.2
ncl,2019,0.19
ner,1991,35.98
ner,1992,36.38
ner,1993,36.97
ner,1994,36.58
ner,1995,37.11
ner,1996,37.25
ner,1997,37.28
ner,1998,37.94
ner,1999,38.9
ner,2000,38.67
ner,2001,38.88
ner,2002,39.18
ner,2003,38.75
ner,2004,38.36
ner,2005,38.96
ner,2006,38.41
ner,2007,36.4
ner,2008,35.02
ner,2009,34.18
ner,2010,33.02
ner,2011,32.41
ner,2012,27.06
ner,2013,35.09
ner,2014,44.92
ner,2015,45.73
ner,2016,47
ner,2017,46.28
ner,2018,47.7
ner,2019,46.87
nga,1991,21.05
nga,1992,20.77
nga,1993,21.53
nga,1994,21.79
nga,1995,20.32
nga,1996,19.76
nga,1997,20.02
nga,1998,21.69
nga,1999,20.99
nga,2000,18.63
nga,2001,20.24
nga,2002,21.62
nga,2003,19.51
nga,2004,17.76
nga,2005,17.09
nga,2006,17.31
nga,2007,17.12
nga,2008,16.1
nga,2009,16.53
nga,2010,14.17
nga,2011,12.32
nga,2012,12
nga,2013,11.67
nga,2014,11.23
nga,2015,11.84
nga,2016,11.69
nga,2017,9.64
nga,2018,8.03
nga,2019,7.05
nic,1991,2.99
nic,1992,3.16
nic,1993,3.37
nic,1994,4.14
nic,1995,4.86
nic,1996,5.65
nic,1997,6.87
nic,1998,8.28
nic,1999,9.33
nic,2000,10.88
nic,2001,11.02
nic,2002,11.58
nic,2003,11.87
nic,2004,10.32
nic,2005,11.62
nic,2006,9.1
nic,2007,9.08
nic,2008,9.09
nic,2009,8.48
nic,2010,8.72
nic,2011,8.74
nic,2012,8.75
nic,2013,8.95
nic,2014,9.24
nic,2015,8.61
nic,2016,8.08
nic,2017,7.64
nic,2018,7.77
nic,2019,7.91
nld,1991,3.85
nld,1992,2.64
nld,1993,2.93
nld,1994,2.53
nld,1995,2.46
nld,1996,2.11
nld,1997,2.11
nld,1998,1.81
nld,1999,1.64
nld,2000,1.6
nld,2001,1.37
nld,2002,1.1
nld,2003,0.94
nld,2004,0.86
nld,2005,1.06
nld,2006,1.02
nld,2007,0.95
nld,2008,0.83
nld,2009,0.88
nld,2010,1.07
nld,2011,1.01
nld,2012,0.85
nld,2013,0.79
nld,2014,0.81
nld,2015,0.86
nld,2016,0.71
nld,2017,0.54
nld,2018,0.55
nld,2019,0.59
nor,1991,1.98
nor,1992,1.87
nor,1993,1.76
nor,1994,1.3
nor,1995,1.56
nor,1996,1.28
nor,1997,0.85
nor,1998,1.18
nor,1999,0.54
nor,2000,0.49
nor,2001,0.68
nor,2002,0.49
nor,2003,0.48
nor,2004,0.27
nor,2005,0.3
nor,2006,0.45
nor,2007,0.34
nor,2008,0.31
nor,2009,0.32
nor,2010,0.25
nor,2011,0.13
nor,2012,0.17
nor,2013,0.24
nor,2014,0.18
nor,2015,0.18
nor,2016,0.19
nor,2017,0.1
nor,2018,0.15
nor,2019,0.15
npl,1991,70.7
npl,1992,70.76
npl,1993,70.8
npl,1994,70.75
npl,1995,70.72
npl,1996,70.55
npl,1997,70.3
npl,1998,70.04
npl,1999,69.68
npl,2000,69.3
npl,2001,68.95
npl,2002,68.77
npl,2003,68.44
npl,2004,68.02
npl,2005,67.62
npl,2006,67.2
npl,2007,66.79
npl,2008,66.23
npl,2009,65.51
npl,2010,64.63
npl,2011,63.55
npl,2012,62.29
npl,2013,60.93
npl,2014,59.47
npl,2015,58.23
npl,2016,57.45
npl,2017,56.45
npl,2018,55.59
npl,2019,54.79
nzl,1991,1.95
nzl,1992,1.86
nzl,1993,1.64
nzl,1994,1.64
nzl,1995,1.57
nzl,1996,1.83
nzl,1997,1.35
nzl,1998,1.4
nzl,1999,1.3
nzl,2000,1.27
nzl,2001,1.21
nzl,2002,1.06
nzl,2003,0.94
nzl,2004,0.85
nzl,2005,0.88
nzl,2006,1.28
nzl,2007,1.52
nzl,2008,1.25
nzl,2009,1.37
nzl,2010,1.4
nzl,2011,1.43
nzl,2012,1.4
nzl,2013,1.48
nzl,2014,1.38
nzl,2015,1.11
nzl,2016,1.03
nzl,2017,0.97
nzl,2018,1
nzl,2019,0.8
omn,1991,1.45
omn,1992,1.45
omn,1993,1.41
omn,1994,1.38
omn,1995,1.36
omn,1996,1.32
omn,1997,1.25
omn,1998,1.1
omn,1999,1.09
omn,2000,1.11
omn,2001,1.02
omn,2002,0.96
omn,2003,0.92
omn,2004,0.89
omn,2005,0.92
omn,2006,0.88
omn,2007,0.82
omn,2008,0.84
omn,2009,0.74
omn,2010,0.76
omn,2011,0.78
omn,2012,0.74
omn,2013,0.7
omn,2014,0.58
omn,2015,0.53
omn,2016,0.52
omn,2017,0.51
omn,2018,0.46
omn,2019,0.44
pak,1991,60.97
pak,1992,60.97
pak,1993,60.72
pak,1994,60.12
pak,1995,61.64
pak,1996,60.96
pak,1997,53.65
pak,1998,62.84
pak,1999,62.66
pak,2000,49.49
pak,2001,49.51
pak,2002,46.51
pak,2003,46.19
pak,2004,52.85
pak,2005,52.54
pak,2006,57.5
pak,2007,60.95
pak,2008,63.69
pak,2009,63.85
pak,2010,65.12
pak,2011,62.44
pak,2012,61.15
pak,2013,59.75
pak,2014,54.22
pak,2015,54.01
pak,2016,56.22
pak,2017,53.77
pak,2018,51.38
pak,2019,50.03
pan,1991,2.71
pan,1992,2.21
pan,1993,2.46
pan,1994,1.61
pan,1995,3.01
pan,1996,2.86
pan,1997,2.86
pan,1998,2.86
pan,1999,2.09
pan,2000,1.81
pan,2001,3.3
pan,2002,3.2
pan,2003,3.96
pan,2004,3.61
pan,2005,5.51
pan,2006,5.02
pan,2007,3.99
pan,2008,4.48
pan,2009,7.49
pan,2010,6.85
pan,2011,5.44
pan,2012,7.28
pan,2013,7.85
pan,2014,6.58
pan,2015,6.12
pan,2016,7.31
pan,2017,6.63
pan,2018,6.63
pan,2019,7.8
per,1991,35.93
per,1992,35.25
per,1993,35.01
per,1994,35.29
per,1995,34.68
per,1996,33.88
per,1997,33.34
per,1998,32.65
per,1999,31.72
per,2000,31.69
per,2001,30.29
per,2002,30.07
per,2003,31.66
per,2004,31.52
per,2005,30.94
per,2006,29.74
per,2007,26.6
per,2008,25.38
per,2009,25.5
per,2010,25.26
per,2011,24.92
per,2012,24.1
per,2013,23.71
per,2014,23.48
per,2015,23.28
per,2016,23.18
per,2017,22.05
per,2018,21.91
per,2019,21.84
phl,1991,17.93
phl,1992,18.08
phl,1993,18.14
phl,1994,18.11
phl,1995,18.07
phl,1996,18.02
phl,1997,17.84
phl,1998,18.25
phl,1999,19.21
phl,2000,16.75
phl,2001,18.06
phl,2002,18.42
phl,2003,17.54
phl,2004,16.4
phl,2005,17.77
phl,2006,17.66
phl,2007,17.37
phl,2008,17.58
phl,2009,17.42
phl,2010,16.67
phl,2011,16.94
phl,2012,16.16
phl,2013,15.13
phl,2014,15.74
phl,2015,14.38
phl,2016,12.48
phl,2017,9.62
phl,2018,8.85
phl,2019,9.16
png,1991,26.94
png,1992,26.88
png,1993,26.99
png,1994,27.28
png,1995,27.65
png,1996,27.95
png,1997,28.4
png,1998,28.8
png,1999,29.15
png,2000,29.6
png,2001,29.76
png,2002,29.8
png,2003,29.74
png,2004,29.57
png,2005,29.28
png,2006,29
png,2007,28.59
png,2008,28.27
png,2009,27.49
png,2010,26.78
png,2011,26.23
png,2012,25.37
png,2013,24.45
png,2014,23.47
png,2015,22.63
png,2016,22.08
png,2017,21.51
png,2018,20.98
png,2019,20.2
pol,1991,7.82
pol,1992,7.84
pol,1993,8.41
pol,1994,7.47
pol,1995,7.73
pol,1996,7.9
pol,1997,7.01
pol,1998,6.26
pol,1999,5.19
pol,2000,6.65
pol,2001,7.07
pol,2002,7.17
pol,2003,7
pol,2004,7.16
pol,2005,7.04
pol,2006,6.25
pol,2007,5.99
pol,2008,5.89
pol,2009,5.77
pol,2010,5.58
pol,2011,5.24
pol,2012,4.96
pol,2013,4.71
pol,2014,4.47
pol,2015,4.2
pol,2016,3.83
pol,2017,3.78
pol,2018,3.37
pol,2019,3.08
pri,1991,2.17
pri,1992,2.07
pri,1993,1.97
pri,1994,1.71
pri,1995,1.86
pri,1996,1.83
pri,1997,1.76
pri,1998,1.34
pri,1999,1.07
pri,2000,1.04
pri,2001,0.88
pri,2002,1.22
pri,2003,1.02
pri,2004,0.97
pri,2005,0.94
pri,2006,0.54
pri,2007,0.31
pri,2008,0.31
pri,2009,0.31
pri,2010,0.29
pri,2011,0.28
pri,2012,0.27
pri,2013,0.26
pri,2014,0.25
pri,2015,0.24
pri,2016,0.23
pri,2017,0.23
pri,2018,0.21
pri,2019,0.18
prk,1991,41.88
prk,1992,41.86
prk,1993,41.85
prk,1994,41.78
prk,1995,41.81
prk,1996,41.76
prk,1997,41.79
prk,1998,41.72
prk,1999,41.53
prk,2000,41.47
prk,2001,41.26
prk,2002,41.1
prk,2003,40.98
prk,2004,40.81
prk,2005,40.62
prk,2006,40.51
prk,2007,40.49
prk,2008,40.3
prk,2009,40.23
prk,2010,40.16
prk,2011,39.95
prk,2012,39.73
prk,2013,39.56
prk,2014,39.33
prk,2015,39.19
prk,2016,38.95
prk,2017,38.83
prk,2018,38.73
prk,2019,38.37
prt,1991,2.56
prt,1992,2.38
prt,1993,2.46
prt,1994,2.75
prt,1995,2.6
prt,1996,2.01
prt,1997,1.94
prt,1998,3.03
prt,1999,2.76
prt,2000,3.38
prt,2001,3.66
prt,2002,2.83
prt,2003,2.16
prt,2004,2.17
prt,2005,2.06
prt,2006,1.77
prt,2007,1.47
prt,2008,1.16
prt,2009,1.11
prt,2010,1.19
prt,2011,0.79
prt,2012,0.76
prt,2013,0.75
prt,2014,0.6
prt,2015,0.58
prt,2016,0.65
prt,2017,0.49
prt,2018,0.42
prt,2019,0.41
pry,1991,11.22
pry,1992,11.2
pry,1993,11.26
pry,1994,11.32
pry,1995,11.44
pry,1996,11.37
pry,1997,11.41
pry,1998,11.28
pry,1999,11.04
pry,2000,10.57
pry,2001,10.29
pry,2002,9.7
pry,2003,8.68
pry,2004,9.23
pry,2005,8.39
pry,2006,9.35
pry,2007,7.46
pry,2008,9.03
pry,2009,8.09
pry,2010,7.59
pry,2011,7.65
pry,2012,6.33
pry,2013,7.12
pry,2014,5.56
pry,2015,11.65
pry,2016,9.86
pry,2017,10.88
pry,2018,11.18
pry,2019,10.68
pse,1991,42.83
pse,1992,43.2
pse,1993,43.26
pse,1994,42.98
pse,1995,42.21
pse,1996,41.74
pse,1997,40.67
pse,1998,38.59
pse,1999,36
pse,2000,33.93
pse,2001,27.36
pse,2002,29.43
pse,2003,33.06
pse,2004,32.56
pse,2005,31.2
pse,2006,32.22
pse,2007,35.11
pse,2008,25.61
pse,2009,19.83
pse,2010,19.3
pse,2011,22.94
pse,2012,24.55
pse,2013,20.88
pse,2014,18.66
pse,2015,16.89
pse,2016,12.79
pse,2017,9.91
pse,2018,8.77
pse,2019,8.28
pyf,1991,4.3
pyf,1992,4.19
pyf,1993,4.01
pyf,1994,3.86
pyf,1995,3.7
pyf,1996,3.55
pyf,1997,2.94
pyf,1998,2.41
pyf,1999,1.98
pyf,2000,1.61
pyf,2001,1.34
pyf,2002,1.1
pyf,2003,0.89
pyf,2004,0.72
pyf,2005,0.59
pyf,2006,0.48
pyf,2007,0.39
pyf,2008,0.37
pyf,2009,0.36
pyf,2010,0.34
pyf,2011,0.32
pyf,2012,0.31
pyf,2013,0.29
pyf,2014,0.28
pyf,2015,0.27
pyf,2016,0.25
pyf,2017,0.24
pyf,2018,0.23
pyf,2019,0.22
qat,1991,0.02
qat,1992,0.02
qat,1993,0.01
qat,1994,0.01
qat,1995,0.01
qat,1996,0.01
qat,1997,0.01
qat,1998,0.01
qat,1999,0.01
qat,2000,0.01
qat,2001,0.01
qat,2002,0.01
qat,2003,0.01
qat,2004,0.01
qat,2005,0.02
qat,2006,0.02
qat,2007,0.02
qat,2008,0.02
qat,2009,0.02
qat,2010,0.02
qat,2011,0.02
qat,2012,0.01
qat,2013,0.01
qat,2014,0.01
qat,2015,0.01
qat,2016,0
qat,2017,0.01
qat,2018,0.01
qat,2019,0.01
rou,1991,5.64
rou,1992,22.06
rou,1993,22.86
rou,1994,24.22
rou,1995,23.67
rou,1996,25.51
rou,1997,27.95
rou,1998,28.66
rou,1999,30.93
rou,2000,31.24
rou,2001,31.06
rou,2002,23.68
rou,2003,25.22
rou,2004,22.11
rou,2005,21.28
rou,2006,19.95
rou,2007,19.92
rou,2008,18.95
rou,2009,19.21
rou,2010,20.2
rou,2011,19.45
rou,2012,19.36
rou,2013,18.73
rou,2014,18.24
