geo,time,ne_imp_gnfs_cd
cri,1996,5143782042.85157
cri,1997,5803238051.46677
cri,1998,6578730704.22069
cri,1999,6411945482.86142
cri,2000,6545131998.10747
cri,2001,6445457524.66376
cri,2002,6828718281.7471
cri,2003,7367441232.01525
cri,2004,8011642171.09399
cri,2005,9170225548.42092
cri,2006,10562844259.1937
cri,2007,12333210658.3398
cri,2008,14660106511.5253
cri,2009,10800050160.9145
cri,2010,13061016238.4602
cri,2011,15465817010.9687
cri,2012,16718692644.913
cri,2013,17055281116.643
cri,2014,17596280793.7697
cri,2015,17360350889.7085
cri,2016,18194545143.5199
cri,2017,19552292277.4202
cri,2018,20727758884.65829
cri,2019,20587976348.0364
cri,2020,18440697233.8415
cub,1970,2515236800
cub,1971,3055095900
cub,1972,3594369359.91605
cub,1973,4412339083.23281
cub,1974,5038233170.73171
cub,1975,5756838292.68293
cub,1976,6093814738.12424
cub,1977,6276949156.62651
cub,1978,7878465454.54545
cub,1979,8645207123.28767
cub,1980,8817697500
cub,1981,8905963975.90361
cub,1982,9251183529.41176
cub,1983,9765161117.57858
cub,1984,10603443141.7188
cub,1985,10307791680.3144
cub,1986,10606362970.9623
cub,1987,11073229683.327
cub,1988,11837456728.2322
cub,1989,12096964757.1447
cub,1990,11708950531.9149
cub,1991,7067591647.33179
cub,1992,4025942837.83784
cub,1993,3516494864.86486
cub,1994,4135300810.81081
cub,1995,4840440188.94421
cub,1996,4331000000
cub,1997,4522800000
cub,1998,4697400000
cub,1999,4916000000
cub,2000,5179600000
cub,2001,5109300000
cub,2002,4434700000
cub,2003,4895200000
cub,2004,5841100000
cub,2005,7822300000
cub,2006,9744000000
cub,2007,10332600000
cub,2008,14806100000
cub,2009,9594000000
cub,2010,11400000000
cub,2011,15079000000
cub,2012,14888000000
cub,2013,15602000000
cub,2014,13865000000
cub,2015,12605000000
cub,2016,11226000000
cub,2017,11304000000
cub,2018,12567000000
cub,2019,10971000000
cub,2020,8067000000
cym,2017,2243009720.38882
cym,2018,2517940717.6287
cym,2019,2695787831.51326
cym,2020,2592463698.54794
cyp,1975,277745397.74629
cyp,1976,360768050.08583
cyp,1977,497972959.23554
cyp,1978,606584939.28929
cyp,1979,821765628.74251
cyp,1980,1358664013.267
cyp,1981,1321842817.29428
cyp,1982,1387106288.53268
cyp,1983,1382085650.72303
cyp,1984,1528712761.71486
cyp,1985,1429846928.98273
cyp,1986,1496618983.05085
cyp,1987,1862396345.91961
cyp,1988,2289354454.20326
cyp,1989,2732346863.90533
cyp,1990,3192962740.07682
cyp,1991,3294451136.36364
cyp,1992,4191531290.74316
cyp,1993,3158397055.35925
cyp,1994,3570773571.42857
cyp,1995,6717504527.81371
cyp,1996,7072548306.14806
cyp,1997,6738597491.44812
cyp,1998,6785841628.95928
cyp,1999,6748355987.05502
cyp,2000,6743650329.87747
cyp,2001,6617244990.89253
cyp,2002,6993294230.76923
cyp,2003,8181782559.4564
cyp,2004,9875106250
cyp,2005,10364178584.7531
cyp,2006,11315149918.4544
cyp,2007,13905730906.1046
cyp,2008,17498754943.6063
cyp,2009,14028341205.8905
cyp,2010,15110426885.8544
cyp,2011,15801046770.6013
cyp,2012,14294039573.4293
cyp,2013,14287905432.3283
cyp,2014,15072476418.2277
cyp,2015,13390746699.2122
cyp,2016,14425169360.1948
cyp,2017,17021164708.5404
cyp,2018,18828935994.3316
cyp,2019,19416770401.8807
cyp,2020,19335105653.912
cze,1990,12452629309.8646
cze,1991,9807155002.20511
cze,1992,13453377891.758
cze,1993,15861421534.662
cze,1994,18295180997.0471
cze,1995,26029502637.5283
cze,1996,28952706187.4659
cze,1997,27602007659.64429
cze,1998,28302510439.5128
cze,1999,28180143017.4838
cze,2000,30886476402.6894
cze,2001,34009759252.4917
cze,2002,38081836120.054
cze,2003,48289127583.3954
cze,2004,67612627335.6213
cze,2005,81579428485.5619
cze,2006,97122758413.1424
cze,2007,121105712610.317
cze,2008,143962757077.50299
cze,2009,112951738970.78101
cze,2010,130639247051.431
cze,2011,153901041200.65302
cze,2012,148043927978.547
cze,2013,148950542267.94501
cze,2014,158318631819.82401
cze,2015,140304405711.672
cze,2016,140293686216.879
cze,2017,156331745782.772
cze,2018,176802702878.90302
cze,2019,171458099401.49799
cze,2020,157410411348.43399
deu,1970,35790765243.4137
deu,1971,40706506440.6402
deu,1972,48506788321.16791
deu,1973,65125982436.8825
deu,1974,83342709545.7637
deu,1975,92221047778.0428
deu,1976,105502001708.871
deu,1977,120844285353.323
deu,1978,144716338851.022
deu,1979,188607428236.04697
deu,1980,220779619109.10297
deu,1981,192499820856.772
deu,1982,182634122672.68497
deu,1983,179447419379.548
deu,1984,177776127413.923
deu,1985,182960451102.84296
deu,1986,226593531477.979
deu,1987,272700549510.33701
deu,1988,300374452611.64899
deu,1989,320591548944.138
deu,1990,407976034378.40497
deu,1991,451396582203.88898
deu,1992,483784596117.72095
deu,1993,419718443156.276
deu,1994,461900686995.29901
deu,1995,558205268186.16101
deu,1996,553029633480.63403
deu,1997,537123843898.03699
deu,1998,563734578192.73096
deu,1999,579610797636.68091
deu,2000,597608722042.354
deu,2001,587981680472.04797
deu,2002,589090539832.94202
deu,2003,726416498758.03796
deu,2004,858739159387.26111
deu,2005,935455113512.83997
deu,2006,1078597057376.46997
deu,2007,1252105739534.51001
deu,2008,1412923892963.28003
deu,2009,1129427855678.12012
deu,2010,1268183214766.66992
deu,2011,1505311912850.19995
deu,2012,1418156159958.97998
deu,2013,1480834348190.97998
deu,2014,1516778572468.22998
deu,2015,1320386910617.18994
deu,2016,1342707789871.98999
deu,2017,1479076878497.6499
deu,2018,1635992815794.51001
deu,2019,1593258511843.12988
deu,2020,1449776956932.30005
dji,2013,3911141620.85516
dji,2014,3122557266.72706
dji,2015,2980598803.74295
dji,2016,2847423770.96685
dji,2017,4306024611.61033
dji,2018,4188947845.21807
dji,2019,4773236983.8117
dji,2020,4749371062.50809
dma,2009,264466666.66667
dma,2010,264518518.51852
dma,2011,264807407.40741
dma,2012,249877777.77778
dma,2013,243662962.96296
dma,2014,338666666.66667
dma,2015,326948148.14815
dma,2016,329322222.22222
dma,2017,322070370.37037
dma,2018,431429629.62963
dnk,1966,3533468958.79869
dnk,1967,3762160847.04029
dnk,1968,3829653733.33333
dnk,1969,4438459866.66667
dnk,1970,5119854666.66667
dnk,1971,5506203762.30424
dnk,1972,6229703998.96392
dnk,1973,9178240681.04802
dnk,1974,11616217493.3141
dnk,1975,12275876057.2204
dnk,1976,14607323076.9231
dnk,1977,15893622567.9638
dnk,1978,17888293983.2445
dnk,1979,22246206424.6341
dnk,1980,23438722475.55849
dnk,1981,21452392256.50669
dnk,1982,21123371537.6122
dnk,1983,20444406670.3116
dnk,1984,20459800030.8982
dnk,1985,22341632158.0914
dnk,1986,28623980348.5354
dnk,1987,32440355247.5769
dnk,1988,34827127089.0589
dnk,1989,35549320948.8112
dnk,1990,42672845231.5548
dnk,1991,43805725631.2046
dnk,1992,45947463428.3726
dnk,1993,41582170915.6526
dnk,1994,48298831242.3356
dnk,1995,59022089997.1441
dnk,1996,58923841378.24
dnk,1997,57971294571.8828
dnk,1998,60376476838.5864
dnk,1999,59349185803.15929
dnk,2000,62604702032.636
dnk,2001,63303119743.3556
dnk,2002,69404219159.68941
dnk,2003,80789964782.85289
dnk,2004,96223902121.48019
dnk,2005,110937740999.51601
dnk,2006,131928173807.76199
dnk,2007,155192880577.548
dnk,2008,178985961632.76501
dnk,2009,136941845585.629
dnk,2010,140316041482.37701
dnk,2011,163145712202.19
dnk,2012,159028659872.573
dnk,2013,165680936172.103
dnk,2014,168204207894.32999
dnk,2015,147190077810.45599
dnk,2016,146359303724.487
dnk,2017,159092675577.84399
dnk,2018,179902184182.31299
dnk,2019,179367615344.5
dnk,2020,172454421387.72601
dom,1960,126500000
dom,1961,106900000
dom,1962,199300000
dom,1963,244400000
dom,1964,287500000
dom,1965,180000000
dom,1966,249300000
dom,1967,258800000
dom,1968,287500000
dom,1969,321300000
dom,1970,414895190
dom,1971,461715440
dom,1972,489759560
dom,1973,632490400
dom,1974,1023192000
dom,1975,1160205950
dom,1976,1152879210
dom,1977,1297114920
dom,1978,1395042000
dom,1979,1746830300
dom,1980,2303519820
dom,1981,2192903500
dom,1982,2036678800
dom,1983,2246418800
dom,1984,3479368010
dom,1985,1555454603.86815
dom,1986,1621558723.27239
dom,1987,1895575842.69663
dom,1988,1981553292.43354
dom,1989,2594465299.68454
dom,1990,2729569106.07251
dom,1991,4225820816.00522
dom,1992,5067032000
dom,1993,5443488000
dom,1994,5996916809.33359
dom,1995,6433877233.87723
dom,1996,6887293254.65444
dom,1997,7809009060.46737
dom,1998,9015955818.84093
dom,1999,9147217450.61385
dom,2000,10646528442.975
dom,2001,9887388412.91714
dom,2002,10312055931.3363
dom,2003,9052791964.58972
dom,2004,8974483845.81079
dom,2005,11921952395.4192
dom,2006,13463099099.0991
dom,2007,15469324792.9724
dom,2008,18038889164.0168
dom,2009,14276267347.5685
dom,2010,17948463932.5608
dom,2011,20195914602.1277
dom,2012,20513694641.1904
dom,2013,19754031568.7471
dom,2014,20385766873.2506
dom,2015,20217567770.3655
dom,2016,20952486330.0076
dom,2017,21233814736.2752
dom,2018,24387162748.9396
dom,2019,24851856014.9255
dom,2020,20498013694.9464
dza,1960,1828719511.45409
dza,1961,1643532762.14782
dza,1962,416670292.27684
dza,1963,995378987.66482
dza,1964,856488910.49401
dza,1965,810192218.10374
dza,1966,749427801.74596
dza,1967,729172996.29337
dza,1968,931721050.81931
dza,1969,1195033582.46744
dza,1970,1417836381.68155
dza,1971,1404551500.22391
dza,1972,1740877134.24841
dza,1973,2750788567.82334
dza,1974,4688209869.16067
dza,1975,6684559679.95139
dza,1976,6580527282.77055
dza,1977,8753738135.42973
dza,1978,10590281903.225
dza,1979,10925699711.9352
dza,1980,12847240527.4405
dza,1981,13693869108.8558
dza,1982,13109185466.6609
dza,1983,12591881327.2636
dza,1984,14748966629.209
dza,1985,15493853613.9067
dza,1986,14758735640.006
dza,1987,12289419757.9232
dza,1988,13356326942.5847
dza,1989,15863628302.1844
dza,1990,15473067887.2453
dza,1991,10788777392.8295
dza,1992,11458089974.8581
dza,1993,11556880473.241
dza,1994,11084077313.6329
dza,1995,12110076609.1724
dza,1996,11240020899.05
dza,1997,10279946207.8455
dza,1998,10849999758.2526
dza,1999,11079852614.9137
dza,2000,11390169785.1974
dza,2001,12053066114.097
dza,2002,14547471885.0831
dza,2003,16203129401.1241
dza,2004,21886269334.4213
dza,2005,24843327242.23249
dza,2006,25651596908.8712
dza,2007,33568752128.6606
dza,2008,49096310472.7574
dza,2009,49331042817.7746
dza,2010,50654732073.2396
dza,2011,57376110362.3768
dza,2012,59611982820.8832
dza,2013,63767462869.3536
dza,2014,68262397150.6224
dza,2015,60621194064.2398
dza,2016,56097067791.3911
dza,2017,55603303506.2583
dza,2018,56328895704.5743
dza,2019,50032843584.1064
dza,2020,40371739939.7997
ecu,1960,214480876.28395
ecu,1961,178045025.36873
ecu,1962,163881310.72401
ecu,1963,181649533.05907
ecu,1964,227656539.80233
ecu,1965,245638749.39091
ecu,1966,270002428.36406
ecu,1967,307238277.74082
ecu,1968,359393278.76211
ecu,1969,376645548.81028
ecu,1970,372412519.66543
ecu,1971,459682353.33289
ecu,1972,495423486.20235
ecu,1973,648350793.43634
ecu,1974,1237514214.81401
ecu,1975,1494854573.48835
ecu,1976,1634570547.73776
ecu,1977,2000105770.70224
ecu,1978,2213274955.48266
ecu,1979,2575840755.02433
ecu,1980,3196675358.29975
ecu,1981,3336486378.11021
ecu,1982,3538835376.1259
ecu,1983,2627143347.43503
ecu,1984,2652200358.76398
ecu,1985,2750018248.74772
ecu,1986,2677096292.87895
ecu,1987,3118845049.56296
ecu,1988,3087613078.20517
ecu,1989,3449083352.5959
ecu,1990,3326816742.87386
ecu,1991,3656282141.07054
ecu,1992,3740586293.14657
ecu,1993,4381543771.88594
ecu,1994,5336068034.01701
ecu,1995,6016443221.61081
ecu,1996,5535280640.32016
ecu,1997,6613086543.27164
ecu,1998,7136267133.56678
ecu,1999,4483779889.94497
ecu,2000,5010291145.57279
ecu,2001,6734248000
ecu,2002,7960638000
ecu,2003,7992504000
ecu,2004,9554409000
ecu,2005,11821905000
ecu,2006,13748900000
ecu,2007,15636623000
ecu,2008,20933400000
ecu,2009,16790125000
ecu,2010,22541700000
ecu,2011,26453861000
ecu,2012,27772113000
ecu,2013,29459627000
ecu,2014,30168281000
ecu,2015,23815449000
ecu,2016,19004701000
ecu,2017,22516333000
ecu,2018,25553987000
ecu,2019,24895603000
ecu,2020,20506058000
egy,1965,996286588.02971
egy,1966,1081156917.76387
egy,1967,1071428571.42857
egy,1968,1035981308.41121
egy,1969,1078692493.94673
egy,1970,1374780205.9784
egy,1971,1530986993.114
egy,1972,1615822130.2999
egy,1973,1834007074.27994
egy,1974,2888427176.39726
egy,1975,4134809294.16922
egy,1976,3717576961.2711
egy,1977,4516926854.93773
egy,1978,5026531231.04912
egy,1979,7743714285.71429
egy,1980,9289542760.04099
egy,1981,9628783783.78378
egy,1982,10472660098.5222
egy,1983,10593713620.4889
egy,1984,10857880025.8009
egy,1985,10888912155.7952
egy,1986,9167446211.41253
egy,1987,9190887666.92852
egy,1988,12322544009.0857
egy,1989,12856257744.7336
egy,1990,13997308209.9596
egy,1991,13226985709.5381
egy,1992,12938946228.1467
egy,1993,14015606242.497
egy,1994,14561091340.4508
egy,1995,16661751695.665
egy,1996,17718160377.3585
egy,1997,19528023598.8201
egy,1998,21812278630.4604
egy,1999,21144205249.189
egy,2000,22779979451.0495
egy,2001,21590296495.9569
egy,2002,19303370786.5169
egy,2003,19576923076.9231
egy,2004,23311688311.6883
egy,2005,29217970049.9168
egy,2006,33913043478.26089
egy,2007,45429071803.8529
egy,2008,62909090909.0909
egy,2009,59764065335.7532
egy,2010,58221415607.9855
egy,2011,58261617900.1721
egy,2012,67866666666.6667
egy,2013,67364341085.27129
egy,2014,69296987087.5179
egy,2015,71347708894.87869
egy,2016,66159509202.454
egy,2017,69089673913.0435
egy,2018,73331457512.66179
egy,2019,78012528473.80409
egy,2020,75433562071.1167
eri,1992,214474287.08572
eri,1993,334544480.99136
eri,1994,440568181.81818
eri,1995,479375000
eri,1996,606037723.97628
eri,1997,589008180.66918
eri,1998,597114875.23601
eri,1999,597465839.11881
eri,2000,411183688.31169
eri,2001,460868367.30183
eri,2002,472665759.19531
eri,2003,587987181.05765
eri,2004,663164475.068
eri,2005,603478679.58537
eri,2006,464617886.17886
eri,2007,379414634.14634
eri,2008,360673606.50406
eri,2009,435274751.21951
eri,2010,494229450.4065
eri,2011,603784852.03252
esp,1970,5612317565.96149
esp,1971,6005008383.23353
esp,1972,8184905513.84934
esp,1973,11627327241.5762
esp,1974,18006241707.5281
esp,1975,19179420289.85509
esp,1976,20751355384.2328
esp,1977,21074990142.3877
esp,1978,22236108940.9722
esp,1979,30327211204.75949
esp,1980,40198398700.39449
esp,1981,38729690034.2404
esp,1982,38319943964.86449
esp,1983,35375280742.4594
esp,1984,34830824880.977
esp,1985,36162100782.77889
esp,1986,43101606273.0189
esp,1987,59271552351.4351
esp,1988,73015349235.8235
esp,1989,86194007027.40689
esp,1990,106699693111.32899
esp,1991,113804595676.541
esp,1992,124860130017.877
esp,1993,101029836579.94501
esp,1994,113186748230.034
esp,1995,141042167066.987
esp,1996,149163273348.22
esp,1997,150448863636.36401
esp,1998,164460407617.77499
esp,1999,179583331467.18201
esp,2000,188597988059.608
esp,2001,189199946437.79599
esp,2002,202315899879.608
esp,2003,252598296012.15601
esp,2004,311225603516.21698
esp,2005,343611512778.21002
esp,2006,389914914257.646
esp,2007,468185448712.94293
esp,2008,495423979648.43695
esp,2009,356956901753.51501
esp,2010,383635889000.00098
esp,2011,433229369007.78302
esp,2012,389343643913.672
esp,2013,393448328527.45203
esp,2014,416619174461.56702
esp,2015,365687682159.76495
esp,2016,368548925935.79901
esp,2017,414015724683.53003
esp,2018,461049364445.48999
esp,2019,446118428478.43103
esp,2020,373524398136.966
est,1993,2728885948.66367
est,1994,3259065901.44469
est,1995,3295549960.6609
est,1996,3431489140.33034
est,1997,4158018485.12173
est,1998,4721055734.78696
est,1999,4274527257.2402
est,2000,3688782825.02534
est,2001,4078345716.58759
est,2002,4815881134.03033
est,2003,6478792908.76242
est,2004,8368396273.29193
est,2005,9945822658.87327
est,2006,12490779074.1438
est,2007,16026215439.3649
est,2008,17111420829.0611
est,2009,10974937482.6341
est,2010,13398749270.939
est,2011,18754165287.2471
est,2012,19463182648.548
est,2013,20565950337.0322
est,2014,20874740794.9262
est,2015,16825097278.5937
est,2016,17669735695.151
est,2017,19319287826.6589
est,2018,21913219120.98429
est,2019,21697926981.3255
est,2020,21667773148.5043
eth,2011,10079844913.1514
eth,2012,13699443639.5248
eth,2013,13812126941.5528
eth,2014,16182860468.0423
eth,2015,19565924879.078
eth,2016,20124704466.5236
eth,2017,19195090502.6836
eth,2018,19235910556.83649
eth,2019,20022064432.4201
eth,2020,18222799234.6295
fin,1970,2901994620.61155
fin,1971,3116111111.11111
fin,1972,3558591912.81904
fin,1973,4849296716.97526
fin,1974,7338853001.41799
fin,1975,8310974624.21206
fin,1976,8192029543.00662
fin,1977,8555407997.63907
fin,1978,8979061371.84116
fin,1979,12688139215.387
fin,1980,17233025183.2961
fin,1981,15896941306.1449
fin,1982,15153570988.035
fin,1983,14637062339.8804
fin,1984,14340126632.3704
fin,1985,15264773599.386
fin,1986,17894675111.4239
fin,1987,22422561882.8622
fin,1988,26449182658.1379
fin,1989,29576001108.4938
fin,1990,33514227958.3269
fin,1991,28389942655.4918
fin,1992,27792673214.7598
fin,1993,23895076506.7139
fin,1994,29329538986.9095
fin,1995,37987472766.8845
fin,1996,38849339891.2762
fin,1997,38637040430.6494
fin,1998,39579439252.3364
fin,1999,38733513445.1738
fin,2000,41414786698.0393
fin,2001,39524131051.1812
fin,2002,42352247164.706
fin,2003,52757320690.196
fin,2004,63874383957.5291
fin,2005,74385401475.48628
fin,2006,84467899655.29401
fin,2007,100068194989.412
fin,2008,117956059349.21899
fin,2009,86296583223.82809
fin,2010,92411731683.33347
fin,2011,109357572490.27299
fin,2012,104251607201.953
fin,2013,106038272369.02
fin,2014,103434414065.09801
fin,2015,84375126793.3593
fin,2016,86889680551.75121
fin,2017,95877171128.2355
fin,2018,109520540284.70599
fin,2019,106666889717.647
fin,2020,96701749171.98466
fji,1980,624492665.03667
fji,1981,709771823.07512
fji,1982,592636207.63621
fji,1983,550737463.12684
fji,1984,517088490.67061
fji,1985,510228848.82108
fji,1986,509312384.14688
fji,1987,495457834.23105
fji,1988,569530867.65014
fji,1989,713813793.5684
fji,1990,897899925.72085
fji,1991,837286527.51423
fji,1992,841184298.07053
fji,1993,972240238.68206
fji,1994,1085171777.88402
fji,1995,1159496551.23373
fji,1996,1252975130.0506
fji,1997,1223730691.97202
fji,1998,965975437.89007
fji,1999,1192881803.41186
fji,2000,1183312975.66476
fji,2001,1140911886.14601
fji,2002,1177923087.47542
fji,2003,1580546471.14675
fji,2004,1920600115.40681
fji,2005,1897752808.98876
fji,2006,2090861829.94455
fji,2007,2087375023.28759
fji,2008,2606754094.24609
fji,2009,1706127320.14113
fji,2010,2003475890.11104
fji,2011,2460803033.6828
fji,2012,2549051455.38857
fji,2013,2911163625.50234
fji,2014,2840256437.42715
fji,2015,2451402889.01602
fji,2016,2491053134.10035
fji,2017,2727266631.1868
fji,2018,3098985005.26971
fji,2019,3211587344.93612
fji,2020,1971643305.05349
fra,1960,7703448807.47139
fra,1961,8273434929.9973
fra,1962,9042716899.56025
fra,1963,10367369962.8664
fra,1964,12137117084.5552
fra,1965,12575567948.0367
fra,1966,14294826788.4762
fra,1967,15606193461.9798
fra,1968,17377269222.6489
fra,1969,20853686819.1263
fra,1970,22918389039.8016
fra,1971,25770095892.0327
fra,1972,32248374512.35369
fra,1973,44639068945.1974
fra,1974,62037643207.856
fra,1975,64439345265.41231
fra,1976,75449330783.93878
fra,1977,83706873495.58708
fra,1978,97265988372.09299
fra,1979,124740980573.543
fra,1980,157930766842.595
fra,1981,144292094146.047
fra,1982,139514921648.867
fra,1983,127109906188.14
fra,1984,125805749455.828
fra,1985,131050518323.843
fra,1986,158186381286.10699
fra,1987,193330786860.19901
fra,1988,214217597180.927
fra,1989,229069504421.13901
fra,1990,276177568967.59399
fra,1991,274783164748.285
fra,1992,289557620817.84399
fra,1993,252823720176.048
fra,1994,281109404536.862
fra,1995,336601393087.13397
fra,1996,341586100782.15198
fra,1997,327048775005.61902
fra,1998,351430953969.31299
fra,1999,353643809381.46802
fra,2000,372359017200.00098
fra,2001,367744588386.22095
fra,2002,383474587651.37299
fra,2003,455341828900.39093
fra,2004,539577459091.12097
fra,2005,592025237914.39697
fra,2006,653657213936.46997
fra,2007,760064379592.94385
fra,2008,857925492297.65601
fra,2009,692153802943.35901
fra,2010,742755299683.33484
fra,2011,870126540107.0061
fra,2012,818493895248.047
fra,2013,854791379337.64893
fra,2014,879982977519.99695
fra,2015,760028534719.92212
fra,2016,762973925940.46912
fra,2017,830791260481.17798
fra,2018,913320694019.60706
fra,2019,888231377160.78284
fra,2020,786301507754.08801
fro,1998,463123806.1127
fro,1999,559631317.90946
fro,2000,611176405.09211
fro,2001,584514826.741
fro,2002,610599516.13108
fro,2003,869681375.89751
fro,2004,769608252.24082
fro,2005,908686154.51316
fro,2006,1025526333.49028
fro,2007,1336921579.07306
fro,2008,1327573017.39864
fro,2009,1085675912.62661
fro,2010,1098380185.27409
fro,2011,1342317507.0315
fro,2012,1481743634.0095
fro,2013,1496999804.14152
fro,2014,1464516703.78619
fro,2015,1268924924.56784
fro,2016,1251615490.8864
fro,2017,1427175937.84549
fro,2018,1576014316.02952
fro,2019,1574609410.14184
fsm,1983,89800000
fsm,1995,162387700
fsm,1996,182834000
fsm,1997,182125300
fsm,1998,180575600
fsm,1999,172319200
fsm,2000,169396700
fsm,2001,184320400
fsm,2002,173961400
fsm,2003,186599300
fsm,2004,187839500
fsm,2005,189722600
fsm,2006,195838100
fsm,2007,195650000
fsm,2008,226222700
fsm,2009,243611500
fsm,2010,243860300
fsm,2011,255859900
fsm,2012,266613200
fsm,2013,262856300
fsm,2014,236361400
fsm,2015,247594700
fsm,2016,242489900
fsm,2017,260565500
fsm,2018,262770200
fsm,2019,302700000
fsm,2020,266400000
gab,1960,46157379.98027
gab,1961,53078875.85465
gab,1962,56243568.93045
gab,1963,70124240.08107
gab,1964,77540103.44368
gab,1965,84468787.59736
gab,1966,97281594.32664
gab,1967,130487348.08984
gab,1968,145012559.97044
gab,1969,171949150.7955
gab,1970,123008734.14727
gab,1971,199741094.36939
gab,1972,311076213.30774
gab,1973,416798916.5173
gab,1974,668038561.85275
gab,1975,1033535543.81168
gab,1976,1387316653.25391
gab,1977,1440086500.20843
gab,1978,1121176289.14066
gab,1979,1133406056.70852
gab,1980,1353656767.39824
gab,1981,1571772409.82414
gab,1982,1435152241.09865
gab,1983,1476646950.40855
gab,1984,1431720921.04787
gab,1985,1913133445.97193
gab,1986,1861937649.2914
gab,1987,1484012449.05493
gab,1988,1602494055.16644
gab,1989,1724720017.89053
gab,1990,1836814829.26011
gab,1991,1797631392.56785
gab,1992,1889852814.48084
gab,1993,1512752825.53666
gab,1994,1603032258.01223
gab,1995,1772673217.02323
gab,1996,1879469239.12389
gab,1997,1983293967.44116
gab,1998,2177525350.37608
gab,1999,1777483514.26858
gab,2000,1659781359.82698
gab,2001,1475000535.91102
gab,2002,1715357297.51142
gab,2003,1847633736.58858
gab,2004,2076853934.28882
gab,2005,2294207166.73267
gab,2006,2899741130.60309
gab,2007,3313621669.34756
gab,2008,4172991031.39013
gab,2009,3795566767.46899
gab,2010,4526528581.67525
gab,2011,5236193125.45438
gab,2012,5390232737.70199
gab,2013,5855447181.16799
gab,2014,5279048163.33855
gab,2015,4015443355.40044
gab,2016,3659959710.30311
gab,2017,3708781580.92381
gab,2018,3835211627.58249
gab,2019,3711865789.85546
gab,2020,3484497607.30803
gbr,1970,27373470122.3902
gbr,1971,30379610610.8542
gbr,1972,35205094905.0949
gbr,1973,47634363057.3248
gbr,1974,65155042075.7363
gbr,1975,65429626106.1947
gbr,1976,67660911051.2129
gbr,1977,76081763474.62061
gbr,1978,89520632790.02878
gbr,1979,118387331639.136
gbr,1980,137791868463.862
gbr,1981,124996937299.035
gbr,1982,122002873864.42999
gbr,1983,121207798999.545
gbr,1984,127143036711.89101
gbr,1985,130824281314.168
gbr,1986,152757616534.741
gbr,1987,188166698806.99496
gbr,1988,229033388473.85297
gbr,1989,241086806282.72296
gbr,1990,272152382812.5
gbr,1991,259389765432.09897
gbr,1992,275562072657.07294
gbr,1993,264198737252.54901
gbr,1994,294051221303.94897
gbr,1995,338739151017.83197
gbr,1996,367184087363.49493
gbr,1997,392763588736.08398
gbr,1998,411353097052.00403
gbr,1999,427675133473.54797
gbr,2000,447141776365.56201
gbr,2001,450148265438.31897
gbr,2002,480358213429.25696
gbr,2003,538047346938.77502
gbr,2004,638557305016.47705
gbr,2005,697418181818.18201
gbr,2006,797006439742.40991
gbr,2007,850568227290.91602
gbr,2008,856439338235.29395
gbr,2009,674961832061.06897
gbr,2010,748933048196.20605
gbr,2011,848427101187.41711
gbr,2012,847526343926.60986
gbr,2013,871285521579.80896
gbr,2014,922260451377.13904
gbr,2015,849467329463.06299
gbr,2016,813002944791.76685
gbr,2017,845037071423.01697
gbr,2018,922678685360.22705
gbr,2019,918938660538.7561
gbr,2020,772414521750.34094
geo,1990,3514920846.7183
geo,1991,1986754966.88742
geo,1992,2446203314.37052
geo,1993,1938101600.09357
geo,1994,2743399815.08299
geo,1995,1140170044.20972
geo,1996,1001841200.42363
geo,1997,1479432986.51252
geo,1998,1340894551.22164
geo,1999,1066705911.58926
geo,2000,1212806558.87468
geo,2001,1251368837.43367
geo,2002,1439783576.99139
geo,2003,1843081511.86093
geo,2004,2455655258.76461
geo,2005,3286864897.66646
geo,2006,4388115030.33026
geo,2007,5857048787.78809
geo,2008,7425610410.51784
geo,2009,5237832984.13649
geo,2010,6114963810.80626
geo,2011,7985650756.00356
geo,2012,9138860291.89124
geo,2013,9261753035.95046
geo,2014,10019255819.2218
geo,2015,8659322257.96501
geo,2016,8483331220.68703
geo,2017,9341701534.17015
geo,2018,10770490509.4511
geo,2019,11147146552.6419
geo,2020,8966625768.65545
gha,1960,431423304.70251
gha,1961,474845780.17582
gha,1962,393603729.29028
gha,1963,423018954.61091
gha,1964,413213879.50403
gha,1965,549084205.98502
gha,1966,417416054.54984
gha,1967,348508152.76739
gha,1968,347109528.74489
gha,1969,399077904.51742
gha,1970,503014656.0625
gha,1971,489222600.15044
gha,1972,321158572.04495
gha,1973,404225352.11268
gha,1974,631055900.62112
gha,1975,518085106.38298
gha,1976,443644067.79661
gha,1977,368285714.28571
gha,1978,354799301.91972
gha,1979,448717948.71795
gha,1980,406950207.46888
gha,1981,224767428.79259
gha,1982,120354808.5901
gha,1983,242989412.63251
gha,1984,475228310.50228
gha,1985,612110906.70212
gha,1986,1153286610.35948
gha,1987,1328870748.29932
gha,1988,1250710521.40818
gha,1989,1278450300.4595
gha,1990,1522368636.72261
gha,1991,1683755434.78261
gha,1992,1845128146.45309
gha,1993,2172624036.97997
gha,1994,2001557531.38075
gha,1995,2128753127.60634
gha,1996,2780426911.31498
gha,1997,3651811035.15625
gha,1998,3495721453.2872
gha,1999,3830866091.52288
gha,2000,3350893191.41127
gha,2001,3444743962.02708
gha,2002,3383649798.08178
gha,2003,4320560567.60498
gha,2004,5361416564.7582
gha,2005,6631860362.35086
gha,2006,8325437766.36433
gha,2007,10137018335.8353
