geo,time,ne_dab_totl_zs
caf,2010,106.77017
caf,2011,104.3183
caf,2012,109.95918
caf,2013,108.45338
caf,2014,119.74352
caf,2015,119.00973
caf,2016,120.88698
caf,2017,122.624
caf,2018,128.0964
caf,2019,122.33476
caf,2020,122.33476
can,1961,102.55644
can,1962,101.77637
can,1963,101.07236
can,1964,100.73041
can,1965,102.03783
can,1966,102.07174
can,1967,100.92563
can,1968,100.70958
can,1969,101.47019
can,1970,99.84144
can,1971,100.83313
can,1972,100.91237
can,1973,99.98402
can,1974,100.52989
can,1975,102.4222
can,1976,101.72792
can,1977,101.8167
can,1978,100.9116
can,1979,100.61999
can,1980,99.19614
can,1981,99.76929
can,1982,96.85578
can,1983,97.48529
can,1984,97.10197
can,1985,98.09125
can,1986,99.66079
can,1987,99.09411
can,1988,99.49151
can,1989,100.21793
can,1990,100.12453
can,1991,101.00135
can,1992,100.8638
can,1993,100.33749
can,1994,99.08918
can,1995,97.17482
can,1996,96.42775
can,1997,97.94783
can,1998,97.96521
can,1999,96.25287
can,2000,94.25548
can,2001,94.27488
can,2002,95.52965
can,2003,96.03847
can,2004,95.51868
can,2005,96.01399
can,2006,97.26368
can,2007,97.88655
can,2008,98.25327
can,2009,101.49701
can,2010,101.95583
can,2011,101.20007
can,2012,101.9457
can,2013,101.57288
can,2014,100.93358
can,2015,102.50839
can,2016,102.29347
can,2017,102.23003
can,2018,101.6612
can,2019,101.56332
can,2020,102.06402
che,1980,102.06146
che,1981,99.3023
che,1982,99.31
che,1983,100.89423
che,1984,97.06206
che,1985,97.3039
che,1986,99.0506
che,1987,98.55312
che,1988,98.57048
che,1989,98.59396
che,1990,99.57755
che,1991,98.40112
che,1992,97.24337
che,1993,95.90143
che,1994,95.85258
che,1995,96.02314
che,1996,96.49331
che,1997,95.21079
che,1998,95.89707
che,1999,95.79586
che,2000,94.53827
che,2001,95.02588
che,2002,93.89566
che,2003,94.03109
che,2004,91.80152
che,2005,93.34737
che,2006,91.89835
che,2007,89.06163
che,2008,89.40414
che,2009,92.48145
che,2010,89.08642
che,2011,91.29577
che,2012,89.25728
che,2013,88.12856
che,2014,88.67136
che,2015,88.32871
che,2016,88.38078
che,2017,89.11047
che,2018,87.66532
che,2019,88.15213
che,2020,91.20536
chl,1960,103.03346
chl,1961,104.49294
chl,1962,101.74407
chl,1963,102.95307
chl,1964,101.38827
chl,1965,99.70511
chl,1966,99.35244
chl,1967,99.18072
chl,1968,99.8186
chl,1969,98.24197
chl,1970,100.02962
chl,1971,101.76116
chl,1972,104.13315
chl,1973,102.49687
chl,1974,100.32366
chl,1975,102.86334
chl,1976,96.46231
chl,1977,102.67875
chl,1978,104.44737
chl,1979,103.78287
chl,1980,105.24198
chl,1981,111.61967
chl,1982,102.6674
chl,1983,98.16024
chl,1984,102.50076
chl,1985,96.8623
chl,1986,96.9249
chl,1987,97.2415
chl,1988,93.42105
chl,1989,96.02029
chl,1990,97.56678
chl,1991,96.55597
chl,1992,100.00904
chl,1993,104.08694
chl,1994,100.31635
chl,1995,100.05634
chl,1996,101.47689
chl,1997,102.00571
chl,1998,103.2789
chl,1999,97.815
chl,2000,98.25242
chl,2001,98.34587
chl,2002,97.78586
chl,2003,94.9982
chl,2004,90.12892
chl,2005,91.29713
chl,2006,85.50844
chl,2007,86.26941
chl,2008,97.94144
chl,2009,92.25566
chl,2010,93.57349
chl,2011,96.68175
chl,2012,100.02813
chl,2013,100.57453
chl,2014,99.05109
chl,2015,100.21958
chl,2016,99.39079
chl,2017,98.78033
chl,2018,100.30726
chl,2019,100.82824
chl,2020,94.7521
chn,1960,102.47784
chn,1961,103.37813
chn,1962,100.59103
chn,1963,102.92477
chn,1964,97.55306
chn,1965,93.76188
chn,1966,96.6073
chn,1967,95.04621
chn,1968,97.79024
chn,1969,94.21916
chn,1970,96.76805
chn,1971,96.84767
chn,1972,95.53055
chn,1973,96.409
chn,1974,97.13475
chn,1975,97.02756
chn,1976,99.04357
chn,1977,97.11979
chn,1978,98.32137
chn,1979,99.19199
chn,1980,99.29456
chn,1981,99.3651
chn,1982,98.54645
chn,1983,99.37734
chn,1984,100.14256
chn,1985,104.13496
chn,1986,102.59518
chn,1987,100.10344
chn,1988,101.19378
chn,1989,101.49184
chn,1990,97.80697
chn,1991,97.15515
chn,1992,98.78715
chn,1993,101.63205
chn,1994,98.22934
chn,1995,97.9
chn,1996,97.58919
chn,1997,95.17134
chn,1998,95.26502
chn,1999,96.68102
chn,2000,97.14382
chn,2001,97.47485
chn,2002,97.13689
chn,2003,97.64212
chn,2004,97.08345
chn,2005,94.73069
chn,2006,92.48283
chn,2007,91.47848
chn,2008,92.04252
chn,2009,95.43651
chn,2010,95.46952
chn,2011,96.81941
chn,2012,97.36788
chn,2013,98.1161
chn,2014,98.3489
chn,2015,97.2257
chn,2016,97.67011
chn,2017,97.88091
chn,2018,98.85116
chn,2019,99.26968
chn,2020,98.3662
civ,1960,87.63453
civ,1961,92.61241
civ,1962,89.65551
civ,1963,88.4343
civ,1964,88.53917
civ,1965,93.3008
civ,1966,92.28934
civ,1967,92.56756
civ,1968,87.29508
civ,1969,90.308
civ,1970,93.33831
civ,1971,96.21731
civ,1972,95.49453
civ,1973,97.47809
civ,1974,92.6793
civ,1975,99.85621
civ,1976,94.50628
civ,1977,93.70452
civ,1978,100.91429
civ,1979,103.05928
civ,1980,106.17703
civ,1981,107.10919
civ,1982,102.90357
civ,1983,98.76046
civ,1984,86.47935
civ,1985,85.62269
civ,1986,90.68554
civ,1987,96.19027
civ,1988,97.40201
civ,1989,97.02187
civ,1990,95.42175
civ,1991,96.97437
civ,1992,97.74398
civ,1993,96.46362
civ,1994,88.78185
civ,1995,92.68375
civ,1996,96.69468
civ,1997,97.68239
civ,1998,99.28493
civ,1999,98.41856
civ,2000,99.38387
civ,2001,98.17448
civ,2002,93.17963
civ,2003,95.77803
civ,2004,97.83572
civ,2005,99.06298
civ,2006,98.00852
civ,2007,100.44904
civ,2008,99.91328
civ,2009,95.84742
civ,2010,100.47379
civ,2011,94.15315
civ,2012,100.33611
civ,2013,100.03187
civ,2014,97.3665
civ,2015,98.00457
civ,2016,98.32547
civ,2017,98.70053
civ,2018,100.78612
civ,2019,98.84836
civ,2020,98.91222
cmr,1965,100.50125
cmr,1966,102.5825
cmr,1967,101.95398
cmr,1968,102.50965
cmr,1969,99.47571
cmr,1970,98.46009
cmr,1971,104.13981
cmr,1972,105.69388
cmr,1973,103.30344
cmr,1974,97.36183
cmr,1975,102.85808
cmr,1976,104.72202
cmr,1977,102.7458
cmr,1978,104.46683
cmr,1979,107.16384
cmr,1980,99.23912
cmr,1981,107.56235
cmr,1982,95.2336
cmr,1983,98.82468
cmr,1984,97.34867
cmr,1985,98.21388
cmr,1986,99.50103
cmr,1987,103.70663
cmr,1988,99.92729
cmr,1989,97.02826
cmr,1990,97.13076
cmr,1991,94.64104
cmr,1992,97.7686
cmr,1993,93.37741
cmr,1994,93.99908
cmr,1995,93.4453
cmr,1996,96.59063
cmr,1997,95.16832
cmr,1998,98.33628
cmr,1999,98.38118
cmr,2000,98.21432
cmr,2001,101.04983
cmr,2002,102.50941
cmr,2003,101.36937
cmr,2004,100.7426
cmr,2005,100.50677
cmr,2006,98.74625
cmr,2007,99.25841
cmr,2008,102.90769
cmr,2009,103.01128
cmr,2010,102.5008
cmr,2011,103.06261
cmr,2012,102.28257
cmr,2013,102.39632
cmr,2014,103.61244
cmr,2015,103.56185
cmr,2016,102.73867
cmr,2017,102.49682
cmr,2018,103.1151
cmr,2019,103.67833
cmr,2020,103.19103
cod,1994,96.91075
cod,1995,95.24395
cod,1996,100.31073
cod,1997,96.25
cod,1998,103.09913
cod,1999,93.90657
cod,2000,104.11518
cod,2001,101.06657
cod,2002,97.97416
cod,2003,106.03047
cod,2004,103.87739
cod,2005,106.42624
cod,2006,104.56306
cod,2007,101.99823
cod,2008,105.71669
cod,2009,109.3193
cod,2010,108.5253
cod,2011,106.16691
cod,2012,106.74569
cod,2013,104.57422
cod,2014,105.02594
cod,2015,106.0877
cod,2016,106.07192
cod,2017,103.70288
cod,2018,103.5905
cod,2019,103.70227
cod,2020,101.28217
cog,1960,165.15384
cog,1961,164.20165
cog,1962,132.46212
cog,1963,121.37462
cog,1964,118.29641
cog,1965,117.07819
cog,1966,121.21771
cog,1967,125.34249
cog,1968,126.84891
cog,1969,124.81859
cog,1970,123.02632
cog,1971,120.06764
cog,1972,123.47827
cog,1973,111.75496
cog,1974,106.24555
cog,1975,127.85888
cog,1976,126.17859
cog,1977,119.68096
cog,1978,117.34765
cog,1979,101.21569
cog,1980,100.11099
cog,1981,118.07273
cog,1982,113.23944
cog,1983,93.81882
cog,1984,83.99583
cog,1985,99.21714
cog,1986,113.83483
cog,1987,96.88658
cog,1988,99.80273
cog,1989,86.30461
cog,1990,67.26464
cog,1991,86.41537
cog,1992,75.75651
cog,1993,88.50345
cog,1994,115.70221
cog,1995,98.89588
cog,1996,91.49308
cog,1997,84.5635
cog,1998,96.35014
cog,1999,79.74611
cog,2000,57.69854
cog,2001,74.20629
cog,2002,71.49852
cog,2003,68.5967
cog,2004,73.0243
cog,2005,69.54272
cog,2006,70.6725
cog,2007,111.61584
cog,2008,86.30265
cog,2009,106.59254
cog,2010,87.00857
cog,2011,77.36828
cog,2012,81.28038
cog,2013,87.13418
cog,2014,97.9296
cog,2015,137.23729
cog,2016,140.7788
cog,2017,97.09722
cog,2018,77.97662
cog,2019,79.37104
cog,2020,101.60124
col,1960,99.67289
col,1961,101.35834
col,1962,100.01286
col,1963,100.27467
col,1964,100.88272
col,1965,97.57473
col,1966,104.36515
col,1967,99.12904
col,1968,101.03808
col,1969,100.46989
col,1970,101.28419
col,1971,104.0504
col,1972,99.54328
col,1973,97.73976
col,1974,101.09031
col,1975,98.19431
col,1976,96.84878
col,1977,96.33311
col,1978,97.17258
col,1979,98.22866
col,1980,99.37903
col,1981,103.56692
col,1982,104.2781
col,1983,102.78079
col,1984,100.57917
col,1985,98.71755
col,1986,93.15614
col,1987,95.96621
col,1988,97.57047
col,1989,95.8165
col,1990,97.05247
col,1991,95.34084
col,1992,100.57448
col,1993,105.80848
col,1994,105.92081
col,1995,106.42974
col,1996,105.64518
col,1997,105.91398
col,1998,105.89422
col,1999,99.45612
col,2000,100.83681
col,2001,103.12684
col,2002,103.3515
col,2003,103.36558
col,2004,102.32192
col,2005,103.48061
col,2006,104.18418
col,2007,104.23261
col,2008,102.94846
col,2009,102.30714
col,2010,101.58291
col,2011,100.91741
col,2012,101.21274
col,2013,101.81377
col,2014,104.21797
col,2015,107.06034
col,2016,106.76837
col,2017,104.99234
col,2018,104.73531
col,2019,105.81669
col,2020,106.61088
com,1980,118.08231
com,1981,118.08546
com,1982,118.08368
com,1983,118.08471
com,1984,118.08442
com,1985,118.08534
com,1986,118.08477
com,1987,118.08476
com,1988,118.08571
com,1989,118.08553
com,1990,118.08417
com,1991,118.08584
com,1992,118.08529
com,1993,118.08523
com,1994,118.08523
com,1995,118.08452
com,1996,118.08514
com,1997,118.08492
com,1998,118.08441
com,1999,118.08418
com,2000,118.08453
com,2001,118.08466
com,2002,118.08473
com,2003,118.08478
com,2004,118.08463
com,2005,118.08486
com,2006,118.08508
com,2007,115.2055
com,2008,119.77583
com,2009,119.27304
com,2010,120.27233
com,2011,120.08816
com,2012,122.91868
com,2013,121.14652
com,2014,119.88288
com,2015,117.53256
com,2016,115.78709
com,2017,116.36173
com,2018,117.17811
com,2019,116.7047
cpv,2007,130.18942
cpv,2008,126.19245
cpv,2009,125.88233
cpv,2010,129.09771
cpv,2011,128.81079
cpv,2012,119.41353
cpv,2013,114.3542
cpv,2014,120.32416
cpv,2015,114.2512
cpv,2016,115.73248
cpv,2017,121.45754
cpv,2018,119.04578
cpv,2019,114.60857
cpv,2020,134.99077
cri,1960,104.89075
cri,1961,104.19552
cri,1962,103.32642
cri,1963,105.04082
cri,1964,104.14887
cri,1965,110.62491
cri,1966,105.99292
cri,1967,106.33807
cri,1968,104.68918
cri,1969,105.35604
cri,1970,106.74382
cri,1971,110.31106
cri,1972,106.37795
cri,1973,106.07337
cri,1974,114.97764
cri,1975,108.48577
cri,1976,106.00176
cri,1977,105.46587
cri,1978,107.85026
cri,1979,110.27052
cri,1980,110.34114
cri,1981,104.90782
cri,1982,97.08097
cri,1983,100.74563
cri,1984,99.58954
cri,1985,101.75293
cri,1986,99.15423
cri,1987,104.13417
cri,1988,101.78686
cri,1989,103.88065
cri,1990,106.90461
cri,1991,104.62746
cri,1992,105.53273
cri,1993,107.27789
cri,1994,106.22799
cri,1995,103.51595
cri,1996,104.03318
cri,1997,104.39506
cri,1998,104.11234
cri,1999,102.42288
cri,2000,100.66428
cri,2001,99.83561
cri,2002,101.96487
cri,2003,101.98428
cri,2004,100.84117
cri,2005,102.29362
cri,2006,103.18648
cri,2007,105.29232
cri,2008,108.78859
cri,2009,100.49471
cri,2010,101.85327
cri,2011,103.6942
cri,2012,103.7459
cri,2013,102.88311
cri,2014,102.46541
cri,2015,100.76225
cri,2016,99.65829
cri,2017,99.54659
cri,2018,99.46832
cri,2019,98.12733
cri,2020,98.30504
cub,1970,112.18984
cub,1971,112.19111
cub,1972,112.19233
cub,1973,112.18987
cub,1974,112.196
cub,1975,112.17988
cub,1976,112.19748
cub,1977,112.1984
cub,1978,112.17762
cub,1979,112.22664
cub,1980,112.09924
cub,1981,112.28552
cub,1982,112.20297
cub,1983,112.07373
cub,1984,112.47175
cub,1985,111.46224
cub,1986,113.21689
cub,1987,111.79025
cub,1988,111.4275
cub,1989,114.46185
cub,1990,109.70537
cub,1991,106.70109
cub,1992,102.39725
cub,1993,103.71791
cub,1994,100.46671
cub,1995,101.91746
cub,1996,101.99714
cub,1997,102.90663
cub,1998,103.99947
cub,1999,102.79393
cub,2000,102.81568
cub,2001,102.89088
cub,2002,101.6751
cub,2003,100.68302
cub,2004,99.26786
cub,2005,97.32509
cub,2006,99.76155
cub,2007,97.29574
cub,2008,103.78201
cub,2009,97.99452
cub,2010,95.15141
cub,2011,96.75315
cub,2012,94.84421
cub,2013,96.12304
cub,2014,95.10638
cub,2015,97.31904
cub,2016,97.30437
cub,2017,97.12135
cub,2018,98.03798
cub,2019,98.39309
cub,2020,99.34608
cyp,1975,121.20621
cyp,1976,118.56844
cyp,1977,124.60411
cyp,1978,124.65944
cyp,1979,119.73643
cyp,1980,118.34802
cyp,1981,113.92694
cyp,1982,112.71344
cyp,1983,112.60667
cyp,1984,111.37281
cyp,1985,108.21751
cyp,1986,101.19933
cyp,1987,101.67398
cyp,1988,104.74974
cyp,1989,106.39372
cyp,1990,105.60708
cyp,1991,110.0086
cyp,1992,111.18309
cyp,1993,100.43363
cyp,1994,100.39718
cyp,1995,100.86393
cyp,1996,100.43365
cyp,1997,101.39176
cyp,1998,97.51477
cyp,1999,97.35641
cyp,2000,97.56925
cyp,2001,95.43136
cyp,2002,98.83072
cyp,2003,98.48038
cyp,2004,100.12401
cyp,2005,100.53285
cyp,2006,102.93487
cyp,2007,104.75716
cyp,2008,112.76252
cyp,2009,105.34658
cyp,2010,108.34158
cyp,2011,103.82673
cyp,2012,101.91308
cyp,2013,98.41954
cyp,2014,99.06148
cyp,2015,97.38381
cyp,2016,98.30492
cyp,2017,100.48328
cyp,2018,98.69957
cyp,2019,99.78662
cyp,2020,102.53247
cze,1990,95.7503
cze,1991,91.43465
cze,1992,97.44171
cze,1993,97.54126
cze,1994,100.46235
cze,1995,103.06564
cze,1996,104.83115
cze,1997,104.14084
cze,1998,100.3128
cze,1999,100.47857
cze,2000,101.86436
cze,2001,101.29943
cze,2002,101.32639
cze,2003,101.51743
cze,2004,99.37328
cze,2005,97.67151
cze,2006,97.27753
cze,2007,97.57748
cze,2008,97.8392
cze,2009,96.10638
cze,2010,96.9429
cze,2011,96.21908
cze,2012,95.23648
cze,2013,94.30565
cze,2014,93.66643
cze,2015,94.05811
cze,2016,92.37211
cze,2017,92.47837
cze,2018,94.06017
cze,2019,94.01027
cze,2020,93.16829
deu,1970,104.58759
deu,1971,104.97139
deu,1972,104.73566
deu,1973,103.63348
deu,1974,101.98097
deu,1975,103.52333
deu,1976,104.03522
deu,1977,103.92359
deu,1978,103.75875
deu,1979,105.90598
deu,1980,106.92028
deu,1981,105.4266
deu,1982,103.5688
deu,1983,104.21309
deu,1984,103.57225
deu,1985,102.29011
deu,1986,100.72175
deu,1987,100.7646
deu,1988,100.75839
deu,1989,100.86343
deu,1990,100.27035
deu,1991,100.48758
deu,1992,100.50145
deu,1993,99.94985
deu,1994,99.83646
deu,1995,99.59316
deu,1996,99.28557
deu,1997,98.92211
deu,1998,98.77116
deu,1999,99.44738
deu,2000,99.83064
deu,2001,98.37342
deu,2002,95.74973
deu,2003,96.22589
deu,2004,94.79947
deu,2005,94.79957
deu,2006,94.58391
deu,2007,93.2289
deu,2008,93.92642
deu,2009,94.9889
deu,2010,94.73768
deu,2011,95.09185
deu,2012,93.89981
deu,2013,94.24152
deu,2014,93.38157
deu,2015,92.40475
deu,2016,92.62312
deu,2017,92.91112
deu,2018,93.83231
deu,2019,94.35119
deu,2020,94.27476
dji,2013,134.91991
dji,2014,82.61919
dji,2015,81.18598
dji,2016,108.74755
dji,2017,108.67203
dji,2018,89.85982
dma,2009,123.82355
dma,2010,117.99629
dma,2011,115.27606
dma,2012,118.83035
dma,2013,110.07358
dma,2014,112.66518
dma,2015,113.13982
dma,2016,112.52009
dma,2017,120.9446
dma,2018,148.93992
dnk,1966,101.57265
dnk,1967,102.07179
dnk,1968,101.38443
dnk,1969,102.0758
dnk,1970,102.83267
dnk,1971,102.02531
dnk,1972,100.4084
dnk,1973,101.89359
dnk,1974,103.34856
dnk,1975,100.95974
dnk,1976,104.5317
dnk,1977,103.56733
dnk,1978,102.21645
dnk,1979,102.38189
dnk,1980,100.45024
dnk,1981,98.59326
dnk,1982,99.09138
dnk,1983,97.79041
dnk,1984,98.32317
dnk,1985,99.22501
dnk,1986,100.19903
dnk,1987,97.94528
dnk,1988,96.52385
dnk,1989,96.20496
dnk,1990,94.44388
dnk,1991,93.78157
dnk,1992,93.0932
dnk,1993,92.4725
dnk,1994,94.07673
dnk,1995,95.29069
dnk,1996,94.3365
dnk,1997,95.64274
dnk,1998,96.926
dnk,1999,94.00031
dnk,2000,93.28939
dnk,2001,92.85954
dnk,2002,93.148
dnk,2003,93.2049
dnk,2004,94.35088
dnk,2005,94.49551
dnk,2006,95.90664
dnk,2007,97.10279
dnk,2008,96.47664
dnk,2009,95.50292
dnk,2010,93.05412
dnk,2011,93.60551
dnk,2012,93.97998
dnk,2013,93.3925
dnk,2014,93.03763
dnk,2015,93.21187
dnk,2016,93.31686
dnk,2017,92.82464
dnk,2018,93.85539
dnk,2019,92.60813
dnk,2020,93.54917
dom,1960,96.04406
dom,1961,95.99444
dom,1962,102.49973
dom,1963,107.27044
dom,1964,110.18919
dom,1965,106.32812
dom,1966,110.92591
dom,1967,108.95825
dom,1968,110.00834
dom,1969,109.66274
dom,1970,109.97664
dom,1971,109.69585
dom,1972,103.3668
dom,1973,104.41339
dom,1974,109.35353
dom,1975,103.35629
dom,1976,106.88085
dom,1977,107.20291
dom,1978,110.81938
dom,1979,109.74103
dom,1980,113.72344
dom,1981,107.38812
dom,1982,108.19514
dom,1983,107.3849
dom,1984,108.27665
dom,1985,104.67108
dom,1986,103.54701
dom,1987,107.00548
dom,1988,102.38909
dom,1989,108.12933
dom,1990,107.977
dom,1991,102.93512
dom,1992,106.8573
dom,1993,105.22423
dom,1994,104.74083
dom,1995,103.44452
dom,1996,102.86907
dom,1997,103.78866
dom,1998,107.29153
dom,1999,106.34055
dom,2000,108.30474
dom,2001,106.72933
dom,2002,107.27526
dom,2003,100.14351
dom,2004,99.05647
dom,2005,104.99128
dom,2006,107.31665
dom,2007,108.42319
dom,2008,113.57858
dom,2009,108.55043
dom,2010,110.64843
dom,2011,110.61572
dom,2012,109.22232
dom,2013,106.34744
dom,2014,105.19364
dom,2015,104.64791
dom,2016,103.76721
dom,2017,102.86079
dom,2018,104.9531
dom,2019,104.87258
dom,2020,107.70226
dza,1960,124.91922
dza,1961,119.25418
dza,1962,102.57941
dza,1963,111.50493
dza,1964,103.77865
dza,1965,103.22914
dza,1966,98.66737
dza,1967,98.19735
dza,1968,101.05162
dza,1969,104.28198
dza,1970,107.07993
dza,1971,109.22125
dza,1972,105.2773
dza,1973,106.08609
dza,1974,96.74073
dza,1975,109.27666
dza,1976,104.06408
dza,1977,111.15376
dza,1978,114.63289
dza,1979,101.71745
dza,1980,96
dza,1981,96.29049
dza,1982,98.07322
dza,1983,97.86051
dza,1984,101.75635
dza,1985,103.15825
dza,1986,110.31719
dza,1987,104.13963
dza,1988,107.09584
dza,1989,109.87479
dza,1990,101.49334
dza,1991,94.48195
dza,1992,98.5499
dza,1993,101.35506
dza,1994,103.52299
dza,1995,102.80145
dza,1996,94.18425
dza,1997,90.43129
dza,1998,99.93774
dza,1999,94.62889
dza,2000,78.7189
dza,2001,85.32756
dza,2002,90.1251
dza,2003,85.62712
dza,2004,85.59497
dza,2005,76.86822
dza,2006,73.10864
dza,2007,77.8018
dza,2008,80.73783
dza,2009,100.58103
dza,2010,92.97756
dza,2011,89.89807
dza,2012,91.61834
dza,2013,97.20462
dza,2014,101.51995
dza,2015,113.35151
dza,2016,114.18069
dza,2017,110.05691
dza,2018,106.63133
dza,2019,106.06001
dza,2020,111.68746
ecu,1960,100.40352
ecu,1961,100.95665
ecu,1962,99.49571
ecu,1963,99.71652
ecu,1964,101.32561
ecu,1965,101.31082
ecu,1966,100.62867
ecu,1967,101.92441
ecu,1968,102.87604
ecu,1969,103.59941
ecu,1970,103.5688
ecu,1971,106.1097
ecu,1972,103.14217
ecu,1973,98.78156
ecu,1974,96.10027
ecu,1975,103.26326
ecu,1976,101.94263
ecu,1977,101.83646
ecu,1978,103.83186
ecu,1979,100.26342
ecu,1980,100.72896
ecu,1981,100.67958
ecu,1982,103.09996
ecu,1983,99.75679
ecu,1984,98.30546
ecu,1985,96.35457
ecu,1986,101.8518
ecu,1987,106.99855
ecu,1988,104.6506
ecu,1989,104.54688
ecu,1990,99.06617
ecu,1991,97.84747
ecu,1992,96.53906
ecu,1993,103.09954
ecu,1994,103.21811
ecu,1995,103.33746
ecu,1996,99.66913
ecu,1997,101.94733
ecu,1998,107.61121
ecu,1999,96.44617
ecu,2000,95.20963
ecu,2001,104.29956
ecu,2002,106.3918
ecu,2003,102.04483
ecu,2004,101.55654
ecu,2005,100.86348
ecu,2006,99.04363
ecu,2007,98.7236
ecu,2008,99.72967
ecu,2009,101.60663
ecu,2010,104.51333
ecu,2011,102.24784
ecu,2012,101.42149
ecu,2013,102.32958
ecu,2014,101.60446
ecu,2015,102.72743
ecu,2016,99.51176
ecu,2017,100.75609
ecu,2018,101.15276
ecu,2019,99.98009
ecu,2020,98.22086
egy,1960,101.95931
egy,1961,102.09558
egy,1962,104.46609
egy,1963,105.82807
egy,1964,106.47619
egy,1965,103.00596
egy,1966,104.15082
egy,1967,102.28815
egy,1968,105.66365
egy,1969,103.08023
egy,1970,103.52636
egy,1971,104.54128
egy,1972,104.66487
egy,1973,104.62597
egy,1974,110.93001
egy,1975,117.37836
egy,1976,110.75083
egy,1977,109.77966
egy,1978,114.03304
egy,1979,116.47879
egy,1980,112.33967
egy,1981,112.5367
egy,1982,109.41441
egy,1983,111.2782
egy,1984,111.39241
egy,1985,109.65147
egy,1986,108.39002
egy,1987,110.09709
egy,1988,117.85714
egy,1989,114.54545
egy,1990,112.21294
egy,1991,107.91111
egy,1992,102.51618
egy,1993,104.25258
egy,1994,105.48571
egy,1995,105.14706
egy,1996,105.449
egy,1997,106.05491
egy,1998,109.49896
egy,1999,108.25748
egy,2000,106.6157
egy,2001,104.85085
egy,2002,104.35471
egy,2003,102.58683
egy,2004,101.35998
egy,2005,102.26555
egy,2006,101.61891
egy,2007,104.57841
egy,2008,105.59464
egy,2009,106.6398
egy,2010,105.23786
egy,2011,104.12078
egy,2012,107.91784
egy,2013,106.33735
egy,2014,108.43192
egy,2015,108.47825
egy,2016,109.55562
egy,2017,113.48991
egy,2018,110.45432
egy,2019,108.23923
egy,2020,107.54569
eri,1992,133.52998
eri,1993,141.41257
eri,1994,155.11724
eri,1995,160.78988
eri,1996,158.14998
eri,1997,156.18513
eri,1998,165.2586
eri,1999,177.19042
eri,2000,148.54012
eri,2001,150.44863
eri,2002,153.0278
eri,2003,161.12317
eri,2004,154.02011
eri,2005,148.7746
eri,2006,131.46183
eri,2007,123.01585
eri,2008,121.70344
eri,2009,118.91489
eri,2010,157.90244
eri,2011,137.415
esp,1970,101.91198
esp,1971,99.99238
esp,1972,100.70102
esp,1973,101.78032
esp,1974,105.98427
esp,1975,104.94672
esp,1976,105.51512
esp,1977,103.027
esp,1978,100.137
esp,1979,100.62086
esp,1980,103.30512
esp,1981,103.05519
esp,1982,102.78587
esp,1983,101.73794
esp,1984,98.95396
esp,1985,99.17489
esp,1986,99.1034
esp,1987,101.04484
esp,1988,102.30163
esp,1989,104.40729
esp,1990,104.42641
esp,1991,104.22112
esp,1992,103.84947
esp,1993,101.71079
esp,1994,101.0878
esp,1995,101.12118
esp,1996,100.1805
esp,1997,99.82668
esp,1998,100.45756
esp,1999,101.93345
esp,2000,102.95562
esp,2001,102.27392
esp,2002,101.99119
esp,2003,102.20588
esp,2004,103.70021
esp,2005,104.80376
esp,2006,105.69453
esp,2007,105.77813
esp,2008,104.73547
esp,2009,100.87149
esp,2010,101.02488
esp,2011,99.72325
esp,2012,97.93482
esp,2013,96.07114
esp,2014,96.90047
esp,2015,96.9596
esp,2016,96.01244
esp,2017,96.39365
esp,2018,97.28296
esp,2019,97.07002
esp,2020,98.52685
est,1995,106.8936
est,1996,108.04077
est,1997,109.11137
est,1998,109.70396
est,1999,104.01075
est,2000,102.43771
est,2001,102.99374
est,2002,106.54691
est,2003,108.31502
est,2004,107.45441
est,2005,104.57357
est,2006,109.80468
est,2007,108.31313
est,2008,103.38315
est,2009,94.88599
est,2010,93.68233
est,2011,94.29564
est,2012,98.3497
est,2013,97.28582
est,2014,96.45859
est,2015,95.97291
est,2016,96.30901
est,2017,95.86336
est,2018,96.2698
est,2019,95.45036
est,2020,101.29055
eth,2011,114.85923
eth,2012,117.8633
eth,2013,116.50364
eth,2014,117.45784
eth,2015,120.9295
eth,2016,114.9501
eth,2017,116.08393
eth,2018,110.64351
eth,2019,113.13934
eth,2020,109.83896
fin,1970,100.3539
fin,1971,100.53013
fin,1972,98.53995
fin,1973,98.45477
fin,1974,103.04857
fin,1975,105.90486
fin,1976,100.48885
fin,1977,100.16124
fin,1978,96.22161
fin,1979,98.11597
fin,1980,100.84084
fin,1981,98.54204
fin,1982,99.89954
fin,1983,99.76545
fin,1984,97.95735
fin,1985,98.71749
fin,1986,98.14652
fin,1987,99.26458
fin,1988,99.51384
fin,1989,101.6812
fin,1990,101.06422
fin,1991,101.18413
fin,1992,99.35717
fin,1993,95.75652
fin,1994,94.71289
fin,1995,93.20034
fin,1996,93.94512
fin,1997,93.16198
fin,1998,92.67809
fin,1999,91.50934
fin,2000,91.40221
fin,2001,90.65534
fin,2002,90.93315
fin,2003,92.97722
fin,2004,93.43403
fin,2005,95.65297
fin,2006,95.13525
fin,2007,94.89394
fin,2008,96.13363
fin,2009,97.68579
fin,2010,98.39909
fin,2011,100.56768
fin,2012,101.53007
fin,2013,101.05422
fin,2014,100.94975
fin,2015,100.56863
fin,2016,101.2776
fin,2017,99.95404
fin,2018,101.25456
fin,2019,99.84407
fin,2020,100.07838
fji,1980,106.19263
fji,1981,113.18333
fji,1982,105.34731
fji,1983,106.92487
fji,1984,100.3854
