geo,time,ne_exp_gnfs_kd_zg
cod,1967,-4.99293
cod,1968,44.0313
cod,1969,0.52078
cod,1970,13.29416
cod,1971,11.44779
cod,1972,6.70246
cod,1973,9.44236
cod,1974,-7.73992
cod,1975,-6.24144
cod,1976,-6.27137
cod,1977,-0.29598
cod,1978,25.08611
cod,1979,-16.23911
cod,1980,21.55223
cod,1981,-13.47426
cod,1982,-10.21289
cod,1983,36.44956
cod,1984,68.37717
cod,1985,6.78675
cod,1986,-5.97469
cod,1987,7.96489
cod,1988,1.83281
cod,1989,-5.97015
cod,1990,-0.98039
cod,1991,-17.11457
cod,1992,-41.75199
cod,1993,-8.88672
cod,1994,-7.50267
cod,1995,20.4
cod,1996,15.4
cod,1997,-22.11221
cod,1998,24.15255
cod,1999,49.48806
cod,2000,-3.62611
cod,2001,-19.49458
cod,2002,82.47384
cod,2003,14.74503
cod,2004,2.7396
cod,2005,12.99836
cod,2006,-9.36685
cod,2007,26.73
cod,2008,4.685
cod,2009,-28.28055
cod,2010,38.75191
cod,2011,25.01773
cod,2012,11.41899
cod,2013,10.52662
cod,2014,21.38688
cod,2015,4.0979
cod,2016,-0.8756
cod,2017,7.34424
cod,2018,14.24458
cod,2019,1.44273
cod,2020,7.99642
cog,1961,7.5
cog,1962,73.64341
cog,1963,19.19643
cog,1964,9.73783
cog,1965,0.6826
cog,1966,-9.62353
cog,1967,10.18539
cog,1968,28.99149
cog,1969,28.99016
cog,1970,29.5455
cog,1971,3.50866
cog,1972,3.57818
cog,1973,3.45455
cog,1974,3.51491
cog,1975,0.16976
cog,1976,3.05094
cog,1977,10.85508
cog,1978,9.64386
cog,1979,4.46538
cog,1980,21.76183
cog,1981,9.25545
cog,1982,9.1395
cog,1983,17.26236
cog,1984,9.79248
cog,1985,-6.49734
cog,1986,-3.47442
cog,1987,0.39267
cog,1988,13.03781
cog,1989,7.67013
cog,1990,7
cog,1991,-5.99144
cog,1992,0.71052
cog,1993,7.95515
cog,1994,-2.63839
cog,1995,15.4162
cog,1996,4.15539
cog,1997,11.91827
cog,1998,8.9692
cog,1999,2.20209
cog,2000,-1.2107
cog,2001,-5.67785
cog,2002,1.27748
cog,2003,-2.50566
cog,2004,-2.1807
cog,2005,9.91529
cog,2006,4.053
cog,2007,-17.03208
cog,2008,4.47856
cog,2009,15.96344
cog,2010,2.82007
cog,2011,5.85757
cog,2012,-8.42395
cog,2013,-6.87888
cog,2014,6.67117
cog,2015,-4.53339
cog,2016,4.87287
cog,2017,14.43108
cog,2018,11.36371
cog,2019,7.37473
cog,2020,-9.19007
col,1961,-6.66761
col,1962,8.10006
col,1963,-2.41426
col,1964,5.823
col,1965,6.4104
col,1966,-0.73298
col,1967,5.5434
col,1968,8.89799
col,1969,15.91834
col,1970,-5.50732
col,1971,4.56836
col,1972,11.88483
col,1973,7.55505
col,1974,-3.34214
col,1975,14.44161
col,1976,-3.18991
col,1977,-4.49922
col,1978,25.16964
col,1979,8.353
col,1980,5.1066
col,1981,-11.83304
col,1982,-1.55795
col,1983,-0.89226
col,1984,10.30519
col,1985,14.35186
col,1986,20.70524
col,1987,7.78836
col,1988,0.25081
col,1989,8.40487
col,1990,17.59353
col,1991,11.95907
col,1992,5.58588
col,1993,6.21984
col,1994,0.04286
col,1995,3.56084
col,1996,9.60302
col,1997,3.1514
col,1998,7.37548
col,1999,5.92391
col,2000,6.14645
col,2001,2.81088
col,2002,-2.37741
col,2003,7.3603
col,2004,9.80861
col,2005,9.17083
col,2006,9.5183
col,2007,6.21989
col,2008,2.03676
col,2009,-5.2063
col,2010,2.06237
col,2011,12.25754
col,2012,4.47328
col,2013,4.67689
col,2014,-0.28895
col,2015,1.65803
col,2016,-0.20884
col,2017,2.56937
col,2018,0.64235
col,2019,3.07099
col,2020,-18.31234
com,1981,3.86492
com,1982,6.38362
com,1983,4.82103
com,1984,4.11026
com,1985,2.28037
com,1986,1.86721
com,1987,1.63799
com,1988,2.68752
com,1989,-3.18068
com,1990,5.09139
com,1991,-5.3956
com,1992,8.53092
com,1993,3.00594
com,1994,-5.27668
com,1995,3.61013
com,1996,-1.29167
com,1997,4.03033
com,1998,1.28267
com,1999,1.92412
com,2000,10.84808
com,2001,2.33293
com,2002,2.32479
com,2003,2.1041
com,2004,1.9196
com,2005,2.8374
com,2006,2.6469
com,2007,-0.80885
com,2008,-1
com,2009,18.9
com,2010,14.7
com,2011,4
com,2012,-1.6
com,2013,10.8
com,2014,7
com,2015,4.59937
com,2016,8.66932
com,2017,11.79311
com,2018,19.23786
com,2019,9.04583
com,2020,-31.43863
cpv,2008,7.87631
cpv,2009,-16.82963
cpv,2010,6.87495
cpv,2011,10.91997
cpv,2012,13.47232
cpv,2013,0.59052
cpv,2014,-1.22475
cpv,2015,14.75337
cpv,2016,4.44796
cpv,2017,7.52609
cpv,2018,11.68301
cpv,2019,8.71062
cpv,2020,-58.42815
cri,1961,-1.04493
cri,1962,11.40444
cri,1963,28.95058
cri,1964,-10.28037
cri,1965,2.20037
cri,1966,21.70179
cri,1967,7.45271
cri,1968,30.76452
cri,1969,9.88481
cri,1970,14.47465
cri,1971,7.79428
cri,1972,17.35072
cri,1973,7.73148
cri,1974,8.37989
cri,1975,-1.97174
cri,1976,5.42011
cri,1977,8.15515
cri,1978,9.93969
cri,1979,3.25912
cri,1980,-4.34375
cri,1981,11.11936
cri,1982,-5.4577
cri,1983,-1.31173
cri,1984,11.27503
cri,1985,-3.99279
cri,1986,3.62793
cri,1987,20.94859
cri,1988,7.37009
cri,1989,16.07356
cri,1990,7.90147
cri,1991,8.90261
cri,1992,17.06782
cri,1993,8.09481
cri,1994,3.94127
cri,1995,11.01839
cri,1996,6.25656
cri,1997,8.69546
cri,1998,14.45887
cri,1999,5.11852
cri,2000,2.24046
cri,2001,1.70202
cri,2002,2.6801
cri,2003,5.67103
cri,2004,10.38334
cri,2005,6.0119
cri,2006,8.0415
cri,2007,7.52294
cri,2008,2.17206
cri,2009,-8.46175
cri,2010,9.32745
cri,2011,7.0481
cri,2012,5.56427
cri,2013,3.31153
cri,2014,4.96434
cri,2015,2.88831
cri,2016,9.41727
cri,2017,6.95492
cri,2018,4.89096
cri,2019,3.08918
cri,2020,-9.4808
cub,1971,8.58268
cub,1972,4.83732
cub,1973,3.44514
cub,1974,0.96223
cub,1975,9.45241
cub,1976,5.44709
cub,1977,8.78156
cub,1978,6.60776
cub,1979,0.90256
cub,1980,-4.86984
cub,1981,19.95026
cub,1982,9.25232
cub,1983,5.13303
cub,1984,6.68173
cub,1985,2.40802
cub,1986,1.5184
cub,1987,-1.67945
cub,1988,0.52496
cub,1989,-5.04753
cub,1990,-3.58079
cub,1991,-3.52658
cub,1992,-5.91617
cub,1993,-24.92509
cub,1994,9.11965
cub,1995,4.33193
cub,1996,24.61188
cub,1997,-4.91083
cub,1998,5.75882
cub,1999,12.82128
cub,2000,14.07412
cub,2001,-3.59825
cub,2002,-3.799
cub,2003,5.78227
cub,2004,19.04366
cub,2005,47.49971
cub,2006,1.32387
cub,2007,13.79629
cub,2008,11.57255
cub,2009,3.11788
cub,2010,13.7931
cub,2011,5.45604
cub,2012,0.43881
cub,2013,1.74054
cub,2014,-2.83973
cub,2015,-0.0998
cub,2016,-19.73741
cub,2017,0
cub,2018,-2.35597
cub,2019,-4.59802
cub,2020,-20.54781
cyp,1976,65.24098
cyp,1977,22.31133
cyp,1978,6.1401
cyp,1979,20.75259
cyp,1980,10.81396
cyp,1981,14.08184
cyp,1982,7.91023
cyp,1983,8.1657
cyp,1984,15.09851
cyp,1985,-1.08175
cyp,1986,-1.68881
cyp,1987,13.70037
cyp,1988,13.5356
cyp,1989,16.69939
cyp,1990,6.68287
cyp,1991,-8.4633
cyp,1992,19.86026
cyp,1993,-2.83478
cyp,1994,8.19362
cyp,1995,18.54764
cyp,1996,6.4133
cyp,1997,-0.02252
cyp,1998,5.82318
cyp,1999,2.43128
cyp,2000,8.77078
cyp,2001,1.76119
cyp,2002,-3.50034
cyp,2003,-2.89878
cyp,2004,3.19111
cyp,2005,3.09152
cyp,2006,2.3029
cyp,2007,5.36316
cyp,2008,-0.56472
cyp,2009,-4.65453
cyp,2010,6.13941
cyp,2011,6.95209
cyp,2012,-0.53499
cyp,2013,1.1603
cyp,2014,6.24387
cyp,2015,8.88983
cyp,2016,7.05111
cyp,2017,11.1798
cyp,2018,7.27106
cyp,2019,7.48381
cyp,2020,-5.10633
cze,1991,-6.04952
cze,1992,9.54979
cze,1993,15.82318
cze,1994,3.79048
cze,1995,23.46229
cze,1996,2.49652
cze,1997,7.59171
cze,1998,9.65229
cze,1999,5.19659
cze,2000,14.78107
cze,2001,9.42867
cze,2002,0.92234
cze,2003,8.82346
cze,2004,29.67946
cze,2005,18.15847
cze,2006,14.28921
cze,2007,11.03136
cze,2008,4.21384
cze,2009,-9.82793
cze,2010,14.6616
cze,2011,9.16351
cze,2012,4.2794
cze,2013,0.2597
cze,2014,8.71442
cze,2015,6.03233
cze,2016,4.34255
cze,2017,7.1982
cze,2018,3.70688
cze,2019,1.47907
cze,2020,-6.92175
deu,1971,2.35402
deu,1972,6.1828
deu,1973,10.7173
deu,1974,11.78862
deu,1975,-6.13636
deu,1976,10.29056
deu,1977,3.99561
deu,1978,2.76546
deu,1979,4.97124
deu,1980,5.45988
deu,1981,7.21841
deu,1982,3.70371
deu,1983,-0.50067
deu,1984,8.85609
deu,1985,7.45763
deu,1986,-1.19013
deu,1987,0.7401
deu,1988,5.66119
deu,1989,10.27948
deu,1990,11.34875
deu,1991,11.02476
deu,1992,-0.36938
deu,1993,-5.93192
deu,1994,7.91831
deu,1995,6.60691
deu,1996,5.88602
deu,1997,12.23529
deu,1998,7.6782
deu,1999,5.28109
deu,2000,13.82339
deu,2001,5.66613
deu,2002,4.20911
deu,2003,1.89967
deu,2004,11.52941
deu,2005,6.68614
deu,2006,12.29084
deu,2007,8.88648
deu,2008,1.94078
deu,2009,-14.27874
deu,2010,14.40775
deu,2011,8.34993
deu,2012,2.90571
deu,2013,1.00446
deu,2014,4.79558
deu,2015,5.44074
deu,2016,2.47
deu,2017,4.89899
deu,2018,2.28859
deu,2019,1.1096
deu,2020,-9.31906
dji,2014,6.89257
dji,2015,-1.18329
dji,2016,-25.58625
dji,2019,12.85549
dji,2020,7.5
dnk,1967,3.7122
dnk,1968,9.80149
dnk,1969,5.995
dnk,1970,3.82227
dnk,1971,6.33082
dnk,1972,5.26232
dnk,1973,8.35554
dnk,1974,3.41461
dnk,1975,-0.72405
dnk,1976,3.43078
dnk,1977,3.58609
dnk,1978,1.39594
dnk,1979,10.88933
dnk,1980,5.5805
dnk,1981,8.66163
dnk,1982,3.16456
dnk,1983,4.59621
dnk,1984,3.29808
dnk,1985,6.0365
dnk,1986,1.33933
dnk,1987,4.85749
dnk,1988,9.14206
dnk,1989,4.65782
dnk,1990,6.52665
dnk,1991,6.16886
dnk,1992,0.27082
dnk,1993,1.22924
dnk,1994,8.23562
dnk,1995,2.71747
dnk,1996,4.66145
dnk,1997,4.5099
dnk,1998,4.10223
dnk,1999,11.27559
dnk,2000,12.61294
dnk,2001,3.35792
dnk,2002,4.35231
dnk,2003,-1.20878
dnk,2004,3.02538
dnk,2005,7.82018
dnk,2006,10.33762
dnk,2007,3.65356
dnk,2008,3.87202
dnk,2009,-9.22439
dnk,2010,2.94013
dnk,2011,7.19488
dnk,2012,1.16221
dnk,2013,1.6114
dnk,2014,3.12885
dnk,2015,3.57737
dnk,2016,4.11148
dnk,2017,4.81362
dnk,2018,3.35248
dnk,2019,5.02856
dnk,2020,-7.00672
dom,1961,-7.04408
dom,1962,12.13389
dom,1963,-12.10613
dom,1964,1.60377
dom,1965,-18.10585
dom,1966,9.10086
dom,1967,11.84552
dom,1968,3.69248
dom,1969,11.63522
dom,1970,11.22289
dom,1971,15.15817
dom,1972,31.28374
dom,1973,12.1565
dom,1974,-5.59069
dom,1975,3.26766
dom,1976,28.30385
dom,1977,-0.87443
dom,1978,0.45881
dom,1979,24.57508
dom,1980,-18.05804
dom,1981,8.36265
dom,1982,-12.60457
dom,1983,6.30921
dom,1984,5.07843
dom,1985,0.03392
dom,1986,-6.82076
dom,1987,13.05895
dom,1988,-9.95179
dom,1989,-1.68439
dom,1990,-0.90485
dom,1991,6.6
dom,1992,10.05572
dom,1993,8.77689
dom,1994,6.39263
dom,1995,8.41197
dom,1996,6.78404
dom,1997,11.64076
dom,1998,3.00678
dom,1999,5.33751
dom,2000,7.81832
dom,2001,-7.2752
dom,2002,0.70182
dom,2003,14.29083
dom,2004,4.24461
dom,2005,-3.48751
dom,2006,-1.32623
dom,2007,1.0675
dom,2008,-4.61787
dom,2009,-8.47331
dom,2010,16.06457
dom,2011,7.29756
dom,2012,5.54713
dom,2013,9.0484
dom,2014,8.73487
dom,2015,3.06778
dom,2016,7.49288
dom,2017,4.85429
dom,2018,6.05489
dom,2019,1.53655
dom,2020,-30.31869
dza,1961,0
dza,1962,-65.51724
dza,1963,64.99999
dza,1964,3.03031
dza,1965,0
dza,1966,8.57909
dza,1967,2.96297
dza,1968,13.42926
dza,1969,9.0909
dza,1970,3.87597
dza,1971,-25.93284
dza,1972,38.53904
dza,1973,5.45455
dza,1974,-6.03448
dza,1975,0.55046
dza,1976,3.46715
dza,1977,-0.5291
dza,1978,6.02837
dza,1979,7.19064
dza,1980,-12.94852
dza,1981,0.3
dza,1982,10.2
dza,1983,6.2
dza,1984,5.7
dza,1985,2.6
dza,1986,-0.3
dza,1987,5.99999
dza,1988,0.4
dza,1989,8
dza,1990,3.4
dza,1991,-0.89999
dza,1992,3.89999
dza,1993,-1.89999
dza,1994,-3.4
dza,1995,6.3
dza,1996,7.5
dza,1997,6.3
dza,1998,1.69999
dza,1999,6.00508
dza,2000,6.36303
dza,2001,-2.4608
dza,2002,4.04458
dza,2003,8.43361
dza,2004,3.06814
dza,2005,5.73896
dza,2006,-2.64102
dza,2007,-1.04045
dza,2008,-2.8595
dza,2009,-10.03594
dza,2010,-0.85537
dza,2011,-3.01432
dza,2012,-3.78125
dza,2013,-5.7
dza,2014,0.2
dza,2015,0.5
dza,2016,7
dza,2017,-6.1
dza,2018,-3.7
dza,2019,-6.1
dza,2020,-10.82153
ecu,1961,-4.0654
ecu,1962,21.11162
ecu,1963,-8.17698
ecu,1964,3.74154
ecu,1965,8.6239
ecu,1966,3.78177
ecu,1967,7.28553
ecu,1968,2.65426
ecu,1969,-12.19878
ecu,1970,0.18762
ecu,1971,10.52472
ecu,1972,81.74915
ecu,1973,110.63184
ecu,1974,22.72492
ecu,1975,-19.26845
ecu,1976,2.63156
ecu,1977,1.47667
ecu,1978,6.46685
ecu,1979,2.90242
ecu,1980,0.37846
ecu,1981,0.84304
ecu,1982,-4.89756
ecu,1983,-1.69634
ecu,1984,2.7408
ecu,1985,7.47755
ecu,1986,11.61716
ecu,1987,-10.13777
ecu,1988,37.41952
ecu,1989,1.33324
ecu,1990,0.62956
ecu,1991,16.67498
ecu,1992,5.51627
ecu,1993,6.20294
ecu,1994,12.89168
ecu,1995,10.35883
ecu,1996,-2.12259
ecu,1997,6.98595
ecu,1998,-4.73662
ecu,1999,7.63083
ecu,2000,2.53617
ecu,2001,-1.58715
ecu,2002,0.62378
ecu,2003,7.21018
ecu,2004,17.17837
ecu,2005,8.63304
ecu,2006,7.126
ecu,2007,0.01721
ecu,2008,2.98395
ecu,2009,-4.78835
ecu,2010,-0.23707
ecu,2011,5.66776
ecu,2012,5.46658
ecu,2013,2.55836
ecu,2014,6.21493
ecu,2015,-0.63731
ecu,2016,1.42108
ecu,2017,0.71704
ecu,2018,1.15407
ecu,2019,3.64563
ecu,2020,-2.12685
egy,1961,-6.7354
egy,1962,-8.10612
egy,1963,23.01524
egy,1964,15.4824
egy,1965,0.05645
egy,1966,4.45698
egy,1967,6.80529
egy,1968,-34.56384
egy,1969,15.34003
egy,1970,9.89254
egy,1971,5.1105
egy,1972,-1.75208
egy,1973,4.41373
egy,1974,4.69684
egy,1975,23.29959
egy,1976,12.38461
egy,1977,40.64605
egy,1978,2.67734
egy,1979,14.35419
egy,1980,17.01232
egy,1981,29.69853
egy,1982,-10.4124
egy,1983,7.46779
egy,1984,5.80645
egy,1985,1.10054
egy,1986,1.85349
egy,1987,-7.16349
egy,1988,11.17974
egy,1989,16.66667
egy,1990,7.14286
egy,1991,3.33333
egy,1992,12.90323
egy,1993,1.24934
egy,1994,0.5224
egy,1995,11.29064
egy,1996,1.7803
egy,1997,-0.94699
egy,1998,-2.65306
egy,1999,9.16143
egy,2000,7.029
egy,2001,3.29068
egy,2002,4.9736
egy,2003,13.83285
egy,2004,25.31646
egy,2005,20.20202
egy,2006,21.2605
egy,2007,23.28482
egy,2008,28.76165
egy,2009,-14.51224
egy,2010,-2.98387
egy,2011,1.24688
egy,2012,-2.29885
egy,2013,4.51566
egy,2014,-10.94077
egy,2015,-0.03912
egy,2016,-15.02935
egy,2017,86.0433
egy,2018,31.55402
egy,2019,-2.21576
egy,2020,-21.66832
eri,1993,69.93595
eri,1994,-3.72203
eri,1995,-16.44238
eri,1996,58.53587
eri,1997,3.43554
eri,1998,-40.01786
eri,1999,-39.47603
eri,2000,1.30169
eri,2001,16.19748
eri,2002,8.72608
eri,2003,-25.25414
eri,2004,10.32749
eri,2005,-1.03002
eri,2006,15.09857
eri,2007,-13.12996
eri,2008,-21.37305
eri,2009,36.21358
eri,2010,17.49611
eri,2011,575.74046
esp,1971,14.20161
esp,1972,13.39971
esp,1973,10.00139
esp,1974,-1.00006
esp,1975,-0.40152
esp,1976,5.0008
esp,1977,12.10007
esp,1978,10.69885
esp,1979,5.60098
esp,1980,2.29503
esp,1981,11.2916
esp,1982,5.56566
esp,1983,9.61337
esp,1984,12.03839
esp,1985,0.66717
esp,1986,0.23347
esp,1987,5.26523
esp,1988,3.81698
esp,1989,1.43181
esp,1990,4.69235
esp,1991,8.24701
esp,1992,7.50804
esp,1993,7.83632
esp,1994,16.66968
esp,1995,9.40146
esp,1996,9.97187
esp,1997,14.39034
esp,1998,8.14668
esp,1999,8.07088
esp,2000,10.43821
esp,2001,3.942
esp,2002,1.42255
esp,2003,3.56838
esp,2004,4.30422
esp,2005,1.89067
esp,2006,4.72926
esp,2007,7.59704
esp,2008,-0.90646
esp,2009,-10.83791
esp,2010,9.06327
esp,2011,8.17361
esp,2012,0.93523
esp,2013,4.3784
esp,2014,4.52635
esp,2015,4.31623
esp,2016,5.37124
esp,2017,5.51125
esp,2018,1.72764
esp,2019,2.47205
esp,2020,-20.14702
est,1994,3.51873
est,1995,5.41156
est,1996,2.57314
est,1997,25.42722
est,1998,13.16092
est,1999,0.47419
est,2000,-6.95008
est,2001,6.33281
est,2002,2.82067
est,2003,10.17254
est,2004,17.29231
est,2005,19.9224
est,2006,9.52945
est,2007,12.61543
est,2008,0.89788
est,2009,-20.30855
est,2010,24.21723
est,2011,24.17302
est,2012,4.82627
est,2013,2.80002
est,2014,2.64047
est,2015,-1.50257
est,2016,4.82253
est,2017,4.83205
est,2018,3.8812
est,2019,6.48038
est,2020,-4.97787
eth,2012,-10.36142
eth,2013,0.27516
eth,2014,2.82187
eth,2015,-11.21873
eth,2016,-8.14108
eth,2017,7.66566
eth,2018,11.77793
eth,2019,17.70413
eth,2020,-0.51705
fin,1971,-1.15551
fin,1972,14.48081
fin,1973,7.22068
fin,1974,0.11075
fin,1975,-13.14029
fin,1976,14.39598
fin,1977,16.04252
fin,1978,7.77729
fin,1979,9.65066
fin,1980,8.10013
fin,1981,5.80199
fin,1982,-1.87373
fin,1983,4.32859
fin,1984,6.52676
fin,1985,0.63486
fin,1986,2.56346
fin,1987,3.32927
fin,1988,3.52435
fin,1989,1.6885
fin,1990,1.40466
fin,1991,-7.8952
fin,1992,10.37863
fin,1993,16.66812
fin,1994,13.28682
fin,1995,8.75107
fin,1996,5.76335
fin,1997,14.02841
fin,1998,8.8722
fin,1999,11.3369
fin,2000,16.10558
fin,2001,1.82182
fin,2002,3.98325
fin,2003,-1.0078
fin,2004,8.74206
fin,2005,6.94805
fin,2006,9.8138
fin,2007,8.98742
fin,2008,6.60119
fin,2009,-20.11359
fin,2010,6.18025
fin,2011,2.029
fin,2012,0.23334
fin,2013,0.57272
fin,2014,-1.95168
fin,2015,0.39167
fin,2016,3.89338
fin,2017,8.82213
fin,2018,1.50321
fin,2019,6.67474
fin,2020,-6.77115
fra,1961,5.31367
fra,1962,1.16621
fra,1963,8.38939
fra,1964,8.28685
fra,1965,10.80617
fra,1966,6.91321
fra,1967,7.47213
fra,1968,10.47455
fra,1969,15.48224
fra,1970,16.11745
fra,1971,9.65691
fra,1972,10.99039
fra,1973,12.44061
fra,1974,11.51901
fra,1975,-3.1963
fra,1976,8.51372
fra,1977,7.90421
fra,1978,6.55446
fra,1979,6.72283
fra,1980,2.7805
fra,1981,4.85308
fra,1982,-1.12586
fra,1983,4.74247
fra,1984,6.77089
fra,1985,2.11403
fra,1986,-0.96691
fra,1987,2.7952
fra,1988,8.46192
fra,1989,9.77751
fra,1990,4.14583
fra,1991,6.2773
fra,1992,5.94988
fra,1993,0.39461
fra,1994,8.15891
fra,1995,8.85432
fra,1996,4.26809
fra,1997,13.03925
fra,1998,8.81254
fra,1999,5.11192
fra,2000,12.88554
fra,2001,3.07218
fra,2002,1.99747
fra,2003,-0.95889
fra,2004,5.35805
fra,2005,3.97562
fra,2006,5.99773
fra,2007,2.79119
fra,2008,0.44069
fra,2009,-10.89804
fra,2010,8.69517
fra,2011,6.36389
fra,2012,2.84214
fra,2013,2.14071
fra,2014,3.27242
fra,2015,4.64592
fra,2016,1.77586
fra,2017,4.38589
fra,2018,4.52699
fra,2019,1.61873
fra,2020,-15.81715
gab,1961,8.26446
gab,1962,10.68702
gab,1963,25.51725
gab,1964,24.17582
gab,1965,8.40708
gab,1966,-3.61665
gab,1967,28.79843
gab,1968,5.8998
gab,1969,15.54311
gab,1970,11.01202
gab,1971,5.84437
gab,1972,6.38322
gab,1973,0.66651
gab,1974,50.23652
gab,1975,23.55192
gab,1976,16.56464
gab,1977,-3.38875
gab,1978,3.77913
gab,1979,-17.79332
gab,1980,7.16187
gab,1981,-7.21953
gab,1982,-1.7922
gab,1983,4.2504
gab,1984,23.4877
gab,1985,-6.90831
gab,1986,-9.21357
gab,1987,-6.36943
gab,1988,3.28798
gab,1989,37.58507
gab,1990,11.69619
gab,1991,2.91287
gab,1992,2.553
gab,1993,12.54087
gab,1994,4.48873
gab,1995,6.23101
gab,1996,2.42997
gab,1997,3.37796
gab,1998,-6.2267
gab,1999,-5.30013
gab,2000,-11.20003
gab,2001,-5.78575
gab,2002,-7.35627
gab,2003,1.80149
gab,2004,1.3309
gab,2005,8.42292
gab,2006,-6.8278
gab,2007,3.06605
gab,2008,-6.08516
gab,2009,-1.55988
gab,2010,14.80964
gab,2011,4.96697
gab,2012,-3.63917
gab,2013,-0.34258
gab,2014,0.39708
gab,2015,8.659
gab,2016,-3.29686
gab,2017,3.87909
gab,2018,1.35742
gab,2019,14.00251
gab,2020,10.05986
gbr,1971,6.91885
gbr,1972,1.07548
gbr,1973,12.30541
gbr,1974,7.31315
gbr,1975,-2.96327
gbr,1976,9.10615
gbr,1977,6.87846
gbr,1978,1.84893
gbr,1979,3.77094
gbr,1980,-0.30156
gbr,1981,-0.49434
gbr,1982,1.11293
gbr,1983,2.01288
gbr,1984,6.74105
gbr,1985,5.85319
gbr,1986,4.16422
gbr,1987,5.85868
gbr,1988,0.59606
gbr,1989,4.5556
gbr,1990,5.2811
gbr,1991,0.16592
gbr,1992,4.52983
gbr,1993,4.5508
gbr,1994,9.22927
gbr,1995,9.44568
gbr,1996,7.09814
gbr,1997,12.29343
gbr,1998,2.66546
gbr,1999,3.00011
gbr,2000,8.79137
gbr,2001,3.1488
gbr,2002,1.46072
gbr,2003,1.99463
gbr,2004,4.97916
gbr,2005,7.29208
gbr,2006,12.82975
gbr,2007,-1.50677
gbr,2008,1.03318
gbr,2009,-8.84049
gbr,2010,5.57701
gbr,2011,7.34204
gbr,2012,0.64669
gbr,2013,0.86868
gbr,2014,0.81834
gbr,2015,3.76466
gbr,2016,3.34162
gbr,2017,5.65369
gbr,2018,2.77675
gbr,2019,3.35847
gbr,2020,-13.93579
geo,2011,16.60678
geo,2012,13.74686
geo,2013,17.252
geo,2014,0.19642
geo,2015,4.15208
geo,2016,8.71086
geo,2017,11.68065
geo,2018,10.05684
geo,2019,9.77653
geo,2020,-37.62123
gha,2007,18.16772
gha,2008,16.74262
gha,2009,7.62028
gha,2010,24.67921
gha,2011,53.84208
gha,2012,15.18601
gha,2013,-3.60492
gha,2014,-0.95686
gha,2015,17.6274
gha,2016,2.89359
gha,2017,23.79008
gha,2018,6.61638
gha,2019,12.73307
gha,2020,-12.78972
gin,2007,29.9079
gin,2008,-10.85383
gin,2009,5.63405
gin,2010,5.9272
gin,2011,-0.94468
gin,2012,2.95438
gin,2013,-12.49625
gin,2014,6.60606
gin,2015,-9.11866
gin,2016,38.26663
gin,2017,78.83376
gin,2018,-0.34924
gin,2019,-15.73328
gin,2020,186.19691
gmb,2005,-4.88003
gmb,2006,10.3178
gmb,2007,-9.44322
gmb,2008,-18.1883
gmb,2009,16.56495
gmb,2010,-3.62004
gmb,2011,17.18144
gmb,2012,22.56954
gmb,2013,1.44562
gmb,2014,10.89227
gmb,2015,-3.84965
gmb,2016,-12.84465
gmb,2017,9.58952
gmb,2018,44.20479
gmb,2019,-10.59451
gmb,2020,-51.2635
gnb,2001,10.22705
gnb,2002,-19.22073
gnb,2003,-15.46628
gnb,2004,16.90555
gnb,2005,11.54654
gnb,2008,4.36085
gnb,2009,10.51216
gnb,2010,-24.19335
gnb,2011,46.19524
gnb,2012,-26.69018
gnb,2013,16.79794
gnb,2014,2.47423
gnb,2015,17.19921
gnb,2016,10.68571
gnb,2017,-17.80317
gnb,2018,20.42357
gnb,2019,8.69421
gnb,2020,-14.62772
gnq,2006,-0.70515
gnq,2007,23.9421
gnq,2008,15.38225
gnq,2009,-6.11756
gnq,2010,-0.15899
gnq,2011,-10.70496
gnq,2012,4.62886
gnq,2013,-7.58319
gnq,2014,0.4975
gnq,2015,-6.43859
gnq,2016,-8.97399
gnq,2017,-3.76085
gnq,2018,-5.6621
gnq,2019,-12.33447
gnq,2020,-9.03381
grc,1961,9.90141
grc,1962,-4.56361
grc,1963,15.52641
grc,1964,-6.40438
grc,1965,16.15859
grc,1966,31.11967
grc,1967,3.01742
grc,1968,-1.85742
grc,1969,9.63137
grc,1970,11.53144
grc,1971,18.41756
grc,1972,23.37541
grc,1973,29.40131
grc,1974,0.11522
grc,1975,10.32002
grc,1976,14.31912
grc,1977,6.31394
grc,1978,12.04928
grc,1979,18.80496
grc,1980,11.07122
grc,1981,8.40691
grc,1982,-16.46411
grc,1983,-5.84642
grc,1984,10.94463
grc,1985,1.83113
grc,1986,16.84895
grc,1987,5.93723
grc,1988,-2.12285
grc,1989,1.94295
grc,1990,-3.46877
grc,1991,4.12329
grc,1992,10.02117
grc,1993,-2.59685
grc,1994,7.38403
grc,1995,2.99903
grc,1996,4.08447
grc,1997,23.10289
grc,1998,4.51439
grc,1999,24.44487
grc,2000,22.18315
grc,2001,0.12019
grc,2002,-7.3246
grc,2003,-0.73417
grc,2004,18.55061
grc,2005,3.33948
grc,2006,5.21274
grc,2007,10.61835
grc,2008,3.4728
grc,2009,-18.51934
grc,2010,4.86119
grc,2011,0.63894
grc,2012,1.96269
grc,2013,1.78738
grc,2014,8.24734
grc,2015,5.01818
grc,2016,-0.41461
grc,2017,8.51148
grc,2018,9.11763
grc,2019,4.88543
grc,2020,-21.54537
grl,2004,9.99171
grl,2005,5.20101
grl,2006,-6.22924
grl,2007,3.05177
