geo,time,bx_gsr_insf_zs
ben,1981,2.2221
ben,1982,2.23758
ben,1983,2.33143
ben,1984,1.90512
ben,1985,0
ben,1986,0
ben,1987,0
ben,1988,4.95367
ben,1989,4.37261
ben,1990,5.94732
ben,1991,4.94268
ben,1992,7.0728
ben,1993,6.19071
ben,1994,5.04304
ben,1995,5.69509
ben,1996,2.61111
ben,1997,3.24958
ben,1998,4.68143
ben,1999,3.56589
ben,2000,2.18031
ben,2001,2.11444
ben,2002,2.54077
ben,2003,0.48222
ben,2004,1.41327
ben,2005,2.10655
ben,2006,2.23783
ben,2007,2.04683
ben,2008,2.11932
ben,2009,2.29959
ben,2010,2.07185
ben,2011,0.82469
ben,2012,10.72232
ben,2013,1.9823
ben,2014,3.73731
ben,2015,4.79689
ben,2016,3.73959
ben,2017,3.90885
ben,2018,24.79911
ben,2019,11.37689
ben,2020,9.95871
bfa,2005,17.13082
bfa,2006,1.89591
bfa,2007,13.51411
bfa,2008,1.77788
bfa,2009,1.43958
bfa,2010,4.48625
bfa,2011,3.95833
bfa,2012,26.81832
bfa,2013,18.55289
bfa,2014,17.79945
bfa,2015,18.4116
bfa,2016,17.62858
bfa,2017,17.68393
bfa,2018,17.68414
bfa,2019,17.69686
bfa,2020,19.29674
bgd,1976,0
bgd,1977,0
bgd,1978,0
bgd,1979,0
bgd,1980,0
bgd,1981,0
bgd,1982,0
bgd,1983,0.05402
bgd,1984,0.11594
bgd,1985,0.09509
bgd,1986,0.11932
bgd,1987,0.07171
bgd,1988,0.06147
bgd,1989,0.06672
bgd,1990,0.04319
bgd,1991,0.06993
bgd,1992,0.03981
bgd,1993,0.08775
bgd,1994,0.09104
bgd,1995,0.05887
bgd,1996,2.08529
bgd,1997,1.88288
bgd,1998,1.96679
bgd,1999,2.63135
bgd,2000,2.03422
bgd,2001,1.54662
bgd,2002,1.70504
bgd,2003,2.89517
bgd,2004,1.6723
bgd,2005,1.53644
bgd,2006,2.0696
bgd,2007,1.59865
bgd,2008,1.89581
bgd,2009,2.62306
bgd,2010,1.95013
bgd,2011,2.71701
bgd,2012,2.66015
bgd,2013,2.09509
bgd,2014,2.31378
bgd,2015,2.19967
bgd,2016,2.53734
bgd,2017,3.71846
bgd,2018,2.05056
bgd,2019,2.3732
bgd,2020,1.68608
bgd,2021,1.77654
bgr,1980,4.02973
bgr,1981,4.50935
bgr,1982,4.18393
bgr,1983,3.93768
bgr,1984,3.04006
bgr,1985,3.19007
bgr,1986,3.2881
bgr,1987,3.16062
bgr,1988,3.51602
bgr,1989,3.07441
bgr,1990,3.05854
bgr,1997,6.76342
bgr,1998,2.42465
bgr,1999,1.45959
bgr,2000,1.3897
bgr,2001,2.11882
bgr,2002,1.26946
bgr,2003,1.21991
bgr,2004,1.6438
bgr,2005,1.10608
bgr,2006,1.37599
bgr,2007,1.26352
bgr,2008,1.33353
bgr,2009,2.51311
bgr,2010,2.08004
bgr,2011,2.89229
bgr,2012,2.67184
bgr,2013,3.00626
bgr,2014,4.75517
bgr,2015,9.11827
bgr,2016,8.83198
bgr,2017,6.55051
bgr,2018,6.74145
bgr,2019,6.88727
bgr,2020,9.48902
bhr,1975,0
bhr,1976,0
bhr,1977,0.22727
bhr,1978,0.18427
bhr,1979,0.15038
bhr,1980,0.16733
bhr,1981,0.08843
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,2004,14.21447
bhr,2005,20.76301
bhr,2006,21.16278
bhr,2007,22.25434
bhr,2008,23.38518
bhr,2009,22.22145
bhr,2010,21.3985
bhr,2011,10.68431
bhr,2012,53.73444
bhr,2013,52.24955
bhr,2014,52.42026
bhr,2015,52.91422
bhr,2016,45.29032
bhr,2017,46.94817
bhr,2018,44.78178
bhs,1976,0
bhs,1977,0
bhs,1978,0
bhs,1979,0
bhs,1980,0
bhs,1981,0
bhs,1982,0
bhs,1983,0
bhs,1984,0
bhs,1985,0
bhs,1986,0
bhs,1987,0
bhs,1988,0
bhs,1989,0
bhs,1990,0
bhs,1991,0
bhs,1992,0
bhs,1993,0
bhs,1994,0
bhs,1995,0
bhs,1996,0
bhs,1997,0
bhs,1998,0
bhs,1999,0
bhs,2000,0
bhs,2001,0
bhs,2002,0
bhs,2011,0
bhs,2012,0
bhs,2013,0
bhs,2014,0
bhs,2015,0
bhs,2016,0
bhs,2017,0
bhs,2018,0
bih,1998,2.59635
bih,1999,2.67659
bih,2000,3.61414
bih,2001,3.49375
bih,2002,3.7614
bih,2003,3.49392
bih,2004,3.59986
bih,2005,2.90827
bih,2006,0.94238
bih,2007,0.218
bih,2008,0.24437
bih,2009,0.24929
bih,2010,0.2831
bih,2011,0.29737
bih,2012,0.3582
bih,2013,0.31433
bih,2014,0.28755
bih,2015,0.36021
bih,2016,0.31531
bih,2017,0.32245
bih,2018,0.39785
bih,2019,0.47715
bih,2020,0.52424
blr,1993,0.9735
blr,1994,0.15911
blr,1995,0.45055
blr,1996,0.34141
blr,1997,0.30475
blr,1998,1.43617
blr,1999,0.3048
blr,2000,0.56296
blr,2001,0.59948
blr,2002,0.47281
blr,2003,0.1467
blr,2004,0.19365
blr,2005,0.17077
blr,2006,0.35908
blr,2007,0.28345
blr,2008,0.40291
blr,2009,0.28831
blr,2010,0.58349
blr,2011,0.54843
blr,2012,0.70081
blr,2013,0.62868
blr,2014,0.7633
blr,2015,0.74292
blr,2016,0.68421
blr,2017,0.59075
blr,2018,0.61666
blr,2019,0.67622
blr,2020,0.83286
blr,2021,0.97498
blz,1984,0
blz,1985,0
blz,1986,0
blz,1987,0
blz,1988,0
blz,1989,0
blz,1990,0
blz,1991,0
blz,1992,0
blz,1993,0
blz,1994,1.30544
blz,1995,0.97849
blz,1996,1.17498
blz,1997,1.45096
blz,1998,0.7832
blz,1999,0
blz,2000,0
blz,2001,0.31472
blz,2002,0.03916
blz,2003,0.27358
blz,2004,0.26847
blz,2005,0.25366
blz,2006,0.22828
blz,2007,0.20051
blz,2008,0.60489
blz,2009,1.55381
blz,2010,1.99807
blz,2011,1.63106
blz,2012,0.95836
blz,2013,0.69095
blz,2014,0.62195
blz,2015,0.8365
blz,2016,0.66321
blz,2017,0.97496
blz,2018,0.67114
blz,2019,0.75231
blz,2020,0.8883
bmu,2006,15.45993
bmu,2007,18.81086
bmu,2008,18.87449
bmu,2009,16.69231
bmu,2010,18.50246
bmu,2011,17.87733
bmu,2012,19.5557
bmu,2013,18.65165
bmu,2014,21.20385
bmu,2015,19.53197
bmu,2016,18.90538
bmu,2017,17.75986
bmu,2018,18.16047
bmu,2019,16.96033
bmu,2020,26.6303
bol,1976,12.41722
bol,1977,13.98026
bol,1978,15.8399
bol,1979,12.89924
bol,1980,8.90785
bol,1981,8.33333
bol,1982,10.14581
bol,1983,8.49515
bol,1984,9.89305
bol,1985,10.67358
bol,1986,8.46408
bol,1987,7.22433
bol,1988,7.17069
bol,1989,8.88346
bol,1990,9.04729
bol,1991,9.01911
bol,1992,9.12515
bol,1993,10.22051
bol,1994,9.43878
bol,1995,8.90852
bol,1996,10.09727
bol,1997,7.53458
bol,1998,7.98267
bol,1999,18.38741
bol,2000,13.80948
bol,2001,11.73651
bol,2002,11.79338
bol,2003,9.20935
bol,2004,9.16894
bol,2005,6.45057
bol,2006,7.14752
bol,2007,7.58886
bol,2008,8.25809
bol,2009,9.51356
bol,2010,9.49068
bol,2011,7.19442
bol,2012,8.95212
bol,2013,9.21475
bol,2014,0.20475
bol,2015,0.22595
bol,2016,0.62141
bol,2017,0.30963
bol,2018,0.4478
bol,2019,0.45096
bol,2020,0.49793
bra,1975,5.09434
bra,1976,6.09037
bra,1977,3.56255
bra,1978,6.81481
bra,1979,4.88136
bra,1980,7.88716
bra,1981,4.81236
bra,1982,4.64345
bra,1983,2.26218
bra,1984,1.90036
bra,1985,1.58198
bra,1986,3.30396
bra,1987,1.48566
bra,1988,14.78719
bra,1989,1.91571
bra,1990,3.05688
bra,1991,1.80777
bra,1992,2.81311
bra,1993,10.37522
bra,1994,3.09698
bra,1995,16.51182
bra,1996,7.45798
bra,1997,11.34903
bra,1998,9.73633
bra,1999,7.2643
bra,2000,7.84904
bra,2001,5.64329
bra,2002,6.57252
bra,2003,4.87732
bra,2004,4.36745
bra,2005,4.19245
bra,2006,5.85168
bra,2007,7.18146
bra,2008,7.15128
bra,2009,7.44831
bra,2010,6.89906
bra,2011,8.06729
bra,2012,7.73405
bra,2013,8.47772
bra,2014,4.61896
bra,2015,5.1223
bra,2016,4.57942
bra,2017,3.96684
bra,2018,3.7061
bra,2019,5.7802
bra,2020,4.93683
bra,2021,5.53177
brb,1967,0.25849
brb,1968,0.18173
brb,1969,0.16724
brb,1970,0.12583
brb,1971,0.10003
brb,1972,0.0877
brb,1973,0.07635
brb,1974,0.64053
brb,1975,0.72527
brb,1976,0.78714
brb,1977,0.81857
brb,1978,0.6611
brb,1979,0.90461
brb,1980,1.85079
brb,1981,1.77041
brb,1982,1.61735
brb,1983,2.73074
brb,1984,3.15546
brb,1985,5.52143
brb,1986,5.73853
brb,1987,5.25261
brb,1988,4.62528
brb,1989,5.45964
brb,1990,5.92707
brb,1991,4.98718
brb,1992,4.85573
brb,1993,3.35363
brb,1994,3.16095
brb,1995,2.9009
brb,1996,3.04228
brb,1997,2.8768
brb,1998,2.72247
brb,1999,2.71392
brb,2000,2.54076
brb,2001,2.96426
brb,2002,3.07045
brb,2003,2.659
brb,2004,1.29819
brb,2005,1.68877
brb,2006,1.73229
brb,2007,1.82372
brb,2008,1.98948
brb,2009,2.2015
brb,2010,2.4789
brb,2011,2.0797
brb,2012,1.50124
brb,2013,0.73149
brb,2014,0.7181
brb,2015,0.64882
brb,2016,1.56449
brn,2001,0.62555
brn,2002,0.80129
brn,2003,0.96107
brn,2004,1.024
brn,2005,1.17852
brn,2006,1.37184
brn,2007,1.65682
brn,2008,1.46357
brn,2009,1.42998
brn,2015,0.45536
brn,2016,0.84281
brn,2017,0.45734
brn,2018,0.2115
brn,2019,0.28832
brn,2020,0.47117
btn,2006,10.07844
btn,2007,2.28369
btn,2008,3.07241
btn,2009,2.84749
btn,2010,3.5572
btn,2011,2.90203
btn,2012,2.21106
btn,2013,3.24876
btn,2014,2.02086
btn,2015,2.43945
btn,2016,3.24489
btn,2017,3.86336
btn,2018,2.60096
btn,2019,3.69789
btn,2020,6.28211
bwa,1975,6.35965
bwa,1976,5.03686
bwa,1977,4.24942
bwa,1978,3.63636
bwa,1979,3.15261
bwa,1980,4.1199
bwa,1981,3.65764
bwa,1982,3.6872
bwa,1983,3.28491
bwa,1984,2.66523
bwa,1985,2.75672
bwa,1986,2.18617
bwa,1987,2.0752
bwa,1988,1.78483
bwa,1989,1.90027
bwa,1990,7.13186
bwa,1991,3.79449
bwa,1992,5.51102
bwa,1993,4.98274
bwa,1994,4.80288
bwa,1995,7.12109
bwa,1996,0.78926
bwa,1997,1.50269
bwa,1998,2.50548
bwa,1999,1.43641
bwa,2000,3.29472
bwa,2001,3.092
bwa,2002,1.88835
bwa,2003,6.32781
bwa,2004,6.97264
bwa,2005,7.09484
bwa,2006,3.12037
bwa,2007,5.23611
bwa,2008,0.15463
bwa,2009,0.12831
bwa,2010,0.21151
bwa,2011,2.23821
bwa,2012,0.1896
bwa,2013,1.08061
bwa,2014,0.35769
bwa,2015,0.60575
bwa,2016,0.45982
bwa,2017,3.35404
bwa,2018,9.97432
bwa,2019,6.13514
bwa,2020,10.04394
caf,1977,8.69838
caf,1978,7.58574
caf,1979,1.39538
caf,1980,2.3846
caf,1981,1.42725
caf,1982,2.44672
caf,1983,2.76801
caf,1984,3.29539
caf,1985,3.33666
caf,1986,4.73084
caf,1987,3.85079
caf,1988,7.34163
caf,1989,3.82865
caf,1990,4.73653
caf,1991,9.05497
caf,1992,10.71309
caf,1993,6.76703
caf,1994,0
can,1981,10.18543
can,1982,12.41714
can,1983,12.24184
can,1984,11.8696
can,1985,12.62854
can,1986,9.52061
can,1987,9.21749
can,1988,8.03286
can,1989,8.57041
can,1990,8.75225
can,1991,9.06079
can,1992,9.55825
can,1993,9.85727
can,1994,9.55784
can,1995,8.37098
can,1996,7.51182
can,1997,7.42289
can,1998,7.36816
can,1999,6.34331
can,2000,5.99984
can,2001,6.05884
can,2002,6.39921
can,2003,6.51272
can,2004,5.88444
can,2005,6.81128
can,2006,7.82832
can,2007,8.60052
can,2008,8.09906
can,2009,8.37616
can,2010,9.55841
can,2011,10.91389
can,2012,10.15699
can,2013,10.25168
can,2014,10.48305
can,2015,11.18662
can,2016,10.68206
can,2017,10.20678
can,2018,9.79809
can,2019,9.33452
can,2020,12.09469
can,2021,12.66748
che,1977,5.00528
che,1978,4.88661
che,1979,5.42684
che,1980,4.74364
che,1981,4.42148
che,1982,4.84124
che,1983,18.95693
che,1984,19.14483
che,1985,20.8216
che,1986,24.47782
che,1987,25.08703
che,1988,23.97048
che,1989,24.83373
che,1990,23.71991
che,1991,24.79901
che,1992,25.64509
che,1993,29.22708
che,1994,27.50058
che,1995,27.63022
che,1996,30.81798
che,1997,31.12391
che,1998,32.73346
che,1999,39.68694
che,2000,37.31719
che,2001,33.67396
che,2002,34.23529
che,2003,35.15489
che,2004,33.96667
che,2005,34.49835
che,2006,36.23743
che,2007,38.25978
che,2008,34.56216
che,2009,30.39615
che,2010,27.91289
che,2011,26.4381
che,2012,23.62884
che,2013,23.74433
che,2014,22.4293
che,2015,22.18968
che,2016,21.8692
che,2017,22.47445
che,2018,21.07055
che,2019,22.05202
che,2020,25.46297
chl,1975,3.62903
chl,1976,3.43434
chl,1977,2.82974
chl,1978,3.38877
chl,1979,3.22293
chl,1980,2.12193
chl,1981,1.45051
chl,1982,1.85897
chl,1983,2.22083
chl,1984,2.45482
chl,1985,5.66337
chl,1986,4.81817
chl,1987,4.60287
chl,1988,6.24828
chl,1989,3.52289
chl,1990,4.75624
chl,1991,2.19589
chl,1992,3.27542
chl,1993,3.6903
chl,1994,1.39442
chl,1995,7.20094
chl,1996,3.28572
chl,1997,3.00863
chl,1998,2.39861
chl,1999,3.07031
chl,2000,2.77964
chl,2001,2.52946
chl,2002,3.70364
chl,2003,3.12583
chl,2004,3.28731
chl,2005,2.99052
chl,2006,3.18434
chl,2007,3.17664
chl,2008,3.08523
chl,2009,3.31753
chl,2010,3.58651
chl,2011,3.99562
chl,2012,4.03642
chl,2013,4.02879
chl,2014,3.74103
chl,2015,4.91848
chl,2016,5.21657
chl,2017,5.40535
chl,2018,5.14683
chl,2019,5.88511
chl,2020,9.29661
chn,1982,8.0414
chn,1983,8.18879
chn,1984,7.96869
chn,1985,6.41571
chn,1986,5.9838
chn,1987,5.67951
chn,1988,7.10169
chn,1989,7.21269
chn,1990,3.87703
chn,1991,4.90042
chn,1992,5.25462
chn,1993,4.03824
chn,1994,10.22864
chn,1995,9.68171
chn,1996,0.59706
chn,1997,0.34926
chn,1998,0.65888
chn,1999,0.47662
chn,2000,0.23582
chn,2001,0.36178
chn,2002,0.25444
chn,2003,0.85095
chn,2004,0.59971
chn,2005,0.88526
chn,2006,0.74452
chn,2007,0.83815
chn,2008,1.03938
chn,2009,1.36477
chn,2010,1.71473
chn,2011,1.92347
chn,2012,2.58722
chn,2013,3.4691
chn,2014,4.15489
chn,2015,3.3628
chn,2016,3.47305
chn,2017,3.51658
chn,2018,3.53733
chn,2019,3.56329
chn,2020,4.10471
civ,2005,9.37209
civ,2006,9.49668
civ,2007,9.49569
civ,2008,9.41767
civ,2009,8.90994
civ,2010,8.56795
civ,2011,8.95097
civ,2012,9.20733
civ,2013,3.05451
civ,2014,1.05107
civ,2015,1.10861
civ,2016,0.05564
civ,2017,1.19043
civ,2018,2.13431
civ,2019,0.61321
civ,2020,2.52712
cmr,1977,6.38239
cmr,1978,5.28869
cmr,1979,5.49151
cmr,1980,5.16171
cmr,1981,4.41852
cmr,1982,6.09244
cmr,1983,4.73089
cmr,1984,7.39114
cmr,1985,7.25138
cmr,1986,6.60733
cmr,1987,6.31996
cmr,1988,0.34384
cmr,1989,7.84792
cmr,1990,9.08217
cmr,1991,4.07753
cmr,1992,3.7274
cmr,1993,8.48238
cmr,1994,5.1176
cmr,1995,5.71316
cmr,1996,2.6838
cmr,1997,2.13892
cmr,1998,2.20657
cmr,1999,1.79314
cmr,2000,2.48927
cmr,2001,5.86761
cmr,2002,1.26329
cmr,2003,5.80307
cmr,2004,4.49494
cmr,2005,5.23859
cmr,2006,1.52784
cmr,2007,3.14479
cmr,2008,3.89246
cmr,2009,4.84996
cmr,2010,3.80838
cmr,2011,2.66638
cmr,2012,4.96861
cmr,2013,5.23065
cmr,2014,5.25497
cmr,2015,5.30337
cmr,2016,5.83175
cmr,2017,9.56403
cmr,2018,9.22216
cmr,2019,7.83232
cmr,2020,5.99594
cod,2005,5.56527
cod,2006,8.89351
cod,2007,10.62691
cod,2008,8.1985
cod,2009,13.80212
cod,2010,11.60576
cod,2011,7.49256
cod,2012,10.36529
cod,2013,3.93057
cod,2014,2.3189
cod,2015,3.11458
cod,2016,3.03711
cod,2017,4.06796
cod,2018,2.03296
cod,2019,1.0008
cod,2020,1.78111
cog,1978,9.1366
cog,1979,5.88513
cog,1980,4.6038
cog,1981,3.70872
cog,1982,1.90667
cog,1983,1.01522
cog,1984,1.78209
cog,1985,0.10579
cog,1986,0.32766
cog,1987,10.09691
cog,1988,4.03107
cog,1989,0.13158
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,0.01604
cog,1996,0.27874
cog,1997,0.22345
cog,1998,1.16725
cog,1999,0.85195
cog,2000,1.52171
cog,2001,2.93044
cog,2002,2.3846
cog,2003,15.15957
cog,2004,14.82194
cog,2005,26.39725
cog,2006,29.11574
cog,2007,13.92128
cog,2008,14.90489
cog,2009,7.09668
cog,2010,1.90609
cog,2011,0.83367
cog,2012,1.25296
cog,2013,1.17871
cog,2014,2.54899
cog,2015,2.30225
cog,2016,0.68094
col,1968,10.06329
col,1969,9.32584
col,1970,9.01042
col,1971,7.32719
col,1972,10.33654
col,1973,9.11017
col,1974,6.94079
col,1975,8.1979
col,1976,6.38939
col,1977,6.94286
col,1978,8.06159
col,1979,6.00011
col,1980,5.60335
col,1981,7.34973
col,1982,12.47825
col,1983,14.01659
col,1984,12.91262
col,1985,14.67836
col,1986,9.44043
col,1987,10.85763
col,1988,9.92188
col,1989,14.03563
col,1990,16.5
col,1991,12.40427
col,1992,11.20077
col,1993,11.07187
col,1994,4.12422
col,1995,6.35394
col,1996,5.10743
col,1997,4.883
col,1998,4.95994
col,1999,5.23871
col,2000,4.1568
col,2001,2.80324
col,2002,2.17663
col,2003,2.06884
col,2004,1.49826
col,2005,1.37238
col,2006,1.94051
col,2007,1.83509
col,2008,1.43586
col,2009,1.13175
col,2010,1.05775
col,2011,1.25586
col,2012,1.19214
col,2013,1.12723
col,2014,0.99224
col,2015,0.90049
col,2016,0.81426
col,2017,1.01301
col,2018,0.81656
col,2019,0.97766
col,2020,1.88724
col,2021,1.45691
com,1980,4.22833
com,1981,0
com,1982,0
com,1983,0
com,1984,0
com,1985,0
com,1986,0
com,1987,0
com,1988,0
com,1989,0
com,1990,0
com,1991,0
com,2003,0
com,2004,0
com,2005,0.07693
com,2006,0.48698
com,2007,0.4457
com,2008,0.24953
com,2009,0.26881
com,2010,0.15981
com,2011,0.15917
com,2012,0.17063
com,2014,0.137
com,2015,0.14183
com,2016,1.5821
com,2017,1.42148
com,2018,1.30582
com,2019,1.36033
com,2020,2.93273
cpv,1977,1.74847
cpv,1978,0.09627
cpv,1979,0.17607
