geo,time,ag_lnd_arbl_ha
afg,2011,7791000
afg,2012,7790000
afg,2013,7785000
afg,2014,7771000
afg,2015,7765000
afg,2016,7729000
afg,2017,7699000
afg,2018,7703000
ago,1961,2670000
ago,1962,2700000
ago,1963,2720000
ago,1964,2750000
ago,1965,2770000
ago,1966,2800000
ago,1967,2830000
ago,1968,2860000
ago,1969,2900000
ago,1970,2900000
ago,1971,2900000
ago,1972,2900000
ago,1973,2900000
ago,1974,2900000
ago,1975,2900000
ago,1976,2900000
ago,1977,2900000
ago,1978,2900000
ago,1979,2900000
ago,1980,2900000
ago,1981,2900000
ago,1982,2900000
ago,1983,2900000
ago,1984,2900000
ago,1985,2900000
ago,1986,2900000
ago,1987,2900000
ago,1988,2900000
ago,1989,2900000
ago,1990,2900000
ago,1991,2950000
ago,1992,3000000
ago,1993,3000000
ago,1994,3000000
ago,1995,3000000
ago,1996,3000000
ago,1997,3000000
ago,1998,3000000
ago,1999,3000000
ago,2000,3000000
ago,2001,3000000
ago,2002,3100000
ago,2003,3300000
ago,2004,3300000
ago,2005,3300000
ago,2006,3300000
ago,2007,3400000
ago,2008,3400000
ago,2009,4000000
ago,2010,4100000
ago,2011,4700000
ago,2012,4700000
ago,2013,4900000
ago,2014,4900000
ago,2015,4900000
ago,2016,4900000
ago,2017,4900000
ago,2018,4900000
alb,1961,432000
alb,1962,436000
alb,1963,440000
alb,1964,443000
alb,1965,460000
alb,1966,475000
alb,1967,488000
alb,1968,500000
alb,1969,510000
alb,1970,521000
alb,1971,530000
alb,1972,540000
alb,1973,548000
alb,1974,557000
alb,1975,563000
alb,1976,575000
alb,1977,580000
alb,1978,583000
alb,1979,583000
alb,1980,585000
alb,1981,588000
alb,1982,589000
alb,1983,589000
alb,1984,589000
alb,1985,589000
alb,1986,589000
alb,1987,590000
alb,1988,590000
alb,1989,582000
alb,1990,579000
alb,1991,578000
alb,1992,578000
alb,1993,577000
alb,1994,577000
alb,1995,577000
alb,1996,577000
alb,1997,578000
alb,1998,577000
alb,1999,577000
alb,2000,578000
alb,2001,578000
alb,2002,578000
alb,2003,578000
alb,2004,578000
alb,2005,538000
alb,2006,584000
alb,2007,578000
alb,2008,610000
alb,2009,609000
alb,2010,626000
alb,2011,622000
alb,2012,619100
alb,2013,617100
alb,2014,615600
alb,2015,615100
alb,2016,620300
alb,2017,606900
alb,2018,611346
and,1961,1000
and,1962,1000
and,1963,1000
and,1964,1000
and,1965,1000
and,1966,1000
and,1967,1000
and,1968,1000
and,1969,1000
and,1970,1000
and,1971,1000
and,1972,1000
and,1973,1000
and,1974,1000
and,1975,1000
and,1976,1000
and,1977,1000
and,1978,1000
and,1979,1000
and,1980,1000
and,1981,1000
and,1982,1000
and,1983,1000
and,1984,1000
and,1985,1000
and,1986,1000
and,1987,1000
and,1988,1000
and,1989,1000
and,1990,1000
and,1991,1000
and,1992,1000
and,1993,1000
and,1994,1000
and,1995,1000
and,1996,1000
and,1997,1000
and,1998,1000
and,1999,1000
and,2000,1000
and,2001,750
and,2002,850
and,2003,860
and,2004,810
and,2005,800
and,2006,780
and,2007,770
and,2008,760
and,2009,770
and,2010,770
and,2011,770
and,2012,760
and,2013,810
and,2014,800
and,2015,810
and,2016,820
and,2017,820
and,2018,830
are,1961,5000
are,1962,5000
are,1963,5000
are,1964,5000
are,1965,5000
are,1966,6000
are,1967,6000
are,1968,6000
are,1969,6000
are,1970,7000
are,1971,7000
are,1972,7000
are,1973,8000
are,1974,9000
are,1975,11000
are,1976,11000
are,1977,12000
are,1978,12000
are,1979,12000
are,1980,16000
are,1981,19000
are,1982,18000
are,1983,23000
are,1984,24000
are,1985,26000
are,1986,29000
are,1987,29000
are,1988,29000
are,1989,29000
are,1990,35000
are,1991,35000
are,1992,38000
are,1993,40000
are,1994,42000
are,1995,43000
are,1996,46000
are,1997,45000
are,1998,36000
are,1999,43000
are,2000,60000
are,2001,71000
are,2002,75000
are,2003,64000
are,2004,63000
are,2005,68000
are,2006,50600
are,2007,44600
are,2008,51600
are,2009,49900
are,2010,50600
are,2011,45100
are,2012,37100
are,2013,37500
are,2014,44000
are,2015,44100
are,2016,44500
are,2017,44500
are,2018,42300
arg,1961,18597000
arg,1962,19180000
arg,1963,19600000
arg,1964,20000000
arg,1965,20461000
arg,1966,21608000
arg,1967,22341000
arg,1968,23851000
arg,1969,25897000
arg,1970,26000000
arg,1971,26000000
arg,1972,26000000
arg,1973,26000000
arg,1974,26000000
arg,1975,26000000
arg,1976,26000000
arg,1977,26000000
arg,1978,26000000
arg,1979,26000000
arg,1980,26000000
arg,1981,26000000
arg,1982,27000000
arg,1983,27000000
arg,1984,27000000
arg,1985,27000000
arg,1986,27000000
arg,1987,26800000
arg,1988,26367000
arg,1989,26470000
arg,1990,26575000
arg,1991,26680000
arg,1992,26785000
arg,1993,26890000
arg,1994,26998000
arg,1995,27105000
arg,1996,27212000
arg,1997,27320000
arg,1998,27425000
arg,1999,27532000
arg,2000,27640000
arg,2001,27746000
arg,2002,27862000
arg,2003,28683500
arg,2004,30775000
arg,2005,32897500
arg,2006,34854000
arg,2007,36433000
arg,2008,35261000
arg,2009,34292000
arg,2010,37981000
arg,2011,38781000
arg,2012,39754000
arg,2013,39699000
arg,2014,39200000
arg,2015,39200000
arg,2016,39200000
arg,2017,39200000
arg,2018,39200000
arm,1992,423000
arm,1993,433000
arm,1994,435000
arm,1995,435000
arm,1996,450000
arm,1997,455000
arm,1998,455000
arm,1999,450000
arm,2000,450000
arm,2001,455000
arm,2002,455000
arm,2003,455000
arm,2004,455000
arm,2005,455000
arm,2006,452900
arm,2007,452100
arm,2008,450400
arm,2009,449400
arm,2010,448500
arm,2011,449200
arm,2012,448400
arm,2013,448200
arm,2014,447500
arm,2015,446700
arm,2016,446400
arm,2017,446000
arm,2018,445600
asm,1961,1000
asm,1962,1000
asm,1963,1000
asm,1964,1000
asm,1965,1000
asm,1966,1000
asm,1967,1000
asm,1968,1000
asm,1969,1000
asm,1970,1000
asm,1971,1000
asm,1972,1000
asm,1973,1000
asm,1974,1000
asm,1975,1000
asm,1976,1000
asm,1977,1000
asm,1978,1000
asm,1979,1000
asm,1980,1000
asm,1981,1000
asm,1982,1000
asm,1983,1000
asm,1984,1000
asm,1985,1000
asm,1986,1000
asm,1987,1000
asm,1988,1000
asm,1989,1000
asm,1990,1000
asm,1991,1000
asm,1992,1200
asm,1993,1200
asm,1994,1200
asm,1995,1500
asm,1996,2000
asm,1997,2000
asm,1998,2400
asm,1999,2500
asm,2000,2500
asm,2001,2500
asm,2002,2500
asm,2003,3340
asm,2004,3300
asm,2005,3300
asm,2006,3300
asm,2007,3000
asm,2008,2960
asm,2009,3000
asm,2010,3000
asm,2011,3000
asm,2012,3000
asm,2013,3000
asm,2014,3000
asm,2015,3000
asm,2016,3000
asm,2017,3000
asm,2018,3000
atg,1961,8000
atg,1962,7000
atg,1963,8000
atg,1964,7000
atg,1965,8000
atg,1966,8000
atg,1967,7000
atg,1968,7000
atg,1969,8000
atg,1970,8000
atg,1971,7000
atg,1972,3000
atg,1973,3000
atg,1974,3000
atg,1975,3000
atg,1976,3000
atg,1977,3000
atg,1978,3000
atg,1979,3000
atg,1980,3000
atg,1981,3000
atg,1982,3000
atg,1983,3000
atg,1984,3000
atg,1985,4000
atg,1986,4000
atg,1987,4000
atg,1988,4000
atg,1989,4000
atg,1990,4000
atg,1991,4000
atg,1992,4000
atg,1993,4000
atg,1994,4000
atg,1995,4000
atg,1996,4000
atg,1997,4000
atg,1998,4000
atg,1999,4000
atg,2000,4000
atg,2001,4000
atg,2002,4000
atg,2003,4000
atg,2004,4000
atg,2005,4000
atg,2006,4000
atg,2007,4000
atg,2008,4000
atg,2009,4000
atg,2010,4000
atg,2011,4000
atg,2012,4000
atg,2013,4000
atg,2014,4000
atg,2015,4000
atg,2016,4000
atg,2017,4000
atg,2018,4000
aus,1961,14378586.3
aus,1962,15515793.3
aus,1963,15383456.4
aus,1964,16296054.9
aus,1965,17327635.2
aus,1966,18785364.6
aus,1967,19273837.5
aus,1968,21411462.9
aus,1969,19636044
aus,1970,18493980.6
aus,1971,16857000
aus,1972,17047000
aus,1973,14924000
aus,1974,14778000
aus,1975,13573000
aus,1976,14472000
aus,1977,14843000
aus,1978,16635000
aus,1979,17270000
aus,1980,17786000
aus,1981,18226000
aus,1982,19443000
aus,1983,19249000
aus,1984,21739000
aus,1985,20963000
aus,1986,20677000
aus,1987,19600000
aus,1988,18136000
aus,1989,17527000
aus,1990,16956000
aus,1991,17208000
aus,1992,16226000
aus,1993,17111000
aus,1994,17843000
aus,1995,16837000
aus,1996,19193000
aus,1997,20904000
aus,1998,21350000
aus,1999,22994000
aus,2000,23473000
aus,2001,24200000
aus,2002,23735000
aus,2003,23240000
aus,2004,25743000
aus,2005,26402000
aus,2006,24228000
aus,2007,23125000
aus,2008,23994100
aus,2009,27141600
aus,2010,25450200
aus,2011,31694900
aus,2012,31637400
aus,2013,31220800
aus,2014,31960300
aus,2015,31090700
aus,2016,30057000
aus,2017,30752000
aus,2018,30974000
aut,1961,1689000
aut,1962,1681000
aut,1963,1656000
aut,1964,1657000
aut,1965,1660000
aut,1966,1616000
aut,1967,1600000
aut,1968,1601000
aut,1969,1585000
aut,1970,1586000
aut,1971,1587000
aut,1972,1588000
aut,1973,1514000
aut,1974,1514000
aut,1975,1511000
aut,1976,1520000
aut,1977,1529000
aut,1978,1547000
aut,1979,1523000
aut,1980,1536000
aut,1981,1549000
aut,1982,1535000
aut,1983,1439000
aut,1984,1445000
aut,1985,1448000
aut,1986,1439000
aut,1987,1439000
aut,1988,1458000
aut,1989,1459000
aut,1990,1426000
aut,1991,1445000
aut,1992,1436000
aut,1993,1419000
aut,1994,1423000
aut,1995,1414000
aut,1996,1410000
aut,1997,1406000
aut,1998,1404000
aut,1999,1402000
aut,2000,1399000
aut,2001,1387000
aut,2002,1385000
aut,2003,1380030
aut,2004,1379300
aut,2005,1380700
aut,2006,1377200
aut,2007,1376000
aut,2008,1369000
aut,2009,1366600
aut,2010,1363800
aut,2011,1359600
aut,2012,1355100
aut,2013,1353900
aut,2014,1351700
aut,2015,1346100
aut,2016,1344490
aut,2017,1328940
aut,2018,1327150
aze,1992,1704500
aze,1993,1715800
aze,1994,1723600
aze,1995,1726300
aze,1996,1784800
aze,1997,1801200
aze,1998,1809700
aze,1999,1824900
aze,2000,1825600
aze,2001,1835700
aze,2002,1837300
aze,2003,1838500
aze,2004,1840700
aze,2005,1843200
aze,2006,1841300
aze,2007,1854000
aze,2008,1860200
aze,2009,1874000
aze,2010,1884100
aze,2011,1885700
aze,2012,1896800
aze,2013,1925300
aze,2014,1926500
aze,2015,1937700
aze,2016,1999000
aze,2017,2094500
aze,2018,2097900
bdi,1961,675000
bdi,1962,700000
bdi,1963,724000
bdi,1964,744000
bdi,1965,756000
bdi,1966,753000
bdi,1967,788000
bdi,1968,800000
bdi,1969,992000
bdi,1970,940000
bdi,1971,929000
bdi,1972,896000
bdi,1973,930000
bdi,1974,930000
bdi,1975,930000
bdi,1976,935000
bdi,1977,942000
bdi,1978,935000
bdi,1979,930000
bdi,1980,930000
bdi,1981,930000
bdi,1982,930000
bdi,1983,930000
bdi,1984,930000
bdi,1985,930000
bdi,1986,930000
bdi,1987,930000
bdi,1988,930000
bdi,1989,930000
bdi,1990,930000
bdi,1991,930000
bdi,1992,930000
bdi,1993,930000
bdi,1994,930000
bdi,1995,940000
bdi,1996,940000
bdi,1997,950000
bdi,1998,950000
bdi,1999,960000
bdi,2000,960000
bdi,2001,975000
bdi,2002,986000
bdi,2003,990000
bdi,2004,985000
bdi,2005,956000
bdi,2006,900000
bdi,2007,850000
bdi,2008,900000
bdi,2009,950000
bdi,2010,950000
bdi,2011,1000000
bdi,2012,1100000
bdi,2013,1200000
bdi,2014,1200000
bdi,2015,1200000
bdi,2016,1200000
bdi,2017,1200000
bdi,2018,1200000
bel,1961,1007000
bel,1962,1004000
bel,1963,1001000
bel,1964,998000
bel,1965,996000
bel,1966,994000
bel,1967,990000
bel,1968,989000
bel,1969,988000
bel,1970,987000
bel,1971,987000
bel,1972,987000
bel,1973,985000
bel,1974,983000
bel,1975,982000
bel,1976,981000
bel,1977,977000
bel,1978,971000
bel,1979,962000
bel,1980,762000
bel,1981,760000
bel,1982,758000
bel,1983,759000
bel,1984,762000
bel,1985,764000
bel,1986,765000
bel,1987,668000
bel,1988,767000
bel,1989,767000
bel,1990,766000
bel,1991,760000
bel,1992,832000
bel,1993,841000
bel,1994,940000
bel,1995,874000
bel,1996,862000
bel,1997,870000
bel,1998,873000
bel,1999,873000
bel,2000,862000
bel,2001,845000
bel,2002,832000
bel,2003,835000
bel,2004,840000
bel,2005,843000
bel,2006,842000
bel,2007,839000
bel,2008,844000
bel,2009,840000
bel,2010,834000
bel,2011,825000
bel,2012,803000
bel,2013,816000
bel,2014,817000
bel,2015,829500
bel,2016,849400
bel,2017,836000
bel,2018,850000
ben,1961,920000
ben,1962,940000
ben,1963,960000
ben,1964,980000
ben,1965,1000000
ben,1966,1030000
ben,1967,1070000
ben,1968,1100000
ben,1969,1180000
ben,1970,1200000
ben,1971,1250000
ben,1972,1280000
ben,1973,1300000
ben,1974,1330000
ben,1975,1370000
ben,1976,1400000
ben,1977,1430000
ben,1978,1450000
ben,1979,1470000
ben,1980,1500000
ben,1981,1530000
ben,1982,1550000
ben,1983,1560000
ben,1984,1570000
ben,1985,1580000
ben,1986,1590000
ben,1987,1600000
ben,1988,1610000
ben,1989,1620000
ben,1990,1615000
ben,1991,1620000
ben,1992,1630000
ben,1993,1650000
ben,1994,1700000
ben,1995,1790000
ben,1996,1950000
ben,1997,2100000
ben,1998,2250000
ben,1999,2300000
ben,2000,2380000
ben,2001,2450000
ben,2002,2550000
ben,2003,2650000
ben,2004,2650000
ben,2005,2654000
ben,2006,2500000
ben,2007,2500000
ben,2008,2500000
ben,2009,2500000
ben,2010,2500000
ben,2011,2500000
ben,2012,2600000
ben,2013,2700000
ben,2014,2700000
ben,2015,2700000
ben,2016,2800000
ben,2017,2800000
ben,2018,2800000
bfa,1961,2124000
bfa,1962,2134000
bfa,1963,2144000
bfa,1964,2149000
bfa,1965,2159000
bfa,1966,2170000
bfa,1967,2180000
bfa,1968,2190000
bfa,1969,2202000
bfa,1970,2216000
bfa,1971,2200000
bfa,1972,2282000
bfa,1973,2353000
bfa,1974,2433000
bfa,1975,2506000
bfa,1976,2550000
bfa,1977,2600000
bfa,1978,2650000
bfa,1979,2700000
bfa,1980,2745000
bfa,1981,2790000
bfa,1982,2840000
bfa,1983,2885000
bfa,1984,2930000
bfa,1985,2980000
bfa,1986,3025000
bfa,1987,3075000
bfa,1988,3494000
bfa,1989,3530000
bfa,1990,3505000
bfa,1991,3480000
bfa,1992,3455000
bfa,1993,3430000
bfa,1994,3361000
bfa,1995,3380000
bfa,1996,3480000
bfa,1997,3780000
bfa,1998,3900000
bfa,1999,3900000
bfa,2000,3700000
bfa,2001,4500000
bfa,2002,4700000
bfa,2003,5100000
bfa,2004,4600000
bfa,2005,4900000
bfa,2006,4700000
bfa,2007,4900000
bfa,2008,6000000
bfa,2009,5700000
bfa,2010,6000000
bfa,2011,5700000
bfa,2012,6000000
bfa,2013,6200000
bfa,2014,6000000
bfa,2015,6000000
bfa,2016,6000000
bfa,2017,6000000
bfa,2018,6000000
bgd,1961,8605000
bgd,1962,8597000
bgd,1963,8605000
bgd,1964,8640000
bgd,1965,8777000
bgd,1966,8798000
bgd,1967,8843000
bgd,1968,8829000
bgd,1969,8810000
bgd,1970,8837000
bgd,1971,8837000
bgd,1972,9133000
bgd,1973,9131000
bgd,1974,9131000
bgd,1975,9144000
bgd,1976,9138000
bgd,1977,9131000
bgd,1978,9125000
bgd,1979,9118000
bgd,1980,9121000
bgd,1981,9109000
bgd,1982,9104000
bgd,1983,9089000
bgd,1984,9185000
bgd,1985,9152000
bgd,1986,9161000
bgd,1987,9235000
bgd,1988,9537000
bgd,1989,9553000
bgd,1990,9456000
bgd,1991,9385000
bgd,1992,8609000
bgd,1993,8506000
bgd,1994,8408000
bgd,1995,8404000
bgd,1996,8357000
bgd,1997,8390000
bgd,1998,8454000
bgd,1999,8436000
bgd,2000,8350000
bgd,2001,8303000
bgd,2002,8253000
bgd,2003,8228000
bgd,2004,8143000
bgd,2005,7911000
bgd,2006,7880000
bgd,2007,7816000
bgd,2008,7803000
bgd,2009,7796000
bgd,2010,7791000
bgd,2011,7678000
bgd,2012,7670000
bgd,2013,7678000
bgd,2014,7669000
bgd,2015,7732240
bgd,2016,7764210
bgd,2017,7757330
bgd,2018,7772300
bgr,1961,4252000
bgr,1962,4154000
bgr,1963,4138000
bgr,1964,4180000
bgr,1965,4167000
bgr,1966,4166000
bgr,1967,4146000
bgr,1968,4154000
bgr,1969,4158000
bgr,1970,4142000
bgr,1971,4132000
bgr,1972,4128000
bgr,1973,4120000
bgr,1974,4098000
bgr,1975,3957000
bgr,1976,3940000
bgr,1977,3937000
bgr,1978,3926000
bgr,1979,3897000
bgr,1980,3827000
bgr,1981,3824000
bgr,1982,3818000
bgr,1983,3812000
bgr,1984,3807000
bgr,1985,3810000
bgr,1986,3819000
bgr,1987,3825000
bgr,1988,3840000
bgr,1989,3848000
bgr,1990,3856000
bgr,1991,3864000
bgr,1992,4047000
bgr,1993,4063000
bgr,1994,4001000
bgr,1995,3998000
bgr,1996,4203000
bgr,1997,4298000
bgr,1998,3536000
bgr,1999,3578000
bgr,2000,3526000
bgr,2001,3467000
bgr,2002,3355000
bgr,2003,3323000
bgr,2004,3313000
bgr,2005,3173000
bgr,2006,3132000
bgr,2007,3085000
bgr,2008,3088000
bgr,2009,3146000
bgr,2010,3186000
bgr,2011,3250000
bgr,2012,3317000
bgr,2013,3479000
bgr,2014,3486000
bgr,2015,3509700
bgr,2016,3496000
bgr,2017,3489080
bgr,2018,3478000
bhr,1961,1000
bhr,1962,1000
bhr,1963,1000
bhr,1964,1000
bhr,1965,1000
bhr,1966,1000
bhr,1967,1000
bhr,1968,1000
bhr,1969,1000
bhr,1970,1000
bhr,1971,1000
bhr,1972,1000
bhr,1973,1000
bhr,1974,1000
bhr,1975,1000
bhr,1976,2000
bhr,1977,2000
bhr,1978,2000
bhr,1979,2000
bhr,1980,2000
bhr,1981,2000
bhr,1982,2000
bhr,1983,2000
bhr,1984,2000
bhr,1985,2000
bhr,1986,2000
bhr,1987,2000
bhr,1988,2000
bhr,1989,2000
bhr,1990,2000
bhr,1991,2000
bhr,1992,2000
bhr,1993,2000
bhr,1994,2000
bhr,1995,2000
bhr,1996,2000
bhr,1997,2000
bhr,1998,2000
bhr,1999,2000
bhr,2000,2000
bhr,2001,2000
bhr,2002,2000
bhr,2003,1700
bhr,2004,1500
bhr,2005,1500
bhr,2006,1450
bhr,2007,1400
bhr,2008,1200
bhr,2009,1360
bhr,2010,1600
bhr,2011,1600
bhr,2012,1600
bhr,2013,1600
bhr,2014,1600
bhr,2015,1600
bhr,2016,1600
bhr,2017,1600
bhr,2018,1600
bhs,1961,7000
bhs,1962,7000
bhs,1963,7000
bhs,1964,7000
bhs,1965,7000
bhs,1966,7000
bhs,1967,7000
bhs,1968,7000
bhs,1969,7000
bhs,1970,7000
bhs,1971,7000
bhs,1972,7000
bhs,1973,7000
bhs,1974,7000
bhs,1975,7000
bhs,1976,7000
bhs,1977,7000
bhs,1978,7000
bhs,1979,7000
bhs,1980,7000
bhs,1981,7000
bhs,1982,7000
bhs,1983,7000
bhs,1984,7000
bhs,1985,8000
bhs,1986,8000
bhs,1987,8000
bhs,1988,8000
bhs,1989,8000
bhs,1990,8000
bhs,1991,8000
bhs,1992,8000
bhs,1993,8000
bhs,1994,6000
bhs,1995,6000
bhs,1996,6000
bhs,1997,6000
bhs,1998,6000
bhs,1999,6000
bhs,2000,7000
bhs,2001,7000
bhs,2002,7000
bhs,2003,7000
bhs,2004,7000
bhs,2005,7000
bhs,2006,7000
bhs,2007,7000
bhs,2008,7000
bhs,2009,9000
bhs,2010,9000
bhs,2011,8000
bhs,2012,8000
bhs,2013,8000
bhs,2014,8000
bhs,2015,8000
bhs,2016,8000
bhs,2017,8000
bhs,2018,8000
bih,1992,850000
bih,1993,850000
bih,1994,850000
bih,1995,850000
bih,1996,900000
bih,1997,900000
bih,1998,950000
bih,1999,950000
bih,2000,1000000
bih,2001,1010000
bih,2002,997000
bih,2003,1017000
bih,2004,1028000
bih,2005,1025000
bih,2006,1027000
bih,2007,1022000
bih,2008,1008000
bih,2009,997000
bih,2010,1004000
bih,2011,1005000
bih,2012,1003000
bih,2013,1009000
bih,2014,1006000
bih,2015,1022000
bih,2016,1026000
bih,2017,1060000
bih,2018,1029000
blr,1992,6084000
blr,1993,6104000
blr,1994,6225000
blr,1995,6232000
blr,1996,6230000
blr,1997,6175000
blr,1998,6187000
blr,1999,6182000
blr,2000,6133000
blr,2001,5761000
blr,2002,5616000
blr,2003,5569000
blr,2004,5548000
blr,2005,5542000
blr,2006,5540000
blr,2007,5519000
blr,2008,5516000
blr,2009,5544000
blr,2010,5535000
blr,2011,5529000
blr,2012,5522000
blr,2013,5559700
blr,2014,5662100
blr,2015,5677400
blr,2016,5683800
blr,2017,5727000
blr,2018,5712000
blz,1961,36000
blz,1962,36000
blz,1963,37000
blz,1964,37000
blz,1965,37000
blz,1966,38000
blz,1967,38000
blz,1968,38000
blz,1969,39000
blz,1970,39000
blz,1971,40000
blz,1972,40000
blz,1973,41000
blz,1974,41000
blz,1975,42000
blz,1976,42000
blz,1977,43000
blz,1978,43000
blz,1979,43000
blz,1980,45000
blz,1981,46000
blz,1982,46000
blz,1983,46000
blz,1984,46000
blz,1985,43000
blz,1986,44000
blz,1987,49000
blz,1988,50000
blz,1989,52000
blz,1990,52000
blz,1991,54000
blz,1992,56000
blz,1993,60000
blz,1994,60000
blz,1995,62000
blz,1996,63000
blz,1997,64000
blz,1998,64000
blz,1999,64000
blz,2000,64000
blz,2001,65000
blz,2002,70000
blz,2003,70000
blz,2004,70000
blz,2005,70000
blz,2006,70000
blz,2007,70000
blz,2008,70000
blz,2009,73000
blz,2010,75000
blz,2011,75000
blz,2012,78000
blz,2013,78000
blz,2014,78000
blz,2015,88000
blz,2016,88000
blz,2017,90000
blz,2018,90000
bmu,1961,400
bmu,1962,300
bmu,1963,300
bmu,1964,400
bmu,1965,400
bmu,1966,400
bmu,1967,400
bmu,1968,300
bmu,1969,300
bmu,1970,300
bmu,1971,300
bmu,1972,300
bmu,1973,300
bmu,1974,300
bmu,1975,300
bmu,1976,300
bmu,1977,300
bmu,1978,300
bmu,1979,300
bmu,1980,300
bmu,1981,300
bmu,1982,300
bmu,1983,300
bmu,1984,300
bmu,1985,300
bmu,1986,300
bmu,1987,300
bmu,1988,300
bmu,1989,300
bmu,1990,300
bmu,1991,300
bmu,1992,300
bmu,1993,300
bmu,1994,300
bmu,1995,400
bmu,1996,400
bmu,1997,400
bmu,1998,400
bmu,1999,400
bmu,2000,400
bmu,2001,400
bmu,2002,400
bmu,2003,400
bmu,2004,400
bmu,2005,400
bmu,2006,400
bmu,2007,400
bmu,2008,300
bmu,2009,300
bmu,2010,300
bmu,2011,300
bmu,2012,300
bmu,2013,300
bmu,2014,300
bmu,2015,300
bmu,2016,300
bmu,2017,300
bmu,2018,300
bol,1961,1294000
bol,1962,1296000
bol,1963,1304000
bol,1964,1341000
bol,1965,1375000
bol,1966,1414000
bol,1967,1448000
bol,1968,1488000
bol,1969,1527000
bol,1970,1564000
bol,1971,1591000
bol,1972,1634000
bol,1973,1678000
bol,1974,1711000
bol,1975,1752000
bol,1976,1807000
bol,1977,1845000
bol,1978,1877000
bol,1979,1910000
bol,1980,1943000
bol,1981,1980000
bol,1982,2018000
bol,1983,2051000
bol,1984,2093000
bol,1985,2050000
bol,1986,2060000
bol,1987,2070000
bol,1988,2080000
bol,1989,2090000
bol,1990,2100000
bol,1991,2110000
bol,1992,2150000
bol,1993,2200000
bol,1994,2350000
bol,1995,2600000
bol,1996,2690000
bol,1997,2872000
bol,1998,2974000
bol,1999,3070000
bol,2000,3144000
bol,2001,3150000
bol,2002,3300000
bol,2003,3514000
bol,2004,3579000
bol,2005,3806000
bol,2006,3905000
bol,2007,4171000
bol,2008,4266000
bol,2009,4454000
bol,2010,4297000
bol,2011,4338000
bol,2012,4422000
bol,2013,4506000
bol,2014,4469000
bol,2015,4416000
bol,2016,4438000
bol,2017,4241000
bol,2018,4480000
bra,1961,23628000
bra,1962,24157000
bra,1963,24687000
bra,1964,25216000
bra,1965,25745000
bra,1966,26274000
bra,1967,26803000
bra,1968,27332000
bra,1969,27861000
bra,1970,28206000
bra,1971,29329000
bra,1972,30452000
bra,1973,31574000
bra,1974,32697000
bra,1975,33822000
bra,1976,36567000
bra,1977,39311000
bra,1978,42056000
bra,1979,44800000
bra,1980,47546208
bra,1981,48543000
bra,1982,49540000
bra,1983,50537000
bra,1984,51534000
bra,1985,52907707
bra,1986,51794000
bra,1987,50681000
bra,1988,49567000
bra,1989,48454000
bra,1990,47340000
bra,1991,46226000
bra,1992,45113000
bra,1993,43999000
bra,1994,42886000
bra,1995,42563000
bra,1996,43140000
bra,1997,43717000
bra,1998,44294000
bra,1999,44871000
bra,2000,45448000
bra,2001,46025000
bra,2002,46602000
bra,2003,47179000
bra,2004,47756000
bra,2005,48333000
bra,2006,48914000
bra,2007,49537000
bra,2008,50159000
bra,2009,50782000
bra,2010,51405000
bra,2011,52027000
bra,2012,52650000
bra,2013,53272000
bra,2014,53895000
bra,2015,54518000
bra,2016,55140000
bra,2017,55762000
bra,2018,55762000
brb,1961,16000
brb,1962,16000
brb,1963,16000
brb,1964,16000
