geo,time,ip_ids_nrct
alb,2010,836
alb,2011,785
alb,2013,959
alb,2014,847
alb,2020,510
are,2010,397
are,2011,444
are,2012,400
are,2013,468
are,2014,698
are,2015,745
are,2016,867
are,2017,747
are,2018,638
are,2019,857
are,2020,634
arg,1980,196
arg,1981,234
arg,1982,154
arg,1983,156
arg,1984,207
arg,1986,178
arg,1988,159
arg,1993,215
arg,1994,221
arg,1995,360
arg,1996,321
arg,1997,427
arg,1998,412
arg,1999,414
arg,2000,490
arg,2001,515
arg,2002,360
arg,2005,510
arg,2006,634
arg,2007,552
arg,2008,613
arg,2009,512
arg,2010,659
arg,2011,743
arg,2012,837
arg,2013,762
arg,2014,586
arg,2015,565
arg,2016,538
arg,2017,677
arg,2018,675
arg,2019,997
arg,2020,861
arm,2004,17
arm,2005,10
arm,2006,17
arm,2008,882
arm,2009,660
arm,2010,740
arm,2011,711
arm,2012,714
arm,2013,860
arm,2014,768
arm,2015,897
arm,2016,486
arm,2017,665
arm,2018,437
arm,2019,452
arm,2020,377
atg,2011,8
aus,2004,2730
aus,2005,3287
aus,2006,3325
aus,2007,3372
aus,2008,3350
aus,2009,2587
aus,2010,3035
aus,2011,3302
aus,2012,3835
aus,2013,3918
aus,2014,3967
aus,2015,4203
aus,2016,4539
aus,2017,4854
aus,2018,4934
aus,2019,5710
aus,2020,4695
aut,1980,1744
aut,1981,2014
aut,1982,2243
aut,1983,2012
aut,1984,2504
aut,1985,2278
aut,1986,2067
aut,1987,1894
aut,1988,1941
aut,1989,2264
aut,1990,2448
aut,1991,1973
aut,1992,2328
aut,1993,2489
aut,1994,3112
aut,1995,2881
aut,1996,2724
aut,1997,2854
aut,1998,2675
aut,1999,2764
aut,2000,2971
aut,2001,2440
aut,2002,2370
aut,2003,1303
aut,2004,468
aut,2005,444
aut,2006,141
aut,2007,289
aut,2008,195
aut,2009,101
aut,2010,287
aut,2011,243
aut,2012,525
aut,2013,390
aut,2014,390
aut,2015,288
aut,2016,294
aut,2017,376
aut,2018,179
aut,2019,187
aut,2020,55
aze,2001,2
aze,2002,3
aze,2003,18
aze,2004,20
aze,2005,17
aze,2006,12
aze,2007,30
aze,2008,26
aze,2009,26
aze,2010,32
aze,2011,608
aze,2012,671
aze,2013,925
aze,2015,1160
aze,2016,699
aze,2017,825
aze,2018,535
aze,2019,822
aze,2020,551
bdi,2017,3
bdi,2018,2
bdi,2019,2
bgd,1980,2
bgd,1981,5
bgd,1982,5
bgd,1983,15
bgd,1984,6
bgd,1986,2
bgd,1987,4
bgd,1988,3
bgd,1989,10
bgd,1990,4
bgd,1991,2
bgd,1992,7
bgd,1993,7
bgd,1994,1
bgd,1995,19
bgd,1996,20
bgd,1997,23
bgd,1998,33
bgd,1999,40
bgd,2000,63
bgd,2001,24
bgd,2002,11
bgd,2003,10
bgd,2004,35
bgd,2005,109
bgd,2006,60
bgd,2007,76
bgd,2008,38
bgd,2009,38
bgd,2010,43
bgd,2011,142
bgd,2012,84
bgd,2013,132
bgd,2014,134
bgd,2015,92
bgd,2016,97
bgd,2017,130
bgd,2018,117
bgd,2019,104
bgd,2020,79
bgr,2010,48
bgr,2011,72
bgr,2012,235
bgr,2013,263
bgr,2014,60
bgr,2015,219
bgr,2016,274
bgr,2017,267
bgr,2018,112
bgr,2019,124
bgr,2020,248
bhr,1980,23
bhr,1981,6
bhr,1982,17
bhr,1983,5
bhr,1984,12
bhr,1985,18
bhr,1986,1
bhr,1992,7
bhr,2011,53
bhr,2012,61
bhr,2013,48
bhr,2014,42
bhr,2015,61
bhr,2016,67
bhr,2017,53
bhr,2018,79
bhr,2019,55
bhr,2020,60
bhs,2012,6
bhs,2013,5
bhs,2014,1
bih,2006,49
bih,2007,50
bih,2008,97
bih,2010,1049
bih,2011,1000
bih,2012,1143
bih,2013,1319
bih,2014,1156
bih,2015,1419
bih,2016,973
bih,2017,1071
bih,2018,814
bih,2019,650
bih,2020,694
blr,2004,84
blr,2010,142
blr,2011,337
blr,2012,139
blr,2013,234
blr,2014,298
blr,2015,185
blr,2016,347
blr,2017,406
blr,2018,265
blr,2019,392
blr,2020,256
blz,2008,776
blz,2016,292
blz,2017,371
blz,2018,213
blz,2019,257
blz,2020,265
bol,2014,34
bol,2016,23
bol,2017,43
bra,1980,245
bra,1981,278
bra,1982,227
bra,1983,207
bra,1984,270
bra,1985,270
bra,1986,9
bra,1987,280
bra,1988,301
bra,1989,378
bra,1990,10
bra,1991,2
bra,1992,330
bra,1993,528
bra,1994,477
bra,1995,614
bra,1996,679
bra,1997,1021
bra,1998,913
bra,1999,791
bra,2000,900
bra,2001,879
bra,2002,880
bra,2003,989
bra,2004,1194
bra,2005,1395
bra,2006,1727
bra,2007,1525
bra,2008,2032
bra,2009,1560
bra,2010,1916
bra,2011,2471
bra,2012,2817
bra,2013,3029
bra,2014,2897
bra,2015,2750
bra,2016,2627
bra,2017,2468
bra,2018,2415
bra,2019,2206
bra,2020,2005
brb,1999,5
brb,2001,3
brb,2002,2
brb,2003,11
brb,2004,1
brb,2005,6
brb,2006,1
brb,2007,3
brb,2008,4
brb,2009,4
brb,2010,2
brb,2011,4
brb,2012,1
brb,2013,3
brb,2015,3
brb,2016,1
brn,2000,3
brn,2001,4
brn,2002,4
brn,2003,14
brn,2004,3
brn,2005,3
brn,2006,11
brn,2007,9
brn,2008,16
brn,2009,26
brn,2010,12
brn,2011,16
brn,2012,19
brn,2013,11
brn,2014,116
brn,2017,270
brn,2018,129
brn,2019,169
brn,2020,172
btn,2011,2
btn,2012,2
btn,2013,2
btn,2015,12
btn,2016,1
btn,2017,4
btn,2019,8
bwa,1980,4
bwa,1982,11
bwa,2011,171
bwa,2012,245
bwa,2013,144
bwa,2014,92
can,1980,1174
can,1981,1306
can,1982,1267
can,1983,1282
can,1984,1598
can,1985,1662
can,1986,1688
can,1987,1848
can,1988,1925
can,1989,2034
can,1990,1924
can,1991,1584
can,1992,1492
can,1993,1439
can,1994,1951
can,1995,2185
can,1996,2009
can,1997,2379
can,1998,1992
can,1999,2061
can,2000,2665
can,2001,2058
can,2002,2641
can,2003,2951
can,2004,3488
can,2005,4102
can,2006,4196
can,2007,4500
can,2008,4618
can,2009,3430
can,2010,4291
can,2011,4437
can,2012,4515
can,2013,4500
can,2014,4908
can,2015,5049
can,2016,5254
can,2017,5718
can,2018,6093
can,2019,6814
can,2020,6792
che,2006,4797
che,2007,6151
che,2008,6072
che,2009,6187
che,2010,6693
che,2011,6862
che,2012,8208
che,2013,7762
che,2014,9041
che,2015,8295
che,2016,7920
che,2017,8773
che,2018,8239
che,2019,9284
che,2020,7245
chl,1980,78
chl,1981,50
chl,1982,33
chl,1983,18
chl,1984,35
chl,1985,26
chl,1986,74
chl,1987,36
chl,1988,55
chl,1989,52
chl,1990,74
chl,1991,99
chl,1992,122
chl,1994,146
chl,1995,207
chl,1996,228
chl,1997,218
chl,1998,285
chl,1999,219
chl,2000,348
chl,2001,266
chl,2002,302
chl,2003,203
chl,2004,265
chl,2005,265
chl,2006,310
chl,2007,361
chl,2008,387
chl,2009,334
chl,2010,452
chl,2011,472
chl,2012,447
chl,2013,671
chl,2014,355
chl,2015,359
chl,2016,311
chl,2017,356
chl,2018,553
chl,2019,477
chl,2020,382
chn,1985,371
chn,1986,221
chn,1987,229
chn,1988,347
chn,1989,454
chn,1990,452
chn,1991,469
chn,1992,789
chn,1993,1342
chn,1994,1729
chn,1995,2235
chn,1996,3219
chn,1997,2957
chn,1998,3345
chn,1999,2905
chn,2000,3588
chn,2001,4187
chn,2002,5688
chn,2003,7427
chn,2004,9270
chn,2005,11784
chn,2006,13295
chn,2007,13993
chn,2008,14284
chn,2009,11688
chn,2010,12149
chn,2011,13930
chn,2012,15181
chn,2013,15165
chn,2014,16127
chn,2015,17578
chn,2016,18395
chn,2017,17841
chn,2018,19702
chn,2019,19846
chn,2020,18023
col,1980,22
col,1981,47
col,1983,49
col,1987,40
col,1988,38
col,1989,57
col,1991,87
col,1992,63
col,1993,79
col,1994,121
col,1995,167
col,1996,197
col,1998,231
col,1999,180
col,2000,235
col,2001,203
col,2002,172
col,2003,148
col,2004,210
col,2005,243
col,2006,319
col,2007,280
col,2008,365
col,2009,271
col,2010,280
col,2011,237
col,2012,280
col,2013,448
col,2014,306
col,2015,360
col,2016,306
col,2017,297
col,2018,350
col,2019,337
col,2020,427
cpv,2018,7
cri,2010,57
cri,2011,52
cri,2012,48
cri,2013,57
cri,2014,40
cri,2015,48
cri,2016,47
cri,2017,47
cri,2018,62
cri,2019,62
cri,2020,69
cub,1982,3
cub,1985,4
cub,1988,3
cub,1989,1
cub,1990,3
cub,1992,2
cub,1993,1
cub,1994,1
cub,1995,6
cub,1996,25
cub,1997,8
cub,1999,9
cub,2000,11
cub,2001,6
cub,2002,4
cub,2003,15
cub,2004,7
cub,2005,2
cub,2006,10
cub,2007,9
cub,2008,11
cub,2009,8
cub,2011,5
cub,2012,4
cub,2013,4
cub,2014,3
cub,2016,1
cub,2017,6
cub,2018,10
cub,2019,3
cub,2020,4
cyp,2008,10
cze,2005,154
cze,2006,86
cze,2007,60
cze,2008,37
cze,2009,26
cze,2010,33
cze,2011,49
cze,2012,152
cze,2013,160
cze,2014,15
cze,2015,65
cze,2016,193
cze,2017,73
cze,2018,91
cze,2019,237
cze,2020,64
deu,1989,8902
deu,1990,8092
deu,1991,7717
deu,1992,9329
deu,1993,9763
deu,1994,15660
deu,1995,17740
deu,1996,16544
deu,1997,18376
deu,1998,19786
deu,1999,21641
deu,2000,25442
deu,2001,22225
deu,2002,23953
deu,2003,14926
deu,2004,12547
deu,2005,13495
deu,2006,13974
deu,2007,18031
deu,2008,12684
deu,2009,10093
deu,2010,10228
deu,2011,12066
deu,2012,12110
deu,2013,10440
deu,2014,13965
deu,2015,11173
deu,2016,9917
deu,2017,6694
deu,2018,5661
deu,2019,7480
deu,2020,4874
dji,2013,3
dji,2014,2
dma,2016,2
dnk,2004,241
dnk,2005,107
dnk,2006,114
dnk,2007,118
dnk,2008,111
dnk,2009,78
dnk,2010,138
dnk,2011,108
dnk,2012,306
dnk,2013,347
dnk,2014,259
dnk,2015,219
dnk,2016,448
dnk,2017,387
dnk,2018,275
dnk,2019,239
dnk,2020,289
dom,2012,43
dom,2013,36
dom,2014,42
dom,2015,37
dom,2016,21
dom,2018,26
dom,2019,35
dom,2020,12
dza,2006,269
dza,2011,104
dza,2012,194
dza,2014,95
dza,2017,152
dza,2018,385
dza,2019,324
dza,2020,265
ecu,1982,25
ecu,1983,6
ecu,1984,32
ecu,1986,24
ecu,1987,7
ecu,1988,27
ecu,1989,20
ecu,1992,20
ecu,1993,32
ecu,1994,26
ecu,1995,42
ecu,1996,47
ecu,1997,23
ecu,2000,30
ecu,2001,40
ecu,2002,61
ecu,2003,57
ecu,2004,76
ecu,2005,92
ecu,2006,60
ecu,2007,113
ecu,2008,27
ecu,2009,100
ecu,2010,110
ecu,2013,118
ecu,2014,70
ecu,2015,95
ecu,2016,65
ecu,2017,105
ecu,2018,107
ecu,2019,75
ecu,2020,63
egy,2000,12169
egy,2001,11051
egy,2002,10805
egy,2003,7001
egy,2004,4453
egy,2005,2945
egy,2006,2023
egy,2007,1885
egy,2008,2219
egy,2009,1469
egy,2010,1430
egy,2011,1548
egy,2012,1554
egy,2013,936
egy,2014,1124
egy,2015,1118
egy,2016,1158
egy,2017,1375
egy,2018,1141
egy,2019,1009
esp,2005,3981
esp,2006,3549
esp,2007,2398
esp,2008,1283
esp,2009,536
esp,2010,545
esp,2011,463
esp,2012,472
esp,2013,394
esp,2014,532
esp,2015,652
esp,2016,785
esp,2017,754
esp,2018,636
esp,2019,449
esp,2020,305
est,2004,503
est,2005,596
est,2006,296
est,2007,315
est,2008,139
est,2009,99
est,2010,66
est,2011,55
est,2012,158
est,2013,120
est,2014,25
est,2015,79
est,2016,314
est,2017,246
est,2018,80
est,2019,67
est,2020,100
eth,1998,11
eth,1999,3
eth,2000,1
eth,2002,4
eth,2003,1
eth,2004,6
eth,2005,23
eth,2006,20
eth,2007,26
fin,2008,31
fin,2009,29
fin,2010,76
fin,2011,56
fin,2012,112
fin,2013,187
fin,2014,74
fin,2015,205
fin,2017,249
fin,2018,105
fin,2019,178
fin,2020,98
fra,1999,16626
fra,2000,19742
fra,2001,17948
fra,2002,17499
fra,2003,7152
fra,2004,4475
fra,2005,3815
fra,2006,2908
fra,2016,1218
fra,2017,1619
fra,2018,1354
fra,2019,1673
fra,2020,1624
gbr,2011,221
gbr,2012,183
gbr,2013,212
gbr,2014,184
gbr,2015,473
gbr,2016,1292
gbr,2017,2604
gbr,2018,4603
gbr,2019,8173
gbr,2020,11370
geo,2004,908
geo,2005,1101
geo,2006,1048
geo,2007,1069
geo,2009,868
geo,2010,1073
geo,2011,960
geo,2012,970
geo,2013,1011
geo,2014,909
geo,2015,1118
geo,2016,606
geo,2017,895
geo,2018,429
geo,2019,504
geo,2020,457
gha,2016,156
gha,2017,266
gha,2018,92
gha,2020,128
gmb,2020,1
grc,2008,764
grc,2009,293
grc,2010,411
grc,2012,432
grc,2013,310
grc,2014,348
grc,2015,368
grc,2016,310
grc,2017,539
grc,2018,482
grc,2019,422
grc,2020,274
gtm,2010,221
gtm,2011,205
gtm,2012,240
gtm,2013,310
gtm,2014,295
gtm,2015,210
gtm,2016,187
gtm,2017,235
gtm,2018,223
gtm,2019,200
gtm,2020,131
guy,2018,9
hkg,1997,575
hkg,1998,1455
hkg,1999,1455
hkg,2000,1744
hkg,2001,1569
hkg,2002,1742
hkg,2003,1891
hkg,2004,2493
hkg,2005,2617
hkg,2006,2763
hkg,2007,2633
hkg,2008,3166
hkg,2009,1900
hkg,2010,2386
hkg,2011,3021
hkg,2012,3564
hkg,2013,2990
hkg,2014,3005
hkg,2015,3847
hkg,2016,3632
hkg,2017,3600
hkg,2018,3188
hkg,2019,3493
hkg,2020,2790
hnd,1983,3
hnd,1984,8
hnd,1985,13
hnd,1987,2
hnd,1995,4
hnd,1996,19
hnd,1998,19
hnd,1999,5
hnd,2000,8
hnd,2001,8
hnd,2002,8
hnd,2003,28
hnd,2011,33
hnd,2013,29
hnd,2015,15
hnd,2016,22
hnd,2017,20
hnd,2018,25
hrv,2008,2250
hrv,2009,1883
hrv,2010,2292
hrv,2011,2087
hrv,2012,2450
hrv,2013,1569
hrv,2014,722
hrv,2015,651
hrv,2016,538
hrv,2017,658
hrv,2018,459
hrv,2019,767
hrv,2020,698
hun,2001,3928
hun,2002,4048
hun,2003,2635
hun,2004,1585
hun,2005,1412
hun,2006,1202
hun,2007,1238
hun,2008,518
hun,2009,209
hun,2010,141
hun,2011,139
hun,2012,106
hun,2013,69
hun,2014,73
hun,2015,113
hun,2016,146
hun,2017,234
hun,2018,94
hun,2019,71
hun,2020,89
idn,2008,3321
idn,2009,2553
idn,2013,1488
idn,2014,1197
idn,2015,1321
idn,2016,1312
idn,2017,1322
idn,2018,1367
idn,2019,870
idn,2020,1220
ind,1980,96
ind,1981,80
ind,1982,79
ind,1984,154
ind,1985,165
ind,1986,154
ind,1987,186
ind,1988,191
ind,1989,156
ind,1990,134
ind,1991,103
ind,1992,147
ind,1993,204
ind,1994,254
ind,1995,411
ind,1996,587
ind,1997,403
ind,1998,482
ind,1999,381
ind,2000,499
ind,2001,540
ind,2002,533
ind,2003,541
ind,2004,1009
ind,2005,1542
ind,2006,1937
ind,2007,2529
ind,2008,2249
ind,2009,1825
ind,2010,2622
ind,2011,3060
ind,2012,3445
ind,2013,3315
ind,2014,3141
ind,2015,3461
ind,2016,3920
ind,2017,3583
ind,2018,3704
ind,2019,4342
ind,2020,3831
irl,2008,16
irl,2010,14
irl,2015,63
irl,2016,59
irl,2017,30
irl,2018,467
irl,2019,77
irl,2020,14
irn,2010,157
irn,2011,203
irn,2012,231
irn,2013,193
irn,2014,92
irn,2016,168
irn,2017,160
irn,2018,164
irn,2019,133
irn,2020,88
irq,2016,15
irq,2018,8
isl,2004,69
isl,2005,209
isl,2006,73
isl,2007,155
isl,2008,391
isl,2009,259
isl,2010,286
isl,2011,346
isl,2012,409
isl,2013,208
isl,2014,232
isl,2015,313
isl,2016,322
isl,2017,609
isl,2019,401
isl,2020,406
isr,1980,63
isr,1981,58
isr,1982,61
isr,1983,37
isr,1984,68
isr,1985,117
isr,1986,110
isr,1987,89
isr,1988,144
isr,1989,190
isr,1990,144
isr,1991,68
isr,1992,71
isr,1993,202
isr,1994,197
isr,1995,313
isr,1996,364
isr,1997,308
isr,1998,223
isr,1999,306
isr,2000,376
isr,2001,253
isr,2002,237
isr,2004,318
isr,2006,432
isr,2008,482
isr,2010,417
isr,2011,481
isr,2012,538
isr,2013,489
isr,2014,459
isr,2015,489
isr,2016,684
isr,2017,581
isr,2018,707
isr,2019,664
isr,2020,1016
ita,2009,1111
ita,2010,1160
ita,2011,752
ita,2012,847
ita,2013,887
ita,2014,541
ita,2016,393
ita,2017,1991
ita,2018,1212
ita,2019,810
ita,2020,306
jam,1982,14
jam,1983,13
jam,1985,4
jam,1986,16
jam,1987,5
jam,1988,5
jam,1989,12
jam,1990,14
jam,1991,3
jam,1993,13
jam,1994,10
jam,1995,10
jam,1996,8
jam,1997,20
jam,1998,12
jam,2000,9
jam,2001,4
jam,2002,4
jam,2003,5
jam,2004,28
jam,2005,19
jam,2006,8
jam,2007,7
jam,2008,7
jam,2009,4
jam,2010,4
jam,2011,23
jam,2012,18
jam,2013,15
jam,2014,3
jam,2015,1
jam,2016,5
jam,2017,12
jam,2018,7
jam,2019,3
jam,2020,6
jor,2010,62
jor,2011,68
jor,2012,43
jor,2013,40
jor,2014,35
jor,2015,55
jor,2016,48
jor,2017,32
jor,2018,23
jor,2019,47
jor,2020,15
jpn,1980,1057
jpn,1981,1020
jpn,1982,1071
jpn,1983,1303
jpn,1984,1411
jpn,1985,1444
jpn,1986,1395
jpn,1987,1623
jpn,1988,1795
jpn,1989,1984
jpn,1990,1962
jpn,1991,1648
jpn,1992,1492
jpn,1993,1571
jpn,1994,1815
jpn,1995,1810
jpn,1996,1736
jpn,1997,2099
jpn,1998,2012
jpn,1999,2133
jpn,2000,2426
jpn,2001,2247
jpn,2002,2349
jpn,2003,2693
jpn,2004,3197
jpn,2005,3508
jpn,2006,3630
jpn,2007,4342
jpn,2008,3948
jpn,2009,3201
jpn,2010,3673
jpn,2011,4147
jpn,2012,4458
jpn,2013,4718
jpn,2014,4870
jpn,2015,5873
jpn,2016,6667
jpn,2017,8251
jpn,2018,8111
jpn,2019,9260
jpn,2020,9258
kaz,1993,13
kaz,1994,2
kaz,1995,4
kaz,1996,13
kaz,1997,15
kaz,1998,15
kaz,1999,9
kaz,2000,6
kaz,2001,9
kaz,2002,9
kaz,2003,33
kaz,2004,31
kaz,2008,89
kaz,2009,76
kaz,2010,101
kaz,2011,121
kaz,2012,118
kaz,2013,222
kaz,2014,193
kaz,2015,123
kaz,2016,150
kaz,2017,98
kaz,2018,170
ken,1997,8
ken,1998,14
ken,1999,13
ken,2002,12
ken,2003,10
ken,2004,11
ken,2005,15
ken,2006,18
ken,2007,32
ken,2008,10
ken,2009,14
ken,2010,7
ken,2011,28
ken,2012,10
ken,2013,8
ken,2014,17
ken,2015,12
ken,2016,15
ken,2017,7
ken,2018,7
ken,2019,11
ken,2020,19
kgz,1994,9
kgz,1995,3
kgz,1996,5
kgz,1997,8
kgz,1998,12
kgz,1999,13
kgz,2000,4
kgz,2001,6
kgz,2002,3
kgz,2003,534
kgz,2007,705
kgz,2010,559
kgz,2011,519
kgz,2012,576
kgz,2013,797
kgz,2014,714
kgz,2015,904
kgz,2016,460
kgz,2017,502
kgz,2020,324
khm,2007,19
khm,2008,29
khm,2009,27
khm,2010,35
khm,2011,47
khm,2012,39
khm,2013,27
khm,2014,45
khm,2015,60
khm,2019,280
khm,2020,269
kor,1998,1631
kor,1999,1578
kor,2000,1784
kor,2001,1865
kor,2002,2223
kor,2003,2657
kor,2004,3223
kor,2005,3368
kor,2006,3113
kor,2007,3607
kor,2008,4634
kor,2009,3146
kor,2010,3835
kor,2011,4271
kor,2012,4602
kor,2013,4569
kor,2014,5481
kor,2015,6918
kor,2016,6662
kor,2017,7080
kor,2018,8233
kor,2019,7995
kor,2020,6816
lao,2020,36
lca,1990,3
lie,1981,1
lie,1983,1
lie,1984,2
lie,1985,297
lie,1988,889
lie,1990,1324
lie,1991,1491
lie,1992,1560
lie,1994,5360
lie,1995,5290
lie,1999,4684
lie,2001,4370
lie,2002,4046
lie,2005,1859
lie,2007,1752
lie,2008,1684
lie,2014,1450
lie,2015,1473
lie,2016,1078
lie,2017,1327
lie,2018,716
lie,2019,872
lie,2020,809
lka,1980,1
lka,1981,10
lka,1982,13
lka,1983,6
lka,1984,20
lka,1985,8
lka,1986,3
lka,1987,13
lka,1988,30
lka,1989,9
lka,1990,16
lka,1991,14
lka,1992,115
lka,1993,4
lka,1994,13
lka,1995,80
lka,1996,51
lka,1997,24
lka,1998,30
lka,1999,25
lka,2000,10
lka,2001,26
lka,2002,40
lka,2003,42
lka,2004,50
lka,2005,47
lka,2006,39
lka,2007,24
lka,2008,56
lka,2009,40
lka,2010,51
lka,2011,56
lka,2012,29
lka,2013,99
lka,2015,67
lka,2016,145
lka,2017,49
lka,2018,60
lka,2019,66
lka,2020,32
ltu,2004,25
ltu,2005,8
ltu,2006,11
ltu,2007,6
ltu,2008,44
ltu,2009,96
ltu,2010,484
ltu,2011,428
ltu,2012,511
ltu,2013,425
ltu,2014,368
ltu,2015,344
ltu,2016,477
ltu,2017,563
ltu,2018,371
ltu,2019,457
ltu,2020,504
lva,2008,159
lva,2009,110
lva,2010,106
lva,2011,78
lva,2012,186
lva,2013,184
lva,2014,119
lva,2015,44
lva,2016,125
lva,2017,227
lva,2018,39
lva,2019,49
lva,2020,71
mac,2001,13
mac,2002,33
mac,2004,50
mac,2005,79
mac,2006,64
mac,2007,70
mac,2008,94
mac,2009,99
mac,2010,72
mac,2011,151
mac,2012,144
mac,2013,134
mac,2014,120
mac,2015,228
mac,2016,173
mac,2017,176
mac,2018,141
mac,2019,216
mac,2020,173
mar,2008,1813
mar,2010,1878
mar,2011,1998
mar,2012,1930
mar,2013,1923
mar,2014,1937
mar,2015,2333
mar,2016,2167
mar,2017,1557
mar,2018,1673
mar,2019,1617
mar,2020,1045
mco,2008,1801
mco,2009,1607
mco,2010,1599
mco,2011,1532
mco,2012,1524
mco,2013,1534
mco,2014,1727
mco,2015,1596
mco,2016,1276
mco,2017,1063
mco,2018,852
mco,2019,942
mco,2020,723
mda,1996,5820
mda,1997,2219
mda,1998,4668
mda,1999,3454
mda,2000,3184
mda,2001,1438
mda,2002,1515
mda,2003,1270
mda,2004,1027
mda,2005,1138
mda,2006,859
mda,2007,1000
mda,2008,922
mda,2009,844
mda,2010,887
mda,2011,787
mda,2012,990
mda,2013,977
mda,2014,822
mda,2015,1104
mda,2016,530
mda,2017,816
mda,2018,548
mda,2019,723
mda,2020,593
mdg,1998,2
mdg,1999,4
mdg,2000,1
mdg,2003,11
mdg,2004,5
mdg,2005,73
mdg,2006,8
mdg,2007,17
mdg,2008,6
mdg,2010,7
mdg,2011,2
mdg,2012,6
mdg,2013,4
mdg,2014,4
mdg,2015,1
mdg,2016,4
mdg,2017,23
mdg,2018,7
mdg,2019,4
mdg,2020,13
mex,1980,265
mex,1981,334
mex,1982,299
mex,1983,200
mex,1984,264
mex,1985,213
mex,1986,224
mex,1987,239
mex,1988,317
mex,1989,339
mex,1990,416
mex,1991,350
mex,1992,469
mex,1993,613
mex,1994,850
mex,1995,903
mex,1996,920
mex,1997,919
mex,1998,897
mex,1999,976
mex,2000,1258
mex,2001,973
mex,2002,1208
mex,2003,1162
mex,2004,1555
mex,2005,1790
mex,2006,1982
mex,2007,1939
mex,2008,1993
mex,2009,1689
mex,2010,1849
mex,2011,2240
mex,2012,2183
mex,2013,2262
mex,2014,2306
mex,2015,2270
mex,2016,2645
mex,2017,2598
mex,2018,2322
mex,2019,2378
mex,2020,2842
mkd,2010,1334
mkd,2011,1382
mkd,2012,1455
mkd,2013,1440
mkd,2015,1571
mkd,2016,884
mkd,2017,1088
mkd,2018,804
mkd,2019,662
mkd,2020,625
mlt,1980,2
mlt,1981,2
mlt,1982,2
mlt,1983,2
mlt,1984,5
mlt,1988,12
mlt,1989,5
mlt,1990,8
mlt,1991,5
mlt,1992,3
mlt,1993,3
mlt,1994,16
mlt,1995,2
mlt,1996,23
mlt,1997,19
mlt,1998,12
mlt,1999,16
mlt,2000,27
mlt,2001,6
mlt,2002,7
mlt,2004,34
mlt,2007,2
mlt,2008,1
mlt,2011,1
mlt,2013,2
mlt,2020,1
mne,2010,1063
mne,2011,1020
mne,2012,1055
mne,2013,1461
mne,2014,1216
mne,2015,1525
mne,2016,942
mne,2018,758
mne,2019,871
mne,2020,852
mng,2004,597
mng,2005,568
mng,2006,677
mng,2010,721
mng,2011,558
mng,2013,802
mng,2014,712
mng,2016,566
mng,2017,575
mng,2018,370
mng,2019,361
mng,2020,400
moz,1999,5
moz,2000,10
moz,2001,12
moz,2002,2
moz,2003,1
moz,2004,2
moz,2005,1
moz,2006,3
moz,2007,32
moz,2012,122
moz,2013,193
moz,2014,124
moz,2015,88
moz,2016,49
moz,2017,50
moz,2018,64
moz,2019,37
mrt,2011,20
mrt,2012,52
mrt,2013,5
mrt,2018,24
mrt,2019,11
mus,2011,20
mus,2012,52
mus,2013,5
mus,2018,24
mus,2019,11
mus,2020,2
mys,1999,157
mys,2000,679
mys,2001,597
mys,2002,660
mys,2003,700
mys,2004,941
mys,2005,974
mys,2006,928
mys,2007,1146
mys,2008,1072
mys,2009,766
mys,2010,940
mys,2011,1128
mys,2012,1225
mys,2013,1374
mys,2014,1055
mys,2015,1135
mys,2016,726
mys,2017,1297
mys,2018,1317
mys,2019,1330
mys,2020,1126
nam,2017,294
nam,2018,79
nam,2019,108
nam,2020,92
nga,2011,147
nga,2012,85
nga,2013,124
nga,2016,59
nga,2017,63
nga,2018,302
nga,2019,326
nga,2020,200
nic,2012,19
nic,2013,14
nic,2014,9
nor,2014,3408
nor,2015,3804
nor,2016,3644
nor,2017,3905
nor,2018,3650
nor,2019,4177
nor,2020,2834
npl,1992,1
npl,1993,2
npl,1994,1
npl,1995,4
npl,1999,1
npl,2000,1
npl,2001,5
npl,2002,5
npl,2003,1
npl,2007,2
npl,2012,13
npl,2013,35
npl,2015,19
npl,2016,23
npl,2017,25
nzl,2004,889
nzl,2005,1051
nzl,2006,1311
nzl,2007,1235
nzl,2011,2519
nzl,2012,2532
nzl,2013,1956
nzl,2014,885
nzl,2015,984
nzl,2016,1000
nzl,2017,948
nzl,2018,1118
nzl,2019,960
nzl,2020,1015
omn,2015,1214
omn,2016,985
omn,2017,948
omn,2018,675
omn,2019,551
omn,2020,472
