geo,time,bx_trf_pwkr_dt_gd_zs
kna,1988,7.04313
kna,1989,9.97691
kna,1990,8.87658
kna,1991,0.67511
kna,1992,0.60878
kna,1993,5.73342
kna,1994,5.96414
kna,1995,5.90967
kna,1996,5.68181
kna,1997,5.26627
kna,1998,5.60788
kna,1999,5.69772
kna,2000,5.7563
kna,2001,5.39836
kna,2002,5.27702
kna,2003,5.70592
kna,2004,5.61202
kna,2005,5.53107
kna,2006,5.09528
kna,2007,5.24161
kna,2008,5.33779
kna,2009,5.18854
kna,2010,6.18717
kna,2011,5.46308
kna,2012,6.37788
kna,2013,6.14098
kna,2014,2.37439
kna,2015,2.63282
kna,2016,2.2355
kna,2017,2.33689
kna,2018,2.4051
kna,2019,3.63438
kna,2020,3.21979
kor,1976,0.15718
kor,1977,0.2679
kor,1978,0.20203
kor,1979,0.15087
kor,1980,0.86026
kor,1981,0.94689
kor,1982,1.00091
kor,1983,1.04888
kor,1984,0.96964
kor,1985,1.14298
kor,1986,1.48635
kor,1987,1.39954
kor,1988,1.25482
kor,1989,0.88573
kor,1990,0.85154
kor,1991,0.8098
kor,1992,0.8232
kor,1993,0.73518
kor,1994,0.66587
kor,1995,0.5787
kor,1996,0.54965
kor,1997,0.68217
kor,1998,1.29262
kor,1999,0.87075
kor,2000,0.78509
kor,2001,0.82464
kor,2002,0.81863
kor,2003,0.83607
kor,2004,0.74828
kor,2005,0.55625
kor,2006,0.46045
kor,2007,0.43961
kor,2008,0.66627
kor,2009,0.63558
kor,2010,0.51166
kor,2011,0.52682
kor,2012,0.51541
kor,2013,0.47238
kor,2014,0.44286
kor,2015,0.44099
kor,2016,0.43487
kor,2017,0.4019
kor,2018,0.41309
kor,2019,0.43393
kor,2020,0.45258
kos,2008,20.19622
kos,2009,21.05531
kos,2010,18.83749
kos,2011,15.66411
kos,2012,15.34144
kos,2013,15.71316
kos,2014,15.53356
kos,2015,15.42954
kos,2016,14.75121
kos,2017,15.4868
kos,2018,15.6848
kos,2019,15.81025
kos,2020,18.60958
kwt,2005,0
kwt,2006,0
kwt,2007,0
kwt,2008,0
kwt,2009,0
kwt,2010,0.00417
kwt,2011,0.00366
kwt,2012,0.0015
kwt,2013,0.00243
kwt,2014,0.00236
kwt,2015,0.02991
kwt,2016,0.00365
kwt,2017,0.01901
kwt,2018,0.02006
kwt,2019,0.01887
kwt,2020,0.02125
lao,1984,0.15935
lao,1985,0.14789
lao,1986,0.20823
lao,1987,0.32191
lao,1988,1.1186
lao,1989,1.16239
lao,1990,1.2593
lao,1991,1.01159
lao,1992,0.95761
lao,1993,0.91132
lao,1994,0.64783
lao,1995,0.02268
lao,1996,0.02669
lao,1997,0.02862
lao,1998,0.04687
lao,1999,0.04125
lao,2000,0.03812
lao,2001,0.03927
lao,2002,0.04148
lao,2003,0.03785
lao,2004,0.03398
lao,2005,0.03034
lao,2006,0.12264
lao,2007,0.1469
lao,2008,0.32635
lao,2009,0.64386
lao,2010,0.58575
lao,2011,1.26053
lao,2012,1.99148
lao,2013,1.42229
lao,2014,1.41611
lao,2015,1.31157
lao,2016,1.19002
lao,2017,1.42175
lao,2018,1.32226
lao,2019,1.5691
lao,2020,1.21346
lbn,2002,13.2854
lbn,2003,23.61708
lbn,2004,26.42477
lbn,2005,22.90661
lbn,2006,23.62215
lbn,2007,23.23743
lbn,2008,24.65954
lbn,2009,21.35093
lbn,2010,17.98479
lbn,2011,17.22525
lbn,2012,15.14952
lbn,2013,16.13024
lbn,2014,14.9393
lbn,2015,14.94193
lbn,2016,14.80022
lbn,2017,13.24309
lbn,2018,12.62382
lbn,2019,14.26273
lbn,2020,20.902
lbr,2004,6.51582
lbr,2005,3.35669
lbr,2006,7.04334
lbr,2007,4.514
lbr,2008,3.36745
lbr,2009,1.42064
lbr,2010,14.72632
lbr,2011,21.80995
lbr,2012,19.58804
lbr,2013,12.99093
lbr,2014,15.87277
lbr,2015,20.27918
lbr,2016,17.07052
lbr,2017,11.89947
lbr,2018,13.43727
lbr,2019,10.43031
lbr,2020,10.41483
lby,2000,0.02352
lby,2001,0.02932
lby,2002,0.03418
lby,2003,0.03046
lby,2004,0.03019
lby,2005,0.03169
lby,2006,0.02911
lby,2007,0
lby,2008,0
lby,2009,0
lby,2010,0
lby,2011,0
lby,2012,0
lby,2013,0
lby,2014,0
lby,2015,0
lby,2016,0
lby,2017,0
lby,2018,0
lby,2019,0
lca,1983,0.34962
lca,1984,2.56357
lca,1985,4.2908
lca,1986,5.28322
lca,1987,5.44379
lca,1988,3.68966
lca,1989,3.1583
lca,1990,2.77955
lca,1991,2.89016
lca,1992,0.30549
lca,1993,2.25311
lca,1994,3.05189
lca,1995,2.77961
lca,1996,3.19061
lca,1997,2.85386
lca,1998,2.68594
lca,1999,2.59823
lca,2000,2.5552
lca,2001,2.70373
lca,2002,2.72908
lca,2003,2.54346
lca,2004,2.46715
lca,2005,2.38326
lca,2006,2.19477
lca,2007,2.14101
lca,2008,2.01039
lca,2009,1.99714
lca,2010,1.95013
lca,2011,1.86713
lca,2012,1.85587
lca,2013,1.81083
lca,2014,2.00726
lca,2015,2.23998
lca,2016,2.05791
lca,2017,2.09653
lca,2018,2.07832
lca,2019,2.03971
lca,2020,3.68566
lka,1975,0.22585
lka,1976,0.36081
lka,1977,0.45031
lka,1978,1.42804
lka,1979,1.78521
lka,1980,3.76931
lka,1981,5.19854
lka,1982,6.0667
lka,1983,5.69818
lka,1984,4.97967
lka,1985,4.87838
lka,1986,5.0891
lka,1987,5.2387
lka,1988,5.12536
lka,1989,5.12378
lka,1990,4.9894
lka,1991,4.91196
lka,1992,5.64572
lka,1993,6.11666
lka,1994,6.10357
lka,1995,6.14726
lka,1996,6.06698
lka,1997,6.18696
lka,1998,6.41557
lka,1999,6.7979
lka,2000,7.06814
lka,2001,7.42748
lka,2002,7.83762
lka,2003,7.53886
lka,2004,7.61659
lka,2005,8.09454
lka,2006,7.6619
lka,2007,7.75048
lka,2008,7.18307
lka,2009,7.93202
lka,2010,7.26853
lka,2011,7.89216
lka,2012,8.76687
lka,2013,8.64152
lka,2014,8.86674
lka,2015,8.68409
lka,2016,8.81282
lka,2017,8.22424
lka,2018,8.00682
lka,2019,8.03504
lka,2020,8.85065
lso,1975,81.37347
lso,1976,93.46168
lso,1977,85.42876
lso,1978,66.56867
lso,1979,73.22767
lso,1980,60.99111
lso,1981,66.92311
lso,1982,232.21747
lso,1983,228.44547
lso,1984,230.06616
lso,1985,216.32787
lso,1986,193.40061
lso,1987,235.92413
lso,1988,184.84443
lso,1989,177.59555
lso,1990,167.43173
lso,1991,145.14979
lso,1992,134.93303
lso,1993,124.11191
lso,1994,128.97761
lso,1995,108.40317
lso,1996,98.38853
lso,1997,87.55982
lso,1998,67.98408
lso,1999,57.50477
lso,2000,53.82618
lso,2001,48.59566
lso,2002,50.10167
lso,2003,48.09545
lso,2004,41.49946
lso,2005,35.62595
lso,2006,34.10159
lso,2007,37.93965
lso,2008,32.59274
lso,2009,31.47492
lso,2010,27.30192
lso,2011,25.1737
lso,2012,22.38197
lso,2013,19.55626
lso,2014,16.09938
lso,2015,15.71467
lso,2016,21.45034
lso,2017,23.83387
lso,2018,23.1412
lso,2019,22.97794
lso,2020,25.09379
ltu,1995,0.01392
ltu,1996,0.03072
ltu,1997,0.02893
ltu,1998,0.03047
ltu,1999,0.0273
ltu,2000,0.43335
ltu,2001,0.64679
ltu,2002,0.76613
ltu,2003,0.61141
ltu,2004,2.55217
ltu,2005,2.8557
ltu,2006,3.29453
ltu,2007,3.61
ltu,2008,3.27487
ltu,2009,3.31614
ltu,2010,4.50638
ltu,2011,4.49159
ltu,2012,3.511
ltu,2013,4.42767
ltu,2014,4.35418
ltu,2015,3.31314
ltu,2016,2.97332
ltu,2017,2.72736
ltu,2018,2.58038
ltu,2019,2.38392
ltu,2020,1.39809
lux,1995,3.49957
lux,1996,3.40083
lux,1997,3.31744
lux,1998,3.25847
lux,1999,2.97528
lux,2000,2.72502
lux,2001,2.69614
lux,2002,3.49925
lux,2003,3.52901
lux,2004,3.35989
lux,2005,3.15565
lux,2006,3.01452
lux,2007,2.86755
lux,2008,2.82379
lux,2009,3.07758
lux,2010,2.97004
lux,2011,2.93473
lux,2012,2.87387
lux,2013,2.94706
lux,2014,2.74413
lux,2015,2.78872
lux,2016,2.79647
lux,2017,2.90287
lux,2018,2.94339
lux,2019,2.9081
lux,2020,2.91518
lva,1996,0.68233
lva,1997,0.70021
lva,1998,0.68934
lva,1999,0.64509
lva,2000,3.1685
lva,2001,3.2729
lva,2002,1.17777
lva,2003,1.33795
lva,2004,1.51407
lva,2005,2.22927
lva,2006,2.22591
lva,2007,1.77266
lva,2008,5.35621
lva,2009,6.0076
lva,2010,5.24861
lva,2011,5.48035
lva,2012,5.31985
lva,2013,5.31188
lva,2014,4.94946
lva,2015,4.89955
lva,2016,4.39739
lva,2017,4.17975
lva,2018,3.59391
lva,2019,3.33038
lva,2020,3.22882
mac,2002,0.63242
mac,2003,0.57892
mac,2004,0.50111
mac,2005,0.43709
mac,2006,0.3729
mac,2007,0.29494
mac,2008,0.24539
mac,2009,0.22412
mac,2010,0.1659
mac,2011,0.13107
mac,2012,0.10861
mac,2013,0.09442
mac,2014,0.06715
mac,2015,0.08775
mac,2016,0.06121
mac,2017,0.05041
mac,2018,0.04124
mac,2019,0.03952
mac,2020,0.07472
mar,1975,5.93229
mar,1976,5.70874
mar,1977,5.33545
mar,1978,5.76571
mar,1979,5.96033
mar,1980,4.85045
mar,1981,5.69965
mar,1982,4.80193
mar,1983,5.6425
mar,1984,5.89371
mar,1985,6.48725
mar,1986,7.19162
mar,1987,7.30018
mar,1988,5.07538
mar,1989,5.07925
mar,1990,6.64791
mar,1991,6.16483
mar,1992,6.43838
mar,1993,6.18878
mar,1994,5.13254
mar,1995,5.04608
mar,1996,5.01715
mar,1997,4.83503
mar,1998,4.80942
mar,1999,4.65532
mar,2000,5.56128
mar,2001,8.26395
mar,2002,6.81195
mar,2003,6.94129
mar,2004,7.07885
mar,2005,7.36125
mar,2006,7.94188
mar,2007,8.51513
mar,2008,7.4527
mar,2009,6.74844
mar,2010,6.8899
mar,2011,7.15821
mar,2012,6.62272
mar,2013,6.44199
mar,2014,7.07541
mar,2015,6.82304
mar,2016,6.17885
mar,2017,6.22067
mar,2018,5.85914
mar,2019,5.80842
mar,2020,6.46638
mda,1995,0.05819
mda,1996,5.13709
mda,1997,5.92307
mda,1998,7.1919
mda,1999,9.43044
mda,2000,13.78267
mda,2001,16.3581
mda,2002,19.41187
mda,2003,24.43426
mda,2004,26.99394
mda,2005,30.62159
mda,2006,34.49928
mda,2007,33.88311
mda,2008,31.18195
mda,2009,24.86202
mda,2010,25.13032
mda,2011,21.5478
mda,2012,22.80862
mda,2013,23.0769
mda,2014,21.82831
mda,2015,19.88475
mda,2016,18.17783
mda,2017,16.93806
mda,2018,16.04236
mda,2019,15.95549
mda,2020,15.74934
mdg,1974,0.02167
mdg,1975,0.02044
mdg,1976,0.03261
mdg,1977,0.0138
mdg,1978,0.01494
mdg,1979,0.00136
mdg,1980,0.00728
mdg,1981,0.00464
mdg,1982,0.00239
mdg,1983,0.00248
mdg,1984,0.1443
mdg,1985,0.12028
mdg,1986,0.135
mdg,1987,0.14468
mdg,1988,0.12634
mdg,1989,0.30676
mdg,1990,0.2002
mdg,1991,0.40344
mdg,1992,0.40956
mdg,1993,0.33332
mdg,1994,0.36182
mdg,1995,0.23717
mdg,1996,0.12656
mdg,1997,0.28582
mdg,1998,0.26039
mdg,1999,0.27167
mdg,2000,0.24345
mdg,2001,0.1999
mdg,2002,0.54793
mdg,2003,0.25471
mdg,2004,0.22719
mdg,2005,1.73525
mdg,2006,2.34939
mdg,2007,2.98534
mdg,2008,2.92763
mdg,2009,2.95024
mdg,2010,4.56615
mdg,2011,2.90011
mdg,2012,2.85427
mdg,2013,2.87965
mdg,2014,2.75045
mdg,2015,2.88655
mdg,2016,2.52523
mdg,2017,2.60146
mdg,2018,3.09231
mdg,2019,2.89036
mdg,2020,3.79407
mdv,1983,4.32303
mdv,1984,2.28303
mdv,1985,1.37589
mdv,1986,0.70481
mdv,1987,0.7081
mdv,1988,0.7121
mdv,1989,0.73873
mdv,1990,0.79054
mdv,1991,0.73651
mdv,1992,0.56165
mdv,1993,0.4032
mdv,1994,0.61053
mdv,1995,0.59294
mdv,1996,0.60121
mdv,1997,0.48248
mdv,1998,0.45362
mdv,1999,0.37283
mdv,2000,0.35187
mdv,2001,0.20955
mdv,2002,0.22432
mdv,2003,0.19125
mdv,2004,0.23639
mdv,2005,0.19403
mdv,2006,0.17776
mdv,2007,0.42465
mdv,2008,0.27582
mdv,2009,0.19233
mdv,2010,0.12206
mdv,2011,0.10804
mdv,2012,0.10905
mdv,2013,0.1003
mdv,2014,0.09385
mdv,2015,0.08866
mdv,2016,0.08736
mdv,2017,0.08449
mdv,2018,0.07957
mdv,2019,0.07897
mdv,2020,0.12424
mex,1979,0.13154
mex,1980,0.50649
mex,1981,0.46219
mex,1982,0.66411
mex,1983,0.89076
mex,1984,0.84717
mex,1985,0.82778
mex,1986,1.31624
mex,1987,1.34539
mex,1988,1.34298
mex,1989,1.26151
mex,1990,1.18582
mex,1991,0.96761
mex,1992,1.01884
mex,1993,0.79463
mex,1994,0.78092
mex,1995,1.21312
mex,1996,1.20421
mex,1997,1.10824
mex,1998,1.2348
mex,1999,1.10767
mex,2000,1.06296
mex,2001,1.34085
mex,2002,1.42849
mex,2003,2.2834
mex,2004,2.53908
mex,2005,2.59173
mex,2006,2.72126
mex,2007,2.55343
mex,2008,2.3461
mex,2009,2.45274
mex,2010,2.08737
mex,2011,1.9861
mex,2012,1.9323
mex,2013,1.81953
mex,2014,1.88559
mex,2015,2.23858
mex,2016,2.66029
mex,2017,2.78455
mex,2018,2.92606
mex,2019,3.07395
mex,2020,3.9927
mhl,2005,17.38679
mhl,2006,18.36777
mhl,2007,16.94811
mhl,2008,15.18434
mhl,2009,15.74856
mhl,2010,13.8491
mhl,2011,12.86106
mhl,2012,12.87812
mhl,2013,13.28467
mhl,2014,14.31929
mhl,2015,14.87372
mhl,2016,14.06377
mhl,2017,14.28211
mhl,2018,14.19297
mhl,2019,13.13362
mhl,2020,12.68089
mkd,1996,1.46014
mkd,1997,1.98544
mkd,1998,1.67929
mkd,1999,1.98097
mkd,2000,2.14482
mkd,2001,1.97969
mkd,2002,2.63547
mkd,2003,3.51094
mkd,2004,3.74844
mkd,2005,3.62011
mkd,2006,3.88497
mkd,2007,4.13856
mkd,2008,4.10338
mkd,2009,4.05408
mkd,2010,4.12378
mkd,2011,4.13663
mkd,2012,4.04457
mkd,2013,3.47641
mkd,2014,3.22575
mkd,2015,3.04691
mkd,2016,2.72512
mkd,2017,2.78144
mkd,2018,2.71586
mkd,2019,2.51531
mkd,2020,3.36714
mli,1975,2.80568
mli,1976,1.88924
mli,1977,2.524
mli,1978,3.62437
mli,1979,3.38852
mli,1980,3.3756
mli,1981,3.09668
mli,1982,2.95477
mli,1983,2.81075
mli,1984,2.63581
mli,1985,4.81241
mli,1986,3.695
mli,1987,4.21771
mli,1988,3.37595
mli,1989,3.48124
mli,1990,3.98656
mli,1991,3.4145
mli,1992,4.11739
mli,1993,4.45718
mli,1994,4.95648
mli,1995,4.14241
mli,1996,3.9821
mli,1997,3.40087
mli,1998,2.8922
mli,1999,2.50842
mli,2000,2.47052
mli,2001,2.54207
mli,2002,3.52223
mli,2003,3.26256
mli,2004,2.85033
mli,2005,2.83611
mli,2006,3.06756
mli,2007,4.21651
mli,2008,4.3807
mli,2009,4.43451
mli,2010,4.42266
mli,2011,6.03387
mli,2012,6.65055
mli,2013,6.75474
mli,2014,6.40633
mli,2015,6.23133
mli,2016,5.8939
mli,2017,5.74824
mli,2018,5.98724
mli,2019,5.9147
mli,2020,5.65289
mlt,1971,6.87014
mlt,1972,6.03853
mlt,1973,5.64897
mlt,1974,4.96629
mlt,1975,4.59956
mlt,1976,6.10395
mlt,1977,5.79139
mlt,1978,3.33476
mlt,1979,2.86959
mlt,1980,2.80179
mlt,1981,2.26682
mlt,1982,3.18398
mlt,1983,3.66964
mlt,1984,3.34658
mlt,1985,3.10809
mlt,1986,3.19163
mlt,1987,2.62792
mlt,1988,2.55928
mlt,1989,3.30486
mlt,1990,2.28534
mlt,1991,1.5279
mlt,1992,1.00897
mlt,1993,0.93957
mlt,1994,0.78528
mlt,1995,0.4083
mlt,1996,0.34324
mlt,1997,0.24019
mlt,1998,0.32657
mlt,1999,0.48856
mlt,2000,0.42995
mlt,2001,0.31627
mlt,2002,0.47426
mlt,2003,0.47344
mlt,2004,5.23474
mlt,2005,3.46129
mlt,2006,3.08035
mlt,2007,2.89307
mlt,2008,2.90925
mlt,2009,2.98864
mlt,2010,2.54059
mlt,2011,2.35633
mlt,2012,2.11481
mlt,2013,2.33023
mlt,2014,2.17421
mlt,2015,2.47398
mlt,2016,2.14502
mlt,2017,2.03872
mlt,2018,1.86572
mlt,2019,1.73869
mlt,2020,1.91161
mmr,1987,0.41249
mmr,1988,0.49094
mmr,1989,0.55383
mmr,1990,0.29319
mmr,1991,0.07266
mmr,1992,0.01263
mmr,1993,1.01568
mmr,1994,1.09381
mmr,1995,1.65138
mmr,1996,2.12601
mmr,1997,2.61324
mmr,1998,2.94431
mmr,1999,2.39295
mmr,2000,1.49143
mmr,2001,1.86741
mmr,2002,1.72463
mmr,2003,1.08854
mmr,2004,1.24135
mmr,2005,1.22293
mmr,2006,0.97082
mmr,2007,0.51958
mmr,2008,0.23788
mmr,2009,0.18493
mmr,2010,0.30388
mmr,2011,0.23481
mmr,2012,0.47089
mmr,2013,2.71392
mmr,2014,2.85732
mmr,2015,3.0672
mmr,2016,3.73967
mmr,2017,3.99169
mmr,2018,3.98169
mmr,2019,3.71655
mmr,2020,2.81715
mne,2005,0
mne,2006,0
mne,2007,5.33661
mne,2008,6.55798
mne,2009,7.28879
mne,2010,10.04016
mne,2011,11.21368
mne,2012,12.41524
mne,2013,12.21498
mne,2014,11.84313
mne,2015,11.59005
mne,2016,10.99291
mne,2017,10.79549
mne,2018,10.69931
mne,2019,10.54212
mne,2020,12.59373
mng,1998,0.48913
mng,1999,0.74462
mng,2000,0.09687
mng,2001,2.10448
mng,2002,4.91895
mng,2003,4.97434
mng,2004,10.16572
mng,2005,7.01211
mng,2006,4.54568
mng,2007,4.20377
mng,2008,3.99407
mng,2009,4.35483
mng,2010,3.70322
mng,2011,2.39815
mng,2012,2.63436
mng,2013,2.04365
mng,2014,2.08663
mng,2015,2.24538
mng,2016,2.32419
mng,2017,2.38105
mng,2018,3.34308
mng,2019,3.94845
mng,2020,4.12254
moz,1991,1.53024
moz,1992,2.19701
moz,1993,2.18351
moz,1994,1.95956
moz,1995,2.03799
moz,1996,1.58162
moz,1997,1.36809
moz,1998,0.87958
moz,1999,0.63583
moz,2000,0.65058
moz,2001,0.77459
moz,2002,0.92575
moz,2003,1.10224
moz,2004,0.75374
moz,2005,0.68943
moz,2006,0.87211
moz,2007,0.95098
moz,2008,0.92181
moz,2009,0.93269
moz,2010,1.0426
moz,2011,0.90164
moz,2012,1.06482
moz,2013,0.89789
moz,2014,0.87754
moz,2015,0.89574
moz,2016,0.78221
moz,2017,1.95125
moz,2018,1.99429
moz,2019,1.94718
moz,2020,2.48807
mrt,1975,0.06267
mrt,1976,0.05445
mrt,1977,0.03843
mrt,1978,0.07
mrt,1979,0.24722
mrt,1980,0.53206
mrt,1981,0.33526
mrt,1982,0.20906
mrt,1983,0.10491
mrt,1984,0.08899
mrt,1985,0.07837
mrt,1986,0.15636
mrt,1987,0.49828
mrt,1988,0.65734
mrt,1989,0.32952
mrt,1990,0.90968
mrt,1991,0.5502
mrt,1992,2.31642
mrt,1993,0.12278
mrt,1994,0.25173
mrt,1995,0.26046
mrt,1996,0.20474
mrt,1997,0.12999
mrt,1998,0.1086
mrt,2005,0
mrt,2006,0
mrt,2007,0
mrt,2008,0
mrt,2009,0
mrt,2010,0
mrt,2011,0
mrt,2012,0
mrt,2013,0
mrt,2014,0
mrt,2015,0
mrt,2016,0
mrt,2017,1.13501
mrt,2018,0.82116
mrt,2019,0.817
mrt,2020,2.13131
mus,1994,3.31634
mus,1995,3.26705
mus,1996,3.61832
mus,1997,4.01207
mus,1998,4.31689
mus,1999,4.09788
mus,2000,3.79558
mus,2001,0.01335
mus,2002,0.0131
mus,2003,0.00986
mus,2004,0.01109
mus,2005,0.00939
mus,2006,0.01037
mus,2007,0.00863
mus,2008,0.00634
mus,2009,0.00723
mus,2010,0.00814
mus,2011,0.00451
mus,2012,0.00739
mus,2013,0.00456
mus,2014,2.5543
mus,2015,1.91218
mus,2016,1.58649
mus,2017,1.8873
mus,2018,1.72488
mus,2019,2.26766
mus,2020,2.60726
mwi,1994,0.06489
mwi,1995,0.03746
mwi,1996,0.02838
mwi,1997,0.02797
mwi,1998,0.04266
mwi,1999,0.04206
mwi,2000,0.04284
mwi,2001,0.04351
mwi,2002,0.02413
mwi,2003,0.43356
mwi,2004,0.52706
mwi,2005,0.61631
mwi,2006,0.36993
mwi,2007,0.47403
mwi,2008,0.31337
mwi,2009,0.26904
mwi,2010,0.31277
mwi,2011,0.31634
mwi,2012,0.46949
mwi,2013,0.61846
mwi,2014,0.63638
mwi,2015,0.65107
mwi,2016,0.71881
mwi,2017,0.87653
mwi,2018,1.83254
mwi,2019,2.43253
mwi,2020,1.76812
mys,1975,0.04493
mys,1976,0.03561
mys,1977,0.03092
mys,1978,0.02639
mys,1979,0.02154
mys,1987,0.15169
mys,1988,0.28256
mys,1989,0.3573
mys,1990,0.42073
mys,1991,0.2649
mys,1992,0.25875
mys,1993,0.2625
mys,1994,0.16014
mys,1995,0.13054
mys,1996,0.16276
mys,1997,0.19443
mys,1998,0.2627
mys,1999,0.40796
mys,2000,0.36504
mys,2001,0.39566
mys,2002,0.43135
mys,2003,0.51819
mys,2004,0.64278
mys,2005,0.77819
mys,2006,0.83931
mys,2007,0.80406
mys,2008,0.57582
mys,2009,0.55912
mys,2010,0.43249
mys,2011,0.40661
mys,2012,0.41146
mys,2013,0.44029
mys,2014,0.46723
mys,2015,0.54544
mys,2016,0.53241
mys,2017,0.51673
mys,2018,0.46979
mys,2019,0.4373
mys,2020,0.4248
nam,1990,0.4821
nam,1991,0.4604
nam,1992,0.45803
nam,1993,0.44709
nam,1994,0.40633
nam,1995,0.39223
nam,1996,0.33876
nam,1997,0.32017
nam,1998,0.28956
nam,1999,0.25596
nam,2000,0.23357
nam,2001,0.23767
nam,2002,0.22558
nam,2003,0.23934
nam,2004,0.22082
nam,2005,0.24141
nam,2006,0.20549
nam,2007,0.17741
nam,2008,0.15758
nam,2009,0.85594
nam,2010,0.60542
nam,2011,0.62886
nam,2012,0.61428
nam,2013,0.53227
nam,2014,0.64913
nam,2015,0.41176
nam,2016,0.62003
nam,2017,0.3745
nam,2018,0.39227
nam,2019,0.52488
nam,2020,0.60294
ncl,2002,8.896
ncl,2003,9.12316
ncl,2004,8.35806
ncl,2005,8.21066
ncl,2006,7.69521
ncl,2007,5.56906
ncl,2008,6.00182
ncl,2009,5.85161
ncl,2010,5.25231
ncl,2011,5.74063
ncl,2012,7.40239
ncl,2013,7.13433
ncl,2014,6.77804
ncl,2015,7.01401
ncl,2016,7.11854
ncl,2017,6.77005
ncl,2018,6.30717
ncl,2019,6.58035
ner,1974,0.41823
ner,1975,0.74261
ner,1976,0.59088
ner,1977,0.49924
ner,1978,0.47828
ner,1979,0.41008
ner,1980,0.44981
ner,1981,0.42295
ner,1982,0.35354
ner,1983,0.37928
ner,1984,0.51042
ner,1985,0.62361
ner,1986,0.83849
ner,1987,0.7224
ner,1988,0.68846
ner,1989,0.60708
ner,1990,0.39549
ner,1991,0.39625
ner,1992,0.53665
ner,1993,0.5199
ner,1994,0.35622
ner,1995,0.33464
ner,1996,0.18698
ner,1997,0.23295
ner,1998,0.71057
ner,1999,1.04927
ner,2000,0.64506
ner,2001,0.89811
ner,2002,0.68491
ner,2003,0.75246
ner,2004,1.59075
ner,2005,1.51475
ner,2006,1.64364
ner,2007,1.3863
ner,2008,1.28954
ner,2009,1.38906
ner,2010,1.71214
ner,2011,1.89391
ner,2012,1.61065
ner,2013,1.42703
ner,2014,2.01677
ner,2015,1.77188
ner,2016,1.69606
ner,2017,2.36065
ner,2018,2.31623
ner,2019,2.38968
ner,2020,3.79106
nga,1977,0.05596
nga,1978,0.00862
nga,1979,0.01752
nga,1980,0.03418
nga,1981,0.00984
nga,1982,0.01248
nga,1983,0.01422
nga,1984,0.01598
nga,1985,0.01365
nga,1986,0.00728
nga,1987,0.0052
nga,1988,0.00488
nga,1989,0.02314
nga,1990,0.01852
nga,1991,0.13344
nga,1992,0.11811
nga,1993,2.85799
nga,1994,1.62525
nga,1995,0.56747
nga,1996,0.58068
nga,1997,1.07558
nga,1998,0.82145
nga,1999,2.19134
nga,2000,2.00411
nga,2001,1.57586
nga,2002,1.26744
nga,2003,1.01306
nga,2004,1.6664
nga,2005,8.3119
nga,2006,7.17148
nga,2007,6.53583
nga,2008,5.65576
nga,2009,6.2272
nga,2010,5.46255
nga,2011,5.09064
nga,2012,4.50995
nga,2013,4.08834
nga,2014,3.84123
nga,2015,4.23704
nga,2016,4.8679
nga,2017,5.86486
nga,2018,6.12075
nga,2019,5.31314
nga,2020,3.98052
nic,1977,0.17412
nic,1978,0.1914
nic,1979,0.29453
nic,1992,0.55779
nic,1993,1.42332
nic,1994,1.29427
nic,1995,1.81139
nic,1996,2.20502
nic,1997,3.41688
nic,1998,4.31475
nic,1999,6.17828
nic,2000,6.26551
nic,2001,6.30642
nic,2002,7.20683
nic,2003,8.24432
nic,2004,8.95167
nic,2005,9.74003
nic,2006,10.31283
nic,2007,9.96306
nic,2008,9.64935
nic,2009,9.2822
nic,2010,9.41704
nic,2011,9.347
nic,2012,9.64963
nic,2013,9.84523
nic,2014,9.59729
nic,2015,9.38722
nic,2016,9.54457
nic,2017,10.11688
nic,2018,11.55295
nic,2019,13.37222
nic,2020,14.70031
nld,1970,0.3496
nld,1971,0.45566
nld,1972,0.47898
nld,1973,0.51143
nld,1974,0.39882
nld,1975,0.33392
nld,1976,0.30125
nld,1977,0.31565
nld,1978,0.28651
nld,1979,0.30654
nld,1980,0.30969
nld,1981,0.33891
nld,1982,0.41407
nld,1983,0.36953
nld,1984,0.3425
nld,1985,0.34866
nld,1986,0.31166
nld,1987,0.30742
nld,1988,0.31086
nld,1989,0.29758
nld,1990,0.22271
nld,1991,0.20531
nld,1992,0.21829
nld,1993,0.25502
nld,1994,0.25956
nld,1995,0.14701
nld,1996,0.15475
nld,1997,0.15868
nld,1998,0.14409
nld,1999,0.10863
nld,2000,0.10199
nld,2001,0.11186
nld,2002,0.10216
nld,2003,0.1932
nld,2004,0.19719
nld,2005,0.18366
nld,2006,0.21154
nld,2007,0.19211
nld,2008,0.17325
nld,2009,0.19657
nld,2010,0.20298
nld,2011,0.19759
nld,2012,0.19551
nld,2013,0.18453
nld,2014,0.16618
nld,2015,0.30018
nld,2016,0.27547
nld,2017,0.26701
nld,2018,0.27091
nld,2019,0.24803
nld,2020,0.25813
nld_curacao,2011,4.94055
nld_curacao,2012,4.34246
nld_curacao,2013,4.22719
nld_curacao,2014,4.53715
nld_curacao,2015,4.51708
nld_curacao,2016,4.75353
nld_curacao,2017,5.1388
nld_curacao,2018,4.96621
nld_curacao,2019,5.68015
nld_curacao,2020,5.03707
nor,1975,0.0245
nor,1976,0.02449
nor,1977,0.15945
nor,1978,0.14613
nor,1979,0.13752
nor,1980,0.15773
nor,1981,0.19662
nor,1982,0.17016
nor,1983,0.16427
nor,1984,0.16283
nor,1985,0.16118
