geo,time,sp_rur_totl
cyp,1982,256184
cyp,1983,251103
cyp,1984,249419
cyp,1985,248559
cyp,1986,248591
cyp,1987,249394
cyp,1988,250807
cyp,1989,252643
cyp,1990,254700
cyp,1991,256958
cyp,1992,259414
cyp,1993,263703
cyp,1994,268585
cyp,1995,273400
cyp,1996,278090
cyp,1997,282659
cyp,1998,287107
cyp,1999,291455
cyp,2000,295740
cyp,2001,299903
cyp,2002,305850
cyp,2003,312445
cyp,2004,319189
cyp,2005,326096
cyp,2006,333256
cyp,2007,340578
cyp,2008,347843
cyp,2009,354738
cyp,2010,361033
cyp,2011,366629
cyp,2012,371603
cyp,2013,375909
cyp,2014,379901
cyp,2015,383753
cyp,2016,387555
cyp,2017,391231
cyp,2018,394716
cyp,2019,397867
cyp,2020,400590
cze,1960,3884203
cze,1961,3828621
cze,1962,3796447
cze,1963,3767312
cze,1964,3742092
cze,1965,3714591
cze,1966,3683086
cze,1967,3647740
cze,1968,3609212
cze,1969,3569696
cze,1970,3509276
cze,1971,3410396
cze,1972,3307236
cze,1973,3209952
cze,1974,3116999
cze,1975,3025935
cze,1976,2934700
cze,1977,2842920
cze,1978,2750823
cze,1979,2658820
cze,1980,2558840
cze,1981,2525602
cze,1982,2532083
cze,1983,2537294
cze,1984,2541852
cze,1985,2546549
cze,1986,2550807
cze,1987,2555063
cze,1988,2560031
cze,1989,2564468
cze,1990,2560605
cze,1991,2560857
cze,1992,2576685
cze,1993,2592690
cze,1994,2606957
cze,1995,2618682
cze,1996,2629045
cze,1997,2639712
cze,1998,2650698
cze,1999,2661463
cze,2000,2667547
cze,2001,2668884
cze,2002,2670674
cze,2003,2676944
cze,2004,2684795
cze,2005,2695557
cze,2006,2709931
cze,2007,2733000
cze,2008,2762927
cze,2009,2786024
cze,2010,2801381
cze,2011,2814526
cze,2012,2817206
cze,2013,2808362
cze,2014,2801426
cze,2015,2797131
cze,2016,2792682
cze,2017,2788986
cze,2018,2785892
cze,2019,2783117
cze,2020,2774917
deu,1960,20836712
deu,1961,20768071
deu,1962,20903401
deu,1963,21050022
deu,1964,21171231
deu,1965,21304018
deu,1966,21433533
deu,1967,21482504
deu,1968,21528785
deu,1969,21650322
deu,1970,21673217
deu,1971,21667597
deu,1972,21726668
deu,1973,21750209
deu,1974,21713675
deu,1975,21588023
deu,1976,21451007
deu,1977,21357951
deu,1978,21295639
deu,1979,21260524
deu,1980,21260046
deu,1981,21178760
deu,1982,21066192
deu,1983,21014164
deu,1984,21066224
deu,1985,21199425
deu,1986,21282187
deu,1987,21144436
deu,1988,21099829
deu,1989,21281747
deu,1990,21353187
deu,1991,21388515
deu,1992,21478393
deu,1993,21508871
deu,1994,21410142
deu,1995,21300002
deu,1996,21188909
deu,1997,21048482
deu,1998,20880191
deu,1999,20723743
deu,2000,20581651
deu,2001,20447486
deu,2002,20313617
deu,2003,20157322
deu,2004,19986263
deu,2005,19809155
deu,2006,19622894
deu,2007,19432962
deu,2008,19234290
deu,2009,19025087
deu,2010,18836498
deu,2011,18334806
deu,2012,18361215
deu,2013,18403327
deu,2014,18472108
deu,2015,18624547
deu,2016,18755733
deu,2017,18795376
deu,2018,18809664
deu,2019,18798952
deu,2020,18750282
dji,1960,41545
dji,1961,42970
dji,1962,44634
dji,1963,46499
dji,1964,48464
dji,1965,50464
dji,1966,52517
dji,1967,54659
dji,1968,56831
dji,1969,58960
dji,1970,61028
dji,1971,62874
dji,1972,64583
dji,1973,66623
dji,1974,69558
dji,1975,73660
dji,1976,79115
dji,1977,85522
dji,1978,91882
dji,1979,96989
dji,1980,100164
dji,1981,101127
dji,1982,100393
dji,1983,100403
dji,1984,102662
dji,1985,106721
dji,1986,112981
dji,1987,120912
dji,1988,129349
dji,1989,136718
dji,1990,141948
dji,1991,144951
dji,1992,146622
dji,1993,147161
dji,1994,147787
dji,1995,149401
dji,1996,152242
dji,1997,156009
dji,1998,160324
dji,1999,164599
dji,2000,168401
dji,2001,171688
dji,2002,174606
dji,2003,177224
dji,2004,179659
dji,2005,182019
dji,2006,184281
dji,2007,186439
dji,2008,188588
dji,2009,190862
dji,2010,193253
dji,2011,195798
dji,2012,198473
dji,2013,201197
dji,2014,203881
dji,2015,206408
dji,2016,208791
dji,2017,211025
dji,2018,213101
dji,2019,215010
dji,2020,216748
dma,1960,37305
dma,1961,37896
dma,1962,38439
dma,1963,38980
dma,1964,39559
dma,1965,40210
dma,1966,40942
dma,1967,41753
dma,1968,42538
dma,1969,43218
dma,1970,43587
dma,1971,43321
dma,1972,42849
dma,1973,42282
dma,1974,41750
dma,1975,41327
dma,1976,41066
dma,1977,40910
dma,1978,40769
dma,1979,40527
dma,1980,40100
dma,1981,39319
dma,1982,37863
dma,1983,36306
dma,1984,34715
dma,1985,33155
dma,1986,31608
dma,1987,30089
dma,1988,28629
dma,1989,27263
dma,1990,26001
dma,1991,24997
dma,1992,24995
dma,1993,25030
dma,1994,25047
dma,1995,25007
dma,1996,24885
dma,1997,24704
dma,1998,24499
dma,1999,24315
dma,2000,24193
dma,2001,24119
dma,2002,23963
dma,2003,23839
dma,2004,23721
dma,2005,23573
dma,2006,23406
dma,2007,23219
dma,2008,23018
dma,2009,22814
dma,2010,22614
dma,2011,22416
dma,2012,22219
dma,2013,22029
dma,2014,21839
dma,2015,21652
dma,2016,21478
dma,2017,21309
dma,2018,21142
dma,2019,20978
dma,2020,20813
dnk,1960,1205031
dnk,1961,1179808
dnk,1962,1157609
dnk,1963,1135659
dnk,1964,1113984
dnk,1965,1092288
dnk,1966,1073702
dnk,1967,1055896
dnk,1968,1036317
dnk,1969,1016431
dnk,1970,998714
dnk,1971,980763
dnk,1972,961831
dnk,1973,943557
dnk,1974,924147
dnk,1975,903388
dnk,1976,882632
dnk,1977,870832
dnk,1978,859096
dnk,1979,846933
dnk,1980,833875
dnk,1981,823805
dnk,1982,817570
dnk,1983,811434
dnk,1984,805438
dnk,1985,800242
dnk,1986,795833
dnk,1987,791356
dnk,1988,786304
dnk,1989,781335
dnk,1990,779212
dnk,1991,779794
dnk,1992,780980
dnk,1993,782186
dnk,1994,783426
dnk,1995,786105
dnk,1996,789145
dnk,1997,791005
dnk,1998,792450
dnk,1999,793693
dnk,2000,795603
dnk,2001,795779
dnk,2002,792950
dnk,2003,789180
dnk,2004,780089
dnk,2005,766524
dnk,2006,755890
dnk,2007,748599
dnk,2008,742353
dnk,2009,737112
dnk,2010,732572
dnk,2011,726570
dnk,2012,718964
dnk,2013,713546
dnk,2014,710514
dnk,2015,708958
dnk,2016,707867
dnk,2017,705807
dnk,2018,702536
dnk,2019,698080
dnk,2020,693004
dom,1960,2299663
dom,1961,2346520
dom,1962,2391687
dom,1963,2435642
dom,1964,2477973
dom,1965,2518533
dom,1966,2556950
dom,1967,2593183
dom,1968,2626988
dom,1969,2658555
dom,1970,2687504
dom,1971,2713808
dom,1972,2737388
dom,1973,2758401
dom,1974,2776556
dom,1975,2792043
dom,1976,2804703
dom,1977,2814710
dom,1978,2821815
dom,1979,2825975
dom,1980,2827094
dom,1981,2825427
dom,1982,2848818
dom,1983,2893814
dom,1984,2938190
dom,1985,2982078
dom,1986,3025369
dom,1987,3068040
dom,1988,3110236
dom,1989,3152194
dom,1990,3193949
dom,1991,3235552
dom,1992,3276931
dom,1993,3317653
dom,1994,3323050
dom,1995,3315514
dom,1996,3305090
dom,1997,3292294
dom,1998,3276981
dom,1999,3259472
dom,2000,3240025
dom,2001,3218886
dom,2002,3195871
dom,2003,3132570
dom,2004,3051042
dom,2005,2968437
dom,2006,2884525
dom,2007,2799789
dom,2008,2714469
dom,2009,2629580
dom,2010,2544677
dom,2011,2470282
dom,2012,2403083
dom,2013,2336313
dom,2014,2269885
dom,2015,2203774
dom,2016,2138191
dom,2017,2073501
dom,2018,2011294
dom,2019,1951483
dom,2020,1894044
dza,1960,7684110
dza,1961,7731721
dza,1962,7760418
dza,1963,7783585
dza,1964,7804639
dza,1965,7826352
dza,1966,7891246
dza,1967,8097231
dza,1968,8311693
dza,1969,8530685
dza,1970,8751320
dza,1971,8973174
dza,1972,9197429
dza,1973,9426370
dza,1974,9663088
dza,1975,9909818
dza,1976,10166563
dza,1977,10386570
dza,1978,10536605
dza,1979,10691717
dza,1980,10852164
dza,1981,11018344
dza,1982,11187123
dza,1983,11355130
dza,1984,11517503
dza,1985,11671562
dza,1986,11814560
dza,1987,11953236
dza,1988,12096830
dza,1989,12227218
dza,1990,12342364
dza,1991,12442277
dza,1992,12525739
dza,1993,12591018
dza,1994,12634411
dza,1995,12654289
dza,1996,12650701
dza,1997,12627680
dza,1998,12586452
dza,1999,12519461
dza,2000,12442039
dza,2001,12356670
dza,2002,12263899
dza,2003,12168750
dza,2004,12076154
dza,2005,11990254
dza,2006,11911271
dza,2007,11839541
dza,2008,11774717
dza,2009,11721662
dza,2010,11678281
dza,2011,11645139
dza,2012,11620785
dza,2013,11603755
dza,2014,11591085
dza,2015,11581512
dza,2016,11573775
dza,2017,11567446
dza,2018,11558339
dza,2019,11542954
dza,2020,11518353
ecu,1960,3004358
ecu,1961,3063174
ecu,1962,3123091
ecu,1963,3186853
ecu,1964,3253848
ecu,1965,3322586
ecu,1966,3392889
ecu,1967,3464667
ecu,1968,3537477
ecu,1969,3611267
ecu,1970,3685446
ecu,1971,3760135
ecu,1972,3834995
ecu,1973,3909900
ecu,1974,3982839
ecu,1975,4031323
ecu,1976,4077204
ecu,1977,4120776
ecu,1978,4161880
ecu,1979,4200753
ecu,1980,4237380
ecu,1981,4271958
ecu,1982,4304097
ecu,1983,4341793
ecu,1984,4382997
ecu,1985,4422897
ecu,1986,4461041
ecu,1987,4497507
ecu,1988,4531855
ecu,1989,4564486
ecu,1990,4594711
ecu,1991,4638364
ecu,1992,4690879
ecu,1993,4741928
ecu,1994,4790971
ecu,1995,4837991
ecu,1996,4882913
ecu,1997,4925793
ecu,1998,4965867
ecu,1999,5002226
ecu,2000,5034533
ecu,2001,5062676
ecu,2002,5110442
ecu,2003,5171926
ecu,2004,5232707
ecu,2005,5293775
ecu,2006,5355639
ecu,2007,5417822
ecu,2008,5479974
ecu,2009,5541143
ecu,2010,5600647
ecu,2011,5662951
ecu,2012,5727274
ecu,2013,5792131
ecu,2014,5860544
ecu,2015,5933924
ecu,2016,6013650
ecu,2017,6098120
ecu,2018,6180950
ecu,2019,6256949
ecu,2020,6322214
egy,1960,16548613
egy,1961,16892632
egy,1962,17254179
egy,1963,17618184
egy,1964,17985249
egy,1965,18355374
egy,1966,18729438
egy,1967,19105998
egy,1968,19479867
egy,1969,19845412
egy,1970,20198541
egy,1971,20538110
egy,1972,20867343
egy,1973,21192272
egy,1974,21521546
egy,1975,21860828
egy,1976,22212344
egy,1977,22661196
egy,1978,23186227
egy,1979,23736543
egy,1980,24314574
egy,1981,24920007
egy,1982,25552098
egy,1983,26211764
egy,1984,26899856
egy,1985,27615427
egy,1986,28360599
egy,1987,29179300
egy,1988,30040278
egy,1989,30894789
egy,1990,31728330
egy,1991,32533880
egy,1992,33315709
egy,1993,34084668
egy,1994,34857600
egy,1995,35646336
egy,1996,36455819
egy,1997,37210525
egy,1998,37930100
egy,1999,38652676
egy,2000,39373718
egy,2001,40097157
egy,2002,40825823
egy,2003,41558215
egy,2004,42292174
egy,2005,43028047
egy,2006,43761874
egy,2007,44531290
egy,2008,45346377
egy,2009,46215187
egy,2010,47158184
egy,2011,48181673
egy,2012,49307345
egy,2013,50485245
egy,2014,51687644
egy,2015,52891004
egy,2016,54087949
egy,2017,55256782
egy,2018,56392787
egy,2019,57492251
egy,2020,58552675
eri,1960,908853
eri,1961,928810
eri,1962,949795
eri,1963,971567
eri,1964,993869
eri,1965,1016537
eri,1966,1039438
eri,1967,1062647
eri,1968,1089068
eri,1969,1116390
eri,1970,1144745
eri,1971,1174189
eri,1972,1204683
eri,1973,1236199
eri,1974,1268676
eri,1975,1302038
eri,1976,1336153
eri,1977,1371071
eri,1978,1407083
eri,1979,1444628
eri,1980,1483983
eri,1981,1524511
eri,1982,1565801
eri,1983,1608107
eri,1984,1650812
eri,1985,1688181
eri,1986,1727187
eri,1987,1766568
eri,1988,1801115
eri,1989,1824206
eri,1990,1831651
eri,1991,1822377
eri,1992,1799437
eri,1993,1768183
eri,1994,1735815
eri,1995,1707967
eri,1996,1684844
eri,1997,1666414
eri,1998,1656969
eri,1999,1661614
eri,2000,1682929
eri,2001,1722741
eri,2002,1777902
eri,2003,1840344
eri,2004,1899406
eri,2005,1947592
eri,2006,1982894
eri,2007,2007172
eri,2008,2021436
eri,2009,2040896
eri,2010,2055236
eri,2011,2064300
esp,1960,13227520
esp,1961,13124738
esp,1962,12934262
esp,1963,12735859
esp,1964,12549483
esp,1965,12373341
esp,1966,12186583
esp,1967,12022749
esp,1968,11865098
esp,1969,11668253
esp,1970,11484091
esp,1971,11346103
esp,1972,11232265
esp,1973,11118088
esp,1974,11000753
esp,1975,10881129
esp,1976,10757865
esp,1977,10631094
esp,1978,10496542
esp,1979,10353322
esp,1980,10201721
esp,1981,10089484
esp,1982,10060595
esp,1983,10020407
esp,1984,9972794
esp,1985,9920133
esp,1986,9860687
esp,1987,9797703
esp,1988,9730502
esp,1989,9658018
esp,1990,9580406
esp,1991,9535852
esp,1992,9550559
esp,1993,9567936
esp,1994,9581167
esp,1995,9590975
esp,1996,9598296
esp,1997,9606162
esp,1998,9613419
esp,1999,9619750
esp,2000,9630000
esp,2001,9663982
esp,2002,9722744
esp,2003,9796815
esp,2004,9862593
esp,2005,9925418
esp,2006,9988509
esp,2007,10067486
esp,2008,10120932
esp,2009,10102486
esp,2010,10041047
esp,2011,9968815
esp,2012,9868179
esp,2013,9728205
esp,2014,9590865
esp,2015,9473817
esp,2016,9371187
esp,2017,9281373
esp,2018,9209330
esp,2019,9160656
esp,2020,9089040
est,1960,514503
est,1961,510808
est,1962,508171
est,1963,505607
est,1964,503223
est,1965,500376
est,1966,495998
est,1967,490134
est,1968,484868
est,1969,480160
est,1970,476747
est,1971,475284
est,1972,473219
est,1973,470361
est,1974,467017
est,1975,463267
est,1976,459138
est,1977,455120
est,1978,450848
est,1979,447886
est,1980,447435
est,1981,447430
est,1982,447486
est,1983,447388
est,1984,447111
est,1985,446909
est,1986,447040
est,1987,447304
est,1988,446860
est,1989,448250
est,1990,451436
est,1991,452063
est,1992,446743
est,1993,438168
est,1994,431632
est,1995,426680
est,1996,423107
est,1997,420938
est,1998,419548
est,1999,423427
est,2000,427924
est,2001,426956
est,2002,425998
est,2003,425074
est,2004,424271
est,2005,423570
est,2006,422804
est,2007,422596
est,2008,423176
est,2009,424069
est,2010,424820
est,2011,425245
est,2012,423607
est,2013,420151
est,2014,417118
est,2015,415458
est,2016,413645
est,2017,412117
est,2018,411399
est,2019,410648
est,2020,409094
eth,1960,20726292
eth,1961,21163559
eth,1962,21625147
eth,1963,22107778
eth,1964,22605782
eth,1965,23115850
eth,1966,23630782
eth,1967,24151444
eth,1968,24718780
eth,1969,25323803
eth,1970,25974793
eth,1971,26687638
eth,1972,27449828
eth,1973,28211712
eth,1974,28904938
eth,1975,29486031
eth,1976,29933272
eth,1977,30276597
eth,1978,30587172
eth,1979,30965221
eth,1980,31483452
eth,1981,32166572
eth,1982,32994950
eth,1983,33939356
eth,1984,34951819
eth,1985,35996256
eth,1986,37064522
eth,1987,38169159
eth,1988,39322338
eth,1989,40543796
eth,1990,41843937
eth,1991,43226660
eth,1992,44678873
eth,1993,46169940
eth,1994,47661479
eth,1995,49159892
eth,1996,50636304
eth,1997,52086904
eth,1998,53525989
eth,1999,54979170
eth,2000,56463272
eth,2001,57985265
eth,2002,59538009
eth,2003,61121265
eth,2004,62729415
eth,2005,64359939
eth,2006,66010206
eth,2007,67672866
eth,2008,69226765
eth,2009,70820867
eth,2010,72461597
eth,2011,74153612
eth,2012,75887762
eth,2013,77667882
eth,2014,79458316
eth,2015,81245141
eth,2016,83021597
eth,2017,84790101
eth,2018,86546146
eth,2019,88290017
eth,2020,90022234
fin,1960,1980489
fin,1961,1948522
fin,1962,1924044
fin,1963,1899880
fin,1964,1872544
fin,1965,1841101
fin,1966,1810359
fin,1967,1782653
fin,1968,1753154
fin,1969,1715054
fin,1970,1671905
fin,1971,1636243
fin,1972,1606899
fin,1973,1577275
fin,1974,1546998
fin,1975,1515623
fin,1976,1482252
fin,1977,1449014
fin,1978,1416158
fin,1979,1383190
fin,1980,1351318
fin,1981,1318646
fin,1982,1285267
fin,1983,1252696
fin,1984,1219718
fin,1985,1185942
fin,1986,1152471
fin,1987,1120036
fin,1988,1088226
fin,1989,1057858
fin,1990,1028850
fin,1991,1010620
fin,1992,1001945
fin,1993,992568
fin,1994,982659
fin,1995,972370
fin,1996,962241
fin,1997,952617
fin,1998,942729
fin,1999,932575
fin,2000,922245
fin,2001,914750
fin,2002,909949
fin,2003,905083
fin,2004,900709
fin,2005,896820
fin,2006,893317
fin,2007,890197
fin,2008,887391
fin,2009,884704
fin,2010,870472
fin,2011,845258
fin,2012,820704
fin,2013,809047
fin,2014,809669
fin,2015,809601
fin,2016,809183
fin,2017,808330
fin,2018,806259
fin,2019,803615
fin,2020,800844
fji,1960,276691
fji,1961,284061
fji,1962,291701
fji,1963,299291
fji,1964,306406
fji,1965,312793
fji,1966,318330
fji,1967,323995
fji,1968,329368
fji,1969,334516
fji,1970,339624
fji,1971,344773
fji,1972,349927
fji,1973,355039
fji,1974,360036
fji,1975,364883
fji,1976,369464
fji,1977,375020
fji,1978,381053
fji,1979,387750
fji,1980,395361
fji,1981,404167
fji,1982,413866
fji,1983,423493
fji,1984,431691
fji,1985,437575
fji,1986,440707
fji,1987,437923
fji,1988,433140
fji,1989,428638
fji,1990,425408
fji,1991,423729
fji,1992,423187
fji,1993,423285
fji,1994,423281
fji,1995,422639
fji,1996,421358
fji,1997,422275
fji,1998,423094
fji,1999,423188
fji,2000,422472
fji,2001,420798
fji,2002,418292
fji,2003,415506
fji,2004,413193
fji,2005,411863
fji,2006,411749
fji,2007,412599
fji,2008,412990
fji,2009,412665
fji,2010,411241
fji,2011,408559
fji,2012,404885
fji,2013,400722
fji,2014,396694
fji,2015,393264
fji,2016,390533
fji,2017,388346
fji,2018,386545
fji,2019,384906
fji,2020,383257
fra,1960,17772187
fra,1961,17664650
fra,1962,17490550
fra,1963,17148695
fra,1964,16788614
fra,1965,16404575
fra,1966,15992443
fra,1967,15559225
fra,1968,15230854
fra,1969,15134429
fra,1970,15039170
fra,1971,14947298
fra,1972,14855993
fra,1973,14761956
fra,1974,14657476
fra,1975,14601385
fra,1976,14641036
fra,1977,14669243
fra,1978,14690235
fra,1979,14711745
fra,1980,14738052
fra,1981,14771060
fra,1982,14807308
fra,1983,14846300
fra,1984,14887231
fra,1985,14928514
fra,1986,14970477
fra,1987,15013292
fra,1988,15055081
fra,1989,15093422
fra,1990,15108674
fra,1991,15091320
fra,1992,15065323
fra,1993,15029666
fra,1994,14984271
fra,1995,14937873
fra,1996,14889276
fra,1997,14841298
fra,1998,14795594
fra,1999,14752727
fra,2000,14697577
fra,2001,14647860
fra,2002,14598404
fra,2003,14545384
fra,2004,14495492
fra,2005,14449119
fra,2006,14393064
fra,2007,14326191
fra,2008,14247470
fra,2009,14159840
fra,2010,14066100
fra,2011,13968981
fra,2012,13868666
fra,2013,13770626
fra,2014,13664265
fra,2015,13539246
fra,2016,13400202
fra,2017,13263152
fra,2018,13122453
fra,2019,12972990
fra,2020,12819027
fro,1960,27220
fro,1961,27308
fro,1962,27365
fro,1963,27404
fro,1964,27427
fro,1965,27429
fro,1966,27467
fro,1967,27629
fro,1968,27789
fro,1969,27947
fro,1970,28105
fro,1971,28244
fro,1972,28384
fro,1973,28534
fro,1974,28657
fro,1975,28770
fro,1976,28867
fro,1977,28942
fro,1978,29201
fro,1979,29513
fro,1980,29823
fro,1981,30126
fro,1982,30422
fro,1983,30723
fro,1984,31045
fro,1985,31382
fro,1986,31756
fro,1987,32161
fro,1988,32542
fro,1989,32808
fro,1990,32812
fro,1991,32442
fro,1992,31847
fro,1993,31193
fro,1994,30567
fro,1995,30080
fro,1996,29737
fro,1997,29601
fro,1998,29660
fro,1999,29779
fro,2000,29755
fro,2001,29527
fro,2002,29275
fro,2003,29073
fro,2004,28918
fro,2005,28743
fro,2006,28606
fro,2007,28532
fro,2008,28437
fro,2009,28339
fro,2010,28239
fro,2011,28169
fro,2012,28120
fro,2013,28088
fro,2014,28059
fro,2015,28046
fro,2016,28048
fro,2017,28071
fro,2018,28097
fro,2019,28123
fro,2020,28147
fsm,1960,34579
fsm,1961,35578
fsm,1962,36573
fsm,1963,37599
fsm,1964,38721
fsm,1965,39932
fsm,1966,41301
fsm,1967,42772
fsm,1968,44201
fsm,1969,45380
fsm,1970,46179
fsm,1971,46525
fsm,1972,46501
fsm,1973,46332
fsm,1974,46379
fsm,1975,46800
fsm,1976,47642
fsm,1977,48838
fsm,1978,50323
fsm,1979,51951
fsm,1980,53648
fsm,1981,55498
fsm,1982,57458
fsm,1983,59438
fsm,1984,61382
fsm,1985,63247
fsm,1986,64976
fsm,1987,66575
fsm,1988,68114
fsm,1989,69715
fsm,1990,71440
fsm,1991,73341
fsm,1992,75344
fsm,1993,77282
fsm,1994,78935
fsm,1995,80578
fsm,1996,81804
fsm,1997,82560
fsm,1998,82979
fsm,1999,83253
fsm,2000,83421
fsm,2001,83239
fsm,2002,83128
fsm,2003,83031
fsm,2004,82815
fsm,2005,82435
fsm,2006,81850
fsm,2007,81134
fsm,2008,80446
fsm,2009,80003
fsm,2010,79968
fsm,2011,80374
fsm,2012,81176
fsm,2013,82243
fsm,2014,83378
fsm,2015,84435
fsm,2016,85388
fsm,2017,86262
fsm,2018,87067
fsm,2019,87848
fsm,2020,88643
gab,1960,413772
gab,1961,413081
gab,1962,411104
gab,1963,409281
gab,1964,407746
gab,1965,406551
gab,1966,405726
gab,1967,405108
gab,1968,404334
gab,1969,402982
gab,1970,400736
gab,1971,395909
gab,1972,390078
gab,1973,383528
gab,1974,376521
gab,1975,369284
gab,1976,361818
gab,1977,354139
gab,1978,346143
gab,1979,337830
gab,1980,329160
gab,1981,320219
gab,1982,318010
gab,1983,315739
gab,1984,313384
gab,1985,310976
gab,1986,308475
gab,1987,305855
gab,1988,301779
gab,1989,297510
gab,1990,292985
gab,1991,288227
gab,1992,283237
gab,1993,278048
gab,1994,275721
gab,1995,273440
gab,1996,270957
gab,1997,268327
gab,1998,265534
gab,1999,262570
gab,2000,259442
gab,2001,256218
gab,2002,252921
gab,2003,249694
gab,2004,246687
gab,2005,244014
gab,2006,241594
gab,2007,239410
gab,2008,237515
gab,2009,236045
gab,2010,234965
gab,2011,234298
gab,2012,233862
gab,2013,233384
gab,2014,232631
gab,2015,231425
gab,2016,229722
gab,2017,227625
gab,2018,225279
gab,2019,222885
gab,2020,220525
gbm,1960,21740
gbm,1961,21562
gbm,1962,21506
gbm,1963,21557
gbm,1964,21702
gbm,1965,21911
gbm,1966,22223
gbm,1967,22769
gbm,1968,23350
gbm,1969,23931
gbm,1970,24483
gbm,1971,25045
gbm,1972,25856
gbm,1973,26653
gbm,1974,27462
gbm,1975,28312
gbm,1976,29101
gbm,1977,29567
gbm,1978,30015
gbm,1979,30386
gbm,1980,30639
gbm,1981,30754
gbm,1982,30750
gbm,1983,30719
gbm,1984,30777
gbm,1985,31004
gbm,1986,31452
gbm,1987,32070
gbm,1988,32772
gbm,1989,33419
gbm,1990,33919
gbm,1991,34226
gbm,1992,34381
gbm,1993,34455
gbm,1994,34560
gbm,1995,34780
gbm,1996,35136
gbm,1997,35596
gbm,1998,36113
gbm,1999,36619
gbm,2000,37068
gbm,2001,37429
gbm,2002,37709
gbm,2003,37965
gbm,2004,38257
gbm,2005,38617
gbm,2006,39079
gbm,2007,39604
gbm,2008,40122
gbm,2009,40522
gbm,2010,40736
gbm,2011,40737
gbm,2012,40537
gbm,2013,40232
gbm,2014,39939
gbm,2015,39747
gbm,2016,39696
gbm,2017,39750
gbm,2018,39861
gbm,2019,39981
gbm,2020,40052
gbr,1960,11295344
gbr,1961,11418528
gbr,1962,11588798
gbr,1963,11749886
gbr,1964,11901600
gbr,1965,12053854
gbr,1966,12196452
gbr,1967,12339783
gbr,1968,12477844
gbr,1969,12608008
gbr,1970,12737421
gbr,1971,12839362
gbr,1972,12790427
gbr,1973,12723565
gbr,1974,12639936
gbr,1975,12547912
gbr,1976,12454324
gbr,1977,12359759
gbr,1978,12271069
gbr,1979,12192652
gbr,1980,12118256
gbr,1981,12062199
gbr,1982,12085470
gbr,1983,12117759
gbr,1984,12164599
gbr,1985,12220513
gbr,1986,12277190
gbr,1987,12331725
gbr,1988,12387604
gbr,1989,12448431
gbr,1990,12514322
gbr,1991,12569161
gbr,1992,12568650
gbr,1993,12564188
gbr,1994,12560917
gbr,1995,12559379
gbr,1996,12556499
gbr,1997,12554474
gbr,1998,12556019
gbr,1999,12563329
gbr,2000,12572963
gbr,2001,12562339
gbr,2002,12439896
gbr,2003,12323786
gbr,2004,12220136
gbr,2005,12131582
gbr,2006,12048279
gbr,2007,11970758
gbr,2008,11893520
gbr,2009,11813186
gbr,2010,11736055
gbr,2011,11658599
gbr,2012,11569870
gbr,2013,11477678
gbr,2014,11392615
gbr,2015,11313292
gbr,2016,11228768
gbr,2017,11135542
gbr,2018,11033746
gbr,2019,10926403
gbr,2020,10819646
geo,1960,2075477
geo,1961,2090349
geo,1962,2103850
geo,1963,2116256
geo,1964,2127156
geo,1965,2135939
geo,1966,2140828
geo,1967,2142021
geo,1968,2141408
geo,1969,2141260
geo,1970,2142101
geo,1971,2145027
geo,1972,2147142
geo,1973,2146323
geo,1974,2145057
geo,1975,2140769
geo,1976,2135940
geo,1977,2130131
geo,1978,2122022
geo,1979,2119585
geo,1980,2122292
geo,1981,2124502
geo,1982,2127121
geo,1983,2130315
geo,1984,2132914
geo,1985,2135888
geo,1986,2139042
geo,1987,2140742
geo,1988,2145850
geo,1989,2148180
geo,1990,2159075
geo,1991,2185875
geo,1992,2214567
geo,1993,2243390
geo,1994,2220726
geo,1995,2149958
geo,1996,2084148
geo,1997,2028799
geo,1998,1989403
geo,1999,1958910
geo,2000,1931011
geo,2001,1910922
geo,2002,1892142
geo,2003,1864034
geo,2004,1837288
geo,2005,1810550
geo,2006,1785270
geo,2007,1761043
geo,2008,1740846
geo,2009,1710767
geo,2010,1683754
geo,2011,1655877
geo,2012,1629406
geo,2013,1610308
geo,2014,1596856
geo,2015,1585179
geo,2016,1571628
geo,2017,1557150
geo,2018,1541599
geo,2019,1523815
geo,2020,1509450
gha,1960,5092406
gha,1961,5218603
gha,1962,5349801
gha,1963,5481298
gha,1964,5606633
gha,1965,5722017
gha,1966,5824554
gha,1967,5916289
gha,1968,6003327
gha,1969,6094113
gha,1970,6205869
gha,1971,6355392
gha,1972,6516864
gha,1973,6682511
gha,1974,6841040
gha,1975,6985269
gha,1976,7111877
gha,1977,7225671
gha,1978,7337571
gha,1979,7462369
gha,1980,7610696
gha,1981,7786287
gha,1982,7985316
gha,1983,8201833
gha,1984,8409920
gha,1985,8578318
gha,1986,8742638
gha,1987,8904626
gha,1988,9065023
gha,1989,9226515
gha,1990,9389745
gha,1991,9554784
gha,1992,9719945
gha,1993,9882461
gha,1994,10038032
gha,1995,10184615
gha,1996,10321038
gha,1997,10449172
gha,1998,10570419
gha,1999,10688436
gha,2000,10809844
gha,2001,10945141
gha,2002,11079829
gha,2003,11215334
gha,2004,11353041
gha,2005,11494574
gha,2006,11639795
gha,2007,11787623
gha,2008,11934845
gha,2009,12077979
gha,2010,12213128
gha,2011,12339952
gha,2012,12459321
gha,2013,12572643
gha,2014,12681435
gha,2015,12786683
gha,2016,12888366
gha,2017,12986134
gha,2018,13079667
