geo,time,bx_gsr_mrch_cd
chl,2002,18178137790.176
chl,2003,21650906897.8466
chl,2004,33025407003.93
chl,2005,41973992484.9
chl,2006,59380159233.432
chl,2007,68561364483.7296
chl,2008,64510142785.1327
chl,2009,55462671481.2967
chl,2010,71108528875.7787
chl,2011,81437843854.57629
chl,2012,78062990216.8251
chl,2013,76769937148.34659
chl,2014,75064697829.60739
chl,2015,62035090309.76
chl,2016,60718332353.9697
chl,2017,68823195509.89751
chl,2018,74708370904.22038
chl,2019,68762563590.5789
chl,2020,73485136686.07388
chn,1982,21125000000
chn,1983,20707000000
chn,1984,23905000000
chn,1985,25108000000
chn,1986,25756000000
chn,1987,34734000000
chn,1988,41054000000
chn,1989,43220000000
chn,1990,51519000000
chn,1991,58919000000
chn,1992,69568000000
chn,1993,75659000000
chn,1994,102561000000
chn,1995,128109690000
chn,1996,151077000000
chn,1997,82983000000
chn,1998,78985000000
chn,1999,83794000000
chn,2000,111331687000
chn,2001,118463000000
chn,2002,145460205585.42801
chn,2003,388297641441.49298
chn,2004,525615268320.74799
chn,2005,694870272887.86401
chn,2006,897660405046.06006
chn,2007,1122737097486.82007
chn,2008,1334555205546.61011
chn,2009,1119090663054.52002
chn,2010,1478072761421.33008
chn,2011,1807805443488.64966
chn,2012,1973516412824.4895
chn,2013,2148588935109.42969
chn,2014,2243761278997.20947
chn,2015,2142753416452.30005
chn,2016,1989518638921.97998
chn,2017,2216213798034.64941
chn,2018,2417442805605.75977
chn,2019,2386640081644.25
chn,2020,2497156045753.14014
civ,2005,7592014244.94057
civ,2006,8369453548.2966
civ,2007,8559332232.39308
civ,2008,10292930966.9804
civ,2009,11212909112.7035
civ,2010,11421347029.1804
civ,2011,12651630158.5433
civ,2012,12122759836.2616
civ,2013,12052756795.3893
civ,2014,12984780627.3135
civ,2015,11735247561.1794
civ,2016,10882922075.1041
civ,2017,11882442225.8025
civ,2018,11917663544.6429
civ,2019,12628493496.5634
civ,2020,12499992627.5662
cmr,1977,809061598.77461
cmr,1978,1095827955.64726
cmr,1979,1354117024.61603
cmr,1980,1657472249.56356
cmr,1981,1410583855.50348
cmr,1982,1357886517.17695
cmr,1983,1366692254.79424
cmr,1984,1588944749.8138
cmr,1985,1626330369.16738
cmr,1986,2076949866.0505
cmr,1987,1688646452.68034
cmr,1988,1841206243.14548
cmr,1989,1853807568.48436
cmr,1990,2125357466.70602
cmr,1991,1957449402.18471
cmr,1992,1934060664.32105
cmr,1993,1507720408.37399
cmr,1994,1454166375.60406
cmr,1995,1735916523.09712
cmr,1996,2002277654.03118
cmr,1997,2036426881.89631
cmr,1998,1878073849.02365
cmr,1999,1738499321.18691
cmr,2000,1979110409.14417
cmr,2001,1876726282.24898
cmr,2002,1971419814.07377
cmr,2003,2489016048.10836
cmr,2004,2713046684.27355
cmr,2005,3266523818.31354
cmr,2006,3852066024.5251
cmr,2007,4962602734.21857
cmr,2008,5865264029.11605
cmr,2009,4080607775.38641
cmr,2010,4317471246.33679
cmr,2011,5660319955.16292
cmr,2012,5756784861.19386
cmr,2013,6081523885.77037
cmr,2014,6571041691.30883
cmr,2015,5219111885.85913
cmr,2016,4590922014.49806
cmr,2017,4603426012.22501
cmr,2018,5184326571.14549
cmr,2019,5525592952.28896
cmr,2020,4415761476.81647
cod,2005,2402800000
cod,2006,2704700000
cod,2007,6147900000
cod,2008,6869800000
cod,2009,4371000000
cod,2010,8477900000
cod,2011,9471900000
cod,2012,8743370359.07694
cod,2013,11612971601.234
cod,2014,12321200000
cod,2015,10284773559.9695
cod,2016,11885542238.505
cod,2017,11548162610.2709
cod,2018,15966849816.9222
cod,2019,15031295906.3072
cod,2020,13788701762.6233
cog,1978,308190533.7087
cog,1979,495671234.42289
cog,1980,910608693.88127
cog,1981,1072702468.79505
cog,1982,1108505991.61809
cog,1983,1066172163.33009
cog,1984,1268375203.75278
cog,1985,1144746045.603
cog,1986,672645189.1495
cog,1987,876688672.7347
cog,1988,843194567.33867
cog,1989,1160471375.17824
cog,1990,1388721629.56062
cog,1991,1107736075.3748
cog,1992,1178729371.72693
cog,1993,1119145052.85109
cog,1994,958925607.37664
cog,1995,1286599269.22613
cog,1996,1654850900.71613
cog,1997,1661504005.40947
cog,1998,1367794851.69241
cog,1999,1560086656.15735
cog,2000,2491785279.52809
cog,2001,2055276749.40565
cog,2002,2288806312.2641
cog,2003,2636612478.42708
cog,2004,3433185978.57482
cog,2005,4745310278.87925
cog,2006,6065710446.04492
cog,2007,5705630140.3504
cog,2008,8096546333.42719
cog,2009,5756014211.37159
cog,2010,8530821774.42065
cog,2011,10917327704.1014
cog,2012,9972147692.02311
cog,2013,8923203922.46148
cog,2014,8866829319.37453
cog,2015,4678348641.61044
cog,2016,4355688722.04428
col,1968,604999999.99576
col,1969,671999999.99579
col,1970,787999999.99582
col,1971,754166459.9939
col,1972,978567700
col,1973,1262548989.99976
col,1974,1494502639.98371
col,1975,1683186550
col,1976,2201906799.99976
col,1977,2660000000
col,1978,3155392000.00049
col,1979,3441000000
col,1980,3986297059.99976
col,1981,3157725680
col,1982,3113768169.99969
col,1983,2970000000
col,1984,4273000000
col,1985,3650000000
col,1986,5331000000
col,1987,5661000000
col,1988,5343000000
col,1989,6031000000
col,1990,7079000000
col,1991,7507000000
col,1992,7263200000
col,1993,7428500000
col,1994,9050197139.30274
col,1995,10592634723.8552
col,1996,10972379029.6344
col,1997,12084264961.2819
col,1998,11479103737.2764
col,1999,12026896970.1229
col,2000,13744694741.4695
col,2001,12860428585.5171
col,2002,12367040811.6406
col,2003,13798246746.7421
col,2004,17194908680.9007
col,2005,21708662781.1619
col,2006,25166243997.519
col,2007,30555767082.0422
col,2008,38476021834.9556
col,2009,33977347462.3049
col,2010,40761915542.2437
col,2011,58262191478.33929
col,2012,61603864423.4594
col,2013,60282300133.7158
col,2014,56898749075.4359
col,2015,38572113082.3551
col,2016,34063233599.2272
col,2017,39785612624.17249
col,2018,42993049352.7615
col,2019,40655600659.58
col,2020,32308967194.8777
col,2021,42734943042.34129
com,1980,11189061.94179
com,1981,16417082.97183
com,1982,19582873.05072
com,1983,19469231.49096
com,1984,7046525.05057
com,1985,15688049.78338
com,1986,20366559.43438
com,1987,11599352.54651
com,1988,21480921.53144
com,1989,18049840.09072
com,1990,17934898.65251
com,1991,24356221.02968
com,1992,21428877.08845
com,1993,21581424.33752
com,1994,10785333.13263
com,1995,11315399.32423
com,2003,30078882.71171
com,2004,20841786.47026
com,2005,14391426.552
com,2006,13325022.74315
com,2007,16516178.64526
com,2008,9853670.62135
com,2009,18950564.53101
com,2010,22597938.06582
com,2011,25827376.35807
com,2012,19506081.17833
com,2014,25930916.6885
com,2015,16956644.83558
com,2016,30782877.95511
com,2017,39468627.35273
com,2018,43601538.24698
com,2019,40559137.00485
com,2020,22062069.41823
cpv,1977,1242418.76124
cpv,1978,3073174.51048
cpv,1979,4124702.80245
cpv,1980,9115140.2515
cpv,1981,6259412.393
cpv,1982,3973010.06411
cpv,1983,3300512.65363
cpv,1984,6926418.82708
cpv,1985,6121246.29406
cpv,1986,4003996.9264
cpv,1987,20875217.05631
cpv,1988,15092517.43157
cpv,1989,20659138.19802
cpv,1990,18095757.13728
cpv,1991,12707620.49247
cpv,1992,10760305.85229
cpv,1993,7242628.92006
cpv,1994,12173645.80895
cpv,1995,14484342.47051
cpv,1996,18936338.86309
cpv,1997,40176474.79698
cpv,1998,21089709.05019
cpv,1999,14738691.24732
cpv,2000,30611338.59428
cpv,2001,28272786.15427
cpv,2002,31905444.30654
cpv,2003,41396788.39972
cpv,2004,42887873.14797
cpv,2005,77161967.31026
cpv,2006,85794542.07843
cpv,2007,69639337.53963
cpv,2008,102832037.3377
cpv,2009,79732824.15915
cpv,2010,122722538.53758
cpv,2011,196644687.87342
cpv,2012,179474285.17634
cpv,2013,194991262.41624
cpv,2014,264970053.8376
cpv,2015,158562229.0507
cpv,2016,155431963.72126
cpv,2017,189532019.92969
cpv,2018,273628262.91846
cpv,2019,265687489.18531
cpv,2020,123874540.55281
cri,1977,827800000
cri,1978,863900000
cri,1979,942100000
cri,1980,1000900000
cri,1981,1002600000
cri,1982,869000000
cri,1983,852500000
cri,1984,997500000
cri,1985,939100000
cri,1986,1084800000
cri,1987,1106700000
cri,1988,1180700000
cri,1989,1333400000
cri,1990,1354200000
cri,1991,1498100000
cri,1992,1739100000
cri,1993,1866800000
cri,1994,2122000000
cri,1995,2569400000
cri,1996,2749610000
cri,1997,2902100000
cri,1998,3157610000
cri,1999,2626640447.4058
cri,2000,4179869135.036
cri,2001,4195020730.5886
cri,2002,4268892784.7902
cri,2003,4607352359.10552
cri,2004,5120469210.34135
cri,2005,5568947320.24932
cri,2006,6310766158.55492
cri,2007,6874209426.65225
cri,2008,7513776854.05464
cri,2009,6622878483.6075
cri,2010,7492546076.85638
cri,2011,8301379072.71927
cri,2012,8922635327.84351
cri,2013,8866326405.50414
cri,2014,9455567010.7669
cri,2015,9452400028.07706
cri,2016,10100261496.4268
cri,2017,10810697188.7037
cri,2018,11730272939.5114
cri,2019,11885109578.4694
cri,2020,11990863163.2364
cym,2016,634616538.46615
cym,2017,370426440.60835
cym,2018,309415669.51535
cym,2019,356958621.35956
cyp,1976,254083056.26655
cyp,1977,312406907.89804
cyp,1978,339212132.80843
cyp,1979,451129265.48893
cyp,1980,527684775.40617
cyp,1981,551454764.56101
cyp,1982,554076177.61487
cyp,1983,495404105.20264
cyp,1984,573093309.79982
cyp,1985,474898212.48548
cyp,1986,502756880.05742
cyp,1987,619626100.71886
cyp,1988,709128918.66591
cyp,1989,795350146.63468
cyp,1990,951580683.06494
cyp,1991,951707313.397
cyp,1992,985877870.44893
cyp,1993,867703089.80171
cyp,1994,967510580.24222
cyp,1995,1228725067.8849
cyp,1996,1392417618.0609
cyp,1997,1245774123.49549
cyp,1998,1064644192.45412
cyp,1999,1000280413.72305
cyp,2000,950924374.58138
cyp,2001,975220765.55789
cyp,2002,1007996873.95084
cyp,2003,1182564284.47826
cyp,2004,1572709688.55887
cyp,2005,2045509062.5305
cyp,2006,1979990175.62568
cyp,2007,1986029804.65242
cyp,2008,3354885865.57649
cyp,2009,3409478371.44805
cyp,2010,3563355681.85493
cyp,2011,4209069852.59877
cyp,2012,3898408569.63109
cyp,2013,3601380225.3254
cyp,2014,3550212103.12152
cyp,2015,3195208095.96379
cyp,2016,2874481795.60478
cyp,2017,3149178667.15912
cyp,2018,4387522636.62014
cyp,2019,3452526418.41964
cyp,2020,3372842509.41796
cze,1993,12099472139.4039
cze,1994,12297435856.937
cze,1995,15816447989.8108
cze,1996,16557225814.1139
cze,1997,16479009081.9361
cze,1998,18811902359.6741
cze,1999,18036216541.2731
cze,2000,19644621430.3602
cze,2001,22846619264.1024
cze,2002,26954555172.6038
cze,2003,35275253692.5164
cze,2004,56003940481.1234
cze,2005,71554951811.2085
cze,2006,85771675081.40988
cze,2007,107016716975.369
cze,2008,126345445809.80901
cze,2009,101025895120.847
cze,2010,115073264308.99699
cze,2011,137892683126.14001
cze,2012,134125048605.522
cze,2013,136995387018.164
cze,2014,146628931541.091
cze,2015,128168650727.52901
cze,2016,130930641058.735
cze,2017,145845995179.26999
cze,2018,161089096031.603
cze,2019,156104420900.974
cze,2020,146772446128.677
cze,2021,175126572751.173
deu,1971,38654323005.9639
deu,1972,46454007357.7571
deu,1973,66988467585.1718
deu,1974,90141425705.96899
deu,1975,91285823045.96208
deu,1976,102643268390.664
deu,1977,118007190940.375
deu,1978,142715506243.452
deu,1979,171637865299.94601
deu,1980,185925576749.45901
deu,1981,170205869481.327
deu,1982,170650666321.96701
deu,1983,162915005654.815
deu,1984,164764694240.479
deu,1985,177245975367.42801
deu,1986,233517543919.78799
deu,1987,279970503602.64301
deu,1988,310887919197.72101
deu,1989,328367734960.65698
deu,1990,396019650290.55798
deu,1991,383561249508.84302
deu,1992,408936148294.93298
deu,1993,360085337991.93103
deu,1994,405094818501.00598
deu,1995,494674447481.73499
deu,1996,495725242809.63599
deu,1997,483801821039.56799
deu,1998,510451073356.53198
deu,1999,510796609133.40698
deu,2000,517849235935.82294
deu,2001,536597295079.258
deu,2002,578744070285.67395
deu,2003,701377108385.78101
deu,2004,853216578347.98096
deu,2005,919536367261.401
deu,2006,1057726166441.94995
deu,2007,1270699461748.20996
deu,2008,1398512315698.76001
deu,2009,1074639899176.83997
deu,2010,1212405147421.92993
deu,2011,1430250701166.83008
deu,2012,1373515771448.1499
deu,2013,1423001937078.62988
deu,2014,1470308929758.62012
deu,2015,1294367188720.03003
deu,2016,1305093578991.92993
deu,2017,1419929740824.95996
deu,2018,1524788915956.5
deu,2019,1459838692433.41992
deu,2020,1356921085360.97998
deu,2021,1616752178813.78003
dji,1991,47861535.77799
dji,1992,37632018.72598
dji,1993,45346357.49292
dji,1994,47642090.69271
dji,1995,32010848.46473
dji,1996,29028646.02382
dji,1997,31172455.70304
dji,1998,27993315.36509
dji,1999,27492530.42691
dji,2000,31628226.26476
dji,2001,31616972.67065
dji,2002,35623252.17616
dji,2003,37249396.52602
dji,2004,37980880.1436
dji,2005,39500115.34934
dji,2006,55170745.15673
dji,2007,58068545.64176
dji,2008,68815728.02314
dji,2009,77368459.55177
dji,2010,85133439.49224
dji,2011,92701481.53567
dji,2012,117999561.10983
dji,2013,2401280659.01047
dji,2014,2703782895.6623
dji,2015,2582238452.40574
dji,2016,1732119445.64795
dji,2017,3162001114.10582
dji,2018,3521958575.52006
dji,2019,3996173778.00035
dji,2020,2784611835.40493
dma,1976,11098911.43297
dma,1977,12000000
dma,1978,15900000
dma,1979,9800000
dma,1980,10100000
dma,1981,19700000
dma,1982,25100000
dma,1983,27800000
dma,1984,25600000
dma,1985,28400000
dma,1986,44581481.48148
dma,1987,49292592.59259
dma,1988,57037037.03704
dma,1989,46303703.7037
dma,1990,56070370.37037
dma,1991,55648148.14815
dma,1992,55311111.11111
dma,1993,48511111.11111
dma,1994,47996296.2963
dma,1995,46092592.59259
dma,1996,52903703.7037
dma,1997,53762962.96296
dma,1998,63185185.18519
dma,1999,56003703.7037
dma,2000,54740740.74074
dma,2001,44380000
dma,2002,43606370.37037
dma,2003,41010000
dma,2004,42919551.48148
dma,2005,42909028.88889
dma,2006,44259658.14815
dma,2007,39018382.59259
dma,2008,43885135.18519
dma,2009,36815298.88889
dma,2010,37243385.55556
dma,2011,36169574.44444
dma,2012,38594799.25926
dma,2013,41033222.22222
dma,2014,38514367.85185
dma,2015,34876544.44815
dma,2016,25424905.10741
dma,2017,13007629.67407
dma,2018,11570724.8963
dma,2019,21183274.52237
dma,2020,15488131.55737
dnk,1975,8652347258.14635
dnk,1976,9052678418.55082
dnk,1977,10010602233.2404
dnk,1978,11806619914.7988
dnk,1979,14765642542.8142
dnk,1980,17022378064.2351
dnk,1981,16136152158.5358
dnk,1982,15684850065.1296
dnk,1983,16225528816.7515
dnk,1984,16090353371.471
dnk,1985,17123270131.8263
dnk,1986,21307093895.4436
dnk,1987,25694837779.1456
dnk,1988,27537191158.9094
dnk,1989,28728147845.1859
dnk,1990,36072155253.9296
dnk,1991,36782729567.0775
dnk,1992,40503730540.0351
dnk,1993,36947838869.9222
dnk,1994,41740792907.5886
dnk,1995,50348228652.08
dnk,1996,50734655473.5251
dnk,1997,48102870850.90951
dnk,1998,47907826571.1071
dnk,1999,49786592851.5934
dnk,2000,50083927656.511
dnk,2001,50466348572.0148
dnk,2002,55472556321.5598
dnk,2003,64537125819.9774
dnk,2004,75050248639.5383
dnk,2005,81513296556.44521
dnk,2006,90515014782.3362
dnk,2007,101638771022.04401
dnk,2008,118240215670.87601
dnk,2009,94720313341.5415
dnk,2010,101132497732.666
dnk,2011,117875531307.953
dnk,2012,111287869318.11
dnk,2013,116915294591.364
dnk,2014,119447342127.677
dnk,2015,103346471591.10899
dnk,2016,103821402563.31799
dnk,2017,111276842775.28799
dnk,2018,119312014794.52299
dnk,2019,121405100196.431
dnk,2020,119454515881.123
dnk,2021,141824702036.478
dom,1968,163500000
dom,1969,183400000
dom,1970,214000000
dom,1971,240700000
dom,1972,347600000
dom,1973,442100000
dom,1974,636800000
dom,1975,893800000
dom,1976,716400000
dom,1977,780500000
dom,1978,675500000
dom,1979,868600000
dom,1980,961900000
dom,1981,1188000000
dom,1982,767700000
dom,1983,785200000
dom,1984,868100000
dom,1985,738500000
dom,1986,722100000
dom,1987,711300000
dom,1988,889700000
dom,1989,924400000
dom,1990,734500000
dom,1991,658300000
dom,1992,562500000
dom,1993,602100000
dom,1994,736400000
dom,1995,872100000
dom,1996,945500000
dom,1997,1017300000
dom,1998,880300000
dom,1999,805200000
dom,2000,966100000
dom,2001,794700000
dom,2002,847700000
dom,2003,1064000000
dom,2004,1250700000
dom,2005,1395100000
dom,2006,1931400000
dom,2007,2635100000
dom,2008,2393400000
dom,2009,1689300000
dom,2010,6816000000
dom,2011,8361600000
dom,2012,8935500000
dom,2013,9424400000
dom,2014,9898900000
dom,2015,9441800000
dom,2016,9839600000
dom,2017,10134600000
dom,2018,10638100000
dom,2019,11192700000
dom,2020,10297300000
dza,1977,6008790000.06241
dza,1978,6339796769.04102
dza,1979,9483901108.01671
dza,1980,13651773968.0391
dza,1981,14116938313.3983
dza,1982,13509235789.0497
dza,1983,12742231877.0344
dza,1984,12791933178.8858
dza,1985,13034130235.8885
dza,1986,8064535565.80267
dza,1987,9028522137.77709
dza,1988,7620249883.06104
dza,1989,9533869206.49664
dza,1990,12963761313.8326
dza,1991,12330295094.835
dza,2005,46333999999.9979
dza,2006,54740000000.0024
dza,2007,60490141390.8794
dza,2008,78062556458.67551
dza,2009,45174562427.4692
dza,2010,57098374720.2374
dza,2011,72779523483.567
dza,2012,71438958669.50349
dza,2013,64817044406.842
dza,2014,60033584183.5462
dza,2015,34449182417.5878
dza,2016,29316936939.4037
dza,2017,34569616295.8512
dza,2018,41123518094.3812
dza,2019,35312712054.1986
dza,2020,21914992637.4198
ecu,1976,1307200000
ecu,1977,1400800000
ecu,1978,1529200000
ecu,1979,2150500000
ecu,1980,2520000000
ecu,1981,2527000000
ecu,1982,2327000000
ecu,1983,2348000000
ecu,1984,2621000000
ecu,1985,2905000000
ecu,1986,2200000000
ecu,1987,2021000000
ecu,1988,2205000000
ecu,1989,2354000000
ecu,1990,2724000000
ecu,1991,2851000000
ecu,1992,3101000000
ecu,1993,3135850000
ecu,1994,3935910000
ecu,1995,4460310000
ecu,1996,4919420000
ecu,1997,5356470000
ecu,1998,4322150000
ecu,1999,4611490000
ecu,2000,5051684520
ecu,2001,4813295870.85
ecu,2002,5251182681.8
ecu,2003,6440426912
ecu,2004,7962153640.66667
ecu,2005,10461690880.6726
ecu,2006,13170091670.2452
ecu,2007,14864155481.6262
ecu,2008,19454767463.4224
ecu,2009,14406025923.6318
ecu,2010,18131092037.8198
ecu,2011,23076323024.1758
ecu,2012,24562898323.1091
ecu,2013,25580775039.4462
ecu,2014,26590481332.9437
ecu,2015,19042747807.6294
ecu,2016,17413375499.0811
ecu,2017,19549206752.6827
ecu,2018,22157179400.2841
ecu,2019,22773849435.844
ecu,2020,20461375147.3596
egy,1977,1973907826.30917
egy,1978,1938896773.46034
egy,1979,2424000003.46286
egy,1980,3853571434.07653
egy,1981,3998714291.42674
egy,1982,4018000005.74
egy,1983,3693000005.27571
egy,1984,3864142859.44294
egy,1985,3835571428.57143
egy,1986,2632285714.28571
egy,1987,3115142857.14286
egy,1988,2769714285.71429
egy,1989,3118818181.81819
egy,1990,3924000000
egy,1991,4164000000
egy,1992,3670000000
egy,1993,3545000000
egy,1994,4044000000
egy,1995,4670000000
egy,1996,4779000000
egy,1997,5525300000
egy,1998,4403000000
egy,1999,5236500000
egy,2000,7061000000
egy,2001,7024900000
egy,2002,7117700000
egy,2003,8987300000
egy,2004,12319600000
egy,2005,16073200000
egy,2006,20545600000
egy,2007,24454600000
egy,2008,29849000000
egy,2009,23089300000
egy,2010,25024200000
egy,2011,27913400000
egy,2012,26834500000
egy,2013,26533700000
egy,2014,25268700000
egy,2015,19030900000
egy,2016,20018300000
egy,2017,23339400000
egy,2018,28045807000
egy,2019,28472107000
egy,2020,25049007000
eri,1992,16385553.26512
eri,1993,41863090.35417
eri,1994,77931289.91945
eri,1995,85919591.89312
eri,1996,97918681.95821
eri,1997,56381306.11826
eri,1998,28092401.18215
eri,1999,20678663.241
eri,2000,36808601.80412
esp,1975,7821050191.67188
esp,1976,9015180711.17643
esp,1977,10600891398.1145
esp,1978,13491229192.842
esp,1979,18356978259.2883
esp,1980,20546771286.8606
esp,1981,20973667222.4509
esp,1982,21288329911.1421
esp,1983,20004108399.523
esp,1984,22964530676.3909
esp,1985,23959552537.1693
esp,1986,26875768096.4645
esp,1987,33861409837.0844
esp,1988,39945426891.8287
esp,1989,43783030149.9251
esp,1990,55657617113.92071
esp,1991,60166814752.77609
esp,1992,65847035600.8744
esp,1993,62018683095.783
esp,1994,73968443401.36031
esp,1995,93490417576.2292
esp,1996,103236926608.26401
esp,1997,107554906595.80499
esp,1998,111179652835.47
esp,1999,114768537034.72501
esp,2000,117680994767.657
esp,2001,118911233064.41701
esp,2002,127738943901.05299
esp,2003,158380133868.017
esp,2004,186630563855.41199
esp,2005,195073930627.47601
esp,2006,213661282299.758
esp,2007,262113097280.69
esp,2008,285322727190.13898
esp,2009,229830701310.591
esp,2010,254565471687.30096
esp,2011,304217312788.84601
esp,2012,291515484569.74902
esp,2013,316521411544.48602
esp,2014,321490862992.75098
esp,2015,280504041252.89301
esp,2016,287115703485.672
esp,2017,317495895728.12402
esp,2018,344006673513.25201
esp,2019,329944186692.50598
esp,2020,302569527278.84003
est,1992,460704442.15568
est,1993,802659772.7461
est,1994,995147150.20989
est,1995,1296073530.32741
est,1996,1381151001.44151
est,1997,1703041667.23994
est,1998,1866911681.5347
est,1999,1660900216.94836
est,2000,1899671626.13249
est,2001,2083603333.18461
est,2002,2410337384.8692
est,2003,3304958150.34793
est,2004,4384188267.32324
est,2005,5730412672.49104
est,2006,6977192637.62137
est,2007,9388339875.93044
est,2008,10546418657.3923
est,2009,7395356975.82548
est,2010,9910386285.20101
est,2011,14456267678.8214
est,2012,13807600113.4807
est,2013,14563648094.0192
est,2014,14643222703.9365
est,2015,11862878802.1071
est,2016,12435597761.9044
est,2017,13525047598.624
est,2018,14871513607.2961
est,2019,14936753100.3865
est,2020,15323873842.1761
est,2021,19253740407.8007
eth,1977,333285024.3156
eth,1978,306183575.02714
eth,1979,430338164.4591
eth,1980,419323671.70016
eth,1981,374106280.37396
eth,1982,402801932.56174
eth,1983,402608695.84667
eth,1984,416811594.30899
eth,1985,332850241.54589
eth,1986,477149758.45411
eth,1987,355217391.30435
eth,1988,400000000
eth,1989,443816425.12077
eth,1990,291980676.3285
eth,1991,167632850.24155
eth,1992,169883574.87923
eth,1993,198840000
eth,1994,371965735.31769
eth,1995,423017569.04417
eth,1996,417479306.65449
eth,1997,588275137.45088
eth,1998,560345145.52723
eth,1999,467354433.97475
eth,2000,486065462.14467
eth,2001,508324153.03241
eth,2002,550935675.33905
eth,2003,496388183.0429
eth,2004,678301895.40361
eth,2005,917349757.39893
eth,2006,1055546060.46229
eth,2007,1350794630.05577
eth,2008,1718581217.45734
eth,2009,1694678620.95028
eth,2010,2479500107.65786
eth,2011,3029375494.38378
eth,2012,3257974058.93416
eth,2013,3014456726.22335
eth,2014,3418298315.4887
eth,2015,2920026146.26227
eth,2016,2810825746.44823
eth,2017,3030123287.55003
eth,2018,2705000196.27973
eth,2019,2745929326.97562
eth,2020,3252826739.31433
fin,1975,5508465756.50441
fin,1976,6294638574.51077
fin,1977,7609271346.94617
fin,1978,8503558295.07661
fin,1979,11099776680.7886
fin,1980,14069599975.8196
fin,1981,13661606806.5806
fin,1982,12841855332.0074
fin,1983,12172115935.2368
fin,1984,13086767064.9539
fin,1985,13351143765.3209
fin,1986,16030893468.4666
fin,1987,19107723395.1615
fin,1988,21851474034.5598
fin,1989,22921232969.1828
fin,1990,26139225393.2841
fin,1991,22760613233.032
fin,1992,23815417043.4143
fin,1993,23366648233.6258
fin,1994,29544029074.1594
fin,1995,39785143630.0369
fin,1996,39959402070.3162
fin,1997,40426237604.99809
fin,1998,42040115762.7912
fin,1999,41228677570.1832
fin,2000,45051988704.21449
fin,2001,42362126737.3176
fin,2002,48006719028.7205
fin,2003,55564828656.2546
fin,2004,65704638524.8219
fin,2005,70041740216.7
fin,2006,81902890483.0222
fin,2007,98615710257.7753
fin,2008,105433838866.239
fin,2009,71766068828.67349
fin,2010,75038955325.3968
fin,2011,83030370296.27969
fin,2012,76760162737.18689
fin,2013,77796801806.15862
fin,2014,74459455558.63271
fin,2015,58806695990.1065
fin,2016,58351635008.57529
fin,2017,67198318453.92049
fin,2018,74302405230.61369
fin,2019,72690213779.78909
fin,2020,67773997281.8958
fin,2021,83375382293.21779
fji,1979,270166705.22935
fji,1980,373561368.63315
fji,1981,314722248.94485
fji,1982,286943410.23986
fji,1983,240919470.54574
fji,1984,258092426.06562
fji,1985,235272870.52525
fji,1986,275849081.88421
fji,1987,328494000.52257
fji,1988,372869703.02568
fji,1989,377123595.50562
fji,1990,415555768.1378
fji,1991,362574823.4142
fji,1992,349769265.61428
fji,1993,370936096.38242
fji,1994,490190386.74976
fji,1995,519649205.97298
fji,1996,672201239.93444
fji,1997,535646873.43065
fji,1998,428927346.08964
fji,1999,537716570.41315
fji,2000,530125262.74802
fji,2001,496959366.84032
fji,2002,464124766.06766
fji,2003,651015610.40045
fji,2004,634301946.21316
fji,2005,680569041.22578
fji,2006,659151820.71196
fji,2007,722647098.88801
fji,2008,901997972.19734
fji,2009,615098781.72236
fji,2010,819747577.51913
fji,2011,1071737361.20346
fji,2012,1205131843.83935
fji,2013,1143327158.56036
fji,2014,1208532271.1784
fji,2015,970193385.83328
fji,2016,921839857.48945
fji,2017,987051789.15886
fji,2018,1003626839.86929
fji,2019,1026264878.14474
fji,2020,819285988.0635
fra,1975,50277985062.1309
fra,1976,54049128454.5787
fra,1977,61762929556.2259
fra,1978,75223478833.54579
fra,1979,95367765892.394
fra,1980,107886461275.27699
fra,1981,100652293433.703
fra,1982,91745655499.5027
fra,1983,89883912825.6524
fra,1984,92636176309.85568
fra,1985,95969397581.95088
fra,1986,118751644652.604
fra,1987,141121810766.21399
fra,1988,160223610884.5
fra,1989,171543341410.039
fra,1990,207665874441.311
fra,1991,208616818435.27097
fra,1992,226870276571.76599
fra,1993,199239762514.71301
fra,1994,224509589368.13599
fra,1995,270595648089.98801
fra,1996,274325727602.03
fra,1997,282080806733.41498
fra,1998,297937402620.63898
fra,1999,296888441561.927
fra,2000,293575962151.94897
fra,2001,291429405978.06598
fra,2002,305728559509.91998
fra,2003,359538130318.68903
fra,2004,416747018805.29297
fra,2005,439682814150.17902
fra,2006,485050114198.17999
fra,2007,544317055319.31299
fra,2008,603017980306.93896
fra,2009,471024855361.83698
fra,2010,507694913963.36298
fra,2011,586877089234.02905
fra,2012,560945162396.047
fra,2013,582360831410.26294
fra,2014,580548777451.35291
fra,2015,521964034560.04694
fra,2016,521165544454.914
fra,2017,559707627133.76697
fra,2018,613300698820.32605
fra,2019,597389200966.81396
fra,2020,504700901793.14001
fra,2021,619222787100.56897
fro,1998,442170000
fro,1999,472100000
fro,2000,476780000
fro,2001,516160000
fro,2002,537350000
fro,2003,593740000
fro,2004,618710382.7099
fro,2005,603271415.63238
fro,2006,650545533.5904
fro,2007,745177953.88263
fro,2008,852401883.15479
fro,2009,765685711.24335
fro,2010,835113982.83451
fro,2011,1005991137.53082
fsm,2009,45043800
fsm,2010,57029100
fsm,2011,58659300
fsm,2012,84021800
fsm,2013,92498000
fsm,2014,88086500
gab,1978,1308629874.24229
gab,1979,1815001013.83095
