geo,time,sl_uem_1524_fe_zs
lao,1995,5.949
lao,1996,5.715
lao,1997,5.467
lao,1998,5.468
lao,1999,4.888
lao,2000,4.716
lao,2001,4.424
lao,2002,4.106
lao,2003,3.782
lao,2004,3.446
lao,2005,3.084
lao,2006,2.726
lao,2007,2.464
lao,2008,2.155
lao,2009,1.861
lao,2010,1.533
lao,2011,1.595
lao,2012,1.652
lao,2013,1.712
lao,2014,1.786
lao,2015,1.862
lao,2016,1.933
lao,2017,2.006
lao,2018,2.093
lao,2019,2.182
lao,2020,2.532
lbn,1991,19.078
lbn,1992,19.149
lbn,1993,19.381
lbn,1994,19.632
lbn,1995,19.939
lbn,1996,20.101
lbn,1997,20.488
lbn,1998,20.419
lbn,1999,20.415
lbn,2000,20.286
lbn,2001,19.797
lbn,2002,19.297
lbn,2003,18.761
lbn,2004,18.183
lbn,2005,18.644
lbn,2006,19.335
lbn,2007,19.898
lbn,2008,19.841
lbn,2009,19.723
lbn,2010,20.04
lbn,2011,20.306
lbn,2012,20.43
lbn,2013,20.555
lbn,2014,20.719
lbn,2015,20.895
lbn,2016,21.067
lbn,2017,21.252
lbn,2018,21.446
lbn,2019,21.637
lbn,2020,24.46
lbr,1991,4.359
lbr,1992,4.311
lbr,1993,4.263
lbr,1994,4.221
lbr,1995,4.135
lbr,1996,4.052
lbr,1997,4.016
lbr,1998,3.988
lbr,1999,3.989
lbr,2000,3.971
lbr,2001,3.991
lbr,2002,3.976
lbr,2003,3.993
lbr,2004,3.958
lbr,2005,3.941
lbr,2006,3.924
lbr,2007,3.91
lbr,2008,3.9
lbr,2009,3.889
lbr,2010,3.872
lbr,2011,3.231
lbr,2012,2.573
lbr,2013,1.894
lbr,2014,1.197
lbr,2015,1.197
lbr,2016,2.194
lbr,2017,2.246
lbr,2018,2.301
lbr,2019,2.358
lbr,2020,3.218
lby,1991,54.171
lby,1992,54.86
lby,1993,55.274
lby,1994,55.617
lby,1995,56.456
lby,1996,56.663
lby,1997,57.321
lby,1998,57.944
lby,1999,58.583
lby,2000,59.189
lby,2001,59.909
lby,2002,60.542
lby,2003,60.929
lby,2004,61.881
lby,2005,62.503
lby,2006,63.422
lby,2007,64.219
lby,2008,65.107
lby,2009,66.007
lby,2010,66.707
lby,2011,67.912
lby,2012,68.055
lby,2013,69.217
lby,2014,69.384
lby,2015,69.616
lby,2016,69.668
lby,2017,69.338
lby,2018,69.498
lby,2019,69.866
lby,2020,70.86
lca,1991,35.406
lca,1992,35.396
lca,1993,35.816
lca,1994,36.289
lca,1995,33.438
lca,1996,31.269
lca,1997,38.442
lca,1998,42.196
lca,1999,33.131
lca,2000,34.216
lca,2001,36.702
lca,2002,38.933
lca,2003,45.806
lca,2004,41.053
lca,2005,38.03
lca,2006,34.29
lca,2007,32.185
lca,2008,25.988
lca,2009,29.7
lca,2010,33.802
lca,2011,37.762
lca,2012,40.022
lca,2013,45.602
lca,2014,44.636
lca,2015,44.023
lca,2016,43.179
lca,2017,42.597
lca,2018,39.322
lca,2019,33.062
lca,2020,35.859
lka,1991,48.215
lka,1992,48.115
lka,1993,45.41
lka,1994,45.288
lka,1995,44.23
lka,1996,43.544
lka,1997,41.759
lka,1998,32.912
lka,1999,34.307
lka,2000,30.655
lka,2001,31.582
lka,2002,36.69
lka,2003,37.181
lka,2004,39.223
lka,2005,39.306
lka,2006,29.323
lka,2007,28.818
lka,2008,26.176
lka,2009,28.278
lka,2010,23.763
lka,2011,24.743
lka,2012,23.056
lka,2013,24.555
lka,2014,25.865
lka,2015,25.794
lka,2016,27.875
lka,2017,23.417
lka,2018,29.103
lka,2019,29.577
lka,2020,34.409
lso,1991,61.951
lso,1992,62.938
lso,1993,64.07
lso,1994,64.974
lso,1995,65.976
lso,1996,66.692
lso,1997,67.489
lso,1998,65.709
lso,1999,63.942
lso,2000,62.257
lso,2001,60.867
lso,2002,59.555
lso,2003,58.048
lso,2004,56.72
lso,2005,55.246
lso,2006,53.878
lso,2007,52.493
lso,2008,51.042
lso,2009,49.749
lso,2010,48.104
lso,2011,46.735
lso,2012,45.233
lso,2013,43.784
lso,2014,43.355
lso,2015,42.823
lso,2016,42.253
lso,2017,41.775
lso,2018,41.068
lso,2019,40.318
lso,2020,43.57
ltu,1991,1.834
ltu,1992,2.005
ltu,1993,22.771
ltu,1994,22.495
ltu,1995,28.131
ltu,1996,26.123
ltu,1997,22.326
ltu,1998,18.907
ltu,1999,20.995
ltu,2000,27.288
ltu,2001,24.624
ltu,2002,21.612
ltu,2003,32.983
ltu,2004,16.523
ltu,2005,15.444
ltu,2006,9.963
ltu,2007,10.468
ltu,2008,13.918
ltu,2009,22.405
ltu,2010,31.599
ltu,2011,29.341
ltu,2012,22.663
ltu,2013,20.354
ltu,2014,18.713
ltu,2015,16.637
ltu,2016,12.614
ltu,2017,11.655
ltu,2018,10.078
ltu,2019,9.273
ltu,2020,17.417
lux,1991,2.534
lux,1992,3.111
lux,1993,4.256
lux,1994,7.252
lux,1995,7.834
lux,1996,8.31
lux,1997,9.197
lux,1998,7.084
lux,1999,7.415
lux,2000,7.318
lux,2001,5.502
lux,2002,9.032
lux,2003,12.253
lux,2004,22.509
lux,2005,16.293
lux,2006,15.057
lux,2007,16.67
lux,2008,23.984
lux,2009,17.706
lux,2010,10.153
lux,2011,20.81
lux,2012,18.562
lux,2013,10.885
lux,2014,17.865
lux,2015,15.619
lux,2016,17.961
lux,2017,13.21
lux,2018,11.853
lux,2019,15.899
lux,2020,21.234
lva,1991,5.359
lva,1992,13.12
lva,1993,32.613
lva,1994,36.163
lva,1995,36.753
lva,1996,39.867
lva,1997,28.69
lva,1998,26.123
lva,1999,19.599
lva,2000,21.705
lva,2001,24.041
lva,2002,25.396
lva,2003,26.656
lva,2004,30.856
lva,2005,18.442
lva,2006,16.075
lva,2007,9.963
lva,2008,13.136
lva,2009,29.287
lva,2010,34.768
lva,2011,30.59
lva,2012,29.417
lva,2013,24.895
lva,2014,19.915
lva,2015,14.124
lva,2016,12.114
lva,2017,15.428
lva,2018,11.859
lva,2019,10.175
lva,2020,15.563
mac,1991,4.569
mac,1992,2.905
mac,1993,2.332
mac,1994,3.074
mac,1995,3.459
mac,1996,4.154
mac,1997,5.135
mac,1998,5.853
mac,1999,7.345
mac,2000,7.563
mac,2001,6.274
mac,2002,7.169
mac,2003,7.194
mac,2004,7.497
mac,2005,5.934
mac,2006,5.874
mac,2007,4.166
mac,2008,4.372
mac,2009,5.663
mac,2010,3.4
mac,2011,4.589
mac,2012,4.156
mac,2013,2.949
mac,2014,3.074
mac,2015,3.52
mac,2016,3.45
mac,2017,4.088
mac,2018,4.374
mac,2019,4.148
mac,2020,6.17
mar,1991,17.624
mar,1992,17.724
mar,1993,17.603
mar,1994,17.324
mar,1995,17.48
mar,1996,17.052
mar,1997,17.155
mar,1998,16.869
mar,1999,16.825
mar,2000,16.827
mar,2001,16.597
mar,2002,16.882
mar,2003,15.979
mar,2004,14.523
mar,2005,14.425
mar,2006,14.174
mar,2007,12.91
mar,2008,16.178
mar,2009,14.612
mar,2010,16.065
mar,2011,17.5
mar,2012,19.268
mar,2013,18.316
mar,2014,17.736
mar,2015,21.544
mar,2016,22.787
mar,2017,23.065
mar,2018,23.435
mar,2019,23.776
mar,2020,27.5
mda,1991,3.566
mda,1992,6.937
mda,1993,6.67
mda,1994,10.622
mda,1995,9.324
mda,1996,13.772
mda,1997,13.509
mda,1998,17.005
mda,1999,18.637
mda,2000,14.848
mda,2001,13.871
mda,2002,12.598
mda,2003,17.067
mda,2004,17.581
mda,2005,18.391
mda,2006,15.993
mda,2007,13.822
mda,2008,12.531
mda,2009,14.939
mda,2010,14.99
mda,2011,15.718
mda,2012,13.424
mda,2013,12.593
mda,2014,9.876
mda,2015,12.79
mda,2016,11.612
mda,2017,12.969
mda,2018,8.76
mda,2019,9.369
mda,2020,12.228
mdg,1991,6.948
mdg,1992,6.935
mdg,1993,6.963
mdg,1994,7.005
mdg,1995,7.022
mdg,1996,7.046
mdg,1997,7.063
mdg,1998,7.087
mdg,1999,7.108
mdg,2000,7.134
mdg,2001,6.471
mdg,2002,6.996
mdg,2003,7.275
mdg,2004,5.056
mdg,2005,2.798
mdg,2006,3.166
mdg,2007,3.583
mdg,2008,4.074
mdg,2009,4.729
mdg,2010,5.572
mdg,2011,3.647
mdg,2012,1.036
mdg,2013,1.668
mdg,2014,2.299
mdg,2015,2.936
mdg,2016,2.99
mdg,2017,3.048
mdg,2018,3.109
mdg,2019,3.166
mdg,2020,4.013
mdv,1991,3.319
mdv,1992,3.25
mdv,1993,3.171
mdv,1994,3.1
mdv,1995,3.009
mdv,1996,3.447
mdv,1997,3.88
mdv,1998,4.298
mdv,1999,4.708
mdv,2000,5.108
mdv,2001,6.829
mdv,2002,8.711
mdv,2003,10.563
mdv,2004,12.209
mdv,2005,13.622
mdv,2006,16.224
mdv,2007,17.612
mdv,2008,19.482
mdv,2009,20.849
mdv,2010,19.9
mdv,2011,18.531
mdv,2012,16.997
mdv,2013,15.711
mdv,2014,14.31
mdv,2015,12.813
mdv,2016,11.351
mdv,2017,11.093
mdv,2018,10.859
mdv,2019,10.597
mdv,2020,12.295
mex,1991,5.951
mex,1992,6.249
mex,1993,6.399
mex,1994,8.47
mex,1995,15.639
mex,1996,12.674
mex,1997,10.838
mex,1998,9.02
mex,1999,6.307
mex,2000,6.403
mex,2001,6.851
mex,2002,8.19
mex,2003,9.826
mex,2004,11.585
mex,2005,8.158
mex,2006,8.067
mex,2007,8.168
mex,2008,8.668
mex,2009,11.152
mex,2010,10.467
mex,2011,10.719
mex,2012,10.267
mex,2013,10.671
mex,2014,10.623
mex,2015,9.896
mex,2016,8.634
mex,2017,7.923
mex,2018,7.558
mex,2019,7.951
mex,2020,8.613
mkd,1991,53.138
mkd,1992,55.772
mkd,1993,58.198
mkd,1994,62.729
mkd,1995,71.733
mkd,1996,77.128
mkd,1997,70.72
mkd,1998,65.843
mkd,1999,58.756
mkd,2000,61.868
mkd,2001,57.636
mkd,2002,58.507
mkd,2003,66.643
mkd,2004,66.809
mkd,2005,65.357
mkd,2006,60.833
mkd,2007,58.144
mkd,2008,57.356
mkd,2009,59.366
mkd,2010,53.325
mkd,2011,54.796
mkd,2012,51.727
mkd,2013,50.917
mkd,2014,54.93
mkd,2015,43.31
mkd,2016,48.703
mkd,2017,48.498
mkd,2018,43.159
mkd,2019,38.843
mkd,2020,39.854
mli,1991,5.153
mli,1992,5.116
mli,1993,4.994
mli,1994,4.896
mli,1995,4.814
mli,1996,4.695
mli,1997,4.611
mli,1998,6.042
mli,1999,7.489
mli,2000,8.962
mli,2001,10.267
mli,2002,11.787
mli,2003,13.142
mli,2004,14.634
mli,2005,15.469
mli,2006,16.357
mli,2007,17.223
mli,2008,16.222
mli,2009,15.223
mli,2010,14.196
mli,2011,12.38
mli,2012,12.208
mli,2013,12.001
mli,2014,7.154
mli,2015,19.73
mli,2016,19.482
mli,2017,19.225
mli,2018,19.151
mli,2019,19.073
mli,2020,19.545
mlt,1991,9.966
mlt,1992,10.021
mlt,1993,10.091
mlt,1994,10.109
mlt,1995,10.105
mlt,1996,10.134
mlt,1997,10.244
mlt,1998,10.262
mlt,1999,10.343
mlt,2000,10.434
mlt,2001,14.652
mlt,2002,14.195
mlt,2003,19.788
mlt,2004,18.242
mlt,2005,16.138
mlt,2006,14.472
mlt,2007,11.85
mlt,2008,10.008
mlt,2009,12.581
mlt,2010,11.877
mlt,2011,12.913
mlt,2012,14.564
mlt,2013,10.404
mlt,2014,9.552
mlt,2015,9.874
mlt,2016,11.396
mlt,2017,9.978
mlt,2018,6.824
mlt,2019,8.037
mlt,2020,8.05
mmr,1991,1.675
mmr,1992,1.539
mmr,1993,1.601
mmr,1994,1.591
mmr,1995,1.607
mmr,1996,1.622
mmr,1997,1.639
mmr,1998,1.643
mmr,1999,1.589
mmr,2000,1.569
mmr,2001,1.619
mmr,2002,1.63
mmr,2003,1.631
mmr,2004,1.659
mmr,2005,1.683
mmr,2006,1.719
mmr,2007,1.757
mmr,2008,1.792
mmr,2009,1.802
mmr,2010,1.814
mmr,2011,1.828
mmr,2012,1.809
mmr,2013,1.794
mmr,2014,1.781
mmr,2015,1.765
mmr,2016,3.235
mmr,2017,4.78
mmr,2018,2.175
mmr,2019,1.591
mmr,2020,2.611
mne,1991,54.953
mne,1992,55.495
mne,1993,56.13
mne,1994,57.931
mne,1995,59.619
mne,1996,60.561
mne,1997,60.989
mne,1998,61.632
mne,1999,60.954
mne,2000,62.902
mne,2001,63.446
mne,2002,64.401
mne,2003,65.378
mne,2004,66.597
mne,2005,67.553
mne,2006,54.247
mne,2007,40.037
mne,2008,35.088
mne,2009,39.487
mne,2010,39.865
mne,2011,38.757
mne,2012,37.894
mne,2013,37.756
mne,2014,35.636
mne,2015,34.612
mne,2016,34.843
mne,2017,33.29
mne,2018,23.654
mne,2019,24.401
mne,2020,40.306
mng,1991,11.072
mng,1992,10.993
mng,1993,10.765
mng,1994,10.599
mng,1995,10.491
mng,1996,10.602
mng,1997,10.562
mng,1998,10.574
mng,1999,10.567
mng,2000,10.592
mng,2001,10.531
mng,2002,10.472
mng,2003,10.836
mng,2004,11.017
mng,2005,11.4
mng,2006,11.655
mng,2007,11.9
mng,2008,8.619
mng,2009,10.6
mng,2010,13.872
mng,2011,10.147
mng,2012,9.082
mng,2013,13.017
mng,2014,12.503
mng,2015,13.742
mng,2016,21.12
mng,2017,21.527
mng,2018,17.921
mng,2019,17.642
mng,2020,19.108
moz,1991,3.231
moz,1992,3.228
moz,1993,3.136
moz,1994,3.117
moz,1995,3.102
moz,1996,3.017
moz,1997,2.96
moz,1998,3.181
moz,1999,3.394
moz,2000,3.654
moz,2001,3.836
moz,2002,4.072
moz,2003,4.311
moz,2004,4.528
moz,2005,4.757
moz,2006,4.968
moz,2007,5.203
moz,2008,5.435
moz,2009,5.671
moz,2010,5.899
moz,2011,6.124
moz,2012,6.355
moz,2013,6.586
moz,2014,6.811
moz,2015,7.045
moz,2016,7.077
moz,2017,7.09
moz,2018,7.106
moz,2019,7.131
moz,2020,7.657
mrt,1991,16.091
mrt,1992,16.079
mrt,1993,16.032
mrt,1994,16.113
mrt,1995,15.986
mrt,1996,16.017
mrt,1997,16.109
mrt,1998,16.045
mrt,1999,16.032
mrt,2000,16.103
mrt,2001,16.171
mrt,2002,16.256
mrt,2003,16.311
mrt,2004,16.434
mrt,2005,16.504
mrt,2006,16.52
mrt,2007,16.797
mrt,2008,16.88
mrt,2009,16.97
mrt,2010,17.037
mrt,2011,17.105
mrt,2012,17.18
mrt,2013,18.751
mrt,2014,20.374
mrt,2015,22.051
mrt,2016,23.86
mrt,2017,25.683
mrt,2018,25.735
mrt,2019,25.709
mrt,2020,27.176
mus,1991,25.85
mus,1992,26.3
mus,1993,26.814
mus,1994,27.353
mus,1995,27.916
mus,1996,28.139
mus,1997,28.32
mus,1998,28.433
mus,1999,28.588
mus,2000,28.576
mus,2001,29.165
mus,2002,29.043
mus,2003,29.896
mus,2004,30.751
mus,2005,33.836
mus,2006,30.842
mus,2007,30.994
mus,2008,25.082
mus,2009,26.207
mus,2010,29.142
mus,2011,27.151
mus,2012,30.183
mus,2013,29.386
mus,2014,32.115
mus,2015,31.161
mus,2016,29.628
mus,2017,30.959
mus,2018,28.013
mus,2019,28.571
mus,2020,31.657
mwi,1991,9.312
mwi,1992,9.373
mwi,1993,9.243
mwi,1994,9.327
mwi,1995,9.141
mwi,1996,9.163
mwi,1997,9.151
mwi,1998,9.117
mwi,1999,9.082
mwi,2000,9.047
mwi,2001,9.037
mwi,2002,8.951
mwi,2003,8.878
mwi,2004,8.829
mwi,2005,8.79
mwi,2006,8.737
mwi,2007,8.666
mwi,2008,8.632
mwi,2009,8.586
mwi,2010,8.555
mwi,2011,8.532
mwi,2012,8.516
mwi,2013,8.466
mwi,2014,8.873
mwi,2015,9.295
mwi,2016,9.702
mwi,2017,10.094
mwi,2018,10.126
mwi,2019,10.152
mwi,2020,11.508
mys,1991,11.738
mys,1992,12.151
mys,1993,13.762
mys,1994,12.478
mys,1995,11.012
mys,1996,7.767
mys,1997,8.56
mys,1998,9.681
mys,1999,9.978
mys,2000,9.486
mys,2001,11.583
mys,2002,11.72
mys,2003,11.402
mys,2004,12.122
mys,2005,11.946
mys,2006,11.002
mys,2007,11.336
mys,2008,11.423
mys,2009,11.949
mys,2010,11.671
mys,2011,10.899
mys,2012,11.029
mys,2013,11.883
mys,2014,11.188
mys,2015,12.238
mys,2016,11.849
mys,2017,12.662
mys,2018,13.158
mys,2019,12.618
mys,2020,15.831
nam,1991,31.828
nam,1992,33.394
nam,1993,35.161
nam,1994,36.735
nam,1995,40.003
nam,1996,43.422
nam,1997,46.913
nam,1998,44.895
nam,1999,42.792
nam,2000,40.624
nam,2001,42.731
nam,2002,44.739
nam,2003,46.861
nam,2004,48.782
nam,2005,49.001
nam,2006,48.923
nam,2007,48.988
nam,2008,49.071
nam,2009,49.149
nam,2010,49.037
nam,2011,44.481
nam,2012,39.842
nam,2013,45.21
nam,2014,42.61
nam,2015,47.056
nam,2016,51.47
nam,2017,45.375
nam,2018,38.435
nam,2019,38.648
nam,2020,40.851
ncl,1991,41.968
ncl,1992,43.269
ncl,1993,44.004
ncl,1994,44.574
ncl,1995,45.116
ncl,1996,46.7
ncl,1997,46.369
ncl,1998,46.981
ncl,1999,46.238
ncl,2000,45.965
ncl,2001,45.574
ncl,2002,45.016
ncl,2003,44.213
ncl,2004,43.876
ncl,2005,42.833
ncl,2006,41.606
ncl,2007,40.961
ncl,2008,40.577
ncl,2009,39.565
ncl,2010,39.499
ncl,2011,39.97
ncl,2012,40.291
ncl,2013,40.203
ncl,2014,40.123
ncl,2015,40.103
ncl,2016,39.764
ncl,2017,39.669
ncl,2018,39.535
ncl,2019,39.445
ncl,2020,42.443
ner,1991,2.154
ner,1992,2.124
ner,1993,2.108
ner,1994,2.081
ner,1995,2.056
ner,1996,2.033
ner,1997,1.999
ner,1998,1.946
ner,1999,1.948
ner,2000,1.924
ner,2001,1.867
ner,2002,2.636
ner,2003,3.37
ner,2004,4.058
ner,2005,4.632
ner,2006,3.78
ner,2007,2.953
ner,2008,2.13
ner,2009,1.379
ner,2010,0.687
ner,2011,0.157
ner,2012,5.317
ner,2013,2.899
ner,2014,0.403
ner,2015,0.426
ner,2016,0.448
ner,2017,0.471
ner,2018,0.493
ner,2019,0.518
ner,2020,0.587
nga,1991,9.53
nga,1992,9.454
nga,1993,9.462
nga,1994,9.428
nga,1995,9.387
nga,1996,9.314
nga,1997,9.285
nga,1998,9.255
nga,1999,9.241
nga,2000,9.184
nga,2001,9.141
nga,2002,9.04
nga,2003,9.062
nga,2004,9.019
nga,2005,9.009
nga,2006,8.973
nga,2007,8.934
nga,2008,8.897
nga,2009,8.851
nga,2010,8.811
nga,2011,8.783
nga,2012,9.733
nga,2013,10.773
nga,2014,12.087
nga,2015,11.063
nga,2016,16.941
nga,2017,17.799
nga,2018,17.686
nga,2019,16.983
nga,2020,18.985
nic,1991,14.442
nic,1992,14.543
nic,1993,14.695
nic,1994,14.709
nic,1995,14.772
nic,1996,14.768
nic,1997,14.887
nic,1998,14.945
nic,1999,14.903
nic,2000,15.07
nic,2001,15.188
nic,2002,15.348
nic,2003,15.385
nic,2004,15.857
nic,2005,11.431
nic,2006,9.793
nic,2007,9.944
nic,2008,13.697
nic,2009,17.732
nic,2010,17.134
nic,2011,14.189
nic,2012,11.33
nic,2013,11.87
nic,2014,13.463
nic,2015,13.228
nic,2016,10.517
nic,2017,8.697
nic,2018,13.267
nic,2019,13.627
nic,2020,15.343
nld,1991,12.02
nld,1992,8.587
nld,1993,9.573
nld,1994,8.978
nld,1995,12.79
nld,1996,11.643
nld,1997,10.31
nld,1998,9.273
nld,1999,8.173
nld,2000,5.883
nld,2001,4.566
nld,2002,4.843
nld,2003,6.516
nld,2004,8.141
nld,2005,11.001
nld,2006,10.051
nld,2007,9.295
nld,2008,7.793
nld,2009,8.984
nld,2010,10.131
nld,2011,9.544
nld,2012,11.63
nld,2013,12.858
nld,2014,13.113
nld,2015,11.166
nld,2016,10.276
nld,2017,8.799
nld,2018,6.672
nld,2019,6.237
nld,2020,9.117
nor,1991,11.794
nor,1992,12.359
nor,1993,12.972
nor,1994,11.837
nor,1995,18.37
nor,1996,15.651
nor,1997,14.541
nor,1998,12.922
nor,1999,11.371
nor,2000,11.241
nor,2001,11.907
nor,2002,12.175
nor,2003,11.265
nor,2004,11.591
nor,2005,10.637
nor,2006,8.637
nor,2007,6.539
nor,2008,6.568
nor,2009,7.846
nor,2010,7.518
nor,2011,7.656
nor,2012,6.922
nor,2013,7.507
nor,2014,6.618
nor,2015,8.609
nor,2016,9.274
nor,2017,8.994
nor,2018,8.609
nor,2019,9.497
nor,2020,10.506
npl,1991,2.587
npl,1992,2.491
npl,1993,2.425
npl,1994,2.421
npl,1995,2.296
npl,1996,2.264
npl,1997,2.206
npl,1998,2.129
npl,1999,2.092
npl,2000,2.054
npl,2001,1.979
npl,2002,1.871
npl,2003,1.851
npl,2004,1.798
npl,2005,1.724
npl,2006,1.66
npl,2007,1.597
npl,2008,1.563
npl,2009,1.967
npl,2010,2.41
npl,2011,2.839
npl,2012,3.329
npl,2013,3.788
npl,2014,4.358
npl,2015,4.808
npl,2016,4.748
npl,2017,5.109
npl,2018,5.135
npl,2019,5.184
npl,2020,7.114
nzl,1991,17.232
nzl,1992,16.961
nzl,1993,16.395
nzl,1994,14.802
nzl,1995,12.203
nzl,1996,11.576
nzl,1997,13.44
nzl,1998,13.931
nzl,1999,12.971
nzl,2000,12.388
nzl,2001,11.877
nzl,2002,11.704
nzl,2003,10.701
nzl,2004,10.517
nzl,2005,10.259
nzl,2006,10.53
nzl,2007,10.196
nzl,2008,10.969
nzl,2009,17.421
nzl,2010,17.869
nzl,2011,16.408
nzl,2012,18.464
nzl,2013,15.632
nzl,2014,14.757
nzl,2015,13.89
nzl,2016,13.655
nzl,2017,13.383
nzl,2018,11.015
nzl,2019,11.512
nzl,2020,12.592
omn,1991,14.033
omn,1992,14.087
omn,1993,14.198
omn,1994,14.213
omn,1995,14.064
omn,1996,13.771
omn,1997,13.436
omn,1998,13.328
omn,1999,13.311
omn,2000,13.226
omn,2001,13.259
omn,2002,13.442
omn,2003,13.596
omn,2004,13.913
omn,2005,14.339
omn,2006,15.099
omn,2007,15.952
omn,2008,16.675
omn,2009,18.66
omn,2010,20.797
omn,2011,23.025
omn,2012,25.137
omn,2013,27.62
omn,2014,30.12
omn,2015,32.35
omn,2016,35.641
omn,2017,28.717
omn,2018,21.221
omn,2019,21.206
omn,2020,28.85
pak,1991,0.982
pak,1992,1.002
pak,1993,0.914
pak,1994,0.914
pak,1995,0.907
pak,1996,0.858
pak,1997,0.781
pak,1998,0.767
pak,1999,0.799
pak,2000,0.823
pak,2001,0.738
pak,2002,0.659
pak,2003,0.669
pak,2004,0.668
pak,2005,0.631
pak,2006,0.6
pak,2007,0.515
pak,2008,1.248
pak,2009,0.65
pak,2010,1.075
pak,2011,1.366
pak,2012,3.386
pak,2013,5.451
pak,2014,3.99
pak,2015,9.655
pak,2016,8.802
pak,2017,7.814
pak,2018,6.822
pak,2019,6.607
pak,2020,7.704
pan,1991,11.655
pan,1992,11.697
pan,1993,11.764
pan,1994,11.828
pan,1995,11.869
pan,1996,11.855
pan,1997,11.839
pan,1998,11.848
pan,1999,11.926
pan,2000,11.966
pan,2001,12.01
pan,2002,11.991
pan,2003,11.968
pan,2004,11.922
pan,2005,11.936
pan,2006,11.921
pan,2007,11.875
pan,2008,11.918
pan,2009,12.067
pan,2010,12
pan,2011,8.62
pan,2012,8.9
pan,2013,8.82
pan,2014,8.75
pan,2015,11.93
pan,2016,10.08
pan,2017,14.95
pan,2018,15.26
pan,2019,17.45
pan,2020,44.853
per,1991,6.525
per,1992,6.541
per,1993,6.29
per,1994,6.015
per,1995,6.078
per,1996,6.157
per,1997,6.001
per,1998,6.08
per,1999,5.941
per,2000,5.842
per,2001,5.809
per,2002,5.599
per,2003,5.548
per,2004,8.308
per,2005,8.798
per,2006,8.447
per,2007,7.76
per,2008,8.185
per,2009,6.926
per,2010,7.273
per,2011,7.192
per,2012,8.068
per,2013,6.957
per,2014,7.656
per,2015,6.64
per,2016,8.776
per,2017,8.485
per,2018,9.09
per,2019,7.957
per,2020,13.181
phl,1991,11.268
phl,1992,11.259
phl,1993,11.218
phl,1994,11.183
phl,1995,11.301
phl,1996,11.384
phl,1997,11.595
phl,1998,12.089
phl,1999,11.917
phl,2000,11.959
phl,2001,12.195
phl,2002,11.772
phl,2003,11.32
phl,2004,11.509
phl,2005,11.63
phl,2006,12.419
phl,2007,10.929
phl,2008,12.498
phl,2009,12.894
phl,2010,12.06
phl,2011,12.012
phl,2012,11.785
phl,2013,11.423
phl,2014,11.553
phl,2015,10.338
phl,2016,9.306
phl,2017,8.94
phl,2018,8.267
phl,2019,8.272
phl,2020,8.624
png,1991,4.309
png,1992,4.255
png,1993,4.223
png,1994,4.454
png,1995,4.594
png,1996,4.389
png,1997,4.569
png,1998,4.528
png,1999,4.408
png,2000,4.463
png,2001,4.295
png,2002,4.172
png,2003,4.009
png,2004,3.876
png,2005,3.694
png,2006,3.583
png,2007,3.421
png,2008,3.405
png,2009,3.172
png,2010,2.992
png,2011,3.306
png,2012,3.319
png,2013,3.377
png,2014,3.341
png,2015,3.49
png,2016,3.555
png,2017,3.63
png,2018,3.716
png,2019,3.7
png,2020,3.913
pol,1991,28.947
pol,1992,30
pol,1993,32.4
pol,1994,34.547
pol,1995,33.827
pol,1996,31.32
pol,1997,25.799
pol,1998,23.215
pol,1999,30.837
pol,2000,36.699
pol,2001,40.229
pol,2002,42.018
pol,2003,42.529
pol,2004,41.403
pol,2005,38.166
pol,2006,31.559
pol,2007,23.765
pol,2008,19.836
pol,2009,21.16
pol,2010,25.365
pol,2011,28.677
pol,2012,29.799
pol,2013,29.922
pol,2014,25.351
pol,2015,20.849
pol,2016,17.893
pol,2017,15.044
pol,2018,12.064
pol,2019,10.203
pol,2020,11.467
pri,1991,32.201
pri,1992,30.247
pri,1993,24.501
pri,1994,22.332
pri,1995,22.661
pri,1996,25.062
pri,1997,24.214
pri,1998,24.126
pri,1999,19.261
pri,2000,15.794
pri,2001,19.957
pri,2002,22.677
pri,2003,22.566
pri,2004,19.527
pri,2005,21.061
pri,2006,21.425
pri,2007,18.555
pri,2008,19.943
pri,2009,25.824
pri,2010,26.315
pri,2011,26.538
pri,2012,25.525
pri,2013,25.085
pri,2014,24.243
pri,2015,20.783
pri,2016,20.804
pri,2017,19.333
pri,2018,16.702
pri,2019,15.354
pri,2020,16.488
prk,1991,5.047
prk,1992,5.146
prk,1993,5.479
prk,1994,5.857
prk,1995,6.049
prk,1996,6.254
prk,1997,6.555
prk,1998,6.991
prk,1999,7.492
prk,2000,7.447
prk,2001,7.602
prk,2002,7.513
prk,2003,7.52
prk,2004,7.476
prk,2005,7.456
prk,2006,7.29
prk,2007,7.225
prk,2008,7.053
prk,2009,7.124
prk,2010,6.935
prk,2011,7.156
prk,2012,6.987
prk,2013,7.086
prk,2014,6.95
prk,2015,7.05
prk,2016,7.147
prk,2017,7.081
prk,2018,6.83
prk,2019,6.74
prk,2020,7.38
prt,1991,11.67
prt,1992,10.814
prt,1993,14.793
prt,1994,17.045
prt,1995,17.108
prt,1996,19.993
prt,1997,17.951
prt,1998,10.739
prt,1999,11.003
prt,2000,11.781
prt,2001,12.037
prt,2002,12.084
prt,2003,16.718
prt,2004,15.903
prt,2005,19.136
prt,2006,18.492
prt,2007,20.287
prt,2008,20.296
prt,2009,21.679
prt,2010,24.015
prt,2011,31.705
prt,2012,39.273
