geo,time,se_pre_enrr
hti,1984,6.87374
hti,1985,5.57177
hun,1971,46.24765
hun,1972,48.03351
hun,1973,49.41316
hun,1974,50.88197
hun,1975,52.97854
hun,1976,54.00158
hun,1977,56.38906
hun,1978,61.58425
hun,1979,67.24006
hun,1980,70.85791
hun,1981,72.72246
hun,1982,70.53937
hun,1983,67.16725
hun,1984,64.62134
hun,1985,64.30409
hun,1986,64.26696
hun,1987,66.54074
hun,1988,72.90963
hun,1989,81.21228
hun,1990,84.8101
hun,1991,87.50892
hun,1992,86.60027
hun,1993,82.78673
hun,1994,79.53956
hun,1995,79.48732
hun,1996,80.46427
hun,1997,80.22791
hun,1998,79.38931
hun,1999,79.4966
hun,2000,79.55913
hun,2001,78.90115
hun,2002,79.97182
hun,2003,81.65316
hun,2004,84.83432
hun,2005,86.54879
hun,2006,88.24419
hun,2007,88.04132
hun,2008,85.67371
hun,2009,84.56419
hun,2010,85.16206
hun,2011,87.53575
hun,2012,88.23803
hun,2013,87.96893
hun,2014,85.55031
hun,2015,81.16514
hun,2016,81.61778
hun,2017,82.28416
hun,2018,85.78373
hun,2019,89.29874
idn,1970,5.10836
idn,1971,5.73731
idn,1972,5.49348
idn,1973,5.66793
idn,1974,5.28198
idn,1975,6.74975
idn,1976,6.81942
idn,1977,7.38111
idn,1978,8.44279
idn,1979,9.31243
idn,1980,10.9078
idn,1981,12.11697
idn,1982,14.81118
idn,1983,13.39273
idn,1984,14.15827
idn,1985,14.16605
idn,1986,14.33276
idn,1987,14.30195
idn,1988,16.86648
idn,1989,17.37976
idn,1990,17.03861
idn,1991,17.70604
idn,1992,17.85942
idn,1993,18.49214
idn,1994,17.95513
idn,1995,18.59343
idn,1996,18.87319
idn,1997,18.66404
idn,1998,19.40271
idn,1999,22.78006
idn,2000,24.10599
idn,2001,24.44971
idn,2002,24.40449
idn,2003,25.72792
idn,2004,27.01999
idn,2005,31.53896
idn,2006,34.66635
idn,2007,40.8844
idn,2008,43.4664
idn,2009,45.49849
idn,2010,41.44277
idn,2011,43.08801
idn,2012,50.00979
idn,2013,54.34662
idn,2014,57.87529
idn,2016,61.87644
idn,2017,63.19307
idn,2018,62.34366
ind,1971,1.12053
ind,1972,1.27347
ind,1973,1.38231
ind,1975,1.52118
ind,1976,1.63663
ind,1977,1.88498
ind,1978,1.8932
ind,1981,2.38448
ind,1982,2.12517
ind,1983,2.54153
ind,1984,2.39239
ind,1985,2.47628
ind,1986,2.9075
ind,1987,2.91554
ind,1988,3.17518
ind,1989,3.14444
ind,1990,2.90434
ind,1991,3.21285
ind,1992,3.01851
ind,1993,3.05158
ind,1994,4.0244
ind,1995,4.36944
ind,1996,4.3987
ind,1997,3.22973
ind,2017,60.50407
ind,2018,60.65056
ind,2019,62.81084
ind,2020,61.08893
irl,1971,107.52864
irl,1972,109.29229
irl,1973,110.28812
irl,1974,110.72642
irl,1975,106.25439
irl,1976,106.82659
irl,1977,107.55515
irl,1978,103.56178
irl,1979,98.43733
irl,1980,94.71034
irl,1981,94.87717
irl,1982,96.19276
irl,1983,98.51366
irl,1984,102.40895
irl,1985,104.42856
irl,1986,105.48432
irl,1987,104.82822
irl,1988,103.5094
irl,1989,100.72623
irl,1990,98.68954
irl,1991,100.37391
irl,1992,103.79755
irl,1993,107.1295
irl,1994,107.91429
irl,1995,109.23966
irl,1996,113.58687
irl,1997,115.17281
irl,2012,103.55849
irl,2013,110.47953
irl,2014,110.92857
irl,2015,102.11415
irl,2016,115.99977
irl,2017,82.87791
irl,2018,93.49386
irl,2019,97.26254
irn,1971,2.20262
irn,1972,2.36607
irn,1973,2.37056
irn,1974,4.36352
irn,1975,9.25361
irn,1976,17.87407
irn,1977,20.99636
irn,1978,22.63635
irn,1979,24.1522
irn,1980,21.22209
irn,1981,14.83027
irn,1982,15.96273
irn,1983,13.66212
irn,1984,14.71181
irn,1985,5.31833
irn,1986,6.91477
irn,1987,7.51886
irn,1988,8.44235
irn,1989,9.80831
irn,1990,11.63122
irn,1991,12.05313
irn,1992,13.27395
irn,1993,8.90213
irn,1994,7.0876
irn,1995,7.75199
irn,1997,11.58647
irn,1998,15.99263
irn,1999,15.03804
irn,2000,18.4652
irn,2001,22.2702
irn,2002,26.81623
irn,2003,34.16321
irn,2004,38.00726
irn,2005,44.47291
irn,2006,50.0514
irn,2007,51.2866
irn,2008,50.57037
irn,2009,41.14718
irn,2010,40.15609
irn,2011,40.61412
irn,2012,34.89154
irn,2013,38.57602
irn,2014,43.52145
irn,2015,52.55691
irn,2016,53.86047
irq,1971,2.10352
irq,1972,2.00541
irq,1973,2.12649
irq,1974,2.1848
irq,1975,4.39342
irq,1976,5.3777
irq,1977,6.13784
irq,1978,6.58081
irq,1979,7.77677
irq,1980,8.02784
irq,1981,8.50607
irq,1982,8.80271
irq,1983,8.34079
irq,1984,7.82975
irq,1985,8.07062
irq,1986,8.01701
irq,1987,7.7559
irq,1988,7.28166
irq,1989,7.97275
irq,1991,7.79722
irq,1992,6.96272
irq,1993,7.80067
irq,1996,6.77089
irq,1998,5.36642
irq,1999,5.06453
irq,2000,5.23193
irq,2003,3.55089
irq,2004,5.86493
irq,2007,6.64256
isl,1972,56.78793
isl,1973,68.6341
isl,1974,74.28902
isl,1975,80.732
isl,1976,83.96068
isl,1977,88.30918
isl,1978,94.33189
isl,1979,104.98681
isl,1980,102.52441
isl,1981,96.16849
isl,1982,99.71476
isl,1983,100.83333
isl,1984,95.27108
isl,1985,100.81457
isl,1986,108.53308
isl,1987,109.56709
isl,1988,105.38095
isl,1989,105.5174
isl,1990,99.64656
isl,1998,86.16734
isl,1999,85.31373
isl,2000,85.10929
isl,2001,86.36989
isl,2002,89.80416
isl,2003,92.85324
isl,2004,98.57236
isl,2005,98.68497
isl,2006,98.06712
isl,2007,96.86584
isl,2008,97.43385
isl,2009,96.80199
isl,2010,96.34193
isl,2011,95.80811
isl,2012,96.37555
isl,2013,96.31078
isl,2014,97.86044
isl,2015,97.38984
isl,2016,95.17485
isl,2017,94.08853
isl,2018,95.67385
isl,2019,95.75475
isr,1971,47.71933
isr,1972,49.47404
isr,1973,47.35315
isr,1974,49.6673
isr,1975,63.73572
isr,1976,64.92129
isr,1977,61.55822
isr,1978,59.3369
isr,1979,73.85849
isr,1980,73.47493
isr,1981,74.08672
isr,1982,76.43319
isr,1983,78.28138
isr,1984,78.31716
isr,1985,77.4247
isr,1986,80.11392
isr,1987,81.32145
isr,1988,83.57922
isr,1989,86.84589
isr,1990,87.10293
isr,1991,88.54141
isr,1992,88.39352
isr,1993,86.46252
isr,1994,86.69053
isr,1995,77.98844
isr,1996,76.78871
isr,1999,90.0355
isr,2000,89.11491
isr,2001,94.27698
isr,2002,96.44237
isr,2003,101.35844
isr,2004,94.55457
isr,2005,94.60115
isr,2006,93.02559
isr,2007,100.35324
isr,2008,100.18672
isr,2009,106.84499
isr,2010,98.31788
isr,2011,104.73431
isr,2012,102.60367
isr,2013,113.27996
isr,2014,111.12989
isr,2015,111.74865
isr,2016,112.30888
isr,2017,110.79816
isr,2018,111.07165
isr,2019,110.06094
ita,1971,56.90498
ita,1972,58.58516
ita,1973,61.89064
ita,1974,64.75879
ita,1975,66.4517
ita,1976,69.32441
ita,1977,71.78889
ita,1978,73.91032
ita,1979,76.25667
ita,1980,78.28785
ita,1981,79.82153
ita,1982,80.30236
ita,1983,81.97836
ita,1984,83.04382
ita,1985,83.79106
ita,1986,87.48588
ita,1987,88.35273
ita,1988,87.77791
ita,1989,87.324
ita,1990,90.25392
ita,1991,91.08414
ita,1992,91.76118
ita,1993,93.15313
ita,1994,93.91913
ita,1995,94.93172
ita,1996,95.77909
ita,1997,96.56105
ita,1998,97.80536
ita,1999,97.663
ita,2000,98.22819
ita,2001,98.70811
ita,2002,100.34104
ita,2003,102.19792
ita,2004,103.2945
ita,2005,102.8095
ita,2006,102.16495
ita,2007,100.45533
ita,2008,99.51881
ita,2009,98.36865
ita,2010,99.74497
ita,2011,99.89938
ita,2012,99.68417
ita,2013,98.79351
ita,2014,97.5845
ita,2015,97.07784
ita,2016,96.28284
ita,2017,93.95802
ita,2018,93.23575
ita,2019,92.94664
jam,1974,44.43066
jam,1975,53.08009
jam,1976,69.34505
jam,1977,71.77038
jam,1978,70.15169
jam,1979,76.47025
jam,1980,76.51388
jam,1981,69.40674
jam,1982,72.40811
jam,1983,76.70527
jam,1984,73.92077
jam,1985,71.89927
jam,1986,74.23727
jam,1987,71.17663
jam,1988,77.42741
jam,1989,75.64281
jam,1990,76.41527
jam,1991,75.23482
jam,1995,77.35314
jam,1996,78.25378
jam,1999,78.72232
jam,2000,82.80674
jam,2001,77.28721
jam,2002,81.30653
jam,2003,79.59133
jam,2004,89.30482
jam,2005,91.49907
jam,2007,89.13632
jam,2008,87.74886
jam,2009,91.84656
jam,2013,96.89425
jam,2014,77.00954
jam,2015,84.06514
jam,2016,71.86826
jam,2017,74.51821
jam,2018,73.3331
jam,2019,76.23161
jam,2020,63.56464
jor,1971,9.2346
jor,1972,10.61353
jor,1973,10.75042
jor,1974,10.6014
jor,1975,10.85031
jor,1976,10.41944
jor,1977,9.47343
jor,1978,8.87565
jor,1979,9.24835
jor,1980,10.10988
jor,1981,11.39048
jor,1982,12.14277
jor,1983,12.97797
jor,1984,13.724
jor,1985,14.90032
jor,1986,14.79556
jor,1987,16.24501
jor,1988,16.91815
jor,1989,17.46546
jor,1990,18.57516
jor,1991,18.96964
jor,1992,20.63696
jor,1993,21.6222
jor,1994,22.94899
jor,1995,23.38024
jor,1996,25.08636
jor,1997,26.6764
jor,1998,25.76851
jor,1999,26.8949
jor,2000,28.47952
jor,2002,30.09282
jor,2003,29.62987
jor,2004,29.84876
jor,2005,30.80592
jor,2006,31.17277
jor,2007,29.32604
jor,2008,31.54674
jor,2010,27.15414
jor,2011,27.04113
jor,2012,27.34933
jor,2013,26.41591
jor,2014,26.70611
jor,2015,25.89144
jor,2016,24.73496
jor,2017,25.89166
jor,2018,27.13668
jor,2019,28.80942
jor,2020,31.5465
jpn,1971,32.38332
jpn,1972,32.57678
jpn,1973,34.34993
jpn,1974,38.58496
jpn,1975,39.34832
jpn,1976,39.55508
jpn,1977,39.78993
jpn,1978,40.17484
jpn,1979,40.34254
jpn,1980,40.97124
jpn,1981,40.6857
jpn,1982,40.87498
jpn,1983,42.58997
jpn,1984,45.09472
jpn,1985,45.0159
jpn,1986,44.87174
jpn,1987,44.33556
jpn,1988,44.42383
jpn,1989,45.10524
jpn,1990,46.37863
jpn,1991,46.91816
jpn,1992,47.37097
jpn,1993,47.88842
jpn,1994,48.09862
jpn,1995,47.66105
jpn,1996,47.42662
jpn,1997,48.05258
jpn,1998,79.91085
jpn,1999,81.765
kaz,1981,61.33916
kaz,1986,71.00563
kaz,1989,75.03706
kaz,1990,81.51708
kaz,1991,76.14974
kaz,1992,72.77901
kaz,1993,61.77581
kaz,1994,52.41018
kaz,1995,38.8676
kaz,1996,29.38264
kaz,1997,25.56187
kaz,1998,14.72589
kaz,1999,14.97977
kaz,2000,20.64985
kaz,2001,27.08875
kaz,2002,27.47151
kaz,2003,29.50204
kaz,2004,30.49504
kaz,2005,32.72739
kaz,2006,33.9605
kaz,2007,36.54297
kaz,2008,37.89384
kaz,2009,38.32595
kaz,2011,48.52119
kaz,2012,53.96138
kaz,2013,57.66417
kaz,2014,57.58225
kaz,2015,60.69411
kaz,2016,59.74031
kaz,2019,62.48212
kaz,2020,74.13459
ken,1983,25.97439
ken,1985,26.27707
ken,1986,28.61881
ken,1987,27.7985
ken,1989,31.88274
ken,1990,33.07622
ken,1991,34.59563
ken,1992,34.7749
ken,1993,33.92371
ken,1994,34.60438
ken,1995,35.59098
ken,1996,36.87836
ken,1997,37.76135
ken,1998,37.89141
ken,1999,40.75638
ken,2000,40.86883
ken,2001,40.0362
ken,2002,43.91947
ken,2003,46.8052
ken,2004,46.78631
ken,2005,46.17553
ken,2006,46.01325
ken,2007,45.71688
ken,2008,45.75155
ken,2009,49.81727
ken,2012,58.86569
ken,2014,72.05251
ken,2015,75.13694
ken,2016,75.75718
ken,2017,78.11782
ken,2018,80.67043
ken,2019,65.14385
kgz,1986,30.57647
kgz,1989,32.95926
kgz,1990,34.08187
kgz,1991,33.66446
kgz,1992,30.68437
kgz,1993,23.27568
kgz,1994,13.95916
kgz,1995,9.28252
kgz,1999,10.18499
kgz,2000,9.92434
kgz,2001,10.39699
kgz,2002,10.56659
kgz,2003,11.14204
kgz,2004,12.00846
kgz,2005,13.41141
kgz,2006,14.90527
kgz,2007,16.3204
kgz,2008,17.49286
kgz,2009,18.43779
kgz,2010,18.79609
kgz,2011,20.30705
kgz,2012,24.06679
kgz,2013,26.34639
kgz,2014,25.47683
kgz,2015,27.89131
kgz,2016,30.53366
kgz,2017,38.7034
kgz,2018,39.81791
kgz,2019,39.90639
kgz,2020,40.72123
khm,1981,2.59774
khm,1982,3.03676
khm,1983,4.60517
khm,1984,6.99136
khm,1985,7.07032
khm,1986,8.91777
khm,1987,7.57487
khm,1988,6.92091
khm,1989,6.24276
khm,1990,5.50037
khm,1991,4.68295
khm,1994,5.12295
khm,1995,4.69714
khm,1997,4.22296
khm,1998,4.3988
khm,1999,5.26554
khm,2000,6.36587
khm,2001,7.90967
khm,2002,9.16933
khm,2003,8.97411
khm,2004,10.26247
khm,2005,10.51077
khm,2006,11.34934
khm,2007,12.40494
khm,2008,13.22718
khm,2010,12.54384
khm,2011,12.4759
khm,2012,14.57014
khm,2013,14.68339
khm,2014,17.66543
khm,2015,18.00591
khm,2016,19.36131
khm,2017,21.58286
khm,2018,23.82233
khm,2019,25.07404
khm,2020,27.32925
kir,2002,52.5934
kir,2003,64.99533
kir,2020,88.81167
kna,1985,57.23521
kna,1986,75.96154
kna,1988,70.26022
kna,1989,87.83931
kna,1990,82.69338
kna,1991,80.58691
kna,1992,98.48308
kna,1993,112.90323
kna,1994,110.50725
kna,1995,107.52056
kna,1996,136.49509
kna,1997,138.18806
kna,2002,131.05263
kna,2004,116.60562
kna,2005,119.07975
kna,2007,113.10523
kna,2008,108.28283
kna,2009,112.31631
kna,2010,118.16269
kna,2011,126.9258
kna,2013,109.64789
kna,2014,126.62929
kna,2015,116.60777
kna,2016,90.36145
kor,1971,2.47219
kor,1972,2.4777
kor,1973,2.51766
kor,1974,2.85176
kor,1975,3.14154
kor,1976,3.61467
kor,1977,4.17063
kor,1978,4.668
kor,1979,5.31396
kor,1980,6.52481
kor,1981,7.74267
kor,1982,18.56669
kor,1983,21.16108
kor,1984,26.76709
kor,1985,33.50372
kor,1986,41.61404
kor,1987,46.61507
kor,1988,51.83002
kor,1989,53.1087
kor,1990,55.45463
kor,1991,58.5369
kor,1992,63.94743
kor,1993,72.41374
kor,1994,79.26455
kor,1995,86.17984
kor,1996,86.50367
kor,2013,92.84362
kor,2014,92.68723
kor,2015,93.98748
kor,2016,96.64094
kor,2017,94.9852
kor,2018,93.52479
kor,2019,92.24433
kwt,1971,37.88081
kwt,1972,35.13539
kwt,1973,33.79312
kwt,1974,32.95232
kwt,1975,33.17524
kwt,1976,34.59082
kwt,1977,35.01798
kwt,1978,34.05338
kwt,1979,34.40672
kwt,1980,33.43202
kwt,1981,36.24915
kwt,1982,39.53995
kwt,1983,41.76554
kwt,1984,43.55159
kwt,1985,44.65425
kwt,1986,45.8983
kwt,1987,46.07019
kwt,1988,46.31667
kwt,1989,46.35882
kwt,1990,46.95527
kwt,1991,34.78569
kwt,1992,39.12315
kwt,1993,53.29183
kwt,1994,58.98731
kwt,1995,68.67968
kwt,1996,71.11306
kwt,1997,73.50492
kwt,1998,79.31055
kwt,1999,79.51458
kwt,2000,77.9805
kwt,2001,75.66299
kwt,2002,75.08844
kwt,2003,73.64911
kwt,2004,71.99781
kwt,2005,75.49357
kwt,2006,77.56188
kwt,2007,82.21341
kwt,2008,84.12477
kwt,2010,83.99726
kwt,2011,83.2975
kwt,2012,82.16545
kwt,2013,77.37908
kwt,2014,71.6609
kwt,2015,68.01114
kwt,2016,68.3708
kwt,2017,65.31189
kwt,2018,62.45247
kwt,2019,60.20027
kwt,2020,60.2477
lao,1972,0.80463
lao,1973,0.43322
lao,1978,0.78523
lao,1979,1.11305
lao,1980,1.25515
lao,1981,1.67025
lao,1982,3.01583
lao,1983,3.16112
lao,1984,3.95327
lao,1985,4.7046
lao,1986,6.14946
lao,1988,7.30028
lao,1990,7.09734
lao,1991,7.04457
lao,1992,6.03723
lao,1993,6.2008
lao,1994,6.50412
lao,1995,6.78332
lao,1996,7.36894
lao,1997,7.78273
lao,1998,7.76338
lao,1999,7.38538
lao,2000,7.58875
lao,2001,7.00504
lao,2002,7.03705
lao,2003,7.69132
lao,2004,8.35982
lao,2005,9.27452
lao,2006,10.22954
lao,2007,11.42482
lao,2008,14.54035
lao,2009,17.90417
lao,2010,20.05769
lao,2011,21.54165
lao,2012,24.85184
lao,2013,27.95121
lao,2014,31.84353
lao,2015,34.99728
lao,2016,39.72933
lao,2017,42.88727
lao,2018,46.68268
lao,2019,48.45882
lao,2020,49.22285
lbn,1971,67.78273
lbn,1974,65.64774
lbn,1978,55.21654
lbn,1980,59.11632
lbn,1981,58.39999
lbn,1982,56.55923
lbn,1983,56.34369
lbn,1985,54.25733
lbr,1970,46.5404
lbr,1971,50.03941
lbr,1972,53.95796
lbr,1975,54.35134
lbr,1976,49.11874
lbr,1978,57.10665
lbr,1979,63.84307
lbr,1980,68.69605
lbr,1984,35.68728
lbr,1998,30.85379
lbr,1999,48.69672
lbr,2000,75.64309
lbr,2014,160.08134
lbr,2015,157.82274
lbr,2016,134.35033
lbr,2017,125.17882
lby,1971,0.93303
lby,1972,1.69371
lby,1973,2.47389
lby,1974,3.00692
lby,1975,3.2907
lby,1976,4.01207
lby,1977,4.10656
lby,1978,2.52166
lby,1980,3.46862
lby,1981,3.97887
lby,1983,5.29679
lby,1984,5.46563
lby,1985,5.87685
lby,1986,6.13656
lby,1999,4.37392
lby,2001,7.45367
lby,2002,7.33924
lby,2006,9.8199
lca,1986,53.73588
lca,1987,61.67824
lca,1989,62.96461
lca,1990,64.60876
lca,1991,75.76956
lca,1992,74.84819
lca,1993,64.68338
lca,1994,70.44776
lca,1995,68.2506
lca,1996,81.47991
lca,1997,76.82232
lca,1998,79.53762
lca,1999,81.15731
lca,2000,63.58244
lca,2001,64.94
lca,2002,65.49735
lca,2003,63.34834
lca,2004,65.96099
lca,2005,72.0056
lca,2006,69.52954
lca,2007,73.0468
lca,2008,77.64
lca,2009,79.3621
lca,2010,72.60187
lca,2011,74.31611
lca,2012,77.46886
lca,2013,76.68934
lca,2014,83.27967
lca,2015,73.95446
lca,2016,79.94859
lca,2017,79.80614
lca,2018,73.91699
lca,2019,72.32901
lie,2003,95.63679
lie,2004,99.76077
lie,2005,98.83586
lie,2006,99.37811
lie,2007,99.49367
lie,2008,96.08355
lie,2009,98.34938
lie,2010,103.7448
lie,2011,95.14436
lie,2012,99.33511
lie,2014,105.68655
lie,2015,103.63636
lie,2016,102.63158
lie,2017,103.06667
lie,2018,99.48119
lie,2019,104.58221
lka,2010,58.69484
lka,2011,60.43594
lka,2012,62.09888
lka,2013,64.24029
lka,2014,66.23632
lka,2015,70.61307
lka,2016,73.28165
lka,2017,70.82927
lka,2018,68.6787
lka,2019,70.5397
lso,1998,22.04402
lso,1999,20.41091
lso,2000,18.90507
lso,2001,26.0819
lso,2002,26.76932
lso,2003,27.31804
lso,2005,30.57434
lso,2010,36.69504
lso,2011,42.06928
lso,2012,43.08889
lso,2013,40.01159
lso,2014,35.21066
lso,2015,39.34699
lso,2016,38.93557
lso,2018,34.96019
ltu,1981,51.79204
ltu,1986,64.7549
ltu,1989,66.6767
ltu,1990,61.57109
ltu,1991,58.31887
ltu,1992,48.64605
ltu,1993,40.09629
ltu,1994,30.61685
ltu,1995,33.85255
ltu,1996,37.45694
ltu,1997,40.48178
ltu,1998,45.89085
ltu,1999,52.31681
ltu,2000,56.57581
ltu,2001,56.26279
ltu,2002,58.72992
ltu,2003,61.91777
ltu,2004,62.85468
ltu,2005,65.44399
ltu,2006,71.22511
ltu,2007,73.16586
ltu,2008,76.53688
ltu,2009,79.43165
ltu,2010,78.80807
ltu,2011,79.46977
ltu,2012,80.25341
ltu,2013,82.05432
ltu,2014,84.91726
ltu,2015,86.29649
ltu,2016,87.18632
ltu,2017,88.18839
ltu,2018,88.34021
ltu,2019,88.83183
lux,1970,72.31083
lux,1971,76.62287
lux,1972,82.08006
lux,1973,86.04017
lux,1974,88.46391
lux,1975,89.08366
lux,1976,92.50322
lux,1977,92.64136
lux,1978,80.98462
lux,1979,82.41732
lux,1980,92.78993
lux,1981,93.83157
lux,1982,93.56877
lux,1983,93.52172
lux,1984,95.56777
lux,1985,92.47403
lux,1986,93.75678
lux,1987,99.09427
lux,1988,93.81831
lux,1989,90.89544
lux,1990,91.00895
lux,1991,92.36042
lux,1992,93.7527
lux,1994,96.09806
lux,1995,102.9505
lux,1996,94.52841
lux,1997,92.39929
lux,1998,92.26034
lux,1999,71.09823
lux,2000,77.69435
lux,2001,79.25459
lux,2002,83.40046
lux,2003,85.83948
lux,2004,84.41749
lux,2005,86.95141
lux,2006,87.39585
lux,2007,86.11487
lux,2008,86.907
lux,2010,89.17076
lux,2011,88.62819
lux,2012,92.14579
lux,2013,93.76706
lux,2014,94.24956
lux,2015,93.22166
lux,2016,93.46552
lux,2017,91.90925
lux,2018,91.72187
lux,2019,91.49435
lva,1981,57.48936
lva,1986,67.79272
lva,1990,54.10377
lva,1991,45.47721
lva,1992,37.16768
lva,1993,27.53329
lva,1994,31.05774
lva,1995,37.42161
lva,1996,43.65303
lva,1997,47.01404
lva,1998,49.72378
lva,1999,58.17165
lva,2000,63.93207
lva,2001,65.2011
lva,2002,67.87172
lva,2003,80.22722
lva,2004,80.84554
lva,2005,82.62648
lva,2006,83.45658
lva,2007,84.83051
lva,2008,86.46793
lva,2009,87.45212
lva,2010,85.87986
lva,2011,89.01871
lva,2012,90.30023
lva,2013,92.07738
lva,2014,93.48817
lva,2015,93.99822
lva,2016,94.94942
lva,2017,95.61825
lva,2018,95.04225
lva,2019,94.67524
mac,1971,46.02802
mac,1972,45.50345
mac,1974,44.5632
mac,1975,40.78843
mac,1976,53.18234
mac,1977,75.90473
mac,1978,75.754
mac,1979,83.27912
mac,1989,94.27539
mac,1990,92.05501
mac,1991,95.0411
mac,1992,97.44343
mac,1993,98.43686
mac,1999,94.82912
mac,2000,93.94873
mac,2001,90.64656
mac,2002,88.93242
mac,2003,88.292
mac,2004,88.55246
mac,2005,86.92411
mac,2006,84.0251
mac,2007,82.01217
mac,2008,82.94446
mac,2009,84.7604
mac,2010,89.20522
mac,2011,94.73038
mac,2012,94.77366
mac,2013,91.7711
mac,2014,87.53186
mac,2015,88.67764
mac,2016,95.94263
mac,2017,95.30889
mac,2018,95.62122
mac,2019,90.56696
mac,2020,90.4163
mar,1973,27.34299
mar,1974,26.99939
mar,1975,29.40593
mar,1976,34.13715
mar,1977,38.34844
mar,1978,39.79988
mar,1979,42.33836
mar,1980,45.15392
mar,1981,50.40477
mar,1982,51.49765
mar,1983,52.99391
mar,1984,55.70343
mar,1985,58.29267
mar,1986,56.73944
mar,1987,56.68148
mar,1988,55.83659
mar,1989,57.07095
mar,1990,56.88528
mar,1991,58.48866
mar,1992,56.7948
mar,1993,56.72959
mar,1994,58.00499
mar,1995,60.00902
mar,1996,62.19513
mar,1997,63.36312
mar,1998,66.18513
mar,1999,61.07944
mar,2000,61.11785
mar,2001,57.62601
mar,2002,57.97656
mar,2003,56.2296
mar,2004,56.63932
mar,2005,58.08212
mar,2006,59.45548
mar,2007,59.23594
mar,2008,55.53569
mar,2009,59.04842
mar,2010,54.51866
mar,2012,54.76913
mar,2013,54.05598
mar,2014,58.36905
mar,2015,56.83902
mar,2016,50.24927
mar,2017,53.97813
mar,2018,50.8886
mar,2019,54.86801
mar,2020,60.41515
mda,2014,88.3664
mda,2015,90.53239
mda,2016,92.71912
mda,2017,94.31399
mda,2018,94.31513
mda,2019,93.93685
mda,2020,94.17062
mdg,1995,4.47032
mdg,1998,4.0507
mdg,1999,3.33707
mdg,2000,3.33757
mdg,2001,3.34607
mdg,2005,7.48835
mdg,2006,8.10229
mdg,2007,8.3051
mdg,2008,8.59782
mdg,2009,9.49393
mdg,2010,8.51138
mdg,2011,10.57961
mdg,2013,12.25001
mdg,2014,13.79935
mdg,2015,18.0224
mdg,2016,28.51448
mdg,2017,37.56302
mdg,2018,39.60987
mdg,2019,40.14992
mdv,1970,10.91998
mdv,1971,9.95548
mdv,1977,13.30372
mdv,1978,12.95209
mdv,1981,15.72531
mdv,1982,17.61883
mdv,1986,17.58217
mdv,1992,19.45838
mdv,1993,56.29438
mdv,1995,66.23292
mdv,1996,63.41082
mdv,1997,66.08922
mdv,1998,50.04784
mdv,1999,54.37986
mdv,2000,60.53237
mdv,2001,63.44858
mdv,2002,67.31794
mdv,2003,61.43977
mdv,2004,73.92435
mdv,2005,78.15394
mdv,2006,85.11017
mdv,2007,89.21663
mdv,2010,49.57408
mdv,2011,95.32058
mdv,2012,110.88815
mdv,2013,106.51216
mdv,2014,104.51527
mdv,2015,104.06721
mdv,2016,97.41828
mdv,2017,91.54715
mdv,2018,89.49053
mdv,2019,85.95868
mex,1971,12.37045
mex,1972,12.50885
mex,1974,12.24417
mex,1975,12.61603
mex,1976,13.52324
mex,1977,15.43591
mex,1978,15.85629
mex,1980,19.47315
mex,1981,24.71172
mex,1982,32.36216
mex,1983,38.68568
mex,1984,43.30774
mex,1985,49.10257
mex,1986,54.31865
mex,1987,58.03636
mex,1988,59.77553
mex,1989,60.67047
mex,1990,60.34367
mex,1991,61.58491
mex,1992,62.1846
mex,1993,62.88276
mex,1994,64.79992
mex,1995,66.79168
mex,1996,68.5486
mex,1997,70.16205
mex,1998,71.93019
mex,1999,73.13928
mex,2000,73.94414
mex,2001,74.51638
mex,2002,75.03223
mex,2003,79.96292
mex,2004,82.84139
mex,2005,91.17911
mex,2006,99.47841
mex,2007,105.68484
mex,2008,105.38362
mex,2009,102.45194
mex,2010,101.67771
mex,2011,102.80647
mex,2012,104.52555
mex,2013,70.99702
mex,2014,71.72763
mex,2015,72.00232
mex,2016,72.16989
mex,2017,73.72507
mex,2018,72.79932
mex,2019,70.96864
mhl,1999,63.21442
mhl,2002,63.74675
mhl,2007,45.92616
mhl,2008,48.10794
mhl,2009,46.67688
mhl,2011,44.60875
mhl,2015,39.11068
mhl,2016,38.22368
mhl,2019,86.79505
mhl,2020,67.69446
mkd,1993,22.43699
mkd,1994,22.59092
mkd,1995,24.14423
mkd,1996,25.16347
mkd,1997,25.2579
mkd,1998,25.23168
mkd,1999,26.58485
mkd,2000,28.50779
mkd,2001,28.95251
mkd,2002,28.80425
mkd,2003,29.81234
mkd,2004,31.02912
mkd,2005,32.03544
mkd,2006,34.01889
mkd,2007,37.21765
mkd,2008,21.69717
mkd,2009,23.14177
mkd,2010,24.2069
mkd,2011,25.41684
mkd,2012,28.64236
mkd,2013,31.05462
mkd,2014,34.22362
mkd,2015,35.98802
mkd,2017,40.98351
mkd,2018,41.8307
mli,1995,1.29103
mli,1996,1.3632
mli,1997,1.56015
mli,1998,1.74851
mli,1999,1.54088
mli,2000,1.53514
mli,2001,1.56158
mli,2002,1.3395
mli,2003,1.75717
mli,2004,2.16989
mli,2005,2.7358
mli,2006,2.96872
mli,2007,3.04174
mli,2008,3.27896
mli,2009,3.18495
mli,2010,3.18469
mli,2011,3.40916
mli,2012,4.66514
mli,2013,3.69589
mli,2014,3.94064
mli,2015,4.05509
mli,2016,4.36891
mli,2017,6.85624
mli,2018,6.96079
mlt,1970,36.43902
mlt,1971,45.39202
