geo,time,ag_yld_crel_kg
btn,2010,2469.1
btn,2011,2801.7
btn,2012,2944.2
btn,2013,2941.7
btn,2014,3129.4
btn,2015,3476.5
btn,2016,3377.5
btn,2017,3370.8
btn,2018,3466.9
bwa,1961,341.8
bwa,1962,339.6
bwa,1963,382.8
bwa,1964,275.9
bwa,1965,329.8
bwa,1966,439.9
bwa,1967,316.9
bwa,1968,261.6
bwa,1969,309.6
bwa,1970,63.2
bwa,1971,448
bwa,1972,948.5
bwa,1973,275.6
bwa,1974,691
bwa,1975,446.2
bwa,1976,643.2
bwa,1977,415.1
bwa,1978,268.7
bwa,1979,132.3
bwa,1980,237.2
bwa,1981,275.2
bwa,1982,287.9
bwa,1983,265.3
bwa,1984,150.7
bwa,1985,200.7
bwa,1986,198.5
bwa,1987,190.7
bwa,1988,375.6
bwa,1989,288.9
bwa,1990,265.5
bwa,1991,381.3
bwa,1992,288.7
bwa,1993,424.3
bwa,1994,223.8
bwa,1995,458.4
bwa,1996,323.4
bwa,1997,276.8
bwa,1998,246.7
bwa,1999,228.5
bwa,2000,152.6
bwa,2001,554.4
bwa,2002,357.3
bwa,2003,1214.5
bwa,2004,274.3
bwa,2005,438.6
bwa,2006,372.4
bwa,2007,639.2
bwa,2008,360.8
bwa,2009,363.6
bwa,2010,371.6
bwa,2011,452.3
bwa,2012,367.2
bwa,2013,217.6
bwa,2014,305.2
bwa,2015,940.5
bwa,2016,399.8
bwa,2017,320.7
bwa,2018,377.4
caf,1961,443
caf,1962,540.9
caf,1963,543.9
caf,1964,661.6
caf,1965,790.2
caf,1966,806.6
caf,1967,728.5
caf,1968,814
caf,1969,783.3
caf,1970,712.4
caf,1971,717.9
caf,1972,696.2
caf,1973,682.8
caf,1974,502.6
caf,1975,533.5
caf,1976,526
caf,1977,522.5
caf,1978,595.4
caf,1979,497.2
caf,1980,521
caf,1981,569.6
caf,1982,559.3
caf,1983,674.6
caf,1984,772.1
caf,1985,1076.9
caf,1986,1189.3
caf,1987,958.4
caf,1988,1112.3
caf,1989,1078.6
caf,1990,809.9
caf,1991,893.4
caf,1992,1005.9
caf,1993,989.7
caf,1994,876.4
caf,1995,869.2
caf,1996,882.7
caf,1997,947.9
caf,1998,989.2
caf,1999,1006.8
caf,2000,993.3
caf,2001,1032.6
caf,2002,1048.3
caf,2003,1009.5
caf,2004,1007.7
caf,2005,1018.2
caf,2006,989.7
caf,2007,951.2
caf,2008,946.8
caf,2009,948.4
caf,2010,1447.4
caf,2011,1516.8
caf,2012,1675.4
caf,2013,1256.7
caf,2014,896.2
caf,2015,884.1
caf,2016,880.1
caf,2017,907
caf,2018,945.1
can,1961,985
can,1962,1595.4
can,1963,1838.9
can,1964,1527.2
can,1965,1730.4
can,1966,1972.7
can,1967,1519
can,1968,1734.5
can,1969,1959.2
can,1970,2110.8
can,1971,2145.2
can,1972,1987.7
can,1973,1951.3
can,1974,1726.7
can,1975,2052.2
can,1976,2275.8
can,1977,2265.9
can,1978,2267.4
can,1979,2032.7
can,1980,2141.2
can,1981,2346.4
can,1982,2482.8
can,1983,2204.6
can,1984,2028
can,1985,2222.1
can,1986,2570.4
can,1987,2396.6
can,1988,1754.4
can,1989,2193.6
can,1990,2636.3
can,1991,2580.5
can,1992,2460.3
can,1993,2647
can,1994,2594.5
can,1995,2699.8
can,1996,2844.2
can,1997,2584.6
can,1998,2782.6
can,1999,3087.8
can,2000,2805.7
can,2001,2446.8
can,2002,2375.4
can,2003,2758.8
can,2004,3141.9
can,2005,3215.9
can,2006,3046.3
can,2007,2973.4
can,2008,3391.7
can,2009,3299.5
can,2010,3509.6
can,2011,3570.8
can,2012,3458.7
can,2013,4162.9
can,2014,3654
can,2015,3680.2
can,2016,4269.2
can,2017,4076.3
can,2018,3878.7
che,1961,2872.6
che,1962,3776.9
che,1963,2936.1
che,1964,3627.4
che,1965,3212.2
che,1966,3305.7
che,1967,3983.4
che,1968,3852.2
che,1969,3651.4
che,1970,3692.5
che,1971,4282.9
che,1972,4079.6
che,1973,4198.3
che,1974,4766.9
che,1975,4256.9
che,1976,4530.2
che,1977,4004.4
che,1978,4815.8
che,1979,5078.4
che,1980,4623.7
che,1981,4948.1
che,1982,5279.9
che,1983,5071
che,1984,6162.9
che,1985,5720.6
che,1986,5090.7
che,1987,5043.2
che,1988,6328.9
che,1989,6780.9
che,1990,5983.9
che,1991,6103.6
che,1992,5877.4
che,1993,6209
che,1994,5807.6
che,1995,6068.8
che,1996,6706.8
che,1997,6407
che,1998,6641
che,1999,5643.1
che,2000,6402.2
che,2001,6011.9
che,2002,6269.8
che,2003,5086.5
che,2004,6732.5
che,2005,6300.4
che,2006,6165
che,2007,6418.5
che,2008,6413.1
che,2009,6578.3
che,2010,6093.9
che,2011,6874.6
che,2012,6464.3
che,2013,5945.6
che,2014,7043.3
che,2015,6431.5
che,2016,5154.6
che,2017,6800.2
che,2018,6203.7
chl,1961,1441.3
chl,1962,1371.7
chl,1963,1574.7
chl,1964,1677.3
chl,1965,1691.9
chl,1966,1897.4
chl,1967,1951.6
chl,1968,1945.5
chl,1969,1671.6
chl,1970,1902.3
chl,1971,1994.4
chl,1972,1860.4
chl,1973,1683.3
chl,1974,1881
chl,1975,1722.9
chl,1976,1451
chl,1977,2130
chl,1978,1732.8
chl,1979,2191.5
chl,1980,2059.3
chl,1981,2120.5
chl,1982,2203.6
chl,1983,2261.5
chl,1984,2704.1
chl,1985,2949.1
chl,1986,3355.3
chl,1987,3222.6
chl,1988,3531.6
chl,1989,3914.7
chl,1990,3619.7
chl,1991,4050.9
chl,1992,4177.4
chl,1993,4246
chl,1994,4489.3
chl,1995,4472.5
chl,1996,4264.3
chl,1997,4507.5
chl,1998,5052
chl,1999,4061.1
chl,2000,4362.1
chl,2001,4935.7
chl,2002,5183.3
chl,2003,5390
chl,2004,5657.5
chl,2005,5811.2
chl,2006,5998.3
chl,2007,5744.3
chl,2008,5844.4
chl,2009,5462.3
chl,2010,6815.4
chl,2011,6927.8
chl,2012,6229.6
chl,2013,6913.2
chl,2014,6128.4
chl,2015,7082.3
chl,2016,6858.2
chl,2017,6781
chl,2018,7145.2
chn,1961,1211
chn,1962,1341.6
chn,1963,1506.9
chn,1964,1640.1
chn,1965,1764.3
chn,1966,1895.3
chn,1967,1952.2
chn,1968,1957.5
chn,1969,1915.9
chn,1970,2143.1
chn,1971,2187.1
chn,1972,2122.1
chn,1973,2288.1
chn,1974,2402.1
chn,1975,2492.8
chn,1976,2537
chn,1977,2501.5
chn,1978,2802
chn,1979,3041.9
chn,1980,2948.7
chn,1981,3091.6
chn,1982,3465.3
chn,1983,3724.4
chn,1984,3960.9
chn,1985,3827.8
chn,1986,3895
chn,1987,3978.3
chn,1988,3936.6
chn,1989,4020.2
chn,1990,4324.7
chn,1991,4237.3
chn,1992,4365.8
chn,1993,4567.7
chn,1994,4510.1
chn,1995,4663.8
chn,1996,4894.5
chn,1997,4816.7
chn,1998,4954
chn,1999,4947.1
chn,2000,4756.4
chn,2001,4802.2
chn,2002,4873.5
chn,2003,4875.8
chn,2004,5189.8
chn,2005,5225.6
chn,2006,5315.5
chn,2007,5319.8
chn,2008,5549.2
chn,2009,5449.9
chn,2010,5526.1
chn,2011,5709.4
chn,2012,5827.1
chn,2013,5894.1
chn,2014,5893.2
chn,2015,5896.3
chn,2016,5979.5
chn,2017,6028.6
chn,2018,6081.4
civ,1961,624.2
civ,1962,785.7
civ,1963,751.9
civ,1964,774.9
civ,1965,785.5
civ,1966,840.7
civ,1967,888.9
civ,1968,877.8
civ,1969,845.1
civ,1970,828.6
civ,1971,1000.3
civ,1972,823.8
civ,1973,840.6
civ,1974,885.1
civ,1975,820.5
civ,1976,749.3
civ,1977,753.7
civ,1978,753.3
civ,1979,762.6
civ,1980,927.4
civ,1981,897.8
civ,1982,949
civ,1983,784.7
civ,1984,970.8
civ,1985,986.7
civ,1986,851.5
civ,1987,847.6
civ,1988,885.1
civ,1989,882.7
civ,1990,1112.5
civ,1991,1052.8
civ,1992,1050.8
civ,1993,1235.4
civ,1994,1131
civ,1995,1141.7
civ,1996,1389
civ,1997,1286.7
civ,1998,1498.6
civ,1999,1645.7
civ,2000,1682.3
civ,2001,1719.9
civ,2002,1750.9
civ,2003,1827
civ,2004,1853.9
civ,2005,1836.3
civ,2006,1827.9
civ,2007,1569.4
civ,2008,1735
civ,2009,1711.5
civ,2010,2270.5
civ,2011,1882.8
civ,2012,2079.8
civ,2013,2176.6
civ,2014,2222.8
civ,2015,2235.1
civ,2016,2230.3
civ,2017,2254.7
civ,2018,2278
cmr,1961,863.9
cmr,1962,757.5
cmr,1963,775.4
cmr,1964,781.9
cmr,1965,768.6
cmr,1966,821
cmr,1967,760
cmr,1968,768.1
cmr,1969,838.6
cmr,1970,798.8
cmr,1971,804.8
cmr,1972,820.2
cmr,1973,770.7
cmr,1974,881.9
cmr,1975,1057.6
cmr,1976,865.9
cmr,1977,862.7
cmr,1978,836.7
cmr,1979,817.7
cmr,1980,864.3
cmr,1981,865
cmr,1982,890.3
cmr,1983,895.7
cmr,1984,1076.6
cmr,1985,1154.1
cmr,1986,1381.5
cmr,1987,1228
cmr,1988,1165.9
cmr,1989,1118.4
cmr,1990,1259.3
cmr,1991,1179.3
cmr,1992,1072.2
cmr,1993,959.3
cmr,1994,968.7
cmr,1995,1172.1
cmr,1996,1344
cmr,1997,1400.3
cmr,1998,1413.2
cmr,1999,1893.3
cmr,2000,1763.5
cmr,2001,1708.9
cmr,2002,1682.7
cmr,2003,1619.9
cmr,2004,1563.2
cmr,2005,1669.7
cmr,2006,1700.3
cmr,2007,1676.3
cmr,2008,1678.5
cmr,2009,1722.9
cmr,2010,1648.7
cmr,2011,1710
cmr,2012,1591.5
cmr,2013,1676.4
cmr,2014,1629.8
cmr,2015,1625
cmr,2016,1650.9
cmr,2017,1682.8
cmr,2018,1646
cod,1961,699.2
cod,1962,700.8
cod,1963,692
cod,1964,692.1
cod,1965,646
cod,1966,695.1
cod,1967,699.8
cod,1968,710.5
cod,1969,710.8
cod,1970,727.1
cod,1971,725.4
cod,1972,746.5
cod,1973,741.1
cod,1974,744
cod,1975,747.7
cod,1976,745.8
cod,1977,739.2
cod,1978,728.9
cod,1979,799
cod,1980,798.7
cod,1981,822.5
cod,1982,833.9
cod,1983,833.5
cod,1984,850.2
cod,1985,799.6
cod,1986,789.9
cod,1987,821.8
cod,1988,797.9
cod,1989,802
cod,1990,799.8
cod,1991,802.4
cod,1992,782.2
cod,1993,790.6
cod,1994,793.4
cod,1995,765.8
cod,1996,780.9
cod,1997,801.7
cod,1998,811
cod,1999,787.3
cod,2000,786.6
cod,2001,786.6
cod,2002,772
cod,2003,771.5
cod,2004,771.7
cod,2005,771.7
cod,2006,771.6
cod,2007,771.6
cod,2008,771.6
cod,2009,771.6
cod,2010,771.7
cod,2011,771.3
cod,2012,771.5
cod,2013,771.9
cod,2014,768.8
cod,2015,768.7
cod,2016,770
cod,2017,769.4
cod,2018,769.2
cog,1961,714.3
cog,1962,711.3
cog,1963,916.7
cog,1964,932.6
cog,1965,1020.4
cog,1966,1000
cog,1967,1090.9
cog,1968,1347.8
cog,1969,952.4
cog,1970,888.9
cog,1971,952.4
cog,1972,894.3
cog,1973,679.4
cog,1974,706.2
cog,1975,647.7
cog,1976,648.2
cog,1977,658.7
cog,1978,457.6
cog,1979,689.7
cog,1980,845.4
cog,1981,978.1
cog,1982,646.7
cog,1983,746.2
cog,1984,677.9
cog,1985,767.8
cog,1986,854.6
cog,1987,770.3
cog,1988,801.9
cog,1989,834.9
cog,1990,624.3
cog,1991,635.2
cog,1992,639.2
cog,1993,646.5
cog,1994,654.4
cog,1995,735.6
cog,1996,746.3
cog,1997,746.3
cog,1998,755.8
cog,1999,736.4
cog,2000,753.9
cog,2001,775
cog,2002,772
cog,2003,780.7
cog,2004,776.4
cog,2005,770.6
cog,2006,777.8
cog,2007,764.1
cog,2008,771.4
cog,2009,791.4
cog,2010,785
cog,2011,794.3
cog,2012,809.8
cog,2013,830.9
cog,2014,825
cog,2015,820.2
cog,2016,822.3
cog,2017,826.2
cog,2018,830.1
col,1961,1275.2
col,1962,1350.8
col,1963,1386.1
col,1964,1454.2
col,1965,1259.1
col,1966,1301.4
col,1967,1421.7
col,1968,1528.8
col,1969,1607.8
col,1970,1807.4
col,1971,1904.5
col,1972,2012.2
col,1973,2105.9
col,1974,2389.8
col,1975,2379.2
col,1976,2276.8
col,1977,2249.6
col,1978,2390.1
col,1979,2463
col,1980,2414.5
col,1981,2479.7
col,1982,2441
col,1983,2514
col,1984,2579.9
col,1985,2662.6
col,1986,2495.1
col,1987,2724.1
col,1988,2514.4
col,1989,2486.9
col,1990,2475.4
col,1991,2450.7
col,1992,2549.9
col,1993,2505.4
col,1994,2506
col,1995,2643.9
col,1996,2683.8
col,1997,2906.6
col,1998,3060.3
col,1999,3146.6
col,2000,3229
col,2001,3133.4
col,2002,3334.8
col,2003,3615.9
col,2004,3579
col,2005,3637
col,2006,3352.9
col,2007,3592.6
col,2008,3658.2
col,2009,3605
col,2010,3403.3
col,2011,3344.9
col,2012,3695.1
col,2013,3262.7
col,2014,4103.1
col,2015,4290.4
col,2016,4342.4
col,2017,4679.6
col,2018,4534.6
com,1961,1107.8
com,1962,1118.8
com,1963,1083.7
com,1964,1162.4
com,1965,1094.9
com,1966,1086.7
com,1967,1099.3
com,1968,1188.5
com,1969,1097.6
com,1970,1097.6
com,1971,935
com,1972,1008
com,1973,1078.7
com,1974,1129.8
com,1975,1203
com,1976,1157.1
com,1977,1205.5
com,1978,1161.3
com,1979,1058.8
com,1980,1058.1
com,1981,1057.8
com,1982,1058.1
com,1983,1125
com,1984,1110
com,1985,1088.8
com,1986,1117.8
com,1987,1155.5
com,1988,1157.3
com,1989,1281.3
com,1990,1267
com,1991,1302.3
com,1992,1292.2
com,1993,1290.9
com,1994,1292.9
com,1995,1294.7
com,1996,1295
com,1997,1292.8
com,1998,1279
com,1999,1301.1
com,2000,1322.3
com,2001,1311.6
com,2002,1309.8
com,2003,1310.8
com,2004,1311
com,2005,1310.1
com,2006,1277
com,2007,1334.5
com,2008,1285.3
com,2009,1320.2
com,2010,1358.8
com,2011,1351.4
com,2012,1315.6
com,2013,1378.6
com,2014,1362.4
com,2015,1350.5
com,2016,1355.6
com,2017,1364.9
com,2018,1370
cpv,1961,650
cpv,1962,650
cpv,1963,650
cpv,1964,650
cpv,1965,485.7
cpv,1966,487.2
cpv,1967,488.9
cpv,1968,440
cpv,1969,437.5
cpv,1970,308
cpv,1971,303.3
cpv,1972,191.7
cpv,1973,238
cpv,1974,314.3
cpv,1975,444.4
cpv,1976,454.5
cpv,1977,375
cpv,1978,333.3
cpv,1979,428.6
cpv,1980,531.3
cpv,1981,428.6
cpv,1982,440
cpv,1983,385.7
cpv,1984,493.6
cpv,1985,400.9
cpv,1986,534.3
cpv,1987,607.2
cpv,1988,481.9
cpv,1989,273.8
cpv,1990,334.6
cpv,1991,252.9
cpv,1992,302.1
cpv,1993,359.1
cpv,1994,250.3
cpv,1995,262.9
cpv,1996,317.2
cpv,1997,146.9
cpv,1998,141.5
cpv,1999,1162
cpv,2000,794.8
cpv,2001,637.3
cpv,2002,148.5
cpv,2003,379.2
cpv,2004,385.2
cpv,2005,243.2
cpv,2006,218
cpv,2007,158.8
cpv,2008,233.8
cpv,2009,230.8
cpv,2010,220
cpv,2011,177.8
cpv,2012,196.2
cpv,2013,182.3
cpv,2014,34.3
cpv,2015,276.5
cpv,2016,178
cpv,2017,157
cpv,2018,122.8
cri,1961,1153.5
cri,1962,1177.6
cri,1963,1242.2
cri,1964,1179.9
cri,1965,1530.5
cri,1966,1442.5
cri,1967,1476.7
cri,1968,1585.7
cri,1969,1573.4
cri,1970,1436.2
cri,1971,1837.8
cri,1972,1870.8
cri,1973,1388.8
cri,1974,1575
cri,1975,1895.6
cri,1976,1713.1
cri,1977,2058
cri,1978,2291.7
cri,1979,2293.6
cri,1980,2924.5
cri,1981,2276.3
cri,1982,1742.7
cri,1983,2401.5
cri,1984,2323.6
cri,1985,2323.6
cri,1986,2253.5
cri,1987,2256
cri,1988,2518.3
cri,1989,2621.8
cri,1990,3096.8
cri,1991,3299
cri,1992,3169
cri,1993,3419.3
cri,1994,3815.4
cri,1995,3777.6
cri,1996,3483.3
cri,1997,3790.7
cri,1998,3768.9
cri,1999,3676.8
cri,2000,3626.2
cri,2001,3549.6
cri,2002,3683.4
cri,2003,3171.4
cri,2004,3059.4
cri,2005,3189.1
cri,2006,3759
cri,2007,3538.2
cri,2008,3814.3
cri,2009,3790.7
cri,2010,3199.2
cri,2011,3418.9
cri,2012,3621.5
cri,2013,3283.3
cri,2014,4497.5
cri,2015,3831.6
cri,2016,4026.1
cri,2017,3731
cri,2018,4293.7
cub,1961,1204.8
cub,1962,1210.7
cub,1963,1357
cub,1964,1273.7
cub,1965,1082.6
cub,1966,1178.6
cub,1967,1151.9
cub,1968,1209
cub,1969,1399.5
cub,1970,1525.6
cub,1971,1617.4
cub,1972,1374
cub,1973,1278.1
cub,1974,1804.7
cub,1975,2070.1
cub,1976,2275.4
cub,1977,2412.5
cub,1978,2420.1
cub,1979,2321.8
cub,1980,2546.8
cub,1981,2504.4
cub,1982,2692.8
cub,1983,2702.5
cub,1984,2727.8
cub,1985,2615.6
cub,1986,2681.5
cub,1987,2430.4
cub,1988,2549.1
cub,1989,2516
cub,1990,2342.1
cub,1991,2175.9
cub,1992,1751.1
cub,1993,1324.4
cub,1994,1789.1
cub,1995,1964.6
cub,1996,2007.3
cub,1997,2188.6
cub,1998,1874.7
cub,1999,2750.8
cub,2000,2528.4
cub,2001,2880.6
cub,2002,3123.2
cub,2003,3188.8
cub,2004,2921.5
cub,2005,2561.6
cub,2006,2782.8
cub,2007,2912.9
cub,2008,2674.2
cub,2009,2068.8
cub,2010,1937.2
cub,2011,2619.1
cub,2012,2803.2
cub,2013,2903.8
cub,2014,2813.7
cub,2015,2964.6
cub,2016,2939.3
cub,2017,2854.3
cub,2018,2876.5
cyp,1961,654.8
cyp,1962,1157.6
cyp,1963,1121.3
cyp,1964,802.9
cyp,1965,1598.9
cyp,1966,752.4
cyp,1967,1297.7
cyp,1968,824.8
cyp,1969,1334.9
cyp,1970,657.3
cyp,1971,1336.3
cyp,1972,1068.3
cyp,1973,107.2
cyp,1974,1290.8
cyp,1975,1475.3
cyp,1976,1462.9
cyp,1977,1315
cyp,1978,1777.3
cyp,1979,1665
cyp,1980,1939.4
cyp,1981,1773.3
cyp,1982,1778.2
cyp,1983,1388.8
cyp,1984,1757.7
cyp,1985,2097.7
cyp,1986,1301.1
cyp,1987,2331.3
cyp,1988,2679.9
cyp,1989,2480.4
cyp,1990,1886
cyp,1991,1335.9
cyp,1992,2789.8
cyp,1993,2964.4
cyp,1994,2553.5
cyp,1995,2384.9
cyp,1996,2395.5
cyp,1997,1110.6
cyp,1998,1113.9
cyp,1999,2156.4
cyp,2000,931.4
cyp,2001,2275.9
cyp,2002,2394.4
cyp,2003,2263.9
cyp,2004,1677.9
cyp,2005,1205.6
cyp,2006,1219.7
cyp,2007,1596.1
cyp,2008,176.3
cyp,2009,1823.8
cyp,2010,1998.4
cyp,2011,1954.4
cyp,2012,2399.3
cyp,2013,1688
cyp,2014,291
cyp,2015,2683
cyp,2016,436.3
cyp,2017,1802.7
cyp,2018,1955.3
cze,1993,4019.5
cze,1994,4091.7
cze,1995,4179.3
cze,1996,4192.7
cze,1997,4132.7
cze,1998,3968.1
cze,1999,4346.6
cze,2000,3906
cze,2001,4508.6
cze,2002,4324
cze,2003,3940.8
cze,2004,5443.6
cze,2005,4741.6
cze,2006,4159
cze,2007,4522
cze,2008,5362.8
cze,2009,5073.9
cze,2010,4695.8
cze,2011,5592.6
cze,2012,4529.5
cze,2013,5309.3
cze,2014,6219.8
cze,2015,5880.6
cze,2016,6317
cze,2017,5497.5
cze,2018,5200.4
deu,1961,2417.4
deu,1962,2962.2
deu,1963,2925.2
deu,1964,3120.8
deu,1965,2852.2
deu,1966,2878
deu,1967,3483.3
deu,1968,3619.6
deu,1969,3447.5
deu,1970,3179.6
deu,1971,3788.6
deu,1972,3770.2
deu,1973,3873.4
deu,1974,4178.8
deu,1975,3864.4
deu,1976,3495.7
deu,1977,3885.2
deu,1978,4285.2
deu,1979,4108.3
deu,1980,4227.6
deu,1981,4161.6
deu,1982,4568.3
deu,1983,4362.6
deu,1984,5036.6
deu,1985,5072.7
deu,1986,5084.8
deu,1987,4898.4
deu,1988,5173.7
deu,1989,5203.6
deu,1990,5411.1
deu,1991,5986.1
deu,1992,5335.6
deu,1993,5711.7
deu,1994,5826.2
deu,1995,6107.8
deu,1996,6282
deu,1997,6484.9
deu,1998,6330.2
deu,1999,6699.9
deu,2000,6452.9
deu,2001,7055.2
deu,2002,6251.5
deu,2003,5764.5
deu,2004,7355.3
deu,2005,6723.2
deu,2006,6486.6
deu,2007,6182.9
deu,2008,7118.8
deu,2009,7201.4
deu,2010,6685.2
deu,2011,6458.3
deu,2012,6964.9
deu,2013,7318
deu,2014,8050.3
deu,2015,7497.8
deu,2016,7182.1
deu,2017,7269.9
deu,2018,6219.9
dji,1981,2500
dji,1982,2500
dji,1983,2500
dji,1984,2333.3
dji,1985,1750
dji,1986,1666.7
dji,1987,1500
dji,1988,1538.5
dji,1989,1333.3
dji,1990,1666.7
dji,1991,1643.3
dji,1992,1647.3
dji,1993,1651.9
dji,1994,1657.5
dji,1995,1666.7
dji,1996,1683.3
dji,1997,1704.7
dji,1998,1726
dji,1999,1769.4
dji,2000,1833.3
dji,2001,1714.3
dji,2002,1666.7
dji,2003,1666.7
dji,2004,1658.7
dji,2005,1500
dji,2006,1666.7
dji,2007,1738.2
dji,2008,1780.6
dji,2009,1816.7
dji,2010,1848.3
dji,2011,1879.3
dji,2012,2000
dji,2013,2000
dji,2014,1992.8
dji,2015,2008.8
dji,2016,2050.3
dji,2017,2077.5
dji,2018,2104.7
dma,1961,1181.8
dma,1962,1181.8
dma,1963,1217.4
dma,1964,1217.4
dma,1965,1250
dma,1966,1250
dma,1967,1280
dma,1968,1280
dma,1969,1230.8
dma,1970,1230.8
dma,1971,1259.3
dma,1972,1259.3
dma,1973,1285.7
dma,1974,1285.7
dma,1975,1266.7
dma,1976,1333.3
dma,1977,1333.3
dma,1978,1333.3
dma,1979,1419.4
dma,1980,1437.5
dma,1981,1424.2
dma,1982,1411.8
dma,1983,1388.9
dma,1984,1352.9
dma,1985,1333.3
dma,1986,1200
dma,1987,1384.6
dma,1988,1333.3
dma,1989,1333.3
dma,1990,1363.6
dma,1991,1340.2
dma,1992,1339.9
dma,1993,1333.3
dma,1994,1341.3
dma,1995,1344.2
dma,1996,1347.3
dma,1997,1350.4
dma,1998,1353.8
dma,1999,1357.2
dma,2000,1357.3
dma,2001,1359.2
dma,2002,1364.1
dma,2003,1333.3
dma,2004,1377.5
dma,2005,1357.1
dma,2006,1404.7
dma,2007,1448.3
dma,2008,1437.7
dma,2009,1436.8
dma,2010,1416.7
dma,2011,1400
dma,2012,1666.7
dma,2013,1666.7
dma,2014,1577.3
dma,2015,1580.6
dma,2016,1603.8
dma,2017,1616.3
dma,2018,1628.9
dnk,1961,3383.5
dnk,1962,3750.6
dnk,1963,3505.7
dnk,1964,3963.4
dnk,1965,3890.6
dnk,1966,3714.4
dnk,1967,3756.9
dnk,1968,4026.4
dnk,1969,3975.6
dnk,1970,3583.8
dnk,1971,3999.7
dnk,1972,3977.2
dnk,1973,3765
dnk,1974,4190.1
dnk,1975,3635.7
dnk,1976,3302.4
dnk,1977,4050.9
dnk,1978,4060.5
dnk,1979,4156.1
dnk,1980,3892.5
dnk,1981,4071.4
dnk,1982,4521.3
dnk,1983,3757.5
dnk,1984,5555.4
dnk,1985,4970.8
dnk,1986,5049
dnk,1987,4792.6
dnk,1988,5084.2
dnk,1989,5632.3
dnk,1990,6117.9
dnk,1991,5911.6
dnk,1992,4314.2
dnk,1993,5677.6
dnk,1994,5530.6
dnk,1995,6291.2
dnk,1996,6052.6
dnk,1997,6207.2
dnk,1998,6100.1
dnk,1999,5862.1
dnk,2000,6216
dnk,2001,6126.6
dnk,2002,5761.8
dnk,2003,6096.6
dnk,2004,6013.1
dnk,2005,6153.4
dnk,2006,5778.4
dnk,2007,5675.8
dnk,2008,6017.4
dnk,2009,6779
dnk,2010,5875.9
dnk,2011,5886.5
dnk,2012,6309.7
dnk,2013,6316.6
dnk,2014,6752.1
dnk,2015,6884.7
dnk,2016,6222
dnk,2017,6916.5
dnk,2018,4946.2
dom,1961,1758.3
dom,1962,1788.6
dom,1963,1842.8
dom,1964,1990.2
dom,1965,2057.7
dom,1966,2196.3
dom,1967,1970.1
dom,1968,1948.9
dom,1969,2162.6
dom,1970,2378.5
dom,1971,2653.8
dom,1972,2892.6
dom,1973,3025.1
dom,1974,3208.7
dom,1975,2377.4
dom,1976,2603
dom,1977,2568
dom,1978,2780.1
dom,1979,2922.5
dom,1980,3005.1
dom,1981,3145.4
dom,1982,3753.9
dom,1983,3966
dom,1984,3463.7
dom,1985,3617.2
dom,1986,3754.8
dom,1987,3705.8
dom,1988,3499.2
dom,1989,3726.2
dom,1990,3996.2
dom,1991,3979.6
dom,1992,6090.2
dom,1993,4015.2
dom,1994,3636.7
dom,1995,3856.3
dom,1996,3835.6
dom,1997,3950.7
dom,1998,3635.3
dom,1999,3983.1
dom,2000,4159.3
dom,2001,4304.8
dom,2002,4343.4
dom,2003,4000.8
dom,2004,3824.8
dom,2005,3808.6
dom,2006,4262.9
dom,2007,4368.1
dom,2008,4468.8
dom,2009,3954.3
dom,2010,4436
dom,2011,4605.6
dom,2012,3747.7
dom,2013,4031.5
dom,2014,3020
dom,2015,3101.5
dom,2016,3152
dom,2017,3153.5
dom,2018,3067.4
dza,1961,346.2
dza,1962,814
dza,1963,803.8
dza,1964,530.2
dza,1965,606.3
dza,1966,403.9
dza,1967,631.4
dza,1968,705.2
dza,1969,614.9
dza,1970,637.5
dza,1971,587.8
dza,1972,671.7
dza,1973,493.7
dza,1974,497.9
dza,1975,845.2
dza,1976,690.5
dza,1977,410.9
dza,1978,586.1
dza,1979,561.5
dza,1980,760.4
dza,1981,646.2
dza,1982,593.3
dza,1983,579.5
dza,1984,547.4
dza,1985,912.5
dza,1986,837.2
dza,1987,759.9
dza,1988,574.1
dza,1989,760.4
dza,1990,687.7
dza,1991,1114.6
dza,1992,943.3
dza,1993,741.7
dza,1994,749.4
dza,1995,829.5
dza,1996,1337.8
dza,1997,779.8
dza,1998,846.3
dza,1999,1069.9
dza,2000,883.3
dza,2001,1106.9
dza,2002,1058.6
dza,2003,1470.3
dza,2004,1344.1
dza,2005,1500.8
dza,2006,1503.7
dza,2007,1253.5
dza,2008,1034
dza,2009,1653.9
dza,2010,1474.3
dza,2011,1643.3
dza,2012,1677.6
dza,2013,1813.1
dza,2014,1369.2
dza,2015,1400.2
dza,2016,1020.4
dza,2017,990.3
dza,2018,1758.8
ecu,1961,1010.7
ecu,1962,925
ecu,1963,986.5
ecu,1964,768.7
ecu,1965,958.8
ecu,1966,1007.2
ecu,1967,893.2
ecu,1968,823.3
ecu,1969,1074
ecu,1970,1093
ecu,1971,961.9
ecu,1972,922.1
ecu,1973,1229.2
ecu,1974,1283.2
ecu,1975,1414.4
ecu,1976,1352.7
ecu,1977,1368.5
ecu,1978,1377
ecu,1979,1492.3
ecu,1980,1639.6
ecu,1981,1768
ecu,1982,1880.1
ecu,1983,1566
ecu,1984,1851.3
ecu,1985,1929.3
ecu,1986,1379.6
ecu,1987,1519.8
ecu,1988,1708.4
ecu,1989,1756.1
ecu,1990,1723.6
ecu,1991,1704.2
ecu,1992,1768.6
ecu,1993,1951.6
