geo,time,sl_tlf_acti_1524_fe_zs
dji,1999,18.026
dji,2000,17.675
dji,2001,17.459
dji,2002,17.151
dji,2003,16.763
dji,2004,16.345
dji,2005,15.919
dji,2006,15.267
dji,2007,14.608
dji,2008,13.952
dji,2009,13.293
dji,2010,12.703
dji,2011,12.408
dji,2012,12.161
dji,2013,11.956
dji,2014,11.764
dji,2015,11.556
dji,2016,11.429
dji,2017,11.241
dji,2018,11.039
dji,2019,10.851
dji,2020,10.117
dnk,1990,70.323
dnk,1991,70.865
dnk,1992,70.963
dnk,1993,69.973
dnk,1994,65.87
dnk,1995,69.406
dnk,1996,70.794
dnk,1997,70.498
dnk,1998,71.642
dnk,1999,69.991
dnk,2000,68.694
dnk,2001,64.99
dnk,2002,66.981
dnk,2003,63.582
dnk,2004,63.84
dnk,2005,66.204
dnk,2006,69.303
dnk,2007,69.087
dnk,2008,68.176
dnk,2009,67.163
dnk,2010,63.925
dnk,2011,63.31
dnk,2012,60.937
dnk,2013,58.993
dnk,2014,58.795
dnk,2015,58.848
dnk,2016,61.206
dnk,2017,61.215
dnk,2018,60.802
dnk,2019,61.778
dnk,2020,60.362
dom,1990,29.57
dom,1991,29.238
dom,1992,29.83
dom,1993,30.097
dom,1994,29.941
dom,1995,30.08
dom,1996,30.223
dom,1997,30.642
dom,1998,30.879
dom,1999,31.054
dom,2000,31.118
dom,2001,29.693
dom,2002,31.627
dom,2003,28.858
dom,2004,29.474
dom,2005,28.996
dom,2006,28.226
dom,2007,29.075
dom,2008,29.76
dom,2009,25.57
dom,2010,27.887
dom,2011,29.292
dom,2012,31.051
dom,2013,29.92
dom,2014,29.399
dom,2015,31.94
dom,2016,32.413
dom,2017,32.317
dom,2018,32.981
dom,2019,33.839
dom,2020,27.911
dza,1990,14.828
dza,1991,14.946
dza,1992,15.005
dza,1993,15.142
dza,1994,15.254
dza,1995,15.273
dza,1996,15.271
dza,1997,14.745
dza,1998,14.208
dza,1999,13.665
dza,2000,13.118
dza,2001,12.562
dza,2002,12.004
dza,2003,11.446
dza,2004,10.891
dza,2005,10.341
dza,2006,9.805
dza,2007,9.278
dza,2008,8.76
dza,2009,8.253
dza,2010,8.97
dza,2011,8.753
dza,2012,9.061
dza,2013,8.925
dza,2014,7.873
dza,2015,8.762
dza,2016,7.939
dza,2017,7.81
dza,2018,7.7
dza,2019,7.626
dza,2020,6.817
ecu,1990,37.751
ecu,1991,37.953
ecu,1992,38.022
ecu,1993,38.083
ecu,1994,38.285
ecu,1995,38.357
ecu,1996,38.348
ecu,1997,37.57
ecu,1998,41.947
ecu,1999,41.666
ecu,2000,41.388
ecu,2001,41.117
ecu,2002,40.849
ecu,2003,40.585
ecu,2004,43.002
ecu,2005,40.068
ecu,2006,41.009
ecu,2007,39.604
ecu,2008,39.2
ecu,2009,36.904
ecu,2010,33.809
ecu,2011,30.501
ecu,2012,31.83
ecu,2013,30.76
ecu,2014,28.246
ecu,2015,32.295
ecu,2016,35.044
ecu,2017,35.224
ecu,2018,33.87
ecu,2019,34.4
ecu,2020,30.523
egy,1990,21.316
egy,1991,21.33
egy,1992,20.373
egy,1993,20.321
egy,1994,20.907
egy,1995,19.902
egy,1996,19.001
egy,1997,18.134
egy,1998,17.298
egy,1999,20.504
egy,2000,18.599
egy,2001,16.826
egy,2002,19.837
egy,2003,19.857
egy,2004,19.872
egy,2005,19.879
egy,2006,19.883
egy,2007,18.978
egy,2008,19.224
egy,2009,20.119
egy,2010,18.81
egy,2011,17.229
egy,2012,17.182
egy,2013,18.681
egy,2014,19.083
egy,2015,20.47
egy,2016,20.074
egy,2017,18.631
egy,2018,11.337
egy,2019,8.595
egy,2020,8.127
eri,1990,68.397
eri,1991,69.274
eri,1992,70.171
eri,1993,71.099
eri,1994,72.091
eri,1995,72.748
eri,1996,72.43
eri,1997,71.956
eri,1998,71.31
eri,1999,70.636
eri,2000,69.998
eri,2001,68.535
eri,2002,67.186
eri,2003,65.924
eri,2004,64.793
eri,2005,63.749
eri,2006,63.679
eri,2007,63.657
eri,2008,63.58
eri,2009,63.685
eri,2010,63.821
eri,2011,64.367
eri,2012,64.814
eri,2013,65.101
eri,2014,65.781
eri,2015,65.906
eri,2016,65.689
eri,2017,65.421
eri,2018,65.42
eri,2019,65.189
eri,2020,58.405
esp,1990,42.388
esp,1991,39.952
esp,1992,39.287
esp,1993,38.03
esp,1994,39.095
esp,1995,38.495
esp,1996,37.072
esp,1997,36.951
esp,1998,36.967
esp,1999,37.532
esp,2000,39.377
esp,2001,37.118
esp,2002,38.441
esp,2003,39.167
esp,2004,39.731
esp,2005,43.029
esp,2006,43.943
esp,2007,43.379
esp,2008,43.716
esp,2009,41.701
esp,2010,40.218
esp,2011,39.177
esp,2012,37.64
esp,2013,35.874
esp,2014,34.005
esp,2015,33.196
esp,2016,31.275
esp,2017,31.461
esp,2018,30.711
esp,2019,30.67
esp,2020,27.409
est,1990,43.899
est,1991,42.692
est,1992,39.799
est,1993,41.319
est,1994,43.929
est,1995,39.724
est,1996,38.787
est,1997,38.5
est,1998,35.066
est,1999,30.87
est,2000,31.536
est,2001,33.598
est,2002,26.069
est,2003,29.967
est,2004,32.4
est,2005,31.037
est,2006,30.326
est,2007,32.031
est,2008,36.986
est,2009,34.026
est,2010,34.205
est,2011,36.431
est,2012,37.102
est,2013,38.109
est,2014,36.873
est,2015,37.582
est,2016,40.286
est,2017,42.3
est,2018,44.966
est,2019,42.937
est,2020,41.082
eth,1990,65.806
eth,1991,65.817
eth,1992,65.756
eth,1993,65.908
eth,1994,65.906
eth,1995,66.327
eth,1996,66.754
eth,1997,67.192
eth,1998,67.635
eth,1999,68.076
eth,2000,68.512
eth,2001,68.94
eth,2002,69.359
eth,2003,69.771
eth,2004,70.178
eth,2005,70.583
eth,2006,70.61
eth,2007,70.635
eth,2008,70.659
eth,2009,70.685
eth,2010,70.714
eth,2011,70.752
eth,2012,70.794
eth,2013,70.836
eth,2014,70.365
eth,2015,69.892
eth,2016,69.508
eth,2017,69.101
eth,2018,68.66
eth,2019,68.241
eth,2020,62.753
fin,1990,56.884
fin,1991,53.092
fin,1992,48.02
fin,1993,44.687
fin,1994,41.208
fin,1995,48.136
fin,1996,45.61
fin,1997,44.63
fin,1998,47.344
fin,1999,47.779
fin,2000,48.225
fin,2001,48.666
fin,2002,49.101
fin,2003,49.544
fin,2004,49.977
fin,2005,50.404
fin,2006,50.987
fin,2007,53.565
fin,2008,53.494
fin,2009,51.179
fin,2010,49.326
fin,2011,50.508
fin,2012,52.034
fin,2013,52.914
fin,2014,52.601
fin,2015,53.324
fin,2016,53.16
fin,2017,54.164
fin,2018,54.719
fin,2019,53.467
fin,2020,51.342
fji,1990,32.39
fji,1991,32.811
fji,1992,32.183
fji,1993,32.081
fji,1994,31.626
fji,1995,31.48
fji,1996,31.025
fji,1997,30.214
fji,1998,29.418
fji,1999,28.628
fji,2000,27.837
fji,2001,26.997
fji,2002,26.147
fji,2003,25.293
fji,2004,24.443
fji,2005,23.068
fji,2006,23.649
fji,2007,24.241
fji,2008,24.848
fji,2009,25.471
fji,2010,26.11
fji,2011,26.744
fji,2012,27.304
fji,2013,27.875
fji,2014,28.448
fji,2015,27.727
fji,2016,27.011
fji,2017,26.387
fji,2018,26.006
fji,2019,25.933
fji,2020,25.459
fra,1990,41.451
fra,1991,37.763
fra,1992,37.103
fra,1993,36.16
fra,1994,34.453
fra,1995,33.738
fra,1996,32.599
fra,1997,31.487
fra,1998,31.675
fra,1999,32.16
fra,2000,32.385
fra,2001,32.252
fra,2002,32.719
fra,2003,33.586
fra,2004,33.268
fra,2005,34.198
fra,2006,34.121
fra,2007,34.913
fra,2008,34.754
fra,2009,36.152
fra,2010,35.161
fra,2011,34.52
fra,2012,33.986
fra,2013,33.93
fra,2014,33.14
fra,2015,33.899
fra,2016,34.183
fra,2017,33.472
fra,2018,33.902
fra,2019,33.911
fra,2020,33.013
gab,1990,18.152
gab,1991,18.322
gab,1992,18.394
gab,1993,18.472
gab,1994,18.506
gab,1995,18.501
gab,1996,18.471
gab,1997,18.408
gab,1998,18.294
gab,1999,18.074
gab,2000,17.882
gab,2001,17.695
gab,2002,17.478
gab,2003,17.265
gab,2004,17.04
gab,2005,16.833
gab,2006,16.526
gab,2007,16.279
gab,2008,16.002
gab,2009,15.761
gab,2010,15.573
gab,2011,15.396
gab,2012,15.201
gab,2013,15.01
gab,2014,14.827
gab,2015,14.655
gab,2016,14.698
gab,2017,14.737
gab,2018,14.776
gab,2019,14.813
gab,2020,14.495
gbr,1990,66.687
gbr,1991,65.424
gbr,1992,62.947
gbr,1993,61.438
gbr,1994,60.08
gbr,1995,59.275
gbr,1996,60.282
gbr,1997,60.162
gbr,1998,59.754
gbr,1999,59.108
gbr,2000,59.741
gbr,2001,58.069
gbr,2002,59.147
gbr,2003,58.218
gbr,2004,59.045
gbr,2005,59.15
gbr,2006,59.649
gbr,2007,58.546
gbr,2008,58.106
gbr,2009,57.089
gbr,2010,55.899
gbr,2011,55.637
gbr,2012,56.292
gbr,2013,56.365
gbr,2014,56.074
gbr,2015,57.026
gbr,2016,57.46
gbr,2017,56.789
gbr,2018,55.616
gbr,2019,55.698
gbr,2020,54.347
geo,1990,32.274
geo,1991,32.94
geo,1992,33.661
geo,1993,34.434
geo,1994,35.267
geo,1995,34.689
geo,1996,33.387
geo,1997,32.192
geo,1998,31.678
geo,1999,32.237
geo,2000,28.891
geo,2001,28.024
geo,2002,26.163
geo,2003,30.59
geo,2004,25.17
geo,2005,25.682
geo,2006,22.704
geo,2007,23.949
geo,2008,27.314
geo,2009,28.617
geo,2010,28.453
geo,2011,29.399
geo,2012,29.469
geo,2013,27.204
geo,2014,28.371
geo,2015,31.793
geo,2016,27.616
geo,2017,30.083
geo,2018,32.646
geo,2019,29.603
geo,2020,26.085
gha,1990,62.338
gha,1991,62.164
gha,1992,61.394
gha,1993,60.617
gha,1994,59.835
gha,1995,59.05
gha,1996,58.265
gha,1997,57.479
gha,1998,56.696
gha,1999,55.919
gha,2000,55.147
gha,2001,54.314
gha,2002,53.484
gha,2003,52.655
gha,2004,51.819
gha,2005,50.976
gha,2006,50.126
gha,2007,49.268
gha,2008,48.403
gha,2009,47.531
gha,2010,46.654
gha,2011,45.776
gha,2012,44.897
gha,2013,44.02
gha,2014,43.147
gha,2015,42.279
gha,2016,42.093
gha,2017,41.893
gha,2018,41.672
gha,2019,41.445
gha,2020,40.685
gin,1990,50.254
gin,1991,50.58
gin,1992,50.833
gin,1993,51.033
gin,1994,51.175
gin,1995,51.276
gin,1996,51.549
gin,1997,51.76
gin,1998,51.898
gin,1999,51.979
gin,2000,51.988
gin,2001,52.238
gin,2002,52.43
gin,2003,52.527
gin,2004,52.581
gin,2005,52.599
gin,2006,52.536
gin,2007,52.483
gin,2008,52.382
gin,2009,52.216
gin,2010,52.074
gin,2011,51.923
gin,2012,51.745
gin,2013,51.53
gin,2014,51.303
gin,2015,51.077
gin,2016,50.761
gin,2017,50.426
gin,2018,50.053
gin,2019,49.663
gin,2020,46.217
gmb,1990,35.15
gmb,1991,35.61
gmb,1992,35.961
gmb,1993,36.236
gmb,1994,36.19
gmb,1995,36.167
gmb,1996,36.23
gmb,1997,36.309
gmb,1998,36.392
gmb,1999,36.467
gmb,2000,36.53
gmb,2001,36.592
gmb,2002,36.654
gmb,2003,36.711
gmb,2004,36.762
gmb,2005,36.807
gmb,2006,36.842
gmb,2007,36.884
gmb,2008,36.928
gmb,2009,36.967
gmb,2010,36.997
gmb,2011,37.021
gmb,2012,37.042
gmb,2013,36.892
gmb,2014,36.685
gmb,2015,36.516
gmb,2016,36.412
gmb,2017,36.302
gmb,2018,36.177
gmb,2019,36.014
gmb,2020,33.163
gnb,1990,55.331
gnb,1991,55.454
gnb,1992,55.501
gnb,1993,55.511
gnb,1994,55.44
gnb,1995,55.28
gnb,1996,55.478
gnb,1997,55.486
gnb,1998,54.926
gnb,1999,54.76
gnb,2000,54.64
gnb,2001,54.434
gnb,2002,54.178
gnb,2003,53.922
gnb,2004,53.669
gnb,2005,53.416
gnb,2006,53.233
gnb,2007,53.031
gnb,2008,52.817
gnb,2009,52.608
gnb,2010,52.424
gnb,2011,52.374
gnb,2012,52.196
gnb,2013,52.056
gnb,2014,51.881
gnb,2015,51.745
gnb,2016,51.654
gnb,2017,51.528
gnb,2018,51.351
gnb,2019,51.151
gnb,2020,50.21
gnq,1990,30.239
gnq,1991,30.167
gnq,1992,30.415
gnq,1993,30.488
gnq,1994,30.528
gnq,1995,30.485
gnq,1996,30.653
gnq,1997,31.018
gnq,1998,30.807
gnq,1999,30.64
gnq,2000,30.469
gnq,2001,30.544
gnq,2002,30.394
gnq,2003,30.235
gnq,2004,30.175
gnq,2005,30.04
gnq,2006,29.796
gnq,2007,29.532
gnq,2008,29.284
gnq,2009,29.007
gnq,2010,28.699
gnq,2011,28.563
gnq,2012,28.363
gnq,2013,28.127
gnq,2014,27.909
gnq,2015,27.653
gnq,2016,27.62
gnq,2017,27.517
gnq,2018,27.396
gnq,2019,27.264
gnq,2020,25.384
grc,1990,34.859
grc,1991,33.632
grc,1992,32.806
grc,1993,32.658
grc,1994,32.199
grc,1995,32.159
grc,1996,33.813
grc,1997,32.312
grc,1998,36.457
grc,1999,37.493
grc,2000,35.563
grc,2001,33.818
grc,2002,33.049
grc,2003,31.357
grc,2004,34.159
grc,2005,30.381
grc,2006,28.539
grc,2007,27.433
grc,2008,25.99
grc,2009,27.302
grc,2010,26.908
grc,2011,26.441
grc,2012,26.907
grc,2013,25.09
grc,2014,25.979
grc,2015,24.214
grc,2016,22.804
grc,2017,23.907
grc,2018,21.425
grc,2019,20.983
grc,2020,19.276
gtm,1990,33.299
gtm,1991,33.369
gtm,1992,33.56
gtm,1993,33.69
gtm,1994,33.853
gtm,1995,34.114
gtm,1996,34.119
gtm,1997,34.268
gtm,1998,34.482
gtm,1999,34.584
gtm,2000,34.642
gtm,2001,34.531
gtm,2002,34.546
gtm,2003,34.441
gtm,2004,34.411
gtm,2005,34.518
gtm,2006,34.629
gtm,2007,34.748
gtm,2008,34.877
gtm,2009,35.017
gtm,2010,35.167
gtm,2011,35.331
gtm,2012,33.648
gtm,2013,31.985
gtm,2014,32.565
gtm,2015,31.48
gtm,2016,33.452
gtm,2017,30.81
gtm,2018,30.7
gtm,2019,30.62
gtm,2020,27.079
gum,1990,55.594
gum,1991,54.728
gum,1992,53.862
gum,1993,52.972
gum,1994,52.03
gum,1995,51.021
gum,1996,49.979
gum,1997,48.878
gum,1998,47.733
gum,1999,46.56
gum,2000,45.374
gum,2001,42.73
gum,2002,38.957
gum,2003,40.252
gum,2004,41.559
gum,2005,50.489
gum,2006,49.433
gum,2007,44.24
gum,2008,41.999
gum,2009,39.73
gum,2010,43.721
gum,2011,45.109
gum,2012,44.817
gum,2013,44.558
gum,2014,44.326
gum,2015,44.303
gum,2016,44.329
gum,2017,44.383
gum,2018,44.527
gum,2019,44.409
gum,2020,40.364
guy,1990,33.305
guy,1991,33.541
guy,1992,33.899
guy,1993,34.303
guy,1994,33.976
guy,1995,33.648
guy,1996,33.364
guy,1997,33.088
guy,1998,32.82
guy,1999,32.566
guy,2000,32.327
guy,2001,31.975
guy,2002,31.622
guy,2003,32.022
guy,2004,32.446
guy,2005,32.907
guy,2006,33.51
guy,2007,34.131
guy,2008,34.749
guy,2009,35.346
guy,2010,35.911
guy,2011,36.394
guy,2012,36.865
guy,2013,37.34
guy,2014,37.832
guy,2015,38.345
guy,2016,38.869
guy,2017,39.403
guy,2018,39.945
guy,2019,39.781
guy,2020,35.755
hkg,1990,55.666
hkg,1991,55.121
hkg,1992,53.812
hkg,1993,52.128
hkg,1994,51.573
hkg,1995,49.316
hkg,1996,49.62
hkg,1997,48.692
hkg,1998,49.087
hkg,1999,46.99
hkg,2000,44.877
hkg,2001,45.465
hkg,2002,45.446
hkg,2003,44.483
hkg,2004,44.699
hkg,2005,44.781
hkg,2006,44.046
hkg,2007,44.449
hkg,2008,42.542
hkg,2009,40.293
hkg,2010,36.714
hkg,2011,37.036
hkg,2012,37.563
hkg,2013,39.951
hkg,2014,39.259
hkg,2015,41.419
hkg,2016,41.929
hkg,2017,41.514
hkg,2018,41.056
hkg,2019,40.792
hkg,2020,37.104
hnd,1990,38.999
hnd,1991,38.332
hnd,1992,38.62
hnd,1993,38.954
hnd,1994,38.665
hnd,1995,38.964
hnd,1996,38.82
hnd,1997,38.945
hnd,1998,38.968
hnd,1999,38.547
hnd,2000,36.646
hnd,2001,35.833
hnd,2002,35.021
hnd,2003,34.213
hnd,2004,33.409
hnd,2005,32.611
hnd,2006,29.046
hnd,2007,28.524
hnd,2008,29.154
hnd,2009,29.176
hnd,2010,30.947
hnd,2011,30.121
hnd,2012,28.052
hnd,2013,33.683
hnd,2014,34.62
hnd,2015,37.507
hnd,2016,36.554
hnd,2017,37.433
hnd,2018,40.629
hnd,2019,34.707
hnd,2020,30.574
hrv,1990,38.233
hrv,1991,40.984
hrv,1992,40.684
hrv,1993,40.391
hrv,1994,40.104
hrv,1995,39.822
hrv,1996,39.557
hrv,1997,39.293
hrv,1998,39.029
hrv,1999,38.765
hrv,2000,38.5
hrv,2001,37.086
hrv,2002,35.586
hrv,2003,33.69
hrv,2004,34.773
hrv,2005,33.077
hrv,2006,31.773
hrv,2007,31.478
hrv,2008,29.919
hrv,2009,29.976
hrv,2010,30.757
hrv,2011,26.91
hrv,2012,25.331
hrv,2013,24.81
hrv,2014,28.525
hrv,2015,27.96
hrv,2016,32.309
hrv,2017,30.164
hrv,2018,28.805
hrv,2019,27.255
hrv,2020,25.316
hti,1990,40.748
hti,1991,39.634
hti,1992,38.546
hti,1993,37.491
hti,1994,36.472
hti,1995,35.491
hti,1996,34.449
hti,1997,33.446
hti,1998,32.473
hti,1999,31.513
hti,2000,30.553
hti,2001,31.054
hti,2002,31.542
hti,2003,32.013
hti,2004,32.466
hti,2005,32.899
hti,2006,32.898
hti,2007,32.884
hti,2008,32.743
hti,2009,32.699
hti,2010,32.417
hti,2011,32.519
hti,2012,32.414
hti,2013,32.464
hti,2014,32.381
hti,2015,32.144
hti,2016,31.869
hti,2017,31.572
hti,2018,31.312
hti,2019,30.821
hti,2020,28.547
hun,1990,37.746
hun,1991,39.359
hun,1992,39.771
hun,1993,37.167
hun,1994,35.557
hun,1995,32.646
hun,1996,28.791
hun,1997,28.643
hun,1998,34.065
hun,1999,34.762
hun,2000,32.439
hun,2001,29.117
hun,2002,28.449
hun,2003,26.564
hun,2004,23.587
hun,2005,23.728
hun,2006,23.112
hun,2007,21.768
hun,2008,21.405
hun,2009,21.455
hun,2010,21.969
hun,2011,21.481
hun,2012,23.402
hun,2013,23.651
hun,2014,25.899
hun,2015,27.521
hun,2016,28.284
hun,2017,28.222
hun,2018,27.208
hun,2019,26.85
hun,2020,26.868
idn,1990,41.25
idn,1991,41.797
idn,1992,42.267
idn,1993,40.88
idn,1994,43.645
idn,1995,43.363
idn,1996,43.076
idn,1997,41.386
idn,1998,40.919
idn,1999,41.931
idn,2000,42.98
idn,2001,40.784
idn,2002,40.488
idn,2003,39.425
idn,2004,40.395
idn,2005,38.111
idn,2006,39.366
idn,2007,40.315
idn,2008,38.988
idn,2009,38.514
idn,2010,37.874
idn,2011,37.274
idn,2012,38.173
idn,2013,37.129
idn,2014,36.144
idn,2015,36.848
idn,2016,36.797
idn,2017,37.813
idn,2018,38.122
idn,2019,39.907
idn,2020,38.813
ind,1990,26.118
ind,1991,25.981
ind,1992,25.9
ind,1993,25.884
ind,1994,25.942
ind,1995,25.648
ind,1996,25.352
ind,1997,25.055
ind,1998,24.757
ind,1999,24.461
ind,2000,24.165
ind,2001,24.092
ind,2002,24.019
ind,2003,23.944
ind,2004,23.864
ind,2005,23.78
ind,2006,22.458
ind,2007,21.189
ind,2008,19.973
ind,2009,18.813
ind,2010,17.71
ind,2011,16.191
ind,2012,14.766
ind,2013,13.877
ind,2014,13.025
ind,2015,12.211
ind,2016,11.436
ind,2017,10.698
ind,2018,9.996
ind,2019,10.016
ind,2020,8.29
irl,1990,57.878
irl,1991,55.993
irl,1992,51.738
irl,1993,52.801
irl,1994,52.476
irl,1995,51.375
irl,1996,50.178
irl,1997,52.424
irl,1998,56.175
irl,1999,58.515
irl,2000,58.174
irl,2001,55.341
irl,2002,54.685
irl,2003,55.795
irl,2004,54.55
irl,2005,61.115
irl,2006,61.821
irl,2007,64.218
irl,2008,61.867
irl,2009,57.368
irl,2010,51.64
irl,2011,49.099
irl,2012,48.552
irl,2013,48.051
irl,2014,45.746
irl,2015,44.507
irl,2016,48.236
irl,2017,45.435
irl,2018,44.966
irl,2019,45.85
irl,2020,43.055
irn,1990,12.696
irn,1991,12.549
irn,1992,12.098
irn,1993,11.651
irn,1994,11.215
irn,1995,10.795
irn,1996,10.394
irn,1997,10.985
irn,1998,11.604
irn,1999,12.247
irn,2000,12.913
irn,2001,13.615
irn,2002,14.336
irn,2003,15.072
irn,2004,15.821
irn,2005,16.581
irn,2006,15.499
irn,2007,14.245
irn,2008,12.271
irn,2009,12.589
irn,2010,12.481
irn,2011,10.857
irn,2012,11.824
irn,2013,9.747
irn,2014,8.717
irn,2015,9.761
irn,2016,11.218
irn,2017,12.478
irn,2018,12.113
irn,2019,11.274
irn,2020,8.17
irq,1990,5.011
irq,1991,4.989
irq,1992,4.924
irq,1993,4.895
irq,1994,4.862
irq,1995,4.817
irq,1996,4.776
irq,1997,4.711
irq,1998,4.877
irq,1999,5.048
irq,2000,5.226
irq,2001,5.408
irq,2002,5.599
irq,2003,5.799
irq,2004,6.008
irq,2005,6.227
irq,2006,6.45
irq,2007,6.684
irq,2008,6.48
irq,2009,6.285
irq,2010,6.1
irq,2011,5.929
irq,2012,5.759
irq,2013,6.267
irq,2014,6.806
irq,2015,7.792
irq,2016,8.874
irq,2017,5.004
irq,2018,4.996
irq,2019,4.932
irq,2020,4.822
isl,1990,57.129
isl,1991,57.512
isl,1992,60.398
isl,1993,59.864
isl,1994,59.066
isl,1995,67.473
isl,1996,61.957
isl,1997,66.424
isl,1998,73.551
isl,1999,74.463
isl,2000,80.439
isl,2001,79.338
isl,2002,69.81
isl,2003,72.667
isl,2004,75.426
isl,2005,78.081
isl,2006,80.282
isl,2007,79.608
isl,2008,79.441
isl,2009,75.424
isl,2010,75.97
isl,2011,74.325
isl,2012,77.744
isl,2013,81.432
isl,2014,78.342
isl,2015,81.788
isl,2016,83.414
isl,2017,82.322
isl,2018,80.834
isl,2019,79.988
isl,2020,74.937
isr,1990,45.549
isr,1991,46.118
isr,1992,48.281
isr,1993,51.084
isr,1994,54.475
isr,1995,55.008
isr,1996,54.401
isr,1997,53.075
isr,1998,50.989
isr,1999,52.376
isr,2000,54.446
isr,2001,54.042
isr,2002,50.229
isr,2003,51.769
isr,2004,52.507
isr,2005,53.558
isr,2006,53.934
isr,2007,52.618
isr,2008,50.699
isr,2009,50.969
isr,2010,50.746
isr,2011,48.173
isr,2012,48.529
isr,2013,48.114
isr,2014,48.495
isr,2015,47.921
isr,2016,47.941
isr,2017,47.997
isr,2018,47.339
isr,2019,46.765
isr,2020,43.174
ita,1990,42.839
ita,1991,41.615
ita,1992,37.573
ita,1993,36.065
ita,1994,33.942
ita,1995,33.493
ita,1996,33.923
ita,1997,33.779
ita,1998,32.979
ita,1999,33.676
ita,2000,33.846
ita,2001,32.357
ita,2002,30.796
ita,2003,30.002
ita,2004,31.844
ita,2005,28.669
ita,2006,26.838
ita,2007,25.4
ita,2008,25.512
ita,2009,23.648
ita,2010,23.085
ita,2011,22.759
ita,2012,23.966
ita,2013,23.357
ita,2014,23.032
ita,2015,21.616
ita,2016,22.705
ita,2017,22.092
ita,2018,21.901
ita,2019,22.024
ita,2020,18.785
jam,1990,47.493
jam,1991,46.695
jam,1992,45.892
jam,1993,45.092
jam,1994,44.302
jam,1995,43.525
jam,1996,42.742
jam,1997,41.971
jam,1998,41.215
jam,1999,38.239
jam,2000,35.879
jam,2001,33.537
jam,2002,32.86
jam,2003,32.176
jam,2004,32.747
jam,2005,32.639
jam,2006,32.617
jam,2007,32.58
jam,2008,32.362
jam,2009,31.057
jam,2010,30.188
jam,2011,29.845
jam,2012,29.069
jam,2013,29.69
jam,2014,27.857
jam,2015,28.648
jam,2016,32.528
jam,2017,32.391
jam,2018,29.915
jam,2019,30.346
jam,2020,27.245
jor,1990,14.186
jor,1991,14.325
jor,1992,14.172
jor,1993,14.198
jor,1994,14.179
jor,1995,14.098
jor,1996,14.078
jor,1997,14.031
jor,1998,13.984
jor,1999,13.926
jor,2000,13.849
jor,2001,13.742
jor,2002,13.622
jor,2003,13.536
jor,2004,13.373
jor,2005,13.227
jor,2006,13.087
jor,2007,12.95
jor,2008,12.839
jor,2009,12.773
jor,2010,12.779
jor,2011,12.823
jor,2012,12.866
jor,2013,12.894
jor,2014,12.897
jor,2015,12.886
jor,2016,12.849
jor,2017,12.788
jor,2018,9.812
jor,2019,9.896
jor,2020,9.098
jpn,1990,44.806
jpn,1991,45.81
jpn,1992,46.57
jpn,1993,46.638
jpn,1994,47.205
jpn,1995,47.301
jpn,1996,47.637
jpn,1997,47.661
jpn,1998,47.7
jpn,1999,46.876
jpn,2000,46.823
jpn,2001,46.377
jpn,2002,45.13
jpn,2003,44.367
jpn,2004,44.359
jpn,2005,44.981
jpn,2006,45.384
jpn,2007,44.69
jpn,2008,44.79
jpn,2009,44.867
jpn,2010,43.899
jpn,2011,43.656
jpn,2012,42.016
jpn,2013,43.303
jpn,2014,43.321
jpn,2015,43.126
jpn,2016,44.914
jpn,2017,44.891
jpn,2018,48.185
jpn,2019,50.132
jpn,2020,49.126
kaz,1990,47.833
kaz,1991,49.168
kaz,1992,49.764
kaz,1993,50.764
kaz,1994,52.083
kaz,1995,52.826
kaz,1996,52.627
kaz,1997,52.282
kaz,1998,52.299
kaz,1999,51.908
kaz,2000,50.872
kaz,2001,49.519
kaz,2002,48.552
kaz,2003,47.665
kaz,2004,46.354
kaz,2005,45.396
kaz,2006,44.865
kaz,2007,44.64
kaz,2008,44.416
kaz,2009,43.085
kaz,2010,42.207
kaz,2011,41.268
kaz,2012,40.273
kaz,2013,39.238
kaz,2014,41.314
kaz,2015,43.489
kaz,2016,40.641
kaz,2017,37.844
kaz,2018,37.869
kaz,2019,37.383
kaz,2020,35.594
ken,1990,55.218
ken,1991,54.915
ken,1992,54.506
ken,1993,54.043
ken,1994,53.58
ken,1995,53.14
ken,1996,52.82
ken,1997,52.561
ken,1998,52.346
ken,1999,52.088
ken,2000,51.656
ken,2001,51.219
ken,2002,50.781
ken,2003,50.333
ken,2004,49.867
ken,2005,49.378
ken,2006,48.841
ken,2007,48.288
ken,2008,47.728
ken,2009,47.174
ken,2010,46.633
ken,2011,46.09
ken,2012,45.558
ken,2013,45.041
ken,2014,44.541
ken,2015,44.061
ken,2016,43.59
ken,2017,43.111
ken,2018,42.631
ken,2019,42.127
ken,2020,41.307
kgz,1990,35.315
kgz,1991,36.349
kgz,1992,38.059
kgz,1993,39.89
kgz,1994,42.35
kgz,1995,43.116
kgz,1996,42.555
kgz,1997,41.708
kgz,1998,41.661
kgz,1999,41.452
kgz,2000,41.032
kgz,2001,40.603
kgz,2002,40.74
kgz,2003,38.501
kgz,2004,36.292
kgz,2005,36.147
kgz,2006,36
kgz,2007,36.738
kgz,2008,37.483
kgz,2009,37.754
kgz,2010,35.946
kgz,2011,36.325
kgz,2012,33.339
kgz,2013,35.451
kgz,2014,34.059
kgz,2015,33.138
kgz,2016,30.286
kgz,2017,26.831
kgz,2018,24.336
kgz,2019,24.077
kgz,2020,21.937
khm,1990,73.142
khm,1991,72.763
khm,1992,72.416
khm,1993,72.331
khm,1994,76.514
