geo,time,se_sec_enrl_vo
kir,1994,352
kir,1995,305
kir,1996,318
kir,1998,0
kir,1999,0
kir,2000,0
kir,2001,0
kir,2002,0
kir,2003,0
kir,2004,0
kir,2005,0
kir,2006,0
kir,2007,0
kir,2008,0
kna,1984,179
kna,1985,159
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,0
kna,1992,0
kna,1993,0
kna,1994,0
kna,1995,0
kor,1971,272743
kor,1972,301893
kor,1973,341933
kor,1974,405056
kor,1975,419796
kor,1976,436538
kor,1977,459129
kor,1978,501214
kor,1979,555082
kor,1980,715165
kor,1981,881287
kor,1982,813417
kor,1983,824377
kor,1984,889236
kor,1985,901344
kor,1986,896733
kor,1987,928986
kor,1988,853517
kor,1989,856890
kor,1990,835216
kor,1991,824406
kor,1992,819269
kor,1993,835598
kor,1994,915467
kor,1995,913843
kor,1996,962099
kor,1997,969402
kor,1998,936523
kor,1999,860150
kor,2000,753587
kor,2001,656606
kor,2002,580274
kor,2003,546401
kor,2004,518007
kor,2005,506478
kor,2006,494349
kor,2007,497389
kor,2008,487492
kor,2009,482062
kor,2010,467323
kor,2011,417534
kor,2012,375813
kor,2013,337133
kor,2014,330189
kor,2015,320463
kor,2016,309147
kor,2017,293568
kwt,1971,3696
kwt,1972,3507
kwt,1973,2430
kwt,1974,1724
kwt,1975,1819
kwt,1976,1328
kwt,1977,1184
kwt,1978,871
kwt,1979,705
kwt,1980,403
kwt,1981,421
kwt,1982,672
kwt,1983,1003
kwt,1984,1223
kwt,1985,1175
kwt,1986,1161
kwt,1987,854
kwt,1988,836
kwt,1989,863
kwt,1990,842
kwt,1992,634
kwt,1993,1103
kwt,1994,1102
kwt,1995,1335
kwt,1996,1975
kwt,1997,2222
kwt,1998,2214
kwt,1999,3991
kwt,2000,4145
kwt,2001,4237
kwt,2003,13592
kwt,2004,15561
kwt,2005,10359
kwt,2006,5174
kwt,2007,4602
kwt,2008,3779
kwt,2009,4356
kwt,2010,5370
kwt,2012,4715
kwt,2013,6201
kwt,2014,6166
kwt,2015,7275
lao,1971,5427
lao,1972,6110
lao,1973,6186
lao,1977,6620
lao,1978,7814
lao,1979,9060
lao,1980,11018
lao,1981,11510
lao,1984,16237
lao,1985,19358
lao,1986,16433
lao,1988,16293
lao,1990,12262
lao,1992,8198
lao,1993,12843
lao,1994,11693
lao,1995,9481
lao,1996,7757
lao,1997,7707
lao,1998,3003
lao,1999,3110
lao,2000,3789
lao,2001,4019
lao,2002,4542
lao,2003,5053
lao,2004,5159
lao,2005,5812
lao,2006,4741
lao,2007,3741
lao,2008,2507
lao,2009,1615
lao,2010,1290
lao,2011,2147
lao,2012,4190
lao,2013,6446
lao,2014,8382
lao,2015,9555
lao,2016,8510
lao,2017,6930
lao,2018,7065
lbn,1971,5983
lbn,1972,7117
lbn,1973,7133
lbn,1978,25543
lbn,1980,29960
lbn,1981,32866
lbn,1982,39045
lbn,1985,37036
lbn,1989,36020
lbn,1992,37403
lbn,1994,39933
lbn,1995,45776
lbn,1996,47946
lbn,1997,55848
lbn,1998,66340
lbn,1999,38280
lbn,2000,39642
lbn,2001,39959
lbn,2002,41466
lbn,2003,46271
lbn,2004,48243
lbn,2005,48637
lbn,2006,50198
lbn,2007,51920
lbn,2008,57010
lbn,2009,62603
lbn,2010,56713
lbn,2011,67676
lbn,2012,56167
lbn,2013,57689
lbn,2014,54988
lbn,2015,59939
lbn,2016,54224
lbn,2017,64892
lbn,2018,62551
lbr,1970,1277
lbr,1971,1053
lbr,1972,1213
lbr,1975,1173
lbr,1976,1680
lbr,1978,1778
lbr,1979,2023
lbr,1980,2957
lbr,1999,19752
lbr,2000,45067
lbr,2011,17565
lby,1971,8465
lby,1972,9186
lby,1973,14365
lby,1974,19017
lby,1975,23726
lby,1976,25636
lby,1977,26709
lby,1978,30420
lby,1979,39677
lby,1980,44790
lby,1981,42996
lby,1983,60495
lby,1986,61249
lby,1991,108714
lby,1992,112915
lby,1993,121354
lby,1994,147689
lby,2002,183393
lby,2003,178052
lca,1972,222
lca,1973,260
lca,1974,303
lca,1975,398
lca,1976,386
lca,1977,337
lca,1978,151
lca,1980,198
lca,1981,179
lca,1982,193
lca,1983,200
lca,1984,216
lca,1985,577
lca,1986,594
lca,1987,590
lca,1990,333
lca,1991,271
lca,1992,594
lca,1993,806
lca,2003,325
lca,2004,639
lca,2005,757
lca,2006,603
lca,2007,284
lca,2008,240
lca,2009,159
lca,2010,128
lca,2011,159
lca,2012,156
lca,2013,145
lca,2014,129
lca,2015,175
lca,2016,162
lca,2017,150
lca,2018,137
lie,1971,0
lie,1972,0
lie,1973,0
lie,1974,0
lie,1975,0
lie,1976,0
lie,1977,0
lie,1978,0
lie,1979,0
lie,1980,0
lie,1981,0
lie,1982,0
lie,1983,0
lie,1984,0
lie,1985,0
lie,1986,0
lie,1987,0
lie,1988,0
lie,1989,0
lie,1990,0
lie,1991,0
lie,1992,0
lie,1993,0
lie,1994,0
lie,1995,0
lie,2003,1227
lie,2004,1171
lie,2005,1094
lie,2006,1158
lie,2007,1155
lie,2008,1135
lie,2009,1198
lie,2010,1207
lie,2011,1223
lie,2012,1195
lie,2014,1195
lie,2015,1183
lie,2016,1151
lie,2017,1120
lka,1970,10425
lka,1971,11538
lka,1972,11625
lka,1973,12830
lka,1974,14773
lka,1976,11587
lka,1980,9321
lka,1981,0
lka,1982,0
lka,1983,0
lka,1984,0
lka,1985,0
lka,1986,0
lka,1987,0
lka,1988,0
lka,1989,0
lka,1990,0
lka,1991,0
lka,1992,0
lka,1993,0
lka,1994,0
lka,2010,133778
lka,2011,150783
lka,2012,148131
lka,2013,149818
lka,2016,110625
lka,2017,99702
lka,2018,105865
lso,1970,1314
lso,1971,999
lso,1972,1133
lso,1973,1233
lso,1975,865
lso,1976,1069
lso,1977,1522
lso,1978,1780
lso,1979,1962
lso,1980,1937
lso,1981,2110
lso,1982,1809
lso,1983,1999
lso,1984,1880
lso,1985,1920
lso,1986,2135
lso,1987,2230
lso,1988,2256
lso,1989,2148
lso,1990,1906
lso,1991,1933
lso,1992,703
lso,1993,672
lso,1994,784
lso,1995,719
lso,1996,678
lso,1997,695
lso,1998,973
lso,1999,1183
lso,2000,1321
lso,2001,1347
lso,2002,1128
lso,2003,1169
lso,2004,1722
lso,2005,1400
lso,2006,1528
lso,2010,2516
lso,2012,6691
lso,2013,3355
lso,2014,2363
lso,2015,4733
lso,2017,2858
ltu,1986,95177
ltu,1989,92698
ltu,1990,86576
ltu,1991,73049
ltu,1992,65033
ltu,1993,55076
ltu,1994,52216
ltu,1995,49803
ltu,1996,51813
ltu,1997,53274
ltu,1998,49836
ltu,1999,51357
ltu,2000,46411
ltu,2001,40454
ltu,2002,37650
ltu,2003,36974
ltu,2004,38197
ltu,2005,38468
ltu,2006,38011
ltu,2007,37687
ltu,2008,37071
ltu,2009,36895
ltu,2010,38324
ltu,2011,37177
ltu,2012,33654
ltu,2013,28822
ltu,2014,26960
ltu,2015,25325
ltu,2016,24442
ltu,2017,24108
lux,1971,7506
lux,1972,8143
lux,1973,8937
lux,1974,9631
lux,1975,6921
lux,1976,7461
lux,1977,7409
lux,1978,7466
lux,1979,7576
lux,1980,7135
lux,1981,18450
lux,1982,18738
lux,1983,18686
lux,1986,17705
lux,1987,17099
lux,1988,14790
lux,1992,12397
lux,1993,13183
lux,1994,14153
lux,1995,16595
lux,1996,18129
lux,1997,19333
lux,1998,20084
lux,1999,10622
lux,2000,10853
lux,2001,11172
lux,2002,11313
lux,2003,11558
lux,2004,11369
lux,2005,11335
lux,2006,11553
lux,2007,11843
lux,2008,12043
lux,2010,12867
lux,2011,13245
lux,2012,13525
lux,2013,14612
lux,2014,14892
lux,2015,15566
lux,2016,15821
lux,2017,16067
lva,1981,74852
lva,1986,79099
lva,1989,75607
lva,1990,71391
lva,1991,67409
lva,1992,61523
lva,1993,55312
lva,1994,49444
lva,1995,45112
lva,1996,42377
lva,1997,43170
lva,1998,34795
lva,1999,35067
lva,2000,39985
lva,2001,40009
lva,2002,40164
lva,2003,39123
lva,2004,40297
lva,2005,40157
lva,2006,38406
lva,2007,36923
lva,2008,35641
lva,2009,35995
lva,2010,34772
lva,2011,33535
lva,2012,31572
lva,2013,28440
lva,2014,26904
lva,2015,25214
lva,2016,23325
lva,2017,23901
mac,1971,1047
mac,1972,652
mac,1973,2888
mac,1974,2885
mac,1975,2866
mac,1976,3891
mac,1977,4604
mac,1978,2781
mac,1979,3703
mac,1990,697
mac,1991,725
mac,1992,754
mac,1993,857
mac,1995,900
mac,1996,940
mac,1997,980
mac,1999,1361
mac,2000,2190
mac,2001,2478
mac,2002,2588
mac,2003,2595
mac,2004,2542
mac,2005,2410
mac,2006,2336
mac,2007,1429
mac,2008,1172
mac,2009,1185
mac,2010,1271
mac,2011,1507
mac,2012,1601
mac,2013,1605
mac,2014,1416
mac,2015,1198
mac,2016,1065
mac,2017,992
mac,2018,936
mar,1971,9553
mar,1972,7362
mar,1973,7279
mar,1974,6873
mar,1975,6425
mar,1976,17303
mar,1977,18518
mar,1978,25600
mar,1979,30092
mar,1980,16758
mar,1981,10106
mar,1982,16102
mar,1983,20095
mar,1984,24029
mar,1985,26522
mar,1986,74103
mar,1987,77500
mar,1988,83089
mar,1989,87889
mar,1990,88180
mar,1991,87704
mar,1992,83756
mar,1993,83266
mar,1994,90184
mar,1995,95568
mar,1996,96974
mar,1997,96460
mar,1998,101002
mar,1999,103448
mar,2000,100112
mar,2001,104745
mar,2002,99319
mar,2003,106097
mar,2004,114698
mar,2005,113240
mar,2006,118515
mar,2007,120133
mar,2008,127179
mar,2009,140864
mar,2010,146805
mar,2011,149948
mar,2012,155414
mar,2017,228179
mar,2018,246199
mco,1971,412
mco,1972,458
mco,1973,504
mco,1974,550
mco,1977,700
mco,1978,798
mco,1983,1218
mco,1986,950
mco,1990,500
mco,1991,370
mco,1992,475
mco,1993,415
mco,1994,450
mco,1995,503
mco,1996,520
mco,1997,528
mco,1998,518
mco,1999,496
mco,2000,475
mco,2001,466
mco,2004,478
mco,2008,372
mco,2009,577
mco,2010,541
mco,2011,450
mco,2012,367
mco,2013,379
mco,2014,374
mco,2015,361
mco,2016,314
mco,2017,334
mco,2018,308
mco,2019,295
mda,1982,32250
mda,1983,34950
mda,1984,37650
mda,1985,40350
mda,1990,42716
mda,1991,40548
mda,1992,40808
mda,1993,42369
mda,1994,38453
mda,1995,34235
mda,1996,27943
mda,1997,26245
mda,1999,32476
mda,2000,22972
mda,2001,22804
mda,2002,22999
mda,2003,22647
mda,2004,29661
mda,2005,34588
mda,2006,38069
mda,2007,37053
mda,2008,38439
mda,2009,39760
mda,2010,35513
mda,2011,33445
mda,2012,32712
mda,2013,32781
mda,2014,31194
mda,2015,30819
mda,2016,30296
mda,2017,32869
mda,2018,30801
mdg,1971,11858
mdg,1972,9167
mdg,1974,9186
mdg,1979,12195
mdg,1980,11162
mdg,1981,11012
mdg,1982,10044
mdg,1983,10725
mdg,1984,11483
mdg,1988,15526
mdg,1989,15670
mdg,1990,17684
mdg,2005,28339
mdg,2006,28589
mdg,2007,28131
mdg,2008,33092
mdg,2011,25124
mdg,2012,27883
mdg,2014,26942
mdg,2015,28757
mdg,2016,31843
mdg,2017,33368
mdg,2018,36093
mdv,1970,0
mdv,1971,11
mdv,1980,123
mdv,1981,101
mdv,1982,404
mdv,1983,412
mdv,1985,57
mdv,1989,140
mdv,2000,457
mdv,2001,1521
mdv,2003,1091
mdv,2004,1115
mex,1971,476436
mex,1972,531550
mex,1974,332741
mex,1975,363629
mex,1976,432958
mex,1977,458033
mex,1978,478830
mex,1979,496558
mex,1980,555100
mex,1981,699662
mex,1982,819549
mex,1983,899040
mex,1984,911692
mex,1985,850920
mex,1986,831533
mex,1987,880743
mex,1988,872718
mex,1989,867644
mex,1990,849649
mex,1991,792481
mex,1992,818202
mex,1993,812768
mex,1994,797507
mex,1995,835049
mex,1996,851390
mex,1997,882560
mex,1998,1154412
mex,1999,1238452
mex,2000,1367199
mex,2001,1413243
mex,2002,1448550
mex,2003,1592014
mex,2004,1539602
mex,2005,1484187
mex,2006,1601862
mex,2007,1675606
mex,2008,1855497
mex,2009,1763509
mex,2010,1870448
mex,2011,1885464
mex,2012,2019131
mex,2013,3425040
mex,2014,3519745
mex,2015,3667719
mex,2016,3784089
mex,2017,3754609
mhl,2007,195
mhl,2015,137
mhl,2016,134
mkd,1993,52654
mkd,1994,52934
mkd,1995,54623
mkd,1996,56432
mkd,1997,58387
mkd,1998,59054
mkd,1999,59027
mkd,2000,59665
mkd,2001,59087
mkd,2002,57715
mkd,2003,58891
mkd,2004,58260
mkd,2005,58059
mkd,2007,58115
mkd,2008,56895
mkd,2009,56014
mkd,2010,57784
mkd,2011,57141
mkd,2012,55944
mkd,2013,54053
mkd,2014,51813
mkd,2015,50009
mkd,2017,45294
mli,1971,4937
mli,1972,5012
mli,1973,4811
mli,1974,4930
mli,1975,6366
mli,1976,6956
mli,1977,6514
mli,1978,6940
mli,1979,7461
mli,1980,8193
mli,1981,8537
mli,1982,9150
mli,1983,6305
mli,1984,8656
mli,1985,9766
mli,1987,8804
mli,1988,9813
mli,1989,9381
mli,1990,9164
mli,1991,11432
mli,1992,12672
mli,1993,9915
mli,1994,13807
mli,1995,18780
mli,1996,18693
mli,1997,20939
mli,1998,21737
mli,1999,26784
mli,2000,33100
mli,2001,33627
mli,2002,37304
mli,2003,37898
mli,2004,39669
mli,2005,42196
mli,2006,45422
mli,2007,54693
mli,2008,75267
mli,2009,89032
mli,2010,104666
mli,2011,94406
mli,2013,109899
mli,2014,129115
mli,2015,122805
mli,2016,131308
mli,2017,132303
mli,2018,127718
mlt,1971,2450
mlt,1972,2799
mlt,1973,2319
mlt,1974,2925
mlt,1975,3663
mlt,1976,4387
mlt,1977,4332
mlt,1978,4397
mlt,1979,4395
mlt,1980,4628
mlt,1981,4124
mlt,1982,4623
mlt,1983,5271
mlt,1984,5237
mlt,1985,6140
mlt,1986,6358
mlt,1987,6610
mlt,1988,6465
mlt,1989,6880
mlt,1990,7037
mlt,1991,6653
mlt,1992,6561
mlt,1993,6200
mlt,1994,5873
mlt,1995,4655
mlt,1996,4252
mlt,1997,3623
mlt,1998,3319
mlt,1999,3218
mlt,2000,3629
mlt,2001,3390
mlt,2002,3140
mlt,2003,3249
mlt,2004,6334
mlt,2005,6193
mlt,2006,4976
mlt,2007,5274
mlt,2008,5984
mlt,2010,5585
mlt,2011,2368
mlt,2012,2115
mlt,2013,2405
mlt,2014,2453
mlt,2015,2228
mlt,2016,2583
mlt,2017,4981
mmr,1971,10596
mmr,1972,10576
mmr,1973,11205
mmr,1975,13900
mmr,1976,15590
mmr,1977,14329
mmr,1978,14703
mmr,1979,17500
mmr,1980,19700
mmr,1981,20200
mmr,1982,21200
mmr,1983,22200
mmr,1984,23700
mmr,1985,21500
mmr,1986,10887
mmr,1987,12205
mmr,1988,11757
mmr,1989,9478
mmr,1990,11561
mmr,1991,13050
mmr,1992,13317
mmr,1993,11131
mmr,1994,11163
mmr,1995,16786
mmr,1999,0
mmr,2000,0
mmr,2001,0
mmr,2002,0
mmr,2003,0
mmr,2004,0
mmr,2005,0
mmr,2006,0
mmr,2007,0
mmr,2008,0
mmr,2009,0
mmr,2010,0
mmr,2014,0
mmr,2016,5913
mmr,2017,6144
mmr,2018,7348
mne,2003,22452
mne,2004,21918
mne,2005,21971
mne,2006,22011
mne,2007,21713
mne,2008,21717
mne,2009,21511
mne,2010,21582
mne,2011,21794
mne,2012,21471
mne,2015,19727
mne,2016,18897
mne,2017,18723
mne,2018,19056
mng,1971,12228
mng,1972,11267
mng,1973,11505
mng,1974,11614
mng,1975,11802
mng,1976,12554
mng,1979,14054
mng,1980,14955
mng,1981,20751
mng,1983,20700
mng,1986,23236
mng,1991,26431
mng,1992,17961
mng,1993,11491
mng,1994,11491
mng,1995,7555
mng,1996,7987
mng,1997,11308
mng,1998,12320
mng,1999,9584
mng,2000,9251
mng,2001,10554
mng,2002,13056
mng,2003,16900
mng,2004,20559
mng,2005,20484
mng,2006,22015
mng,2009,26337
mng,2010,27883
mng,2013,29562
mng,2014,27864
mng,2015,27349
mng,2016,35370
mng,2017,33554
mng,2018,30181
moz,1971,16200
moz,1972,18737
moz,1973,18495
moz,1976,11360
moz,1977,9401
moz,1978,9423
moz,1979,10676
moz,1980,12448
moz,1981,12704
moz,1982,18014
moz,1983,15638
moz,1985,16820
moz,1986,15338
moz,1987,13606
moz,1990,14836
moz,1991,14077
moz,1992,13804
moz,1993,16546
moz,1994,18837
moz,1995,19313
moz,1999,20573
moz,2000,20047
moz,2001,20880
moz,2002,22455
moz,2004,23506
moz,2005,25287
moz,2006,26269
moz,2007,27781
moz,2008,29487
moz,2009,37325
moz,2010,35162
moz,2011,34176
moz,2012,32331
moz,2013,48249
moz,2014,52560
moz,2015,52416
moz,2017,112327
mrt,1972,820
mrt,1981,1854
mrt,1986,2807
mrt,1987,2808
mrt,1988,1929
mrt,1989,1784
mrt,1990,1567
mrt,1991,1476
mrt,1992,1782
mrt,1993,1963
mrt,1994,1949
mrt,1995,2091
mrt,1996,2544
mrt,1998,1329
mrt,1999,1682
mrt,2000,1871
mrt,2001,1916
mrt,2002,1893
mrt,2003,3129
mrt,2004,3338
mrt,2005,3256
mrt,2006,3174
mrt,2012,1898
mrt,2013,2139
mrt,2014,2053
mrt,2015,1058
mrt,2016,1463
mrt,2017,2793
mrt,2018,1122
mus,1971,1270
mus,1972,1327
mus,1973,1513
mus,1974,1574
mus,1975,1621
mus,1976,1716
mus,1977,1423
mus,1978,1221
mus,1979,636
mus,1980,270
mus,1981,220
mus,1982,337
mus,1983,650
mus,1984,834
mus,1985,865
mus,1986,962
mus,1987,863
mus,1988,952
mus,1989,1065
mus,1990,1119
mus,1991,1600
mus,1992,2433
mus,1996,2895
mus,1997,3566
mus,1998,7153
mus,1999,8883
mus,2000,9984
mus,2001,10199
mus,2002,12079
mus,2003,14387
mus,2004,16568
mus,2005,19151
mus,2012,11446
mus,2013,15307
mus,2014,18762
mus,2015,14697
mus,2016,16898
mus,2017,14688
mus,2018,11709
mwi,1972,1074
mwi,1973,1142
mwi,1974,1274
mwi,1975,1259
mwi,1976,1165
mwi,1977,1392
mwi,1978,1905
mwi,1979,1915
mwi,1980,2023
mwi,1981,1875
mwi,1982,1888
mwi,1983,1814
mwi,1984,1688
mwi,1985,1669
mwi,1986,1818
mwi,1987,1860
mwi,1988,2427
mwi,1989,1984
mwi,1990,2176
mwi,1991,2385
mwi,1992,2611
mwi,1993,3043
mwi,1994,3165
mwi,1995,2510
mwi,1996,2525
mys,1970,21474
mys,1971,20058
mys,1972,20506
mys,1973,21807
mys,1974,24641
mys,1975,33742
mys,1976,14000
mys,1978,16651
mys,1979,18133
mys,1980,18031
mys,1981,18521
mys,1982,16020
mys,1983,18296
mys,1984,20184
mys,1985,20720
mys,1986,51168
mys,1987,46703
mys,1988,44299
mys,1989,42906
mys,1990,65460
mys,1991,60773
mys,1992,90079
mys,1993,40944
mys,1994,80690
mys,1998,92191
mys,1999,124816
mys,2000,131511
mys,2001,134302
mys,2002,141242
mys,2003,138521
mys,2004,148212
mys,2005,145755
mys,2006,146753
mys,2007,157812
mys,2008,166295
mys,2009,158379
mys,2010,162243
mys,2011,178480
mys,2012,260600
mys,2013,255507
mys,2014,282122
mys,2015,224821
mys,2016,301205
mys,2017,368991
mys,2018,285095
nam,1986,154
nam,1987,193
nam,1988,312
nam,1989,377
nam,1990,598
nam,1991,875
nam,1992,719
nam,1993,589
nam,1994,136
nam,1995,96
nam,1996,82
nam,1997,97
ncl,1970,1387
ncl,1971,1408
ncl,1972,1706
ncl,1973,1904
ncl,1974,2228
ncl,1975,2356
ncl,1976,2456
ncl,1977,2725
ncl,1978,2723
ncl,1979,2925
ncl,1980,2806
ncl,1981,3386
ncl,1982,4382
ncl,1983,4934
ncl,1984,5264
ncl,1985,5429
ncl,1986,5721
ncl,1987,5877
ncl,1988,6008
ncl,1989,6477
ncl,1990,6662
ncl,1991,7019
ncl,1992,7400
ncl,1993,7780
ncl,1994,7800
ncl,1995,7820
ncl,1996,7840
ncl,1997,7860
ner,1971,662
ner,1972,559
ner,1973,564
ner,1974,614
ner,1975,752
ner,1976,841
ner,1977,1005
ner,1978,1558
ner,1979,1613
ner,1980,2057
ner,1981,2351
ner,1982,1821
ner,1983,2930
ner,1984,2538
ner,1987,1850
ner,1988,1916
ner,1989,2437
ner,1990,1981
ner,1991,2421
ner,1992,1972
ner,1993,2110
ner,1996,2138
ner,1997,2145
ner,1998,2254
ner,1999,6571
ner,2000,6402
ner,2001,5888
ner,2002,2736
ner,2003,2207
ner,2004,3192
ner,2005,4608
ner,2006,6335
ner,2007,5888
ner,2008,5787
ner,2009,6412
ner,2010,5882
ner,2011,6607
ner,2012,22755
ner,2013,27592
ner,2014,42473
ner,2015,48747
ner,2016,54894
ner,2017,56458
nga,1970,63067
nga,1971,72093
nga,1972,51320
nga,1973,84402
nga,1977,144065
nga,1978,174032
nga,1979,217464
nga,1980,256763
nga,1981,311368
nga,1982,350187
nga,1983,376328
nga,1984,383435
nga,1985,391583
nga,1989,226848
nga,1990,216726
nic,1970,6198
nic,1971,6179
nic,1972,6945
nic,1973,5363
nic,1974,6611
nic,1975,13244
nic,1976,20995
nic,1977,20237
nic,1978,18620
nic,1979,15044
nic,1980,19221
nic,1982,21761
nic,1983,30338
nic,1984,25847
nic,1985,28515
nic,1986,18278
nic,1987,21457
nic,1988,20810
nic,1989,17258
nic,1990,32142
nic,1991,44412
nic,1992,50018
nic,1993,51677
nic,1994,43375
nic,1995,44845
nic,1999,17324
nic,2000,17856
nic,2001,18738
nic,2002,18939
nic,2004,22058
nic,2005,22580
nic,2006,22540
nic,2007,19437
nic,2008,15330
nic,2010,6880
nld,1971,415016
nld,1972,436229
nld,1973,448852
nld,1974,460884
nld,1975,469979
nld,1976,517194
nld,1977,536236
nld,1978,549335
nld,1979,556250
nld,1980,560008
nld,1981,567755
nld,1982,583983
nld,1983,604022
nld,1984,633966
nld,1985,623376
nld,1986,816229
nld,1987,813187
nld,1988,781814
nld,1989,756451
nld,1990,739247
nld,1991,718077
nld,1992,704176
nld,1993,701413
nld,1994,753514
nld,1995,731753
nld,1996,710118
nld,1997,583901
nld,1998,432008
nld,1999,456479
nld,2000,464948
nld,2001,487832
nld,2002,477072
nld,2003,489444
nld,2004,724593
nld,2005,725638
nld,2006,656904
nld,2007,671319
nld,2008,684821
nld,2009,690076
nld,2010,698116
nld,2011,748850
nld,2012,747119
nld,2015,597246
nld,2016,584430
nld,2017,618788
nld_curacao,2013,8090
nor,1971,59078
nor,1972,57215
nor,1973,61424
nor,1974,64466
nor,1975,66224
nor,1976,62699
nor,1977,65900
nor,1978,68678
nor,1979,73452
nor,1980,78525
nor,1981,81510
nor,1982,86393
nor,1983,97095
nor,1984,99131
nor,1985,104774
nor,1986,107633
nor,1987,104946
nor,1988,103390
nor,1989,106766
nor,1990,117979
nor,1991,120115
nor,1992,119392
nor,1993,134301
nor,1994,147115
nor,1995,118148
nor,1996,120517
nor,1997,124682
nor,1998,112427
nor,1999,119238
nor,2000,122294
nor,2001,119650
nor,2002,118771
nor,2003,124230
nor,2004,132089
nor,2005,131927
nor,2006,134432
nor,2007,135431
nor,2008,131874
nor,2009,127521
nor,2010,130995
nor,2011,128593
nor,2012,125577
nor,2013,130789
nor,2014,126800
nor,2015,124816
nor,2016,127056
nor,2017,126007
npl,1972,6242
npl,1973,17051
npl,1974,14902
npl,1976,19517
npl,1977,23643
npl,1999,28462
npl,2000,18463
npl,2001,20856
npl,2002,20546
npl,2003,15708
npl,2005,21602
npl,2006,21588
npl,2007,18469
npl,2008,15053
npl,2019,42255
nru,1971,0
nru,1972,0
nru,1973,0
nru,1974,0
nru,1975,0
nru,1976,0
nru,1977,0
nru,1978,0
nru,1979,0
nru,1980,0
nru,1981,0
nru,1982,0
nru,1983,0
nru,1984,0
nru,1985,17
nzl,1970,0
nzl,1971,0
nzl,1972,0
nzl,1973,0
nzl,1974,0
nzl,1975,2387
nzl,1976,2866
nzl,1977,2922
nzl,1979,2977
nzl,1980,3071
nzl,1981,2472
nzl,1982,2530
nzl,1983,2591
nzl,1984,2534
nzl,1985,2462
nzl,1986,2567
nzl,1987,2922
nzl,1988,3794
nzl,1989,4108
nzl,1990,8901
nzl,1991,12537
nzl,1992,18150
nzl,1993,48586
nzl,1994,63658
nzl,1995,80410
nzl,1996,81299
nzl,1997,78640
nzl,1998,47709
nzl,2002,55591
nzl,2009,115248
nzl,2010,79302
nzl,2011,76625
nzl,2012,70056
nzl,2013,83533.11125
nzl,2014,84565.03314
nzl,2015,78854.35143
nzl,2016,73525.8008
nzl,2017,70250.87607
omn,1971,0
omn,1972,0
omn,1973,48
omn,1974,79
omn,1975,70
omn,1976,84
omn,1977,234
omn,1978,431
omn,1979,571
omn,1980,858
omn,1981,1496
omn,1982,1635
omn,1983,2425
omn,1984,2720
omn,1985,2736
omn,1986,2374
omn,1987,2986
omn,1988,3510
omn,1989,3437
omn,1990,2941
omn,1991,2391
omn,1992,2427
omn,1993,2254
omn,1994,1709
omn,1995,1288
omn,1996,1791
omn,1997,1700
omn,1998,1573
omn,2012,1958
omn,2013,109
omn,2014,113
omn,2015,113
omn,2016,120
omn,2017,120
omn,2018,1653
pak,1971,34450
pak,1972,41476
pak,1973,61659
pak,1974,62999
pak,1975,43733
pak,1976,34505
pak,1977,32762
pak,1978,33143
pak,1979,34235
pak,1980,31204
pak,1981,40414
pak,1982,45082
pak,1983,49287
pak,1984,54369
pak,1985,48846
pak,1986,51668
pak,1987,66033
pak,1988,88579
pak,1989,123361
pak,1990,107645
pak,1991,90466
pak,1992,89416
pak,2003,83000
pak,2004,131112
pak,2005,153227
pak,2006,284013
pak,2007,330738
pak,2008,342350
pak,2009,388310
pak,2010,381915
pak,2011,389624
pak,2012,376337
pak,2013,374178
pak,2014,366979
pak,2015,329562
pak,2016,324598
pak,2017,355215
pak,2018,446376
pan,1970,27546
pan,1971,30264
pan,1972,33009
pan,1973,37488
pan,1974,43355
pan,1975,43817
pan,1976,44449
pan,1977,44822
pan,1978,43509
pan,1979,41511
pan,1980,40777
pan,1981,44291
pan,1982,45588
pan,1983,46528
pan,1984,48651
pan,1985,50066
pan,1986,51426
pan,1987,51987
pan,1988,50783
pan,1989,50101
pan,1990,51213
pan,1999,101310
pan,2000,99976
pan,2001,101170
pan,2002,103350
pan,2004,102047
pan,2005,98335
pan,2006,47776
pan,2007,42991
pan,2008,42843
pan,2009,44515
pan,2010,44932
pan,2011,46302
pan,2012,48958
pan,2016,53760
pan,2017,54671
per,1970,93182
per,1971,114950
per,1972,132754
per,1973,163046
per,1974,174593
per,1975,186430
per,1976,190559
per,1977,177199
per,1978,165253
per,1979,56693
per,1980,51368
per,1981,0
per,1982,0
per,1983,0
per,1984,0
per,1985,0
per,1986,0
per,1987,0
per,1988,0
per,1989,0
per,1990,0
per,1991,0
per,1992,0
per,1993,0
per,1994,0
per,1995,0
per,1996,0
per,1997,0
per,2003,59658
per,2004,62912
per,2005,57284
per,2006,48637
per,2007,49770
per,2008,42379
per,2009,14561
per,2010,23550
per,2011,31572
per,2012,30680
per,2013,44270
per,2014,37719
per,2015,37416
per,2016,45221
per,2017,48546
per,2018,55088
phl,1971,0
phl,1972,0
phl,1973,0
phl,1974,0
phl,1975,0
phl,1976,0
phl,1977,0
phl,1978,0
phl,1979,0
phl,1980,0
phl,1981,0
phl,1982,0
phl,1983,0
phl,1984,0
phl,1985,0
phl,1986,0
phl,1987,0
phl,1988,0
phl,1989,0
phl,1990,0
phl,1991,0
phl,1992,0
