geo,time,se_sec_tchr_fe_zs
mlt,1999,49.70796
mlt,2000,51.70573
mlt,2001,52.61795
mlt,2002,52.84058
mlt,2003,53.2769
mlt,2004,54.13513
mlt,2005,56.95913
mlt,2006,57.48821
mlt,2007,59.95494
mlt,2008,59.83099
mlt,2011,64.60268
mlt,2012,63.25107
mlt,2013,64.4276
mlt,2014,64.43634
mlt,2015,65.20491
mlt,2016,65.38963
mlt,2017,63.7833
mlt,2019,65.04785
mmr,1986,68.43018
mmr,1987,69.84396
mmr,1988,71.26738
mmr,1989,71.99341
mmr,1990,71.43641
mmr,1991,71.01757
mmr,1992,71.67285
mmr,1993,72.16816
mmr,1994,73.25282
mmr,1995,73.4704
mmr,1999,76.48995
mmr,2000,76.35444
mmr,2001,77.34149
mmr,2002,78.05384
mmr,2003,78.01456
mmr,2004,78.41671
mmr,2005,82.21233
mmr,2006,82.38536
mmr,2007,83.06872
mmr,2008,84.00385
mmr,2009,84.30977
mmr,2010,85.13195
mmr,2014,86.74586
mmr,2017,86.44526
mmr,2018,86.16361
mne,2020,68.28194
mng,1975,51.91971
mng,1980,51.97259
mng,1982,51.97356
mng,1986,60.34112
mng,1991,61.94567
mng,1992,62.55441
mng,1993,63.74841
mng,1994,64.69282
mng,1995,66.35492
mng,1996,66.3442
mng,1997,65.94792
mng,1999,68.7835
mng,2000,68.82109
mng,2001,69.71453
mng,2002,70.04648
mng,2003,69.75784
mng,2004,72.22071
mng,2005,72.16828
mng,2006,73.2523
mng,2010,73.09247
mng,2014,73.07729
mng,2015,72.93892
mng,2016,72.89569
mng,2017,72.78087
mng,2018,73.09504
mng,2019,73.19816
moz,1973,55.34433
moz,1982,22.19599
moz,1983,18.92583
moz,1985,21.35239
moz,1986,20.3014
moz,1991,16.24577
moz,1992,16.14265
moz,1993,19.8378
moz,1994,18.13088
moz,1995,17.25735
moz,2005,17.77264
moz,2006,15.9856
moz,2007,16.44562
moz,2008,16.72162
moz,2009,17.35501
moz,2010,17.9482
moz,2011,19.09247
moz,2012,19.06579
moz,2013,20.88251
moz,2014,20.91108
moz,2015,21.33136
moz,2016,21.58387
moz,2017,31.32718
moz,2020,23.20779
mrt,1978,11.02362
mrt,1979,10.8453
mrt,1980,11.53846
mrt,1994,10.93911
mrt,1995,7.84913
mrt,1998,9.44844
mrt,1999,8.42105
mrt,2000,10.35313
mrt,2001,10.40879
mrt,2002,12.7
mrt,2003,12.0173
mrt,2004,12.12412
mrt,2005,12.68781
mrt,2006,11.14641
mrt,2014,11.83432
mrt,2015,11.35754
mrt,2016,10.40623
mrt,2017,11.37947
mrt,2018,12.79553
mrt,2019,11.19725
mus,1971,31.95767
mus,1972,34.26724
mus,1973,33.71859
mus,1974,36.11248
mus,1975,36.74782
mus,1976,36.71735
mus,1977,37.29941
mus,1978,39.73648
mus,1979,38.88
mus,1980,39.20954
mus,1986,40.78526
mus,1987,41.08466
mus,1989,40.80475
mus,1996,44.58518
mus,1998,46.38507
mus,1999,47.24572
mus,2000,48.2156
mus,2001,49.25985
mus,2002,50.14327
mus,2003,51.93847
mus,2004,53.85718
mus,2005,55.32087
mus,2006,56.21698
mus,2007,56.45002
mus,2008,57.24575
mus,2009,57.53726
mus,2010,58.01994
mus,2011,59.03374
mus,2012,59.34282
mus,2013,56.4449
mus,2014,56.33353
mus,2015,62.44511
mus,2016,61.38377
mus,2017,58.01434
mus,2018,59.28552
mus,2019,62.60211
mus,2020,63.65542
mus,2021,60.32888
mwi,1999,31.52349
mwi,2007,24.91786
mwi,2008,25.83006
mwi,2010,27.03766
mwi,2011,28.211
mwi,2012,27.79777
mwi,2013,28.8764
mwi,2014,28.51969
mwi,2015,30.64008
mwi,2018,22.86746
mwi,2019,23.91244
mys,1970,38.88795
mys,1971,39.60051
mys,1972,40.85921
mys,1976,42.68919
mys,1980,45.00997
mys,1981,44.8765
mys,1982,45.30536
mys,1983,45.64591
mys,1984,46.4433
mys,1985,47.29319
mys,1986,47.35463
mys,1987,49.31356
mys,1988,49.82141
mys,1989,49.78868
mys,1990,51.35142
mys,1991,52.59702
mys,1992,53.8333
mys,1994,55.66744
mys,1995,53.18523
mys,1997,58.95486
mys,2000,61.97897
mys,2001,63.32115
mys,2002,63.37919
mys,2003,63.03651
mys,2004,63.64901
mys,2005,62.78662
mys,2006,63.95176
mys,2007,64.58907
mys,2008,65.82613
mys,2009,67.03793
mys,2010,67.30052
mys,2011,68.20822
mys,2012,68.91246
mys,2013,67.02594
mys,2016,68.19779
mys,2017,67.41907
mys,2018,67.35528
mys,2019,67.17942
nam,1992,46.0115
nam,1999,46.02622
nam,2000,46.26259
nam,2004,55.47434
nam,2005,49.79647
nam,2017,53.70713
ncl,1970,43.31683
ncl,1971,43.31797
ncl,1972,47.3029
ncl,1973,50.5071
ncl,1974,50.98039
ncl,1975,47.05882
ncl,1976,45.35769
ncl,1977,47.17742
ncl,1978,47.3755
ncl,1979,48.85404
ncl,1982,42.59259
ncl,1989,41.35189
ncl,1997,41.49485
ner,1971,21.6763
ner,1972,24.21875
ner,1973,27.64228
ner,1974,25.41744
ner,1975,19.11263
ner,1976,22.91994
ner,1977,20.07624
ner,1978,21.2691
ner,1979,19.4589
ner,1980,19.38436
ner,1981,20.79439
ner,1988,12.77641
ner,1989,18.29718
ner,1990,17.28442
ner,1991,17.65766
ner,1992,17.96821
ner,1996,20.74408
ner,1997,20.5644
ner,1998,19.27644
ner,1999,18.03393
ner,2000,18.05158
ner,2001,16.84463
ner,2002,18.77551
ner,2003,19.1103
ner,2004,18.61236
ner,2005,16.68928
ner,2006,16.36314
ner,2010,18.30065
ner,2011,19.34569
ner,2013,20.12678
ner,2014,20.02048
ner,2015,20.13993
ner,2016,20.07154
ner,2017,21.60191
ner,2018,22.39863
nga,1970,18.24461
nga,1972,18.55686
nga,1981,29.44133
nga,1982,20.03387
nga,1986,28.47728
nga,1988,31.21801
nga,1989,31.97392
nga,1990,32.58946
nga,1991,31.75891
nga,1992,33.50302
nga,1993,34.51246
nga,1994,36.00946
nga,1999,35.73283
nga,2000,37.54703
nga,2001,38.73541
nga,2002,33.25724
nga,2003,38.42399
nga,2004,35.70061
nga,2005,35.66859
nga,2006,38.23695
nga,2007,34.1418
nga,2008,39.45821
nga,2010,47.87528
nga,2012,45.94771
nga,2013,47.54885
nga,2014,48.76468
nga,2015,53.02952
nga,2016,48.05977
nga,2017,46.265
nga,2018,45.81031
nic,1973,36.09732
nic,1974,37.33154
nic,1984,56.39967
nic,1985,56.03382
nic,1986,59.3324
nic,1987,57.75087
nic,1988,61.64527
nic,1989,60.92834
nic,1999,56.03124
nic,2000,56.46788
nic,2001,61.52542
nic,2002,55.90265
nic,2004,55.38426
nic,2005,56.76425
nic,2006,52.86666
nic,2007,58.59447
nic,2008,55.33902
nic,2010,55.48413
nld,1971,22.80003
nld,1972,22.80026
nld,1975,22.9798
nld,1976,23.35424
nld,1977,23.34273
nld,1978,23.59671
nld,1979,23.71283
nld,1980,23.81332
nld,1982,24.29852
nld,1983,24.57519
nld,1984,24.41714
nld,1985,24.3142
nld,1986,29.05067
nld,1987,28.20043
nld,1988,28.39432
nld,1989,28.69341
nld,1990,28.838
nld,1991,28.98064
nld,1992,29.58716
nld,1993,30
nld,1994,30.61352
nld,2002,42.38833
nld,2003,42.78079
nld,2004,44.28101
nld,2005,44.83661
nld,2006,45.60177
nld,2007,46.37864
nld,2008,47.37303
nld,2009,47.68737
nld,2010,48.55212
nld,2011,49.16292
nld,2012,49.91866
nld,2015,52.07056
nld,2016,52.55809
nld,2017,53.08226
nld,2018,53.83205
nld,2019,54.50718
nor,1971,32.90314
nor,1972,34.06658
nor,1973,34.30292
nor,1995,45.92507
nor,2015,62.64989
nor,2016,62.85243
nor,2017,63.43303
nor,2018,63.91314
nor,2019,64.63404
npl,1977,9.05217
npl,1979,9.80339
npl,1980,9.14753
npl,1983,9.18919
npl,1984,8.72928
npl,1988,8.29074
npl,1991,9.8368
npl,1992,11.7088
npl,1996,11.65333
npl,1999,9.4836
npl,2000,11.03317
npl,2001,10.00375
npl,2003,13.53945
npl,2008,14.81364
npl,2009,20.89603
npl,2010,18.0543
npl,2011,20.65836
npl,2012,21.50265
npl,2013,21.74264
npl,2014,21.76382
npl,2015,21.87261
npl,2016,22.13432
npl,2017,22.9494
npl,2019,24.32249
npl,2020,26.25335
nru,1977,21.05263
nru,1979,31.57895
nru,1985,45
nru,2000,39.47368
nru,2001,47.05882
nru,2002,52
nru,2003,52.94118
nru,2004,65.78947
nru,2005,64.10256
nru,2006,87.5
nru,2007,78.78788
nru,2014,57.77778
nru,2016,50
nru,2019,70
nru,2020,66.66667
nzl,1982,43.35767
nzl,1994,56.50257
nzl,1996,56.98119
nzl,1997,57.98305
nzl,1998,63.51379
nzl,1999,58.11758
nzl,2000,59.38135
nzl,2001,60.70004
nzl,2003,60.43315
nzl,2004,59.80413
nzl,2005,61.18381
nzl,2006,61.40415
nzl,2007,61.60127
nzl,2008,61.54518
nzl,2009,61.39898
nzl,2010,61.65846
nzl,2011,61.70544
nzl,2012,61.87572
nzl,2014,62.4234
nzl,2015,62.67144
nzl,2016,63.08715
nzl,2017,63.29798
nzl,2018,63.71492
nzl,2019,64.32985
omn,1974,14.58333
omn,1975,19.56522
omn,1976,15.86538
omn,1977,17.95666
omn,1978,18.60795
omn,1979,22.91221
omn,1981,24.97446
omn,1982,28.24914
omn,1983,26.64032
omn,1984,28.73563
omn,1985,28.73011
omn,1986,29.65993
omn,1987,31.48236
omn,1988,33.36227
omn,1989,36.85637
omn,1990,39.03226
omn,1991,37.35963
omn,1992,42.59336
omn,1993,43.67925
omn,1994,45.12585
omn,1995,46.32487
omn,1996,47.11488
omn,1997,47.78917
omn,1998,48.27919
omn,1999,49.60348
omn,2000,49.6304
omn,2001,49.44529
omn,2002,50.89954
omn,2003,51.68253
omn,2017,68.02684
omn,2018,69.1195
omn,2019,68.46364
omn,2020,67.30449
pak,1971,26.1937
pak,1972,26.58666
pak,1975,28.17209
pak,1976,29.44278
pak,1977,29.75848
pak,1978,29.78059
pak,1979,27.26695
pak,1980,29.74867
pak,1981,29.7334
pak,1982,29.78975
pak,1983,29.95417
pak,1984,30.10164
pak,1985,30.86374
pak,1987,31.15419
pak,1989,30.52506
pak,1990,31.75042
pak,2014,57.47685
pak,2015,57.06622
pak,2016,58.05733
pak,2017,61.28964
pak,2018,60.48451
pan,1970,56.21036
pan,1971,55.73991
pan,1972,69.00179
pan,1973,54.86546
pan,1974,54.41176
pan,1975,54.72997
pan,1976,54.81494
pan,1977,54.30126
pan,1978,56.75403
pan,1979,53.17639
pan,1980,53.07201
pan,1981,53.35656
pan,1982,55.32273
pan,1983,53.03789
pan,1984,49.1729
pan,1985,53.24863
pan,1986,53.11455
pan,1987,54.02265
pan,1988,54.31809
pan,1989,54.05297
pan,1990,54.17265
pan,1999,55.43811
pan,2000,55.83866
pan,2001,56.07009
pan,2002,56.79242
pan,2004,56.98678
pan,2005,57.41215
pan,2006,57.71894
pan,2007,58.44958
pan,2008,58.72412
pan,2009,58.50133
pan,2010,59.40219
pan,2011,59.71844
pan,2013,59.03205
pan,2014,59.96688
pan,2015,59.2253
pan,2016,59.2253
pan,2017,59.2253
per,1975,48.75205
per,1976,49.48633
per,1981,46.33945
per,1991,47.49994
per,1995,39.12008
per,1998,40.94088
per,1999,44.08424
per,2000,43.69341
per,2001,43.83324
per,2002,43.99273
per,2003,43.42352
per,2004,43.63034
per,2005,42.9328
per,2006,43.71968
per,2007,43.49676
per,2008,43.72032
per,2009,43.98764
per,2010,44.18936
per,2011,44.01317
per,2012,46.96474
per,2013,43.89399
per,2014,43.88685
per,2015,44.72878
per,2016,44.71851
per,2017,44.74604
per,2018,44.95037
per,2019,44.64333
per,2020,44.90167
phl,1985,95.06633
phl,1998,76.25761
phl,1999,76.26088
phl,2001,76.37689
phl,2002,76.36178
phl,2003,76.66793
phl,2004,75.71077
phl,2005,76.35694
phl,2006,76.37794
phl,2007,76.23197
phl,2009,76.37841
phl,2014,73.3114
phl,2015,72.88928
phl,2016,73.1778
phl,2017,71.44289
phl,2018,70.69938
phl,2019,70.58662
plw,1999,51.47929
plw,2000,58.73016
png,1971,35.3461
png,1972,35.75253
png,1974,35.62434
png,1975,34.41495
png,1976,32.02128
png,1977,33.47368
png,1978,33.77687
png,1979,33.20332
png,1980,32.67857
png,1981,32.24115
png,1982,32.70869
png,1984,34.18839
png,1986,34.32719
png,1987,33.47023
png,1988,34.30157
png,1989,32.80994
png,1991,31.1859
png,1992,33.37382
png,1998,35.12244
png,2012,42.24862
png,2016,38.07045
pol,2001,65.76504
pol,2003,68.83395
pol,2005,69.06181
pol,2006,69.15154
pol,2007,69.84187
pol,2008,69.78719
pol,2009,69.68794
pol,2010,69.65043
pol,2011,69.59636
pol,2012,69.64917
pol,2013,69.58926
pol,2014,69.43122
pol,2015,69.27465
pol,2016,69.35062
pol,2017,69.34199
pol,2018,69.4031
pol,2019,70.38047
pri,2010,78.42972
pri,2011,78.07424
pri,2012,77.60069
pri,2013,74.37309
pri,2014,71.61366
pri,2015,72.39135
pri,2016,71.86796
pri,2018,72.38901
prk,2009,50.83992
prk,2015,45.47576
prk,2018,39.81658
prt,1973,52.28131
prt,1974,56.24588
prt,1975,55.59095
prt,1976,55.81881
prt,1977,53.67002
prt,1978,56.32352
prt,1979,59.37861
prt,1980,60.26097
prt,1981,59.20757
prt,1991,65.89835
prt,2000,68.26874
prt,2001,68.58137
prt,2003,68.88617
prt,2004,69.06287
prt,2005,68.63
prt,2006,65.57449
prt,2007,68.67101
prt,2008,68.92839
prt,2009,69.43308
prt,2010,69.1678
prt,2011,69.08665
prt,2012,69.44528
prt,2013,69.45161
prt,2014,69.72131
prt,2015,70.10635
prt,2016,70.27258
prt,2017,70.42786
prt,2018,70.44784
prt,2019,70.36409
pry,1970,58.18457
pry,1971,59.22229
pry,1991,67.12228
pry,1993,65.94046
pry,1998,62.32187
pry,1999,62.34843
pry,2000,61.97376
pry,2001,61.5975
pry,2002,61.12923
pry,2003,62.15277
pry,2004,62.15347
pry,2012,62.20323
pse,1999,46.76417
pse,2000,45.09478
pse,2001,48.50837
pse,2002,45.87863
pse,2003,45.08105
pse,2004,49.96927
pse,2005,50.87968
pse,2006,49.89636
pse,2007,48.67988
pse,2008,48.65623
pse,2009,48.50147
pse,2010,50.42424
pse,2011,50.77129
pse,2012,50.997
pse,2013,51.1163
pse,2014,51.17048
pse,2015,51.7004
pse,2016,51.19867
pse,2017,52.35947
pse,2018,56.73208
pse,2019,56.73272
pse,2020,55.02959
pyf,1971,43.64508
pyf,1972,41.57783
pyf,1973,41.97002
pyf,1974,37.99283
pyf,1975,43.20988
pyf,1976,44.46397
pyf,1977,42.36006
pyf,1978,42.52199
pyf,1979,42.77929
pyf,1980,42.23919
pyf,1982,42.06897
pyf,1983,41.78499
pyf,1984,41.76974
pyf,1985,38.42196
pyf,1986,41.9702
pyf,1987,43.54839
pyf,1988,46.45062
pyf,1989,40.31008
pyf,1990,45.16854
pyf,1991,44.75618
pyf,1992,45.70492
pyf,1993,45.85427
qat,1971,31.79012
qat,1972,32.8125
qat,1973,33.67983
qat,1974,38.67403
qat,1975,41.74603
qat,1976,44.87334
qat,1977,46.27027
qat,1978,46.96824
qat,1979,48.59736
qat,1980,50.62089
qat,1981,50.30788
qat,1982,51.45299
qat,1983,50.77139
qat,1984,53.07692
qat,1985,55.00864
qat,1986,52.93423
qat,1987,56.89774
qat,1988,56.35457
qat,1989,56.94042
qat,1990,54.73337
qat,1991,56.18833
qat,1992,56.71321
qat,1993,59.01288
qat,1994,59.14204
qat,1995,58.52773
qat,1998,56.4049
qat,1999,56.54462
qat,2001,55.15943
qat,2002,54.96028
qat,2003,55.70338
qat,2004,55.17177
qat,2005,55.73328
qat,2006,56.14516
qat,2008,55.61748
qat,2009,54.47061
qat,2010,55.04468
qat,2011,55.06682
qat,2012,54.98164
qat,2013,53.77647
qat,2014,54.63325
qat,2015,54.35634
qat,2016,52.64037
qat,2017,53.32053
qat,2018,53.75847
qat,2019,56.43058
qat,2020,55.10894
rou,1989,60.77737
rou,1991,61.0577
rou,1992,61.71716
rou,1993,61.30324
rou,1994,61.51653
rou,1995,61.86872
rou,1996,63.00199
rou,1997,63.14916
rou,1998,64.13976
rou,1999,64.45722
rou,2000,65.68508
rou,2001,65.8429
rou,2002,66.20425
rou,2003,66.15516
rou,2004,66.19335
rou,2005,66.31095
rou,2006,66.58696
rou,2007,66.83918
rou,2008,67.3321
rou,2009,67.50185
rou,2010,67.88114
rou,2011,68.48363
rou,2012,68.72229
rou,2013,69.12257
rou,2014,69.6221
rou,2015,70.72982
rou,2016,71.33887
rou,2017,71.8346
rou,2018,72.21171
rou,2019,72.54629
rus,2006,80.46535
rus,2007,81.00415
rus,2008,81.08257
rus,2009,81.26694
rwa,1976,17.12268
rwa,1977,16.80934
rwa,2000,20.73061
rwa,2001,18.61361
rwa,2002,18.77074
rwa,2003,19.24058
rwa,2004,19.87097
rwa,2005,21.34034
rwa,2006,23.12612
rwa,2007,25.50607
rwa,2009,27.90136
rwa,2010,26.78041
rwa,2011,27.79456
rwa,2012,27.42233
rwa,2013,28.52107
rwa,2014,29.20785
rwa,2015,30.06293
rwa,2016,30.35871
rwa,2017,30.8795
rwa,2018,31.30493
rwa,2019,31.47601
sau,1979,29.90479
sau,2005,52.6259
sau,2009,51.86965
sau,2013,52.60857
sau,2014,50.82996
sau,2015,52.7266
sau,2016,51.6195
sau,2017,50.87448
sau,2018,50.82339
sau,2019,52.15371
sau,2020,50.57077
sen,1972,28.23529
sen,1978,24.96687
sen,1984,15.40161
sen,1985,14.66842
sen,1996,15.20053
sen,2000,14.86027
sen,2001,13.04013
sen,2002,13.64614
sen,2004,14.13505
sen,2005,14.13538
sen,2011,18.6931
sen,2012,19.96427
sen,2013,16.923
sen,2014,19.44298
sen,2015,27.03187
sen,2020,17.83482
sgp,1970,40.74271
sgp,1971,41.05742
sgp,1972,41.11925
sgp,1973,41.33993
sgp,1974,43.33671
sgp,1975,43.52912
sgp,1976,44.53897
sgp,1977,45.93146
sgp,1978,47.47826
sgp,1979,49.35186
sgp,1995,58.12349
sgp,2007,65.95207
sgp,2008,66.8473
sgp,2009,66.72004
sgp,2016,64.9441
sgp,2017,64.57231
sgp,2018,65.04578
sgp,2019,64.98347
slb,1970,33.67347
slb,1971,32
slb,1972,27.74194
slb,1973,24.85207
slb,1975,28.24427
slb,1980,26.07004
slb,1999,32.67176
slb,2000,32.68512
slb,2010,29.46996
slb,2011,29.28571
slb,2012,30.4916
slb,2015,32.60672
sle,1971,28.25191
sle,1972,26.83057
sle,1973,27.64103
sle,1975,36.03438
sle,1976,34.70724
sle,1977,26.62142
sle,1978,26.65499
sle,1984,21.74779
sle,1985,21.63588
sle,1988,18.17869
sle,1989,18.65497
sle,1990,18.07008
sle,1991,17.57413
sle,2001,27.36301
sle,2011,12.46947
sle,2012,12.33633
sle,2013,13.14617
sle,2015,13.60062
sle,2016,14.48778
sle,2017,13.03426
sle,2018,13.34929
sle,2019,13.36069
sle,2020,13.22276
slv,1970,32.42707
slv,2003,50.01782
slv,2004,49.95639
slv,2005,49.14487
slv,2007,47.76958
slv,2008,51.95274
slv,2011,52.83027
slv,2015,54.28043
slv,2016,54.59288
slv,2017,54.57048
slv,2018,54.69675
smr,1971,54.66667
smr,1972,53.16456
smr,1973,54.21687
smr,1974,53.33333
smr,1975,54.83871
smr,1976,57.40741
smr,1979,55.45455
smr,1980,61.60714
smr,1981,61.60714
smr,1982,53.7415
smr,1983,61.17647
smr,1984,56.77419
smr,1985,60.57143
smr,1987,60.3352
smr,2008,76.31579
smr,2009,78.44311
smr,2010,77.63975
smr,2018,72.08481
smr,2019,71.32353
smr,2020,72.53521
som,1971,10.07828
som,1972,9.63665
som,1973,8.63454
som,1974,7.56054
som,1976,8.50229
som,1977,11.99166
som,1978,8.98749
som,1979,7.24396
som,1980,7.68683
som,2007,13.52131
srb,2007,63.8155
srb,2008,63.93235
srb,2009,63.78526
srb,2010,64.1946
srb,2011,63.74996
srb,2012,63.64351
srb,2013,63.61096
srb,2014,64.27399
srb,2015,64.69142
srb,2016,65.03636
srb,2017,65.39189
srb,2018,65.73337
srb,2019,66.02382
srb,2020,66.63715
ssd,2015,12.70506
stp,2004,12.2807
stp,2005,12.60054
stp,2010,37.19807
stp,2011,19.96672
stp,2012,27.51678
stp,2014,30.26482
stp,2015,33.77111
stp,2016,32.58547
sur,1971,46.891
sur,1972,45.77657
sur,1973,47.67303
sur,1974,47.80376
sur,1975,41.09027
sur,1976,50.25098
sur,1977,42.20136
sur,1978,48.79552
sur,1979,54.31173
sur,1986,52.00199
sur,1987,53.20629
sur,1988,54.99648
sur,1989,56.20812
sur,1990,59.01969
sur,1991,62.00645
sur,1992,60.09615
sur,1993,60.31363
sur,2001,62.68766
sur,2002,62.34325
sur,2005,62.25728
sur,2006,59.17445
sur,2007,59.7391
sur,2009,68.86447
sur,2010,69.60243
sur,2011,71.34345
sur,2012,71.00098
sur,2013,72.39354
sur,2014,73.09065
svk,1993,66.32396
svk,1994,70.09771
svk,1995,70.92919
svk,1998,71.62419
svk,1999,71.89082
svk,2000,71.7944
svk,2001,72.39019
svk,2002,72.74921
svk,2003,72.8564
svk,2004,76.55388
svk,2005,73.02775
svk,2006,72.78139
svk,2007,74.08953
svk,2008,74.14714
svk,2009,74.8825
svk,2010,74.52341
svk,2011,74.39588
svk,2012,74.85034
svk,2013,74.34355
svk,2014,75.33163
svk,2015,74.39084
svk,2016,74.62812
svk,2017,74.47737
svk,2018,74.30859
svk,2019,74.38209
svn,1993,68.25224
svn,1994,68.58508
svn,1995,68.97047
svn,1996,66.48149
svn,1997,69.68366
svn,1998,67.5271
svn,1999,68.79619
svn,2000,69.4576
svn,2001,68.5848
svn,2002,70.07493
svn,2003,70.32502
svn,2004,70.6247
svn,2005,71.21128
svn,2006,71.27705
svn,2007,71.88331
svn,2008,71.80494
svn,2009,72.05342
svn,2010,72.48705
svn,2011,72.67229
svn,2012,73.03386
svn,2013,72.99584
svn,2014,73.28972
svn,2015,73.19749
svn,2016,74.01472
swe,1973,45.89552
swe,1974,46.60732
swe,1975,45.36007
swe,1976,44.83948
swe,1993,52.6105
swe,1994,52.63807
swe,1995,58.36211
swe,1997,59.00777
swe,1998,54.96988
swe,1999,56.26228
swe,2000,55.58817
swe,2001,56.05236
swe,2003,56.48117
swe,2004,57.07375
swe,2005,57.62365
swe,2006,58.54334
swe,2007,58.75645
swe,2008,59.25827
swe,2009,58.9497
swe,2010,59.31877
swe,2011,58.67441
swe,2012,58.27896
swe,2013,63.04775
swe,2014,63.56851
swe,2015,63.921
swe,2016,64.22705
swe,2017,64.37039
swe,2018,59.3533
swe,2019,59.52384
swz,1972,32.93515
swz,1996,43.24587
swz,1998,46.04801
swz,2002,47.02211
swz,2003,46.3355
swz,2004,48.98558
swz,2005,46.35699
swz,2006,47.22292
swz,2007,47.63653
swz,2009,47.48781
swz,2010,48.20041
swz,2011,48.4381
swz,2012,48.66811
swz,2013,49.1186
swz,2014,49.28863
swz,2015,49.70135
swz,2016,49.49756
sxm,2012,59.92063
sxm,2014,57.82123
syc,1970,61.66667
syc,1971,76.37795
syc,1972,61.42857
syc,1973,61.68831
syc,1974,57.22543
syc,1975,57.62712
syc,1979,63.88889
syc,1993,51.97279
syc,1994,50.19815
syc,1995,48.10127
syc,1996,50.21771
syc,1998,53.15315
syc,1999,53.7415
syc,2000,52.11268
syc,2001,53.14286
syc,2002,52.61383
syc,2003,51.76471
syc,2004,56.10169
syc,2005,56.02716
syc,2006,54.40678
syc,2007,55.27211
syc,2008,57.40402
syc,2009,60.73826
syc,2010,60.13514
syc,2011,58.37479
syc,2012,60.49587
syc,2013,60.5042
syc,2014,61.63636
syc,2015,58.34684
syc,2016,60.97179
syc,2017,60.94488
syc,2018,58.09249
syc,2019,55.87393
syc,2020,56.17978
syr,1971,22.42606
syr,1972,28.3842
syr,1973,29.58602
syr,1975,30.19881
syr,1976,30.15063
syr,1978,23.35474
syr,1979,24.77032
syr,1980,21.8334
syr,1982,22.13423
syr,1983,22.61522
syr,1984,22.75563
syr,1985,22.80911
syr,1986,25.35962
syr,1987,28.75015
syr,1988,30.40223
syr,1989,32.14187
syr,1990,40.12784
syr,1991,41.36191
syr,1992,42.63207
syr,1993,41.9032
syr,1994,41.32987
syr,1995,42.82055
syr,1996,42.65302
syr,1997,44.22295
syr,2000,50.07428
syr,2001,51.20463
syr,2002,51.30945
tca,1971,33.33333
tca,1973,29.41176
tca,1974,40
tca,1975,41.66667
tca,1977,34.21053
tca,1978,51.16279
tca,1981,59.57447
tca,1985,66.66667
tca,1994,63.36634
tca,1999,61.98347
tca,2000,62.30769
tca,2003,60.9589
tca,2014,58.53659
tca,2015,60.47619
tca,2018,65.65217
tcd,1989,3.34302
tcd,1994,4.66122
tcd,1995,3.98268
tcd,1996,4.60453
tcd,1997,3.76074
tcd,1999,5.38823
tcd,2000,4.48357
tcd,2001,5.22747
tcd,2002,5.26316
tcd,2003,5.23212
tcd,2005,5.25164
tcd,2009,5.41287
tcd,2010,5.54591
tcd,2011,7.43958
tcd,2012,6.38326
tcd,2015,6.89452
tcd,2016,6.94184
tcd,2017,7.02749
tcd,2018,8.18353
tcd,2019,7.9426
tgo,1971,24.77273
tgo,1972,20.16048
tgo,1973,20.53654
tgo,1974,18.33046
tgo,1975,17.82772
tgo,1976,16.40147
tgo,1977,13.18834
tgo,1978,12.24232
tgo,1979,12.73269
tgo,1980,13.61517
tgo,1982,12.66497
tgo,1983,13.40694
tgo,1984,12.60879
tgo,1986,12.84762
tgo,1987,12.13834
tgo,1988,11.93416
tgo,1989,11.84716
tgo,1990,11.9262
tgo,1991,11.77649
tgo,1995,11.40912
tgo,1999,13.13116
tgo,2000,10.88626
tgo,2003,6.89622
tgo,2004,6.92719
tgo,2005,6.56158
tgo,2006,6.19861
tgo,2007,6.75464
tgo,2020,6.6964
tha,1977,53.20035
tha,1978,53.27496
tha,2001,53.0407
tha,2002,53.24259
tha,2006,55.10507
tha,2007,53.9339
tha,2008,55.25159
tha,2015,67.95358
tha,2017,71.13477
tha,2018,71.10699
tha,2019,69.7274
tha,2020,68.18901
tjk,1999,42.57453
tjk,2000,42.12752
tjk,2001,43.60533
tjk,2002,44.69674
tjk,2003,45.28185
tjk,2004,44.78693
tjk,2005,45.19375
tjk,2006,47.12812
tjk,2007,49.06351
tjk,2008,48.96972
tjk,2009,50.43401
tjk,2010,58.71482
tjk,2011,46.00874
tkm,2019,66.95557
tkm,2020,67.13081
tls,2004,20.38578
tls,2005,18.9557
tls,2008,24.09984
tls,2010,28.78822
tls,2011,29.43031
tls,2017,36.94644
tls,2018,36.78842
tls,2019,36.82547
ton,1970,42.52336
ton,1984,44.90035
ton,1985,45.35714
ton,1986,53.94243
ton,1990,49.39904
ton,1991,45.09132
ton,1998,31.52639
ton,1999,48.31014
ton,2000,49.64753
ton,2001,48.67777
ton,2002,51.87747
ton,2007,54.27699
ton,2008,54.71125
ton,2009,54.33231
ton,2010,52.66868
ton,2011,54.45642
ton,2013,56.1828
ton,2014,59.67742
ton,2015,57.73481
tto,1972,44.48907
tun,1976,28.22443
tun,1977,28.59043
tun,1978,25.4253
tun,1979,29.02463
tun,1980,28.51464
tun,1981,28.55248
tun,1982,29.5873
tun,1983,30.47892
tun,1984,30.89836
tun,1985,30.96001
tun,1986,31.36463
tun,1987,30.76952
tun,1988,30.16479
tun,1989,31.95686
tun,1990,32.01317
tun,1991,31.79866
tun,1992,32.0501
tun,1993,32.60709
tun,1994,33.37533
tun,1995,32.64194
tun,1999,40.04357
tun,2000,39.15571
