geo,time,sh_xpd_ghed_pc_cd
gbr,2010,3207.38451
gbr,2011,3403.98178
gbr,2012,3429.22513
gbr,2013,3471.19112
gbr,2014,3792.67429
gbr,2015,3582.1868
gbr,2016,3265.41028
gbr,2017,3159.39594
gbr,2018,3389.78837
gbr,2019,3427.36779
geo,2000,5.91609
geo,2001,8.7453
geo,2002,9.19733
geo,2003,11.10495
geo,2004,14.69281
geo,2005,18.86849
geo,2006,22.52199
geo,2007,27.43957
geo,2008,48.73807
geo,2009,55.07428
geo,2010,57.76213
geo,2011,51.86967
geo,2012,63.47732
geo,2013,78.84645
geo,2014,95.29626
geo,2015,98.11567
geo,2016,110.48717
geo,2017,106.43276
geo,2018,123.41461
geo,2019,118.82325
gha,2000,4.61476
gha,2001,6.58282
gha,2002,4.89082
gha,2003,6.95339
gha,2004,6.89671
gha,2005,16.5418
gha,2006,19.00023
gha,2007,24.42589
gha,2008,28.85199
gha,2009,31.47891
gha,2010,41.44991
gha,2011,49.71651
gha,2012,42.43893
gha,2013,43.8737
gha,2014,28.34966
gha,2015,28.27448
gha,2016,25.64308
gha,2017,22.02635
gha,2018,30.31432
gha,2019,30.29394
gin,2000,1.47645
gin,2001,1.67795
gin,2002,2.99876
gin,2003,2.29511
gin,2004,1.35684
gin,2005,1.29255
gin,2006,1.12607
gin,2007,1.58833
gin,2008,1.92779
gin,2009,1.75429
gin,2010,2.44076
gin,2011,3.32321
gin,2012,3.56673
gin,2013,3.75726
gin,2014,4.81414
gin,2015,3.3025
gin,2016,4.86054
gin,2017,5.13912
gin,2018,5.89687
gin,2019,9.69383
gmb,2000,4.47986
gmb,2001,4.37443
gmb,2002,3.32809
gmb,2003,3.31608
gmb,2004,4.87808
gmb,2005,5.28516
gmb,2006,5.69488
gmb,2007,5.35661
gmb,2008,6.5494
gmb,2009,7.33448
gmb,2010,7.68124
gmb,2011,7.73824
gmb,2012,8.70843
gmb,2013,7.592
gmb,2014,6.63486
gmb,2015,6.59594
gmb,2016,8.90946
gmb,2017,7.21207
gmb,2018,7.84883
gmb,2019,8.09972
gnb,2000,10.25748
gnb,2001,9.71028
gnb,2002,6.45321
gnb,2003,9.69054
gnb,2004,14.28306
gnb,2005,12.79152
gnb,2006,11.46349
gnb,2007,13.49695
gnb,2008,14.57718
gnb,2009,16.00019
gnb,2010,6.40877
gnb,2011,3.2344
gnb,2012,3.29832
gnb,2013,3.71364
gnb,2014,4.00119
gnb,2015,3.56752
gnb,2016,3.38534
gnb,2017,4.00745
gnb,2018,4.44476
gnb,2019,3.99005
gnq,2000,6.09824
gnq,2001,5.03174
gnq,2002,4.98817
gnq,2003,10.95583
gnq,2004,13.32019
gnq,2005,22.57914
gnq,2006,33.62106
gnq,2007,46.15618
gnq,2008,68.59958
gnq,2009,98.40315
gnq,2010,78.44379
gnq,2011,87.64011
gnq,2012,113.81717
gnq,2013,87.11215
gnq,2014,91.33473
gnq,2015,62.55572
gnq,2016,64.24286
gnq,2017,57.11978
gnq,2018,62.46934
gnq,2019,54.17559
grc,2000,545.64685
grc,2001,635.10749
grc,2002,706.64399
grc,2003,937.71393
grc,2004,1045.11512
grc,2005,1177.30244
grc,2006,1264.75851
grc,2007,1537.0065
grc,2008,1855.83956
grc,2009,1919.17341
grc,2010,1766.96423
grc,2011,1536.73781
grc,2012,1239.16049
grc,2013,1106.98498
grc,2014,971.64547
grc,2015,825.65421
grc,2016,775.67285
grc,2017,784.68483
grc,2018,812.47862
grc,2019,722.16916
grd,2000,94.07555
grd,2001,108.33053
grd,2002,141.39082
grd,2003,122.83903
grd,2004,149.01459
grd,2005,160.88727
grd,2006,136.07356
grd,2007,144.8463
grd,2008,153.73434
grd,2009,158.18126
grd,2010,149.28979
grd,2011,176.12912
grd,2012,177.72244
grd,2013,177.4627
grd,2014,175.19076
grd,2015,176.02387
grd,2016,169.98492
grd,2017,191.65972
grd,2018,195.24806
grd,2019,221.1393
gtm,2000,29.75475
gtm,2001,32.77202
gtm,2002,34.91457
gtm,2003,37.69351
gtm,2004,39.51554
gtm,2005,40.48931
gtm,2006,48.29447
gtm,2007,50.60159
gtm,2008,59.03824
gtm,2009,59.95123
gtm,2010,58.47875
gtm,2011,63.26445
gtm,2012,66.21678
gtm,2013,75.26334
gtm,2014,81.3094
gtm,2015,87.17
gtm,2016,91.12022
gtm,2017,93.16503
gtm,2018,93.48614
gtm,2019,104.14017
guy,2000,35.84594
guy,2001,32.93945
guy,2002,36.23865
guy,2003,36.94345
guy,2004,38.64673
guy,2005,40.84937
guy,2006,42.02209
guy,2007,50.15916
guy,2008,56.5241
guy,2009,65.29817
guy,2010,70.14578
guy,2011,89.71614
guy,2012,96.66001
guy,2013,103.64094
guy,2014,117.60967
guy,2015,131.43357
guy,2016,147.13875
guy,2017,170.9952
guy,2018,181.39358
guy,2019,193.72834
hnd,2000,33.043
hnd,2001,28.23016
hnd,2002,28.8068
hnd,2003,30.26461
hnd,2004,29.85208
hnd,2005,38.19317
hnd,2006,46.82095
hnd,2007,52.77793
hnd,2008,57.72507
hnd,2009,71.00303
hnd,2010,70.38575
hnd,2011,81.31269
hnd,2012,72.544
hnd,2013,73.45909
hnd,2014,70.44072
hnd,2015,67.86814
hnd,2016,72.02623
hnd,2017,69.61939
hnd,2018,70.95574
hnd,2019,73.45335
hrv,2000,315.49636
hrv,2001,319.20202
hrv,2002,305.33601
hrv,2003,416.53426
hrv,2004,506.54655
hrv,2005,617.98044
hrv,2006,690.83554
hrv,2007,899.7844
hrv,2008,1055.31819
hrv,2009,983.64645
hrv,2010,939.49719
hrv,2011,928.32413
hrv,2012,851.29391
hrv,2013,756.92166
hrv,2014,764.23431
hrv,2015,661.04181
hrv,2016,695.96249
hrv,2017,747.7879
hrv,2018,843.92786
hrv,2019,848.11836
hti,2000,6.49854
hti,2001,5.21715
hti,2002,3.13241
hti,2003,2.6772
hti,2004,4.0487
hti,2005,4.39317
hti,2006,2.38974
hti,2007,8.0639
hti,2008,8.85279
hti,2009,9.14264
hti,2010,9.81214
hti,2011,5.39975
hti,2012,6.06472
hti,2013,6.76025
hti,2014,6.63334
hti,2015,7.44911
hti,2016,6.5163
hti,2017,7.39196
hti,2018,7.6967
hti,2019,6.27985
hun,2000,215.56373
hun,2001,240.64538
hun,2002,327.5943
hun,2003,477.88232
hun,2004,555.92113
hun,2005,628.05573
hun,2006,628.40214
hun,2007,680.09439
hun,2008,756.868
hun,2009,641.53478
hun,2010,655.00323
hun,2011,704.17321
hun,2012,623.20525
hun,2013,655.89449
hun,2014,671.32477
hun,2015,590.08396
hun,2016,619.01031
hun,2017,673.7267
hun,2018,747.06177
hun,2019,722.23916
idn,2000,4.66481
idn,2001,6.2845
idn,2002,6.60132
idn,2003,9.47915
idn,2004,9.37372
idn,2005,10.05941
idn,2006,14.36625
idn,2007,20.60824
idn,2008,21.2892
idn,2009,22.34682
idn,2010,20.64165
idn,2011,25.56587
idn,2012,28.34494
idn,2013,29.60271
idn,2014,34.65483
idn,2015,38.58095
idn,2016,49.0095
idn,2017,51.80135
idn,2018,54.3526
idn,2019,58.78513
ind,2000,3.82632
ind,2001,3.73719
ind,2002,3.67566
ind,2003,4.1172
ind,2004,4.50722
ind,2005,5.56847
ind,2006,6.0621
ind,2007,7.49355
ind,2008,8.57172
ind,2009,9.80958
ind,2010,11.82685
ind,2011,14.03345
ind,2012,13.69979
ind,2013,12.9472
ind,2014,13.50609
ind,2015,15.10637
ind,2016,16.26476
ind,2017,18.96377
ind,2018,18.12649
ind,2019,20.90209
irl,2000,1212.97553
irl,2001,1430.51244
irl,2002,1738.08907
irl,2003,2292.74261
irl,2004,2748.78681
irl,2005,3105.96677
irl,2006,3227.51957
irl,2007,3849.66909
irl,2008,4472.76311
irl,2009,4241.16935
irl,2010,3910.55039
irl,2011,3996.09913
irl,2012,3746.58127
irl,2013,3761.53511
irl,2014,3784.57307
irl,2015,3284.60897
irl,2016,3424.5681
irl,2017,3656.44118
irl,2018,4065.23518
irl,2019,4048.53417
irn,2000,30.49175
irn,2001,36.2077
irn,2002,41.52983
irn,2003,45.95381
irn,2004,51.88259
irn,2005,64.46585
irn,2006,83.27189
irn,2007,98.92397
irn,2008,112.14146
irn,2009,136.13367
irn,2010,144.20245
irn,2011,177.03173
irn,2012,180.32676
irn,2013,161.23483
irn,2014,195.13135
irn,2015,196.07397
irn,2016,231.92481
irn,2017,248.3623
irn,2018,222.42096
irn,2019,232.8833
irq,2003,12.76312
irq,2004,37.94211
irq,2005,37.48723
irq,2006,38.18249
irq,2007,64.85775
irq,2008,110.40961
irq,2009,112.67103
irq,2010,111.15241
irq,2011,126.28294
irq,2012,68.97269
irq,2013,81.12217
irq,2014,70.74423
irq,2015,36.44885
irq,2016,32.71927
irq,2017,89.73071
irq,2018,115.23301
irq,2019,125.06258
isl,2000,2315.54362
isl,2001,2059.27508
isl,2002,2517.34248
isl,2003,3138.65152
isl,2004,3586.35202
isl,2005,4140.52404
isl,2006,4068.03974
isl,2007,4861.02485
isl,2008,3988.50583
isl,2009,2981.60364
isl,2010,2866.64067
isl,2011,3088.27099
isl,2012,2961.8174
isl,2013,3232.77003
isl,2014,3601.74735
isl,2015,3459.05922
isl,2016,4130.94592
isl,2017,5036.4936
isl,2018,5414.59365
isl,2019,5201.23737
isr,2000,955.3277
isr,2001,977.26548
isr,2002,898.28894
isr,2003,896.21946
isr,2004,919.34279
isr,2005,931.94937
isr,2006,993.15915
isr,2007,1090.52617
isr,2008,1314.44255
isr,2009,1248.19521
isr,2010,1403.58782
isr,2011,1525.31879
isr,2012,1504.39363
isr,2013,1698.57901
isr,2014,1780.06486
isr,2015,1693.52492
isr,2016,1784.56864
isr,2017,1992.13508
isr,2018,2149.07668
isr,2019,2239.03481
ita,2000,1107.17942
ita,2001,1184.00606
ita,2002,1321.17311
ita,2003,1629.48603
ita,2004,1956.13716
ita,2005,2074.79724
ita,2006,2202.43569
ita,2007,2396.37122
ita,2008,2721.82868
ita,2009,2613.62973
ita,2010,2524.38775
ita,2011,2612.26532
ita,2012,2341.78854
ita,2013,2385.81958
ita,2014,2379.11039
ita,2015,1991.64732
ita,2016,2008.62916
ita,2017,2071.75876
ita,2018,2215.82254
ita,2019,2147.72581
jam,2000,108.11978
jam,2001,82.52006
jam,2002,99.65882
jam,2003,71.23479
jam,2004,92.35169
jam,2005,91.6591
jam,2006,86.64794
jam,2007,123.18891
jam,2008,145.44608
jam,2009,127.79086
jam,2010,143.29947
jam,2011,158.28044
jam,2012,144.96248
jam,2013,148.30481
jam,2014,147.98758
jam,2015,174.6657
jam,2016,175.6127
jam,2017,206.11187
jam,2018,208.44001
jam,2019,213.63153
jor,2000,71.58891
jor,2001,77.58846
jor,2002,82.49095
jor,2003,79.68381
jor,2004,72.54082
jor,2005,100.05296
jor,2006,103.81352
jor,2007,128.74882
jor,2008,177.52319
jor,2009,220.26007
jor,2010,203.65838
jor,2011,211.74055
jor,2012,196.90547
jor,2013,178.39199
jor,2014,192.02928
jor,2015,166.34065
jor,2016,144.99307
jor,2017,151.31623
jor,2018,162.35442
jor,2019,170.94777
jpn,2000,2204.33921
jpn,2001,2007.75652
jpn,2002,1941.82336
jpn,2003,2112.82532
jpn,2004,2308.63292
jpn,2005,2340.31588
jpn,2006,2212.35828
jpn,2007,2252.79647
jpn,2008,2608.57646
jpn,2009,2996.62887
jpn,2010,3326.64826
jpn,2011,4260.18442
jpn,2012,4374.62149
jpn,2013,3653.64319
jpn,2014,3448.22714
jpn,2015,3139.13436
jpn,2016,3508.06775
jpn,2017,3470.51809
jpn,2018,3565.37163
jpn,2019,3656.55159
kaz,2000,25.98143
kaz,2001,29.2121
kaz,2002,31.81171
kaz,2003,41.66828
kaz,2004,65.64842
kaz,2005,93.92126
kaz,2006,120.52885
kaz,2007,119.62582
kaz,2008,190.65133
kaz,2009,190.90428
kaz,2010,167.9756
kaz,2011,215.2141
kaz,2012,257.0118
kaz,2013,256.70152
kaz,2014,272.99271
kaz,2015,201.4616
kaz,2016,157.07693
kaz,2017,174.61732
kaz,2018,167.82115
kaz,2019,163.61053
ken,2000,5.86686
ken,2001,6.19452
ken,2002,6.56815
ken,2003,7.20898
ken,2004,7.1779
ken,2005,8.50202
ken,2006,10.00434
ken,2007,12.85073
ken,2008,14.77621
ken,2009,15.21194
ken,2010,16.85937
ken,2011,17.42908
ken,2012,20.68273
ken,2013,22.50229
ken,2014,26.87087
ken,2015,28.17614
ken,2016,31.04304
ken,2017,27.95838
ken,2018,31.7029
ken,2019,38.35184
kgz,2000,5.94283
kgz,2001,6.1643
kgz,2002,7.14085
kgz,2003,8.68701
kgz,2004,10.25996
kgz,2005,18.41468
kgz,2006,23.29427
kgz,2007,22.62973
kgz,2008,28.32485
kgz,2009,30.60106
kgz,2010,30.19678
kgz,2011,41.48168
kgz,2012,49.59518
kgz,2013,50.51269
kgz,2014,35.12708
kgz,2015,30.38824
kgz,2016,28.00947
kgz,2017,29.21611
kgz,2018,31.81319
kgz,2019,31.95594
khm,2000,3.89915
khm,2001,3.81289
khm,2002,4.75403
khm,2003,5.38908
khm,2004,5.60793
khm,2005,5.78664
khm,2006,5.18114
khm,2007,6.13838
khm,2008,7.63737
khm,2009,8.98497
khm,2010,10.70508
khm,2011,11.29199
khm,2012,13.37606
khm,2013,14.38609
khm,2014,13.55686
khm,2015,15.63702
khm,2016,16.934
khm,2017,21.01975
khm,2018,24.98237
khm,2019,27.54318
kir,2000,66.60302
kir,2001,87.27282
kir,2002,94.40706
kir,2003,104.08981
kir,2004,136.25639
kir,2005,134.91554
kir,2006,111.98228
kir,2007,126.21713
kir,2008,149.82071
kir,2009,112.89585
kir,2010,127.53232
kir,2011,140.94364
kir,2012,136.76327
kir,2013,133.59328
kir,2014,134.97661
kir,2015,105.10787
kir,2016,117.54714
kir,2017,132.47936
kir,2018,150.43323
kir,2019,141.80711
kna,2000,192.23729
kna,2001,197.17401
kna,2002,205.42566
kna,2003,215.0551
kna,2004,236.51242
kna,2005,259.33963
kna,2006,303.67241
kna,2007,300.52367
kna,2008,290.22905
kna,2009,314.42347
kna,2010,311.41573
kna,2011,322.89372
kna,2012,325.03635
kna,2013,333.87311
kna,2014,364.96306
kna,2015,362.48488
kna,2016,425.24986
kna,2017,445.68822
kna,2018,461.74501
kna,2019,535.80169
kor,2000,238.67145
kor,2001,284.3555
kor,2002,307.41612
kor,2003,360.80138
kor,2004,406.84447
kor,2005,505.62096
kor,2006,628.17323
kor,2007,720.89623
kor,2008,659.27455
kor,2009,654.38969
kor,2010,810.64169
kor,2011,885.80627
kor,2012,902.85722
kor,2013,983.78916
kor,2014,1088.67513
kor,2015,1100.67472
kor,2016,1169.90884
kor,2017,1307.40901
kor,2018,1486.905
kor,2019,1562.34503
kwt,2000,294.82993
kwt,2001,417.07619
kwt,2002,428.23015
kwt,2003,470.09464
kwt,2004,485.56251
kwt,2005,546.08718
kwt,2006,596.32702
kwt,2007,674.11184
kwt,2008,833.72718
kwt,2009,829.38395
kwt,2010,870.11724
kwt,2011,958.2556
kwt,2012,1012.0292
kwt,2013,1031.7756
kwt,2014,1086.97291
kwt,2015,1068.53415
kwt,2016,1116.02661
kwt,2017,1186.71137
kwt,2018,1529.19153
kwt,2019,1529.36306
lao,2000,4.14986
lao,2001,4.57594
lao,2002,3.6319
lao,2003,4.39898
lao,2004,3.7183
lao,2005,4.80594
lao,2006,4.29568
lao,2007,4.56054
lao,2008,5.04598
lao,2009,12.00461
lao,2010,7.2552
lao,2011,5.18099
lao,2012,6.90699
lao,2013,13.05553
lao,2014,13.67439
lao,2015,18.48804
lao,2016,17.7805
lao,2017,21.81587
lao,2018,22.33126
lao,2019,25.19649
lbn,2000,143.01459
lbn,2001,150.18778
lbn,2002,137.36951
lbn,2003,130.52697
lbn,2004,137.51187
lbn,2005,132.66301
lbn,2006,164.32822
lbn,2007,182.95385
lbn,2008,187.95111
lbn,2009,196.86651
lbn,2010,232.72881
lbn,2011,274.36878
lbn,2012,242.18865
lbn,2013,247.21447
lbn,2014,274.35828
lbn,2015,253.83135
lbn,2016,279.74386
lbn,2017,281.96713
lbn,2018,347.53618
lbn,2019,324.77095
lbr,2000,2.28335
lbr,2001,2.44041
lbr,2002,1.52537
lbr,2003,1.23243
lbr,2004,1.9778
lbr,2005,1.68695
lbr,2006,2.33876
lbr,2007,3.19424
lbr,2008,6.36064
lbr,2009,4.53614
lbr,2010,4.03558
lbr,2011,8.84346
lbr,2012,5.63747
lbr,2013,2.45388
lbr,2014,5.84866
lbr,2015,8.33352
lbr,2016,9.88955
lbr,2017,9.79907
lbr,2018,11.42816
lbr,2019,8.46068
lby,2000,119.17848
lby,2001,138.30995
lby,2002,121.09908
lby,2003,125.6589
lby,2004,132.73704
lby,2005,137.10169
lby,2006,153.45167
lby,2007,183.274
lby,2008,217.32721
lby,2009,244.3428
lby,2010,279.06644
lby,2011,196.13438
lca,2000,99.54814
lca,2001,100.78652
lca,2002,103.23108
lca,2003,100.9689
lca,2004,103.38596
lca,2005,111.32441
lca,2006,119.56302
lca,2007,123.66922
lca,2008,134.71141
lca,2009,147.63949
lca,2010,154.61492
lca,2011,162.30435
lca,2012,184.48691
lca,2013,194.08814
lca,2014,187.84517
lca,2015,201.02836
lca,2016,203.40609
lca,2017,225.02613
lca,2018,224.36319
lca,2019,238.26521
lka,2000,23.44521
lka,2001,21.72269
lka,2002,22.90309
lka,2003,23.33761
lka,2004,26.83872
lka,2005,30.1641
lka,2006,33.32951
lka,2007,35.75486
lka,2008,40.15388
lka,2009,40.73146
lka,2010,43.78306
lka,2011,50.61477
lka,2012,47.90269
lka,2013,62.51437
lka,2014,61.57914
lka,2015,65.92126
lka,2016,65.31818
lka,2017,61.01107
lka,2018,74.06991
lka,2019,75.88447
lso,2000,13.18465
lso,2001,15.1774
lso,2002,12.38554
lso,2003,18.54234
lso,2004,23.1023
lso,2005,19.67509
lso,2006,27.38945
lso,2007,41.55363
lso,2008,38.95754
lso,2009,43.71767
lso,2010,54.72976
lso,2011,70.62228
lso,2012,61.14675
lso,2013,56.07532
lso,2014,60.93507
lso,2015,61.51221
lso,2016,51.89301
lso,2017,61.12755
lso,2018,58.81941
lso,2019,54.07115
ltu,2000,146.06751
ltu,2001,153.62081
ltu,2002,185.21521
ltu,2003,251.82825
ltu,2004,229.82484
ltu,2005,266.46156
ltu,2006,334.66839
ltu,2007,463.64664
ltu,2008,662.31682
ltu,2009,621.53475
ltu,2010,572.43267
ltu,2011,650.90013
ltu,2012,597.50174
ltu,2013,628.96514
ltu,2014,679.87537
ltu,2015,608.13895
ltu,2016,650.03191
ltu,2017,705.84751
ltu,2018,824.25904
ltu,2019,891.70283
lux,2000,2415.32851
lux,2001,2612.06959
lux,2002,3022.50954
lux,2003,3862.39761
lux,2004,4741.40321
lux,2005,4895.90161
lux,2006,5087.10078
lux,2007,5695.17024
lux,2008,6642.8575
lux,2009,6651.78028
lux,2010,6409.65583
lux,2011,6049.91294
lux,2012,5042.71027
lux,2013,5330.71484
lux,2014,5516.71684
lux,2015,4581.85298
lux,2016,4623.00434
lux,2017,4843.67836
lux,2018,5288.1118
lux,2019,5341.747
lva,2000,92.15301
lva,2001,99.90825
lva,2002,117.65005
lva,2003,139.77732
lva,2004,220.93496
lva,2005,245.52303
lva,2006,339.86211
lva,2007,471.77394
lva,2008,551.09924
lva,2009,444.18174
lva,2010,414.72
lva,2011,485.49611
lva,2012,449.90358
lva,2013,484.39173
lva,2014,511.25311
lva,2015,455.2919
lva,2016,488.53239
lva,2017,533.06926
lva,2018,657.76699
lva,2019,706.58697
mar,2000,13.23083
mar,2001,14.70168
mar,2002,17.54358
mar,2003,21.8269
mar,2004,25.47721
mar,2005,25.28253
mar,2006,40.59862
mar,2007,55.88649
mar,2008,62.43866
mar,2009,73.2889
mar,2010,67.44257
mar,2011,72.7448
mar,2012,72.23447
mar,2013,79.78546
mar,2014,69.36906
mar,2015,61.42799
mar,2016,65.50721
mar,2017,69.38964
mar,2018,70.24706
mar,2019,69.4743
mco,2000,1126.90471
mco,2001,1146.28616
mco,2002,1251.77514
mco,2003,1794.05122
mco,2004,2085.17639
mco,2005,2130.68545
mco,2006,2188.24128
mco,2007,2436.80228
mco,2008,2878.97692
mco,2009,2865.67402
mco,2010,2858.36037
mco,2011,2984.62714
mco,2012,2861.94886
mco,2013,3097.31887
mco,2014,3197.71884
mco,2015,2722.60469
mco,2016,2365.16683
mco,2017,2361.53705
mco,2018,2544.51053
mco,2019,2468.92811
mda,2000,10.46627
mda,2001,11.67509
mda,2002,16.24985
mda,2003,17.59302
mda,2004,38.22981
mda,2005,41.82762
mda,2006,49.31735
mda,2007,69.19142
mda,2008,89.46787
mda,2009,88.93436
mda,2010,90.93934
mda,2011,100.32627
mda,2012,108.52114
mda,2013,108.1871
mda,2014,113.87467
mda,2015,84.90088
mda,2016,83.52591
mda,2017,123.47201
mda,2018,156.27829
mda,2019,169.69317
mdg,2000,5.19065
mdg,2001,6.2851
mdg,2002,5.71249
mdg,2003,7.88451
mdg,2004,6.2346
mdg,2005,6.19634
mdg,2006,6.37375
mdg,2007,8.2606
mdg,2008,7.4775
mdg,2009,5.77919
mdg,2010,8.81542
mdg,2011,8.91535
mdg,2012,7.7194
mdg,2013,7.05691
mdg,2014,9.28021
mdg,2015,9.2985
mdg,2016,11.28941
mdg,2017,11.57427
mdg,2018,7.87811
mdg,2019,6.38883
mdv,2000,73.55905
mdv,2001,75.03605
mdv,2002,71.78175
mdv,2003,74.67074
mdv,2004,91.08497
mdv,2005,108.01806
mdv,2006,142.37206
mdv,2007,218.21827
mdv,2008,423.13575
mdv,2009,386.49523
mdv,2010,318.10858
mdv,2011,268.10697
mdv,2012,305.80908
mdv,2013,340.90178
mdv,2014,416.84116
mdv,2015,566.03248
mdv,2016,683.87306
mdv,2017,632.44394
mdv,2018,593.9794
mdv,2019,679.36682
mex,2000,144.00003
mex,2001,159.1349
mex,2002,164.39649
mex,2003,170.77812
mex,2004,193.65763
mex,2005,204.04278
mex,2006,219.63153
mex,2007,243.64753
mex,2008,262.08871
mex,2009,228.93958
mex,2010,267.10823
mex,2011,297.34338
mex,2012,307.99222
mex,2013,334.89747
mex,2014,316.09937
mex,2015,287.28279
mex,2016,249.02669
mex,2017,256.15991
mex,2018,258.80857
mex,2019,266.44528
mhl,2000,218.86156
mhl,2001,188.53343
mhl,2002,159.5557
mhl,2003,147.2237
mhl,2004,160.44153
mhl,2005,139.88744
mhl,2006,107.59646
mhl,2007,190.90418
mhl,2008,150.25572
mhl,2009,146.84798
mhl,2010,129.33133
mhl,2011,178.83255
mhl,2012,192.88104
mhl,2013,215.70264
mhl,2014,187.23035
mhl,2015,207.51709
mhl,2016,242.00258
mhl,2017,226.53186
mhl,2018,279.25474
mhl,2019,273.46855
mkd,2000,87.37783
mkd,2001,82.74371
mkd,2002,92.23731
mkd,2003,119.45134
mkd,2004,130.4594
mkd,2005,132.83197
mkd,2006,140.25748
mkd,2007,163.1627
mkd,2008,202.89451
mkd,2009,185.94437
mkd,2010,184.88312
mkd,2011,205.34331
mkd,2012,194.27131
mkd,2013,229.90798
mkd,2014,219.70839
mkd,2015,199.34093
mkd,2016,208.45975
mkd,2017,204.13601
mkd,2018,228.76987
mkd,2019,257.62224
mli,2000,3.4999
mli,2001,3.24467
mli,2002,3.73487
mli,2003,5.55735
mli,2004,7.0048
mli,2005,6.83285
mli,2006,6.40244
mli,2007,5.95476
mli,2008,4.99196
mli,2009,4.68457
mli,2010,4.7516
mli,2011,5.06549
mli,2012,3.22
mli,2013,6.56777
mli,2014,7.56464
mli,2015,6.90813
mli,2016,9.43715
mli,2017,9.77344
mli,2018,10.30085
mli,2019,11.53556
mlt,2000,464.58569
mlt,2001,471.04235
mlt,2002,584.79409
mlt,2003,750.16027
mlt,2004,851.10898
mlt,2005,953.74293
mlt,2006,1009.83598
mlt,2007,1066.33174
mlt,2008,1133.95119
mlt,2009,1088.93284
mlt,2010,1119.52787
mlt,2011,1263.15047
mlt,2012,1246.24568
mlt,2013,1432.90886
mlt,2014,1513.52882
mlt,2015,1364.75106
mlt,2016,1462.98217
mlt,2017,1604.9529
mlt,2018,1747.86847
mlt,2019,1597.70012
mmr,2000,0.5705
mmr,2001,0.50537
mmr,2002,0.95512
mmr,2003,0.65037
mmr,2004,0.73978
mmr,2005,0.54073
mmr,2006,0.98134
mmr,2007,0.96561
mmr,2008,1.1555
mmr,2009,1.56883
mmr,2010,1.92903
mmr,2011,3.17643
mmr,2012,6.21828
mmr,2013,6.89479
mmr,2014,12.72631
mmr,2015,13.56955
mmr,2016,8.10249
mmr,2017,8.56016
mmr,2018,8.77954
mmr,2019,9.45702
mne,2011,352.68413
mne,2012,346.39726
mne,2013,349.03115
mne,2014,355.57732
mne,2015,348.84283
mne,2016,361.89262
mne,2017,353.71235
mne,2018,435.60595
mne,2019,447.23457
mng,2000,20.06195
mng,2001,18.34356
mng,2002,20.39325
mng,2003,18.00732
mng,2004,21.19502
mng,2005,22.69998
mng,2006,33.23975
mng,2007,47.05281
mng,2008,68.75875
mng,2009,53.17516
mng,2010,64.62438
mng,2011,80.10846
mng,2012,101.92286
mng,2013,98.74344
mng,2014,98.66637
mng,2015,93.62608
mng,2016,96.07394
mng,2017,90.65843
mng,2018,91.4071
mng,2019,92.58838
moz,2000,3.63653
moz,2001,4.06767
moz,2002,3.72931
moz,2003,4.00292
moz,2004,4.47399
moz,2005,6.1713
moz,2006,5.15388
moz,2007,5.84725
moz,2008,7.00085
moz,2009,6.8329
moz,2010,6.03149
moz,2011,7.58819
moz,2012,8.29302
moz,2013,10.08422
moz,2014,11.73238
moz,2015,10.70903
moz,2016,7.00548
moz,2017,7.68312
moz,2018,9.11513
moz,2019,8.39857
mrt,2000,3.17781
mrt,2001,3.52194
mrt,2002,5.58603
mrt,2003,5.54213
mrt,2004,5.85889
mrt,2005,7.95881
mrt,2006,8.517
mrt,2007,10.36675
mrt,2008,14.02235
mrt,2009,12.21029
mrt,2010,11.78389
mrt,2011,14.09356
mrt,2012,16.29593
mrt,2013,20.48914
mrt,2014,20.96651
mrt,2015,21.62421
mrt,2016,18.43224
mrt,2017,19.5502
mrt,2018,22.48532
mrt,2019,21.6932
mus,2000,63.68563
mus,2001,64.25433
mus,2002,71.91286
mus,2003,84.96312
mus,2004,103.25042
mus,2005,95.25186
mus,2006,93.86632
mus,2007,98.61333
mus,2008,113.53802
mus,2009,117.49864
mus,2010,162.06072
mus,2011,163.11737
mus,2012,176.93876
mus,2013,189.14397
mus,2014,252.15797
mus,2015,220.53106
mus,2016,244.03612
mus,2017,268.33725
mus,2018,288.51194
mus,2019,322.68365
mwi,2000,3.87715
mwi,2001,3.05745
mwi,2002,4.09645
mwi,2003,4.42482
mwi,2004,3.41272
mwi,2005,4.29196
mwi,2006,4.09474
mwi,2007,3.43652
mwi,2008,7.46305
mwi,2009,6.51397
mwi,2010,7.62911
mwi,2011,8.67995
mwi,2012,5.27295
mwi,2013,7.27081
mwi,2014,8.19721
mwi,2015,10.22337
mwi,2016,8.58877
mwi,2017,8.70149
mwi,2018,9.14876
mwi,2019,9.90829
mys,2000,51.67113
mys,2001,57.60091
mys,2002,62.01058
mys,2003,73.80886
mys,2004,78.57846
mys,2005,79.75329
mys,2006,108.93042
mys,2007,123.27548
mys,2008,141.78639
mys,2009,138.38346
mys,2010,153.9579
mys,2011,186.1375
mys,2012,204.59693
mys,2013,210.6782
mys,2014,233.14504
mys,2015,202.45104
mys,2016,185.44413
mys,2017,197.20146
mys,2018,218.88801
mys,2019,227.89687
nam,2000,105.65197
nam,2001,96.25599
nam,2002,93.82173
nam,2003,138.43841
nam,2004,172.46598
nam,2005,169.85166
nam,2006,168.69033
nam,2007,204.00232
