geo,time,se_pre_enrr_ma
ita,1972,58.27745
ita,1973,61.7721
ita,1974,64.3732
ita,1975,66.07474
ita,1976,68.98929
ita,1977,71.2431
ita,1978,73.38943
ita,1979,75.84854
ita,1980,77.68216
ita,1981,79.13558
ita,1982,79.61481
ita,1983,81.50896
ita,1984,82.58245
ita,1985,83.29575
ita,1986,87.71212
ita,1987,87.83407
ita,1988,87.23418
ita,1989,86.75728
ita,1990,89.6362
ita,1991,90.48486
ita,1992,91.14566
ita,1993,92.51387
ita,1994,93.3091
ita,1995,95.5653
ita,1996,96.9985
ita,1997,97.19194
ita,1998,99.16338
ita,1999,98.45257
ita,2000,98.48134
ita,2001,99.71225
ita,2002,101.37882
ita,2003,103.32871
ita,2004,104.3192
ita,2005,104.18166
ita,2006,103.35577
ita,2007,101.43191
ita,2008,100.33857
ita,2009,99.32055
ita,2010,100.71598
ita,2011,100.88877
ita,2012,100.59596
ita,2013,99.67873
ita,2014,98.76754
ita,2015,98.36203
ita,2016,97.64697
ita,2017,95.01895
ita,2018,94.24763
ita,2019,93.92192
jam,1975,50.48546
jam,1976,63.25256
jam,1977,68.1346
jam,1979,74.20335
jam,1980,72.19845
jam,1981,66.22983
jam,1987,68.46176
jam,1990,74.85969
jam,1991,73.90585
jam,1995,75.89279
jam,1996,77.51312
jam,1999,75.61905
jam,2000,80.3077
jam,2001,76.42256
jam,2002,79.37817
jam,2003,77.86089
jam,2004,88.08997
jam,2005,90.17537
jam,2007,87.63966
jam,2008,85.40136
jam,2009,90.1387
jam,2013,97.01735
jam,2014,74.76665
jam,2015,81.44592
jam,2016,72.64546
jam,2017,74.37738
jam,2018,71.90676
jam,2019,74.71487
jam,2020,63.86483
jor,1971,10.06289
jor,1972,12.05555
jor,1973,12.0802
jor,1974,11.81026
jor,1975,12.16924
jor,1976,11.62687
jor,1977,10.24396
jor,1978,9.88584
jor,1979,10.02649
jor,1980,10.65088
jor,1981,12.50056
jor,1982,13.0206
jor,1983,13.92748
jor,1984,14.76474
jor,1985,15.63032
jor,1986,15.80476
jor,1987,17.53849
jor,1988,17.55246
jor,1989,18.64931
jor,1990,19.75234
jor,1991,19.99444
jor,1992,21.74778
jor,1993,22.80499
jor,1994,24.17988
jor,1995,24.88038
jor,1996,26.41752
jor,1997,28.1033
jor,1998,27.09527
jor,1999,28.12905
jor,2000,29.7411
jor,2002,31.38135
jor,2003,30.74077
jor,2004,30.63236
jor,2005,31.79127
jor,2006,31.95027
jor,2007,30.12581
jor,2008,32.63357
jor,2010,28.11718
jor,2011,27.87004
jor,2012,28.1279
jor,2013,27.18814
jor,2014,27.13862
jor,2015,26.51849
jor,2016,25.37296
jor,2017,25.98757
jor,2018,27.2427
jor,2019,28.90658
jor,2020,31.62047
jpn,1971,32.24918
jpn,1972,32.43912
jpn,1973,34.26559
jpn,1974,38.48999
jpn,1975,39.2344
jpn,1976,39.45457
jpn,1977,39.65939
jpn,1978,40.06164
jpn,1979,40.20165
jpn,1980,40.83259
jpn,1981,40.52364
jpn,1982,40.68698
jpn,1983,42.39758
jpn,1984,44.84057
jpn,1985,44.76009
jpn,1986,44.63466
jpn,1987,44.04869
jpn,1988,44.10738
jpn,1989,44.74483
jpn,1990,45.97524
jpn,1991,46.48146
jpn,1992,46.90839
jpn,1993,47.38484
jpn,1994,47.60553
jpn,1995,47.12397
jpn,1996,46.88837
jpn,1997,47.48063
jpn,1998,78.97923
jpn,1999,80.78682
kaz,1990,85.09923
kaz,1991,79.09739
kaz,1992,77.48378
kaz,1993,64.77828
kaz,1994,55.11969
kaz,1995,40.60159
kaz,1996,30.44747
kaz,1997,26.54066
kaz,1998,15.33042
kaz,1999,15.28785
kaz,2000,21.18236
kaz,2001,27.23149
kaz,2002,27.47479
kaz,2003,29.65523
kaz,2004,30.79211
kaz,2005,32.99578
kaz,2006,34.25968
kaz,2007,36.91171
kaz,2008,38.37387
kaz,2009,38.64981
kaz,2011,48.71132
kaz,2012,54.06859
kaz,2013,57.75112
kaz,2014,57.6311
kaz,2015,57.61175
kaz,2016,59.48284
kaz,2019,61.90383
kaz,2020,74.68086
ken,1983,25.76612
ken,1985,26.22153
ken,1986,29.61592
ken,1987,26.88418
ken,1990,30.9332
ken,1993,34.43794
ken,1994,35.06445
ken,1995,36.28062
ken,1996,37.51402
ken,1997,38.15154
ken,1998,38.77067
ken,1999,40.84673
ken,2000,40.70474
ken,2001,40.0097
ken,2002,48.82062
ken,2003,47.23132
ken,2004,46.99263
ken,2005,46.34659
ken,2006,47.30363
ken,2007,46.97958
ken,2008,46.68432
ken,2009,49.90898
ken,2012,58.12352
ken,2014,72.99273
ken,2015,75.60101
ken,2016,76.76294
ken,2019,65.83724
kgz,1986,30.09568
kgz,1989,32.46881
kgz,1990,33.6123
kgz,1991,33.18765
kgz,1992,31.27193
kgz,1993,24.7514
kgz,1994,15.10384
kgz,1995,10.22181
kgz,1999,11.31484
kgz,2000,9.98548
kgz,2001,10.46091
kgz,2002,10.56779
kgz,2003,11.24081
kgz,2004,12.01402
kgz,2005,13.38682
kgz,2006,14.84979
kgz,2007,15.9902
kgz,2008,17.31647
kgz,2009,18.49637
kgz,2010,18.60974
kgz,2011,20.29587
kgz,2012,23.81003
kgz,2013,26.09235
kgz,2014,25.42614
kgz,2015,27.8133
kgz,2016,30.25197
kgz,2017,38.60394
kgz,2018,39.89886
kgz,2019,39.8088
kgz,2020,40.55258
khm,1991,4.89544
khm,1994,5.02353
khm,1995,4.65269
khm,1997,4.19674
khm,1998,4.39231
khm,1999,5.21789
khm,2000,6.22847
khm,2001,7.65035
khm,2002,8.84553
khm,2003,8.75576
khm,2004,10.30976
khm,2005,10.10893
khm,2006,11.09083
khm,2007,12.13972
khm,2008,12.95727
khm,2010,12.41817
khm,2011,12.30317
khm,2012,14.27594
khm,2013,14.3631
khm,2014,17.70714
khm,2015,17.44248
khm,2016,18.83936
khm,2017,21.16326
khm,2018,23.35042
khm,2019,24.58276
khm,2020,26.97312
kir,2020,84.97714
kna,1985,57.41107
kna,1986,76.55936
kna,1989,82.82078
kna,1990,82.02614
kna,1991,77.97357
kna,1992,97.27891
kna,1993,110.96998
kna,1994,111.17579
kna,1995,108.27664
kna,1996,134.4519
kna,1997,138.35921
kna,2002,131.20567
kna,2004,120.41078
kna,2005,118.0203
kna,2007,115.18325
kna,2008,106.98925
kna,2009,113.0674
kna,2010,120.94313
kna,2011,117.31844
kna,2013,115.39548
kna,2014,133.14449
kna,2015,125.7468
kna,2016,100.57061
kor,1971,2.68667
kor,1972,2.69125
kor,1973,2.76294
kor,1974,3.1302
kor,1975,3.4217
kor,1976,3.9114
kor,1977,4.51258
kor,1978,5.07738
kor,1979,5.70031
kor,1980,6.98609
kor,1981,8.20543
kor,1982,19.53207
kor,1983,22.24764
kor,1984,27.99229
kor,1985,34.69534
kor,1986,42.59999
kor,1987,47.59256
kor,1988,52.91713
kor,1989,53.59241
kor,1990,55.86436
kor,1991,58.8097
kor,1992,63.22628
kor,1993,71.39653
kor,1994,77.88369
kor,1995,84.79731
kor,1996,85.61553
kor,2013,92.87981
kor,2014,92.87593
kor,2015,94.16863
kor,2016,96.75034
kor,2017,94.8514
kor,2018,93.34134
kor,2019,92.1036
kwt,1971,39.44095
kwt,1972,37.12513
kwt,1973,36.10669
kwt,1974,35.77628
kwt,1975,36.1083
kwt,1976,36.9147
kwt,1977,37.38574
kwt,1978,35.96003
kwt,1979,35.51905
kwt,1980,33.97255
kwt,1981,36.96128
kwt,1982,40.16453
kwt,1983,43.29758
kwt,1984,43.53261
kwt,1985,48.05313
kwt,1986,48.82051
kwt,1987,48.15817
kwt,1988,47.93283
kwt,1989,47.10572
kwt,1990,47.10359
kwt,1991,34.67304
kwt,1992,39.12495
kwt,1993,54.02772
kwt,1994,61.52456
kwt,1995,72.95985
kwt,1996,76.11673
kwt,1997,76.49346
kwt,1998,79.31572
kwt,1999,75.94632
kwt,2000,72.97639
kwt,2001,71.16692
kwt,2002,72.08227
kwt,2003,71.96879
kwt,2004,72.77793
kwt,2005,75.51904
kwt,2006,80.10391
kwt,2007,84.04539
kwt,2008,85.08357
kwt,2010,84.26524
kwt,2011,82.54624
kwt,2012,82.07094
kwt,2013,77.67234
kwt,2014,71.83222
kwt,2015,68.68738
kwt,2016,67.44065
kwt,2017,64.49068
kwt,2018,60.88444
kwt,2019,58.39799
kwt,2020,58.53763
lao,1972,0.86375
lao,1973,0.4641
lao,1978,0.9
lao,1979,1.13247
lao,1980,1.40959
lao,1981,1.60207
lao,1982,3.0289
lao,1985,4.26405
lao,1986,6.76919
lao,1988,7.35357
lao,1990,7.01823
lao,1991,7.50617
lao,1992,5.57331
lao,1993,5.74263
lao,1994,6.18572
lao,1995,6.4331
lao,1996,6.95351
lao,1997,7.50317
lao,1998,7.35476
lao,1999,7.0344
lao,2000,7.25715
lao,2001,6.71437
lao,2002,7.29879
lao,2003,7.51089
lao,2004,8.15893
lao,2005,9.08713
lao,2006,9.94635
lao,2007,10.35348
lao,2008,14.20303
lao,2009,17.57082
lao,2010,19.78152
lao,2011,21.02873
lao,2012,24.42493
lao,2013,27.55064
lao,2014,31.3285
lao,2015,34.32171
lao,2016,39.15368
lao,2017,42.34946
lao,2018,46.09193
lao,2019,47.77864
lao,2020,48.60469
lbn,1971,71.06132
lbn,1974,68.21931
lbn,1982,58.13569
lbn,1983,57.75636
lbn,1985,54.59959
lbr,1970,57.50245
lbr,1971,61.67912
lbr,1972,66.36508
lbr,1975,64.60868
lbr,1976,59.07749
lbr,1978,66.93269
lbr,1979,76.04868
lbr,1980,79.13559
lbr,1998,37.46478
lbr,1999,55.47106
lbr,2000,80.43084
lbr,2014,159.87863
lbr,2015,160.86028
lbr,2016,133.62621
lbr,2017,124.64412
lby,1971,1.00874
lby,1972,1.87918
lby,1973,2.81565
lby,1974,3.40952
lby,1975,3.62473
lby,1976,4.47064
lby,1977,4.61146
lby,1980,3.66656
lby,1981,4.2184
lby,1983,5.45037
lby,1984,5.42607
lby,1985,5.98176
lby,1986,6.2271
lby,1999,4.41956
lby,2001,7.4075
lby,2002,7.45719
lby,2006,9.94217
lca,2000,62.57669
lca,2001,63.73989
lca,2002,66.1624
lca,2003,61.49904
lca,2004,63.58478
lca,2005,71.97341
lca,2006,68.91645
lca,2007,73.20884
lca,2008,77.20413
lca,2009,78.45076
lca,2010,74.34929
lca,2011,75.33248
lca,2012,76.47059
lca,2013,74.19499
lca,2014,80.40816
lca,2015,71.56593
lca,2016,78.99585
lca,2017,76.95811
lca,2018,70.44335
lca,2019,71.76315
lie,2003,96.35922
lie,2004,99.25558
lie,2005,103.04569
lie,2006,103
lie,2007,99.76415
lie,2008,94.07407
lie,2009,96.26667
lie,2010,102.15054
lie,2011,96.84211
lie,2012,101.5873
lie,2014,108.69565
lie,2015,101.86047
lie,2016,100
lie,2017,101.04439
lie,2018,104.75
lie,2019,111.39241
lka,2010,55.93472
lka,2011,57.59434
lka,2012,59.35377
lka,2013,61.3802
lka,2014,62.63325
lka,2015,66.3262
lka,2016,71.90587
lka,2017,66.95339
lka,2018,66.67646
lka,2019,68.46606
lso,1998,20.60398
lso,1999,19.62112
lso,2000,18.73453
lso,2001,26.43851
lso,2002,27.7018
lso,2003,28.26067
lso,2005,29.72546
lso,2010,36.03239
lso,2011,41.30447
lso,2012,42.30325
lso,2013,39.29107
lso,2014,34.62914
lso,2015,38.91635
lso,2016,38.1205
lso,2018,34.51489
ltu,1991,58.24192
ltu,1992,48.62875
ltu,1993,40.05804
ltu,1994,30.09784
ltu,1995,33.86784
ltu,1996,38.15477
ltu,1997,41.33898
ltu,1998,46.71508
ltu,1999,53.0351
ltu,2000,57.66262
ltu,2001,57.2012
ltu,2002,59.92821
ltu,2003,62.71875
ltu,2004,63.89801
ltu,2005,66.33568
ltu,2006,72.02218
ltu,2007,73.84257
ltu,2008,76.88366
ltu,2009,80.37912
ltu,2010,79.72012
ltu,2011,80.20169
ltu,2012,80.94132
ltu,2013,82.1868
ltu,2014,84.88497
ltu,2015,86.35572
ltu,2016,87.37296
ltu,2017,88.63225
ltu,2018,88.69255
ltu,2019,89.06632
lux,1971,75.51492
lux,1972,81.79692
lux,1973,86.17211
lux,1974,88.87324
lux,1975,88.32821
lux,1976,92.04188
lux,1977,93.92372
lux,1978,81.8587
lux,1979,82.42215
lux,1980,92.18195
lux,1981,93.79938
lux,1982,94.156
lux,1983,94.26091
lux,1984,96.98492
lux,1999,71.10833
lux,2001,79.30266
lux,2002,83.26444
lux,2003,85.16849
lux,2004,83.50973
lux,2005,86.63321
lux,2006,87.40041
lux,2007,85.90444
lux,2008,87.37391
lux,2010,89.32515
lux,2011,88.5027
lux,2012,90.9242
lux,2013,93.64515
lux,2014,94.91356
lux,2015,94.52443
lux,2016,94.70298
lux,2017,92.93404
lux,2018,92.5546
lux,2019,91.34606
lva,1981,57.27935
lva,1986,67.76886
lva,1990,53.74992
lva,1991,45.19759
lva,1992,37.06927
lva,1993,27.53957
lva,1994,31.17494
lva,1995,38.40279
lva,1996,44.46694
lva,1997,48.08792
lva,1998,50.67367
lva,1999,59.50801
lva,2000,65.29929
lva,2001,66.49104
lva,2002,69.43732
lva,2003,82.1463
lva,2004,82.55696
lva,2005,83.93959
lva,2006,84.58968
lva,2007,86.23456
lva,2008,87.34489
lva,2009,88.27277
lva,2010,87.03259
lva,2011,90.17818
lva,2012,90.877
lva,2013,92.61113
lva,2014,93.71076
lva,2015,94.21374
lva,2016,95.34803
lva,2017,95.90204
lva,2018,95.41103
lva,2019,94.72868
mac,1971,47.89594
mac,1972,45.42378
mac,1974,44.00765
mac,1990,93.06455
mac,1991,95.98138
mac,1992,98.27313
mac,1993,99.44302
mac,1999,96.77559
mac,2000,95.16328
mac,2001,91.66764
mac,2002,89.72327
mac,2003,88.86189
mac,2004,88.39324
mac,2005,86.04438
mac,2006,83.05685
mac,2007,81.02302
mac,2008,83.25342
mac,2009,85.69881
mac,2010,89.68142
mac,2011,94.32455
mac,2012,95.06845
mac,2013,91.81246
mac,2014,88.18629
mac,2015,88.47606
mac,2016,96.79743
mac,2017,96.45686
mac,2018,97.07423
mac,2019,91.81646
mac,2020,91.73372
mar,1975,45.54635
mar,1977,55.55999
mar,1978,58.81139
mar,1979,62.83922
mar,1981,74.36793
mar,1982,73.63833
mar,1983,75.23505
mar,1984,77.91673
mar,1985,81.83932
mar,1986,78.06141
mar,1987,77.7824
mar,1988,77.58065
mar,1989,78.79517
mar,1990,77.42032
mar,1991,79.65312
mar,1992,79.15062
mar,1993,78.36446
mar,1994,79.8672
mar,1995,81.83584
mar,1996,83.74844
mar,1997,84.83732
mar,1998,87.03906
mar,1999,79.33277
mar,2000,78.0745
mar,2001,72.80125
mar,2002,72.60003
mar,2003,68.88697
mar,2004,68.43246
mar,2005,69.35216
mar,2006,69.44448
mar,2007,68.29402
mar,2008,63.32021
mar,2009,66.43411
mar,2010,61.52297
mar,2012,61.37596
mar,2013,60.19824
mar,2014,63.96457
mar,2015,62.51318
mar,2016,54.46593
mar,2017,58.60552
mar,2018,54.70191
mar,2019,58.03222
mar,2020,63.05811
mda,2014,89.5186
mda,2015,91.62016
mda,2016,92.98096
mda,2017,95.27523
mda,2018,94.8924
mda,2019,94.97894
mda,2020,94.71293
mdg,1995,4.42247
mdg,1999,3.29775
mdg,2000,3.29912
mdg,2001,3.306
mdg,2005,7.38944
mdg,2006,7.92458
mdg,2007,8.15057
mdg,2008,8.45277
mdg,2009,9.35236
mdg,2010,8.40531
mdg,2011,10.38645
mdg,2013,11.94291
mdg,2014,13.38929
mdg,2015,17.36616
mdg,2016,27.28845
mdg,2017,35.88832
mdg,2018,37.81786
mdg,2019,38.15199
mdv,1970,11.90296
mdv,1971,8.52999
mdv,1977,17.07571
mdv,1992,19.87261
mdv,1993,56.42355
mdv,1995,64.1931
mdv,1996,62.13672
mdv,1997,64.82775
mdv,1998,49.94113
mdv,1999,54.34041
mdv,2000,59.57022
mdv,2001,62.21411
mdv,2002,66.75142
mdv,2003,60.6119
mdv,2004,72.80528
mdv,2005,77.46067
mdv,2006,84.74007
mdv,2007,87.40758
mdv,2010,49.02465
mdv,2011,93.45523
mdv,2012,110.78867
mdv,2013,105.8002
mdv,2014,103.98431
mdv,2015,103.23217
mdv,2016,97.10023
mdv,2017,90.29851
mdv,2018,87.93419
mdv,2019,83.43609
mex,1971,12.0852
mex,1972,12.23232
mex,1976,13.46596
mex,1977,15.19315
mex,1978,15.61121
mex,1981,24.51267
mex,1982,31.9582
mex,1983,38.18275
mex,1984,42.54309
mex,1985,48.16927
mex,1986,53.25148
mex,1987,56.94527
mex,1988,58.75696
mex,1989,59.7481
mex,1990,60.53272
mex,1991,60.81526
mex,1992,61.41733
mex,1993,62.26023
mex,1994,64.08943
mex,1995,66.11192
mex,1996,67.88759
mex,1997,69.58831
mex,1998,71.19806
mex,1999,72.44349
mex,2000,73.12233
mex,2001,73.67498
mex,2002,74.25026
mex,2003,79.33951
mex,2004,82.23038
mex,2005,90.78761
mex,2006,99.1014
mex,2007,105.20291
mex,2008,104.70285
mex,2009,101.66625
mex,2010,100.7866
mex,2011,101.88581
mex,2012,103.48343
mex,2013,70.18731
mex,2014,70.91297
mex,2015,71.18002
mex,2016,71.28621
mex,2017,72.74262
mex,2018,71.85985
mex,2019,70.02048
mhl,1999,61.77577
mhl,2002,64.01355
mhl,2007,46.10149
mhl,2008,49.87893
mhl,2009,49.18919
mhl,2011,43.92015
mhl,2015,38.92063
mhl,2016,39.83269
mhl,2019,86.38814
mhl,2020,72.66484
mkd,1993,22.62245
mkd,1994,22.88369
mkd,1995,24.26517
mkd,1996,25.62432
mkd,1997,25.71389
mkd,1998,25.13513
mkd,1999,26.62982
mkd,2000,28.66087
mkd,2001,29.19718
mkd,2002,29.03832
mkd,2003,29.99877
mkd,2004,31.37596
mkd,2005,32.05806
mkd,2006,34.09407
mkd,2007,37.34095
mkd,2008,21.68357
mkd,2009,22.51438
mkd,2010,23.89579
mkd,2011,25.01171
mkd,2012,28.20304
mkd,2013,30.72386
mkd,2014,33.61513
mkd,2015,35.70623
mkd,2017,40.4344
mkd,2018,41.40321
mli,1995,1.32732
mli,1996,1.40197
mli,1997,1.57187
mli,1998,1.74623
mli,1999,1.48282
mli,2000,1.50983
mli,2001,1.56026
mli,2002,1.34189
mli,2003,1.74166
mli,2004,2.13682
mli,2005,2.72908
mli,2006,2.96041
mli,2008,3.22808
mli,2009,3.08863
mli,2010,3.08749
mli,2011,3.35008
mli,2013,3.61491
mli,2014,3.85326
mli,2015,3.94993
mli,2016,4.2708
mli,2017,6.63618
mli,2018,6.84341
mlt,1971,46.74635
mlt,1972,44.00286
mlt,1973,58.72642
mlt,1974,57.77012
mlt,1975,81.91296
mlt,1976,71.08668
mlt,1977,73.27394
mlt,1978,66.36654
mlt,1979,67.70633
mlt,1980,73.54861
mlt,1981,70.52796
mlt,1982,70.09202
mlt,1983,70.0101
mlt,1984,68.52936
mlt,1985,67.16194
mlt,1986,68.28983
mlt,1987,71.41414
mlt,1988,73.58041
mlt,1989,102.71711
mlt,1990,102.83183
mlt,1991,104.40505
mlt,1992,105.46834
mlt,1993,108.15025
mlt,1994,110.92108
mlt,1995,103.27397
mlt,1996,103.95932
mlt,1997,105.83874
mlt,1998,103.59917
mlt,1999,104.60437
mlt,2000,102.46142
mlt,2001,102.07254
mlt,2002,101.84659
mlt,2003,98.98171
mlt,2004,97.01973
mlt,2005,96.66667
mlt,2006,100.91549
mlt,2007,108.35566
mlt,2008,108.9079
mlt,2009,107.6507
mlt,2010,115.01946
mlt,2011,118.45915
mlt,2012,120.6001
mlt,2013,112.07988
mlt,2014,107.11936
mlt,2015,109.81071
mlt,2016,111.33787
mlt,2017,108.31087
mlt,2018,110.81323
mlt,2019,111.80927
mmr,2006,4.41868
mmr,2007,4.59401
mmr,2008,5.21957
mmr,2009,5.65296
mmr,2010,7.4467
mmr,2016,8.91185
mmr,2017,9.70087
mmr,2018,8.45336
mne,2001,32.2377
mne,2002,34.69878
mne,2003,34.07575
mne,2004,32.73827
mne,2005,31.33116
mne,2006,30.67829
mne,2007,27.16486
mne,2008,28.47797
mne,2009,30.32142
mne,2010,31.62336
mne,2011,54.02855
mne,2012,60.17692
mne,2015,56.58493
mne,2016,57.31306
mne,2017,62.33635
mne,2018,72.73666
mne,2019,75.96264
mne,2020,79.04324
mng,1975,19.17506
mng,1976,19.34709
mng,1980,22.27923
mng,1981,23.03683
mng,1983,23.08329
mng,1986,26.11661
mng,1991,36.50443
mng,1992,35.53362
mng,1993,31.25888
mng,1994,21.70824
mng,1995,20.76199
mng,1996,22.73383
mng,1997,24.5604
mng,2004,48.68907
mng,2005,56.89154
mng,2006,65.81325
mng,2007,68.7668
mng,2008,72.18662
mng,2009,69.68508
mng,2010,72.75721
mng,2011,75.87484
mng,2012,75.14945
mng,2013,76.9002
mng,2014,78.24568
mng,2015,79.16714
mng,2016,82.74768
mng,2017,85.5349
mng,2018,86.75272
mng,2019,86.97464
moz,1971,0.15037
moz,1972,0.16341
moz,1973,0.20766
moz,1982,12.57217
moz,1983,16.83199
moz,1984,18.65816
moz,1985,17.63008
moz,1986,12.54158
mrt,2015,9.29758
mus,1970,20.69362
mus,1971,20.80613
mus,1972,20.33862
mus,1973,21.46645
mus,1974,21.51732
mus,1975,22.74911
mus,1976,19.68717
mus,1977,18.69624
mus,1978,27.05305
mus,1979,28.37979
mus,1980,27.14998
mus,1981,25.9713
mus,1982,24.90902
mus,1990,53.87948
mus,1993,84.49601
mus,1995,76.54493
mus,1996,80.34876
mus,1997,95.58752
mus,1998,91.30192
mus,1999,93.84849
mus,2000,90.03844
mus,2001,92.30107
mus,2002,94.88101
mus,2003,103.75334
mus,2004,100.81198
mus,2005,100.55765
mus,2006,98.47529
mus,2007,95.23859
mus,2008,94.22174
mus,2009,97.72126
mus,2010,105.19343
mus,2011,106.21996
mus,2012,105.11962
mus,2013,104.24807
mus,2014,101.8892
mus,2015,104.25694
mus,2016,103.79801
mus,2017,100.79647
mus,2018,97.52297
mus,2019,97.97425
mus,2020,104.30757
mus,2021,104.30757
mwi,2015,83.14944
mys,1974,8.74095
mys,1987,37.47498
mys,1988,32.75807
mys,1989,35.38468
mys,1990,34.43147
mys,1991,38.36487
mys,1992,39.02978
mys,1993,39.76468
mys,1994,58.73829
mys,1995,44.43375
mys,1996,38.77154
mys,1998,56.90395
mys,1999,53.46861
mys,2001,50.42192
mys,2002,50.69516
mys,2003,52.47029
mys,2004,56.56543
mys,2005,59.1866
mys,2006,54.53136
mys,2007,59.89555
mys,2008,71.92584
mys,2009,74.00264
mys,2010,75.93432
mys,2012,83.00907
mys,2013,88.01089
mys,2014,91.94185
mys,2015,95.49487
mys,2016,94.50807
mys,2017,98.46044
mys,2018,98.08123
mys,2019,96.46584
nam,1989,11.18669
nam,1990,12.5401
nam,1991,13.31196
nam,1992,12.30988
nam,1993,10.48488
nam,1994,9.59274
nam,1999,31.59345
nam,2001,37.75145
nam,2002,42.30754
nam,2006,32.04545
nam,2012,16.33824
nam,2013,21.9393
nam,2015,27.15332
nam,2016,33.1144
nam,2017,32.88324
nam,2018,33.59418
nam,2019,35.43577
ner,1973,0.19319
ner,1974,0.22246
ner,1975,0.22232
ner,1976,0.26056
ner,1977,0.21683
ner,1978,0.41439
ner,1979,0.45732
ner,1980,0.60553
ner,1981,0.43184
ner,1982,0.43449
ner,1983,0.44707
ner,1984,0.44499
ner,1985,0.54891
ner,1986,0.56578
ner,1987,0.66641
ner,1989,1.26029
ner,1990,1.42029
ner,1991,1.48053
ner,1992,1.59923
ner,1993,1.41521
ner,1995,1.0959
ner,1996,0.99505
ner,1997,1.09289
ner,1998,1.11985
ner,1999,1.06073
ner,2000,0.9168
ner,2001,1.07909
ner,2002,1.30672
ner,2003,1.34434
ner,2004,1.37132
ner,2005,1.38859
ner,2006,1.61728
ner,2007,1.85337
ner,2008,2.3052
ner,2009,3.02784
ner,2010,3.9205
ner,2011,5.29215
ner,2012,5.85265
ner,2013,6.74254
ner,2014,6.89593
ner,2015,7.16191
ner,2016,7.76131
ner,2017,7.71749
ner,2018,7.77029
ner,2019,7.17533
ner,2020,7.23073
nga,2001,26.30614
nga,2003,36.81467
nga,2004,44.59231
nga,2005,44.16141
nga,2008,37.48335
nga,2009,44.0381
nga,2010,42.16409
nga,2014,15.26255
nga,2015,23.81399
nga,2016,15.69863
nga,2017,19.45353
nga,2018,24.38101
nic,1970,2.91745
nic,1971,2.30473
nic,1972,2.3586
nic,1973,2.1994
nic,1978,1.99864
nic,1980,6.55908
nic,1982,7.61659
nic,1983,9.79859
nic,1984,11.70874
nic,1985,11.76203
nic,1986,13.46256
nic,1987,13.75429
nic,1988,13.1074
nic,1989,11.34696
nic,1990,10.97787
nic,1991,11.92447
nic,1992,11.57303
nic,1993,13.99185
nic,1994,17.12585
nic,1995,17.39754
nic,1996,20.31657
nic,1997,23.36541
nic,1998,25.76562
nic,1999,28.50363
nic,2000,29.909
nic,2001,30.01448
nic,2002,32.59377
nic,2003,34.13631
nic,2004,37.39372
nic,2005,40.51829
nic,2006,53.32333
nic,2007,54.53706
nic,2008,56.07976
nic,2010,54.76111
nld,1971,99.58987
nld,1972,99.83994
nld,1973,101.92615
nld,1974,105.57344
nld,1975,109.44963
nld,1976,113.50302
nld,1977,112.35169
nld,1978,108.63142
nld,1979,106.59115
nld,1980,105.948
nld,1981,107.36275
nld,1982,108.57345
nld,1983,111.85802
nld,1984,114.41965
nld,1985,117.31089
nld,1986,105.52734
nld,1987,102.3618
nld,1988,97.16395
nld,1989,96.25414
nld,1990,96.79749
nld,1991,98.4013
nld,1992,97.96722
nld,1993,97.9818
nld,1994,97.88232
nld,1995,99.85424
nld,1996,101.23819
nld,1997,100.3277
nld,2011,89.56544
nld,2012,90.20698
nld,2013,92.49057
nld,2014,93.20066
nld,2015,93.37368
nld,2016,94.95507
nld,2017,94.2029
nld,2018,88.25629
nld,2019,89.54584
nld_curacao,2020,93.81541
nor,1994,67.39088
nor,1995,70.80466
nor,1996,72.69088
nor,1997,73.98957
nor,1998,70.90129
nor,1999,72.91767
nor,2000,74.28455
nor,2001,75.49703
nor,2002,77.15878
nor,2008,94.68393
nor,2009,97.56905
nor,2010,99.21305
nor,2011,99.20258
nor,2012,99.13818
nor,2013,98.68989
nor,2014,97.69635
nor,2015,97.07943
nor,2016,95.88411
nor,2017,95.20189
nor,2018,95.92722
nor,2019,96.40228
npl,1983,1.2654
npl,1984,1.32163
npl,1997,8.89517
npl,1999,11.90535
npl,2000,13.80557
npl,2001,13.68564
npl,2002,13.12548
npl,2003,18.4658
npl,2004,19.25905
npl,2005,37.66974
npl,2007,40.93926
npl,2008,64.85478
npl,2009,70.21041
npl,2010,76.01953
npl,2011,83.64042
npl,2012,88.64368
npl,2013,90.90475
npl,2014,93.61327
npl,2015,92.70998
npl,2016,90.6077
npl,2017,93.31365
npl,2019,91.54491
nru,1985,53.11653
nru,1991,52.48756
nru,1998,62.29117
nru,2000,88.08933
nru,2001,85.56962
nru,2002,86.5285
nru,2003,80.15873
nru,2004,65.67568
nru,2005,87.36264
nru,2006,91.06145
nru,2007,77.1831
nru,2008,94.05099
nru,2011,107.23861
nru,2012,89.63731
nru,2014,119.1067
nru,2015,82.88509
nru,2016,84.74576
nru,2019,33.57314
nru,2020,30.75061
nzl,1970,20.0985
nzl,1971,21.12106
nzl,1972,22.41626
nzl,1973,24.09281
nzl,1975,46.005
nzl,1976,48.66577
nzl,1977,49.29143
nzl,1978,48.31479
nzl,1980,52.35748
nzl,1981,53.51176
nzl,1982,57.04528
nzl,1984,62.17388
nzl,1985,62.68482
nzl,1986,63.4769
nzl,1987,61.27203
nzl,1988,59.77849
