geo,time,ne_exp_gnfs_kd
can,1989,183489916715.35901
can,1990,191830827001.81601
can,1991,194942702144.60199
can,1992,209435163001.20001
can,1993,232044203447.54599
can,1994,261781854582.806
can,1995,284992086219.534
can,1996,301303394506.14398
can,1997,327204011752.47998
can,1998,358343980174.95801
can,1999,397147501716.96094
can,2000,432992868886.26703
can,2001,420434097956.09296
can,2002,425602042356.22998
can,2003,418327646547.43402
can,2004,441463895528.00494
can,2005,451493734733.05493
can,2006,455472784542.612
can,2007,460654416140.77399
can,2008,439722602109.53802
can,2009,382711768091.07202
can,2010,408267856284.19202
can,2011,427977651344.96301
can,2012,440023891722.22498
can,2013,450851882328.27197
can,2014,479358191589.85907
can,2015,495747450357.72803
can,2016,502720953023.55103
can,2017,509985630241.41693
can,2018,528770530275.44495
can,2019,535553222312.16602
can,2020,488999270735.88495
che,1970,73411632108.97238
che,1971,76265568402.287
che,1972,81120964973.30078
che,1973,87495990985.82979
che,1974,88397884003.4342
che,1975,82591174295.55981
che,1976,90275798658.8938
che,1977,99047636551.3698
che,1978,102729337242.03799
che,1979,105262050553.356
che,1980,110599281077.821
che,1981,127361844451.16901
che,1982,124806233771.25301
che,1983,121329690843.162
che,1984,140418244896.98401
che,1985,151658832889.72101
che,1986,153956411755.45499
che,1987,150399444365.92899
che,1988,161877075611.02499
che,1989,171308032692.06201
che,1990,174764699922.814
che,1991,171944711711.25101
che,1992,178608729199.30801
che,1993,177452084771.98099
che,1994,179947424124.60501
che,1995,185089009747.69696
che,1996,190661041170.12701
che,1997,218893015554.27399
che,1998,224519777880.62601
che,1999,231927376919.13101
che,2000,260098503281.505
che,2001,260380142162.17896
che,2002,255808563441.79401
che,2003,252773010989.776
che,2004,277731360971.28302
che,2005,295856194124.65503
che,2006,314942788456.33301
che,2007,350549815528.50098
che,2008,365338284076.11102
che,2009,333504428712.84399
che,2010,375482345183.61798
che,2011,390380828334.50403
che,2012,394199997402.98694
che,2013,448611371019.91498
che,2014,420731508621.04895
che,2015,438118658094.01099
che,2016,466645215292.42297
che,2017,465088781313.07098
che,2018,480588812917.93695
che,2019,476830783855.27893
che,2020,448200091220.02496
chl,1960,2676624885.76855
chl,1961,2808972642.43116
chl,1962,2882266704.46174
chl,1963,3034141001.62992
chl,1964,3314151551.19759
chl,1965,3286161581.20522
chl,1966,3417937370.7272
chl,1967,3529724154.21053
chl,1968,3601437027.94871
chl,1969,3729842706.44344
chl,1970,3807167931.61912
chl,1971,3838238046.66505
chl,1972,3258847450.64865
chl,1973,3350025358.35729
chl,1974,4888316243.2072
chl,1975,5003358244.1282
chl,1976,6221235641.07907
chl,1977,6961154677.84179
chl,1978,7739542644.26192
chl,1979,8835795417.37851
chl,1980,10101064418.3519
chl,1981,9200986503.65345
chl,1982,9633205339.17996
chl,1983,9636036690.82106
chl,1984,9854029199.91263
chl,1985,11068111765.323
chl,1986,12185308501.599
chl,1987,13006630985.3639
chl,1988,14509638511.8461
chl,1989,16847285411.0512
chl,1990,18299046805.3657
chl,1991,20574237863.5689
chl,1992,23439574136.9897
chl,1993,24267977726.2921
chl,1994,27089761525.1874
chl,1995,30065197963.6348
chl,1996,33608372450.8652
chl,1997,37386079236.1469
chl,1998,39358432515.9129
chl,1999,41984192479.9526
chl,2000,44207872590.1484
chl,2001,47276893542.00449
chl,2002,48415052864.06809
chl,2003,51590512601.5832
chl,2004,59014982352.4839
chl,2005,60658121436.0246
chl,2006,63744043254.4934
chl,2007,68327700364.9209
chl,2008,67897497416.2277
chl,2009,65020045708.8806
chl,2010,66489805286.00529
chl,2011,70117583508.38789
chl,2012,70366027593.3175
chl,2013,72664687948.13318
chl,2014,72899938163.76558
chl,2015,71654519080.9343
chl,2016,72015241757.2657
chl,2017,70922343038.8707
chl,2018,74657481765.3963
chl,2019,72710615497.8712
chl,2020,71970237686.3679
chn,2015,2362092880963.47021
civ,1996,10959829085.4086
civ,1997,11901116784.3321
civ,1998,12294891049.8978
civ,1999,13133787406.0539
civ,2000,12214375110.5041
civ,2001,11441280820.4494
civ,2002,11846646976.8662
civ,2003,10299798511.8975
civ,2004,11571932851.6024
civ,2005,12222461031.5087
civ,2006,12921857821.7529
civ,2007,11833391597.9005
civ,2008,11167669414.1303
civ,2009,13269901654.2917
civ,2010,12068374726.3895
civ,2011,12107729686.9202
civ,2012,13374798092.0767
civ,2013,11657748947.2381
civ,2014,12327879818.1695
civ,2015,12532872742.5388
civ,2016,11679932924.1962
civ,2017,12848505873.6152
civ,2018,12837685722.3901
civ,2019,15126723642.3095
civ,2020,14098598523.8452
cmr,1960,770199937.48608
cmr,1961,737387521.40121
cmr,1962,715910187.38784
cmr,1963,632983849.83047
cmr,1964,676535288.14381
cmr,1965,701939993.52111
cmr,1966,699560490.53578
cmr,1967,703338123.34438
cmr,1968,733788098.93996
cmr,1969,814389652.40759
cmr,1970,887232601.36553
cmr,1971,871705146.40876
cmr,1972,915292910.99092
cmr,1973,939173908.85166
cmr,1974,1067542622.19669
cmr,1975,957680803.14988
cmr,1976,1111725241.93157
cmr,1977,979177299.48538
cmr,1978,1290255779.08604
cmr,1979,1529904766.98187
cmr,1980,1999307208.98077
cmr,1981,2547091723.23999
cmr,1982,2144719878.62375
cmr,1983,2564680969.83483
cmr,1984,3700169337.8476
cmr,1985,4029940723.6776
cmr,1986,3471744040.65681
cmr,1987,3053989102.17672
cmr,1988,3194465167.09594
cmr,1989,3934694293.11499
cmr,1990,3548050076.56753
cmr,1991,3402579929.15608
cmr,1992,3582916689.68887
cmr,1993,2911689272.82971
cmr,1994,3228747600.71069
cmr,1995,3726069931.01703
cmr,1996,4364969256.14479
cmr,1997,4659125389.79984
cmr,1998,4329442553.90387
cmr,1999,4164162530.9455
cmr,2000,4573974188.84531
cmr,2001,4862568837.9241
cmr,2002,4849767033.96243
cmr,2003,4276856085.89404
cmr,2004,4659222795.60174
cmr,2005,4371293003.12144
cmr,2006,4793356900.4929
cmr,2007,5478461820.89924
cmr,2008,5301485058.83913
cmr,2009,4665757095.07598
cmr,2010,5280906065.10596
cmr,2011,5549991472.44273
cmr,2012,5618031185.74541
cmr,2013,5800946613.40265
cmr,2014,6452925761.42534
cmr,2015,6760653981.81396
cmr,2016,6947032109.00097
cmr,2017,6837900904.50269
cmr,2018,6983504651.96939
cmr,2019,7767260222.28143
cmr,2020,6589653374.5505
cod,1960,1039999280.3495
cod,1961,938544671.72469
cod,1962,846246446.17239
cod,1963,723342230.93094
cod,1964,861377025.95485
cod,1965,751636467.10295
cod,1966,761066957.35684
cod,1967,723067386.37588
cod,1968,1041443366.08617
cod,1969,1046867013.35914
cod,1970,1186039220.92478
cod,1971,1321814490.59195
cod,1972,1410408552.10693
cod,1973,1543584443.13375
cod,1974,1424112312.09415
cod,1975,1335227245.97051
cod,1976,1251490184.05988
cod,1977,1247786020.02256
cod,1978,1560807048.40218
cod,1979,1307345860.31331
cod,1980,1589108105.02168
cod,1981,1374987468.77845
cod,1982,1234561532.54945
cod,1983,1684553800.62392
cod,1984,2836404037.8313
cod,1985,3028903573.68117
cod,1986,2847936077.60702
cod,1987,3074770960.15086
cod,1988,3131125571.756
cod,1989,2944192727.45604
cod,1990,2915328218.22362
cod,1991,2416382415.83505
cod,1992,1407494573.93633
cod,1993,1282414460.14767
cod,1994,1186199101.49779
cod,1995,1428183673.02703
cod,1996,1648123909.28538
cod,1997,1283687236.53738
cod,1998,1593730383.56032
cod,1999,2382436632.11723
cod,2000,2296046939.71707
cod,2001,1848442121.14406
cod,2002,3372923347.36415
cod,2003,3870262034.66749
cod,2004,3976291879.80785
cod,2005,4493144548.48016
cod,2006,4072278246.4574
cod,2007,5160798221.73546
cod,2008,5402581618.38418
cod,2009,3874701693.89389
cod,2010,5376222518.41013
cod,2011,6721231135.3674
cod,2012,7488727584.00684
cod,2013,8277037318.24333
cod,2014,10047237533.0732
cod,2015,10458963519.1715
cod,2016,10367384422.9117
cod,2017,11128789908.0064
cod,2018,12714039248.4968
cod,2019,12897469117.1095
cod,2020,13928804842.1429
cog,1960,198841621.28059
cog,1961,213754745.03923
cog,1962,371171031.86313
cog,1963,442422612.95442
cog,1964,485504965.37938
cog,1965,488818998.66784
cog,1966,441777343.45735
cog,1967,486774088.48491
cog,1968,627897135.14258
cog,1969,809925537.03446
cog,1970,1049222063.14254
cog,1971,1086035679.91982
cog,1972,1124895949.31527
cog,1973,1163756045.70296
cog,1974,1204661051.39089
cog,1975,1206706136.34695
cog,1976,1243522018.99621
cog,1977,1378507371.02325
cog,1978,1511448684.96768
cog,1979,1578940663.65403
cog,1980,1922546969.18879
cog,1981,2100487293.15006
cog,1982,2292461315.96824
cog,1983,2688194182.07907
cog,1984,2951434987.72099
cog,1985,2759670162.17341
cog,1986,2663787750.28232
cog,1987,2674247649.1194
cog,1988,3022910967.81534
cog,1989,3254772167.86338
cog,1990,3482606219.60498
cog,1991,3273948042.85627
cog,1992,3297210254.4511
cog,1993,3559508396.42119
cog,1994,3465594627.39702
cog,1995,3999857492.87387
cog,1996,4166067252.78196
cog,1997,4662590566.72708
cog,1998,5080787820.67634
cog,1999,5192671185.84107
cog,2000,5129803637.47279
cog,2001,4838541065.68876
cog,2002,4900352499.84617
cog,2003,4777566542.50853
cog,2004,4673382273.22947
cog,2005,5136761537.11605
cog,2006,5344954411.11777
cog,2007,4434597761.24421
cog,2008,4633203705.95759
cog,2009,5372822400.09461
cog,2010,5524339949.59039
cog,2011,5847931892.48564
cog,2012,5355304775.11119
cog,2013,4986919586.19421
cog,2014,5319605653.90571
cog,2015,5078447103.26072
cog,2016,5325913165.65799
cog,2017,6094500220.50338
cog,2018,6787061624.3356
cog,2019,7287589243.68007
cog,2020,6617854721.63311
col,1960,3055853054.42015
col,1961,2852100833.76057
col,1962,3083122833.00145
col,1963,3008688088.12945
col,1964,3183884028.73989
col,1965,3387983721.94307
col,1966,3363150526.02265
col,1967,3549583445.02522
col,1968,3865424907.21308
col,1969,4480736317.24132
col,1970,4233967929.63207
col,1971,4427390933.41224
col,1972,4953578762.52605
col,1973,5327824222.52677
col,1974,5149761010.29739
col,1975,5893469240.71414
col,1976,5705472750.11657
col,1977,5448771084.13922
col,1978,6820207322.54439
col,1979,7389899231.91879
col,1980,7767271835.10947
col,1981,6848167661.65478
col,1982,6741476893.99668
col,1983,6681325374.98942
col,1984,7369848725.58302
col,1985,8427558922.19356
col,1986,10172504822.2018
col,1987,10964775746.8629
col,1988,10992276211.9748
col,1989,11916163075.0142
col,1990,14012636659.4959
col,1991,15688417510.1114
col,1992,16564753401.7251
col,1993,17595055108.01
col,1994,17602597041.5783
col,1995,18229397043.68629
col,1996,19979969328.4271
col,1997,20609617702.5778
col,1998,22129675180.5303
col,1999,23440616268.5987
col,2000,24881381602.4978
col,2001,25580766603.2102
col,2002,24972605733.02069
col,2003,26810663363.0586
col,2004,29440416125.9521
col,2005,32140345702.1054
col,2006,35199559543.2318
col,2007,37388932538.9735
col,2008,38150453580.9706
col,2009,36164225805.7234
col,2010,36910064182.5836
col,2011,41434330718.0119
col,2012,43287802909.3094
col,2013,45312325564.5422
col,2014,45181393546.3061
col,2015,45930514341.4508
col,2016,45834594784.9157
col,2017,47012253522.7551
col,2018,47314236004.9264
col,2019,48767253165.5186
col,2020,39836826006.4979
com,1980,30780905.20684
com,1981,31970563.69552
com,1982,34011443.3442
com,1983,35651145.05425
com,1984,37116500.26166
com,1985,37962895.2209
com,1986,38671743.45832
com,1987,39305182.30878
com,1988,40361517.00132
com,1989,39077747.59771
com,1990,41067348.86326
com,1991,38851519.42874
com,1992,42165912.70611
com,1993,43433393.81809
com,1994,41141551.66988
com,1995,42626815.05024
com,1996,42076217.86678
com,1997,43772030.12907
com,1998,44333480.29023
com,1999,45186511.18473
com,2000,50088380.66701
com,2001,51256906.51968
com,2002,52448519.55501
com,2003,53552090.72071
com,2004,54580077.59
com,2005,56128732.97122
com,2006,57614406.52883
com,2007,57148389.89869
com,2008,56576905.9997
com,2009,67269941.32281
com,2010,77158622.64377
com,2011,80244967.40685
com,2012,78961047.99611
com,2013,87488841.26172
com,2014,93613060.09877
com,2015,97918670.08503
com,2016,106407549.3454
com,2017,118956309.43236
com,2018,141840961.51269
com,2019,154671655.8114
com,2020,106045012.85371
cpv,2007,521108206.24878
cpv,2008,562152300.20432
cpv,2009,467544172.42981
cpv,2010,499687610.24538
cpv,2011,554253330.49408
cpv,2012,628924102.90988
cpv,2013,632638051.77586
cpv,2014,624889842.65408
cpv,2015,717082167.75653
cpv,2016,748977694.80257
cpv,2017,805346394.1628
cpv,2018,899435115.66222
cpv,2019,977781458.22176
cpv,2020,406481799.82122
cri,1960,412942154.06249
cri,1961,408627189.02527
cri,1962,455228811.4273
cri,1963,587020172.13571
cri,1964,526672303.97222
cri,1965,538261067.21506
cri,1966,655073335.00852
cri,1967,703894082.28685
cri,1968,920443684.7979
cri,1969,1011427804.72569
cri,1970,1157828404.20298
cri,1971,1248072815.83867
cri,1972,1464622418.34972
cri,1973,1577859429.39806
cri,1974,1710082286.61019
cri,1975,1676363916.96215
cri,1976,1767224752.1746
cri,1977,1911344584.41793
cri,1978,2101326330.77119
cri,1979,2169810990.14774
cri,1980,2075559825.26319
cri,1981,2306348812.3971
cri,1982,2180475118.02547
cri,1983,2151873064.06443
cri,1984,2394497383.87185
cri,1985,2298890087.11846
cri,1986,2382292197.05227
cri,1987,2881348724.78625
cri,1988,3093706646.97542
cri,1989,3590975546.33683
cri,1990,3874715318.71326
cri,1991,4219665952.22228
cri,1992,4939870953.87934
cri,1993,5339744099.31584
cri,1994,5550197932.223
cri,1995,6161740165.62347
cri,1996,6547253020.49862
cri,1997,7116566647.0529
cri,1998,8145541465.27672
cri,1999,8562472832.14056
cri,2000,8754311608.9857
cri,2001,8903311593.21323
cri,2002,9141928969.32269
cri,2003,9660370380.10006
cri,2004,10663439651.7979
cri,2005,11304514717.8295
cri,2006,12213566959.1417
cri,2007,13132385766.7849
cri,2008,13417628975.2249
cri,2009,12282262399.3876
cri,2010,13427884591.8175
cri,2011,14374295883.1196
cri,2012,15174120871.067
cri,2013,15676616966.6855
cri,2014,16454856914.1527
cri,2015,16930124511.5005
cri,2016,18524480369.4341
cri,2017,19812843991.05849
cri,2018,20781882423.3135
cri,2019,21423871610.7503
cri,2020,19392716360.1067
cub,1970,2078810656.33721
cub,1971,2257228381.47865
cub,1972,2366417716.32417
cub,1973,2447944031.42958
cub,1974,2471498804.20132
cub,1975,2705114928.43076
cub,1976,2852464939.86133
cub,1977,3102955884.09138
cub,1978,3307991645.84412
cub,1979,3337848095.51807
cub,1980,3175300325.81669
cub,1981,3808780965.1764
cub,1982,4161181624.46005
cub,1983,4374776471.60771
cub,1984,4667087011.42631
cub,1985,4779471579.08601
cub,1986,4852042901.87253
cub,1987,4770555227.28291
cub,1988,4795598504.51351
cub,1989,4553539110.8613
cub,1990,4390486269.50015
cub,1991,4235652065.72713
cub,1992,3985063861.1674
cub,1993,2991783004.04595
cub,1994,3264623106.22949
cub,1995,3406044138.39018
cub,1996,4244335735.69288
cub,1997,4035903774.79663
cub,1998,4268324068.78835
cub,1999,4815577907.80648
cub,2000,5493328278.86399
cub,2001,5295664414.15727
cub,2002,5094482260.59655
cub,2003,5389058991.00899
cub,2004,6415333188.24033
cub,2005,9462597795.06208
cub,2006,9587870201.22734
cub,2007,10910640195.5188
cub,2008,12173279434.8509
cub,2009,12552828171.8282
cub,2010,14284252747.2527
cub,2011,15063607035.8213
cub,2012,15129708220.3511
cub,2013,15393046810.3325
cub,2014,14955926073.9261
cub,2015,14941000000
cub,2016,11992034251.4628
cub,2017,11992034251.4628
cub,2018,11709504995.005
cub,2019,11171100185.5288
cub,2020,8875683245.3261
cyp,1975,861074453.68285
cyp,1976,1422847868.97372
cyp,1977,1740304151.64524
cyp,1978,1847160480.79798
cyp,1979,2230494158.0802
cyp,1980,2471698830.3917
cyp,1981,2819759587.37709
cyp,1982,3042809015.40906
cyp,1983,3291275565.40139
cyp,1984,3788209276.58323
cyp,1985,3747230219.80177
cyp,1986,3683946501.3678
cyp,1987,4188660752.12218
cyp,1988,4755621030.80884
cyp,1989,5549780888.33701
cyp,1990,5920665702.30318
cyp,1991,5419582089.47123
cyp,1992,6495925425.55447
cyp,1993,6311779913.26044
cyp,1994,6828943064.39971
cyp,1995,8095550577.69871
cyp,1996,8614742467.52841
cyp,1997,8612802391.89406
cyp,1998,9114341650.06842
cyp,1999,9335936449.18777
cyp,2000,10154770621.3565
cyp,2001,10333615202.6107
cyp,2002,9971903068.1891
cyp,2003,9682839796.62656
cyp,2004,9991829404.50425
cyp,2005,10300728749.7346
cyp,2006,10537944699.6625
cyp,2007,11103111126.2267
cyp,2008,11040409435.613
cyp,2009,10526530473.7572
cyp,2010,11172797317.6371
cyp,2011,11949540532.0355
cyp,2012,11885611726.4446
cyp,2013,12023520483.301
cyp,2014,12774253201.9303
cyp,2015,13909862420.9475
cyp,2016,14890662059.3256
cyp,2017,16555408055.2876
cyp,2018,17759161002.7551
cyp,2019,19088222498.542
cyp,2020,18113515017.5741
cze,1990,20502189257.5842
cze,1991,19261905422.02349
cze,1992,21101377427.7148
cze,1993,24440287169.0635
cze,1994,25366691356.2681
cze,1995,31318298694.0393
cze,1996,32100167691.4477
cze,1997,34537120788.658
cze,1998,37870745464.7086
cze,1999,39838731642.868
cze,2000,45727323542.863
cze,2001,50038802784.6944
cze,2002,50500330301.33649
cze,2003,54956207124.3458
cze,2004,71266913969.2058
cze,2005,84207896742.7207
cze,2006,96240540677.88
cze,2007,106857177702.119
cze,2008,111359967478.022
cze,2009,100415590223.08
cze,2010,115138126937.34399
cze,2011,125688825651.71001
cze,2012,131067554245.64301
cze,2013,131407937395.19299
cze,2014,142859372935.617
cze,2015,151477127902.841
cze,2016,158055104426.03799
cze,2017,169432227247.319
cze,2018,175712871589.004
cze,2019,178311784135.37299
cze,2020,165969490319.63
deu,1970,153460706615.57001
deu,1971,157073196264.465
deu,1972,166784715996.564
deu,1973,184659535625.62
deu,1974,206428339419.052
deu,1975,193761146136.12701
deu,1976,213700247783.57697
deu,1977,222238878139.22601
deu,1978,228384805113.29095
deu,1979,239738367309.59
deu,1980,252827799037.19696
deu,1981,271077939139.32901
deu,1982,281117870249.00098
deu,1983,279710404328.67603
deu,1984,304481800754.052
deu,1985,327188916270.54694
deu,1986,323294930996.65802
deu,1987,325687625502.13898
deu,1988,344125425286.05298
deu,1989,379499735194.98499
deu,1990,422568198570.20203
deu,1991,469155317870.12897
deu,1992,467422369686.26202
deu,1993,439695254220.03107
deu,1994,474511691061.94098
deu,1995,505862231536.11694
deu,1996,535637363561.76599
deu,1997,601174170841.36304
deu,1998,647333513008.25806
deu,1999,681519779813.68005
deu,2000,775728929876.41797
deu,2001,819682704653.4259
deu,2002,854184050929.52686
deu,2003,870410721335.43298
deu,2004,970763954361.81201
deu,2005,1035670591604.92004
deu,2006,1162963241420.83008
deu,2007,1266309740513.80005
deu,2008,1290886050178.1001
deu,2009,1106563772076.33008
deu,2010,1265994661043.12012
deu,2011,1371704267261.31006
deu,2012,1411561997824.3501
deu,2013,1425740629480.58008
deu,2014,1494113163091.42993
deu,2015,1575404010475.78003
deu,2016,1614316491531.65991
deu,2017,1693401771526.12012
deu,2018,1732156712846.65991
deu,2019,1751376638224.02002
deu,2020,1588164784513.94995
dji,2013,3254663537.12875
dji,2014,3478993440.65214
dji,2015,3437826705.9042
dji,2016,2558215940.12465
dma,2015,255900000
dnk,1966,19251051292.4337
dnk,1967,19965688269.5147
dnk,1968,21922623662.6677
dnk,1969,23236885396.9219
dnk,1970,24125061638.038
dnk,1971,25652376783.3965
dnk,1972,27002286380.5022
dnk,1973,29258473539.544
dnk,1974,30257535382.7808
dnk,1975,30038454762.7663
dnk,1976,31069009164.5822
dnk,1977,32183170847.8462
dnk,1978,32632429893.1617
dnk,1979,36185882787.1272
dnk,1980,38205237594.0044
dnk,1981,41514432349.2638
dnk,1982,42828182260.1402
dnk,1983,44796655565.7446
dnk,1984,46274083278.2928
dnk,1985,49067420117.1115
dnk,1986,49724594645.6637
dnk,1987,52139961624.94589
dnk,1988,56906628852.0871
dnk,1989,59557237495.6322
dnk,1990,63444330414.0936
dnk,1991,67358124950.8302
dnk,1992,67540542310.45989
dnk,1993,68370777796.7804
dnk,1994,74001535021.86238
dnk,1995,76012506835.1259
dnk,1996,79555789403.9493
dnk,1997,83143675592.8175
dnk,1998,86554416641.3195
dnk,1999,96313935113.62701
dnk,2000,108461952030.242
dnk,2001,112104021936.14799
dnk,2002,116983136915.461
dnk,2003,115569065163.494
dnk,2004,119065467029.61
dnk,2005,128376602063.258
dnk,2006,141647689228.83301
dnk,2007,146822868206.94199
dnk,2008,152507874845.57101
dnk,2009,138439953666.918
dnk,2010,142510274598.328
dnk,2011,152763712068.52301
dnk,2012,154539140637.84201
dnk,2013,157029384545.80899
dnk,2014,161942603297.03101
dnk,2015,167735890269.83701
dnk,2016,174632313208.41901
dnk,2017,183038446262.59897
dnk,2018,189174765334.07501
dnk,2019,198687531875.71097
dnk,2020,184766053123.314
dom,1960,2171996696.92559
dom,1961,2018999580.24426
dom,1962,2263982764.38449
dom,1963,1989901987.75515
dom,1964,2021815449.13893
dom,1965,1655748600.40023
dom,1966,1806435924.61368
dom,1967,2020417582.92592
dom,1968,2095021097.27177
dom,1969,2338781462.96261
dom,1970,2601260345.77763
dom,1971,2995563843.68493
dom,1972,3932688261.57152
dom,1973,4410765644.87007
dom,1974,4164173528.98191
dom,1975,4300244553.27627
dom,1976,5517379496.0167
dom,1977,5469133628.58793
dom,1978,5494226454.14923
dom,1979,6844437244.70923
dom,1980,5608465751.65507
dom,1981,6077482282.11533
dom,1982,5311441505.89726
dom,1983,5646551510.37629
dom,1984,5933307598.76311
dom,1985,5935320134.16954
dom,1986,5530486318.81107
dom,1987,6252709841.61582
dom,1988,5630453026.85084
dom,1989,5535614105.43142
dom,1990,5485525248.872
dom,1991,5847569919.38066
dom,1992,6435585067.62056
dom,1993,7000429395.65097
dom,1994,7447941184.81741
dom,1995,8074459605.71537
dom,1996,8622234217.15138
dom,1997,9625927833.13021
dom,1998,9915358180.79907
dom,1999,10444591573.5962
dom,2000,11261183538.7125
dom,2001,10441909731.446
dom,2002,10515192904.092
dom,2003,12017900958.0311
dom,2004,12528013999.8588
dom,2005,12091097941.738
dom,2006,11930741916.1199
dom,2007,12058102265.2433
dom,2008,11501274367.4044
dom,2009,10526735258.3451
dom,2010,12217810270.4041
dom,2011,13109412424.6705
dom,2012,13836608621.6396
dom,2013,15088600905.2734
dom,2014,16406571047.263
dom,2015,16909888521.6059
dom,2016,18176926601.7668
dom,2017,19059286773.379
dom,2018,20213306290.73289
dom,2019,20523893443.259
dom,2020,14301317136.988
dza,1960,24114192359.0632
dza,1961,24114192359.0632
dza,1962,8315238868.61515
dza,1963,13720143190.9379
dza,1964,14135905698.8407
dza,1965,14135905698.8407
dza,1966,15348637593.8906
dza,1967,15803412435.1338
dza,1968,17925694052.9098
dza,1969,19555301482.9691
dza,1970,20313260056.9382
dza,1971,15045455417.0956
dza,1972,20843828932.27769
dza,1973,21980765277.54
dza,1974,20654340028.7468
dza,1975,20768033378.019
dza,1976,21488092641.28329
dza,1977,21374399327.7795
dza,1978,22662926781.5592
dza,1979,24292535722.8387
dza,1980,21147012665.0036
dza,1981,21210453475.3051
dza,1982,23373919090.1198
dza,1983,24823103051.1895
dza,1984,26238020057.96049
dza,1985,26920207936.7965
dza,1986,26839448140.3569
dza,1987,28449813301.695
dza,1988,28563612159.1767
dza,1989,30848701747.666
dza,1990,31897557677.4702
dza,1991,31610482129.0937
dza,1992,32843288307.5942
dza,1993,32219268085.3105
dza,1994,31123812213.6354
dza,1995,33084611491.6722
dza,1996,35565957972.8867
dza,1997,37806614621.7631
dza,1998,38449324513.988
dza,1999,40758235332.3035
dza,2000,43351695906.2253
dza,2001,42284898116.762
dza,2002,43995144277.1482
dza,2003,47705524196.7523
dza,2004,49169197705.1581
dza,2005,51990999076.6101
dza,2006,50617907669.9871
dza,2007,50091251601.3482
dza,2008,48658892727.9334
dza,2009,43775514312.9804
dza,2010,43401072841.3221
dza,2011,42092824270.7524
dza,2012,40501187565.1225
dza,2013,38192619873.9105
dza,2014,38269005113.5432
dza,2015,38460350139.138
dza,2016,41152574649.27049
dza,2017,38642267595.3236
dza,2018,37212503694.6665
dza,2019,34942540969.3121
dza,2020,31161223492.2277
ecu,1960,811227155.19501
ecu,1961,778247527.14466
ecu,1962,942548210.36651
ecu,1963,865476253.50971
ecu,1964,897858424.53016
ecu,1965,975288855.6049
ecu,1966,1012172009.2559
ecu,1967,1085914154.64919
ecu,1968,1114737115.20712
ecu,1969,978752794.69954
ecu,1970,980589099.76175
ecu,1971,1083793398.02531
ecu,1972,1969785330.36837
ecu,1973,4148995102.7787
ecu,1974,5091850989.01017
ecu,1975,4110730327.25672
ecu,1976,4218906487.37234
ecu,1977,4281205772.45269
ecu,1978,4558065003.44517
ecu,1979,4690359141.53108
ecu,1980,4708110456.55538
ecu,1981,4747801882.96003
ecu,1982,4515275361.38232
ecu,1983,4438681012.49227
ecu,1984,4560336222.86423
ecu,1985,4901337633.61075
ecu,1986,5470733879.54498
ecu,1987,4916123623.47477
ecu,1988,6755713607.00956
ecu,1989,6845783711.35023
ecu,1990,6888881966.88346
ecu,1991,8037601708.42741
ecu,1992,8480977126.3926
ecu,1993,9007046676.92939
ecu,1994,10168206506.655
ecu,1995,11221514165.4955
ecu,1996,10983327167.6674
ecu,1997,11750617133.8444
ecu,1998,11194035485.6769
ecu,1999,12048233640.9588
ecu,2000,12353797219.5028
ecu,2001,12157723330.2936
ecu,2002,12233560972.1335
ecu,2003,13115622201.2363
ecu,2004,15368672963.2119
ecu,2005,16695456087.5564
ecu,2006,17885174195.1127
ecu,2007,17888252641.9365
ecu,2008,18422028743.0843
ecu,2009,17539918091.8955
ecu,2010,17498336545.2683
ecu,2011,18490100527.81
ecu,2012,19500876637.7034
ecu,2013,19999778318.4291
ecu,2014,21242750371.0583
ecu,2015,21107369000
ecu,2016,21407321524.3796
ecu,2017,21560821032.1673
ecu,2018,21809646957.7093
ecu,2019,22604745084.2783
ecu,2020,22123975817.7734
egy,1960,1753804656.70648
egy,1961,1635678982.23415
egy,1962,1503088939.4591
egy,1963,1849028414.69947
egy,1964,2135302370.69107
egy,1965,2136507734.71631
egy,1966,2231731492.7093
egy,1967,2383607359.88802
egy,1968,1559741048.64479
egy,1969,1799005807.65251
egy,1970,1976973155.33169
egy,1971,2078006313.8224
egy,1972,2041597968.42034
egy,1973,2131708623.29043
egy,1974,2231831573.14609
egy,1975,2751839272.13336
egy,1976,3092643762.42764
egy,1977,4349681430.14626
egy,1978,4466137235.87496
egy,1979,5107215029.17561
egy,1980,5976070736.96319
egy,1981,7750875991.57568
egy,1982,6943823919.27001
egy,1983,7462373762.46507
egy,1984,7895672884.15659
egy,1985,7982567558.96735
egy,1986,8130523356.61811
egy,1987,7548094184.91352
egy,1988,8391951533.56661
egy,1989,9790610122.49438
egy,1990,10489939416.9583
egy,1991,10839604059.5415
egy,1992,12238262654.7275
egy,1993,12391159670.2452
egy,1994,12455890934.7342
egy,1995,13862240144.4068
egy,1996,14109029990.3704
egy,1997,13975419226.2465
egy,1998,13604642801.8275
egy,1999,14851022030.2669
egy,2000,15894900277.48
egy,2001,16417950015.8402
egy,2002,17234513018.281
egy,2003,19618537866.2313
egy,2004,24585256317.1777
egy,2005,29551974768.1241
egy,2006,35834873599.317
egy,2007,44178960598.4076
egy,2008,56885559119.9206
egy,2009,48630191866.1269
egy,2010,47179129695.1544
egy,2011,47767398136.4241
egy,2012,46669297032.71449
egy,2013,48776723406.34049
