geo,time,se_sec_prog_ma_zs
svk,2005,99.45163
svk,2006,99.39087
svk,2007,99.52404
svk,2008,99.47355
svk,2009,99.51706
svk,2010,99.31644
svk,2011,99.23851
svk,2012,99.16996
svk,2013,99.20837
svk,2014,99.22107
svk,2016,99.05959
svn,1998,100
svn,2000,99.77487
svn,2001,100
svn,2002,99.76138
svn,2008,100
svn,2009,100
svn,2010,99.96396
svn,2011,99.68717
svn,2012,99.68173
svn,2013,99.47039
svn,2014,100
svn,2015,99.05123
svn,2016,100
swe,1999,100
swe,2000,99.85028
swe,2001,100
swe,2003,99.69521
swe,2005,100
swe,2006,100
swe,2007,100
swe,2008,100
swe,2009,100
swe,2010,100
swe,2011,100
swe,2012,100
swe,2013,99.98059
swe,2014,100
swe,2015,100
swe,2016,100
swz,1970,70.71429
swz,1971,80.68548
swz,1972,81.65565
swz,1973,76.83119
swz,1974,76.98541
swz,1975,75.61108
swz,1976,77.51803
swz,1977,78.35956
swz,1978,81.99453
swz,1979,83.08805
swz,1980,83.50715
swz,1981,81.98354
swz,1982,81.83344
swz,1983,81.85251
swz,1984,79.57245
swz,1985,79.72484
swz,1986,80.57679
swz,1987,81.51113
swz,1988,88.66213
swz,1989,86.14725
swz,1990,87.26542
swz,1991,99.88072
swz,1992,93.47826
swz,1993,89.93511
swz,1994,87.38385
swz,1997,87.41307
swz,1998,91.01249
swz,1999,84.24658
swz,2000,88.86433
swz,2001,84.14933
swz,2002,84.28097
swz,2003,97.55335
swz,2004,95.09438
swz,2005,97.77688
swz,2009,96.8583
swz,2010,96.84043
swz,2011,96.77192
swz,2012,99.76623
swz,2013,96.81329
swz,2014,100
swz,2015,99.77754
swz,2016,98.1119
syc,1970,86.05042
syc,1971,82.07407
syc,1973,82.41895
syc,1976,95.46569
syc,1977,98.79195
syc,1979,97.2155
syc,1980,97.80488
syc,1981,99.08616
syc,1982,99.24623
syc,1983,100
syc,1984,97.73116
syc,1985,98.9432
syc,1986,95.30917
syc,1987,99.0232
syc,1988,98.21674
syc,1991,98.5932
syc,1992,93.92733
syc,1993,92.00143
syc,1997,100
syc,1998,100
syc,1999,100
syc,2000,98.25
syc,2001,98.94242
syc,2002,99.50218
syc,2003,92.54808
syc,2004,100
syc,2007,100
syc,2008,98.61111
syc,2009,97.9564
syc,2010,95.22546
syc,2013,100
syc,2014,98.37347
syc,2015,94.72704
syc,2016,97.96438
syc,2017,97.48011
syr,1971,90.88152
syr,1972,89.97155
syr,1973,88.19092
syr,1974,87.30197
syr,1976,85.29237
syr,1977,84.12535
syr,1978,84.19883
syr,1979,81.68584
syr,1980,82.87536
syr,1981,84.31396
syr,1982,85.72175
syr,1983,86.52975
syr,1984,87.28804
syr,1985,87.32891
syr,1986,85.51156
syr,1987,83.25375
syr,1988,81.45607
syr,1989,81.91895
syr,1990,79.11637
syr,1991,77.27537
syr,1992,71.81948
syr,1993,73.11743
syr,1998,74.29101
syr,1999,73.49223
syr,2000,75.44009
syr,2001,77.46219
syr,2002,94.41357
syr,2003,97.41058
syr,2004,98.56596
syr,2005,98.34328
syr,2006,98.48826
syr,2007,98.61481
syr,2008,97.23851
syr,2009,98.03536
syr,2010,98.72956
syr,2011,97.93488
syr,2012,57.20027
tca,1999,53.75
tca,2001,82.07547
tca,2003,88.70715
tca,2004,88.15166
tcd,1987,87.046
tcd,1988,74.70751
tcd,1989,82.13901
tcd,1990,66.07042
tcd,1994,69.37145
tcd,1995,76.10372
tcd,1998,72.47026
tcd,1999,68.41344
tcd,2000,77.90648
tcd,2001,80.37706
tcd,2002,86.13873
tcd,2003,69.84987
tcd,2004,71.2071
tcd,2005,73.36927
tcd,2009,96.46363
tcd,2010,100
tcd,2011,91.81709
tcd,2012,100
tcd,2015,79.66074
tgo,1978,93.13013
tgo,1979,84.10313
tgo,1980,79.77923
tgo,1981,65.66011
tgo,1982,63.4879
tgo,1983,53.60691
tgo,1984,55.74258
tgo,1985,70.498
tgo,1986,69.27368
tgo,1987,77.93963
tgo,1988,67.10808
tgo,1989,79.83937
tgo,1990,74.01379
tgo,1991,69.16551
tgo,1994,85.31683
tgo,1995,72.72826
tgo,1999,80.5527
tgo,2000,83.70094
tgo,2002,79.72738
tgo,2003,81.31241
tgo,2004,82.52324
tgo,2005,82.48677
tgo,2007,81.8225
tgo,2009,87.96533
tgo,2010,93.78479
tgo,2012,85.98521
tgo,2013,82.24812
tgo,2014,87.55734
tgo,2016,86.25079
tgo,2017,84.17799
tha,1974,84.889
tha,1975,83.24973
tha,1976,79.83917
tha,1977,77.3607
tha,2017,97.76746
tjk,2008,99.3565
tjk,2009,99.57059
tjk,2010,99.58004
tjk,2011,99.74034
tjk,2013,99.48849
tjk,2014,100
tjk,2015,100
tjk,2016,99.73514
tls,2008,89.30477
tls,2009,88.34176
tls,2010,94.499
tls,2011,90.32393
tls,2012,88.68878
tls,2013,90.31286
tls,2014,93.81022
tls,2015,93.41164
tls,2016,90.90622
tls,2017,92.13733
ton,1981,87.1216
ton,1984,94.14003
tto,1984,86.79006
tto,1987,86.75002
tto,1992,74.53617
tto,1995,76.57865
tto,1996,74.44577
tto,1999,92.23043
tto,2000,96.50708
tto,2003,98.27797
tto,2004,96.37807
tto,2007,96.60977
tto,2008,92.15731
tto,2009,93.96997
tun,1976,32.61628
tun,1977,25.00969
tun,1978,26.85711
tun,1979,47.51774
tun,1980,41.25557
tun,1981,40.74534
tun,1982,44.57484
tun,1983,57.35504
tun,1984,56.5465
tun,1985,58.78307
tun,1986,51.70856
tun,1987,55.13794
tun,1989,70.02332
tun,1990,71.24664
tun,1992,81.04225
tun,1993,79.66464
tun,1994,81.45418
tun,1995,80.64068
tun,1996,83.62935
tun,1998,88.12774
tun,1999,89.84765
tun,2000,91.31489
tun,2001,95.49355
tun,2002,94.81167
tun,2003,94.33882
tun,2004,94.71906
tun,2007,93.70669
tun,2008,93.81158
tun,2009,100
tun,2012,90.75719
tun,2013,97.86967
tun,2014,86.36727
tun,2016,97.87403
tur,1985,56.31695
tur,1986,56.60107
tur,1987,58.45018
tur,1988,58.03687
tur,1989,56.28829
tur,1990,59.43472
tur,1991,63.69764
tur,2003,99.07959
tur,2004,99.5175
tur,2005,99.54004
tur,2006,100
tur,2007,99.31557
tur,2008,97.84895
tur,2010,97.87168
tur,2011,99.23771
tur,2012,91.66523
tur,2014,99.69122
tur,2015,99.77986
tuv,2001,84.55285
tuv,2014,99.02913
tuv,2015,95.2381
tza,2000,20.41612
tza,2001,22.1076
tza,2003,28.29051
tza,2004,33.59273
tza,2008,52.07929
tza,2012,58.92648
tza,2017,73.02509
uga,2000,41.88803
uga,2001,45.07522
uga,2002,43.05496
uga,2003,40.27089
uga,2004,41.66188
uga,2006,65.53157
uga,2007,67.75059
uga,2008,65.67132
uga,2009,50.90483
uga,2010,64.01189
uga,2011,65.08799
uga,2012,65.64245
uga,2013,64.10334
uga,2014,54.94478
uga,2016,60.67172
ukr,1993,100
ukr,1998,99.77872
ukr,1999,100
ukr,2001,98.8593
ukr,2005,99.71276
ukr,2006,99.566
ukr,2007,99.61578
ukr,2008,99.93532
ukr,2009,99.75714
ukr,2010,99.92016
ukr,2011,99.75392
ukr,2012,100
ukr,2013,99.94233
ukr,2014,88.54402
ukr,2015,98.79466
ukr,2016,99.58114
ukr,2017,99.74342
ury,1997,69.94279
ury,1999,87.44253
ury,2000,74.94171
ury,2001,78.01168
ury,2002,77.82583
ury,2003,76.43476
ury,2004,75.80027
ury,2005,77.86039
ury,2006,72.39518
ury,2007,82.86185
ury,2008,76.41429
ury,2009,75.71296
usa,2016,100
uzb,2000,100
uzb,2001,99.21174
uzb,2002,98.88493
uzb,2003,100
uzb,2004,100
uzb,2005,100
uzb,2006,99.90012
uzb,2007,99.87867
uzb,2008,100
uzb,2009,100
uzb,2010,100
uzb,2011,100
uzb,2012,100
uzb,2013,100
uzb,2014,100
uzb,2015,100
uzb,2016,100
uzb,2017,100
vct,2003,75.66089
vct,2010,91.07911
vct,2012,100
vct,2013,98.81035
vct,2014,100
vct,2015,94.5131
vct,2016,100
vct,2017,90.64181
ven,1987,90.22069
ven,1988,93.11972
ven,1991,94.48529
ven,1992,92.20221
ven,1996,90.72837
ven,1999,96.78178
ven,2000,100
ven,2001,100
ven,2002,98.77823
ven,2003,97.96676
ven,2004,100
ven,2005,100
ven,2006,99.59311
ven,2007,95.93273
ven,2008,97.78301
ven,2009,97.63816
ven,2010,99.48823
ven,2011,100
ven,2012,100
ven,2013,100
ven,2014,98.6543
ven,2015,97.66903
ven,2016,98.55613
vgb,2013,100
vgb,2014,100
vgb,2015,100
vnm,2000,94.42624
vnm,2001,95.00521
vnm,2012,100
vnm,2013,84.9403
vnm,2014,96.75727
vnm,2015,99.92343
vut,1993,38.06789
vut,1997,45.33469
vut,1999,51.41663
vut,2000,44.25241
vut,2009,89.76411
wsm,1998,92.38183
wsm,1999,87.60378
wsm,2000,96.05505
wsm,2009,100
wsm,2010,94.97808
wsm,2011,98.48421
wsm,2014,99.0593
wsm,2015,97.1223
wsm,2016,96.14521
wsm,2017,94.6771
yem,2004,88.21505
yem,2012,91.29565
zaf,1990,97.37963
zaf,1999,96.86334
zaf,2001,96.83756
zaf,2002,97.9221
zaf,2003,93.72722
zaf,2014,100
zaf,2015,93.43426
zmb,1975,25.00931
zmb,1976,23.86078
zmb,1999,49.91141
zmb,2001,62.33346
zmb,2004,64.38825
zmb,2005,56.81195
zmb,2006,62.46381
zmb,2007,78.02996
zmb,2008,74.40751
zmb,2009,72.78129
zmb,2010,67.48437
zmb,2012,65.59959
zwe,1983,85.68888
zwe,1999,75.66075
zwe,2012,76.70228
