global,time,en_atm_ghgo_zg
world,1991,5.73708
world,1992,23.129
world,1993,-0.17925
world,1994,5.70428
world,1995,-0.97106
world,1996,-7.87149
world,1997,43.63615
world,1998,62.40196
world,1999,11.64702
world,2000,-2.40658
world,2001,-6.80507
world,2002,23.90529
world,2003,27.299
world,2004,19.63744
world,2005,28.37382
world,2006,27.50255
world,2007,28.07021
world,2008,6.18447
world,2009,-2.77259
world,2010,18.9004
world,2011,30.18634
world,2012,30.37444
