geo,time,ne_con_totl_cd
deu,2012,2616569774212.5
deu,2013,2770026575795.2998
deu,2014,2839476465356.06982
deu,2015,2439682376398.83008
deu,2016,2521046002002.72949
deu,2017,2655523466630.58984
deu,2018,2860771366502.74023
deu,2019,2807762973835.29004
deu,2020,2812718454681.72021
dji,2013,1594341692.87816
dji,2014,1766532936.45658
dji,2015,1975433404.04342
dji,2016,2178296318.38668
dji,2017,2324536773.93217
dji,2018,2537758621.65979
dji,2019,2630434838.87667
dji,2020,2359808976.42935
dma,2009,510800000
dma,2010,491933333.33333
dma,2011,494466666.66667
dma,2012,504822222.22222
dma,2013,480255555.55556
dma,2014,507451851.85185
dma,2015,539851851.85185
dma,2016,560748148.14815
dma,2017,540948148.14815
dma,2018,638662962.96296
dnk,1966,9059582259.85304
dnk,1967,10044761441.5789
dnk,1968,10310031066.6667
dnk,1969,11567031466.6667
dnk,1970,12992117200
dnk,1971,14526747505.4873
dnk,1972,17122528168.3047
dnk,1973,22850227952.7234
dnk,1974,26103005627.6559
dnk,1975,31767702829.69609
dnk,1976,35267351364.7643
dnk,1977,39409847248.1343
dnk,1978,47735715736.4088
dnk,1979,55775012545.1435
dnk,1980,57133820330.382
dnk,1981,50479677962.7706
dnk,1982,48825682636.4553
dnk,1983,48167812684.5271
dnk,1984,45936863159.7242
dnk,1985,48325585293.1184
dnk,1986,67304911135.8299
dnk,1987,83071212081.34151
dnk,1988,87203818762.53438
dnk,1989,84173963366.25539
dnk,1990,101812906796.368
dnk,1991,103262886109.591
dnk,1992,113392514206.19299
dnk,1993,107532246487.45399
dnk,1994,117656291387.605
dnk,1995,138023030308.439
dnk,1996,139359798403.09
dnk,1997,127690377924.14301
dnk,1998,131453412876.07401
dnk,1999,130114917576.90401
dnk,2000,116450677833.99899
dnk,2001,117058576680.925
dnk,2002,128268911548.254
dnk,2003,157646707652.14001
dnk,2004,182646539700.556
dnk,2005,191180946822.52496
dnk,2006,202569247662.608
dnk,2007,229425713393.46399
dnk,2008,256160405641.31696
dnk,2009,245475109403.272
dnk,2010,241425873588.10101
dnk,2011,256208545758.18201
dnk,2012,243770413525.43497
dnk,2013,253227514687.36301
dnk,2014,257496902847.233
dnk,2015,219682127898.19901
dnk,2016,224007728691.966
dnk,2017,235047306469.85696
dnk,2018,254271132944.76001
dnk,2019,245530361891.95096
dnk,2020,251478470487.45999
dom,1960,561000000
dom,1961,569899800
dom,1962,746600300
dom,1963,858500200
dom,1964,942200200
dom,1965,857500000
dom,1966,935400000
dom,1967,966800000
dom,1968,1021200000
dom,1969,1126300000
dom,1970,1349326995.9
dom,1971,1530481307
dom,1972,1662631844
dom,1973,1930153083.4
dom,1974,2516289090.6
dom,1975,2837833453.1
dom,1976,3341664894
dom,1977,3918026626.8
dom,1978,4116448530
dom,1979,4640214740
dom,1980,6023883259
dom,1981,6403238062.4
dom,1982,7354424940.5
dom,1983,8079307093.5629
dom,1984,10480846007.2476
dom,1985,4403887507.74227
dom,1986,5141122183.54251
dom,1987,4904138355.83731
dom,1988,4254835463.16646
dom,1989,5507452448.45877
dom,1990,5986263362.38169
dom,1991,8477270016.46005
dom,1992,10220400000
dom,1993,11179856000
dom,1994,12262958911.927
dom,1995,13874731934.7319
dom,1996,15106821336.3523
dom,1997,16351730342.2129
dom,1998,17169209214.3834
dom,1999,17538353205.6788
dom,2000,19544733182.9558
dom,2001,20470834581.511
dom,2002,21796441766.61169
dom,2003,17279707184.2016
dom,2004,17507258474.1822
dom,2005,28700126804.6548
dom,2006,30451543543.5435
dom,2007,35203901326.1224
dom,2008,40208725746.7549
dom,2009,41010750780.4703
dom,2010,45387143577.223
dom,2011,49667350224.22
dom,2012,51534750355.4144
dom,2013,52417189871.8731
dom,2014,55141745334.6406
dom,2015,57789942862.2171
dom,2016,61165645216.2625
dom,2017,64309500963.5127
dom,2018,67723440933.1448
dom,2019,70147197128.7594
dom,2020,64905431757.9103
dza,1960,2253355188.26842
dza,1961,1754577727.81592
dza,1962,1344135200.8264
dza,1963,2231679224.64605
dza,1964,2383643110.32793
dza,1965,2528614834.61951
dza,1966,2472700006.07644
dza,1967,2520141135.48439
dza,1968,2819120678.13089
dza,1969,3062185189.68625
dza,1970,3425396244.75907
dza,1971,3754093718.19403
dza,1972,4802700100.43522
dza,1973,5729929287.06625
dza,1974,7493283564.95324
dza,1975,9936827138.29949
dza,1976,10763554733.6568
dza,1977,13472143845.857
dza,1978,16455012557.0488
dza,1979,19670638984.7663
dza,1980,24104862875.9056
dza,1981,26298715464.1086
dza,1982,27481380688.9944
dza,1983,29422821562.8132
dza,1984,35758719468.6359
dza,1985,39739050161.1043
dza,1986,48890966782.213
dza,1987,51116563127.6161
dza,1988,46950021201.055
dza,1989,44397130037.06329
dza,1990,45235837153.2236
dza,1991,28636543563.8151
dza,1992,32542442666.0438
dza,1993,36092764398.9822
dza,1994,31244920067.8865
dza,1995,30025576891.3637
dza,1996,32157723689.4257
dza,1997,32753222763.8444
dza,1998,35075504496.161
dza,1999,33261063269.5396
dza,2000,30219637841.1848
dza,2001,32018264585.8965
dza,2002,33756367506.2969
dza,2003,37519503843.9176
dza,2004,44655759180.4676
dza,2005,46657776115.8792
dza,2006,50249392263.3681
dza,2007,58488701502.6179
dza,2008,74196165232.8484
dza,2009,73688594498.9084
dza,2010,83097951227.3815
dza,2011,103696487011.554
dza,2012,109684066756.088
dza,2013,112834461826.117
dza,2014,119505645391.479
dza,2015,103854601286.70399
dza,2016,101466408572.12601
dza,2017,104632067259.604
dza,2018,103575833363.35201
dza,2019,103458965628.18401
dza,2020,99045724454.3166
ecu,1960,1551874061.85502
ecu,1961,1324710379.46315
ecu,1962,1150255241.02111
ecu,1963,1382784426.36906
ecu,1964,1721001340.66412
ecu,1965,1836736457.9885
ecu,1966,1900843188.19069
ecu,1967,2017859281.02495
ecu,1968,2182416163.0119
ecu,1969,2524446118.49136
ecu,1970,2404757744.67249
ecu,1971,2305581203.40566
ecu,1972,2545242087.24694
ecu,1973,3045537909.05208
ecu,1974,4715637487.98624
ecu,1975,6393201645.14061
ecu,1976,7354173296.51142
ecu,1977,8528523232.89692
ecu,1978,9207582746.86554
ecu,1979,10982660648.2083
ecu,1980,13474450112.4059
ecu,1981,16326063061.5892
ecu,1982,16209975413.8144
ecu,1983,13566028011.1874
ecu,1984,13449445126.0156
ecu,1985,13273906980.05
ecu,1986,11988363742.0434
ecu,1987,11378211259.3493
ecu,1988,10251015926.9948
ecu,1989,10759414632.9985
ecu,1990,11428569399.0271
ecu,1991,12877652826.4132
ecu,1992,13366034017.0085
ecu,1993,15533934967.4837
ecu,1994,18605633816.9085
ecu,1995,20404561280.6403
ecu,1996,20466505252.6263
ecu,1997,22991046523.2616
ecu,1998,23397216608.3041
ecu,1999,15091047523.7619
ecu,2000,13549882941.4707
ecu,2001,20051882000
ecu,2002,23606958000
ecu,2003,26742603000
ecu,2004,29770074000
ecu,2005,32884561000
ecu,2006,35842793000
ecu,2007,38775487000
ecu,2008,45298051000
ecu,2009,47494560000
ecu,2010,53193172000
ecu,2011,58748321000
ecu,2012,64735024000
ecu,2013,70265165000
ecu,2014,74555251000
ecu,2015,75319038000
ecu,2016,74486286000
ecu,2017,77675205000
ecu,2018,80031510000
ecu,2019,80080014000
ecu,2020,74208173000
egy,1965,4261904761.90476
egy,1966,4631772069.93309
egy,1967,4945157010.17249
egy,1968,5496261682.24299
egy,1969,6024213075.06053
egy,1970,7151469480.03014
egy,1971,7892629431.26753
egy,1972,8686918304.03309
egy,1973,9232945932.28904
egy,1974,8494494078.53729
egy,1975,10635686102.5866
egy,1976,11867527308.8381
egy,1977,12354148395.0184
egy,1978,12654032747.1195
egy,1979,15189857142.8571
egy,1980,18384677668.2033
egy,1981,17805810810.8108
egy,1982,22252586206.8965
egy,1983,24912689173.4575
egy,1984,27520963233.7132
egy,1985,31200921369.4901
egy,1986,32553788587.4649
egy,1987,34014139827.1799
egy,1988,29642248722.31689
egy,1989,32940933756.7121
egy,1990,35800807761.3279
egy,1991,31472249916.9159
egy,1992,34754611380.2546
egy,1993,39315726290.5162
egy,1994,44039145907.4733
egy,1995,51135358301.386
egy,1996,59050707547.1698
egy,1997,69410029498.5251
egy,1998,74645808736.71779
egy,1999,78590386316.7207
egy,2000,86922060766.18228
egy,2001,83719676549.8652
egy,2002,73528089887.64038
egy,2003,68807692307.69231
egy,2004,66509740259.7403
egy,2005,75524126455.9068
egy,2006,89043478260.8696
egy,2007,109211908931.69901
egy,2008,135472727272.72701
egy,2009,165408348457.35001
egy,2010,187749546279.492
egy,2011,205352839931.15302
egy,2012,256483333333.33301
egy,2013,265720930232.55801
egy,2014,289670014347.20203
egy,2015,310229110512.12903
egy,2016,314208588957.05493
egy,2017,231528532608.69601
egy,2018,234226223972.98801
egy,2019,272853075170.84296
egy,2020,342432938240.79797
eri,1992,599807998.60363
eri,1993,582115811.21395
eri,1994,691087662.33766
eri,1995,799125000
eri,1996,905485550.67881
eri,1997,857456353.56047
eri,1998,991339097.24392
eri,1999,907145708.11766
eri,2000,893865402.5974
eri,2001,866638277.55427
eri,2002,900557772.49215
eri,2003,1171172475.66274
eri,2004,1483439434.27017
eri,2005,1410765114.29668
eri,2006,1426515069.9187
eri,2007,1454283089.43089
eri,2008,1504266341.46341
eri,2009,2035887056.91057
eri,2010,2313015811.38211
eri,2011,2576888266.66667
esp,1970,30151687663.41809
esp,1971,34461485029.9401
esp,1972,43396632151.1778
esp,1973,57471587664.1919
esp,1974,72117980963.3689
esp,1975,85897568115.942
esp,1976,91365834369.55983
esp,1977,101538135815.991
esp,1978,122000588107.63901
esp,1979,165366492315.32001
esp,1980,183729853794.384
esp,1981,162952753649.306
esp,1982,157194891715.88699
esp,1983,136777218097.448
esp,1984,134856245083.834
esp,1985,141661594911.93701
esp,1986,194459622193.17999
esp,1987,248254925212.23599
esp,1988,289466999000.14301
esp,1989,322396992269.85199
esp,1990,416317249428.66498
esp,1991,451367828662.92999
esp,1992,503367360637.08801
esp,1993,421359105765.46002
esp,1994,421459673332.50494
esp,1995,483097144382.172
esp,1996,500923420464.99402
esp,1997,455631818181.81799
esp,1998,473887960797.41602
esp,1999,485042321863.70801
esp,2000,456642356748.23602
esp,2001,475988581827.95294
esp,2002,533743272958.82397
esp,2003,677917996944.31201
esp,2004,806226579189.5769
esp,2005,870093098782.87903
esp,2006,946927431148.23389
esp,2007,1110453129401.17993
esp,2008,1244800364575
esp,2009,1156907858953.90991
esp,2010,1119509393466.66992
esp,2011,1172002659717.8999
esp,2012,1053160546166.02002
esp,2013,1068603774352.93994
esp,2014,1083244926020.78003
esp,2015,932129517236.328
esp,2016,952537725433.07605
esp,2017,1010425253395.30005
esp,2018,1091394462643.92004
esp,2019,1061223773160.78003
esp,2020,997452449238.91284
est,1993,3148507541.67769
est,1994,3367785473.97586
est,1995,3624102281.66798
est,1996,3855509168.94265
est,1997,4040453110.91073
est,1998,4430291467.34898
est,1999,4496548126.06474
est,2000,4205885930.15756
est,2001,4591668606.21251
est,2002,5423313553.73458
est,2003,7219660117.43451
est,2004,8841968944.09938
est,2005,10046340007.4618
est,2006,11911317275.1223
est,2007,15333926909.3895
est,2008,17464694594.9905
est,2009,14504137260.3501
est,2010,14055135355.8919
est,2011,15928880303.4728
est,2012,15880486482.3797
est,2013,17603151412.1989
est,2014,18473370675.7172
est,2015,16246019201.2059
est,2016,17137518968.0475
est,2017,18707252547.9142
est,2018,21146414729.178
est,2019,21537716745.2784
est,2020,21775997372.0234
eth,2011,26441409677.4194
eth,2012,34980052338.4526
eth,2013,39272855426.4546
eth,2014,44191766062.7411
eth,2015,51838253125.0622
eth,2016,57655158036.37849
eth,2017,63486796022.0758
eth,2018,63972813139.167
eth,2019,74692274240.57718
eth,2020,85133040140.54311
fin,1970,7783236126.84032
fin,1971,8591969309.46292
fin,1972,10191073989.1024
fin,1973,13155031896.6859
fin,1974,16404951945.8012
fin,1975,20553038629.3842
fin,1976,22696284043.699
fin,1977,24177922384.5359
fin,1978,26040934296.0289
fin,1979,31276777591.2074
fin,1980,37333439591.9669
fin,1981,36789749242.21549
fin,1982,37605772788.9478
fin,1983,36380230572.1605
fin,1984,37407004352.98769
fin,1985,40102647735.9939
fin,1986,53008444757.2132
fin,1987,66369538752.8743
fin,1988,76787491115.84929
fin,1989,82929194956.3531
fin,1990,100315658529
fin,1991,98503161299.8089
fin,1992,88095301300.76988
fin,1993,68848756115.3326
fin,1994,77425156516.78998
fin,1995,97761437908.4967
fin,1996,97385451721.46001
fin,1997,90624212575.8791
fin,1998,93375611927.01379
fin,1999,93472857584.5562
fin,2000,85110896392.157
fin,2001,87406276853.5434
fin,2002,96711389495.6864
fin,2003,121444773183.13699
fin,2004,139349400919.69101
fin,2005,145568514589.883
fin,2006,154434888497.647
fin,2007,177778411247.05899
fin,2008,202534794090.625
fin,2009,193198287166.01599
fin,2010,190351701866.66696
fin,2011,210902100145.91501
fin,2012,201826167676.172
fin,2013,213615833545.49097
fin,2014,217220506241.56799
fin,2015,184943594225.39096
fin,2016,187808251155.642
fin,2017,194157174118.82401
fin,2018,209535577720
fin,2019,203426430023.52896
fin,2020,203876294466.927
fji,1980,894127139.3643
fji,1981,974782354.31781
fji,1982,952826040.32604
fji,1983,963401179.941
fji,1984,959728431.55367
fji,1985,945310332.87101
fji,1986,993748786.30064
fji,1987,976570463.86365
fji,1988,948710060.8264
fji,1989,1063567720.62294
fji,1990,1208124113.71463
fji,1991,1241365546.21849
fji,1992,1326246174.31803
fji,1993,1358953171.61759
fji,1994,1456160781.36739
fji,1995,1580830548.24717
fji,1996,1586973562.31739
fji,1997,1582046131.46776
fji,1998,1182252868.93497
fji,1999,1277467506.09261
fji,2000,1249412759.56027
fji,2001,1210225775.27892
fji,2002,1283231972.19809
fji,2003,1568519886.06393
fji,2004,1764512406.23197
fji,2005,2768866883.50089
fji,2006,2919347966.72828
fji,2007,3034012792.64733
fji,2008,3287996737.15254
fji,2009,2652227233.21573
fji,2010,2741880154.30329
fji,2011,3205195181.7979
fji,2012,3407651879.9933
fji,2013,3560302704.46399
fji,2014,3786928102.15111
fji,2015,3621853546.91076
fji,2016,3960758103.78575
fji,2017,4288693212.0567
fji,2018,4512216154.06726
fji,2019,4475513793.7419
fji,2020,3789452692.73331
fra,1960,44795063219.0235
fra,1961,48968318255.9789
fra,1962,55049498868.56889
fra,1963,62125830077.36369
fra,1964,67997085731.0747
fra,1965,72733683695.6548
fra,1966,78604939349.36569
fra,1967,85240162416.7186
fra,1968,93863029398.52089
fra,1969,102155661247.064
fra,1970,105796622180.229
fra,1971,118923878299.98801
fra,1972,145644993498.04901
fra,1973,188092221567.47198
fra,1974,205536006546.64496
fra,1975,267489674162.45999
fra,1976,277267140125.64899
fra,1977,306004279219.04303
fra,1978,378204941860.46497
fra,1979,458894542090.65698
fra,1980,531504191244.95502
fra,1981,479838261919.13098
fra,1982,460047908972.95099
fra,1983,439592047508.39093
fra,1984,417337686707.198
fra,1985,438082201781.28198
fra,1986,604556302680.17798
fra,1987,736456400742.11499
fra,1988,787732628565.13599
fra,1989,783436150524.36804
fra,1990,969333815202.98804
fra,1991,973684455295.89612
fra,1992,1084320941759.59998
fra,1993,1042068566133.89001
fra,1994,1089929111531.18994
fra,1995,1247045603890.12988
fra,1996,1261992563149.12012
fra,1997,1126495841762.18994
fra,1998,1150978430064.48999
fra,1999,1138438954539.77002
fra,2000,1040388578042.35999
fra,2001,1050638816782.28003
fra,2002,1151496043558.83008
fra,2003,1427452020636.86011
fra,2004,1634187863557.1499
fra,2005,1701796059940.86011
fra,2006,1786709592289.40991
fra,2007,2036667414078.43994
fra,2008,2257168417890.62012
fra,2009,2146077789070.69995
fra,2010,2098822923716.66968
fra,2011,2255653743667.31982
fra,2012,2111227700269.91992
fra,2013,2214279566639.60938
fra,2014,2240092780994.89014
fra,2015,1899008978207.03003
fra,2016,1928805239799.22949
fra,2017,2014573998174.12012
fra,2018,2153317024541.16968
fra,2019,2090116003003.91992
fra,2020,2057126031512.8501
fro,1998,851405802.29226
fro,1999,897867033.62862
fro,2000,827071296.90342
fro,2001,873996731.86908
fro,2002,984723928.71167
fro,2003,1254443887.8516
fro,2004,1429069786.8505
fro,2005,1554986743.15063
fro,2006,1659884307.52674
fro,2007,1925363263.9565
fro,2008,2119142425.60954
fro,2009,2031916282.71372
fro,2010,1962198396.18783
fro,2011,2178218190.62343
fro,2012,1997065170.47907
fro,2013,2135587486.42345
fro,2014,2211759465.47884
fro,2015,1956271644.94122
fro,2016,1936509351.27828
fro,2017,2048675581.94127
fro,2018,2120736071.96022
fro,2019,2133580232.10484
fsm,1983,151500000
gab,1970,182342431.21167
gab,1971,206278475.12185
gab,1972,219816892.92465
gab,1973,442820861.23687
gab,1974,524293945.9317
gab,1975,770368931.30162
gab,1976,813139142.46526
gab,1977,1168594782.95602
gab,1978,1198284856.0618
gab,1979,1393840297.86013
gab,1980,1684971360.81739
gab,1981,1582812721.76391
gab,1982,1557791416.91773
gab,1983,1594999140.67588
gab,1984,1714586499.43904
gab,1985,1760661495.94391
gab,1986,2489706329.434
gab,1987,2499529488.184
gab,1988,2591588437.42504
gab,1989,2892714708.30495
gab,1990,3758473534.85676
gab,1991,3174431750.16279
gab,1992,3641546751.35384
gab,1993,2788346088.12551
gab,1994,2305517067.66892
gab,1995,2630460199.81232
gab,1996,2869289636.79967
gab,1997,2368095706.2337
gab,1998,2783001933.37829
gab,1999,2544457186.96032
gab,2000,2120366146.25574
gab,2001,2615371402.72287
gab,2002,2869364457.81917
gab,2003,3484918194.14952
gab,2004,3897113426.30343
gab,2005,4079172565.1028
gab,2006,4488434333.99895
gab,2007,5380310663.45725
gab,2008,6152170403.58744
gab,2009,6199791449.3378
gab,2010,6342562172.19964
gab,2011,7350999677.66482
gab,2012,7465027387.77291
gab,2013,8224186301.0215
gab,2014,8981745995.45161
gab,2015,7573397773.75854
gab,2016,7724418616.69886
gab,2017,7942704348.88636
gab,2018,8295386304.35154
gab,2019,8212291798.07172
gab,2020,8449554565.26045
gbr,1970,110125877129.83
gbr,1971,125677614991.48199
gbr,1972,146289223276.72299
gbr,1973,164220627143.55701
gbr,1974,183980000000
gbr,1975,220648404867.25696
gbr,1976,208849874213.836
gbr,1977,228745149136.578
gbr,1978,288447992329.81799
gbr,1979,375761728081.32098
gbr,1980,488801287473.85498
gbr,1981,472391780546.62402
gbr,1982,449369778127.18402
gbr,1983,426617735334.24298
gbr,1984,401122428837.45697
gbr,1985,420020287474.33295
gbr,1986,528009293462.328
gbr,1987,643750303971.23706
gbr,1988,782716565279.26001
gbr,1989,787362607984.29297
gbr,1990,935975374644.88611
gbr,1991,996451089947.08997
gbr,1992,1047141142506.14001
gbr,1993,943972297540.49194
gbr,1994,1009561848790.93994
gbr,1995,1092411235600.43994
gbr,1996,1151990639625.58008
gbr,1997,1280573018991.48999
gbr,1998,1367851937727.71997
gbr,1999,1407717197864.41992
gbr,2000,1386680284460.58008
gbr,2001,1381764790557.07007
gbr,2002,1507934652278.17993
gbr,2003,1737929795918.37012
gbr,2004,2059137678506.04004
gbr,2005,2153541818181.82007
gbr,2006,2282912603495.85986
gbr,2007,2597953181272.50977
gbr,2008,2487038602941.18018
gbr,2009,2099493690606.01001
gbr,2010,2137477052520.36011
gbr,2011,2278239010451.81982
gbr,2012,2319726696197.83984
gbr,2013,2378839736657.14014
gbr,2014,2599420745891.10938
gbr,2015,2479250185409.97998
gbr,2016,2282494378618.87988
gbr,2017,2241112197336.66943
gbr,2018,2416485288608.54004
gbr,2019,2390828631212.56982
gbr,2020,2300028171292.91016
geo,1990,5996041444.4018
geo,1991,4768211920.5298
geo,1992,3480089042.79001
geo,1993,3210680908.75694
geo,1994,3738423114.70432
geo,1995,3038313634.57523
geo,1996,3497742781.40469
geo,1997,3938811021.1946
geo,1998,3440218701.65077
geo,1999,2570075799.8698
geo,2000,3028480247.48069
geo,2001,2869121225.27738
geo,2002,2974831625.44974
geo,2003,3529617374.28345
geo,2004,4541266694.49082
geo,2005,5608925911.62354
geo,2006,7532857784.76747
geo,2007,9777072732.71476
geo,2008,13420713710.7593
geo,2009,11619994013.7683
geo,2010,11810694047.0179
geo,2011,14498250815.298
geo,2012,15339792890.4499
geo,2013,15671215582.5418
geo,2014,16128787449.7366
geo,2015,13570660556.1186
geo,2016,12881734060.0837
geo,2017,13594461048.0175
geo,2018,14522434000.2368
geo,2019,14622075689.2942
geo,2020,15123278139.6783
gha,1960,1008522010.99289
gha,1961,1175208287.80977
gha,1962,1204623513.1304
gha,1963,1348898189.70299
gha,1964,1462356915.93969
gha,1965,1883975145.53533
gha,1966,1959614296.3598
gha,1967,1611269359.62789
gha,1968,1489433260.34882
gha,1969,1742411391.46797
gha,1970,1931654722.11137
gha,1971,2184098525.17756
gha,1972,1846661789.25845
gha,1973,2118309859.15493
gha,1974,2617391304.34783
gha,1975,2426595744.68085
gha,1976,2529237288.13559
gha,1977,2870285714.28571
gha,1978,3514310645.72426
gha,1979,3754558404.5584
gha,1980,4225829875.51867
gha,1981,4053313717.8306
gha,1982,3885294117.64706
gha,1983,3922707144.56113
gha,1984,4229158512.72016
gha,1985,4205482130.82716
gha,1986,5395264984.09633
gha,1987,4876353741.4966
gha,1988,4916255575.23351
gha,1989,4957224428.35276
gha,1990,5566939670.81174
gha,1991,6113828804.34783
gha,1992,6333194508.00915
gha,1993,5605363636.36364
gha,1994,4766503138.07531
gha,1995,5715750625.52127
gha,1996,6018220183.48624
gha,1997,6600153320.3125
gha,1998,6713978806.22837
gha,1999,7452874343.5859
gha,2000,4706233070.28813
gha,2001,4941824514.86807
gha,2002,5707354114.0838
gha,2003,7097537609.59852
gha,2004,8231800889.38299
gha,2005,10344006186.4781
gha,2006,18924808873.3472
gha,2007,25056160840.6605
gha,2008,29528557540.6253
gha,2009,25157044270.4626
gha,2010,32417242587.4126
gha,2011,39184781862.4227
gha,2012,39406282097.6492
gha,2013,53466147471.4848
gha,2014,43922188427.8119
gha,2015,40030174231.4112
gha,2016,44807421249.1688
gha,2017,49654529571.3136
gha,2018,52762226222.9298
gha,2019,56215265898.7235
gha,2020,57642379648.6588
gin,1986,1637198701.46423
gin,1987,1690598444.2201
gin,1988,2077095750.00453
gin,1989,1982264388.59196
gin,1990,2075818274.38433
gin,1991,2347842796.67486
gin,1992,2626985694.03392
gin,1993,2618985154.95134
gin,1994,2778103920.0464
gin,1995,3028755557.3039
gin,1996,3263680927.08826
gin,1997,3112909994.42631
gin,1998,3101446140.21082
gin,1999,2926343502.12876
gin,2000,2514940658.08793
gin,2001,2403956383.76971
gin,2002,2594826720.61425
gin,2003,2674850861.53863
gin,2004,2925199158.9493
gin,2005,2372877548.30218
gin,2006,4100773334.6152
gin,2007,6319574307.20061
gin,2008,6594076365.60125
gin,2009,6950461882.83094
gin,2010,6342114152.0774
gin,2011,6561014527.89806
gin,2012,7208635429.03784
gin,2013,8710944864.37159
gin,2014,8829245358.93233
gin,2015,9259030549.00672
gin,2016,8632625701.52917
gin,2017,9257161551.49475
gin,2018,10555437359.417
gin,2019,11796920770.0858
gin,2020,10723208765.0391
gmb,1966,43871310.97049
gmb,1967,45518988.72119
gmb,1968,41330485.28776
gmb,1969,45465799.45279
gmb,1970,50324005.18408
gmb,1971,55294461.20899
gmb,1972,59017188.82726
gmb,1973,74555333.64662
gmb,1974,94633935.35566
gmb,1975,104080088.49557
gmb,1976,104949409.17464
gmb,1977,134646096.8164
gmb,1978,177118809.03294
gmb,1979,205469921.62677
gmb,1980,227018012.78327
gmb,1981,213212290.22209
gmb,1982,200589648.39485
gmb,1983,198741756.99234
gmb,1984,169094054.29536
gmb,1985,214360897.81453
gmb,1986,172418758.12274
gmb,1987,204615571.63858
gmb,1988,244623516.78493
gmb,1989,255287726.14589
gmb,1990,283271988.83107
gmb,1991,659317184.0469
gmb,1992,670101633.37343
gmb,1993,782340965.944
gmb,1994,787209250.87144
gmb,1995,748097964.22996
gmb,1996,889580951.70049
gmb,1997,755160065.48891
gmb,1998,826930471.38522
gmb,1999,795167054.26016
gmb,2000,791554763.99012
gmb,2001,636343777.09215
gmb,2002,569220270.31098
gmb,2003,467978377.52581
gmb,2004,949081088.64106
gmb,2005,1040335393.38032
gmb,2006,992813291.66919
gmb,2007,1218289417.61078
gmb,2008,1606991582.70399
gmb,2009,1450098332.10731
gmb,2010,1596494359.56019
gmb,2011,1341615328.47954
gmb,2012,1233029170.34271
gmb,2013,1304326837.71998
gmb,2014,1183486312.98972
gmb,2015,1240191153.29058
gmb,2016,1297964551.27097
gmb,2017,1412964159.20565
gmb,2018,1592542145.88032
gmb,2019,1716554307.1161
gmb,2020,1685381259.2594
gnb,1970,76068940.8766
gnb,1971,80231357.13713
gnb,1972,95177085.70749
gnb,1973,101687118.64407
gnb,1974,115976644.73684
gnb,1975,114832129.91615
gnb,1976,119583894.33477
gnb,1977,119015308.68027
gnb,1978,129804899.13545
gnb,1979,131262819.7461
gnb,1981,152843787.87879
gnb,1982,174106837.78949
gnb,1983,169437836.45223
gnb,1984,138694496.50244
gnb,1985,176224993.75275
gnb,1986,133897666.75542
gnb,1987,160580792.17715
gnb,1988,154632483.65944
gnb,1989,209554980.67823
gnb,1990,237064470.96495
gnb,1991,248971090.65616
gnb,1992,219750201.54562
gnb,1993,220275378.41814
gnb,1994,226393773.63989
gnb,1995,256951132.05301
gnb,1996,265712549.75416
gnb,1997,254766588.58594
gnb,1998,227235718.07053
gnb,1999,227039683.1829
gnb,2000,396665758.05961
gnb,2001,398618583.45541
gnb,2002,417434966.9287
gnb,2003,474674840.41142
gnb,2004,547105534.59072
gnb,2005,611006773.9082
gnb,2006,620569045.62104
gnb,2007,705550916.28525
gnb,2008,869498539.6861
gnb,2009,876373389.46283
gnb,2010,930897383.01351
gnb,2011,1048545127.34892
gnb,2012,1024128472.41333
gnb,2013,1049660885.12726
gnb,2014,1052400847.5419
gnb,2015,1012693716.65006
gnb,2016,1143314586.46358
gnb,2017,1300194800.98998
gnb,2018,1327204514.20614
gnb,2019,1360160042.56619
gnb,2020,1404763677.7128
gnq,2005,1373365340.38741
gnq,2006,2761727559.95954
gnq,2007,3562735453.40508
gnq,2008,4482742834.88829
gnq,2009,5129712573.1941
gnq,2010,5725563565.09197
gnq,2011,6863705658.90921
gnq,2012,7100977359.27827
gnq,2013,9060172925.6208
gnq,2014,9520932076.46611
gnq,2015,8024648389.38222
gnq,2016,8214380485.54855
gnq,2017,8622426250.19567
gnq,2018,9418731402.27939
gnq,2019,9268686864.61766
gnq,2020,9802853015.50126
grc,1960,3788106235.26093
grc,1961,4101947194.80287
grc,1962,4366163598.0604
grc,1963,4740492223.43822
grc,1964,5327476100.03579
grc,1965,5972012649.25709
grc,1966,6611617410.34868
grc,1967,7280446026.06699
grc,1968,7876960679.77105
grc,1969,8657672281.7032
grc,1970,9744829545.45455
grc,1971,10578170454.5455
grc,1972,11716579545.4545
grc,1973,14580264672.0368
grc,1974,18158125000
grc,1975,20860308182.7843
grc,1976,22242733208.9552
grc,1977,27121239592.9695
grc,1978,33143283858.9981
grc,1979,40621131554.7378
grc,1980,43234892086.33089
grc,1981,41207410824.1082
grc,1982,42929938775.5102
grc,1983,39772801857.5851
grc,1984,37689915356.711
grc,1985,37390685911.6704
grc,1986,43927874878.2863
grc,1987,54173653749.3709
grc,1988,61647276002.8825
grc,1989,65472152748.6362
grc,1990,82285965176.2683
grc,1991,87302011590.9516
grc,1992,97853594923.13187
grc,1993,92652537158.14508
grc,1994,98496390449.4382
grc,1995,117422092954.84599
grc,1996,124811520385.05099
grc,1997,120809005366.28
grc,1998,122041247549.867
grc,1999,120795210245.73801
grc,2000,111088992814.825
grc,2001,115687259661.83
grc,2002,131956998613.037
