geo,time,ne_con_totl_cd
aus,1992,253921402753.21097
aus,1993,240982293423.27097
aus,1994,245619508820.47696
aus,1995,279440154440.15399
aus,1996,303418057663.12598
aus,1997,325845202692.12701
aus,1998,300416468832.66602
aus,1999,296725153528.01099
aus,2000,315291716385.10303
aus,2001,289949017924.22498
aus,2002,298713897028.04498
aus,2003,355822947000.58197
aus,2004,464301465357.80298
aus,2005,522907081641.85797
aus,2006,555557053009.88318
aus,2007,632839758184.81604
aus,2008,779981199641.89795
aus,2009,671287733765.27795
aus,2010,850492380868.49292
aus,2011,1013407275953.85999
aus,2012,1120258816250.77002
aus,2013,1157331486611.26001
aus,2014,1079253649132.46997
aus,2015,1015654380564.10999
aus,2016,927512738389.86804
aus,2017,1000313749151.52002
aus,2018,1072642430819.31995
aus,2019,1033083965097.97998
aus,2020,979981230727.9801
aut,1970,10651480285.7899
aut,1971,12422926533.7592
aut,1972,15172431097.0891
aut,1973,20296424204.0902
aut,1974,24362060512.3675
aut,1975,29410477206.289
aut,1976,31918580194.8301
aut,1977,38658675380.9008
aut,1978,45784318203.35449
aut,1979,54189755018.0134
aut,1980,60713814082.1102
aut,1981,53576120615.1719
aut,1982,54166552391.7077
aut,1983,55688392829.784
aut,1984,51780268894.8491
aut,1985,52919495211.4924
aut,1986,74951989184.31729
aut,1987,93792272529.38623
aut,1988,99719460604.0343
aut,1989,98675790951.63809
aut,1990,122942460365.485
aut,1991,127819047731.291
aut,1992,145479171049.336
aut,1993,143401786348.04199
aut,1994,152935339115.76901
aut,1995,179641367544.698
aut,1996,178113244086.30099
aut,1997,158237535235.08899
aut,1998,161200500222.32101
aut,1999,159632316095.86899
aut,2000,144191934343.561
aut,2001,144353877258.315
aut,2002,155176014372.263
aut,2003,191625029357.21097
aut,2004,219320365975.95801
aut,2005,231240464748.078
aut,2006,243714067060.87
aut,2007,275389777665.13
aut,2008,307177722012.26599
aut,2009,297967494315.57397
aut,2010,290261859359.83398
aut,2011,316322986548.54199
aut,2012,300175481415.30493
aut,2013,316529389478.92603
aut,2014,323968971793.19897
aut,2015,276717174876.01599
aut,2016,284658344023.13293
aut,2017,300421345682.67102
aut,2018,324284286286.42297
aut,2019,316061249547.68597
aut,2020,309018884306.00897
aze,1992,364000000
aze,1993,1504560000
aze,1994,1206264968.15287
aze,1995,2348249688.45587
aze,1996,3166802278.27502
aze,1997,3450257182.28579
aze,1998,4231196691.65159
aze,1999,4186893203.8835
aze,2000,4195127402.77157
aze,2001,4288950928.80919
aze,2002,4695947335.93911
aze,2003,5264840647.5919
aze,2004,5964485600.89549
aze,2005,6959699598.05373
aze,2006,9577233042.31027
aze,2007,14232024239.5991
aze,2008,20484177215.1899
aze,2009,23864269718.83549
aze,2010,26583727884.3758
aze,2011,31251994428.2639
aze,2012,34839867617.1079
aze,2013,38703632887.18929
aze,2014,42380211653.7039
aze,2015,36673531134.1011
aze,2016,27090618537.319
aze,2017,28167731815.0128
aze,2018,30438294117.64709
aze,2019,33062058823.5294
aze,2020,32589705882.3529
bdi,1960,185499996
bdi,1961,192499998
bdi,1962,204750008
bdi,1963,234499994
bdi,1964,241499996
bdi,1965,153302518.51852
bdi,1966,157914285.71429
bdi,1967,168016000
bdi,1968,173822857.14286
bdi,1969,179073142.85714
bdi,1970,233997714.28571
bdi,1971,248109714.28571
bdi,1972,247196571.42857
bdi,1973,295224052.18304
bdi,1974,351230476.19048
bdi,1975,434231111.11111
bdi,1976,420781449.27536
bdi,1977,484565555.55556
bdi,1978,576552222.22222
bdi,1979,732755555.55556
bdi,1980,925216666.66667
bdi,1981,929201111.11111
bdi,1982,1035898888.88889
bdi,1983,1005771920.38731
bdi,1984,924731434.29956
bdi,1985,1102818748.03215
bdi,1986,1189088039.76526
bdi,1987,1056578768.20978
bdi,1988,1064298996.40301
bdi,1989,1077552518.79723
bdi,1990,1192841084.93183
bdi,1991,1216172324.84726
bdi,1992,1192310456.40245
bdi,1993,997193202.63591
bdi,1994,1028965790.79644
bdi,1995,1080347659.33424
bdi,1996,884009691.49463
bdi,1997,958376614.16206
bdi,1998,935500210.15451
bdi,1999,828305770.45922
bdi,2000,932592161.59962
bdi,2001,930606970.91588
bdi,2002,894344321.1125
bdi,2003,837576963.38512
bdi,2004,982286417.50915
bdi,2005,1167383132.70657
bdi,2006,1391633734.60994
bdi,2007,1492003057.29978
bdi,2008,1818006094.00022
bdi,2009,1846035358.10067
bdi,2010,2091872318.65362
bdi,2011,2438257395.50588
bdi,2012,2519406302.47813
bdi,2013,2789460589.69676
bdi,2014,3014243285.34021
bdi,2015,3037202852.11836
bdi,2016,2761154513.08088
bdi,2017,2786136458.93842
bdi,2018,2778569957.08847
bdi,2019,2767506084.27587
bdi,2020,3000821090.82857
bel,1970,18152097620.00809
bel,1971,20689251706.2742
bel,1972,25989861607.552
bel,1973,33667450838.3358
bel,1974,39369751449.87569
bel,1975,48424846989.1412
bel,1976,52419752351.0972
bel,1977,62233075970.7372
bel,1978,76598679390.2908
bel,1979,89710228398.45901
bel,1980,98382243068.00943
bel,1981,84167500000
bel,1982,74446120430.867
bel,1983,70636818145.9566
bel,1984,66551468165.317
bel,1985,69106889054.963
bel,1986,94937381253.38631
bel,1987,117436121015.66701
bel,1988,123257436094.35001
bel,1989,122619349918.10001
bel,1990,152792475857.07401
bel,1991,159255483756.64499
bel,1992,176330316185.69601
bel,1993,168441403917.91
bel,1994,182235987460.815
bel,1995,214173097974.82199
bel,1996,209951791530.94501
bel,1997,186537550744.24896
bel,1998,191341409202.04501
bel,1999,189435795261.93097
bel,2000,173692913466.04001
bel,2001,174527116576.65399
bel,2002,190364509891.01999
bel,2003,234356298599.92096
bel,2004,267454671238.68799
bel,2005,278803615855.56403
bel,2006,293893873147.41101
bel,2007,335586490602.276
bel,2008,379669347084.84399
bel,2009,365169799088.242
bel,2010,361887772226.66693
bel,2011,395596188398.83295
bel,2012,378302298546.44495
bel,2013,400599580109.60895
bel,2014,407137531513.84198
bel,2015,346539153936.914
bel,2016,354921841713.62
bel,2017,374582847601.41199
bel,2018,406763601825.17603
bel,2019,398147378469.01898
bel,2020,388435996778.52197
ben,1960,213906329.69419
ben,1961,222187328.06519
ben,1962,227419484.77209
ben,1963,246771978.52878
ben,1964,264125062.44205
ben,1965,286605624.56108
ben,1966,304655655.11661
ben,1967,307083356.1991
ben,1968,317731952.09172
ben,1969,320799630.7902
ben,1970,325928846.31178
ben,1971,334272715.91555
ben,1972,406442394.8012
ben,1973,490315140.43749
ben,1974,537719935.67222
ben,1975,674045197.93256
ben,1976,708081743.70842
ben,1977,756432224.55905
ben,1978,947013930.9453
ben,1979,1191963465.86336
ben,1980,1494471312.42202
ben,1981,1450594198.6851
ben,1982,1200723742.05851
ben,1983,1100736544.58808
ben,1984,1036126195.79926
ben,1985,1088126870.89745
ben,1986,1369172271.39359
ben,1987,1605474296.64141
ben,1988,1663119884.2229
ben,1989,1494668294.524
ben,1990,1828593079.60486
ben,1991,1884368723.70013
ben,1992,1638375444.9581
ben,1993,2147066590.36186
ben,1994,1437376833.08517
ben,1995,1901515300.05906
ben,1996,2029828328.04616
ben,1997,1946531713.50083
ben,1998,2142131843.1438
ben,1999,3315010760.49928
ben,2000,3172537350.88875
ben,2001,3327730669.27982
ben,2002,3753160650.68388
ben,2003,4769604354.32199
ben,2004,5426222865.22117
ben,2005,5913687232.29445
ben,2006,6385944941.25096
ben,2007,7241960988.32991
ben,2008,8784834749.77579
ben,2009,8762912071.69822
ben,2010,8551169824.1067
ben,2011,9522954867.34603
ben,2012,9767290380.12066
ben,2013,10664852991.1747
ben,2014,11045953244.0331
ben,2015,9860273401.2199
ben,2016,9870745399.63848
ben,2017,10555708290.1638
ben,2018,11532613719.1646
ben,2019,11339278596.5787
ben,2020,12435849105.2597
bfa,1960,315786758.38139
bfa,1961,331867484.3564
bfa,1962,358721158.26898
bfa,1963,371707393.46427
bfa,1964,378682699.30848
bfa,1965,386076149.6428
bfa,1966,398975005.53569
bfa,1967,425164842.89285
bfa,1968,432533789.3488
bfa,1969,450435115.9368
bfa,1970,428139408.34962
bfa,1971,444753337.58237
bfa,1972,520904996.51625
bfa,1973,594598509.93229
bfa,1974,618140526.13015
bfa,1975,857887305.89713
bfa,1976,856232356.49224
bfa,1977,1073247407.9055
bfa,1978,1387619177.69489
bfa,1979,1691370478.59738
bfa,1980,1917941905.41822
bfa,1981,1781258671.15149
bfa,1982,1706996189.36095
bfa,1983,1542516456.46686
bfa,1984,1394853465.34336
bfa,1985,1523792850.95812
bfa,1986,2033126935.75247
bfa,1987,2310580747.90225
bfa,1988,2546542361.84741
bfa,1989,2471390911.77251
bfa,1990,2933081943.75476
bfa,1991,2873442639.29737
bfa,1992,3067299404.06163
bfa,1993,2951975312.06452
bfa,1994,1585596573.84024
bfa,1995,2106849520.904
bfa,1996,2382429900.82736
bfa,1997,2163729063.06207
bfa,1998,2556640929.14031
bfa,1999,3431946846.27262
bfa,2000,3053348723.05015
bfa,2001,3191140166.33313
bfa,2002,3627063124.64575
bfa,2003,4573328765.57129
bfa,2004,5353540215.95258
bfa,2005,5957345098.15301
bfa,2006,6355437316.81602
bfa,2007,7231591289.95723
bfa,2008,8917874462.78027
bfa,2009,8763443540.77688
bfa,2010,8699439014.75825
bfa,2011,10024561186.6009
bfa,2012,10474561510.6502
bfa,2013,11585218524.5746
bfa,2014,11948789738.6023
bfa,2015,10349257296.498
bfa,2016,10942456500.5798
bfa,2017,11892471059.0612
bfa,2018,13140878554.4602
bfa,2019,13140485661.9862
bgd,1960,3950698947.20869
bgd,1961,4489417884.13917
bgd,1962,4475248176.36879
bgd,1963,4884175826.7891
bgd,1964,4961540719.54879
bgd,1965,5447549471.0734
bgd,1966,6011489782.00185
bgd,1967,6715423337.36849
bgd,1968,6669514464.19242
bgd,1969,7709545047.87287
bgd,1970,8349716501.60606
bgd,1971,8419996582.14722
bgd,1972,6499539250
bgd,1973,7812086852.58964
bgd,1974,12421446497.6149
bgd,1975,19265059553.8531
bgd,1976,10418476781.1448
bgd,1977,9054464725.27472
bgd,1978,13066123055.5556
bgd,1979,15329624763.4691
bgd,1980,17766087086.5633
bgd,1981,17244859241.1261
bgd,1982,15787175648.7026
bgd,1983,15487373737.3737
bgd,1984,17638560000
bgd,1985,19044846153.8462
bgd,1986,18461933333.3333
bgd,1987,20872387096.7742
bgd,1988,22916762260.1539
bgd,1989,24382929507.9723
bgd,1990,26572217612.567
bgd,1991,26445994397.7591
bgd,1992,27312625994.695
bgd,1993,29087275132.2751
bgd,1994,29343665835.4115
bgd,1995,32959477611.9403
bgd,1996,38813105134.4743
bgd,1997,39975222482.4356
bgd,1998,40669581497.7974
bgd,1999,41668760399.3344
bgd,2000,42685807990.4592
bgd,2001,42852075611.56409
bgd,2002,43320163677.52049
bgd,2003,48015474956.8221
bgd,2004,51313402412.0944
bgd,2005,54821235772.3577
bgd,2006,56423504484.8124
bgd,2007,63094504216.6232
bgd,2008,74047774694.65089
bgd,2009,81641583084.311
bgd,2010,91289473949.63809
bgd,2011,102110115363.168
bgd,2012,105052641755.659
bgd,2013,116938413682.408
bgd,2014,134695157648.24001
bgd,2015,151852227932.064
bgd,2016,166110657512.92801
bgd,2017,186461015038.40201
bgd,2018,211462727677.88599
bgd,2019,226857580460.12601
bgd,2020,246253064776.91296
bgr,1980,13695692307.6923
bgr,1981,12596857142.8571
bgr,1982,12534400000
bgr,1983,11001222222.2222
bgr,1984,11421166666.6667
bgr,1985,11701631578.9474
bgr,1986,13680411764.7059
bgr,1987,19370923076.9231
bgr,1988,14867294117.6471
bgr,1989,15090388888.8889
bgr,1990,16097272727.2727
bgr,1991,8004354838.70968
bgr,1992,8896391752.57732
bgr,1993,10000797101.4493
bgr,1994,8846439114.39114
bgr,1995,13830267857.1429
bgr,1996,10778268690.2754
bgr,1997,8779392353.88549
bgr,1998,11190939559.1911
bgr,1999,11546660499.5375
bgr,2000,11426100880.7046
bgr,2001,12476891564.0591
bgr,2002,14343630235.9172
bgr,2003,18629961332.0252
bgr,2004,22944990159.355
bgr,2005,25961009465.7264
bgr,2006,29234997755.4031
bgr,2007,37836268019.59409
bgr,2008,45073013237.6038
bgr,2009,41471433852.2784
bgr,2010,40887934885.6099
bgr,2011,45272642019.1966
bgr,2012,44200796320.6307
bgr,2013,44402709690.5537
bgr,2014,45424922669.9227
bgr,2015,39664541487.1911
bgr,2016,41079737556.5611
bgr,2017,44921447421.4924
bgr,2018,50599224502.1123
bgr,2019,52219866628.506
bgr,2020,54647307580.2599
bhr,1980,1382860705.7575
bhr,1981,1639095744.68085
bhr,1982,1878190957.44681
bhr,1983,1957712765.95745
bhr,1984,2139361968.08511
bhr,1985,1914361702.12766
bhr,1986,1815425531.91489
bhr,1987,2020744680.85106
bhr,1988,2293882978.7234
bhr,1989,2486170212.76596
bhr,1990,2648670212.76596
bhr,1991,3786968085.10638
bhr,1992,3940691489.3617
bhr,1993,4084840425.53191
bhr,1994,4073138297.87234
bhr,1995,4321276595.74468
bhr,1996,4508244680.85106
bhr,1997,4633776595.74468
bhr,1998,4814627659.57447
bhr,1999,5044148936.17021
bhr,2000,5516835106.38298
bhr,2001,5753324468.08511
bhr,2002,6021728723.40425
bhr,2003,6670319148.93617
bhr,2004,8285531914.89362
bhr,2005,8589601063.82979
bhr,2006,8778377659.57447
bhr,2007,9498803191.48936
bhr,2008,11770345744.6809
bhr,2009,12590292553.1915
bhr,2010,13913776595.7447
bhr,2011,15227154255.3191
bhr,2012,16434680851.0638
bhr,2013,18327101063.8298
bhr,2014,18904707446.80849
bhr,2015,19619707446.80849
bhr,2016,20006622340.4255
bhr,2017,20781941489.36169
bhr,2018,21562925531.9149
bhr,2019,21390824468.08509
bhs,1977,506100000
bhs,1978,611900000
bhs,1979,894800000
bhs,1980,990900000
bhs,1981,1086200100
bhs,1982,1141100000
bhs,1983,1232300000
bhs,1984,1599600000
bhs,1985,1747700000
bhs,1986,1870800000
bhs,1987,2054100000
bhs,1989,2329790000
bhs,1990,2396180000
bhs,1991,2491670000
bhs,1992,2435600000
bhs,1993,2459830000
bhs,1994,2613740000
bhs,1995,2810110000
bhs,1996,3030110000
bhs,1997,4394100000
bhs,1998,4787200000
bhs,1999,5163200000
bhs,2000,5374500000
bhs,2001,5838100000
bhs,2002,5886400000
bhs,2003,5998700000
bhs,2004,6203600000
bhs,2005,6804800000
bhs,2006,7297100000
bhs,2007,7487300000
bhs,2008,7625000000
bhs,2009,7313200000
bhs,2010,7491000000
bhs,2011,7726900000
bhs,2012,8217700000
bhs,2013,8065000000
bhs,2014,8475800000
bhs,2015,8941900000
bhs,2016,9034500000
bhs,2017,9844700000
bhs,2018,10014300000
bhs,2019,9842500000
bhs,2020,7999900000
bih,2000,6985425212.22864
bih,2001,7221122261.17547
bih,2002,8144396709.81246
bih,2003,10248016278.3984
bih,2004,11784966762.2331
bih,2005,12842326584.0068
bih,2006,14095740613.4814
bih,2007,16895333997.5041
bih,2008,20506606160.8422
bih,2009,19001859566.4537
bih,2010,18360337864.4625
bih,2011,19823002864.6297
bih,2012,18625405278.8746
bih,2013,19349412109.4357
bih,2014,19629097326.8885
bih,2015,16570999741.624
bih,2016,16758387759.671
bih,2017,17486934805.3245
bih,2018,19031256857.80989
bih,2019,18778063715.196
bih,2020,18851500640.8016
blr,1990,15400000000
blr,1991,12000000000
blr,1992,11296296296.2963
blr,1993,12165289256.1983
blr,1994,11931017119.8389
blr,1995,11127569458.8311
blr,1996,11887538461.5385
blr,1997,10932830072.4079
blr,1998,11829236038.8484
blr,1999,9485854108.58621
blr,2000,9729573623.89361
blr,2001,9782194244.60431
blr,2002,11751367950.8654
blr,2003,13996538274.0127
blr,2004,17203101851.8519
blr,2005,21983008356.546
blr,2006,26120372960.373
blr,2007,31845526561.0438
blr,2008,41612172284.6442
blr,2009,36786788399.5704
blr,2010,41009331990.6009
blr,2011,38384864321.608
blr,2012,40474055415.6171
blr,2013,48856159909.9099
blr,2014,52475401017.2144
blr,2015,38275806856.7123
blr,2016,33483614796.9441
blr,2017,38368162293.63969
blr,2018,41597320376.914
blr,2019,45606319915.8619
blr,2020,41198967043.77769
blz,1980,127076317.5078
blz,1981,135460401.79798
blz,1982,134224977.09655
blz,1983,133567177.40652
blz,1984,131731689.89071
blz,1985,141428047.26346
blz,1986,139697336.32351
blz,1987,163972665.39271
blz,1988,186922108.57017
blz,1989,214357928.22952
blz,1990,222123563.67289
blz,1991,251750000
blz,1992,439903400
blz,1993,465309650
blz,1994,500901950
blz,1995,534253350
blz,1996,569188450
blz,1997,592298550
blz,1998,632322950
blz,1999,680011850
blz,2000,723881750
blz,2001,793755250
blz,2002,862026200
blz,2003,910018050
blz,2004,940458100
blz,2005,957543650
blz,2006,977085750
blz,2007,1041820550
blz,2008,1095352100
blz,2009,1144749150
blz,2010,1191825500
blz,2011,1260928750
blz,2012,1296492200
blz,2013,1365034450
blz,2014,1414976700
blz,2015,1469499450
blz,2016,1599057800
blz,2017,1580755600
blz,2018,1619119850
blz,2019,1600919950
blz,2020,1404085206.525
bmu,2010,4088996000
bmu,2011,4010713000
bmu,2012,4009754000
bmu,2013,4018507000
bmu,2014,3965905000
bmu,2015,4069755000
bmu,2016,4205443000
bmu,2017,4343386000
bmu,2018,4368343000
bmu,2019,4471912000
bmu,2020,4098500000
bol,1960,346416467.72066
bol,1961,389322025.40944
bol,1962,418037028.99882
bol,1963,447753718.75991
bol,1964,472378503.81476
bol,1965,533417508.41751
bol,1966,595454545.45454
bol,1967,674326599.3266
bol,1968,739898989.89899
bol,1969,795791245.79125
bol,1970,848063973.06397
bol,1971,944023569.02357
bol,1972,1040917638.20985
bol,1973,1012793603.1984
bol,1974,1615592203.89805
bol,1975,2002048975.51224
bol,1976,2268315842.07896
bol,1977,2701799100.44978
bol,1978,3112493753.12344
bol,1979,3642744065.91091
bol,1980,3670473083.19739
bol,1981,4934747145.1876
bol,1982,4729076955.97276
bol,1983,4472650347.53702
bol,1984,5089431775.78438
bol,1985,4534582947.94207
bol,1986,3596083165.10229
bol,1987,3950277635.83717
bol,1988,4155811321.39696
bol,1989,4200555043.69019
bol,1990,4313523710.46286
bol,1991,4804058258.39245
bol,1992,5210159979.48981
bol,1993,5318443412.81564
bol,1994,5452684125.09469
bol,1995,6002812115.90942
bol,1996,6543011074.76451
bol,1997,7023453552.32857
bol,1998,7586377561.20578
bol,1999,7591996593.48978
bol,2000,7634106088.78467
bol,2001,7410028001.02923
bol,2002,7098072384.93724
bol,2003,7074841106.12074
bol,2004,7384244329.6371
bol,2005,7858130447.18017
bol,2006,8832722427.48015
bol,2007,10139794935.806
bol,2008,12589309920.8378
bol,2009,13908505413.1054
bol,2010,14959204611.8546
bol,2011,17848012253.1354
bol,2012,19756346743.84949
bol,2013,22696563386.3965
bol,2014,25619724167.8726
bol,2015,28352112445.7308
bol,2016,29314157018.8133
bol,2017,31760847033.2851
bol,2018,34057574819.1027
bol,2019,35410348769.8987
bol,2020,32584159623.7337
bra,1960,12190115073.3641
bra,1961,11992000784.22
bra,1962,16282880590.4373
bra,1963,18604727521.4267
bra,1964,17115832349.3402
bra,1965,16951827614.4205
bra,1966,21453709339.9631
bra,1967,25416088594.87609
bra,1968,27673985821.9234
bra,1969,29061029039.42369
bra,1970,33810560993.4346
bra,1971,39662117473.8288
bra,1972,47073605517.5611
bra,1973,61826422206.6525
bra,1974,84615479016.3177
bra,1975,95414734766.28488
bra,1976,121044193603.271
bra,1977,138463998128.67001
bra,1978,157057611873.94
bra,1979,178372038063.20599
bra,1980,185449993606.23801
bra,1981,203719488313.55301
bra,1982,224137528862.43799
bra,1983,164482455315.142
bra,1984,164368547549.49899
bra,1985,168648649160.70999
bra,1986,210339906087.95801
bra,1987,218881106852.983
bra,1988,238169586924.164
bra,1989,241631776693.98199
bra,1990,307084624226.04102
bra,1991,272265078384.44296
bra,1992,257897339176.922
bra,1993,286336787935.992
bra,1994,407177627034.21295
bra,1995,651120367923.89001
bra,1996,722081995407.85291
bra,1997,749355847997.29102
bra,1998,727355502515.09985
